'Elapsed time','II','III','AVF','V','ABP'
'14:11:51.936',0.069,-,-,0.113,80.800
'14:11:51.944',0.056,-,-,0.113,80.800
'14:11:51.952',0.056,-,-,0.127,81.600
'14:11:51.960',0.056,-,-,0.127,81.600
'14:11:51.968',0.042,-,-,0.127,81.600
'14:11:51.976',0.042,-,-,0.070,80.800
'14:11:51.984',0.028,-,-,0.085,80.000
'14:11:51.992',0.028,-,-,0.085,79.200
'14:11:52.000',0.028,-,-,0.085,78.400
'14:11:52.008',0.042,-,-,0.085,77.600
'14:11:52.016',0.042,-,-,0.056,76.800
'14:11:52.024',0.028,-,-,0.056,76.000
'14:11:52.032',0.028,-,-,0.056,75.200
'14:11:52.040',0.028,-,-,0.056,74.400
'14:11:52.048',0.028,-,-,0.070,74.400
'14:11:52.056',0.014,-,-,0.042,73.600
'14:11:52.064',0.069,-,-,0.056,72.800
'14:11:52.072',0.250,-,-,0.225,72.000
'14:11:52.080',0.458,-,-,0.408,71.200
'14:11:52.088',0.500,-,-,0.465,71.200
'14:11:52.096',0.264,-,-,-0.127,70.400
'14:11:52.104',0.042,-,-,-0.366,69.600
'14:11:52.112',-0.083,-,-,-0.380,69.600
'14:11:52.120',-0.153,-,-,-0.225,68.800
'14:11:52.128',-0.153,-,-,-0.085,68.000
'14:11:52.136',-0.139,-,-,-0.014,68.000
'14:11:52.144',-0.125,-,-,0.000,67.200
'14:11:52.152',-0.139,-,-,0.000,67.200
'14:11:52.160',-0.125,-,-,0.000,67.200
'14:11:52.168',-0.097,-,-,0.000,66.400
'14:11:52.176',-0.125,-,-,0.000,66.400
'14:11:52.184',-0.139,-,-,-0.014,66.400
'14:11:52.192',-0.139,-,-,-0.028,67.200
'14:11:52.200',-0.139,-,-,-0.014,69.600
'14:11:52.208',-0.139,-,-,-0.028,74.400
'14:11:52.216',-0.139,-,-,-0.042,83.200
'14:11:52.224',-0.139,-,-,-0.070,92.800
'14:11:52.232',-0.139,-,-,-0.070,103.200
'14:11:52.240',-0.139,-,-,-0.056,112.000
'14:11:52.248',-0.153,-,-,-0.085,116.800
'14:11:52.256',-0.153,-,-,-0.113,118.400
'14:11:52.264',-0.153,-,-,-0.141,117.600
'14:11:52.272',-0.153,-,-,-0.141,116.000
'14:11:52.280',-0.167,-,-,-0.169,113.600
'14:11:52.288',-0.167,-,-,-0.169,111.200
'14:11:52.296',-0.167,-,-,-0.183,108.800
'14:11:52.304',-0.167,-,-,-0.197,107.200
'14:11:52.312',-0.153,-,-,-0.197,106.400
'14:11:52.320',-0.125,-,-,-0.183,105.600
'14:11:52.328',-0.083,-,-,-0.169,104.000
'14:11:52.336',-0.056,-,-,-0.141,102.400
'14:11:52.344',-0.042,-,-,-0.127,100.800
'14:11:52.352',-0.014,-,-,-0.113,99.200
'14:11:52.360',0.000,-,-,-0.056,96.800
'14:11:52.368',0.014,-,-,-0.028,94.400
'14:11:52.376',0.028,-,-,0.000,92.000
'14:11:52.384',0.042,-,-,0.000,88.800
'14:11:52.392',0.042,-,-,0.028,86.400
'14:11:52.400',0.056,-,-,0.042,84.000
'14:11:52.408',0.056,-,-,0.056,81.600
'14:11:52.416',0.069,-,-,0.085,80.800
'14:11:52.424',0.069,-,-,0.085,80.800
'14:11:52.432',0.069,-,-,0.085,80.800
'14:11:52.440',0.069,-,-,0.085,81.600
'14:11:52.448',0.069,-,-,0.085,81.600
'14:11:52.456',0.083,-,-,0.085,81.600
'14:11:52.464',0.083,-,-,0.113,80.800
'14:11:52.472',0.083,-,-,0.085,80.000
'14:11:52.480',0.083,-,-,0.085,79.200
'14:11:52.488',0.069,-,-,0.070,78.400
'14:11:52.496',0.069,-,-,0.056,77.600
'14:11:52.504',0.056,-,-,0.056,76.800
'14:11:52.512',0.056,-,-,0.056,76.800
'14:11:52.520',0.056,-,-,0.042,76.000
'14:11:52.528',0.056,-,-,0.056,75.200
'14:11:52.536',0.056,-,-,0.056,74.400
'14:11:52.544',0.042,-,-,0.056,73.600
'14:11:52.552',0.042,-,-,0.056,73.600
'14:11:52.560',0.042,-,-,0.056,72.800
'14:11:52.568',0.042,-,-,0.056,72.000
'14:11:52.576',0.042,-,-,0.070,72.000
'14:11:52.584',0.028,-,-,0.056,71.200
'14:11:52.592',0.028,-,-,0.056,71.200
'14:11:52.600',0.028,-,-,0.056,70.400
'14:11:52.608',0.028,-,-,0.042,69.600
'14:11:52.616',0.014,-,-,0.056,69.600
'14:11:52.624',0.028,-,-,0.056,68.800
'14:11:52.632',0.042,-,-,0.056,68.000
'14:11:52.640',0.042,-,-,0.155,68.000
'14:11:52.648',0.014,-,-,0.042,68.000
'14:11:52.656',0.028,-,-,0.056,67.200
'14:11:52.664',0.028,-,-,0.056,67.200
'14:11:52.672',0.042,-,-,0.070,66.400
'14:11:52.680',0.042,-,-,0.070,66.400
'14:11:52.688',0.042,-,-,0.056,65.600
'14:11:52.696',0.028,-,-,0.056,65.600
'14:11:52.704',0.028,-,-,0.042,64.800
'14:11:52.712',0.028,-,-,0.028,64.800
'14:11:52.720',0.028,-,-,0.028,64.800
'14:11:52.728',0.014,-,-,0.028,64.000
'14:11:52.736',0.014,-,-,0.014,64.000
'14:11:52.744',0.014,-,-,0.028,63.200
'14:11:52.752',0.014,-,-,0.028,63.200
'14:11:52.760',0.014,-,-,0.028,63.200
'14:11:52.768',0.014,-,-,0.000,62.400
'14:11:52.776',0.014,-,-,0.028,62.400
'14:11:52.784',0.014,-,-,0.028,62.400
'14:11:52.792',0.000,-,-,0.028,62.400
'14:11:52.800',0.000,-,-,0.028,62.400
'14:11:52.808',0.014,-,-,0.028,61.600
'14:11:52.816',0.069,-,-,0.056,61.600
'14:11:52.824',0.278,-,-,0.268,61.600
'14:11:52.832',0.500,-,-,0.479,60.800
'14:11:52.840',0.528,-,-,0.493,60.800
'14:11:52.848',0.194,-,-,-0.225,60.000
'14:11:52.856',-0.028,-,-,-0.465,60.000
'14:11:52.864',-0.139,-,-,-0.380,60.000
'14:11:52.872',-0.153,-,-,-0.282,60.000
'14:11:52.880',-0.125,-,-,-0.113,59.200
'14:11:52.888',-0.083,-,-,-0.028,59.200
'14:11:52.896',-0.069,-,-,-0.014,58.400
'14:11:52.904',-0.069,-,-,-0.028,58.400
'14:11:52.912',-0.069,-,-,-0.014,58.400
'14:11:52.920',-0.083,-,-,-0.042,57.600
'14:11:52.928',-0.097,-,-,-0.056,58.400
'14:11:52.936',-0.097,-,-,-0.070,59.200
'14:11:52.944',-0.097,-,-,-0.070,62.400
'14:11:52.952',-0.097,-,-,-0.085,69.600
'14:11:52.960',-0.097,-,-,-0.070,80.800
'14:11:52.968',-0.097,-,-,-0.070,94.400
'14:11:52.976',-0.083,-,-,-0.113,108.800
'14:11:52.984',-0.097,-,-,-0.113,119.200
'14:11:52.992',-0.083,-,-,-0.113,124.800
'14:11:53.000',-0.083,-,-,-0.113,126.400
'14:11:53.008',-0.083,-,-,-0.127,124.800
'14:11:53.016',-0.097,-,-,-0.127,122.400
'14:11:53.024',-0.125,-,-,-0.141,120.000
'14:11:53.032',-0.125,-,-,-0.141,117.600
'14:11:53.040',-0.125,-,-,-0.141,116.000
'14:11:53.048',-0.097,-,-,-0.169,114.400
'14:11:53.056',-0.097,-,-,-0.183,112.800
'14:11:53.064',-0.083,-,-,-0.169,111.200
'14:11:53.072',-0.069,-,-,-0.155,109.600
'14:11:53.080',-0.056,-,-,-0.169,108.000
'14:11:53.088',-0.042,-,-,-0.169,105.600
'14:11:53.096',-0.028,-,-,-0.155,103.200
'14:11:53.104',-0.014,-,-,-0.141,101.600
'14:11:53.112',0.000,-,-,-0.113,99.200
'14:11:53.120',0.014,-,-,-0.070,96.800
'14:11:53.128',0.028,-,-,-0.070,94.400
'14:11:53.136',0.028,-,-,-0.042,92.000
'14:11:53.144',0.042,-,-,-0.014,89.600
'14:11:53.152',0.056,-,-,0.000,87.200
'14:11:53.160',0.056,-,-,0.014,85.600
'14:11:53.168',0.069,-,-,0.042,84.000
'14:11:53.176',0.069,-,-,0.056,83.200
'14:11:53.184',0.083,-,-,0.085,83.200
'14:11:53.192',0.083,-,-,0.113,83.200
'14:11:53.200',0.083,-,-,0.113,83.200
'14:11:53.208',0.083,-,-,0.113,83.200
'14:11:53.216',0.083,-,-,0.113,83.200
'14:11:53.224',0.083,-,-,0.113,82.400
'14:11:53.232',0.083,-,-,0.085,81.600
'14:11:53.240',0.069,-,-,0.056,81.600
'14:11:53.248',0.069,-,-,0.070,80.800
'14:11:53.256',0.069,-,-,0.056,79.200
'14:11:53.264',0.069,-,-,0.056,78.400
'14:11:53.272',0.069,-,-,0.056,77.600
'14:11:53.280',0.069,-,-,0.056,76.800
'14:11:53.288',0.056,-,-,0.056,76.000
'14:11:53.296',0.056,-,-,0.042,75.200
'14:11:53.304',0.056,-,-,0.056,75.200
'14:11:53.312',0.056,-,-,0.056,74.400
'14:11:53.320',0.056,-,-,0.056,73.600
'14:11:53.328',0.056,-,-,0.056,73.600
'14:11:53.336',0.069,-,-,0.056,72.800
'14:11:53.344',0.069,-,-,0.070,72.000
'14:11:53.352',0.069,-,-,0.056,72.000
'14:11:53.360',0.069,-,-,0.056,71.200
'14:11:53.368',0.069,-,-,0.085,70.400
'14:11:53.376',0.069,-,-,0.056,70.400
'14:11:53.384',0.069,-,-,0.056,69.600
'14:11:53.392',0.056,-,-,0.127,69.600
'14:11:53.400',0.056,-,-,0.056,69.600
'14:11:53.408',0.056,-,-,0.085,68.800
'14:11:53.416',0.056,-,-,0.056,68.000
'14:11:53.424',0.056,-,-,0.056,68.000
'14:11:53.432',0.042,-,-,0.042,67.200
'14:11:53.440',0.042,-,-,0.042,67.200
'14:11:53.448',0.042,-,-,0.028,66.400
'14:11:53.456',0.042,-,-,0.042,66.400
'14:11:53.464',0.042,-,-,0.042,66.400
'14:11:53.472',0.028,-,-,0.028,65.600
'14:11:53.480',0.028,-,-,0.028,65.600
'14:11:53.488',0.042,-,-,0.042,65.600
'14:11:53.496',0.042,-,-,0.028,64.800
'14:11:53.504',0.056,-,-,0.056,64.800
'14:11:53.512',0.069,-,-,0.042,64.000
'14:11:53.520',0.139,-,-,0.085,64.000
'14:11:53.528',0.319,-,-,0.296,63.200
'14:11:53.536',0.528,-,-,0.479,63.200
'14:11:53.544',0.569,-,-,0.507,63.200
'14:11:53.552',0.264,-,-,-0.183,62.400
'14:11:53.560',0.028,-,-,-0.408,62.400
'14:11:53.568',-0.069,-,-,-0.338,62.400
'14:11:53.576',-0.097,-,-,-0.254,61.600
'14:11:53.584',-0.069,-,-,-0.113,61.600
'14:11:53.592',-0.042,-,-,-0.028,61.600
'14:11:53.600',-0.042,-,-,-0.014,60.800
'14:11:53.608',-0.028,-,-,0.000,60.800
'14:11:53.616',-0.042,-,-,-0.014,60.800
'14:11:53.624',-0.042,-,-,-0.028,60.000
'14:11:53.632',-0.056,-,-,-0.028,60.000
'14:11:53.640',-0.056,-,-,-0.056,60.800
'14:11:53.648',-0.056,-,-,-0.028,61.600
'14:11:53.656',-0.056,-,-,-0.070,65.600
'14:11:53.664',-0.056,-,-,-0.070,72.800
'14:11:53.672',-0.069,-,-,-0.085,83.200
'14:11:53.680',-0.069,-,-,-0.070,96.000
'14:11:53.688',-0.069,-,-,-0.113,108.000
'14:11:53.696',-0.083,-,-,-0.127,116.800
'14:11:53.704',-0.083,-,-,-0.127,121.600
'14:11:53.712',-0.083,-,-,-0.141,123.200
'14:11:53.720',-0.083,-,-,-0.141,122.400
'14:11:53.728',-0.083,-,-,-0.169,120.800
'14:11:53.736',-0.069,-,-,-0.169,118.400
'14:11:53.744',-0.069,-,-,-0.183,116.800
'14:11:53.752',-0.069,-,-,-0.183,115.200
'14:11:53.760',-0.069,-,-,-0.197,114.400
'14:11:53.768',-0.069,-,-,-0.197,112.800
'14:11:53.776',-0.056,-,-,-0.183,112.000
'14:11:53.784',-0.042,-,-,-0.183,110.400
'14:11:53.792',-0.028,-,-,-0.169,108.800
'14:11:53.800',-0.014,-,-,-0.169,106.400
'14:11:53.808',0.000,-,-,-0.141,104.000
'14:11:53.816',0.014,-,-,-0.113,102.400
'14:11:53.824',0.042,-,-,-0.070,100.000
'14:11:53.832',0.056,-,-,-0.042,96.800
'14:11:53.840',0.069,-,-,0.000,94.400
'14:11:53.848',0.069,-,-,0.014,91.200
'14:11:53.856',0.069,-,-,0.042,88.800
'14:11:53.864',0.083,-,-,0.056,85.600
'14:11:53.872',0.097,-,-,0.085,83.200
'14:11:53.880',0.097,-,-,0.113,81.600
'14:11:53.888',0.083,-,-,0.085,81.600
'14:11:53.896',0.083,-,-,0.127,81.600
'14:11:53.904',0.083,-,-,0.113,81.600
'14:11:53.912',0.083,-,-,0.127,81.600
'14:11:53.920',0.097,-,-,0.085,81.600
'14:11:53.928',0.097,-,-,0.113,81.600
'14:11:53.936',0.083,-,-,0.127,81.600
'14:11:53.944',0.083,-,-,0.113,80.800
'14:11:53.952',0.083,-,-,0.113,80.000
'14:11:53.960',0.097,-,-,0.113,79.200
'14:11:53.968',0.083,-,-,0.085,78.400
'14:11:53.976',0.083,-,-,0.113,76.800
'14:11:53.984',0.083,-,-,0.113,76.000
'14:11:53.992',0.083,-,-,0.085,75.200
'14:11:54.000',0.069,-,-,0.070,74.400
'14:11:54.008',0.069,-,-,0.056,74.400
'14:11:54.016',0.056,-,-,0.070,73.600
'14:11:54.024',0.042,-,-,0.085,72.800
'14:11:54.032',0.042,-,-,0.056,72.000
'14:11:54.040',0.042,-,-,0.070,71.200
'14:11:54.048',0.042,-,-,0.056,71.200
'14:11:54.056',0.042,-,-,0.085,70.400
'14:11:54.064',0.056,-,-,0.085,69.600
'14:11:54.072',0.069,-,-,0.070,69.600
'14:11:54.080',0.208,-,-,0.169,68.800
'14:11:54.088',0.472,-,-,0.408,68.000
'14:11:54.096',0.611,-,-,0.521,68.000
'14:11:54.104',0.625,-,-,0.197,67.200
'14:11:54.112',0.236,-,-,-0.254,67.200
'14:11:54.120',0.056,-,-,-0.310,67.200
'14:11:54.128',-0.042,-,-,-0.239,66.400
'14:11:54.136',-0.056,-,-,-0.127,66.400
'14:11:54.144',-0.028,-,-,0.000,66.400
'14:11:54.152',-0.014,-,-,0.014,66.400
'14:11:54.160',-0.028,-,-,0.028,65.600
'14:11:54.168',-0.028,-,-,0.000,65.600
'14:11:54.176',-0.042,-,-,0.000,65.600
'14:11:54.184',-0.056,-,-,0.000,64.800
'14:11:54.192',-0.069,-,-,0.000,64.800
'14:11:54.200',-0.083,-,-,-0.028,64.000
'14:11:54.208',-0.083,-,-,-0.028,64.800
'14:11:54.216',-0.097,-,-,-0.028,66.400
'14:11:54.224',-0.125,-,-,-0.042,70.400
'14:11:54.232',-0.097,-,-,-0.056,77.600
'14:11:54.240',-0.083,-,-,-0.070,86.400
'14:11:54.248',-0.083,-,-,-0.085,96.800
'14:11:54.256',-0.083,-,-,-0.113,106.400
'14:11:54.264',-0.083,-,-,-0.127,113.600
'14:11:54.272',-0.097,-,-,-0.141,116.800
'14:11:54.280',-0.125,-,-,-0.141,117.600
'14:11:54.288',-0.125,-,-,-0.169,116.000
'14:11:54.296',-0.125,-,-,-0.169,114.400
'14:11:54.304',-0.097,-,-,-0.169,112.800
'14:11:54.312',-0.097,-,-,-0.183,111.200
'14:11:54.320',-0.083,-,-,-0.155,109.600
'14:11:54.328',-0.069,-,-,-0.141,108.000
'14:11:54.336',-0.056,-,-,-0.141,107.200
'14:11:54.344',-0.042,-,-,-0.141,105.600
'14:11:54.352',-0.028,-,-,-0.127,104.000
'14:11:54.360',-0.028,-,-,-0.113,102.400
'14:11:54.368',-0.014,-,-,-0.070,100.800
'14:11:54.376',0.000,-,-,-0.056,98.400
'14:11:54.384',0.000,-,-,-0.028,96.800
'14:11:54.392',0.014,-,-,-0.014,93.600
'14:11:54.400',0.014,-,-,0.000,91.200
'14:11:54.408',0.028,-,-,0.028,88.000
'14:11:54.416',0.028,-,-,0.042,84.800
'14:11:54.424',0.056,-,-,0.056,82.400
'14:11:54.432',0.069,-,-,0.056,80.800
'14:11:54.440',0.069,-,-,0.085,80.800
'14:11:54.448',0.083,-,-,0.085,80.000
'14:11:54.456',0.083,-,-,0.085,80.800
'14:11:54.464',0.097,-,-,0.085,80.800
'14:11:54.472',0.125,-,-,0.113,80.800
'14:11:54.480',0.125,-,-,0.127,80.800
'14:11:54.488',0.125,-,-,0.085,80.800
'14:11:54.496',0.097,-,-,0.113,80.000
'14:11:54.504',0.083,-,-,0.085,79.200
'14:11:54.512',0.083,-,-,0.085,78.400
'14:11:54.520',0.069,-,-,0.085,78.400
'14:11:54.528',0.056,-,-,0.070,77.600
'14:11:54.536',0.042,-,-,0.056,76.800
'14:11:54.544',0.056,-,-,0.056,76.000
'14:11:54.552',0.069,-,-,0.056,76.000
'14:11:54.560',0.056,-,-,0.056,75.200
'14:11:54.568',0.056,-,-,0.056,74.400
'14:11:54.576',0.056,-,-,0.056,74.400
'14:11:54.584',0.069,-,-,0.056,73.600
'14:11:54.592',0.069,-,-,0.070,72.800
'14:11:54.600',0.069,-,-,0.056,72.800
'14:11:54.608',0.069,-,-,0.056,72.000
'14:11:54.616',0.083,-,-,0.056,72.000
'14:11:54.624',0.083,-,-,0.056,71.200
'14:11:54.632',0.083,-,-,0.056,70.400
'14:11:54.640',0.097,-,-,0.085,70.400
'14:11:54.648',0.125,-,-,0.070,69.600
'14:11:54.656',0.125,-,-,0.085,69.600
'14:11:54.664',0.125,-,-,0.085,68.800
'14:11:54.672',0.125,-,-,0.085,68.800
'14:11:54.680',0.125,-,-,0.085,68.000
'14:11:54.688',0.125,-,-,0.085,68.000
'14:11:54.696',0.097,-,-,0.085,67.200
'14:11:54.704',0.069,-,-,0.070,67.200
'14:11:54.712',0.056,-,-,0.056,67.200
'14:11:54.720',0.069,-,-,0.000,66.400
'14:11:54.728',0.083,-,-,0.085,66.400
'14:11:54.736',-0.028,-,-,0.056,66.400
'14:11:54.744',-0.181,-,-,0.042,66.400
'14:11:54.752',-0.375,-,-,-0.070,65.600
'14:11:54.760',-0.611,-,-,-0.366,65.600
'14:11:54.768',-0.861,-,-,-0.746,65.600
'14:11:54.776',-1.097,-,-,-1.085,65.600
'14:11:54.784',-1.181,-,-,-1.296,64.800
'14:11:54.792',-1.042,-,-,-1.296,64.800
'14:11:54.800',-0.736,-,-,-1.056,64.800
'14:11:54.808',-0.389,-,-,-0.676,64.000
'14:11:54.816',-0.097,-,-,-0.310,64.000
'14:11:54.824',0.056,-,-,-0.113,63.200
'14:11:54.832',0.194,-,-,0.056,63.200
'14:11:54.840',0.292,-,-,0.197,62.400
'14:11:54.848',0.347,-,-,0.254,62.400
'14:11:54.856',0.361,-,-,0.268,61.600
'14:11:54.864',0.361,-,-,0.254,60.800
'14:11:54.872',0.375,-,-,0.268,60.800
'14:11:54.880',0.375,-,-,0.254,60.800
'14:11:54.888',0.375,-,-,0.268,60.800
'14:11:54.896',0.389,-,-,0.239,61.600
'14:11:54.904',0.403,-,-,0.254,64.800
'14:11:54.912',0.417,-,-,0.239,70.400
'14:11:54.920',0.431,-,-,0.254,78.400
'14:11:54.928',0.458,-,-,0.239,88.800
'14:11:54.936',0.472,-,-,0.254,99.200
'14:11:54.944',0.500,-,-,0.268,108.000
'14:11:54.952',0.514,-,-,0.268,114.400
'14:11:54.960',0.528,-,-,0.296,118.400
'14:11:54.968',0.542,-,-,0.282,119.200
'14:11:54.976',0.569,-,-,0.338,119.200
'14:11:54.984',0.583,-,-,0.338,118.400
'14:11:54.992',0.583,-,-,0.338,116.800
'14:11:55.000',0.569,-,-,0.338,116.000
'14:11:55.008',0.542,-,-,0.338,115.200
'14:11:55.016',0.514,-,-,0.338,114.400
'14:11:55.024',0.486,-,-,0.310,113.600
'14:11:55.032',0.458,-,-,0.268,112.000
'14:11:55.040',0.403,-,-,0.239,110.400
'14:11:55.048',0.347,-,-,0.197,108.800
'14:11:55.056',0.292,-,-,0.169,106.400
'14:11:55.064',0.264,-,-,0.141,104.000
'14:11:55.072',0.208,-,-,0.127,101.600
'14:11:55.080',0.181,-,-,0.113,98.400
'14:11:55.088',0.167,-,-,0.085,95.200
'14:11:55.096',0.153,-,-,0.070,92.000
'14:11:55.104',0.139,-,-,0.056,88.800
'14:11:55.112',0.139,-,-,0.070,86.400
'14:11:55.120',0.139,-,-,0.085,84.000
'14:11:55.128',0.153,-,-,0.070,83.200
'14:11:55.136',0.153,-,-,0.085,83.200
'14:11:55.144',0.153,-,-,0.070,83.200
'14:11:55.152',0.153,-,-,0.085,84.000
'14:11:55.160',0.153,-,-,0.085,84.000
'14:11:55.168',0.139,-,-,0.085,84.000
'14:11:55.176',0.139,-,-,0.113,84.000
'14:11:55.184',0.139,-,-,0.085,83.200
'14:11:55.192',0.139,-,-,0.085,83.200
'14:11:55.200',0.125,-,-,0.085,82.400
'14:11:55.208',0.097,-,-,0.085,81.600
'14:11:55.216',0.069,-,-,0.070,80.800
'14:11:55.224',0.056,-,-,0.056,80.000
'14:11:55.232',0.056,-,-,0.042,79.200
'14:11:55.240',0.056,-,-,0.042,78.400
'14:11:55.248',0.056,-,-,0.028,77.600
'14:11:55.256',0.056,-,-,0.028,77.600
'14:11:55.264',0.056,-,-,0.028,76.800
'14:11:55.272',0.056,-,-,0.028,76.000
'14:11:55.280',0.056,-,-,0.028,75.200
'14:11:55.288',0.069,-,-,0.042,75.200
'14:11:55.296',0.069,-,-,0.028,74.400
'14:11:55.304',0.056,-,-,0.042,73.600
'14:11:55.312',0.056,-,-,0.028,72.800
'14:11:55.320',0.056,-,-,0.042,72.800
'14:11:55.328',0.056,-,-,0.028,72.000
'14:11:55.336',0.056,-,-,0.042,71.200
'14:11:55.344',0.042,-,-,0.127,71.200
'14:11:55.352',0.042,-,-,0.014,70.400
'14:11:55.360',0.056,-,-,0.042,69.600
'14:11:55.368',0.056,-,-,0.042,69.600
'14:11:55.376',0.042,-,-,0.028,68.800
'14:11:55.384',0.042,-,-,0.028,68.000
'14:11:55.392',0.028,-,-,0.028,68.000
'14:11:55.400',0.028,-,-,0.028,67.200
'14:11:55.408',0.014,-,-,0.014,67.200
'14:11:55.416',0.028,-,-,0.000,67.200
'14:11:55.424',0.028,-,-,0.014,66.400
'14:11:55.432',0.069,-,-,0.028,66.400
'14:11:55.440',0.208,-,-,0.169,65.600
'14:11:55.448',0.458,-,-,0.380,65.600
'14:11:55.456',0.542,-,-,0.451,65.600
'14:11:55.464',0.319,-,-,0.000,64.800
'14:11:55.472',0.069,-,-,-0.380,64.800
'14:11:55.480',-0.056,-,-,-0.408,64.000
'14:11:55.488',-0.097,-,-,-0.282,64.000
'14:11:55.496',-0.083,-,-,-0.141,63.200
'14:11:55.504',-0.056,-,-,-0.056,63.200
'14:11:55.512',-0.056,-,-,-0.028,63.200
'14:11:55.520',-0.056,-,-,-0.028,62.400
'14:11:55.528',-0.056,-,-,-0.042,62.400
'14:11:55.536',-0.056,-,-,-0.028,62.400
'14:11:55.544',-0.056,-,-,-0.056,61.600
'14:11:55.552',-0.056,-,-,-0.056,61.600
'14:11:55.560',-0.056,-,-,-0.056,62.400
'14:11:55.568',-0.056,-,-,-0.042,64.800
'14:11:55.576',-0.069,-,-,-0.070,69.600
'14:11:55.584',-0.083,-,-,-0.070,77.600
'14:11:55.592',-0.097,-,-,-0.113,88.800
'14:11:55.600',-0.125,-,-,-0.141,100.000
'14:11:55.608',-0.125,-,-,-0.169,110.400
'14:11:55.616',-0.125,-,-,-0.169,117.600
'14:11:55.624',-0.125,-,-,-0.155,120.800
'14:11:55.632',-0.139,-,-,-0.169,121.600
'14:11:55.640',-0.139,-,-,-0.183,120.800
'14:11:55.648',-0.153,-,-,-0.197,119.200
'14:11:55.656',-0.153,-,-,-0.239,117.600
'14:11:55.664',-0.167,-,-,-0.254,116.000
'14:11:55.672',-0.167,-,-,-0.254,115.200
'14:11:55.680',-0.153,-,-,-0.268,114.400
'14:11:55.688',-0.139,-,-,-0.254,113.600
'14:11:55.696',-0.097,-,-,-0.268,112.000
'14:11:55.704',-0.069,-,-,-0.239,111.200
'14:11:55.712',-0.042,-,-,-0.197,109.600
'14:11:55.720',-0.014,-,-,-0.169,107.200
'14:11:55.728',0.000,-,-,-0.141,105.600
'14:11:55.736',0.014,-,-,-0.113,103.200
'14:11:55.744',0.042,-,-,-0.070,100.800
