'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP','CVP'
'37:12:03.120',-,-0.056,-,-,-,-,62.400,24.360,45.000
'37:12:03.128',-,-0.064,-,-,-,-,61.200,24.360,45.000
'37:12:03.136',-,-0.064,-,-,-,-,61.200,24.360,45.000
'37:12:03.144',-,-0.056,-,-,-,-,61.200,23.880,45.000
'37:12:03.152',-,-0.056,-,-,-,-,61.200,23.520,45.000
'37:12:03.160',-,-0.064,-,-,-,-,61.200,23.160,45.000
'37:12:03.168',-,-0.096,-,-,-,-,61.200,22.320,45.000
'37:12:03.176',-,-0.128,-,-,-,-,61.200,22.320,45.000
'37:12:03.184',-,-0.168,-,-,-,-,61.200,21.960,45.000
'37:12:03.192',-,-0.208,-,-,-,-,61.200,22.320,45.000
'37:12:03.200',-,-0.224,-,-,-,-,60.000,22.680,45.000
'37:12:03.208',-,-0.152,-,-,-,-,60.000,23.520,45.000
'37:12:03.216',-,-0.056,-,-,-,-,60.000,25.080,45.000
'37:12:03.224',-,0.040,-,-,-,-,60.000,27.960,45.000
'37:12:03.232',-,0.128,-,-,-,-,60.000,30.720,45.000
'37:12:03.240',-,0.136,-,-,-,-,60.000,32.280,45.000
'37:12:03.248',-,0.064,-,-,-,-,58.800,30.720,45.000
'37:12:03.256',-,0.008,-,-,-,-,58.800,26.280,45.000
'37:12:03.264',-,-0.008,-,-,-,-,58.800,21.480,45.000
'37:12:03.272',-,-0.024,-,-,-,-,57.600,18.720,45.000
'37:12:03.280',-,0.008,-,-,-,-,57.600,18.360,45.000
'37:12:03.288',-,0.024,-,-,-,-,57.600,21.120,45.000
'37:12:03.296',-,0.040,-,-,-,-,57.600,25.080,45.000
'37:12:03.304',-,0.024,-,-,-,-,57.600,30.360,45.000
'37:12:03.312',-,0.024,-,-,-,-,56.400,35.520,45.000
'37:12:03.320',-,0.024,-,-,-,-,56.400,39.960,45.000
'37:12:03.328',-,0.008,-,-,-,-,56.400,43.080,45.000
'37:12:03.336',-,0.008,-,-,-,-,56.400,44.280,45.000
'37:12:03.344',-,0.008,-,-,-,-,56.400,45.120,45.000
'37:12:03.352',-,0.008,-,-,-,-,56.400,45.120,45.000
'37:12:03.360',-,0.008,-,-,-,-,56.400,45.480,45.000
'37:12:03.368',-,0.008,-,-,-,-,56.400,46.680,45.000
'37:12:03.376',-,0.008,-,-,-,-,56.400,47.880,45.000
'37:12:03.384',-,0.008,-,-,-,-,56.400,49.080,45.000
'37:12:03.392',-,0.024,-,-,-,-,57.600,49.080,45.000
'37:12:03.400',-,0.024,-,-,-,-,61.200,48.720,45.000
'37:12:03.408',-,0.024,-,-,-,-,68.400,47.880,45.000
'37:12:03.416',-,0.024,-,-,-,-,79.200,46.680,45.000
'37:12:03.424',-,0.024,-,-,-,-,91.200,45.480,45.000
'37:12:03.432',-,0.024,-,-,-,-,103.200,44.760,45.000
'37:12:03.440',-,0.040,-,-,-,-,112.800,43.920,45.000
'37:12:03.448',-,0.040,-,-,-,-,120.000,43.080,45.000
'37:12:03.456',-,0.040,-,-,-,-,123.600,42.360,45.000
'37:12:03.464',-,0.040,-,-,-,-,127.200,41.880,45.000
'37:12:03.472',-,0.040,-,-,-,-,127.200,41.520,45.000
'37:12:03.480',-,0.040,-,-,-,-,127.200,41.520,45.000
'37:12:03.488',-,0.040,-,-,-,-,127.200,41.880,45.000
'37:12:03.496',-,0.040,-,-,-,-,126.000,41.880,45.000
'37:12:03.504',-,0.040,-,-,-,-,126.000,41.880,45.000
'37:12:03.512',-,0.040,-,-,-,-,124.800,41.520,45.000
'37:12:03.520',-,0.040,-,-,-,-,123.600,40.680,45.000
'37:12:03.528',-,0.040,-,-,-,-,121.200,40.320,45.000
'37:12:03.536',-,0.024,-,-,-,-,120.000,39.120,45.000
'37:12:03.544',-,0.024,-,-,-,-,118.800,37.920,45.000
'37:12:03.552',-,0.024,-,-,-,-,116.400,36.720,45.000
'37:12:03.560',-,0.024,-,-,-,-,115.200,35.880,45.000
'37:12:03.568',-,0.024,-,-,-,-,114.000,35.880,45.000
'37:12:03.576',-,0.008,-,-,-,-,111.600,35.520,45.000
'37:12:03.584',-,0.008,-,-,-,-,109.200,35.520,45.000
'37:12:03.592',-,0.000,-,-,-,-,105.600,35.160,45.000
'37:12:03.600',-,0.000,-,-,-,-,103.200,35.160,45.000
'37:12:03.608',-,0.000,-,-,-,-,99.600,35.160,45.000
'37:12:03.616',-,0.000,-,-,-,-,94.800,35.160,45.000
'37:12:03.624',-,0.008,-,-,-,-,91.200,35.160,45.000
'37:12:03.632',-,0.008,-,-,-,-,86.400,35.160,45.000
'37:12:03.640',-,0.008,-,-,-,-,82.800,35.520,45.000
'37:12:03.648',-,0.008,-,-,-,-,79.200,35.520,45.000
'37:12:03.656',-,0.024,-,-,-,-,78.000,35.160,45.000
'37:12:03.664',-,0.024,-,-,-,-,79.200,34.680,45.000
'37:12:03.672',-,0.024,-,-,-,-,80.400,34.320,45.000
'37:12:03.680',-,0.024,-,-,-,-,81.600,34.320,45.000
'37:12:03.688',-,0.024,-,-,-,-,81.600,33.960,45.000
'37:12:03.696',-,0.008,-,-,-,-,81.600,33.960,45.000
'37:12:03.704',-,0.008,-,-,-,-,82.800,33.960,45.000
'37:12:03.712',-,0.008,-,-,-,-,82.800,33.480,45.000
'37:12:03.720',-,0.008,-,-,-,-,82.800,33.120,45.000
'37:12:03.728',-,0.000,-,-,-,-,82.800,32.280,45.000
'37:12:03.736',-,0.000,-,-,-,-,82.800,31.560,45.000
'37:12:03.744',-,0.000,-,-,-,-,82.800,31.080,45.000
'37:12:03.752',-,0.000,-,-,-,-,81.600,30.720,45.000
'37:12:03.760',-,0.000,-,-,-,-,81.600,30.720,45.000
'37:12:03.768',-,0.000,-,-,-,-,81.600,30.720,45.000
'37:12:03.776',-,0.000,-,-,-,-,81.600,30.720,45.000
'37:12:03.784',-,0.000,-,-,-,-,81.600,30.720,45.000
'37:12:03.792',-,0.000,-,-,-,-,80.400,30.360,45.000
'37:12:03.800',-,0.000,-,-,-,-,80.400,30.360,45.000
'37:12:03.808',-,0.000,-,-,-,-,80.400,30.360,45.000
'37:12:03.816',-,0.000,-,-,-,-,79.200,30.360,45.000
'37:12:03.824',-,0.000,-,-,-,-,79.200,30.360,45.000
'37:12:03.832',-,0.000,-,-,-,-,78.000,30.360,45.000
'37:12:03.840',-,-0.008,-,-,-,-,78.000,29.880,45.000
'37:12:03.848',-,0.000,-,-,-,-,76.800,29.880,45.000
'37:12:03.856',-,0.000,-,-,-,-,76.800,29.520,45.000
'37:12:03.864',-,0.000,-,-,-,-,76.800,29.160,45.000
'37:12:03.872',-,0.000,-,-,-,-,75.600,28.680,45.000
'37:12:03.880',-,0.000,-,-,-,-,75.600,28.320,45.000
'37:12:03.888',-,0.000,-,-,-,-,74.400,27.960,45.000
'37:12:03.896',-,0.000,-,-,-,-,74.400,27.960,45.000
'37:12:03.904',-,0.000,-,-,-,-,73.200,27.480,45.000
'37:12:03.912',-,0.000,-,-,-,-,73.200,27.480,45.000
'37:12:03.920',-,0.000,-,-,-,-,72.000,27.120,45.000
'37:12:03.928',-,0.000,-,-,-,-,72.000,27.120,45.000
'37:12:03.936',-,0.000,-,-,-,-,70.800,26.760,45.000
'37:12:03.944',-,0.000,-,-,-,-,70.800,26.760,45.000
'37:12:03.952',-,0.000,-,-,-,-,69.600,26.280,45.000
'37:12:03.960',-,0.000,-,-,-,-,69.600,26.280,45.000
'37:12:03.968',-,0.000,-,-,-,-,68.400,26.280,45.000
'37:12:03.976',-,0.000,-,-,-,-,68.400,25.920,45.000
'37:12:03.984',-,-0.024,-,-,-,-,68.400,25.920,45.000
'37:12:03.992',-,-0.040,-,-,-,-,67.200,25.920,45.000
'37:12:04.000',-,0.008,-,-,-,-,67.200,25.920,45.000
'37:12:04.008',-,0.024,-,-,-,-,66.000,25.560,45.000
'37:12:04.016',-,0.000,-,-,-,-,66.000,25.560,45.000
'37:12:04.024',-,0.000,-,-,-,-,66.000,25.560,45.000
'37:12:04.032',-,0.008,-,-,-,-,64.800,25.080,45.000
'37:12:04.040',-,0.024,-,-,-,-,64.800,25.080,45.000
'37:12:04.048',-,0.040,-,-,-,-,64.800,25.080,45.000
'37:12:04.056',-,0.040,-,-,-,-,63.600,24.720,45.000
'37:12:04.064',-,0.056,-,-,-,-,63.600,24.720,45.000
'37:12:04.072',-,0.040,-,-,-,-,63.600,24.720,45.000
'37:12:04.080',-,0.024,-,-,-,-,63.600,24.720,45.000
'37:12:04.088',-,0.008,-,-,-,-,62.400,24.360,45.000
'37:12:04.096',-,0.000,-,-,-,-,62.400,24.360,45.000
'37:12:04.104',-,-0.024,-,-,-,-,62.400,24.360,45.000
'37:12:04.112',-,-0.040,-,-,-,-,62.400,24.360,45.000
'37:12:04.120',-,-0.056,-,-,-,-,62.400,24.360,45.000
'37:12:04.128',-,-0.064,-,-,-,-,61.200,23.880,45.000
'37:12:04.136',-,-0.056,-,-,-,-,61.200,23.520,45.000
'37:12:04.144',-,-0.056,-,-,-,-,61.200,23.160,45.000
'37:12:04.152',-,-0.064,-,-,-,-,61.200,22.320,45.000
'37:12:04.160',-,-0.080,-,-,-,-,61.200,22.320,45.000
'37:12:04.168',-,-0.096,-,-,-,-,61.200,21.960,45.000
'37:12:04.176',-,-0.128,-,-,-,-,61.200,22.320,45.000
'37:12:04.184',-,-0.168,-,-,-,-,61.200,22.320,45.000
'37:12:04.192',-,-0.208,-,-,-,-,61.200,22.320,45.000
'37:12:04.200',-,-0.224,-,-,-,-,61.200,22.680,45.000
'37:12:04.208',-,-0.152,-,-,-,-,60.000,23.160,45.000
'37:12:04.216',-,-0.056,-,-,-,-,60.000,24.720,45.000
'37:12:04.224',-,0.040,-,-,-,-,60.000,27.120,45.000
'37:12:04.232',-,0.128,-,-,-,-,60.000,29.520,45.000
'37:12:04.240',-,0.128,-,-,-,-,60.000,31.080,45.000
'37:12:04.248',-,0.064,-,-,-,-,58.800,29.160,45.000
'37:12:04.256',-,0.000,-,-,-,-,58.800,24.720,45.000
'37:12:04.264',-,-0.024,-,-,-,-,58.800,19.920,45.000
'37:12:04.272',-,-0.024,-,-,-,-,58.800,16.680,45.000
'37:12:04.280',-,0.008,-,-,-,-,57.600,16.680,45.000
'37:12:04.288',-,0.024,-,-,-,-,57.600,19.080,45.000
'37:12:04.296',-,0.040,-,-,-,-,57.600,23.880,45.000
'37:12:04.304',-,0.024,-,-,-,-,57.600,29.520,45.000
'37:12:04.312',-,0.024,-,-,-,-,56.400,34.680,45.000
'37:12:04.320',-,0.024,-,-,-,-,56.400,39.480,45.000
'37:12:04.328',-,0.008,-,-,-,-,56.400,42.360,45.000
'37:12:04.336',-,0.008,-,-,-,-,56.400,43.920,45.000
'37:12:04.344',-,0.008,-,-,-,-,56.400,44.280,45.000
'37:12:04.352',-,0.008,-,-,-,-,56.400,44.280,45.000
'37:12:04.360',-,0.008,-,-,-,-,56.400,44.760,45.000
'37:12:04.368',-,0.008,-,-,-,-,56.400,45.480,45.000
'37:12:04.376',-,0.008,-,-,-,-,56.400,46.320,45.000
'37:12:04.384',-,0.008,-,-,-,-,56.400,47.520,45.000
'37:12:04.392',-,0.024,-,-,-,-,57.600,47.880,45.000
'37:12:04.400',-,0.024,-,-,-,-,62.400,47.880,45.000
'37:12:04.408',-,0.024,-,-,-,-,69.600,47.520,45.000
'37:12:04.416',-,0.024,-,-,-,-,80.400,46.680,45.000
'37:12:04.424',-,0.024,-,-,-,-,92.400,45.960,45.000
'37:12:04.432',-,0.024,-,-,-,-,103.200,45.120,45.000
'37:12:04.440',-,0.024,-,-,-,-,112.800,44.280,45.000
'37:12:04.448',-,0.040,-,-,-,-,120.000,43.560,45.000
'37:12:04.456',-,0.040,-,-,-,-,124.800,43.080,45.000
'37:12:04.464',-,0.040,-,-,-,-,127.200,42.720,45.000
'37:12:04.472',-,0.040,-,-,-,-,127.200,42.360,45.000
'37:12:04.480',-,0.040,-,-,-,-,127.200,42.720,45.000
'37:12:04.488',-,0.040,-,-,-,-,127.200,42.360,45.000
'37:12:04.496',-,0.040,-,-,-,-,127.200,42.360,45.000
'37:12:04.504',-,0.040,-,-,-,-,126.000,41.880,45.000
'37:12:04.512',-,0.040,-,-,-,-,124.800,41.160,45.000
'37:12:04.520',-,0.040,-,-,-,-,123.600,40.320,45.000
'37:12:04.528',-,0.024,-,-,-,-,122.400,39.120,45.000
'37:12:04.536',-,0.024,-,-,-,-,121.200,38.280,45.000
'37:12:04.544',-,0.024,-,-,-,-,120.000,37.560,45.000
'37:12:04.552',-,0.008,-,-,-,-,117.600,37.080,45.000
'37:12:04.560',-,0.008,-,-,-,-,116.400,37.080,45.000
'37:12:04.568',-,0.008,-,-,-,-,114.000,37.080,45.000
'37:12:04.576',-,0.000,-,-,-,-,111.600,37.080,45.000
'37:12:04.584',-,0.000,-,-,-,-,109.200,36.720,45.000
'37:12:04.592',-,0.000,-,-,-,-,106.800,36.360,45.000
'37:12:04.600',-,0.000,-,-,-,-,103.200,35.880,45.000
'37:12:04.608',-,0.000,-,-,-,-,99.600,35.520,45.000
'37:12:04.616',-,0.000,-,-,-,-,96.000,35.880,45.000
'37:12:04.624',-,0.000,-,-,-,-,91.200,35.520,45.000
'37:12:04.632',-,0.000,-,-,-,-,87.600,35.520,45.000
'37:12:04.640',-,0.000,-,-,-,-,82.800,35.520,45.000
'37:12:04.648',-,0.000,-,-,-,-,80.400,35.520,45.000
'37:12:04.656',-,0.008,-,-,-,-,78.000,35.160,45.000
'37:12:04.664',-,0.008,-,-,-,-,78.000,35.160,45.000
'37:12:04.672',-,0.008,-,-,-,-,79.200,35.160,45.000
'37:12:04.680',-,0.008,-,-,-,-,81.600,35.520,45.000
'37:12:04.688',-,0.008,-,-,-,-,82.800,35.520,45.000
'37:12:04.696',-,0.008,-,-,-,-,82.800,35.880,45.000
'37:12:04.704',-,0.008,-,-,-,-,82.800,35.520,45.000
'37:12:04.712',-,0.008,-,-,-,-,82.800,35.160,45.000
'37:12:04.720',-,0.000,-,-,-,-,82.800,34.680,45.000
'37:12:04.728',-,0.000,-,-,-,-,84.000,33.960,45.000
'37:12:04.736',-,0.000,-,-,-,-,84.000,33.480,45.000
'37:12:04.744',-,0.000,-,-,-,-,84.000,33.120,45.000
'37:12:04.752',-,0.000,-,-,-,-,84.000,32.760,45.000
'37:12:04.760',-,0.000,-,-,-,-,82.800,32.760,45.000
'37:12:04.768',-,0.000,-,-,-,-,82.800,32.760,45.000
'37:12:04.776',-,0.000,-,-,-,-,82.800,32.760,45.000
'37:12:04.784',-,0.000,-,-,-,-,81.600,33.120,45.000
'37:12:04.792',-,-0.008,-,-,-,-,81.600,33.480,45.000
'37:12:04.800',-,-0.008,-,-,-,-,81.600,33.480,45.000
'37:12:04.808',-,-0.008,-,-,-,-,80.400,33.480,45.000
'37:12:04.816',-,-0.024,-,-,-,-,80.400,33.480,45.000
'37:12:04.824',-,-0.040,-,-,-,-,80.400,33.480,45.000
'37:12:04.832',-,-0.008,-,-,-,-,79.200,33.120,45.000
'37:12:04.840',-,0.096,-,-,-,-,79.200,32.760,45.000
'37:12:04.848',-,0.264,-,-,-,-,78.000,32.760,45.000
'37:12:04.856',-,0.400,-,-,-,-,78.000,32.760,45.000
'37:12:04.864',-,0.440,-,-,-,-,78.000,32.280,45.000
'37:12:04.872',-,0.368,-,-,-,-,76.800,32.280,45.000
'37:12:04.880',-,0.312,-,-,-,-,76.800,32.280,45.000
'37:12:04.888',-,0.240,-,-,-,-,75.600,32.280,45.000
'37:12:04.896',-,0.152,-,-,-,-,75.600,32.280,45.000
'37:12:04.904',-,0.112,-,-,-,-,74.400,32.760,45.000
'37:12:04.912',-,0.080,-,-,-,-,74.400,33.480,45.000
'37:12:04.920',-,0.000,-,-,-,-,73.200,33.960,45.000
'37:12:04.928',-,-0.056,-,-,-,-,73.200,35.160,45.000
'37:12:04.936',-,-0.064,-,-,-,-,73.200,36.360,45.000
'37:12:04.944',-,-0.080,-,-,-,-,72.000,37.920,45.000
'37:12:04.952',-,-0.080,-,-,-,-,72.000,38.760,45.000
'37:12:04.960',-,-0.080,-,-,-,-,72.000,38.280,45.000
'37:12:04.968',-,-0.080,-,-,-,-,70.800,37.080,45.000
'37:12:04.976',-,-0.080,-,-,-,-,70.800,35.520,45.000
'37:12:04.984',-,-0.080,-,-,-,-,69.600,34.320,45.000
'37:12:04.992',-,-0.080,-,-,-,-,69.600,34.320,45.000
'37:12:05.000',-,-0.080,-,-,-,-,69.600,35.880,45.000
'37:12:05.008',-,-0.080,-,-,-,-,70.800,39.120,45.000
'37:12:05.016',-,-0.080,-,-,-,-,72.000,42.720,45.000
'37:12:05.024',-,-0.080,-,-,-,-,76.800,46.320,45.000
'37:12:05.032',-,-0.064,-,-,-,-,82.800,49.560,45.000
'37:12:05.040',-,-0.040,-,-,-,-,91.200,51.960,45.000
'37:12:05.048',-,-0.008,-,-,-,-,98.400,52.680,45.000
'37:12:05.056',-,0.000,-,-,-,-,104.400,52.680,45.000
'37:12:05.064',-,0.000,-,-,-,-,109.200,51.480,45.000
'37:12:05.072',-,-0.008,-,-,-,-,112.800,50.280,45.000
'37:12:05.080',-,-0.024,-,-,-,-,115.200,49.080,45.000
'37:12:05.088',-,-0.064,-,-,-,-,117.600,48.360,45.000
'37:12:05.096',-,-0.096,-,-,-,-,117.600,48.360,45.000
'37:12:05.104',-,-0.136,-,-,-,-,117.600,48.360,45.000
'37:12:05.112',-,-0.168,-,-,-,-,117.600,49.080,45.000
'37:12:05.120',-,-0.200,-,-,-,-,116.400,49.920,45.000
'37:12:05.128',-,-0.200,-,-,-,-,115.200,50.760,45.000
'37:12:05.136',-,-0.200,-,-,-,-,114.000,51.120,45.000
'37:12:05.144',-,-0.200,-,-,-,-,111.600,50.760,45.000
'37:12:05.152',-,-0.168,-,-,-,-,110.400,50.280,45.000
'37:12:05.160',-,-0.152,-,-,-,-,108.000,49.080,45.000
'37:12:05.168',-,-0.136,-,-,-,-,104.400,47.880,45.000
'37:12:05.176',-,-0.112,-,-,-,-,102.000,47.160,45.000
'37:12:05.184',-,-0.096,-,-,-,-,97.200,45.480,45.000
'37:12:05.192',-,-0.064,-,-,-,-,92.400,44.280,45.000
'37:12:05.200',-,-0.056,-,-,-,-,88.800,43.560,45.000
