'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'18:27.600',0.000,-,-,-,-,44.800,21.480
'18:27.608',0.000,-,-,-,-,44.800,20.160
'18:27.616',0.000,-,-,-,-,44.800,18.960
'18:27.624',0.000,-,-,-,-,44.800,18.360
'18:27.632',0.000,-,-,-,-,44.800,17.760
'18:27.640',0.000,-,-,-,-,44.000,16.680
'18:27.648',0.000,-,-,-,-,43.200,15.120
'18:27.656',0.000,-,-,-,-,43.200,13.080
'18:27.664',0.000,-,-,-,-,42.400,12.000
'18:27.672',0.000,-,-,-,-,43.200,11.880
'18:27.680',0.000,-,-,-,-,44.000,12.480
'18:27.688',0.000,-,-,-,-,44.800,13.680
'18:27.696',0.000,-,-,-,-,45.600,15.360
'18:27.704',0.009,-,-,-,-,47.200,16.680
'18:27.712',0.017,-,-,-,-,48.800,17.160
'18:27.720',0.035,-,-,-,-,50.400,16.320
'18:27.728',0.043,-,-,-,-,52.000,15.360
'18:27.736',0.035,-,-,-,-,53.600,14.520
'18:27.744',0.035,-,-,-,-,56.000,14.880
'18:27.752',0.009,-,-,-,-,57.600,16.080
'18:27.760',0.000,-,-,-,-,60.000,17.880
'18:27.768',0.000,-,-,-,-,61.600,18.360
'18:27.776',-0.009,-,-,-,-,64.000,16.560
'18:27.784',-0.017,-,-,-,-,65.600,13.560
'18:27.792',-0.017,-,-,-,-,66.400,11.400
'18:27.800',-0.017,-,-,-,-,67.200,10.800
'18:27.808',-0.017,-,-,-,-,67.200,11.880
'18:27.816',-0.017,-,-,-,-,66.400,13.920
'18:27.824',-0.035,-,-,-,-,64.800,15.960
'18:27.832',-0.043,-,-,-,-,62.400,17.520
'18:27.840',-0.052,-,-,-,-,60.000,17.880
'18:27.848',-0.096,-,-,-,-,57.600,17.160
'18:27.856',-0.113,-,-,-,-,54.400,15.720
'18:27.864',-0.104,-,-,-,-,51.200,14.520
'18:27.872',-0.017,-,-,-,-,48.000,14.160
'18:27.880',0.043,-,-,-,-,44.800,14.760
'18:27.888',0.070,-,-,-,-,41.600,16.080
'18:27.896',0.052,-,-,-,-,38.400,19.320
'18:27.904',0.052,-,-,-,-,35.200,23.760
'18:27.912',0.043,-,-,-,-,32.800,27.480
'18:27.920',0.035,-,-,-,-,29.600,26.760
'18:27.928',0.017,-,-,-,-,27.200,20.160
'18:27.936',0.017,-,-,-,-,25.600,11.040
'18:27.944',0.017,-,-,-,-,24.000,6.600
'18:27.952',0.035,-,-,-,-,23.200,10.800
'18:27.960',0.035,-,-,-,-,23.200,21.360
'18:27.968',0.035,-,-,-,-,24.800,32.520
'18:27.976',0.035,-,-,-,-,25.600,39.960
'18:27.984',0.043,-,-,-,-,27.200,41.160
'18:27.992',0.035,-,-,-,-,29.600,37.080
'18:28.000',0.035,-,-,-,-,31.200,30.720
'18:28.008',0.035,-,-,-,-,33.600,24.960
'18:28.016',0.035,-,-,-,-,35.200,21.720
'18:28.024',0.035,-,-,-,-,36.800,22.080
'18:28.032',0.017,-,-,-,-,38.400,24.960
'18:28.040',0.009,-,-,-,-,40.000,28.320
'18:28.048',0.009,-,-,-,-,41.600,30.720
'18:28.056',0.000,-,-,-,-,43.200,31.680
'18:28.064',0.000,-,-,-,-,44.000,31.080
'18:28.072',0.000,-,-,-,-,44.800,29.760
'18:28.080',-0.009,-,-,-,-,45.600,27.960
'18:28.088',-0.009,-,-,-,-,46.400,26.280
'18:28.096',-0.009,-,-,-,-,47.200,25.560
'18:28.104',0.000,-,-,-,-,47.200,25.320
'18:28.112',0.000,-,-,-,-,48.000,25.680
'18:28.120',0.000,-,-,-,-,48.000,25.920
'18:28.128',0.000,-,-,-,-,47.200,25.920
'18:28.136',0.000,-,-,-,-,47.200,25.080
'18:28.144',0.000,-,-,-,-,46.400,23.280
'18:28.152',0.000,-,-,-,-,45.600,21.720
'18:28.160',0.000,-,-,-,-,45.600,21.480
'18:28.168',0.000,-,-,-,-,45.600,23.160
'18:28.176',0.000,-,-,-,-,46.400,25.680
'18:28.184',0.009,-,-,-,-,47.200,28.320
'18:28.192',0.009,-,-,-,-,48.000,30.120
'18:28.200',0.017,-,-,-,-,49.600,30.480
'18:28.208',0.017,-,-,-,-,51.200,29.880
'18:28.216',0.043,-,-,-,-,52.800,28.680
'18:28.224',0.070,-,-,-,-,54.400,27.480
'18:28.232',0.070,-,-,-,-,56.000,26.760
'18:28.240',0.052,-,-,-,-,57.600,26.520
'18:28.248',0.035,-,-,-,-,60.000,27.360
'18:28.256',0.017,-,-,-,-,61.600,29.280
'18:28.264',0.000,-,-,-,-,64.000,31.680
'18:28.272',-0.017,-,-,-,-,65.600,32.520
'18:28.280',-0.035,-,-,-,-,67.200,31.680
'18:28.288',-0.043,-,-,-,-,68.800,29.760
'18:28.296',-0.043,-,-,-,-,69.600,27.960
'18:28.304',-0.052,-,-,-,-,70.400,27.360
'18:28.312',-0.052,-,-,-,-,69.600,28.080
'18:28.320',-0.043,-,-,-,-,68.800,29.880
'18:28.328',-0.035,-,-,-,-,67.200,31.920
'18:28.336',-0.052,-,-,-,-,64.800,32.880
'18:28.344',-0.078,-,-,-,-,62.400,32.760
'18:28.352',-0.130,-,-,-,-,59.200,31.560
'18:28.360',-0.139,-,-,-,-,56.800,29.880
'18:28.368',-0.043,-,-,-,-,53.600,28.920
'18:28.376',0.043,-,-,-,-,50.400,29.160
'18:28.384',0.070,-,-,-,-,47.200,30.720
'18:28.392',0.035,-,-,-,-,44.000,33.720
'18:28.400',0.017,-,-,-,-,40.800,36.480
'18:28.408',0.009,-,-,-,-,38.400,37.920
'18:28.416',0.009,-,-,-,-,36.000,36.480
'18:28.424',0.009,-,-,-,-,33.600,33.720
'18:28.432',0.000,-,-,-,-,31.200,30.360
'18:28.440',0.009,-,-,-,-,29.600,27.360
'18:28.448',0.009,-,-,-,-,28.800,26.760
'18:28.456',0.017,-,-,-,-,28.800,29.760
'18:28.464',0.017,-,-,-,-,29.600,35.760
'18:28.472',0.035,-,-,-,-,31.200,41.880
'18:28.480',0.035,-,-,-,-,32.800,44.880
'18:28.488',0.035,-,-,-,-,34.400,44.880
'18:28.496',0.043,-,-,-,-,36.800,43.080
'18:28.504',0.043,-,-,-,-,38.400,39.360
'18:28.512',0.035,-,-,-,-,40.800,36.120
'18:28.520',0.017,-,-,-,-,42.400,34.920
'18:28.528',0.009,-,-,-,-,44.000,35.520
'18:28.536',0.009,-,-,-,-,45.600,37.320
'18:28.544',0.009,-,-,-,-,47.200,39.360
'18:28.552',0.000,-,-,-,-,48.000,40.560
'18:28.560',0.000,-,-,-,-,49.600,40.080
'18:28.568',-0.009,-,-,-,-,50.400,38.760
'18:28.576',-0.009,-,-,-,-,51.200,37.080
'18:28.584',-0.009,-,-,-,-,52.000,35.760
'18:28.592',-0.009,-,-,-,-,52.000,35.280
'18:28.600',-0.017,-,-,-,-,52.000,35.520
'18:28.608',-0.017,-,-,-,-,52.000,35.760
'18:28.616',-0.017,-,-,-,-,52.000,35.520
'18:28.624',-0.035,-,-,-,-,52.000,34.080
'18:28.632',-0.035,-,-,-,-,51.200,31.680
'18:28.640',-0.035,-,-,-,-,50.400,29.760
'18:28.648',-0.035,-,-,-,-,49.600,29.160
'18:28.656',-0.035,-,-,-,-,49.600,30.360
'18:28.664',-0.035,-,-,-,-,50.400,32.520
'18:28.672',-0.035,-,-,-,-,50.400,34.680
'18:28.680',-0.017,-,-,-,-,52.000,36.120
'18:28.688',0.000,-,-,-,-,52.800,36.360
'18:28.696',0.009,-,-,-,-,54.400,35.520
'18:28.704',0.035,-,-,-,-,55.200,34.080
'18:28.712',0.043,-,-,-,-,56.800,32.520
'18:28.720',0.043,-,-,-,-,58.400,31.320
'18:28.728',0.043,-,-,-,-,60.000,30.720
'18:28.736',0.017,-,-,-,-,61.600,30.360
'18:28.744',0.009,-,-,-,-,63.200,29.880
'18:28.752',0.000,-,-,-,-,65.600,29.880
'18:28.760',-0.017,-,-,-,-,67.200,32.160
'18:28.768',-0.035,-,-,-,-,68.800,35.760
'18:28.776',-0.052,-,-,-,-,69.600,38.520
'18:28.784',-0.070,-,-,-,-,70.400,38.520
'18:28.792',-0.070,-,-,-,-,69.600,35.760
'18:28.800',-0.070,-,-,-,-,68.800,32.280
'18:28.808',-0.070,-,-,-,-,68.000,29.760
'18:28.816',-0.052,-,-,-,-,65.600,28.560
'18:28.824',-0.052,-,-,-,-,63.200,29.280
'18:28.832',-0.070,-,-,-,-,60.800,30.960
'18:28.840',-0.078,-,-,-,-,57.600,32.520
'18:28.848',-0.113,-,-,-,-,55.200,33.720
'18:28.856',-0.130,-,-,-,-,52.000,33.720
'18:28.864',-0.078,-,-,-,-,48.800,33.120
'18:28.872',0.017,-,-,-,-,45.600,32.520
'18:28.880',0.096,-,-,-,-,43.200,31.920
'18:28.888',0.096,-,-,-,-,40.000,31.920
'18:28.896',0.035,-,-,-,-,37.600,33.360
'18:28.904',0.017,-,-,-,-,35.200,35.520
'18:28.912',0.009,-,-,-,-,32.800,37.080
'18:28.920',0.009,-,-,-,-,30.400,36.480
'18:28.928',0.009,-,-,-,-,28.800,34.320
'18:28.936',0.009,-,-,-,-,28.000,31.920
'18:28.944',0.000,-,-,-,-,27.200,30.720
'18:28.952',0.000,-,-,-,-,27.200,30.960
'18:28.960',0.000,-,-,-,-,28.000,32.520
'18:28.968',-0.009,-,-,-,-,29.600,34.320
'18:28.976',-0.017,-,-,-,-,31.200,35.520
'18:28.984',-0.035,-,-,-,-,32.800,35.760
'18:28.992',-0.017,-,-,-,-,35.200,35.160
'18:29.000',-0.017,-,-,-,-,36.800,34.080
'18:29.008',-0.035,-,-,-,-,39.200,33.480
'18:29.016',-0.035,-,-,-,-,41.600,33.120
'18:29.024',-0.043,-,-,-,-,43.200,33.360
'18:29.032',-0.052,-,-,-,-,45.600,33.720
'18:29.040',-0.070,-,-,-,-,47.200,34.320
'18:29.048',-0.078,-,-,-,-,48.800,34.560
'18:29.056',-0.078,-,-,-,-,50.400,34.560
'18:29.064',-0.096,-,-,-,-,51.200,33.960
'18:29.072',-0.096,-,-,-,-,52.000,33.120
'18:29.080',-0.096,-,-,-,-,52.800,32.280
'18:29.088',-0.096,-,-,-,-,53.600,31.320
'18:29.096',-0.096,-,-,-,-,53.600,30.720
'18:29.104',-0.096,-,-,-,-,53.600,29.880
'18:29.112',-0.096,-,-,-,-,53.600,28.680
'18:29.120',-0.096,-,-,-,-,53.600,27.360
'18:29.128',-0.096,-,-,-,-,52.800,26.760
'18:29.136',-0.096,-,-,-,-,52.000,27.360
'18:29.144',-0.104,-,-,-,-,51.200,28.560
'18:29.152',-0.096,-,-,-,-,51.200,30.120
'18:29.160',-0.096,-,-,-,-,51.200,31.320
'18:29.168',-0.078,-,-,-,-,51.200,31.920
'18:29.176',-0.078,-,-,-,-,52.000,31.320
'18:29.184',-0.070,-,-,-,-,52.800,30.360
'18:29.192',-0.052,-,-,-,-,54.400,29.280
'18:29.200',-0.043,-,-,-,-,55.200,28.920
'18:29.208',-0.035,-,-,-,-,56.800,28.920
'18:29.216',-0.009,-,-,-,-,58.400,29.280
'18:29.224',0.000,-,-,-,-,60.000,29.280
'18:29.232',0.000,-,-,-,-,61.600,28.680
'18:29.240',0.000,-,-,-,-,63.200,27.360
'18:29.248',0.000,-,-,-,-,64.800,24.480
'18:29.256',0.000,-,-,-,-,66.400,20.880
'18:29.264',-0.009,-,-,-,-,68.000,18.720
'18:29.272',-0.009,-,-,-,-,68.800,21.960
'18:29.280',0.000,-,-,-,-,70.400,29.880
'18:29.288',0.000,-,-,-,-,70.400,38.160
'18:29.296',0.000,-,-,-,-,70.400,41.280
'18:29.304',0.000,-,-,-,-,70.400,38.520
'18:29.312',0.000,-,-,-,-,68.800,31.920
'18:29.320',0.009,-,-,-,-,67.200,25.320
'18:29.328',0.009,-,-,-,-,64.800,21.120
'18:29.336',0.009,-,-,-,-,62.400,20.280
'18:29.344',-0.009,-,-,-,-,59.200,22.680
'18:29.352',-0.043,-,-,-,-,56.000,26.520
'18:29.360',-0.052,-,-,-,-,52.800,29.880
'18:29.368',0.000,-,-,-,-,49.600,31.320
'18:29.376',0.096,-,-,-,-,47.200,30.360
'18:29.384',0.165,-,-,-,-,44.000,27.960
'18:29.392',0.174,-,-,-,-,40.800,25.560
'18:29.400',0.113,-,-,-,-,38.400,25.080
'18:29.408',0.096,-,-,-,-,35.200,26.880
'18:29.416',0.078,-,-,-,-,32.800,29.160
'18:29.424',0.070,-,-,-,-,30.400,29.280
'18:29.432',0.070,-,-,-,-,28.800,27.120
'18:29.440',0.070,-,-,-,-,27.200,24.480
'18:29.448',0.070,-,-,-,-,26.400,23.280
'18:29.456',0.078,-,-,-,-,26.400,24.120
'18:29.464',0.078,-,-,-,-,26.400,26.160
'18:29.472',0.078,-,-,-,-,28.000,28.320
'18:29.480',0.078,-,-,-,-,29.600,30.360
'18:29.488',0.096,-,-,-,-,31.200,31.560
'18:29.496',0.096,-,-,-,-,32.800,31.560
'18:29.504',0.096,-,-,-,-,35.200,30.720
'18:29.512',0.078,-,-,-,-,36.800,29.280
'18:29.520',0.070,-,-,-,-,39.200,27.720
'18:29.528',0.052,-,-,-,-,40.800,26.520
'18:29.536',0.035,-,-,-,-,42.400,26.280
'18:29.544',0.035,-,-,-,-,44.000,26.520
'18:29.552',0.035,-,-,-,-,45.600,26.760
'18:29.560',0.017,-,-,-,-,46.400,26.760
'18:29.568',0.009,-,-,-,-,47.200,26.280
'18:29.576',0.009,-,-,-,-,48.000,25.560
'18:29.584',0.009,-,-,-,-,48.800,24.480
'18:29.592',0.009,-,-,-,-,48.800,23.280
'18:29.600',0.009,-,-,-,-,49.600,22.320
'18:29.608',0.009,-,-,-,-,49.600,21.480
'18:29.616',0.017,-,-,-,-,48.800,20.760
'18:29.624',0.017,-,-,-,-,48.800,19.920
'18:29.632',0.017,-,-,-,-,48.000,19.080
'18:29.640',0.017,-,-,-,-,48.000,18.480
'18:29.648',0.017,-,-,-,-,46.400,18.120
'18:29.656',0.017,-,-,-,-,45.600,18.120
'18:29.664',0.009,-,-,-,-,44.800,18.720
'18:29.672',0.009,-,-,-,-,44.800,19.920
'18:29.680',0.017,-,-,-,-,44.800,20.760
'18:29.688',0.035,-,-,-,-,45.600,20.520
'18:29.696',0.035,-,-,-,-,46.400,19.560
'18:29.704',0.043,-,-,-,-,47.200,18.480
'18:29.712',0.070,-,-,-,-,48.800,18.120
'18:29.720',0.078,-,-,-,-,49.600,18.120
'18:29.728',0.096,-,-,-,-,51.200,18.120
'18:29.736',0.096,-,-,-,-,52.800,17.880
'18:29.744',0.096,-,-,-,-,54.400,17.760
'18:29.752',0.070,-,-,-,-,56.000,18.120
'18:29.760',0.043,-,-,-,-,57.600,19.080
'18:29.768',0.035,-,-,-,-,60.000,19.680
'18:29.776',0.009,-,-,-,-,61.600,18.960
'18:29.784',0.009,-,-,-,-,63.200,17.280
'18:29.792',0.009,-,-,-,-,64.800,15.360
'18:29.800',0.009,-,-,-,-,65.600,13.920
'18:29.808',0.000,-,-,-,-,66.400,13.080
'18:29.816',0.000,-,-,-,-,65.600,12.960
'18:29.824',0.000,-,-,-,-,64.800,13.560
'18:29.832',0.000,-,-,-,-,64.000,14.520
'18:29.840',-0.017,-,-,-,-,61.600,15.720
'18:29.848',-0.052,-,-,-,-,59.200,16.080
'18:29.856',-0.096,-,-,-,-,56.800,15.720
'18:29.864',-0.096,-,-,-,-,53.600,14.760
'18:29.872',0.000,-,-,-,-,50.400,13.560
'18:29.880',0.070,-,-,-,-,47.200,12.480
'18:29.888',0.096,-,-,-,-,44.000,12.120
'18:29.896',0.078,-,-,-,-,40.800,12.960
'18:29.904',0.070,-,-,-,-,38.400,14.760
'18:29.912',0.070,-,-,-,-,35.200,16.560
'18:29.920',0.052,-,-,-,-,32.000,16.560
'18:29.928',0.043,-,-,-,-,29.600,14.280
'18:29.936',0.043,-,-,-,-,27.200,11.640
'18:29.944',0.043,-,-,-,-,25.600,10.440
'18:29.952',0.043,-,-,-,-,24.000,12.000
'18:29.960',0.035,-,-,-,-,23.200,15.960
'18:29.968',0.017,-,-,-,-,24.000,21.960
'18:29.976',0.017,-,-,-,-,24.800,27.360
'18:29.984',0.017,-,-,-,-,26.400,29.520
'18:29.992',0.035,-,-,-,-,28.000,28.560
'18:30.000',0.035,-,-,-,-,29.600,25.080
'18:30.008',0.035,-,-,-,-,31.200,21.120
'18:30.016',0.017,-,-,-,-,33.600,18.120
'18:30.024',0.035,-,-,-,-,35.200,16.680
'18:30.032',0.009,-,-,-,-,36.800,17.160
'18:30.040',0.000,-,-,-,-,38.400,18.480
'18:30.048',-0.009,-,-,-,-,39.200,19.920
'18:30.056',-0.009,-,-,-,-,40.800,20.520
'18:30.064',-0.009,-,-,-,-,41.600,20.160
'18:30.072',-0.009,-,-,-,-,42.400,19.080
'18:30.080',0.000,-,-,-,-,43.200,18.360
'18:30.088',0.000,-,-,-,-,43.200,17.760
'18:30.096',0.000,-,-,-,-,44.000,17.160
'18:30.104',0.000,-,-,-,-,44.000,16.560
'18:30.112',0.000,-,-,-,-,44.000,15.960
'18:30.120',0.000,-,-,-,-,44.000,15.360
'18:30.128',0.000,-,-,-,-,44.000,14.280
'18:30.136',0.000,-,-,-,-,43.200,13.080
'18:30.144',0.000,-,-,-,-,42.400,11.640
'18:30.152',0.000,-,-,-,-,42.400,10.680
'18:30.160',0.000,-,-,-,-,41.600,10.680
'18:30.168',0.009,-,-,-,-,41.600,11.280
'18:30.176',0.009,-,-,-,-,42.400,11.640
'18:30.184',0.000,-,-,-,-,43.200,12.000
'18:30.192',0.000,-,-,-,-,44.800,12.360
'18:30.200',0.009,-,-,-,-,45.600,12.960
'18:30.208',0.009,-,-,-,-,47.200,13.080
'18:30.216',0.035,-,-,-,-,48.800,12.960
'18:30.224',0.035,-,-,-,-,50.400,12.120
'18:30.232',0.035,-,-,-,-,52.000,11.880
'18:30.240',0.035,-,-,-,-,54.400,11.880
'18:30.248',0.009,-,-,-,-,56.000,12.120
'18:30.256',0.000,-,-,-,-,58.400,13.320
'18:30.264',-0.009,-,-,-,-,60.000,14.160
'18:30.272',0.000,-,-,-,-,62.400,13.920
'18:30.280',-0.009,-,-,-,-,64.000,12.720
'18:30.288',-0.017,-,-,-,-,64.800,11.280
'18:30.296',-0.035,-,-,-,-,65.600,10.200
'18:30.304',-0.043,-,-,-,-,65.600,10.200
'18:30.312',-0.035,-,-,-,-,65.600,11.280
'18:30.320',-0.017,-,-,-,-,64.000,12.720
'18:30.328',-0.035,-,-,-,-,62.400,13.920
'18:30.336',-0.052,-,-,-,-,60.000,14.520
'18:30.344',-0.078,-,-,-,-,57.600,14.280
'18:30.352',-0.113,-,-,-,-,54.400,13.320
'18:30.360',-0.130,-,-,-,-,51.200,12.480
'18:30.368',-0.052,-,-,-,-,48.000,12.000
'18:30.376',0.009,-,-,-,-,44.800,12.120
'18:30.384',0.043,-,-,-,-,41.600,13.320
'18:30.392',0.043,-,-,-,-,39.200,16.080
'18:30.400',0.035,-,-,-,-,36.000,19.920
'18:30.408',0.043,-,-,-,-,32.800,22.680
'18:30.416',0.052,-,-,-,-,30.400,21.480
'18:30.424',0.043,-,-,-,-,28.000,15.120
'18:30.432',0.035,-,-,-,-,25.600,7.800
'18:30.440',0.035,-,-,-,-,24.000,5.880
'18:30.448',0.035,-,-,-,-,23.200,11.280
'18:30.456',0.035,-,-,-,-,22.400,20.760
'18:30.464',0.035,-,-,-,-,23.200,30.720
'18:30.472',0.035,-,-,-,-,24.800,37.080
'18:30.480',0.035,-,-,-,-,26.400,38.160
'18:30.488',0.035,-,-,-,-,28.000,34.080
'18:30.496',0.035,-,-,-,-,29.600,28.080
'18:30.504',0.035,-,-,-,-,32.000,22.560
'18:30.512',0.017,-,-,-,-,33.600,19.680
'18:30.520',0.009,-,-,-,-,35.200,19.680
'18:30.528',0.009,-,-,-,-,36.800,21.480
'18:30.536',0.000,-,-,-,-,38.400,24.360
'18:30.544',-0.009,-,-,-,-,40.000,26.760
'18:30.552',-0.009,-,-,-,-,40.800,27.720
'18:30.560',-0.017,-,-,-,-,42.400,27.480
'18:30.568',-0.017,-,-,-,-,43.200,26.520
'18:30.576',-0.017,-,-,-,-,44.000,24.720
'18:30.584',-0.017,-,-,-,-,44.000,22.560
'18:30.592',-0.017,-,-,-,-,44.800,20.880
'18:30.600',-0.017,-,-,-,-,44.800,20.280
'18:30.608',-0.017,-,-,-,-,44.800,20.280
'18:30.616',0.000,-,-,-,-,44.800,20.520
'18:30.624',0.000,-,-,-,-,44.800,20.160
'18:30.632',0.000,-,-,-,-,44.000,18.480
'18:30.640',0.000,-,-,-,-,44.000,16.320
'18:30.648',-0.009,-,-,-,-,43.200,13.920
'18:30.656',-0.009,-,-,-,-,42.400,12.480
'18:30.664',-0.009,-,-,-,-,42.400,12.720
'18:30.672',0.000,-,-,-,-,43.200,14.280
'18:30.680',0.000,-,-,-,-,44.000,15.960
'18:30.688',0.000,-,-,-,-,44.800,17.280
'18:30.696',0.000,-,-,-,-,46.400,18.120
'18:30.704',0.000,-,-,-,-,48.000,17.880
'18:30.712',0.009,-,-,-,-,48.800,17.160
'18:30.720',0.009,-,-,-,-,51.200,16.320
'18:30.728',0.009,-,-,-,-,52.800,16.560
'18:30.736',0.009,-,-,-,-,54.400,16.920
'18:30.744',0.000,-,-,-,-,56.800,17.760
'18:30.752',-0.009,-,-,-,-,58.400,18.480
'18:30.760',-0.017,-,-,-,-,60.800,18.720
'18:30.768',-0.035,-,-,-,-,62.400,17.760
'18:30.776',-0.043,-,-,-,-,64.800,16.320
'18:30.784',-0.052,-,-,-,-,65.600,15.360
'18:30.792',-0.052,-,-,-,-,67.200,14.880
'18:30.800',-0.070,-,-,-,-,67.200,15.480
'18:30.808',-0.070,-,-,-,-,67.200,16.680
'18:30.816',-0.052,-,-,-,-,66.400,18.120
'18:30.824',-0.070,-,-,-,-,64.800,19.680
'18:30.832',-0.096,-,-,-,-,62.400,20.760
'18:30.840',-0.130,-,-,-,-,60.000,20.760
'18:30.848',-0.165,-,-,-,-,56.800,19.920
'18:30.856',-0.191,-,-,-,-,54.400,18.960
'18:30.864',-0.113,-,-,-,-,51.200,18.480
'18:30.872',-0.035,-,-,-,-,48.000,18.720
'18:30.880',-0.009,-,-,-,-,44.800,19.680
'18:30.888',-0.017,-,-,-,-,41.600,22.320
'18:30.896',-0.035,-,-,-,-,38.400,26.880
'18:30.904',-0.017,-,-,-,-,36.000,31.920
'18:30.912',-0.017,-,-,-,-,33.600,33.720
'18:30.920',-0.009,-,-,-,-,31.200,28.680
'18:30.928',-0.009,-,-,-,-,28.800,19.680
'18:30.936',-0.009,-,-,-,-,27.200,14.160
'18:30.944',-0.009,-,-,-,-,26.400,16.680
'18:30.952',-0.009,-,-,-,-,26.400,26.280
'18:30.960',0.000,-,-,-,-,26.400,37.560
'18:30.968',0.000,-,-,-,-,28.000,44.880
'18:30.976',0.000,-,-,-,-,29.600,44.880
'18:30.984',0.000,-,-,-,-,31.200,44.880
'18:30.992',0.000,-,-,-,-,33.600,39.360
'18:31.000',-0.009,-,-,-,-,36.000,33.480
'18:31.008',0.000,-,-,-,-,37.600,30.120
'18:31.016',0.000,-,-,-,-,40.000,29.880
'18:31.024',-0.017,-,-,-,-,41.600,32.280
'18:31.032',-0.043,-,-,-,-,43.200,35.520
'18:31.040',-0.052,-,-,-,-,44.000,37.920
'18:31.048',-0.052,-,-,-,-,45.600,38.520
'18:31.056',-0.052,-,-,-,-,46.400,37.680
'18:31.064',-0.070,-,-,-,-,47.200,35.880
'18:31.072',-0.070,-,-,-,-,48.000,34.560
'18:31.080',-0.052,-,-,-,-,48.800,33.480
'18:31.088',-0.043,-,-,-,-,49.600,33.360
'18:31.096',-0.043,-,-,-,-,49.600,33.120
'18:31.104',-0.043,-,-,-,-,49.600,32.760
'18:31.112',-0.043,-,-,-,-,49.600,31.920
'18:31.120',-0.043,-,-,-,-,49.600,30.960
'18:31.128',-0.035,-,-,-,-,48.800,29.520
'18:31.136',-0.035,-,-,-,-,48.000,28.320
'18:31.144',-0.035,-,-,-,-,48.000,27.360
'18:31.152',-0.035,-,-,-,-,47.200,27.360
'18:31.160',-0.035,-,-,-,-,48.000,28.080
'18:31.168',-0.017,-,-,-,-,48.800,29.280
'18:31.176',-0.017,-,-,-,-,49.600,30.480
'18:31.184',-0.009,-,-,-,-,50.400,31.320
'18:31.192',0.000,-,-,-,-,52.000,31.320
'18:31.200',0.000,-,-,-,-,53.600,31.080
'18:31.208',0.009,-,-,-,-,54.400,30.480
'18:31.216',0.009,-,-,-,-,56.000,30.360
'18:31.224',0.009,-,-,-,-,58.400,29.880
'18:31.232',0.009,-,-,-,-,60.000,29.280
'18:31.240',0.009,-,-,-,-,61.600,28.680
