'Elapsed time','I','II','III','MCL1','ABP','PAP'
'38:19:14.184',0.019,-,-,-0.069,111.120,17.600
'38:19:14.192',-0.010,-,-,0.000,109.560,16.800
'38:19:14.200',-0.029,-,-,0.000,107.880,16.000
'38:19:14.208',-0.029,-,-,0.000,106.320,15.200
'38:19:14.216',-0.029,-,-,0.000,105.480,14.400
'38:19:14.224',-0.058,-,-,0.000,103.920,13.600
'38:19:14.232',-0.115,-,-,0.069,102.360,13.600
'38:19:14.240',-0.154,-,-,0.139,100.680,14.400
'38:19:14.248',-0.096,-,-,0.139,97.560,16.400
'38:19:14.256',0.058,-,-,0.069,95.160,17.600
'38:19:14.264',0.269,-,-,-0.178,91.080,18.000
'38:19:14.272',0.365,-,-,-0.475,87.960,18.000
'38:19:14.280',0.250,-,-,-0.515,84.720,17.200
'38:19:14.288',0.087,-,-,-0.109,81.480,16.400
'38:19:14.296',0.038,-,-,0.000,79.080,16.800
'38:19:14.304',0.029,-,-,-0.030,76.680,17.600
'38:19:14.312',0.029,-,-,-0.030,75.120,18.800
'38:19:14.320',0.019,-,-,-0.030,73.560,18.400
'38:19:14.328',0.019,-,-,0.000,73.560,15.600
'38:19:14.336',0.019,-,-,-0.030,75.120,12.800
'38:19:14.344',0.029,-,-,0.000,79.080,14.000
'38:19:14.352',0.029,-,-,-0.030,83.880,20.400
'38:19:14.360',0.029,-,-,-0.030,90.360,30.000
'38:19:14.368',0.038,-,-,-0.030,95.880,38.000
'38:19:14.376',0.038,-,-,-0.030,102.360,42.400
'38:19:14.384',0.048,-,-,-0.030,107.160,43.200
'38:19:14.392',0.048,-,-,-0.069,110.280,42.000
'38:19:14.400',0.048,-,-,-0.030,112.680,40.800
'38:19:14.408',0.048,-,-,-0.069,114.360,39.200
'38:19:14.416',0.048,-,-,-0.069,114.360,37.200
'38:19:14.424',0.058,-,-,-0.069,114.360,36.400
'38:19:14.432',0.058,-,-,-0.069,114.360,37.200
'38:19:14.440',0.067,-,-,-0.069,114.360,38.400
'38:19:14.448',0.067,-,-,-0.069,115.080,39.600
'38:19:14.456',0.067,-,-,-0.069,117.480,40.000
'38:19:14.464',0.058,-,-,-0.069,120.720,39.600
'38:19:14.472',0.048,-,-,-0.069,123.960,38.800
'38:19:14.480',0.038,-,-,-0.069,126.360,38.000
'38:19:14.488',0.029,-,-,-0.030,127.920,37.200
'38:19:14.496',0.010,-,-,0.000,127.920,36.400
'38:19:14.504',-0.010,-,-,0.000,126.360,36.000
'38:19:14.512',-0.038,-,-,0.000,123.120,35.600
'38:19:14.520',-0.058,-,-,0.030,119.880,35.200
'38:19:14.528',-0.077,-,-,0.030,116.760,34.400
'38:19:14.536',-0.087,-,-,0.069,112.680,33.200
'38:19:14.544',-0.087,-,-,0.069,108.720,31.200
'38:19:14.552',-0.087,-,-,0.069,104.760,29.200
'38:19:14.560',-0.087,-,-,0.069,102.360,27.200
'38:19:14.568',-0.077,-,-,0.069,100.680,26.000
'38:19:14.576',-0.067,-,-,0.069,99.960,25.200
'38:19:14.584',-0.058,-,-,0.030,99.120,24.400
'38:19:14.592',-0.048,-,-,0.030,99.120,24.000
'38:19:14.600',-0.048,-,-,0.030,99.120,24.400
'38:19:14.608',-0.038,-,-,0.000,98.280,26.000
'38:19:14.616',-0.029,-,-,0.000,98.280,28.800
'38:19:14.624',-0.029,-,-,0.000,98.280,30.800
'38:19:14.632',-0.029,-,-,0.000,99.960,31.600
'38:19:14.640',-0.029,-,-,0.000,101.520,31.200
'38:19:14.648',-0.029,-,-,0.000,104.760,30.000
'38:19:14.656',-0.029,-,-,0.000,107.160,28.000
'38:19:14.664',-0.029,-,-,0.000,110.280,26.800
'38:19:14.672',-0.019,-,-,0.000,111.960,26.000
'38:19:14.680',-0.019,-,-,0.000,113.520,26.000
'38:19:14.688',-0.029,-,-,0.000,114.360,26.000
'38:19:14.696',-0.029,-,-,0.000,114.360,26.000
'38:19:14.704',-0.019,-,-,0.000,115.080,26.000
'38:19:14.712',-0.019,-,-,0.000,115.920,26.400
'38:19:14.720',-0.019,-,-,0.000,116.760,26.800
'38:19:14.728',-0.029,-,-,0.000,117.480,26.800
'38:19:14.736',-0.029,-,-,0.000,119.160,26.800
'38:19:14.744',-0.019,-,-,0.000,119.880,26.800
'38:19:14.752',-0.019,-,-,0.000,120.720,26.400
'38:19:14.760',-0.019,-,-,0.000,121.560,26.000
'38:19:14.768',-0.019,-,-,0.000,122.280,25.600
'38:19:14.776',-0.010,-,-,0.000,122.280,25.600
'38:19:14.784',-0.010,-,-,0.000,121.560,25.600
'38:19:14.792',0.000,-,-,0.000,120.720,25.600
'38:19:14.800',0.000,-,-,0.000,119.880,25.200
'38:19:14.808',0.019,-,-,0.000,119.160,25.200
'38:19:14.816',0.029,-,-,-0.030,117.480,25.200
'38:19:14.824',0.038,-,-,-0.069,116.760,25.200
'38:19:14.832',0.038,-,-,-0.030,115.920,25.600
'38:19:14.840',0.029,-,-,-0.030,114.360,25.600
'38:19:14.848',0.010,-,-,0.000,112.680,25.200
'38:19:14.856',-0.019,-,-,0.000,111.960,24.800
'38:19:14.864',-0.029,-,-,0.000,110.280,24.800
'38:19:14.872',-0.029,-,-,0.000,107.880,24.400
'38:19:14.880',-0.038,-,-,0.000,106.320,23.600
'38:19:14.888',-0.058,-,-,0.000,105.480,22.400
'38:19:14.896',-0.106,-,-,0.069,103.920,22.000
'38:19:14.904',-0.144,-,-,0.139,103.080,24.000
'38:19:14.912',-0.067,-,-,0.139,102.360,26.400
'38:19:14.920',0.087,-,-,0.030,100.680,28.000
'38:19:14.928',0.298,-,-,-0.257,98.280,28.000
'38:19:14.936',0.337,-,-,-0.475,95.880,26.800
'38:19:14.944',0.192,-,-,-0.327,92.760,24.800
'38:19:14.952',0.058,-,-,-0.069,88.680,22.400
'38:19:14.960',0.029,-,-,0.000,85.560,21.200
'38:19:14.968',0.029,-,-,0.000,82.320,21.600
'38:19:14.976',0.019,-,-,0.000,79.920,23.200
'38:19:14.984',0.019,-,-,0.000,78.360,24.000
'38:19:14.992',0.019,-,-,0.000,79.080,24.000
'38:19:15.000',0.019,-,-,0.000,80.760,25.600
'38:19:15.008',0.019,-,-,0.000,83.880,30.800
'38:19:15.016',0.019,-,-,0.000,89.520,38.400
'38:19:15.024',0.029,-,-,0.000,95.160,45.600
'38:19:15.032',0.029,-,-,0.000,100.680,50.000
'38:19:15.040',0.038,-,-,-0.030,105.480,50.800
'38:19:15.048',0.038,-,-,-0.030,110.280,48.000
'38:19:15.056',0.038,-,-,-0.030,113.520,44.400
'38:19:15.064',0.048,-,-,-0.030,115.920,42.400
'38:19:15.072',0.048,-,-,-0.030,116.760,42.000
'38:19:15.080',0.048,-,-,-0.069,118.320,42.800
'38:19:15.088',0.048,-,-,-0.069,118.320,45.600
'38:19:15.096',0.058,-,-,-0.069,118.320,48.800
'38:19:15.104',0.058,-,-,-0.069,118.320,50.800
'38:19:15.112',0.067,-,-,-0.069,119.160,50.000
'38:19:15.120',0.067,-,-,-0.069,119.880,48.000
'38:19:15.128',0.058,-,-,-0.069,122.280,46.800
'38:19:15.136',0.048,-,-,-0.069,125.520,46.400
'38:19:15.144',0.038,-,-,-0.030,127.920,46.800
'38:19:15.152',0.019,-,-,-0.030,130.320,47.200
'38:19:15.160',0.010,-,-,0.000,131.160,47.200
'38:19:15.168',-0.019,-,-,0.000,130.320,46.400
'38:19:15.176',-0.038,-,-,0.000,127.920,44.800
'38:19:15.184',-0.058,-,-,0.030,124.680,42.400
'38:19:15.192',-0.077,-,-,0.069,120.720,40.400
'38:19:15.200',-0.077,-,-,0.069,116.760,38.800
'38:19:15.208',-0.087,-,-,0.069,111.960,37.600
'38:19:15.216',-0.087,-,-,0.069,108.720,36.800
'38:19:15.224',-0.077,-,-,0.069,106.320,36.800
'38:19:15.232',-0.067,-,-,0.069,103.920,36.800
'38:19:15.240',-0.058,-,-,0.030,103.080,36.400
'38:19:15.248',-0.058,-,-,0.030,102.360,34.000
'38:19:15.256',-0.048,-,-,0.030,101.520,29.600
'38:19:15.264',-0.038,-,-,0.030,101.520,26.800
'38:19:15.272',-0.038,-,-,0.000,101.520,27.200
'38:19:15.280',-0.038,-,-,0.000,101.520,30.800
'38:19:15.288',-0.029,-,-,0.000,101.520,34.800
'38:19:15.296',-0.029,-,-,0.000,103.080,37.200
'38:19:15.304',-0.029,-,-,0.000,105.480,38.000
'38:19:15.312',-0.029,-,-,0.000,107.880,36.800
'38:19:15.320',-0.019,-,-,0.000,111.120,34.400
'38:19:15.328',-0.019,-,-,0.000,113.520,31.200
'38:19:15.336',-0.019,-,-,0.000,115.080,28.800
'38:19:15.344',-0.019,-,-,0.000,115.920,27.600
'38:19:15.352',-0.029,-,-,0.000,115.920,27.600
'38:19:15.360',-0.029,-,-,0.000,116.760,28.400
'38:19:15.368',-0.029,-,-,0.000,117.480,29.600
'38:19:15.376',-0.029,-,-,0.000,118.320,30.400
'38:19:15.384',-0.019,-,-,0.000,119.160,30.400
'38:19:15.392',-0.019,-,-,0.000,119.880,30.000
'38:19:15.400',-0.019,-,-,0.000,121.560,28.800
'38:19:15.408',-0.019,-,-,0.000,122.280,28.000
'38:19:15.416',-0.019,-,-,0.000,123.120,27.200
'38:19:15.424',-0.019,-,-,0.000,123.960,26.800
'38:19:15.432',-0.019,-,-,0.000,123.960,27.200
'38:19:15.440',-0.010,-,-,0.000,123.960,27.600
'38:19:15.448',0.000,-,-,0.000,123.120,28.000
'38:19:15.456',0.000,-,-,0.000,122.280,28.000
'38:19:15.464',0.010,-,-,0.000,121.560,27.600
'38:19:15.472',0.029,-,-,0.000,119.880,27.200
'38:19:15.480',0.038,-,-,-0.030,119.160,27.200
'38:19:15.488',0.048,-,-,-0.069,117.480,27.200
'38:19:15.496',0.038,-,-,-0.069,116.760,26.800
'38:19:15.504',0.029,-,-,-0.030,115.920,26.000
'38:19:15.512',0.000,-,-,0.000,114.360,25.200
'38:19:15.520',-0.019,-,-,0.000,112.680,24.800
'38:19:15.528',-0.029,-,-,0.000,111.120,24.800
'38:19:15.536',-0.029,-,-,0.000,109.560,24.000
'38:19:15.544',-0.038,-,-,0.000,107.880,23.200
'38:19:15.552',-0.087,-,-,0.030,106.320,23.200
'38:19:15.560',-0.144,-,-,0.139,104.760,24.800
'38:19:15.568',-0.144,-,-,0.139,103.080,27.200
'38:19:15.576',0.000,-,-,0.109,100.680,29.200
'38:19:15.584',0.221,-,-,-0.069,98.280,30.000
'38:19:15.592',0.385,-,-,-0.436,95.160,29.600
'38:19:15.600',0.327,-,-,-0.554,91.080,27.600
'38:19:15.608',0.144,-,-,-0.218,87.960,24.800
'38:19:15.616',0.038,-,-,0.000,84.720,22.400
'38:19:15.624',0.019,-,-,0.000,81.480,21.600
'38:19:15.632',0.019,-,-,0.000,79.920,22.400
'38:19:15.640',0.019,-,-,0.000,78.360,24.000
'38:19:15.648',0.019,-,-,0.000,78.360,25.600
'38:19:15.656',0.019,-,-,0.000,79.920,24.800
'38:19:15.664',0.019,-,-,0.000,83.880,24.400
'38:19:15.672',0.019,-,-,0.000,88.680,28.000
'38:19:15.680',0.019,-,-,0.000,94.320,35.200
'38:19:15.688',0.029,-,-,0.000,99.960,42.800
'38:19:15.696',0.029,-,-,0.000,105.480,48.400
'38:19:15.704',0.038,-,-,-0.030,111.120,50.400
'38:19:15.712',0.038,-,-,-0.030,114.360,49.200
'38:19:15.720',0.048,-,-,-0.030,116.760,45.600
'38:19:15.728',0.048,-,-,-0.030,118.320,42.000
'38:19:15.736',0.048,-,-,-0.069,119.160,40.400
'38:19:15.744',0.048,-,-,-0.030,119.160,40.800
'38:19:15.752',0.058,-,-,-0.069,119.160,42.000
'38:19:15.760',0.058,-,-,-0.069,119.160,43.200
'38:19:15.768',0.067,-,-,-0.069,119.880,44.400
'38:19:15.776',0.067,-,-,-0.069,121.560,44.400
'38:19:15.784',0.058,-,-,-0.069,124.680,43.200
'38:19:15.792',0.048,-,-,-0.069,127.920,42.000
'38:19:15.800',0.038,-,-,-0.030,131.160,42.000
'38:19:15.808',0.029,-,-,0.000,132.720,42.000
'38:19:15.816',0.010,-,-,0.000,133.560,41.600
'38:19:15.824',-0.019,-,-,0.000,132.720,40.000
'38:19:15.832',-0.029,-,-,0.000,130.320,38.000
'38:19:15.840',-0.048,-,-,0.030,127.080,36.000
'38:19:15.848',-0.067,-,-,0.069,123.120,34.800
'38:19:15.856',-0.077,-,-,0.069,119.160,34.000
'38:19:15.864',-0.087,-,-,0.069,115.080,33.200
'38:19:15.872',-0.087,-,-,0.069,111.120,31.600
'38:19:15.880',-0.087,-,-,0.069,107.880,29.600
'38:19:15.888',-0.077,-,-,0.069,105.480,27.200
'38:19:15.896',-0.067,-,-,0.069,103.920,25.200
'38:19:15.904',-0.048,-,-,0.069,102.360,24.400
'38:19:15.912',-0.048,-,-,0.069,101.520,25.600
'38:19:15.920',-0.038,-,-,0.030,100.680,27.600
'38:19:15.928',-0.038,-,-,0.030,99.960,28.800
'38:19:15.936',-0.038,-,-,0.030,99.960,29.600
'38:19:15.944',-0.029,-,-,0.030,99.960,29.200
'38:19:15.952',-0.029,-,-,0.030,101.520,28.000
'38:19:15.960',-0.029,-,-,0.030,103.080,26.800
'38:19:15.968',-0.029,-,-,0.030,106.320,25.600
'38:19:15.976',-0.038,-,-,0.030,108.720,24.800
'38:19:15.984',-0.038,-,-,0.030,111.120,24.000
'38:19:15.992',-0.029,-,-,0.030,113.520,23.200
'38:19:16.000',-0.029,-,-,0.030,114.360,22.800
'38:19:16.008',-0.029,-,-,0.030,114.360,22.400
'38:19:16.016',-0.038,-,-,0.030,115.080,22.000
'38:19:16.024',-0.038,-,-,0.030,115.080,21.600
'38:19:16.032',-0.029,-,-,0.030,115.920,21.600
'38:19:16.040',-0.029,-,-,0.000,117.480,21.600
'38:19:16.048',-0.029,-,-,0.030,118.320,22.000
'38:19:16.056',-0.029,-,-,0.000,119.160,21.600
'38:19:16.064',-0.029,-,-,0.000,120.720,21.200
'38:19:16.072',-0.029,-,-,0.000,121.560,20.400
'38:19:16.080',-0.029,-,-,0.000,121.560,20.000
'38:19:16.088',-0.029,-,-,0.000,122.280,19.600
'38:19:16.096',-0.029,-,-,0.000,122.280,19.200
'38:19:16.104',-0.019,-,-,0.000,121.560,19.200
'38:19:16.112',-0.010,-,-,0.000,120.720,19.200
'38:19:16.120',-0.010,-,-,0.000,119.880,19.200
'38:19:16.128',0.010,-,-,0.000,118.320,19.200
'38:19:16.136',0.029,-,-,0.000,117.480,18.800
'38:19:16.144',0.038,-,-,-0.030,115.920,18.800
'38:19:16.152',0.038,-,-,-0.069,115.080,19.200
'38:19:16.160',0.029,-,-,-0.069,113.520,19.600
'38:19:16.168',0.019,-,-,-0.030,111.960,19.600
'38:19:16.176',0.000,-,-,-0.030,110.280,18.000
'38:19:16.184',-0.019,-,-,0.000,108.720,16.400
'38:19:16.192',-0.038,-,-,0.000,107.160,15.200
'38:19:16.200',-0.038,-,-,0.000,105.480,14.400
'38:19:16.208',-0.038,-,-,0.000,104.760,14.400
'38:19:16.216',-0.077,-,-,0.000,103.080,15.200
'38:19:16.224',-0.144,-,-,0.069,101.520,16.800
'38:19:16.232',-0.163,-,-,0.139,99.120,18.800
'38:19:16.240',-0.087,-,-,0.139,95.880,20.000
'38:19:16.248',0.096,-,-,0.030,92.760,19.600
'38:19:16.256',0.317,-,-,-0.327,89.520,19.200
'38:19:16.264',0.365,-,-,-0.554,86.280,18.400
'38:19:16.272',0.192,-,-,-0.327,83.160,17.600
'38:19:16.280',0.058,-,-,-0.069,79.920,17.200
'38:19:16.288',0.029,-,-,-0.030,77.520,16.800
'38:19:16.296',0.029,-,-,0.000,75.120,17.600
'38:19:16.304',0.019,-,-,-0.030,74.280,18.800
'38:19:16.312',0.019,-,-,-0.030,73.560,18.800
'38:19:16.320',0.010,-,-,0.000,74.280,17.200
'38:19:16.328',0.019,-,-,0.000,75.960,15.200
'38:19:16.336',0.019,-,-,-0.030,80.760,15.200
'38:19:16.344',0.029,-,-,-0.030,85.560,19.600
'38:19:16.352',0.029,-,-,-0.030,91.920,28.000
'38:19:16.360',0.038,-,-,-0.030,97.560,37.600
'38:19:16.368',0.038,-,-,-0.030,103.080,43.600
'38:19:16.376',0.038,-,-,-0.030,107.880,44.800
'38:19:16.384',0.038,-,-,-0.030,111.120,42.400
'38:19:16.392',0.038,-,-,-0.030,112.680,38.000
'38:19:16.400',0.048,-,-,-0.069,113.520,34.000
'38:19:16.408',0.048,-,-,-0.069,114.360,32.400
'38:19:16.416',0.058,-,-,-0.069,114.360,34.000
'38:19:16.424',0.058,-,-,-0.069,114.360,36.400
'38:19:16.432',0.067,-,-,-0.069,114.360,38.800
'38:19:16.440',0.067,-,-,-0.069,115.920,39.600
'38:19:16.448',0.067,-,-,-0.069,118.320,39.200
'38:19:16.456',0.067,-,-,-0.069,121.560,37.600
'38:19:16.464',0.048,-,-,-0.069,124.680,36.000
'38:19:16.472',0.029,-,-,-0.030,127.080,35.200
'38:19:16.480',0.010,-,-,0.000,127.920,34.800
'38:19:16.488',-0.010,-,-,0.000,127.920,34.400
'38:19:16.496',-0.029,-,-,0.000,125.520,34.400
'38:19:16.504',-0.048,-,-,0.000,123.120,34.000
'38:19:16.512',-0.067,-,-,0.030,119.160,33.200
'38:19:16.520',-0.077,-,-,0.069,115.920,31.600
'38:19:16.528',-0.077,-,-,0.069,111.960,29.200
'38:19:16.536',-0.087,-,-,0.069,107.880,26.000
'38:19:16.544',-0.077,-,-,0.069,104.760,23.600
'38:19:16.552',-0.077,-,-,0.030,101.520,22.400
'38:19:16.560',-0.067,-,-,0.069,99.960,22.400
'38:19:16.568',-0.067,-,-,0.030,98.280,23.200
'38:19:16.576',-0.058,-,-,0.030,98.280,23.600
'38:19:16.584',-0.048,-,-,0.000,97.560,24.800
'38:19:16.592',-0.038,-,-,0.030,97.560,26.400
'38:19:16.600',-0.029,-,-,0.000,97.560,27.600
'38:19:16.608',-0.029,-,-,0.000,96.720,27.600
'38:19:16.616',-0.029,-,-,0.000,97.560,26.800
'38:19:16.624',-0.029,-,-,0.000,99.120,25.600
'38:19:16.632',-0.029,-,-,0.000,101.520,24.000
'38:19:16.640',-0.029,-,-,0.000,103.920,22.800
'38:19:16.648',-0.038,-,-,0.000,107.160,22.800
'38:19:16.656',-0.038,-,-,0.000,109.560,23.200
'38:19:16.664',-0.038,-,-,0.000,111.120,23.600
'38:19:16.672',-0.038,-,-,0.000,111.960,23.200
'38:19:16.680',-0.029,-,-,0.000,112.680,22.000
'38:19:16.688',-0.029,-,-,0.000,113.520,21.200
'38:19:16.696',-0.019,-,-,0.000,113.520,21.200
'38:19:16.704',-0.019,-,-,0.000,114.360,21.600
'38:19:16.712',-0.029,-,-,0.000,115.920,22.000
'38:19:16.720',-0.029,-,-,0.000,116.760,22.400
'38:19:16.728',-0.029,-,-,0.000,118.320,22.400
'38:19:16.736',-0.029,-,-,0.000,119.160,22.400
'38:19:16.744',-0.029,-,-,0.000,119.880,22.000
'38:19:16.752',-0.029,-,-,0.000,120.720,21.600
'38:19:16.760',-0.029,-,-,0.000,120.720,21.200
'38:19:16.768',-0.019,-,-,0.000,120.720,21.600
'38:19:16.776',-0.010,-,-,0.000,120.720,22.000
'38:19:16.784',-0.019,-,-,0.000,119.880,22.400
'38:19:16.792',-0.019,-,-,0.000,119.160,22.400
'38:19:16.800',0.000,-,-,0.000,118.320,22.800
'38:19:16.808',0.019,-,-,0.000,116.760,22.400
'38:19:16.816',0.029,-,-,-0.030,115.920,22.400
'38:19:16.824',0.038,-,-,-0.030,114.360,22.400
'38:19:16.832',0.029,-,-,-0.030,113.520,22.400
'38:19:16.840',0.019,-,-,0.000,111.960,23.200
'38:19:16.848',0.000,-,-,0.000,110.280,23.600
'38:19:16.856',-0.019,-,-,0.000,108.720,24.400
'38:19:16.864',-0.029,-,-,0.000,107.160,24.800
'38:19:16.872',-0.029,-,-,0.000,105.480,24.400
'38:19:16.880',-0.038,-,-,0.000,104.760,22.000
'38:19:16.888',-0.077,-,-,0.000,103.080,19.600
'38:19:16.896',-0.125,-,-,0.109,102.360,18.800
'38:19:16.904',-0.144,-,-,0.139,100.680,20.800
'38:19:16.912',-0.029,-,-,0.109,98.280,24.000
'38:19:16.920',0.154,-,-,0.000,95.880,26.800
'38:19:16.928',0.317,-,-,-0.327,92.760,27.200
'38:19:16.936',0.327,-,-,-0.475,89.520,26.400
'38:19:16.944',0.125,-,-,-0.218,86.280,24.800
'38:19:16.952',0.038,-,-,0.000,83.160,24.800
'38:19:16.960',0.029,-,-,0.000,80.760,26.400
'38:19:16.968',0.029,-,-,-0.030,78.360,27.600
'38:19:16.976',0.029,-,-,0.000,76.680,27.200
'38:19:16.984',0.019,-,-,0.000,76.680,23.600
'38:19:16.992',0.019,-,-,0.000,77.520,18.800
'38:19:17.000',0.019,-,-,0.000,79.920,17.200
'38:19:17.008',0.019,-,-,-0.030,84.720,22.800
'38:19:17.016',0.029,-,-,0.000,89.520,34.800
'38:19:17.024',0.029,-,-,-0.030,95.880,47.200
'38:19:17.032',0.029,-,-,0.000,101.520,54.800
'38:19:17.040',0.038,-,-,-0.030,106.320,55.600
'38:19:17.048',0.038,-,-,0.000,109.560,51.200
'38:19:17.056',0.038,-,-,0.000,112.680,45.200
'38:19:17.064',0.048,-,-,0.000,114.360,40.800
'38:19:17.072',0.048,-,-,0.000,115.080,38.800
'38:19:17.080',0.048,-,-,-0.030,115.920,40.000
'38:19:17.088',0.048,-,-,-0.069,116.760,43.600
'38:19:17.096',0.058,-,-,-0.069,116.760,48.000
'38:19:17.104',0.058,-,-,-0.069,116.760,51.200
'38:19:17.112',0.058,-,-,-0.069,118.320,51.200
'38:19:17.120',0.067,-,-,-0.069,121.560,49.200
'38:19:17.128',0.058,-,-,-0.069,124.680,47.200
'38:19:17.136',0.048,-,-,-0.030,127.920,46.800
'38:19:17.144',0.038,-,-,0.000,130.320,47.200
'38:19:17.152',0.019,-,-,0.000,130.320,47.200
'38:19:17.160',0.000,-,-,0.000,129.480,46.400
'38:19:17.168',-0.019,-,-,0.000,127.920,44.800
'38:19:17.176',-0.048,-,-,0.030,124.680,42.800
'38:19:17.184',-0.058,-,-,0.030,121.560,41.200
'38:19:17.192',-0.067,-,-,0.030,117.480,40.000
'38:19:17.200',-0.077,-,-,0.069,113.520,39.600
'38:19:17.208',-0.077,-,-,0.069,109.560,39.200
'38:19:17.216',-0.067,-,-,0.069,106.320,38.400
'38:19:17.224',-0.067,-,-,0.069,104.760,37.600
'38:19:17.232',-0.067,-,-,0.030,103.080,36.800
'38:19:17.240',-0.058,-,-,0.030,101.520,36.000
'38:19:17.248',-0.048,-,-,0.030,101.520,33.600
'38:19:17.256',-0.038,-,-,0.030,100.680,29.200
'38:19:17.264',-0.038,-,-,0.030,100.680,25.200
'38:19:17.272',-0.029,-,-,0.000,99.960,25.600
'38:19:17.280',-0.019,-,-,0.000,99.960,29.600
'38:19:17.288',-0.019,-,-,0.000,100.680,34.400
'38:19:17.296',-0.019,-,-,0.000,102.360,36.800
'38:19:17.304',-0.019,-,-,0.000,104.760,38.000
'38:19:17.312',-0.019,-,-,0.000,107.160,36.400
'38:19:17.320',-0.019,-,-,0.000,110.280,33.200
'38:19:17.328',-0.019,-,-,0.000,111.960,30.000
'38:19:17.336',-0.019,-,-,0.000,113.520,27.600
'38:19:17.344',-0.019,-,-,0.000,114.360,26.400
'38:19:17.352',-0.010,-,-,0.000,114.360,26.800
'38:19:17.360',-0.010,-,-,0.000,115.080,28.000
'38:19:17.368',-0.010,-,-,0.000,115.920,29.200
'38:19:17.376',-0.019,-,-,0.000,116.760,30.000
'38:19:17.384',-0.019,-,-,0.000,118.320,30.000
'38:19:17.392',-0.019,-,-,0.000,119.160,29.200
'38:19:17.400',-0.019,-,-,0.000,119.880,28.400
'38:19:17.408',-0.019,-,-,0.000,120.720,26.800
'38:19:17.416',-0.019,-,-,0.000,121.560,26.400
'38:19:17.424',-0.019,-,-,0.000,122.280,26.000
'38:19:17.432',-0.019,-,-,0.000,122.280,26.400
'38:19:17.440',-0.010,-,-,0.000,122.280,27.200
'38:19:17.448',0.000,-,-,0.000,121.560,27.600
'38:19:17.456',0.000,-,-,0.000,120.720,27.600
'38:19:17.464',0.010,-,-,0.000,119.880,27.200
'38:19:17.472',0.019,-,-,0.000,119.160,26.400
'38:19:17.480',0.029,-,-,-0.030,117.480,26.000
'38:19:17.488',0.038,-,-,-0.069,116.760,25.600
'38:19:17.496',0.038,-,-,-0.030,115.080,25.200
'38:19:17.504',0.029,-,-,-0.069,114.360,24.800
'38:19:17.512',0.019,-,-,0.000,112.680,24.400
'38:19:17.520',-0.010,-,-,0.000,111.120,24.800
'38:19:17.528',-0.029,-,-,0.000,109.560,25.600
'38:19:17.536',-0.038,-,-,0.000,107.880,25.600
'38:19:17.544',-0.038,-,-,0.000,106.320,24.400
'38:19:17.552',-0.058,-,-,0.000,105.480,23.600
