'Elapsed time','II','MCL1','ABP','PAP'
'34:33:13.160',-,0.060,64.800,-
'34:33:13.168',-,0.090,64.800,-
'34:33:13.176',-,0.090,64.800,-
'34:33:13.184',-,0.090,64.800,-
'34:33:13.192',-,0.090,64.800,-
'34:33:13.200',-,0.090,64.800,-
'34:33:13.208',-,0.090,64.800,-
'34:33:13.216',-,0.090,64.800,-
'34:33:13.224',-,0.090,63.600,-
'34:33:13.232',-,0.060,63.600,-
'34:33:13.240',-,0.060,62.400,-
'34:33:13.248',-,0.060,61.200,-
'34:33:13.256',-,0.060,61.200,-
'34:33:13.264',-,0.060,60.000,-
'34:33:13.272',-,0.060,60.000,-
'34:33:13.280',-,0.060,58.800,-
'34:33:13.288',-,0.060,57.600,-
'34:33:13.296',-,0.060,57.600,-
'34:33:13.304',-,0.060,56.400,-
'34:33:13.312',-,0.060,56.400,-
'34:33:13.320',-,0.045,56.400,-
'34:33:13.328',-,0.045,55.200,-
'34:33:13.336',-,0.045,55.200,-
'34:33:13.344',-,0.045,55.200,-
'34:33:13.352',-,0.045,54.000,-
'34:33:13.360',-,0.045,54.000,-
'34:33:13.368',-,0.045,54.000,-
'34:33:13.376',-,0.045,54.000,-
'34:33:13.384',-,0.045,52.800,-
'34:33:13.392',-,0.045,52.800,-
'34:33:13.400',-,0.045,52.800,-
'34:33:13.408',-,0.045,52.800,-
'34:33:13.416',-,0.045,51.600,-
'34:33:13.424',-,0.045,51.600,-
'34:33:13.432',-,0.045,51.600,-
'34:33:13.440',-,0.045,51.600,-
'34:33:13.448',-,0.045,51.600,-
'34:33:13.456',-,0.045,51.600,-
'34:33:13.464',-,0.045,50.400,-
'34:33:13.472',-,0.015,50.400,-
'34:33:13.480',-,0.015,50.400,-
'34:33:13.488',-,0.015,50.400,-
'34:33:13.496',-,0.015,50.400,-
'34:33:13.504',-,0.015,50.400,-
'34:33:13.512',-,0.015,49.200,-
'34:33:13.520',-,0.015,49.200,-
'34:33:13.528',-,0.015,49.200,-
'34:33:13.536',-,0.015,49.200,-
'34:33:13.544',-,0.015,49.200,-
'34:33:13.552',-,0.015,49.200,-
'34:33:13.560',-,0.015,49.200,-
'34:33:13.568',-,0.015,48.000,-
'34:33:13.576',-,0.015,48.000,-
'34:33:13.584',-,0.015,48.000,-
'34:33:13.592',-,0.015,48.000,-
'34:33:13.600',-,0.015,48.000,-
'34:33:13.608',-,0.015,48.000,-
'34:33:13.616',-,0.015,48.000,-
'34:33:13.624',-,0.015,46.800,-
'34:33:13.632',-,0.015,46.800,-
'34:33:13.640',-,0.015,46.800,-
'34:33:13.648',-,0.015,46.800,-
'34:33:13.656',-,0.015,46.800,-
'34:33:13.664',-,0.015,46.800,-
'34:33:13.672',-,0.015,46.800,-
'34:33:13.680',-,0.015,45.600,-
'34:33:13.688',-,0.015,45.600,-
'34:33:13.696',-,0.015,45.600,-
'34:33:13.704',-,0.015,45.600,-
'34:33:13.712',-,0.015,45.600,-
'34:33:13.720',-,0.015,45.600,-
'34:33:13.728',-,0.015,45.600,-
'34:33:13.736',-,0.000,45.600,-
'34:33:13.744',-,0.000,44.400,-
'34:33:13.752',-,0.000,44.400,-
'34:33:13.760',-,0.015,44.400,-
'34:33:13.768',-,0.015,44.400,-
'34:33:13.776',-,0.015,44.400,-
'34:33:13.784',-,0.000,44.400,-
'34:33:13.792',-,0.000,44.400,-
'34:33:13.800',-,0.000,44.400,-
'34:33:13.808',-,0.015,44.400,-
'34:33:13.816',-,0.015,44.400,-
'34:33:13.824',-,0.060,44.400,-
'34:33:13.832',-,0.060,43.200,-
'34:33:13.840',-,0.045,43.200,-
'34:33:13.848',-,-0.015,43.200,-
'34:33:13.856',-,-0.060,43.200,-
'34:33:13.864',-,-0.090,43.200,-
'34:33:13.872',-,-0.090,43.200,-
'34:33:13.880',-,-0.045,43.200,-
'34:33:13.888',-,-0.015,43.200,-
'34:33:13.896',-,0.000,43.200,-
'34:33:13.904',-,0.000,43.200,-
'34:33:13.912',-,0.000,43.200,-
'34:33:13.920',-,0.000,43.200,-
'34:33:13.928',-,0.000,42.000,-
'34:33:13.936',-,0.000,42.000,-
'34:33:13.944',-,0.000,42.000,-
'34:33:13.952',-,0.015,42.000,-
'34:33:13.960',-,0.000,42.000,-
'34:33:13.968',-,0.045,42.000,-
'34:33:13.976',-,0.149,42.000,-
'34:33:13.984',-,0.239,42.000,-
'34:33:13.992',-,0.284,42.000,-
'34:33:14.000',-,0.149,42.000,-
'34:33:14.008',-,-0.149,42.000,-
'34:33:14.016',-,-0.522,42.000,-
'34:33:14.024',-,-0.746,42.000,-
'34:33:14.032',-,-0.791,42.000,-
'34:33:14.040',-,-0.746,42.000,-
'34:33:14.048',-,-0.567,42.000,-
'34:33:14.056',-,-0.313,42.000,-
'34:33:14.064',-,-0.104,42.000,-
'34:33:14.072',-,0.000,42.000,-
'34:33:14.080',-,0.045,42.000,-
'34:33:14.088',-,0.060,42.000,-
'34:33:14.096',-,0.060,42.000,-
'34:33:14.104',-,0.060,42.000,-
'34:33:14.112',-,0.060,42.000,-
'34:33:14.120',-,0.060,44.400,-
'34:33:14.128',-,0.060,46.800,-
'34:33:14.136',-,0.060,52.800,-
'34:33:14.144',-,0.060,60.000,-
'34:33:14.152',-,0.060,68.400,-
'34:33:14.160',-,0.060,78.000,-
'34:33:14.168',-,0.060,88.800,-
'34:33:14.176',-,0.060,98.400,-
'34:33:14.184',-,0.060,108.000,-
'34:33:14.192',-,0.060,115.200,-
'34:33:14.200',-,0.090,122.400,-
'34:33:14.208',-,0.090,127.200,-
'34:33:14.216',-,0.090,129.600,-
'34:33:14.224',-,0.104,132.000,-
'34:33:14.232',-,0.104,133.200,-
'34:33:14.240',-,0.134,133.200,-
'34:33:14.248',-,0.134,133.200,-
'34:33:14.256',-,0.149,133.200,-
'34:33:14.264',-,0.179,132.000,-
'34:33:14.272',-,0.179,130.800,-
'34:33:14.280',-,0.194,130.800,-
'34:33:14.288',-,0.194,129.600,-
'34:33:14.296',-,0.224,128.400,-
'34:33:14.304',-,0.224,128.400,-
'34:33:14.312',-,0.224,127.200,-
'34:33:14.320',-,0.194,126.000,-
'34:33:14.328',-,0.194,124.800,-
'34:33:14.336',-,0.179,123.600,-
'34:33:14.344',-,0.149,122.400,-
'34:33:14.352',-,0.134,121.200,-
'34:33:14.360',-,0.090,118.800,-
'34:33:14.368',-,0.060,116.400,-
'34:33:14.376',-,0.045,114.000,-
'34:33:14.384',-,0.015,111.600,-
'34:33:14.392',-,0.000,108.000,-
'34:33:14.400',-,-0.015,104.400,-
'34:33:14.408',-,-0.045,100.800,-
'34:33:14.416',-,-0.045,97.200,-
'34:33:14.424',-,-0.045,92.400,-
'34:33:14.432',-,-0.045,87.600,-
'34:33:14.440',-,-0.045,84.000,-
'34:33:14.448',-,-0.045,80.400,-
'34:33:14.456',-,-0.045,76.800,-
'34:33:14.464',-,-0.015,74.400,-
'34:33:14.472',-,-0.015,73.200,-
'34:33:14.480',-,0.000,72.000,-
'34:33:14.488',-,0.000,72.000,-
'34:33:14.496',-,0.000,72.000,-
'34:33:14.504',-,0.015,72.000,-
'34:33:14.512',-,0.015,72.000,-
'34:33:14.520',-,0.015,72.000,-
'34:33:14.528',-,0.015,72.000,-
'34:33:14.536',-,0.045,72.000,-
'34:33:14.544',-,0.015,70.800,-
'34:33:14.552',-,0.015,70.800,-
'34:33:14.560',-,0.015,70.800,-
'34:33:14.568',-,0.015,69.600,-
'34:33:14.576',-,0.015,69.600,-
'34:33:14.584',-,0.015,68.400,-
'34:33:14.592',-,0.015,67.200,-
'34:33:14.600',-,0.000,67.200,-
'34:33:14.608',-,0.000,66.000,-
'34:33:14.616',-,0.000,64.800,-
'34:33:14.624',-,0.000,64.800,-
'34:33:14.632',-,0.000,63.600,-
'34:33:14.640',-,0.000,62.400,-
'34:33:14.648',-,0.000,62.400,-
'34:33:14.656',-,-0.015,61.200,-
'34:33:14.664',-,-0.015,61.200,-
'34:33:14.672',-,-0.015,60.000,-
'34:33:14.680',-,-0.015,60.000,-
'34:33:14.688',-,-0.015,58.800,-
'34:33:14.696',-,-0.015,58.800,-
'34:33:14.704',-,-0.015,58.800,-
'34:33:14.712',-,-0.015,57.600,-
'34:33:14.720',-,-0.015,57.600,-
'34:33:14.728',-,-0.015,56.400,-
'34:33:14.736',-,-0.015,56.400,-
'34:33:14.744',-,-0.015,56.400,-
'34:33:14.752',-,-0.015,56.400,-
'34:33:14.760',-,-0.015,55.200,-
'34:33:14.768',-,-0.015,55.200,-
'34:33:14.776',-,-0.015,55.200,-
'34:33:14.784',-,-0.015,54.000,-
'34:33:14.792',-,-0.015,54.000,-
'34:33:14.800',-,-0.015,54.000,-
'34:33:14.808',-,0.000,54.000,-
'34:33:14.816',-,0.015,52.800,-
'34:33:14.824',-,0.015,52.800,-
'34:33:14.832',-,0.015,52.800,-
'34:33:14.840',-,-0.015,52.800,-
'34:33:14.848',-,-0.060,52.800,-
'34:33:14.856',-,-0.104,51.600,-
'34:33:14.864',-,-0.134,51.600,-
'34:33:14.872',-,-0.090,51.600,-
'34:33:14.880',-,-0.045,51.600,-
'34:33:14.888',-,-0.015,50.400,-
'34:33:14.896',-,-0.015,50.400,-
'34:33:14.904',-,-0.015,50.400,-
'34:33:14.912',-,-0.015,50.400,-
'34:33:14.920',-,-0.015,50.400,-
'34:33:14.928',-,-0.015,50.400,-
'34:33:14.936',-,-0.045,50.400,-
'34:33:14.944',-,0.000,49.200,-
'34:33:14.952',-,0.060,49.200,-
'34:33:14.960',-,0.104,49.200,-
'34:33:14.968',-,0.239,49.200,-
'34:33:14.976',-,0.463,49.200,-
'34:33:14.984',-,0.657,49.200,-
'34:33:14.992',-,0.701,49.200,-
'34:33:15.000',-,0.537,49.200,-
'34:33:15.008',-,0.239,49.200,-
'34:33:15.016',-,0.015,48.000,-
'34:33:15.024',-,-0.090,48.000,-
'34:33:15.032',-,-0.104,48.000,-
'34:33:15.040',-,-0.104,48.000,-
'34:33:15.048',-,-0.134,48.000,-
'34:33:15.056',-,-0.134,48.000,-
'34:33:15.064',-,-0.134,48.000,-
'34:33:15.072',-,-0.134,46.800,-
'34:33:15.080',-,-0.134,48.000,-
'34:33:15.088',-,-0.134,48.000,-
'34:33:15.096',-,-0.134,50.400,-
'34:33:15.104',-,-0.134,54.000,-
'34:33:15.112',-,-0.134,60.000,-
'34:33:15.120',-,-0.134,68.400,-
'34:33:15.128',-,-0.134,76.800,-
'34:33:15.136',-,-0.134,86.400,-
'34:33:15.144',-,-0.134,94.800,-
'34:33:15.152',-,-0.134,103.200,-
'34:33:15.160',-,-0.134,109.200,-
'34:33:15.168',-,-0.134,114.000,-
'34:33:15.176',-,-0.134,118.800,-
'34:33:15.184',-,-0.134,121.200,-
'34:33:15.192',-,-0.134,122.400,-
'34:33:15.200',-,-0.134,123.600,-
'34:33:15.208',-,-0.134,123.600,-
'34:33:15.216',-,-0.149,123.600,-
'34:33:15.224',-,-0.149,123.600,-
'34:33:15.232',-,-0.149,122.400,-
'34:33:15.240',-,-0.179,122.400,-
'34:33:15.248',-,-0.194,121.200,-
'34:33:15.256',-,-0.194,121.200,-
'34:33:15.264',-,-0.194,120.000,-
'34:33:15.272',-,-0.194,120.000,-
'34:33:15.280',-,-0.194,118.800,-
'34:33:15.288',-,-0.179,117.600,-
'34:33:15.296',-,-0.179,116.400,-
'34:33:15.304',-,-0.149,115.200,-
'34:33:15.312',-,-0.134,114.000,-
'34:33:15.320',-,-0.104,111.600,-
'34:33:15.328',-,-0.104,109.200,-
'34:33:15.336',-,-0.090,106.800,-
'34:33:15.344',-,-0.060,103.200,-
'34:33:15.352',-,-0.045,99.600,-
'34:33:15.360',-,-0.045,96.000,-
'34:33:15.368',-,-0.015,92.400,-
'34:33:15.376',-,-0.015,87.600,-
'34:33:15.384',-,-0.015,84.000,-
'34:33:15.392',-,-0.015,80.400,-
'34:33:15.400',-,-0.015,76.800,-
'34:33:15.408',-,0.000,74.400,-
'34:33:15.416',-,0.000,72.000,-
'34:33:15.424',-,0.000,70.800,-
'34:33:15.432',-,0.000,69.600,-
'34:33:15.440',-,0.000,69.600,-
'34:33:15.448',-,0.000,69.600,-
'34:33:15.456',-,0.000,69.600,-
'34:33:15.464',-,0.015,69.600,-
'34:33:15.472',-,0.015,69.600,-
'34:33:15.480',-,0.015,69.600,-
'34:33:15.488',-,0.015,69.600,-
'34:33:15.496',-,0.015,69.600,-
'34:33:15.504',-,0.045,69.600,-
'34:33:15.512',-,0.045,68.400,-
'34:33:15.520',-,0.045,68.400,-
'34:33:15.528',-,0.045,67.200,-
'34:33:15.536',-,0.045,67.200,-
'34:33:15.544',-,0.045,66.000,-
'34:33:15.552',-,0.045,66.000,-
'34:33:15.560',-,0.045,64.800,-
'34:33:15.568',-,0.045,64.800,-
'34:33:15.576',-,0.045,63.600,-
'34:33:15.584',-,0.045,62.400,-
'34:33:15.592',-,0.045,62.400,-
'34:33:15.600',-,0.045,61.200,-
'34:33:15.608',-,0.045,61.200,-
'34:33:15.616',-,0.045,60.000,-
'34:33:15.624',-,0.045,60.000,-
'34:33:15.632',-,0.045,60.000,-
'34:33:15.640',-,0.045,58.800,-
'34:33:15.648',-,0.045,58.800,-
'34:33:15.656',-,0.015,57.600,-
'34:33:15.664',-,0.015,57.600,-
'34:33:15.672',-,0.045,57.600,-
'34:33:15.680',-,0.045,56.400,-
'34:33:15.688',-,0.045,56.400,-
'34:33:15.696',-,0.015,56.400,-
'34:33:15.704',-,0.015,56.400,-
'34:33:15.712',-,0.015,55.200,-
'34:33:15.720',-,0.015,55.200,-
'34:33:15.728',-,0.015,55.200,-
'34:33:15.736',-,0.015,54.000,-
'34:33:15.744',-,0.015,54.000,-
'34:33:15.752',-,0.015,54.000,-
'34:33:15.760',-,0.015,54.000,-
'34:33:15.768',-,0.015,54.000,-
'34:33:15.776',-,0.015,54.000,-
'34:33:15.784',-,0.015,52.800,-
'34:33:15.792',-,0.015,52.800,-
'34:33:15.800',-,0.015,52.800,-
'34:33:15.808',-,0.015,52.800,-
'34:33:15.816',-,0.045,52.800,-
'34:33:15.824',-,0.060,52.800,-
'34:33:15.832',-,0.060,51.600,-
'34:33:15.840',-,0.045,51.600,-
'34:33:15.848',-,-0.015,51.600,-
'34:33:15.856',-,-0.060,51.600,-
'34:33:15.864',-,-0.090,51.600,-
'34:33:15.872',-,-0.060,50.400,-
'34:33:15.880',-,-0.015,50.400,-
'34:33:15.888',-,0.000,50.400,-
'34:33:15.896',-,0.015,50.400,-
'34:33:15.904',-,0.015,50.400,-
'34:33:15.912',-,0.015,50.400,-
'34:33:15.920',-,0.015,50.400,-
'34:33:15.928',-,0.015,49.200,-
'34:33:15.936',-,0.015,49.200,-
'34:33:15.944',-,0.015,49.200,-
'34:33:15.952',-,0.015,49.200,-
'34:33:15.960',-,0.015,49.200,-
'34:33:15.968',-,0.060,49.200,-
'34:33:15.976',-,0.179,49.200,-
'34:33:15.984',-,0.313,49.200,-
'34:33:15.992',-,0.358,49.200,-
'34:33:16.000',-,0.239,49.200,-
'34:33:16.008',-,-0.060,49.200,-
'34:33:16.016',-,-0.448,49.200,-
'34:33:16.024',-,-0.672,49.200,-
'34:33:16.032',-,-0.746,49.200,-
'34:33:16.040',-,-0.701,49.200,-
'34:33:16.048',-,-0.537,48.000,-
'34:33:16.056',-,-0.313,48.000,-
'34:33:16.064',-,-0.104,48.000,-
'34:33:16.072',-,0.000,48.000,-
'34:33:16.080',-,0.060,48.000,-
'34:33:16.088',-,0.060,46.800,-
'34:33:16.096',-,0.060,46.800,-
'34:33:16.104',-,0.060,46.800,-
'34:33:16.112',-,0.060,46.800,-
'34:33:16.120',-,0.060,48.000,-
'34:33:16.128',-,0.060,49.200,-
'34:33:16.136',-,0.060,52.800,-
'34:33:16.144',-,0.060,57.600,-
'34:33:16.152',-,0.060,63.600,-
'34:33:16.160',-,0.060,72.000,-
'34:33:16.168',-,0.060,80.400,-
'34:33:16.176',-,0.060,88.800,-
'34:33:16.184',-,0.060,97.200,-
'34:33:16.192',-,0.090,105.600,-
'34:33:16.200',-,0.090,111.600,-
'34:33:16.208',-,0.090,117.600,-
'34:33:16.216',-,0.090,121.200,-
'34:33:16.224',-,0.104,124.800,-
'34:33:16.232',-,0.104,126.000,-
'34:33:16.240',-,0.134,127.200,-
'34:33:16.248',-,0.134,128.400,-
'34:33:16.256',-,0.149,128.400,-
'34:33:16.264',-,0.149,128.400,-
'34:33:16.272',-,0.179,127.200,-
'34:33:16.280',-,0.194,127.200,-
'34:33:16.288',-,0.194,126.000,-
'34:33:16.296',-,0.194,126.000,-
'34:33:16.304',-,0.194,124.800,-
'34:33:16.312',-,0.194,123.600,-
'34:33:16.320',-,0.194,122.400,-
'34:33:16.328',-,0.179,122.400,-
'34:33:16.336',-,0.149,121.200,-
'34:33:16.344',-,0.134,120.000,-
'34:33:16.352',-,0.090,118.800,-
'34:33:16.360',-,0.060,116.400,-
'34:33:16.368',-,0.045,115.200,-
'34:33:16.376',-,0.015,112.800,-
'34:33:16.384',-,0.000,110.400,-
'34:33:16.392',-,-0.015,106.800,-
'34:33:16.400',-,-0.015,104.400,-
'34:33:16.408',-,-0.045,100.800,-
'34:33:16.416',-,-0.045,96.000,-
'34:33:16.424',-,-0.045,92.400,-
'34:33:16.432',-,-0.045,87.600,-
'34:33:16.440',-,-0.045,84.000,-
'34:33:16.448',-,-0.015,80.400,-
'34:33:16.456',-,-0.015,76.800,-
'34:33:16.464',-,-0.015,74.400,-
'34:33:16.472',-,0.000,73.200,-
'34:33:16.480',-,0.000,72.000,-
'34:33:16.488',-,0.000,70.800,-
'34:33:16.496',-,0.015,70.800,-
'34:33:16.504',-,0.015,70.800,-
'34:33:16.512',-,0.015,70.800,-
'34:33:16.520',-,0.015,70.800,-
'34:33:16.528',-,0.015,70.800,-
'34:33:16.536',-,0.015,70.800,-
'34:33:16.544',-,0.015,70.800,-
'34:33:16.552',-,0.015,70.800,-
'34:33:16.560',-,0.015,69.600,-
'34:33:16.568',-,0.015,69.600,-
'34:33:16.576',-,0.015,68.400,-
'34:33:16.584',-,0.000,68.400,-
'34:33:16.592',-,0.000,67.200,-
'34:33:16.600',-,0.000,66.000,-
'34:33:16.608',-,0.000,66.000,-
'34:33:16.616',-,0.000,64.800,-
'34:33:16.624',-,0.000,63.600,-
'34:33:16.632',-,0.000,63.600,-
'34:33:16.640',-,-0.015,62.400,-
'34:33:16.648',-,0.000,62.400,-
'34:33:16.656',-,0.000,61.200,-
'34:33:16.664',-,-0.015,61.200,-
'34:33:16.672',-,-0.015,60.000,-
'34:33:16.680',-,-0.015,60.000,-
'34:33:16.688',-,-0.015,58.800,-
'34:33:16.696',-,-0.015,58.800,-
'34:33:16.704',-,-0.015,57.600,-
'34:33:16.712',-,-0.015,57.600,-
'34:33:16.720',-,-0.015,57.600,-
'34:33:16.728',-,-0.015,56.400,-
'34:33:16.736',-,-0.015,56.400,-
'34:33:16.744',-,-0.015,56.400,-
'34:33:16.752',-,-0.015,56.400,-
'34:33:16.760',-,-0.015,55.200,-
'34:33:16.768',-,-0.015,55.200,-
'34:33:16.776',-,-0.015,55.200,-
'34:33:16.784',-,-0.015,54.000,-
'34:33:16.792',-,-0.015,54.000,-
'34:33:16.800',-,-0.015,54.000,-
'34:33:16.808',-,-0.015,54.000,-
'34:33:16.816',-,0.000,52.800,-
'34:33:16.824',-,0.015,52.800,-
'34:33:16.832',-,0.015,52.800,-
'34:33:16.840',-,0.015,52.800,-
'34:33:16.848',-,0.000,51.600,-
'34:33:16.856',-,-0.060,51.600,-
'34:33:16.864',-,-0.104,51.600,-
'34:33:16.872',-,-0.134,51.600,-
'34:33:16.880',-,-0.104,51.600,-
'34:33:16.888',-,-0.060,50.400,-
'34:33:16.896',-,-0.045,50.400,-
'34:33:16.904',-,-0.015,50.400,-
'34:33:16.912',-,-0.015,50.400,-
'34:33:16.920',-,-0.015,50.400,-
'34:33:16.928',-,0.000,49.200,-
'34:33:16.936',-,0.000,49.200,-
'34:33:16.944',-,0.000,49.200,-
'34:33:16.952',-,0.000,49.200,-
'34:33:16.960',-,0.000,49.200,-
'34:33:16.968',-,-0.015,49.200,-
'34:33:16.976',-,0.015,49.200,-
'34:33:16.984',-,0.104,49.200,-
'34:33:16.992',-,0.224,49.200,-
'34:33:17.000',-,0.284,49.200,-
'34:33:17.008',-,0.179,48.000,-
'34:33:17.016',-,-0.134,48.000,-
'34:33:17.024',-,-0.522,48.000,-
'34:33:17.032',-,-0.746,48.000,-
'34:33:17.040',-,-0.806,48.000,-
'34:33:17.048',-,-0.761,48.000,-
'34:33:17.056',-,-0.627,48.000,-
'34:33:17.064',-,-0.373,48.000,-
'34:33:17.072',-,-0.149,46.800,-
'34:33:17.080',-,-0.015,46.800,-
'34:33:17.088',-,0.045,46.800,-
'34:33:17.096',-,0.060,46.800,-
'34:33:17.104',-,0.045,46.800,-
'34:33:17.112',-,0.060,45.600,-
'34:33:17.120',-,0.060,45.600,-
'34:33:17.128',-,0.060,46.800,-
'34:33:17.136',-,0.060,46.800,-
'34:33:17.144',-,0.060,49.200,-
'34:33:17.152',-,0.060,52.800,-
'34:33:17.160',-,0.060,58.800,-
'34:33:17.168',-,0.045,66.000,-
'34:33:17.176',-,0.060,74.400,-
'34:33:17.184',-,0.060,82.800,-
'34:33:17.192',-,0.060,92.400,-
'34:33:17.200',-,0.060,99.600,-
'34:33:17.208',-,0.060,106.800,-
'34:33:17.216',-,0.060,112.800,-
'34:33:17.224',-,0.090,117.600,-
'34:33:17.232',-,0.090,121.200,-
'34:33:17.240',-,0.090,123.600,-
'34:33:17.248',-,0.104,124.800,-
'34:33:17.256',-,0.134,124.800,-
'34:33:17.264',-,0.134,124.800,-
'34:33:17.272',-,0.149,124.800,-
'34:33:17.280',-,0.179,123.600,-
'34:33:17.288',-,0.179,123.600,-
'34:33:17.296',-,0.194,123.600,-
'34:33:17.304',-,0.194,122.400,-
'34:33:17.312',-,0.194,122.400,-
'34:33:17.320',-,0.179,121.200,-
'34:33:17.328',-,0.179,121.200,-
'34:33:17.336',-,0.149,120.000,-
'34:33:17.344',-,0.134,118.800,-
'34:33:17.352',-,0.104,117.600,-
'34:33:17.360',-,0.090,116.400,-
'34:33:17.368',-,0.060,115.200,-
'34:33:17.376',-,0.015,112.800,-
'34:33:17.384',-,0.015,111.600,-
'34:33:17.392',-,0.000,108.000,-
'34:33:17.400',-,-0.015,105.600,-
'34:33:17.408',-,-0.045,102.000,-
'34:33:17.416',-,-0.045,98.400,-
'34:33:17.424',-,-0.045,94.800,-
'34:33:17.432',-,-0.045,90.000,-
'34:33:17.440',-,-0.045,86.400,-
'34:33:17.448',-,-0.045,81.600,-
'34:33:17.456',-,-0.045,78.000,-
'34:33:17.464',-,-0.045,74.400,-
'34:33:17.472',-,-0.015,73.200,-
'34:33:17.480',-,-0.015,70.800,-
'34:33:17.488',-,-0.015,70.800,-
'34:33:17.496',-,0.000,69.600,-
'34:33:17.504',-,0.000,69.600,-
