'Elapsed time','I','II','III','MCL1','ABP','PAP'
'38:09:06.336',-0.106,-,-,0.069,100.680,9.200
'38:09:06.344',-0.115,-,-,0.069,95.880,7.600
'38:09:06.352',-0.115,-,-,0.069,91.920,7.200
'38:09:06.360',-0.106,-,-,0.069,88.680,7.200
'38:09:06.368',-0.096,-,-,0.069,86.280,7.600
'38:09:06.376',-0.096,-,-,0.069,85.560,8.400
'38:09:06.384',-0.096,-,-,0.069,85.560,9.200
'38:09:06.392',-0.087,-,-,0.069,85.560,9.600
'38:09:06.400',-0.077,-,-,0.069,85.560,9.600
'38:09:06.408',-0.077,-,-,0.069,86.280,8.800
'38:09:06.416',-0.067,-,-,0.069,86.280,8.000
'38:09:06.424',-0.067,-,-,0.069,87.120,7.200
'38:09:06.432',-0.067,-,-,0.030,87.960,6.400
'38:09:06.440',-0.067,-,-,0.030,89.520,6.000
'38:09:06.448',-0.067,-,-,0.030,91.920,6.000
'38:09:06.456',-0.067,-,-,0.030,95.160,6.400
'38:09:06.464',-0.067,-,-,0.030,97.560,6.400
'38:09:06.472',-0.067,-,-,0.030,99.960,6.000
'38:09:06.480',-0.058,-,-,0.030,102.360,5.600
'38:09:06.488',-0.058,-,-,0.030,103.080,5.600
'38:09:06.496',-0.058,-,-,0.030,103.920,5.600
'38:09:06.504',-0.058,-,-,0.030,104.760,6.000
'38:09:06.512',-0.058,-,-,0.000,105.480,6.400
'38:09:06.520',-0.048,-,-,0.030,106.320,7.600
'38:09:06.528',-0.048,-,-,0.000,107.880,8.800
'38:09:06.536',-0.058,-,-,0.030,108.720,9.600
'38:09:06.544',-0.048,-,-,0.000,109.560,10.400
'38:09:06.552',-0.048,-,-,0.030,111.120,11.200
'38:09:06.560',-0.048,-,-,0.030,111.960,12.000
'38:09:06.568',-0.048,-,-,0.030,113.520,13.200
'38:09:06.576',-0.048,-,-,0.030,114.360,14.800
'38:09:06.584',-0.038,-,-,0.069,114.360,16.800
'38:09:06.592',-0.038,-,-,0.030,114.360,18.400
'38:09:06.600',-0.038,-,-,0.030,114.360,20.000
'38:09:06.608',-0.029,-,-,0.069,113.520,21.600
'38:09:06.616',-0.019,-,-,0.030,112.680,22.800
'38:09:06.624',-0.010,-,-,0.000,111.960,24.000
'38:09:06.632',-0.010,-,-,0.000,111.120,25.600
'38:09:06.640',0.010,-,-,0.000,111.120,27.600
'38:09:06.648',0.029,-,-,-0.030,111.120,30.400
'38:09:06.656',0.038,-,-,-0.069,111.120,33.200
'38:09:06.664',0.029,-,-,-0.069,111.960,35.600
'38:09:06.672',0.029,-,-,-0.069,111.960,37.600
'38:09:06.680',0.019,-,-,-0.069,111.960,38.400
'38:09:06.688',0.000,-,-,-0.069,111.960,38.800
'38:09:06.696',-0.010,-,-,-0.069,112.680,38.800
'38:09:06.704',-0.019,-,-,-0.030,112.680,39.600
'38:09:06.712',-0.029,-,-,0.000,113.520,41.200
'38:09:06.720',-0.029,-,-,0.000,113.520,43.200
'38:09:06.728',-0.029,-,-,0.000,113.520,45.600
'38:09:06.736',-0.058,-,-,0.000,112.680,48.400
'38:09:06.744',-0.106,-,-,0.030,112.680,51.200
'38:09:06.752',-0.125,-,-,0.109,111.960,52.400
'38:09:06.760',-0.077,-,-,0.069,111.120,52.800
'38:09:06.768',0.077,-,-,0.030,109.560,54.400
'38:09:06.776',0.269,-,-,-0.257,108.720,56.800
'38:09:06.784',0.327,-,-,-0.475,107.880,60.800
'38:09:06.792',0.183,-,-,-0.327,107.880,66.400
'38:09:06.800',0.067,-,-,-0.069,108.720,73.200
'38:09:06.808',0.038,-,-,-0.069,110.280,78.800
'38:09:06.816',0.038,-,-,-0.069,111.960,82.800
'38:09:06.824',0.038,-,-,-0.069,115.080,86.000
'38:09:06.832',0.029,-,-,-0.069,118.320,89.600
'38:09:06.840',0.029,-,-,-0.069,122.280,90.000
'38:09:06.848',0.029,-,-,-0.069,127.080,90.000
'38:09:06.856',0.019,-,-,-0.069,132.720,90.000
'38:09:06.864',0.019,-,-,-0.069,139.080,90.000
'38:09:06.872',0.029,-,-,-0.069,145.560,90.000
'38:09:06.880',0.038,-,-,-0.069,151.920,90.000
'38:09:06.888',0.048,-,-,-0.109,156.720,90.000
'38:09:06.896',0.048,-,-,-0.109,159.960,90.000
'38:09:06.904',0.048,-,-,-0.109,161.520,90.000
'38:09:06.912',0.058,-,-,-0.139,162.360,90.000
'38:09:06.920',0.058,-,-,-0.109,160.680,90.000
'38:09:06.928',0.058,-,-,-0.139,159.120,90.000
'38:09:06.936',0.067,-,-,-0.109,156.720,90.000
'38:09:06.944',0.077,-,-,-0.139,155.160,90.000
'38:09:06.952',0.087,-,-,-0.139,152.760,90.000
'38:09:06.960',0.087,-,-,-0.139,150.360,90.000
'38:09:06.968',0.096,-,-,-0.139,149.520,90.000
'38:09:06.976',0.087,-,-,-0.139,150.360,90.000
'38:09:06.984',0.077,-,-,-0.139,151.080,90.000
'38:09:06.992',0.077,-,-,-0.109,151.920,90.000
'38:09:07.000',0.058,-,-,-0.109,151.080,88.800
'38:09:07.008',0.038,-,-,-0.069,149.520,87.600
'38:09:07.016',0.010,-,-,-0.030,146.280,86.000
'38:09:07.024',-0.010,-,-,0.000,141.480,83.600
'38:09:07.032',-0.038,-,-,0.000,135.960,80.800
'38:09:07.040',-0.067,-,-,0.030,131.160,78.000
'38:09:07.048',-0.087,-,-,0.069,126.360,76.000
'38:09:07.056',-0.096,-,-,0.069,122.280,74.000
'38:09:07.064',-0.106,-,-,0.069,119.880,72.000
'38:09:07.072',-0.106,-,-,0.109,118.320,70.400
'38:09:07.080',-0.096,-,-,0.109,117.480,68.000
'38:09:07.088',-0.087,-,-,0.109,116.760,66.000
'38:09:07.096',-0.077,-,-,0.109,117.480,64.000
'38:09:07.104',-0.077,-,-,0.109,117.480,63.200
'38:09:07.112',-0.067,-,-,0.069,116.760,62.800
'38:09:07.120',-0.058,-,-,0.109,116.760,62.800
'38:09:07.128',-0.048,-,-,0.069,115.080,63.600
'38:09:07.136',-0.048,-,-,0.069,114.360,65.200
'38:09:07.144',-0.038,-,-,0.069,113.520,66.400
'38:09:07.152',-0.038,-,-,0.069,113.520,65.600
'38:09:07.160',-0.038,-,-,0.069,114.360,64.400
'38:09:07.168',-0.038,-,-,0.069,115.920,62.800
'38:09:07.176',-0.038,-,-,0.030,117.480,61.600
'38:09:07.184',-0.029,-,-,0.030,119.160,60.400
'38:09:07.192',-0.029,-,-,0.000,119.880,59.200
'38:09:07.200',-0.029,-,-,0.000,120.720,57.600
'38:09:07.208',-0.029,-,-,0.000,121.560,56.400
'38:09:07.216',-0.029,-,-,0.000,121.560,55.200
'38:09:07.224',-0.029,-,-,0.030,121.560,54.800
'38:09:07.232',-0.029,-,-,0.069,121.560,54.000
'38:09:07.240',-0.029,-,-,0.069,122.280,53.600
'38:09:07.248',-0.029,-,-,0.109,122.280,52.800
'38:09:07.256',-0.029,-,-,0.069,123.120,52.000
'38:09:07.264',-0.029,-,-,0.069,123.960,52.000
'38:09:07.272',-0.029,-,-,0.069,124.680,51.600
'38:09:07.280',-0.029,-,-,0.030,124.680,51.600
'38:09:07.288',-0.029,-,-,0.000,124.680,50.800
'38:09:07.296',-0.029,-,-,0.000,124.680,49.600
'38:09:07.304',-0.029,-,-,0.000,123.120,48.400
'38:09:07.312',-0.019,-,-,0.000,122.280,46.800
'38:09:07.320',-0.019,-,-,0.000,120.720,45.600
'38:09:07.328',-0.010,-,-,0.000,118.320,44.400
'38:09:07.336',-0.010,-,-,0.000,115.920,42.800
'38:09:07.344',0.000,-,-,-0.030,114.360,41.600
'38:09:07.352',0.010,-,-,-0.069,111.960,40.400
'38:09:07.360',0.019,-,-,-0.030,109.560,39.200
'38:09:07.368',0.029,-,-,-0.069,107.880,37.600
'38:09:07.376',0.038,-,-,-0.069,106.320,36.000
'38:09:07.384',0.038,-,-,-0.069,103.920,34.800
'38:09:07.392',0.038,-,-,-0.069,102.360,33.600
'38:09:07.400',0.029,-,-,-0.069,100.680,31.600
'38:09:07.408',0.010,-,-,-0.069,99.960,29.200
'38:09:07.416',-0.010,-,-,-0.030,98.280,28.000
'38:09:07.424',-0.038,-,-,0.000,97.560,26.800
'38:09:07.432',-0.048,-,-,0.000,96.720,25.200
'38:09:07.440',-0.048,-,-,0.000,95.880,22.400
'38:09:07.448',-0.058,-,-,0.000,95.160,20.000
'38:09:07.456',-0.115,-,-,0.000,93.480,20.000
'38:09:07.464',-0.183,-,-,0.139,91.080,21.200
'38:09:07.472',-0.183,-,-,0.178,88.680,22.800
'38:09:07.480',-0.010,-,-,0.139,86.280,22.800
'38:09:07.488',0.221,-,-,-0.109,82.320,21.600
'38:09:07.496',0.365,-,-,-0.475,79.080,19.200
'38:09:07.504',0.260,-,-,-0.554,75.120,16.400
'38:09:07.512',0.087,-,-,-0.109,71.880,16.000
'38:09:07.520',0.019,-,-,0.000,69.480,17.200
'38:09:07.528',0.010,-,-,0.000,67.080,20.000
'38:09:07.536',0.010,-,-,0.000,65.520,21.200
'38:09:07.544',0.000,-,-,0.000,64.680,18.000
'38:09:07.552',0.000,-,-,0.000,63.960,12.000
'38:09:07.560',0.010,-,-,0.000,64.680,7.600
'38:09:07.568',0.010,-,-,0.000,67.080,8.000
'38:09:07.576',0.010,-,-,0.000,71.160,12.800
'38:09:07.584',0.019,-,-,0.000,76.680,20.000
'38:09:07.592',0.019,-,-,0.000,83.160,28.000
'38:09:07.600',0.029,-,-,0.000,88.680,34.400
'38:09:07.608',0.029,-,-,0.000,94.320,37.600
'38:09:07.616',0.029,-,-,0.000,98.280,36.800
'38:09:07.624',0.038,-,-,0.000,100.680,34.000
'38:09:07.632',0.038,-,-,-0.030,101.520,30.400
'38:09:07.640',0.048,-,-,-0.030,102.360,26.800
'38:09:07.648',0.048,-,-,-0.030,102.360,24.400
'38:09:07.656',0.058,-,-,-0.069,101.520,24.400
'38:09:07.664',0.067,-,-,-0.069,100.680,25.600
'38:09:07.672',0.067,-,-,-0.069,100.680,27.600
'38:09:07.680',0.067,-,-,-0.069,101.520,28.800
'38:09:07.688',0.067,-,-,-0.069,103.080,28.400
'38:09:07.696',0.058,-,-,-0.069,106.320,27.200
'38:09:07.704',0.048,-,-,-0.069,108.720,26.000
'38:09:07.712',0.038,-,-,-0.069,111.120,24.400
'38:09:07.720',0.019,-,-,-0.030,111.960,22.800
'38:09:07.728',-0.010,-,-,0.000,111.120,21.600
'38:09:07.736',-0.029,-,-,0.000,108.720,20.800
'38:09:07.744',-0.048,-,-,0.000,105.480,20.400
'38:09:07.752',-0.077,-,-,0.000,102.360,19.600
'38:09:07.760',-0.096,-,-,0.030,98.280,18.000
'38:09:07.768',-0.106,-,-,0.030,94.320,16.000
'38:09:07.776',-0.106,-,-,0.030,90.360,14.000
'38:09:07.784',-0.106,-,-,0.030,87.120,12.400
'38:09:07.792',-0.096,-,-,0.030,85.560,11.600
'38:09:07.800',-0.087,-,-,0.030,84.720,11.200
'38:09:07.808',-0.087,-,-,0.030,83.880,11.200
'38:09:07.816',-0.077,-,-,0.000,83.880,10.800
'38:09:07.824',-0.067,-,-,0.000,83.880,11.600
'38:09:07.832',-0.067,-,-,0.000,83.880,12.800
'38:09:07.840',-0.058,-,-,0.000,83.880,13.600
'38:09:07.848',-0.058,-,-,0.000,83.880,14.000
'38:09:07.856',-0.048,-,-,0.000,83.880,14.400
'38:09:07.864',-0.048,-,-,0.000,85.560,14.000
'38:09:07.872',-0.048,-,-,0.000,87.960,12.800
'38:09:07.880',-0.048,-,-,0.000,90.360,11.200
'38:09:07.888',-0.048,-,-,0.000,93.480,10.400
'38:09:07.896',-0.048,-,-,0.000,96.720,10.000
'38:09:07.904',-0.048,-,-,0.000,99.120,10.000
'38:09:07.912',-0.048,-,-,0.000,100.680,10.000
'38:09:07.920',-0.048,-,-,0.000,101.520,9.600
'38:09:07.928',-0.038,-,-,0.000,102.360,9.600
'38:09:07.936',-0.038,-,-,0.000,103.080,8.800
'38:09:07.944',-0.048,-,-,0.000,103.920,8.400
'38:09:07.952',-0.048,-,-,0.000,104.760,8.400
'38:09:07.960',-0.038,-,-,0.000,105.480,9.200
'38:09:07.968',-0.038,-,-,0.000,106.320,9.200
'38:09:07.976',-0.038,-,-,0.000,107.880,8.800
'38:09:07.984',-0.038,-,-,0.000,108.720,8.000
'38:09:07.992',-0.038,-,-,0.000,108.720,7.200
'38:09:08.000',-0.038,-,-,0.000,108.720,7.200
'38:09:08.008',-0.038,-,-,0.000,108.720,6.800
'38:09:08.016',-0.038,-,-,0.000,107.880,6.400
'38:09:08.024',-0.038,-,-,0.000,107.160,6.400
'38:09:08.032',-0.029,-,-,0.030,105.480,6.400
'38:09:08.040',-0.019,-,-,0.000,104.760,6.800
'38:09:08.048',-0.019,-,-,0.000,103.080,7.200
'38:09:08.056',-0.010,-,-,0.000,101.520,7.200
'38:09:08.064',0.000,-,-,0.000,99.960,6.800
'38:09:08.072',0.019,-,-,-0.030,98.280,6.400
'38:09:08.080',0.019,-,-,-0.069,96.720,6.000
'38:09:08.088',0.029,-,-,-0.069,95.880,6.400
'38:09:08.096',0.019,-,-,-0.069,95.160,6.400
'38:09:08.104',0.010,-,-,-0.069,94.320,7.200
'38:09:08.112',0.000,-,-,-0.030,94.320,8.400
'38:09:08.120',-0.019,-,-,-0.030,93.480,9.200
'38:09:08.128',-0.038,-,-,0.000,93.480,8.400
'38:09:08.136',-0.058,-,-,0.000,92.760,6.000
'38:09:08.144',-0.048,-,-,0.000,91.920,2.400
'38:09:08.152',-0.058,-,-,0.000,90.360,-0.800
'38:09:08.160',-0.087,-,-,0.000,89.520,-2.000
'38:09:08.168',-0.144,-,-,0.069,88.680,0.800
'38:09:08.176',-0.163,-,-,0.139,87.960,5.600
'38:09:08.184',-0.067,-,-,0.109,87.120,10.400
'38:09:08.192',0.087,-,-,0.000,85.560,13.200
'38:09:08.200',0.250,-,-,-0.257,83.880,13.600
'38:09:08.208',0.260,-,-,-0.406,80.760,12.000
'38:09:08.216',0.096,-,-,-0.178,77.520,9.200
'38:09:08.224',0.029,-,-,0.000,73.560,7.600
'38:09:08.232',0.029,-,-,-0.030,70.320,8.800
'38:09:08.240',0.029,-,-,-0.030,67.080,11.200
'38:09:08.248',0.029,-,-,-0.030,63.960,13.600
'38:09:08.256',0.019,-,-,-0.030,62.280,16.000
'38:09:08.264',0.019,-,-,-0.030,60.720,20.400
'38:09:08.272',0.019,-,-,0.000,61.560,25.200
'38:09:08.280',0.019,-,-,0.000,62.280,26.800
'38:09:08.288',0.029,-,-,-0.030,65.520,27.200
'38:09:08.296',0.038,-,-,-0.030,70.320,29.200
'38:09:08.304',0.038,-,-,-0.069,75.960,32.000
'38:09:08.312',0.038,-,-,-0.030,81.480,33.600
'38:09:08.320',0.038,-,-,-0.069,86.280,35.200
'38:09:08.328',0.038,-,-,-0.069,90.360,36.400
'38:09:08.336',0.038,-,-,-0.030,93.480,36.400
'38:09:08.344',0.048,-,-,-0.069,95.160,35.600
'38:09:08.352',0.048,-,-,-0.069,95.160,36.000
'38:09:08.360',0.058,-,-,-0.069,95.160,36.800
'38:09:08.368',0.067,-,-,-0.069,95.160,37.600
'38:09:08.376',0.077,-,-,-0.069,94.320,38.000
'38:09:08.384',0.087,-,-,-0.109,93.480,37.600
'38:09:08.392',0.077,-,-,-0.139,93.480,36.800
'38:09:08.400',0.077,-,-,-0.069,93.480,35.600
'38:09:08.408',0.087,-,-,-0.109,94.320,34.400
'38:09:08.416',0.077,-,-,-0.069,95.880,33.600
'38:09:08.424',0.058,-,-,-0.069,97.560,33.600
'38:09:08.432',0.029,-,-,-0.069,98.280,34.000
'38:09:08.440',0.010,-,-,-0.030,99.120,34.800
'38:09:08.448',-0.019,-,-,0.000,97.560,34.800
'38:09:08.456',-0.038,-,-,0.000,95.160,34.400
'38:09:08.464',-0.067,-,-,0.000,91.920,33.200
'38:09:08.472',-0.087,-,-,0.030,87.960,31.600
'38:09:08.480',-0.096,-,-,0.069,83.880,30.000
'38:09:08.488',-0.087,-,-,0.069,80.760,28.800
'38:09:08.496',-0.077,-,-,0.030,78.360,27.600
'38:09:08.504',-0.067,-,-,0.030,77.520,26.400
'38:09:08.512',-0.067,-,-,0.030,76.680,25.200
'38:09:08.520',-0.067,-,-,0.000,77.520,23.200
'38:09:08.528',-0.067,-,-,0.030,77.520,21.200
'38:09:08.536',-0.058,-,-,0.030,78.360,19.200
'38:09:08.544',-0.038,-,-,0.000,79.080,18.400
'38:09:08.552',-0.029,-,-,0.000,79.080,18.800
'38:09:08.560',-0.029,-,-,0.000,79.080,18.800
'38:09:08.568',-0.029,-,-,0.000,79.920,18.400
'38:09:08.576',-0.019,-,-,0.000,80.760,19.200
'38:09:08.584',-0.010,-,-,0.000,82.320,21.600
'38:09:08.592',-0.010,-,-,0.000,85.560,23.200
'38:09:08.600',-0.019,-,-,0.000,87.960,24.000
'38:09:08.608',-0.010,-,-,0.000,91.080,23.200
'38:09:08.616',-0.010,-,-,0.000,93.480,20.800
'38:09:08.624',-0.010,-,-,0.000,95.160,18.400
'38:09:08.632',-0.019,-,-,0.000,95.880,17.200
'38:09:08.640',-0.038,-,-,0.000,97.560,18.000
'38:09:08.648',-0.038,-,-,0.030,98.280,20.000
'38:09:08.656',-0.010,-,-,0.000,99.120,21.600
'38:09:08.664',0.000,-,-,0.000,99.960,22.400
'38:09:08.672',-0.010,-,-,0.000,100.680,21.200
'38:09:08.680',0.000,-,-,0.000,102.360,18.800
'38:09:08.688',0.010,-,-,-0.030,103.080,16.000
'38:09:08.696',0.000,-,-,0.000,103.920,14.800
'38:09:08.704',0.000,-,-,0.000,103.920,14.800
'38:09:08.712',-0.010,-,-,0.000,103.920,16.400
'38:09:08.720',-0.019,-,-,0.000,103.920,18.000
'38:09:08.728',-0.010,-,-,0.000,103.080,19.600
'38:09:08.736',0.010,-,-,-0.030,102.360,20.000
'38:09:08.744',0.000,-,-,0.000,101.520,19.600
'38:09:08.752',0.000,-,-,0.000,99.960,18.800
'38:09:08.760',0.000,-,-,0.000,99.120,17.600
'38:09:08.768',-0.010,-,-,0.000,97.560,17.200
'38:09:08.776',-0.010,-,-,0.000,95.880,16.800
'38:09:08.784',0.029,-,-,0.000,94.320,16.400
'38:09:08.792',0.058,-,-,-0.109,93.480,15.600
'38:09:08.800',0.067,-,-,-0.139,91.920,15.200
'38:09:08.808',0.048,-,-,-0.069,91.080,15.600
'38:09:08.816',0.048,-,-,-0.069,91.080,16.800
'38:09:08.824',0.029,-,-,-0.069,90.360,18.400
'38:09:08.832',0.010,-,-,-0.030,90.360,19.600
'38:09:08.840',-0.010,-,-,0.000,89.520,19.200
'38:09:08.848',-0.010,-,-,0.000,89.520,17.600
'38:09:08.856',-0.010,-,-,0.000,88.680,16.000
'38:09:08.864',-0.019,-,-,0.000,87.960,14.800
'38:09:08.872',-0.048,-,-,0.000,87.120,14.400
'38:09:08.880',-0.087,-,-,0.030,86.280,14.000
'38:09:08.888',-0.096,-,-,0.069,85.560,13.200
'38:09:08.896',-0.067,-,-,0.069,83.880,13.200
'38:09:08.904',0.048,-,-,0.030,81.480,15.200
'38:09:08.912',0.231,-,-,-0.139,78.360,17.600
'38:09:08.920',0.288,-,-,-0.436,75.120,19.600
'38:09:08.928',0.154,-,-,-0.257,71.880,20.000
'38:09:08.936',0.048,-,-,-0.069,67.920,18.000
'38:09:08.944',0.029,-,-,0.000,65.520,16.400
'38:09:08.952',0.029,-,-,-0.030,62.280,18.800
'38:09:08.960',0.019,-,-,-0.069,60.720,24.400
'38:09:08.968',0.038,-,-,0.000,59.880,29.600
'38:09:08.976',0.058,-,-,-0.069,59.880,31.200
'38:09:08.984',0.048,-,-,-0.069,61.560,30.400
'38:09:08.992',0.048,-,-,-0.069,64.680,30.400
'38:09:09.000',0.058,-,-,-0.069,69.480,32.800
'38:09:09.008',0.058,-,-,-0.069,75.960,37.200
'38:09:09.016',0.048,-,-,-0.069,82.320,42.000
'38:09:09.024',0.038,-,-,-0.069,87.960,44.800
'38:09:09.032',0.038,-,-,-0.030,92.760,47.200
'38:09:09.040',0.048,-,-,0.000,95.880,49.200
'38:09:09.048',0.067,-,-,-0.069,98.280,50.800
'38:09:09.056',0.077,-,-,-0.069,99.120,50.800
'38:09:09.064',0.077,-,-,-0.069,99.960,49.600
'38:09:09.072',0.077,-,-,-0.069,99.960,49.200
'38:09:09.080',0.077,-,-,-0.069,99.960,50.000
'38:09:09.088',0.087,-,-,-0.069,99.960,51.600
'38:09:09.096',0.096,-,-,-0.109,99.960,52.400
'38:09:09.104',0.106,-,-,-0.109,100.680,52.800
'38:09:09.112',0.096,-,-,-0.109,102.360,52.800
'38:09:09.120',0.087,-,-,-0.069,105.480,53.200
'38:09:09.128',0.087,-,-,-0.069,107.880,53.600
'38:09:09.136',0.067,-,-,-0.069,110.280,54.000
'38:09:09.144',0.038,-,-,0.000,111.960,54.400
'38:09:09.152',0.029,-,-,0.000,111.960,54.800
'38:09:09.160',0.029,-,-,-0.030,111.120,54.800
'38:09:09.168',0.000,-,-,0.000,109.560,54.800
'38:09:09.176',-0.019,-,-,0.000,107.160,54.800
'38:09:09.184',-0.048,-,-,0.030,103.920,54.400
'38:09:09.192',-0.077,-,-,0.069,100.680,54.000
'38:09:09.200',-0.087,-,-,0.109,97.560,52.800
'38:09:09.208',-0.029,-,-,0.000,94.320,51.200
'38:09:09.216',-0.029,-,-,0.000,92.760,49.200
'38:09:09.224',-0.038,-,-,0.000,91.080,47.600
'38:09:09.232',-0.038,-,-,0.000,90.360,45.600
'38:09:09.240',-0.038,-,-,0.000,90.360,44.400
'38:09:09.248',-0.019,-,-,0.000,90.360,44.800
'38:09:09.256',-0.019,-,-,0.000,90.360,46.000
'38:09:09.264',-0.019,-,-,0.000,90.360,45.600
'38:09:09.272',-0.010,-,-,0.000,90.360,42.400
'38:09:09.280',0.000,-,-,0.000,91.080,38.400
'38:09:09.288',0.000,-,-,0.000,92.760,38.400
'38:09:09.296',0.000,-,-,0.000,95.160,42.800
'38:09:09.304',0.000,-,-,0.000,97.560,48.400
'38:09:09.312',-0.010,-,-,0.000,100.680,52.000
'38:09:09.320',-0.010,-,-,0.000,103.080,52.000
'38:09:09.328',0.000,-,-,0.000,103.920,48.800
'38:09:09.336',0.010,-,-,-0.030,104.760,42.800
'38:09:09.344',0.019,-,-,-0.030,105.480,38.400
'38:09:09.352',0.010,-,-,-0.030,106.320,36.800
'38:09:09.360',0.000,-,-,0.000,107.160,38.000
'38:09:09.368',-0.010,-,-,-0.030,107.880,40.000
'38:09:09.376',0.010,-,-,0.000,108.720,42.400
'38:09:09.384',0.029,-,-,-0.030,110.280,43.600
'38:09:09.392',0.019,-,-,-0.030,111.120,43.600
'38:09:09.400',0.010,-,-,0.000,112.680,42.800
'38:09:09.408',0.000,-,-,0.000,113.520,41.200
'38:09:09.416',-0.010,-,-,0.000,113.520,39.600
'38:09:09.424',-0.019,-,-,0.000,113.520,39.200
'38:09:09.432',0.000,-,-,0.000,113.520,39.200
'38:09:09.440',0.010,-,-,0.000,112.680,40.000
'38:09:09.448',0.010,-,-,0.000,111.120,40.400
'38:09:09.456',0.000,-,-,0.000,110.280,40.800
'38:09:09.464',-0.010,-,-,0.000,108.720,41.200
'38:09:09.472',-0.010,-,-,0.000,107.880,40.800
'38:09:09.480',0.010,-,-,0.000,107.160,40.400
'38:09:09.488',0.038,-,-,0.000,106.320,40.000
'38:09:09.496',0.038,-,-,-0.030,104.760,40.000
'38:09:09.504',0.029,-,-,0.000,103.920,39.600
'38:09:09.512',0.038,-,-,-0.069,103.080,39.200
'38:09:09.520',0.029,-,-,-0.069,102.360,39.200
'38:09:09.528',0.029,-,-,0.000,101.520,38.800
'38:09:09.536',0.048,-,-,-0.030,100.680,38.400
'38:09:09.544',0.058,-,-,-0.069,99.960,38.000
