'Elapsed time','II','V','ABP','PAP'
'35:25:42.440',0.000,0.000,84.800,-
'35:25:42.448',-0.036,0.000,82.400,-
'35:25:42.456',0.000,0.000,81.600,-
'35:25:42.464',-0.036,0.000,80.800,-
'35:25:42.472',-0.036,0.049,80.000,-
'35:25:42.480',0.000,0.049,78.400,-
'35:25:42.488',-0.036,-0.024,77.600,-
'35:25:42.496',-0.036,0.000,76.800,-
'35:25:42.504',0.000,0.000,76.800,-
'35:25:42.512',-0.036,0.024,76.000,-
'35:25:42.520',-0.036,0.000,75.200,-
'35:25:42.528',-0.036,0.000,74.400,-
'35:25:42.536',-0.036,0.000,73.600,-
'35:25:42.544',-0.036,0.024,73.600,-
'35:25:42.552',-0.036,0.049,72.800,-
'35:25:42.560',-0.083,0.110,72.000,-
'35:25:42.568',-0.036,0.049,72.000,-
'35:25:42.576',-0.083,0.000,71.200,-
'35:25:42.584',0.131,-0.159,70.400,-
'35:25:42.592',0.631,-0.549,70.400,-
'35:25:42.600',1.357,-0.963,69.600,-
'35:25:42.608',1.762,-1.159,69.600,-
'35:25:42.616',1.452,-0.854,68.800,-
'35:25:42.624',0.631,-0.415,68.800,-
'35:25:42.632',0.036,-0.049,68.000,-
'35:25:42.640',-0.179,0.159,67.200,-
'35:25:42.648',-0.226,0.110,67.200,-
'35:25:42.656',-0.226,0.159,66.400,-
'35:25:42.664',-0.226,0.159,66.400,-
'35:25:42.672',-0.262,0.220,65.600,-
'35:25:42.680',-0.226,0.159,65.600,-
'35:25:42.688',-0.226,0.159,64.800,-
'35:25:42.696',-0.226,0.134,65.600,-
'35:25:42.704',-0.226,0.159,66.400,-
'35:25:42.712',-0.226,0.134,68.000,-
'35:25:42.720',-0.179,0.159,72.800,-
'35:25:42.728',-0.226,0.134,80.000,-
'35:25:42.736',-0.179,0.110,88.800,-
'35:25:42.744',-0.179,0.110,95.200,-
'35:25:42.752',-0.226,0.134,99.200,-
'35:25:42.760',-0.131,0.110,100.800,-
'35:25:42.768',-0.131,0.110,102.400,-
'35:25:42.776',-0.131,0.110,105.600,-
'35:25:42.784',-0.131,0.110,108.000,-
'35:25:42.792',-0.083,0.073,109.600,-
'35:25:42.800',-0.083,0.110,110.400,-
'35:25:42.808',-0.083,0.024,111.200,-
'35:25:42.816',0.000,0.000,113.600,-
'35:25:42.824',0.000,0.000,115.200,-
'35:25:42.832',0.000,0.000,116.000,-
'35:25:42.840',0.000,-0.049,116.800,-
'35:25:42.848',0.036,-0.049,116.800,-
'35:25:42.856',0.000,-0.049,116.800,-
'35:25:42.864',0.000,-0.110,116.800,-
'35:25:42.872',0.000,-0.049,116.000,-
'35:25:42.880',0.000,-0.024,114.400,-
'35:25:42.888',0.000,-0.049,112.800,-
'35:25:42.896',0.000,0.000,111.200,-
'35:25:42.904',-0.036,0.024,108.800,-
'35:25:42.912',0.000,0.000,105.600,-
'35:25:42.920',-0.036,-0.024,102.400,-
'35:25:42.928',0.000,0.024,98.400,-
'35:25:42.936',-0.083,0.000,95.200,-
'35:25:42.944',0.000,0.000,91.200,-
'35:25:42.952',-0.036,0.049,88.000,-
'35:25:42.960',-0.083,0.073,85.600,-
'35:25:42.968',-0.083,0.049,84.800,-
'35:25:42.976',-0.083,0.110,84.800,-
'35:25:42.984',-0.083,0.049,83.200,-
'35:25:42.992',-0.036,0.024,80.800,-
'35:25:43.000',-0.083,0.049,79.200,-
'35:25:43.008',-0.036,0.024,78.400,-
'35:25:43.016',-0.036,0.000,77.600,-
'35:25:43.024',0.000,0.049,76.800,-
'35:25:43.032',-0.036,0.000,75.200,-
'35:25:43.040',-0.036,0.024,74.400,-
'35:25:43.048',-0.083,0.000,73.600,-
'35:25:43.056',-0.036,0.000,73.600,-
'35:25:43.064',0.000,0.000,72.800,-
'35:25:43.072',0.000,0.024,72.000,-
'35:25:43.080',0.036,0.000,71.200,-
'35:25:43.088',0.000,0.000,71.200,-
'35:25:43.096',0.000,0.000,70.400,-
'35:25:43.104',0.000,0.159,70.400,-
'35:25:43.112',0.179,0.159,69.600,-
'35:25:43.120',-0.083,-0.049,68.800,-
'35:25:43.128',0.000,-0.024,68.000,-
'35:25:43.136',0.000,0.000,68.000,-
'35:25:43.144',0.000,0.024,67.200,-
'35:25:43.152',0.036,0.000,67.200,-
'35:25:43.160',0.036,0.000,66.400,-
'35:25:43.168',0.036,0.000,66.400,-
'35:25:43.176',0.000,0.000,65.600,-
'35:25:43.184',0.000,0.000,65.600,-
'35:25:43.192',0.000,0.000,64.800,-
'35:25:43.200',0.000,0.000,64.000,-
'35:25:43.208',0.000,-0.024,64.000,-
'35:25:43.216',0.000,0.000,63.200,-
'35:25:43.224',0.000,0.049,63.200,-
'35:25:43.232',0.000,0.000,62.400,-
'35:25:43.240',0.000,0.000,62.400,-
'35:25:43.248',0.000,0.000,61.600,-
'35:25:43.256',0.000,0.024,61.600,-
'35:25:43.264',0.000,0.049,60.800,-
'35:25:43.272',0.000,0.000,60.800,-
'35:25:43.280',0.000,-0.024,60.800,-
'35:25:43.288',0.000,0.049,60.000,-
'35:25:43.296',0.036,-0.110,60.000,-
'35:25:43.304',0.357,-0.305,60.000,-
'35:25:43.312',0.952,-0.720,60.000,-
'35:25:43.320',1.631,-1.159,59.200,-
'35:25:43.328',1.762,-1.183,59.200,-
'35:25:43.336',1.226,-0.720,59.200,-
'35:25:43.344',0.405,-0.305,58.400,-
'35:25:43.352',0.000,-0.024,58.400,-
'35:25:43.360',-0.179,0.073,58.400,-
'35:25:43.368',-0.226,0.110,57.600,-
'35:25:43.376',-0.226,0.073,57.600,-
'35:25:43.384',-0.179,0.110,57.600,-
'35:25:43.392',-0.226,0.110,57.600,-
'35:25:43.400',-0.179,0.134,57.600,-
'35:25:43.408',-0.131,0.110,58.400,-
'35:25:43.416',-0.179,0.159,60.800,-
'35:25:43.424',-0.083,0.159,68.000,-
'35:25:43.432',-0.179,0.110,80.000,-
'35:25:43.440',-0.226,0.110,93.600,-
'35:25:43.448',-0.083,0.134,104.000,-
'35:25:43.456',-0.131,0.134,107.200,-
'35:25:43.464',-0.131,0.110,106.400,-
'35:25:43.472',-0.083,0.110,108.800,-
'35:25:43.480',-0.083,0.110,112.800,-
'35:25:43.488',-0.083,0.073,116.000,-
'35:25:43.496',-0.131,0.049,117.600,-
'35:25:43.504',-0.036,0.073,118.400,-
'35:25:43.512',-0.036,0.073,121.600,-
'35:25:43.520',-0.083,0.024,125.600,-
'35:25:43.528',0.000,0.000,127.200,-
'35:25:43.536',0.000,0.000,128.000,-
'35:25:43.544',0.000,0.024,128.800,-
'35:25:43.552',0.131,0.000,130.400,-
'35:25:43.560',0.179,-0.024,131.200,-
'35:25:43.568',0.083,-0.073,131.200,-
'35:25:43.576',0.000,-0.110,131.200,-
'35:25:43.584',0.083,-0.073,130.400,-
'35:25:43.592',0.131,-0.049,129.600,-
'35:25:43.600',0.000,-0.073,128.800,-
'35:25:43.608',0.000,-0.049,127.200,-
'35:25:43.616',0.000,0.000,124.800,-
'35:25:43.624',0.036,-0.024,122.400,-
'35:25:43.632',0.000,-0.049,120.000,-
'35:25:43.640',0.000,0.000,116.800,-
'35:25:43.648',0.000,0.000,112.800,-
'35:25:43.656',0.000,0.049,108.800,-
'35:25:43.664',0.000,0.024,104.000,-
'35:25:43.672',0.000,0.024,100.000,-
'35:25:43.680',0.000,0.024,95.200,-
'35:25:43.688',0.000,0.049,92.000,-
'35:25:43.696',0.036,0.049,90.400,-
'35:25:43.704',0.036,0.073,89.600,-
'35:25:43.712',0.083,0.024,88.800,-
'35:25:43.720',0.083,0.024,87.200,-
'35:25:43.728',0.000,0.000,84.800,-
'35:25:43.736',0.000,0.000,83.200,-
'35:25:43.744',0.000,0.000,81.600,-
'35:25:43.752',0.000,0.000,81.600,-
'35:25:43.760',0.036,0.000,80.000,-
'35:25:43.768',0.000,0.000,78.400,-
'35:25:43.776',0.000,0.000,77.600,-
'35:25:43.784',0.000,0.024,76.800,-
'35:25:43.792',0.036,0.049,76.800,-
'35:25:43.800',0.000,0.000,76.000,-
'35:25:43.808',0.000,0.000,75.200,-
'35:25:43.816',0.083,0.024,74.400,-
'35:25:43.824',0.036,0.000,73.600,-
'35:25:43.832',0.000,0.024,73.600,-
'35:25:43.840',0.000,0.000,72.800,-
'35:25:43.848',0.000,0.000,72.000,-
'35:25:43.856',0.000,0.049,72.000,-
'35:25:43.864',0.083,-0.110,71.200,-
'35:25:43.872',0.405,-0.378,71.200,-
'35:25:43.880',1.083,-0.829,70.400,-
'35:25:43.888',1.679,-1.134,69.600,-
'35:25:43.896',1.762,-0.939,69.600,-
'35:25:43.904',0.905,-0.488,68.800,-
'35:25:43.912',0.262,-0.134,68.000,-
'35:25:43.920',-0.036,0.073,68.000,-
'35:25:43.928',-0.083,0.110,67.200,-
'35:25:43.936',-0.131,0.159,66.400,-
'35:25:43.944',-0.131,0.159,66.400,-
'35:25:43.952',-0.131,0.159,65.600,-
'35:25:43.960',-0.083,0.159,64.800,-
'35:25:43.968',-0.131,0.220,64.800,-
'35:25:43.976',-0.036,0.110,64.800,-
'35:25:43.984',-0.083,0.134,65.600,-
'35:25:43.992',0.000,0.159,67.200,-
'35:25:44.000',-0.083,0.134,70.400,-
'35:25:44.008',-0.036,0.134,76.800,-
'35:25:44.016',-0.083,0.110,84.800,-
'35:25:44.024',0.036,0.159,92.800,-
'35:25:44.032',-0.083,0.110,97.600,-
'35:25:44.040',-0.179,0.183,100.000,-
'35:25:44.048',-0.083,0.220,101.600,-
'35:25:44.056',0.000,0.049,104.000,-
'35:25:44.064',0.000,0.073,107.200,-
'35:25:44.072',0.000,0.110,108.800,-
'35:25:44.080',0.000,0.073,110.400,-
'35:25:44.088',0.000,0.049,111.200,-
'35:25:44.096',0.036,0.049,112.800,-
'35:25:44.104',0.036,0.049,114.400,-
'35:25:44.112',0.083,0.000,116.000,-
'35:25:44.120',0.083,0.000,116.800,-
'35:25:44.128',0.131,0.000,116.800,-
'35:25:44.136',0.083,0.000,116.800,-
'35:25:44.144',0.083,-0.049,116.800,-
'35:25:44.152',0.131,0.000,116.000,-
'35:25:44.160',0.083,-0.024,114.400,-
'35:25:44.168',0.083,-0.024,112.800,-
'35:25:44.176',0.083,-0.024,111.200,-
'35:25:44.184',0.083,0.000,108.800,-
'35:25:44.192',0.036,0.000,106.400,-
'35:25:44.200',0.036,0.024,102.400,-
'35:25:44.208',0.036,0.049,99.200,-
'35:25:44.216',0.083,0.073,95.200,-
'35:25:44.224',0.083,0.073,91.200,-
'35:25:44.232',0.000,0.073,88.000,-
'35:25:44.240',-0.036,0.073,85.600,-
'35:25:44.248',0.000,0.110,84.800,-
'35:25:44.256',0.000,0.110,84.000,-
'35:25:44.264',0.000,0.073,83.200,-
'35:25:44.272',0.000,0.110,80.800,-
'35:25:44.280',0.000,0.049,79.200,-
'35:25:44.288',0.000,0.073,77.600,-
'35:25:44.296',0.000,0.110,77.600,-
'35:25:44.304',0.000,0.073,76.800,-
'35:25:44.312',0.000,0.049,75.200,-
'35:25:44.320',0.000,0.073,74.400,-
'35:25:44.328',0.000,0.073,73.600,-
'35:25:44.336',0.036,0.110,72.800,-
'35:25:44.344',0.036,0.049,72.800,-
'35:25:44.352',0.036,0.110,72.000,-
'35:25:44.360',0.036,0.073,71.200,-
'35:25:44.368',0.036,0.049,70.400,-
'35:25:44.376',0.036,0.073,70.400,-
'35:25:44.384',0.036,0.110,69.600,-
'35:25:44.392',0.036,0.110,69.600,-
'35:25:44.400',0.083,0.134,68.800,-
'35:25:44.408',0.083,0.073,68.000,-
'35:25:44.416',0.083,0.049,68.000,-
'35:25:44.424',0.083,0.049,67.200,-
'35:25:44.432',0.131,0.110,67.200,-
'35:25:44.440',0.179,0.110,66.400,-
'35:25:44.448',0.131,0.110,65.600,-
'35:25:44.456',0.179,0.073,65.600,-
'35:25:44.464',0.131,0.049,64.800,-
'35:25:44.472',0.083,0.073,64.800,-
'35:25:44.480',0.036,0.049,64.000,-
'35:25:44.488',0.083,0.024,64.000,-
'35:25:44.496',0.083,0.049,63.200,-
'35:25:44.504',0.083,0.073,63.200,-
'35:25:44.512',0.083,0.049,62.400,-
'35:25:44.520',0.083,0.049,62.400,-
'35:25:44.528',0.083,0.049,61.600,-
'35:25:44.536',0.036,0.049,61.600,-
'35:25:44.544',0.083,0.049,60.800,-
'35:25:44.552',0.131,0.110,60.800,-
'35:25:44.560',0.179,0.073,60.800,-
'35:25:44.568',0.036,0.073,60.000,-
'35:25:44.576',0.000,0.049,60.000,-
'35:25:44.584',0.000,0.110,60.000,-
'35:25:44.592',0.131,0.000,59.200,-
'35:25:44.600',0.405,-0.268,59.200,-
'35:25:44.608',1.083,-0.720,59.200,-
'35:25:44.616',1.726,-1.049,59.200,-
'35:25:44.624',1.762,-1.073,58.400,-
'35:25:44.632',1.083,-0.573,58.400,-
'35:25:44.640',0.357,-0.134,58.400,-
'35:25:44.648',0.000,0.073,57.600,-
'35:25:44.656',-0.083,0.159,57.600,-
'35:25:44.664',-0.131,0.220,57.600,-
'35:25:44.672',-0.131,0.244,56.800,-
'35:25:44.680',-0.131,0.220,56.800,-
'35:25:44.688',-0.083,0.220,56.800,-
'35:25:44.696',-0.179,0.220,56.800,-
'35:25:44.704',-0.131,0.183,57.600,-
'35:25:44.712',-0.083,0.220,61.600,-
'35:25:44.720',-0.083,0.159,68.800,-
'35:25:44.728',-0.083,0.134,81.600,-
'35:25:44.736',-0.083,0.183,95.200,-
'35:25:44.744',-0.036,0.220,104.800,-
'35:25:44.752',-0.083,0.134,107.200,-
'35:25:44.760',-0.036,0.134,106.400,-
'35:25:44.768',-0.083,0.159,108.800,-
'35:25:44.776',-0.083,0.073,113.600,-
'35:25:44.784',-0.083,0.049,116.800,-
'35:25:44.792',-0.036,0.134,117.600,-
'35:25:44.800',0.000,0.220,119.200,-
'35:25:44.808',0.000,0.110,123.200,-
'35:25:44.816',0.000,0.073,126.400,-
'35:25:44.824',0.036,0.110,128.800,-
'35:25:44.832',0.083,0.073,128.800,-
'35:25:44.840',0.000,0.049,129.600,-
'35:25:44.848',0.000,0.024,131.200,-
'35:25:44.856',0.000,0.000,132.000,-
'35:25:44.864',0.036,0.000,132.000,-
'35:25:44.872',0.000,0.000,131.200,-
'35:25:44.880',0.036,-0.024,130.400,-
'35:25:44.888',0.083,-0.024,129.600,-
'35:25:44.896',0.036,0.000,128.800,-
'35:25:44.904',0.036,0.000,127.200,-
'35:25:44.912',0.036,0.000,124.800,-
'35:25:44.920',0.083,0.000,122.400,-
'35:25:44.928',0.000,0.024,119.200,-
'35:25:44.936',0.000,0.049,116.000,-
'35:25:44.944',0.083,0.073,112.000,-
'35:25:44.952',0.000,0.049,108.000,-
'35:25:44.960',0.083,0.073,104.000,-
'35:25:44.968',-0.036,0.073,99.200,-
'35:25:44.976',0.000,0.110,95.200,-
'35:25:44.984',0.083,0.110,92.800,-
'35:25:44.992',0.000,0.110,91.200,-
'35:25:45.000',0.000,0.134,90.400,-
'35:25:45.008',0.000,0.134,89.600,-
'35:25:45.016',0.036,0.110,87.200,-
'35:25:45.024',0.083,0.110,84.800,-
'35:25:45.032',0.000,0.073,83.200,-
'35:25:45.040',0.000,0.110,82.400,-
'35:25:45.048',-0.036,0.073,81.600,-
'35:25:45.056',0.000,0.073,80.000,-
'35:25:45.064',0.036,0.110,79.200,-
'35:25:45.072',0.000,0.134,78.400,-
'35:25:45.080',-0.036,0.110,77.600,-
'35:25:45.088',-0.036,0.134,76.800,-
'35:25:45.096',0.000,0.134,76.800,-
'35:25:45.104',0.000,0.159,76.000,-
'35:25:45.112',-0.036,0.134,75.200,-
'35:25:45.120',0.000,0.159,74.400,-
'35:25:45.128',0.036,0.159,73.600,-
'35:25:45.136',-0.036,0.134,73.600,-
'35:25:45.144',-0.083,0.134,72.800,-
'35:25:45.152',0.000,0.220,72.000,-
'35:25:45.160',0.000,0.110,72.000,-
'35:25:45.168',0.179,-0.049,71.200,-
'35:25:45.176',0.726,-0.463,70.400,-
'35:25:45.184',1.357,-0.854,70.400,-
'35:25:45.192',1.679,-0.963,69.600,-
'35:25:45.200',1.262,-0.634,68.800,-
'35:25:45.208',0.500,-0.220,68.800,-
'35:25:45.216',0.000,0.073,68.000,-
'35:25:45.224',-0.179,0.244,68.000,-
'35:25:45.232',-0.131,0.329,67.200,-
'35:25:45.240',-0.310,0.305,66.400,-
'35:25:45.248',-0.226,0.354,66.400,-
'35:25:45.256',-0.226,0.305,65.600,-
'35:25:45.264',-0.226,0.305,65.600,-
'35:25:45.272',-0.226,0.329,65.600,-
'35:25:45.280',-0.179,0.354,65.600,-
'35:25:45.288',-0.226,0.305,66.400,-
'35:25:45.296',-0.226,0.329,68.800,-
'35:25:45.304',-0.179,0.305,72.800,-
'35:25:45.312',-0.179,0.305,80.800,-
'35:25:45.320',-0.131,0.354,88.800,-
'35:25:45.328',-0.179,0.305,95.200,-
'35:25:45.336',-0.131,0.305,98.400,-
'35:25:45.344',-0.131,0.305,100.800,-
'35:25:45.352',-0.131,0.305,102.400,-
'35:25:45.360',-0.083,0.305,105.600,-
'35:25:45.368',-0.083,0.305,108.000,-
'35:25:45.376',-0.131,0.305,108.800,-
'35:25:45.384',-0.083,0.305,109.600,-
'35:25:45.392',-0.036,0.268,111.200,-
'35:25:45.400',-0.083,0.220,112.800,-
'35:25:45.408',0.000,0.183,114.400,-
'35:25:45.416',0.000,0.159,115.200,-
'35:25:45.424',0.000,0.183,116.000,-
'35:25:45.432',0.000,0.159,116.000,-
'35:25:45.440',0.000,0.159,116.000,-
'35:25:45.448',0.000,0.134,115.200,-
'35:25:45.456',0.000,0.159,113.600,-
'35:25:45.464',0.000,0.159,112.800,-
'35:25:45.472',0.000,0.159,110.400,-
'35:25:45.480',0.000,0.159,108.000,-
'35:25:45.488',-0.036,0.220,105.600,-
'35:25:45.496',-0.036,0.244,102.400,-
'35:25:45.504',-0.036,0.220,98.400,-
'35:25:45.512',-0.083,0.220,95.200,-
'35:25:45.520',-0.083,0.244,91.200,-
'35:25:45.528',-0.083,0.268,87.200,-
'35:25:45.536',-0.036,0.244,84.800,-
'35:25:45.544',-0.083,0.268,83.200,-
'35:25:45.552',-0.083,0.305,83.200,-
'35:25:45.560',-0.083,0.268,82.400,-
'35:25:45.568',-0.083,0.305,80.000,-
'35:25:45.576',-0.083,0.268,77.600,-
'35:25:45.584',-0.083,0.305,76.000,-
'35:25:45.592',-0.036,0.268,75.200,-
'35:25:45.600',-0.083,0.268,75.200,-
'35:25:45.608',-0.083,0.305,73.600,-
'35:25:45.616',-0.131,0.244,72.800,-
'35:25:45.624',-0.083,0.268,71.200,-
'35:25:45.632',-0.036,0.220,71.200,-
'35:25:45.640',-0.083,0.244,70.400,-
'35:25:45.648',-0.083,0.244,70.400,-
'35:25:45.656',-0.036,0.244,69.600,-
'35:25:45.664',-0.036,0.244,68.800,-
'35:25:45.672',0.000,0.244,68.800,-
'35:25:45.680',-0.036,0.220,68.000,-
'35:25:45.688',0.000,0.244,68.000,-
'35:25:45.696',-0.036,0.220,67.200,-
'35:25:45.704',0.000,0.244,66.400,-
'35:25:45.712',0.000,0.244,66.400,-
'35:25:45.720',0.000,0.244,65.600,-
'35:25:45.728',0.000,0.244,65.600,-
'35:25:45.736',0.000,0.220,64.800,-
'35:25:45.744',0.000,0.183,64.800,-
'35:25:45.752',0.000,0.220,64.000,-
'35:25:45.760',-0.036,0.159,63.200,-
'35:25:45.768',0.000,0.159,63.200,-
'35:25:45.776',-0.036,0.183,62.400,-
'35:25:45.784',0.000,0.159,62.400,-
'35:25:45.792',-0.036,0.183,61.600,-
'35:25:45.800',-0.083,0.183,61.600,-
'35:25:45.808',-0.036,0.220,60.800,-
'35:25:45.816',-0.083,0.159,60.800,-
'35:25:45.824',-0.036,0.183,60.000,-
'35:25:45.832',-0.083,0.183,60.000,-
'35:25:45.840',-0.083,0.220,59.200,-
'35:25:45.848',-0.083,0.159,59.200,-
'35:25:45.856',-0.083,0.183,59.200,-
'35:25:45.864',0.036,0.110,58.400,-
'35:25:45.872',0.310,-0.159,58.400,-
'35:25:45.880',0.952,-0.549,58.400,-
'35:25:45.888',1.631,-0.915,58.400,-
'35:25:45.896',1.762,-0.963,57.600,-
'35:25:45.904',1.083,-0.524,57.600,-
'35:25:45.912',0.262,-0.110,56.800,-
'35:25:45.920',-0.131,0.134,56.800,-
'35:25:45.928',-0.310,0.244,56.800,-
'35:25:45.936',-0.310,0.329,56.000,-
'35:25:45.944',-0.310,0.305,56.000,-
'35:25:45.952',-0.262,0.329,56.000,-
'35:25:45.960',-0.310,0.354,55.200,-
'35:25:45.968',-0.310,0.305,56.000,-
'35:25:45.976',-0.310,0.354,56.800,-
'35:25:45.984',-0.310,0.305,59.200,-
'35:25:45.992',-0.226,0.354,65.600,-
'35:25:46.000',-0.310,0.305,76.000,-
'35:25:46.008',-0.262,0.305,88.800,-
'35:25:46.016',-0.310,0.305,98.400,-
'35:25:46.024',-0.262,0.305,102.400,-
'35:25:46.032',-0.226,0.305,102.400,-
'35:25:46.040',-0.262,0.244,104.000,-
'35:25:46.048',-0.262,0.220,108.000,-
'35:25:46.056',-0.226,0.220,112.000,-
'35:25:46.064',-0.226,0.183,112.800,-
'35:25:46.072',-0.226,0.159,113.600,-
'35:25:46.080',-0.179,0.159,116.800,-
'35:25:46.088',-0.179,0.159,120.000,-
'35:25:46.096',-0.179,0.134,122.400,-
'35:25:46.104',-0.083,0.110,123.200,-
'35:25:46.112',-0.083,0.073,124.000,-
'35:25:46.120',-0.083,0.049,124.800,-
'35:25:46.128',0.000,0.000,126.400,-
'35:25:46.136',-0.036,0.000,127.200,-
'35:25:46.144',0.000,0.024,125.600,-
'35:25:46.152',-0.036,0.049,124.800,-
'35:25:46.160',0.000,0.049,124.800,-
'35:25:46.168',0.000,0.049,124.000,-
'35:25:46.176',-0.036,0.049,122.400,-
'35:25:46.184',-0.036,-0.024,120.000,-
'35:25:46.192',-0.036,-0.073,117.600,-
'35:25:46.200',-0.083,0.000,114.400,-
'35:25:46.208',-0.083,0.049,111.200,-
'35:25:46.216',-0.083,0.049,108.000,-
'35:25:46.224',-0.083,0.049,103.200,-
'35:25:46.232',-0.083,0.073,98.400,-
'35:25:46.240',-0.131,0.110,94.400,-
'35:25:46.248',-0.179,0.110,91.200,-
'35:25:46.256',-0.131,0.134,88.800,-
'35:25:46.264',-0.179,0.159,88.000,-
'35:25:46.272',-0.131,0.134,87.200,-
'35:25:46.280',-0.083,0.134,85.600,-
'35:25:46.288',-0.131,0.134,83.200,-
'35:25:46.296',-0.083,0.159,80.800,-
'35:25:46.304',-0.083,0.110,80.000,-
'35:25:46.312',-0.036,0.073,79.200,-
'35:25:46.320',-0.083,0.073,78.400,-
'35:25:46.328',-0.083,0.110,76.800,-
'35:25:46.336',-0.083,0.024,76.000,-
'35:25:46.344',-0.083,0.000,75.200,-
'35:25:46.352',-0.083,0.049,74.400,-
'35:25:46.360',-0.083,0.024,74.400,-
'35:25:46.368',-0.131,0.073,73.600,-
'35:25:46.376',-0.083,0.110,72.800,-
'35:25:46.384',-0.179,0.134,72.000,-
'35:25:46.392',-0.179,0.110,72.000,-
'35:25:46.400',-0.083,0.049,71.200,-
'35:25:46.408',-0.131,0.049,70.400,-
'35:25:46.416',-0.179,0.024,70.400,-
'35:25:46.424',-0.131,0.000,69.600,-
'35:25:46.432',-0.131,0.024,68.800,-
'35:25:46.440',-0.083,0.000,68.800,-
'35:25:46.448',-0.131,0.000,68.000,-
'35:25:46.456',0.000,-0.073,68.000,-
'35:25:46.464',0.262,-0.329,67.200,-
'35:25:46.472',0.952,-0.720,67.200,-
'35:25:46.480',1.679,-1.134,66.400,-
'35:25:46.488',1.762,-1.159,65.600,-
'35:25:46.496',1.000,-0.659,65.600,-
'35:25:46.504',0.179,-0.268,64.800,-
'35:25:46.512',-0.262,0.000,64.800,-
'35:25:46.520',-0.405,0.073,64.000,-
'35:25:46.528',-0.405,0.049,63.200,-
'35:25:46.536',-0.310,0.110,63.200,-
'35:25:46.544',-0.405,0.110,62.400,-
'35:25:46.552',-0.357,0.073,62.400,-
'35:25:46.560',-0.310,0.049,62.400,-
'35:25:46.568',-0.357,0.110,62.400,-
'35:25:46.576',-0.310,0.073,63.200,-
'35:25:46.584',-0.310,0.073,64.800,-
'35:25:46.592',-0.357,0.049,68.000,-
'35:25:46.600',-0.310,0.073,74.400,-
'35:25:46.608',-0.310,0.110,82.400,-
'35:25:46.616',-0.310,0.110,90.400,-
'35:25:46.624',-0.310,0.073,95.200,-
'35:25:46.632',-0.310,0.110,97.600,-
'35:25:46.640',-0.262,0.049,99.200,-
'35:25:46.648',-0.310,0.024,101.600,-
'35:25:46.656',-0.262,0.000,104.800,-
'35:25:46.664',-0.226,0.000,107.200,-
'35:25:46.672',-0.083,0.000,108.000,-
'35:25:46.680',-0.179,-0.049,108.800,-
'35:25:46.688',-0.226,-0.049,111.200,-
'35:25:46.696',-0.226,-0.110,112.800,-
'35:25:46.704',-0.131,-0.073,114.400,-
'35:25:46.712',-0.083,-0.134,115.200,-
'35:25:46.720',-0.036,-0.134,115.200,-
'35:25:46.728',-0.036,-0.110,116.000,-
'35:25:46.736',-0.083,-0.134,116.000,-
'35:25:46.744',-0.036,-0.159,115.200,-
'35:25:46.752',-0.083,-0.110,114.400,-
'35:25:46.760',-0.083,0.000,112.800,-
'35:25:46.768',-0.131,-0.024,111.200,-
