'Elapsed time','I','AVF','MCL1','ABP'
'35:11:19.528',-0.032,-,-,71.200
'35:11:19.536',-0.032,-,-,71.200
'35:11:19.544',-0.032,-,-,71.200
'35:11:19.552',-0.040,-,-,72.000
'35:11:19.560',-0.040,-,-,72.000
'35:11:19.568',-0.040,-,-,72.000
'35:11:19.576',-0.040,-,-,72.000
'35:11:19.584',-0.048,-,-,71.200
'35:11:19.592',-0.056,-,-,71.200
'35:11:19.600',-0.064,-,-,71.200
'35:11:19.608',-0.072,-,-,70.400
'35:11:19.616',-0.072,-,-,70.400
'35:11:19.624',-0.064,-,-,69.600
'35:11:19.632',-0.056,-,-,68.800
'35:11:19.640',-0.056,-,-,68.800
'35:11:19.648',-0.064,-,-,68.000
'35:11:19.656',-0.064,-,-,67.200
'35:11:19.664',-0.064,-,-,66.400
'35:11:19.672',-0.064,-,-,66.400
'35:11:19.680',-0.056,-,-,65.600
'35:11:19.688',-0.064,-,-,64.800
'35:11:19.696',-0.064,-,-,64.000
'35:11:19.704',-0.064,-,-,64.000
'35:11:19.712',-0.064,-,-,63.200
'35:11:19.720',-0.064,-,-,62.400
'35:11:19.728',-0.056,-,-,62.400
'35:11:19.736',-0.056,-,-,61.600
'35:11:19.744',-0.056,-,-,61.600
'35:11:19.752',-0.056,-,-,60.800
'35:11:19.760',-0.064,-,-,60.800
'35:11:19.768',-0.072,-,-,60.000
'35:11:19.776',-0.080,-,-,60.000
'35:11:19.784',-0.080,-,-,59.200
'35:11:19.792',-0.088,-,-,59.200
'35:11:19.800',-0.088,-,-,59.200
'35:11:19.808',-0.088,-,-,59.200
'35:11:19.816',-0.080,-,-,58.400
'35:11:19.824',-0.016,-,-,58.400
'35:11:19.832',0.112,-,-,58.400
'35:11:19.840',0.264,-,-,57.600
'35:11:19.848',0.368,-,-,57.600
'35:11:19.856',0.416,-,-,57.600
'35:11:19.864',0.416,-,-,57.600
'35:11:19.872',0.312,-,-,57.600
'35:11:19.880',0.152,-,-,56.800
'35:11:19.888',0.016,-,-,56.800
'35:11:19.896',-0.056,-,-,56.800
'35:11:19.904',-0.072,-,-,56.800
'35:11:19.912',-0.064,-,-,56.800
'35:11:19.920',-0.056,-,-,56.800
'35:11:19.928',-0.056,-,-,56.000
'35:11:19.936',-0.056,-,-,56.000
'35:11:19.944',-0.064,-,-,56.000
'35:11:19.952',-0.064,-,-,56.000
'35:11:19.960',-0.064,-,-,56.000
'35:11:19.968',-0.064,-,-,56.000
'35:11:19.976',-0.056,-,-,56.000
'35:11:19.984',-0.048,-,-,56.000
'35:11:19.992',-0.040,-,-,56.000
'35:11:20.000',-0.040,-,-,56.000
'35:11:20.008',-0.040,-,-,56.800
'35:11:20.016',-0.032,-,-,57.600
'35:11:20.024',-0.024,-,-,60.000
'35:11:20.032',-0.016,-,-,62.400
'35:11:20.040',-0.008,-,-,66.400
'35:11:20.048',0.000,-,-,70.400
'35:11:20.056',0.016,-,-,76.000
'35:11:20.064',0.032,-,-,80.800
'35:11:20.072',0.048,-,-,85.600
'35:11:20.080',0.056,-,-,91.200
'35:11:20.088',0.064,-,-,96.000
'35:11:20.096',0.072,-,-,100.800
'35:11:20.104',0.072,-,-,104.800
'35:11:20.112',0.072,-,-,108.000
'35:11:20.120',0.064,-,-,111.200
'35:11:20.128',0.056,-,-,112.800
'35:11:20.136',0.040,-,-,114.400
'35:11:20.144',0.032,-,-,115.200
'35:11:20.152',0.024,-,-,115.200
'35:11:20.160',0.024,-,-,115.200
'35:11:20.168',0.008,-,-,114.400
'35:11:20.176',-0.008,-,-,113.600
'35:11:20.184',-0.024,-,-,112.000
'35:11:20.192',-0.040,-,-,111.200
'35:11:20.200',-0.056,-,-,109.600
'35:11:20.208',-0.064,-,-,108.000
'35:11:20.216',-0.072,-,-,105.600
'35:11:20.224',-0.072,-,-,103.200
'35:11:20.232',-0.064,-,-,100.800
'35:11:20.240',-0.064,-,-,97.600
'35:11:20.248',-0.056,-,-,94.400
'35:11:20.256',-0.056,-,-,90.400
'35:11:20.264',-0.056,-,-,87.200
'35:11:20.272',-0.056,-,-,84.000
'35:11:20.280',-0.056,-,-,81.600
'35:11:20.288',-0.064,-,-,79.200
'35:11:20.296',-0.072,-,-,76.800
'35:11:20.304',-0.072,-,-,75.200
'35:11:20.312',-0.072,-,-,74.400
'35:11:20.320',-0.064,-,-,73.600
'35:11:20.328',-0.056,-,-,72.800
'35:11:20.336',-0.048,-,-,72.000
'35:11:20.344',-0.048,-,-,72.000
'35:11:20.352',-0.048,-,-,72.000
'35:11:20.360',-0.048,-,-,72.000
'35:11:20.368',-0.056,-,-,72.000
'35:11:20.376',-0.056,-,-,72.000
'35:11:20.384',-0.056,-,-,72.000
'35:11:20.392',-0.064,-,-,72.000
'35:11:20.400',-0.064,-,-,72.000
'35:11:20.408',-0.056,-,-,72.000
'35:11:20.416',-0.056,-,-,72.000
'35:11:20.424',-0.056,-,-,71.200
'35:11:20.432',-0.056,-,-,71.200
'35:11:20.440',-0.056,-,-,70.400
'35:11:20.448',-0.064,-,-,70.400
'35:11:20.456',-0.072,-,-,69.600
'35:11:20.464',-0.080,-,-,68.800
'35:11:20.472',-0.088,-,-,68.800
'35:11:20.480',-0.096,-,-,68.000
'35:11:20.488',-0.088,-,-,67.200
'35:11:20.496',-0.080,-,-,66.400
'35:11:20.504',-0.064,-,-,66.400
'35:11:20.512',-0.056,-,-,65.600
'35:11:20.520',-0.048,-,-,64.800
'35:11:20.528',-0.048,-,-,64.800
'35:11:20.536',-0.048,-,-,64.000
'35:11:20.544',-0.048,-,-,63.200
'35:11:20.552',-0.040,-,-,63.200
'35:11:20.560',-0.040,-,-,62.400
'35:11:20.568',-0.040,-,-,62.400
'35:11:20.576',-0.040,-,-,61.600
'35:11:20.584',-0.040,-,-,61.600
'35:11:20.592',-0.040,-,-,61.600
'35:11:20.600',-0.040,-,-,60.800
'35:11:20.608',-0.040,-,-,60.800
'35:11:20.616',-0.040,-,-,60.800
'35:11:20.624',-0.048,-,-,60.000
'35:11:20.632',-0.056,-,-,60.000
'35:11:20.640',-0.072,-,-,60.000
'35:11:20.648',-0.072,-,-,59.200
'35:11:20.656',-0.080,-,-,59.200
'35:11:20.664',-0.072,-,-,59.200
'35:11:20.672',-0.064,-,-,58.400
'35:11:20.680',-0.056,-,-,58.400
'35:11:20.688',-0.024,-,-,58.400
'35:11:20.696',0.056,-,-,57.600
'35:11:20.704',0.184,-,-,57.600
'35:11:20.712',0.328,-,-,57.600
'35:11:20.720',0.440,-,-,56.800
'35:11:20.728',0.496,-,-,56.800
'35:11:20.736',0.496,-,-,56.800
'35:11:20.744',0.368,-,-,56.000
'35:11:20.752',0.184,-,-,56.000
'35:11:20.760',0.048,-,-,56.000
'35:11:20.768',-0.024,-,-,56.000
'35:11:20.776',-0.048,-,-,55.200
'35:11:20.784',-0.040,-,-,55.200
'35:11:20.792',-0.048,-,-,55.200
'35:11:20.800',-0.056,-,-,55.200
'35:11:20.808',-0.064,-,-,54.400
'35:11:20.816',-0.072,-,-,54.400
'35:11:20.824',-0.064,-,-,54.400
'35:11:20.832',-0.064,-,-,54.400
'35:11:20.840',-0.056,-,-,53.600
'35:11:20.848',-0.048,-,-,53.600
'35:11:20.856',-0.040,-,-,54.400
'35:11:20.864',-0.024,-,-,54.400
'35:11:20.872',-0.016,-,-,55.200
'35:11:20.880',-0.008,-,-,56.800
'35:11:20.888',0.000,-,-,60.000
'35:11:20.896',0.008,-,-,63.200
'35:11:20.904',0.016,-,-,68.000
'35:11:20.912',0.024,-,-,72.800
'35:11:20.920',0.032,-,-,78.400
'35:11:20.928',0.040,-,-,84.000
'35:11:20.936',0.040,-,-,89.600
'35:11:20.944',0.048,-,-,95.200
'35:11:20.952',0.048,-,-,100.800
'35:11:20.960',0.048,-,-,105.600
'35:11:20.968',0.048,-,-,109.600
'35:11:20.976',0.040,-,-,112.800
'35:11:20.984',0.040,-,-,116.000
'35:11:20.992',0.040,-,-,117.600
'35:11:21.000',0.040,-,-,119.200
'35:11:21.008',0.040,-,-,120.000
'35:11:21.016',0.032,-,-,120.000
'35:11:21.024',0.024,-,-,120.000
'35:11:21.032',0.024,-,-,120.000
'35:11:21.040',0.016,-,-,119.200
'35:11:21.048',0.008,-,-,118.400
'35:11:21.056',0.000,-,-,116.800
'35:11:21.064',-0.008,-,-,116.000
'35:11:21.072',-0.016,-,-,114.400
'35:11:21.080',-0.024,-,-,112.800
'35:11:21.088',-0.032,-,-,110.400
'35:11:21.096',-0.032,-,-,108.000
'35:11:21.104',-0.032,-,-,104.800
'35:11:21.112',-0.040,-,-,101.600
'35:11:21.120',-0.048,-,-,98.400
'35:11:21.128',-0.056,-,-,95.200
'35:11:21.136',-0.056,-,-,91.200
'35:11:21.144',-0.056,-,-,88.000
'35:11:21.152',-0.056,-,-,84.800
'35:11:21.160',-0.056,-,-,82.400
'35:11:21.168',-0.048,-,-,80.000
'35:11:21.176',-0.040,-,-,77.600
'35:11:21.184',-0.040,-,-,76.000
'35:11:21.192',-0.032,-,-,75.200
'35:11:21.200',-0.032,-,-,74.400
'35:11:21.208',-0.024,-,-,74.400
'35:11:21.216',-0.024,-,-,73.600
'35:11:21.224',-0.024,-,-,73.600
'35:11:21.232',-0.032,-,-,73.600
'35:11:21.240',-0.016,-,-,73.600
'35:11:21.248',0.056,-,-,74.400
'35:11:21.256',0.176,-,-,74.400
'35:11:21.264',0.296,-,-,74.400
'35:11:21.272',0.360,-,-,73.600
'35:11:21.280',0.368,-,-,73.600
'35:11:21.288',0.320,-,-,73.600
'35:11:21.296',0.208,-,-,72.800
'35:11:21.304',0.056,-,-,72.800
'35:11:21.312',-0.048,-,-,72.000
'35:11:21.320',-0.096,-,-,71.200
'35:11:21.328',-0.096,-,-,71.200
'35:11:21.336',-0.080,-,-,70.400
'35:11:21.344',-0.064,-,-,69.600
'35:11:21.352',-0.056,-,-,68.800
'35:11:21.360',-0.056,-,-,68.000
'35:11:21.368',-0.048,-,-,68.000
'35:11:21.376',-0.040,-,-,67.200
'35:11:21.384',-0.032,-,-,67.200
'35:11:21.392',-0.032,-,-,66.400
'35:11:21.400',-0.024,-,-,66.400
'35:11:21.408',-0.024,-,-,66.400
'35:11:21.416',-0.024,-,-,66.400
'35:11:21.424',-0.016,-,-,65.600
'35:11:21.432',-0.016,-,-,65.600
'35:11:21.440',-0.016,-,-,65.600
'35:11:21.448',-0.016,-,-,66.400
'35:11:21.456',-0.016,-,-,67.200
'35:11:21.464',-0.016,-,-,68.000
'35:11:21.472',-0.008,-,-,70.400
'35:11:21.480',-0.008,-,-,73.600
'35:11:21.488',0.000,-,-,76.800
'35:11:21.496',0.008,-,-,80.000
'35:11:21.504',0.024,-,-,84.000
'35:11:21.512',0.032,-,-,88.000
'35:11:21.520',0.040,-,-,92.000
'35:11:21.528',0.048,-,-,96.000
'35:11:21.536',0.048,-,-,99.200
'35:11:21.544',0.048,-,-,102.400
'35:11:21.552',0.056,-,-,105.600
'35:11:21.560',0.048,-,-,107.200
'35:11:21.568',0.040,-,-,108.800
'35:11:21.576',0.016,-,-,109.600
'35:11:21.584',0.000,-,-,109.600
'35:11:21.592',-0.016,-,-,108.800
'35:11:21.600',-0.040,-,-,108.000
'35:11:21.608',-0.056,-,-,106.400
'35:11:21.616',-0.064,-,-,104.800
'35:11:21.624',-0.072,-,-,102.400
'35:11:21.632',-0.072,-,-,99.200
'35:11:21.640',-0.072,-,-,96.000
'35:11:21.648',-0.080,-,-,92.800
'35:11:21.656',-0.080,-,-,88.800
'35:11:21.664',-0.080,-,-,85.600
'35:11:21.672',-0.072,-,-,81.600
'35:11:21.680',-0.064,-,-,78.400
'35:11:21.688',-0.056,-,-,75.200
'35:11:21.696',-0.048,-,-,72.000
'35:11:21.704',-0.048,-,-,69.600
'35:11:21.712',-0.040,-,-,68.000
'35:11:21.720',-0.040,-,-,67.200
'35:11:21.728',-0.032,-,-,65.600
'35:11:21.736',-0.032,-,-,65.600
'35:11:21.744',-0.024,-,-,64.800
'35:11:21.752',-0.024,-,-,64.800
'35:11:21.760',-0.016,-,-,65.600
'35:11:21.768',0.000,-,-,65.600
'35:11:21.776',0.024,-,-,66.400
'35:11:21.784',0.056,-,-,66.400
'35:11:21.792',0.088,-,-,67.200
'35:11:21.800',0.120,-,-,67.200
'35:11:21.808',0.144,-,-,67.200
'35:11:21.816',0.168,-,-,68.000
'35:11:21.824',0.200,-,-,68.000
'35:11:21.832',0.232,-,-,68.000
'35:11:21.840',0.288,-,-,68.000
'35:11:21.848',0.336,-,-,67.200
'35:11:21.856',0.352,-,-,67.200
'35:11:21.864',0.360,-,-,67.200
'35:11:21.872',0.360,-,-,66.400
'35:11:21.880',0.280,-,-,65.600
'35:11:21.888',0.112,-,-,65.600
'35:11:21.896',-0.072,-,-,64.800
'35:11:21.904',-0.168,-,-,64.800
'35:11:21.912',-0.208,-,-,64.000
'35:11:21.920',-0.216,-,-,63.200
'35:11:21.928',-0.208,-,-,62.400
'35:11:21.936',-0.192,-,-,62.400
'35:11:21.944',-0.168,-,-,61.600
'35:11:21.952',-0.152,-,-,60.800
'35:11:21.960',-0.128,-,-,60.800
'35:11:21.968',-0.120,-,-,60.000
'35:11:21.976',-0.112,-,-,60.000
'35:11:21.984',-0.112,-,-,59.200
'35:11:21.992',-0.112,-,-,59.200
'35:11:22.000',-0.104,-,-,58.400
'35:11:22.008',-0.096,-,-,58.400
'35:11:22.016',-0.096,-,-,58.400
'35:11:22.024',-0.096,-,-,58.400
'35:11:22.032',-0.096,-,-,59.200
'35:11:22.040',-0.088,-,-,60.000
'35:11:22.048',-0.080,-,-,61.600
'35:11:22.056',-0.072,-,-,64.000
'35:11:22.064',-0.056,-,-,66.400
'35:11:22.072',-0.048,-,-,69.600
'35:11:22.080',-0.040,-,-,72.800
'35:11:22.088',-0.032,-,-,76.000
'35:11:22.096',-0.016,-,-,79.200
'35:11:22.104',0.000,-,-,82.400
'35:11:22.112',0.016,-,-,85.600
'35:11:22.120',0.032,-,-,88.000
'35:11:22.128',0.048,-,-,90.400
'35:11:22.136',0.064,-,-,92.000
'35:11:22.144',0.080,-,-,92.800
'35:11:22.152',0.080,-,-,92.800
'35:11:22.160',0.072,-,-,92.800
'35:11:22.168',0.064,-,-,92.000
'35:11:22.176',0.048,-,-,90.400
'35:11:22.184',0.032,-,-,88.800
'35:11:22.192',0.016,-,-,86.400
'35:11:22.200',0.000,-,-,83.200
'35:11:22.208',-0.008,-,-,80.800
'35:11:22.216',-0.016,-,-,77.600
'35:11:22.224',-0.024,-,-,74.400
'35:11:22.232',-0.032,-,-,71.200
'35:11:22.240',-0.040,-,-,68.800
'35:11:22.248',-0.048,-,-,66.400
'35:11:22.256',-0.048,-,-,64.800
'35:11:22.264',-0.048,-,-,62.400
'35:11:22.272',-0.048,-,-,61.600
'35:11:22.280',-0.048,-,-,60.800
'35:11:22.288',-0.048,-,-,60.000
'35:11:22.296',-0.048,-,-,60.000
'35:11:22.304',-0.048,-,-,60.000
'35:11:22.312',-0.040,-,-,60.000
'35:11:22.320',-0.040,-,-,60.000
'35:11:22.328',-0.040,-,-,60.800
'35:11:22.336',-0.040,-,-,60.800
'35:11:22.344',-0.040,-,-,61.600
'35:11:22.352',-0.040,-,-,62.400
'35:11:22.360',-0.040,-,-,62.400
'35:11:22.368',-0.048,-,-,62.400
'35:11:22.376',-0.048,-,-,62.400
'35:11:22.384',-0.056,-,-,62.400
'35:11:22.392',-0.048,-,-,62.400
'35:11:22.400',-0.048,-,-,62.400
'35:11:22.408',-0.056,-,-,62.400
'35:11:22.416',-0.064,-,-,61.600
'35:11:22.424',-0.072,-,-,61.600
'35:11:22.432',-0.072,-,-,60.800
'35:11:22.440',-0.072,-,-,60.800
'35:11:22.448',-0.072,-,-,60.800
'35:11:22.456',-0.064,-,-,60.000
'35:11:22.464',-0.064,-,-,60.000
'35:11:22.472',-0.056,-,-,59.200
'35:11:22.480',-0.056,-,-,58.400
'35:11:22.488',-0.056,-,-,58.400
'35:11:22.496',-0.048,-,-,58.400
'35:11:22.504',-0.056,-,-,57.600
'35:11:22.512',-0.056,-,-,57.600
'35:11:22.520',-0.056,-,-,56.800
'35:11:22.528',-0.056,-,-,56.800
'35:11:22.536',-0.056,-,-,56.800
'35:11:22.544',-0.056,-,-,56.000
'35:11:22.552',-0.056,-,-,56.000
'35:11:22.560',-0.048,-,-,56.000
'35:11:22.568',-0.040,-,-,55.200
'35:11:22.576',-0.040,-,-,55.200
'35:11:22.584',-0.032,-,-,55.200
'35:11:22.592',-0.032,-,-,54.400
'35:11:22.600',-0.032,-,-,54.400
'35:11:22.608',-0.040,-,-,54.400
'35:11:22.616',-0.040,-,-,54.400
'35:11:22.624',-0.040,-,-,53.600
'35:11:22.632',-0.040,-,-,53.600
'35:11:22.640',-0.040,-,-,53.600
'35:11:22.648',-0.040,-,-,53.600
'35:11:22.656',-0.040,-,-,53.600
'35:11:22.664',-0.040,-,-,52.800
'35:11:22.672',-0.040,-,-,52.800
'35:11:22.680',-0.048,-,-,52.800
'35:11:22.688',-0.048,-,-,52.800
'35:11:22.696',-0.056,-,-,52.000
'35:11:22.704',-0.048,-,-,52.000
'35:11:22.712',-0.040,-,-,52.000
'35:11:22.720',-0.040,-,-,52.000
'35:11:22.728',-0.040,-,-,52.000
'35:11:22.736',-0.040,-,-,51.200
'35:11:22.744',-0.032,-,-,51.200
'35:11:22.752',-0.032,-,-,51.200
'35:11:22.760',-0.032,-,-,51.200
'35:11:22.768',-0.032,-,-,51.200
'35:11:22.776',-0.032,-,-,50.400
'35:11:22.784',-0.032,-,-,50.400
'35:11:22.792',-0.024,-,-,50.400
'35:11:22.800',-0.024,-,-,50.400
'35:11:22.808',-0.024,-,-,50.400
'35:11:22.816',-0.024,-,-,50.400
'35:11:22.824',-0.024,-,-,49.600
'35:11:22.832',-0.024,-,-,49.600
'35:11:22.840',-0.032,-,-,49.600
'35:11:22.848',-0.032,-,-,49.600
'35:11:22.856',-0.032,-,-,49.600
'35:11:22.864',-0.032,-,-,49.600
'35:11:22.872',-0.024,-,-,49.600
'35:11:22.880',-0.032,-,-,48.800
'35:11:22.888',-0.032,-,-,48.800
'35:11:22.896',-0.032,-,-,48.800
'35:11:22.904',-0.032,-,-,48.800
'35:11:22.912',0.008,-,-,48.800
'35:11:22.920',0.096,-,-,48.000
'35:11:22.928',0.224,-,-,48.000
'35:11:22.936',0.368,-,-,48.000
'35:11:22.944',0.496,-,-,48.000
'35:11:22.952',0.568,-,-,48.000
'35:11:22.960',0.576,-,-,47.200
'35:11:22.968',0.376,-,-,47.200
'35:11:22.976',0.168,-,-,47.200
'35:11:22.984',0.032,-,-,47.200
'35:11:22.992',-0.016,-,-,47.200
'35:11:23.000',-0.024,-,-,47.200
'35:11:23.008',-0.032,-,-,46.400
'35:11:23.016',-0.040,-,-,46.400
'35:11:23.024',-0.040,-,-,46.400
'35:11:23.032',-0.048,-,-,46.400
'35:11:23.040',-0.048,-,-,46.400
'35:11:23.048',-0.048,-,-,46.400
'35:11:23.056',-0.048,-,-,46.400
'35:11:23.064',-0.040,-,-,46.400
'35:11:23.072',-0.040,-,-,47.200
'35:11:23.080',-0.032,-,-,48.000
'35:11:23.088',-0.032,-,-,50.400
'35:11:23.096',-0.032,-,-,54.400
'35:11:23.104',-0.032,-,-,59.200
'35:11:23.112',-0.024,-,-,64.800
'35:11:23.120',-0.024,-,-,71.200
'35:11:23.128',-0.024,-,-,77.600
'35:11:23.136',-0.016,-,-,84.800
'35:11:23.144',-0.008,-,-,91.200
'35:11:23.152',0.008,-,-,97.600
'35:11:23.160',0.008,-,-,104.000
'35:11:23.168',0.016,-,-,108.800
'35:11:23.176',0.016,-,-,113.600
'35:11:23.184',0.024,-,-,116.800
'35:11:23.192',0.032,-,-,120.000
'35:11:23.200',0.040,-,-,121.600
'35:11:23.208',0.048,-,-,123.200
'35:11:23.216',0.040,-,-,124.000
'35:11:23.224',0.040,-,-,124.800
'35:11:23.232',0.048,-,-,124.800
'35:11:23.240',0.040,-,-,124.800
'35:11:23.248',0.040,-,-,124.000
'35:11:23.256',0.024,-,-,123.200
'35:11:23.264',0.016,-,-,122.400
'35:11:23.272',0.000,-,-,120.800
'35:11:23.280',-0.008,-,-,120.000
'35:11:23.288',-0.016,-,-,117.600
'35:11:23.296',-0.016,-,-,115.200
'35:11:23.304',-0.024,-,-,112.800
'35:11:23.312',-0.024,-,-,109.600
'35:11:23.320',-0.024,-,-,106.400
'35:11:23.328',-0.024,-,-,102.400
'35:11:23.336',-0.024,-,-,99.200
'35:11:23.344',-0.024,-,-,95.200
'35:11:23.352',-0.032,-,-,91.200
'35:11:23.360',-0.032,-,-,88.000
'35:11:23.368',-0.032,-,-,84.800
'35:11:23.376',-0.032,-,-,82.400
'35:11:23.384',-0.032,-,-,80.000
'35:11:23.392',-0.032,-,-,78.400
'35:11:23.400',-0.032,-,-,77.600
'35:11:23.408',-0.040,-,-,76.000
'35:11:23.416',-0.040,-,-,76.000
'35:11:23.424',-0.040,-,-,75.200
'35:11:23.432',-0.040,-,-,75.200
'35:11:23.440',-0.040,-,-,75.200
'35:11:23.448',-0.040,-,-,75.200
'35:11:23.456',-0.048,-,-,76.000
'35:11:23.464',-0.056,-,-,76.000
'35:11:23.472',-0.064,-,-,76.000
'35:11:23.480',-0.064,-,-,76.000
'35:11:23.488',0.000,-,-,76.000
'35:11:23.496',0.104,-,-,75.200
'35:11:23.504',0.224,-,-,75.200
'35:11:23.512',0.328,-,-,74.400
'35:11:23.520',0.400,-,-,74.400
'35:11:23.528',0.408,-,-,73.600
'35:11:23.536',0.304,-,-,72.800
'35:11:23.544',0.152,-,-,72.000
'35:11:23.552',0.016,-,-,71.200
'35:11:23.560',-0.056,-,-,71.200
'35:11:23.568',-0.072,-,-,70.400
'35:11:23.576',-0.064,-,-,69.600
'35:11:23.584',-0.056,-,-,68.800
'35:11:23.592',-0.056,-,-,68.000
'35:11:23.600',-0.048,-,-,68.000
'35:11:23.608',-0.056,-,-,67.200
'35:11:23.616',-0.064,-,-,67.200
'35:11:23.624',-0.064,-,-,66.400
'35:11:23.632',-0.064,-,-,66.400
'35:11:23.640',-0.064,-,-,66.400
'35:11:23.648',-0.064,-,-,66.400
'35:11:23.656',-0.056,-,-,66.400
'35:11:23.664',-0.056,-,-,66.400
'35:11:23.672',-0.048,-,-,66.400
'35:11:23.680',-0.040,-,-,66.400
'35:11:23.688',-0.040,-,-,67.200
'35:11:23.696',-0.024,-,-,68.000
'35:11:23.704',-0.016,-,-,70.400
'35:11:23.712',-0.008,-,-,72.800
'35:11:23.720',0.000,-,-,76.000
'35:11:23.728',0.016,-,-,80.000
'35:11:23.736',0.032,-,-,83.200
'35:11:23.744',0.048,-,-,87.200
'35:11:23.752',0.056,-,-,91.200
'35:11:23.760',0.048,-,-,95.200
'35:11:23.768',0.048,-,-,99.200
'35:11:23.776',0.048,-,-,102.400
'35:11:23.784',0.040,-,-,104.800
'35:11:23.792',0.032,-,-,107.200
'35:11:23.800',0.024,-,-,108.800
'35:11:23.808',0.008,-,-,110.400
'35:11:23.816',-0.008,-,-,110.400
'35:11:23.824',-0.024,-,-,110.400
'35:11:23.832',-0.048,-,-,110.400
'35:11:23.840',-0.064,-,-,109.600
'35:11:23.848',-0.072,-,-,108.000
'35:11:23.856',-0.080,-,-,106.400
'35:11:23.864',-0.080,-,-,104.000
'35:11:23.872',-0.080,-,-,101.600
'35:11:23.880',-0.072,-,-,98.400
'35:11:23.888',-0.072,-,-,95.200
'35:11:23.896',-0.072,-,-,91.200
'35:11:23.904',-0.064,-,-,88.000
'35:11:23.912',-0.064,-,-,84.000
'35:11:23.920',-0.056,-,-,80.800
'35:11:23.928',-0.048,-,-,77.600
'35:11:23.936',-0.040,-,-,74.400
'35:11:23.944',-0.040,-,-,72.800
'35:11:23.952',-0.040,-,-,70.400
'35:11:23.960',-0.032,-,-,68.800
'35:11:23.968',-0.032,-,-,68.000
'35:11:23.976',-0.032,-,-,67.200
'35:11:23.984',-0.040,-,-,67.200
'35:11:23.992',-0.048,-,-,67.200
'35:11:24.000',-0.056,-,-,67.200
'35:11:24.008',-0.056,-,-,67.200
'35:11:24.016',-0.056,-,-,68.000
'35:11:24.024',-0.056,-,-,68.000
'35:11:24.032',-0.056,-,-,68.000
'35:11:24.040',-0.056,-,-,68.800
'35:11:24.048',-0.064,-,-,68.800
'35:11:24.056',-0.064,-,-,68.800
'35:11:24.064',-0.072,-,-,68.800
'35:11:24.072',-0.072,-,-,68.000
'35:11:24.080',-0.072,-,-,68.000
'35:11:24.088',-0.072,-,-,68.000
'35:11:24.096',-0.064,-,-,67.200
'35:11:24.104',-0.064,-,-,67.200
'35:11:24.112',-0.064,-,-,66.400
'35:11:24.120',-0.064,-,-,66.400
'35:11:24.128',-0.064,-,-,65.600
'35:11:24.136',-0.056,-,-,64.800
'35:11:24.144',-0.056,-,-,64.800
'35:11:24.152',-0.048,-,-,64.000
'35:11:24.160',-0.040,-,-,64.000
'35:11:24.168',-0.040,-,-,63.200
'35:11:24.176',-0.032,-,-,62.400
'35:11:24.184',-0.024,-,-,62.400
'35:11:24.192',-0.016,-,-,61.600
'35:11:24.200',-0.016,-,-,60.800
'35:11:24.208',-0.024,-,-,60.800
'35:11:24.216',-0.024,-,-,60.000
'35:11:24.224',-0.024,-,-,59.200
'35:11:24.232',-0.016,-,-,59.200
'35:11:24.240',0.008,-,-,58.400
'35:11:24.248',0.104,-,-,58.400
'35:11:24.256',0.240,-,-,58.400
'35:11:24.264',0.368,-,-,57.600
