'Elapsed time','I','AVF','MCL1','ABP'
'34:56:10.304',-0.096,-,-,61.600
'34:56:10.312',-0.096,-,-,61.600
'34:56:10.320',-0.104,-,-,61.600
'34:56:10.328',-0.104,-,-,60.800
'34:56:10.336',-0.104,-,-,60.800
'34:56:10.344',-0.104,-,-,60.800
'34:56:10.352',-0.096,-,-,60.000
'34:56:10.360',-0.080,-,-,60.000
'34:56:10.368',-0.080,-,-,60.000
'34:56:10.376',-0.072,-,-,60.800
'34:56:10.384',-0.064,-,-,61.600
'34:56:10.392',-0.064,-,-,63.200
'34:56:10.400',-0.064,-,-,65.600
'34:56:10.408',-0.056,-,-,68.000
'34:56:10.416',-0.056,-,-,71.200
'34:56:10.424',-0.056,-,-,74.400
'34:56:10.432',-0.056,-,-,77.600
'34:56:10.440',-0.048,-,-,80.800
'34:56:10.448',-0.040,-,-,84.000
'34:56:10.456',-0.040,-,-,87.200
'34:56:10.464',-0.040,-,-,89.600
'34:56:10.472',-0.040,-,-,91.200
'34:56:10.480',-0.040,-,-,92.800
'34:56:10.488',-0.048,-,-,93.600
'34:56:10.496',-0.056,-,-,93.600
'34:56:10.504',-0.056,-,-,93.600
'34:56:10.512',-0.056,-,-,92.000
'34:56:10.520',-0.056,-,-,91.200
'34:56:10.528',-0.048,-,-,88.800
'34:56:10.536',-0.040,-,-,86.400
'34:56:10.544',-0.032,-,-,84.000
'34:56:10.552',-0.024,-,-,80.800
'34:56:10.560',-0.016,-,-,77.600
'34:56:10.568',-0.016,-,-,74.400
'34:56:10.576',-0.008,-,-,71.200
'34:56:10.584',-0.016,-,-,68.000
'34:56:10.592',-0.016,-,-,65.600
'34:56:10.600',-0.024,-,-,63.200
'34:56:10.608',-0.032,-,-,60.800
'34:56:10.616',-0.040,-,-,59.200
'34:56:10.624',-0.040,-,-,57.600
'34:56:10.632',-0.040,-,-,56.800
'34:56:10.640',-0.032,-,-,56.000
'34:56:10.648',-0.024,-,-,55.200
'34:56:10.656',-0.008,-,-,55.200
'34:56:10.664',0.024,-,-,56.000
'34:56:10.672',0.072,-,-,56.000
'34:56:10.680',0.120,-,-,56.800
'34:56:10.688',0.168,-,-,56.800
'34:56:10.696',0.216,-,-,57.600
'34:56:10.704',0.256,-,-,58.400
'34:56:10.712',0.288,-,-,58.400
'34:56:10.720',0.336,-,-,59.200
'34:56:10.728',0.392,-,-,59.200
'34:56:10.736',0.432,-,-,59.200
'34:56:10.744',0.440,-,-,59.200
'34:56:10.752',0.448,-,-,60.000
'34:56:10.760',0.424,-,-,60.000
'34:56:10.768',0.304,-,-,59.200
'34:56:10.776',0.088,-,-,59.200
'34:56:10.784',-0.104,-,-,59.200
'34:56:10.792',-0.208,-,-,58.400
'34:56:10.800',-0.248,-,-,58.400
'34:56:10.808',-0.256,-,-,57.600
'34:56:10.816',-0.240,-,-,57.600
'34:56:10.824',-0.232,-,-,56.800
'34:56:10.832',-0.208,-,-,56.800
'34:56:10.840',-0.192,-,-,56.000
'34:56:10.848',-0.176,-,-,55.200
'34:56:10.856',-0.168,-,-,55.200
'34:56:10.864',-0.160,-,-,54.400
'34:56:10.872',-0.152,-,-,54.400
'34:56:10.880',-0.144,-,-,54.400
'34:56:10.888',-0.136,-,-,53.600
'34:56:10.896',-0.136,-,-,53.600
'34:56:10.904',-0.128,-,-,53.600
'34:56:10.912',-0.120,-,-,53.600
'34:56:10.920',-0.112,-,-,54.400
'34:56:10.928',-0.112,-,-,55.200
'34:56:10.936',-0.112,-,-,56.800
'34:56:10.944',-0.104,-,-,59.200
'34:56:10.952',-0.096,-,-,61.600
'34:56:10.960',-0.096,-,-,64.000
'34:56:10.968',-0.088,-,-,67.200
'34:56:10.976',-0.072,-,-,69.600
'34:56:10.984',-0.056,-,-,72.800
'34:56:10.992',-0.040,-,-,76.000
'34:56:11.000',-0.024,-,-,78.400
'34:56:11.008',0.000,-,-,80.800
'34:56:11.016',0.016,-,-,82.400
'34:56:11.024',0.032,-,-,84.000
'34:56:11.032',0.040,-,-,84.000
'34:56:11.040',0.040,-,-,84.000
'34:56:11.048',0.048,-,-,84.000
'34:56:11.056',0.040,-,-,82.400
'34:56:11.064',0.032,-,-,80.800
'34:56:11.072',0.024,-,-,79.200
'34:56:11.080',0.008,-,-,76.800
'34:56:11.088',-0.008,-,-,73.600
'34:56:11.096',-0.016,-,-,71.200
'34:56:11.104',-0.024,-,-,68.000
'34:56:11.112',-0.032,-,-,65.600
'34:56:11.120',-0.040,-,-,62.400
'34:56:11.128',-0.040,-,-,60.000
'34:56:11.136',-0.040,-,-,58.400
'34:56:11.144',-0.040,-,-,56.000
'34:56:11.152',-0.040,-,-,54.400
'34:56:11.160',-0.032,-,-,53.600
'34:56:11.168',-0.032,-,-,52.800
'34:56:11.176',-0.032,-,-,52.000
'34:56:11.184',-0.024,-,-,51.200
'34:56:11.192',-0.024,-,-,51.200
'34:56:11.200',-0.024,-,-,51.200
'34:56:11.208',-0.032,-,-,51.200
'34:56:11.216',-0.032,-,-,52.000
'34:56:11.224',-0.040,-,-,52.000
'34:56:11.232',-0.048,-,-,52.800
'34:56:11.240',-0.056,-,-,53.600
'34:56:11.248',-0.056,-,-,53.600
'34:56:11.256',-0.064,-,-,54.400
'34:56:11.264',-0.072,-,-,54.400
'34:56:11.272',-0.072,-,-,54.400
'34:56:11.280',-0.072,-,-,54.400
'34:56:11.288',-0.072,-,-,55.200
'34:56:11.296',-0.072,-,-,55.200
'34:56:11.304',-0.064,-,-,54.400
'34:56:11.312',-0.064,-,-,54.400
'34:56:11.320',-0.056,-,-,54.400
'34:56:11.328',-0.048,-,-,54.400
'34:56:11.336',-0.040,-,-,53.600
'34:56:11.344',-0.040,-,-,53.600
'34:56:11.352',-0.040,-,-,52.800
'34:56:11.360',-0.040,-,-,52.800
'34:56:11.368',-0.032,-,-,52.000
'34:56:11.376',-0.032,-,-,52.000
'34:56:11.384',-0.040,-,-,51.200
'34:56:11.392',-0.040,-,-,51.200
'34:56:11.400',-0.048,-,-,50.400
'34:56:11.408',-0.056,-,-,50.400
'34:56:11.416',-0.056,-,-,49.600
'34:56:11.424',-0.064,-,-,49.600
'34:56:11.432',-0.072,-,-,49.600
'34:56:11.440',-0.064,-,-,48.800
'34:56:11.448',-0.064,-,-,48.800
'34:56:11.456',-0.056,-,-,48.000
'34:56:11.464',-0.056,-,-,48.000
'34:56:11.472',-0.048,-,-,48.000
'34:56:11.480',-0.040,-,-,47.200
'34:56:11.488',-0.040,-,-,47.200
'34:56:11.496',-0.032,-,-,47.200
'34:56:11.504',-0.024,-,-,46.400
'34:56:11.512',-0.024,-,-,46.400
'34:56:11.520',-0.024,-,-,46.400
'34:56:11.528',-0.024,-,-,46.400
'34:56:11.536',-0.016,-,-,45.600
'34:56:11.544',-0.024,-,-,45.600
'34:56:11.552',-0.024,-,-,45.600
'34:56:11.560',-0.024,-,-,45.600
'34:56:11.568',-0.024,-,-,44.800
'34:56:11.576',-0.032,-,-,44.800
'34:56:11.584',-0.040,-,-,44.800
'34:56:11.592',-0.040,-,-,44.800
'34:56:11.600',-0.048,-,-,44.800
'34:56:11.608',-0.048,-,-,44.000
'34:56:11.616',-0.048,-,-,44.000
'34:56:11.624',-0.040,-,-,44.000
'34:56:11.632',-0.032,-,-,44.000
'34:56:11.640',-0.024,-,-,44.000
'34:56:11.648',-0.016,-,-,43.200
'34:56:11.656',-0.016,-,-,43.200
'34:56:11.664',-0.016,-,-,43.200
'34:56:11.672',-0.024,-,-,43.200
'34:56:11.680',-0.016,-,-,43.200
'34:56:11.688',-0.016,-,-,42.400
'34:56:11.696',-0.016,-,-,42.400
'34:56:11.704',-0.016,-,-,42.400
'34:56:11.712',-0.024,-,-,42.400
'34:56:11.720',-0.024,-,-,42.400
'34:56:11.728',-0.024,-,-,42.400
'34:56:11.736',-0.032,-,-,42.400
'34:56:11.744',-0.040,-,-,41.600
'34:56:11.752',0.008,-,-,41.600
'34:56:11.760',0.128,-,-,41.600
'34:56:11.768',0.296,-,-,41.600
'34:56:11.776',0.432,-,-,41.600
'34:56:11.784',0.496,-,-,41.600
'34:56:11.792',0.504,-,-,41.600
'34:56:11.800',0.408,-,-,40.800
'34:56:11.808',0.240,-,-,40.800
'34:56:11.816',0.080,-,-,40.800
'34:56:11.824',0.000,-,-,40.800
'34:56:11.832',-0.024,-,-,40.800
'34:56:11.840',-0.016,-,-,40.000
'34:56:11.848',-0.008,-,-,40.000
'34:56:11.856',-0.016,-,-,40.000
'34:56:11.864',-0.024,-,-,40.000
'34:56:11.872',-0.024,-,-,40.000
'34:56:11.880',-0.024,-,-,40.000
'34:56:11.888',-0.032,-,-,40.000
'34:56:11.896',-0.032,-,-,40.000
'34:56:11.904',-0.032,-,-,40.000
'34:56:11.912',-0.032,-,-,40.000
'34:56:11.920',-0.032,-,-,40.000
'34:56:11.928',-0.032,-,-,40.800
'34:56:11.936',-0.024,-,-,42.400
'34:56:11.944',-0.016,-,-,44.800
'34:56:11.952',-0.008,-,-,48.800
'34:56:11.960',-0.008,-,-,53.600
'34:56:11.968',0.000,-,-,59.200
'34:56:11.976',0.000,-,-,64.800
'34:56:11.984',0.008,-,-,70.400
'34:56:11.992',0.016,-,-,76.800
'34:56:12.000',0.024,-,-,82.400
'34:56:12.008',0.024,-,-,87.200
'34:56:12.016',0.032,-,-,92.000
'34:56:12.024',0.040,-,-,96.000
'34:56:12.032',0.040,-,-,98.400
'34:56:12.040',0.040,-,-,100.800
'34:56:12.048',0.040,-,-,102.400
'34:56:12.056',0.032,-,-,103.200
'34:56:12.064',0.032,-,-,103.200
'34:56:12.072',0.032,-,-,103.200
'34:56:12.080',0.032,-,-,102.400
'34:56:12.088',0.032,-,-,101.600
'34:56:12.096',0.024,-,-,100.000
'34:56:12.104',0.024,-,-,98.400
'34:56:12.112',0.016,-,-,96.800
'34:56:12.120',0.008,-,-,95.200
'34:56:12.128',0.000,-,-,92.800
'34:56:12.136',-0.008,-,-,89.600
'34:56:12.144',-0.016,-,-,87.200
'34:56:12.152',-0.024,-,-,84.000
'34:56:12.160',-0.032,-,-,80.800
'34:56:12.168',-0.032,-,-,77.600
'34:56:12.176',-0.040,-,-,75.200
'34:56:12.184',-0.040,-,-,72.000
'34:56:12.192',-0.040,-,-,69.600
'34:56:12.200',-0.032,-,-,67.200
'34:56:12.208',-0.032,-,-,65.600
'34:56:12.216',-0.024,-,-,64.000
'34:56:12.224',-0.024,-,-,63.200
'34:56:12.232',-0.016,-,-,62.400
'34:56:12.240',-0.016,-,-,61.600
'34:56:12.248',-0.016,-,-,61.600
'34:56:12.256',-0.008,-,-,61.600
'34:56:12.264',-0.008,-,-,61.600
'34:56:12.272',-0.008,-,-,61.600
'34:56:12.280',-0.016,-,-,62.400
'34:56:12.288',-0.016,-,-,62.400
'34:56:12.296',-0.016,-,-,63.200
'34:56:12.304',-0.024,-,-,63.200
'34:56:12.312',-0.032,-,-,63.200
'34:56:12.320',-0.032,-,-,63.200
'34:56:12.328',-0.032,-,-,63.200
'34:56:12.336',-0.040,-,-,63.200
'34:56:12.344',-0.048,-,-,63.200
'34:56:12.352',-0.056,-,-,63.200
'34:56:12.360',-0.064,-,-,63.200
'34:56:12.368',-0.064,-,-,62.400
'34:56:12.376',-0.064,-,-,62.400
'34:56:12.384',-0.056,-,-,61.600
'34:56:12.392',-0.056,-,-,61.600
'34:56:12.400',-0.056,-,-,60.800
'34:56:12.408',-0.056,-,-,60.800
'34:56:12.416',-0.056,-,-,60.000
'34:56:12.424',-0.056,-,-,60.000
'34:56:12.432',-0.056,-,-,59.200
'34:56:12.440',-0.056,-,-,58.400
'34:56:12.448',-0.048,-,-,58.400
'34:56:12.456',-0.056,-,-,57.600
'34:56:12.464',-0.056,-,-,57.600
'34:56:12.472',-0.056,-,-,56.800
'34:56:12.480',-0.056,-,-,56.800
'34:56:12.488',-0.056,-,-,56.000
'34:56:12.496',-0.056,-,-,56.000
'34:56:12.504',-0.072,-,-,55.200
'34:56:12.512',-0.072,-,-,55.200
'34:56:12.520',-0.024,-,-,54.400
'34:56:12.528',0.088,-,-,54.400
'34:56:12.536',0.256,-,-,53.600
'34:56:12.544',0.384,-,-,53.600
'34:56:12.552',0.432,-,-,53.600
'34:56:12.560',0.416,-,-,52.800
'34:56:12.568',0.344,-,-,52.800
'34:56:12.576',0.216,-,-,52.800
'34:56:12.584',0.072,-,-,52.000
'34:56:12.592',-0.016,-,-,52.000
'34:56:12.600',-0.048,-,-,52.000
'34:56:12.608',-0.048,-,-,52.000
'34:56:12.616',-0.032,-,-,51.200
'34:56:12.624',-0.032,-,-,51.200
'34:56:12.632',-0.032,-,-,51.200
'34:56:12.640',-0.032,-,-,51.200
'34:56:12.648',-0.032,-,-,51.200
'34:56:12.656',-0.024,-,-,51.200
'34:56:12.664',-0.024,-,-,50.400
'34:56:12.672',-0.024,-,-,50.400
'34:56:12.680',-0.024,-,-,50.400
'34:56:12.688',-0.024,-,-,51.200
'34:56:12.696',-0.024,-,-,51.200
'34:56:12.704',-0.024,-,-,51.200
'34:56:12.712',-0.016,-,-,52.800
'34:56:12.720',-0.016,-,-,54.400
'34:56:12.728',-0.008,-,-,56.000
'34:56:12.736',0.008,-,-,59.200
'34:56:12.744',0.016,-,-,63.200
'34:56:12.752',0.032,-,-,68.000
'34:56:12.760',0.040,-,-,72.000
'34:56:12.768',0.048,-,-,76.800
'34:56:12.776',0.056,-,-,81.600
'34:56:12.784',0.064,-,-,86.400
'34:56:12.792',0.072,-,-,90.400
'34:56:12.800',0.072,-,-,93.600
'34:56:12.808',0.072,-,-,96.800
'34:56:12.816',0.072,-,-,100.000
'34:56:12.824',0.064,-,-,101.600
'34:56:12.832',0.056,-,-,103.200
'34:56:12.840',0.056,-,-,103.200
'34:56:12.848',0.040,-,-,104.000
'34:56:12.856',0.032,-,-,103.200
'34:56:12.864',0.016,-,-,102.400
'34:56:12.872',0.000,-,-,101.600
'34:56:12.880',-0.016,-,-,100.800
'34:56:12.888',-0.032,-,-,99.200
'34:56:12.896',-0.040,-,-,97.600
'34:56:12.904',-0.048,-,-,95.200
'34:56:12.912',-0.048,-,-,92.800
'34:56:12.920',-0.048,-,-,90.400
'34:56:12.928',-0.048,-,-,88.000
'34:56:12.936',-0.048,-,-,84.800
'34:56:12.944',-0.040,-,-,81.600
'34:56:12.952',-0.040,-,-,78.400
'34:56:12.960',-0.032,-,-,76.000
'34:56:12.968',-0.032,-,-,72.800
'34:56:12.976',-0.032,-,-,70.400
'34:56:12.984',-0.024,-,-,68.000
'34:56:12.992',-0.024,-,-,66.400
'34:56:13.000',-0.016,-,-,64.800
'34:56:13.008',-0.016,-,-,64.000
'34:56:13.016',-0.024,-,-,63.200
'34:56:13.024',-0.024,-,-,62.400
'34:56:13.032',-0.024,-,-,62.400
'34:56:13.040',-0.032,-,-,62.400
'34:56:13.048',-0.032,-,-,62.400
'34:56:13.056',-0.040,-,-,62.400
'34:56:13.064',-0.048,-,-,63.200
'34:56:13.072',-0.056,-,-,63.200
'34:56:13.080',-0.064,-,-,64.000
'34:56:13.088',-0.072,-,-,64.000
'34:56:13.096',-0.080,-,-,64.000
'34:56:13.104',-0.088,-,-,64.000
'34:56:13.112',-0.080,-,-,64.000
'34:56:13.120',-0.080,-,-,64.000
'34:56:13.128',-0.072,-,-,64.000
'34:56:13.136',-0.064,-,-,63.200
'34:56:13.144',-0.056,-,-,63.200
'34:56:13.152',-0.056,-,-,63.200
'34:56:13.160',-0.048,-,-,62.400
'34:56:13.168',-0.040,-,-,61.600
'34:56:13.176',-0.040,-,-,61.600
'34:56:13.184',-0.040,-,-,60.800
'34:56:13.192',-0.032,-,-,60.000
'34:56:13.200',0.000,-,-,60.000
'34:56:13.208',0.088,-,-,59.200
'34:56:13.216',0.232,-,-,58.400
'34:56:13.224',0.368,-,-,58.400
'34:56:13.232',0.424,-,-,57.600
'34:56:13.240',0.408,-,-,57.600
'34:56:13.248',0.352,-,-,56.800
'34:56:13.256',0.240,-,-,56.800
'34:56:13.264',0.088,-,-,56.000
'34:56:13.272',-0.032,-,-,56.000
'34:56:13.280',-0.088,-,-,55.200
'34:56:13.288',-0.104,-,-,55.200
'34:56:13.296',-0.096,-,-,54.400
'34:56:13.304',-0.080,-,-,54.400
'34:56:13.312',-0.064,-,-,53.600
'34:56:13.320',-0.056,-,-,53.600
'34:56:13.328',-0.048,-,-,52.800
'34:56:13.336',-0.040,-,-,52.800
'34:56:13.344',-0.032,-,-,52.000
'34:56:13.352',-0.016,-,-,52.000
'34:56:13.360',0.000,-,-,52.000
'34:56:13.368',0.008,-,-,52.000
'34:56:13.376',0.016,-,-,52.000
'34:56:13.384',0.016,-,-,52.800
'34:56:13.392',0.016,-,-,52.800
'34:56:13.400',0.016,-,-,54.400
'34:56:13.408',0.024,-,-,56.000
'34:56:13.416',0.024,-,-,58.400
'34:56:13.424',0.032,-,-,62.400
'34:56:13.432',0.032,-,-,66.400
'34:56:13.440',0.032,-,-,70.400
'34:56:13.448',0.040,-,-,75.200
'34:56:13.456',0.048,-,-,80.000
'34:56:13.464',0.056,-,-,84.800
'34:56:13.472',0.056,-,-,89.600
'34:56:13.480',0.048,-,-,93.600
'34:56:13.488',0.048,-,-,96.800
'34:56:13.496',0.056,-,-,100.000
'34:56:13.504',0.056,-,-,102.400
'34:56:13.512',0.056,-,-,104.000
'34:56:13.520',0.056,-,-,104.800
'34:56:13.528',0.048,-,-,104.800
'34:56:13.536',0.040,-,-,104.800
'34:56:13.544',0.032,-,-,104.000
'34:56:13.552',0.016,-,-,102.400
'34:56:13.560',-0.008,-,-,101.600
'34:56:13.568',-0.024,-,-,100.000
'34:56:13.576',-0.032,-,-,98.400
'34:56:13.584',-0.040,-,-,96.000
'34:56:13.592',-0.048,-,-,94.400
'34:56:13.600',-0.056,-,-,91.200
'34:56:13.608',-0.056,-,-,88.800
'34:56:13.616',-0.056,-,-,85.600
'34:56:13.624',-0.056,-,-,83.200
'34:56:13.632',-0.056,-,-,80.000
'34:56:13.640',-0.056,-,-,76.800
'34:56:13.648',-0.056,-,-,73.600
'34:56:13.656',-0.056,-,-,71.200
'34:56:13.664',-0.056,-,-,68.800
'34:56:13.672',-0.056,-,-,66.400
'34:56:13.680',-0.048,-,-,64.800
'34:56:13.688',-0.048,-,-,63.200
'34:56:13.696',-0.040,-,-,62.400
'34:56:13.704',-0.032,-,-,61.600
'34:56:13.712',-0.032,-,-,60.800
'34:56:13.720',-0.024,-,-,60.800
'34:56:13.728',-0.008,-,-,60.800
'34:56:13.736',0.016,-,-,60.800
'34:56:13.744',0.056,-,-,61.600
'34:56:13.752',0.144,-,-,61.600
'34:56:13.760',0.272,-,-,62.400
'34:56:13.768',0.416,-,-,62.400
'34:56:13.776',0.512,-,-,62.400
'34:56:13.784',0.528,-,-,63.200
'34:56:13.792',0.448,-,-,63.200
'34:56:13.800',0.352,-,-,63.200
'34:56:13.808',0.256,-,-,63.200
'34:56:13.816',0.184,-,-,63.200
'34:56:13.824',0.112,-,-,62.400
'34:56:13.832',0.040,-,-,62.400
'34:56:13.840',-0.016,-,-,62.400
'34:56:13.848',-0.048,-,-,61.600
'34:56:13.856',-0.032,-,-,60.800
'34:56:13.864',-0.024,-,-,60.800
'34:56:13.872',-0.072,-,-,60.000
'34:56:13.880',-0.128,-,-,60.000
'34:56:13.888',-0.160,-,-,59.200
'34:56:13.896',-0.168,-,-,58.400
'34:56:13.904',-0.168,-,-,58.400
'34:56:13.912',-0.168,-,-,57.600
'34:56:13.920',-0.168,-,-,56.800
'34:56:13.928',-0.160,-,-,56.800
'34:56:13.936',-0.160,-,-,56.000
'34:56:13.944',-0.152,-,-,56.000
'34:56:13.952',-0.152,-,-,55.200
'34:56:13.960',-0.152,-,-,55.200
'34:56:13.968',-0.152,-,-,54.400
'34:56:13.976',-0.152,-,-,54.400
'34:56:13.984',-0.160,-,-,53.600
'34:56:13.992',-0.152,-,-,53.600
'34:56:14.000',-0.144,-,-,53.600
'34:56:14.008',-0.136,-,-,53.600
'34:56:14.016',-0.128,-,-,54.400
'34:56:14.024',-0.120,-,-,56.000
'34:56:14.032',-0.112,-,-,57.600
'34:56:14.040',-0.088,-,-,60.000
'34:56:14.048',-0.072,-,-,63.200
'34:56:14.056',-0.056,-,-,66.400
'34:56:14.064',-0.040,-,-,69.600
'34:56:14.072',-0.024,-,-,72.800
'34:56:14.080',-0.016,-,-,76.000
'34:56:14.088',-0.016,-,-,79.200
'34:56:14.096',-0.008,-,-,81.600
'34:56:14.104',-0.016,-,-,84.000
'34:56:14.112',-0.024,-,-,85.600
'34:56:14.120',-0.032,-,-,87.200
'34:56:14.128',-0.032,-,-,87.200
'34:56:14.136',-0.040,-,-,86.400
'34:56:14.144',-0.048,-,-,85.600
'34:56:14.152',-0.056,-,-,84.000
'34:56:14.160',-0.064,-,-,81.600
'34:56:14.168',-0.072,-,-,79.200
'34:56:14.176',-0.080,-,-,76.800
'34:56:14.184',-0.080,-,-,73.600
'34:56:14.192',-0.080,-,-,70.400
'34:56:14.200',-0.072,-,-,67.200
'34:56:14.208',-0.064,-,-,64.000
'34:56:14.216',-0.056,-,-,60.800
'34:56:14.224',-0.048,-,-,58.400
'34:56:14.232',-0.040,-,-,56.800
'34:56:14.240',-0.040,-,-,54.400
'34:56:14.248',-0.040,-,-,53.600
'34:56:14.256',-0.032,-,-,52.000
'34:56:14.264',-0.032,-,-,51.200
'34:56:14.272',-0.024,-,-,51.200
