'Elapsed time','II','III','AVF','V','ABP'
'13:44:03.784',-0.056,-,-,-0.310,56.000
'13:44:03.792',-0.125,-,-,-0.268,56.000
'13:44:03.800',-0.139,-,-,-0.197,56.000
'13:44:03.808',-0.125,-,-,-0.085,55.200
'13:44:03.816',-0.097,-,-,-0.028,55.200
'13:44:03.824',-0.097,-,-,-0.028,55.200
'13:44:03.832',-0.097,-,-,-0.042,55.200
'13:44:03.840',-0.083,-,-,-0.056,55.200
'13:44:03.848',-0.097,-,-,-0.056,54.400
'13:44:03.856',-0.125,-,-,-0.056,54.400
'13:44:03.864',-0.125,-,-,-0.056,55.200
'13:44:03.872',-0.097,-,-,-0.056,56.000
'13:44:03.880',-0.083,-,-,-0.042,59.200
'13:44:03.888',-0.083,-,-,-0.070,65.600
'13:44:03.896',-0.097,-,-,-0.070,74.400
'13:44:03.904',-0.097,-,-,-0.085,84.800
'13:44:03.912',-0.097,-,-,-0.113,95.200
'13:44:03.920',-0.097,-,-,-0.113,104.000
'13:44:03.928',-0.097,-,-,-0.113,109.600
'13:44:03.936',-0.097,-,-,-0.141,112.000
'13:44:03.944',-0.125,-,-,-0.141,112.000
'13:44:03.952',-0.139,-,-,-0.169,111.200
'13:44:03.960',-0.153,-,-,-0.197,108.800
'13:44:03.968',-0.153,-,-,-0.225,106.400
'13:44:03.976',-0.153,-,-,-0.239,104.800
'13:44:03.984',-0.153,-,-,-0.254,103.200
'13:44:03.992',-0.167,-,-,-0.254,102.400
'13:44:04.000',-0.167,-,-,-0.254,100.800
'13:44:04.008',-0.153,-,-,-0.268,100.000
'13:44:04.016',-0.139,-,-,-0.239,99.200
'13:44:04.024',-0.125,-,-,-0.254,97.600
'13:44:04.032',-0.097,-,-,-0.197,96.000
'13:44:04.040',-0.083,-,-,-0.183,95.200
'13:44:04.048',-0.069,-,-,-0.141,92.800
'13:44:04.056',-0.042,-,-,-0.113,91.200
'13:44:04.064',-0.028,-,-,-0.070,88.800
'13:44:04.072',-0.028,-,-,-0.028,86.400
'13:44:04.080',0.000,-,-,-0.014,84.000
'13:44:04.088',0.014,-,-,0.000,81.600
'13:44:04.096',0.014,-,-,0.028,78.400
'13:44:04.104',0.028,-,-,0.056,76.800
'13:44:04.112',0.042,-,-,0.085,74.400
'13:44:04.120',0.042,-,-,0.085,74.400
'13:44:04.128',0.042,-,-,0.070,74.400
'13:44:04.136',0.042,-,-,0.085,74.400
'13:44:04.144',0.028,-,-,0.056,75.200
'13:44:04.152',0.028,-,-,0.056,75.200
'13:44:04.160',0.042,-,-,0.042,76.000
'13:44:04.168',0.042,-,-,0.028,76.000
'13:44:04.176',0.153,-,-,0.085,76.000
'13:44:04.184',0.389,-,-,0.296,75.200
'13:44:04.192',0.583,-,-,0.479,74.400
'13:44:04.200',0.597,-,-,0.254,73.600
'13:44:04.208',0.153,-,-,-0.254,72.800
'13:44:04.216',-0.056,-,-,-0.380,72.800
'13:44:04.224',-0.139,-,-,-0.282,72.000
'13:44:04.232',-0.153,-,-,-0.141,71.200
'13:44:04.240',-0.125,-,-,-0.028,70.400
'13:44:04.248',-0.125,-,-,0.000,69.600
'13:44:04.256',-0.139,-,-,0.000,69.600
'13:44:04.264',-0.125,-,-,0.000,68.800
'13:44:04.272',-0.125,-,-,0.000,68.000
'13:44:04.280',-0.097,-,-,0.000,68.000
'13:44:04.288',-0.097,-,-,0.000,67.200
'13:44:04.296',-0.097,-,-,-0.014,67.200
'13:44:04.304',-0.097,-,-,-0.014,66.400
'13:44:04.312',-0.097,-,-,-0.028,66.400
'13:44:04.320',-0.125,-,-,-0.014,67.200
'13:44:04.328',-0.125,-,-,-0.028,68.000
'13:44:04.336',-0.139,-,-,-0.056,71.200
'13:44:04.344',-0.153,-,-,-0.070,76.000
'13:44:04.352',-0.167,-,-,-0.113,82.400
'13:44:04.360',-0.167,-,-,-0.127,90.400
'13:44:04.368',-0.167,-,-,-0.141,97.600
'13:44:04.376',-0.167,-,-,-0.155,103.200
'13:44:04.384',-0.167,-,-,-0.169,106.400
'13:44:04.392',-0.167,-,-,-0.183,107.200
'13:44:04.400',-0.153,-,-,-0.183,105.600
'13:44:04.408',-0.153,-,-,-0.183,104.000
'13:44:04.416',-0.125,-,-,-0.183,100.800
'13:44:04.424',-0.097,-,-,-0.169,98.400
'13:44:04.432',-0.069,-,-,-0.155,96.000
'13:44:04.440',-0.056,-,-,-0.141,93.600
'13:44:04.448',-0.028,-,-,-0.127,92.000
'13:44:04.456',-0.014,-,-,-0.070,90.400
'13:44:04.464',0.000,-,-,-0.042,89.600
'13:44:04.472',0.014,-,-,0.000,88.000
'13:44:04.480',0.028,-,-,0.000,86.400
'13:44:04.488',0.028,-,-,0.028,84.000
'13:44:04.496',0.028,-,-,0.042,81.600
'13:44:04.504',0.042,-,-,0.056,79.200
'13:44:04.512',0.042,-,-,0.085,76.800
'13:44:04.520',0.042,-,-,0.085,75.200
'13:44:04.528',0.056,-,-,0.113,74.400
'13:44:04.536',0.056,-,-,0.085,73.600
'13:44:04.544',0.042,-,-,0.085,74.400
'13:44:04.552',0.042,-,-,0.085,74.400
'13:44:04.560',0.042,-,-,0.085,74.400
'13:44:04.568',0.042,-,-,0.085,74.400
'13:44:04.576',0.042,-,-,0.085,74.400
'13:44:04.584',0.042,-,-,0.070,74.400
'13:44:04.592',0.042,-,-,0.056,74.400
'13:44:04.600',0.042,-,-,0.070,73.600
'13:44:04.608',0.042,-,-,0.056,72.800
'13:44:04.616',0.042,-,-,0.056,72.800
'13:44:04.624',0.042,-,-,0.056,72.000
'13:44:04.632',0.042,-,-,0.056,71.200
'13:44:04.640',0.042,-,-,0.070,71.200
'13:44:04.648',0.042,-,-,0.085,70.400
'13:44:04.656',0.042,-,-,0.070,69.600
'13:44:04.664',0.042,-,-,0.070,69.600
'13:44:04.672',0.028,-,-,0.085,68.800
'13:44:04.680',0.042,-,-,0.070,68.000
'13:44:04.688',0.042,-,-,0.085,68.000
'13:44:04.696',0.042,-,-,0.085,67.200
'13:44:04.704',0.042,-,-,0.085,66.400
'13:44:04.712',0.042,-,-,0.085,66.400
'13:44:04.720',0.042,-,-,0.070,65.600
'13:44:04.728',0.028,-,-,0.070,65.600
'13:44:04.736',0.014,-,-,0.056,65.600
'13:44:04.744',0.014,-,-,0.056,64.800
'13:44:04.752',0.000,-,-,0.042,64.800
'13:44:04.760',0.000,-,-,0.028,64.000
'13:44:04.768',0.000,-,-,0.028,64.000
'13:44:04.776',0.000,-,-,0.028,63.200
'13:44:04.784',0.000,-,-,0.042,63.200
'13:44:04.792',0.000,-,-,0.028,63.200
'13:44:04.800',0.014,-,-,0.028,62.400
'13:44:04.808',0.014,-,-,0.042,62.400
'13:44:04.816',0.028,-,-,0.042,62.400
'13:44:04.824',0.014,-,-,0.042,61.600
'13:44:04.832',0.014,-,-,0.042,61.600
'13:44:04.840',0.014,-,-,0.056,61.600
'13:44:04.848',0.014,-,-,0.042,60.800
'13:44:04.856',0.000,-,-,0.056,60.800
'13:44:04.864',0.014,-,-,0.056,60.800
'13:44:04.872',0.014,-,-,0.056,60.800
'13:44:04.880',0.014,-,-,0.056,60.000
'13:44:04.888',0.014,-,-,0.042,60.000
'13:44:04.896',0.014,-,-,0.056,60.000
'13:44:04.904',0.000,-,-,0.056,59.200
'13:44:04.912',0.000,-,-,0.042,59.200
'13:44:04.920',0.000,-,-,0.028,59.200
'13:44:04.928',0.000,-,-,0.028,58.400
'13:44:04.936',0.000,-,-,0.028,58.400
'13:44:04.944',-0.014,-,-,0.014,58.400
'13:44:04.952',-0.028,-,-,0.000,58.400
'13:44:04.960',-0.042,-,-,0.014,57.600
'13:44:04.968',-0.014,-,-,-0.042,57.600
'13:44:04.976',0.014,-,-,0.028,56.800
'13:44:04.984',-0.056,-,-,0.028,56.800
'13:44:04.992',-0.194,-,-,0.042,56.800
'13:44:05.000',-0.375,-,-,-0.014,56.800
'13:44:05.008',-0.514,-,-,-0.169,56.000
'13:44:05.016',-0.611,-,-,-0.380,56.000
'13:44:05.024',-0.639,-,-,-0.676,56.000
'13:44:05.032',-0.653,-,-,-0.845,55.200
'13:44:05.040',-0.458,-,-,-0.732,55.200
'13:44:05.048',-0.194,-,-,-0.408,55.200
'13:44:05.056',-0.014,-,-,-0.070,55.200
'13:44:05.064',0.042,-,-,0.042,55.200
'13:44:05.072',0.056,-,-,0.070,54.400
'13:44:05.080',0.069,-,-,0.085,54.400
'13:44:05.088',0.069,-,-,0.056,54.400
'13:44:05.096',0.069,-,-,0.056,54.400
'13:44:05.104',0.056,-,-,0.056,54.400
'13:44:05.112',0.056,-,-,0.042,54.400
'13:44:05.120',0.056,-,-,0.028,54.400
'13:44:05.128',0.056,-,-,0.028,56.800
'13:44:05.136',0.069,-,-,0.014,60.800
'13:44:05.144',0.083,-,-,0.000,68.800
'13:44:05.152',0.083,-,-,0.000,80.000
'13:44:05.160',0.083,-,-,0.000,92.000
'13:44:05.168',0.097,-,-,0.000,103.200
'13:44:05.176',0.097,-,-,0.000,112.000
'13:44:05.184',0.125,-,-,0.000,117.600
'13:44:05.192',0.139,-,-,0.000,119.200
'13:44:05.200',0.139,-,-,0.000,118.400
'13:44:05.208',0.139,-,-,0.000,116.800
'13:44:05.216',0.153,-,-,0.000,113.600
'13:44:05.224',0.153,-,-,-0.014,111.200
'13:44:05.232',0.153,-,-,-0.014,108.800
'13:44:05.240',0.153,-,-,0.000,107.200
'13:44:05.248',0.153,-,-,-0.014,105.600
'13:44:05.256',0.153,-,-,-0.014,104.000
'13:44:05.264',0.167,-,-,-0.014,103.200
'13:44:05.272',0.167,-,-,-0.014,101.600
'13:44:05.280',0.153,-,-,0.000,100.000
'13:44:05.288',0.139,-,-,0.000,98.400
'13:44:05.296',0.125,-,-,-0.014,96.800
'13:44:05.304',0.097,-,-,0.000,95.200
'13:44:05.312',0.069,-,-,-0.014,93.600
'13:44:05.320',0.056,-,-,0.000,91.200
'13:44:05.328',0.042,-,-,0.000,89.600
'13:44:05.336',0.042,-,-,0.000,87.200
'13:44:05.344',0.028,-,-,0.000,84.800
'13:44:05.352',0.014,-,-,0.000,82.400
'13:44:05.360',0.014,-,-,0.028,80.000
'13:44:05.368',0.028,-,-,0.042,78.400
'13:44:05.376',0.028,-,-,0.056,76.800
'13:44:05.384',0.042,-,-,0.056,76.000
'13:44:05.392',0.042,-,-,0.070,76.000
'13:44:05.400',0.042,-,-,0.085,76.800
'13:44:05.408',0.042,-,-,0.056,77.600
'13:44:05.416',0.042,-,-,0.085,78.400
'13:44:05.424',0.042,-,-,0.085,78.400
'13:44:05.432',0.042,-,-,0.056,78.400
'13:44:05.440',0.042,-,-,0.056,78.400
'13:44:05.448',0.028,-,-,0.070,77.600
'13:44:05.456',0.028,-,-,0.056,76.800
'13:44:05.464',0.028,-,-,0.042,76.000
'13:44:05.472',0.014,-,-,0.056,75.200
'13:44:05.480',0.014,-,-,0.056,74.400
'13:44:05.488',0.014,-,-,0.056,73.600
'13:44:05.496',0.014,-,-,0.056,72.800
'13:44:05.504',-0.014,-,-,0.155,72.000
'13:44:05.512',-0.014,-,-,0.028,71.200
'13:44:05.520',0.000,-,-,0.042,71.200
'13:44:05.528',-0.014,-,-,0.028,70.400
'13:44:05.536',-0.014,-,-,0.042,70.400
'13:44:05.544',-0.014,-,-,0.028,69.600
'13:44:05.552',0.000,-,-,0.056,69.600
'13:44:05.560',0.000,-,-,0.042,68.800
'13:44:05.568',0.000,-,-,0.042,68.800
'13:44:05.576',0.014,-,-,0.056,68.000
'13:44:05.584',0.014,-,-,0.056,68.000
'13:44:05.592',0.014,-,-,0.042,67.200
'13:44:05.600',0.014,-,-,0.056,67.200
'13:44:05.608',0.000,-,-,0.056,66.400
'13:44:05.616',0.000,-,-,0.042,66.400
'13:44:05.624',-0.014,-,-,0.042,65.600
'13:44:05.632',-0.014,-,-,0.028,65.600
'13:44:05.640',-0.014,-,-,0.028,64.800
'13:44:05.648',-0.014,-,-,0.014,64.800
'13:44:05.656',-0.014,-,-,0.028,64.800
'13:44:05.664',-0.028,-,-,0.014,64.800
'13:44:05.672',-0.028,-,-,0.028,64.800
'13:44:05.680',-0.028,-,-,0.014,64.800
'13:44:05.688',-0.028,-,-,0.028,64.800
'13:44:05.696',-0.028,-,-,0.014,64.800
'13:44:05.704',-0.042,-,-,0.000,64.800
'13:44:05.712',-0.056,-,-,0.014,64.800
'13:44:05.720',-0.014,-,-,-0.056,64.800
'13:44:05.728',0.000,-,-,0.056,64.000
'13:44:05.736',-0.125,-,-,0.028,64.000
'13:44:05.744',-0.292,-,-,0.000,63.200
'13:44:05.752',-0.500,-,-,-0.169,63.200
'13:44:05.760',-0.722,-,-,-0.493,62.400
'13:44:05.768',-0.972,-,-,-0.845,62.400
'13:44:05.776',-1.181,-,-,-1.141,61.600
'13:44:05.784',-1.250,-,-,-1.296,61.600
'13:44:05.792',-1.069,-,-,-1.239,60.800
'13:44:05.800',-0.792,-,-,-1.014,60.800
'13:44:05.808',-0.472,-,-,-0.620,60.000
'13:44:05.816',-0.208,-,-,-0.310,60.000
'13:44:05.824',-0.069,-,-,-0.127,59.200
'13:44:05.832',0.056,-,-,0.028,59.200
'13:44:05.840',0.153,-,-,0.155,59.200
'13:44:05.848',0.194,-,-,0.225,58.400
'13:44:05.856',0.208,-,-,0.225,58.400
'13:44:05.864',0.208,-,-,0.239,58.400
'13:44:05.872',0.236,-,-,0.239,57.600
'13:44:05.880',0.208,-,-,0.225,57.600
'13:44:05.888',0.236,-,-,0.239,57.600
'13:44:05.896',0.264,-,-,0.225,58.400
'13:44:05.904',0.264,-,-,0.239,60.000
'13:44:05.912',0.292,-,-,0.225,64.000
'13:44:05.920',0.306,-,-,0.239,71.200
'13:44:05.928',0.319,-,-,0.239,79.200
'13:44:05.936',0.347,-,-,0.239,88.800
'13:44:05.944',0.375,-,-,0.239,97.600
'13:44:05.952',0.403,-,-,0.254,104.800
'13:44:05.960',0.417,-,-,0.239,108.800
'13:44:05.968',0.417,-,-,0.254,111.200
'13:44:05.976',0.431,-,-,0.254,111.200
'13:44:05.984',0.458,-,-,0.268,110.400
'13:44:05.992',0.458,-,-,0.254,108.800
'13:44:06.000',0.417,-,-,0.268,107.200
'13:44:06.008',0.403,-,-,0.239,105.600
'13:44:06.016',0.375,-,-,0.239,104.800
'13:44:06.024',0.347,-,-,0.197,103.200
'13:44:06.032',0.306,-,-,0.169,102.400
'13:44:06.040',0.264,-,-,0.155,101.600
'13:44:06.048',0.194,-,-,0.141,100.800
'13:44:06.056',0.139,-,-,0.113,99.200
'13:44:06.064',0.083,-,-,0.085,97.600
'13:44:06.072',0.056,-,-,0.056,96.000
'13:44:06.080',0.042,-,-,0.042,93.600
'13:44:06.088',0.014,-,-,0.028,91.200
'13:44:06.096',0.000,-,-,0.028,88.000
'13:44:06.104',0.000,-,-,0.014,85.600
'13:44:06.112',-0.014,-,-,0.028,82.400
'13:44:06.120',0.000,-,-,0.014,79.200
'13:44:06.128',-0.014,-,-,0.028,77.600
'13:44:06.136',-0.014,-,-,0.028,76.000
'13:44:06.144',0.000,-,-,0.028,75.200
'13:44:06.152',0.000,-,-,0.042,76.000
'13:44:06.160',-0.014,-,-,0.028,76.000
'13:44:06.168',0.000,-,-,0.028,76.800
'13:44:06.176',0.000,-,-,0.028,77.600
'13:44:06.184',-0.014,-,-,0.042,77.600
'13:44:06.192',-0.014,-,-,0.056,77.600
'13:44:06.200',-0.028,-,-,0.000,76.800
'13:44:06.208',-0.042,-,-,0.000,76.000
'13:44:06.216',-0.069,-,-,0.000,75.200
'13:44:06.224',-0.083,-,-,-0.014,74.400
'13:44:06.232',-0.083,-,-,0.000,73.600
'13:44:06.240',-0.069,-,-,-0.014,72.800
'13:44:06.248',-0.083,-,-,0.042,72.000
'13:44:06.256',-0.097,-,-,-0.028,72.000
'13:44:06.264',-0.097,-,-,-0.014,71.200
'13:44:06.272',-0.125,-,-,0.000,70.400
'13:44:06.280',-0.125,-,-,-0.014,70.400
'13:44:06.288',-0.125,-,-,-0.028,69.600
'13:44:06.296',-0.125,-,-,-0.014,69.600
'13:44:06.304',-0.069,-,-,0.000,68.800
'13:44:06.312',0.083,-,-,0.127,68.000
'13:44:06.320',0.361,-,-,0.338,68.000
'13:44:06.328',0.472,-,-,0.408,67.200
'13:44:06.336',0.278,-,-,0.000,67.200
'13:44:06.344',0.000,-,-,-0.338,66.400
'13:44:06.352',-0.167,-,-,-0.366,65.600
'13:44:06.360',-0.236,-,-,-0.380,65.600
'13:44:06.368',-0.236,-,-,-0.141,64.800
'13:44:06.376',-0.208,-,-,-0.070,64.800
'13:44:06.384',-0.236,-,-,-0.056,64.000
'13:44:06.392',-0.236,-,-,-0.070,64.000
'13:44:06.400',-0.250,-,-,-0.070,63.200
'13:44:06.408',-0.250,-,-,-0.113,63.200
'13:44:06.416',-0.264,-,-,-0.127,62.400
'13:44:06.424',-0.250,-,-,-0.127,62.400
'13:44:06.432',-0.264,-,-,-0.113,62.400
'13:44:06.440',-0.278,-,-,-0.113,63.200
'13:44:06.448',-0.278,-,-,-0.141,66.400
'13:44:06.456',-0.278,-,-,-0.141,71.200
'13:44:06.464',-0.264,-,-,-0.141,79.200
'13:44:06.472',-0.278,-,-,-0.169,88.800
'13:44:06.480',-0.278,-,-,-0.169,99.200
'13:44:06.488',-0.278,-,-,-0.183,107.200
'13:44:06.496',-0.278,-,-,-0.197,113.600
'13:44:06.504',-0.292,-,-,-0.225,116.000
'13:44:06.512',-0.292,-,-,-0.239,116.800
'13:44:06.520',-0.292,-,-,-0.225,115.200
'13:44:06.528',-0.292,-,-,-0.254,113.600
'13:44:06.536',-0.292,-,-,-0.268,111.200
'13:44:06.544',-0.292,-,-,-0.254,109.600
'13:44:06.552',-0.278,-,-,-0.268,108.000
'13:44:06.560',-0.264,-,-,-0.268,107.200
'13:44:06.568',-0.236,-,-,-0.254,106.400
'13:44:06.576',-0.208,-,-,-0.268,104.800
'13:44:06.584',-0.194,-,-,-0.239,104.000
'13:44:06.592',-0.167,-,-,-0.197,102.400
'13:44:06.600',-0.139,-,-,-0.169,100.800
'13:44:06.608',-0.097,-,-,-0.141,99.200
'13:44:06.616',-0.069,-,-,-0.113,97.600
'13:44:06.624',-0.056,-,-,-0.056,95.200
'13:44:06.632',-0.042,-,-,-0.028,92.000
'13:44:06.640',-0.014,-,-,0.000,89.600
'13:44:06.648',0.000,-,-,0.000,86.400
'13:44:06.656',0.014,-,-,0.028,84.000
'13:44:06.664',0.014,-,-,0.056,81.600
'13:44:06.672',0.028,-,-,0.056,80.800
'13:44:06.680',0.028,-,-,0.056,80.000
'13:44:06.688',0.042,-,-,0.070,80.000
'13:44:06.696',0.042,-,-,0.085,80.800
'13:44:06.704',0.042,-,-,0.085,80.800
'13:44:06.712',0.042,-,-,0.085,81.600
'13:44:06.720',0.042,-,-,0.070,81.600
'13:44:06.728',0.042,-,-,0.056,80.800
'13:44:06.736',0.028,-,-,0.056,80.800
'13:44:06.744',0.028,-,-,0.056,80.000
'13:44:06.752',0.028,-,-,0.042,79.200
'13:44:06.760',0.028,-,-,0.042,78.400
'13:44:06.768',0.028,-,-,0.056,77.600
'13:44:06.776',0.014,-,-,0.028,76.800
'13:44:06.784',0.014,-,-,0.042,76.000
'13:44:06.792',0.014,-,-,0.056,75.200
'13:44:06.800',0.028,-,-,0.042,74.400
'13:44:06.808',0.028,-,-,0.056,73.600
'13:44:06.816',0.028,-,-,0.056,72.800
'13:44:06.824',0.028,-,-,0.056,72.800
'13:44:06.832',0.028,-,-,0.056,72.000
'13:44:06.840',0.028,-,-,0.056,71.200
'13:44:06.848',0.028,-,-,0.056,71.200
'13:44:06.856',0.028,-,-,0.056,70.400
'13:44:06.864',0.028,-,-,0.056,70.400
'13:44:06.872',0.028,-,-,0.056,69.600
'13:44:06.880',0.042,-,-,0.085,69.600
'13:44:06.888',0.042,-,-,0.085,68.800
'13:44:06.896',0.042,-,-,0.070,68.000
'13:44:06.904',0.028,-,-,0.070,68.000
'13:44:06.912',0.028,-,-,0.056,67.200
'13:44:06.920',0.028,-,-,0.070,67.200
'13:44:06.928',0.028,-,-,0.085,66.400
'13:44:06.936',0.028,-,-,0.056,66.400
'13:44:06.944',0.028,-,-,0.056,65.600
'13:44:06.952',0.028,-,-,0.056,65.600
'13:44:06.960',0.014,-,-,0.042,65.600
'13:44:06.968',0.028,-,-,0.042,64.800
'13:44:06.976',0.014,-,-,0.042,64.800
'13:44:06.984',0.014,-,-,0.028,64.000
'13:44:06.992',0.014,-,-,0.042,64.000
'13:44:07.000',0.028,-,-,0.042,64.000
'13:44:07.008',0.125,-,-,0.085,63.200
'13:44:07.016',0.319,-,-,0.296,63.200
'13:44:07.024',0.528,-,-,0.493,62.400
'13:44:07.032',0.569,-,-,0.507,62.400
'13:44:07.040',0.194,-,-,-0.239,62.400
'13:44:07.048',-0.028,-,-,-0.451,61.600
'13:44:07.056',-0.139,-,-,-0.352,61.600
'13:44:07.064',-0.153,-,-,-0.254,61.600
'13:44:07.072',-0.097,-,-,-0.085,60.800
'13:44:07.080',-0.069,-,-,0.000,60.800
'13:44:07.088',-0.069,-,-,0.000,60.800
'13:44:07.096',-0.069,-,-,0.000,60.800
'13:44:07.104',-0.056,-,-,0.000,60.000
'13:44:07.112',-0.056,-,-,0.000,60.000
'13:44:07.120',-0.056,-,-,0.000,60.000
'13:44:07.128',-0.069,-,-,0.000,60.000
'13:44:07.136',-0.069,-,-,-0.014,62.400
'13:44:07.144',-0.083,-,-,-0.028,67.200
'13:44:07.152',-0.083,-,-,-0.028,75.200
'13:44:07.160',-0.097,-,-,-0.056,86.400
'13:44:07.168',-0.097,-,-,-0.085,98.400
'13:44:07.176',-0.097,-,-,-0.113,109.600
'13:44:07.184',-0.097,-,-,-0.113,118.400
'13:44:07.192',-0.125,-,-,-0.127,122.400
'13:44:07.200',-0.125,-,-,-0.141,124.000
'13:44:07.208',-0.125,-,-,-0.169,122.400
'13:44:07.216',-0.125,-,-,-0.169,119.200
'13:44:07.224',-0.125,-,-,-0.169,116.800
'13:44:07.232',-0.097,-,-,-0.183,113.600
'13:44:07.240',-0.097,-,-,-0.197,111.200
'13:44:07.248',-0.125,-,-,-0.183,109.600
'13:44:07.256',-0.097,-,-,-0.197,108.800
'13:44:07.264',-0.083,-,-,-0.183,107.200
'13:44:07.272',-0.056,-,-,-0.169,106.400
'13:44:07.280',-0.042,-,-,-0.169,104.800
'13:44:07.288',-0.014,-,-,-0.141,103.200
'13:44:07.296',0.000,-,-,-0.127,101.600
'13:44:07.304',0.014,-,-,-0.113,100.000
'13:44:07.312',0.014,-,-,-0.070,97.600
'13:44:07.320',0.028,-,-,-0.042,95.200
'13:44:07.328',0.042,-,-,-0.014,93.600
'13:44:07.336',0.042,-,-,0.000,90.400
'13:44:07.344',0.056,-,-,0.014,88.000
'13:44:07.352',0.056,-,-,0.000,85.600
'13:44:07.360',0.056,-,-,0.028,83.200
'13:44:07.368',0.056,-,-,0.042,81.600
'13:44:07.376',0.069,-,-,0.056,80.000
'13:44:07.384',0.083,-,-,0.056,80.000
'13:44:07.392',0.083,-,-,0.070,80.000
'13:44:07.400',0.083,-,-,0.085,80.800
'13:44:07.408',0.083,-,-,0.085,80.800
'13:44:07.416',0.083,-,-,0.113,80.800
'13:44:07.424',0.069,-,-,0.085,80.800
'13:44:07.432',0.069,-,-,0.113,80.800
'13:44:07.440',0.069,-,-,0.085,80.000
'13:44:07.448',0.069,-,-,0.085,80.000
'13:44:07.456',0.056,-,-,0.085,79.200
'13:44:07.464',0.056,-,-,0.070,78.400
'13:44:07.472',0.069,-,-,0.070,77.600
'13:44:07.480',0.069,-,-,0.085,76.800
'13:44:07.488',0.069,-,-,0.070,76.000
'13:44:07.496',0.069,-,-,0.085,75.200
'13:44:07.504',0.069,-,-,0.070,74.400
'13:44:07.512',0.069,-,-,0.085,73.600
'13:44:07.520',0.069,-,-,0.070,72.800
'13:44:07.528',0.069,-,-,0.056,72.800
'13:44:07.536',0.056,-,-,0.056,72.000
'13:44:07.544',0.056,-,-,0.056,71.200
'13:44:07.552',0.056,-,-,0.042,70.400
'13:44:07.560',0.042,-,-,0.028,70.400
'13:44:07.568',0.042,-,-,0.028,69.600
'13:44:07.576',0.056,-,-,0.042,69.600
'13:44:07.584',0.056,-,-,0.042,68.800
'13:44:07.592',0.069,-,-,0.056,68.000
'13:44:07.600',0.069,-,-,0.056,68.000
'13:44:07.608',0.056,-,-,0.056,67.200
'13:44:07.616',0.056,-,-,0.056,67.200
'13:44:07.624',0.069,-,-,0.056,67.200
'13:44:07.632',0.069,-,-,0.056,66.400
'13:44:07.640',0.056,-,-,0.056,66.400
'13:44:07.648',0.056,-,-,0.056,65.600
'13:44:07.656',0.042,-,-,0.056,65.600
'13:44:07.664',0.042,-,-,0.042,65.600
'13:44:07.672',0.042,-,-,0.042,65.600
'13:44:07.680',0.056,-,-,0.042,64.800
'13:44:07.688',0.056,-,-,0.042,64.800
'13:44:07.696',0.069,-,-,0.056,64.800
'13:44:07.704',0.069,-,-,0.042,64.000
'13:44:07.712',0.069,-,-,0.042,64.000
'13:44:07.720',0.069,-,-,0.042,64.000
'13:44:07.728',0.056,-,-,0.028,63.200
'13:44:07.736',0.069,-,-,0.028,63.200
'13:44:07.744',0.167,-,-,0.028,62.400
'13:44:07.752',0.375,-,-,0.282,62.400
'13:44:07.760',0.569,-,-,0.451,62.400
