'Elapsed time','I','II','III','MCL1','ABP','PAP'
'38:21:06.856',0.038,-,-,0.000,117.480,40.800
'38:21:06.864',0.038,-,-,0.000,119.160,39.200
'38:21:06.872',0.048,-,-,0.000,119.160,40.800
'38:21:06.880',0.048,-,-,0.000,119.880,44.400
'38:21:06.888',0.048,-,-,0.000,120.720,48.000
'38:21:06.896',0.048,-,-,0.000,122.280,50.000
'38:21:06.904',0.048,-,-,0.000,124.680,51.200
'38:21:06.912',0.048,-,-,-0.030,128.760,51.600
'38:21:06.920',0.048,-,-,-0.030,131.880,51.200
'38:21:06.928',0.038,-,-,0.000,134.280,49.600
'38:21:06.936',0.029,-,-,0.000,135.960,47.200
'38:21:06.944',0.010,-,-,0.000,135.960,45.200
'38:21:06.952',-0.010,-,-,0.000,134.280,44.400
'38:21:06.960',-0.029,-,-,0.000,131.880,43.600
'38:21:06.968',-0.048,-,-,0.030,129.480,43.600
'38:21:06.976',-0.067,-,-,0.030,126.360,43.200
'38:21:06.984',-0.077,-,-,0.069,122.280,42.400
'38:21:06.992',-0.077,-,-,0.069,119.160,40.800
'38:21:07.000',-0.077,-,-,0.069,115.920,39.200
'38:21:07.008',-0.077,-,-,0.069,112.680,37.600
'38:21:07.016',-0.067,-,-,0.069,110.280,36.800
'38:21:07.024',-0.067,-,-,0.069,108.720,36.800
'38:21:07.032',-0.058,-,-,0.030,107.160,35.600
'38:21:07.040',-0.048,-,-,0.030,106.320,32.000
'38:21:07.048',-0.048,-,-,0.030,105.480,28.400
'38:21:07.056',-0.038,-,-,0.030,105.480,26.800
'38:21:07.064',-0.038,-,-,0.000,106.320,28.800
'38:21:07.072',-0.029,-,-,0.030,108.720,33.200
'38:21:07.080',-0.029,-,-,0.000,111.120,36.000
'38:21:07.088',-0.029,-,-,0.000,114.360,37.600
'38:21:07.096',-0.029,-,-,0.000,117.480,37.600
'38:21:07.104',-0.029,-,-,0.000,119.880,35.200
'38:21:07.112',-0.029,-,-,0.000,120.720,32.000
'38:21:07.120',-0.019,-,-,0.000,121.560,29.200
'38:21:07.128',-0.019,-,-,0.000,121.560,27.200
'38:21:07.136',-0.019,-,-,0.000,122.280,27.200
'38:21:07.144',-0.019,-,-,0.000,123.120,28.000
'38:21:07.152',-0.019,-,-,0.000,123.960,30.000
'38:21:07.160',-0.019,-,-,0.000,125.520,31.600
'38:21:07.168',-0.019,-,-,0.000,126.360,32.000
'38:21:07.176',-0.019,-,-,0.000,127.920,31.200
'38:21:07.184',-0.019,-,-,0.000,128.760,29.600
'38:21:07.192',-0.019,-,-,0.000,129.480,28.000
'38:21:07.200',-0.029,-,-,0.000,130.320,26.800
'38:21:07.208',-0.029,-,-,0.000,130.320,26.400
'38:21:07.216',-0.019,-,-,0.000,130.320,26.800
'38:21:07.224',-0.019,-,-,0.000,129.480,28.000
'38:21:07.232',-0.019,-,-,0.000,128.760,28.800
'38:21:07.240',-0.019,-,-,0.000,127.080,29.200
'38:21:07.248',-0.010,-,-,0.000,126.360,28.800
'38:21:07.256',-0.010,-,-,0.000,125.520,28.400
'38:21:07.264',0.000,-,-,0.000,123.960,27.600
'38:21:07.272',0.010,-,-,0.000,122.280,26.800
'38:21:07.280',0.019,-,-,0.000,121.560,26.000
'38:21:07.288',0.029,-,-,-0.030,119.880,26.000
'38:21:07.296',0.038,-,-,-0.069,118.320,26.000
'38:21:07.304',0.029,-,-,-0.030,116.760,26.000
'38:21:07.312',0.019,-,-,-0.030,115.080,25.600
'38:21:07.320',-0.010,-,-,0.000,113.520,25.600
'38:21:07.328',-0.029,-,-,0.000,111.960,26.000
'38:21:07.336',-0.038,-,-,0.000,111.120,26.400
'38:21:07.344',-0.038,-,-,0.000,110.280,25.600
'38:21:07.352',-0.048,-,-,0.000,109.560,24.400
'38:21:07.360',-0.087,-,-,0.000,107.880,23.600
'38:21:07.368',-0.144,-,-,0.109,106.320,24.000
'38:21:07.376',-0.144,-,-,0.139,104.760,25.600
'38:21:07.384',-0.010,-,-,0.109,101.520,27.600
'38:21:07.392',0.192,-,-,-0.030,98.280,28.400
'38:21:07.400',0.346,-,-,-0.406,95.160,28.400
'38:21:07.408',0.346,-,-,-0.515,91.080,27.600
'38:21:07.416',0.125,-,-,-0.218,88.680,26.000
'38:21:07.424',0.029,-,-,0.000,85.560,24.000
'38:21:07.432',0.010,-,-,0.000,83.160,22.000
'38:21:07.440',0.019,-,-,0.000,81.480,22.000
'38:21:07.448',0.010,-,-,0.000,79.920,23.200
'38:21:07.456',0.010,-,-,0.000,79.080,24.800
'38:21:07.464',0.010,-,-,0.000,80.760,25.200
'38:21:07.472',0.010,-,-,0.000,83.880,25.600
'38:21:07.480',0.019,-,-,0.000,88.680,28.800
'38:21:07.488',0.019,-,-,0.000,93.480,34.000
'38:21:07.496',0.019,-,-,0.000,99.960,40.000
'38:21:07.504',0.019,-,-,0.000,104.760,46.400
'38:21:07.512',0.029,-,-,-0.030,109.560,50.400
'38:21:07.520',0.029,-,-,-0.030,113.520,50.800
'38:21:07.528',0.038,-,-,-0.030,116.760,47.200
'38:21:07.536',0.038,-,-,-0.030,118.320,43.200
'38:21:07.544',0.048,-,-,-0.069,119.880,41.200
'38:21:07.552',0.048,-,-,-0.030,120.720,41.600
'38:21:07.560',0.048,-,-,-0.069,120.720,42.800
'38:21:07.568',0.058,-,-,-0.069,121.560,44.000
'38:21:07.576',0.058,-,-,-0.069,123.120,44.800
'38:21:07.584',0.058,-,-,-0.030,126.360,44.800
'38:21:07.592',0.058,-,-,-0.069,129.480,44.800
'38:21:07.600',0.048,-,-,-0.069,133.560,45.600
'38:21:07.608',0.048,-,-,-0.030,135.960,46.000
'38:21:07.616',0.029,-,-,0.000,137.520,46.000
'38:21:07.624',0.010,-,-,0.000,137.520,44.800
'38:21:07.632',-0.010,-,-,0.000,135.960,42.800
'38:21:07.640',-0.029,-,-,0.000,134.280,40.400
'38:21:07.648',-0.048,-,-,0.030,131.160,38.400
'38:21:07.656',-0.067,-,-,0.030,127.920,37.200
'38:21:07.664',-0.077,-,-,0.069,124.680,36.400
'38:21:07.672',-0.077,-,-,0.069,121.560,36.400
'38:21:07.680',-0.087,-,-,0.069,118.320,36.800
'38:21:07.688',-0.077,-,-,0.069,115.080,36.400
'38:21:07.696',-0.067,-,-,0.030,111.960,33.600
'38:21:07.704',-0.058,-,-,0.030,110.280,30.400
'38:21:07.712',-0.048,-,-,0.030,108.720,28.400
'38:21:07.720',-0.048,-,-,0.030,107.880,28.400
'38:21:07.728',-0.038,-,-,0.000,107.160,30.000
'38:21:07.736',-0.038,-,-,0.000,107.160,32.400
'38:21:07.744',-0.029,-,-,0.000,108.720,34.400
'38:21:07.752',-0.029,-,-,0.000,110.280,35.200
'38:21:07.760',-0.029,-,-,0.000,113.520,35.200
'38:21:07.768',-0.029,-,-,0.000,116.760,34.000
'38:21:07.776',-0.019,-,-,0.000,119.880,32.800
'38:21:07.784',-0.019,-,-,0.000,121.560,30.800
'38:21:07.792',-0.019,-,-,0.000,123.120,29.200
'38:21:07.800',-0.029,-,-,0.000,123.120,28.400
'38:21:07.808',-0.019,-,-,0.000,123.960,28.400
'38:21:07.816',-0.019,-,-,0.000,123.960,28.800
'38:21:07.824',-0.019,-,-,0.000,124.680,29.200
'38:21:07.832',-0.019,-,-,0.000,125.520,29.600
'38:21:07.840',-0.019,-,-,0.000,127.080,29.600
'38:21:07.848',-0.019,-,-,0.000,127.920,29.200
'38:21:07.856',-0.019,-,-,0.000,129.480,28.400
'38:21:07.864',-0.019,-,-,0.000,130.320,27.600
'38:21:07.872',-0.019,-,-,0.000,131.160,27.200
'38:21:07.880',-0.019,-,-,0.000,131.160,26.800
'38:21:07.888',-0.019,-,-,0.000,131.160,26.800
'38:21:07.896',-0.019,-,-,0.000,131.160,26.800
'38:21:07.904',-0.019,-,-,0.000,130.320,27.200
'38:21:07.912',-0.019,-,-,0.000,129.480,27.200
'38:21:07.920',-0.010,-,-,0.000,127.920,27.200
'38:21:07.928',-0.010,-,-,0.000,127.080,26.800
'38:21:07.936',0.000,-,-,0.000,125.520,26.400
'38:21:07.944',0.010,-,-,0.000,123.960,26.000
'38:21:07.952',0.010,-,-,0.000,123.120,25.600
'38:21:07.960',0.029,-,-,0.000,121.560,25.200
'38:21:07.968',0.038,-,-,-0.030,119.880,25.200
'38:21:07.976',0.048,-,-,-0.069,118.320,25.200
'38:21:07.984',0.048,-,-,-0.069,116.760,25.200
'38:21:07.992',0.038,-,-,-0.069,115.080,24.800
'38:21:08.000',0.019,-,-,-0.030,113.520,24.000
'38:21:08.008',-0.010,-,-,0.000,111.960,23.200
'38:21:08.016',-0.029,-,-,0.000,111.120,22.400
'38:21:08.024',-0.029,-,-,0.000,110.280,22.000
'38:21:08.032',-0.038,-,-,0.000,109.560,20.800
'38:21:08.040',-0.058,-,-,0.000,108.720,19.600
'38:21:08.048',-0.106,-,-,0.069,106.320,19.600
'38:21:08.056',-0.154,-,-,0.139,103.920,21.600
'38:21:08.064',-0.087,-,-,0.178,101.520,24.000
'38:21:08.072',0.077,-,-,0.069,97.560,26.000
'38:21:08.080',0.308,-,-,-0.257,94.320,26.400
'38:21:08.088',0.385,-,-,-0.515,90.360,25.600
'38:21:08.096',0.260,-,-,-0.554,87.120,23.600
'38:21:08.104',0.087,-,-,-0.069,84.720,21.200
'38:21:08.112',0.029,-,-,0.000,82.320,18.400
'38:21:08.120',0.029,-,-,0.000,79.920,16.400
'38:21:08.128',0.029,-,-,0.000,78.360,16.400
'38:21:08.136',0.019,-,-,0.000,76.680,18.800
'38:21:08.144',0.019,-,-,0.000,76.680,21.600
'38:21:08.152',0.019,-,-,0.000,79.080,22.000
'38:21:08.160',0.019,-,-,0.000,82.320,22.000
'38:21:08.168',0.029,-,-,0.000,87.120,23.600
'38:21:08.176',0.029,-,-,0.000,92.760,27.200
'38:21:08.184',0.038,-,-,0.000,99.120,32.000
'38:21:08.192',0.038,-,-,0.000,104.760,37.200
'38:21:08.200',0.038,-,-,0.000,109.560,42.000
'38:21:08.208',0.038,-,-,0.000,112.680,44.400
'38:21:08.216',0.048,-,-,0.000,115.080,43.200
'38:21:08.224',0.048,-,-,0.000,115.920,39.200
'38:21:08.232',0.048,-,-,-0.030,116.760,34.800
'38:21:08.240',0.058,-,-,-0.030,116.760,32.800
'38:21:08.248',0.058,-,-,-0.030,117.480,32.800
'38:21:08.256',0.058,-,-,-0.069,117.480,34.000
'38:21:08.264',0.058,-,-,-0.069,119.880,35.600
'38:21:08.272',0.067,-,-,-0.069,123.120,37.200
'38:21:08.280',0.067,-,-,-0.030,126.360,37.600
'38:21:08.288',0.058,-,-,-0.069,129.480,37.600
'38:21:08.296',0.038,-,-,-0.030,131.880,36.400
'38:21:08.304',0.029,-,-,0.000,132.720,34.400
'38:21:08.312',0.010,-,-,0.000,132.720,32.400
'38:21:08.320',-0.010,-,-,0.000,130.320,30.800
'38:21:08.328',-0.029,-,-,0.000,127.920,30.400
'38:21:08.336',-0.058,-,-,0.030,125.520,29.600
'38:21:08.344',-0.067,-,-,0.030,122.280,28.800
'38:21:08.352',-0.077,-,-,0.069,118.320,27.200
'38:21:08.360',-0.077,-,-,0.030,115.080,25.200
'38:21:08.368',-0.077,-,-,0.069,111.120,22.800
'38:21:08.376',-0.077,-,-,0.030,108.720,21.200
'38:21:08.384',-0.067,-,-,0.030,106.320,20.400
'38:21:08.392',-0.058,-,-,0.030,104.760,21.200
'38:21:08.400',-0.048,-,-,0.030,103.080,23.200
'38:21:08.408',-0.048,-,-,0.000,102.360,25.200
'38:21:08.416',-0.038,-,-,0.000,102.360,26.400
'38:21:08.424',-0.038,-,-,0.000,101.520,26.400
'38:21:08.432',-0.029,-,-,0.000,101.520,25.600
'38:21:08.440',-0.029,-,-,0.000,101.520,24.800
'38:21:08.448',-0.029,-,-,0.000,103.080,23.600
'38:21:08.456',-0.029,-,-,0.000,104.760,22.400
'38:21:08.464',-0.029,-,-,0.000,107.880,21.600
'38:21:08.472',-0.029,-,-,0.000,111.120,21.200
'38:21:08.480',-0.029,-,-,0.000,113.520,21.200
'38:21:08.488',-0.029,-,-,0.000,115.920,21.200
'38:21:08.496',-0.029,-,-,0.000,116.760,20.400
'38:21:08.504',-0.029,-,-,0.000,117.480,19.600
'38:21:08.512',-0.029,-,-,0.000,118.320,18.400
'38:21:08.520',-0.029,-,-,0.000,119.160,18.000
'38:21:08.528',-0.029,-,-,0.000,119.880,18.800
'38:21:08.536',-0.029,-,-,0.000,120.720,19.600
'38:21:08.544',-0.019,-,-,0.000,122.280,20.000
'38:21:08.552',-0.019,-,-,0.000,123.120,20.000
'38:21:08.560',-0.019,-,-,0.000,123.960,19.600
'38:21:08.568',-0.019,-,-,0.000,124.680,18.400
'38:21:08.576',-0.019,-,-,0.000,125.520,17.600
'38:21:08.584',-0.019,-,-,0.000,126.360,16.800
'38:21:08.592',-0.019,-,-,0.000,125.520,16.800
'38:21:08.600',-0.019,-,-,0.000,125.520,16.800
'38:21:08.608',-0.010,-,-,0.000,124.680,17.200
'38:21:08.616',-0.010,-,-,0.000,123.960,17.600
'38:21:08.624',0.000,-,-,0.000,122.280,17.600
'38:21:08.632',0.000,-,-,0.000,121.560,17.600
'38:21:08.640',0.019,-,-,0.000,119.880,17.200
'38:21:08.648',0.038,-,-,-0.030,119.160,16.800
'38:21:08.656',0.048,-,-,-0.069,117.480,16.400
'38:21:08.664',0.038,-,-,-0.069,115.920,16.400
'38:21:08.672',0.029,-,-,-0.069,115.080,16.800
'38:21:08.680',0.019,-,-,-0.030,113.520,17.200
'38:21:08.688',-0.010,-,-,-0.030,111.960,17.200
'38:21:08.696',-0.029,-,-,0.000,110.280,16.800
'38:21:08.704',-0.029,-,-,0.000,108.720,15.200
'38:21:08.712',-0.029,-,-,0.000,107.880,12.800
'38:21:08.720',-0.048,-,-,0.000,107.160,11.200
'38:21:08.728',-0.096,-,-,0.030,105.480,12.000
'38:21:08.736',-0.144,-,-,0.139,104.760,14.000
'38:21:08.744',-0.106,-,-,0.139,103.080,16.000
'38:21:08.752',0.019,-,-,0.069,101.520,17.200
'38:21:08.760',0.231,-,-,-0.109,99.120,17.600
'38:21:08.768',0.356,-,-,-0.436,96.720,17.200
'38:21:08.776',0.269,-,-,-0.515,93.480,16.000
'38:21:08.784',0.106,-,-,-0.139,89.520,15.200
'38:21:08.792',0.038,-,-,-0.030,86.280,15.600
'38:21:08.800',0.029,-,-,0.000,83.160,16.800
'38:21:08.808',0.029,-,-,-0.030,79.920,17.600
'38:21:08.816',0.019,-,-,-0.030,78.360,17.200
'38:21:08.824',0.019,-,-,-0.030,76.680,15.200
'38:21:08.832',0.019,-,-,0.000,76.680,12.800
'38:21:08.840',0.029,-,-,0.000,79.080,13.200
'38:21:08.848',0.029,-,-,-0.030,83.160,18.800
'38:21:08.856',0.029,-,-,-0.030,87.960,27.200
'38:21:08.864',0.029,-,-,-0.030,94.320,34.800
'38:21:08.872',0.038,-,-,-0.030,99.960,40.400
'38:21:08.880',0.038,-,-,-0.030,105.480,43.600
'38:21:08.888',0.038,-,-,-0.030,109.560,44.000
'38:21:08.896',0.048,-,-,-0.069,111.960,42.000
'38:21:08.904',0.048,-,-,-0.030,114.360,38.800
'38:21:08.912',0.048,-,-,-0.069,115.080,36.000
'38:21:08.920',0.058,-,-,-0.069,115.920,34.000
'38:21:08.928',0.058,-,-,-0.069,115.920,34.800
'38:21:08.936',0.067,-,-,-0.069,115.920,37.200
'38:21:08.944',0.067,-,-,-0.069,115.920,39.600
'38:21:08.952',0.067,-,-,-0.069,116.760,40.800
'38:21:08.960',0.067,-,-,-0.069,118.320,40.400
'38:21:08.968',0.067,-,-,-0.069,121.560,39.200
'38:21:08.976',0.058,-,-,-0.069,124.680,37.600
'38:21:08.984',0.038,-,-,-0.069,127.080,36.800
'38:21:08.992',0.019,-,-,-0.030,128.760,36.000
'38:21:09.000',0.000,-,-,0.000,127.920,36.000
'38:21:09.008',-0.029,-,-,0.000,126.360,36.000
'38:21:09.016',-0.048,-,-,0.000,123.120,36.400
'38:21:09.024',-0.067,-,-,0.030,119.880,35.600
'38:21:09.032',-0.077,-,-,0.069,116.760,34.800
'38:21:09.040',-0.087,-,-,0.069,112.680,33.200
'38:21:09.048',-0.077,-,-,0.069,108.720,31.200
'38:21:09.056',-0.077,-,-,0.069,106.320,29.600
'38:21:09.064',-0.067,-,-,0.069,103.920,28.400
'38:21:09.072',-0.067,-,-,0.030,103.080,27.600
'38:21:09.080',-0.058,-,-,0.030,102.360,27.200
'38:21:09.088',-0.048,-,-,0.030,102.360,26.800
'38:21:09.096',-0.048,-,-,0.030,102.360,26.000
'38:21:09.104',-0.038,-,-,0.000,103.080,26.400
'38:21:09.112',-0.038,-,-,0.030,103.920,28.400
'38:21:09.120',-0.029,-,-,0.000,106.320,30.800
'38:21:09.128',-0.029,-,-,0.000,109.560,32.800
'38:21:09.136',-0.019,-,-,0.000,112.680,33.200
'38:21:09.144',-0.019,-,-,0.000,115.080,33.200
'38:21:09.152',-0.029,-,-,0.000,116.760,31.600
'38:21:09.160',-0.019,-,-,0.000,118.320,29.200
'38:21:09.168',-0.019,-,-,0.000,119.160,27.600
'38:21:09.176',-0.019,-,-,0.000,119.160,27.200
'38:21:09.184',-0.019,-,-,0.000,119.880,27.600
'38:21:09.192',-0.019,-,-,0.000,120.720,28.000
'38:21:09.200',-0.019,-,-,0.000,121.560,28.400
'38:21:09.208',-0.019,-,-,0.000,123.120,28.400
'38:21:09.216',-0.019,-,-,0.000,123.960,28.800
'38:21:09.224',-0.019,-,-,0.000,125.520,28.800
'38:21:09.232',-0.019,-,-,0.000,126.360,28.400
'38:21:09.240',-0.019,-,-,0.000,127.080,27.600
'38:21:09.248',-0.019,-,-,0.000,127.920,27.200
'38:21:09.256',-0.019,-,-,0.000,127.920,26.800
'38:21:09.264',-0.019,-,-,0.000,127.920,26.800
'38:21:09.272',-0.010,-,-,0.000,127.080,26.800
'38:21:09.280',-0.010,-,-,0.000,126.360,27.200
'38:21:09.288',0.000,-,-,0.000,125.520,27.200
'38:21:09.296',0.000,-,-,0.000,124.680,27.200
'38:21:09.304',0.010,-,-,0.000,123.120,27.200
'38:21:09.312',0.019,-,-,0.000,121.560,26.800
'38:21:09.320',0.038,-,-,0.000,120.720,26.400
'38:21:09.328',0.038,-,-,-0.069,119.160,26.000
'38:21:09.336',0.048,-,-,-0.030,117.480,26.000
'38:21:09.344',0.029,-,-,-0.069,115.920,26.000
'38:21:09.352',0.019,-,-,-0.030,114.360,26.000
'38:21:09.360',-0.010,-,-,0.000,113.520,25.600
'38:21:09.368',-0.019,-,-,0.000,111.960,26.000
'38:21:09.376',-0.029,-,-,0.000,110.280,26.000
'38:21:09.384',-0.029,-,-,0.000,109.560,25.600
'38:21:09.392',-0.048,-,-,0.000,108.720,24.400
'38:21:09.400',-0.087,-,-,0.000,107.880,23.600
'38:21:09.408',-0.125,-,-,0.109,107.160,23.200
'38:21:09.416',-0.096,-,-,0.139,105.480,24.800
'38:21:09.424',0.029,-,-,0.069,103.920,26.400
'38:21:09.432',0.231,-,-,-0.109,100.680,27.600
'38:21:09.440',0.346,-,-,-0.436,97.560,28.000
'38:21:09.448',0.250,-,-,-0.475,94.320,26.800
'38:21:09.456',0.096,-,-,-0.139,91.080,24.800
'38:21:09.464',0.029,-,-,0.000,87.960,23.200
'38:21:09.472',0.029,-,-,0.000,84.720,22.800
'38:21:09.480',0.019,-,-,0.000,82.320,23.200
'38:21:09.488',0.019,-,-,0.000,80.760,23.200
'38:21:09.496',0.019,-,-,0.000,80.760,22.800
'38:21:09.504',0.019,-,-,0.000,81.480,24.400
'38:21:09.512',0.019,-,-,-0.030,84.720,30.000
'38:21:09.520',0.019,-,-,0.000,88.680,37.600
'38:21:09.528',0.029,-,-,-0.030,94.320,44.800
'38:21:09.536',0.029,-,-,-0.030,100.680,49.600
'38:21:09.544',0.029,-,-,-0.030,105.480,51.200
'38:21:09.552',0.038,-,-,-0.030,110.280,49.200
