'Elapsed time','II','III','AVF','V','ABP'
'14:31:51.800',0.028,-,-,0.056,79.200
'14:31:51.808',0.028,-,-,0.056,78.400
'14:31:51.816',0.028,-,-,0.056,78.400
'14:31:51.824',0.028,-,-,0.056,77.600
'14:31:51.832',0.042,-,-,0.056,76.800
'14:31:51.840',0.153,-,-,0.169,76.800
'14:31:51.848',0.389,-,-,0.394,76.000
'14:31:51.856',0.528,-,-,0.521,75.200
'14:31:51.864',0.375,-,-,0.000,74.400
'14:31:51.872',0.069,-,-,-0.493,74.400
'14:31:51.880',-0.083,-,-,-0.535,73.600
'14:31:51.888',-0.153,-,-,-0.338,72.800
'14:31:51.896',-0.167,-,-,-0.141,72.800
'14:31:51.904',-0.125,-,-,-0.028,72.000
'14:31:51.912',-0.097,-,-,0.000,72.000
'14:31:51.920',-0.097,-,-,0.000,71.200
'14:31:51.928',-0.097,-,-,0.000,70.400
'14:31:51.936',-0.097,-,-,0.000,70.400
'14:31:51.944',-0.097,-,-,0.000,69.600
'14:31:51.952',-0.097,-,-,0.000,69.600
'14:31:51.960',-0.097,-,-,-0.014,70.400
'14:31:51.968',-0.097,-,-,0.000,72.000
'14:31:51.976',-0.125,-,-,-0.014,76.800
'14:31:51.984',-0.125,-,-,-0.028,84.800
'14:31:51.992',-0.139,-,-,-0.028,95.200
'14:31:52.000',-0.139,-,-,-0.042,106.400
'14:31:52.008',-0.153,-,-,-0.070,116.800
'14:31:52.016',-0.153,-,-,-0.070,122.400
'14:31:52.024',-0.167,-,-,-0.113,125.600
'14:31:52.032',-0.167,-,-,-0.127,125.600
'14:31:52.040',-0.181,-,-,-0.141,124.000
'14:31:52.048',-0.181,-,-,-0.141,122.400
'14:31:52.056',-0.181,-,-,-0.169,120.800
'14:31:52.064',-0.167,-,-,-0.169,120.800
'14:31:52.072',-0.167,-,-,-0.169,120.000
'14:31:52.080',-0.153,-,-,-0.169,120.000
'14:31:52.088',-0.139,-,-,-0.169,119.200
'14:31:52.096',-0.097,-,-,-0.155,117.600
'14:31:52.104',-0.069,-,-,-0.141,116.800
'14:31:52.112',-0.056,-,-,-0.127,114.400
'14:31:52.120',-0.042,-,-,-0.085,112.800
'14:31:52.128',-0.028,-,-,-0.042,110.400
'14:31:52.136',-0.014,-,-,-0.056,108.000
'14:31:52.144',-0.014,-,-,0.000,105.600
'14:31:52.152',-0.014,-,-,0.000,102.400
'14:31:52.160',-0.014,-,-,0.000,99.200
'14:31:52.168',0.000,-,-,0.028,96.000
'14:31:52.176',0.000,-,-,0.042,92.800
'14:31:52.184',0.000,-,-,0.042,90.400
'14:31:52.192',0.000,-,-,0.056,88.800
'14:31:52.200',0.000,-,-,0.056,88.000
'14:31:52.208',0.014,-,-,0.070,88.000
'14:31:52.216',0.014,-,-,0.085,88.000
'14:31:52.224',0.028,-,-,0.085,88.000
'14:31:52.232',0.028,-,-,0.085,88.000
'14:31:52.240',0.042,-,-,0.085,87.200
'14:31:52.248',0.042,-,-,0.085,86.400
'14:31:52.256',0.028,-,-,0.085,85.600
'14:31:52.264',0.028,-,-,0.085,84.800
'14:31:52.272',0.028,-,-,0.056,84.000
'14:31:52.280',0.028,-,-,0.085,83.200
'14:31:52.288',0.028,-,-,0.056,81.600
'14:31:52.296',0.014,-,-,0.056,80.800
'14:31:52.304',0.014,-,-,0.056,80.800
'14:31:52.312',0.000,-,-,0.056,80.000
'14:31:52.320',0.000,-,-,0.042,79.200
'14:31:52.328',-0.014,-,-,0.042,78.400
'14:31:52.336',0.000,-,-,0.056,78.400
'14:31:52.344',0.000,-,-,0.042,77.600
'14:31:52.352',0.000,-,-,0.056,76.800
'14:31:52.360',-0.014,-,-,0.042,76.000
'14:31:52.368',-0.014,-,-,0.056,76.000
'14:31:52.376',-0.014,-,-,0.042,75.200
'14:31:52.384',-0.014,-,-,0.042,74.400
'14:31:52.392',-0.014,-,-,0.028,74.400
'14:31:52.400',-0.014,-,-,0.042,73.600
'14:31:52.408',0.000,-,-,0.042,72.800
'14:31:52.416',0.000,-,-,0.042,72.800
'14:31:52.424',0.000,-,-,0.056,72.000
'14:31:52.432',0.000,-,-,0.042,72.000
'14:31:52.440',0.014,-,-,0.042,71.200
'14:31:52.448',0.014,-,-,0.056,70.400
'14:31:52.456',0.028,-,-,0.056,70.400
'14:31:52.464',0.014,-,-,0.042,69.600
'14:31:52.472',0.000,-,-,0.056,69.600
'14:31:52.480',0.000,-,-,0.042,68.800
'14:31:52.488',0.000,-,-,0.028,68.800
'14:31:52.496',0.000,-,-,0.028,68.800
'14:31:52.504',0.000,-,-,0.028,68.000
'14:31:52.512',0.000,-,-,0.028,68.000
'14:31:52.520',0.000,-,-,0.028,67.200
'14:31:52.528',0.014,-,-,0.028,67.200
'14:31:52.536',0.014,-,-,0.042,67.200
'14:31:52.544',0.056,-,-,0.042,66.400
'14:31:52.552',0.236,-,-,0.225,66.400
'14:31:52.560',0.486,-,-,0.408,65.600
'14:31:52.568',0.542,-,-,0.479,65.600
'14:31:52.576',0.292,-,-,-0.028,65.600
'14:31:52.584',0.042,-,-,-0.394,64.800
'14:31:52.592',-0.056,-,-,-0.423,64.800
'14:31:52.600',-0.097,-,-,-0.282,64.800
'14:31:52.608',-0.125,-,-,-0.141,64.000
'14:31:52.616',-0.069,-,-,-0.028,64.000
'14:31:52.624',-0.056,-,-,0.000,64.000
'14:31:52.632',-0.056,-,-,0.000,63.200
'14:31:52.640',-0.056,-,-,0.000,63.200
'14:31:52.648',-0.069,-,-,-0.014,62.400
'14:31:52.656',-0.069,-,-,0.000,62.400
'14:31:52.664',-0.069,-,-,-0.028,63.200
'14:31:52.672',-0.083,-,-,-0.014,64.800
'14:31:52.680',-0.097,-,-,-0.042,69.600
'14:31:52.688',-0.097,-,-,-0.056,79.200
'14:31:52.696',-0.125,-,-,-0.070,91.200
'14:31:52.704',-0.097,-,-,-0.070,104.000
'14:31:52.712',-0.097,-,-,-0.085,114.400
'14:31:52.720',-0.125,-,-,-0.113,120.800
'14:31:52.728',-0.125,-,-,-0.085,122.400
'14:31:52.736',-0.139,-,-,-0.127,121.600
'14:31:52.744',-0.139,-,-,-0.127,119.200
'14:31:52.752',-0.125,-,-,-0.141,116.800
'14:31:52.760',-0.097,-,-,-0.141,114.400
'14:31:52.768',-0.097,-,-,-0.169,113.600
'14:31:52.776',-0.125,-,-,-0.169,112.800
'14:31:52.784',-0.097,-,-,-0.169,112.000
'14:31:52.792',-0.083,-,-,-0.183,111.200
'14:31:52.800',-0.069,-,-,-0.169,110.400
'14:31:52.808',-0.056,-,-,-0.169,108.800
'14:31:52.816',-0.042,-,-,-0.155,107.200
'14:31:52.824',-0.028,-,-,-0.141,104.800
'14:31:52.832',-0.028,-,-,-0.113,103.200
'14:31:52.840',-0.014,-,-,-0.127,100.800
'14:31:52.848',0.000,-,-,-0.070,98.400
'14:31:52.856',0.000,-,-,-0.056,96.000
'14:31:52.864',0.000,-,-,-0.028,93.600
'14:31:52.872',0.014,-,-,-0.014,91.200
'14:31:52.880',0.014,-,-,0.000,88.000
'14:31:52.888',0.042,-,-,0.028,85.600
'14:31:52.896',0.056,-,-,0.056,83.200
'14:31:52.904',0.069,-,-,0.056,80.800
'14:31:52.912',0.056,-,-,0.070,80.000
'14:31:52.920',0.056,-,-,0.085,80.000
'14:31:52.928',0.069,-,-,0.085,80.800
'14:31:52.936',0.069,-,-,0.113,80.800
'14:31:52.944',0.069,-,-,0.085,80.800
'14:31:52.952',0.056,-,-,0.113,80.800
'14:31:52.960',0.056,-,-,0.085,80.800
'14:31:52.968',0.069,-,-,0.085,80.000
'14:31:52.976',0.056,-,-,0.085,78.400
'14:31:52.984',0.042,-,-,0.056,77.600
'14:31:52.992',0.028,-,-,0.085,76.800
'14:31:53.000',0.028,-,-,0.056,76.000
'14:31:53.008',0.014,-,-,0.042,75.200
'14:31:53.016',0.014,-,-,0.056,74.400
'14:31:53.024',0.014,-,-,0.028,73.600
'14:31:53.032',0.000,-,-,0.028,72.800
'14:31:53.040',0.014,-,-,0.056,72.800
'14:31:53.048',0.014,-,-,0.042,72.000
'14:31:53.056',0.014,-,-,0.056,72.000
'14:31:53.064',0.014,-,-,0.028,71.200
'14:31:53.072',0.014,-,-,0.056,71.200
'14:31:53.080',0.014,-,-,0.056,70.400
'14:31:53.088',0.000,-,-,0.056,69.600
'14:31:53.096',0.000,-,-,0.056,69.600
'14:31:53.104',0.014,-,-,0.042,68.800
'14:31:53.112',0.014,-,-,0.056,68.800
'14:31:53.120',0.014,-,-,0.056,68.000
'14:31:53.128',0.000,-,-,0.042,68.000
'14:31:53.136',0.000,-,-,0.056,67.200
'14:31:53.144',-0.014,-,-,0.042,67.200
'14:31:53.152',-0.028,-,-,0.028,66.400
'14:31:53.160',-0.028,-,-,0.042,65.600
'14:31:53.168',-0.028,-,-,0.028,65.600
'14:31:53.176',-0.042,-,-,0.028,65.600
'14:31:53.184',-0.042,-,-,0.014,64.800
'14:31:53.192',-0.056,-,-,0.000,64.800
'14:31:53.200',-0.069,-,-,0.014,64.000
'14:31:53.208',-0.056,-,-,0.000,64.000
'14:31:53.216',-0.056,-,-,0.000,64.000
'14:31:53.224',-0.056,-,-,0.000,63.200
'14:31:53.232',-0.056,-,-,0.000,63.200
'14:31:53.240',-0.042,-,-,0.000,63.200
'14:31:53.248',-0.042,-,-,0.014,62.400
'14:31:53.256',-0.042,-,-,0.000,62.400
'14:31:53.264',-0.056,-,-,0.000,61.600
'14:31:53.272',-0.042,-,-,0.014,61.600
'14:31:53.280',-0.028,-,-,0.028,61.600
'14:31:53.288',-0.028,-,-,0.000,60.800
'14:31:53.296',-0.028,-,-,0.014,60.800
'14:31:53.304',-0.042,-,-,0.000,60.800
'14:31:53.312',-0.042,-,-,0.014,60.000
'14:31:53.320',-0.056,-,-,0.014,60.000
'14:31:53.328',-0.069,-,-,0.000,60.000
'14:31:53.336',-0.083,-,-,0.000,59.200
'14:31:53.344',-0.028,-,-,-0.028,59.200
'14:31:53.352',-0.028,-,-,0.028,59.200
'14:31:53.360',-0.236,-,-,0.014,58.400
'14:31:53.368',-0.389,-,-,0.028,58.400
'14:31:53.376',-0.597,-,-,-0.141,58.400
'14:31:53.384',-0.819,-,-,-0.465,58.400
'14:31:53.392',-1.056,-,-,-0.789,57.600
'14:31:53.400',-1.208,-,-,-1.014,57.600
'14:31:53.408',-1.236,-,-,-1.085,57.600
'14:31:53.416',-0.833,-,-,-0.958,57.600
'14:31:53.424',-0.458,-,-,-0.648,56.800
'14:31:53.432',-0.097,-,-,-0.254,56.800
'14:31:53.440',0.069,-,-,0.014,56.800
'14:31:53.448',0.125,-,-,0.085,56.000
'14:31:53.456',0.125,-,-,0.113,56.000
'14:31:53.464',0.097,-,-,0.127,56.000
'14:31:53.472',0.083,-,-,0.085,56.000
'14:31:53.480',0.083,-,-,0.085,55.200
'14:31:53.488',0.083,-,-,0.070,55.200
'14:31:53.496',0.083,-,-,0.056,55.200
'14:31:53.504',0.097,-,-,0.070,55.200
'14:31:53.512',0.097,-,-,0.056,56.000
'14:31:53.520',0.125,-,-,0.056,57.600
'14:31:53.528',0.139,-,-,0.042,61.600
'14:31:53.536',0.153,-,-,0.042,68.000
'14:31:53.544',0.167,-,-,0.042,77.600
'14:31:53.552',0.181,-,-,0.028,88.000
'14:31:53.560',0.208,-,-,0.042,97.600
'14:31:53.568',0.250,-,-,0.042,104.800
'14:31:53.576',0.264,-,-,0.042,108.800
'14:31:53.584',0.278,-,-,0.028,110.400
'14:31:53.592',0.278,-,-,0.028,109.600
'14:31:53.600',0.292,-,-,0.028,108.000
'14:31:53.608',0.292,-,-,0.028,106.400
'14:31:53.616',0.306,-,-,0.042,104.800
'14:31:53.624',0.278,-,-,0.042,103.200
'14:31:53.632',0.278,-,-,0.042,102.400
'14:31:53.640',0.264,-,-,0.028,102.400
'14:31:53.648',0.250,-,-,0.042,101.600
'14:31:53.656',0.208,-,-,0.028,101.600
'14:31:53.664',0.181,-,-,0.014,100.800
'14:31:53.672',0.139,-,-,0.000,99.200
'14:31:53.680',0.097,-,-,0.000,97.600
'14:31:53.688',0.069,-,-,0.000,96.000
'14:31:53.696',0.056,-,-,0.000,94.400
'14:31:53.704',0.028,-,-,0.000,92.000
'14:31:53.712',0.028,-,-,0.000,89.600
'14:31:53.720',0.028,-,-,0.000,87.200
'14:31:53.728',0.028,-,-,0.028,84.800
'14:31:53.736',0.042,-,-,0.028,82.400
'14:31:53.744',0.042,-,-,0.042,80.800
'14:31:53.752',0.042,-,-,0.042,79.200
'14:31:53.760',0.042,-,-,0.042,78.400
'14:31:53.768',0.042,-,-,0.056,78.400
'14:31:53.776',0.042,-,-,0.042,78.400
'14:31:53.784',0.042,-,-,0.056,78.400
'14:31:53.792',0.042,-,-,0.042,78.400
'14:31:53.800',0.042,-,-,0.056,78.400
'14:31:53.808',0.042,-,-,0.042,77.600
'14:31:53.816',0.042,-,-,0.056,77.600
'14:31:53.824',0.042,-,-,0.042,76.800
'14:31:53.832',0.028,-,-,0.056,76.000
'14:31:53.840',0.014,-,-,0.042,76.000
'14:31:53.848',0.000,-,-,0.028,75.200
'14:31:53.856',0.000,-,-,0.028,74.400
'14:31:53.864',0.000,-,-,0.028,74.400
'14:31:53.872',0.000,-,-,0.028,73.600
'14:31:53.880',0.000,-,-,0.028,73.600
'14:31:53.888',0.000,-,-,0.028,72.800
'14:31:53.896',0.000,-,-,0.042,72.000
'14:31:53.904',0.000,-,-,0.028,72.000
'14:31:53.912',0.000,-,-,0.042,71.200
'14:31:53.920',0.000,-,-,0.042,71.200
'14:31:53.928',0.014,-,-,0.042,70.400
'14:31:53.936',0.014,-,-,0.042,70.400
'14:31:53.944',0.014,-,-,0.042,69.600
'14:31:53.952',0.014,-,-,0.042,69.600
'14:31:53.960',0.014,-,-,0.042,68.800
'14:31:53.968',0.014,-,-,0.042,68.000
'14:31:53.976',0.000,-,-,0.042,68.000
'14:31:53.984',0.000,-,-,0.042,67.200
'14:31:53.992',0.000,-,-,0.042,67.200
'14:31:54.000',0.014,-,-,0.042,66.400
'14:31:54.008',0.014,-,-,0.056,66.400
'14:31:54.016',0.014,-,-,0.056,65.600
'14:31:54.024',0.014,-,-,0.042,65.600
'14:31:54.032',0.014,-,-,0.028,65.600
'14:31:54.040',0.014,-,-,0.028,65.600
'14:31:54.048',0.014,-,-,0.028,64.800
'14:31:54.056',0.028,-,-,0.028,64.800
'14:31:54.064',0.028,-,-,0.028,64.800
'14:31:54.072',0.028,-,-,0.028,64.800
'14:31:54.080',0.000,-,-,0.042,64.000
'14:31:54.088',0.000,-,-,0.000,64.000
'14:31:54.096',0.028,-,-,0.042,63.200
'14:31:54.104',-0.042,-,-,0.042,63.200
'14:31:54.112',-0.167,-,-,0.056,63.200
'14:31:54.120',-0.347,-,-,0.028,62.400
'14:31:54.128',-0.542,-,-,-0.169,62.400
'14:31:54.136',-0.806,-,-,-0.521,62.400
'14:31:54.144',-1.069,-,-,-0.915,62.400
'14:31:54.152',-1.250,-,-,-1.239,61.600
'14:31:54.160',-1.264,-,-,-1.338,61.600
'14:31:54.168',-0.986,-,-,-1.239,60.800
'14:31:54.176',-0.653,-,-,-0.958,60.800
'14:31:54.184',-0.347,-,-,-0.521,60.800
'14:31:54.192',-0.139,-,-,-0.254,60.800
'14:31:54.200',0.014,-,-,-0.056,60.000
'14:31:54.208',0.125,-,-,0.085,60.000
'14:31:54.216',0.194,-,-,0.183,60.000
'14:31:54.224',0.236,-,-,0.197,59.200
'14:31:54.232',0.250,-,-,0.197,59.200
'14:31:54.240',0.278,-,-,0.225,59.200
'14:31:54.248',0.306,-,-,0.197,59.200
'14:31:54.256',0.319,-,-,0.225,59.200
'14:31:54.264',0.347,-,-,0.225,59.200
'14:31:54.272',0.361,-,-,0.197,60.800
'14:31:54.280',0.375,-,-,0.197,64.000
'14:31:54.288',0.389,-,-,0.197,68.800
'14:31:54.296',0.403,-,-,0.197,76.800
'14:31:54.304',0.417,-,-,0.197,86.400
'14:31:54.312',0.431,-,-,0.197,95.200
'14:31:54.320',0.458,-,-,0.197,103.200
'14:31:54.328',0.472,-,-,0.197,109.600
'14:31:54.336',0.486,-,-,0.225,112.800
'14:31:54.344',0.500,-,-,0.225,113.600
'14:31:54.352',0.500,-,-,0.225,113.600
'14:31:54.360',0.500,-,-,0.239,112.800
'14:31:54.368',0.500,-,-,0.239,112.000
'14:31:54.376',0.486,-,-,0.225,111.200
'14:31:54.384',0.472,-,-,0.239,111.200
'14:31:54.392',0.431,-,-,0.225,110.400
'14:31:54.400',0.403,-,-,0.225,110.400
'14:31:54.408',0.361,-,-,0.183,109.600
'14:31:54.416',0.292,-,-,0.155,108.800
'14:31:54.424',0.250,-,-,0.127,107.200
'14:31:54.432',0.194,-,-,0.085,105.600
'14:31:54.440',0.153,-,-,0.070,103.200
'14:31:54.448',0.125,-,-,0.056,101.600
'14:31:54.456',0.083,-,-,0.056,98.400
'14:31:54.464',0.056,-,-,0.042,96.000
'14:31:54.472',0.042,-,-,0.042,92.800
'14:31:54.480',0.028,-,-,0.042,89.600
'14:31:54.488',0.028,-,-,0.028,87.200
'14:31:54.496',0.028,-,-,0.028,84.800
'14:31:54.504',0.028,-,-,0.028,83.200
'14:31:54.512',0.028,-,-,0.028,83.200
'14:31:54.520',0.028,-,-,0.028,82.400
'14:31:54.528',0.028,-,-,0.028,82.400
'14:31:54.536',0.028,-,-,0.028,83.200
'14:31:54.544',0.028,-,-,0.028,83.200
'14:31:54.552',0.028,-,-,0.042,82.400
'14:31:54.560',0.042,-,-,0.042,81.600
'14:31:54.568',0.042,-,-,0.056,81.600
'14:31:54.576',0.042,-,-,0.056,80.800
'14:31:54.584',0.042,-,-,0.056,79.200
'14:31:54.592',0.042,-,-,0.056,79.200
'14:31:54.600',0.028,-,-,0.028,78.400
'14:31:54.608',0.014,-,-,0.028,77.600
'14:31:54.616',0.014,-,-,0.028,76.800
'14:31:54.624',0.000,-,-,0.014,76.000
'14:31:54.632',-0.014,-,-,0.014,75.200
'14:31:54.640',-0.014,-,-,0.000,75.200
'14:31:54.648',-0.014,-,-,0.014,74.400
'14:31:54.656',-0.014,-,-,0.000,74.400
'14:31:54.664',-0.014,-,-,0.014,73.600
'14:31:54.672',-0.028,-,-,0.000,72.800
'14:31:54.680',-0.028,-,-,0.014,72.800
'14:31:54.688',-0.028,-,-,0.000,72.000
'14:31:54.696',-0.028,-,-,0.000,71.200
'14:31:54.704',-0.028,-,-,0.000,71.200
'14:31:54.712',-0.014,-,-,0.000,70.400
'14:31:54.720',-0.014,-,-,0.014,70.400
'14:31:54.728',-0.014,-,-,0.000,69.600
'14:31:54.736',-0.014,-,-,0.028,68.800
'14:31:54.744',-0.014,-,-,0.014,68.800
'14:31:54.752',0.000,-,-,0.028,68.000
'14:31:54.760',0.000,-,-,0.028,67.200
'14:31:54.768',0.000,-,-,0.028,67.200
'14:31:54.776',0.000,-,-,0.014,66.400
'14:31:54.784',0.000,-,-,0.028,66.400
'14:31:54.792',0.000,-,-,0.014,66.400
'14:31:54.800',0.000,-,-,0.000,65.600
'14:31:54.808',0.000,-,-,0.014,65.600
'14:31:54.816',0.000,-,-,0.000,64.800
'14:31:54.824',-0.014,-,-,0.000,64.800
'14:31:54.832',-0.028,-,-,0.000,64.800
'14:31:54.840',-0.014,-,-,-0.028,64.000
'14:31:54.848',0.014,-,-,0.028,64.000
'14:31:54.856',-0.069,-,-,0.028,63.200
'14:31:54.864',-0.208,-,-,0.042,63.200
'14:31:54.872',-0.389,-,-,0.000,62.400
'14:31:54.880',-0.611,-,-,-0.268,62.400
'14:31:54.888',-0.875,-,-,-0.648,62.400
'14:31:54.896',-1.139,-,-,-1.014,61.600
'14:31:54.904',-1.250,-,-,-1.296,61.600
'14:31:54.912',-1.264,-,-,-1.352,60.800
'14:31:54.920',-0.875,-,-,-1.169,60.800
'14:31:54.928',-0.542,-,-,-0.845,60.800
'14:31:54.936',-0.250,-,-,-0.451,60.000
'14:31:54.944',-0.069,-,-,-0.225,60.000
'14:31:54.952',0.069,-,-,-0.014,60.000
'14:31:54.960',0.181,-,-,0.127,59.200
'14:31:54.968',0.250,-,-,0.197,59.200
'14:31:54.976',0.264,-,-,0.197,58.400
'14:31:54.984',0.278,-,-,0.197,58.400
'14:31:54.992',0.278,-,-,0.197,58.400
'14:31:55.000',0.292,-,-,0.197,57.600
'14:31:55.008',0.292,-,-,0.183,57.600
'14:31:55.016',0.306,-,-,0.197,58.400
'14:31:55.024',0.347,-,-,0.169,60.000
'14:31:55.032',0.361,-,-,0.197,64.000
'14:31:55.040',0.375,-,-,0.169,69.600
'14:31:55.048',0.403,-,-,0.197,78.400
'14:31:55.056',0.417,-,-,0.183,88.000
'14:31:55.064',0.458,-,-,0.197,96.800
'14:31:55.072',0.486,-,-,0.197,104.800
'14:31:55.080',0.514,-,-,0.239,109.600
'14:31:55.088',0.514,-,-,0.239,112.000
'14:31:55.096',0.514,-,-,0.239,112.800
'14:31:55.104',0.514,-,-,0.239,112.800
'14:31:55.112',0.514,-,-,0.197,111.200
'14:31:55.120',0.500,-,-,0.197,110.400
'14:31:55.128',0.486,-,-,0.225,110.400
'14:31:55.136',0.458,-,-,0.197,109.600
'14:31:55.144',0.431,-,-,0.197,109.600
'14:31:55.152',0.389,-,-,0.169,108.800
'14:31:55.160',0.347,-,-,0.155,108.000
'14:31:55.168',0.292,-,-,0.127,107.200
'14:31:55.176',0.250,-,-,0.113,105.600
'14:31:55.184',0.194,-,-,0.085,104.800
'14:31:55.192',0.153,-,-,0.056,102.400
'14:31:55.200',0.125,-,-,0.042,100.800
'14:31:55.208',0.083,-,-,0.042,98.400
'14:31:55.216',0.069,-,-,0.042,95.200
'14:31:55.224',0.069,-,-,0.028,92.000
'14:31:55.232',0.069,-,-,0.056,88.800
'14:31:55.240',0.056,-,-,0.056,85.600
'14:31:55.248',0.056,-,-,0.042,83.200
'14:31:55.256',0.069,-,-,0.042,80.800
'14:31:55.264',0.069,-,-,0.042,80.000
'14:31:55.272',0.069,-,-,0.042,80.000
'14:31:55.280',0.069,-,-,0.042,80.000
'14:31:55.288',0.069,-,-,0.042,80.800
'14:31:55.296',0.069,-,-,0.028,80.800
'14:31:55.304',0.056,-,-,0.042,80.800
'14:31:55.312',0.042,-,-,0.028,80.800
'14:31:55.320',0.042,-,-,0.028,80.000
'14:31:55.328',0.042,-,-,0.028,79.200
'14:31:55.336',0.028,-,-,0.028,78.400
'14:31:55.344',0.014,-,-,0.028,77.600
'14:31:55.352',0.014,-,-,0.028,76.800
'14:31:55.360',0.014,-,-,0.014,76.800
'14:31:55.368',0.000,-,-,0.028,76.000
'14:31:55.376',0.000,-,-,0.028,75.200
'14:31:55.384',0.014,-,-,0.028,75.200
'14:31:55.392',0.028,-,-,0.042,74.400
'14:31:55.400',0.028,-,-,0.042,73.600
'14:31:55.408',0.042,-,-,0.042,73.600
'14:31:55.416',0.028,-,-,0.028,72.800
'14:31:55.424',0.014,-,-,0.042,72.000
'14:31:55.432',0.000,-,-,0.028,72.000
'14:31:55.440',0.000,-,-,0.014,71.200
'14:31:55.448',0.014,-,-,0.028,70.400
'14:31:55.456',0.014,-,-,0.014,70.400
'14:31:55.464',0.000,-,-,0.000,69.600
'14:31:55.472',0.000,-,-,0.014,68.800
'14:31:55.480',0.000,-,-,0.000,68.000
'14:31:55.488',-0.014,-,-,0.014,68.000
'14:31:55.496',0.000,-,-,0.028,67.200
'14:31:55.504',0.000,-,-,0.028,67.200
'14:31:55.512',-0.014,-,-,0.000,66.400
'14:31:55.520',-0.014,-,-,0.028,65.600
'14:31:55.528',-0.014,-,-,0.014,65.600
'14:31:55.536',-0.028,-,-,0.000,65.600
'14:31:55.544',-0.014,-,-,0.000,64.800
'14:31:55.552',0.028,-,-,0.042,64.800
'14:31:55.560',0.208,-,-,0.239,64.800
'14:31:55.568',0.431,-,-,0.408,64.000
'14:31:55.576',0.486,-,-,0.423,64.000
'14:31:55.584',0.208,-,-,-0.113,64.000
'14:31:55.592',0.028,-,-,-0.380,63.200
'14:31:55.600',-0.097,-,-,-0.338,62.400
'14:31:55.608',-0.181,-,-,-0.268,62.400
'14:31:55.616',-0.194,-,-,-0.127,61.600
'14:31:55.624',-0.167,-,-,-0.056,61.600
'14:31:55.632',-0.167,-,-,-0.042,60.800
'14:31:55.640',-0.167,-,-,-0.070,60.000
'14:31:55.648',-0.167,-,-,-0.070,60.000
'14:31:55.656',-0.167,-,-,-0.070,59.200
'14:31:55.664',-0.181,-,-,-0.085,59.200
'14:31:55.672',-0.181,-,-,-0.070,59.200
'14:31:55.680',-0.181,-,-,-0.085,60.000
'14:31:55.688',-0.194,-,-,-0.070,61.600
'14:31:55.696',-0.194,-,-,-0.070,66.400
'14:31:55.704',-0.194,-,-,-0.113,73.600
'14:31:55.712',-0.194,-,-,-0.113,84.000
'14:31:55.720',-0.236,-,-,-0.113,95.200
'14:31:55.728',-0.236,-,-,-0.127,105.600
'14:31:55.736',-0.236,-,-,-0.141,112.000
'14:31:55.744',-0.236,-,-,-0.141,114.400
'14:31:55.752',-0.250,-,-,-0.169,115.200
'14:31:55.760',-0.264,-,-,-0.197,113.600
'14:31:55.768',-0.278,-,-,-0.197,112.000
