'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP','CVP'
'37:33:46.336',-,0.000,-,-,-,-,75.600,29.880,45.000
'37:33:46.344',-,0.000,-,-,-,-,75.600,30.360,45.000
'37:33:46.352',-,0.000,-,-,-,-,75.600,30.720,45.000
'37:33:46.360',-,0.000,-,-,-,-,74.400,30.720,45.000
'37:33:46.368',-,0.000,-,-,-,-,74.400,30.360,45.000
'37:33:46.376',-,0.000,-,-,-,-,74.400,29.880,45.000
'37:33:46.384',-,0.000,-,-,-,-,73.200,29.160,45.000
'37:33:46.392',-,0.000,-,-,-,-,73.200,28.680,45.000
'37:33:46.400',-,0.000,-,-,-,-,73.200,28.320,45.000
'37:33:46.408',-,0.000,-,-,-,-,72.000,27.960,45.000
'37:33:46.416',-,0.000,-,-,-,-,72.000,28.320,45.000
'37:33:46.424',-,0.000,-,-,-,-,72.000,27.960,45.000
'37:33:46.432',-,0.000,-,-,-,-,70.800,27.960,45.000
'37:33:46.440',-,0.000,-,-,-,-,70.800,27.960,45.000
'37:33:46.448',-,0.000,-,-,-,-,70.800,27.480,45.000
'37:33:46.456',-,0.000,-,-,-,-,69.600,27.120,45.000
'37:33:46.464',-,0.000,-,-,-,-,69.600,26.760,45.000
'37:33:46.472',-,0.000,-,-,-,-,69.600,26.760,45.000
'37:33:46.480',-,0.000,-,-,-,-,68.400,26.280,45.000
'37:33:46.488',-,0.000,-,-,-,-,68.400,26.280,45.000
'37:33:46.496',-,0.000,-,-,-,-,67.200,26.280,45.000
'37:33:46.504',-,-0.024,-,-,-,-,67.200,25.920,45.000
'37:33:46.512',-,-0.040,-,-,-,-,67.200,25.920,45.000
'37:33:46.520',-,0.008,-,-,-,-,66.000,25.920,45.000
'37:33:46.528',-,0.040,-,-,-,-,66.000,25.920,45.000
'37:33:46.536',-,0.024,-,-,-,-,64.800,25.920,45.000
'37:33:46.544',-,0.040,-,-,-,-,64.800,25.560,45.000
'37:33:46.552',-,0.064,-,-,-,-,64.800,25.560,45.000
'37:33:46.560',-,0.080,-,-,-,-,63.600,25.560,45.000
'37:33:46.568',-,0.080,-,-,-,-,63.600,25.080,45.000
'37:33:46.576',-,0.056,-,-,-,-,63.600,25.080,45.000
'37:33:46.584',-,0.024,-,-,-,-,62.400,25.080,45.000
'37:33:46.592',-,0.000,-,-,-,-,62.400,24.720,45.000
'37:33:46.600',-,-0.008,-,-,-,-,62.400,24.720,45.000
'37:33:46.608',-,-0.040,-,-,-,-,62.400,24.360,45.000
'37:33:46.616',-,-0.056,-,-,-,-,61.200,24.360,45.000
'37:33:46.624',-,-0.064,-,-,-,-,61.200,24.360,45.000
'37:33:46.632',-,-0.064,-,-,-,-,61.200,24.360,45.000
'37:33:46.640',-,-0.056,-,-,-,-,61.200,24.360,45.000
'37:33:46.648',-,-0.056,-,-,-,-,60.000,24.360,45.000
'37:33:46.656',-,-0.056,-,-,-,-,60.000,23.520,45.000
'37:33:46.664',-,-0.040,-,-,-,-,60.000,23.160,45.000
'37:33:46.672',-,-0.056,-,-,-,-,60.000,22.680,45.000
'37:33:46.680',-,-0.064,-,-,-,-,60.000,22.320,45.000
'37:33:46.688',-,-0.096,-,-,-,-,60.000,22.320,45.000
'37:33:46.696',-,-0.128,-,-,-,-,60.000,22.680,45.000
'37:33:46.704',-,-0.168,-,-,-,-,58.800,22.680,45.000
'37:33:46.712',-,-0.208,-,-,-,-,58.800,23.160,45.000
'37:33:46.720',-,-0.224,-,-,-,-,58.800,23.880,45.000
'37:33:46.728',-,-0.168,-,-,-,-,58.800,25.560,45.000
'37:33:46.736',-,-0.064,-,-,-,-,58.800,27.960,45.000
'37:33:46.744',-,0.024,-,-,-,-,58.800,30.720,45.000
'37:33:46.752',-,0.112,-,-,-,-,57.600,31.920,45.000
'37:33:46.760',-,0.128,-,-,-,-,57.600,30.360,45.000
'37:33:46.768',-,0.064,-,-,-,-,57.600,25.080,45.000
'37:33:46.776',-,0.000,-,-,-,-,57.600,19.080,45.000
'37:33:46.784',-,-0.024,-,-,-,-,56.400,15.120,45.000
'37:33:46.792',-,-0.040,-,-,-,-,56.400,15.120,45.000
'37:33:46.800',-,0.008,-,-,-,-,56.400,17.880,45.000
'37:33:46.808',-,0.024,-,-,-,-,56.400,23.160,45.000
'37:33:46.816',-,0.040,-,-,-,-,56.400,28.320,45.000
'37:33:46.824',-,0.024,-,-,-,-,56.400,33.480,45.000
'37:33:46.832',-,0.040,-,-,-,-,56.400,37.920,45.000
'37:33:46.840',-,0.040,-,-,-,-,56.400,40.320,45.000
'37:33:46.848',-,0.024,-,-,-,-,55.200,41.160,45.000
'37:33:46.856',-,0.008,-,-,-,-,55.200,40.680,45.000
'37:33:46.864',-,0.008,-,-,-,-,55.200,39.960,45.000
'37:33:46.872',-,0.008,-,-,-,-,55.200,40.320,45.000
'37:33:46.880',-,0.024,-,-,-,-,55.200,41.160,45.000
'37:33:46.888',-,0.024,-,-,-,-,55.200,43.560,45.000
'37:33:46.896',-,0.024,-,-,-,-,55.200,45.960,45.000
'37:33:46.904',-,0.024,-,-,-,-,55.200,48.360,45.000
'37:33:46.912',-,0.024,-,-,-,-,55.200,49.560,45.000
'37:33:46.920',-,0.040,-,-,-,-,56.400,49.560,45.000
'37:33:46.928',-,0.024,-,-,-,-,60.000,48.360,45.000
'37:33:46.936',-,0.040,-,-,-,-,66.000,46.680,45.000
'37:33:46.944',-,0.040,-,-,-,-,75.600,45.480,45.000
'37:33:46.952',-,0.040,-,-,-,-,85.200,44.760,45.000
'37:33:46.960',-,0.040,-,-,-,-,94.800,44.760,45.000
'37:33:46.968',-,0.056,-,-,-,-,103.200,44.280,45.000
'37:33:46.976',-,0.056,-,-,-,-,109.200,44.760,45.000
'37:33:46.984',-,0.056,-,-,-,-,112.800,44.280,45.000
'37:33:46.992',-,0.064,-,-,-,-,115.200,44.280,45.000
'37:33:47.000',-,0.064,-,-,-,-,116.400,43.920,45.000
'37:33:47.008',-,0.064,-,-,-,-,117.600,43.560,45.000
'37:33:47.016',-,0.064,-,-,-,-,116.400,43.080,45.000
'37:33:47.024',-,0.056,-,-,-,-,116.400,42.720,45.000
'37:33:47.032',-,0.056,-,-,-,-,116.400,41.880,45.000
'37:33:47.040',-,0.056,-,-,-,-,115.200,41.160,45.000
'37:33:47.048',-,0.056,-,-,-,-,115.200,40.320,45.000
'37:33:47.056',-,0.040,-,-,-,-,114.000,39.480,45.000
'37:33:47.064',-,0.040,-,-,-,-,114.000,38.280,45.000
'37:33:47.072',-,0.040,-,-,-,-,112.800,37.560,45.000
'37:33:47.080',-,0.040,-,-,-,-,111.600,37.080,45.000
'37:33:47.088',-,0.024,-,-,-,-,109.200,37.560,45.000
'37:33:47.096',-,0.024,-,-,-,-,108.000,37.560,45.000
'37:33:47.104',-,0.024,-,-,-,-,105.600,37.920,45.000
'37:33:47.112',-,0.024,-,-,-,-,103.200,37.080,45.000
'37:33:47.120',-,0.024,-,-,-,-,100.800,36.360,45.000
'37:33:47.128',-,0.024,-,-,-,-,97.200,35.520,45.000
'37:33:47.136',-,0.024,-,-,-,-,94.800,34.680,45.000
'37:33:47.144',-,0.024,-,-,-,-,91.200,34.320,45.000
'37:33:47.152',-,0.024,-,-,-,-,87.600,33.960,45.000
'37:33:47.160',-,0.024,-,-,-,-,82.800,34.320,45.000
'37:33:47.168',-,0.024,-,-,-,-,79.200,35.160,45.000
'37:33:47.176',-,0.024,-,-,-,-,76.800,36.360,45.000
'37:33:47.184',-,0.024,-,-,-,-,75.600,37.080,45.000
'37:33:47.192',-,0.024,-,-,-,-,75.600,37.080,45.000
'37:33:47.200',-,0.024,-,-,-,-,76.800,36.720,45.000
'37:33:47.208',-,0.024,-,-,-,-,78.000,36.360,45.000
'37:33:47.216',-,0.024,-,-,-,-,79.200,35.520,45.000
'37:33:47.224',-,0.024,-,-,-,-,79.200,35.160,45.000
'37:33:47.232',-,0.024,-,-,-,-,79.200,34.680,45.000
'37:33:47.240',-,0.024,-,-,-,-,79.200,34.320,45.000
'37:33:47.248',-,0.024,-,-,-,-,79.200,33.960,45.000
'37:33:47.256',-,0.024,-,-,-,-,79.200,33.960,45.000
'37:33:47.264',-,0.024,-,-,-,-,79.200,33.480,45.000
'37:33:47.272',-,0.024,-,-,-,-,79.200,33.120,45.000
'37:33:47.280',-,0.024,-,-,-,-,78.000,32.760,45.000
'37:33:47.288',-,0.008,-,-,-,-,78.000,32.760,45.000
'37:33:47.296',-,0.008,-,-,-,-,78.000,32.280,45.000
'37:33:47.304',-,0.008,-,-,-,-,76.800,32.280,45.000
'37:33:47.312',-,0.008,-,-,-,-,76.800,32.760,45.000
'37:33:47.320',-,0.008,-,-,-,-,76.800,32.760,45.000
'37:33:47.328',-,0.008,-,-,-,-,75.600,33.120,45.000
'37:33:47.336',-,0.008,-,-,-,-,75.600,33.480,45.000
'37:33:47.344',-,0.008,-,-,-,-,75.600,33.480,45.000
'37:33:47.352',-,0.008,-,-,-,-,75.600,33.480,45.000
'37:33:47.360',-,0.008,-,-,-,-,74.400,33.480,45.000
'37:33:47.368',-,0.008,-,-,-,-,74.400,33.120,45.000
'37:33:47.376',-,0.000,-,-,-,-,74.400,32.760,45.000
'37:33:47.384',-,0.000,-,-,-,-,74.400,32.280,45.000
'37:33:47.392',-,0.000,-,-,-,-,73.200,31.920,45.000
'37:33:47.400',-,0.000,-,-,-,-,73.200,31.560,45.000
'37:33:47.408',-,0.000,-,-,-,-,72.000,31.560,45.000
'37:33:47.416',-,0.008,-,-,-,-,72.000,31.080,45.000
'37:33:47.424',-,0.008,-,-,-,-,72.000,31.080,45.000
'37:33:47.432',-,0.000,-,-,-,-,70.800,31.080,45.000
'37:33:47.440',-,0.000,-,-,-,-,70.800,31.080,45.000
'37:33:47.448',-,0.000,-,-,-,-,70.800,31.560,45.000
'37:33:47.456',-,0.000,-,-,-,-,69.600,31.560,45.000
'37:33:47.464',-,0.000,-,-,-,-,69.600,31.080,45.000
'37:33:47.472',-,0.000,-,-,-,-,69.600,31.080,45.000
'37:33:47.480',-,0.000,-,-,-,-,68.400,31.080,45.000
'37:33:47.488',-,0.000,-,-,-,-,68.400,30.720,45.000
'37:33:47.496',-,0.000,-,-,-,-,68.400,30.720,45.000
'37:33:47.504',-,-0.008,-,-,-,-,67.200,30.720,45.000
'37:33:47.512',-,-0.024,-,-,-,-,67.200,30.720,45.000
'37:33:47.520',-,0.024,-,-,-,-,66.000,30.720,45.000
'37:33:47.528',-,0.040,-,-,-,-,66.000,30.720,45.000
'37:33:47.536',-,0.040,-,-,-,-,66.000,30.720,45.000
'37:33:47.544',-,0.040,-,-,-,-,64.800,30.360,45.000
'37:33:47.552',-,0.064,-,-,-,-,64.800,30.360,45.000
'37:33:47.560',-,0.080,-,-,-,-,64.800,30.360,45.000
'37:33:47.568',-,0.096,-,-,-,-,64.800,30.360,45.000
'37:33:47.576',-,0.064,-,-,-,-,63.600,30.360,45.000
'37:33:47.584',-,0.056,-,-,-,-,63.600,30.360,45.000
'37:33:47.592',-,0.024,-,-,-,-,63.600,30.360,45.000
'37:33:47.600',-,0.000,-,-,-,-,62.400,29.880,45.000
'37:33:47.608',-,-0.024,-,-,-,-,62.400,29.520,45.000
'37:33:47.616',-,-0.040,-,-,-,-,62.400,29.160,45.000
'37:33:47.624',-,-0.056,-,-,-,-,62.400,29.160,45.000
'37:33:47.632',-,-0.056,-,-,-,-,61.200,29.160,45.000
'37:33:47.640',-,-0.056,-,-,-,-,61.200,29.880,45.000
'37:33:47.648',-,-0.056,-,-,-,-,61.200,29.880,45.000
'37:33:47.656',-,-0.056,-,-,-,-,61.200,30.360,45.000
'37:33:47.664',-,-0.056,-,-,-,-,61.200,30.360,45.000
'37:33:47.672',-,-0.056,-,-,-,-,60.000,30.360,45.000
'37:33:47.680',-,-0.064,-,-,-,-,60.000,29.880,45.000
'37:33:47.688',-,-0.080,-,-,-,-,60.000,29.880,45.000
'37:33:47.696',-,-0.112,-,-,-,-,60.000,29.880,45.000
'37:33:47.704',-,-0.152,-,-,-,-,60.000,29.880,45.000
'37:33:47.712',-,-0.200,-,-,-,-,60.000,29.880,45.000
'37:33:47.720',-,-0.200,-,-,-,-,60.000,29.880,45.000
'37:33:47.728',-,-0.136,-,-,-,-,60.000,30.360,45.000
'37:33:47.736',-,-0.040,-,-,-,-,60.000,31.560,45.000
'37:33:47.744',-,0.056,-,-,-,-,58.800,33.480,45.000
'37:33:47.752',-,0.136,-,-,-,-,58.800,35.160,45.000
'37:33:47.760',-,0.168,-,-,-,-,58.800,35.160,45.000
'37:33:47.768',-,0.112,-,-,-,-,58.800,33.480,45.000
'37:33:47.776',-,0.040,-,-,-,-,58.800,30.720,45.000
'37:33:47.784',-,0.000,-,-,-,-,57.600,28.320,45.000
'37:33:47.792',-,0.000,-,-,-,-,57.600,27.120,45.000
'37:33:47.800',-,0.024,-,-,-,-,57.600,27.120,45.000
'37:33:47.808',-,0.056,-,-,-,-,57.600,28.320,45.000
'37:33:47.816',-,0.056,-,-,-,-,57.600,30.720,45.000
'37:33:47.824',-,0.040,-,-,-,-,57.600,34.320,45.000
'37:33:47.832',-,0.024,-,-,-,-,56.400,38.760,45.000
'37:33:47.840',-,0.008,-,-,-,-,56.400,43.080,45.000
'37:33:47.848',-,0.000,-,-,-,-,56.400,46.320,45.000
'37:33:47.856',-,0.000,-,-,-,-,56.400,48.360,45.000
'37:33:47.864',-,0.000,-,-,-,-,56.400,49.080,45.000
'37:33:47.872',-,0.000,-,-,-,-,56.400,49.560,45.000
'37:33:47.880',-,0.000,-,-,-,-,56.400,49.920,45.000
'37:33:47.888',-,0.000,-,-,-,-,56.400,51.120,45.000
'37:33:47.896',-,0.000,-,-,-,-,56.400,52.320,45.000
'37:33:47.904',-,0.000,-,-,-,-,56.400,53.520,45.000
'37:33:47.912',-,0.000,-,-,-,-,57.600,54.360,45.000
'37:33:47.920',-,0.008,-,-,-,-,58.800,54.360,45.000
'37:33:47.928',-,0.008,-,-,-,-,63.600,53.880,45.000
'37:33:47.936',-,0.008,-,-,-,-,72.000,53.160,45.000
'37:33:47.944',-,0.008,-,-,-,-,81.600,52.320,45.000
'37:33:47.952',-,0.008,-,-,-,-,91.200,51.960,45.000
'37:33:47.960',-,0.024,-,-,-,-,100.800,51.480,45.000
'37:33:47.968',-,0.024,-,-,-,-,108.000,51.480,45.000
'37:33:47.976',-,0.024,-,-,-,-,112.800,51.120,45.000
'37:33:47.984',-,0.024,-,-,-,-,116.400,51.120,45.000
'37:33:47.992',-,0.024,-,-,-,-,118.800,50.280,45.000
'37:33:48.000',-,0.024,-,-,-,-,118.800,49.920,45.000
'37:33:48.008',-,0.024,-,-,-,-,118.800,49.560,45.000
'37:33:48.016',-,0.024,-,-,-,-,118.800,49.080,45.000
'37:33:48.024',-,0.024,-,-,-,-,117.600,48.360,45.000
'37:33:48.032',-,0.024,-,-,-,-,117.600,47.520,45.000
'37:33:48.040',-,0.024,-,-,-,-,116.400,46.320,45.000
'37:33:48.048',-,0.024,-,-,-,-,116.400,45.120,45.000
'37:33:48.056',-,0.024,-,-,-,-,115.200,43.920,45.000
'37:33:48.064',-,0.008,-,-,-,-,114.000,42.720,45.000
'37:33:48.072',-,0.008,-,-,-,-,112.800,41.880,45.000
'37:33:48.080',-,0.008,-,-,-,-,111.600,41.160,45.000
'37:33:48.088',-,0.008,-,-,-,-,110.400,41.520,45.000
'37:33:48.096',-,0.008,-,-,-,-,108.000,41.880,45.000
'37:33:48.104',-,0.008,-,-,-,-,106.800,42.360,45.000
'37:33:48.112',-,0.008,-,-,-,-,104.400,42.360,45.000
'37:33:48.120',-,0.008,-,-,-,-,102.000,41.520,45.000
'37:33:48.128',-,0.008,-,-,-,-,98.400,40.320,45.000
'37:33:48.136',-,0.008,-,-,-,-,96.000,38.760,45.000
'37:33:48.144',-,0.008,-,-,-,-,92.400,37.080,45.000
'37:33:48.152',-,0.024,-,-,-,-,87.600,35.880,45.000
'37:33:48.160',-,0.024,-,-,-,-,84.000,35.160,45.000
'37:33:48.168',-,0.024,-,-,-,-,80.400,35.520,45.000
'37:33:48.176',-,0.024,-,-,-,-,76.800,36.360,45.000
'37:33:48.184',-,0.024,-,-,-,-,75.600,37.080,45.000
'37:33:48.192',-,0.024,-,-,-,-,75.600,37.920,45.000
'37:33:48.200',-,0.024,-,-,-,-,76.800,38.280,45.000
'37:33:48.208',-,0.040,-,-,-,-,78.000,37.920,45.000
'37:33:48.216',-,0.024,-,-,-,-,78.000,37.080,45.000
'37:33:48.224',-,0.024,-,-,-,-,78.000,36.360,45.000
'37:33:48.232',-,0.024,-,-,-,-,78.000,35.520,45.000
'37:33:48.240',-,0.024,-,-,-,-,78.000,35.160,45.000
'37:33:48.248',-,0.024,-,-,-,-,79.200,34.320,45.000
'37:33:48.256',-,0.008,-,-,-,-,79.200,33.960,45.000
'37:33:48.264',-,0.008,-,-,-,-,79.200,33.480,45.000
'37:33:48.272',-,0.008,-,-,-,-,79.200,33.120,45.000
'37:33:48.280',-,0.008,-,-,-,-,78.000,33.120,45.000
'37:33:48.288',-,0.000,-,-,-,-,78.000,33.120,45.000
'37:33:48.296',-,0.000,-,-,-,-,78.000,33.120,45.000
'37:33:48.304',-,0.000,-,-,-,-,76.800,32.760,45.000
'37:33:48.312',-,0.000,-,-,-,-,76.800,32.760,45.000
'37:33:48.320',-,0.000,-,-,-,-,76.800,32.760,45.000
'37:33:48.328',-,0.000,-,-,-,-,75.600,32.280,45.000
'37:33:48.336',-,0.000,-,-,-,-,75.600,32.280,45.000
'37:33:48.344',-,0.000,-,-,-,-,75.600,32.280,45.000
'37:33:48.352',-,0.000,-,-,-,-,74.400,32.280,45.000
'37:33:48.360',-,0.000,-,-,-,-,74.400,32.760,45.000
'37:33:48.368',-,0.000,-,-,-,-,74.400,32.280,45.000
'37:33:48.376',-,0.000,-,-,-,-,73.200,32.280,45.000
'37:33:48.384',-,0.000,-,-,-,-,73.200,31.920,45.000
'37:33:48.392',-,0.000,-,-,-,-,73.200,31.560,45.000
'37:33:48.400',-,0.000,-,-,-,-,72.000,31.080,45.000
'37:33:48.408',-,0.000,-,-,-,-,72.000,30.720,45.000
'37:33:48.416',-,0.000,-,-,-,-,72.000,30.360,45.000
'37:33:48.424',-,0.000,-,-,-,-,70.800,30.360,45.000
'37:33:48.432',-,0.000,-,-,-,-,70.800,29.880,45.000
'37:33:48.440',-,0.000,-,-,-,-,69.600,29.880,45.000
'37:33:48.448',-,0.000,-,-,-,-,69.600,29.520,45.000
'37:33:48.456',-,0.000,-,-,-,-,69.600,29.520,45.000
'37:33:48.464',-,0.000,-,-,-,-,68.400,29.520,45.000
'37:33:48.472',-,0.000,-,-,-,-,68.400,29.160,45.000
'37:33:48.480',-,0.000,-,-,-,-,67.200,29.160,45.000
'37:33:48.488',-,0.000,-,-,-,-,67.200,28.680,45.000
'37:33:48.496',-,0.000,-,-,-,-,67.200,28.680,45.000
'37:33:48.504',-,-0.008,-,-,-,-,66.000,28.680,45.000
'37:33:48.512',-,-0.024,-,-,-,-,66.000,28.320,45.000
'37:33:48.520',-,0.040,-,-,-,-,66.000,28.320,45.000
'37:33:48.528',-,0.040,-,-,-,-,64.800,28.320,45.000
'37:33:48.536',-,0.024,-,-,-,-,64.800,27.960,45.000
'37:33:48.544',-,0.040,-,-,-,-,63.600,27.960,45.000
'37:33:48.552',-,0.056,-,-,-,-,63.600,27.960,45.000
'37:33:48.560',-,0.080,-,-,-,-,63.600,27.480,45.000
'37:33:48.568',-,0.096,-,-,-,-,62.400,27.480,45.000
'37:33:48.576',-,0.080,-,-,-,-,62.400,27.480,45.000
'37:33:48.584',-,0.064,-,-,-,-,62.400,27.120,45.000
'37:33:48.592',-,0.040,-,-,-,-,61.200,27.120,45.000
'37:33:48.600',-,0.008,-,-,-,-,61.200,26.760,45.000
'37:33:48.608',-,0.000,-,-,-,-,61.200,26.760,45.000
'37:33:48.616',-,-0.024,-,-,-,-,61.200,26.280,45.000
'37:33:48.624',-,-0.040,-,-,-,-,60.000,26.280,45.000
'37:33:48.632',-,-0.056,-,-,-,-,60.000,26.280,45.000
'37:33:48.640',-,-0.056,-,-,-,-,60.000,26.280,45.000
'37:33:48.648',-,-0.056,-,-,-,-,60.000,25.920,45.000
'37:33:48.656',-,-0.040,-,-,-,-,58.800,25.560,45.000
'37:33:48.664',-,-0.040,-,-,-,-,58.800,25.080,45.000
'37:33:48.672',-,-0.056,-,-,-,-,58.800,25.080,45.000
'37:33:48.680',-,-0.064,-,-,-,-,58.800,25.080,45.000
'37:33:48.688',-,-0.080,-,-,-,-,58.800,25.080,45.000
'37:33:48.696',-,-0.112,-,-,-,-,58.800,25.080,45.000
'37:33:48.704',-,-0.152,-,-,-,-,58.800,25.080,45.000
'37:33:48.712',-,-0.200,-,-,-,-,58.800,25.080,45.000
'37:33:48.720',-,-0.200,-,-,-,-,58.800,25.080,45.000
'37:33:48.728',-,-0.136,-,-,-,-,57.600,25.560,45.000
'37:33:48.736',-,-0.056,-,-,-,-,57.600,27.120,45.000
'37:33:48.744',-,0.056,-,-,-,-,57.600,29.880,45.000
'37:33:48.752',-,0.128,-,-,-,-,57.600,32.280,45.000
'37:33:48.760',-,0.136,-,-,-,-,56.400,32.280,45.000
'37:33:48.768',-,0.080,-,-,-,-,56.400,28.680,45.000
'37:33:48.776',-,0.024,-,-,-,-,56.400,23.520,45.000
'37:33:48.784',-,-0.008,-,-,-,-,56.400,19.560,45.000
'37:33:48.792',-,0.000,-,-,-,-,56.400,17.880,45.000
'37:33:48.800',-,0.024,-,-,-,-,55.200,19.080,45.000
'37:33:48.808',-,0.040,-,-,-,-,55.200,22.680,45.000
'37:33:48.816',-,0.056,-,-,-,-,55.200,27.120,45.000
'37:33:48.824',-,0.040,-,-,-,-,55.200,31.920,45.000
'37:33:48.832',-,0.040,-,-,-,-,55.200,36.720,45.000
'37:33:48.840',-,0.040,-,-,-,-,55.200,40.680,45.000
'37:33:48.848',-,0.024,-,-,-,-,55.200,42.720,45.000
'37:33:48.856',-,0.024,-,-,-,-,54.000,43.080,45.000
'37:33:48.864',-,0.008,-,-,-,-,54.000,42.720,45.000
'37:33:48.872',-,0.008,-,-,-,-,54.000,41.880,45.000
'37:33:48.880',-,0.024,-,-,-,-,54.000,41.880,45.000
'37:33:48.888',-,0.024,-,-,-,-,54.000,43.080,45.000
'37:33:48.896',-,0.024,-,-,-,-,54.000,45.480,45.000
'37:33:48.904',-,0.024,-,-,-,-,54.000,48.360,45.000
'37:33:48.912',-,0.024,-,-,-,-,54.000,50.280,45.000
'37:33:48.920',-,0.024,-,-,-,-,55.200,50.760,45.000
'37:33:48.928',-,0.024,-,-,-,-,58.800,49.920,45.000
'37:33:48.936',-,0.040,-,-,-,-,63.600,47.880,45.000
'37:33:48.944',-,0.040,-,-,-,-,73.200,46.320,45.000
'37:33:48.952',-,0.040,-,-,-,-,82.800,45.120,45.000
'37:33:48.960',-,0.056,-,-,-,-,92.400,44.760,45.000
'37:33:48.968',-,0.056,-,-,-,-,100.800,44.280,45.000
'37:33:48.976',-,0.056,-,-,-,-,106.800,43.920,45.000
'37:33:48.984',-,0.056,-,-,-,-,111.600,43.560,45.000
'37:33:48.992',-,0.064,-,-,-,-,114.000,43.560,45.000
'37:33:49.000',-,0.064,-,-,-,-,115.200,43.560,45.000
'37:33:49.008',-,0.064,-,-,-,-,115.200,43.560,45.000
'37:33:49.016',-,0.064,-,-,-,-,114.000,43.560,45.000
'37:33:49.024',-,0.056,-,-,-,-,114.000,43.560,45.000
'37:33:49.032',-,0.056,-,-,-,-,112.800,42.720,45.000
'37:33:49.040',-,0.056,-,-,-,-,111.600,41.520,45.000
'37:33:49.048',-,0.056,-,-,-,-,111.600,40.680,45.000
'37:33:49.056',-,0.040,-,-,-,-,110.400,39.480,45.000
'37:33:49.064',-,0.040,-,-,-,-,109.200,38.280,45.000
'37:33:49.072',-,0.024,-,-,-,-,108.000,37.080,45.000
'37:33:49.080',-,0.024,-,-,-,-,106.800,36.360,45.000
'37:33:49.088',-,0.024,-,-,-,-,104.400,36.360,45.000
'37:33:49.096',-,0.024,-,-,-,-,103.200,37.080,45.000
'37:33:49.104',-,0.024,-,-,-,-,100.800,37.560,45.000
'37:33:49.112',-,0.008,-,-,-,-,98.400,37.920,45.000
'37:33:49.120',-,0.008,-,-,-,-,96.000,37.560,45.000
'37:33:49.128',-,0.008,-,-,-,-,92.400,36.360,45.000
'37:33:49.136',-,0.008,-,-,-,-,90.000,35.160,45.000
'37:33:49.144',-,0.008,-,-,-,-,86.400,33.960,45.000
'37:33:49.152',-,0.008,-,-,-,-,82.800,33.120,45.000
'37:33:49.160',-,0.024,-,-,-,-,79.200,33.120,45.000
'37:33:49.168',-,0.024,-,-,-,-,75.600,33.480,45.000
'37:33:49.176',-,0.024,-,-,-,-,72.000,34.320,45.000
'37:33:49.184',-,0.024,-,-,-,-,70.800,34.680,45.000
'37:33:49.192',-,0.024,-,-,-,-,72.000,34.680,45.000
'37:33:49.200',-,0.024,-,-,-,-,73.200,34.680,45.000
'37:33:49.208',-,0.024,-,-,-,-,74.400,34.680,45.000
