'Elapsed time','II','III','AVF','V','ABP'
'13:56:07.928',-0.083,-,-,-0.014,76.800
'13:56:07.936',-0.069,-,-,0.000,74.400
'13:56:07.944',-0.069,-,-,0.000,72.800
'13:56:07.952',-0.069,-,-,0.028,71.200
'13:56:07.960',-0.069,-,-,0.042,70.400
'13:56:07.968',-0.069,-,-,0.028,70.400
'13:56:07.976',-0.083,-,-,0.056,70.400
'13:56:07.984',-0.042,-,-,0.056,70.400
'13:56:07.992',-0.028,-,-,0.085,70.400
'13:56:08.000',-0.014,-,-,0.085,70.400
'13:56:08.008',-0.042,-,-,0.070,70.400
'13:56:08.016',-0.056,-,-,0.056,69.600
'13:56:08.024',-0.042,-,-,0.056,69.600
'13:56:08.032',-0.042,-,-,0.070,69.600
'13:56:08.040',-0.042,-,-,0.085,68.800
'13:56:08.048',-0.028,-,-,0.042,68.000
'13:56:08.056',-0.042,-,-,0.042,68.000
'13:56:08.064',-0.056,-,-,0.042,67.200
'13:56:08.072',-0.069,-,-,0.056,67.200
'13:56:08.080',-0.028,-,-,0.042,67.200
'13:56:08.088',0.125,-,-,0.183,66.400
'13:56:08.096',0.319,-,-,0.366,66.400
'13:56:08.104',0.403,-,-,0.408,66.400
'13:56:08.112',0.181,-,-,0.000,66.400
'13:56:08.120',-0.028,-,-,-0.310,65.600
'13:56:08.128',-0.167,-,-,-0.338,65.600
'13:56:08.136',-0.250,-,-,-0.239,65.600
'13:56:08.144',-0.264,-,-,-0.127,64.800
'13:56:08.152',-0.264,-,-,-0.042,64.800
'13:56:08.160',-0.250,-,-,-0.014,64.000
'13:56:08.168',-0.278,-,-,-0.028,64.000
'13:56:08.176',-0.278,-,-,-0.042,63.200
'13:56:08.184',-0.264,-,-,-0.056,62.400
'13:56:08.192',-0.250,-,-,-0.028,62.400
'13:56:08.200',-0.236,-,-,-0.028,62.400
'13:56:08.208',-0.250,-,-,-0.028,64.000
'13:56:08.216',-0.264,-,-,-0.070,68.000
'13:56:08.224',-0.264,-,-,-0.070,75.200
'13:56:08.232',-0.250,-,-,-0.070,86.400
'13:56:08.240',-0.264,-,-,-0.113,99.200
'13:56:08.248',-0.264,-,-,-0.113,111.200
'13:56:08.256',-0.264,-,-,-0.127,119.200
'13:56:08.264',-0.264,-,-,-0.127,123.200
'13:56:08.272',-0.278,-,-,-0.141,124.000
'13:56:08.280',-0.278,-,-,-0.141,122.400
'13:56:08.288',-0.278,-,-,-0.155,119.200
'13:56:08.296',-0.278,-,-,-0.169,116.000
'13:56:08.304',-0.278,-,-,-0.169,112.800
'13:56:08.312',-0.250,-,-,-0.169,109.600
'13:56:08.320',-0.236,-,-,-0.169,108.000
'13:56:08.328',-0.194,-,-,-0.155,105.600
'13:56:08.336',-0.167,-,-,-0.141,104.000
'13:56:08.344',-0.139,-,-,-0.127,102.400
'13:56:08.352',-0.125,-,-,-0.127,100.800
'13:56:08.360',-0.125,-,-,-0.113,99.200
'13:56:08.368',-0.097,-,-,-0.070,96.800
'13:56:08.376',-0.069,-,-,-0.028,95.200
'13:56:08.384',-0.056,-,-,-0.028,92.000
'13:56:08.392',-0.028,-,-,0.000,89.600
'13:56:08.400',0.000,-,-,0.028,87.200
'13:56:08.408',0.000,-,-,0.056,84.800
'13:56:08.416',0.000,-,-,0.056,83.200
'13:56:08.424',0.000,-,-,0.056,81.600
'13:56:08.432',0.014,-,-,0.042,81.600
'13:56:08.440',0.014,-,-,0.056,82.400
'13:56:08.448',0.014,-,-,0.070,83.200
'13:56:08.456',0.014,-,-,0.056,83.200
'13:56:08.464',0.028,-,-,0.056,84.000
'13:56:08.472',0.042,-,-,0.056,84.000
'13:56:08.480',0.153,-,-,0.127,84.000
'13:56:08.488',0.403,-,-,0.338,83.200
'13:56:08.496',0.583,-,-,0.563,82.400
'13:56:08.504',0.597,-,-,0.197,81.600
'13:56:08.512',0.125,-,-,-0.366,80.800
'13:56:08.520',-0.097,-,-,-0.465,80.000
'13:56:08.528',-0.167,-,-,-0.296,79.200
'13:56:08.536',-0.153,-,-,-0.113,78.400
'13:56:08.544',-0.125,-,-,-0.014,77.600
'13:56:08.552',-0.125,-,-,0.000,76.800
'13:56:08.560',-0.153,-,-,0.000,76.000
'13:56:08.568',-0.181,-,-,-0.014,76.000
'13:56:08.576',-0.194,-,-,0.000,75.200
'13:56:08.584',-0.181,-,-,-0.028,74.400
'13:56:08.592',-0.167,-,-,-0.014,73.600
'13:56:08.600',-0.167,-,-,-0.028,72.800
'13:56:08.608',-0.167,-,-,-0.014,72.800
'13:56:08.616',-0.181,-,-,-0.028,74.400
'13:56:08.624',-0.181,-,-,-0.056,76.800
'13:56:08.632',-0.181,-,-,-0.070,81.600
'13:56:08.640',-0.181,-,-,-0.070,88.000
'13:56:08.648',-0.194,-,-,-0.085,95.200
'13:56:08.656',-0.208,-,-,-0.113,103.200
'13:56:08.664',-0.236,-,-,-0.141,109.600
'13:56:08.672',-0.236,-,-,-0.141,113.600
'13:56:08.680',-0.208,-,-,-0.141,114.400
'13:56:08.688',-0.181,-,-,-0.141,112.800
'13:56:08.696',-0.167,-,-,-0.141,110.400
'13:56:08.704',-0.167,-,-,-0.141,107.200
'13:56:08.712',-0.153,-,-,-0.141,104.800
'13:56:08.720',-0.139,-,-,-0.127,101.600
'13:56:08.728',-0.125,-,-,-0.127,99.200
'13:56:08.736',-0.083,-,-,-0.113,97.600
'13:56:08.744',-0.069,-,-,-0.070,95.200
'13:56:08.752',-0.069,-,-,-0.056,93.600
'13:56:08.760',-0.069,-,-,-0.028,91.200
'13:56:08.768',-0.069,-,-,-0.014,88.800
'13:56:08.776',-0.069,-,-,0.000,85.600
'13:56:08.784',-0.069,-,-,0.000,83.200
'13:56:08.792',-0.056,-,-,0.028,81.600
'13:56:08.800',-0.042,-,-,0.042,80.000
'13:56:08.808',-0.028,-,-,0.070,80.000
'13:56:08.816',-0.014,-,-,0.085,79.200
'13:56:08.824',-0.014,-,-,0.085,79.200
'13:56:08.832',-0.014,-,-,0.085,79.200
'13:56:08.840',0.000,-,-,0.085,79.200
'13:56:08.848',0.000,-,-,0.113,79.200
'13:56:08.856',0.000,-,-,0.085,79.200
'13:56:08.864',-0.014,-,-,0.056,78.400
'13:56:08.872',0.000,-,-,0.070,78.400
'13:56:08.880',0.000,-,-,0.056,77.600
'13:56:08.888',0.000,-,-,0.056,77.600
'13:56:08.896',0.014,-,-,0.085,76.800
'13:56:08.904',0.097,-,-,0.169,76.800
'13:56:08.912',0.319,-,-,0.380,76.000
'13:56:08.920',0.472,-,-,0.479,76.000
'13:56:08.928',0.292,-,-,0.028,75.200
'13:56:08.936',0.028,-,-,-0.451,74.400
'13:56:08.944',-0.125,-,-,-0.493,73.600
'13:56:08.952',-0.167,-,-,-0.310,73.600
'13:56:08.960',-0.181,-,-,-0.141,72.800
'13:56:08.968',-0.167,-,-,-0.028,72.000
'13:56:08.976',-0.167,-,-,0.000,71.200
'13:56:08.984',-0.167,-,-,-0.014,71.200
'13:56:08.992',-0.167,-,-,0.000,70.400
'13:56:09.000',-0.167,-,-,-0.014,69.600
'13:56:09.008',-0.153,-,-,-0.014,69.600
'13:56:09.016',-0.139,-,-,0.000,69.600
'13:56:09.024',-0.139,-,-,0.000,71.200
'13:56:09.032',-0.153,-,-,-0.014,75.200
'13:56:09.040',-0.153,-,-,-0.028,83.200
'13:56:09.048',-0.167,-,-,-0.056,93.600
'13:56:09.056',-0.167,-,-,-0.042,106.400
'13:56:09.064',-0.167,-,-,-0.070,118.400
'13:56:09.072',-0.167,-,-,-0.113,127.200
'13:56:09.080',-0.181,-,-,-0.085,132.000
'13:56:09.088',-0.194,-,-,-0.127,132.800
'13:56:09.096',-0.208,-,-,-0.141,130.400
'13:56:09.104',-0.208,-,-,-0.141,127.200
'13:56:09.112',-0.194,-,-,-0.141,124.800
'13:56:09.120',-0.181,-,-,-0.141,121.600
'13:56:09.128',-0.181,-,-,-0.141,119.200
'13:56:09.136',-0.167,-,-,-0.141,117.600
'13:56:09.144',-0.153,-,-,-0.127,116.000
'13:56:09.152',-0.139,-,-,-0.127,114.400
'13:56:09.160',-0.125,-,-,-0.113,112.000
'13:56:09.168',-0.069,-,-,-0.070,110.400
'13:56:09.176',-0.056,-,-,-0.056,108.000
'13:56:09.184',-0.042,-,-,-0.028,104.800
'13:56:09.192',-0.042,-,-,0.000,101.600
'13:56:09.200',-0.028,-,-,0.000,98.400
'13:56:09.208',-0.028,-,-,0.028,95.200
'13:56:09.216',-0.028,-,-,0.042,92.000
'13:56:09.224',-0.014,-,-,0.056,88.800
'13:56:09.232',0.014,-,-,0.085,87.200
'13:56:09.240',0.014,-,-,0.085,85.600
'13:56:09.248',0.028,-,-,0.085,85.600
'13:56:09.256',0.028,-,-,0.085,85.600
'13:56:09.264',0.014,-,-,0.085,85.600
'13:56:09.272',0.014,-,-,0.070,86.400
'13:56:09.280',0.028,-,-,0.056,86.400
'13:56:09.288',0.042,-,-,0.070,85.600
'13:56:09.296',0.042,-,-,0.070,85.600
'13:56:09.304',0.028,-,-,0.056,84.800
'13:56:09.312',0.028,-,-,0.056,84.000
'13:56:09.320',0.083,-,-,0.070,83.200
'13:56:09.328',0.278,-,-,0.254,83.200
'13:56:09.336',0.486,-,-,0.479,82.400
'13:56:09.344',0.528,-,-,0.507,81.600
'13:56:09.352',0.208,-,-,-0.127,80.800
'13:56:09.360',-0.014,-,-,-0.394,80.000
'13:56:09.368',-0.125,-,-,-0.408,79.200
'13:56:09.376',-0.153,-,-,-0.197,78.400
'13:56:09.384',-0.139,-,-,-0.070,77.600
'13:56:09.392',-0.139,-,-,-0.014,76.800
'13:56:09.400',-0.153,-,-,0.000,76.000
'13:56:09.408',-0.153,-,-,-0.014,75.200
'13:56:09.416',-0.153,-,-,0.000,74.400
'13:56:09.424',-0.139,-,-,-0.014,73.600
'13:56:09.432',-0.139,-,-,0.000,73.600
'13:56:09.440',-0.139,-,-,0.000,72.800
'13:56:09.448',-0.153,-,-,-0.014,73.600
'13:56:09.456',-0.153,-,-,-0.028,76.000
'13:56:09.464',-0.153,-,-,-0.056,80.000
'13:56:09.472',-0.139,-,-,-0.056,87.200
'13:56:09.480',-0.139,-,-,-0.042,96.000
'13:56:09.488',-0.139,-,-,-0.113,106.400
'13:56:09.496',-0.153,-,-,-0.085,114.400
'13:56:09.504',-0.167,-,-,-0.127,120.800
'13:56:09.512',-0.167,-,-,-0.141,123.200
'13:56:09.520',-0.167,-,-,-0.127,122.400
'13:56:09.528',-0.167,-,-,-0.141,120.000
'13:56:09.536',-0.153,-,-,-0.141,116.800
'13:56:09.544',-0.139,-,-,-0.155,113.600
'13:56:09.552',-0.139,-,-,-0.141,111.200
'13:56:09.560',-0.125,-,-,-0.127,108.800
'13:56:09.568',-0.125,-,-,-0.141,107.200
'13:56:09.576',-0.083,-,-,-0.127,104.800
'13:56:09.584',-0.056,-,-,-0.113,103.200
'13:56:09.592',-0.028,-,-,-0.070,101.600
'13:56:09.600',-0.014,-,-,-0.028,99.200
'13:56:09.608',-0.028,-,-,-0.028,96.000
'13:56:09.616',-0.028,-,-,-0.014,92.800
'13:56:09.624',-0.014,-,-,0.000,89.600
'13:56:09.632',0.000,-,-,0.028,86.400
'13:56:09.640',0.014,-,-,0.056,84.000
'13:56:09.648',0.028,-,-,0.070,82.400
'13:56:09.656',0.028,-,-,0.085,81.600
'13:56:09.664',0.014,-,-,0.070,81.600
'13:56:09.672',0.014,-,-,0.056,81.600
'13:56:09.680',0.028,-,-,0.085,81.600
'13:56:09.688',0.028,-,-,0.085,82.400
'13:56:09.696',0.028,-,-,0.056,82.400
'13:56:09.704',0.028,-,-,0.085,81.600
'13:56:09.712',0.042,-,-,0.056,81.600
'13:56:09.720',0.125,-,-,0.056,80.800
'13:56:09.728',0.347,-,-,0.310,80.000
'13:56:09.736',0.542,-,-,0.535,80.000
'13:56:09.744',0.569,-,-,0.577,79.200
'13:56:09.752',0.181,-,-,-0.127,78.400
'13:56:09.760',-0.042,-,-,-0.366,77.600
'13:56:09.768',-0.139,-,-,-0.282,76.800
'13:56:09.776',-0.153,-,-,-0.169,76.800
'13:56:09.784',-0.139,-,-,-0.042,76.000
'13:56:09.792',-0.125,-,-,0.000,75.200
'13:56:09.800',-0.125,-,-,0.000,74.400
'13:56:09.808',-0.139,-,-,0.000,73.600
'13:56:09.816',-0.167,-,-,-0.014,72.800
'13:56:09.824',-0.181,-,-,-0.028,72.000
'13:56:09.832',-0.181,-,-,-0.014,71.200
'13:56:09.840',-0.167,-,-,-0.028,70.400
'13:56:09.848',-0.153,-,-,-0.014,71.200
'13:56:09.856',-0.153,-,-,-0.028,72.800
'13:56:09.864',-0.167,-,-,-0.014,76.000
'13:56:09.872',-0.167,-,-,-0.042,81.600
'13:56:09.880',-0.167,-,-,-0.056,89.600
'13:56:09.888',-0.167,-,-,-0.070,98.400
'13:56:09.896',-0.167,-,-,-0.085,106.400
'13:56:09.904',-0.167,-,-,-0.070,112.800
'13:56:09.912',-0.167,-,-,-0.113,116.000
'13:56:09.920',-0.167,-,-,-0.070,116.000
'13:56:09.928',-0.167,-,-,-0.113,114.400
'13:56:09.936',-0.167,-,-,-0.113,111.200
'13:56:09.944',-0.139,-,-,-0.113,108.000
'13:56:09.952',-0.125,-,-,-0.113,104.800
'13:56:09.960',-0.125,-,-,-0.085,102.400
'13:56:09.968',-0.097,-,-,-0.113,100.000
'13:56:09.976',-0.083,-,-,-0.070,98.400
'13:56:09.984',-0.056,-,-,-0.070,96.800
'13:56:09.992',-0.042,-,-,-0.028,94.400
'13:56:10.000',-0.014,-,-,-0.014,92.000
'13:56:10.008',-0.014,-,-,0.000,88.800
'13:56:10.016',-0.014,-,-,0.000,85.600
'13:56:10.024',-0.028,-,-,0.028,82.400
'13:56:10.032',-0.014,-,-,0.042,80.000
'13:56:10.040',0.014,-,-,0.056,78.400
'13:56:10.048',0.028,-,-,0.042,76.800
'13:56:10.056',0.042,-,-,0.113,76.800
'13:56:10.064',0.056,-,-,0.127,76.800
'13:56:10.072',0.056,-,-,0.085,76.800
'13:56:10.080',0.056,-,-,0.085,77.600
'13:56:10.088',0.056,-,-,0.113,77.600
'13:56:10.096',0.069,-,-,0.085,77.600
'13:56:10.104',0.069,-,-,0.085,76.800
'13:56:10.112',0.083,-,-,0.070,76.800
'13:56:10.120',0.125,-,-,0.085,76.000
'13:56:10.128',0.236,-,-,0.169,76.000
'13:56:10.136',0.458,-,-,0.366,75.200
'13:56:10.144',0.597,-,-,0.507,74.400
'13:56:10.152',0.431,-,-,0.225,74.400
'13:56:10.160',0.181,-,-,-0.197,73.600
'13:56:10.168',0.014,-,-,-0.282,72.800
'13:56:10.176',-0.069,-,-,-0.197,72.800
'13:56:10.184',-0.083,-,-,-0.113,72.000
'13:56:10.192',-0.069,-,-,-0.014,71.200
'13:56:10.200',-0.056,-,-,0.014,71.200
'13:56:10.208',-0.069,-,-,0.000,70.400
'13:56:10.216',-0.097,-,-,0.000,70.400
'13:56:10.224',-0.125,-,-,0.000,69.600
'13:56:10.232',-0.125,-,-,-0.014,68.800
'13:56:10.240',-0.125,-,-,-0.028,68.800
'13:56:10.248',-0.125,-,-,-0.028,68.000
'13:56:10.256',-0.125,-,-,0.000,68.800
'13:56:10.264',-0.125,-,-,0.000,71.200
'13:56:10.272',-0.125,-,-,-0.014,75.200
'13:56:10.280',-0.139,-,-,-0.042,82.400
'13:56:10.288',-0.139,-,-,-0.042,92.000
'13:56:10.296',-0.125,-,-,-0.056,102.400
'13:56:10.304',-0.125,-,-,-0.070,110.400
'13:56:10.312',-0.139,-,-,-0.085,115.200
'13:56:10.320',-0.139,-,-,-0.070,116.800
'13:56:10.328',-0.139,-,-,-0.113,116.000
'13:56:10.336',-0.139,-,-,-0.113,113.600
'13:56:10.344',-0.139,-,-,-0.113,110.400
'13:56:10.352',-0.097,-,-,-0.085,107.200
'13:56:10.360',-0.097,-,-,-0.113,104.000
'13:56:10.368',-0.069,-,-,-0.085,101.600
'13:56:10.376',-0.056,-,-,-0.070,100.000
'13:56:10.384',-0.042,-,-,-0.056,97.600
'13:56:10.392',-0.028,-,-,-0.056,96.000
'13:56:10.400',0.000,-,-,-0.014,93.600
'13:56:10.408',0.014,-,-,0.000,92.000
'13:56:10.416',0.028,-,-,0.000,88.800
'13:56:10.424',0.042,-,-,0.028,86.400
'13:56:10.432',0.042,-,-,0.028,83.200
'13:56:10.440',0.042,-,-,0.056,80.800
'13:56:10.448',0.069,-,-,0.085,78.400
'13:56:10.456',0.097,-,-,0.113,77.600
'13:56:10.464',0.125,-,-,0.127,77.600
'13:56:10.472',0.125,-,-,0.127,77.600
'13:56:10.480',0.125,-,-,0.113,77.600
'13:56:10.488',0.125,-,-,0.085,78.400
'13:56:10.496',0.139,-,-,0.085,78.400
'13:56:10.504',0.139,-,-,0.085,78.400
'13:56:10.512',0.153,-,-,0.085,78.400
'13:56:10.520',0.153,-,-,0.085,77.600
'13:56:10.528',0.167,-,-,0.085,77.600
'13:56:10.536',0.306,-,-,0.169,76.800
'13:56:10.544',0.542,-,-,0.380,76.800
'13:56:10.552',0.681,-,-,0.507,76.000
'13:56:10.560',0.528,-,-,0.183,76.000
'13:56:10.568',0.250,-,-,-0.254,75.200
'13:56:10.576',0.056,-,-,-0.310,75.200
'13:56:10.584',-0.014,-,-,-0.239,75.200
'13:56:10.592',-0.028,-,-,-0.113,74.400
'13:56:10.600',0.000,-,-,0.000,74.400
'13:56:10.608',0.000,-,-,0.014,73.600
'13:56:10.616',-0.014,-,-,0.000,72.800
'13:56:10.624',-0.014,-,-,0.014,72.800
'13:56:10.632',-0.028,-,-,0.000,72.000
'13:56:10.640',-0.028,-,-,0.000,71.200
'13:56:10.648',-0.028,-,-,0.000,71.200
'13:56:10.656',-0.042,-,-,0.000,71.200
'13:56:10.664',-0.028,-,-,0.000,72.800
'13:56:10.672',-0.042,-,-,0.000,76.000
'13:56:10.680',-0.042,-,-,0.000,81.600
'13:56:10.688',-0.042,-,-,-0.014,90.400
'13:56:10.696',-0.056,-,-,-0.042,100.000
'13:56:10.704',-0.056,-,-,-0.056,109.600
'13:56:10.712',-0.056,-,-,-0.070,116.800
'13:56:10.720',-0.056,-,-,-0.085,120.800
'13:56:10.728',-0.056,-,-,-0.113,120.800
'13:56:10.736',-0.056,-,-,-0.085,119.200
'13:56:10.744',-0.042,-,-,-0.113,116.000
'13:56:10.752',-0.028,-,-,-0.113,112.800
'13:56:10.760',-0.014,-,-,-0.085,109.600
'13:56:10.768',0.000,-,-,-0.070,106.400
'13:56:10.776',0.028,-,-,-0.070,104.000
'13:56:10.784',0.042,-,-,-0.056,102.400
'13:56:10.792',0.069,-,-,-0.028,100.800
'13:56:10.800',0.083,-,-,-0.014,99.200
'13:56:10.808',0.125,-,-,0.000,96.800
'13:56:10.816',0.139,-,-,0.014,94.400
'13:56:10.824',0.153,-,-,0.042,92.000
'13:56:10.832',0.167,-,-,0.056,88.800
'13:56:10.840',0.167,-,-,0.085,86.400
'13:56:10.848',0.153,-,-,0.085,84.000
'13:56:10.856',0.167,-,-,0.127,81.600
'13:56:10.864',0.167,-,-,0.127,80.800
'13:56:10.872',0.167,-,-,0.155,80.800
'13:56:10.880',0.167,-,-,0.141,80.800
'13:56:10.888',0.181,-,-,0.127,80.800
'13:56:10.896',0.181,-,-,0.141,81.600
'13:56:10.904',0.181,-,-,0.127,81.600
'13:56:10.912',0.181,-,-,0.127,81.600
'13:56:10.920',0.181,-,-,0.113,80.800
'13:56:10.928',0.181,-,-,0.085,80.800
'13:56:10.936',0.181,-,-,0.085,80.000
'13:56:10.944',0.194,-,-,0.085,79.200
'13:56:10.952',0.306,-,-,0.169,79.200
'13:56:10.960',0.542,-,-,0.408,78.400
'13:56:10.968',0.681,-,-,0.535,77.600
'13:56:10.976',0.514,-,-,0.056,77.600
'13:56:10.984',0.208,-,-,-0.380,76.800
'13:56:10.992',0.042,-,-,-0.423,76.000
'13:56:11.000',0.014,-,-,-0.254,76.000
'13:56:11.008',0.042,-,-,-0.056,75.200
'13:56:11.016',0.083,-,-,0.028,74.400
'13:56:11.024',0.125,-,-,0.056,74.400
'13:56:11.032',0.125,-,-,0.070,73.600
'13:56:11.040',0.097,-,-,0.056,72.800
'13:56:11.048',0.083,-,-,0.056,72.800
'13:56:11.056',0.056,-,-,0.042,72.000
'13:56:11.064',0.042,-,-,0.028,72.000
'13:56:11.072',0.042,-,-,0.014,72.000
'13:56:11.080',0.042,-,-,0.000,75.200
'13:56:11.088',0.042,-,-,0.000,80.000
'13:56:11.096',0.042,-,-,0.000,88.000
'13:56:11.104',0.028,-,-,0.000,98.400
'13:56:11.112',0.014,-,-,-0.014,109.600
'13:56:11.120',0.014,-,-,-0.028,119.200
'13:56:11.128',0.000,-,-,-0.056,126.400
'13:56:11.136',0.000,-,-,-0.070,128.800
'13:56:11.144',0.000,-,-,-0.070,128.000
'13:56:11.152',0.000,-,-,-0.070,125.600
'13:56:11.160',0.000,-,-,-0.070,121.600
'13:56:11.168',0.000,-,-,-0.070,118.400
'13:56:11.176',0.014,-,-,-0.070,115.200
'13:56:11.184',0.028,-,-,-0.070,112.000
'13:56:11.192',0.056,-,-,-0.056,110.400
'13:56:11.200',0.069,-,-,-0.042,108.000
'13:56:11.208',0.097,-,-,-0.014,106.400
'13:56:11.216',0.125,-,-,0.000,104.800
'13:56:11.224',0.139,-,-,0.000,102.400
'13:56:11.232',0.153,-,-,0.028,100.000
'13:56:11.240',0.153,-,-,0.056,97.600
'13:56:11.248',0.167,-,-,0.070,94.400
'13:56:11.256',0.153,-,-,0.085,90.400
'13:56:11.264',0.139,-,-,0.085,88.000
'13:56:11.272',0.139,-,-,0.113,85.600
'13:56:11.280',0.139,-,-,0.113,84.000
'13:56:11.288',0.139,-,-,0.127,84.000
'13:56:11.296',0.139,-,-,0.113,84.000
'13:56:11.304',0.139,-,-,0.127,84.000
'13:56:11.312',0.153,-,-,0.113,84.800
'13:56:11.320',0.153,-,-,0.127,84.800
'13:56:11.328',0.153,-,-,0.127,84.800
'13:56:11.336',0.153,-,-,0.127,84.800
'13:56:11.344',0.153,-,-,0.127,84.000
'13:56:11.352',0.153,-,-,0.113,83.200
'13:56:11.360',0.153,-,-,0.113,82.400
'13:56:11.368',0.153,-,-,0.113,81.600
'13:56:11.376',0.139,-,-,0.113,80.800
'13:56:11.384',0.139,-,-,0.113,80.000
'13:56:11.392',0.139,-,-,0.113,79.200
'13:56:11.400',0.139,-,-,0.113,79.200
'13:56:11.408',0.125,-,-,0.113,78.400
'13:56:11.416',0.125,-,-,0.085,77.600
'13:56:11.424',0.125,-,-,0.113,76.800
'13:56:11.432',0.097,-,-,0.085,76.000
'13:56:11.440',0.097,-,-,0.085,75.200
'13:56:11.448',0.083,-,-,0.085,75.200
'13:56:11.456',0.083,-,-,0.085,74.400
'13:56:11.464',0.069,-,-,0.070,73.600
'13:56:11.472',0.056,-,-,0.056,73.600
'13:56:11.480',0.056,-,-,0.056,72.800
'13:56:11.488',0.056,-,-,0.056,72.800
'13:56:11.496',0.056,-,-,0.070,72.000
'13:56:11.504',0.069,-,-,0.056,72.000
'13:56:11.512',0.083,-,-,0.070,71.200
'13:56:11.520',0.083,-,-,0.056,71.200
'13:56:11.528',0.069,-,-,0.197,70.400
'13:56:11.536',0.069,-,-,0.056,70.400
'13:56:11.544',0.083,-,-,0.085,69.600
'13:56:11.552',0.083,-,-,0.085,69.600
'13:56:11.560',0.069,-,-,0.070,68.800
'13:56:11.568',0.069,-,-,0.056,68.800
'13:56:11.576',0.056,-,-,0.056,68.000
'13:56:11.584',0.056,-,-,0.056,68.000
'13:56:11.592',0.056,-,-,0.042,68.000
'13:56:11.600',0.056,-,-,0.056,67.200
'13:56:11.608',0.056,-,-,0.042,67.200
'13:56:11.616',0.069,-,-,0.056,67.200
'13:56:11.624',0.167,-,-,0.042,67.200
'13:56:11.632',0.389,-,-,0.296,66.400
'13:56:11.640',0.542,-,-,0.479,66.400
'13:56:11.648',0.569,-,-,0.239,66.400
'13:56:11.656',0.139,-,-,-0.268,65.600
'13:56:11.664',-0.042,-,-,-0.423,65.600
'13:56:11.672',-0.125,-,-,-0.310,65.600
'13:56:11.680',-0.125,-,-,-0.239,64.800
'13:56:11.688',-0.069,-,-,-0.113,64.800
'13:56:11.696',-0.042,-,-,-0.028,64.800
