'Elapsed time','I','II','III','MCL1','ABP','PAP'
'38:20:49.296',0.010,-,-,0.000,119.880,23.200
'38:20:49.304',-0.019,-,-,0.000,118.320,22.000
'38:20:49.312',-0.029,-,-,0.000,115.920,20.800
'38:20:49.320',-0.029,-,-,0.030,113.520,19.600
'38:20:49.328',-0.048,-,-,0.000,109.560,18.800
'38:20:49.336',-0.096,-,-,0.030,106.320,19.600
'38:20:49.344',-0.154,-,-,0.139,102.360,22.000
'38:20:49.352',-0.115,-,-,0.218,97.560,24.400
'38:20:49.360',0.019,-,-,0.139,94.320,25.600
'38:20:49.368',0.240,-,-,-0.069,90.360,26.000
'38:20:49.376',0.394,-,-,-0.436,87.120,25.200
'38:20:49.384',0.317,-,-,-0.554,84.720,23.600
'38:20:49.392',0.125,-,-,-0.178,82.320,21.600
'38:20:49.400',0.038,-,-,0.000,80.760,18.800
'38:20:49.408',0.019,-,-,0.000,78.360,16.000
'38:20:49.416',0.019,-,-,0.000,77.520,15.200
'38:20:49.424',0.019,-,-,0.000,77.520,17.600
'38:20:49.432',0.019,-,-,0.000,78.360,21.200
'38:20:49.440',0.019,-,-,0.000,80.760,22.400
'38:20:49.448',0.019,-,-,0.000,83.880,21.600
'38:20:49.456',0.019,-,-,0.000,88.680,21.200
'38:20:49.464',0.019,-,-,0.000,95.160,24.800
'38:20:49.472',0.029,-,-,0.000,101.520,30.000
'38:20:49.480',0.029,-,-,0.000,107.160,36.000
'38:20:49.488',0.029,-,-,0.000,111.960,41.200
'38:20:49.496',0.038,-,-,0.000,115.080,43.600
'38:20:49.504',0.038,-,-,-0.030,118.320,42.000
'38:20:49.512',0.048,-,-,-0.030,119.880,38.000
'38:20:49.520',0.048,-,-,-0.030,120.720,33.600
'38:20:49.528',0.048,-,-,-0.069,120.720,32.000
'38:20:49.536',0.058,-,-,-0.030,120.720,32.000
'38:20:49.544',0.058,-,-,-0.069,119.880,33.200
'38:20:49.552',0.058,-,-,-0.069,120.720,34.800
'38:20:49.560',0.058,-,-,-0.069,121.560,36.000
'38:20:49.568',0.058,-,-,-0.069,123.960,36.400
'38:20:49.576',0.048,-,-,-0.030,127.080,35.600
'38:20:49.584',0.038,-,-,-0.030,130.320,34.000
'38:20:49.592',0.029,-,-,0.000,132.720,32.800
'38:20:49.600',0.010,-,-,0.000,133.560,31.600
'38:20:49.608',-0.010,-,-,0.000,132.720,30.400
'38:20:49.616',-0.038,-,-,0.000,130.320,29.200
'38:20:49.624',-0.058,-,-,0.030,127.080,28.000
'38:20:49.632',-0.067,-,-,0.030,122.280,27.200
'38:20:49.640',-0.077,-,-,0.069,118.320,26.400
'38:20:49.648',-0.077,-,-,0.069,113.520,24.800
'38:20:49.656',-0.077,-,-,0.069,109.560,22.800
'38:20:49.664',-0.077,-,-,0.069,107.160,20.800
'38:20:49.672',-0.067,-,-,0.030,104.760,20.000
'38:20:49.680',-0.058,-,-,0.030,103.080,20.800
'38:20:49.688',-0.058,-,-,0.030,101.520,22.400
'38:20:49.696',-0.048,-,-,0.030,101.520,24.800
'38:20:49.704',-0.048,-,-,0.000,101.520,26.000
'38:20:49.712',-0.038,-,-,0.000,103.920,26.000
'38:20:49.720',-0.038,-,-,0.000,106.320,25.200
'38:20:49.728',-0.038,-,-,0.000,109.560,24.000
'38:20:49.736',-0.038,-,-,0.000,112.680,22.800
'38:20:49.744',-0.038,-,-,0.000,115.080,21.600
'38:20:49.752',-0.038,-,-,0.000,115.920,20.400
'38:20:49.760',-0.038,-,-,0.000,116.760,20.000
'38:20:49.768',-0.038,-,-,0.000,116.760,20.000
'38:20:49.776',-0.038,-,-,0.000,117.480,20.400
'38:20:49.784',-0.038,-,-,0.000,117.480,20.400
'38:20:49.792',-0.038,-,-,0.000,118.320,20.000
'38:20:49.800',-0.038,-,-,0.000,119.160,19.600
'38:20:49.808',-0.038,-,-,0.000,120.720,19.200
'38:20:49.816',-0.038,-,-,0.000,121.560,19.200
'38:20:49.824',-0.038,-,-,0.000,122.280,18.800
'38:20:49.832',-0.038,-,-,0.000,123.120,18.400
'38:20:49.840',-0.038,-,-,0.000,123.960,18.400
'38:20:49.848',-0.038,-,-,0.000,124.680,18.000
'38:20:49.856',-0.038,-,-,0.000,124.680,18.000
'38:20:49.864',-0.029,-,-,0.030,124.680,18.000
'38:20:49.872',-0.029,-,-,0.000,123.960,18.000
'38:20:49.880',-0.019,-,-,0.000,123.120,18.000
'38:20:49.888',-0.019,-,-,0.000,121.560,17.600
'38:20:49.896',-0.010,-,-,0.000,120.720,17.600
'38:20:49.904',0.010,-,-,0.000,119.160,17.200
'38:20:49.912',0.019,-,-,0.000,118.320,17.200
'38:20:49.920',0.029,-,-,-0.030,116.760,17.600
'38:20:49.928',0.019,-,-,-0.030,115.920,18.000
'38:20:49.936',0.010,-,-,0.000,114.360,18.400
'38:20:49.944',-0.010,-,-,0.000,112.680,18.400
'38:20:49.952',-0.038,-,-,0.000,111.120,17.600
'38:20:49.960',-0.048,-,-,0.030,109.560,16.800
'38:20:49.968',-0.058,-,-,0.030,107.880,15.600
'38:20:49.976',-0.058,-,-,0.000,106.320,14.000
'38:20:49.984',-0.087,-,-,0.030,103.920,12.400
'38:20:49.992',-0.154,-,-,0.109,100.680,12.400
'38:20:50.000',-0.173,-,-,0.178,97.560,14.400
'38:20:50.008',-0.087,-,-,0.139,94.320,16.800
'38:20:50.016',0.096,-,-,0.030,90.360,18.400
'38:20:50.024',0.298,-,-,-0.257,87.120,18.800
'38:20:50.032',0.346,-,-,-0.475,83.880,18.800
'38:20:50.040',0.173,-,-,-0.327,81.480,18.000
'38:20:50.048',0.038,-,-,0.000,79.080,17.200
'38:20:50.056',0.010,-,-,0.000,76.680,17.600
'38:20:50.064',0.010,-,-,0.000,75.120,18.400
'38:20:50.072',0.010,-,-,0.000,73.560,18.000
'38:20:50.080',0.000,-,-,0.000,72.720,15.600
'38:20:50.088',0.000,-,-,0.000,73.560,11.200
'38:20:50.096',0.000,-,-,0.000,75.960,8.800
'38:20:50.104',0.010,-,-,0.000,79.920,13.200
'38:20:50.112',0.010,-,-,0.000,86.280,23.200
'38:20:50.120',0.010,-,-,0.000,92.760,34.400
'38:20:50.128',0.019,-,-,0.000,99.120,42.400
'38:20:50.136',0.019,-,-,0.000,105.480,45.600
'38:20:50.144',0.019,-,-,0.000,109.560,45.200
'38:20:50.152',0.029,-,-,0.000,112.680,42.400
'38:20:50.160',0.029,-,-,0.000,114.360,39.200
'38:20:50.168',0.038,-,-,-0.030,115.080,36.000
'38:20:50.176',0.038,-,-,-0.030,115.080,34.000
'38:20:50.184',0.038,-,-,-0.030,115.080,34.000
'38:20:50.192',0.038,-,-,-0.030,114.360,36.800
'38:20:50.200',0.048,-,-,-0.030,114.360,39.600
'38:20:50.208',0.048,-,-,-0.069,115.920,41.200
'38:20:50.216',0.048,-,-,-0.030,118.320,41.200
'38:20:50.224',0.038,-,-,-0.030,121.560,39.600
'38:20:50.232',0.038,-,-,-0.030,124.680,37.600
'38:20:50.240',0.019,-,-,0.000,127.080,36.800
'38:20:50.248',0.000,-,-,0.000,127.920,36.400
'38:20:50.256',-0.019,-,-,0.000,127.080,36.000
'38:20:50.264',-0.038,-,-,0.000,125.520,36.000
'38:20:50.272',-0.058,-,-,0.030,122.280,36.400
'38:20:50.280',-0.077,-,-,0.069,118.320,36.000
'38:20:50.288',-0.087,-,-,0.069,114.360,34.800
'38:20:50.296',-0.096,-,-,0.069,110.280,32.800
'38:20:50.304',-0.096,-,-,0.069,106.320,30.800
'38:20:50.312',-0.096,-,-,0.069,103.920,28.800
'38:20:50.320',-0.096,-,-,0.069,101.520,27.200
'38:20:50.328',-0.087,-,-,0.069,100.680,26.800
'38:20:50.336',-0.077,-,-,0.069,99.960,26.400
'38:20:50.344',-0.067,-,-,0.069,99.120,26.000
'38:20:50.352',-0.067,-,-,0.030,99.120,26.000
'38:20:50.360',-0.058,-,-,0.030,99.120,27.600
'38:20:50.368',-0.058,-,-,0.030,99.120,30.400
'38:20:50.376',-0.048,-,-,0.030,98.280,32.000
'38:20:50.384',-0.048,-,-,0.030,98.280,32.800
'38:20:50.392',-0.048,-,-,0.030,99.120,32.400
'38:20:50.400',-0.048,-,-,0.000,101.520,30.800
'38:20:50.408',-0.038,-,-,0.030,103.920,29.200
'38:20:50.416',-0.038,-,-,0.000,107.160,27.600
'38:20:50.424',-0.038,-,-,0.000,109.560,26.800
'38:20:50.432',-0.038,-,-,0.030,111.120,26.800
'38:20:50.440',-0.038,-,-,0.000,112.680,27.200
'38:20:50.448',-0.038,-,-,0.030,112.680,27.200
'38:20:50.456',-0.038,-,-,0.000,113.520,26.800
'38:20:50.464',-0.038,-,-,0.030,113.520,26.000
'38:20:50.472',-0.038,-,-,0.000,114.360,26.000
'38:20:50.480',-0.038,-,-,0.000,115.920,26.400
'38:20:50.488',-0.038,-,-,0.000,116.760,26.800
'38:20:50.496',-0.038,-,-,0.030,117.480,27.200
'38:20:50.504',-0.038,-,-,0.030,119.160,27.200
'38:20:50.512',-0.038,-,-,0.000,119.880,26.800
'38:20:50.520',-0.029,-,-,0.030,120.720,26.000
'38:20:50.528',-0.019,-,-,0.030,120.720,25.600
'38:20:50.536',-0.019,-,-,0.000,120.720,25.200
'38:20:50.544',-0.010,-,-,0.000,120.720,24.800
'38:20:50.552',0.000,-,-,0.030,119.880,24.800
'38:20:50.560',0.019,-,-,0.000,119.160,24.800
'38:20:50.568',0.029,-,-,-0.030,118.320,25.200
'38:20:50.576',0.029,-,-,-0.030,117.480,25.600
'38:20:50.584',0.019,-,-,0.000,116.760,26.000
'38:20:50.592',0.000,-,-,0.000,115.920,25.600
'38:20:50.600',-0.019,-,-,0.000,114.360,25.200
'38:20:50.608',-0.038,-,-,0.000,113.520,24.400
'38:20:50.616',-0.048,-,-,0.030,111.960,24.000
'38:20:50.624',-0.048,-,-,0.030,110.280,23.600
'38:20:50.632',-0.067,-,-,0.030,108.720,22.800
'38:20:50.640',-0.125,-,-,0.069,106.320,22.800
'38:20:50.648',-0.163,-,-,0.178,104.760,23.600
'38:20:50.656',-0.106,-,-,0.139,103.920,25.200
'38:20:50.664',0.038,-,-,0.069,102.360,27.200
'38:20:50.672',0.240,-,-,-0.178,99.960,28.400
'38:20:50.680',0.337,-,-,-0.436,97.560,28.400
'38:20:50.688',0.221,-,-,-0.475,95.160,26.400
'38:20:50.696',0.067,-,-,-0.069,91.080,24.000
'38:20:50.704',0.010,-,-,0.000,87.960,21.600
'38:20:50.712',0.010,-,-,0.000,84.720,21.200
'38:20:50.720',0.010,-,-,0.000,82.320,22.400
'38:20:50.728',0.010,-,-,0.000,79.920,24.000
'38:20:50.736',0.010,-,-,0.000,79.920,24.000
'38:20:50.744',0.010,-,-,0.000,80.760,22.800
'38:20:50.752',0.010,-,-,0.000,83.880,25.200
'38:20:50.760',0.010,-,-,0.000,88.680,32.800
'38:20:50.768',0.019,-,-,0.000,93.480,42.400
'38:20:50.776',0.019,-,-,0.000,99.960,50.000
'38:20:50.784',0.019,-,-,0.000,104.760,52.800
'38:20:50.792',0.029,-,-,0.000,109.560,50.400
'38:20:50.800',0.029,-,-,0.000,112.680,44.800
'38:20:50.808',0.038,-,-,-0.030,115.080,40.400
'38:20:50.816',0.038,-,-,-0.030,116.760,39.600
'38:20:50.824',0.048,-,-,-0.030,117.480,40.800
'38:20:50.832',0.048,-,-,-0.069,118.320,43.200
'38:20:50.840',0.048,-,-,-0.030,119.160,46.400
'38:20:50.848',0.058,-,-,-0.069,119.160,49.200
'38:20:50.856',0.058,-,-,-0.069,119.160,50.000
'38:20:50.864',0.058,-,-,-0.069,119.880,48.800
'38:20:50.872',0.058,-,-,-0.069,122.280,47.200
'38:20:50.880',0.048,-,-,-0.069,125.520,46.000
'38:20:50.888',0.038,-,-,-0.030,127.920,45.200
'38:20:50.896',0.019,-,-,0.000,130.320,44.400
'38:20:50.904',0.000,-,-,0.000,131.160,44.000
'38:20:50.912',-0.019,-,-,0.000,130.320,44.000
'38:20:50.920',-0.038,-,-,0.000,127.920,43.600
'38:20:50.928',-0.058,-,-,0.030,124.680,42.800
'38:20:50.936',-0.067,-,-,0.069,120.720,40.800
'38:20:50.944',-0.077,-,-,0.069,116.760,38.400
'38:20:50.952',-0.087,-,-,0.069,112.680,36.000
'38:20:50.960',-0.077,-,-,0.069,108.720,34.400
'38:20:50.968',-0.077,-,-,0.069,106.320,34.400
'38:20:50.976',-0.067,-,-,0.069,103.920,35.200
'38:20:50.984',-0.067,-,-,0.069,103.080,34.000
'38:20:50.992',-0.058,-,-,0.030,102.360,31.200
'38:20:51.000',-0.048,-,-,0.030,101.520,28.800
'38:20:51.008',-0.048,-,-,0.030,101.520,28.400
'38:20:51.016',-0.038,-,-,0.030,102.360,29.600
'38:20:51.024',-0.038,-,-,0.000,104.760,32.400
'38:20:51.032',-0.029,-,-,0.000,107.160,35.200
'38:20:51.040',-0.029,-,-,0.000,110.280,36.800
'38:20:51.048',-0.029,-,-,0.000,112.680,36.800
'38:20:51.056',-0.029,-,-,0.000,115.080,35.200
'38:20:51.064',-0.029,-,-,0.000,116.760,32.400
'38:20:51.072',-0.029,-,-,0.000,116.760,29.600
'38:20:51.080',-0.019,-,-,0.000,117.480,27.600
'38:20:51.088',-0.019,-,-,0.000,117.480,27.200
'38:20:51.096',-0.019,-,-,0.000,118.320,28.000
'38:20:51.104',-0.019,-,-,0.000,119.160,29.200
'38:20:51.112',-0.019,-,-,0.000,120.720,30.400
'38:20:51.120',-0.019,-,-,0.000,121.560,30.400
'38:20:51.128',-0.019,-,-,0.000,122.280,30.000
'38:20:51.136',-0.019,-,-,0.000,123.960,28.800
'38:20:51.144',-0.019,-,-,0.000,124.680,28.000
'38:20:51.152',-0.019,-,-,0.000,124.680,26.800
'38:20:51.160',-0.019,-,-,0.000,125.520,26.400
'38:20:51.168',-0.010,-,-,0.000,124.680,26.800
'38:20:51.176',0.000,-,-,0.000,124.680,27.200
'38:20:51.184',0.000,-,-,0.000,123.960,27.600
'38:20:51.192',0.010,-,-,0.000,122.280,28.000
'38:20:51.200',0.019,-,-,0.000,121.560,27.600
'38:20:51.208',0.038,-,-,-0.030,119.880,27.200
'38:20:51.216',0.048,-,-,-0.069,119.160,27.200
'38:20:51.224',0.048,-,-,-0.069,118.320,27.200
'38:20:51.232',0.038,-,-,-0.069,116.760,26.800
'38:20:51.240',0.029,-,-,-0.030,115.080,26.000
'38:20:51.248',0.000,-,-,0.000,114.360,24.800
'38:20:51.256',-0.019,-,-,0.000,112.680,24.400
'38:20:51.264',-0.029,-,-,0.000,111.120,24.400
'38:20:51.272',-0.029,-,-,0.000,109.560,23.600
'38:20:51.280',-0.048,-,-,0.000,107.880,22.800
'38:20:51.288',-0.096,-,-,0.030,106.320,23.200
'38:20:51.296',-0.154,-,-,0.139,104.760,24.800
'38:20:51.304',-0.154,-,-,0.178,103.080,27.200
'38:20:51.312',0.010,-,-,0.109,100.680,28.800
'38:20:51.320',0.231,-,-,-0.109,98.280,29.600
'38:20:51.328',0.385,-,-,-0.436,95.160,29.200
'38:20:51.336',0.317,-,-,-0.554,91.080,27.600
'38:20:51.344',0.144,-,-,-0.218,87.960,25.600
'38:20:51.352',0.038,-,-,0.000,84.720,23.200
'38:20:51.360',0.029,-,-,0.000,82.320,21.600
'38:20:51.368',0.029,-,-,-0.030,79.920,21.600
'38:20:51.376',0.029,-,-,-0.030,78.360,23.600
'38:20:51.384',0.019,-,-,0.000,78.360,25.200
'38:20:51.392',0.029,-,-,-0.030,79.920,24.400
'38:20:51.400',0.029,-,-,0.000,83.160,23.600
'38:20:51.408',0.029,-,-,-0.030,87.120,26.800
'38:20:51.416',0.038,-,-,-0.030,92.760,34.400
'38:20:51.424',0.038,-,-,-0.030,99.120,42.000
'38:20:51.432',0.048,-,-,-0.069,103.920,47.200
'38:20:51.440',0.048,-,-,-0.030,108.720,50.000
'38:20:51.448',0.048,-,-,-0.069,112.680,49.600
'38:20:51.456',0.058,-,-,-0.069,115.080,46.000
'38:20:51.464',0.058,-,-,-0.069,116.760,41.200
'38:20:51.472',0.067,-,-,-0.069,117.480,38.800
'38:20:51.480',0.067,-,-,-0.069,118.320,39.600
'38:20:51.488',0.077,-,-,-0.069,118.320,42.000
'38:20:51.496',0.077,-,-,-0.069,119.160,43.200
'38:20:51.504',0.077,-,-,-0.069,119.880,44.000
'38:20:51.512',0.077,-,-,-0.069,121.560,44.400
'38:20:51.520',0.077,-,-,-0.069,123.960,44.800
'38:20:51.528',0.067,-,-,-0.069,127.080,44.400
'38:20:51.536',0.058,-,-,-0.069,130.320,43.600
'38:20:51.544',0.048,-,-,-0.069,131.880,42.000
'38:20:51.552',0.029,-,-,-0.030,131.880,40.400
'38:20:51.560',0.010,-,-,0.000,130.320,38.800
'38:20:51.568',-0.010,-,-,0.000,127.920,36.800
'38:20:51.576',-0.029,-,-,0.000,124.680,35.600
'38:20:51.584',-0.048,-,-,0.030,120.720,34.800
'38:20:51.592',-0.058,-,-,0.030,117.480,34.800
'38:20:51.600',-0.067,-,-,0.030,113.520,34.400
'38:20:51.608',-0.067,-,-,0.030,109.560,32.800
'38:20:51.616',-0.058,-,-,0.030,107.160,30.400
'38:20:51.624',-0.058,-,-,0.030,104.760,28.000
'38:20:51.632',-0.048,-,-,0.030,103.080,26.400
'38:20:51.640',-0.038,-,-,0.000,101.520,26.000
'38:20:51.648',-0.029,-,-,0.000,100.680,27.600
'38:20:51.656',-0.019,-,-,0.000,100.680,29.600
'38:20:51.664',-0.019,-,-,0.000,101.520,30.800
'38:20:51.672',-0.019,-,-,0.000,103.080,31.200
'38:20:51.680',-0.019,-,-,0.000,105.480,30.400
'38:20:51.688',-0.019,-,-,0.000,108.720,29.200
'38:20:51.696',-0.019,-,-,0.000,111.120,27.200
'38:20:51.704',-0.019,-,-,0.000,113.520,25.600
'38:20:51.712',-0.019,-,-,0.000,114.360,24.800
'38:20:51.720',-0.019,-,-,0.000,115.080,24.000
'38:20:51.728',-0.019,-,-,0.000,115.080,24.000
'38:20:51.736',-0.019,-,-,0.000,115.080,24.000
'38:20:51.744',-0.019,-,-,0.000,115.920,23.600
'38:20:51.752',-0.019,-,-,0.000,116.760,23.200
'38:20:51.760',-0.019,-,-,0.000,117.480,22.800
'38:20:51.768',-0.019,-,-,0.000,119.160,22.400
'38:20:51.776',-0.019,-,-,0.000,119.880,22.000
'38:20:51.784',-0.019,-,-,0.000,120.720,21.600
'38:20:51.792',-0.019,-,-,0.000,121.560,21.200
'38:20:51.800',-0.019,-,-,0.000,122.280,20.800
'38:20:51.808',-0.010,-,-,0.000,122.280,20.800
'38:20:51.816',-0.010,-,-,0.000,122.280,20.400
'38:20:51.824',-0.010,-,-,0.000,121.560,20.400
'38:20:51.832',0.000,-,-,0.000,119.880,20.000
'38:20:51.840',0.010,-,-,0.000,119.160,19.600
'38:20:51.848',0.010,-,-,0.000,118.320,19.200
'38:20:51.856',0.019,-,-,0.000,116.760,19.200
'38:20:51.864',0.038,-,-,-0.030,115.080,18.800
'38:20:51.872',0.048,-,-,-0.069,114.360,18.800
'38:20:51.880',0.048,-,-,-0.069,112.680,19.600
'38:20:51.888',0.048,-,-,-0.069,111.120,20.000
'38:20:51.896',0.029,-,-,-0.030,110.280,19.600
'38:20:51.904',0.010,-,-,-0.030,108.720,18.000
'38:20:51.912',-0.019,-,-,0.000,107.160,15.600
'38:20:51.920',-0.029,-,-,0.000,105.480,14.400
'38:20:51.928',-0.038,-,-,0.000,103.920,14.400
'38:20:51.936',-0.038,-,-,0.000,103.080,14.800
'38:20:51.944',-0.077,-,-,0.000,101.520,16.000
'38:20:51.952',-0.144,-,-,0.069,99.960,17.600
'38:20:51.960',-0.154,-,-,0.139,97.560,18.400
'38:20:51.968',-0.058,-,-,0.109,95.160,18.400
'38:20:51.976',0.154,-,-,0.000,91.080,18.000
'38:20:51.984',0.356,-,-,-0.366,87.960,18.400
'38:20:51.992',0.385,-,-,-0.584,84.720,18.800
'38:20:52.000',0.192,-,-,-0.327,81.480,18.800
'38:20:52.008',0.058,-,-,-0.069,78.360,18.000
'38:20:52.016',0.029,-,-,-0.030,76.680,18.000
'38:20:52.024',0.029,-,-,-0.069,74.280,18.000
'38:20:52.032',0.019,-,-,-0.030,72.720,18.400
'38:20:52.040',0.019,-,-,-0.030,71.880,17.600
'38:20:52.048',0.019,-,-,-0.030,72.720,15.200
'38:20:52.056',0.019,-,-,-0.030,75.120,12.800
'38:20:52.064',0.019,-,-,-0.030,79.080,13.200
'38:20:52.072',0.029,-,-,-0.030,83.880,18.000
'38:20:52.080',0.029,-,-,-0.030,89.520,26.400
'38:20:52.088',0.029,-,-,-0.030,95.880,35.200
'38:20:52.096',0.038,-,-,-0.030,100.680,42.400
'38:20:52.104',0.038,-,-,-0.069,105.480,44.800
'38:20:52.112',0.048,-,-,-0.069,108.720,42.800
'38:20:52.120',0.048,-,-,-0.069,110.280,38.800
'38:20:52.128',0.048,-,-,-0.069,111.960,34.800
'38:20:52.136',0.058,-,-,-0.069,111.960,31.200
'38:20:52.144',0.058,-,-,-0.069,111.960,29.600
'38:20:52.152',0.058,-,-,-0.069,111.960,31.600
'38:20:52.160',0.067,-,-,-0.069,112.680,35.200
'38:20:52.168',0.067,-,-,-0.069,114.360,37.200
'38:20:52.176',0.067,-,-,-0.069,116.760,38.000
'38:20:52.184',0.058,-,-,-0.069,119.880,37.600
'38:20:52.192',0.048,-,-,-0.069,123.120,36.800
'38:20:52.200',0.038,-,-,-0.030,124.680,34.800
'38:20:52.208',0.019,-,-,0.000,124.680,32.800
'38:20:52.216',-0.010,-,-,0.000,123.960,31.200
'38:20:52.224',-0.029,-,-,0.000,121.560,30.400
'38:20:52.232',-0.048,-,-,0.000,118.320,30.400
'38:20:52.240',-0.067,-,-,0.030,115.080,30.000
'38:20:52.248',-0.077,-,-,0.069,111.120,28.800
'38:20:52.256',-0.087,-,-,0.069,107.880,26.800
'38:20:52.264',-0.087,-,-,0.069,103.920,24.400
'38:20:52.272',-0.087,-,-,0.069,101.520,22.000
'38:20:52.280',-0.077,-,-,0.069,99.120,20.800
'38:20:52.288',-0.067,-,-,0.069,97.560,20.800
'38:20:52.296',-0.067,-,-,0.069,95.880,21.600
'38:20:52.304',-0.058,-,-,0.030,95.160,23.600
'38:20:52.312',-0.048,-,-,0.030,95.160,26.000
'38:20:52.320',-0.048,-,-,0.030,95.160,27.200
'38:20:52.328',-0.048,-,-,0.030,95.160,26.800
'38:20:52.336',-0.038,-,-,0.030,96.720,25.600
'38:20:52.344',-0.038,-,-,0.030,99.120,24.000
'38:20:52.352',-0.038,-,-,0.000,101.520,22.000
'38:20:52.360',-0.038,-,-,0.030,104.760,21.600
'38:20:52.368',-0.038,-,-,0.030,107.160,21.600
'38:20:52.376',-0.038,-,-,0.030,108.720,22.000
'38:20:52.384',-0.038,-,-,0.030,110.280,22.000
'38:20:52.392',-0.038,-,-,0.030,111.120,20.800
'38:20:52.400',-0.038,-,-,0.000,111.120,20.000
'38:20:52.408',-0.038,-,-,0.000,111.960,19.200
'38:20:52.416',-0.038,-,-,0.030,112.680,19.600
'38:20:52.424',-0.038,-,-,0.000,113.520,20.000
'38:20:52.432',-0.038,-,-,0.030,115.080,20.400
'38:20:52.440',-0.038,-,-,0.000,115.920,20.400
'38:20:52.448',-0.038,-,-,0.030,116.760,20.000
'38:20:52.456',-0.038,-,-,0.000,117.480,19.200
'38:20:52.464',-0.038,-,-,0.000,118.320,18.800
'38:20:52.472',-0.029,-,-,0.030,119.160,18.400
'38:20:52.480',-0.029,-,-,0.000,119.160,18.000
'38:20:52.488',-0.029,-,-,0.030,118.320,18.400
'38:20:52.496',-0.029,-,-,0.030,117.480,18.400
'38:20:52.504',-0.019,-,-,0.000,116.760,18.800
'38:20:52.512',-0.019,-,-,0.000,115.920,19.200
'38:20:52.520',-0.010,-,-,0.000,114.360,18.800
'38:20:52.528',0.010,-,-,0.000,113.520,18.400
'38:20:52.536',0.019,-,-,0.000,111.960,18.000
'38:20:52.544',0.029,-,-,-0.030,111.120,18.000
'38:20:52.552',0.019,-,-,0.000,109.560,18.400
