'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'79:54:53.720',-,0.000,-,-0.036,-,85.600,23.200
'79:54:53.728',-,0.000,-,-0.036,-,84.800,21.200
'79:54:53.736',-,0.016,-,-0.018,-,84.800,19.600
'79:54:53.744',-,0.048,-,0.000,-,84.800,18.800
'79:54:53.752',-,0.080,-,0.018,-,84.000,18.800
'79:54:53.760',-,0.136,-,0.126,-,82.400,19.600
'79:54:53.768',-,0.152,-,0.216,-,80.000,20.800
'79:54:53.776',-,0.056,-,0.234,-,76.800,22.800
'79:54:53.784',-,-0.064,-,0.090,-,74.400,24.800
'79:54:53.792',-,-0.168,-,-0.018,-,71.200,27.200
'79:54:53.800',-,-0.256,-,-0.108,-,68.000,29.600
'79:54:53.808',-,-0.272,-,-0.162,-,65.600,31.600
'79:54:53.816',-,-0.224,-,-0.162,-,63.200,33.600
'79:54:53.824',-,-0.152,-,-0.162,-,60.800,35.200
'79:54:53.832',-,-0.080,-,-0.126,-,58.400,35.600
'79:54:53.840',-,-0.024,-,-0.072,-,56.000,34.000
'79:54:53.848',-,-0.008,-,-0.054,-,53.600,30.000
'79:54:53.856',-,0.000,-,-0.054,-,52.000,24.400
'79:54:53.864',-,0.024,-,-0.036,-,50.400,20.000
'79:54:53.872',-,0.048,-,-0.018,-,49.600,18.000
'79:54:53.880',-,0.056,-,-0.018,-,48.800,18.800
'79:54:53.888',-,0.040,-,-0.018,-,48.000,22.400
'79:54:53.896',-,0.032,-,-0.018,-,47.200,27.200
'79:54:53.904',-,0.056,-,0.000,-,47.200,32.000
'79:54:53.912',-,0.072,-,0.000,-,47.200,35.600
'79:54:53.920',-,0.088,-,0.018,-,47.200,37.600
'79:54:53.928',-,0.096,-,0.036,-,47.200,37.600
'79:54:53.936',-,0.104,-,0.036,-,47.200,36.800
'79:54:53.944',-,0.096,-,0.036,-,48.000,35.600
'79:54:53.952',-,0.088,-,0.018,-,48.800,34.800
'79:54:53.960',-,0.104,-,0.054,-,49.600,34.000
'79:54:53.968',-,0.112,-,0.054,-,52.800,34.000
'79:54:53.976',-,0.096,-,0.054,-,57.600,34.400
'79:54:53.984',-,0.096,-,0.054,-,64.800,34.400
'79:54:53.992',-,0.112,-,0.054,-,72.800,34.800
'79:54:54.000',-,0.128,-,0.054,-,80.800,34.400
'79:54:54.008',-,0.136,-,0.072,-,88.000,34.000
'79:54:54.016',-,0.136,-,0.090,-,92.800,33.600
'79:54:54.024',-,0.136,-,0.108,-,96.000,32.800
'79:54:54.032',-,0.128,-,0.108,-,98.400,31.600
'79:54:54.040',-,0.136,-,0.108,-,98.400,30.800
'79:54:54.048',-,0.144,-,0.108,-,98.400,29.200
'79:54:54.056',-,0.144,-,0.108,-,96.000,27.600
'79:54:54.064',-,0.128,-,0.108,-,93.600,26.000
'79:54:54.072',-,0.104,-,0.090,-,90.400,24.400
'79:54:54.080',-,0.104,-,0.090,-,87.200,23.200
'79:54:54.088',-,0.104,-,0.090,-,83.200,22.800
'79:54:54.096',-,0.096,-,0.090,-,80.800,24.000
'79:54:54.104',-,0.088,-,0.072,-,78.400,26.800
'79:54:54.112',-,0.080,-,0.072,-,76.000,30.800
'79:54:54.120',-,0.080,-,0.072,-,73.600,34.000
'79:54:54.128',-,0.088,-,0.072,-,71.200,35.600
'79:54:54.136',-,0.088,-,0.072,-,69.600,34.800
'79:54:54.144',-,0.080,-,0.072,-,67.200,32.400
'79:54:54.152',-,0.088,-,0.072,-,65.600,28.800
'79:54:54.160',-,0.080,-,0.072,-,64.000,25.600
'79:54:54.168',-,0.064,-,0.072,-,64.000,22.800
'79:54:54.176',-,0.056,-,0.054,-,64.800,21.200
'79:54:54.184',-,0.056,-,0.054,-,66.400,20.800
'79:54:54.192',-,0.064,-,0.072,-,68.000,21.200
'79:54:54.200',-,0.064,-,0.054,-,70.400,22.000
'79:54:54.208',-,0.064,-,0.072,-,72.800,23.200
'79:54:54.216',-,0.080,-,0.090,-,76.000,24.400
'79:54:54.224',-,0.088,-,0.090,-,80.800,25.600
'79:54:54.232',-,0.088,-,0.090,-,85.600,26.400
'79:54:54.240',-,0.072,-,0.072,-,92.000,26.800
'79:54:54.248',-,0.064,-,0.072,-,99.200,26.400
'79:54:54.256',-,0.048,-,0.054,-,106.400,26.000
'79:54:54.264',-,0.032,-,0.054,-,112.800,24.800
'79:54:54.272',-,0.032,-,0.054,-,117.600,24.000
'79:54:54.280',-,0.040,-,0.054,-,120.800,22.800
'79:54:54.288',-,0.040,-,0.072,-,122.400,22.000
'79:54:54.296',-,0.040,-,0.054,-,122.400,21.200
'79:54:54.304',-,0.040,-,0.054,-,121.600,21.200
'79:54:54.312',-,0.024,-,0.054,-,120.000,21.200
'79:54:54.320',-,0.024,-,0.054,-,117.600,21.200
'79:54:54.328',-,0.016,-,0.054,-,115.200,21.200
'79:54:54.336',-,0.024,-,0.054,-,112.800,21.200
'79:54:54.344',-,0.024,-,0.054,-,109.600,21.600
'79:54:54.352',-,0.024,-,0.054,-,107.200,21.600
'79:54:54.360',-,0.024,-,0.036,-,104.000,22.000
'79:54:54.368',-,0.024,-,0.036,-,100.000,22.000
'79:54:54.376',-,0.016,-,0.036,-,96.800,22.000
'79:54:54.384',-,0.016,-,0.036,-,92.800,22.000
'79:54:54.392',-,0.040,-,0.054,-,90.400,21.200
'79:54:54.400',-,0.056,-,0.072,-,88.000,21.200
'79:54:54.408',-,0.080,-,0.090,-,86.400,21.200
'79:54:54.416',-,0.104,-,0.108,-,84.800,21.200
'79:54:54.424',-,0.120,-,0.126,-,83.200,22.000
'79:54:54.432',-,0.112,-,0.126,-,80.800,22.400
'79:54:54.440',-,0.096,-,0.090,-,80.000,23.200
'79:54:54.448',-,0.064,-,0.054,-,79.200,23.600
'79:54:54.456',-,0.024,-,0.018,-,80.000,23.600
'79:54:54.464',-,0.008,-,0.018,-,80.800,23.600
'79:54:54.472',-,-0.008,-,0.018,-,81.600,23.200
'79:54:54.480',-,-0.024,-,0.000,-,82.400,22.400
'79:54:54.488',-,-0.040,-,0.000,-,83.200,21.600
'79:54:54.496',-,-0.048,-,-0.018,-,83.200,21.200
'79:54:54.504',-,-0.056,-,-0.018,-,84.000,20.400
'79:54:54.512',-,-0.056,-,-0.018,-,84.800,20.000
'79:54:54.520',-,-0.040,-,-0.018,-,84.800,20.000
'79:54:54.528',-,-0.024,-,-0.036,-,84.800,20.000
'79:54:54.536',-,0.000,-,0.018,-,84.000,20.400
'79:54:54.544',-,0.048,-,0.126,-,82.400,20.800
'79:54:54.552',-,0.064,-,0.216,-,80.800,21.600
'79:54:54.560',-,-0.024,-,0.198,-,78.400,22.400
'79:54:54.568',-,-0.144,-,0.090,-,76.000,24.000
'79:54:54.576',-,-0.256,-,-0.036,-,72.800,25.600
'79:54:54.584',-,-0.320,-,-0.162,-,70.400,28.000
'79:54:54.592',-,-0.320,-,-0.198,-,67.200,30.400
'79:54:54.600',-,-0.272,-,-0.216,-,64.800,32.400
'79:54:54.608',-,-0.240,-,-0.216,-,62.400,34.400
'79:54:54.616',-,-0.192,-,-0.180,-,60.000,35.600
'79:54:54.624',-,-0.128,-,-0.144,-,56.800,35.200
'79:54:54.632',-,-0.088,-,-0.108,-,54.400,32.000
'79:54:54.640',-,-0.064,-,-0.090,-,52.800,26.400
'79:54:54.648',-,-0.048,-,-0.072,-,50.400,20.800
'79:54:54.656',-,-0.032,-,-0.054,-,49.600,17.600
'79:54:54.664',-,-0.032,-,-0.072,-,48.000,17.200
'79:54:54.672',-,-0.040,-,-0.090,-,48.000,19.600
'79:54:54.680',-,-0.048,-,-0.072,-,47.200,24.800
'79:54:54.688',-,-0.048,-,-0.072,-,47.200,30.400
'79:54:54.696',-,-0.048,-,-0.072,-,47.200,35.200
'79:54:54.704',-,-0.048,-,-0.090,-,47.200,38.000
'79:54:54.712',-,-0.048,-,-0.072,-,47.200,39.200
'79:54:54.720',-,-0.056,-,-0.072,-,47.200,38.800
'79:54:54.728',-,-0.048,-,-0.072,-,47.200,37.600
'79:54:54.736',-,-0.032,-,-0.072,-,48.000,36.000
'79:54:54.744',-,-0.024,-,-0.072,-,49.600,34.800
'79:54:54.752',-,-0.024,-,-0.072,-,52.800,34.000
'79:54:54.760',-,-0.024,-,-0.054,-,59.200,34.000
'79:54:54.768',-,-0.024,-,-0.054,-,66.400,34.400
'79:54:54.776',-,-0.016,-,-0.036,-,74.400,34.400
'79:54:54.784',-,-0.008,-,-0.036,-,82.400,34.400
'79:54:54.792',-,0.000,-,-0.018,-,88.000,34.400
'79:54:54.800',-,0.008,-,0.000,-,92.800,33.600
'79:54:54.808',-,0.016,-,0.000,-,95.200,33.200
'79:54:54.816',-,0.024,-,0.000,-,96.800,32.000
'79:54:54.824',-,0.032,-,0.018,-,97.600,30.800
'79:54:54.832',-,0.032,-,0.036,-,96.800,29.200
'79:54:54.840',-,0.040,-,0.054,-,94.400,27.200
'79:54:54.848',-,0.040,-,0.036,-,92.000,25.600
'79:54:54.856',-,0.048,-,0.000,-,88.000,24.000
'79:54:54.864',-,0.016,-,-0.036,-,84.800,22.800
'79:54:54.872',-,-0.056,-,-0.054,-,81.600,22.800
'79:54:54.880',-,-0.080,-,-0.054,-,79.200,23.600
'79:54:54.888',-,-0.040,-,-0.036,-,77.600,26.400
'79:54:54.896',-,-0.024,-,-0.018,-,76.000,30.400
'79:54:54.904',-,-0.024,-,-0.018,-,73.600,33.600
'79:54:54.912',-,-0.024,-,0.000,-,72.000,35.600
'79:54:54.920',-,-0.024,-,-0.018,-,69.600,35.600
'79:54:54.928',-,-0.032,-,-0.036,-,68.000,33.600
'79:54:54.936',-,-0.016,-,-0.018,-,66.400,30.400
'79:54:54.944',-,-0.016,-,-0.018,-,65.600,26.800
'79:54:54.952',-,-0.008,-,-0.018,-,65.600,24.400
'79:54:54.960',-,0.000,-,0.000,-,66.400,22.800
'79:54:54.968',-,-0.016,-,-0.018,-,68.000,22.000
'79:54:54.976',-,-0.048,-,-0.036,-,69.600,22.400
'79:54:54.984',-,-0.040,-,-0.018,-,71.200,23.600
'79:54:54.992',-,-0.024,-,-0.018,-,72.800,24.800
'79:54:55.000',-,-0.024,-,-0.018,-,75.200,26.000
'79:54:55.008',-,-0.016,-,0.000,-,77.600,26.800
'79:54:55.016',-,-0.024,-,-0.018,-,80.000,27.200
'79:54:55.024',-,-0.032,-,-0.036,-,83.200,27.200
'79:54:55.032',-,-0.056,-,-0.036,-,88.000,26.800
'79:54:55.040',-,-0.056,-,-0.036,-,92.800,26.400
'79:54:55.048',-,-0.056,-,-0.036,-,99.200,25.600
'79:54:55.056',-,-0.056,-,-0.036,-,106.400,25.200
'79:54:55.064',-,-0.056,-,-0.036,-,112.000,24.800
'79:54:55.072',-,-0.056,-,-0.018,-,116.800,24.400
'79:54:55.080',-,-0.064,-,-0.018,-,120.800,24.000
'79:54:55.088',-,-0.056,-,-0.054,-,122.400,23.600
'79:54:55.096',-,-0.056,-,-0.036,-,122.400,23.600
'79:54:55.104',-,-0.056,-,-0.036,-,121.600,23.200
'79:54:55.112',-,-0.064,-,-0.036,-,120.000,23.200
'79:54:55.120',-,-0.064,-,-0.036,-,118.400,23.600
'79:54:55.128',-,-0.072,-,-0.036,-,115.200,23.600
'79:54:55.136',-,-0.080,-,-0.054,-,112.000,23.600
'79:54:55.144',-,-0.056,-,-0.036,-,108.800,23.600
'79:54:55.152',-,-0.040,-,0.000,-,105.600,23.200
'79:54:55.160',-,-0.016,-,0.000,-,102.400,23.200
'79:54:55.168',-,0.000,-,0.018,-,100.000,23.200
'79:54:55.176',-,0.008,-,0.018,-,96.800,23.200
'79:54:55.184',-,0.032,-,0.054,-,94.400,22.800
'79:54:55.192',-,0.072,-,0.072,-,92.000,22.800
'79:54:55.200',-,0.096,-,0.090,-,89.600,22.800
'79:54:55.208',-,0.136,-,0.126,-,87.200,22.800
'79:54:55.216',-,0.144,-,0.144,-,84.800,22.400
'79:54:55.224',-,0.120,-,0.126,-,83.200,22.400
'79:54:55.232',-,0.112,-,0.108,-,81.600,22.400
'79:54:55.240',-,0.104,-,0.108,-,80.800,22.000
'79:54:55.248',-,0.088,-,0.126,-,80.000,21.600
'79:54:55.256',-,0.104,-,0.126,-,80.000,21.200
'79:54:55.264',-,0.136,-,0.162,-,80.000,20.800
'79:54:55.272',-,0.168,-,0.198,-,80.000,21.200
'79:54:55.280',-,0.216,-,0.252,-,80.800,21.200
'79:54:55.288',-,0.296,-,0.306,-,81.600,22.000
'79:54:55.296',-,0.408,-,0.414,-,82.400,22.400
'79:54:55.304',-,0.560,-,0.559,-,83.200,22.400
'79:54:55.312',-,0.712,-,0.721,-,84.000,22.400
'79:54:55.320',-,0.848,-,0.883,-,84.000,22.400
'79:54:55.328',-,0.936,-,1.054,-,83.200,22.000
'79:54:55.336',-,0.936,-,1.108,-,81.600,22.400
'79:54:55.344',-,0.800,-,1.018,-,80.000,22.800
'79:54:55.352',-,0.672,-,0.865,-,77.600,24.400
'79:54:55.360',-,0.560,-,0.739,-,75.200,26.400
'79:54:55.368',-,0.528,-,0.667,-,72.000,29.200
'79:54:55.376',-,0.568,-,0.631,-,69.600,32.800
'79:54:55.384',-,0.608,-,0.631,-,66.400,36.000
'79:54:55.392',-,0.656,-,0.649,-,63.200,38.000
'79:54:55.400',-,0.736,-,0.721,-,60.800,37.200
'79:54:55.408',-,0.808,-,0.775,-,57.600,32.800
'79:54:55.416',-,0.840,-,0.793,-,55.200,26.400
'79:54:55.424',-,0.840,-,0.775,-,53.600,21.200
'79:54:55.432',-,0.840,-,0.775,-,51.200,18.400
'79:54:55.440',-,0.824,-,0.775,-,49.600,18.800
'79:54:55.448',-,0.800,-,0.757,-,48.800,22.400
'79:54:55.456',-,0.784,-,0.721,-,48.000,28.000
'79:54:55.464',-,0.776,-,0.721,-,47.200,33.600
'79:54:55.472',-,0.768,-,0.703,-,47.200,38.400
'79:54:55.480',-,0.752,-,0.703,-,48.000,40.800
'79:54:55.488',-,0.752,-,0.721,-,48.000,41.600
'79:54:55.496',-,0.776,-,0.703,-,48.000,40.800
'79:54:55.504',-,0.776,-,0.703,-,48.800,39.600
'79:54:55.512',-,0.760,-,0.685,-,50.400,38.400
'79:54:55.520',-,0.720,-,0.685,-,53.600,38.000
'79:54:55.528',-,0.704,-,0.667,-,58.400,38.400
'79:54:55.536',-,0.704,-,0.649,-,65.600,38.800
'79:54:55.544',-,0.704,-,0.649,-,74.400,39.600
'79:54:55.552',-,0.704,-,0.649,-,84.000,39.600
'79:54:55.560',-,0.696,-,0.649,-,92.000,38.800
'79:54:55.568',-,0.680,-,0.613,-,98.400,37.600
'79:54:55.576',-,0.672,-,0.613,-,102.400,35.600
'79:54:55.584',-,0.656,-,0.613,-,104.800,33.600
'79:54:55.592',-,0.632,-,0.613,-,106.400,31.600
'79:54:55.600',-,0.616,-,0.613,-,105.600,29.600
'79:54:55.608',-,0.608,-,0.595,-,104.000,28.000
'79:54:55.616',-,0.584,-,0.559,-,100.800,27.200
'79:54:55.624',-,0.552,-,0.523,-,97.600,26.400
'79:54:55.632',-,0.520,-,0.505,-,94.400,25.600
'79:54:55.640',-,0.512,-,0.486,-,90.400,24.800
'79:54:55.648',-,0.512,-,0.486,-,87.200,24.800
'79:54:55.656',-,0.504,-,0.486,-,84.000,26.000
'79:54:55.664',-,0.496,-,0.486,-,80.800,28.400
'79:54:55.672',-,0.488,-,0.486,-,78.400,31.600
'79:54:55.680',-,0.496,-,0.486,-,76.000,34.000
'79:54:55.688',-,0.504,-,0.486,-,73.600,35.200
'79:54:55.696',-,0.504,-,0.505,-,71.200,34.800
'79:54:55.704',-,0.520,-,0.523,-,68.800,32.400
'79:54:55.712',-,0.536,-,0.541,-,67.200,29.200
'79:54:55.720',-,0.552,-,0.541,-,66.400,26.000
'79:54:55.728',-,0.560,-,0.541,-,67.200,23.600
'79:54:55.736',-,0.552,-,0.541,-,68.000,22.000
'79:54:55.744',-,0.560,-,0.559,-,69.600,21.600
'79:54:55.752',-,0.568,-,0.577,-,72.000,22.000
'79:54:55.760',-,0.576,-,0.559,-,74.400,22.800
'79:54:55.768',-,0.560,-,0.559,-,78.400,24.400
'79:54:55.776',-,0.536,-,0.541,-,83.200,25.600
'79:54:55.784',-,0.536,-,0.541,-,89.600,26.400
'79:54:55.792',-,0.536,-,0.541,-,97.600,27.200
'79:54:55.800',-,0.512,-,0.523,-,104.800,27.200
'79:54:55.808',-,0.496,-,0.486,-,112.800,26.400
'79:54:55.816',-,0.480,-,0.486,-,119.200,26.000
'79:54:55.824',-,0.464,-,0.468,-,124.800,24.800
'79:54:55.832',-,0.464,-,0.468,-,128.000,24.000
'79:54:55.840',-,0.472,-,0.468,-,129.600,22.800
'79:54:55.848',-,0.472,-,0.468,-,128.800,22.400
'79:54:55.856',-,0.456,-,0.468,-,128.000,22.000
'79:54:55.864',-,0.440,-,0.450,-,125.600,22.000
'79:54:55.872',-,0.432,-,0.450,-,124.000,22.000
'79:54:55.880',-,0.440,-,0.432,-,121.600,22.000
'79:54:55.888',-,0.424,-,0.414,-,118.400,22.400
'79:54:55.896',-,0.400,-,0.396,-,114.400,22.800
'79:54:55.904',-,0.376,-,0.396,-,111.200,23.200
'79:54:55.912',-,0.360,-,0.378,-,107.200,23.600
'79:54:55.920',-,0.352,-,0.378,-,104.800,23.600
'79:54:55.928',-,0.344,-,0.360,-,101.600,24.000
'79:54:55.936',-,0.328,-,0.324,-,98.400,24.000
'79:54:55.944',-,0.336,-,0.342,-,95.200,23.600
'79:54:55.952',-,0.344,-,0.342,-,92.800,23.600
'79:54:55.960',-,0.360,-,0.360,-,90.400,23.600
'79:54:55.968',-,0.384,-,0.378,-,88.800,23.600
'79:54:55.976',-,0.384,-,0.360,-,87.200,23.600
'79:54:55.984',-,0.360,-,0.342,-,85.600,24.000
'79:54:55.992',-,0.336,-,0.324,-,84.800,24.000
'79:54:56.000',-,0.312,-,0.306,-,84.000,24.400
'79:54:56.008',-,0.272,-,0.288,-,84.000,24.400
'79:54:56.016',-,0.232,-,0.234,-,84.000,24.400
'79:54:56.024',-,0.208,-,0.198,-,84.000,24.400
'79:54:56.032',-,0.200,-,0.180,-,84.800,24.000
'79:54:56.040',-,0.152,-,0.162,-,85.600,23.200
'79:54:56.048',-,0.120,-,0.144,-,85.600,22.800
'79:54:56.056',-,0.112,-,0.144,-,85.600,22.400
'79:54:56.064',-,0.128,-,0.144,-,84.800,22.000
'79:54:56.072',-,0.144,-,0.162,-,83.200,22.000
'79:54:56.080',-,0.152,-,0.162,-,81.600,22.400
'79:54:56.088',-,0.176,-,0.198,-,78.400,22.400
'79:54:56.096',-,0.216,-,0.252,-,75.200,22.800
'79:54:56.104',-,0.256,-,0.342,-,72.000,23.200
'79:54:56.112',-,0.216,-,0.360,-,68.800,24.000
'79:54:56.120',-,0.104,-,0.306,-,66.400,24.800
'79:54:56.128',-,-0.016,-,0.180,-,63.200,26.400
'79:54:56.136',-,-0.096,-,0.090,-,60.000,28.800
'79:54:56.144',-,-0.128,-,0.036,-,57.600,30.800
'79:54:56.152',-,-0.104,-,0.000,-,56.000,32.800
'79:54:56.160',-,-0.056,-,0.000,-,53.600,34.800
'79:54:56.168',-,0.000,-,0.000,-,52.800,36.000
'79:54:56.176',-,0.064,-,0.036,-,51.200,36.000
'79:54:56.184',-,0.128,-,0.090,-,51.200,33.200
'79:54:56.192',-,0.160,-,0.126,-,50.400,28.400
'79:54:56.200',-,0.160,-,0.144,-,50.400,23.600
'79:54:56.208',-,0.160,-,0.126,-,50.400,21.200
'79:54:56.216',-,0.168,-,0.108,-,50.400,21.200
'79:54:56.224',-,0.192,-,0.144,-,50.400,23.600
'79:54:56.232',-,0.208,-,0.180,-,51.200,28.400
'79:54:56.240',-,0.208,-,0.162,-,51.200,33.200
'79:54:56.248',-,0.216,-,0.162,-,52.000,37.200
'79:54:56.256',-,0.240,-,0.180,-,52.800,39.600
'79:54:56.264',-,0.248,-,0.198,-,53.600,39.600
'79:54:56.272',-,0.256,-,0.216,-,53.600,38.800
'79:54:56.280',-,0.264,-,0.234,-,54.400,36.800
'79:54:56.288',-,0.288,-,0.270,-,56.000,34.800
'79:54:56.296',-,0.320,-,0.270,-,58.400,33.200
'79:54:56.304',-,0.344,-,0.270,-,63.200,32.800
'79:54:56.312',-,0.344,-,0.270,-,69.600,33.600
'79:54:56.320',-,0.352,-,0.288,-,78.400,34.400
'79:54:56.328',-,0.368,-,0.324,-,87.200,35.200
'79:54:56.336',-,0.384,-,0.324,-,94.400,35.600
'79:54:56.344',-,0.392,-,0.342,-,100.000,35.200
'79:54:56.352',-,0.408,-,0.360,-,103.200,34.400
'79:54:56.360',-,0.432,-,0.396,-,104.800,33.200
'79:54:56.368',-,0.440,-,0.396,-,104.000,31.600
'79:54:56.376',-,0.400,-,0.378,-,101.600,30.000
'79:54:56.384',-,0.376,-,0.360,-,98.400,28.400
'79:54:56.392',-,0.400,-,0.378,-,94.400,27.200
'79:54:56.400',-,0.416,-,0.396,-,90.400,25.600
'79:54:56.408',-,0.432,-,0.414,-,86.400,24.800
'79:54:56.416',-,0.424,-,0.414,-,83.200,24.000
'79:54:56.424',-,0.392,-,0.378,-,80.000,23.600
'79:54:56.432',-,0.352,-,0.324,-,77.600,24.400
'79:54:56.440',-,0.312,-,0.288,-,75.200,26.400
'79:54:56.448',-,0.264,-,0.252,-,73.600,29.600
'79:54:56.456',-,0.232,-,0.234,-,72.800,33.200
'79:54:56.464',-,0.216,-,0.216,-,72.000,35.200
'79:54:56.472',-,0.200,-,0.180,-,72.000,35.600
'79:54:56.480',-,0.176,-,0.144,-,71.200,34.000
'79:54:56.488',-,0.168,-,0.144,-,69.600,31.600
'79:54:56.496',-,0.176,-,0.162,-,69.600,28.400
'79:54:56.504',-,0.152,-,0.126,-,70.400,26.000
'79:54:56.512',-,0.096,-,0.108,-,72.000,24.400
'79:54:56.520',-,0.088,-,0.108,-,73.600,23.600
'79:54:56.528',-,0.128,-,0.126,-,76.000,23.600
'79:54:56.536',-,0.160,-,0.144,-,78.400,24.400
'79:54:56.544',-,0.168,-,0.162,-,81.600,26.000
'79:54:56.552',-,0.168,-,0.180,-,87.200,27.600
'79:54:56.560',-,0.168,-,0.162,-,94.400,28.800
'79:54:56.568',-,0.160,-,0.162,-,102.400,30.000
'79:54:56.576',-,0.152,-,0.162,-,110.400,30.000
'79:54:56.584',-,0.144,-,0.162,-,117.600,30.000
'79:54:56.592',-,0.128,-,0.126,-,123.200,29.200
'79:54:56.600',-,0.112,-,0.108,-,127.200,28.000
'79:54:56.608',-,0.120,-,0.090,-,128.800,26.800
'79:54:56.616',-,0.112,-,0.126,-,129.600,25.600
'79:54:56.624',-,0.112,-,0.126,-,129.600,24.400
'79:54:56.632',-,0.120,-,0.126,-,128.800,23.600
'79:54:56.640',-,0.112,-,0.126,-,126.400,23.200
'79:54:56.648',-,0.104,-,0.108,-,124.000,22.800
