'Elapsed time','II','III','AVF','V','ABP'
'14:02:43.512',-1.083,-,-,-1.085,67.200
'14:02:43.520',-1.153,-,-,-1.239,67.200
'14:02:43.528',-0.958,-,-,-1.268,66.400
'14:02:43.536',-0.639,-,-,-0.972,66.400
'14:02:43.544',-0.306,-,-,-0.592,65.600
'14:02:43.552',-0.069,-,-,-0.296,65.600
'14:02:43.560',0.056,-,-,-0.085,64.800
'14:02:43.568',0.181,-,-,0.056,64.800
'14:02:43.576',0.278,-,-,0.197,64.800
'14:02:43.584',0.361,-,-,0.239,64.000
'14:02:43.592',0.375,-,-,0.254,64.000
'14:02:43.600',0.375,-,-,0.225,64.000
'14:02:43.608',0.361,-,-,0.254,64.000
'14:02:43.616',0.361,-,-,0.239,64.000
'14:02:43.624',0.361,-,-,0.254,64.800
'14:02:43.632',0.375,-,-,0.239,66.400
'14:02:43.640',0.375,-,-,0.239,70.400
'14:02:43.648',0.403,-,-,0.225,76.800
'14:02:43.656',0.417,-,-,0.239,86.400
'14:02:43.664',0.417,-,-,0.254,96.800
'14:02:43.672',0.431,-,-,0.239,107.200
'14:02:43.680',0.431,-,-,0.254,114.400
'14:02:43.688',0.458,-,-,0.268,120.000
'14:02:43.696',0.486,-,-,0.239,121.600
'14:02:43.704',0.486,-,-,0.268,121.600
'14:02:43.712',0.486,-,-,0.254,120.000
'14:02:43.720',0.500,-,-,0.268,118.400
'14:02:43.728',0.514,-,-,0.268,116.800
'14:02:43.736',0.514,-,-,0.254,114.400
'14:02:43.744',0.500,-,-,0.296,113.600
'14:02:43.752',0.486,-,-,0.282,112.000
'14:02:43.760',0.472,-,-,0.296,111.200
'14:02:43.768',0.431,-,-,0.239,110.400
'14:02:43.776',0.403,-,-,0.268,108.800
'14:02:43.784',0.361,-,-,0.225,107.200
'14:02:43.792',0.292,-,-,0.239,105.600
'14:02:43.800',0.264,-,-,0.155,103.200
'14:02:43.808',0.208,-,-,0.169,100.800
'14:02:43.816',0.181,-,-,0.085,98.400
'14:02:43.824',0.139,-,-,0.056,96.000
'14:02:43.832',0.097,-,-,0.056,92.800
'14:02:43.840',0.083,-,-,0.042,89.600
'14:02:43.848',0.056,-,-,0.056,87.200
'14:02:43.856',0.042,-,-,0.042,85.600
'14:02:43.864',0.042,-,-,0.056,84.800
'14:02:43.872',0.028,-,-,0.028,84.800
'14:02:43.880',0.028,-,-,0.028,85.600
'14:02:43.888',0.014,-,-,0.028,86.400
'14:02:43.896',0.014,-,-,0.028,86.400
'14:02:43.904',0.014,-,-,0.028,87.200
'14:02:43.912',0.014,-,-,0.028,87.200
'14:02:43.920',0.014,-,-,0.028,86.400
'14:02:43.928',0.000,-,-,0.028,85.600
'14:02:43.936',0.028,-,-,0.014,84.800
'14:02:43.944',0.042,-,-,0.028,84.000
'14:02:43.952',0.042,-,-,0.028,82.400
'14:02:43.960',0.042,-,-,0.014,81.600
'14:02:43.968',0.028,-,-,0.056,80.800
'14:02:43.976',0.028,-,-,0.028,80.000
'14:02:43.984',0.014,-,-,0.042,79.200
'14:02:43.992',0.014,-,-,0.028,78.400
'14:02:44.000',0.000,-,-,0.014,77.600
'14:02:44.008',-0.014,-,-,0.028,76.800
'14:02:44.016',-0.028,-,-,0.000,76.000
'14:02:44.024',-0.028,-,-,0.000,76.000
'14:02:44.032',-0.028,-,-,0.014,75.200
'14:02:44.040',-0.014,-,-,0.000,75.200
'14:02:44.048',-0.014,-,-,0.000,74.400
'14:02:44.056',-0.014,-,-,0.000,74.400
'14:02:44.064',-0.014,-,-,0.000,73.600
'14:02:44.072',-0.014,-,-,0.000,73.600
'14:02:44.080',0.000,-,-,0.000,72.800
'14:02:44.088',0.000,-,-,0.000,72.800
'14:02:44.096',0.000,-,-,0.000,72.000
'14:02:44.104',0.000,-,-,0.000,71.200
'14:02:44.112',0.014,-,-,0.000,71.200
'14:02:44.120',0.042,-,-,0.028,70.400
'14:02:44.128',0.056,-,-,0.028,70.400
'14:02:44.136',0.056,-,-,0.042,69.600
'14:02:44.144',0.042,-,-,0.028,69.600
'14:02:44.152',0.028,-,-,0.028,68.800
'14:02:44.160',0.028,-,-,0.028,68.800
'14:02:44.168',0.028,-,-,0.028,68.000
'14:02:44.176',0.014,-,-,0.028,67.200
'14:02:44.184',0.000,-,-,0.028,67.200
'14:02:44.192',-0.014,-,-,0.028,66.400
'14:02:44.200',-0.014,-,-,-0.028,66.400
'14:02:44.208',0.014,-,-,-0.028,65.600
'14:02:44.216',-0.042,-,-,0.028,64.800
'14:02:44.224',-0.167,-,-,0.000,64.800
'14:02:44.232',-0.361,-,-,-0.070,64.000
'14:02:44.240',-0.542,-,-,-0.310,64.000
'14:02:44.248',-0.764,-,-,-0.648,64.000
'14:02:44.256',-1.014,-,-,-0.972,63.200
'14:02:44.264',-1.167,-,-,-1.183,63.200
'14:02:44.272',-1.181,-,-,-1.268,62.400
'14:02:44.280',-0.903,-,-,-1.141,62.400
'14:02:44.288',-0.583,-,-,-0.873,62.400
'14:02:44.296',-0.278,-,-,-0.465,61.600
'14:02:44.304',-0.069,-,-,-0.239,60.800
'14:02:44.312',0.056,-,-,-0.028,60.800
'14:02:44.320',0.181,-,-,0.127,60.000
'14:02:44.328',0.250,-,-,0.225,59.200
'14:02:44.336',0.264,-,-,0.239,59.200
'14:02:44.344',0.264,-,-,0.239,58.400
'14:02:44.352',0.264,-,-,0.239,58.400
'14:02:44.360',0.278,-,-,0.225,57.600
'14:02:44.368',0.278,-,-,0.239,57.600
'14:02:44.376',0.292,-,-,0.197,57.600
'14:02:44.384',0.292,-,-,0.225,59.200
'14:02:44.392',0.306,-,-,0.197,61.600
'14:02:44.400',0.319,-,-,0.169,65.600
'14:02:44.408',0.361,-,-,0.183,73.600
'14:02:44.416',0.375,-,-,0.197,82.400
'14:02:44.424',0.389,-,-,0.183,92.800
'14:02:44.432',0.403,-,-,0.197,101.600
'14:02:44.440',0.431,-,-,0.225,108.800
'14:02:44.448',0.458,-,-,0.239,112.800
'14:02:44.456',0.486,-,-,0.254,114.400
'14:02:44.464',0.486,-,-,0.254,114.400
'14:02:44.472',0.500,-,-,0.268,114.400
'14:02:44.480',0.486,-,-,0.254,112.800
'14:02:44.488',0.486,-,-,0.268,112.000
'14:02:44.496',0.458,-,-,0.254,111.200
'14:02:44.504',0.403,-,-,0.239,109.600
'14:02:44.512',0.361,-,-,0.225,108.800
'14:02:44.520',0.306,-,-,0.197,108.000
'14:02:44.528',0.264,-,-,0.155,106.400
'14:02:44.536',0.208,-,-,0.127,104.800
'14:02:44.544',0.167,-,-,0.085,103.200
'14:02:44.552',0.139,-,-,0.070,101.600
'14:02:44.560',0.097,-,-,0.056,99.200
'14:02:44.568',0.069,-,-,0.042,96.800
'14:02:44.576',0.056,-,-,0.028,93.600
'14:02:44.584',0.042,-,-,0.028,90.400
'14:02:44.592',0.042,-,-,0.042,87.200
'14:02:44.600',0.042,-,-,0.028,84.000
'14:02:44.608',0.042,-,-,0.042,81.600
'14:02:44.616',0.056,-,-,0.042,80.000
'14:02:44.624',0.069,-,-,0.028,79.200
'14:02:44.632',0.069,-,-,0.042,79.200
'14:02:44.640',0.069,-,-,0.056,80.000
'14:02:44.648',0.069,-,-,0.056,80.800
'14:02:44.656',0.069,-,-,0.042,80.800
'14:02:44.664',0.042,-,-,0.056,80.800
'14:02:44.672',0.028,-,-,0.056,80.800
'14:02:44.680',0.014,-,-,0.042,80.000
'14:02:44.688',0.000,-,-,0.028,79.200
'14:02:44.696',0.000,-,-,0.028,78.400
'14:02:44.704',0.000,-,-,0.028,77.600
'14:02:44.712',-0.014,-,-,0.028,76.800
'14:02:44.720',-0.014,-,-,0.000,76.800
'14:02:44.728',-0.014,-,-,0.000,76.000
'14:02:44.736',-0.042,-,-,0.113,75.200
'14:02:44.744',-0.056,-,-,-0.014,74.400
'14:02:44.752',-0.042,-,-,0.000,74.400
'14:02:44.760',-0.042,-,-,0.000,73.600
'14:02:44.768',-0.042,-,-,0.000,73.600
'14:02:44.776',-0.028,-,-,0.000,72.800
'14:02:44.784',-0.028,-,-,-0.014,72.000
'14:02:44.792',-0.028,-,-,0.000,72.000
'14:02:44.800',-0.014,-,-,0.000,71.200
'14:02:44.808',-0.014,-,-,0.000,70.400
'14:02:44.816',0.056,-,-,0.042,69.600
'14:02:44.824',0.264,-,-,0.239,69.600
'14:02:44.832',0.458,-,-,0.408,68.800
'14:02:44.840',0.486,-,-,0.408,68.000
'14:02:44.848',0.167,-,-,-0.197,68.000
'14:02:44.856',-0.042,-,-,-0.352,67.200
'14:02:44.864',-0.167,-,-,-0.282,67.200
'14:02:44.872',-0.208,-,-,-0.225,66.400
'14:02:44.880',-0.208,-,-,-0.127,66.400
'14:02:44.888',-0.181,-,-,-0.056,66.400
'14:02:44.896',-0.167,-,-,-0.070,65.600
'14:02:44.904',-0.181,-,-,-0.070,65.600
'14:02:44.912',-0.194,-,-,-0.070,65.600
'14:02:44.920',-0.208,-,-,-0.085,64.800
'14:02:44.928',-0.194,-,-,-0.113,64.800
'14:02:44.936',-0.194,-,-,-0.113,64.800
'14:02:44.944',-0.194,-,-,-0.127,65.600
'14:02:44.952',-0.208,-,-,-0.113,66.400
'14:02:44.960',-0.208,-,-,-0.113,69.600
'14:02:44.968',-0.194,-,-,-0.141,75.200
'14:02:44.976',-0.181,-,-,-0.127,83.200
'14:02:44.984',-0.181,-,-,-0.141,93.600
'14:02:44.992',-0.167,-,-,-0.141,103.200
'14:02:45.000',-0.194,-,-,-0.169,110.400
'14:02:45.008',-0.208,-,-,-0.169,115.200
'14:02:45.016',-0.236,-,-,-0.183,117.600
'14:02:45.024',-0.250,-,-,-0.197,117.600
'14:02:45.032',-0.278,-,-,-0.239,116.800
'14:02:45.040',-0.292,-,-,-0.254,114.400
'14:02:45.048',-0.292,-,-,-0.282,112.800
'14:02:45.056',-0.292,-,-,-0.296,111.200
'14:02:45.064',-0.278,-,-,-0.282,110.400
'14:02:45.072',-0.250,-,-,-0.296,108.800
'14:02:45.080',-0.208,-,-,-0.268,108.000
'14:02:45.088',-0.181,-,-,-0.254,107.200
'14:02:45.096',-0.139,-,-,-0.197,105.600
'14:02:45.104',-0.097,-,-,-0.183,104.000
'14:02:45.112',-0.069,-,-,-0.141,102.400
'14:02:45.120',-0.056,-,-,-0.113,100.000
'14:02:45.128',-0.028,-,-,-0.070,97.600
'14:02:45.136',-0.014,-,-,-0.042,94.400
'14:02:45.144',0.000,-,-,-0.014,91.200
'14:02:45.152',0.014,-,-,0.000,88.800
'14:02:45.160',0.042,-,-,0.028,85.600
'14:02:45.168',0.056,-,-,0.042,84.000
'14:02:45.176',0.069,-,-,0.056,82.400
'14:02:45.184',0.083,-,-,0.070,82.400
'14:02:45.192',0.083,-,-,0.085,82.400
'14:02:45.200',0.083,-,-,0.070,83.200
'14:02:45.208',0.069,-,-,0.085,83.200
'14:02:45.216',0.056,-,-,0.070,84.000
'14:02:45.224',0.042,-,-,0.085,84.000
'14:02:45.232',0.014,-,-,0.056,83.200
'14:02:45.240',0.014,-,-,0.056,82.400
'14:02:45.248',0.000,-,-,0.028,82.400
'14:02:45.256',-0.014,-,-,0.028,81.600
'14:02:45.264',-0.014,-,-,0.014,80.800
'14:02:45.272',-0.014,-,-,0.000,80.000
'14:02:45.280',-0.014,-,-,0.014,79.200
'14:02:45.288',0.000,-,-,0.000,78.400
'14:02:45.296',0.000,-,-,0.028,77.600
'14:02:45.304',0.000,-,-,0.028,77.600
'14:02:45.312',0.000,-,-,0.028,76.800
'14:02:45.320',0.014,-,-,0.042,76.000
'14:02:45.328',0.014,-,-,0.042,75.200
'14:02:45.336',0.028,-,-,0.042,74.400
'14:02:45.344',0.042,-,-,0.056,74.400
'14:02:45.352',0.056,-,-,0.056,73.600
'14:02:45.360',0.042,-,-,0.056,72.800
'14:02:45.368',0.042,-,-,0.056,72.000
'14:02:45.376',0.042,-,-,0.056,72.000
'14:02:45.384',0.042,-,-,0.070,71.200
'14:02:45.392',0.042,-,-,0.056,71.200
'14:02:45.400',0.028,-,-,0.056,70.400
'14:02:45.408',0.028,-,-,0.056,70.400
'14:02:45.416',0.028,-,-,0.056,69.600
'14:02:45.424',0.014,-,-,0.056,69.600
'14:02:45.432',0.014,-,-,0.056,69.600
'14:02:45.440',0.014,-,-,0.042,68.800
'14:02:45.448',0.000,-,-,0.028,68.800
'14:02:45.456',0.000,-,-,0.042,68.800
'14:02:45.464',0.014,-,-,0.028,68.000
'14:02:45.472',0.014,-,-,0.028,68.000
'14:02:45.480',0.028,-,-,0.014,68.000
'14:02:45.488',-0.014,-,-,0.127,68.000
'14:02:45.496',-0.014,-,-,0.000,67.200
'14:02:45.504',0.000,-,-,0.000,67.200
'14:02:45.512',0.000,-,-,0.014,67.200
'14:02:45.520',0.014,-,-,0.028,66.400
'14:02:45.528',0.028,-,-,0.028,66.400
'14:02:45.536',0.042,-,-,0.028,65.600
'14:02:45.544',0.056,-,-,0.042,65.600
'14:02:45.552',0.056,-,-,0.056,64.800
'14:02:45.560',0.069,-,-,0.056,64.800
'14:02:45.568',0.056,-,-,0.042,64.800
'14:02:45.576',0.042,-,-,0.042,64.000
'14:02:45.584',0.042,-,-,0.042,64.000
'14:02:45.592',0.042,-,-,0.042,64.000
'14:02:45.600',0.028,-,-,0.028,64.000
'14:02:45.608',0.014,-,-,0.042,63.200
'14:02:45.616',0.056,-,-,0.028,63.200
'14:02:45.624',0.208,-,-,0.197,63.200
'14:02:45.632',0.458,-,-,0.408,63.200
'14:02:45.640',0.528,-,-,0.465,63.200
'14:02:45.648',0.264,-,-,-0.127,63.200
'14:02:45.656',0.000,-,-,-0.479,63.200
'14:02:45.664',-0.139,-,-,-0.493,63.200
'14:02:45.672',-0.181,-,-,-0.338,62.400
'14:02:45.680',-0.181,-,-,-0.183,62.400
'14:02:45.688',-0.139,-,-,-0.070,62.400
'14:02:45.696',-0.125,-,-,-0.042,62.400
'14:02:45.704',-0.153,-,-,-0.056,61.600
'14:02:45.712',-0.153,-,-,-0.056,61.600
'14:02:45.720',-0.139,-,-,-0.056,61.600
'14:02:45.728',-0.125,-,-,-0.070,60.800
'14:02:45.736',-0.097,-,-,-0.056,60.800
'14:02:45.744',-0.097,-,-,-0.042,62.400
'14:02:45.752',-0.097,-,-,-0.056,65.600
