'Elapsed time','II','III','AVL','AVF','MCL1','ABP','PAP'
'32:58:48.408',0.136,-,-,-,-,76.440,39.600
'32:58:48.416',0.136,-,-,-,-,76.440,40.000
'32:58:48.424',0.056,-,-,-,-,76.440,40.400
'32:58:48.432',-0.008,-,-,-,-,76.440,40.800
'32:58:48.440',-0.040,-,-,-,-,76.440,41.200
'32:58:48.448',-0.048,-,-,-,-,75.920,42.000
'32:58:48.456',-0.040,-,-,-,-,75.920,42.400
'32:58:48.464',-0.024,-,-,-,-,75.920,43.200
'32:58:48.472',-0.016,-,-,-,-,74.880,44.400
'32:58:48.480',-0.008,-,-,-,-,74.880,45.200
'32:58:48.488',-0.016,-,-,-,-,74.880,46.400
'32:58:48.496',-0.016,-,-,-,-,74.880,47.600
'32:58:48.504',-0.024,-,-,-,-,75.920,48.800
'32:58:48.512',-0.016,-,-,-,-,77.480,50.000
'32:58:48.520',-0.016,-,-,-,-,80.600,50.800
'32:58:48.528',-0.008,-,-,-,-,85.280,52.000
'32:58:48.536',0.000,-,-,-,-,91.000,52.800
'32:58:48.544',0.008,-,-,-,-,97.240,53.600
'32:58:48.552',0.008,-,-,-,-,104.000,54.400
'32:58:48.560',0.008,-,-,-,-,110.760,54.800
'32:58:48.568',0.008,-,-,-,-,117.520,55.600
'32:58:48.576',0.008,-,-,-,-,122.720,56.000
'32:58:48.584',0.008,-,-,-,-,127.920,56.400
'32:58:48.592',0.008,-,-,-,-,131.040,56.800
'32:58:48.600',0.008,-,-,-,-,134.160,56.800
'32:58:48.608',0.008,-,-,-,-,135.200,57.200
'32:58:48.616',0.024,-,-,-,-,135.200,57.200
'32:58:48.624',0.040,-,-,-,-,135.200,57.200
'32:58:48.632',0.056,-,-,-,-,133.120,56.800
'32:58:48.640',0.048,-,-,-,-,131.560,56.800
'32:58:48.648',0.032,-,-,-,-,130.000,56.400
'32:58:48.656',0.016,-,-,-,-,127.920,55.600
'32:58:48.664',0.000,-,-,-,-,125.320,54.800
'32:58:48.672',-0.008,-,-,-,-,122.720,54.000
'32:58:48.680',-0.016,-,-,-,-,119.600,52.800
'32:58:48.688',-0.024,-,-,-,-,116.480,51.600
'32:58:48.696',-0.024,-,-,-,-,113.360,50.400
'32:58:48.704',-0.024,-,-,-,-,110.240,48.800
'32:58:48.712',-0.032,-,-,-,-,106.080,48.000
'32:58:48.720',-0.040,-,-,-,-,102.960,47.200
'32:58:48.728',-0.056,-,-,-,-,98.800,46.400
'32:58:48.736',-0.056,-,-,-,-,95.160,46.000
'32:58:48.744',-0.056,-,-,-,-,91.520,45.600
'32:58:48.752',-0.064,-,-,-,-,89.440,45.200
'32:58:48.760',-0.072,-,-,-,-,86.840,44.800
'32:58:48.768',-0.080,-,-,-,-,84.760,44.400
'32:58:48.776',-0.088,-,-,-,-,83.200,44.000
'32:58:48.784',-0.096,-,-,-,-,81.120,43.600
'32:58:48.792',-0.104,-,-,-,-,81.120,42.800
'32:58:48.800',-0.120,-,-,-,-,80.600,42.400
'32:58:48.808',-0.128,-,-,-,-,80.600,42.000
'32:58:48.816',-0.144,-,-,-,-,81.120,41.200
'32:58:48.824',-0.160,-,-,-,-,82.160,40.400
'32:58:48.832',-0.176,-,-,-,-,83.200,39.600
'32:58:48.840',-0.184,-,-,-,-,83.720,38.800
'32:58:48.848',-0.192,-,-,-,-,83.720,38.000
'32:58:48.856',-0.200,-,-,-,-,83.720,36.800
'32:58:48.864',-0.216,-,-,-,-,84.760,36.000
'32:58:48.872',-0.216,-,-,-,-,84.760,35.200
'32:58:48.880',-0.216,-,-,-,-,84.760,34.000
'32:58:48.888',-0.224,-,-,-,-,83.720,32.800
'32:58:48.896',-0.224,-,-,-,-,83.200,31.600
'32:58:48.904',-0.216,-,-,-,-,81.120,30.800
'32:58:48.912',-0.200,-,-,-,-,79.560,30.000
'32:58:48.920',-0.184,-,-,-,-,79.040,28.800
'32:58:48.928',-0.160,-,-,-,-,78.000,27.600
'32:58:48.936',-0.152,-,-,-,-,77.480,26.400
'32:58:48.944',-0.128,-,-,-,-,75.920,25.200
'32:58:48.952',-0.096,-,-,-,-,74.360,24.000
'32:58:48.960',-0.080,-,-,-,-,72.800,22.400
'32:58:48.968',-0.088,-,-,-,-,70.200,21.600
'32:58:48.976',-0.088,-,-,-,-,67.600,20.400
'32:58:48.984',-0.104,-,-,-,-,67.080,19.200
'32:58:48.992',-0.120,-,-,-,-,66.040,18.400
'32:58:49.000',-0.128,-,-,-,-,65.520,17.600
'32:58:49.008',-0.144,-,-,-,-,64.480,16.400
'32:58:49.016',-0.168,-,-,-,-,63.960,15.600
'32:58:49.024',-0.184,-,-,-,-,62.400,14.800
'32:58:49.032',-0.184,-,-,-,-,62.400,14.000
'32:58:49.040',-0.160,-,-,-,-,62.400,13.200
'32:58:49.048',-0.128,-,-,-,-,62.400,12.400
'32:58:49.056',-0.104,-,-,-,-,61.360,11.600
'32:58:49.064',-0.112,-,-,-,-,60.320,11.200
'32:58:49.072',-0.072,-,-,-,-,60.320,11.200
'32:58:49.080',0.096,-,-,-,-,61.360,11.600
'32:58:49.088',0.232,-,-,-,-,60.320,11.600
'32:58:49.096',0.168,-,-,-,-,59.800,12.000
'32:58:49.104',0.040,-,-,-,-,59.800,12.400
'32:58:49.112',0.024,-,-,-,-,59.800,12.800
'32:58:49.120',0.040,-,-,-,-,59.800,13.600
'32:58:49.128',0.000,-,-,-,-,59.800,13.600
'32:58:49.136',-0.048,-,-,-,-,59.800,13.600
'32:58:49.144',-0.080,-,-,-,-,58.760,13.600
'32:58:49.152',-0.088,-,-,-,-,58.760,14.000
'32:58:49.160',-0.096,-,-,-,-,58.760,14.000
'32:58:49.168',-0.088,-,-,-,-,58.760,14.400
'32:58:49.176',-0.080,-,-,-,-,58.760,14.800
'32:58:49.184',-0.072,-,-,-,-,58.240,15.200
'32:58:49.192',-0.048,-,-,-,-,58.240,16.000
'32:58:49.200',-0.024,-,-,-,-,58.240,16.800
'32:58:49.208',-0.008,-,-,-,-,58.240,17.600
'32:58:49.216',0.000,-,-,-,-,57.200,18.400
'32:58:49.224',0.016,-,-,-,-,57.200,19.200
'32:58:49.232',0.024,-,-,-,-,58.240,20.000
'32:58:49.240',0.032,-,-,-,-,59.800,20.400
'32:58:49.248',0.048,-,-,-,-,62.920,20.800
'32:58:49.256',0.064,-,-,-,-,67.080,21.200
'32:58:49.264',0.072,-,-,-,-,71.760,22.000
'32:58:49.272',0.072,-,-,-,-,77.480,22.000
'32:58:49.280',0.088,-,-,-,-,83.720,22.400
'32:58:49.288',0.104,-,-,-,-,89.440,22.800
'32:58:49.296',0.120,-,-,-,-,95.160,23.200
'32:58:49.304',0.128,-,-,-,-,100.360,23.600
'32:58:49.312',0.136,-,-,-,-,104.520,24.000
'32:58:49.320',0.168,-,-,-,-,107.640,24.400
'32:58:49.328',0.192,-,-,-,-,110.240,24.800
'32:58:49.336',0.200,-,-,-,-,110.760,25.200
'32:58:49.344',0.200,-,-,-,-,111.800,25.200
'32:58:49.352',0.208,-,-,-,-,110.760,25.200
'32:58:49.360',0.216,-,-,-,-,110.240,25.200
'32:58:49.368',0.208,-,-,-,-,108.680,24.800
'32:58:49.376',0.200,-,-,-,-,107.120,24.800
'32:58:49.384',0.176,-,-,-,-,104.520,24.800
'32:58:49.392',0.160,-,-,-,-,101.920,24.400
'32:58:49.400',0.152,-,-,-,-,99.840,24.400
'32:58:49.408',0.144,-,-,-,-,95.680,24.000
'32:58:49.416',0.152,-,-,-,-,92.560,23.600
'32:58:49.424',0.144,-,-,-,-,89.440,23.600
'32:58:49.432',0.128,-,-,-,-,85.280,23.600
'32:58:49.440',0.104,-,-,-,-,81.120,24.000
'32:58:49.448',0.080,-,-,-,-,78.000,24.000
'32:58:49.456',0.088,-,-,-,-,74.880,24.800
'32:58:49.464',0.088,-,-,-,-,72.800,25.200
'32:58:49.472',0.080,-,-,-,-,70.200,25.600
'32:58:49.480',0.072,-,-,-,-,69.160,26.400
'32:58:49.488',0.072,-,-,-,-,67.600,26.800
'32:58:49.496',0.072,-,-,-,-,67.600,27.600
'32:58:49.504',0.080,-,-,-,-,67.600,28.000
'32:58:49.512',0.088,-,-,-,-,67.600,28.000
'32:58:49.520',0.104,-,-,-,-,68.640,28.400
'32:58:49.528',0.112,-,-,-,-,69.160,28.400
'32:58:49.536',0.120,-,-,-,-,70.200,28.800
'32:58:49.544',0.120,-,-,-,-,70.720,28.800
'32:58:49.552',0.128,-,-,-,-,72.800,28.800
'32:58:49.560',0.136,-,-,-,-,73.320,28.400
'32:58:49.568',0.136,-,-,-,-,74.360,28.400
'32:58:49.576',0.136,-,-,-,-,74.880,28.400
'32:58:49.584',0.144,-,-,-,-,75.920,28.400
'32:58:49.592',0.152,-,-,-,-,75.920,28.400
'32:58:49.600',0.160,-,-,-,-,76.440,28.400
'32:58:49.608',0.160,-,-,-,-,77.480,28.400
'32:58:49.616',0.168,-,-,-,-,77.480,28.800
'32:58:49.624',0.168,-,-,-,-,77.480,28.800
'32:58:49.632',0.168,-,-,-,-,77.480,29.200
'32:58:49.640',0.168,-,-,-,-,76.440,29.200
'32:58:49.648',0.184,-,-,-,-,76.440,29.600
'32:58:49.656',0.200,-,-,-,-,75.920,29.600
'32:58:49.664',0.224,-,-,-,-,75.920,30.000
'32:58:49.672',0.240,-,-,-,-,74.880,30.000
'32:58:49.680',0.240,-,-,-,-,74.360,30.400
'32:58:49.688',0.232,-,-,-,-,73.320,30.400
'32:58:49.696',0.216,-,-,-,-,72.800,30.400
'32:58:49.704',0.200,-,-,-,-,71.760,30.400
'32:58:49.712',0.192,-,-,-,-,71.760,30.400
'32:58:49.720',0.168,-,-,-,-,70.720,30.800
'32:58:49.728',0.144,-,-,-,-,70.200,30.800
'32:58:49.736',0.128,-,-,-,-,69.160,30.400
'32:58:49.744',0.128,-,-,-,-,69.160,30.400
'32:58:49.752',0.120,-,-,-,-,68.640,30.000
'32:58:49.760',0.120,-,-,-,-,68.640,30.000
'32:58:49.768',0.104,-,-,-,-,67.600,29.600
'32:58:49.776',0.104,-,-,-,-,67.600,29.600
'32:58:49.784',0.184,-,-,-,-,67.600,29.200
'32:58:49.792',0.416,-,-,-,-,67.600,29.200
'32:58:49.800',0.720,-,-,-,-,67.600,29.200
'32:58:49.808',0.840,-,-,-,-,67.080,29.200
'32:58:49.816',0.784,-,-,-,-,67.080,29.200
'32:58:49.824',0.728,-,-,-,-,67.080,29.600
'32:58:49.832',0.688,-,-,-,-,67.080,30.000
'32:58:49.840',0.576,-,-,-,-,67.080,30.400
'32:58:49.848',0.408,-,-,-,-,67.080,31.200
'32:58:49.856',0.264,-,-,-,-,67.080,32.000
'32:58:49.864',0.152,-,-,-,-,67.080,32.400
'32:58:49.872',0.088,-,-,-,-,66.040,33.200
'32:58:49.880',0.080,-,-,-,-,66.040,33.600
'32:58:49.888',0.104,-,-,-,-,66.040,34.800
'32:58:49.896',0.136,-,-,-,-,66.040,36.000
'32:58:49.904',0.152,-,-,-,-,66.040,37.600
'32:58:49.912',0.160,-,-,-,-,66.040,38.800
'32:58:49.920',0.168,-,-,-,-,66.040,40.400
'32:58:49.928',0.144,-,-,-,-,67.080,42.000
'32:58:49.936',0.096,-,-,-,-,68.640,43.200
'32:58:49.944',0.064,-,-,-,-,70.720,44.400
'32:58:49.952',0.032,-,-,-,-,74.880,45.600
'32:58:49.960',-0.008,-,-,-,-,80.600,46.800
'32:58:49.968',-0.024,-,-,-,-,86.320,47.600
'32:58:49.976',-0.040,-,-,-,-,92.560,48.400
'32:58:49.984',-0.056,-,-,-,-,98.800,49.200
'32:58:49.992',-0.080,-,-,-,-,104.520,49.600
'32:58:50.000',-0.112,-,-,-,-,110.240,50.000
'32:58:50.008',-0.112,-,-,-,-,114.920,50.000
'32:58:50.016',-0.096,-,-,-,-,118.040,50.400
'32:58:50.024',-0.080,-,-,-,-,120.640,50.400
'32:58:50.032',-0.064,-,-,-,-,122.200,50.800
'32:58:50.040',-0.032,-,-,-,-,122.200,50.800
'32:58:50.048',-0.008,-,-,-,-,122.200,50.800
'32:58:50.056',0.016,-,-,-,-,121.160,50.800
'32:58:50.064',0.016,-,-,-,-,119.600,50.800
'32:58:50.072',0.008,-,-,-,-,118.040,50.800
'32:58:50.080',-0.008,-,-,-,-,115.960,50.400
'32:58:50.088',-0.032,-,-,-,-,113.360,50.000
'32:58:50.096',-0.048,-,-,-,-,110.760,49.200
'32:58:50.104',-0.056,-,-,-,-,107.640,48.400
'32:58:50.112',-0.064,-,-,-,-,104.520,47.600
'32:58:50.120',-0.048,-,-,-,-,101.400,46.800
'32:58:50.128',-0.032,-,-,-,-,98.280,45.600
'32:58:50.136',-0.024,-,-,-,-,94.120,44.400
'32:58:50.144',-0.024,-,-,-,-,91.000,43.600
'32:58:50.152',-0.032,-,-,-,-,86.840,42.800
'32:58:50.160',-0.064,-,-,-,-,83.720,42.400
'32:58:50.168',-0.096,-,-,-,-,81.120,42.000
'32:58:50.176',-0.104,-,-,-,-,79.560,42.000
'32:58:50.184',-0.064,-,-,-,-,78.000,41.600
'32:58:50.192',-0.016,-,-,-,-,76.440,41.600
'32:58:50.200',0.016,-,-,-,-,76.440,41.200
'32:58:50.208',0.024,-,-,-,-,75.920,41.200
'32:58:50.216',0.008,-,-,-,-,76.440,40.800
'32:58:50.224',-0.008,-,-,-,-,76.440,40.800
'32:58:50.232',-0.016,-,-,-,-,77.480,40.400
'32:58:50.240',-0.016,-,-,-,-,78.000,40.400
'32:58:50.248',0.000,-,-,-,-,79.040,40.000
'32:58:50.256',0.008,-,-,-,-,79.560,39.600
'32:58:50.264',0.000,-,-,-,-,80.600,38.800
'32:58:50.272',-0.008,-,-,-,-,81.120,38.400
'32:58:50.280',-0.016,-,-,-,-,82.160,38.000
'32:58:50.288',-0.040,-,-,-,-,82.160,37.600
'32:58:50.296',-0.048,-,-,-,-,82.160,37.200
'32:58:50.304',-0.048,-,-,-,-,82.160,36.800
'32:58:50.312',-0.056,-,-,-,-,82.160,36.400
'32:58:50.320',-0.064,-,-,-,-,82.160,36.400
'32:58:50.328',-0.096,-,-,-,-,82.160,36.000
'32:58:50.336',-0.144,-,-,-,-,81.120,36.000
'32:58:50.344',-0.248,-,-,-,-,80.600,36.000
'32:58:50.352',-0.384,-,-,-,-,80.600,36.000
'32:58:50.360',-0.488,-,-,-,-,79.560,35.600
'32:58:50.368',-0.560,-,-,-,-,79.040,35.600
'32:58:50.376',-0.608,-,-,-,-,79.040,35.600
'32:58:50.384',-0.608,-,-,-,-,78.000,35.600
'32:58:50.392',-0.504,-,-,-,-,77.480,35.600
'32:58:50.400',-0.328,-,-,-,-,76.440,35.600
'32:58:50.408',-0.160,-,-,-,-,75.920,35.200
'32:58:50.416',-0.088,-,-,-,-,74.880,35.200
'32:58:50.424',-0.144,-,-,-,-,74.880,35.200
'32:58:50.432',-0.176,-,-,-,-,74.360,34.800
'32:58:50.440',-0.104,-,-,-,-,74.360,34.400
'32:58:50.448',-0.016,-,-,-,-,73.320,34.000
'32:58:50.456',0.024,-,-,-,-,72.800,33.600
'32:58:50.464',0.008,-,-,-,-,72.800,33.200
'32:58:50.472',-0.048,-,-,-,-,72.800,32.800
'32:58:50.480',-0.096,-,-,-,-,71.760,32.400
'32:58:50.488',-0.056,-,-,-,-,71.760,32.000
'32:58:50.496',0.112,-,-,-,-,70.720,31.600
'32:58:50.504',0.208,-,-,-,-,70.720,31.200
'32:58:50.512',0.104,-,-,-,-,70.720,30.800
'32:58:50.520',-0.040,-,-,-,-,70.200,30.400
'32:58:50.528',-0.064,-,-,-,-,70.200,30.000
'32:58:50.536',-0.024,-,-,-,-,69.160,30.000
'32:58:50.544',0.016,-,-,-,-,68.640,30.000
'32:58:50.552',0.032,-,-,-,-,67.600,30.000
'32:58:50.560',0.040,-,-,-,-,67.600,30.000
'32:58:50.568',0.040,-,-,-,-,67.080,30.000
'32:58:50.576',0.016,-,-,-,-,66.040,29.600
'32:58:50.584',0.000,-,-,-,-,65.520,29.200
'32:58:50.592',-0.008,-,-,-,-,65.520,28.800
'32:58:50.600',-0.016,-,-,-,-,65.520,28.800
'32:58:50.608',-0.008,-,-,-,-,64.480,28.800
'32:58:50.616',-0.008,-,-,-,-,62.920,29.200
'32:58:50.624',-0.008,-,-,-,-,61.360,29.200
'32:58:50.632',-0.016,-,-,-,-,60.320,29.600
'32:58:50.640',-0.024,-,-,-,-,62.400,30.000
'32:58:50.648',-0.032,-,-,-,-,65.520,30.400
'32:58:50.656',-0.032,-,-,-,-,68.640,30.400
'32:58:50.664',-0.024,-,-,-,-,73.320,30.800
'32:58:50.672',-0.024,-,-,-,-,78.000,30.800
'32:58:50.680',-0.024,-,-,-,-,83.720,30.800
'32:58:50.688',-0.016,-,-,-,-,89.960,30.800
'32:58:50.696',-0.016,-,-,-,-,96.720,30.400
'32:58:50.704',-0.016,-,-,-,-,101.920,30.400
'32:58:50.712',-0.008,-,-,-,-,107.120,30.000
'32:58:50.720',-0.008,-,-,-,-,110.240,29.600
'32:58:50.728',0.000,-,-,-,-,112.320,29.200
'32:58:50.736',0.016,-,-,-,-,114.920,28.800
'32:58:50.744',0.032,-,-,-,-,114.920,28.000
'32:58:50.752',0.056,-,-,-,-,114.920,27.600
'32:58:50.760',0.064,-,-,-,-,114.400,26.800
'32:58:50.768',0.064,-,-,-,-,112.320,26.400
'32:58:50.776',0.048,-,-,-,-,110.760,25.600
'32:58:50.784',0.032,-,-,-,-,107.640,24.400
'32:58:50.792',0.024,-,-,-,-,105.560,23.600
'32:58:50.800',0.024,-,-,-,-,101.920,22.400
'32:58:50.808',0.024,-,-,-,-,98.800,20.800
'32:58:50.816',0.016,-,-,-,-,95.680,19.600
'32:58:50.824',0.016,-,-,-,-,91.520,18.400
'32:58:50.832',0.016,-,-,-,-,87.880,17.600
'32:58:50.840',0.008,-,-,-,-,83.720,17.200
'32:58:50.848',0.008,-,-,-,-,79.560,17.200
'32:58:50.856',0.008,-,-,-,-,75.920,16.800
'32:58:50.864',0.016,-,-,-,-,71.760,16.400
'32:58:50.872',0.024,-,-,-,-,68.640,16.000
'32:58:50.880',0.016,-,-,-,-,67.080,15.600
'32:58:50.888',0.008,-,-,-,-,65.520,14.800
'32:58:50.896',0.008,-,-,-,-,63.960,14.400
'32:58:50.904',0.000,-,-,-,-,62.920,14.000
'32:58:50.912',0.000,-,-,-,-,62.400,13.600
'32:58:50.920',0.000,-,-,-,-,62.920,13.200
'32:58:50.928',0.000,-,-,-,-,62.920,12.400
'32:58:50.936',0.000,-,-,-,-,63.960,12.000
'32:58:50.944',0.000,-,-,-,-,64.480,11.600
'32:58:50.952',-0.008,-,-,-,-,64.480,10.800
'32:58:50.960',-0.016,-,-,-,-,65.520,10.400
'32:58:50.968',-0.008,-,-,-,-,66.040,10.400
'32:58:50.976',-0.008,-,-,-,-,67.080,10.000
'32:58:50.984',-0.016,-,-,-,-,67.600,10.000
'32:58:50.992',-0.024,-,-,-,-,68.640,10.000
'32:58:51.000',-0.032,-,-,-,-,69.160,10.000
'32:58:51.008',-0.040,-,-,-,-,69.160,9.600
'32:58:51.016',-0.048,-,-,-,-,70.200,9.600
'32:58:51.024',-0.048,-,-,-,-,70.200,10.000
'32:58:51.032',-0.032,-,-,-,-,70.720,10.000
'32:58:51.040',-0.016,-,-,-,-,70.720,10.000
'32:58:51.048',0.000,-,-,-,-,70.720,10.000
'32:58:51.056',0.008,-,-,-,-,70.720,10.000
'32:58:51.064',0.016,-,-,-,-,70.720,10.400
'32:58:51.072',0.032,-,-,-,-,70.720,10.400
'32:58:51.080',0.032,-,-,-,-,70.200,11.200
'32:58:51.088',0.024,-,-,-,-,69.160,11.600
'32:58:51.096',0.008,-,-,-,-,69.160,12.400
'32:58:51.104',-0.008,-,-,-,-,68.640,12.800
'32:58:51.112',-0.024,-,-,-,-,67.600,13.600
'32:58:51.120',-0.056,-,-,-,-,67.600,14.000
'32:58:51.128',-0.072,-,-,-,-,67.080,14.800
'32:58:51.136',-0.080,-,-,-,-,66.040,15.600
'32:58:51.144',-0.080,-,-,-,-,66.040,16.800
'32:58:51.152',-0.088,-,-,-,-,65.520,17.600
'32:58:51.160',-0.088,-,-,-,-,65.520,18.800
'32:58:51.168',-0.088,-,-,-,-,65.520,19.600
'32:58:51.176',-0.080,-,-,-,-,65.520,20.800
'32:58:51.184',0.016,-,-,-,-,65.520,21.600
'32:58:51.192',0.216,-,-,-,-,65.520,22.400
'32:58:51.200',0.328,-,-,-,-,65.520,23.200
'32:58:51.208',0.232,-,-,-,-,65.520,24.400
'32:58:51.216',0.112,-,-,-,-,65.520,25.200
'32:58:51.224',0.096,-,-,-,-,65.520,26.000
'32:58:51.232',0.104,-,-,-,-,65.520,27.200
'32:58:51.240',0.064,-,-,-,-,65.520,28.400
'32:58:51.248',0.008,-,-,-,-,65.520,30.000
'32:58:51.256',-0.024,-,-,-,-,65.520,31.200
'32:58:51.264',-0.048,-,-,-,-,65.520,31.200
'32:58:51.272',-0.056,-,-,-,-,65.520,31.200
'32:58:51.280',-0.064,-,-,-,-,64.480,30.800
'32:58:51.288',-0.064,-,-,-,-,64.480,31.200
'32:58:51.296',-0.064,-,-,-,-,64.480,32.400
'32:58:51.304',-0.072,-,-,-,-,64.480,33.600
'32:58:51.312',-0.072,-,-,-,-,64.480,34.800
'32:58:51.320',-0.056,-,-,-,-,64.480,36.400
'32:58:51.328',-0.048,-,-,-,-,64.480,38.000
'32:58:51.336',-0.040,-,-,-,-,65.520,39.600
'32:58:51.344',-0.032,-,-,-,-,67.080,41.200
'32:58:51.352',-0.016,-,-,-,-,68.640,42.400
'32:58:51.360',-0.016,-,-,-,-,71.760,44.000
'32:58:51.368',-0.024,-,-,-,-,75.920,45.200
'32:58:51.376',-0.024,-,-,-,-,80.600,46.400
'32:58:51.384',-0.024,-,-,-,-,86.320,47.600
'32:58:51.392',-0.024,-,-,-,-,91.000,48.400
'32:58:51.400',-0.016,-,-,-,-,96.720,49.200
'32:58:51.408',-0.016,-,-,-,-,101.920,50.000
'32:58:51.416',-0.008,-,-,-,-,106.080,50.400
'32:58:51.424',0.000,-,-,-,-,109.200,50.800
'32:58:51.432',0.016,-,-,-,-,111.800,51.200
'32:58:51.440',0.040,-,-,-,-,113.360,51.600
'32:58:51.448',0.056,-,-,-,-,113.360,51.600
'32:58:51.456',0.056,-,-,-,-,112.320,51.600
'32:58:51.464',0.056,-,-,-,-,111.800,51.600
'32:58:51.472',0.048,-,-,-,-,109.200,51.600
'32:58:51.480',0.024,-,-,-,-,107.120,51.200
'32:58:51.488',0.000,-,-,-,-,104.000,50.800
'32:58:51.496',-0.008,-,-,-,-,100.360,50.400
'32:58:51.504',-0.016,-,-,-,-,97.240,49.600
'32:58:51.512',-0.024,-,-,-,-,93.600,49.200
'32:58:51.520',-0.032,-,-,-,-,89.440,48.400
'32:58:51.528',-0.040,-,-,-,-,85.280,47.200
'32:58:51.536',-0.032,-,-,-,-,81.120,46.400
'32:58:51.544',-0.032,-,-,-,-,78.000,45.200
'32:58:51.552',-0.032,-,-,-,-,75.920,44.000
'32:58:51.560',-0.040,-,-,-,-,73.320,43.200
'32:58:51.568',-0.040,-,-,-,-,72.800,42.800
'32:58:51.576',-0.040,-,-,-,-,70.720,42.400
'32:58:51.584',-0.032,-,-,-,-,70.720,42.400
'32:58:51.592',-0.040,-,-,-,-,70.200,42.000
'32:58:51.600',-0.048,-,-,-,-,70.200,42.000
'32:58:51.608',-0.040,-,-,-,-,70.720,41.600
'32:58:51.616',-0.032,-,-,-,-,71.760,41.600
'32:58:51.624',-0.032,-,-,-,-,73.320,41.200
'32:58:51.632',-0.040,-,-,-,-,74.880,41.200
'32:58:51.640',-0.056,-,-,-,-,75.920,41.200
'32:58:51.648',-0.056,-,-,-,-,76.440,40.800
'32:58:51.656',-0.064,-,-,-,-,77.480,40.800
'32:58:51.664',-0.072,-,-,-,-,78.000,40.400
'32:58:51.672',-0.072,-,-,-,-,79.040,40.000
'32:58:51.680',-0.072,-,-,-,-,79.040,39.200
'32:58:51.688',-0.072,-,-,-,-,79.560,38.800
'32:58:51.696',-0.072,-,-,-,-,79.560,38.400
'32:58:51.704',-0.080,-,-,-,-,79.560,38.000
'32:58:51.712',-0.080,-,-,-,-,79.560,37.600
'32:58:51.720',-0.072,-,-,-,-,79.040,37.600
'32:58:51.728',-0.064,-,-,-,-,79.040,37.200
'32:58:51.736',-0.064,-,-,-,-,78.000,37.200
'32:58:51.744',-0.064,-,-,-,-,78.000,36.800
'32:58:51.752',-0.048,-,-,-,-,77.480,36.400
'32:58:51.760',-0.032,-,-,-,-,76.440,36.400
'32:58:51.768',-0.016,-,-,-,-,75.920,36.400
'32:58:51.776',0.008,-,-,-,-,74.880,36.000
'32:58:51.784',0.024,-,-,-,-,74.360,36.000
'32:58:51.792',0.024,-,-,-,-,74.360,36.000
'32:58:51.800',0.016,-,-,-,-,73.320,36.000
'32:58:51.808',0.008,-,-,-,-,72.800,36.000
'32:58:51.816',0.000,-,-,-,-,72.800,36.000
'32:58:51.824',-0.016,-,-,-,-,71.760,36.000
'32:58:51.832',-0.040,-,-,-,-,71.760,36.000
