'Elapsed time','II','AVR','AVL','V','ABP'
'58:57:16.416',0.455,-,-,-,46.400
'58:57:16.424',0.473,-,-,-,46.400
'58:57:16.432',0.304,-,-,-,46.400
'58:57:16.440',0.107,-,-,-,45.600
'58:57:16.448',0.000,-,-,-,45.600
'58:57:16.456',-0.027,-,-,-,44.800
'58:57:16.464',-0.054,-,-,-,44.800
'58:57:16.472',-0.071,-,-,-,44.800
'58:57:16.480',-0.071,-,-,-,44.000
'58:57:16.488',-0.089,-,-,-,44.000
'58:57:16.496',-0.089,-,-,-,44.000
'58:57:16.504',-0.071,-,-,-,44.000
'58:57:16.512',-0.089,-,-,-,43.200
'58:57:16.520',-0.089,-,-,-,43.200
'58:57:16.528',-0.071,-,-,-,44.000
'58:57:16.536',-0.089,-,-,-,44.800
'58:57:16.544',-0.071,-,-,-,47.200
'58:57:16.552',-0.071,-,-,-,50.400
'58:57:16.560',-0.045,-,-,-,54.400
'58:57:16.568',-0.027,-,-,-,59.200
'58:57:16.576',-0.027,-,-,-,63.200
'58:57:16.584',-0.009,-,-,-,68.000
'58:57:16.592',0.000,-,-,-,72.000
'58:57:16.600',0.000,-,-,-,75.200
'58:57:16.608',0.000,-,-,-,79.200
'58:57:16.616',0.009,-,-,-,81.600
'58:57:16.624',0.009,-,-,-,84.000
'58:57:16.632',0.000,-,-,-,85.600
'58:57:16.640',0.000,-,-,-,86.400
'58:57:16.648',0.000,-,-,-,87.200
'58:57:16.656',-0.009,-,-,-,88.000
'58:57:16.664',-0.027,-,-,-,87.200
'58:57:16.672',-0.027,-,-,-,87.200
'58:57:16.680',-0.045,-,-,-,86.400
'58:57:16.688',-0.027,-,-,-,85.600
'58:57:16.696',-0.054,-,-,-,84.000
'58:57:16.704',-0.071,-,-,-,82.400
'58:57:16.712',-0.071,-,-,-,81.600
'58:57:16.720',-0.089,-,-,-,80.000
'58:57:16.728',-0.089,-,-,-,77.600
'58:57:16.736',-0.089,-,-,-,76.000
'58:57:16.744',-0.071,-,-,-,73.600
'58:57:16.752',-0.071,-,-,-,71.200
'58:57:16.760',-0.071,-,-,-,68.800
'58:57:16.768',-0.089,-,-,-,66.400
'58:57:16.776',-0.071,-,-,-,64.800
'58:57:16.784',-0.071,-,-,-,63.200
'58:57:16.792',-0.071,-,-,-,61.600
'58:57:16.800',-0.071,-,-,-,60.000
'58:57:16.808',-0.071,-,-,-,59.200
'58:57:16.816',-0.071,-,-,-,58.400
'58:57:16.824',-0.071,-,-,-,57.600
'58:57:16.832',-0.071,-,-,-,57.600
'58:57:16.840',-0.071,-,-,-,56.800
'58:57:16.848',-0.054,-,-,-,56.800
'58:57:16.856',-0.054,-,-,-,56.000
'58:57:16.864',-0.045,-,-,-,56.000
'58:57:16.872',-0.045,-,-,-,56.000
'58:57:16.880',-0.027,-,-,-,55.200
'58:57:16.888',-0.009,-,-,-,55.200
'58:57:16.896',0.000,-,-,-,55.200
'58:57:16.904',-0.009,-,-,-,55.200
'58:57:16.912',-0.027,-,-,-,55.200
'58:57:16.920',-0.027,-,-,-,54.400
'58:57:16.928',-0.045,-,-,-,54.400
'58:57:16.936',-0.054,-,-,-,54.400
'58:57:16.944',-0.071,-,-,-,54.400
'58:57:16.952',-0.054,-,-,-,54.400
'58:57:16.960',-0.071,-,-,-,54.400
'58:57:16.968',-0.071,-,-,-,53.600
'58:57:16.976',-0.089,-,-,-,53.600
'58:57:16.984',-0.196,-,-,-,53.600
'58:57:16.992',-0.241,-,-,-,53.600
'58:57:17.000',-0.045,-,-,-,53.600
'58:57:17.008',0.321,-,-,-,53.600
'58:57:17.016',0.473,-,-,-,53.600
'58:57:17.024',0.429,-,-,-,53.600
'58:57:17.032',0.277,-,-,-,52.800
'58:57:17.040',0.089,-,-,-,52.800
'58:57:17.048',0.000,-,-,-,52.000
'58:57:17.056',-0.027,-,-,-,52.000
'58:57:17.064',-0.045,-,-,-,52.000
'58:57:17.072',-0.054,-,-,-,51.200
'58:57:17.080',-0.071,-,-,-,51.200
'58:57:17.088',-0.071,-,-,-,50.400
'58:57:17.096',-0.054,-,-,-,50.400
'58:57:17.104',-0.054,-,-,-,49.600
'58:57:17.112',-0.045,-,-,-,49.600
'58:57:17.120',-0.045,-,-,-,49.600
'58:57:17.128',-0.045,-,-,-,49.600
'58:57:17.136',-0.027,-,-,-,50.400
'58:57:17.144',-0.027,-,-,-,52.000
'58:57:17.152',-0.027,-,-,-,54.400
'58:57:17.160',0.000,-,-,-,57.600
'58:57:17.168',0.000,-,-,-,61.600
'58:57:17.176',0.000,-,-,-,65.600
'58:57:17.184',0.009,-,-,-,69.600
'58:57:17.192',0.027,-,-,-,73.600
'58:57:17.200',0.027,-,-,-,76.800
'58:57:17.208',0.045,-,-,-,80.000
'58:57:17.216',0.045,-,-,-,83.200
'58:57:17.224',0.054,-,-,-,84.800
'58:57:17.232',0.045,-,-,-,87.200
'58:57:17.240',0.045,-,-,-,88.000
'58:57:17.248',0.027,-,-,-,88.800
'58:57:17.256',0.027,-,-,-,88.800
'58:57:17.264',0.009,-,-,-,88.800
'58:57:17.272',0.000,-,-,-,88.800
'58:57:17.280',0.000,-,-,-,88.000
'58:57:17.288',0.000,-,-,-,87.200
'58:57:17.296',0.000,-,-,-,85.600
'58:57:17.304',0.000,-,-,-,84.800
'58:57:17.312',-0.009,-,-,-,83.200
'58:57:17.320',-0.009,-,-,-,81.600
'58:57:17.328',0.000,-,-,-,80.000
'58:57:17.336',-0.009,-,-,-,78.400
'58:57:17.344',0.000,-,-,-,76.000
'58:57:17.352',-0.009,-,-,-,74.400
'58:57:17.360',0.000,-,-,-,72.000
'58:57:17.368',-0.009,-,-,-,69.600
'58:57:17.376',-0.009,-,-,-,67.200
'58:57:17.384',0.000,-,-,-,65.600
'58:57:17.392',-0.009,-,-,-,64.000
'58:57:17.400',0.000,-,-,-,63.200
'58:57:17.408',-0.009,-,-,-,61.600
'58:57:17.416',0.000,-,-,-,60.800
'58:57:17.424',-0.009,-,-,-,60.000
'58:57:17.432',-0.009,-,-,-,59.200
'58:57:17.440',-0.009,-,-,-,59.200
'58:57:17.448',0.000,-,-,-,58.400
'58:57:17.456',0.000,-,-,-,58.400
'58:57:17.464',0.000,-,-,-,57.600
'58:57:17.472',0.000,-,-,-,57.600
'58:57:17.480',0.009,-,-,-,56.800
'58:57:17.488',0.027,-,-,-,56.800
'58:57:17.496',0.027,-,-,-,56.800
'58:57:17.504',0.009,-,-,-,56.000
'58:57:17.512',0.009,-,-,-,56.000
'58:57:17.520',0.000,-,-,-,56.000
'58:57:17.528',0.000,-,-,-,55.200
'58:57:17.536',-0.009,-,-,-,55.200
'58:57:17.544',-0.009,-,-,-,55.200
'58:57:17.552',-0.009,-,-,-,54.400
'58:57:17.560',-0.027,-,-,-,54.400
'58:57:17.568',-0.027,-,-,-,54.400
'58:57:17.576',-0.089,-,-,-,54.400
'58:57:17.584',-0.179,-,-,-,53.600
'58:57:17.592',-0.196,-,-,-,53.600
'58:57:17.600',0.071,-,-,-,53.600
'58:57:17.608',0.438,-,-,-,52.800
'58:57:17.616',0.536,-,-,-,52.800
'58:57:17.624',0.455,-,-,-,52.800
'58:57:17.632',0.259,-,-,-,52.000
'58:57:17.640',0.107,-,-,-,52.000
'58:57:17.648',0.045,-,-,-,51.200
'58:57:17.656',0.000,-,-,-,51.200
'58:57:17.664',-0.009,-,-,-,50.400
'58:57:17.672',-0.027,-,-,-,50.400
'58:57:17.680',-0.027,-,-,-,49.600
'58:57:17.688',-0.027,-,-,-,49.600
'58:57:17.696',-0.027,-,-,-,49.600
'58:57:17.704',-0.027,-,-,-,48.800
'58:57:17.712',-0.027,-,-,-,48.800
'58:57:17.720',-0.027,-,-,-,48.800
'58:57:17.728',-0.009,-,-,-,48.800
'58:57:17.736',-0.009,-,-,-,50.400
'58:57:17.744',0.000,-,-,-,52.800
'58:57:17.752',0.000,-,-,-,56.000
'58:57:17.760',0.000,-,-,-,60.000
'58:57:17.768',0.009,-,-,-,64.000
'58:57:17.776',0.009,-,-,-,68.000
'58:57:17.784',0.027,-,-,-,72.000
'58:57:17.792',0.045,-,-,-,76.000
'58:57:17.800',0.054,-,-,-,79.200
'58:57:17.808',0.054,-,-,-,81.600
'58:57:17.816',0.054,-,-,-,84.800
'58:57:17.824',0.054,-,-,-,86.400
'58:57:17.832',0.054,-,-,-,88.000
'58:57:17.840',0.045,-,-,-,88.800
'58:57:17.848',0.027,-,-,-,89.600
'58:57:17.856',0.027,-,-,-,89.600
'58:57:17.864',0.009,-,-,-,89.600
'58:57:17.872',0.000,-,-,-,88.800
'58:57:17.880',0.000,-,-,-,88.000
'58:57:17.888',0.000,-,-,-,87.200
'58:57:17.896',0.000,-,-,-,86.400
'58:57:17.904',0.000,-,-,-,84.800
'58:57:17.912',-0.009,-,-,-,83.200
'58:57:17.920',0.000,-,-,-,81.600
'58:57:17.928',0.000,-,-,-,80.000
'58:57:17.936',0.000,-,-,-,77.600
'58:57:17.944',0.000,-,-,-,76.000
'58:57:17.952',0.000,-,-,-,73.600
'58:57:17.960',-0.009,-,-,-,71.200
'58:57:17.968',-0.009,-,-,-,68.800
'58:57:17.976',-0.009,-,-,-,66.400
'58:57:17.984',0.000,-,-,-,64.800
'58:57:17.992',0.000,-,-,-,63.200
'58:57:18.000',-0.009,-,-,-,62.400
'58:57:18.008',-0.009,-,-,-,60.800
'58:57:18.016',-0.009,-,-,-,60.000
'58:57:18.024',-0.027,-,-,-,59.200
'58:57:18.032',-0.045,-,-,-,58.400
'58:57:18.040',-0.045,-,-,-,58.400
'58:57:18.048',-0.027,-,-,-,57.600
'58:57:18.056',-0.027,-,-,-,57.600
'58:57:18.064',-0.027,-,-,-,56.800
'58:57:18.072',-0.045,-,-,-,56.800
'58:57:18.080',-0.134,-,-,-,56.800
'58:57:18.088',-0.179,-,-,-,56.800
'58:57:18.096',-0.071,-,-,-,56.000
'58:57:18.104',0.241,-,-,-,56.000
'58:57:18.112',0.491,-,-,-,56.000
'58:57:18.120',0.500,-,-,-,56.000
'58:57:18.128',0.321,-,-,-,56.000
'58:57:18.136',0.116,-,-,-,56.000
'58:57:18.144',0.054,-,-,-,55.200
'58:57:18.152',0.009,-,-,-,55.200
'58:57:18.160',-0.009,-,-,-,54.400
'58:57:18.168',-0.027,-,-,-,54.400
'58:57:18.176',-0.027,-,-,-,53.600
'58:57:18.184',-0.027,-,-,-,53.600
'58:57:18.192',-0.027,-,-,-,52.800
'58:57:18.200',-0.027,-,-,-,52.000
'58:57:18.208',-0.027,-,-,-,52.000
'58:57:18.216',-0.027,-,-,-,51.200
'58:57:18.224',-0.027,-,-,-,51.200
'58:57:18.232',-0.027,-,-,-,51.200
'58:57:18.240',-0.027,-,-,-,52.000
'58:57:18.248',-0.027,-,-,-,52.800
'58:57:18.256',-0.027,-,-,-,55.200
'58:57:18.264',-0.027,-,-,-,58.400
'58:57:18.272',-0.009,-,-,-,61.600
'58:57:18.280',0.000,-,-,-,64.800
'58:57:18.288',0.000,-,-,-,68.800
'58:57:18.296',0.000,-,-,-,72.000
'58:57:18.304',0.000,-,-,-,75.200
'58:57:18.312',0.000,-,-,-,77.600
'58:57:18.320',0.009,-,-,-,80.000
'58:57:18.328',0.000,-,-,-,81.600
'58:57:18.336',0.000,-,-,-,83.200
'58:57:18.344',0.000,-,-,-,84.000
'58:57:18.352',-0.027,-,-,-,84.800
'58:57:18.360',-0.027,-,-,-,84.800
'58:57:18.368',-0.045,-,-,-,84.000
'58:57:18.376',-0.045,-,-,-,84.000
'58:57:18.384',-0.045,-,-,-,82.400
'58:57:18.392',-0.045,-,-,-,81.600
'58:57:18.400',-0.054,-,-,-,80.000
'58:57:18.408',-0.071,-,-,-,78.400
'58:57:18.416',-0.071,-,-,-,76.800
'58:57:18.424',-0.071,-,-,-,75.200
'58:57:18.432',-0.071,-,-,-,72.800
'58:57:18.440',-0.071,-,-,-,70.400
'58:57:18.448',-0.071,-,-,-,68.000
'58:57:18.456',-0.071,-,-,-,65.600
'58:57:18.464',-0.071,-,-,-,63.200
'58:57:18.472',-0.071,-,-,-,61.600
'58:57:18.480',-0.071,-,-,-,60.000
'58:57:18.488',-0.071,-,-,-,58.400
'58:57:18.496',-0.071,-,-,-,57.600
'58:57:18.504',-0.071,-,-,-,56.800
'58:57:18.512',-0.071,-,-,-,56.000
'58:57:18.520',-0.071,-,-,-,55.200
'58:57:18.528',-0.089,-,-,-,55.200
'58:57:18.536',-0.089,-,-,-,54.400
'58:57:18.544',-0.089,-,-,-,54.400
'58:57:18.552',-0.089,-,-,-,53.600
'58:57:18.560',-0.071,-,-,-,53.600
'58:57:18.568',-0.071,-,-,-,53.600
'58:57:18.576',-0.071,-,-,-,53.600
'58:57:18.584',-0.071,-,-,-,53.600
'58:57:18.592',-0.071,-,-,-,52.800
'58:57:18.600',-0.071,-,-,-,52.800
'58:57:18.608',-0.071,-,-,-,52.800
'58:57:18.616',-0.071,-,-,-,52.000
'58:57:18.624',-0.071,-,-,-,52.000
'58:57:18.632',-0.071,-,-,-,52.000
'58:57:18.640',-0.054,-,-,-,51.200
'58:57:18.648',-0.045,-,-,-,51.200
'58:57:18.656',-0.045,-,-,-,51.200
'58:57:18.664',-0.027,-,-,-,50.400
'58:57:18.672',-0.027,-,-,-,50.400
'58:57:18.680',-0.027,-,-,-,50.400
'58:57:18.688',-0.027,-,-,-,49.600
'58:57:18.696',-0.027,-,-,-,49.600
'58:57:18.704',-0.027,-,-,-,48.800
'58:57:18.712',-0.045,-,-,-,48.800
'58:57:18.720',-0.071,-,-,-,48.800
'58:57:18.728',-0.071,-,-,-,48.000
'58:57:18.736',-0.071,-,-,-,48.000
'58:57:18.744',-0.071,-,-,-,48.000
'58:57:18.752',-0.089,-,-,-,48.000
'58:57:18.760',-0.071,-,-,-,47.200
'58:57:18.768',-0.196,-,-,-,47.200
'58:57:18.776',-0.259,-,-,-,47.200
'58:57:18.784',-0.116,-,-,-,47.200
'58:57:18.792',0.223,-,-,-,47.200
'58:57:18.800',0.429,-,-,-,47.200
'58:57:18.808',0.438,-,-,-,47.200
'58:57:18.816',0.286,-,-,-,46.400
'58:57:18.824',0.089,-,-,-,46.400
'58:57:18.832',-0.009,-,-,-,46.400
'58:57:18.840',-0.045,-,-,-,45.600
'58:57:18.848',-0.089,-,-,-,45.600
'58:57:18.856',-0.089,-,-,-,45.600
'58:57:18.864',-0.107,-,-,-,44.800
'58:57:18.872',-0.107,-,-,-,44.800
'58:57:18.880',-0.107,-,-,-,44.800
'58:57:18.888',-0.107,-,-,-,44.800
'58:57:18.896',-0.089,-,-,-,44.000
'58:57:18.904',-0.089,-,-,-,44.000
'58:57:18.912',-0.089,-,-,-,44.800
'58:57:18.920',-0.089,-,-,-,45.600
'58:57:18.928',-0.071,-,-,-,48.000
'58:57:18.936',-0.071,-,-,-,51.200
'58:57:18.944',-0.054,-,-,-,55.200
'58:57:18.952',-0.045,-,-,-,60.000
'58:57:18.960',-0.027,-,-,-,64.800
'58:57:18.968',-0.027,-,-,-,69.600
'58:57:18.976',0.000,-,-,-,73.600
'58:57:18.984',0.000,-,-,-,77.600
'58:57:18.992',0.000,-,-,-,80.800
'58:57:19.000',0.009,-,-,-,84.000
'58:57:19.008',0.009,-,-,-,86.400
'58:57:19.016',0.009,-,-,-,88.000
'58:57:19.024',0.009,-,-,-,89.600
'58:57:19.032',0.000,-,-,-,89.600
'58:57:19.040',0.000,-,-,-,90.400
'58:57:19.048',0.000,-,-,-,89.600
'58:57:19.056',0.000,-,-,-,88.800
'58:57:19.064',0.000,-,-,-,88.000
'58:57:19.072',-0.009,-,-,-,87.200
'58:57:19.080',-0.009,-,-,-,85.600
'58:57:19.088',-0.027,-,-,-,84.800
'58:57:19.096',-0.009,-,-,-,83.200
'58:57:19.104',-0.027,-,-,-,81.600
'58:57:19.112',-0.009,-,-,-,80.000
'58:57:19.120',-0.027,-,-,-,77.600
'58:57:19.128',-0.009,-,-,-,76.000
'58:57:19.136',-0.027,-,-,-,73.600
'58:57:19.144',-0.009,-,-,-,71.200
'58:57:19.152',-0.009,-,-,-,68.800
'58:57:19.160',-0.009,-,-,-,67.200
'58:57:19.168',-0.009,-,-,-,65.600
'58:57:19.176',0.000,-,-,-,64.000
'58:57:19.184',-0.009,-,-,-,63.200
'58:57:19.192',0.000,-,-,-,61.600
'58:57:19.200',0.000,-,-,-,60.800
'58:57:19.208',0.000,-,-,-,60.000
'58:57:19.216',0.000,-,-,-,60.000
'58:57:19.224',0.000,-,-,-,59.200
'58:57:19.232',0.000,-,-,-,58.400
'58:57:19.240',0.000,-,-,-,58.400
'58:57:19.248',0.009,-,-,-,58.400
'58:57:19.256',0.009,-,-,-,57.600
'58:57:19.264',0.027,-,-,-,57.600
'58:57:19.272',0.027,-,-,-,56.800
'58:57:19.280',0.027,-,-,-,56.800
'58:57:19.288',0.027,-,-,-,56.800
'58:57:19.296',0.009,-,-,-,56.000
'58:57:19.304',0.009,-,-,-,56.000
'58:57:19.312',0.000,-,-,-,55.200
'58:57:19.320',0.000,-,-,-,55.200
'58:57:19.328',0.000,-,-,-,55.200
'58:57:19.336',0.000,-,-,-,54.400
'58:57:19.344',0.000,-,-,-,54.400
'58:57:19.352',-0.009,-,-,-,54.400
'58:57:19.360',-0.045,-,-,-,54.400
'58:57:19.368',-0.161,-,-,-,53.600
'58:57:19.376',-0.196,-,-,-,53.600
'58:57:19.384',-0.009,-,-,-,53.600
'58:57:19.392',0.366,-,-,-,53.600
'58:57:19.400',0.518,-,-,-,52.800
'58:57:19.408',0.536,-,-,-,52.800
'58:57:19.416',0.330,-,-,-,52.800
'58:57:19.424',0.134,-,-,-,52.000
'58:57:19.432',0.054,-,-,-,52.000
'58:57:19.440',0.009,-,-,-,51.200
'58:57:19.448',0.000,-,-,-,51.200
'58:57:19.456',-0.027,-,-,-,50.400
'58:57:19.464',-0.027,-,-,-,50.400
'58:57:19.472',-0.027,-,-,-,49.600
'58:57:19.480',-0.027,-,-,-,49.600
'58:57:19.488',-0.027,-,-,-,48.800
'58:57:19.496',-0.027,-,-,-,48.800
'58:57:19.504',-0.027,-,-,-,48.800
'58:57:19.512',-0.009,-,-,-,48.800
'58:57:19.520',-0.027,-,-,-,49.600
'58:57:19.528',0.000,-,-,-,51.200
'58:57:19.536',0.000,-,-,-,53.600
'58:57:19.544',0.000,-,-,-,56.800
'58:57:19.552',0.000,-,-,-,60.800
'58:57:19.560',0.009,-,-,-,65.600
'58:57:19.568',0.027,-,-,-,69.600
'58:57:19.576',0.027,-,-,-,72.800
'58:57:19.584',0.054,-,-,-,76.000
'58:57:19.592',0.054,-,-,-,79.200
'58:57:19.600',0.054,-,-,-,81.600
'58:57:19.608',0.054,-,-,-,84.000
'58:57:19.616',0.054,-,-,-,85.600
'58:57:19.624',0.045,-,-,-,87.200
'58:57:19.632',0.027,-,-,-,87.200
'58:57:19.640',0.027,-,-,-,88.000
'58:57:19.648',0.009,-,-,-,88.000
'58:57:19.656',0.009,-,-,-,87.200
'58:57:19.664',0.000,-,-,-,86.400
'58:57:19.672',0.000,-,-,-,85.600
'58:57:19.680',0.000,-,-,-,84.800
'58:57:19.688',0.000,-,-,-,84.000
'58:57:19.696',0.000,-,-,-,82.400
'58:57:19.704',0.000,-,-,-,80.800
'58:57:19.712',0.000,-,-,-,79.200
'58:57:19.720',0.000,-,-,-,76.800
'58:57:19.728',0.000,-,-,-,75.200
'58:57:19.736',-0.009,-,-,-,72.800
'58:57:19.744',-0.009,-,-,-,70.400
'58:57:19.752',-0.009,-,-,-,68.000
'58:57:19.760',-0.009,-,-,-,66.400
'58:57:19.768',-0.009,-,-,-,64.800
'58:57:19.776',-0.027,-,-,-,63.200
'58:57:19.784',0.000,-,-,-,61.600
'58:57:19.792',-0.009,-,-,-,60.800
'58:57:19.800',-0.009,-,-,-,59.200
'58:57:19.808',0.000,-,-,-,58.400
'58:57:19.816',-0.009,-,-,-,58.400
'58:57:19.824',0.000,-,-,-,57.600
'58:57:19.832',0.000,-,-,-,56.800
'58:57:19.840',0.000,-,-,-,56.800
'58:57:19.848',0.000,-,-,-,56.800
'58:57:19.856',0.009,-,-,-,56.000
'58:57:19.864',0.027,-,-,-,56.000
'58:57:19.872',0.027,-,-,-,56.000
'58:57:19.880',0.027,-,-,-,55.200
'58:57:19.888',0.009,-,-,-,55.200
'58:57:19.896',0.000,-,-,-,55.200
'58:57:19.904',0.000,-,-,-,55.200
'58:57:19.912',-0.009,-,-,-,54.400
'58:57:19.920',-0.027,-,-,-,54.400
'58:57:19.928',-0.027,-,-,-,54.400
'58:57:19.936',-0.027,-,-,-,54.400
'58:57:19.944',-0.027,-,-,-,53.600
'58:57:19.952',-0.027,-,-,-,53.600
'58:57:19.960',-0.107,-,-,-,53.600
'58:57:19.968',-0.196,-,-,-,53.600
'58:57:19.976',-0.134,-,-,-,52.800
'58:57:19.984',0.152,-,-,-,52.800
'58:57:19.992',0.473,-,-,-,52.800
'58:57:20.000',0.518,-,-,-,52.000
'58:57:20.008',0.429,-,-,-,52.000
'58:57:20.016',0.223,-,-,-,51.200
'58:57:20.024',0.071,-,-,-,51.200
'58:57:20.032',0.027,-,-,-,50.400
'58:57:20.040',0.000,-,-,-,50.400
'58:57:20.048',-0.027,-,-,-,49.600
'58:57:20.056',-0.027,-,-,-,49.600
'58:57:20.064',-0.045,-,-,-,49.600
'58:57:20.072',-0.045,-,-,-,48.800
'58:57:20.080',-0.045,-,-,-,48.800
'58:57:20.088',-0.045,-,-,-,48.800
'58:57:20.096',-0.027,-,-,-,48.000
'58:57:20.104',-0.027,-,-,-,48.000
'58:57:20.112',-0.027,-,-,-,48.800
'58:57:20.120',-0.027,-,-,-,50.400
'58:57:20.128',-0.027,-,-,-,52.000
'58:57:20.136',-0.027,-,-,-,55.200
'58:57:20.144',-0.009,-,-,-,59.200
'58:57:20.152',0.000,-,-,-,63.200
'58:57:20.160',0.000,-,-,-,67.200
'58:57:20.168',0.009,-,-,-,71.200
