'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'33:01:54.832',-,0.040,-,-,0.000,-,90.000
'33:01:54.840',-,0.020,-,-,0.000,-,90.000
'33:01:54.848',-,0.040,-,-,0.000,-,90.000
'33:01:54.856',-,-0.040,-,-,-0.020,-,90.000
'33:01:54.864',-,-0.080,-,-,-0.020,-,90.000
'33:01:54.872',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.880',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.888',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.896',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.904',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.912',-,-0.100,-,-,-0.040,-,90.000
'33:01:54.920',-,-0.140,-,-,-0.060,-,90.000
'33:01:54.928',-,0.020,-,-,0.040,-,90.000
'33:01:54.936',-,0.580,-,-,0.560,-,90.000
'33:01:54.944',-,0.720,-,-,0.640,-,90.000
'33:01:54.952',-,0.340,-,-,0.300,-,90.000
'33:01:54.960',-,0.120,-,-,0.160,-,90.000
'33:01:54.968',-,0.140,-,-,0.120,-,90.000
'33:01:54.976',-,0.040,-,-,0.020,-,90.000
'33:01:54.984',-,-0.040,-,-,-0.040,-,90.000
'33:01:54.992',-,-0.060,-,-,-0.040,-,90.000
'33:01:55.000',-,-0.080,-,-,-0.060,-,90.000
'33:01:55.008',-,-0.060,-,-,-0.060,-,90.000
'33:01:55.016',-,-0.080,-,-,-0.060,-,90.000
'33:01:55.024',-,-0.100,-,-,-0.060,-,90.000
'33:01:55.032',-,-0.080,-,-,-0.080,-,90.000
'33:01:55.040',-,-0.080,-,-,-0.060,-,90.000
'33:01:55.048',-,-0.080,-,-,-0.060,-,90.000
'33:01:55.056',-,-0.060,-,-,-0.060,-,90.000
'33:01:55.064',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.072',-,-0.020,-,-,-0.060,-,90.000
'33:01:55.080',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.088',-,0.000,-,-,-0.060,-,90.000
'33:01:55.096',-,0.000,-,-,-0.040,-,90.000
'33:01:55.104',-,-0.020,-,-,-0.060,-,90.000
'33:01:55.112',-,0.000,-,-,-0.060,-,90.000
'33:01:55.120',-,0.040,-,-,-0.060,-,90.000
'33:01:55.128',-,0.040,-,-,-0.060,-,90.000
'33:01:55.136',-,0.040,-,-,-0.060,-,90.000
'33:01:55.144',-,0.040,-,-,-0.060,-,90.000
'33:01:55.152',-,0.040,-,-,-0.080,-,90.000
'33:01:55.160',-,0.060,-,-,-0.060,-,90.000
'33:01:55.168',-,0.040,-,-,-0.040,-,90.000
'33:01:55.176',-,0.060,-,-,-0.040,-,90.000
'33:01:55.184',-,0.080,-,-,-0.040,-,90.000
'33:01:55.192',-,0.060,-,-,-0.020,-,90.000
'33:01:55.200',-,0.060,-,-,0.000,-,90.000
'33:01:55.208',-,0.040,-,-,-0.020,-,90.000
'33:01:55.216',-,0.040,-,-,-0.020,-,90.000
'33:01:55.224',-,0.020,-,-,-0.020,-,90.000
'33:01:55.232',-,0.020,-,-,-0.020,-,90.000
'33:01:55.240',-,0.020,-,-,0.000,-,90.000
'33:01:55.248',-,0.000,-,-,-0.020,-,90.000
'33:01:55.256',-,0.000,-,-,-0.020,-,90.000
'33:01:55.264',-,-0.040,-,-,0.000,-,90.000
'33:01:55.272',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.280',-,0.000,-,-,-0.040,-,90.000
'33:01:55.288',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.296',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.304',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.312',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.320',-,0.000,-,-,-0.040,-,90.000
'33:01:55.328',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.336',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.344',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.352',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.360',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.368',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.376',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.384',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.392',-,0.000,-,-,-0.040,-,90.000
'33:01:55.400',-,-0.020,-,-,-0.040,-,90.000
'33:01:55.408',-,0.080,-,-,0.020,-,90.000
'33:01:55.416',-,0.220,-,-,0.080,-,90.000
'33:01:55.424',-,0.360,-,-,0.120,-,90.000
'33:01:55.432',-,0.540,-,-,0.240,-,90.000
'33:01:55.440',-,0.720,-,-,0.340,-,90.000
'33:01:55.448',-,0.900,-,-,0.420,-,90.000
'33:01:55.456',-,1.120,-,-,0.660,-,90.000
'33:01:55.464',-,1.380,-,-,1.060,-,90.000
'33:01:55.472',-,1.740,-,-,1.640,-,90.000
'33:01:55.480',-,1.940,-,-,2.040,-,90.000
'33:01:55.488',-,1.260,-,-,1.400,-,90.000
'33:01:55.496',-,0.340,-,-,0.360,-,90.000
'33:01:55.504',-,-0.180,-,-,-0.180,-,90.000
'33:01:55.512',-,-0.300,-,-,-0.280,-,90.000
'33:01:55.520',-,-0.360,-,-,-0.340,-,90.000
'33:01:55.528',-,-0.380,-,-,-0.360,-,90.000
'33:01:55.536',-,-0.380,-,-,-0.360,-,90.000
'33:01:55.544',-,-0.360,-,-,-0.360,-,90.000
'33:01:55.552',-,-0.380,-,-,-0.380,-,90.000
'33:01:55.560',-,-0.380,-,-,-0.360,-,90.000
'33:01:55.568',-,-0.360,-,-,-0.380,-,90.000
'33:01:55.576',-,-0.400,-,-,-0.400,-,90.000
'33:01:55.584',-,-0.400,-,-,-0.380,-,90.000
'33:01:55.592',-,-0.440,-,-,-0.420,-,90.000
'33:01:55.600',-,-0.480,-,-,-0.440,-,90.000
'33:01:55.608',-,-0.480,-,-,-0.480,-,90.000
'33:01:55.616',-,-0.520,-,-,-0.520,-,90.000
'33:01:55.624',-,-0.580,-,-,-0.580,-,90.000
'33:01:55.632',-,-0.600,-,-,-0.600,-,90.000
'33:01:55.640',-,-0.640,-,-,-0.660,-,90.000
'33:01:55.648',-,-0.680,-,-,-0.700,-,90.000
'33:01:55.656',-,-0.680,-,-,-0.700,-,90.000
'33:01:55.664',-,-0.680,-,-,-0.700,-,90.000
'33:01:55.672',-,-0.660,-,-,-0.700,-,90.000
'33:01:55.680',-,-0.620,-,-,-0.660,-,90.000
'33:01:55.688',-,-0.540,-,-,-0.620,-,90.000
'33:01:55.696',-,-0.480,-,-,-0.540,-,90.000
'33:01:55.704',-,-0.380,-,-,-0.460,-,90.000
'33:01:55.712',-,-0.300,-,-,-0.360,-,90.000
'33:01:55.720',-,-0.200,-,-,-0.260,-,90.000
'33:01:55.728',-,-0.100,-,-,-0.180,-,90.000
'33:01:55.736',-,-0.060,-,-,-0.100,-,90.000
'33:01:55.744',-,-0.040,-,-,-0.040,-,90.000
'33:01:55.752',-,0.000,-,-,0.000,-,90.000
'33:01:55.760',-,0.040,-,-,0.020,-,90.000
'33:01:55.768',-,0.040,-,-,0.040,-,90.000
'33:01:55.776',-,0.040,-,-,0.020,-,90.000
'33:01:55.784',-,0.040,-,-,0.040,-,90.000
'33:01:55.792',-,0.020,-,-,0.040,-,90.000
'33:01:55.800',-,0.020,-,-,0.020,-,90.000
'33:01:55.808',-,0.040,-,-,0.040,-,90.000
'33:01:55.816',-,0.040,-,-,0.040,-,90.000
'33:01:55.824',-,0.040,-,-,0.020,-,90.000
'33:01:55.832',-,0.040,-,-,0.020,-,90.000
'33:01:55.840',-,0.040,-,-,0.040,-,90.000
'33:01:55.848',-,0.040,-,-,0.000,-,90.000
'33:01:55.856',-,0.000,-,-,-0.020,-,90.000
'33:01:55.864',-,0.160,-,-,-0.040,-,90.000
'33:01:55.872',-,0.300,-,-,0.040,-,90.000
'33:01:55.880',-,0.380,-,-,0.140,-,90.000
'33:01:55.888',-,0.420,-,-,0.200,-,90.000
'33:01:55.896',-,0.660,-,-,0.420,-,90.000
'33:01:55.904',-,0.980,-,-,0.720,-,90.000
'33:01:55.912',-,1.100,-,-,0.880,-,90.000
'33:01:55.920',-,1.000,-,-,0.920,-,90.000
'33:01:55.928',-,0.800,-,-,0.800,-,90.000
'33:01:55.936',-,0.640,-,-,0.700,-,90.000
'33:01:55.944',-,0.500,-,-,0.560,-,90.000
'33:01:55.952',-,0.300,-,-,0.320,-,90.000
'33:01:55.960',-,0.200,-,-,0.160,-,90.000
'33:01:55.968',-,0.160,-,-,0.080,-,90.000
'33:01:55.976',-,0.040,-,-,0.000,-,90.000
'33:01:55.984',-,-0.080,-,-,-0.080,-,90.000
'33:01:55.992',-,-0.220,-,-,-0.140,-,90.000
'33:01:56.000',-,-0.300,-,-,-0.180,-,90.000
'33:01:56.008',-,-0.280,-,-,-0.180,-,90.000
'33:01:56.016',-,-0.320,-,-,-0.200,-,90.000
'33:01:56.024',-,-0.340,-,-,-0.220,-,90.000
'33:01:56.032',-,-0.320,-,-,-0.200,-,90.000
'33:01:56.040',-,-0.340,-,-,-0.180,-,90.000
'33:01:56.048',-,-0.300,-,-,-0.180,-,90.000
'33:01:56.056',-,-0.320,-,-,-0.200,-,90.000
'33:01:56.064',-,-0.320,-,-,-0.220,-,90.000
'33:01:56.072',-,-0.360,-,-,-0.220,-,90.000
'33:01:56.080',-,-0.340,-,-,-0.240,-,90.000
'33:01:56.088',-,-0.360,-,-,-0.260,-,90.000
'33:01:56.096',-,-0.360,-,-,-0.260,-,90.000
'33:01:56.104',-,-0.380,-,-,-0.300,-,90.000
'33:01:56.112',-,-0.380,-,-,-0.320,-,90.000
'33:01:56.120',-,-0.360,-,-,-0.320,-,90.000
'33:01:56.128',-,-0.360,-,-,-0.320,-,90.000
'33:01:56.136',-,-0.360,-,-,-0.320,-,90.000
'33:01:56.144',-,-0.340,-,-,-0.300,-,90.000
'33:01:56.152',-,-0.280,-,-,-0.260,-,90.000
'33:01:56.160',-,-0.220,-,-,-0.220,-,90.000
'33:01:56.168',-,-0.180,-,-,-0.180,-,90.000
'33:01:56.176',-,-0.140,-,-,-0.140,-,90.000
'33:01:56.184',-,-0.100,-,-,-0.100,-,90.000
'33:01:56.192',-,-0.040,-,-,-0.040,-,90.000
'33:01:56.200',-,-0.020,-,-,0.000,-,90.000
'33:01:56.208',-,-0.020,-,-,0.000,-,90.000
'33:01:56.216',-,0.000,-,-,0.020,-,90.000
'33:01:56.224',-,0.000,-,-,0.040,-,90.000
'33:01:56.232',-,0.000,-,-,0.040,-,90.000
'33:01:56.240',-,0.000,-,-,0.040,-,90.000
'33:01:56.248',-,0.020,-,-,0.040,-,90.000
'33:01:56.256',-,-0.020,-,-,0.040,-,90.000
'33:01:56.264',-,-0.020,-,-,0.020,-,90.000
'33:01:56.272',-,-0.040,-,-,0.040,-,90.000
'33:01:56.280',-,-0.040,-,-,0.020,-,90.000
'33:01:56.288',-,0.000,-,-,0.040,-,90.000
'33:01:56.296',-,0.000,-,-,0.000,-,90.000
'33:01:56.304',-,0.000,-,-,0.000,-,90.000
'33:01:56.312',-,0.000,-,-,0.000,-,90.000
'33:01:56.320',-,0.000,-,-,0.000,-,90.000
'33:01:56.328',-,0.000,-,-,0.000,-,90.000
'33:01:56.336',-,0.000,-,-,0.000,-,90.000
'33:01:56.344',-,0.000,-,-,0.000,-,90.000
'33:01:56.352',-,0.000,-,-,0.000,-,90.000
'33:01:56.360',-,-0.020,-,-,0.000,-,90.000
'33:01:56.368',-,0.000,-,-,0.000,-,90.000
'33:01:56.376',-,0.000,-,-,0.000,-,90.000
'33:01:56.384',-,-0.020,-,-,0.000,-,90.000
'33:01:56.392',-,-0.020,-,-,0.000,-,90.000
'33:01:56.400',-,-0.020,-,-,0.000,-,90.000
'33:01:56.408',-,-0.040,-,-,0.000,-,90.000
'33:01:56.416',-,0.000,-,-,0.000,-,90.000
'33:01:56.424',-,-0.020,-,-,0.000,-,90.000
'33:01:56.432',-,0.000,-,-,0.000,-,90.000
'33:01:56.440',-,-0.040,-,-,0.000,-,90.000
'33:01:56.448',-,-0.040,-,-,-0.020,-,90.000
'33:01:56.456',-,-0.040,-,-,0.000,-,90.000
'33:01:56.464',-,-0.040,-,-,0.000,-,90.000
'33:01:56.472',-,-0.040,-,-,0.000,-,90.000
'33:01:56.480',-,-0.040,-,-,0.000,-,90.000
'33:01:56.488',-,-0.040,-,-,0.000,-,90.000
'33:01:56.496',-,-0.040,-,-,-0.020,-,90.000
'33:01:56.504',-,-0.060,-,-,0.000,-,90.000
'33:01:56.512',-,-0.040,-,-,0.000,-,90.000
'33:01:56.520',-,-0.040,-,-,0.000,-,90.000
'33:01:56.528',-,-0.040,-,-,-0.020,-,90.000
'33:01:56.536',-,-0.060,-,-,0.000,-,90.000
'33:01:56.544',-,-0.040,-,-,-0.020,-,90.000
'33:01:56.552',-,-0.080,-,-,-0.040,-,90.000
'33:01:56.560',-,-0.060,-,-,-0.020,-,90.000
'33:01:56.568',-,-0.040,-,-,0.000,-,90.000
'33:01:56.576',-,-0.040,-,-,0.000,-,90.000
'33:01:56.584',-,-0.040,-,-,0.000,-,90.000
'33:01:56.592',-,-0.040,-,-,0.000,-,90.000
'33:01:56.600',-,-0.060,-,-,0.000,-,90.000
'33:01:56.608',-,-0.060,-,-,0.000,-,90.000
'33:01:56.616',-,-0.040,-,-,0.000,-,90.000
'33:01:56.624',-,-0.060,-,-,0.000,-,90.000
'33:01:56.632',-,-0.080,-,-,0.000,-,90.000
'33:01:56.640',-,-0.100,-,-,-0.020,-,90.000
'33:01:56.648',-,-0.080,-,-,0.000,-,90.000
'33:01:56.656',-,-0.060,-,-,-0.020,-,90.000
'33:01:56.664',-,-0.040,-,-,0.000,-,90.000
'33:01:56.672',-,-0.060,-,-,-0.020,-,90.000
'33:01:56.680',-,-0.060,-,-,-0.020,-,90.000
'33:01:56.688',-,-0.060,-,-,0.000,-,90.000
'33:01:56.696',-,-0.040,-,-,0.000,-,90.000
'33:01:56.704',-,-0.040,-,-,0.000,-,90.000
'33:01:56.712',-,-0.020,-,-,0.000,-,90.000
'33:01:56.720',-,0.000,-,-,0.000,-,90.000
'33:01:56.728',-,0.020,-,-,0.020,-,90.000
'33:01:56.736',-,0.040,-,-,0.000,-,90.000
'33:01:56.744',-,0.020,-,-,0.020,-,90.000
'33:01:56.752',-,0.000,-,-,0.020,-,90.000
'33:01:56.760',-,-0.020,-,-,0.000,-,90.000
'33:01:56.768',-,-0.060,-,-,0.000,-,90.000
'33:01:56.776',-,-0.100,-,-,0.000,-,90.000
'33:01:56.784',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.792',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.800',-,-0.100,-,-,-0.020,-,90.000
'33:01:56.808',-,-0.140,-,-,-0.040,-,90.000
'33:01:56.816',-,-0.120,-,-,-0.020,-,90.000
'33:01:56.824',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.832',-,-0.160,-,-,-0.080,-,90.000
'33:01:56.840',-,0.120,-,-,0.160,-,90.000
'33:01:56.848',-,0.660,-,-,0.580,-,90.000
'33:01:56.856',-,0.700,-,-,0.420,-,90.000
'33:01:56.864',-,0.260,-,-,0.260,-,90.000
'33:01:56.872',-,0.060,-,-,0.160,-,90.000
'33:01:56.880',-,0.040,-,-,0.080,-,90.000
'33:01:56.888',-,-0.060,-,-,0.000,-,90.000
'33:01:56.896',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.904',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.912',-,-0.120,-,-,-0.040,-,90.000
'33:01:56.920',-,-0.120,-,-,-0.060,-,90.000
'33:01:56.928',-,-0.100,-,-,-0.080,-,90.000
'33:01:56.936',-,-0.140,-,-,-0.080,-,90.000
'33:01:56.944',-,-0.140,-,-,-0.060,-,90.000
'33:01:56.952',-,-0.100,-,-,-0.040,-,90.000
'33:01:56.960',-,-0.080,-,-,-0.060,-,90.000
'33:01:56.968',-,-0.100,-,-,-0.060,-,90.000
'33:01:56.976',-,-0.080,-,-,-0.060,-,90.000
'33:01:56.984',-,-0.060,-,-,-0.060,-,90.000
'33:01:56.992',-,-0.100,-,-,-0.060,-,90.000
'33:01:57.000',-,-0.040,-,-,-0.060,-,90.000
'33:01:57.008',-,-0.060,-,-,-0.040,-,90.000
'33:01:57.016',-,-0.060,-,-,-0.040,-,90.000
'33:01:57.024',-,-0.040,-,-,-0.040,-,90.000
'33:01:57.032',-,-0.040,-,-,-0.060,-,90.000
'33:01:57.040',-,0.000,-,-,-0.060,-,90.000
'33:01:57.048',-,0.000,-,-,-0.040,-,90.000
'33:01:57.056',-,0.020,-,-,-0.040,-,90.000
'33:01:57.064',-,0.020,-,-,-0.040,-,90.000
'33:01:57.072',-,0.000,-,-,-0.020,-,90.000
'33:01:57.080',-,0.040,-,-,0.000,-,90.000
'33:01:57.088',-,0.060,-,-,0.000,-,90.000
'33:01:57.096',-,0.080,-,-,-0.020,-,90.000
'33:01:57.104',-,0.080,-,-,0.000,-,90.000
'33:01:57.112',-,0.080,-,-,0.020,-,90.000
'33:01:57.120',-,0.040,-,-,0.000,-,90.000
'33:01:57.128',-,0.040,-,-,0.000,-,90.000
'33:01:57.136',-,0.020,-,-,0.020,-,90.000
'33:01:57.144',-,0.000,-,-,0.000,-,90.000
'33:01:57.152',-,-0.020,-,-,0.000,-,90.000
'33:01:57.160',-,-0.040,-,-,0.000,-,90.000
'33:01:57.168',-,-0.060,-,-,0.000,-,90.000
'33:01:57.176',-,-0.080,-,-,0.000,-,90.000
'33:01:57.184',-,-0.100,-,-,-0.020,-,90.000
'33:01:57.192',-,-0.100,-,-,0.000,-,90.000
'33:01:57.200',-,-0.100,-,-,0.000,-,90.000
'33:01:57.208',-,-0.100,-,-,-0.020,-,90.000
'33:01:57.216',-,-0.100,-,-,-0.020,-,90.000
