'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'6:21:40.856',0.000,-,-,-,-0.060,-,57.600,33.600
'6:21:40.864',0.000,-,-,-,-0.080,-,56.800,33.400
'6:21:40.872',0.000,-,-,-,-0.060,-,56.800,33.200
'6:21:40.880',0.000,-,-,-,-0.080,-,56.800,32.800
'6:21:40.888',0.000,-,-,-,-0.060,-,57.600,32.600
'6:21:40.896',0.000,-,-,-,-0.080,-,58.400,32.200
'6:21:40.904',0.000,-,-,-,-0.080,-,59.200,32.000
'6:21:40.912',0.000,-,-,-,-0.080,-,60.000,31.600
'6:21:40.920',0.000,-,-,-,-0.080,-,60.800,31.400
'6:21:40.928',0.000,-,-,-,-0.060,-,61.600,31.000
'6:21:40.936',0.000,-,-,-,-0.080,-,62.400,30.800
'6:21:40.944',0.000,-,-,-,-0.060,-,62.400,30.400
'6:21:40.952',0.000,-,-,-,-0.080,-,61.600,30.200
'6:21:40.960',0.000,-,-,-,-0.060,-,60.800,30.200
'6:21:40.968',0.000,-,-,-,-0.080,-,60.800,30.000
'6:21:40.976',0.000,-,-,-,-0.060,-,60.000,30.200
'6:21:40.984',0.000,-,-,-,-0.060,-,59.200,30.400
'6:21:40.992',0.000,-,-,-,-0.060,-,58.400,30.400
'6:21:41.000',0.000,-,-,-,-0.060,-,57.600,30.600
'6:21:41.008',0.000,-,-,-,-0.060,-,56.800,30.800
'6:21:41.016',0.000,-,-,-,-0.040,-,56.000,31.000
'6:21:41.024',0.000,-,-,-,-0.060,-,56.000,31.200
'6:21:41.032',0.000,-,-,-,-0.040,-,56.000,31.400
'6:21:41.040',0.000,-,-,-,-0.040,-,55.200,31.600
'6:21:41.048',0.000,-,-,-,-0.040,-,55.200,31.600
'6:21:41.056',0.000,-,-,-,-0.040,-,55.200,31.600
'6:21:41.064',0.008,-,-,-,-0.040,-,54.400,31.400
'6:21:41.072',0.000,-,-,-,-0.040,-,54.400,31.400
'6:21:41.080',0.000,-,-,-,-0.040,-,54.400,31.400
'6:21:41.088',0.000,-,-,-,-0.040,-,54.400,31.400
'6:21:41.096',0.000,-,-,-,-0.040,-,53.600,31.600
'6:21:41.104',0.000,-,-,-,-0.040,-,53.600,31.800
'6:21:41.112',0.000,-,-,-,-0.040,-,53.600,32.000
'6:21:41.120',0.000,-,-,-,-0.040,-,53.600,32.200
'6:21:41.128',0.000,-,-,-,-0.040,-,53.600,32.200
'6:21:41.136',0.000,-,-,-,-0.040,-,52.800,32.400
'6:21:41.144',0.000,-,-,-,-0.040,-,52.800,32.400
'6:21:41.152',0.000,-,-,-,-0.040,-,52.800,32.600
'6:21:41.160',0.008,-,-,-,-0.040,-,52.800,32.800
'6:21:41.168',0.000,-,-,-,-0.040,-,52.800,33.000
'6:21:41.176',0.000,-,-,-,-0.040,-,52.000,33.200
'6:21:41.184',0.000,-,-,-,-0.040,-,52.000,33.200
'6:21:41.192',0.000,-,-,-,-0.040,-,52.000,33.600
'6:21:41.200',0.000,-,-,-,-0.040,-,51.200,33.800
'6:21:41.208',0.000,-,-,-,-0.040,-,51.200,34.200
'6:21:41.216',0.000,-,-,-,-0.040,-,51.200,34.400
'6:21:41.224',0.000,-,-,-,-0.020,-,51.200,34.600
'6:21:41.232',0.000,-,-,-,-0.040,-,50.400,34.800
'6:21:41.240',0.000,-,-,-,-0.040,-,50.400,35.200
'6:21:41.248',0.000,-,-,-,-0.040,-,50.400,35.400
'6:21:41.256',0.000,-,-,-,-0.020,-,50.400,35.800
'6:21:41.264',0.000,-,-,-,-0.040,-,49.600,36.000
'6:21:41.272',0.000,-,-,-,-0.020,-,49.600,36.400
'6:21:41.280',0.000,-,-,-,-0.040,-,49.600,36.800
'6:21:41.288',0.000,-,-,-,-0.020,-,49.600,37.200
'6:21:41.296',0.000,-,-,-,-0.040,-,49.600,37.400
'6:21:41.304',0.000,-,-,-,-0.020,-,49.600,37.600
'6:21:41.312',0.000,-,-,-,-0.020,-,48.800,37.800
'6:21:41.320',0.000,-,-,-,-0.020,-,48.800,38.200
'6:21:41.328',0.000,-,-,-,-0.020,-,48.800,38.800
'6:21:41.336',0.000,-,-,-,-0.040,-,48.800,39.200
'6:21:41.344',0.000,-,-,-,-0.020,-,48.800,39.600
'6:21:41.352',0.000,-,-,-,-0.040,-,48.800,40.000
'6:21:41.360',0.000,-,-,-,-0.020,-,48.800,40.400
'6:21:41.368',0.000,-,-,-,-0.040,-,48.000,40.800
'6:21:41.376',0.000,-,-,-,-0.020,-,48.000,41.200
'6:21:41.384',0.000,-,-,-,-0.020,-,48.000,41.600
'6:21:41.392',0.000,-,-,-,-0.020,-,48.000,42.000
'6:21:41.400',0.000,-,-,-,-0.020,-,48.000,42.400
'6:21:41.408',0.000,-,-,-,-0.020,-,48.800,43.000
'6:21:41.416',0.000,-,-,-,-0.020,-,48.800,43.400
'6:21:41.424',0.000,-,-,-,-0.020,-,48.000,44.000
'6:21:41.432',0.000,-,-,-,-0.020,-,48.000,44.400
'6:21:41.440',0.000,-,-,-,0.000,-,48.000,44.600
'6:21:41.448',0.000,-,-,-,-0.020,-,48.000,45.000
'6:21:41.456',0.000,-,-,-,0.000,-,47.200,45.000
'6:21:41.464',0.000,-,-,-,-0.020,-,47.200,45.000
'6:21:41.472',-0.008,-,-,-,-0.020,-,47.200,45.000
'6:21:41.480',0.000,-,-,-,-0.020,-,46.400,45.000
'6:21:41.488',0.000,-,-,-,-0.020,-,46.400,45.000
'6:21:41.496',0.000,-,-,-,-0.020,-,46.400,45.000
'6:21:41.504',0.000,-,-,-,-0.020,-,46.400,45.000
'6:21:41.512',0.000,-,-,-,-0.020,-,46.400,44.800
'6:21:41.520',0.000,-,-,-,-0.020,-,46.400,44.800
'6:21:41.528',0.000,-,-,-,-0.020,-,46.400,44.800
'6:21:41.536',0.000,-,-,-,0.000,-,46.400,44.600
'6:21:41.544',0.000,-,-,-,-0.020,-,46.400,44.800
'6:21:41.552',0.000,-,-,-,-0.020,-,46.400,44.600
'6:21:41.560',0.000,-,-,-,-0.020,-,46.400,44.400
'6:21:41.568',0.000,-,-,-,-0.020,-,46.400,44.200
'6:21:41.576',0.000,-,-,-,-0.020,-,46.400,44.000
'6:21:41.584',0.000,-,-,-,-0.020,-,45.600,43.800
'6:21:41.592',0.008,-,-,-,0.000,-,45.600,43.600
'6:21:41.600',0.000,-,-,-,-0.020,-,45.600,43.400
'6:21:41.608',0.000,-,-,-,0.000,-,45.600,43.200
'6:21:41.616',0.000,-,-,-,-0.020,-,44.800,43.000
'6:21:41.624',0.000,-,-,-,-0.020,-,44.800,42.800
'6:21:41.632',0.000,-,-,-,-0.020,-,44.800,42.400
'6:21:41.640',0.000,-,-,-,-0.020,-,44.800,42.400
'6:21:41.648',0.000,-,-,-,0.000,-,44.800,42.200
'6:21:41.656',0.000,-,-,-,0.000,-,44.800,42.000
'6:21:41.664',0.000,-,-,-,0.000,-,44.000,41.800
'6:21:41.672',0.016,-,-,-,0.000,-,44.000,41.600
'6:21:41.680',0.040,-,-,-,0.000,-,44.000,41.400
'6:21:41.688',0.080,-,-,-,0.060,-,44.000,41.200
'6:21:41.696',0.128,-,-,-,0.080,-,44.000,41.000
'6:21:41.704',0.184,-,-,-,0.040,-,44.000,41.000
'6:21:41.712',0.240,-,-,-,0.000,-,44.000,40.800
'6:21:41.720',0.288,-,-,-,0.040,-,44.000,40.600
'6:21:41.728',0.264,-,-,-,0.000,-,43.200,40.600
'6:21:41.736',0.184,-,-,-,-0.140,-,43.200,40.800
'6:21:41.744',0.104,-,-,-,-0.200,-,43.200,41.000
'6:21:41.752',-0.008,-,-,-,-0.040,-,43.200,41.600
'6:21:41.760',-0.168,-,-,-,0.020,-,43.200,41.800
'6:21:41.768',-0.216,-,-,-,0.040,-,43.200,42.000
'6:21:41.776',-0.208,-,-,-,0.000,-,44.000,42.200
'6:21:41.784',-0.160,-,-,-,0.000,-,44.800,42.000
'6:21:41.792',-0.128,-,-,-,0.000,-,46.400,41.600
'6:21:41.800',-0.088,-,-,-,0.000,-,46.400,41.400
'6:21:41.808',-0.088,-,-,-,-0.020,-,46.400,41.600
'6:21:41.816',-0.072,-,-,-,-0.020,-,47.200,42.000
'6:21:41.824',-0.064,-,-,-,-0.020,-,49.600,42.600
'6:21:41.832',-0.072,-,-,-,-0.020,-,55.200,43.400
'6:21:41.840',-0.064,-,-,-,0.000,-,64.000,44.200
'6:21:41.848',-0.056,-,-,-,0.000,-,74.400,45.000
'6:21:41.856',-0.048,-,-,-,0.000,-,84.800,45.000
'6:21:41.864',-0.048,-,-,-,0.000,-,95.200,45.000
'6:21:41.872',-0.040,-,-,-,0.000,-,104.000,45.000
'6:21:41.880',-0.040,-,-,-,0.020,-,111.200,45.000
'6:21:41.888',-0.048,-,-,-,0.020,-,116.000,45.000
'6:21:41.896',-0.064,-,-,-,0.040,-,120.000,45.000
'6:21:41.904',-0.056,-,-,-,0.040,-,121.600,45.000
'6:21:41.912',-0.048,-,-,-,0.040,-,122.400,45.000
'6:21:41.920',-0.048,-,-,-,0.040,-,122.400,45.000
'6:21:41.928',-0.056,-,-,-,0.040,-,120.800,45.000
'6:21:41.936',-0.048,-,-,-,0.040,-,120.000,45.000
'6:21:41.944',-0.048,-,-,-,0.060,-,118.400,45.000
'6:21:41.952',-0.040,-,-,-,0.040,-,116.800,45.000
'6:21:41.960',-0.048,-,-,-,0.060,-,115.200,45.000
'6:21:41.968',-0.040,-,-,-,0.060,-,114.400,45.000
'6:21:41.976',-0.040,-,-,-,0.080,-,113.600,45.000
'6:21:41.984',-0.040,-,-,-,0.080,-,112.000,45.000
'6:21:41.992',-0.032,-,-,-,0.080,-,111.200,45.000
'6:21:42.000',-0.040,-,-,-,0.080,-,108.800,45.000
'6:21:42.008',-0.024,-,-,-,0.080,-,107.200,45.000
'6:21:42.016',-0.032,-,-,-,0.100,-,104.000,45.000
'6:21:42.024',-0.016,-,-,-,0.080,-,100.000,45.000
'6:21:42.032',-0.024,-,-,-,0.080,-,95.200,45.000
'6:21:42.040',-0.008,-,-,-,0.080,-,90.400,45.000
'6:21:42.048',-0.016,-,-,-,0.080,-,86.400,45.000
'6:21:42.056',0.000,-,-,-,0.080,-,82.400,45.000
'6:21:42.064',0.000,-,-,-,0.080,-,78.400,45.000
'6:21:42.072',0.000,-,-,-,0.080,-,75.200,45.000
'6:21:42.080',0.000,-,-,-,0.080,-,72.800,45.000
'6:21:42.088',0.008,-,-,-,0.060,-,71.200,45.000
'6:21:42.096',0.008,-,-,-,0.040,-,72.000,45.000
'6:21:42.104',0.016,-,-,-,0.040,-,73.600,45.000
'6:21:42.112',0.024,-,-,-,0.040,-,76.000,45.000
'6:21:42.120',0.016,-,-,-,0.040,-,80.000,45.000
'6:21:42.128',0.032,-,-,-,0.020,-,84.000,45.000
'6:21:42.136',0.040,-,-,-,0.020,-,88.000,45.000
'6:21:42.144',0.048,-,-,-,0.000,-,92.800,45.000
'6:21:42.152',0.040,-,-,-,0.000,-,96.800,45.000
'6:21:42.160',0.048,-,-,-,0.000,-,100.000,45.000
'6:21:42.168',0.040,-,-,-,0.000,-,102.400,45.000
'6:21:42.176',0.048,-,-,-,0.000,-,103.200,45.000
'6:21:42.184',0.040,-,-,-,0.000,-,102.400,45.000
'6:21:42.192',0.032,-,-,-,-0.020,-,101.600,45.000
'6:21:42.200',0.032,-,-,-,-0.020,-,100.000,45.000
'6:21:42.208',0.024,-,-,-,-0.020,-,98.400,45.000
'6:21:42.216',0.016,-,-,-,-0.040,-,96.000,44.200
'6:21:42.224',0.024,-,-,-,-0.020,-,93.600,43.600
'6:21:42.232',0.016,-,-,-,-0.040,-,89.600,43.000
'6:21:42.240',0.008,-,-,-,-0.040,-,84.800,42.600
'6:21:42.248',0.008,-,-,-,-0.040,-,80.800,42.200
'6:21:42.256',0.008,-,-,-,-0.040,-,76.800,41.800
'6:21:42.264',0.000,-,-,-,-0.040,-,74.400,41.400
'6:21:42.272',0.008,-,-,-,-0.040,-,73.600,41.200
'6:21:42.280',0.000,-,-,-,-0.040,-,72.800,41.000
'6:21:42.288',0.000,-,-,-,-0.040,-,73.600,40.600
'6:21:42.296',0.000,-,-,-,-0.040,-,74.400,40.600
'6:21:42.304',0.000,-,-,-,-0.040,-,76.000,40.400
'6:21:42.312',0.000,-,-,-,-0.040,-,76.800,40.000
'6:21:42.320',0.000,-,-,-,-0.040,-,77.600,39.600
'6:21:42.328',0.000,-,-,-,-0.040,-,77.600,39.200
'6:21:42.336',-0.008,-,-,-,-0.040,-,76.800,38.800
'6:21:42.344',0.000,-,-,-,-0.040,-,76.000,38.600
'6:21:42.352',0.000,-,-,-,-0.040,-,74.400,38.200
'6:21:42.360',0.000,-,-,-,-0.040,-,72.800,37.800
'6:21:42.368',-0.008,-,-,-,-0.040,-,71.200,37.600
'6:21:42.376',0.000,-,-,-,-0.040,-,70.400,37.400
'6:21:42.384',-0.008,-,-,-,-0.040,-,68.800,37.200
'6:21:42.392',0.000,-,-,-,-0.040,-,68.000,36.800
'6:21:42.400',-0.008,-,-,-,-0.040,-,67.200,36.600
'6:21:42.408',0.000,-,-,-,-0.040,-,66.400,36.400
'6:21:42.416',-0.008,-,-,-,-0.040,-,66.400,36.200
'6:21:42.424',0.000,-,-,-,-0.020,-,65.600,36.000
'6:21:42.432',0.000,-,-,-,-0.040,-,65.600,35.800
'6:21:42.440',0.000,-,-,-,-0.020,-,65.600,35.400
'6:21:42.448',-0.008,-,-,-,-0.040,-,65.600,35.200
'6:21:42.456',0.000,-,-,-,-0.020,-,64.800,34.800
'6:21:42.464',0.000,-,-,-,-0.040,-,64.800,34.400
'6:21:42.472',0.000,-,-,-,-0.040,-,64.000,34.200
'6:21:42.480',0.000,-,-,-,-0.040,-,63.200,33.800
'6:21:42.488',0.000,-,-,-,-0.040,-,63.200,33.600
'6:21:42.496',0.000,-,-,-,-0.040,-,62.400,33.200
'6:21:42.504',0.000,-,-,-,-0.040,-,61.600,33.000
