'Elapsed time','II','III','AVF','V','ABP'
'13:51:30.352',0.194,-,-,0.042,100.800
'13:51:30.360',0.181,-,-,0.042,99.200
'13:51:30.368',0.181,-,-,0.042,98.400
'13:51:30.376',0.167,-,-,0.028,96.800
'13:51:30.384',0.139,-,-,0.028,96.000
'13:51:30.392',0.125,-,-,0.042,94.400
'13:51:30.400',0.083,-,-,0.028,92.800
'13:51:30.408',0.083,-,-,0.042,91.200
'13:51:30.416',0.056,-,-,0.028,88.800
'13:51:30.424',0.056,-,-,0.042,87.200
'13:51:30.432',0.056,-,-,0.056,84.800
'13:51:30.440',0.042,-,-,0.056,82.400
'13:51:30.448',0.028,-,-,0.056,80.000
'13:51:30.456',0.028,-,-,0.056,77.600
'13:51:30.464',0.014,-,-,0.042,76.000
'13:51:30.472',0.014,-,-,0.056,75.200
'13:51:30.480',0.014,-,-,0.056,75.200
'13:51:30.488',0.014,-,-,0.056,75.200
'13:51:30.496',0.014,-,-,0.028,76.000
'13:51:30.504',0.014,-,-,0.042,76.800
'13:51:30.512',0.014,-,-,0.028,76.800
'13:51:30.520',0.014,-,-,0.028,76.800
'13:51:30.528',0.000,-,-,0.028,76.800
'13:51:30.536',0.000,-,-,0.014,76.000
'13:51:30.544',0.000,-,-,0.028,75.200
'13:51:30.552',0.000,-,-,0.014,74.400
'13:51:30.560',0.000,-,-,0.028,73.600
'13:51:30.568',0.000,-,-,0.028,72.800
'13:51:30.576',0.000,-,-,0.028,72.800
'13:51:30.584',0.000,-,-,0.028,72.000
'13:51:30.592',0.014,-,-,0.042,71.200
'13:51:30.600',0.014,-,-,0.042,71.200
'13:51:30.608',0.014,-,-,0.042,70.400
'13:51:30.616',0.014,-,-,0.056,70.400
'13:51:30.624',0.014,-,-,0.042,69.600
'13:51:30.632',0.000,-,-,0.056,69.600
'13:51:30.640',0.000,-,-,0.042,69.600
'13:51:30.648',0.000,-,-,0.028,68.800
'13:51:30.656',-0.014,-,-,0.042,68.800
'13:51:30.664',0.000,-,-,0.028,68.800
'13:51:30.672',0.000,-,-,0.028,68.000
'13:51:30.680',0.028,-,-,0.042,68.000
'13:51:30.688',0.194,-,-,0.197,67.200
'13:51:30.696',0.431,-,-,0.408,67.200
'13:51:30.704',0.528,-,-,0.479,66.400
'13:51:30.712',0.278,-,-,-0.070,66.400
'13:51:30.720',0.014,-,-,-0.451,65.600
'13:51:30.728',-0.125,-,-,-0.465,65.600
'13:51:30.736',-0.181,-,-,-0.310,64.800
'13:51:30.744',-0.181,-,-,-0.169,64.800
'13:51:30.752',-0.153,-,-,-0.070,64.800
'13:51:30.760',-0.153,-,-,-0.042,64.000
'13:51:30.768',-0.153,-,-,-0.028,64.000
'13:51:30.776',-0.139,-,-,-0.028,63.200
'13:51:30.784',-0.139,-,-,-0.028,63.200
'13:51:30.792',-0.125,-,-,-0.028,62.400
'13:51:30.800',-0.125,-,-,-0.042,62.400
'13:51:30.808',-0.125,-,-,-0.042,62.400
'13:51:30.816',-0.139,-,-,-0.042,63.200
'13:51:30.824',-0.139,-,-,-0.056,66.400
'13:51:30.832',-0.139,-,-,-0.070,71.200
'13:51:30.840',-0.139,-,-,-0.070,79.200
'13:51:30.848',-0.153,-,-,-0.113,88.800
'13:51:30.856',-0.153,-,-,-0.127,98.400
'13:51:30.864',-0.167,-,-,-0.141,107.200
'13:51:30.872',-0.181,-,-,-0.169,113.600
'13:51:30.880',-0.181,-,-,-0.197,116.000
'13:51:30.888',-0.181,-,-,-0.225,116.800
'13:51:30.896',-0.194,-,-,-0.197,115.200
'13:51:30.904',-0.194,-,-,-0.254,113.600
'13:51:30.912',-0.194,-,-,-0.254,111.200
'13:51:30.920',-0.194,-,-,-0.268,109.600
'13:51:30.928',-0.181,-,-,-0.254,107.200
'13:51:30.936',-0.167,-,-,-0.254,106.400
'13:51:30.944',-0.139,-,-,-0.239,104.800
'13:51:30.952',-0.097,-,-,-0.197,104.000
'13:51:30.960',-0.069,-,-,-0.169,103.200
'13:51:30.968',-0.042,-,-,-0.141,101.600
'13:51:30.976',-0.014,-,-,-0.113,100.000
'13:51:30.984',0.000,-,-,-0.056,98.400
'13:51:30.992',0.014,-,-,-0.028,96.000
'13:51:31.000',0.028,-,-,0.000,93.600
'13:51:31.008',0.042,-,-,0.014,90.400
'13:51:31.016',0.042,-,-,0.042,87.200
'13:51:31.024',0.056,-,-,0.056,84.800
'13:51:31.032',0.069,-,-,0.056,81.600
'13:51:31.040',0.069,-,-,0.070,80.000
'13:51:31.048',0.069,-,-,0.085,79.200
'13:51:31.056',0.069,-,-,0.070,78.400
'13:51:31.064',0.069,-,-,0.085,78.400
'13:51:31.072',0.069,-,-,0.085,79.200
'13:51:31.080',0.056,-,-,0.085,79.200
'13:51:31.088',0.056,-,-,0.085,79.200
'13:51:31.096',0.056,-,-,0.085,79.200
'13:51:31.104',0.056,-,-,0.056,79.200
'13:51:31.112',0.056,-,-,0.070,78.400
'13:51:31.120',0.056,-,-,0.056,77.600
'13:51:31.128',0.056,-,-,0.056,77.600
'13:51:31.136',0.056,-,-,0.070,76.800
'13:51:31.144',0.056,-,-,0.056,76.000
'13:51:31.152',0.042,-,-,0.070,75.200
'13:51:31.160',0.042,-,-,0.056,74.400
'13:51:31.168',0.042,-,-,0.070,73.600
'13:51:31.176',0.042,-,-,0.056,73.600
'13:51:31.184',0.042,-,-,0.070,72.800
'13:51:31.192',0.042,-,-,0.056,72.000
'13:51:31.200',0.042,-,-,0.056,71.200
'13:51:31.208',0.042,-,-,0.056,71.200
'13:51:31.216',0.042,-,-,0.056,70.400
'13:51:31.224',0.042,-,-,0.056,69.600
'13:51:31.232',0.042,-,-,0.056,69.600
'13:51:31.240',0.042,-,-,0.042,68.800
'13:51:31.248',0.056,-,-,0.056,68.000
'13:51:31.256',0.042,-,-,0.155,68.000
'13:51:31.264',0.014,-,-,0.028,67.200
'13:51:31.272',0.014,-,-,0.056,67.200
'13:51:31.280',0.028,-,-,0.056,66.400
'13:51:31.288',0.042,-,-,0.056,66.400
'13:51:31.296',0.042,-,-,0.042,65.600
'13:51:31.304',0.042,-,-,0.056,65.600
'13:51:31.312',0.042,-,-,0.056,64.800
'13:51:31.320',0.028,-,-,0.042,64.800
'13:51:31.328',0.028,-,-,0.056,64.800
'13:51:31.336',0.028,-,-,0.042,64.000
'13:51:31.344',0.028,-,-,0.042,64.000
'13:51:31.352',0.028,-,-,0.042,63.200
'13:51:31.360',0.028,-,-,0.042,63.200
'13:51:31.368',0.028,-,-,0.042,62.400
'13:51:31.376',0.028,-,-,0.042,62.400
'13:51:31.384',0.028,-,-,0.028,62.400
'13:51:31.392',0.014,-,-,0.028,61.600
'13:51:31.400',0.014,-,-,0.028,61.600
'13:51:31.408',0.014,-,-,0.028,61.600
'13:51:31.416',0.014,-,-,0.028,60.800
'13:51:31.424',0.014,-,-,0.028,60.800
'13:51:31.432',0.014,-,-,0.028,60.800
'13:51:31.440',0.014,-,-,0.028,60.800
'13:51:31.448',0.014,-,-,0.042,60.000
'13:51:31.456',0.028,-,-,0.028,60.000
'13:51:31.464',0.014,-,-,0.042,60.000
'13:51:31.472',0.028,-,-,0.028,59.200
'13:51:31.480',0.042,-,-,0.000,59.200
'13:51:31.488',-0.014,-,-,0.056,58.400
'13:51:31.496',-0.139,-,-,0.056,58.400
'13:51:31.504',-0.292,-,-,0.028,57.600
'13:51:31.512',-0.500,-,-,-0.169,57.600
'13:51:31.520',-0.722,-,-,-0.493,57.600
'13:51:31.528',-0.972,-,-,-0.859,56.800
'13:51:31.536',-1.181,-,-,-1.169,56.800
'13:51:31.544',-1.208,-,-,-1.268,56.800
'13:51:31.552',-0.917,-,-,-1.141,56.800
'13:51:31.560',-0.528,-,-,-0.845,56.000
'13:51:31.568',-0.153,-,-,-0.408,56.000
'13:51:31.576',0.069,-,-,-0.056,56.000
'13:51:31.584',0.181,-,-,0.113,56.000
'13:51:31.592',0.208,-,-,0.155,56.000
'13:51:31.600',0.208,-,-,0.169,56.000
'13:51:31.608',0.208,-,-,0.169,55.200
'13:51:31.616',0.236,-,-,0.169,55.200
'13:51:31.624',0.236,-,-,0.169,55.200
'13:51:31.632',0.250,-,-,0.169,54.400
'13:51:31.640',0.264,-,-,0.169,54.400
'13:51:31.648',0.278,-,-,0.169,55.200
'13:51:31.656',0.292,-,-,0.169,56.800
'13:51:31.664',0.306,-,-,0.169,61.600
'13:51:31.672',0.306,-,-,0.169,68.800
'13:51:31.680',0.319,-,-,0.169,78.400
'13:51:31.688',0.347,-,-,0.169,88.800
'13:51:31.696',0.361,-,-,0.169,99.200
'13:51:31.704',0.361,-,-,0.169,107.200
'13:51:31.712',0.375,-,-,0.169,112.000
'13:51:31.720',0.375,-,-,0.169,114.400
'13:51:31.728',0.389,-,-,0.155,115.200
'13:51:31.736',0.389,-,-,0.141,113.600
'13:51:31.744',0.389,-,-,0.141,112.000
'13:51:31.752',0.389,-,-,0.155,109.600
'13:51:31.760',0.375,-,-,0.155,108.000
'13:51:31.768',0.375,-,-,0.155,106.400
'13:51:31.776',0.361,-,-,0.169,105.600
'13:51:31.784',0.347,-,-,0.169,104.000
'13:51:31.792',0.306,-,-,0.155,103.200
'13:51:31.800',0.278,-,-,0.127,101.600
'13:51:31.808',0.250,-,-,0.113,100.000
'13:51:31.816',0.208,-,-,0.085,98.400
'13:51:31.824',0.181,-,-,0.085,96.800
'13:51:31.832',0.139,-,-,0.070,95.200
'13:51:31.840',0.125,-,-,0.056,92.800
'13:51:31.848',0.097,-,-,0.056,90.400
'13:51:31.856',0.083,-,-,0.056,88.000
'13:51:31.864',0.069,-,-,0.056,85.600
'13:51:31.872',0.056,-,-,0.056,83.200
'13:51:31.880',0.042,-,-,0.042,80.800
'13:51:31.888',0.042,-,-,0.042,79.200
'13:51:31.896',0.042,-,-,0.028,78.400
'13:51:31.904',0.042,-,-,0.028,78.400
'13:51:31.912',0.042,-,-,0.028,79.200
'13:51:31.920',0.042,-,-,0.028,80.000
'13:51:31.928',0.042,-,-,0.028,80.800
'13:51:31.936',0.042,-,-,0.042,80.800
'13:51:31.944',0.042,-,-,0.028,80.800
'13:51:31.952',0.028,-,-,0.042,80.000
'13:51:31.960',0.028,-,-,0.028,79.200
'13:51:31.968',0.028,-,-,0.028,78.400
'13:51:31.976',0.014,-,-,0.028,77.600
'13:51:31.984',0.014,-,-,0.028,76.800
'13:51:31.992',0.014,-,-,0.028,76.000
'13:51:32.000',0.014,-,-,0.028,75.200
'13:51:32.008',0.014,-,-,0.042,73.600
'13:51:32.016',0.014,-,-,0.028,72.800
'13:51:32.024',0.014,-,-,0.028,72.800
'13:51:32.032',0.014,-,-,0.042,72.000
'13:51:32.040',0.014,-,-,0.028,71.200
'13:51:32.048',0.000,-,-,0.042,70.400
'13:51:32.056',0.000,-,-,0.028,70.400
'13:51:32.064',0.000,-,-,0.028,69.600
'13:51:32.072',0.000,-,-,0.028,69.600
'13:51:32.080',-0.014,-,-,0.028,68.800
'13:51:32.088',-0.014,-,-,0.028,68.800
'13:51:32.096',-0.014,-,-,0.028,68.000
'13:51:32.104',-0.014,-,-,0.028,68.000
'13:51:32.112',-0.028,-,-,0.000,67.200
'13:51:32.120',-0.028,-,-,0.014,66.400
'13:51:32.128',-0.028,-,-,0.000,65.600
'13:51:32.136',-0.028,-,-,0.000,65.600
'13:51:32.144',-0.028,-,-,0.000,64.800
'13:51:32.152',-0.028,-,-,0.000,64.000
'13:51:32.160',-0.042,-,-,0.000,63.200
'13:51:32.168',-0.028,-,-,0.000,63.200
'13:51:32.176',-0.028,-,-,0.000,62.400
'13:51:32.184',-0.028,-,-,0.000,62.400
'13:51:32.192',-0.028,-,-,0.014,61.600
'13:51:32.200',-0.028,-,-,0.000,61.600
'13:51:32.208',-0.028,-,-,0.014,60.800
'13:51:32.216',-0.042,-,-,0.028,60.800
'13:51:32.224',-0.028,-,-,-0.028,60.000
'13:51:32.232',-0.014,-,-,0.028,60.000
'13:51:32.240',-0.097,-,-,0.014,60.000
'13:51:32.248',-0.264,-,-,0.000,59.200
'13:51:32.256',-0.472,-,-,-0.113,59.200
'13:51:32.264',-0.681,-,-,-0.380,59.200
'13:51:32.272',-0.917,-,-,-0.704,59.200
'13:51:32.280',-1.153,-,-,-1.028,58.400
'13:51:32.288',-1.264,-,-,-1.268,58.400
'13:51:32.296',-1.264,-,-,-1.282,58.400
'13:51:32.304',-0.931,-,-,-1.113,58.400
'13:51:32.312',-0.597,-,-,-0.803,57.600
'13:51:32.320',-0.306,-,-,-0.408,57.600
'13:51:32.328',-0.125,-,-,-0.183,56.800
'13:51:32.336',0.014,-,-,-0.014,56.800
'13:51:32.344',0.125,-,-,0.113,56.000
'13:51:32.352',0.194,-,-,0.197,56.000
'13:51:32.360',0.208,-,-,0.239,55.200
'13:51:32.368',0.208,-,-,0.197,55.200
'13:51:32.376',0.208,-,-,0.197,55.200
'13:51:32.384',0.194,-,-,0.197,54.400
'13:51:32.392',0.194,-,-,0.183,54.400
'13:51:32.400',0.208,-,-,0.169,54.400
'13:51:32.408',0.236,-,-,0.155,56.000
'13:51:32.416',0.250,-,-,0.155,57.600
'13:51:32.424',0.264,-,-,0.155,62.400
'13:51:32.432',0.278,-,-,0.169,69.600
'13:51:32.440',0.292,-,-,0.169,78.400
'13:51:32.448',0.306,-,-,0.155,88.000
'13:51:32.456',0.319,-,-,0.169,96.000
'13:51:32.464',0.347,-,-,0.169,103.200
'13:51:32.472',0.361,-,-,0.197,107.200
'13:51:32.480',0.375,-,-,0.183,108.800
'13:51:32.488',0.375,-,-,0.197,108.800
'13:51:32.496',0.375,-,-,0.197,108.000
'13:51:32.504',0.389,-,-,0.239,106.400
'13:51:32.512',0.389,-,-,0.197,104.800
'13:51:32.520',0.375,-,-,0.197,103.200
'13:51:32.528',0.347,-,-,0.225,102.400
'13:51:32.536',0.306,-,-,0.197,100.800
'13:51:32.544',0.278,-,-,0.197,100.000
'13:51:32.552',0.236,-,-,0.169,99.200
'13:51:32.560',0.181,-,-,0.127,98.400
'13:51:32.568',0.139,-,-,0.113,96.800
'13:51:32.576',0.069,-,-,0.070,95.200
'13:51:32.584',0.028,-,-,0.042,93.600
'13:51:32.592',0.000,-,-,0.028,92.000
'13:51:32.600',-0.028,-,-,0.000,89.600
'13:51:32.608',-0.056,-,-,0.014,86.400
'13:51:32.616',-0.069,-,-,0.000,83.200
'13:51:32.624',-0.056,-,-,0.000,80.800
'13:51:32.632',-0.042,-,-,0.000,77.600
'13:51:32.640',-0.042,-,-,0.014,76.000
'13:51:32.648',-0.056,-,-,0.000,75.200
'13:51:32.656',-0.042,-,-,0.028,75.200
'13:51:32.664',-0.042,-,-,0.014,75.200
'13:51:32.672',-0.028,-,-,0.028,76.000
'13:51:32.680',-0.028,-,-,0.028,76.000
'13:51:32.688',-0.014,-,-,0.042,76.800
'13:51:32.696',-0.014,-,-,0.042,76.800
'13:51:32.704',-0.014,-,-,0.028,76.000
'13:51:32.712',0.000,-,-,0.056,76.000
'13:51:32.720',0.000,-,-,0.042,75.200
'13:51:32.728',0.000,-,-,0.042,74.400
'13:51:32.736',0.000,-,-,0.056,73.600
'13:51:32.744',-0.014,-,-,0.042,72.800
'13:51:32.752',-0.014,-,-,0.042,72.000
'13:51:32.760',-0.014,-,-,0.042,71.200
'13:51:32.768',-0.028,-,-,0.056,71.200
'13:51:32.776',-0.028,-,-,0.028,70.400
'13:51:32.784',-0.042,-,-,0.028,70.400
'13:51:32.792',-0.056,-,-,0.028,69.600
'13:51:32.800',-0.056,-,-,0.000,69.600
'13:51:32.808',-0.069,-,-,0.000,68.800
'13:51:32.816',-0.083,-,-,0.000,68.000
'13:51:32.824',-0.097,-,-,0.000,68.000
'13:51:32.832',-0.083,-,-,0.000,67.200
'13:51:32.840',-0.083,-,-,0.000,67.200
'13:51:32.848',-0.069,-,-,0.000,67.200
'13:51:32.856',-0.069,-,-,0.000,66.400
'13:51:32.864',-0.056,-,-,0.000,66.400
'13:51:32.872',-0.042,-,-,0.000,65.600
'13:51:32.880',-0.042,-,-,0.014,65.600
'13:51:32.888',-0.028,-,-,0.000,65.600
'13:51:32.896',-0.028,-,-,0.028,64.800
'13:51:32.904',-0.014,-,-,0.014,64.800
'13:51:32.912',-0.014,-,-,0.028,64.000
'13:51:32.920',-0.014,-,-,0.014,64.000
'13:51:32.928',-0.014,-,-,0.028,63.200
'13:51:32.936',0.000,-,-,0.014,63.200
'13:51:32.944',0.000,-,-,0.028,62.400
'13:51:32.952',-0.014,-,-,0.028,62.400
'13:51:32.960',-0.028,-,-,0.014,62.400
'13:51:32.968',-0.056,-,-,0.000,62.400
'13:51:32.976',-0.028,-,-,-0.042,61.600
'13:51:32.984',-0.028,-,-,0.028,61.600
'13:51:32.992',-0.153,-,-,0.000,61.600
'13:51:33.000',-0.319,-,-,0.000,61.600
'13:51:33.008',-0.500,-,-,-0.127,60.800
'13:51:33.016',-0.611,-,-,-0.296,60.800
'13:51:33.024',-0.681,-,-,-0.479,60.800
'13:51:33.032',-0.694,-,-,-0.761,60.800
'13:51:33.040',-0.611,-,-,-0.859,60.000
'13:51:33.048',-0.417,-,-,-0.704,60.000
'13:51:33.056',-0.167,-,-,-0.380,60.000
'13:51:33.064',-0.014,-,-,-0.056,60.000
'13:51:33.072',0.042,-,-,0.028,60.000
'13:51:33.080',0.056,-,-,0.056,59.200
'13:51:33.088',0.069,-,-,0.042,59.200
'13:51:33.096',0.069,-,-,0.056,58.400
'13:51:33.104',0.083,-,-,0.056,58.400
'13:51:33.112',0.083,-,-,0.042,57.600
'13:51:33.120',0.083,-,-,0.028,57.600
'13:51:33.128',0.083,-,-,0.042,57.600
'13:51:33.136',0.083,-,-,0.028,57.600
'13:51:33.144',0.083,-,-,0.014,60.000
'13:51:33.152',0.083,-,-,0.000,64.000
'13:51:33.160',0.083,-,-,0.000,71.200
'13:51:33.168',0.083,-,-,0.000,80.800
'13:51:33.176',0.083,-,-,-0.014,91.200
'13:51:33.184',0.083,-,-,-0.028,101.600
'13:51:33.192',0.083,-,-,-0.028,108.800
'13:51:33.200',0.083,-,-,-0.056,113.600
'13:51:33.208',0.083,-,-,-0.070,116.000
'13:51:33.216',0.097,-,-,-0.070,116.000
'13:51:33.224',0.097,-,-,-0.070,114.400
'13:51:33.232',0.125,-,-,-0.056,112.800
'13:51:33.240',0.097,-,-,-0.070,111.200
'13:51:33.248',0.083,-,-,-0.070,109.600
'13:51:33.256',0.083,-,-,-0.085,108.000
'13:51:33.264',0.097,-,-,-0.070,107.200
'13:51:33.272',0.097,-,-,-0.070,106.400
'13:51:33.280',0.083,-,-,-0.070,104.800
'13:51:33.288',0.083,-,-,-0.056,104.000
'13:51:33.296',0.083,-,-,-0.042,102.400
'13:51:33.304',0.069,-,-,-0.028,100.800
'13:51:33.312',0.056,-,-,-0.014,99.200
'13:51:33.320',0.056,-,-,0.000,96.800
'13:51:33.328',0.042,-,-,0.000,95.200
'13:51:33.336',0.042,-,-,0.014,92.800
'13:51:33.344',0.028,-,-,0.028,90.400
'13:51:33.352',0.028,-,-,0.042,87.200
'13:51:33.360',0.028,-,-,0.056,84.800
'13:51:33.368',0.028,-,-,0.042,82.400
'13:51:33.376',0.028,-,-,0.070,80.800
'13:51:33.384',0.042,-,-,0.056,80.000
'13:51:33.392',0.042,-,-,0.085,79.200
'13:51:33.400',0.042,-,-,0.070,79.200
'13:51:33.408',0.042,-,-,0.085,80.000
'13:51:33.416',0.042,-,-,0.085,80.000
'13:51:33.424',0.042,-,-,0.056,80.000
'13:51:33.432',0.042,-,-,0.056,80.000
'13:51:33.440',0.042,-,-,0.056,80.000
'13:51:33.448',0.042,-,-,0.056,79.200
'13:51:33.456',0.028,-,-,0.056,78.400
'13:51:33.464',0.028,-,-,0.056,77.600
'13:51:33.472',0.028,-,-,0.056,76.800
'13:51:33.480',0.014,-,-,0.042,76.000
'13:51:33.488',0.028,-,-,0.042,75.200
'13:51:33.496',0.042,-,-,0.056,74.400
'13:51:33.504',0.042,-,-,0.155,73.600
'13:51:33.512',0.014,-,-,0.028,72.800
'13:51:33.520',0.000,-,-,0.042,72.800
'13:51:33.528',0.014,-,-,0.042,72.000
'13:51:33.536',0.014,-,-,0.056,71.200
'13:51:33.544',0.014,-,-,0.056,71.200
'13:51:33.552',0.000,-,-,0.056,70.400
'13:51:33.560',0.000,-,-,0.056,69.600
'13:51:33.568',0.000,-,-,0.056,69.600
'13:51:33.576',0.000,-,-,0.056,68.800
'13:51:33.584',0.069,-,-,0.085,68.800
'13:51:33.592',0.278,-,-,0.296,68.000
'13:51:33.600',0.514,-,-,0.521,68.000
'13:51:33.608',0.569,-,-,0.563,67.200
'13:51:33.616',0.264,-,-,-0.169,67.200
'13:51:33.624',0.014,-,-,-0.451,66.400
'13:51:33.632',-0.125,-,-,-0.352,65.600
'13:51:33.640',-0.153,-,-,-0.254,65.600
'13:51:33.648',-0.125,-,-,-0.070,64.800
'13:51:33.656',-0.097,-,-,-0.014,64.800
'13:51:33.664',-0.097,-,-,0.000,64.000
'13:51:33.672',-0.125,-,-,-0.014,64.000
'13:51:33.680',-0.125,-,-,-0.028,64.000
'13:51:33.688',-0.097,-,-,-0.028,63.200
'13:51:33.696',-0.125,-,-,-0.028,63.200
'13:51:33.704',-0.125,-,-,-0.028,63.200
'13:51:33.712',-0.125,-,-,-0.056,63.200
'13:51:33.720',-0.125,-,-,-0.056,64.800
'13:51:33.728',-0.125,-,-,-0.056,68.800
'13:51:33.736',-0.125,-,-,-0.056,74.400
'13:51:33.744',-0.139,-,-,-0.070,83.200
'13:51:33.752',-0.139,-,-,-0.085,92.800
'13:51:33.760',-0.139,-,-,-0.113,102.400
'13:51:33.768',-0.153,-,-,-0.127,110.400
'13:51:33.776',-0.167,-,-,-0.141,116.000
