'Elapsed time','I','II','III','V','MCL1','ABP'
'217:45:59.496',0.000,0.000,-,-,-,106.400
'217:45:59.504',0.000,-0.022,-,-,-,104.800
'217:45:59.512',-0.016,-0.043,-,-,-,104.000
'217:45:59.520',-0.032,-0.043,-,-,-,102.400
'217:45:59.528',-0.056,-0.076,-,-,-,101.600
'217:45:59.536',-0.056,-0.098,-,-,-,100.000
'217:45:59.544',-0.032,-0.076,-,-,-,98.400
'217:45:59.552',-0.032,-0.076,-,-,-,96.800
'217:45:59.560',-0.032,-0.076,-,-,-,94.400
'217:45:59.568',-0.056,-0.076,-,-,-,92.000
'217:45:59.576',-0.056,-0.043,-,-,-,89.600
'217:45:59.584',-0.056,-0.043,-,-,-,86.400
'217:45:59.592',-0.032,-0.043,-,-,-,84.000
'217:45:59.600',-0.032,-0.043,-,-,-,81.600
'217:45:59.608',-0.032,-0.043,-,-,-,80.000
'217:45:59.616',-0.032,-0.043,-,-,-,78.400
'217:45:59.624',-0.032,-0.043,-,-,-,76.800
'217:45:59.632',-0.032,-0.043,-,-,-,76.000
'217:45:59.640',-0.016,-0.043,-,-,-,76.000
'217:45:59.648',-0.016,-0.043,-,-,-,76.000
'217:45:59.656',0.000,-0.043,-,-,-,76.800
'217:45:59.664',0.000,-0.022,-,-,-,76.800
'217:45:59.672',-0.016,-0.043,-,-,-,77.600
'217:45:59.680',-0.016,-0.043,-,-,-,77.600
'217:45:59.688',-0.016,-0.022,-,-,-,77.600
'217:45:59.696',-0.032,-0.022,-,-,-,77.600
'217:45:59.704',-0.016,-0.022,-,-,-,77.600
'217:45:59.712',-0.016,-0.022,-,-,-,76.800
'217:45:59.720',-0.016,0.000,-,-,-,76.800
'217:45:59.728',-0.016,-0.022,-,-,-,76.000
'217:45:59.736',-0.016,-0.022,-,-,-,75.200
'217:45:59.744',-0.016,-0.022,-,-,-,74.400
'217:45:59.752',-0.016,-0.022,-,-,-,73.600
'217:45:59.760',-0.016,-0.043,-,-,-,73.600
'217:45:59.768',-0.016,-0.076,-,-,-,72.800
'217:45:59.776',0.032,-0.022,-,-,-,72.000
'217:45:59.784',0.264,0.261,-,-,-,71.200
'217:45:59.792',0.512,0.707,-,-,-,70.400
'217:45:59.800',0.592,0.946,-,-,-,69.600
'217:45:59.808',0.320,0.707,-,-,-,68.800
'217:45:59.816',0.032,0.261,-,-,-,68.000
'217:45:59.824',-0.112,-0.043,-,-,-,67.200
'217:45:59.832',-0.192,-0.174,-,-,-,67.200
'217:45:59.840',-0.208,-0.207,-,-,-,66.400
'217:45:59.848',-0.152,-0.130,-,-,-,65.600
'217:45:59.856',-0.072,-0.076,-,-,-,65.600
'217:45:59.864',-0.056,-0.076,-,-,-,64.800
'217:45:59.872',-0.056,-0.076,-,-,-,64.800
'217:45:59.880',-0.032,-0.043,-,-,-,64.000
'217:45:59.888',-0.016,-0.043,-,-,-,64.000
'217:45:59.896',0.000,-0.022,-,-,-,63.200
'217:45:59.904',0.000,0.000,-,-,-,63.200
'217:45:59.912',0.000,0.000,-,-,-,62.400
'217:45:59.920',0.000,0.000,-,-,-,62.400
'217:45:59.928',0.000,0.022,-,-,-,62.400
'217:45:59.936',0.016,0.022,-,-,-,63.200
'217:45:59.944',0.016,0.022,-,-,-,64.000
'217:45:59.952',0.016,0.043,-,-,-,64.800
'217:45:59.960',0.032,0.076,-,-,-,68.000
'217:45:59.968',0.056,0.098,-,-,-,71.200
'217:45:59.976',0.096,0.152,-,-,-,76.000
'217:45:59.984',0.112,0.152,-,-,-,81.600
'217:45:59.992',0.112,0.152,-,-,-,88.000
'217:46:00.000',0.112,0.174,-,-,-,93.600
'217:46:00.008',0.128,0.174,-,-,-,99.200
'217:46:00.016',0.152,0.207,-,-,-,103.200
'217:46:00.024',0.152,0.174,-,-,-,106.400
'217:46:00.032',0.112,0.130,-,-,-,108.800
'217:46:00.040',0.056,0.076,-,-,-,110.400
'217:46:00.048',0.032,0.043,-,-,-,110.400
'217:46:00.056',0.032,0.022,-,-,-,110.400
'217:46:00.064',0.000,0.000,-,-,-,109.600
'217:46:00.072',-0.016,-0.022,-,-,-,108.800
'217:46:00.080',-0.016,-0.043,-,-,-,108.000
'217:46:00.088',-0.016,-0.043,-,-,-,106.400
'217:46:00.096',-0.032,-0.076,-,-,-,105.600
'217:46:00.104',-0.056,-0.098,-,-,-,104.000
'217:46:00.112',-0.072,-0.098,-,-,-,103.200
'217:46:00.120',-0.072,-0.098,-,-,-,101.600
'217:46:00.128',-0.056,-0.076,-,-,-,100.000
'217:46:00.136',-0.032,-0.076,-,-,-,98.400
'217:46:00.144',-0.016,-0.076,-,-,-,96.800
'217:46:00.152',0.032,-0.022,-,-,-,95.200
'217:46:00.160',0.056,0.000,-,-,-,92.800
'217:46:00.168',0.016,0.022,-,-,-,89.600
'217:46:00.176',0.000,0.076,-,-,-,87.200
'217:46:00.184',0.056,0.261,-,-,-,84.800
'217:46:00.192',0.152,0.467,-,-,-,82.400
'217:46:00.200',0.208,0.728,-,-,-,80.000
'217:46:00.208',0.224,0.946,-,-,-,79.200
'217:46:00.216',0.096,0.989,-,-,-,77.600
'217:46:00.224',-0.072,0.946,-,-,-,76.800
'217:46:00.232',-0.208,0.891,-,-,-,76.800
'217:46:00.240',-0.248,0.837,-,-,-,76.800
'217:46:00.248',-0.264,0.761,-,-,-,77.600
'217:46:00.256',-0.208,0.630,-,-,-,77.600
'217:46:00.264',-0.128,0.391,-,-,-,78.400
'217:46:00.272',-0.072,0.076,-,-,-,78.400
'217:46:00.280',-0.072,-0.174,-,-,-,78.400
'217:46:00.288',-0.072,-0.315,-,-,-,78.400
'217:46:00.296',-0.056,-0.359,-,-,-,78.400
'217:46:00.304',-0.072,-0.391,-,-,-,78.400
'217:46:00.312',-0.072,-0.446,-,-,-,77.600
'217:46:00.320',-0.056,-0.413,-,-,-,77.600
'217:46:00.328',-0.056,-0.446,-,-,-,76.800
'217:46:00.336',-0.056,-0.467,-,-,-,76.000
'217:46:00.344',-0.032,-0.446,-,-,-,76.000
'217:46:00.352',0.000,-0.413,-,-,-,75.200
'217:46:00.360',0.000,-0.391,-,-,-,74.400
'217:46:00.368',0.000,-0.391,-,-,-,73.600
'217:46:00.376',0.032,-0.359,-,-,-,72.800
'217:46:00.384',0.056,-0.337,-,-,-,72.000
'217:46:00.392',0.032,-0.359,-,-,-,71.200
'217:46:00.400',0.016,-0.359,-,-,-,71.200
'217:46:00.408',0.072,-0.315,-,-,-,70.400
'217:46:00.416',0.112,-0.261,-,-,-,69.600
'217:46:00.424',0.096,-0.283,-,-,-,69.600
'217:46:00.432',0.096,-0.228,-,-,-,69.600
'217:46:00.440',0.128,-0.174,-,-,-,69.600
'217:46:00.448',0.112,-0.152,-,-,-,69.600
'217:46:00.456',0.096,-0.130,-,-,-,70.400
'217:46:00.464',0.096,-0.098,-,-,-,71.200
'217:46:00.472',0.096,-0.043,-,-,-,72.800
'217:46:00.480',0.056,-0.043,-,-,-,73.600
'217:46:00.488',0.016,-0.043,-,-,-,75.200
'217:46:00.496',0.000,-0.043,-,-,-,76.800
'217:46:00.504',-0.032,-0.076,-,-,-,77.600
'217:46:00.512',-0.032,-0.043,-,-,-,78.400
'217:46:00.520',-0.032,-0.043,-,-,-,79.200
'217:46:00.528',-0.056,-0.076,-,-,-,78.400
'217:46:00.536',-0.056,-0.076,-,-,-,77.600
'217:46:00.544',-0.056,-0.076,-,-,-,76.800
'217:46:00.552',-0.032,-0.076,-,-,-,75.200
'217:46:00.560',-0.056,-0.076,-,-,-,72.800
'217:46:00.568',-0.056,-0.076,-,-,-,71.200
'217:46:00.576',-0.056,-0.076,-,-,-,68.800
'217:46:00.584',-0.032,-0.043,-,-,-,67.200
'217:46:00.592',-0.032,-0.043,-,-,-,65.600
'217:46:00.600',-0.072,-0.098,-,-,-,64.000
'217:46:00.608',-0.056,-0.076,-,-,-,63.200
'217:46:00.616',-0.032,-0.076,-,-,-,62.400
'217:46:00.624',-0.056,-0.043,-,-,-,62.400
'217:46:00.632',-0.016,-0.022,-,-,-,62.400
'217:46:00.640',0.000,-0.022,-,-,-,62.400
'217:46:00.648',-0.016,-0.022,-,-,-,62.400
'217:46:00.656',-0.016,-0.022,-,-,-,62.400
'217:46:00.664',-0.032,-0.043,-,-,-,62.400
'217:46:00.672',-0.032,-0.043,-,-,-,63.200
'217:46:00.680',-0.016,-0.022,-,-,-,63.200
'217:46:00.688',-0.032,-0.022,-,-,-,63.200
'217:46:00.696',-0.056,-0.043,-,-,-,63.200
'217:46:00.704',-0.056,-0.043,-,-,-,63.200
'217:46:00.712',-0.032,-0.043,-,-,-,63.200
'217:46:00.720',-0.016,-0.022,-,-,-,63.200
'217:46:00.728',-0.032,-0.043,-,-,-,63.200
'217:46:00.736',-0.056,-0.043,-,-,-,63.200
'217:46:00.744',-0.056,-0.043,-,-,-,62.400
'217:46:00.752',-0.016,-0.022,-,-,-,62.400
'217:46:00.760',0.000,0.000,-,-,-,62.400
'217:46:00.768',0.000,-0.022,-,-,-,61.600
'217:46:00.776',-0.016,-0.022,-,-,-,61.600
'217:46:00.784',-0.032,-0.043,-,-,-,60.800
'217:46:00.792',-0.032,-0.043,-,-,-,60.800
'217:46:00.800',-0.016,-0.022,-,-,-,60.800
'217:46:00.808',-0.016,-0.022,-,-,-,60.000
'217:46:00.816',-0.032,-0.043,-,-,-,60.000
'217:46:00.824',-0.016,-0.022,-,-,-,59.200
'217:46:00.832',0.000,0.000,-,-,-,59.200
'217:46:00.840',0.000,0.000,-,-,-,59.200
'217:46:00.848',-0.016,-0.022,-,-,-,58.400
'217:46:00.856',0.016,0.022,-,-,-,58.400
'217:46:00.864',0.112,0.152,-,-,-,57.600
'217:46:00.872',0.168,0.315,-,-,-,57.600
'217:46:00.880',0.096,0.413,-,-,-,56.800
'217:46:00.888',-0.016,0.543,-,-,-,56.800
'217:46:00.896',-0.152,0.728,-,-,-,56.000
'217:46:00.904',-0.344,0.859,-,-,-,56.000
'217:46:00.912',-0.480,1.022,-,-,-,56.000
'217:46:00.920',-0.512,1.130,-,-,-,55.200
'217:46:00.928',-0.456,1.174,-,-,-,55.200
'217:46:00.936',-0.360,1.098,-,-,-,55.200
'217:46:00.944',-0.208,0.837,-,-,-,55.200
'217:46:00.952',-0.056,0.413,-,-,-,55.200
'217:46:00.960',0.000,0.000,-,-,-,54.400
'217:46:00.968',0.016,-0.228,-,-,-,54.400
'217:46:00.976',0.056,-0.283,-,-,-,54.400
'217:46:00.984',0.096,-0.283,-,-,-,54.400
'217:46:00.992',0.112,-0.315,-,-,-,53.600
'217:46:01.000',0.128,-0.315,-,-,-,53.600
'217:46:01.008',0.128,-0.337,-,-,-,53.600
'217:46:01.016',0.112,-0.337,-,-,-,53.600
'217:46:01.024',0.128,-0.337,-,-,-,52.800
'217:46:01.032',0.152,-0.359,-,-,-,52.800
'217:46:01.040',0.152,-0.359,-,-,-,52.800
'217:46:01.048',0.168,-0.359,-,-,-,53.600
'217:46:01.056',0.192,-0.359,-,-,-,54.400
'217:46:01.064',0.208,-0.391,-,-,-,56.000
'217:46:01.072',0.264,-0.359,-,-,-,59.200
'217:46:01.080',0.288,-0.359,-,-,-,64.000
'217:46:01.088',0.288,-0.413,-,-,-,69.600
'217:46:01.096',0.264,-0.446,-,-,-,76.800
'217:46:01.104',0.304,-0.413,-,-,-,84.000
'217:46:01.112',0.320,-0.391,-,-,-,90.400
'217:46:01.120',0.320,-0.337,-,-,-,96.000
'217:46:01.128',0.344,-0.283,-,-,-,100.800
'217:46:01.136',0.320,-0.261,-,-,-,104.000
'217:46:01.144',0.304,-0.174,-,-,-,105.600
'217:46:01.152',0.264,-0.130,-,-,-,106.400
'217:46:01.160',0.192,-0.130,-,-,-,106.400
'217:46:01.168',0.096,-0.130,-,-,-,106.400
'217:46:01.176',0.072,-0.076,-,-,-,105.600
'217:46:01.184',0.032,-0.043,-,-,-,104.000
'217:46:01.192',0.000,-0.043,-,-,-,103.200
'217:46:01.200',-0.016,-0.043,-,-,-,101.600
'217:46:01.208',-0.016,-0.022,-,-,-,99.200
'217:46:01.216',-0.032,-0.022,-,-,-,97.600
'217:46:01.224',-0.056,-0.022,-,-,-,95.200
'217:46:01.232',0.000,0.022,-,-,-,92.800
'217:46:01.240',0.032,0.043,-,-,-,90.400
'217:46:01.248',0.016,0.043,-,-,-,87.200
'217:46:01.256',-0.016,0.022,-,-,-,84.000
'217:46:01.264',-0.016,0.000,-,-,-,80.800
'217:46:01.272',-0.016,0.000,-,-,-,78.400
'217:46:01.280',-0.072,-0.043,-,-,-,76.000
'217:46:01.288',-0.072,-0.076,-,-,-,73.600
'217:46:01.296',-0.072,-0.043,-,-,-,72.800
'217:46:01.304',-0.072,-0.076,-,-,-,71.200
'217:46:01.312',-0.056,-0.043,-,-,-,71.200
'217:46:01.320',-0.016,-0.022,-,-,-,71.200
'217:46:01.328',0.000,-0.022,-,-,-,72.000
'217:46:01.336',0.056,0.022,-,-,-,72.000
'217:46:01.344',0.056,0.043,-,-,-,72.800
'217:46:01.352',0.016,0.000,-,-,-,73.600
'217:46:01.360',0.056,0.022,-,-,-,74.400
'217:46:01.368',0.016,0.022,-,-,-,75.200
'217:46:01.376',-0.056,-0.043,-,-,-,75.200
'217:46:01.384',-0.096,-0.076,-,-,-,75.200
'217:46:01.392',-0.056,-0.043,-,-,-,75.200
'217:46:01.400',-0.016,0.000,-,-,-,75.200
'217:46:01.408',0.016,0.022,-,-,-,75.200
'217:46:01.416',0.016,0.043,-,-,-,74.400
'217:46:01.424',0.016,0.022,-,-,-,73.600
'217:46:01.432',-0.016,0.000,-,-,-,72.800
'217:46:01.440',-0.032,-0.022,-,-,-,72.800
'217:46:01.448',-0.056,-0.022,-,-,-,72.000
'217:46:01.456',-0.016,0.000,-,-,-,70.400
'217:46:01.464',0.000,0.000,-,-,-,69.600
'217:46:01.472',-0.032,-0.043,-,-,-,68.800
'217:46:01.480',-0.056,-0.043,-,-,-,68.000
'217:46:01.488',-0.032,-0.022,-,-,-,67.200
'217:46:01.496',-0.016,0.000,-,-,-,67.200
'217:46:01.504',-0.032,-0.022,-,-,-,66.400
'217:46:01.512',-0.056,-0.022,-,-,-,65.600
'217:46:01.520',-0.032,-0.022,-,-,-,64.800
'217:46:01.528',-0.032,-0.022,-,-,-,64.800
'217:46:01.536',-0.016,0.000,-,-,-,64.000
'217:46:01.544',0.000,0.022,-,-,-,63.200
'217:46:01.552',0.016,0.000,-,-,-,63.200
'217:46:01.560',-0.032,-0.076,-,-,-,62.400
'217:46:01.568',0.016,-0.076,-,-,-,62.400
'217:46:01.576',0.264,0.283,-,-,-,62.400
'217:46:01.584',0.552,0.761,-,-,-,61.600
'217:46:01.592',0.632,1.043,-,-,-,61.600
'217:46:01.600',0.400,0.837,-,-,-,60.800
'217:46:01.608',0.072,0.315,-,-,-,60.800
'217:46:01.616',-0.112,-0.076,-,-,-,60.000
'217:46:01.624',-0.192,-0.228,-,-,-,60.000
'217:46:01.632',-0.208,-0.174,-,-,-,60.000
'217:46:01.640',-0.072,-0.043,-,-,-,59.200
'217:46:01.648',0.000,0.000,-,-,-,59.200
'217:46:01.656',0.000,-0.022,-,-,-,59.200
'217:46:01.664',0.000,0.000,-,-,-,59.200
'217:46:01.672',0.016,0.000,-,-,-,59.200
'217:46:01.680',0.016,0.000,-,-,-,58.400
'217:46:01.688',0.000,0.000,-,-,-,58.400
'217:46:01.696',0.000,0.000,-,-,-,58.400
'217:46:01.704',0.016,0.022,-,-,-,58.400
'217:46:01.712',0.072,0.076,-,-,-,58.400
'217:46:01.720',0.128,0.130,-,-,-,59.200
'217:46:01.728',0.192,0.174,-,-,-,60.000
'217:46:01.736',0.208,0.174,-,-,-,62.400
'217:46:01.744',0.128,0.130,-,-,-,65.600
'217:46:01.752',0.072,0.043,-,-,-,71.200
'217:46:01.760',0.032,0.043,-,-,-,76.800
'217:46:01.768',0.016,0.043,-,-,-,84.000
'217:46:01.776',0.056,0.076,-,-,-,90.400
'217:46:01.784',0.168,0.174,-,-,-,96.800
'217:46:01.792',0.224,0.261,-,-,-,102.400
'217:46:01.800',0.208,0.261,-,-,-,106.400
'217:46:01.808',0.192,0.228,-,-,-,108.800
'217:46:01.816',0.192,0.207,-,-,-,110.400
'217:46:01.824',0.224,0.228,-,-,-,110.400
'217:46:01.832',0.288,0.283,-,-,-,110.400
'217:46:01.840',0.288,0.261,-,-,-,109.600
'217:46:01.848',0.128,0.130,-,-,-,108.000
'217:46:01.856',-0.032,-0.076,-,-,-,107.200
'217:46:01.864',-0.096,-0.130,-,-,-,105.600
'217:46:01.872',-0.016,-0.043,-,-,-,104.800
'217:46:01.880',0.016,-0.022,-,-,-,103.200
'217:46:01.888',-0.016,-0.076,-,-,-,102.400
'217:46:01.896',-0.032,-0.076,-,-,-,100.800
'217:46:01.904',-0.016,-0.043,-,-,-,99.200
'217:46:01.912',0.000,-0.043,-,-,-,97.600
'217:46:01.920',-0.056,-0.098,-,-,-,96.000
'217:46:01.928',-0.072,-0.130,-,-,-,94.400
'217:46:01.936',-0.032,-0.076,-,-,-,92.000
'217:46:01.944',-0.072,-0.130,-,-,-,89.600
'217:46:01.952',-0.096,-0.130,-,-,-,87.200
'217:46:01.960',-0.072,-0.098,-,-,-,84.800
'217:46:01.968',-0.072,-0.098,-,-,-,82.400
