'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'47:29:40.144',0.024,-,-,0.072,-,-
'47:29:40.152',0.040,-,-,0.024,-,-
'47:29:40.160',0.064,-,-,-0.040,-,-
'47:29:40.168',0.088,-,-,-0.184,-,-
'47:29:40.176',0.104,-,-,-0.240,-,-
'47:29:40.184',0.112,-,-,-0.104,-,-
'47:29:40.192',0.112,-,-,0.104,-,-
'47:29:40.200',0.128,-,-,0.304,-,-
'47:29:40.208',0.144,-,-,0.440,-,-
'47:29:40.216',0.160,-,-,0.488,-,-
'47:29:40.224',0.168,-,-,0.488,-,-
'47:29:40.232',0.160,-,-,0.424,-,-
'47:29:40.240',0.136,-,-,0.368,-,-
'47:29:40.248',0.104,-,-,0.304,-,-
'47:29:40.256',0.080,-,-,0.248,-,-
'47:29:40.264',0.056,-,-,0.216,-,-
'47:29:40.272',0.032,-,-,0.184,-,-
'47:29:40.280',0.008,-,-,0.168,-,-
'47:29:40.288',0.000,-,-,0.152,-,-
'47:29:40.296',-0.008,-,-,0.088,-,-
'47:29:40.304',-0.016,-,-,0.064,-,-
'47:29:40.312',-0.024,-,-,0.080,-,-
'47:29:40.320',-0.032,-,-,0.064,-,-
'47:29:40.328',-0.032,-,-,0.040,-,-
'47:29:40.336',-0.032,-,-,0.024,-,-
'47:29:40.344',-0.032,-,-,0.000,-,-
'47:29:40.352',-0.032,-,-,-0.008,-,-
'47:29:40.360',-0.024,-,-,0.000,-,-
'47:29:40.368',-0.024,-,-,0.000,-,-
'47:29:40.376',-0.024,-,-,0.000,-,-
'47:29:40.384',-0.024,-,-,-0.008,-,-
'47:29:40.392',-0.024,-,-,-0.024,-,-
'47:29:40.400',-0.016,-,-,-0.016,-,-
'47:29:40.408',-0.008,-,-,0.000,-,-
'47:29:40.416',0.000,-,-,0.000,-,-
'47:29:40.424',-0.008,-,-,-0.024,-,-
'47:29:40.432',-0.016,-,-,-0.056,-,-
'47:29:40.440',-0.016,-,-,-0.064,-,-
'47:29:40.448',-0.016,-,-,-0.072,-,-
'47:29:40.456',-0.016,-,-,-0.080,-,-
'47:29:40.464',-0.016,-,-,-0.088,-,-
'47:29:40.472',-0.016,-,-,-0.080,-,-
'47:29:40.480',-0.024,-,-,-0.096,-,-
'47:29:40.488',-0.024,-,-,-0.104,-,-
'47:29:40.496',-0.008,-,-,-0.080,-,-
'47:29:40.504',0.024,-,-,-0.048,-,-
'47:29:40.512',0.024,-,-,-0.024,-,-
'47:29:40.520',-0.016,-,-,-0.040,-,-
'47:29:40.528',-0.016,-,-,-0.048,-,-
'47:29:40.536',-0.016,-,-,-0.056,-,-
'47:29:40.544',-0.024,-,-,-0.040,-,-
'47:29:40.552',-0.016,-,-,-0.024,-,-
'47:29:40.560',-0.008,-,-,-0.024,-,-
'47:29:40.568',0.008,-,-,0.000,-,-
'47:29:40.576',0.032,-,-,0.032,-,-
'47:29:40.584',0.048,-,-,0.056,-,-
'47:29:40.592',0.064,-,-,0.056,-,-
'47:29:40.600',0.080,-,-,0.056,-,-
'47:29:40.608',0.096,-,-,0.072,-,-
'47:29:40.616',0.104,-,-,0.088,-,-
'47:29:40.624',0.064,-,-,0.072,-,-
'47:29:40.632',0.040,-,-,0.040,-,-
'47:29:40.640',0.032,-,-,0.032,-,-
'47:29:40.648',0.008,-,-,0.008,-,-
'47:29:40.656',-0.032,-,-,-0.032,-,-
'47:29:40.664',-0.048,-,-,-0.040,-,-
'47:29:40.672',-0.056,-,-,-0.032,-,-
'47:29:40.680',-0.064,-,-,-0.024,-,-
'47:29:40.688',-0.056,-,-,-0.016,-,-
'47:29:40.696',-0.048,-,-,-0.008,-,-
'47:29:40.704',-0.056,-,-,-0.016,-,-
'47:29:40.712',-0.080,-,-,-0.016,-,-
'47:29:40.720',-0.072,-,-,-0.016,-,-
'47:29:40.728',-0.064,-,-,-0.008,-,-
'47:29:40.736',-0.064,-,-,0.008,-,-
'47:29:40.744',-0.056,-,-,0.024,-,-
'47:29:40.752',-0.056,-,-,0.024,-,-
'47:29:40.760',-0.056,-,-,0.008,-,-
'47:29:40.768',-0.032,-,-,0.000,-,-
'47:29:40.776',0.048,-,-,-0.024,-,-
'47:29:40.784',0.248,-,-,-0.040,-,-
'47:29:40.792',0.544,-,-,0.024,-,-
'47:29:40.800',0.744,-,-,0.208,-,-
'47:29:40.808',0.744,-,-,0.352,-,-
'47:29:40.816',0.496,-,-,0.368,-,-
'47:29:40.824',0.312,-,-,0.280,-,-
'47:29:40.832',0.152,-,-,0.176,-,-
'47:29:40.840',0.024,-,-,0.056,-,-
'47:29:40.848',-0.080,-,-,-0.040,-,-
'47:29:40.856',-0.128,-,-,-0.080,-,-
'47:29:40.864',-0.136,-,-,-0.080,-,-
'47:29:40.872',-0.128,-,-,-0.072,-,-
'47:29:40.880',-0.128,-,-,-0.096,-,-
'47:29:40.888',-0.120,-,-,-0.096,-,-
'47:29:40.896',-0.120,-,-,-0.096,-,-
'47:29:40.904',-0.120,-,-,-0.104,-,-
'47:29:40.912',-0.128,-,-,-0.112,-,-
'47:29:40.920',-0.128,-,-,-0.120,-,-
'47:29:40.928',-0.120,-,-,-0.128,-,-
'47:29:40.936',-0.112,-,-,-0.120,-,-
'47:29:40.944',-0.104,-,-,-0.112,-,-
'47:29:40.952',-0.112,-,-,-0.120,-,-
'47:29:40.960',-0.104,-,-,-0.120,-,-
'47:29:40.968',-0.096,-,-,-0.112,-,-
'47:29:40.976',-0.096,-,-,-0.112,-,-
'47:29:40.984',-0.088,-,-,-0.112,-,-
'47:29:40.992',-0.080,-,-,-0.120,-,-
'47:29:41.000',-0.088,-,-,-0.112,-,-
'47:29:41.008',-0.104,-,-,-0.096,-,-
'47:29:41.016',-0.104,-,-,-0.088,-,-
'47:29:41.024',-0.088,-,-,-0.088,-,-
'47:29:41.032',-0.080,-,-,-0.080,-,-
'47:29:41.040',-0.072,-,-,-0.040,-,-
'47:29:41.048',-0.072,-,-,-0.016,-,-
'47:29:41.056',-0.064,-,-,-0.008,-,-
'47:29:41.064',-0.048,-,-,-0.008,-,-
'47:29:41.072',-0.032,-,-,0.000,-,-
'47:29:41.080',-0.016,-,-,0.008,-,-
'47:29:41.088',-0.008,-,-,0.008,-,-
'47:29:41.096',0.008,-,-,0.024,-,-
'47:29:41.104',0.024,-,-,0.072,-,-
'47:29:41.112',0.016,-,-,0.112,-,-
'47:29:41.120',0.016,-,-,0.120,-,-
'47:29:41.128',0.016,-,-,0.096,-,-
'47:29:41.136',0.016,-,-,0.088,-,-
'47:29:41.144',0.016,-,-,0.120,-,-
'47:29:41.152',0.016,-,-,0.160,-,-
'47:29:41.160',0.024,-,-,0.200,-,-
'47:29:41.168',0.024,-,-,0.240,-,-
'47:29:41.176',0.024,-,-,0.264,-,-
'47:29:41.184',0.016,-,-,0.240,-,-
'47:29:41.192',0.008,-,-,0.200,-,-
'47:29:41.200',0.008,-,-,0.168,-,-
'47:29:41.208',0.008,-,-,0.160,-,-
'47:29:41.216',0.000,-,-,0.160,-,-
'47:29:41.224',0.000,-,-,0.168,-,-
'47:29:41.232',0.000,-,-,0.160,-,-
'47:29:41.240',-0.016,-,-,0.152,-,-
'47:29:41.248',-0.024,-,-,0.136,-,-
'47:29:41.256',-0.032,-,-,0.136,-,-
'47:29:41.264',-0.032,-,-,0.144,-,-
'47:29:41.272',-0.040,-,-,0.120,-,-
'47:29:41.280',-0.048,-,-,0.088,-,-
'47:29:41.288',-0.056,-,-,0.080,-,-
'47:29:41.296',-0.056,-,-,0.088,-,-
'47:29:41.304',-0.072,-,-,0.088,-,-
'47:29:41.312',-0.072,-,-,0.040,-,-
'47:29:41.320',-0.072,-,-,0.016,-,-
'47:29:41.328',-0.064,-,-,0.016,-,-
'47:29:41.336',-0.064,-,-,0.008,-,-
'47:29:41.344',-0.064,-,-,0.016,-,-
'47:29:41.352',-0.064,-,-,0.024,-,-
'47:29:41.360',-0.048,-,-,0.040,-,-
'47:29:41.368',-0.040,-,-,0.056,-,-
'47:29:41.376',-0.032,-,-,0.080,-,-
'47:29:41.384',-0.024,-,-,0.096,-,-
'47:29:41.392',-0.008,-,-,0.104,-,-
'47:29:41.400',0.000,-,-,0.112,-,-
'47:29:41.408',0.032,-,-,0.088,-,-
'47:29:41.416',0.056,-,-,0.088,-,-
'47:29:41.424',0.072,-,-,0.120,-,-
'47:29:41.432',0.088,-,-,0.168,-,-
'47:29:41.440',0.112,-,-,0.184,-,-
'47:29:41.448',0.112,-,-,0.192,-,-
'47:29:41.456',0.080,-,-,0.160,-,-
'47:29:41.464',0.048,-,-,0.120,-,-
'47:29:41.472',0.032,-,-,0.080,-,-
'47:29:41.480',0.000,-,-,0.048,-,-
'47:29:41.488',-0.032,-,-,0.016,-,-
'47:29:41.496',-0.056,-,-,-0.016,-,-
'47:29:41.504',-0.072,-,-,-0.032,-,-
'47:29:41.512',-0.080,-,-,-0.048,-,-
'47:29:41.520',-0.080,-,-,-0.040,-,-
'47:29:41.528',-0.080,-,-,-0.024,-,-
'47:29:41.536',-0.080,-,-,-0.040,-,-
'47:29:41.544',-0.080,-,-,-0.096,-,-
'47:29:41.552',-0.080,-,-,-0.120,-,-
'47:29:41.560',-0.080,-,-,-0.120,-,-
'47:29:41.568',-0.096,-,-,-0.160,-,-
'47:29:41.576',-0.096,-,-,-0.256,-,-
'47:29:41.584',-0.056,-,-,-0.400,-,-
'47:29:41.592',-0.024,-,-,-0.544,-,-
'47:29:41.600',0.008,-,-,-0.632,-,-
'47:29:41.608',0.008,-,-,-0.592,-,-
'47:29:41.616',0.000,-,-,-0.440,-,-
'47:29:41.624',0.000,-,-,-0.280,-,-
'47:29:41.632',-0.040,-,-,-0.232,-,-
'47:29:41.640',-0.112,-,-,-0.296,-,-
'47:29:41.648',-0.128,-,-,-0.328,-,-
'47:29:41.656',-0.120,-,-,-0.328,-,-
'47:29:41.664',-0.176,-,-,-0.344,-,-
'47:29:41.672',-0.200,-,-,-0.352,-,-
'47:29:41.680',-0.144,-,-,-0.304,-,-
'47:29:41.688',-0.064,-,-,-0.264,-,-
'47:29:41.696',0.000,-,-,-0.240,-,-
'47:29:41.704',0.064,-,-,-0.232,-,-
'47:29:41.712',0.144,-,-,-0.224,-,-
'47:29:41.720',0.224,-,-,-0.208,-,-
'47:29:41.728',0.280,-,-,-0.192,-,-
'47:29:41.736',0.296,-,-,-0.216,-,-
'47:29:41.744',0.280,-,-,-0.272,-,-
'47:29:41.752',0.264,-,-,-0.336,-,-
'47:29:41.760',0.264,-,-,-0.360,-,-
'47:29:41.768',0.264,-,-,-0.352,-,-
'47:29:41.776',0.144,-,-,-0.376,-,-
'47:29:41.784',-0.008,-,-,-0.424,-,-
'47:29:41.792',-0.128,-,-,-0.448,-,-
'47:29:41.800',-0.208,-,-,-0.424,-,-
'47:29:41.808',-0.256,-,-,-0.352,-,-
'47:29:41.816',-0.304,-,-,-0.296,-,-
'47:29:41.824',-0.400,-,-,-0.296,-,-
'47:29:41.832',-0.448,-,-,-0.312,-,-
'47:29:41.840',-0.408,-,-,-0.272,-,-
'47:29:41.848',-0.320,-,-,-0.240,-,-
'47:29:41.856',-0.208,-,-,-0.216,-,-
'47:29:41.864',-0.072,-,-,-0.176,-,-
'47:29:41.872',0.040,-,-,-0.152,-,-
'47:29:41.880',0.112,-,-,-0.144,-,-
'47:29:41.888',0.144,-,-,-0.168,-,-
'47:29:41.896',0.160,-,-,-0.192,-,-
'47:29:41.904',0.160,-,-,-0.216,-,-
'47:29:41.912',0.136,-,-,-0.256,-,-
'47:29:41.920',0.120,-,-,-0.280,-,-
'47:29:41.928',0.104,-,-,-0.304,-,-
'47:29:41.936',0.096,-,-,-0.320,-,-
'47:29:41.944',0.080,-,-,-0.336,-,-
'47:29:41.952',0.064,-,-,-0.352,-,-
'47:29:41.960',0.064,-,-,-0.352,-,-
'47:29:41.968',0.056,-,-,-0.360,-,-
'47:29:41.976',0.048,-,-,-0.360,-,-
'47:29:41.984',0.040,-,-,-0.368,-,-
'47:29:41.992',0.048,-,-,-0.376,-,-
'47:29:42.000',0.048,-,-,-0.368,-,-
'47:29:42.008',0.048,-,-,-0.360,-,-
'47:29:42.016',0.048,-,-,-0.352,-,-
'47:29:42.024',0.048,-,-,-0.352,-,-
'47:29:42.032',0.040,-,-,-0.344,-,-
'47:29:42.040',0.032,-,-,-0.328,-,-
'47:29:42.048',0.024,-,-,-0.320,-,-
'47:29:42.056',0.024,-,-,-0.312,-,-
'47:29:42.064',0.032,-,-,-0.288,-,-
'47:29:42.072',0.040,-,-,-0.272,-,-
'47:29:42.080',0.040,-,-,-0.256,-,-
'47:29:42.088',0.032,-,-,-0.248,-,-
'47:29:42.096',0.032,-,-,-0.232,-,-
'47:29:42.104',0.024,-,-,-0.224,-,-
'47:29:42.112',0.016,-,-,-0.216,-,-
'47:29:42.120',0.016,-,-,-0.200,-,-
'47:29:42.128',0.024,-,-,-0.192,-,-
'47:29:42.136',0.024,-,-,-0.184,-,-
'47:29:42.144',0.016,-,-,-0.176,-,-
'47:29:42.152',0.008,-,-,-0.160,-,-
'47:29:42.160',0.016,-,-,-0.152,-,-
'47:29:42.168',0.016,-,-,-0.144,-,-
'47:29:42.176',0.008,-,-,-0.128,-,-
'47:29:42.184',0.016,-,-,-0.112,-,-
'47:29:42.192',0.024,-,-,-0.096,-,-
'47:29:42.200',0.016,-,-,-0.096,-,-
'47:29:42.208',0.024,-,-,-0.088,-,-
'47:29:42.216',0.024,-,-,-0.072,-,-
'47:29:42.224',0.048,-,-,-0.048,-,-
'47:29:42.232',0.072,-,-,-0.032,-,-
'47:29:42.240',0.080,-,-,-0.024,-,-
'47:29:42.248',0.096,-,-,0.000,-,-
'47:29:42.256',0.120,-,-,0.032,-,-
'47:29:42.264',0.128,-,-,0.048,-,-
'47:29:42.272',0.104,-,-,0.040,-,-
'47:29:42.280',0.064,-,-,0.016,-,-
'47:29:42.288',0.040,-,-,0.008,-,-
'47:29:42.296',0.024,-,-,0.000,-,-
'47:29:42.304',0.000,-,-,0.008,-,-
'47:29:42.312',-0.016,-,-,0.016,-,-
'47:29:42.320',-0.032,-,-,0.008,-,-
'47:29:42.328',-0.048,-,-,0.008,-,-
'47:29:42.336',-0.048,-,-,0.016,-,-
'47:29:42.344',-0.040,-,-,0.032,-,-
'47:29:42.352',-0.032,-,-,0.040,-,-
'47:29:42.360',0.008,-,-,0.088,-,-
'47:29:42.368',0.088,-,-,0.136,-,-
'47:29:42.376',0.112,-,-,0.136,-,-
'47:29:42.384',0.048,-,-,0.048,-,-
'47:29:42.392',0.096,-,-,0.048,-,-
'47:29:42.400',0.288,-,-,0.208,-,-
'47:29:42.408',0.424,-,-,0.320,-,-
'47:29:42.416',0.432,-,-,0.344,-,-
'47:29:42.424',0.328,-,-,0.232,-,-
'47:29:42.432',0.320,-,-,0.104,-,-
'47:29:42.440',0.504,-,-,0.032,-,-
'47:29:42.448',0.696,-,-,0.120,-,-
'47:29:42.456',0.720,-,-,0.280,-,-
'47:29:42.464',0.528,-,-,0.368,-,-
'47:29:42.472',0.344,-,-,0.384,-,-
'47:29:42.480',0.136,-,-,0.352,-,-
'47:29:42.488',-0.088,-,-,0.264,-,-
'47:29:42.496',-0.296,-,-,0.120,-,-
'47:29:42.504',-0.456,-,-,-0.016,-,-
'47:29:42.512',-0.560,-,-,-0.096,-,-
'47:29:42.520',-0.592,-,-,-0.120,-,-
'47:29:42.528',-0.568,-,-,-0.112,-,-
'47:29:42.536',-0.536,-,-,-0.096,-,-
'47:29:42.544',-0.472,-,-,-0.072,-,-
'47:29:42.552',-0.392,-,-,-0.024,-,-
'47:29:42.560',-0.320,-,-,0.016,-,-
'47:29:42.568',-0.256,-,-,0.048,-,-
'47:29:42.576',-0.224,-,-,0.064,-,-
'47:29:42.584',-0.200,-,-,0.072,-,-
'47:29:42.592',-0.176,-,-,0.072,-,-
'47:29:42.600',-0.160,-,-,0.080,-,-
'47:29:42.608',-0.136,-,-,0.088,-,-
'47:29:42.616',-0.120,-,-,0.096,-,-
'47:29:42.624',-0.112,-,-,0.096,-,-
'47:29:42.632',-0.104,-,-,0.104,-,-
'47:29:42.640',-0.104,-,-,0.104,-,-
'47:29:42.648',-0.104,-,-,0.104,-,-
'47:29:42.656',-0.104,-,-,0.088,-,-
'47:29:42.664',-0.096,-,-,0.088,-,-
'47:29:42.672',-0.096,-,-,0.080,-,-
'47:29:42.680',-0.088,-,-,0.080,-,-
'47:29:42.688',-0.088,-,-,0.080,-,-
'47:29:42.696',-0.080,-,-,0.064,-,-
'47:29:42.704',-0.088,-,-,0.056,-,-
'47:29:42.712',-0.080,-,-,0.056,-,-
'47:29:42.720',-0.056,-,-,0.056,-,-
'47:29:42.728',-0.032,-,-,0.072,-,-
'47:29:42.736',-0.008,-,-,0.080,-,-
'47:29:42.744',0.008,-,-,0.080,-,-
'47:29:42.752',0.008,-,-,0.088,-,-
'47:29:42.760',0.016,-,-,0.096,-,-
'47:29:42.768',0.032,-,-,0.112,-,-
'47:29:42.776',0.024,-,-,0.104,-,-
'47:29:42.784',0.016,-,-,0.096,-,-
'47:29:42.792',0.008,-,-,0.096,-,-
'47:29:42.800',0.008,-,-,0.088,-,-
'47:29:42.808',0.008,-,-,0.088,-,-
'47:29:42.816',0.008,-,-,0.088,-,-
'47:29:42.824',0.008,-,-,0.096,-,-
'47:29:42.832',0.008,-,-,0.096,-,-
'47:29:42.840',0.008,-,-,0.096,-,-
'47:29:42.848',0.016,-,-,0.104,-,-
'47:29:42.856',0.032,-,-,0.112,-,-
'47:29:42.864',0.016,-,-,0.104,-,-
'47:29:42.872',0.008,-,-,0.096,-,-
'47:29:42.880',0.008,-,-,0.096,-,-
'47:29:42.888',0.016,-,-,0.104,-,-
'47:29:42.896',0.016,-,-,0.104,-,-
'47:29:42.904',0.016,-,-,0.096,-,-
'47:29:42.912',0.016,-,-,0.104,-,-
'47:29:42.920',0.024,-,-,0.120,-,-
'47:29:42.928',0.016,-,-,0.112,-,-
'47:29:42.936',0.008,-,-,0.112,-,-
'47:29:42.944',0.000,-,-,0.112,-,-
'47:29:42.952',0.000,-,-,0.104,-,-
'47:29:42.960',-0.008,-,-,0.096,-,-
'47:29:42.968',-0.008,-,-,0.104,-,-
'47:29:42.976',0.000,-,-,0.112,-,-
'47:29:42.984',0.000,-,-,0.104,-,-
'47:29:42.992',0.000,-,-,0.112,-,-
'47:29:43.000',0.000,-,-,0.112,-,-
'47:29:43.008',0.000,-,-,0.104,-,-
'47:29:43.016',0.000,-,-,0.096,-,-
'47:29:43.024',0.008,-,-,0.088,-,-
'47:29:43.032',0.000,-,-,0.088,-,-
'47:29:43.040',0.008,-,-,0.096,-,-
'47:29:43.048',0.016,-,-,0.104,-,-
'47:29:43.056',0.032,-,-,0.112,-,-
'47:29:43.064',0.056,-,-,0.120,-,-
'47:29:43.072',0.064,-,-,0.128,-,-
'47:29:43.080',0.080,-,-,0.120,-,-
'47:29:43.088',0.096,-,-,0.120,-,-
'47:29:43.096',0.120,-,-,0.120,-,-
'47:29:43.104',0.128,-,-,0.120,-,-
'47:29:43.112',0.096,-,-,0.088,-,-
'47:29:43.120',0.056,-,-,0.048,-,-
'47:29:43.128',0.032,-,-,0.032,-,-
'47:29:43.136',0.016,-,-,0.024,-,-
'47:29:43.144',-0.008,-,-,0.016,-,-
'47:29:43.152',-0.024,-,-,0.016,-,-
'47:29:43.160',-0.048,-,-,0.008,-,-
'47:29:43.168',-0.048,-,-,0.008,-,-
'47:29:43.176',-0.048,-,-,0.008,-,-
'47:29:43.184',-0.048,-,-,0.000,-,-
'47:29:43.192',-0.056,-,-,0.000,-,-
'47:29:43.200',-0.064,-,-,0.000,-,-
'47:29:43.208',-0.072,-,-,-0.008,-,-
'47:29:43.216',-0.088,-,-,-0.048,-,-
'47:29:43.224',-0.096,-,-,-0.128,-,-
'47:29:43.232',-0.064,-,-,-0.248,-,-
'47:29:43.240',-0.040,-,-,-0.368,-,-
'47:29:43.248',-0.024,-,-,-0.392,-,-
'47:29:43.256',-0.016,-,-,-0.272,-,-
'47:29:43.264',-0.040,-,-,-0.112,-,-
'47:29:43.272',-0.064,-,-,0.024,-,-
'47:29:43.280',-0.096,-,-,0.080,-,-
'47:29:43.288',-0.176,-,-,0.040,-,-
'47:29:43.296',-0.200,-,-,0.000,-,-
'47:29:43.304',-0.128,-,-,0.024,-,-
'47:29:43.312',-0.064,-,-,0.072,-,-
'47:29:43.320',-0.048,-,-,0.088,-,-
'47:29:43.328',-0.040,-,-,0.096,-,-
'47:29:43.336',-0.032,-,-,0.096,-,-
'47:29:43.344',-0.024,-,-,0.096,-,-
'47:29:43.352',-0.032,-,-,0.096,-,-
'47:29:43.360',-0.024,-,-,0.088,-,-
'47:29:43.368',-0.016,-,-,0.096,-,-
'47:29:43.376',0.000,-,-,0.104,-,-
'47:29:43.384',0.000,-,-,0.104,-,-
'47:29:43.392',0.000,-,-,0.104,-,-
'47:29:43.400',0.008,-,-,0.104,-,-
'47:29:43.408',0.008,-,-,0.104,-,-
'47:29:43.416',0.024,-,-,0.104,-,-
'47:29:43.424',0.024,-,-,0.112,-,-
'47:29:43.432',0.032,-,-,0.120,-,-
'47:29:43.440',0.040,-,-,0.128,-,-
'47:29:43.448',0.056,-,-,0.136,-,-
'47:29:43.456',0.072,-,-,0.144,-,-
'47:29:43.464',0.088,-,-,0.160,-,-
'47:29:43.472',0.104,-,-,0.168,-,-
'47:29:43.480',0.136,-,-,0.192,-,-
'47:29:43.488',0.168,-,-,0.208,-,-
'47:29:43.496',0.184,-,-,0.216,-,-
'47:29:43.504',0.192,-,-,0.216,-,-
'47:29:43.512',0.200,-,-,0.216,-,-
'47:29:43.520',0.184,-,-,0.200,-,-
'47:29:43.528',0.160,-,-,0.168,-,-
'47:29:43.536',0.136,-,-,0.136,-,-
'47:29:43.544',0.104,-,-,0.120,-,-
'47:29:43.552',0.080,-,-,0.096,-,-
'47:29:43.560',0.040,-,-,0.080,-,-
'47:29:43.568',0.000,-,-,0.056,-,-
'47:29:43.576',-0.024,-,-,0.032,-,-
'47:29:43.584',-0.040,-,-,0.016,-,-
'47:29:43.592',-0.040,-,-,0.016,-,-
'47:29:43.600',-0.056,-,-,0.008,-,-
'47:29:43.608',-0.072,-,-,0.000,-,-
'47:29:43.616',-0.064,-,-,0.008,-,-
'47:29:43.624',-0.040,-,-,0.024,-,-
'47:29:43.632',-0.032,-,-,0.032,-,-
'47:29:43.640',-0.040,-,-,0.024,-,-
'47:29:43.648',-0.048,-,-,0.008,-,-
'47:29:43.656',-0.048,-,-,0.016,-,-
'47:29:43.664',-0.040,-,-,0.024,-,-
'47:29:43.672',-0.040,-,-,0.032,-,-
'47:29:43.680',-0.040,-,-,0.032,-,-
'47:29:43.688',-0.040,-,-,0.024,-,-
'47:29:43.696',-0.032,-,-,0.032,-,-
'47:29:43.704',-0.024,-,-,0.032,-,-
'47:29:43.712',-0.024,-,-,0.040,-,-
'47:29:43.720',-0.016,-,-,0.040,-,-
'47:29:43.728',-0.024,-,-,0.024,-,-
'47:29:43.736',-0.032,-,-,0.016,-,-
'47:29:43.744',-0.032,-,-,0.008,-,-
'47:29:43.752',-0.032,-,-,0.008,-,-
'47:29:43.760',-0.040,-,-,0.008,-,-
'47:29:43.768',-0.032,-,-,0.008,-,-
'47:29:43.776',-0.032,-,-,0.008,-,-
'47:29:43.784',-0.048,-,-,0.000,-,-
'47:29:43.792',-0.048,-,-,-0.008,-,-
'47:29:43.800',-0.048,-,-,0.000,-,-
'47:29:43.808',-0.048,-,-,-0.008,-,-
'47:29:43.816',-0.056,-,-,-0.008,-,-
'47:29:43.824',-0.048,-,-,0.000,-,-
'47:29:43.832',-0.048,-,-,0.000,-,-
'47:29:43.840',-0.056,-,-,-0.008,-,-
'47:29:43.848',-0.048,-,-,0.000,-,-
'47:29:43.856',-0.048,-,-,0.000,-,-
'47:29:43.864',-0.048,-,-,0.000,-,-
'47:29:43.872',-0.056,-,-,-0.008,-,-
'47:29:43.880',-0.048,-,-,0.000,-,-
'47:29:43.888',-0.040,-,-,0.008,-,-
'47:29:43.896',-0.016,-,-,0.024,-,-
'47:29:43.904',0.008,-,-,0.048,-,-
'47:29:43.912',0.024,-,-,0.064,-,-
'47:29:43.920',0.024,-,-,0.064,-,-
'47:29:43.928',0.048,-,-,0.072,-,-
'47:29:43.936',0.080,-,-,0.088,-,-
'47:29:43.944',0.080,-,-,0.088,-,-
'47:29:43.952',0.040,-,-,0.056,-,-
'47:29:43.960',0.016,-,-,0.032,-,-
'47:29:43.968',0.008,-,-,0.016,-,-
'47:29:43.976',-0.016,-,-,0.000,-,-
