'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'5:39:36.560',0.088,-,-0.824,-,70.400,-
'5:39:36.568',0.072,-,-0.824,-,72.000,-
'5:39:36.576',0.064,-,-0.824,-,72.800,-
'5:39:36.584',0.064,-,-0.800,-,73.600,-
'5:39:36.592',0.048,-,-0.800,-,73.600,-
'5:39:36.600',0.024,-,-0.800,-,72.800,-
'5:39:36.608',0.008,-,-0.800,-,72.000,-
'5:39:36.616',0.000,-,-0.800,-,71.200,-
'5:39:36.624',0.008,-,-0.800,-,69.600,-
'5:39:36.632',0.008,-,-0.824,-,68.000,-
'5:39:36.640',0.008,-,-0.824,-,65.600,-
'5:39:36.648',0.008,-,-0.824,-,64.000,-
'5:39:36.656',0.008,-,-0.840,-,61.600,-
'5:39:36.664',0.008,-,-0.840,-,59.200,-
'5:39:36.672',0.000,-,-0.864,-,56.800,-
'5:39:36.680',0.000,-,-0.888,-,55.200,-
'5:39:36.688',0.000,-,-0.888,-,53.600,-
'5:39:36.696',0.000,-,-0.912,-,52.800,-
'5:39:36.704',0.000,-,-0.912,-,51.200,-
'5:39:36.712',0.000,-,-0.928,-,51.200,-
'5:39:36.720',0.000,-,-0.952,-,50.400,-
'5:39:36.728',0.000,-,-0.976,-,49.600,-
'5:39:36.736',0.000,-,-1.000,-,48.800,-
'5:39:36.744',0.000,-,-1.016,-,48.000,-
'5:39:36.752',0.000,-,-1.040,-,48.000,-
'5:39:36.760',0.008,-,-1.040,-,47.200,-
'5:39:36.768',0.008,-,-1.064,-,47.200,-
'5:39:36.776',0.000,-,-1.080,-,47.200,-
'5:39:36.784',0.000,-,-1.104,-,46.400,-
'5:39:36.792',0.000,-,-1.128,-,46.400,-
'5:39:36.800',0.008,-,-1.152,-,46.400,-
'5:39:36.808',0.008,-,-1.152,-,46.400,-
'5:39:36.816',0.008,-,-1.168,-,45.600,-
'5:39:36.824',0.024,-,-1.192,-,45.600,-
'5:39:36.832',0.048,-,-1.216,-,45.600,-
'5:39:36.840',0.064,-,-1.232,-,45.600,-
'5:39:36.848',0.064,-,-1.256,-,45.600,-
'5:39:36.856',0.008,-,-1.280,-,44.800,-
'5:39:36.864',-0.144,-,-1.304,-,44.800,-
'5:39:36.872',-0.288,-,-1.320,-,44.800,-
'5:39:36.880',-0.336,-,-1.344,-,44.800,-
'5:39:36.888',-0.336,-,-1.344,-,44.800,-
'5:39:36.896',-0.296,-,-1.368,-,44.800,-
'5:39:36.904',-0.232,-,-1.384,-,44.000,-
'5:39:36.912',-0.144,-,-1.408,-,44.000,-
'5:39:36.920',-0.048,-,-1.432,-,44.000,-
'5:39:36.928',-0.008,-,-1.432,-,44.000,-
'5:39:36.936',0.008,-,-1.456,-,43.200,-
'5:39:36.944',0.032,-,-1.456,-,43.200,-
'5:39:36.952',0.048,-,-1.456,-,43.200,-
'5:39:36.960',0.048,-,-1.472,-,42.400,-
'5:39:36.968',0.064,-,-1.472,-,42.400,-
'5:39:36.976',0.064,-,-1.472,-,42.400,-
'5:39:36.984',0.064,-,-1.472,-,41.600,-
'5:39:36.992',0.064,-,-1.472,-,41.600,-
'5:39:37.000',0.064,-,-1.472,-,41.600,-
'5:39:37.008',0.072,-,-1.472,-,41.600,-
'5:39:37.016',0.072,-,-1.496,-,42.400,-
'5:39:37.024',0.088,-,-1.496,-,42.400,-
'5:39:37.032',0.088,-,-1.496,-,44.000,-
'5:39:37.040',0.088,-,-1.496,-,46.400,-
'5:39:37.048',0.088,-,-1.496,-,48.800,-
'5:39:37.056',0.088,-,-1.496,-,52.000,-
'5:39:37.064',0.088,-,-1.496,-,54.400,-
'5:39:37.072',0.088,-,-1.496,-,56.000,-
'5:39:37.080',0.104,-,-1.496,-,57.600,-
'5:39:37.088',0.104,-,-1.496,-,59.200,-
'5:39:37.096',0.088,-,-1.496,-,60.000,-
'5:39:37.104',0.072,-,-1.472,-,60.800,-
'5:39:37.112',0.064,-,-1.472,-,61.600,-
'5:39:37.120',0.032,-,-1.472,-,62.400,-
'5:39:37.128',0.008,-,-1.472,-,62.400,-
'5:39:37.136',0.000,-,-1.472,-,62.400,-
'5:39:37.144',0.000,-,-1.456,-,61.600,-
'5:39:37.152',0.008,-,-1.456,-,60.800,-
'5:39:37.160',0.008,-,-1.456,-,60.000,-
'5:39:37.168',0.008,-,-1.456,-,58.400,-
'5:39:37.176',0.008,-,-1.456,-,56.800,-
'5:39:37.184',0.000,-,-1.456,-,55.200,-
'5:39:37.192',0.000,-,-1.456,-,53.600,-
'5:39:37.200',0.000,-,-1.456,-,52.000,-
'5:39:37.208',0.000,-,-1.456,-,50.400,-
'5:39:37.216',0.000,-,-1.472,-,48.800,-
'5:39:37.224',0.000,-,-1.472,-,48.000,-
'5:39:37.232',0.000,-,-1.472,-,47.200,-
'5:39:37.240',0.000,-,-1.496,-,46.400,-
'5:39:37.248',0.000,-,-1.496,-,46.400,-
'5:39:37.256',-0.008,-,-1.496,-,45.600,-
'5:39:37.264',-0.008,-,-1.520,-,45.600,-
'5:39:37.272',0.000,-,-1.520,-,44.800,-
'5:39:37.280',0.000,-,-1.536,-,44.000,-
'5:39:37.288',0.000,-,-1.560,-,44.000,-
'5:39:37.296',0.000,-,-1.560,-,43.200,-
'5:39:37.304',0.000,-,-1.584,-,43.200,-
'5:39:37.312',0.000,-,-1.584,-,43.200,-
'5:39:37.320',0.000,-,-1.608,-,43.200,-
'5:39:37.328',0.008,-,-1.608,-,42.400,-
'5:39:37.336',0.008,-,-1.624,-,42.400,-
'5:39:37.344',0.008,-,-1.624,-,42.400,-
'5:39:37.352',0.024,-,-1.624,-,42.400,-
'5:39:37.360',0.048,-,-1.648,-,42.400,-
'5:39:37.368',0.064,-,-1.648,-,42.400,-
'5:39:37.376',0.064,-,-1.672,-,42.400,-
'5:39:37.384',-0.008,-,-1.672,-,42.400,-
'5:39:37.392',-0.168,-,-1.688,-,42.400,-
'5:39:37.400',-0.296,-,-1.688,-,42.400,-
'5:39:37.408',-0.352,-,-1.712,-,42.400,-
'5:39:37.416',-0.336,-,-1.712,-,42.400,-
'5:39:37.424',-0.296,-,-1.712,-,41.600,-
'5:39:37.432',-0.216,-,-1.736,-,41.600,-
'5:39:37.440',-0.128,-,-1.736,-,41.600,-
'5:39:37.448',-0.048,-,-1.736,-,41.600,-
'5:39:37.456',0.000,-,-1.736,-,40.800,-
'5:39:37.464',0.008,-,-1.736,-,40.800,-
'5:39:37.472',0.032,-,-1.736,-,40.800,-
'5:39:37.480',0.048,-,-1.736,-,40.000,-
'5:39:37.488',0.064,-,-1.736,-,40.000,-
'5:39:37.496',0.048,-,-1.736,-,40.000,-
'5:39:37.504',0.064,-,-1.736,-,39.200,-
'5:39:37.512',0.064,-,-1.736,-,39.200,-
'5:39:37.520',0.064,-,-1.736,-,39.200,-
'5:39:37.528',0.072,-,-1.736,-,40.000,-
'5:39:37.536',0.072,-,-1.760,-,40.000,-
'5:39:37.544',0.072,-,-1.760,-,40.800,-
'5:39:37.552',0.088,-,-1.760,-,42.400,-
'5:39:37.560',0.088,-,-1.760,-,44.800,-
'5:39:37.568',0.088,-,-1.760,-,48.800,-
'5:39:37.576',0.104,-,-1.736,-,52.000,-
'5:39:37.584',0.104,-,-1.736,-,55.200,-
'5:39:37.592',0.104,-,-1.736,-,56.800,-
'5:39:37.600',0.112,-,-1.712,-,59.200,-
'5:39:37.608',0.112,-,-1.712,-,60.800,-
'5:39:37.616',0.112,-,-1.688,-,62.400,-
'5:39:37.624',0.104,-,-1.688,-,63.200,-
'5:39:37.632',0.072,-,-1.672,-,64.800,-
'5:39:37.640',0.064,-,-1.648,-,64.800,-
'5:39:37.648',0.032,-,-1.624,-,65.600,-
'5:39:37.656',0.008,-,-1.624,-,65.600,-
'5:39:37.664',0.008,-,-1.608,-,64.800,-
'5:39:37.672',0.008,-,-1.608,-,64.000,-
'5:39:37.680',0.008,-,-1.584,-,62.400,-
'5:39:37.688',0.008,-,-1.584,-,60.800,-
'5:39:37.696',0.008,-,-1.584,-,60.000,-
'5:39:37.704',0.000,-,-1.584,-,57.600,-
'5:39:37.712',0.000,-,-1.584,-,56.000,-
'5:39:37.720',0.000,-,-1.584,-,53.600,-
'5:39:37.728',0.000,-,-1.608,-,52.000,-
'5:39:37.736',0.000,-,-1.624,-,49.600,-
'5:39:37.744',0.000,-,-1.648,-,48.800,-
'5:39:37.752',0.000,-,-1.672,-,47.200,-
'5:39:37.760',0.000,-,-1.712,-,46.400,-
'5:39:37.768',0.000,-,-1.736,-,45.600,-
'5:39:37.776',-0.008,-,-1.776,-,44.800,-
'5:39:37.784',-0.008,-,-1.800,-,44.000,-
'5:39:37.792',-0.008,-,-1.824,-,44.000,-
'5:39:37.800',-0.008,-,-1.840,-,43.200,-
'5:39:37.808',0.000,-,-1.864,-,42.400,-
'5:39:37.816',0.000,-,-1.888,-,42.400,-
'5:39:37.824',0.000,-,-1.888,-,41.600,-
'5:39:37.832',0.000,-,-1.912,-,41.600,-
'5:39:37.840',0.000,-,-1.912,-,40.800,-
'5:39:37.848',0.000,-,-1.912,-,40.800,-
'5:39:37.856',0.000,-,-1.912,-,40.800,-
'5:39:37.864',0.008,-,-1.888,-,40.800,-
'5:39:37.872',0.008,-,-1.888,-,40.800,-
'5:39:37.880',0.032,-,-1.864,-,40.000,-
'5:39:37.888',0.048,-,-1.840,-,40.000,-
'5:39:37.896',0.064,-,-1.824,-,40.000,-
'5:39:37.904',0.032,-,-1.800,-,40.000,-
'5:39:37.912',-0.048,-,-1.800,-,39.200,-
'5:39:37.920',-0.232,-,-1.776,-,39.200,-
'5:39:37.928',-0.352,-,-1.760,-,39.200,-
'5:39:37.936',-0.376,-,-1.736,-,39.200,-
'5:39:37.944',-0.368,-,-1.712,-,39.200,-
'5:39:37.952',-0.312,-,-1.688,-,39.200,-
'5:39:37.960',-0.208,-,-1.648,-,39.200,-
'5:39:37.968',-0.112,-,-1.624,-,39.200,-
'5:39:37.976',-0.032,-,-1.608,-,38.400,-
'5:39:37.984',-0.008,-,-1.584,-,38.400,-
'5:39:37.992',0.008,-,-1.560,-,38.400,-
'5:39:38.000',0.032,-,-1.536,-,38.400,-
'5:39:38.008',0.032,-,-1.496,-,37.600,-
'5:39:38.016',0.032,-,-1.472,-,37.600,-
'5:39:38.024',0.048,-,-1.432,-,36.800,-
'5:39:38.032',0.048,-,-1.408,-,36.800,-
'5:39:38.040',0.064,-,-1.368,-,36.800,-
'5:39:38.048',0.048,-,-1.320,-,36.800,-
'5:39:38.056',0.048,-,-1.304,-,36.800,-
'5:39:38.064',0.064,-,-1.256,-,36.800,-
'5:39:38.072',0.072,-,-1.232,-,37.600,-
'5:39:38.080',0.072,-,-1.192,-,38.400,-
'5:39:38.088',0.072,-,-1.152,-,40.000,-
'5:39:38.096',0.088,-,-1.104,-,42.400,-
'5:39:38.104',0.072,-,-1.064,-,45.600,-
'5:39:38.112',0.088,-,-1.016,-,48.000,-
'5:39:38.120',0.088,-,-0.976,-,49.600,-
'5:39:38.128',0.104,-,-0.912,-,51.200,-
'5:39:38.136',0.104,-,-0.864,-,52.800,-
'5:39:38.144',0.088,-,-0.800,-,54.400,-
'5:39:38.152',0.072,-,-0.760,-,55.200,-
'5:39:38.160',0.064,-,-0.688,-,56.000,-
'5:39:38.168',0.032,-,-0.648,-,56.800,-
'5:39:38.176',0.024,-,-0.584,-,56.800,-
'5:39:38.184',0.008,-,-0.536,-,56.800,-
'5:39:38.192',-0.008,-,-0.496,-,56.000,-
'5:39:38.200',0.000,-,-0.456,-,55.200,-
'5:39:38.208',0.000,-,-0.432,-,54.400,-
'5:39:38.216',0.000,-,-0.432,-,52.800,-
'5:39:38.224',0.000,-,-0.432,-,52.000,-
'5:39:38.232',0.008,-,-0.432,-,50.400,-
'5:39:38.240',-0.008,-,-0.456,-,48.000,-
'5:39:38.248',-0.024,-,-0.496,-,46.400,-
'5:39:38.256',-0.032,-,-0.536,-,44.800,-
'5:39:38.264',-0.008,-,-0.584,-,44.000,-
'5:39:38.272',-0.008,-,-0.624,-,42.400,-
'5:39:38.280',-0.032,-,-0.672,-,41.600,-
'5:39:38.288',-0.032,-,-0.688,-,40.800,-
'5:39:38.296',-0.024,-,-0.736,-,40.800,-
'5:39:38.304',0.000,-,-0.760,-,40.000,-
'5:39:38.312',0.000,-,-0.760,-,39.200,-
'5:39:38.320',-0.048,-,-0.760,-,38.400,-
'5:39:38.328',-0.208,-,-0.736,-,38.400,-
'5:39:38.336',-0.416,-,-0.712,-,37.600,-
'5:39:38.344',-0.600,-,-0.672,-,37.600,-
'5:39:38.352',-0.704,-,-0.624,-,36.800,-
'5:39:38.360',-0.760,-,-0.584,-,36.800,-
'5:39:38.368',-0.776,-,-0.520,-,36.800,-
'5:39:38.376',-0.744,-,-0.456,-,36.800,-
'5:39:38.384',-0.680,-,-0.384,-,36.800,-
'5:39:38.392',-0.616,-,-0.320,-,36.800,-
'5:39:38.400',-0.552,-,-0.232,-,36.800,-
'5:39:38.408',-0.440,-,-0.152,-,36.000,-
'5:39:38.416',-0.272,-,-0.064,-,36.000,-
'5:39:38.424',-0.112,-,0.016,-,36.000,-
'5:39:38.432',0.000,-,0.128,-,36.000,-
'5:39:38.440',0.064,-,0.232,-,36.000,-
'5:39:38.448',0.072,-,0.344,-,36.000,-
'5:39:38.456',0.088,-,0.472,-,35.200,-
'5:39:38.464',0.128,-,0.584,-,35.200,-
'5:39:38.472',0.184,-,0.688,-,35.200,-
'5:39:38.480',0.184,-,0.800,-,35.200,-
'5:39:38.488',0.184,-,0.928,-,35.200,-
'5:39:38.496',0.184,-,1.040,-,36.000,-
'5:39:38.504',0.184,-,1.152,-,36.000,-
'5:39:38.512',0.192,-,1.256,-,37.600,-
'5:39:38.520',0.208,-,1.368,-,39.200,-
'5:39:38.528',0.208,-,1.472,-,40.800,-
'5:39:38.536',0.216,-,1.584,-,42.400,-
'5:39:38.544',0.216,-,1.688,-,44.000,-
'5:39:38.552',0.208,-,1.800,-,44.800,-
'5:39:38.560',0.192,-,1.912,-,45.600,-
'5:39:38.568',0.184,-,2.040,-,46.400,-
'5:39:38.576',0.168,-,2.168,-,46.400,-
'5:39:38.584',0.144,-,2.304,-,47.200,-
'5:39:38.592',0.112,-,2.432,-,47.200,-
'5:39:38.600',0.104,-,2.560,-,48.000,-
'5:39:38.608',0.104,-,2.688,-,48.000,-
'5:39:38.616',0.064,-,2.760,-,47.200,-
'5:39:38.624',0.032,-,2.760,-,47.200,-
'5:39:38.632',0.008,-,2.760,-,46.400,-
'5:39:38.640',-0.024,-,2.760,-,44.800,-
'5:39:38.648',-0.064,-,2.760,-,44.000,-
'5:39:38.656',-0.072,-,2.760,-,42.400,-
'5:39:38.664',-0.072,-,2.760,-,41.600,-
'5:39:38.672',-0.072,-,2.760,-,40.000,-
'5:39:38.680',-0.088,-,2.760,-,39.200,-
'5:39:38.688',-0.128,-,2.760,-,39.200,-
'5:39:38.696',-0.152,-,2.760,-,39.200,-
'5:39:38.704',-0.144,-,2.760,-,38.400,-
'5:39:38.712',-0.128,-,2.760,-,38.400,-
'5:39:38.720',-0.168,-,2.760,-,37.600,-
'5:39:38.728',-0.192,-,2.760,-,36.800,-
'5:39:38.736',-0.184,-,2.760,-,36.800,-
'5:39:38.744',-0.168,-,2.760,-,36.800,-
'5:39:38.752',-0.208,-,2.760,-,36.800,-
'5:39:38.760',-0.296,-,2.760,-,36.800,-
'5:39:38.768',-0.392,-,2.760,-,36.800,-
'5:39:38.776',-0.480,-,2.760,-,37.600,-
'5:39:38.784',-0.600,-,2.760,-,37.600,-
'5:39:38.792',-0.744,-,2.760,-,38.400,-
'5:39:38.800',-0.888,-,2.760,-,39.200,-
'5:39:38.808',-0.992,-,2.760,-,40.000,-
'5:39:38.816',-1.048,-,2.760,-,40.000,-
'5:39:38.824',-1.032,-,2.760,-,40.800,-
'5:39:38.832',-0.960,-,2.760,-,41.600,-
'5:39:38.840',-0.864,-,2.760,-,42.400,-
'5:39:38.848',-0.808,-,2.760,-,44.000,-
'5:39:38.856',-0.760,-,2.760,-,44.800,-
'5:39:38.864',-0.616,-,2.760,-,46.400,-
'5:39:38.872',-0.400,-,2.760,-,48.000,-
'5:39:38.880',-0.192,-,2.760,-,49.600,-
'5:39:38.888',-0.008,-,2.760,-,52.000,-
'5:39:38.896',0.152,-,2.520,-,53.600,-
'5:39:38.904',0.296,-,2.216,-,55.200,-
'5:39:38.912',0.376,-,1.864,-,57.600,-
'5:39:38.920',0.400,-,1.496,-,59.200,-
'5:39:38.928',0.416,-,1.104,-,61.600,-
'5:39:38.936',0.456,-,0.712,-,64.000,-
'5:39:38.944',0.496,-,0.344,-,65.600,-
'5:39:38.952',0.520,-,-0.040,-,68.000,-
'5:39:38.960',0.560,-,-0.408,-,71.200,-
'5:39:38.968',0.576,-,-0.776,-,76.000,-
'5:39:38.976',0.536,-,-1.104,-,80.800,-
'5:39:38.984',0.496,-,-1.408,-,84.800,-
'5:39:38.992',0.496,-,-1.688,-,88.000,-
'5:39:39.000',0.560,-,-1.976,-,90.400,-
'5:39:39.008',0.592,-,-2.232,-,93.600,-
'5:39:39.016',0.576,-,-2.472,-,96.000,-
'5:39:39.024',0.552,-,-2.712,-,98.400,-
'5:39:39.032',0.480,-,-,-,99.200,-
'5:39:39.040',0.472,-,-,-,100.800,-
'5:39:39.048',0.440,-,-,-,101.600,-
'5:39:39.056',0.392,-,-,-,102.400,-
'5:39:39.064',0.328,-,-,-,103.200,-
'5:39:39.072',0.248,-,-,-,104.000,-
'5:39:39.080',0.192,-,-,-,104.800,-
'5:39:39.088',0.208,-,-,-,104.800,-
'5:39:39.096',0.248,-,-,-,105.600,-
'5:39:39.104',0.272,-,-,-,104.800,-
'5:39:39.112',0.256,-,-,-,104.000,-
'5:39:39.120',0.216,-,-,-,102.400,-
'5:39:39.128',0.216,-,-,-,101.600,-
'5:39:39.136',0.232,-,-,-,100.800,-
'5:39:39.144',0.248,-,-,-,100.000,-
'5:39:39.152',0.256,-,-,-,99.200,-
'5:39:39.160',0.232,-,-,-,98.400,-
'5:39:39.168',0.232,-,-,-,98.400,-
'5:39:39.176',0.256,-,-,-,98.400,-
'5:39:39.184',0.208,-,-,-,98.400,-
'5:39:39.192',0.032,-,-,-,98.400,-
'5:39:39.200',-0.168,-,-,-,98.400,-
'5:39:39.208',-0.352,-,-,-,98.400,-
'5:39:39.216',-0.416,-,-,-,98.400,-
'5:39:39.224',-0.400,-,-,-,97.600,-
'5:39:39.232',-0.392,-,-,-,97.600,-
'5:39:39.240',-0.368,-,-,-,97.600,-
'5:39:39.248',-0.328,-,-,-,96.800,-
'5:39:39.256',-0.256,-,-,-,96.800,-
'5:39:39.264',-0.208,-,-,-,96.800,-
'5:39:39.272',-0.144,-,-,-,96.800,-
'5:39:39.280',-0.048,-,-,-,96.800,-
'5:39:39.288',0.024,-,-,-,96.000,-
'5:39:39.296',0.088,-,-,-,96.000,-
'5:39:39.304',0.152,-,-,-,96.000,-
'5:39:39.312',0.216,-,-,-,96.000,-
'5:39:39.320',0.232,-,-,-,96.000,-
'5:39:39.328',0.256,-,-,-,95.200,-
'5:39:39.336',0.256,-,-,-,95.200,-
'5:39:39.344',0.216,-,-,-,96.000,-
'5:39:39.352',0.184,-,-,-,97.600,-
'5:39:39.360',0.232,-,-,-,100.000,-
'5:39:39.368',0.296,-,-,-,103.200,-
'5:39:39.376',0.312,-,-,-,106.400,-
'5:39:39.384',0.296,-,-,-,108.000,-
'5:39:39.392',0.288,-,-,-,109.600,-
'5:39:39.400',0.312,-,-,-,111.200,-
'5:39:39.408',0.328,-,-,-,112.000,-
'5:39:39.416',0.296,-,-,-,112.800,-
'5:39:39.424',0.296,-,-,-,112.800,-
'5:39:39.432',0.312,-,-,-,112.800,-
'5:39:39.440',0.296,-,-,-,112.000,-
'5:39:39.448',0.288,-,-,-,111.200,-
'5:39:39.456',0.272,-,-,-,110.400,-
'5:39:39.464',0.272,-,-,-,108.800,-
'5:39:39.472',0.272,-,-,-,107.200,-
'5:39:39.480',0.248,-,-2.760,-,105.600,-
'5:39:39.488',0.216,-,-2.648,-,103.200,-
'5:39:39.496',0.152,-,-2.560,-,101.600,-
'5:39:39.504',0.064,-,-2.456,-,98.400,-
'5:39:39.512',0.000,-,-2.368,-,96.000,-
'5:39:39.520',-0.024,-,-2.280,-,93.600,-
'5:39:39.528',-0.008,-,-2.192,-,91.200,-
'5:39:39.536',0.064,-,-2.128,-,89.600,-
'5:39:39.544',0.088,-,-2.064,-,87.200,-
'5:39:39.552',0.064,-,-2.000,-,85.600,-
'5:39:39.560',0.088,-,-1.928,-,83.200,-
'5:39:39.568',0.168,-,-1.888,-,81.600,-
'5:39:39.576',0.232,-,-1.840,-,80.000,-
'5:39:39.584',0.232,-,-1.800,-,78.400,-
'5:39:39.592',0.168,-,-1.760,-,76.800,-
'5:39:39.600',0.128,-,-1.712,-,76.000,-
'5:39:39.608',0.104,-,-1.672,-,74.400,-
'5:39:39.616',0.064,-,-1.648,-,72.800,-
'5:39:39.624',0.024,-,-1.608,-,71.200,-
'5:39:39.632',0.008,-,-1.584,-,69.600,-
'5:39:39.640',-0.008,-,-1.536,-,68.000,-
'5:39:39.648',-0.032,-,-1.520,-,67.200,-
'5:39:39.656',-0.032,-,-1.496,-,65.600,-
'5:39:39.664',-0.008,-,-1.472,-,64.800,-
'5:39:39.672',0.000,-,-1.456,-,64.000,-
'5:39:39.680',0.008,-,-1.432,-,63.200,-
'5:39:39.688',0.032,-,-1.408,-,62.400,-
'5:39:39.696',0.048,-,-1.384,-,61.600,-
'5:39:39.704',0.048,-,-1.368,-,60.800,-
'5:39:39.712',0.032,-,-1.344,-,60.000,-
'5:39:39.720',0.064,-,-1.320,-,59.200,-
'5:39:39.728',0.072,-,-1.280,-,58.400,-
'5:39:39.736',0.088,-,-1.232,-,57.600,-
'5:39:39.744',0.088,-,-1.192,-,56.800,-
'5:39:39.752',0.064,-,-1.128,-,56.000,-
'5:39:39.760',0.024,-,-1.080,-,54.400,-
'5:39:39.768',0.000,-,-1.040,-,53.600,-
'5:39:39.776',0.000,-,-1.000,-,52.800,-
'5:39:39.784',0.000,-,-0.952,-,52.000,-
'5:39:39.792',0.008,-,-0.912,-,51.200,-
'5:39:39.800',0.008,-,-0.864,-,50.400,-
'5:39:39.808',0.000,-,-0.840,-,50.400,-
'5:39:39.816',-0.008,-,-0.840,-,49.600,-
'5:39:39.824',-0.008,-,-0.824,-,49.600,-
'5:39:39.832',-0.008,-,-0.824,-,48.800,-
'5:39:39.840',-0.008,-,-0.824,-,48.800,-
'5:39:39.848',0.000,-,-0.840,-,48.000,-
'5:39:39.856',0.008,-,-0.840,-,48.000,-
'5:39:39.864',0.024,-,-0.864,-,48.800,-
'5:39:39.872',0.032,-,-0.864,-,48.800,-
'5:39:39.880',0.048,-,-0.888,-,48.800,-
'5:39:39.888',0.048,-,-0.888,-,48.800,-
'5:39:39.896',0.072,-,-0.912,-,48.800,-
'5:39:39.904',0.072,-,-0.928,-,48.800,-
'5:39:39.912',0.048,-,-0.976,-,49.600,-
'5:39:39.920',0.032,-,-1.000,-,49.600,-
'5:39:39.928',0.008,-,-1.040,-,50.400,-
'5:39:39.936',0.000,-,-1.104,-,50.400,-
'5:39:39.944',-0.008,-,-1.152,-,51.200,-
'5:39:39.952',0.008,-,-1.216,-,52.000,-
'5:39:39.960',0.032,-,-1.304,-,52.800,-
'5:39:39.968',0.064,-,-1.368,-,53.600,-
'5:39:39.976',0.064,-,-1.456,-,54.400,-
'5:39:39.984',0.072,-,-1.536,-,55.200,-
'5:39:39.992',0.032,-,-1.624,-,56.000,-
'5:39:40.000',-0.112,-,-1.712,-,56.800,-
'5:39:40.008',-0.312,-,-1.800,-,57.600,-
'5:39:40.016',-0.376,-,-1.888,-,58.400,-
'5:39:40.024',-0.368,-,-1.976,-,59.200,-
'5:39:40.032',-0.336,-,-2.064,-,60.000,-
'5:39:40.040',-0.288,-,-2.152,-,60.800,-
'5:39:40.048',-0.184,-,-2.256,-,61.600,-
