'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:28:54.784',0.104,0.256,-,-,-,-,53.600
'14:28:54.792',0.056,0.231,-,-,-,-,53.600
'14:28:54.800',0.032,0.165,-,-,-,-,53.600
'14:28:54.808',-0.008,0.099,-,-,-,-,52.800
'14:28:54.816',0.000,0.041,-,-,-,-,52.800
'14:28:54.824',-0.016,0.000,-,-,-,-,52.800
'14:28:54.832',-0.024,-0.017,-,-,-,-,53.600
'14:28:54.840',-0.048,-0.041,-,-,-,-,53.600
'14:28:54.848',-0.048,-0.050,-,-,-,-,56.000
'14:28:54.856',-0.064,-0.058,-,-,-,-,59.200
'14:28:54.864',-0.072,-0.058,-,-,-,-,64.800
'14:28:54.872',-0.064,-0.058,-,-,-,-,71.200
'14:28:54.880',-0.088,-0.066,-,-,-,-,76.800
'14:28:54.888',-0.088,-0.074,-,-,-,-,80.000
'14:28:54.896',-0.096,-0.091,-,-,-,-,80.800
'14:28:54.904',-0.104,-0.099,-,-,-,-,80.800
'14:28:54.912',-0.112,-0.099,-,-,-,-,80.800
'14:28:54.920',-0.128,-0.116,-,-,-,-,79.200
'14:28:54.928',-0.128,-0.132,-,-,-,-,77.600
'14:28:54.936',-0.128,-0.140,-,-,-,-,75.200
'14:28:54.944',-0.112,-0.149,-,-,-,-,72.800
'14:28:54.952',-0.104,-0.165,-,-,-,-,70.400
'14:28:54.960',-0.112,-0.182,-,-,-,-,68.000
'14:28:54.968',-0.088,-0.182,-,-,-,-,65.600
'14:28:54.976',-0.072,-0.190,-,-,-,-,63.200
'14:28:54.984',-0.056,-0.182,-,-,-,-,61.600
'14:28:54.992',-0.048,-0.182,-,-,-,-,60.800
'14:28:55.000',-0.024,-0.157,-,-,-,-,60.800
'14:28:55.008',-0.024,-0.165,-,-,-,-,61.600
'14:28:55.016',-0.008,-0.149,-,-,-,-,63.200
'14:28:55.024',-0.016,-0.140,-,-,-,-,64.000
'14:28:55.032',-0.008,-0.124,-,-,-,-,64.000
'14:28:55.040',0.000,-0.116,-,-,-,-,63.200
'14:28:55.048',-0.008,-0.107,-,-,-,-,61.600
'14:28:55.056',0.000,-0.099,-,-,-,-,60.800
'14:28:55.064',-0.016,-0.099,-,-,-,-,60.000
'14:28:55.072',0.000,-0.091,-,-,-,-,60.000
'14:28:55.080',-0.008,-0.066,-,-,-,-,59.200
'14:28:55.088',0.000,-0.074,-,-,-,-,59.200
'14:28:55.096',-0.008,-0.058,-,-,-,-,58.400
'14:28:55.104',0.000,-0.058,-,-,-,-,58.400
'14:28:55.112',0.000,-0.050,-,-,-,-,58.400
'14:28:55.120',0.008,-0.033,-,-,-,-,58.400
'14:28:55.128',0.000,-0.025,-,-,-,-,57.600
'14:28:55.136',0.016,-0.025,-,-,-,-,57.600
'14:28:55.144',0.000,-0.025,-,-,-,-,57.600
'14:28:55.152',0.008,-0.017,-,-,-,-,57.600
'14:28:55.160',0.000,-0.025,-,-,-,-,56.800
'14:28:55.168',0.016,-0.017,-,-,-,-,56.800
'14:28:55.176',0.000,-0.017,-,-,-,-,56.800
'14:28:55.184',0.008,-0.017,-,-,-,-,56.800
'14:28:55.192',0.000,0.000,-,-,-,-,56.000
'14:28:55.200',0.016,0.008,-,-,-,-,56.000
'14:28:55.208',0.024,0.017,-,-,-,-,56.000
'14:28:55.216',0.048,0.025,-,-,-,-,56.000
'14:28:55.224',0.064,0.041,-,-,-,-,56.000
'14:28:55.232',0.088,0.058,-,-,-,-,55.200
'14:28:55.240',0.104,0.074,-,-,-,-,55.200
'14:28:55.248',0.088,0.058,-,-,-,-,55.200
'14:28:55.256',0.120,0.091,-,-,-,-,55.200
'14:28:55.264',0.144,0.116,-,-,-,-,55.200
'14:28:55.272',0.168,0.132,-,-,-,-,54.400
'14:28:55.280',0.200,0.207,-,-,-,-,54.400
'14:28:55.288',0.208,0.256,-,-,-,-,53.600
'14:28:55.296',0.152,0.281,-,-,-,-,53.600
'14:28:55.304',0.168,0.314,-,-,-,-,53.600
'14:28:55.312',0.120,0.289,-,-,-,-,53.600
'14:28:55.320',0.088,0.231,-,-,-,-,52.800
'14:28:55.328',0.048,0.190,-,-,-,-,52.800
'14:28:55.336',0.008,0.132,-,-,-,-,52.800
'14:28:55.344',-0.008,0.050,-,-,-,-,52.800
'14:28:55.352',-0.016,0.017,-,-,-,-,52.800
'14:28:55.360',-0.024,-0.017,-,-,-,-,52.800
'14:28:55.368',-0.040,-0.033,-,-,-,-,53.600
'14:28:55.376',-0.056,-0.050,-,-,-,-,55.200
'14:28:55.384',-0.048,-0.058,-,-,-,-,58.400
'14:28:55.392',-0.072,-0.058,-,-,-,-,64.000
'14:28:55.400',-0.064,-0.058,-,-,-,-,71.200
'14:28:55.408',-0.088,-0.066,-,-,-,-,77.600
'14:28:55.416',-0.072,-0.058,-,-,-,-,81.600
'14:28:55.424',-0.088,-0.066,-,-,-,-,83.200
'14:28:55.432',-0.088,-0.074,-,-,-,-,84.000
'14:28:55.440',-0.104,-0.066,-,-,-,-,83.200
'14:28:55.448',-0.112,-0.099,-,-,-,-,82.400
'14:28:55.456',-0.104,-0.107,-,-,-,-,80.800
'14:28:55.464',-0.128,-0.124,-,-,-,-,78.400
'14:28:55.472',-0.112,-0.140,-,-,-,-,76.000
'14:28:55.480',-0.128,-0.149,-,-,-,-,73.600
'14:28:55.488',-0.104,-0.182,-,-,-,-,71.200
'14:28:55.496',-0.088,-0.165,-,-,-,-,68.800
'14:28:55.504',-0.072,-0.182,-,-,-,-,66.400
'14:28:55.512',-0.064,-0.190,-,-,-,-,64.000
'14:28:55.520',-0.048,-0.182,-,-,-,-,62.400
'14:28:55.528',-0.032,-0.165,-,-,-,-,62.400
'14:28:55.536',-0.024,-0.157,-,-,-,-,63.200
'14:28:55.544',-0.032,-0.149,-,-,-,-,64.800
'14:28:55.552',-0.016,-0.140,-,-,-,-,65.600
'14:28:55.560',-0.016,-0.124,-,-,-,-,65.600
'14:28:55.568',-0.008,-0.116,-,-,-,-,64.800
'14:28:55.576',-0.016,-0.107,-,-,-,-,63.200
'14:28:55.584',0.000,-0.099,-,-,-,-,62.400
'14:28:55.592',-0.008,-0.074,-,-,-,-,61.600
'14:28:55.600',0.000,-0.066,-,-,-,-,60.800
'14:28:55.608',-0.008,-0.066,-,-,-,-,60.000
'14:28:55.616',0.000,-0.058,-,-,-,-,60.000
'14:28:55.624',-0.008,-0.050,-,-,-,-,59.200
'14:28:55.632',0.000,-0.041,-,-,-,-,59.200
'14:28:55.640',-0.008,-0.033,-,-,-,-,59.200
'14:28:55.648',0.000,-0.025,-,-,-,-,58.400
'14:28:55.656',0.000,-0.017,-,-,-,-,58.400
'14:28:55.664',-0.008,-0.017,-,-,-,-,58.400
'14:28:55.672',0.000,-0.017,-,-,-,-,58.400
'14:28:55.680',0.000,-0.008,-,-,-,-,58.400
'14:28:55.688',0.008,-0.008,-,-,-,-,57.600
'14:28:55.696',0.000,0.000,-,-,-,-,57.600
'14:28:55.704',0.008,0.000,-,-,-,-,56.800
'14:28:55.712',0.000,0.008,-,-,-,-,56.800
'14:28:55.720',0.008,0.017,-,-,-,-,56.800
'14:28:55.728',0.000,0.008,-,-,-,-,56.800
'14:28:55.736',-0.024,-0.017,-,-,-,-,56.000
'14:28:55.744',-0.016,-0.058,-,-,-,-,56.000
'14:28:55.752',-0.032,-0.066,-,-,-,-,56.000
'14:28:55.760',-0.008,-0.041,-,-,-,-,56.000
'14:28:55.768',0.008,-0.017,-,-,-,-,56.000
'14:28:55.776',0.048,-0.017,-,-,-,-,55.200
'14:28:55.784',0.080,-0.017,-,-,-,-,55.200
'14:28:55.792',0.088,-0.017,-,-,-,-,55.200
'14:28:55.800',0.120,0.000,-,-,-,-,55.200
'14:28:55.808',0.104,0.017,-,-,-,-,54.400
'14:28:55.816',0.120,0.058,-,-,-,-,54.400
'14:28:55.824',0.120,0.124,-,-,-,-,53.600
'14:28:55.832',0.128,0.165,-,-,-,-,53.600
'14:28:55.840',0.120,0.207,-,-,-,-,53.600
'14:28:55.848',0.128,0.215,-,-,-,-,53.600
'14:28:55.856',0.136,0.165,-,-,-,-,53.600
'14:28:55.864',0.128,0.149,-,-,-,-,52.800
'14:28:55.872',0.136,0.140,-,-,-,-,52.800
'14:28:55.880',0.136,0.140,-,-,-,-,52.800
'14:28:55.888',0.104,0.165,-,-,-,-,52.800
'14:28:55.896',0.064,0.165,-,-,-,-,53.600
'14:28:55.904',0.032,0.182,-,-,-,-,53.600
'14:28:55.912',0.000,0.165,-,-,-,-,54.400
'14:28:55.920',-0.024,0.165,-,-,-,-,56.800
'14:28:55.928',-0.040,0.149,-,-,-,-,60.800
'14:28:55.936',-0.032,0.149,-,-,-,-,66.400
'14:28:55.944',-0.056,0.132,-,-,-,-,72.800
'14:28:55.952',-0.064,0.124,-,-,-,-,76.800
'14:28:55.960',-0.072,0.116,-,-,-,-,79.200
'14:28:55.968',-0.072,0.124,-,-,-,-,79.200
'14:28:55.976',-0.088,0.116,-,-,-,-,79.200
'14:28:55.984',-0.088,0.099,-,-,-,-,79.200
'14:28:55.992',-0.104,0.074,-,-,-,-,77.600
'14:28:56.000',-0.104,0.066,-,-,-,-,75.200
'14:28:56.008',-0.112,0.050,-,-,-,-,72.800
'14:28:56.016',-0.112,0.017,-,-,-,-,70.400
'14:28:56.024',-0.128,0.000,-,-,-,-,68.000
'14:28:56.032',-0.112,-0.017,-,-,-,-,65.600
'14:28:56.040',-0.112,-0.033,-,-,-,-,63.200
'14:28:56.048',-0.104,-0.041,-,-,-,-,60.800
'14:28:56.056',-0.096,-0.050,-,-,-,-,60.000
'14:28:56.064',-0.088,-0.058,-,-,-,-,59.200
'14:28:56.072',-0.088,-0.091,-,-,-,-,60.000
'14:28:56.080',-0.072,-0.074,-,-,-,-,61.600
'14:28:56.088',-0.072,-0.091,-,-,-,-,62.400
'14:28:56.096',-0.064,-0.058,-,-,-,-,62.400
'14:28:56.104',-0.056,-0.066,-,-,-,-,61.600
'14:28:56.112',-0.064,-0.058,-,-,-,-,60.800
'14:28:56.120',-0.048,-0.058,-,-,-,-,60.000
'14:28:56.128',-0.040,-0.058,-,-,-,-,60.000
'14:28:56.136',-0.032,-0.050,-,-,-,-,59.200
'14:28:56.144',-0.024,-0.041,-,-,-,-,58.400
'14:28:56.152',-0.016,-0.041,-,-,-,-,57.600
'14:28:56.160',-0.040,-0.033,-,-,-,-,56.800
'14:28:56.168',-0.024,-0.041,-,-,-,-,56.800
'14:28:56.176',-0.032,-0.025,-,-,-,-,56.800
'14:28:56.184',-0.024,-0.017,-,-,-,-,56.800
'14:28:56.192',-0.032,-0.017,-,-,-,-,56.000
'14:28:56.200',-0.008,-0.017,-,-,-,-,56.000
'14:28:56.208',0.000,-0.008,-,-,-,-,56.000
'14:28:56.216',0.008,-0.017,-,-,-,-,56.000
'14:28:56.224',0.000,0.000,-,-,-,-,56.000
'14:28:56.232',0.000,0.000,-,-,-,-,56.000
'14:28:56.240',0.000,0.000,-,-,-,-,55.200
'14:28:56.248',0.008,0.000,-,-,-,-,55.200
'14:28:56.256',0.000,0.008,-,-,-,-,55.200
'14:28:56.264',0.008,0.000,-,-,-,-,55.200
'14:28:56.272',0.016,0.017,-,-,-,-,55.200
'14:28:56.280',0.000,0.000,-,-,-,-,55.200
'14:28:56.288',-0.008,0.008,-,-,-,-,55.200
'14:28:56.296',0.000,0.000,-,-,-,-,54.400
'14:28:56.304',0.000,0.008,-,-,-,-,54.400
'14:28:56.312',0.000,0.000,-,-,-,-,54.400
'14:28:56.320',0.000,0.017,-,-,-,-,54.400
'14:28:56.328',-0.008,0.008,-,-,-,-,54.400
'14:28:56.336',0.000,0.008,-,-,-,-,53.600
'14:28:56.344',-0.008,0.008,-,-,-,-,53.600
'14:28:56.352',0.008,0.017,-,-,-,-,53.600
'14:28:56.360',0.008,0.017,-,-,-,-,52.800
'14:28:56.368',0.000,0.017,-,-,-,-,52.800
'14:28:56.376',-0.008,0.008,-,-,-,-,52.800
'14:28:56.384',0.000,0.017,-,-,-,-,52.000
'14:28:56.392',0.000,0.008,-,-,-,-,52.000
'14:28:56.400',0.008,0.017,-,-,-,-,52.000
'14:28:56.408',-0.008,0.008,-,-,-,-,52.000
'14:28:56.416',0.000,0.017,-,-,-,-,51.200
'14:28:56.424',0.000,0.008,-,-,-,-,51.200
'14:28:56.432',0.008,0.017,-,-,-,-,51.200
'14:28:56.440',0.000,0.017,-,-,-,-,51.200
'14:28:56.448',0.000,0.008,-,-,-,-,50.400
'14:28:56.456',-0.008,0.017,-,-,-,-,50.400
'14:28:56.464',0.000,0.017,-,-,-,-,50.400
'14:28:56.472',-0.008,0.017,-,-,-,-,50.400
'14:28:56.480',0.000,0.008,-,-,-,-,49.600
'14:28:56.488',-0.008,0.017,-,-,-,-,49.600
'14:28:56.496',0.000,0.017,-,-,-,-,49.600
'14:28:56.504',0.000,0.033,-,-,-,-,49.600
'14:28:56.512',0.000,0.041,-,-,-,-,49.600
'14:28:56.520',0.008,0.050,-,-,-,-,49.600
'14:28:56.528',-0.008,0.041,-,-,-,-,48.800
'14:28:56.536',0.000,0.050,-,-,-,-,48.800
'14:28:56.544',0.000,0.050,-,-,-,-,48.800
'14:28:56.552',0.000,0.041,-,-,-,-,48.800
'14:28:56.560',0.000,0.025,-,-,-,-,48.800
'14:28:56.568',0.008,0.017,-,-,-,-,48.000
'14:28:56.576',0.000,0.017,-,-,-,-,48.000
'14:28:56.584',0.008,0.008,-,-,-,-,48.000
'14:28:56.592',0.000,0.017,-,-,-,-,48.000
'14:28:56.600',0.008,0.000,-,-,-,-,48.000
'14:28:56.608',0.000,-0.008,-,-,-,-,48.000
'14:28:56.616',0.000,-0.008,-,-,-,-,48.000
'14:28:56.624',0.000,0.000,-,-,-,-,48.000
'14:28:56.632',-0.056,-0.231,-,-,-,-,48.000
'14:28:56.640',-0.008,-0.008,-,-,-,-,48.000
'14:28:56.648',0.000,0.017,-,-,-,-,47.200
'14:28:56.656',-0.008,0.017,-,-,-,-,47.200
'14:28:56.664',0.000,-0.017,-,-,-,-,47.200
'14:28:56.672',0.016,-0.066,-,-,-,-,46.400
'14:28:56.680',0.032,-0.116,-,-,-,-,46.400
'14:28:56.688',0.024,-0.165,-,-,-,-,45.600
'14:28:56.696',0.040,-0.231,-,-,-,-,45.600
'14:28:56.704',0.064,-0.248,-,-,-,-,46.400
'14:28:56.712',0.080,-0.289,-,-,-,-,46.400
'14:28:56.720',0.104,-0.298,-,-,-,-,46.400
'14:28:56.728',0.144,-0.298,-,-,-,-,46.400
'14:28:56.736',0.168,-0.248,-,-,-,-,46.400
'14:28:56.744',0.184,-0.140,-,-,-,-,46.400
'14:28:56.752',0.208,-0.041,-,-,-,-,46.400
'14:28:56.760',0.176,-0.025,-,-,-,-,46.400
'14:28:56.768',0.128,-0.050,-,-,-,-,46.400
'14:28:56.776',0.080,-0.050,-,-,-,-,46.400
'14:28:56.784',0.064,-0.033,-,-,-,-,46.400
'14:28:56.792',0.056,0.000,-,-,-,-,46.400
'14:28:56.800',0.064,0.017,-,-,-,-,45.600
'14:28:56.808',0.056,0.025,-,-,-,-,45.600
'14:28:56.816',0.064,0.050,-,-,-,-,45.600
'14:28:56.824',0.000,0.099,-,-,-,-,45.600
'14:28:56.832',-0.032,0.132,-,-,-,-,46.400
'14:28:56.840',-0.072,0.190,-,-,-,-,47.200
'14:28:56.848',-0.088,0.215,-,-,-,-,49.600
'14:28:56.856',-0.104,0.231,-,-,-,-,52.800
'14:28:56.864',-0.112,0.231,-,-,-,-,57.600
'14:28:56.872',-0.096,0.240,-,-,-,-,62.400
'14:28:56.880',-0.128,0.248,-,-,-,-,67.200
'14:28:56.888',-0.112,0.248,-,-,-,-,72.000
'14:28:56.896',-0.136,0.248,-,-,-,-,75.200
'14:28:56.904',-0.128,0.248,-,-,-,-,78.400
'14:28:56.912',-0.152,0.248,-,-,-,-,80.800
'14:28:56.920',-0.144,0.240,-,-,-,-,83.200
'14:28:56.928',-0.152,0.231,-,-,-,-,83.200
'14:28:56.936',-0.144,0.215,-,-,-,-,83.200
'14:28:56.944',-0.152,0.207,-,-,-,-,82.400
'14:28:56.952',-0.136,0.198,-,-,-,-,81.600
'14:28:56.960',-0.144,0.165,-,-,-,-,80.000
'14:28:56.968',-0.112,0.149,-,-,-,-,78.400
'14:28:56.976',-0.128,0.132,-,-,-,-,76.800
'14:28:56.984',-0.096,0.116,-,-,-,-,75.200
'14:28:56.992',-0.088,0.091,-,-,-,-,72.800
'14:28:57.000',-0.072,0.066,-,-,-,-,71.200
'14:28:57.008',-0.088,0.041,-,-,-,-,68.800
'14:28:57.016',-0.056,0.025,-,-,-,-,67.200
'14:28:57.024',-0.048,0.017,-,-,-,-,64.800
'14:28:57.032',-0.040,0.017,-,-,-,-,64.000
'14:28:57.040',-0.032,0.008,-,-,-,-,63.200
'14:28:57.048',-0.032,0.000,-,-,-,-,64.000
'14:28:57.056',-0.024,-0.008,-,-,-,-,64.800
'14:28:57.064',-0.008,0.000,-,-,-,-,64.800
'14:28:57.072',-0.016,-0.017,-,-,-,-,64.000
'14:28:57.080',0.000,-0.025,-,-,-,-,64.000
'14:28:57.088',-0.008,-0.041,-,-,-,-,63.200
'14:28:57.096',0.000,-0.050,-,-,-,-,62.400
'14:28:57.104',-0.008,-0.058,-,-,-,-,61.600
'14:28:57.112',0.000,-0.058,-,-,-,-,61.600
'14:28:57.120',0.008,-0.058,-,-,-,-,60.800
'14:28:57.128',0.000,-0.066,-,-,-,-,60.800
'14:28:57.136',0.008,-0.058,-,-,-,-,60.800
'14:28:57.144',0.000,-0.091,-,-,-,-,60.800
'14:28:57.152',0.008,-0.066,-,-,-,-,60.000
'14:28:57.160',0.000,-0.074,-,-,-,-,60.000
'14:28:57.168',0.008,-0.074,-,-,-,-,60.000
'14:28:57.176',0.000,-0.074,-,-,-,-,60.000
'14:28:57.184',0.008,-0.066,-,-,-,-,59.200
'14:28:57.192',0.000,-0.066,-,-,-,-,59.200
'14:28:57.200',0.008,-0.058,-,-,-,-,58.400
'14:28:57.208',0.000,-0.058,-,-,-,-,57.600
'14:28:57.216',0.008,-0.058,-,-,-,-,57.600
'14:28:57.224',0.000,-0.058,-,-,-,-,57.600
'14:28:57.232',0.016,-0.050,-,-,-,-,56.800
'14:28:57.240',0.000,-0.058,-,-,-,-,56.800
'14:28:57.248',0.008,-0.041,-,-,-,-,56.800
'14:28:57.256',0.008,-0.041,-,-,-,-,56.800
'14:28:57.264',0.016,-0.033,-,-,-,-,56.000
'14:28:57.272',0.000,-0.033,-,-,-,-,56.000
'14:28:57.280',0.016,-0.033,-,-,-,-,56.000
'14:28:57.288',0.008,-0.025,-,-,-,-,56.000
'14:28:57.296',0.000,-0.033,-,-,-,-,55.200
'14:28:57.304',0.016,-0.025,-,-,-,-,55.200
'14:28:57.312',0.008,-0.017,-,-,-,-,55.200
'14:28:57.320',0.016,-0.025,-,-,-,-,54.400
'14:28:57.328',0.008,-0.017,-,-,-,-,54.400
'14:28:57.336',0.024,-0.025,-,-,-,-,54.400
'14:28:57.344',0.008,-0.017,-,-,-,-,53.600
'14:28:57.352',0.016,-0.017,-,-,-,-,53.600
'14:28:57.360',0.008,-0.017,-,-,-,-,53.600
'14:28:57.368',0.024,-0.017,-,-,-,-,53.600
'14:28:57.376',0.008,-0.017,-,-,-,-,53.600
'14:28:57.384',0.024,-0.008,-,-,-,-,53.600
'14:28:57.392',0.008,-0.017,-,-,-,-,52.800
'14:28:57.400',0.024,-0.017,-,-,-,-,52.800
'14:28:57.408',-0.024,-0.223,-,-,-,-,52.000
'14:28:57.416',0.032,0.017,-,-,-,-,52.000
'14:28:57.424',0.016,0.017,-,-,-,-,52.000
'14:28:57.432',0.032,0.000,-,-,-,-,52.000
'14:28:57.440',0.040,-0.033,-,-,-,-,51.200
'14:28:57.448',0.064,-0.099,-,-,-,-,51.200
'14:28:57.456',0.048,-0.140,-,-,-,-,51.200
'14:28:57.464',0.056,-0.207,-,-,-,-,50.400
'14:28:57.472',0.056,-0.240,-,-,-,-,50.400
'14:28:57.480',0.088,-0.256,-,-,-,-,50.400
'14:28:57.488',0.120,-0.298,-,-,-,-,50.400
'14:28:57.496',0.152,-0.298,-,-,-,-,50.400
'14:28:57.504',0.176,-0.289,-,-,-,-,50.400
'14:28:57.512',0.208,-0.190,-,-,-,-,49.600
'14:28:57.520',0.224,-0.099,-,-,-,-,49.600
'14:28:57.528',0.224,-0.041,-,-,-,-,49.600
'14:28:57.536',0.224,-0.033,-,-,-,-,49.600
'14:28:57.544',0.128,-0.050,-,-,-,-,49.600
'14:28:57.552',0.104,-0.017,-,-,-,-,49.600
'14:28:57.560',0.080,0.000,-,-,-,-,49.600
'14:28:57.568',0.088,0.025,-,-,-,-,49.600
'14:28:57.576',0.064,0.050,-,-,-,-,49.600
'14:28:57.584',0.080,0.066,-,-,-,-,49.600
'14:28:57.592',0.048,0.099,-,-,-,-,49.600
'14:28:57.600',0.016,0.140,-,-,-,-,49.600
'14:28:57.608',-0.024,0.165,-,-,-,-,48.800
'14:28:57.616',-0.056,0.215,-,-,-,-,48.800
'14:28:57.624',-0.088,0.231,-,-,-,-,48.800
'14:28:57.632',-0.088,0.215,-,-,-,-,48.800
'14:28:57.640',-0.096,0.231,-,-,-,-,48.800
'14:28:57.648',-0.088,0.231,-,-,-,-,50.400
'14:28:57.656',-0.112,0.231,-,-,-,-,52.800
'14:28:57.664',-0.112,0.231,-,-,-,-,56.000
'14:28:57.672',-0.128,0.231,-,-,-,-,60.800
'14:28:57.680',-0.136,0.231,-,-,-,-,66.400
'14:28:57.688',-0.128,0.215,-,-,-,-,70.400
'14:28:57.696',-0.152,0.207,-,-,-,-,72.800
'14:28:57.704',-0.144,0.190,-,-,-,-,74.400
'14:28:57.712',-0.160,0.182,-,-,-,-,75.200
'14:28:57.720',-0.144,0.165,-,-,-,-,75.200
'14:28:57.728',-0.152,0.140,-,-,-,-,73.600
'14:28:57.736',-0.144,0.132,-,-,-,-,72.000
'14:28:57.744',-0.136,0.116,-,-,-,-,70.400
'14:28:57.752',-0.128,0.091,-,-,-,-,68.800
'14:28:57.760',-0.104,0.058,-,-,-,-,66.400
'14:28:57.768',-0.088,0.050,-,-,-,-,64.800
'14:28:57.776',-0.072,0.025,-,-,-,-,62.400
'14:28:57.784',-0.064,0.008,-,-,-,-,60.800
'14:28:57.792',-0.072,-0.008,-,-,-,-,58.400
'14:28:57.800',-0.032,-0.017,-,-,-,-,56.800
'14:28:57.808',-0.040,-0.033,-,-,-,-,56.000
'14:28:57.816',-0.024,-0.050,-,-,-,-,55.200
'14:28:57.824',-0.016,-0.058,-,-,-,-,56.800
'14:28:57.832',-0.008,-0.058,-,-,-,-,58.400
'14:28:57.840',-0.016,-0.066,-,-,-,-,59.200
'14:28:57.848',0.000,-0.066,-,-,-,-,59.200
'14:28:57.856',-0.008,-0.074,-,-,-,-,59.200
'14:28:57.864',0.000,-0.091,-,-,-,-,59.200
'14:28:57.872',0.008,-0.074,-,-,-,-,58.400
'14:28:57.880',0.000,-0.091,-,-,-,-,58.400
'14:28:57.888',0.008,-0.074,-,-,-,-,57.600
'14:28:57.896',0.000,-0.066,-,-,-,-,57.600
'14:28:57.904',0.016,-0.091,-,-,-,-,56.800
'14:28:57.912',0.008,-0.066,-,-,-,-,56.800
'14:28:57.920',0.024,-0.066,-,-,-,-,56.000
'14:28:57.928',0.016,-0.066,-,-,-,-,56.000
'14:28:57.936',0.032,-0.058,-,-,-,-,56.000
'14:28:57.944',0.024,-0.058,-,-,-,-,55.200
'14:28:57.952',0.032,-0.058,-,-,-,-,55.200
'14:28:57.960',0.024,-0.058,-,-,-,-,55.200
'14:28:57.968',0.032,-0.050,-,-,-,-,55.200
'14:28:57.976',0.024,-0.050,-,-,-,-,54.400
'14:28:57.984',0.032,-0.041,-,-,-,-,54.400
'14:28:57.992',0.032,-0.041,-,-,-,-,54.400
'14:28:58.000',0.040,-0.033,-,-,-,-,54.400
'14:28:58.008',0.016,-0.041,-,-,-,-,53.600
'14:28:58.016',0.032,-0.041,-,-,-,-,53.600
'14:28:58.024',0.016,-0.025,-,-,-,-,53.600
'14:28:58.032',0.032,-0.033,-,-,-,-,53.600
'14:28:58.040',0.016,-0.025,-,-,-,-,52.800
'14:28:58.048',0.024,-0.033,-,-,-,-,52.800
'14:28:58.056',0.032,-0.025,-,-,-,-,52.800
'14:28:58.064',0.024,-0.017,-,-,-,-,52.000
'14:28:58.072',0.032,-0.025,-,-,-,-,52.000
'14:28:58.080',0.024,-0.017,-,-,-,-,52.000
'14:28:58.088',0.032,-0.008,-,-,-,-,52.000
'14:28:58.096',0.024,0.000,-,-,-,-,51.200
'14:28:58.104',0.032,0.000,-,-,-,-,51.200
'14:28:58.112',0.016,0.000,-,-,-,-,51.200
