'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP'
'23:49:03.280',-,-,-,-,-,0.290,120.000
'23:49:03.288',-,-,-,-,-,0.339,127.200
'23:49:03.296',-,-,-,-,-,0.290,133.200
'23:49:03.304',-,-,-,-,-,0.403,139.200
'23:49:03.312',-,-,-,-,-,0.403,144.000
'23:49:03.320',-,-,-,-,-,0.468,146.400
'23:49:03.328',-,-,-,-,-,0.339,147.600
'23:49:03.336',-,-,-,-,-,0.339,147.600
'23:49:03.344',-,-,-,-,-,0.290,148.800
'23:49:03.352',-,-,-,-,-,0.403,148.800
'23:49:03.360',-,-,-,-,-,0.226,148.800
'23:49:03.368',-,-,-,-,-,0.113,147.600
'23:49:03.376',-,-,-,-,-,0.000,146.400
'23:49:03.384',-,-,-,-,-,0.000,146.400
'23:49:03.392',-,-,-,-,-,0.000,145.200
'23:49:03.400',-,-,-,-,-,-0.048,144.000
'23:49:03.408',-,-,-,-,-,-0.113,142.800
'23:49:03.416',-,-,-,-,-,-0.048,140.400
'23:49:03.424',-,-,-,-,-,-0.113,136.800
'23:49:03.432',-,-,-,-,-,0.000,133.200
'23:49:03.440',-,-,-,-,-,0.161,128.400
'23:49:03.448',-,-,-,-,-,0.113,123.600
'23:49:03.456',-,-,-,-,-,0.226,120.000
'23:49:03.464',-,-,-,-,-,0.000,116.400
'23:49:03.472',-,-,-,-,-,-0.161,112.800
'23:49:03.480',-,-,-,-,-,-0.113,109.200
'23:49:03.488',-,-,-,-,-,-0.048,108.000
'23:49:03.496',-,-,-,-,-,-0.161,105.600
'23:49:03.504',-,-,-,-,-,-0.226,104.400
'23:49:03.512',-,-,-,-,-,-0.161,104.400
'23:49:03.520',-,-,-,-,-,-0.113,104.400
'23:49:03.528',-,-,-,-,-,-0.113,105.600
'23:49:03.536',-,-,-,-,-,-0.113,106.800
'23:49:03.544',-,-,-,-,-,-0.113,108.000
'23:49:03.552',-,-,-,-,-,-0.113,108.000
'23:49:03.560',-,-,-,-,-,-0.113,108.000
'23:49:03.568',-,-,-,-,-,-0.113,108.000
'23:49:03.576',-,-,-,-,-,-0.113,106.800
'23:49:03.584',-,-,-,-,-,-0.048,106.800
'23:49:03.592',-,-,-,-,-,0.000,105.600
'23:49:03.600',-,-,-,-,-,-0.645,105.600
'23:49:03.608',-,-,-,-,-,-1.290,105.600
'23:49:03.616',-,-,-,-,-,-1.984,104.400
'23:49:03.624',-,-,-,-,-,-2.048,103.200
'23:49:03.632',-,-,-,-,-,-1.403,102.000
'23:49:03.640',-,-,-,-,-,-1.161,100.800
'23:49:03.648',-,-,-,-,-,-0.694,99.600
'23:49:03.656',-,-,-,-,-,-0.113,98.400
'23:49:03.664',-,-,-,-,-,0.048,97.200
'23:49:03.672',-,-,-,-,-,0.113,96.000
'23:49:03.680',-,-,-,-,-,0.226,93.600
'23:49:03.688',-,-,-,-,-,0.226,92.400
'23:49:03.696',-,-,-,-,-,0.226,91.200
'23:49:03.704',-,-,-,-,-,0.226,91.200
'23:49:03.712',-,-,-,-,-,0.226,90.000
'23:49:03.720',-,-,-,-,-,0.226,90.000
'23:49:03.728',-,-,-,-,-,0.161,90.000
'23:49:03.736',-,-,-,-,-,0.226,90.000
'23:49:03.744',-,-,-,-,-,0.226,91.200
'23:49:03.752',-,-,-,-,-,0.290,93.600
'23:49:03.760',-,-,-,-,-,0.226,98.400
'23:49:03.768',-,-,-,-,-,0.339,103.200
'23:49:03.776',-,-,-,-,-,0.339,109.200
'23:49:03.784',-,-,-,-,-,0.468,115.200
'23:49:03.792',-,-,-,-,-,0.468,122.400
'23:49:03.800',-,-,-,-,-,0.516,128.400
'23:49:03.808',-,-,-,-,-,0.581,134.400
'23:49:03.816',-,-,-,-,-,0.581,139.200
'23:49:03.824',-,-,-,-,-,0.516,142.800
'23:49:03.832',-,-,-,-,-,0.468,145.200
'23:49:03.840',-,-,-,-,-,0.468,146.400
'23:49:03.848',-,-,-,-,-,0.339,146.400
'23:49:03.856',-,-,-,-,-,0.226,146.400
'23:49:03.864',-,-,-,-,-,0.113,146.400
'23:49:03.872',-,-,-,-,-,0.161,146.400
'23:49:03.880',-,-,-,-,-,0.113,145.200
'23:49:03.888',-,-,-,-,-,0.048,144.000
'23:49:03.896',-,-,-,-,-,0.000,141.600
'23:49:03.904',-,-,-,-,-,0.000,139.200
'23:49:03.912',-,-,-,-,-,0.048,134.400
'23:49:03.920',-,-,-,-,-,0.000,130.800
'23:49:03.928',-,-,-,-,-,0.000,126.000
'23:49:03.936',-,-,-,-,-,0.048,121.200
'23:49:03.944',-,-,-,-,-,0.048,116.400
'23:49:03.952',-,-,-,-,-,0.113,111.600
'23:49:03.960',-,-,-,-,-,0.048,106.800
'23:49:03.968',-,-,-,-,-,0.113,104.400
'23:49:03.976',-,-,-,-,-,0.048,102.000
'23:49:03.984',-,-,-,-,-,0.000,100.800
'23:49:03.992',-,-,-,-,-,-0.048,99.600
'23:49:04.000',-,-,-,-,-,0.000,99.600
'23:49:04.008',-,-,-,-,-,-0.048,99.600
'23:49:04.016',-,-,-,-,-,0.000,100.800
'23:49:04.024',-,-,-,-,-,-0.048,100.800
'23:49:04.032',-,-,-,-,-,0.000,100.800
'23:49:04.040',-,-,-,-,-,-0.048,100.800
'23:49:04.048',-,-,-,-,-,-0.113,102.000
'23:49:04.056',-,-,-,-,-,-0.048,102.000
'23:49:04.064',-,-,-,-,-,-0.048,102.000
'23:49:04.072',-,-,-,-,-,-0.048,103.200
'23:49:04.080',-,-,-,-,-,0.000,103.200
'23:49:04.088',-,-,-,-,-,-0.113,102.000
'23:49:04.096',-,-,-,-,-,-0.694,100.800
'23:49:04.104',-,-,-,-,-,-1.516,99.600
'23:49:04.112',-,-,-,-,-,-2.226,99.600
'23:49:04.120',-,-,-,-,-,-1.984,98.400
'23:49:04.128',-,-,-,-,-,-1.516,97.200
'23:49:04.136',-,-,-,-,-,-0.984,97.200
'23:49:04.144',-,-,-,-,-,-0.339,96.000
'23:49:04.152',-,-,-,-,-,0.000,96.000
'23:49:04.160',-,-,-,-,-,0.113,94.800
'23:49:04.168',-,-,-,-,-,0.226,93.600
'23:49:04.176',-,-,-,-,-,0.226,92.400
'23:49:04.184',-,-,-,-,-,0.161,92.400
'23:49:04.192',-,-,-,-,-,0.226,91.200
'23:49:04.200',-,-,-,-,-,0.161,91.200
'23:49:04.208',-,-,-,-,-,0.226,91.200
'23:49:04.216',-,-,-,-,-,-0.226,91.200
'23:49:04.224',-,-,-,-,-,0.113,92.400
'23:49:04.232',-,-,-,-,-,0.226,93.600
'23:49:04.240',-,-,-,-,-,0.339,96.000
'23:49:04.248',-,-,-,-,-,0.290,98.400
'23:49:04.256',-,-,-,-,-,0.339,103.200
'23:49:04.264',-,-,-,-,-,0.339,108.000
'23:49:04.272',-,-,-,-,-,0.403,112.800
'23:49:04.280',-,-,-,-,-,0.403,120.000
'23:49:04.288',-,-,-,-,-,0.468,126.000
'23:49:04.296',-,-,-,-,-,0.468,132.000
'23:49:04.304',-,-,-,-,-,0.468,136.800
'23:49:04.312',-,-,-,-,-,0.468,140.400
'23:49:04.320',-,-,-,-,-,0.403,141.600
'23:49:04.328',-,-,-,-,-,0.468,142.800
'23:49:04.336',-,-,-,-,-,0.339,144.000
'23:49:04.344',-,-,-,-,-,0.226,144.000
'23:49:04.352',-,-,-,-,-,0.226,144.000
'23:49:04.360',-,-,-,-,-,0.113,144.000
'23:49:04.368',-,-,-,-,-,0.048,142.800
'23:49:04.376',-,-,-,-,-,0.000,141.600
'23:49:04.384',-,-,-,-,-,-0.113,140.400
'23:49:04.392',-,-,-,-,-,0.000,138.000
'23:49:04.400',-,-,-,-,-,-0.113,135.600
'23:49:04.408',-,-,-,-,-,-0.113,130.800
'23:49:04.416',-,-,-,-,-,0.000,127.200
'23:49:04.424',-,-,-,-,-,0.113,122.400
'23:49:04.432',-,-,-,-,-,0.161,117.600
'23:49:04.440',-,-,-,-,-,0.226,112.800
'23:49:04.448',-,-,-,-,-,0.161,109.200
'23:49:04.456',-,-,-,-,-,0.113,105.600
'23:49:04.464',-,-,-,-,-,-0.113,102.000
'23:49:04.472',-,-,-,-,-,-0.161,99.600
'23:49:04.480',-,-,-,-,-,-0.290,98.400
'23:49:04.488',-,-,-,-,-,-0.113,98.400
'23:49:04.496',-,-,-,-,-,-0.113,97.200
'23:49:04.504',-,-,-,-,-,0.000,98.400
'23:49:04.512',-,-,-,-,-,0.000,98.400
'23:49:04.520',-,-,-,-,-,0.048,98.400
'23:49:04.528',-,-,-,-,-,0.113,98.400
'23:49:04.536',-,-,-,-,-,0.000,99.600
'23:49:04.544',-,-,-,-,-,0.000,99.600
'23:49:04.552',-,-,-,-,-,0.048,99.600
'23:49:04.560',-,-,-,-,-,-0.048,100.800
'23:49:04.568',-,-,-,-,-,0.000,100.800
'23:49:04.576',-,-,-,-,-,-0.113,100.800
'23:49:04.584',-,-,-,-,-,-0.048,100.800
'23:49:04.592',-,-,-,-,-,-1.048,100.800
'23:49:04.600',-,-,-,-,-,-1.823,100.800
'23:49:04.608',-,-,-,-,-,-2.468,100.800
'23:49:04.616',-,-,-,-,-,-2.048,99.600
'23:49:04.624',-,-,-,-,-,-1.403,98.400
'23:49:04.632',-,-,-,-,-,-1.048,97.200
'23:49:04.640',-,-,-,-,-,-0.581,96.000
'23:49:04.648',-,-,-,-,-,0.226,94.800
'23:49:04.656',-,-,-,-,-,0.581,93.600
'23:49:04.664',-,-,-,-,-,0.113,92.400
'23:49:04.672',-,-,-,-,-,0.000,91.200
'23:49:04.680',-,-,-,-,-,0.290,90.000
'23:49:04.688',-,-,-,-,-,0.226,90.000
'23:49:04.696',-,-,-,-,-,0.468,88.800
'23:49:04.704',-,-,-,-,-,0.226,87.600
'23:49:04.712',-,-,-,-,-,0.339,88.800
'23:49:04.720',-,-,-,-,-,0.516,88.800
'23:49:04.728',-,-,-,-,-,0.581,91.200
'23:49:04.736',-,-,-,-,-,0.226,94.800
'23:49:04.744',-,-,-,-,-,0.339,98.400
'23:49:04.752',-,-,-,-,-,0.226,103.200
'23:49:04.760',-,-,-,-,-,0.468,109.200
'23:49:04.768',-,-,-,-,-,0.290,116.400
'23:49:04.776',-,-,-,-,-,0.226,123.600
'23:49:04.784',-,-,-,-,-,0.403,130.800
'23:49:04.792',-,-,-,-,-,0.758,138.000
'23:49:04.800',-,-,-,-,-,0.645,144.000
'23:49:04.808',-,-,-,-,-,0.581,148.800
'23:49:04.816',-,-,-,-,-,0.694,152.400
'23:49:04.824',-,-,-,-,-,0.290,153.600
'23:49:04.832',-,-,-,-,-,0.161,154.800
