'Elapsed time','I','II','V','ABP','PAP'
'48:20:33.848',-,-0.120,-,35.200,39.200
'48:20:33.856',-,-0.096,-,36.000,40.800
'48:20:33.864',-,-0.096,-,36.000,41.600
'48:20:33.872',-,-0.080,-,36.800,42.000
'48:20:33.880',-,-0.056,-,37.600,42.000
'48:20:33.888',-,-0.080,-,38.400,42.000
'48:20:33.896',-,-0.096,-,39.200,42.800
'48:20:33.904',-,-0.080,-,41.600,44.400
'48:20:33.912',-,-0.040,-,46.400,46.800
'48:20:33.920',-,-0.016,-,53.600,49.600
'48:20:33.928',-,-0.080,-,64.000,53.200
'48:20:33.936',-,-0.080,-,76.800,56.800
'48:20:33.944',-,-0.080,-,90.400,60.400
'48:20:33.952',-,-0.056,-,102.400,63.600
'48:20:33.960',-,-0.040,-,111.200,66.000
'48:20:33.968',-,-0.040,-,117.600,68.000
'48:20:33.976',-,-0.040,-,121.600,69.600
'48:20:33.984',-,-0.056,-,123.200,70.800
'48:20:33.992',-,-0.056,-,123.200,71.200
'48:20:34.000',-,-0.080,-,122.400,70.800
'48:20:34.008',-,-0.080,-,120.000,70.400
'48:20:34.016',-,-0.080,-,116.800,70.000
'48:20:34.024',-,-0.056,-,113.600,69.200
'48:20:34.032',-,-0.040,-,109.600,68.400
'48:20:34.040',-,-0.016,-,105.600,66.800
'48:20:34.048',-,-0.040,-,101.600,65.200
'48:20:34.056',-,-0.056,-,96.800,63.600
'48:20:34.064',-,-0.040,-,92.800,61.200
'48:20:34.072',-,0.000,-,88.000,58.800
'48:20:34.080',-,0.016,-,83.200,56.800
'48:20:34.088',-,0.016,-,79.200,54.800
'48:20:34.096',-,0.000,-,74.400,53.200
'48:20:34.104',-,0.000,-,69.600,51.600
'48:20:34.112',-,0.016,-,64.800,50.000
'48:20:34.120',-,0.040,-,60.800,48.400
'48:20:34.128',-,0.040,-,56.800,47.200
'48:20:34.136',-,0.016,-,53.600,46.000
'48:20:34.144',-,0.000,-,50.400,44.800
'48:20:34.152',-,0.040,-,48.000,44.000
'48:20:34.160',-,0.080,-,46.400,43.200
'48:20:34.168',-,0.136,-,44.800,42.800
'48:20:34.176',-,0.240,-,44.000,42.800
'48:20:34.184',-,0.384,-,43.200,43.600
'48:20:34.192',-,0.528,-,42.400,44.000
'48:20:34.200',-,0.608,-,42.400,44.000
'48:20:34.208',-,0.632,-,41.600,44.000
'48:20:34.216',-,0.544,-,41.600,43.200
'48:20:34.224',-,0.344,-,42.400,42.800
'48:20:34.232',-,0.096,-,42.400,41.600
'48:20:34.240',-,0.000,-,43.200,40.400
'48:20:34.248',-,-0.080,-,43.200,38.800
'48:20:34.256',-,-0.136,-,43.200,37.600
'48:20:34.264',-,-0.160,-,44.000,36.800
'48:20:34.272',-,-0.136,-,44.000,36.400
'48:20:34.280',-,-0.136,-,44.800,36.000
'48:20:34.288',-,-0.120,-,45.600,36.400
'48:20:34.296',-,-0.120,-,46.400,36.400
'48:20:34.304',-,-0.096,-,48.000,36.800
'48:20:34.312',-,-0.096,-,52.000,37.200
'48:20:34.320',-,-0.120,-,57.600,37.600
'48:20:34.328',-,-0.136,-,65.600,38.000
'48:20:34.336',-,-0.136,-,76.800,38.400
'48:20:34.344',-,-0.160,-,88.000,38.400
'48:20:34.352',-,-0.176,-,99.200,38.000
'48:20:34.360',-,-0.224,-,107.200,37.200
'48:20:34.368',-,-0.240,-,112.800,36.400
'48:20:34.376',-,-0.264,-,116.000,35.600
'48:20:34.384',-,-0.320,-,116.800,36.000
'48:20:34.392',-,-0.384,-,116.800,36.400
'48:20:34.400',-,-0.384,-,114.400,37.600
'48:20:34.408',-,-0.360,-,111.200,38.800
'48:20:34.416',-,-0.280,-,107.200,40.000
'48:20:34.424',-,-0.224,-,103.200,41.600
'48:20:34.432',-,-0.176,-,98.400,42.800
'48:20:34.440',-,-0.120,-,92.800,44.000
'48:20:34.448',-,-0.056,-,88.000,44.400
'48:20:34.456',-,-0.016,-,83.200,44.400
'48:20:34.464',-,0.000,-,77.600,43.600
'48:20:34.472',-,0.000,-,72.800,42.800
'48:20:34.480',-,0.000,-,68.000,42.000
'48:20:34.488',-,0.016,-,63.200,41.200
'48:20:34.496',-,0.040,-,59.200,40.400
'48:20:34.504',-,0.040,-,55.200,39.600
'48:20:34.512',-,0.040,-,52.000,38.400
'48:20:34.520',-,0.056,-,48.800,37.200
'48:20:34.528',-,0.096,-,46.400,36.400
'48:20:34.536',-,0.160,-,44.000,36.000
'48:20:34.544',-,0.264,-,41.600,35.600
'48:20:34.552',-,0.384,-,40.000,35.600
'48:20:34.560',-,0.528,-,39.200,36.000
'48:20:34.568',-,0.608,-,38.400,36.000
'48:20:34.576',-,0.632,-,38.400,36.400
'48:20:34.584',-,0.544,-,38.400,36.800
'48:20:34.592',-,0.360,-,39.200,37.200
'48:20:34.600',-,0.120,-,39.200,36.800
'48:20:34.608',-,-0.016,-,39.200,36.400
'48:20:34.616',-,-0.096,-,40.000,36.000
'48:20:34.624',-,-0.120,-,40.800,35.600
'48:20:34.632',-,-0.120,-,41.600,35.600
'48:20:34.640',-,-0.096,-,42.400,36.000
'48:20:34.648',-,-0.080,-,43.200,36.400
'48:20:34.656',-,-0.056,-,44.000,36.400
'48:20:34.664',-,-0.080,-,45.600,36.000
'48:20:34.672',-,-0.056,-,48.800,35.600
'48:20:34.680',-,-0.080,-,54.400,35.600
'48:20:34.688',-,-0.080,-,62.400,36.000
'48:20:34.696',-,-0.080,-,74.400,36.400
'48:20:34.704',-,-0.080,-,87.200,36.400
'48:20:34.712',-,-0.096,-,100.800,36.000
'48:20:34.720',-,-0.120,-,112.000,35.200
'48:20:34.728',-,-0.120,-,120.000,34.400
'48:20:34.736',-,-0.160,-,124.800,34.400
'48:20:34.744',-,-0.200,-,127.200,34.800
'48:20:34.752',-,-0.224,-,127.200,36.000
'48:20:34.760',-,-0.240,-,125.600,37.200
'48:20:34.768',-,-0.240,-,123.200,38.800
'48:20:34.776',-,-0.224,-,120.000,40.400
'48:20:34.784',-,-0.200,-,115.200,42.000
'48:20:34.792',-,-0.200,-,110.400,44.000
'48:20:34.800',-,-0.176,-,105.600,45.200
'48:20:34.808',-,-0.136,-,100.800,46.400
'48:20:34.816',-,-0.080,-,95.200,47.200
'48:20:34.824',-,-0.040,-,90.400,47.200
'48:20:34.832',-,-0.016,-,84.800,46.800
'48:20:34.840',-,0.016,-,80.000,45.600
'48:20:34.848',-,0.016,-,75.200,44.000
'48:20:34.856',-,0.040,-,70.400,42.800
'48:20:34.864',-,0.056,-,65.600,41.600
'48:20:34.872',-,0.056,-,60.800,40.400
'48:20:34.880',-,0.056,-,57.600,39.200
'48:20:34.888',-,0.040,-,53.600,38.400
'48:20:34.896',-,0.056,-,50.400,37.600
'48:20:34.904',-,0.056,-,48.000,37.200
'48:20:34.912',-,0.056,-,45.600,36.800
'48:20:34.920',-,0.056,-,44.000,36.800
'48:20:34.928',-,0.096,-,43.200,36.400
'48:20:34.936',-,0.176,-,41.600,36.400
'48:20:34.944',-,0.304,-,40.800,36.800
'48:20:34.952',-,0.424,-,40.800,37.200
'48:20:34.960',-,0.528,-,40.800,37.200
'48:20:34.968',-,0.608,-,40.800,37.600
'48:20:34.976',-,0.568,-,41.600,37.200
'48:20:34.984',-,0.384,-,41.600,37.200
'48:20:34.992',-,0.160,-,42.400,36.800
'48:20:35.000',-,0.000,-,43.200,36.400
'48:20:35.008',-,-0.080,-,44.000,36.400
'48:20:35.016',-,-0.096,-,44.000,36.400
'48:20:35.024',-,-0.120,-,44.800,36.800
'48:20:35.032',-,-0.120,-,45.600,36.800
'48:20:35.040',-,-0.096,-,46.400,36.400
'48:20:35.048',-,-0.056,-,47.200,35.600
'48:20:35.056',-,-0.056,-,48.800,34.800
'48:20:35.064',-,-0.056,-,51.200,34.800
'48:20:35.072',-,-0.080,-,56.000,34.400
'48:20:35.080',-,-0.096,-,64.000,34.400
'48:20:35.088',-,-0.080,-,75.200,34.000
'48:20:35.096',-,-0.040,-,88.000,34.000
'48:20:35.104',-,-0.056,-,101.600,33.600
'48:20:35.112',-,-0.096,-,112.800,34.000
'48:20:35.120',-,-0.136,-,120.800,35.200
'48:20:35.128',-,-0.160,-,126.400,37.200
'48:20:35.136',-,-0.160,-,128.800,39.600
'48:20:35.144',-,-0.160,-,128.800,42.400
'48:20:35.152',-,-0.176,-,128.000,45.200
'48:20:35.160',-,-0.224,-,125.600,48.000
'48:20:35.168',-,-0.224,-,121.600,50.800
'48:20:35.176',-,-0.200,-,117.600,53.200
'48:20:35.184',-,-0.200,-,113.600,55.600
'48:20:35.192',-,-0.176,-,108.800,57.200
'48:20:35.200',-,-0.136,-,104.000,57.600
'48:20:35.208',-,-0.096,-,100.000,57.600
'48:20:35.216',-,-0.056,-,95.200,56.800
'48:20:35.224',-,0.000,-,90.400,55.200
'48:20:35.232',-,0.040,-,85.600,52.400
'48:20:35.240',-,0.040,-,80.800,50.000
'48:20:35.248',-,0.056,-,76.000,47.200
'48:20:35.256',-,0.080,-,71.200,45.200
'48:20:35.264',-,0.080,-,67.200,43.200
'48:20:35.272',-,0.040,-,62.400,41.600
'48:20:35.280',-,0.040,-,59.200,40.000
'48:20:35.288',-,0.056,-,55.200,39.200
'48:20:35.296',-,0.080,-,52.000,38.800
'48:20:35.304',-,0.080,-,49.600,38.800
'48:20:35.312',-,0.056,-,48.000,38.800
'48:20:35.320',-,0.056,-,45.600,39.200
'48:20:35.328',-,0.120,-,44.800,39.200
'48:20:35.336',-,0.240,-,43.200,39.600
'48:20:35.344',-,0.360,-,42.400,39.600
'48:20:35.352',-,0.488,-,42.400,40.000
'48:20:35.360',-,0.584,-,42.400,40.000
'48:20:35.368',-,0.648,-,42.400,40.000
'48:20:35.376',-,0.544,-,43.200,39.600
'48:20:35.384',-,0.304,-,44.000,39.200
'48:20:35.392',-,0.056,-,44.000,38.400
'48:20:35.400',-,-0.040,-,44.000,38.000
'48:20:35.408',-,-0.056,-,44.800,37.200
'48:20:35.416',-,-0.080,-,45.600,37.200
'48:20:35.424',-,-0.096,-,45.600,37.200
'48:20:35.432',-,-0.120,-,46.400,37.600
'48:20:35.440',-,-0.080,-,47.200,37.200
'48:20:35.448',-,-0.040,-,48.000,37.200
'48:20:35.456',-,-0.016,-,49.600,36.800
'48:20:35.464',-,-0.080,-,52.800,36.400
'48:20:35.472',-,-0.096,-,59.200,36.800
'48:20:35.480',-,-0.056,-,68.800,37.200
'48:20:35.488',-,-0.040,-,80.800,37.200
'48:20:35.496',-,-0.056,-,94.400,36.800
'48:20:35.504',-,-0.080,-,107.200,36.400
'48:20:35.512',-,-0.096,-,117.600,36.000
'48:20:35.520',-,-0.120,-,124.800,36.000
'48:20:35.528',-,-0.136,-,128.800,36.400
'48:20:35.536',-,-0.136,-,130.400,37.200
'48:20:35.544',-,-0.160,-,129.600,38.800
'48:20:35.552',-,-0.200,-,127.200,40.000
'48:20:35.560',-,-0.224,-,124.000,41.600
'48:20:35.568',-,-0.200,-,120.000,43.200
'48:20:35.576',-,-0.176,-,116.000,45.200
'48:20:35.584',-,-0.176,-,111.200,47.200
'48:20:35.592',-,-0.160,-,105.600,48.800
'48:20:35.600',-,-0.120,-,100.800,49.200
'48:20:35.608',-,-0.056,-,96.000,48.000
'48:20:35.616',-,0.000,-,91.200,46.400
'48:20:35.624',-,0.040,-,85.600,44.000
'48:20:35.632',-,0.040,-,80.800,41.200
'48:20:35.640',-,0.040,-,76.000,38.800
'48:20:35.648',-,0.056,-,71.200,37.200
'48:20:35.656',-,0.080,-,66.400,35.600
'48:20:35.664',-,0.080,-,61.600,34.000
'48:20:35.672',-,0.080,-,57.600,33.200
'48:20:35.680',-,0.080,-,54.400,32.800
'48:20:35.688',-,0.080,-,50.400,32.000
'48:20:35.696',-,0.080,-,48.000,31.200
'48:20:35.704',-,0.080,-,44.800,30.400
'48:20:35.712',-,0.096,-,43.200,29.600
'48:20:35.720',-,0.136,-,41.600,29.200
'48:20:35.728',-,0.224,-,40.000,28.400
'48:20:35.736',-,0.304,-,39.200,28.400
'48:20:35.744',-,0.424,-,38.400,28.800
'48:20:35.752',-,0.568,-,38.400,29.200
'48:20:35.760',-,0.648,-,38.400,29.200
'48:20:35.768',-,0.648,-,38.400,29.200
'48:20:35.776',-,0.504,-,39.200,29.200
'48:20:35.784',-,0.264,-,40.000,28.800
'48:20:35.792',-,0.040,-,40.000,28.400
'48:20:35.800',-,-0.080,-,40.800,28.400
'48:20:35.808',-,-0.096,-,40.800,28.800
'48:20:35.816',-,-0.056,-,41.600,30.000
'48:20:35.824',-,-0.016,-,41.600,30.400
'48:20:35.832',-,-0.040,-,42.400,30.000
'48:20:35.840',-,-0.080,-,43.200,29.200
'48:20:35.848',-,-0.056,-,44.800,28.400
'48:20:35.856',-,-0.040,-,47.200,27.200
'48:20:35.864',-,-0.056,-,51.200,26.400
'48:20:35.872',-,-0.040,-,59.200,25.600
'48:20:35.880',-,-0.016,-,71.200,25.600
'48:20:35.888',-,-0.056,-,84.800,26.400
'48:20:35.896',-,-0.096,-,98.400,28.000
'48:20:35.904',-,-0.120,-,108.800,30.000
'48:20:35.912',-,-0.096,-,116.800,32.800
'48:20:35.920',-,-0.096,-,121.600,35.600
'48:20:35.928',-,-0.096,-,123.200,38.800
'48:20:35.936',-,-0.160,-,124.000,42.400
'48:20:35.944',-,-0.200,-,123.200,45.600
'48:20:35.952',-,-0.224,-,120.800,48.800
'48:20:35.960',-,-0.224,-,118.400,51.200
'48:20:35.968',-,-0.224,-,114.400,53.600
'48:20:35.976',-,-0.176,-,110.400,54.800
'48:20:35.984',-,-0.120,-,106.400,55.600
'48:20:35.992',-,-0.096,-,101.600,55.600
'48:20:36.000',-,-0.056,-,96.800,54.400
'48:20:36.008',-,-0.040,-,92.000,53.200
'48:20:36.016',-,-0.016,-,87.200,51.200
'48:20:36.024',-,0.016,-,81.600,48.400
'48:20:36.032',-,0.080,-,76.800,45.200
'48:20:36.040',-,0.096,-,71.200,42.000
'48:20:36.048',-,0.096,-,67.200,39.200
'48:20:36.056',-,0.120,-,62.400,36.400
'48:20:36.064',-,0.120,-,58.400,34.000
'48:20:36.072',-,0.080,-,54.400,32.400
'48:20:36.080',-,0.056,-,51.200,30.800
'48:20:36.088',-,0.120,-,48.000,29.600
'48:20:36.096',-,0.136,-,45.600,28.400
'48:20:36.104',-,0.136,-,43.200,28.000
'48:20:36.112',-,0.160,-,41.600,28.000
'48:20:36.120',-,0.200,-,40.800,28.400
'48:20:36.128',-,0.280,-,40.000,28.800
'48:20:36.136',-,0.408,-,39.200,29.200
'48:20:36.144',-,0.568,-,39.200,30.000
'48:20:36.152',-,0.672,-,38.400,30.400
'48:20:36.160',-,0.688,-,38.400,30.800
'48:20:36.168',-,0.632,-,38.400,31.200
'48:20:36.176',-,0.408,-,39.200,31.200
'48:20:36.184',-,0.160,-,39.200,31.200
'48:20:36.192',-,0.040,-,40.000,31.200
'48:20:36.200',-,0.016,-,40.000,31.200
'48:20:36.208',-,-0.040,-,40.800,32.000
'48:20:36.216',-,-0.080,-,41.600,33.200
'48:20:36.224',-,-0.080,-,42.400,33.600
'48:20:36.232',-,-0.040,-,42.400,33.600
'48:20:36.240',-,-0.016,-,44.000,32.800
'48:20:36.248',-,0.000,-,44.800,32.000
'48:20:36.256',-,0.000,-,48.000,31.200
'48:20:36.264',-,0.000,-,53.600,30.400
'48:20:36.272',-,-0.040,-,63.200,30.000
'48:20:36.280',-,-0.056,-,76.800,30.000
'48:20:36.288',-,-0.080,-,92.000,31.200
'48:20:36.296',-,-0.056,-,105.600,32.800
'48:20:36.304',-,-0.056,-,116.000,35.200
'48:20:36.312',-,-0.080,-,122.400,37.600
'48:20:36.320',-,-0.096,-,125.600,41.200
'48:20:36.328',-,-0.160,-,127.200,44.800
'48:20:36.336',-,-0.224,-,127.200,48.400
'48:20:36.344',-,-0.240,-,125.600,51.600
'48:20:36.352',-,-0.200,-,122.400,54.800
'48:20:36.360',-,-0.160,-,118.400,57.200
'48:20:36.368',-,-0.136,-,114.400,59.200
'48:20:36.376',-,-0.136,-,110.400,60.400
'48:20:36.384',-,-0.136,-,105.600,60.800
'48:20:36.392',-,-0.120,-,100.800,60.800
'48:20:36.400',-,-0.080,-,96.000,60.000
'48:20:36.408',-,-0.040,-,90.400,58.800
'48:20:36.416',-,0.000,-,85.600,56.800
'48:20:36.424',-,0.040,-,80.800,54.800
'48:20:36.432',-,0.080,-,76.000,52.000
'48:20:36.440',-,0.080,-,71.200,49.600
'48:20:36.448',-,0.056,-,66.400,47.600
'48:20:36.456',-,0.016,-,62.400,46.000
'48:20:36.464',-,0.016,-,58.400,44.800
'48:20:36.472',-,0.080,-,54.400,43.200
'48:20:36.480',-,0.096,-,51.200,42.000
'48:20:36.488',-,0.096,-,48.800,40.800
'48:20:36.496',-,0.056,-,46.400,40.400
'48:20:36.504',-,0.016,-,44.800,40.000
'48:20:36.512',-,0.040,-,44.000,40.400
'48:20:36.520',-,0.120,-,44.000,41.200
'48:20:36.528',-,0.264,-,44.000,42.400
'48:20:36.536',-,0.384,-,44.000,43.200
'48:20:36.544',-,0.504,-,44.000,44.400
'48:20:36.552',-,0.584,-,44.000,45.200
'48:20:36.560',-,0.568,-,44.800,46.000
'48:20:36.568',-,0.464,-,44.800,46.400
'48:20:36.576',-,0.264,-,44.800,46.400
'48:20:36.584',-,0.040,-,45.600,45.600
'48:20:36.592',-,-0.056,-,46.400,44.800
'48:20:36.600',-,-0.096,-,46.400,43.600
'48:20:36.608',-,-0.160,-,47.200,42.800
'48:20:36.616',-,-0.176,-,47.200,42.000
'48:20:36.624',-,-0.160,-,48.000,41.600
'48:20:36.632',-,-0.160,-,48.800,41.600
'48:20:36.640',-,-0.160,-,50.400,41.600
'48:20:36.648',-,-0.176,-,52.000,41.600
'48:20:36.656',-,-0.176,-,54.400,41.600
'48:20:36.664',-,-0.136,-,60.000,42.400
'48:20:36.672',-,-0.136,-,69.600,43.200
'48:20:36.680',-,-0.200,-,81.600,44.000
'48:20:36.688',-,-0.240,-,95.200,45.200
'48:20:36.696',-,-0.224,-,108.000,45.600
'48:20:36.704',-,-0.176,-,117.600,45.600
'48:20:36.712',-,-0.160,-,124.800,44.800
'48:20:36.720',-,-0.280,-,128.800,44.400
'48:20:36.728',-,-0.360,-,130.400,44.400
'48:20:36.736',-,-0.360,-,130.400,44.800
'48:20:36.744',-,-0.344,-,128.800,45.600
'48:20:36.752',-,-0.320,-,125.600,47.200
'48:20:36.760',-,-0.304,-,121.600,49.200
'48:20:36.768',-,-0.320,-,117.600,51.200
'48:20:36.776',-,-0.344,-,112.800,53.200
'48:20:36.784',-,-0.280,-,108.000,55.200
'48:20:36.792',-,-0.240,-,103.200,56.800
'48:20:36.800',-,-0.160,-,98.400,57.600
'48:20:36.808',-,-0.120,-,92.800,57.200
'48:20:36.816',-,-0.136,-,88.000,56.000
'48:20:36.824',-,-0.120,-,83.200,54.000
'48:20:36.832',-,-0.080,-,78.400,52.000
'48:20:36.840',-,-0.040,-,73.600,50.400
'48:20:36.848',-,-0.016,-,68.800,49.200
'48:20:36.856',-,0.000,-,64.800,48.000
'48:20:36.864',-,-0.040,-,60.800,46.800
'48:20:36.872',-,-0.080,-,56.800,45.200
'48:20:36.880',-,-0.096,-,54.400,43.200
'48:20:36.888',-,-0.056,-,52.000,42.000
'48:20:36.896',-,0.000,-,49.600,40.800
'48:20:36.904',-,0.000,-,48.000,40.000
'48:20:36.912',-,-0.040,-,46.400,40.000
'48:20:36.920',-,0.016,-,45.600,40.000
'48:20:36.928',-,0.136,-,44.800,40.400
'48:20:36.936',-,0.280,-,44.000,40.800
'48:20:36.944',-,0.448,-,44.000,41.200
'48:20:36.952',-,0.488,-,44.000,41.600
'48:20:36.960',-,0.464,-,44.000,41.600
'48:20:36.968',-,0.384,-,44.800,41.600
'48:20:36.976',-,0.200,-,45.600,41.600
'48:20:36.984',-,-0.016,-,46.400,41.600
'48:20:36.992',-,-0.176,-,46.400,40.800
'48:20:37.000',-,-0.240,-,46.400,40.000
'48:20:37.008',-,-0.224,-,47.200,39.600
'48:20:37.016',-,-0.224,-,47.200,39.600
'48:20:37.024',-,-0.224,-,48.000,39.600
'48:20:37.032',-,-0.200,-,48.000,39.200
'48:20:37.040',-,-0.224,-,48.800,38.800
'48:20:37.048',-,-0.200,-,51.200,38.400
'48:20:37.056',-,-0.200,-,54.400,38.400
'48:20:37.064',-,-0.240,-,61.600,39.200
'48:20:37.072',-,-0.264,-,72.000,40.400
'48:20:37.080',-,-0.240,-,84.800,41.600
'48:20:37.088',-,-0.240,-,99.200,42.400
'48:20:37.096',-,-0.240,-,112.000,43.200
'48:20:37.104',-,-0.224,-,121.600,43.200
'48:20:37.112',-,-0.264,-,128.000,42.800
'48:20:37.120',-,-0.320,-,132.000,42.800
'48:20:37.128',-,-0.344,-,132.800,43.200
'48:20:37.136',-,-0.320,-,132.000,43.600
'48:20:37.144',-,-0.360,-,130.400,44.800
'48:20:37.152',-,-0.384,-,127.200,46.400
'48:20:37.160',-,-0.344,-,123.200,48.000
'48:20:37.168',-,-0.320,-,118.400,50.000
'48:20:37.176',-,-0.320,-,113.600,52.000
'48:20:37.184',-,-0.304,-,108.800,54.000
'48:20:37.192',-,-0.240,-,104.000,55.200
'48:20:37.200',-,-0.200,-,99.200,55.600
'48:20:37.208',-,-0.176,-,93.600,55.200
'48:20:37.216',-,-0.176,-,88.800,53.600
'48:20:37.224',-,-0.160,-,84.000,51.600
'48:20:37.232',-,-0.120,-,79.200,49.600
'48:20:37.240',-,-0.096,-,74.400,48.000
'48:20:37.248',-,-0.080,-,69.600,46.800
'48:20:37.256',-,-0.056,-,65.600,45.200
'48:20:37.264',-,-0.056,-,61.600,44.000
'48:20:37.272',-,-0.056,-,57.600,42.000
'48:20:37.280',-,-0.056,-,54.400,40.400
'48:20:37.288',-,-0.040,-,52.000,39.200
'48:20:37.296',-,-0.016,-,49.600,38.000
'48:20:37.304',-,-0.016,-,48.000,37.600
'48:20:37.312',-,-0.040,-,46.400,37.600
'48:20:37.320',-,-0.016,-,45.600,38.000
'48:20:37.328',-,0.080,-,44.000,38.800
'48:20:37.336',-,0.224,-,44.000,39.600
'48:20:37.344',-,0.384,-,43.200,40.400
'48:20:37.352',-,0.464,-,43.200,40.800
'48:20:37.360',-,0.488,-,43.200,41.200
'48:20:37.368',-,0.424,-,44.000,41.200
'48:20:37.376',-,0.264,-,44.800,41.200
'48:20:37.384',-,0.056,-,44.800,40.400
'48:20:37.392',-,-0.120,-,45.600,40.000
'48:20:37.400',-,-0.240,-,45.600,39.200
'48:20:37.408',-,-0.240,-,46.400,38.800
'48:20:37.416',-,-0.224,-,46.400,38.400
'48:20:37.424',-,-0.176,-,47.200,38.000
'48:20:37.432',-,-0.176,-,48.000,37.600
'48:20:37.440',-,-0.160,-,48.800,36.400
'48:20:37.448',-,-0.160,-,49.600,36.000
'48:20:37.456',-,-0.136,-,52.800,36.000
'48:20:37.464',-,-0.136,-,58.400,36.400
'48:20:37.472',-,-0.176,-,67.200,36.800
'48:20:37.480',-,-0.224,-,79.200,37.200
'48:20:37.488',-,-0.224,-,92.000,37.600
'48:20:37.496',-,-0.200,-,104.800,38.000
'48:20:37.504',-,-0.176,-,116.000,37.600
'48:20:37.512',-,-0.224,-,123.200,37.600
'48:20:37.520',-,-0.240,-,128.000,37.600
'48:20:37.528',-,-0.264,-,129.600,38.400
'48:20:37.536',-,-0.280,-,129.600,39.600
'48:20:37.544',-,-0.304,-,128.000,41.200
'48:20:37.552',-,-0.304,-,125.600,43.200
'48:20:37.560',-,-0.280,-,121.600,45.600
'48:20:37.568',-,-0.280,-,117.600,47.600
'48:20:37.576',-,-0.264,-,112.800,50.000
'48:20:37.584',-,-0.240,-,108.000,51.600
'48:20:37.592',-,-0.200,-,103.200,53.200
'48:20:37.600',-,-0.176,-,97.600,53.600
'48:20:37.608',-,-0.136,-,92.800,53.200
'48:20:37.616',-,-0.096,-,88.000,52.000
'48:20:37.624',-,-0.080,-,82.400,49.600
'48:20:37.632',-,-0.040,-,77.600,47.600
'48:20:37.640',-,-0.040,-,72.000,45.600
'48:20:37.648',-,-0.040,-,67.200,43.600
'48:20:37.656',-,-0.040,-,63.200,42.000
'48:20:37.664',-,-0.040,-,59.200,40.000
'48:20:37.672',-,-0.016,-,55.200,38.000
'48:20:37.680',-,-0.016,-,52.000,36.400
'48:20:37.688',-,-0.016,-,48.800,35.200
'48:20:37.696',-,-0.016,-,46.400,33.600
'48:20:37.704',-,-0.016,-,44.800,33.200
'48:20:37.712',-,-0.016,-,42.400,32.800
'48:20:37.720',-,0.016,-,41.600,33.200
'48:20:37.728',-,0.096,-,40.000,34.000
'48:20:37.736',-,0.224,-,40.000,34.800
'48:20:37.744',-,0.360,-,40.000,35.600
'48:20:37.752',-,0.488,-,40.000,36.000
'48:20:37.760',-,0.528,-,40.800,36.400
'48:20:37.768',-,0.464,-,40.800,36.400
'48:20:37.776',-,0.304,-,41.600,36.400
'48:20:37.784',-,0.056,-,41.600,36.000
'48:20:37.792',-,-0.096,-,41.600,35.600
