'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:32:00.744',-0.104,-0.025,-,-,-,-,64.800
'14:32:00.752',-0.128,-0.041,-,-,-,-,62.400
'14:32:00.760',-0.112,-0.058,-,-,-,-,60.800
'14:32:00.768',-0.112,-0.058,-,-,-,-,59.200
'14:32:00.776',-0.088,-0.066,-,-,-,-,59.200
'14:32:00.784',-0.088,-0.074,-,-,-,-,60.800
'14:32:00.792',-0.072,-0.091,-,-,-,-,61.600
'14:32:00.800',-0.072,-0.074,-,-,-,-,61.600
'14:32:00.808',-0.048,-0.099,-,-,-,-,61.600
'14:32:00.816',-0.040,-0.074,-,-,-,-,60.800
'14:32:00.824',-0.032,-0.091,-,-,-,-,60.000
'14:32:00.832',-0.032,-0.074,-,-,-,-,60.000
'14:32:00.840',-0.016,-0.066,-,-,-,-,59.200
'14:32:00.848',-0.008,-0.066,-,-,-,-,58.400
'14:32:00.856',-0.024,-0.066,-,-,-,-,57.600
'14:32:00.864',-0.008,-0.058,-,-,-,-,57.600
'14:32:00.872',-0.016,-0.058,-,-,-,-,56.800
'14:32:00.880',0.000,-0.050,-,-,-,-,56.800
'14:32:00.888',-0.008,-0.058,-,-,-,-,56.800
'14:32:00.896',0.000,-0.050,-,-,-,-,56.800
'14:32:00.904',0.000,-0.041,-,-,-,-,56.800
'14:32:00.912',0.000,-0.033,-,-,-,-,56.800
'14:32:00.920',0.000,-0.025,-,-,-,-,56.800
'14:32:00.928',0.008,-0.033,-,-,-,-,56.000
'14:32:00.936',0.000,-0.017,-,-,-,-,56.000
'14:32:00.944',0.008,-0.017,-,-,-,-,56.000
'14:32:00.952',0.000,-0.017,-,-,-,-,56.000
'14:32:00.960',0.024,-0.017,-,-,-,-,56.000
'14:32:00.968',0.008,-0.017,-,-,-,-,56.000
'14:32:00.976',0.024,-0.017,-,-,-,-,55.200
'14:32:00.984',0.008,-0.008,-,-,-,-,55.200
'14:32:00.992',0.024,-0.017,-,-,-,-,55.200
'14:32:01.000',0.008,-0.008,-,-,-,-,55.200
'14:32:01.008',0.016,-0.017,-,-,-,-,54.400
'14:32:01.016',0.008,-0.008,-,-,-,-,54.400
'14:32:01.024',0.016,-0.008,-,-,-,-,54.400
'14:32:01.032',0.008,-0.008,-,-,-,-,54.400
'14:32:01.040',0.000,0.000,-,-,-,-,53.600
'14:32:01.048',0.016,-0.008,-,-,-,-,53.600
'14:32:01.056',0.000,-0.008,-,-,-,-,53.600
'14:32:01.064',0.016,0.000,-,-,-,-,53.600
'14:32:01.072',0.000,-0.008,-,-,-,-,52.800
'14:32:01.080',0.016,0.000,-,-,-,-,52.800
'14:32:01.088',0.000,-0.008,-,-,-,-,52.800
'14:32:01.096',0.016,0.000,-,-,-,-,52.000
'14:32:01.104',0.000,-0.008,-,-,-,-,52.000
'14:32:01.112',0.008,-0.008,-,-,-,-,52.000
'14:32:01.120',0.000,0.000,-,-,-,-,52.000
'14:32:01.128',0.008,0.000,-,-,-,-,51.200
'14:32:01.136',0.000,-0.008,-,-,-,-,51.200
'14:32:01.144',0.008,0.000,-,-,-,-,51.200
'14:32:01.152',0.000,0.000,-,-,-,-,51.200
'14:32:01.160',0.008,0.008,-,-,-,-,50.400
'14:32:01.168',0.000,0.017,-,-,-,-,50.400
'14:32:01.176',0.000,0.017,-,-,-,-,50.400
'14:32:01.184',0.000,0.017,-,-,-,-,50.400
'14:32:01.192',0.000,0.025,-,-,-,-,49.600
'14:32:01.200',0.016,0.033,-,-,-,-,49.600
'14:32:01.208',0.008,0.017,-,-,-,-,49.600
'14:32:01.216',0.016,0.017,-,-,-,-,49.600
'14:32:01.224',0.008,0.008,-,-,-,-,49.600
'14:32:01.232',0.016,0.000,-,-,-,-,49.600
'14:32:01.240',0.008,0.000,-,-,-,-,49.600
'14:32:01.248',0.024,0.000,-,-,-,-,49.600
'14:32:01.256',0.016,0.000,-,-,-,-,49.600
'14:32:01.264',0.024,-0.017,-,-,-,-,49.600
'14:32:01.272',0.000,-0.017,-,-,-,-,49.600
'14:32:01.280',0.016,-0.025,-,-,-,-,49.600
'14:32:01.288',0.000,-0.017,-,-,-,-,49.600
'14:32:01.296',0.008,-0.025,-,-,-,-,48.800
'14:32:01.304',0.000,-0.017,-,-,-,-,48.800
'14:32:01.312',0.008,-0.025,-,-,-,-,48.800
'14:32:01.320',0.000,-0.017,-,-,-,-,48.000
'14:32:01.328',0.000,-0.025,-,-,-,-,48.000
'14:32:01.336',0.000,-0.017,-,-,-,-,47.200
'14:32:01.344',-0.040,-0.256,-,-,-,-,47.200
'14:32:01.352',0.000,0.000,-,-,-,-,47.200
'14:32:01.360',0.016,0.008,-,-,-,-,47.200
'14:32:01.368',0.008,-0.008,-,-,-,-,47.200
'14:32:01.376',0.040,-0.033,-,-,-,-,47.200
'14:32:01.384',0.032,-0.107,-,-,-,-,47.200
'14:32:01.392',0.048,-0.140,-,-,-,-,47.200
'14:32:01.400',0.040,-0.207,-,-,-,-,47.200
'14:32:01.408',0.032,-0.256,-,-,-,-,47.200
'14:32:01.416',0.064,-0.298,-,-,-,-,47.200
'14:32:01.424',0.088,-0.339,-,-,-,-,47.200
'14:32:01.432',0.104,-0.397,-,-,-,-,47.200
'14:32:01.440',0.128,-0.413,-,-,-,-,47.200
'14:32:01.448',0.176,-0.289,-,-,-,-,47.200
'14:32:01.456',0.192,-0.182,-,-,-,-,46.400
'14:32:01.464',0.184,-0.066,-,-,-,-,46.400
'14:32:01.472',0.136,-0.025,-,-,-,-,46.400
'14:32:01.480',0.104,-0.017,-,-,-,-,46.400
'14:32:01.488',0.088,-0.017,-,-,-,-,46.400
'14:32:01.496',0.088,-0.025,-,-,-,-,46.400
'14:32:01.504',0.088,0.017,-,-,-,-,46.400
'14:32:01.512',0.104,0.033,-,-,-,-,46.400
'14:32:01.520',0.056,0.066,-,-,-,-,47.200
'14:32:01.528',0.008,0.124,-,-,-,-,47.200
'14:32:01.536',-0.032,0.149,-,-,-,-,47.200
'14:32:01.544',-0.056,0.182,-,-,-,-,48.000
'14:32:01.552',-0.072,0.198,-,-,-,-,50.400
'14:32:01.560',-0.064,0.215,-,-,-,-,53.600
'14:32:01.568',-0.072,0.231,-,-,-,-,58.400
'14:32:01.576',-0.072,0.240,-,-,-,-,64.000
'14:32:01.584',-0.088,0.248,-,-,-,-,69.600
'14:32:01.592',-0.088,0.248,-,-,-,-,74.400
'14:32:01.600',-0.088,0.273,-,-,-,-,78.400
'14:32:01.608',-0.088,0.281,-,-,-,-,81.600
'14:32:01.616',-0.096,0.273,-,-,-,-,84.000
'14:32:01.624',-0.096,0.281,-,-,-,-,85.600
'14:32:01.632',-0.088,0.256,-,-,-,-,85.600
'14:32:01.640',-0.104,0.248,-,-,-,-,85.600
'14:32:01.648',-0.096,0.231,-,-,-,-,84.000
'14:32:01.656',-0.104,0.207,-,-,-,-,83.200
'14:32:01.664',-0.096,0.190,-,-,-,-,81.600
'14:32:01.672',-0.104,0.165,-,-,-,-,80.000
'14:32:01.680',-0.088,0.149,-,-,-,-,77.600
'14:32:01.688',-0.088,0.132,-,-,-,-,76.000
'14:32:01.696',-0.072,0.116,-,-,-,-,74.400
'14:32:01.704',-0.072,0.091,-,-,-,-,72.000
'14:32:01.712',-0.056,0.066,-,-,-,-,69.600
'14:32:01.720',-0.048,0.050,-,-,-,-,68.000
'14:32:01.728',-0.032,0.025,-,-,-,-,66.400
'14:32:01.736',-0.040,0.000,-,-,-,-,65.600
'14:32:01.744',-0.024,-0.017,-,-,-,-,65.600
'14:32:01.752',-0.016,-0.033,-,-,-,-,66.400
'14:32:01.760',-0.008,-0.050,-,-,-,-,67.200
'14:32:01.768',0.000,-0.058,-,-,-,-,67.200
'14:32:01.776',0.000,-0.058,-,-,-,-,66.400
'14:32:01.784',0.000,-0.091,-,-,-,-,65.600
'14:32:01.792',0.000,-0.099,-,-,-,-,64.800
'14:32:01.800',0.000,-0.099,-,-,-,-,64.800
'14:32:01.808',0.000,-0.099,-,-,-,-,64.000
'14:32:01.816',-0.008,-0.107,-,-,-,-,63.200
'14:32:01.824',0.000,-0.099,-,-,-,-,62.400
'14:32:01.832',0.000,-0.107,-,-,-,-,62.400
'14:32:01.840',0.000,-0.099,-,-,-,-,61.600
'14:32:01.848',0.008,-0.099,-,-,-,-,61.600
'14:32:01.856',0.000,-0.099,-,-,-,-,61.600
'14:32:01.864',0.000,-0.099,-,-,-,-,60.800
'14:32:01.872',0.008,-0.091,-,-,-,-,60.800
'14:32:01.880',0.000,-0.099,-,-,-,-,60.800
'14:32:01.888',0.008,-0.074,-,-,-,-,60.800
'14:32:01.896',0.016,-0.091,-,-,-,-,60.000
'14:32:01.904',0.008,-0.074,-,-,-,-,60.000
'14:32:01.912',0.016,-0.074,-,-,-,-,59.200
'14:32:01.920',0.000,-0.058,-,-,-,-,59.200
'14:32:01.928',0.016,-0.066,-,-,-,-,59.200
'14:32:01.936',0.008,-0.058,-,-,-,-,59.200
'14:32:01.944',0.016,-0.058,-,-,-,-,58.400
'14:32:01.952',0.016,-0.058,-,-,-,-,58.400
'14:32:01.960',0.016,-0.058,-,-,-,-,58.400
'14:32:01.968',0.016,-0.050,-,-,-,-,57.600
'14:32:01.976',0.008,-0.058,-,-,-,-,57.600
'14:32:01.984',0.024,-0.050,-,-,-,-,57.600
'14:32:01.992',0.016,-0.050,-,-,-,-,56.800
'14:32:02.000',0.024,-0.041,-,-,-,-,56.800
'14:32:02.008',0.016,-0.050,-,-,-,-,56.800
'14:32:02.016',0.024,-0.041,-,-,-,-,56.800
'14:32:02.024',0.016,-0.050,-,-,-,-,56.800
'14:32:02.032',0.016,-0.041,-,-,-,-,56.000
'14:32:02.040',0.024,-0.041,-,-,-,-,56.000
'14:32:02.048',0.016,-0.041,-,-,-,-,56.000
'14:32:02.056',0.024,-0.033,-,-,-,-,55.200
'14:32:02.064',0.008,-0.041,-,-,-,-,55.200
'14:32:02.072',0.016,-0.041,-,-,-,-,55.200
'14:32:02.080',0.024,-0.033,-,-,-,-,54.400
'14:32:02.088',0.008,-0.033,-,-,-,-,54.400
'14:32:02.096',0.024,-0.041,-,-,-,-,54.400
'14:32:02.104',0.008,-0.033,-,-,-,-,53.600
'14:32:02.112',0.016,-0.025,-,-,-,-,53.600
'14:32:02.120',-0.024,-0.256,-,-,-,-,53.600
'14:32:02.128',0.024,0.000,-,-,-,-,53.600
'14:32:02.136',0.016,0.000,-,-,-,-,52.800
'14:32:02.144',0.032,-0.017,-,-,-,-,52.800
'14:32:02.152',0.040,-0.066,-,-,-,-,52.800
'14:32:02.160',0.056,-0.124,-,-,-,-,52.800
'14:32:02.168',0.048,-0.182,-,-,-,-,52.800
'14:32:02.176',0.064,-0.248,-,-,-,-,52.000
'14:32:02.184',0.064,-0.289,-,-,-,-,52.000
'14:32:02.192',0.104,-0.306,-,-,-,-,52.000
'14:32:02.200',0.120,-0.322,-,-,-,-,52.000
'14:32:02.208',0.160,-0.314,-,-,-,-,52.000
'14:32:02.216',0.176,-0.273,-,-,-,-,52.000
'14:32:02.224',0.200,-0.149,-,-,-,-,52.000
'14:32:02.232',0.208,-0.058,-,-,-,-,51.200
'14:32:02.240',0.192,-0.017,-,-,-,-,51.200
'14:32:02.248',0.144,-0.033,-,-,-,-,51.200
'14:32:02.256',0.120,-0.041,-,-,-,-,51.200
'14:32:02.264',0.088,-0.041,-,-,-,-,51.200
'14:32:02.272',0.064,-0.025,-,-,-,-,51.200
'14:32:02.280',0.080,0.000,-,-,-,-,51.200
'14:32:02.288',0.064,0.008,-,-,-,-,51.200
'14:32:02.296',0.080,0.017,-,-,-,-,51.200
'14:32:02.304',0.032,0.050,-,-,-,-,51.200
'14:32:02.312',0.008,0.074,-,-,-,-,51.200
'14:32:02.320',-0.032,0.116,-,-,-,-,51.200
'14:32:02.328',-0.056,0.157,-,-,-,-,51.200
'14:32:02.336',-0.072,0.165,-,-,-,-,50.400
'14:32:02.344',-0.088,0.165,-,-,-,-,50.400
'14:32:02.352',-0.096,0.182,-,-,-,-,50.400
'14:32:02.360',-0.088,0.190,-,-,-,-,52.000
'14:32:02.368',-0.112,0.198,-,-,-,-,54.400
'14:32:02.376',-0.112,0.198,-,-,-,-,58.400
'14:32:02.384',-0.128,0.207,-,-,-,-,62.400
'14:32:02.392',-0.128,0.198,-,-,-,-,67.200
'14:32:02.400',-0.136,0.190,-,-,-,-,70.400
'14:32:02.408',-0.144,0.182,-,-,-,-,72.800
'14:32:02.416',-0.128,0.165,-,-,-,-,74.400
'14:32:02.424',-0.136,0.157,-,-,-,-,75.200
'14:32:02.432',-0.128,0.140,-,-,-,-,75.200
'14:32:02.440',-0.128,0.132,-,-,-,-,74.400
'14:32:02.448',-0.112,0.116,-,-,-,-,72.800
'14:32:02.456',-0.104,0.099,-,-,-,-,71.200
'14:32:02.464',-0.096,0.066,-,-,-,-,69.600
'14:32:02.472',-0.088,0.050,-,-,-,-,68.000
'14:32:02.480',-0.072,0.033,-,-,-,-,65.600
'14:32:02.488',-0.072,0.008,-,-,-,-,63.200
'14:32:02.496',-0.064,0.000,-,-,-,-,61.600
'14:32:02.504',-0.056,-0.017,-,-,-,-,59.200
'14:32:02.512',-0.040,-0.033,-,-,-,-,57.600
'14:32:02.520',-0.040,-0.041,-,-,-,-,56.800
'14:32:02.528',-0.024,-0.058,-,-,-,-,56.800
'14:32:02.536',-0.024,-0.058,-,-,-,-,58.400
'14:32:02.544',-0.008,-0.058,-,-,-,-,60.000
'14:32:02.552',-0.024,-0.066,-,-,-,-,60.800
'14:32:02.560',-0.008,-0.074,-,-,-,-,60.800
'14:32:02.568',-0.008,-0.074,-,-,-,-,60.000
'14:32:02.576',0.000,-0.066,-,-,-,-,60.000
'14:32:02.584',-0.008,-0.066,-,-,-,-,59.200
'14:32:02.592',0.000,-0.066,-,-,-,-,58.400
'14:32:02.600',-0.008,-0.058,-,-,-,-,58.400
'14:32:02.608',0.000,-0.058,-,-,-,-,57.600
'14:32:02.616',0.000,-0.058,-,-,-,-,56.800
'14:32:02.624',0.000,-0.058,-,-,-,-,56.800
'14:32:02.632',0.008,-0.050,-,-,-,-,56.000
'14:32:02.640',0.000,-0.050,-,-,-,-,56.000
'14:32:02.648',0.008,-0.041,-,-,-,-,56.000
'14:32:02.656',0.000,-0.041,-,-,-,-,55.200
'14:32:02.664',0.024,-0.033,-,-,-,-,55.200
'14:32:02.672',0.000,-0.033,-,-,-,-,55.200
'14:32:02.680',0.016,-0.025,-,-,-,-,55.200
'14:32:02.688',0.000,-0.025,-,-,-,-,54.400
'14:32:02.696',0.016,-0.025,-,-,-,-,54.400
'14:32:02.704',0.008,-0.025,-,-,-,-,54.400
'14:32:02.712',0.016,-0.017,-,-,-,-,54.400
'14:32:02.720',0.008,-0.017,-,-,-,-,53.600
'14:32:02.728',0.016,-0.017,-,-,-,-,53.600
'14:32:02.736',0.008,0.000,-,-,-,-,53.600
'14:32:02.744',0.024,-0.017,-,-,-,-,52.800
'14:32:02.752',0.008,0.008,-,-,-,-,52.800
'14:32:02.760',0.016,0.000,-,-,-,-,52.800
'14:32:02.768',0.008,0.017,-,-,-,-,52.000
'14:32:02.776',0.016,0.017,-,-,-,-,52.000
'14:32:02.784',0.008,0.017,-,-,-,-,52.000
'14:32:02.792',0.016,0.017,-,-,-,-,52.000
'14:32:02.800',0.024,0.008,-,-,-,-,52.000
'14:32:02.808',0.016,0.000,-,-,-,-,51.200
'14:32:02.816',0.024,-0.008,-,-,-,-,51.200
'14:32:02.824',0.008,-0.017,-,-,-,-,51.200
'14:32:02.832',0.024,0.000,-,-,-,-,51.200
'14:32:02.840',0.016,-0.017,-,-,-,-,51.200
'14:32:02.848',0.024,-0.017,-,-,-,-,51.200
'14:32:02.856',0.008,-0.025,-,-,-,-,51.200
'14:32:02.864',0.016,-0.017,-,-,-,-,50.400
'14:32:02.872',0.000,-0.025,-,-,-,-,50.400
'14:32:02.880',0.000,-0.017,-,-,-,-,50.400
'14:32:02.888',-0.032,-0.215,-,-,-,-,50.400
'14:32:02.896',0.000,-0.008,-,-,-,-,49.600
'14:32:02.904',0.000,0.000,-,-,-,-,49.600
'14:32:02.912',0.008,0.017,-,-,-,-,49.600
'14:32:02.920',0.016,-0.033,-,-,-,-,48.800
'14:32:02.928',0.040,-0.091,-,-,-,-,48.800
'14:32:02.936',0.032,-0.140,-,-,-,-,48.800
'14:32:02.944',0.040,-0.190,-,-,-,-,48.800
'14:32:02.952',0.048,-0.248,-,-,-,-,48.800
'14:32:02.960',0.080,-0.256,-,-,-,-,48.800
'14:32:02.968',0.088,-0.289,-,-,-,-,48.800
'14:32:02.976',0.120,-0.298,-,-,-,-,48.000
'14:32:02.984',0.136,-0.306,-,-,-,-,48.000
'14:32:02.992',0.168,-0.231,-,-,-,-,48.000
'14:32:03.000',0.176,-0.116,-,-,-,-,48.000
'14:32:03.008',0.192,-0.017,-,-,-,-,48.000
'14:32:03.016',0.160,0.000,-,-,-,-,48.000
'14:32:03.024',0.120,-0.033,-,-,-,-,48.000
'14:32:03.032',0.088,-0.050,-,-,-,-,48.000
'14:32:03.040',0.064,-0.033,-,-,-,-,48.000
'14:32:03.048',0.064,-0.008,-,-,-,-,48.000
'14:32:03.056',0.056,0.017,-,-,-,-,48.000
'14:32:03.064',0.064,0.017,-,-,-,-,47.200
'14:32:03.072',0.048,0.041,-,-,-,-,47.200
'14:32:03.080',0.008,0.099,-,-,-,-,48.000
'14:32:03.088',-0.016,0.124,-,-,-,-,48.000
'14:32:03.096',-0.064,0.182,-,-,-,-,48.800
'14:32:03.104',-0.072,0.215,-,-,-,-,49.600
'14:32:03.112',-0.088,0.207,-,-,-,-,51.200
