'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:01:45.552',-0.008,-0.025,-,-,-,-,56.800
'15:01:45.560',-0.016,-0.025,-,-,-,-,56.000
'15:01:45.568',-0.008,-0.017,-,-,-,-,56.000
'15:01:45.576',0.000,-0.017,-,-,-,-,55.200
'15:01:45.584',0.000,-0.008,-,-,-,-,55.200
'15:01:45.592',0.000,-0.008,-,-,-,-,55.200
'15:01:45.600',0.000,0.000,-,-,-,-,55.200
'15:01:45.608',0.000,0.000,-,-,-,-,55.200
'15:01:45.616',0.000,0.000,-,-,-,-,55.200
'15:01:45.624',0.000,0.000,-,-,-,-,55.200
'15:01:45.632',0.000,0.008,-,-,-,-,54.400
'15:01:45.640',-0.008,0.000,-,-,-,-,54.400
'15:01:45.648',0.000,0.008,-,-,-,-,54.400
'15:01:45.656',-0.008,0.008,-,-,-,-,53.600
'15:01:45.664',0.000,0.008,-,-,-,-,53.600
'15:01:45.672',0.000,0.000,-,-,-,-,53.600
'15:01:45.680',0.000,0.017,-,-,-,-,53.600
'15:01:45.688',0.000,0.033,-,-,-,-,52.800
'15:01:45.696',0.016,0.050,-,-,-,-,52.800
'15:01:45.704',0.032,0.058,-,-,-,-,52.800
'15:01:45.712',0.056,0.066,-,-,-,-,52.000
'15:01:45.720',0.080,0.099,-,-,-,-,52.000
'15:01:45.728',0.088,0.099,-,-,-,-,52.000
'15:01:45.736',0.088,0.091,-,-,-,-,52.000
'15:01:45.744',0.120,0.099,-,-,-,-,51.200
'15:01:45.752',0.128,0.116,-,-,-,-,51.200
'15:01:45.760',0.160,0.140,-,-,-,-,51.200
'15:01:45.768',0.208,0.198,-,-,-,-,51.200
'15:01:45.776',0.192,0.256,-,-,-,-,50.400
'15:01:45.784',0.160,0.289,-,-,-,-,50.400
'15:01:45.792',0.160,0.322,-,-,-,-,50.400
'15:01:45.800',0.128,0.331,-,-,-,-,50.400
'15:01:45.808',0.080,0.256,-,-,-,-,49.600
'15:01:45.816',0.048,0.215,-,-,-,-,49.600
'15:01:45.824',0.000,0.149,-,-,-,-,49.600
'15:01:45.832',-0.008,0.091,-,-,-,-,49.600
'15:01:45.840',-0.024,0.033,-,-,-,-,49.600
'15:01:45.848',-0.040,0.000,-,-,-,-,49.600
'15:01:45.856',-0.064,-0.017,-,-,-,-,50.400
'15:01:45.864',-0.072,-0.025,-,-,-,-,52.000
'15:01:45.872',-0.072,-0.033,-,-,-,-,54.400
'15:01:45.880',-0.088,-0.041,-,-,-,-,60.000
'15:01:45.888',-0.088,-0.041,-,-,-,-,67.200
'15:01:45.896',-0.096,-0.041,-,-,-,-,73.600
'15:01:45.904',-0.104,-0.058,-,-,-,-,78.400
'15:01:45.912',-0.112,-0.058,-,-,-,-,80.000
'15:01:45.920',-0.128,-0.066,-,-,-,-,80.000
'15:01:45.928',-0.136,-0.091,-,-,-,-,79.200
'15:01:45.936',-0.128,-0.099,-,-,-,-,78.400
'15:01:45.944',-0.144,-0.099,-,-,-,-,77.600
'15:01:45.952',-0.152,-0.124,-,-,-,-,75.200
'15:01:45.960',-0.152,-0.132,-,-,-,-,72.800
'15:01:45.968',-0.136,-0.132,-,-,-,-,70.400
'15:01:45.976',-0.128,-0.124,-,-,-,-,68.800
'15:01:45.984',-0.088,-0.140,-,-,-,-,66.400
'15:01:45.992',-0.096,-0.140,-,-,-,-,64.000
'15:01:46.000',-0.072,-0.140,-,-,-,-,61.600
'15:01:46.008',-0.072,-0.140,-,-,-,-,60.000
'15:01:46.016',-0.040,-0.132,-,-,-,-,59.200
'15:01:46.024',-0.032,-0.116,-,-,-,-,59.200
'15:01:46.032',-0.016,-0.116,-,-,-,-,60.000
'15:01:46.040',-0.024,-0.116,-,-,-,-,61.600
'15:01:46.048',-0.008,-0.107,-,-,-,-,61.600
'15:01:46.056',0.000,-0.099,-,-,-,-,61.600
'15:01:46.064',-0.008,-0.091,-,-,-,-,60.000
'15:01:46.072',-0.016,-0.091,-,-,-,-,59.200
'15:01:46.080',0.000,-0.074,-,-,-,-,58.400
'15:01:46.088',-0.016,-0.066,-,-,-,-,57.600
'15:01:46.096',0.000,-0.058,-,-,-,-,57.600
'15:01:46.104',-0.008,-0.050,-,-,-,-,56.800
'15:01:46.112',0.000,-0.033,-,-,-,-,56.000
'15:01:46.120',0.000,-0.025,-,-,-,-,56.000
'15:01:46.128',0.000,-0.025,-,-,-,-,56.000
'15:01:46.136',0.008,-0.033,-,-,-,-,56.000
'15:01:46.144',0.000,-0.017,-,-,-,-,55.200
'15:01:46.152',0.008,-0.008,-,-,-,-,55.200
'15:01:46.160',0.000,-0.008,-,-,-,-,55.200
'15:01:46.168',0.016,-0.008,-,-,-,-,55.200
'15:01:46.176',0.008,0.000,-,-,-,-,55.200
'15:01:46.184',0.016,0.000,-,-,-,-,55.200
'15:01:46.192',0.008,0.000,-,-,-,-,54.400
'15:01:46.200',0.024,0.000,-,-,-,-,54.400
'15:01:46.208',0.008,0.000,-,-,-,-,53.600
'15:01:46.216',0.016,0.000,-,-,-,-,53.600
'15:01:46.224',0.008,0.008,-,-,-,-,53.600
'15:01:46.232',0.016,0.008,-,-,-,-,53.600
'15:01:46.240',0.008,0.000,-,-,-,-,53.600
'15:01:46.248',0.024,0.008,-,-,-,-,52.800
'15:01:46.256',0.016,0.017,-,-,-,-,52.800
'15:01:46.264',0.016,0.008,-,-,-,-,52.800
'15:01:46.272',0.008,0.017,-,-,-,-,52.800
'15:01:46.280',0.016,0.008,-,-,-,-,52.800
'15:01:46.288',0.016,0.017,-,-,-,-,52.000
'15:01:46.296',0.016,0.017,-,-,-,-,52.000
'15:01:46.304',0.024,0.017,-,-,-,-,51.200
'15:01:46.312',0.008,0.017,-,-,-,-,51.200
'15:01:46.320',0.016,0.017,-,-,-,-,51.200
'15:01:46.328',0.016,0.017,-,-,-,-,51.200
'15:01:46.336',0.008,0.008,-,-,-,-,50.400
'15:01:46.344',0.016,0.017,-,-,-,-,50.400
'15:01:46.352',0.008,0.008,-,-,-,-,50.400
'15:01:46.360',0.000,0.008,-,-,-,-,49.600
'15:01:46.368',0.008,0.017,-,-,-,-,49.600
'15:01:46.376',0.000,0.008,-,-,-,-,49.600
'15:01:46.384',0.016,0.017,-,-,-,-,49.600
'15:01:46.392',0.000,0.008,-,-,-,-,48.800
'15:01:46.400',0.008,0.017,-,-,-,-,48.800
'15:01:46.408',0.000,0.008,-,-,-,-,48.800
'15:01:46.416',0.008,0.017,-,-,-,-,48.800
'15:01:46.424',0.000,0.017,-,-,-,-,48.000
'15:01:46.432',0.008,0.008,-,-,-,-,48.000
'15:01:46.440',0.000,0.017,-,-,-,-,48.000
'15:01:46.448',0.016,0.017,-,-,-,-,48.000
'15:01:46.456',0.000,0.008,-,-,-,-,48.000
'15:01:46.464',0.000,0.017,-,-,-,-,47.200
'15:01:46.472',0.008,0.008,-,-,-,-,47.200
'15:01:46.480',0.000,0.017,-,-,-,-,47.200
'15:01:46.488',0.016,0.025,-,-,-,-,47.200
'15:01:46.496',0.008,0.033,-,-,-,-,47.200
'15:01:46.504',0.000,0.025,-,-,-,-,47.200
'15:01:46.512',0.000,0.041,-,-,-,-,46.400
'15:01:46.520',0.008,0.041,-,-,-,-,46.400
'15:01:46.528',0.016,0.033,-,-,-,-,46.400
'15:01:46.536',0.008,0.041,-,-,-,-,46.400
'15:01:46.544',0.008,0.025,-,-,-,-,46.400
'15:01:46.552',0.016,0.017,-,-,-,-,46.400
'15:01:46.560',0.008,0.008,-,-,-,-,46.400
'15:01:46.568',0.016,0.000,-,-,-,-,45.600
'15:01:46.576',0.008,0.008,-,-,-,-,45.600
'15:01:46.584',0.016,0.000,-,-,-,-,45.600
'15:01:46.592',-0.048,-0.248,-,-,-,-,45.600
'15:01:46.600',0.008,0.000,-,-,-,-,45.600
'15:01:46.608',0.000,0.017,-,-,-,-,45.600
'15:01:46.616',0.016,0.000,-,-,-,-,45.600
'15:01:46.624',0.024,-0.033,-,-,-,-,45.600
'15:01:46.632',0.040,-0.099,-,-,-,-,44.800
'15:01:46.640',0.032,-0.140,-,-,-,-,44.800
'15:01:46.648',0.040,-0.190,-,-,-,-,44.800
'15:01:46.656',0.032,-0.223,-,-,-,-,44.000
'15:01:46.664',0.064,-0.240,-,-,-,-,44.000
'15:01:46.672',0.088,-0.273,-,-,-,-,44.000
'15:01:46.680',0.128,-0.281,-,-,-,-,44.000
'15:01:46.688',0.152,-0.289,-,-,-,-,44.000
'15:01:46.696',0.192,-0.182,-,-,-,-,44.000
'15:01:46.704',0.208,-0.066,-,-,-,-,44.000
'15:01:46.712',0.208,-0.017,-,-,-,-,44.000
'15:01:46.720',0.168,-0.033,-,-,-,-,44.000
'15:01:46.728',0.120,-0.041,-,-,-,-,44.800
'15:01:46.736',0.088,-0.033,-,-,-,-,44.800
'15:01:46.744',0.064,-0.017,-,-,-,-,44.800
'15:01:46.752',0.064,0.017,-,-,-,-,44.800
'15:01:46.760',0.080,0.033,-,-,-,-,44.800
'15:01:46.768',0.064,0.041,-,-,-,-,44.800
'15:01:46.776',0.040,0.058,-,-,-,-,44.800
'15:01:46.784',0.008,0.116,-,-,-,-,44.800
'15:01:46.792',-0.032,0.149,-,-,-,-,45.600
'15:01:46.800',-0.072,0.215,-,-,-,-,47.200
'15:01:46.808',-0.088,0.215,-,-,-,-,50.400
'15:01:46.816',-0.088,0.231,-,-,-,-,55.200
'15:01:46.824',-0.096,0.231,-,-,-,-,60.000
'15:01:46.832',-0.104,0.231,-,-,-,-,64.800
'15:01:46.840',-0.096,0.240,-,-,-,-,68.000
'15:01:46.848',-0.112,0.240,-,-,-,-,71.200
'15:01:46.856',-0.128,0.240,-,-,-,-,74.400
'15:01:46.864',-0.112,0.231,-,-,-,-,76.800
'15:01:46.872',-0.128,0.231,-,-,-,-,79.200
'15:01:46.880',-0.128,0.215,-,-,-,-,80.800
'15:01:46.888',-0.128,0.198,-,-,-,-,80.800
'15:01:46.896',-0.128,0.207,-,-,-,-,80.000
'15:01:46.904',-0.128,0.182,-,-,-,-,79.200
'15:01:46.912',-0.112,0.165,-,-,-,-,78.400
'15:01:46.920',-0.104,0.140,-,-,-,-,76.800
'15:01:46.928',-0.112,0.132,-,-,-,-,75.200
'15:01:46.936',-0.088,0.099,-,-,-,-,73.600
'15:01:46.944',-0.096,0.091,-,-,-,-,72.000
'15:01:46.952',-0.088,0.058,-,-,-,-,70.400
'15:01:46.960',-0.072,0.033,-,-,-,-,68.000
'15:01:46.968',-0.064,0.017,-,-,-,-,66.400
'15:01:46.976',-0.056,0.000,-,-,-,-,64.000
'15:01:46.984',-0.040,-0.008,-,-,-,-,62.400
'15:01:46.992',-0.040,-0.017,-,-,-,-,61.600
'15:01:47.000',-0.024,-0.033,-,-,-,-,61.600
'15:01:47.008',-0.032,-0.025,-,-,-,-,61.600
'15:01:47.016',-0.016,-0.050,-,-,-,-,62.400
'15:01:47.024',-0.016,-0.050,-,-,-,-,62.400
'15:01:47.032',-0.008,-0.041,-,-,-,-,62.400
'15:01:47.040',-0.016,-0.050,-,-,-,-,61.600
'15:01:47.048',0.000,-0.041,-,-,-,-,60.800
'15:01:47.056',-0.008,-0.041,-,-,-,-,60.800
'15:01:47.064',0.000,-0.033,-,-,-,-,60.000
'15:01:47.072',0.000,-0.017,-,-,-,-,60.000
'15:01:47.080',0.008,-0.033,-,-,-,-,59.200
'15:01:47.088',0.008,-0.033,-,-,-,-,58.400
'15:01:47.096',0.016,-0.041,-,-,-,-,58.400
'15:01:47.104',0.008,-0.058,-,-,-,-,58.400
'15:01:47.112',0.016,-0.058,-,-,-,-,57.600
'15:01:47.120',0.024,-0.058,-,-,-,-,57.600
'15:01:47.128',0.032,-0.058,-,-,-,-,57.600
'15:01:47.136',0.024,-0.066,-,-,-,-,57.600
'15:01:47.144',0.016,-0.074,-,-,-,-,57.600
'15:01:47.152',0.032,-0.066,-,-,-,-,57.600
'15:01:47.160',0.016,-0.058,-,-,-,-,56.800
'15:01:47.168',0.024,-0.066,-,-,-,-,56.800
'15:01:47.176',0.016,-0.066,-,-,-,-,56.000
'15:01:47.184',0.024,-0.058,-,-,-,-,56.000
'15:01:47.192',0.008,-0.066,-,-,-,-,55.200
'15:01:47.200',0.016,-0.058,-,-,-,-,55.200
'15:01:47.208',0.008,-0.058,-,-,-,-,54.400
'15:01:47.216',0.016,-0.066,-,-,-,-,54.400
'15:01:47.224',0.008,-0.058,-,-,-,-,54.400
'15:01:47.232',0.024,-0.050,-,-,-,-,54.400
'15:01:47.240',0.016,-0.058,-,-,-,-,53.600
'15:01:47.248',0.008,-0.058,-,-,-,-,53.600
'15:01:47.256',0.016,-0.050,-,-,-,-,53.600
'15:01:47.264',0.008,-0.050,-,-,-,-,53.600
'15:01:47.272',0.008,-0.050,-,-,-,-,53.600
'15:01:47.280',0.016,-0.050,-,-,-,-,52.800
'15:01:47.288',0.024,-0.041,-,-,-,-,52.800
'15:01:47.296',0.008,-0.050,-,-,-,-,52.800
'15:01:47.304',0.016,-0.041,-,-,-,-,52.800
'15:01:47.312',0.008,-0.033,-,-,-,-,52.000
'15:01:47.320',0.016,-0.041,-,-,-,-,52.000
'15:01:47.328',0.016,-0.033,-,-,-,-,52.000
'15:01:47.336',0.016,-0.033,-,-,-,-,51.200
'15:01:47.344',0.008,-0.033,-,-,-,-,51.200
'15:01:47.352',0.024,-0.033,-,-,-,-,51.200
'15:01:47.360',0.008,-0.033,-,-,-,-,51.200
'15:01:47.368',-0.016,-0.256,-,-,-,-,51.200
'15:01:47.376',0.024,0.000,-,-,-,-,51.200
'15:01:47.384',0.024,0.000,-,-,-,-,51.200
'15:01:47.392',0.032,0.008,-,-,-,-,50.400
'15:01:47.400',0.048,-0.058,-,-,-,-,50.400
'15:01:47.408',0.056,-0.124,-,-,-,-,50.400
'15:01:47.416',0.056,-0.182,-,-,-,-,50.400
'15:01:47.424',0.064,-0.223,-,-,-,-,49.600
'15:01:47.432',0.080,-0.256,-,-,-,-,49.600
'15:01:47.440',0.088,-0.298,-,-,-,-,49.600
'15:01:47.448',0.120,-0.314,-,-,-,-,48.800
'15:01:47.456',0.152,-0.306,-,-,-,-,48.800
'15:01:47.464',0.176,-0.314,-,-,-,-,48.800
'15:01:47.472',0.200,-0.182,-,-,-,-,48.800
'15:01:47.480',0.192,-0.074,-,-,-,-,48.800
'15:01:47.488',0.208,-0.041,-,-,-,-,48.800
'15:01:47.496',0.152,-0.058,-,-,-,-,48.800
'15:01:47.504',0.104,-0.058,-,-,-,-,48.800
'15:01:47.512',0.080,-0.058,-,-,-,-,48.800
'15:01:47.520',0.064,-0.033,-,-,-,-,48.800
'15:01:47.528',0.064,0.000,-,-,-,-,48.800
'15:01:47.536',0.080,0.025,-,-,-,-,48.800
'15:01:47.544',0.064,0.041,-,-,-,-,48.800
'15:01:47.552',0.040,0.050,-,-,-,-,48.800
'15:01:47.560',0.000,0.099,-,-,-,-,48.800
'15:01:47.568',-0.024,0.132,-,-,-,-,48.000
'15:01:47.576',-0.056,0.190,-,-,-,-,48.000
'15:01:47.584',-0.072,0.231,-,-,-,-,48.000
'15:01:47.592',-0.088,0.231,-,-,-,-,48.800
'15:01:47.600',-0.088,0.248,-,-,-,-,49.600
'15:01:47.608',-0.096,0.248,-,-,-,-,52.000
'15:01:47.616',-0.104,0.248,-,-,-,-,55.200
'15:01:47.624',-0.112,0.231,-,-,-,-,60.000
'15:01:47.632',-0.104,0.215,-,-,-,-,64.800
'15:01:47.640',-0.112,0.198,-,-,-,-,68.000
'15:01:47.648',-0.112,0.190,-,-,-,-,71.200
'15:01:47.656',-0.112,0.182,-,-,-,-,72.800
'15:01:47.664',-0.104,0.165,-,-,-,-,74.400
'15:01:47.672',-0.112,0.140,-,-,-,-,74.400
'15:01:47.680',-0.104,0.124,-,-,-,-,74.400
'15:01:47.688',-0.112,0.099,-,-,-,-,73.600
'15:01:47.696',-0.096,0.091,-,-,-,-,72.000
'15:01:47.704',-0.104,0.066,-,-,-,-,69.600
'15:01:47.712',-0.088,0.050,-,-,-,-,68.000
'15:01:47.720',-0.088,0.025,-,-,-,-,66.400
'15:01:47.728',-0.072,0.017,-,-,-,-,64.000
'15:01:47.736',-0.072,0.000,-,-,-,-,61.600
'15:01:47.744',-0.064,-0.017,-,-,-,-,59.200
'15:01:47.752',-0.048,-0.033,-,-,-,-,57.600
'15:01:47.760',-0.048,-0.050,-,-,-,-,55.200
'15:01:47.768',-0.032,-0.058,-,-,-,-,54.400
'15:01:47.776',-0.040,-0.066,-,-,-,-,54.400
'15:01:47.784',-0.024,-0.074,-,-,-,-,56.000
'15:01:47.792',-0.024,-0.091,-,-,-,-,57.600
'15:01:47.800',-0.016,-0.091,-,-,-,-,58.400
'15:01:47.808',-0.016,-0.091,-,-,-,-,58.400
'15:01:47.816',-0.008,-0.091,-,-,-,-,58.400
'15:01:47.824',0.000,-0.074,-,-,-,-,57.600
'15:01:47.832',0.000,-0.091,-,-,-,-,57.600
'15:01:47.840',0.000,-0.074,-,-,-,-,56.800
'15:01:47.848',-0.008,-0.066,-,-,-,-,56.800
'15:01:47.856',0.000,-0.066,-,-,-,-,56.000
'15:01:47.864',0.000,-0.058,-,-,-,-,56.000
'15:01:47.872',0.000,-0.058,-,-,-,-,55.200
'15:01:47.880',0.008,-0.058,-,-,-,-,54.400
'15:01:47.888',0.000,-0.058,-,-,-,-,54.400
'15:01:47.896',0.008,-0.058,-,-,-,-,53.600
'15:01:47.904',0.000,-0.050,-,-,-,-,53.600
'15:01:47.912',0.008,-0.058,-,-,-,-,53.600
'15:01:47.920',0.016,-0.041,-,-,-,-,53.600
'15:01:47.928',0.008,-0.050,-,-,-,-,53.600
'15:01:47.936',0.008,-0.041,-,-,-,-,52.800
'15:01:47.944',0.000,-0.050,-,-,-,-,52.800
'15:01:47.952',0.016,-0.033,-,-,-,-,52.800
'15:01:47.960',0.008,-0.041,-,-,-,-,52.800
'15:01:47.968',0.016,-0.025,-,-,-,-,52.000
'15:01:47.976',0.008,-0.033,-,-,-,-,52.000
'15:01:47.984',0.016,-0.025,-,-,-,-,52.000
'15:01:47.992',0.008,-0.025,-,-,-,-,52.000
'15:01:48.000',0.008,-0.017,-,-,-,-,51.200
'15:01:48.008',0.000,-0.025,-,-,-,-,51.200
'15:01:48.016',0.016,-0.017,-,-,-,-,51.200
'15:01:48.024',0.008,-0.017,-,-,-,-,50.400
'15:01:48.032',0.016,-0.017,-,-,-,-,50.400
'15:01:48.040',0.000,-0.017,-,-,-,-,50.400
'15:01:48.048',0.016,-0.017,-,-,-,-,49.600
'15:01:48.056',0.000,-0.017,-,-,-,-,49.600
'15:01:48.064',0.008,-0.017,-,-,-,-,49.600
'15:01:48.072',0.000,-0.017,-,-,-,-,49.600
'15:01:48.080',0.008,-0.008,-,-,-,-,48.800
'15:01:48.088',0.000,-0.017,-,-,-,-,48.800
'15:01:48.096',0.008,0.000,-,-,-,-,48.800
'15:01:48.104',0.000,-0.008,-,-,-,-,48.800
'15:01:48.112',0.000,-0.017,-,-,-,-,48.000
