'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP'
'23:44:05.568',-,-,-,-,-,0.000,123.600
'23:44:05.576',-,-,-,-,-,0.000,118.800
'23:44:05.584',-,-,-,-,-,0.000,114.000
'23:44:05.592',-,-,-,-,-,0.000,109.200
'23:44:05.600',-,-,-,-,-,0.000,105.600
'23:44:05.608',-,-,-,-,-,0.000,100.800
'23:44:05.616',-,-,-,-,-,0.000,97.200
'23:44:05.624',-,-,-,-,-,0.000,94.800
'23:44:05.632',-,-,-,-,-,0.000,92.400
'23:44:05.640',-,-,-,-,-,0.000,91.200
'23:44:05.648',-,-,-,-,-,0.048,91.200
'23:44:05.656',-,-,-,-,-,0.048,91.200
'23:44:05.664',-,-,-,-,-,0.000,91.200
'23:44:05.672',-,-,-,-,-,0.000,92.400
'23:44:05.680',-,-,-,-,-,0.000,92.400
'23:44:05.688',-,-,-,-,-,0.000,93.600
'23:44:05.696',-,-,-,-,-,-0.113,93.600
'23:44:05.704',-,-,-,-,-,-0.113,93.600
'23:44:05.712',-,-,-,-,-,-0.113,93.600
'23:44:05.720',-,-,-,-,-,-0.048,93.600
'23:44:05.728',-,-,-,-,-,-0.113,92.400
'23:44:05.736',-,-,-,-,-,-0.048,92.400
'23:44:05.744',-,-,-,-,-,-0.113,92.400
'23:44:05.752',-,-,-,-,-,-0.048,91.200
'23:44:05.760',-,-,-,-,-,-0.113,91.200
'23:44:05.768',-,-,-,-,-,-0.048,90.000
'23:44:05.776',-,-,-,-,-,-0.113,90.000
'23:44:05.784',-,-,-,-,-,0.000,88.800
'23:44:05.792',-,-,-,-,-,0.000,87.600
'23:44:05.800',-,-,-,-,-,-0.645,86.400
'23:44:05.808',-,-,-,-,-,-1.403,85.200
'23:44:05.816',-,-,-,-,-,-2.290,84.000
'23:44:05.824',-,-,-,-,-,-2.339,84.000
'23:44:05.832',-,-,-,-,-,-1.694,82.800
'23:44:05.840',-,-,-,-,-,-1.290,81.600
'23:44:05.848',-,-,-,-,-,-0.758,80.400
'23:44:05.856',-,-,-,-,-,-0.113,79.200
'23:44:05.864',-,-,-,-,-,0.113,78.000
'23:44:05.872',-,-,-,-,-,0.226,76.800
'23:44:05.880',-,-,-,-,-,0.226,76.800
'23:44:05.888',-,-,-,-,-,0.226,75.600
'23:44:05.896',-,-,-,-,-,0.226,74.400
'23:44:05.904',-,-,-,-,-,0.226,74.400
'23:44:05.912',-,-,-,-,-,0.226,73.200
'23:44:05.920',-,-,-,-,-,0.226,73.200
'23:44:05.928',-,-,-,-,-,0.226,73.200
'23:44:05.936',-,-,-,-,-,0.226,73.200
'23:44:05.944',-,-,-,-,-,0.226,74.400
'23:44:05.952',-,-,-,-,-,0.290,75.600
'23:44:05.960',-,-,-,-,-,0.290,78.000
'23:44:05.968',-,-,-,-,-,0.290,81.600
'23:44:05.976',-,-,-,-,-,0.339,86.400
'23:44:05.984',-,-,-,-,-,0.339,92.400
'23:44:05.992',-,-,-,-,-,0.339,99.600
'23:44:06.000',-,-,-,-,-,0.403,106.800
'23:44:06.008',-,-,-,-,-,0.468,114.000
'23:44:06.016',-,-,-,-,-,0.468,121.200
'23:44:06.024',-,-,-,-,-,0.468,128.400
'23:44:06.032',-,-,-,-,-,0.468,134.400
'23:44:06.040',-,-,-,-,-,0.468,139.200
'23:44:06.048',-,-,-,-,-,0.468,144.000
'23:44:06.056',-,-,-,-,-,0.339,145.200
'23:44:06.064',-,-,-,-,-,0.290,146.400
'23:44:06.072',-,-,-,-,-,0.226,145.200
'23:44:06.080',-,-,-,-,-,0.113,144.000
'23:44:06.088',-,-,-,-,-,0.113,141.600
'23:44:06.096',-,-,-,-,-,0.000,138.000
'23:44:06.104',-,-,-,-,-,0.000,135.600
'23:44:06.112',-,-,-,-,-,0.000,132.000
'23:44:06.120',-,-,-,-,-,0.000,128.400
'23:44:06.128',-,-,-,-,-,0.000,124.800
'23:44:06.136',-,-,-,-,-,0.000,121.200
'23:44:06.144',-,-,-,-,-,0.000,116.400
'23:44:06.152',-,-,-,-,-,0.000,112.800
'23:44:06.160',-,-,-,-,-,0.000,108.000
'23:44:06.168',-,-,-,-,-,0.000,103.200
'23:44:06.176',-,-,-,-,-,0.000,98.400
'23:44:06.184',-,-,-,-,-,0.000,93.600
'23:44:06.192',-,-,-,-,-,0.000,90.000
'23:44:06.200',-,-,-,-,-,0.000,87.600
'23:44:06.208',-,-,-,-,-,0.000,85.200
'23:44:06.216',-,-,-,-,-,0.000,84.000
'23:44:06.224',-,-,-,-,-,0.000,84.000
'23:44:06.232',-,-,-,-,-,0.048,84.000
'23:44:06.240',-,-,-,-,-,0.000,84.000
'23:44:06.248',-,-,-,-,-,0.000,85.200
'23:44:06.256',-,-,-,-,-,0.000,86.400
'23:44:06.264',-,-,-,-,-,-0.048,87.600
'23:44:06.272',-,-,-,-,-,-0.113,88.800
'23:44:06.280',-,-,-,-,-,-0.048,88.800
'23:44:06.288',-,-,-,-,-,0.000,90.000
'23:44:06.296',-,-,-,-,-,0.048,90.000
'23:44:06.304',-,-,-,-,-,0.290,90.000
'23:44:06.312',-,-,-,-,-,0.645,90.000
'23:44:06.320',-,-,-,-,-,0.984,90.000
'23:44:06.328',-,-,-,-,-,1.161,90.000
'23:44:06.336',-,-,-,-,-,1.290,88.800
'23:44:06.344',-,-,-,-,-,1.226,88.800
'23:44:06.352',-,-,-,-,-,1.226,87.600
'23:44:06.360',-,-,-,-,-,1.161,86.400
'23:44:06.368',-,-,-,-,-,0.758,86.400
'23:44:06.376',-,-,-,-,-,0.113,85.200
'23:44:06.384',-,-,-,-,-,-0.339,84.000
'23:44:06.392',-,-,-,-,-,-0.645,84.000
'23:44:06.400',-,-,-,-,-,-0.581,82.800
'23:44:06.408',-,-,-,-,-,-0.516,81.600
'23:44:06.416',-,-,-,-,-,-0.516,81.600
'23:44:06.424',-,-,-,-,-,-0.468,80.400
'23:44:06.432',-,-,-,-,-,-0.516,79.200
'23:44:06.440',-,-,-,-,-,-0.468,78.000
'23:44:06.448',-,-,-,-,-,-0.468,78.000
'23:44:06.456',-,-,-,-,-,-0.516,76.800
'23:44:06.464',-,-,-,-,-,-0.516,76.800
'23:44:06.472',-,-,-,-,-,-0.516,75.600
'23:44:06.480',-,-,-,-,-,-0.581,75.600
'23:44:06.488',-,-,-,-,-,-0.645,75.600
'23:44:06.496',-,-,-,-,-,-0.694,76.800
'23:44:06.504',-,-,-,-,-,-0.758,78.000
'23:44:06.512',-,-,-,-,-,-0.823,79.200
'23:44:06.520',-,-,-,-,-,-0.935,80.400
'23:44:06.528',-,-,-,-,-,-0.984,82.800
'23:44:06.536',-,-,-,-,-,-1.048,85.200
'23:44:06.544',-,-,-,-,-,-1.048,87.600
'23:44:06.552',-,-,-,-,-,-1.048,90.000
'23:44:06.560',-,-,-,-,-,-1.048,92.400
'23:44:06.568',-,-,-,-,-,-1.048,93.600
'23:44:06.576',-,-,-,-,-,-0.935,96.000
'23:44:06.584',-,-,-,-,-,-0.871,96.000
'23:44:06.592',-,-,-,-,-,-0.758,97.200
'23:44:06.600',-,-,-,-,-,-0.581,96.000
'23:44:06.608',-,-,-,-,-,-0.468,94.800
'23:44:06.616',-,-,-,-,-,0.000,93.600
'23:44:06.624',-,-,-,-,-,0.516,91.200
'23:44:06.632',-,-,-,-,-,0.935,88.800
'23:44:06.640',-,-,-,-,-,1.161,86.400
'23:44:06.648',-,-,-,-,-,1.403,84.000
'23:44:06.656',-,-,-,-,-,1.758,81.600
'23:44:06.664',-,-,-,-,-,1.935,79.200
'23:44:06.672',-,-,-,-,-,1.871,75.600
'23:44:06.680',-,-,-,-,-,1.758,73.200
'23:44:06.688',-,-,-,-,-,1.581,72.000
'23:44:06.696',-,-,-,-,-,1.516,70.800
'23:44:06.704',-,-,-,-,-,0.984,69.600
'23:44:06.712',-,-,-,-,-,0.339,69.600
'23:44:06.720',-,-,-,-,-,-0.290,69.600
'23:44:06.728',-,-,-,-,-,-0.468,70.800
'23:44:06.736',-,-,-,-,-,-0.516,70.800
'23:44:06.744',-,-,-,-,-,-0.581,70.800
'23:44:06.752',-,-,-,-,-,-0.645,72.000
'23:44:06.760',-,-,-,-,-,-0.645,72.000
'23:44:06.768',-,-,-,-,-,-0.645,73.200
'23:44:06.776',-,-,-,-,-,-0.694,73.200
'23:44:06.784',-,-,-,-,-,-0.645,74.400
'23:44:06.792',-,-,-,-,-,-0.645,74.400
'23:44:06.800',-,-,-,-,-,-0.645,74.400
'23:44:06.808',-,-,-,-,-,-0.758,74.400
'23:44:06.816',-,-,-,-,-,-0.694,75.600
'23:44:06.824',-,-,-,-,-,-0.823,76.800
'23:44:06.832',-,-,-,-,-,-0.871,78.000
'23:44:06.840',-,-,-,-,-,-0.935,80.400
'23:44:06.848',-,-,-,-,-,-0.935,84.000
'23:44:06.856',-,-,-,-,-,-0.935,86.400
'23:44:06.864',-,-,-,-,-,-0.935,88.800
'23:44:06.872',-,-,-,-,-,-0.871,91.200
'23:44:06.880',-,-,-,-,-,-0.758,93.600
'23:44:06.888',-,-,-,-,-,-0.694,94.800
'23:44:06.896',-,-,-,-,-,-0.581,96.000
'23:44:06.904',-,-,-,-,-,-0.468,94.800
'23:44:06.912',-,-,-,-,-,-0.403,93.600
'23:44:06.920',-,-,-,-,-,-0.290,91.200
'23:44:06.928',-,-,-,-,-,-0.113,88.800
'23:44:06.936',-,-,-,-,-,-0.048,85.200
'23:44:06.944',-,-,-,-,-,0.000,81.600
'23:44:06.952',-,-,-,-,-,0.000,79.200
'23:44:06.960',-,-,-,-,-,0.048,75.600
'23:44:06.968',-,-,-,-,-,0.048,73.200
'23:44:06.976',-,-,-,-,-,0.113,70.800
'23:44:06.984',-,-,-,-,-,0.048,68.400
'23:44:06.992',-,-,-,-,-,0.113,67.200
'23:44:07.000',-,-,-,-,-,0.113,66.000
'23:44:07.008',-,-,-,-,-,0.113,64.800
'23:44:07.016',-,-,-,-,-,0.113,64.800
'23:44:07.024',-,-,-,-,-,0.113,64.800
'23:44:07.032',-,-,-,-,-,0.113,64.800
'23:44:07.040',-,-,-,-,-,0.113,66.000
'23:44:07.048',-,-,-,-,-,0.048,66.000
'23:44:07.056',-,-,-,-,-,0.113,66.000
'23:44:07.064',-,-,-,-,-,0.113,67.200
'23:44:07.072',-,-,-,-,-,0.113,67.200
'23:44:07.080',-,-,-,-,-,0.113,67.200
'23:44:07.088',-,-,-,-,-,0.113,67.200
'23:44:07.096',-,-,-,-,-,0.113,68.400
'23:44:07.104',-,-,-,-,-,0.113,68.400
'23:44:07.112',-,-,-,-,-,0.113,68.400
'23:44:07.120',-,-,-,-,-,0.048,69.600
'23:44:07.128',-,-,-,-,-,0.113,69.600
'23:44:07.136',-,-,-,-,-,0.113,69.600
'23:44:07.144',-,-,-,-,-,0.113,69.600
'23:44:07.152',-,-,-,-,-,0.048,69.600
'23:44:07.160',-,-,-,-,-,0.113,69.600
'23:44:07.168',-,-,-,-,-,0.048,69.600
'23:44:07.176',-,-,-,-,-,0.113,69.600
'23:44:07.184',-,-,-,-,-,0.048,68.400
'23:44:07.192',-,-,-,-,-,0.048,68.400
'23:44:07.200',-,-,-,-,-,0.113,68.400
'23:44:07.208',-,-,-,-,-,0.000,68.400
'23:44:07.216',-,-,-,-,-,0.048,67.200
'23:44:07.224',-,-,-,-,-,0.048,67.200
'23:44:07.232',-,-,-,-,-,0.048,67.200
'23:44:07.240',-,-,-,-,-,0.048,66.000
'23:44:07.248',-,-,-,-,-,0.048,66.000
'23:44:07.256',-,-,-,-,-,0.048,66.000
'23:44:07.264',-,-,-,-,-,0.048,64.800
'23:44:07.272',-,-,-,-,-,0.048,64.800
'23:44:07.280',-,-,-,-,-,0.048,64.800
'23:44:07.288',-,-,-,-,-,0.048,64.800
'23:44:07.296',-,-,-,-,-,0.048,64.800
'23:44:07.304',-,-,-,-,-,0.048,64.800
'23:44:07.312',-,-,-,-,-,0.048,64.800
'23:44:07.320',-,-,-,-,-,0.048,63.600
'23:44:07.328',-,-,-,-,-,0.048,63.600
'23:44:07.336',-,-,-,-,-,0.000,63.600
'23:44:07.344',-,-,-,-,-,0.000,63.600
'23:44:07.352',-,-,-,-,-,0.048,63.600
'23:44:07.360',-,-,-,-,-,0.000,63.600
'23:44:07.368',-,-,-,-,-,0.048,63.600
'23:44:07.376',-,-,-,-,-,0.113,63.600
'23:44:07.384',-,-,-,-,-,0.048,62.400
'23:44:07.392',-,-,-,-,-,0.113,62.400
'23:44:07.400',-,-,-,-,-,0.113,62.400
'23:44:07.408',-,-,-,-,-,0.113,62.400
'23:44:07.416',-,-,-,-,-,0.113,62.400
'23:44:07.424',-,-,-,-,-,0.113,62.400
'23:44:07.432',-,-,-,-,-,0.113,62.400
'23:44:07.440',-,-,-,-,-,0.000,62.400
'23:44:07.448',-,-,-,-,-,0.000,62.400
'23:44:07.456',-,-,-,-,-,0.000,62.400
'23:44:07.464',-,-,-,-,-,0.000,62.400
'23:44:07.472',-,-,-,-,-,0.048,62.400
'23:44:07.480',-,-,-,-,-,0.000,62.400
'23:44:07.488',-,-,-,-,-,0.000,61.200
'23:44:07.496',-,-,-,-,-,0.000,61.200
'23:44:07.504',-,-,-,-,-,0.000,61.200
'23:44:07.512',-,-,-,-,-,0.000,61.200
'23:44:07.520',-,-,-,-,-,0.000,61.200
'23:44:07.528',-,-,-,-,-,0.048,61.200
'23:44:07.536',-,-,-,-,-,0.113,61.200
'23:44:07.544',-,-,-,-,-,-0.645,61.200
'23:44:07.552',-,-,-,-,-,-1.403,62.400
'23:44:07.560',-,-,-,-,-,-2.048,62.400
'23:44:07.568',-,-,-,-,-,-1.871,62.400
'23:44:07.576',-,-,-,-,-,-1.339,62.400
'23:44:07.584',-,-,-,-,-,-1.048,62.400
'23:44:07.592',-,-,-,-,-,-0.516,61.200
'23:44:07.600',-,-,-,-,-,-0.048,61.200
'23:44:07.608',-,-,-,-,-,0.113,61.200
'23:44:07.616',-,-,-,-,-,0.226,61.200
'23:44:07.624',-,-,-,-,-,0.339,60.000
'23:44:07.632',-,-,-,-,-,0.290,60.000
'23:44:07.640',-,-,-,-,-,0.339,60.000
'23:44:07.648',-,-,-,-,-,0.339,60.000
'23:44:07.656',-,-,-,-,-,0.290,58.800
'23:44:07.664',-,-,-,-,-,0.339,60.000
'23:44:07.672',-,-,-,-,-,0.339,60.000
'23:44:07.680',-,-,-,-,-,0.339,62.400
'23:44:07.688',-,-,-,-,-,0.339,66.000
'23:44:07.696',-,-,-,-,-,0.339,72.000
'23:44:07.704',-,-,-,-,-,0.339,79.200
'23:44:07.712',-,-,-,-,-,0.339,87.600
'23:44:07.720',-,-,-,-,-,0.403,96.000
'23:44:07.728',-,-,-,-,-,0.403,105.600
'23:44:07.736',-,-,-,-,-,0.468,115.200
'23:44:07.744',-,-,-,-,-,0.468,124.800
'23:44:07.752',-,-,-,-,-,0.468,132.000
'23:44:07.760',-,-,-,-,-,0.516,139.200
'23:44:07.768',-,-,-,-,-,0.516,142.800
'23:44:07.776',-,-,-,-,-,0.581,145.200
'23:44:07.784',-,-,-,-,-,0.516,146.400
'23:44:07.792',-,-,-,-,-,0.516,147.600
'23:44:07.800',-,-,-,-,-,0.468,147.600
'23:44:07.808',-,-,-,-,-,0.468,146.400
'23:44:07.816',-,-,-,-,-,0.339,145.200
'23:44:07.824',-,-,-,-,-,0.290,142.800
'23:44:07.832',-,-,-,-,-,0.226,139.200
'23:44:07.840',-,-,-,-,-,0.113,136.800
'23:44:07.848',-,-,-,-,-,0.113,133.200
'23:44:07.856',-,-,-,-,-,0.000,129.600
'23:44:07.864',-,-,-,-,-,0.000,124.800
'23:44:07.872',-,-,-,-,-,0.000,121.200
'23:44:07.880',-,-,-,-,-,0.000,116.400
'23:44:07.888',-,-,-,-,-,0.000,111.600
'23:44:07.896',-,-,-,-,-,0.000,106.800
'23:44:07.904',-,-,-,-,-,0.000,102.000
'23:44:07.912',-,-,-,-,-,0.000,98.400
'23:44:07.920',-,-,-,-,-,0.000,93.600
'23:44:07.928',-,-,-,-,-,0.000,90.000
'23:44:07.936',-,-,-,-,-,0.000,87.600
'23:44:07.944',-,-,-,-,-,0.000,85.200
'23:44:07.952',-,-,-,-,-,0.000,84.000
'23:44:07.960',-,-,-,-,-,0.000,82.800
'23:44:07.968',-,-,-,-,-,0.000,82.800
'23:44:07.976',-,-,-,-,-,0.048,82.800
'23:44:07.984',-,-,-,-,-,0.048,84.000
'23:44:07.992',-,-,-,-,-,0.000,84.000
'23:44:08.000',-,-,-,-,-,0.000,85.200
'23:44:08.008',-,-,-,-,-,0.000,86.400
'23:44:08.016',-,-,-,-,-,-0.048,86.400
'23:44:08.024',-,-,-,-,-,-0.113,86.400
'23:44:08.032',-,-,-,-,-,-0.113,86.400
'23:44:08.040',-,-,-,-,-,-0.048,86.400
'23:44:08.048',-,-,-,-,-,-0.048,86.400
'23:44:08.056',-,-,-,-,-,-0.113,86.400
'23:44:08.064',-,-,-,-,-,-0.113,86.400
'23:44:08.072',-,-,-,-,-,-0.113,85.200
'23:44:08.080',-,-,-,-,-,-0.048,85.200
'23:44:08.088',-,-,-,-,-,-0.048,84.000
'23:44:08.096',-,-,-,-,-,-0.048,84.000
'23:44:08.104',-,-,-,-,-,-0.048,82.800
'23:44:08.112',-,-,-,-,-,0.000,82.800
'23:44:08.120',-,-,-,-,-,-0.339,81.600
'23:44:08.128',-,-,-,-,-,-1.048,80.400
'23:44:08.136',-,-,-,-,-,-2.048,80.400
'23:44:08.144',-,-,-,-,-,-2.290,79.200
'23:44:08.152',-,-,-,-,-,-1.823,78.000
'23:44:08.160',-,-,-,-,-,-1.339,78.000
'23:44:08.168',-,-,-,-,-,-0.823,76.800
'23:44:08.176',-,-,-,-,-,-0.161,75.600
'23:44:08.184',-,-,-,-,-,0.113,74.400
'23:44:08.192',-,-,-,-,-,0.226,74.400
'23:44:08.200',-,-,-,-,-,0.226,73.200
'23:44:08.208',-,-,-,-,-,0.226,72.000
'23:44:08.216',-,-,-,-,-,0.226,72.000
'23:44:08.224',-,-,-,-,-,0.226,70.800
'23:44:08.232',-,-,-,-,-,0.226,69.600
'23:44:08.240',-,-,-,-,-,0.226,69.600
'23:44:08.248',-,-,-,-,-,0.226,69.600
'23:44:08.256',-,-,-,-,-,0.226,69.600
'23:44:08.264',-,-,-,-,-,0.226,69.600
'23:44:08.272',-,-,-,-,-,0.226,69.600
'23:44:08.280',-,-,-,-,-,0.290,70.800
'23:44:08.288',-,-,-,-,-,0.290,73.200
'23:44:08.296',-,-,-,-,-,0.290,76.800
'23:44:08.304',-,-,-,-,-,0.339,81.600
'23:44:08.312',-,-,-,-,-,0.339,86.400
'23:44:08.320',-,-,-,-,-,0.339,92.400
'23:44:08.328',-,-,-,-,-,0.403,98.400
'23:44:08.336',-,-,-,-,-,0.468,104.400
'23:44:08.344',-,-,-,-,-,0.468,110.400
'23:44:08.352',-,-,-,-,-,0.468,116.400
'23:44:08.360',-,-,-,-,-,0.468,122.400
'23:44:08.368',-,-,-,-,-,0.403,126.000
'23:44:08.376',-,-,-,-,-,0.339,129.600
'23:44:08.384',-,-,-,-,-,0.290,132.000
'23:44:08.392',-,-,-,-,-,0.226,132.000
'23:44:08.400',-,-,-,-,-,0.113,132.000
'23:44:08.408',-,-,-,-,-,0.048,130.800
'23:44:08.416',-,-,-,-,-,0.000,129.600
'23:44:08.424',-,-,-,-,-,0.000,127.200
'23:44:08.432',-,-,-,-,-,0.000,124.800
'23:44:08.440',-,-,-,-,-,0.000,121.200
'23:44:08.448',-,-,-,-,-,0.000,117.600
'23:44:08.456',-,-,-,-,-,-0.048,114.000
'23:44:08.464',-,-,-,-,-,0.000,110.400
'23:44:08.472',-,-,-,-,-,0.000,105.600
'23:44:08.480',-,-,-,-,-,0.000,102.000
'23:44:08.488',-,-,-,-,-,0.000,97.200
'23:44:08.496',-,-,-,-,-,0.000,92.400
'23:44:08.504',-,-,-,-,-,0.000,88.800
'23:44:08.512',-,-,-,-,-,0.000,84.000
'23:44:08.520',-,-,-,-,-,0.000,81.600
'23:44:08.528',-,-,-,-,-,0.000,78.000
'23:44:08.536',-,-,-,-,-,0.000,76.800
'23:44:08.544',-,-,-,-,-,0.000,75.600
'23:44:08.552',-,-,-,-,-,0.048,75.600
'23:44:08.560',-,-,-,-,-,0.000,75.600
'23:44:08.568',-,-,-,-,-,0.000,75.600
'23:44:08.576',-,-,-,-,-,0.000,75.600
'23:44:08.584',-,-,-,-,-,0.000,76.800
'23:44:08.592',-,-,-,-,-,-0.048,78.000
'23:44:08.600',-,-,-,-,-,-0.113,78.000
'23:44:08.608',-,-,-,-,-,-0.048,79.200
'23:44:08.616',-,-,-,-,-,-0.048,79.200
'23:44:08.624',-,-,-,-,-,-0.113,80.400
'23:44:08.632',-,-,-,-,-,-0.113,80.400
'23:44:08.640',-,-,-,-,-,-0.113,80.400
'23:44:08.648',-,-,-,-,-,-0.113,80.400
'23:44:08.656',-,-,-,-,-,-0.113,80.400
'23:44:08.664',-,-,-,-,-,-0.113,80.400
'23:44:08.672',-,-,-,-,-,-0.113,80.400
'23:44:08.680',-,-,-,-,-,-0.048,79.200
'23:44:08.688',-,-,-,-,-,0.000,79.200
'23:44:08.696',-,-,-,-,-,-0.339,79.200
'23:44:08.704',-,-,-,-,-,-1.048,78.000
'23:44:08.712',-,-,-,-,-,-2.048,78.000
'23:44:08.720',-,-,-,-,-,-2.290,76.800
'23:44:08.728',-,-,-,-,-,-1.758,76.800
'23:44:08.736',-,-,-,-,-,-1.290,75.600
'23:44:08.744',-,-,-,-,-,-0.758,74.400
'23:44:08.752',-,-,-,-,-,-0.113,73.200
'23:44:08.760',-,-,-,-,-,0.048,73.200
'23:44:08.768',-,-,-,-,-,0.113,72.000
'23:44:08.776',-,-,-,-,-,0.226,70.800
'23:44:08.784',-,-,-,-,-,0.161,69.600
'23:44:08.792',-,-,-,-,-,0.226,68.400
'23:44:08.800',-,-,-,-,-,0.226,68.400
'23:44:08.808',-,-,-,-,-,0.226,67.200
'23:44:08.816',-,-,-,-,-,0.226,67.200
'23:44:08.824',-,-,-,-,-,0.226,67.200
'23:44:08.832',-,-,-,-,-,0.226,67.200
'23:44:08.840',-,-,-,-,-,0.226,67.200
