'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'47:22:42.896',0.016,-,-,-0.304,-,-
'47:22:42.904',0.000,-,-,-0.144,-,-
'47:22:42.912',-0.016,-,-,0.016,-,-
'47:22:42.920',-0.048,-,-,0.088,-,-
'47:22:42.928',-0.128,-,-,0.056,-,-
'47:22:42.936',-0.168,-,-,-0.008,-,-
'47:22:42.944',-0.112,-,-,-0.008,-,-
'47:22:42.952',-0.048,-,-,0.056,-,-
'47:22:42.960',-0.024,-,-,0.072,-,-
'47:22:42.968',-0.016,-,-,0.072,-,-
'47:22:42.976',-0.016,-,-,0.072,-,-
'47:22:42.984',-0.008,-,-,0.080,-,-
'47:22:42.992',0.000,-,-,0.080,-,-
'47:22:43.000',0.008,-,-,0.088,-,-
'47:22:43.008',0.008,-,-,0.088,-,-
'47:22:43.016',0.008,-,-,0.088,-,-
'47:22:43.024',0.016,-,-,0.088,-,-
'47:22:43.032',0.024,-,-,0.096,-,-
'47:22:43.040',0.032,-,-,0.096,-,-
'47:22:43.048',0.032,-,-,0.096,-,-
'47:22:43.056',0.032,-,-,0.104,-,-
'47:22:43.064',0.048,-,-,0.112,-,-
'47:22:43.072',0.056,-,-,0.120,-,-
'47:22:43.080',0.072,-,-,0.136,-,-
'47:22:43.088',0.088,-,-,0.144,-,-
'47:22:43.096',0.096,-,-,0.152,-,-
'47:22:43.104',0.112,-,-,0.152,-,-
'47:22:43.112',0.128,-,-,0.168,-,-
'47:22:43.120',0.160,-,-,0.192,-,-
'47:22:43.128',0.192,-,-,0.208,-,-
'47:22:43.136',0.216,-,-,0.224,-,-
'47:22:43.144',0.240,-,-,0.240,-,-
'47:22:43.152',0.256,-,-,0.240,-,-
'47:22:43.160',0.248,-,-,0.224,-,-
'47:22:43.168',0.232,-,-,0.200,-,-
'47:22:43.176',0.192,-,-,0.168,-,-
'47:22:43.184',0.160,-,-,0.136,-,-
'47:22:43.192',0.112,-,-,0.104,-,-
'47:22:43.200',0.080,-,-,0.080,-,-
'47:22:43.208',0.040,-,-,0.056,-,-
'47:22:43.216',0.024,-,-,0.040,-,-
'47:22:43.224',0.000,-,-,0.032,-,-
'47:22:43.232',-0.008,-,-,0.024,-,-
'47:22:43.240',-0.016,-,-,0.024,-,-
'47:22:43.248',-0.024,-,-,0.024,-,-
'47:22:43.256',-0.032,-,-,0.016,-,-
'47:22:43.264',-0.040,-,-,0.008,-,-
'47:22:43.272',-0.032,-,-,0.008,-,-
'47:22:43.280',-0.024,-,-,0.016,-,-
'47:22:43.288',-0.024,-,-,0.016,-,-
'47:22:43.296',-0.024,-,-,0.016,-,-
'47:22:43.304',-0.024,-,-,0.024,-,-
'47:22:43.312',-0.016,-,-,0.024,-,-
'47:22:43.320',-0.008,-,-,0.032,-,-
'47:22:43.328',-0.008,-,-,0.032,-,-
'47:22:43.336',-0.008,-,-,0.032,-,-
'47:22:43.344',0.000,-,-,0.040,-,-
'47:22:43.352',0.000,-,-,0.040,-,-
'47:22:43.360',0.000,-,-,0.040,-,-
'47:22:43.368',0.000,-,-,0.032,-,-
'47:22:43.376',0.000,-,-,0.032,-,-
'47:22:43.384',0.000,-,-,0.032,-,-
'47:22:43.392',0.008,-,-,0.016,-,-
'47:22:43.400',0.000,-,-,-0.032,-,-
'47:22:43.408',-0.032,-,-,-0.112,-,-
'47:22:43.416',-0.104,-,-,-0.248,-,-
'47:22:43.424',-0.248,-,-,-0.448,-,-
'47:22:43.432',-0.432,-,-,-0.672,-,-
'47:22:43.440',-0.592,-,-,-0.808,-,-
'47:22:43.448',-0.728,-,-,-0.824,-,-
'47:22:43.456',-0.848,-,-,-0.752,-,-
'47:22:43.464',-0.864,-,-,-0.640,-,-
'47:22:43.472',-0.688,-,-,-0.472,-,-
'47:22:43.480',-0.504,-,-,-0.280,-,-
'47:22:43.488',-0.408,-,-,-0.168,-,-
'47:22:43.496',-0.384,-,-,-0.152,-,-
'47:22:43.504',-0.328,-,-,-0.136,-,-
'47:22:43.512',-0.208,-,-,-0.056,-,-
'47:22:43.520',-0.048,-,-,0.048,-,-
'47:22:43.528',0.096,-,-,0.160,-,-
'47:22:43.536',0.192,-,-,0.240,-,-
'47:22:43.544',0.232,-,-,0.280,-,-
'47:22:43.552',0.256,-,-,0.296,-,-
'47:22:43.560',0.272,-,-,0.304,-,-
'47:22:43.568',0.296,-,-,0.320,-,-
'47:22:43.576',0.320,-,-,0.336,-,-
'47:22:43.584',0.328,-,-,0.344,-,-
'47:22:43.592',0.312,-,-,0.328,-,-
'47:22:43.600',0.304,-,-,0.312,-,-
'47:22:43.608',0.312,-,-,0.312,-,-
'47:22:43.616',0.304,-,-,0.320,-,-
'47:22:43.624',0.304,-,-,0.328,-,-
'47:22:43.632',0.320,-,-,0.344,-,-
'47:22:43.640',0.344,-,-,0.368,-,-
'47:22:43.648',0.376,-,-,0.392,-,-
'47:22:43.656',0.416,-,-,0.416,-,-
'47:22:43.664',0.456,-,-,0.448,-,-
'47:22:43.672',0.488,-,-,0.464,-,-
'47:22:43.680',0.520,-,-,0.480,-,-
'47:22:43.688',0.536,-,-,0.480,-,-
'47:22:43.696',0.536,-,-,0.464,-,-
'47:22:43.704',0.520,-,-,0.432,-,-
'47:22:43.712',0.480,-,-,0.392,-,-
'47:22:43.720',0.432,-,-,0.336,-,-
'47:22:43.728',0.368,-,-,0.288,-,-
'47:22:43.736',0.296,-,-,0.232,-,-
'47:22:43.744',0.216,-,-,0.176,-,-
'47:22:43.752',0.136,-,-,0.120,-,-
'47:22:43.760',0.072,-,-,0.080,-,-
'47:22:43.768',0.016,-,-,0.040,-,-
'47:22:43.776',-0.024,-,-,0.016,-,-
'47:22:43.784',-0.056,-,-,-0.008,-,-
'47:22:43.792',-0.080,-,-,-0.016,-,-
'47:22:43.800',-0.096,-,-,-0.024,-,-
'47:22:43.808',-0.104,-,-,-0.032,-,-
'47:22:43.816',-0.104,-,-,-0.032,-,-
'47:22:43.824',-0.104,-,-,-0.032,-,-
'47:22:43.832',-0.104,-,-,-0.040,-,-
'47:22:43.840',-0.104,-,-,-0.040,-,-
'47:22:43.848',-0.104,-,-,-0.040,-,-
'47:22:43.856',-0.104,-,-,-0.040,-,-
'47:22:43.864',-0.104,-,-,-0.040,-,-
'47:22:43.872',-0.096,-,-,-0.040,-,-
'47:22:43.880',-0.096,-,-,-0.032,-,-
'47:22:43.888',-0.088,-,-,-0.032,-,-
'47:22:43.896',-0.088,-,-,-0.040,-,-
'47:22:43.904',-0.088,-,-,-0.032,-,-
'47:22:43.912',-0.088,-,-,-0.032,-,-
'47:22:43.920',-0.088,-,-,-0.032,-,-
'47:22:43.928',-0.088,-,-,-0.032,-,-
'47:22:43.936',-0.080,-,-,-0.032,-,-
'47:22:43.944',-0.080,-,-,-0.024,-,-
'47:22:43.952',-0.080,-,-,-0.024,-,-
'47:22:43.960',-0.080,-,-,-0.024,-,-
'47:22:43.968',-0.080,-,-,-0.024,-,-
'47:22:43.976',-0.080,-,-,-0.024,-,-
'47:22:43.984',-0.072,-,-,-0.024,-,-
'47:22:43.992',-0.072,-,-,-0.024,-,-
'47:22:44.000',-0.064,-,-,-0.016,-,-
'47:22:44.008',-0.064,-,-,-0.016,-,-
'47:22:44.016',-0.064,-,-,-0.016,-,-
'47:22:44.024',-0.064,-,-,-0.016,-,-
'47:22:44.032',-0.056,-,-,-0.008,-,-
'47:22:44.040',-0.056,-,-,-0.008,-,-
'47:22:44.048',-0.056,-,-,-0.008,-,-
'47:22:44.056',-0.056,-,-,-0.016,-,-
'47:22:44.064',-0.056,-,-,-0.016,-,-
'47:22:44.072',-0.056,-,-,-0.008,-,-
'47:22:44.080',-0.056,-,-,-0.008,-,-
'47:22:44.088',-0.048,-,-,-0.008,-,-
'47:22:44.096',-0.048,-,-,-0.008,-,-
'47:22:44.104',-0.048,-,-,0.000,-,-
'47:22:44.112',-0.048,-,-,-0.008,-,-
'47:22:44.120',-0.048,-,-,-0.008,-,-
'47:22:44.128',-0.040,-,-,0.000,-,-
'47:22:44.136',-0.040,-,-,0.000,-,-
'47:22:44.144',-0.032,-,-,0.000,-,-
'47:22:44.152',-0.032,-,-,0.000,-,-
'47:22:44.160',-0.024,-,-,0.000,-,-
'47:22:44.168',-0.024,-,-,0.000,-,-
'47:22:44.176',-0.024,-,-,0.000,-,-
'47:22:44.184',-0.024,-,-,0.000,-,-
'47:22:44.192',-0.024,-,-,0.000,-,-
'47:22:44.200',-0.024,-,-,0.000,-,-
'47:22:44.208',-0.024,-,-,0.008,-,-
'47:22:44.216',-0.024,-,-,0.008,-,-
'47:22:44.224',-0.024,-,-,0.008,-,-
'47:22:44.232',-0.024,-,-,0.008,-,-
'47:22:44.240',-0.024,-,-,0.008,-,-
'47:22:44.248',-0.024,-,-,0.008,-,-
'47:22:44.256',-0.024,-,-,0.008,-,-
'47:22:44.264',-0.016,-,-,0.008,-,-
'47:22:44.272',-0.016,-,-,0.008,-,-
'47:22:44.280',-0.016,-,-,0.008,-,-
'47:22:44.288',-0.016,-,-,0.008,-,-
'47:22:44.296',-0.016,-,-,0.008,-,-
'47:22:44.304',-0.016,-,-,0.008,-,-
'47:22:44.312',-0.016,-,-,0.008,-,-
'47:22:44.320',-0.008,-,-,0.016,-,-
'47:22:44.328',-0.008,-,-,0.016,-,-
'47:22:44.336',-0.008,-,-,0.016,-,-
'47:22:44.344',-0.008,-,-,0.016,-,-
'47:22:44.352',-0.008,-,-,0.016,-,-
'47:22:44.360',-0.008,-,-,0.016,-,-
'47:22:44.368',0.000,-,-,0.016,-,-
'47:22:44.376',0.008,-,-,0.032,-,-
'47:22:44.384',0.024,-,-,0.040,-,-
'47:22:44.392',0.040,-,-,0.064,-,-
'47:22:44.400',0.056,-,-,0.072,-,-
'47:22:44.408',0.072,-,-,0.080,-,-
'47:22:44.416',0.088,-,-,0.088,-,-
'47:22:44.424',0.088,-,-,0.096,-,-
'47:22:44.432',0.072,-,-,0.072,-,-
'47:22:44.440',0.064,-,-,-0.008,-,-
'47:22:44.448',0.096,-,-,-0.128,-,-
'47:22:44.456',0.104,-,-,-0.264,-,-
'47:22:44.464',0.072,-,-,-0.336,-,-
'47:22:44.472',0.032,-,-,-0.280,-,-
'47:22:44.480',-0.024,-,-,-0.136,-,-
'47:22:44.488',-0.064,-,-,-0.008,-,-
'47:22:44.496',-0.112,-,-,0.032,-,-
'47:22:44.504',-0.184,-,-,-0.016,-,-
'47:22:44.512',-0.208,-,-,-0.048,-,-
'47:22:44.520',-0.128,-,-,-0.024,-,-
'47:22:44.528',-0.080,-,-,0.008,-,-
'47:22:44.536',-0.072,-,-,0.024,-,-
'47:22:44.544',-0.064,-,-,0.024,-,-
'47:22:44.552',-0.064,-,-,0.024,-,-
'47:22:44.560',-0.064,-,-,0.024,-,-
'47:22:44.568',-0.056,-,-,0.032,-,-
'47:22:44.576',-0.056,-,-,0.032,-,-
'47:22:44.584',-0.056,-,-,0.032,-,-
'47:22:44.592',-0.056,-,-,0.032,-,-
'47:22:44.600',-0.048,-,-,0.032,-,-
'47:22:44.608',-0.032,-,-,0.040,-,-
'47:22:44.616',-0.032,-,-,0.048,-,-
'47:22:44.624',-0.024,-,-,0.056,-,-
'47:22:44.632',-0.016,-,-,0.064,-,-
'47:22:44.640',-0.008,-,-,0.064,-,-
'47:22:44.648',0.000,-,-,0.072,-,-
'47:22:44.656',0.016,-,-,0.080,-,-
'47:22:44.664',0.024,-,-,0.096,-,-
'47:22:44.672',0.040,-,-,0.112,-,-
'47:22:44.680',0.056,-,-,0.128,-,-
'47:22:44.688',0.080,-,-,0.144,-,-
'47:22:44.696',0.104,-,-,0.160,-,-
'47:22:44.704',0.128,-,-,0.176,-,-
'47:22:44.712',0.160,-,-,0.192,-,-
'47:22:44.720',0.176,-,-,0.208,-,-
'47:22:44.728',0.200,-,-,0.216,-,-
'47:22:44.736',0.200,-,-,0.208,-,-
'47:22:44.744',0.192,-,-,0.192,-,-
'47:22:44.752',0.168,-,-,0.160,-,-
'47:22:44.760',0.136,-,-,0.128,-,-
'47:22:44.768',0.104,-,-,0.096,-,-
'47:22:44.776',0.064,-,-,0.064,-,-
'47:22:44.784',0.032,-,-,0.040,-,-
'47:22:44.792',0.008,-,-,0.024,-,-
'47:22:44.800',-0.008,-,-,0.008,-,-
'47:22:44.808',-0.016,-,-,0.008,-,-
'47:22:44.816',-0.032,-,-,0.000,-,-
'47:22:44.824',-0.040,-,-,0.000,-,-
'47:22:44.832',-0.040,-,-,0.000,-,-
'47:22:44.840',-0.040,-,-,0.000,-,-
'47:22:44.848',-0.040,-,-,0.000,-,-
'47:22:44.856',-0.032,-,-,0.008,-,-
'47:22:44.864',-0.024,-,-,0.008,-,-
'47:22:44.872',-0.024,-,-,0.008,-,-
'47:22:44.880',-0.024,-,-,0.008,-,-
'47:22:44.888',-0.016,-,-,0.008,-,-
'47:22:44.896',-0.008,-,-,0.016,-,-
'47:22:44.904',-0.008,-,-,0.016,-,-
'47:22:44.912',-0.008,-,-,0.016,-,-
'47:22:44.920',-0.008,-,-,0.008,-,-
'47:22:44.928',-0.008,-,-,0.008,-,-
'47:22:44.936',-0.008,-,-,0.008,-,-
'47:22:44.944',-0.008,-,-,0.008,-,-
'47:22:44.952',-0.008,-,-,0.008,-,-
'47:22:44.960',-0.008,-,-,0.008,-,-
'47:22:44.968',-0.016,-,-,0.008,-,-
'47:22:44.976',-0.016,-,-,0.008,-,-
'47:22:44.984',-0.016,-,-,0.008,-,-
'47:22:44.992',-0.016,-,-,0.008,-,-
'47:22:45.000',-0.016,-,-,0.008,-,-
'47:22:45.008',-0.016,-,-,0.008,-,-
'47:22:45.016',-0.016,-,-,0.008,-,-
'47:22:45.024',-0.016,-,-,0.008,-,-
'47:22:45.032',-0.024,-,-,0.008,-,-
'47:22:45.040',-0.016,-,-,0.008,-,-
'47:22:45.048',-0.016,-,-,0.008,-,-
'47:22:45.056',-0.024,-,-,0.008,-,-
'47:22:45.064',-0.024,-,-,0.008,-,-
'47:22:45.072',-0.024,-,-,0.008,-,-
'47:22:45.080',-0.024,-,-,0.008,-,-
'47:22:45.088',-0.024,-,-,0.008,-,-
'47:22:45.096',-0.024,-,-,0.008,-,-
'47:22:45.104',-0.024,-,-,0.008,-,-
'47:22:45.112',-0.024,-,-,0.008,-,-
'47:22:45.120',-0.024,-,-,0.008,-,-
'47:22:45.128',-0.024,-,-,0.008,-,-
'47:22:45.136',-0.024,-,-,0.000,-,-
'47:22:45.144',-0.024,-,-,0.008,-,-
'47:22:45.152',-0.016,-,-,0.008,-,-
'47:22:45.160',-0.016,-,-,0.008,-,-
'47:22:45.168',-0.008,-,-,0.008,-,-
'47:22:45.176',-0.016,-,-,0.008,-,-
'47:22:45.184',-0.016,-,-,0.008,-,-
'47:22:45.192',-0.016,-,-,0.008,-,-
'47:22:45.200',-0.008,-,-,0.008,-,-
'47:22:45.208',0.000,-,-,0.024,-,-
'47:22:45.216',0.016,-,-,0.040,-,-
'47:22:45.224',0.032,-,-,0.056,-,-
'47:22:45.232',0.048,-,-,0.064,-,-
'47:22:45.240',0.064,-,-,0.072,-,-
'47:22:45.248',0.088,-,-,0.088,-,-
'47:22:45.256',0.104,-,-,0.096,-,-
'47:22:45.264',0.096,-,-,0.088,-,-
'47:22:45.272',0.072,-,-,0.064,-,-
'47:22:45.280',0.048,-,-,0.048,-,-
'47:22:45.288',0.032,-,-,0.024,-,-
'47:22:45.296',0.000,-,-,0.008,-,-
'47:22:45.304',-0.032,-,-,0.000,-,-
'47:22:45.312',-0.048,-,-,-0.008,-,-
'47:22:45.320',-0.056,-,-,-0.016,-,-
'47:22:45.328',-0.064,-,-,-0.016,-,-
'47:22:45.336',-0.064,-,-,-0.016,-,-
'47:22:45.344',-0.064,-,-,-0.016,-,-
'47:22:45.352',-0.064,-,-,-0.016,-,-
'47:22:45.360',-0.072,-,-,-0.016,-,-
'47:22:45.368',-0.064,-,-,-0.016,-,-
'47:22:45.376',-0.064,-,-,-0.016,-,-
'47:22:45.384',-0.064,-,-,-0.008,-,-
'47:22:45.392',-0.064,-,-,-0.008,-,-
'47:22:45.400',-0.056,-,-,-0.008,-,-
'47:22:45.408',-0.048,-,-,-0.016,-,-
'47:22:45.416',-0.008,-,-,-0.032,-,-
'47:22:45.424',0.120,-,-,-0.056,-,-
'47:22:45.432',0.384,-,-,-0.056,-,-
'47:22:45.440',0.672,-,-,0.040,-,-
'47:22:45.448',0.760,-,-,0.208,-,-
'47:22:45.456',0.616,-,-,0.336,-,-
'47:22:45.464',0.424,-,-,0.360,-,-
'47:22:45.472',0.248,-,-,0.296,-,-
'47:22:45.480',0.088,-,-,0.192,-,-
'47:22:45.488',-0.032,-,-,0.080,-,-
'47:22:45.496',-0.112,-,-,0.008,-,-
'47:22:45.504',-0.144,-,-,-0.016,-,-
'47:22:45.512',-0.144,-,-,-0.016,-,-
'47:22:45.520',-0.152,-,-,-0.024,-,-
'47:22:45.528',-0.144,-,-,-0.024,-,-
'47:22:45.536',-0.144,-,-,-0.024,-,-
'47:22:45.544',-0.136,-,-,-0.024,-,-
'47:22:45.552',-0.128,-,-,-0.016,-,-
'47:22:45.560',-0.128,-,-,-0.008,-,-
'47:22:45.568',-0.128,-,-,-0.008,-,-
'47:22:45.576',-0.120,-,-,0.000,-,-
'47:22:45.584',-0.120,-,-,-0.008,-,-
'47:22:45.592',-0.120,-,-,-0.008,-,-
'47:22:45.600',-0.120,-,-,-0.008,-,-
'47:22:45.608',-0.120,-,-,-0.008,-,-
'47:22:45.616',-0.120,-,-,-0.008,-,-
'47:22:45.624',-0.120,-,-,-0.016,-,-
'47:22:45.632',-0.120,-,-,-0.008,-,-
'47:22:45.640',-0.120,-,-,-0.008,-,-
'47:22:45.648',-0.120,-,-,-0.008,-,-
'47:22:45.656',-0.120,-,-,-0.008,-,-
'47:22:45.664',-0.120,-,-,-0.016,-,-
'47:22:45.672',-0.120,-,-,-0.016,-,-
'47:22:45.680',-0.120,-,-,-0.016,-,-
'47:22:45.688',-0.120,-,-,-0.016,-,-
'47:22:45.696',-0.112,-,-,-0.024,-,-
'47:22:45.704',-0.112,-,-,-0.024,-,-
'47:22:45.712',-0.096,-,-,-0.024,-,-
'47:22:45.720',-0.072,-,-,-0.008,-,-
'47:22:45.728',-0.048,-,-,0.000,-,-
'47:22:45.736',-0.032,-,-,0.000,-,-
'47:22:45.744',-0.016,-,-,0.008,-,-
'47:22:45.752',0.000,-,-,0.024,-,-
'47:22:45.760',0.000,-,-,0.032,-,-
'47:22:45.768',0.000,-,-,0.024,-,-
'47:22:45.776',0.000,-,-,0.024,-,-
'47:22:45.784',0.008,-,-,0.032,-,-
'47:22:45.792',0.008,-,-,0.032,-,-
'47:22:45.800',0.008,-,-,0.032,-,-
'47:22:45.808',0.008,-,-,0.032,-,-
'47:22:45.816',0.000,-,-,0.032,-,-
'47:22:45.824',0.000,-,-,0.032,-,-
'47:22:45.832',0.000,-,-,0.032,-,-
'47:22:45.840',0.000,-,-,0.032,-,-
'47:22:45.848',0.000,-,-,0.032,-,-
'47:22:45.856',0.000,-,-,0.024,-,-
'47:22:45.864',0.000,-,-,0.024,-,-
'47:22:45.872',0.000,-,-,0.032,-,-
'47:22:45.880',0.000,-,-,0.032,-,-
'47:22:45.888',-0.008,-,-,0.024,-,-
'47:22:45.896',0.000,-,-,0.024,-,-
'47:22:45.904',0.000,-,-,0.024,-,-
'47:22:45.912',0.000,-,-,0.024,-,-
'47:22:45.920',0.000,-,-,0.032,-,-
'47:22:45.928',0.000,-,-,0.032,-,-
'47:22:45.936',0.000,-,-,0.024,-,-
'47:22:45.944',0.000,-,-,0.024,-,-
'47:22:45.952',0.000,-,-,0.024,-,-
'47:22:45.960',0.008,-,-,0.024,-,-
'47:22:45.968',0.000,-,-,0.024,-,-
'47:22:45.976',0.000,-,-,0.024,-,-
'47:22:45.984',0.000,-,-,0.032,-,-
