'Elapsed time','I','II','V','ABP','PAP'
'47:35:25.136',-,-0.096,-,68.000,36.400
'47:35:25.144',-,-0.080,-,81.600,38.400
'47:35:25.152',-,-0.080,-,93.600,41.200
'47:35:25.160',-,-0.080,-,104.800,44.400
'47:35:25.168',-,-0.096,-,112.800,48.000
'47:35:25.176',-,-0.120,-,117.600,51.600
'47:35:25.184',-,-0.136,-,120.800,55.200
'47:35:25.192',-,-0.160,-,122.400,58.400
'47:35:25.200',-,-0.176,-,121.600,60.800
'47:35:25.208',-,-0.200,-,120.800,62.800
'47:35:25.216',-,-0.200,-,118.400,64.000
'47:35:25.224',-,-0.200,-,115.200,64.800
'47:35:25.232',-,-0.176,-,112.000,65.200
'47:35:25.240',-,-0.160,-,108.000,64.800
'47:35:25.248',-,-0.136,-,104.000,64.000
'47:35:25.256',-,-0.120,-,99.200,62.800
'47:35:25.264',-,-0.080,-,95.200,61.200
'47:35:25.272',-,-0.056,-,90.400,59.600
'47:35:25.280',-,-0.056,-,85.600,57.200
'47:35:25.288',-,-0.040,-,80.000,54.400
'47:35:25.296',-,-0.040,-,75.200,51.600
'47:35:25.304',-,-0.016,-,70.400,48.800
'47:35:25.312',-,-0.016,-,65.600,46.400
'47:35:25.320',-,-0.016,-,60.800,44.400
'47:35:25.328',-,0.000,-,56.800,42.800
'47:35:25.336',-,-0.016,-,52.800,41.600
'47:35:25.344',-,-0.016,-,49.600,40.400
'47:35:25.352',-,0.000,-,47.200,39.600
'47:35:25.360',-,0.016,-,44.800,38.800
'47:35:25.368',-,0.096,-,43.200,38.800
'47:35:25.376',-,0.224,-,42.400,38.800
'47:35:25.384',-,0.360,-,41.600,39.200
'47:35:25.392',-,0.464,-,41.600,40.000
'47:35:25.400',-,0.544,-,41.600,40.800
'47:35:25.408',-,0.568,-,41.600,41.600
'47:35:25.416',-,0.464,-,41.600,42.000
'47:35:25.424',-,0.264,-,42.400,42.000
'47:35:25.432',-,0.056,-,43.200,41.600
'47:35:25.440',-,-0.080,-,44.000,41.200
'47:35:25.448',-,-0.136,-,44.000,40.400
'47:35:25.456',-,-0.176,-,44.800,39.600
'47:35:25.464',-,-0.176,-,45.600,38.800
'47:35:25.472',-,-0.160,-,45.600,38.400
'47:35:25.480',-,-0.160,-,46.400,38.000
'47:35:25.488',-,-0.160,-,46.400,38.400
'47:35:25.496',-,-0.160,-,47.200,38.400
'47:35:25.504',-,-0.160,-,48.000,38.400
'47:35:25.512',-,-0.176,-,50.400,38.400
'47:35:25.520',-,-0.176,-,54.400,38.800
'47:35:25.528',-,-0.200,-,61.600,38.800
'47:35:25.536',-,-0.224,-,71.200,38.800
'47:35:25.544',-,-0.224,-,83.200,38.400
'47:35:25.552',-,-0.264,-,94.400,38.400
'47:35:25.560',-,-0.280,-,104.000,37.600
'47:35:25.568',-,-0.320,-,111.200,37.200
'47:35:25.576',-,-0.360,-,115.200,36.400
'47:35:25.584',-,-0.408,-,116.800,36.400
'47:35:25.592',-,-0.424,-,116.800,36.800
'47:35:25.600',-,-0.424,-,115.200,37.600
'47:35:25.608',-,-0.408,-,112.000,38.800
'47:35:25.616',-,-0.360,-,108.000,40.400
'47:35:25.624',-,-0.304,-,103.200,42.000
'47:35:25.632',-,-0.240,-,98.400,43.200
'47:35:25.640',-,-0.176,-,92.800,44.400
'47:35:25.648',-,-0.136,-,86.400,45.200
'47:35:25.656',-,-0.096,-,80.800,45.200
'47:35:25.664',-,-0.080,-,75.200,44.800
'47:35:25.672',-,-0.056,-,70.400,44.000
'47:35:25.680',-,-0.040,-,64.800,43.600
'47:35:25.688',-,-0.016,-,60.000,43.200
'47:35:25.696',-,-0.016,-,56.000,42.800
'47:35:25.704',-,0.000,-,52.000,42.000
'47:35:25.712',-,0.000,-,48.800,40.400
'47:35:25.720',-,0.000,-,45.600,39.200
'47:35:25.728',-,0.000,-,43.200,37.600
'47:35:25.736',-,0.040,-,41.600,36.800
'47:35:25.744',-,0.136,-,40.000,36.800
'47:35:25.752',-,0.264,-,38.400,36.800
'47:35:25.760',-,0.408,-,37.600,37.200
'47:35:25.768',-,0.504,-,37.600,37.600
'47:35:25.776',-,0.568,-,37.600,37.600
'47:35:25.784',-,0.528,-,37.600,38.000
'47:35:25.792',-,0.360,-,38.400,38.000
'47:35:25.800',-,0.136,-,39.200,38.000
'47:35:25.808',-,-0.016,-,39.200,37.600
'47:35:25.816',-,-0.096,-,40.000,37.200
'47:35:25.824',-,-0.136,-,40.800,36.800
'47:35:25.832',-,-0.136,-,41.600,36.400
'47:35:25.840',-,-0.136,-,42.400,36.800
'47:35:25.848',-,-0.136,-,43.200,37.200
'47:35:25.856',-,-0.120,-,44.800,36.800
'47:35:25.864',-,-0.120,-,46.400,36.400
'47:35:25.872',-,-0.136,-,48.800,36.000
'47:35:25.880',-,-0.136,-,54.400,36.400
'47:35:25.888',-,-0.160,-,62.400,36.400
'47:35:25.896',-,-0.160,-,73.600,36.400
'47:35:25.904',-,-0.160,-,87.200,35.600
'47:35:25.912',-,-0.176,-,100.800,34.400
'47:35:25.920',-,-0.176,-,112.800,33.600
'47:35:25.928',-,-0.200,-,121.600,33.600
'47:35:25.936',-,-0.224,-,127.200,34.800
'47:35:25.944',-,-0.240,-,129.600,36.000
'47:35:25.952',-,-0.264,-,129.600,38.400
'47:35:25.960',-,-0.304,-,128.800,40.800
'47:35:25.968',-,-0.304,-,125.600,43.200
'47:35:25.976',-,-0.304,-,121.600,46.000
'47:35:25.984',-,-0.280,-,117.600,48.800
'47:35:25.992',-,-0.264,-,112.800,51.600
'47:35:26.000',-,-0.240,-,108.000,53.600
'47:35:26.008',-,-0.200,-,102.400,55.600
'47:35:26.016',-,-0.136,-,97.600,56.400
'47:35:26.024',-,-0.096,-,92.800,56.400
'47:35:26.032',-,-0.056,-,88.000,55.600
'47:35:26.040',-,-0.040,-,83.200,53.600
'47:35:26.048',-,-0.016,-,78.400,51.200
'47:35:26.056',-,0.000,-,73.600,48.400
'47:35:26.064',-,0.000,-,68.800,46.000
'47:35:26.072',-,0.000,-,64.800,44.400
'47:35:26.080',-,0.000,-,60.800,42.800
'47:35:26.088',-,0.016,-,56.800,40.800
'47:35:26.096',-,0.016,-,53.600,39.600
'47:35:26.104',-,0.016,-,50.400,38.400
'47:35:26.112',-,0.016,-,48.000,37.200
'47:35:26.120',-,0.016,-,46.400,36.800
'47:35:26.128',-,0.056,-,44.000,36.800
'47:35:26.136',-,0.136,-,43.200,37.200
'47:35:26.144',-,0.264,-,41.600,37.600
'47:35:26.152',-,0.408,-,41.600,38.000
'47:35:26.160',-,0.504,-,40.800,38.400
'47:35:26.168',-,0.544,-,41.600,38.800
'47:35:26.176',-,0.528,-,41.600,38.800
'47:35:26.184',-,0.360,-,41.600,38.800
'47:35:26.192',-,0.136,-,42.400,38.800
'47:35:26.200',-,-0.016,-,42.400,38.400
'47:35:26.208',-,-0.096,-,42.400,37.600
'47:35:26.216',-,-0.120,-,43.200,37.600
'47:35:26.224',-,-0.136,-,44.000,37.600
'47:35:26.232',-,-0.120,-,44.800,38.000
'47:35:26.240',-,-0.120,-,45.600,38.000
'47:35:26.248',-,-0.096,-,47.200,37.200
'47:35:26.256',-,-0.096,-,48.800,36.400
'47:35:26.264',-,-0.096,-,52.000,36.000
'47:35:26.272',-,-0.120,-,57.600,36.000
'47:35:26.280',-,-0.120,-,66.400,35.600
'47:35:26.288',-,-0.120,-,78.400,35.200
'47:35:26.296',-,-0.136,-,92.800,34.400
'47:35:26.304',-,-0.136,-,106.400,33.600
'47:35:26.312',-,-0.136,-,117.600,33.600
'47:35:26.320',-,-0.160,-,125.600,34.400
'47:35:26.328',-,-0.176,-,130.400,35.600
'47:35:26.336',-,-0.200,-,132.800,37.600
'47:35:26.344',-,-0.240,-,132.000,40.400
'47:35:26.352',-,-0.264,-,130.400,43.200
'47:35:26.360',-,-0.280,-,127.200,46.000
'47:35:26.368',-,-0.280,-,123.200,49.200
'47:35:26.376',-,-0.264,-,119.200,52.000
'47:35:26.384',-,-0.240,-,114.400,54.400
'47:35:26.392',-,-0.224,-,109.600,56.400
'47:35:26.400',-,-0.176,-,104.800,57.600
'47:35:26.408',-,-0.136,-,100.000,58.400
'47:35:26.416',-,-0.080,-,95.200,58.000
'47:35:26.424',-,-0.040,-,90.400,56.800
'47:35:26.432',-,-0.016,-,85.600,54.800
'47:35:26.440',-,0.000,-,80.800,52.000
'47:35:26.448',-,0.000,-,76.000,49.200
'47:35:26.456',-,0.016,-,71.200,46.400
'47:35:26.464',-,0.016,-,67.200,44.400
'47:35:26.472',-,0.016,-,62.400,42.400
'47:35:26.480',-,0.016,-,59.200,40.800
'47:35:26.488',-,0.016,-,55.200,39.200
'47:35:26.496',-,0.016,-,52.000,38.000
'47:35:26.504',-,0.016,-,49.600,37.600
'47:35:26.512',-,0.040,-,47.200,37.200
'47:35:26.520',-,0.056,-,45.600,37.200
'47:35:26.528',-,0.120,-,44.000,37.600
'47:35:26.536',-,0.224,-,43.200,37.600
'47:35:26.544',-,0.360,-,42.400,38.000
'47:35:26.552',-,0.488,-,42.400,38.400
'47:35:26.560',-,0.568,-,42.400,38.800
'47:35:26.568',-,0.584,-,42.400,39.200
'47:35:26.576',-,0.504,-,42.400,39.200
'47:35:26.584',-,0.280,-,43.200,38.800
'47:35:26.592',-,0.080,-,43.200,38.400
'47:35:26.600',-,-0.040,-,43.200,38.000
'47:35:26.608',-,-0.080,-,44.000,37.600
'47:35:26.616',-,-0.096,-,44.000,37.600
'47:35:26.624',-,-0.096,-,44.800,37.600
'47:35:26.632',-,-0.080,-,45.600,38.000
'47:35:26.640',-,-0.080,-,46.400,37.600
'47:35:26.648',-,-0.056,-,48.000,36.800
'47:35:26.656',-,-0.080,-,50.400,36.400
'47:35:26.664',-,-0.080,-,54.400,36.000
'47:35:26.672',-,-0.080,-,62.400,36.000
'47:35:26.680',-,-0.096,-,73.600,35.600
'47:35:26.688',-,-0.096,-,88.000,34.800
'47:35:26.696',-,-0.120,-,102.400,33.600
'47:35:26.704',-,-0.120,-,115.200,33.200
'47:35:26.712',-,-0.136,-,124.800,34.000
'47:35:26.720',-,-0.160,-,130.400,35.200
'47:35:26.728',-,-0.176,-,133.600,37.200
'47:35:26.736',-,-0.200,-,134.400,39.600
'47:35:26.744',-,-0.240,-,132.800,42.400
'47:35:26.752',-,-0.240,-,130.400,45.600
'47:35:26.760',-,-0.264,-,126.400,48.800
'47:35:26.768',-,-0.264,-,122.400,51.600
'47:35:26.776',-,-0.240,-,117.600,54.400
'47:35:26.784',-,-0.224,-,112.800,56.800
'47:35:26.792',-,-0.176,-,108.000,58.400
'47:35:26.800',-,-0.136,-,103.200,59.200
'47:35:26.808',-,-0.096,-,98.400,59.200
'47:35:26.816',-,-0.056,-,93.600,58.800
'47:35:26.824',-,-0.016,-,88.800,56.800
'47:35:26.832',-,0.000,-,84.000,54.000
'47:35:26.840',-,0.016,-,79.200,51.200
'47:35:26.848',-,0.016,-,74.400,48.000
'47:35:26.856',-,0.016,-,69.600,45.600
'47:35:26.864',-,0.040,-,65.600,43.200
'47:35:26.872',-,0.040,-,61.600,41.600
'47:35:26.880',-,0.040,-,57.600,40.000
'47:35:26.888',-,0.040,-,54.400,38.800
'47:35:26.896',-,0.040,-,51.200,37.600
'47:35:26.904',-,0.040,-,48.800,37.200
'47:35:26.912',-,0.040,-,47.200,36.800
'47:35:26.920',-,0.080,-,45.600,37.200
'47:35:26.928',-,0.160,-,44.000,37.600
'47:35:26.936',-,0.280,-,43.200,38.000
'47:35:26.944',-,0.424,-,42.400,38.400
'47:35:26.952',-,0.528,-,41.600,38.800
'47:35:26.960',-,0.584,-,42.400,39.200
'47:35:26.968',-,0.568,-,42.400,39.200
'47:35:26.976',-,0.424,-,42.400,39.200
'47:35:26.984',-,0.176,-,43.200,38.800
'47:35:26.992',-,0.016,-,43.200,38.000
'47:35:27.000',-,-0.056,-,43.200,37.600
'47:35:27.008',-,-0.080,-,44.000,37.200
'47:35:27.016',-,-0.096,-,44.800,37.600
'47:35:27.024',-,-0.080,-,45.600,38.000
'47:35:27.032',-,-0.056,-,46.400,38.000
'47:35:27.040',-,-0.056,-,47.200,37.600
'47:35:27.048',-,-0.056,-,48.800,36.800
'47:35:27.056',-,-0.080,-,52.000,36.400
'47:35:27.064',-,-0.080,-,57.600,36.000
'47:35:27.072',-,-0.080,-,66.400,36.000
'47:35:27.080',-,-0.096,-,79.200,35.200
'47:35:27.088',-,-0.096,-,93.600,34.000
'47:35:27.096',-,-0.120,-,107.200,33.200
'47:35:27.104',-,-0.136,-,118.400,33.200
'47:35:27.112',-,-0.136,-,127.200,34.000
'47:35:27.120',-,-0.176,-,132.000,35.200
'47:35:27.128',-,-0.200,-,133.600,37.600
'47:35:27.136',-,-0.224,-,133.600,40.000
'47:35:27.144',-,-0.240,-,132.000,42.800
'47:35:27.152',-,-0.264,-,128.800,45.600
'47:35:27.160',-,-0.264,-,124.000,48.800
'47:35:27.168',-,-0.264,-,120.000,51.600
'47:35:27.176',-,-0.240,-,114.400,54.400
'47:35:27.184',-,-0.200,-,109.600,56.400
'47:35:27.192',-,-0.160,-,104.800,57.600
'47:35:27.200',-,-0.120,-,100.000,58.400
'47:35:27.208',-,-0.080,-,94.400,58.400
'47:35:27.216',-,-0.040,-,89.600,56.800
'47:35:27.224',-,0.000,-,84.800,54.800
'47:35:27.232',-,0.000,-,80.000,52.000
'47:35:27.240',-,0.016,-,76.000,48.800
'47:35:27.248',-,0.016,-,71.200,46.400
'47:35:27.256',-,0.016,-,67.200,44.000
'47:35:27.264',-,0.040,-,63.200,42.000
'47:35:27.272',-,0.040,-,59.200,40.400
'47:35:27.280',-,0.040,-,56.000,38.800
'47:35:27.288',-,0.040,-,52.800,37.600
'47:35:27.296',-,0.040,-,50.400,36.800
'47:35:27.304',-,0.040,-,48.000,36.400
'47:35:27.312',-,0.056,-,46.400,36.400
'47:35:27.320',-,0.096,-,44.800,36.800
'47:35:27.328',-,0.200,-,43.200,37.200
'47:35:27.336',-,0.320,-,42.400,37.600
'47:35:27.344',-,0.464,-,42.400,38.000
'47:35:27.352',-,0.544,-,42.400,38.400
'47:35:27.360',-,0.584,-,42.400,38.800
'47:35:27.368',-,0.528,-,43.200,38.800
'47:35:27.376',-,0.344,-,43.200,38.400
'47:35:27.384',-,0.120,-,43.200,38.000
'47:35:27.392',-,-0.016,-,44.000,37.600
'47:35:27.400',-,-0.080,-,44.000,37.200
'47:35:27.408',-,-0.096,-,44.800,37.200
'47:35:27.416',-,-0.096,-,44.800,37.600
'47:35:27.424',-,-0.080,-,45.600,37.600
'47:35:27.432',-,-0.080,-,46.400,37.200
'47:35:27.440',-,-0.056,-,47.200,36.400
'47:35:27.448',-,-0.080,-,49.600,36.000
'47:35:27.456',-,-0.080,-,53.600,35.600
'47:35:27.464',-,-0.080,-,60.800,35.600
'47:35:27.472',-,-0.096,-,72.000,35.200
'47:35:27.480',-,-0.096,-,85.600,34.000
'47:35:27.488',-,-0.120,-,100.000,33.200
'47:35:27.496',-,-0.120,-,112.800,33.200
'47:35:27.504',-,-0.136,-,123.200,33.600
'47:35:27.512',-,-0.136,-,129.600,34.800
'47:35:27.520',-,-0.176,-,133.600,36.800
'47:35:27.528',-,-0.200,-,134.400,39.200
'47:35:27.536',-,-0.224,-,133.600,42.400
'47:35:27.544',-,-0.240,-,131.200,45.200
'47:35:27.552',-,-0.264,-,128.000,48.400
'47:35:27.560',-,-0.264,-,123.200,51.600
'47:35:27.568',-,-0.240,-,118.400,54.400
'47:35:27.576',-,-0.224,-,113.600,56.800
'47:35:27.584',-,-0.176,-,108.800,58.400
'47:35:27.592',-,-0.160,-,104.000,59.600
'47:35:27.600',-,-0.120,-,98.400,59.600
'47:35:27.608',-,-0.056,-,93.600,58.800
'47:35:27.616',-,-0.016,-,88.800,57.200
'47:35:27.624',-,0.000,-,84.800,54.400
'47:35:27.632',-,0.000,-,80.000,51.600
'47:35:27.640',-,0.016,-,75.200,48.400
'47:35:27.648',-,0.016,-,70.400,45.600
'47:35:27.656',-,0.016,-,66.400,43.200
'47:35:27.664',-,0.040,-,62.400,41.600
'47:35:27.672',-,0.040,-,58.400,40.000
'47:35:27.680',-,0.040,-,55.200,38.400
'47:35:27.688',-,0.040,-,52.000,37.600
'47:35:27.696',-,0.040,-,49.600,36.800
'47:35:27.704',-,0.040,-,47.200,36.800
'47:35:27.712',-,0.056,-,45.600,36.800
'47:35:27.720',-,0.120,-,44.800,37.600
'47:35:27.728',-,0.224,-,43.200,38.000
'47:35:27.736',-,0.360,-,42.400,38.400
'47:35:27.744',-,0.488,-,42.400,38.400
'47:35:27.752',-,0.568,-,42.400,38.800
'47:35:27.760',-,0.584,-,42.400,38.800
'47:35:27.768',-,0.488,-,43.200,38.800
'47:35:27.776',-,0.280,-,43.200,38.400
'47:35:27.784',-,0.080,-,43.200,38.000
'47:35:27.792',-,-0.040,-,43.200,37.200
'47:35:27.800',-,-0.080,-,44.000,36.400
'47:35:27.808',-,-0.096,-,44.800,36.000
'47:35:27.816',-,-0.096,-,45.600,36.000
'47:35:27.824',-,-0.080,-,45.600,36.000
'47:35:27.832',-,-0.080,-,46.400,35.200
'47:35:27.840',-,-0.080,-,48.000,34.000
'47:35:27.848',-,-0.080,-,49.600,33.200
'47:35:27.856',-,-0.080,-,54.400,32.400
'47:35:27.864',-,-0.096,-,61.600,32.000
'47:35:27.872',-,-0.096,-,72.800,30.800
'47:35:27.880',-,-0.120,-,87.200,29.600
'47:35:27.888',-,-0.120,-,100.800,28.400
'47:35:27.896',-,-0.136,-,112.800,28.000
'47:35:27.904',-,-0.136,-,122.400,28.400
'47:35:27.912',-,-0.160,-,128.000,29.600
'47:35:27.920',-,-0.176,-,130.400,31.600
'47:35:27.928',-,-0.224,-,130.400,34.000
'47:35:27.936',-,-0.240,-,129.600,37.200
'47:35:27.944',-,-0.264,-,126.400,40.400
'47:35:27.952',-,-0.280,-,123.200,43.600
'47:35:27.960',-,-0.264,-,119.200,46.800
'47:35:27.968',-,-0.240,-,114.400,49.200
'47:35:27.976',-,-0.224,-,109.600,51.600
'47:35:27.984',-,-0.176,-,104.800,52.800
'47:35:27.992',-,-0.136,-,100.000,53.600
'47:35:28.000',-,-0.096,-,94.400,53.200
'47:35:28.008',-,-0.056,-,89.600,52.400
'47:35:28.016',-,-0.016,-,84.800,50.400
'47:35:28.024',-,0.000,-,80.000,48.000
'47:35:28.032',-,0.016,-,75.200,44.800
'47:35:28.040',-,0.016,-,70.400,41.600
'47:35:28.048',-,0.016,-,65.600,38.800
'47:35:28.056',-,0.016,-,61.600,36.800
'47:35:28.064',-,0.040,-,57.600,35.200
'47:35:28.072',-,0.040,-,53.600,33.200
'47:35:28.080',-,0.040,-,50.400,31.600
'47:35:28.088',-,0.040,-,48.000,30.000
'47:35:28.096',-,0.040,-,45.600,28.800
'47:35:28.104',-,0.040,-,43.200,28.000
'47:35:28.112',-,0.080,-,41.600,28.000
'47:35:28.120',-,0.160,-,40.800,28.000
'47:35:28.128',-,0.264,-,39.200,28.800
'47:35:28.136',-,0.408,-,39.200,29.200
'47:35:28.144',-,0.528,-,39.200,30.000
'47:35:28.152',-,0.584,-,39.200,30.400
'47:35:28.160',-,0.584,-,39.200,30.400
'47:35:28.168',-,0.448,-,39.200,30.400
'47:35:28.176',-,0.224,-,39.200,30.000
'47:35:28.184',-,0.040,-,40.000,30.000
'47:35:28.192',-,-0.056,-,40.000,30.000
'47:35:28.200',-,-0.096,-,40.800,30.400
'47:35:28.208',-,-0.120,-,41.600,30.800
'47:35:28.216',-,-0.096,-,42.400,31.200
'47:35:28.224',-,-0.096,-,43.200,30.800
'47:35:28.232',-,-0.080,-,44.000,30.000
'47:35:28.240',-,-0.080,-,45.600,29.200
'47:35:28.248',-,-0.080,-,48.800,28.400
'47:35:28.256',-,-0.096,-,54.400,27.200
'47:35:28.264',-,-0.096,-,63.200,26.400
'47:35:28.272',-,-0.096,-,76.000,25.600
'47:35:28.280',-,-0.120,-,89.600,26.000
'47:35:28.288',-,-0.120,-,102.400,27.200
'47:35:28.296',-,-0.136,-,112.000,29.200
'47:35:28.304',-,-0.160,-,119.200,31.600
'47:35:28.312',-,-0.176,-,123.200,34.800
'47:35:28.320',-,-0.200,-,125.600,38.000
'47:35:28.328',-,-0.224,-,125.600,41.600
'47:35:28.336',-,-0.240,-,124.800,45.200
'47:35:28.344',-,-0.264,-,123.200,48.800
'47:35:28.352',-,-0.264,-,120.000,52.000
'47:35:28.360',-,-0.240,-,116.800,54.400
'47:35:28.368',-,-0.240,-,112.800,56.400
'47:35:28.376',-,-0.200,-,108.000,57.200
'47:35:28.384',-,-0.160,-,104.000,57.600
'47:35:28.392',-,-0.120,-,99.200,56.800
'47:35:28.400',-,-0.080,-,94.400,55.600
'47:35:28.408',-,-0.040,-,89.600,53.600
'47:35:28.416',-,-0.016,-,84.800,51.200
'47:35:28.424',-,0.000,-,80.000,48.400
'47:35:28.432',-,0.016,-,75.200,45.600
'47:35:28.440',-,0.016,-,70.400,42.400
'47:35:28.448',-,0.016,-,65.600,39.200
'47:35:28.456',-,0.016,-,60.800,36.800
'47:35:28.464',-,0.040,-,56.800,34.800
'47:35:28.472',-,0.096,-,53.600,33.200
'47:35:28.480',-,0.200,-,50.400,31.600
'47:35:28.488',-,0.320,-,47.200,30.400
'47:35:28.496',-,0.448,-,44.800,28.800
'47:35:28.504',-,0.544,-,43.200,28.000
'47:35:28.512',-,0.632,-,41.600,28.000
'47:35:28.520',-,0.632,-,40.800,28.400
'47:35:28.528',-,0.504,-,40.800,29.200
'47:35:28.536',-,0.320,-,40.000,29.600
'47:35:28.544',-,0.136,-,40.000,30.400
'47:35:28.552',-,0.016,-,39.200,30.800
'47:35:28.560',-,-0.040,-,39.200,31.200
'47:35:28.568',-,-0.080,-,39.200,31.600
'47:35:28.576',-,-0.080,-,40.000,32.000
'47:35:28.584',-,-0.080,-,40.800,32.400
'47:35:28.592',-,-0.056,-,41.600,33.200
'47:35:28.600',-,-0.056,-,42.400,33.600
'47:35:28.608',-,-0.056,-,44.000,32.800
'47:35:28.616',-,-0.096,-,48.000,31.600
'47:35:28.624',-,-0.136,-,54.400,30.400
'47:35:28.632',-,-0.160,-,64.800,29.200
'47:35:28.640',-,-0.176,-,77.600,28.400
'47:35:28.648',-,-0.200,-,91.200,27.600
'47:35:28.656',-,-0.240,-,103.200,27.200
'47:35:28.664',-,-0.264,-,112.800,28.000
'47:35:28.672',-,-0.304,-,119.200,28.800
'47:35:28.680',-,-0.320,-,122.400,30.800
'47:35:28.688',-,-0.344,-,124.000,32.800
'47:35:28.696',-,-0.360,-,122.400,35.600
'47:35:28.704',-,-0.360,-,120.000,38.400
'47:35:28.712',-,-0.320,-,116.000,41.600
'47:35:28.720',-,-0.304,-,111.200,44.400
'47:35:28.728',-,-0.264,-,105.600,47.200
'47:35:28.736',-,-0.224,-,100.000,49.200
'47:35:28.744',-,-0.176,-,94.400,50.800
'47:35:28.752',-,-0.160,-,88.800,51.600
'47:35:28.760',-,-0.136,-,83.200,52.000
'47:35:28.768',-,-0.120,-,78.400,51.600
'47:35:28.776',-,-0.120,-,72.800,50.400
'47:35:28.784',-,-0.120,-,68.000,48.400
