'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:26:48.728',-0.016,0.017,-,-,-,-,52.800
'14:26:48.736',-0.016,0.000,-,-,-,-,52.800
'14:26:48.744',-0.040,-0.033,-,-,-,-,52.800
'14:26:48.752',-0.040,-0.050,-,-,-,-,53.600
'14:26:48.760',-0.064,-0.058,-,-,-,-,56.800
'14:26:48.768',-0.056,-0.058,-,-,-,-,60.800
'14:26:48.776',-0.072,-0.058,-,-,-,-,68.000
'14:26:48.784',-0.064,-0.058,-,-,-,-,74.400
'14:26:48.792',-0.088,-0.058,-,-,-,-,80.000
'14:26:48.800',-0.072,-0.066,-,-,-,-,82.400
'14:26:48.808',-0.096,-0.074,-,-,-,-,83.200
'14:26:48.816',-0.096,-0.066,-,-,-,-,83.200
'14:26:48.824',-0.112,-0.099,-,-,-,-,82.400
'14:26:48.832',-0.128,-0.099,-,-,-,-,80.800
'14:26:48.840',-0.112,-0.116,-,-,-,-,78.400
'14:26:48.848',-0.128,-0.124,-,-,-,-,76.000
'14:26:48.856',-0.104,-0.132,-,-,-,-,73.600
'14:26:48.864',-0.112,-0.149,-,-,-,-,71.200
'14:26:48.872',-0.088,-0.140,-,-,-,-,68.800
'14:26:48.880',-0.088,-0.157,-,-,-,-,66.400
'14:26:48.888',-0.072,-0.165,-,-,-,-,64.000
'14:26:48.896',-0.072,-0.157,-,-,-,-,62.400
'14:26:48.904',-0.040,-0.140,-,-,-,-,61.600
'14:26:48.912',-0.032,-0.140,-,-,-,-,62.400
'14:26:48.920',-0.024,-0.132,-,-,-,-,63.200
'14:26:48.928',-0.032,-0.132,-,-,-,-,64.800
'14:26:48.936',-0.016,-0.116,-,-,-,-,64.800
'14:26:48.944',-0.024,-0.099,-,-,-,-,64.000
'14:26:48.952',-0.008,-0.099,-,-,-,-,63.200
'14:26:48.960',-0.016,-0.074,-,-,-,-,62.400
'14:26:48.968',-0.008,-0.058,-,-,-,-,60.800
'14:26:48.976',0.000,-0.050,-,-,-,-,60.000
'14:26:48.984',-0.016,-0.050,-,-,-,-,60.000
'14:26:48.992',-0.008,-0.041,-,-,-,-,59.200
'14:26:49.000',-0.016,-0.041,-,-,-,-,59.200
'14:26:49.008',-0.008,-0.033,-,-,-,-,58.400
'14:26:49.016',-0.016,-0.017,-,-,-,-,58.400
'14:26:49.024',0.000,-0.017,-,-,-,-,58.400
'14:26:49.032',-0.008,-0.008,-,-,-,-,57.600
'14:26:49.040',0.000,0.000,-,-,-,-,57.600
'14:26:49.048',0.000,0.000,-,-,-,-,57.600
'14:26:49.056',0.000,0.008,-,-,-,-,57.600
'14:26:49.064',0.000,0.008,-,-,-,-,56.800
'14:26:49.072',0.008,0.017,-,-,-,-,56.800
'14:26:49.080',0.000,0.008,-,-,-,-,56.800
'14:26:49.088',0.008,0.017,-,-,-,-,56.800
'14:26:49.096',0.000,0.017,-,-,-,-,56.000
'14:26:49.104',0.016,0.017,-,-,-,-,56.000
'14:26:49.112',0.000,0.017,-,-,-,-,56.000
'14:26:49.120',0.008,0.025,-,-,-,-,56.000
'14:26:49.128',0.000,0.017,-,-,-,-,56.000
'14:26:49.136',0.008,0.025,-,-,-,-,55.200
'14:26:49.144',0.000,0.025,-,-,-,-,55.200
'14:26:49.152',0.000,0.000,-,-,-,-,55.200
'14:26:49.160',-0.032,-0.050,-,-,-,-,55.200
'14:26:49.168',-0.040,-0.058,-,-,-,-,54.400
'14:26:49.176',-0.016,-0.041,-,-,-,-,54.400
'14:26:49.184',0.016,-0.017,-,-,-,-,54.400
'14:26:49.192',0.048,0.000,-,-,-,-,53.600
'14:26:49.200',0.080,-0.017,-,-,-,-,53.600
'14:26:49.208',0.088,-0.017,-,-,-,-,53.600
'14:26:49.216',0.120,0.000,-,-,-,-,53.600
'14:26:49.224',0.104,0.025,-,-,-,-,52.800
'14:26:49.232',0.120,0.066,-,-,-,-,52.800
'14:26:49.240',0.120,0.132,-,-,-,-,52.000
'14:26:49.248',0.120,0.165,-,-,-,-,52.000
'14:26:49.256',0.136,0.207,-,-,-,-,52.000
'14:26:49.264',0.120,0.215,-,-,-,-,52.000
'14:26:49.272',0.144,0.124,-,-,-,-,52.000
'14:26:49.280',0.120,0.099,-,-,-,-,52.000
'14:26:49.288',0.128,0.099,-,-,-,-,52.000
'14:26:49.296',0.136,0.116,-,-,-,-,52.000
'14:26:49.304',0.088,0.140,-,-,-,-,52.000
'14:26:49.312',0.048,0.165,-,-,-,-,52.000
'14:26:49.320',0.024,0.190,-,-,-,-,52.000
'14:26:49.328',-0.008,0.190,-,-,-,-,52.800
'14:26:49.336',-0.024,0.165,-,-,-,-,55.200
'14:26:49.344',-0.040,0.182,-,-,-,-,59.200
'14:26:49.352',-0.032,0.165,-,-,-,-,64.800
'14:26:49.360',-0.056,0.182,-,-,-,-,71.200
'14:26:49.368',-0.064,0.165,-,-,-,-,76.000
'14:26:49.376',-0.072,0.165,-,-,-,-,78.400
'14:26:49.384',-0.072,0.157,-,-,-,-,79.200
'14:26:49.392',-0.072,0.140,-,-,-,-,79.200
'14:26:49.400',-0.088,0.124,-,-,-,-,78.400
'14:26:49.408',-0.088,0.099,-,-,-,-,77.600
'14:26:49.416',-0.096,0.066,-,-,-,-,75.200
'14:26:49.424',-0.104,0.050,-,-,-,-,72.800
'14:26:49.432',-0.104,0.025,-,-,-,-,70.400
'14:26:49.440',-0.096,0.017,-,-,-,-,68.000
'14:26:49.448',-0.112,0.000,-,-,-,-,65.600
'14:26:49.456',-0.104,-0.017,-,-,-,-,63.200
'14:26:49.464',-0.112,-0.033,-,-,-,-,60.800
'14:26:49.472',-0.096,-0.041,-,-,-,-,59.200
'14:26:49.480',-0.104,-0.058,-,-,-,-,58.400
'14:26:49.488',-0.088,-0.058,-,-,-,-,59.200
'14:26:49.496',-0.088,-0.058,-,-,-,-,60.000
'14:26:49.504',-0.072,-0.066,-,-,-,-,60.800
'14:26:49.512',-0.072,-0.058,-,-,-,-,61.600
'14:26:49.520',-0.056,-0.066,-,-,-,-,60.800
'14:26:49.528',-0.064,-0.058,-,-,-,-,60.000
'14:26:49.536',-0.040,-0.058,-,-,-,-,59.200
'14:26:49.544',-0.040,-0.058,-,-,-,-,59.200
'14:26:49.552',-0.032,-0.058,-,-,-,-,58.400
'14:26:49.560',-0.024,-0.050,-,-,-,-,57.600
'14:26:49.568',-0.032,-0.041,-,-,-,-,56.800
'14:26:49.576',-0.016,-0.041,-,-,-,-,56.800
'14:26:49.584',-0.024,-0.033,-,-,-,-,56.800
'14:26:49.592',-0.016,-0.025,-,-,-,-,56.000
'14:26:49.600',-0.024,-0.033,-,-,-,-,56.000
'14:26:49.608',0.000,-0.017,-,-,-,-,56.000
'14:26:49.616',-0.008,-0.025,-,-,-,-,56.000
'14:26:49.624',-0.016,-0.017,-,-,-,-,56.000
'14:26:49.632',0.000,-0.017,-,-,-,-,56.000
'14:26:49.640',-0.008,-0.008,-,-,-,-,55.200
'14:26:49.648',0.000,-0.017,-,-,-,-,55.200
'14:26:49.656',0.000,-0.008,-,-,-,-,55.200
'14:26:49.664',0.000,0.000,-,-,-,-,55.200
'14:26:49.672',0.000,0.000,-,-,-,-,55.200
'14:26:49.680',0.000,0.000,-,-,-,-,55.200
'14:26:49.688',0.008,0.000,-,-,-,-,54.400
'14:26:49.696',0.000,0.000,-,-,-,-,54.400
'14:26:49.704',0.008,0.000,-,-,-,-,54.400
'14:26:49.712',0.000,0.008,-,-,-,-,54.400
'14:26:49.720',0.008,0.000,-,-,-,-,53.600
'14:26:49.728',0.000,0.000,-,-,-,-,53.600
'14:26:49.736',0.008,0.000,-,-,-,-,53.600
'14:26:49.744',0.000,0.000,-,-,-,-,53.600
'14:26:49.752',0.008,0.008,-,-,-,-,53.600
'14:26:49.760',0.000,0.000,-,-,-,-,52.800
'14:26:49.768',0.008,0.008,-,-,-,-,52.800
'14:26:49.776',0.000,0.000,-,-,-,-,52.800
'14:26:49.784',0.008,0.000,-,-,-,-,52.000
'14:26:49.792',0.000,0.008,-,-,-,-,52.000
'14:26:49.800',0.016,0.000,-,-,-,-,52.000
'14:26:49.808',0.000,0.000,-,-,-,-,52.000
'14:26:49.816',0.000,0.000,-,-,-,-,51.200
'14:26:49.824',0.008,0.008,-,-,-,-,51.200
'14:26:49.832',0.000,0.000,-,-,-,-,51.200
'14:26:49.840',0.000,0.000,-,-,-,-,51.200
'14:26:49.848',0.000,0.008,-,-,-,-,50.400
'14:26:49.856',0.008,0.000,-,-,-,-,50.400
'14:26:49.864',0.000,0.000,-,-,-,-,50.400
'14:26:49.872',0.000,0.000,-,-,-,-,49.600
'14:26:49.880',0.000,0.017,-,-,-,-,49.600
'14:26:49.888',0.008,0.025,-,-,-,-,49.600
'14:26:49.896',0.000,0.017,-,-,-,-,49.600
'14:26:49.904',0.000,0.033,-,-,-,-,48.800
'14:26:49.912',0.000,0.025,-,-,-,-,48.800
'14:26:49.920',0.008,0.041,-,-,-,-,48.800
'14:26:49.928',0.000,0.050,-,-,-,-,48.800
'14:26:49.936',0.016,0.025,-,-,-,-,48.800
'14:26:49.944',0.008,0.017,-,-,-,-,48.800
'14:26:49.952',0.016,0.025,-,-,-,-,48.000
'14:26:49.960',0.000,0.000,-,-,-,-,48.000
'14:26:49.968',0.024,0.008,-,-,-,-,48.000
'14:26:49.976',0.008,0.000,-,-,-,-,48.000
'14:26:49.984',0.016,0.000,-,-,-,-,48.000
'14:26:49.992',0.000,-0.008,-,-,-,-,48.000
'14:26:50.000',0.008,-0.017,-,-,-,-,48.000
'14:26:50.008',0.000,-0.008,-,-,-,-,48.000
'14:26:50.016',0.000,-0.017,-,-,-,-,48.000
'14:26:50.024',0.000,-0.017,-,-,-,-,47.200
'14:26:50.032',0.000,-0.017,-,-,-,-,47.200
'14:26:50.040',-0.008,-0.017,-,-,-,-,47.200
'14:26:50.048',-0.048,-0.223,-,-,-,-,46.400
'14:26:50.056',0.000,0.000,-,-,-,-,46.400
'14:26:50.064',0.000,0.017,-,-,-,-,46.400
'14:26:50.072',0.000,0.017,-,-,-,-,45.600
'14:26:50.080',0.016,-0.017,-,-,-,-,45.600
'14:26:50.088',0.032,-0.099,-,-,-,-,45.600
'14:26:50.096',0.032,-0.124,-,-,-,-,45.600
'14:26:50.104',0.040,-0.182,-,-,-,-,45.600
'14:26:50.112',0.024,-0.231,-,-,-,-,45.600
'14:26:50.120',0.064,-0.256,-,-,-,-,45.600
'14:26:50.128',0.088,-0.298,-,-,-,-,45.600
'14:26:50.136',0.104,-0.306,-,-,-,-,45.600
'14:26:50.144',0.136,-0.298,-,-,-,-,45.600
'14:26:50.152',0.176,-0.215,-,-,-,-,45.600
'14:26:50.160',0.184,-0.132,-,-,-,-,45.600
'14:26:50.168',0.192,-0.058,-,-,-,-,45.600
'14:26:50.176',0.152,-0.050,-,-,-,-,45.600
'14:26:50.184',0.120,-0.025,-,-,-,-,45.600
'14:26:50.192',0.080,-0.017,-,-,-,-,45.600
'14:26:50.200',0.064,-0.017,-,-,-,-,45.600
'14:26:50.208',0.064,0.008,-,-,-,-,45.600
'14:26:50.216',0.080,0.025,-,-,-,-,44.800
'14:26:50.224',0.064,0.050,-,-,-,-,45.600
'14:26:50.232',0.040,0.066,-,-,-,-,45.600
'14:26:50.240',0.000,0.099,-,-,-,-,45.600
'14:26:50.248',-0.040,0.140,-,-,-,-,46.400
'14:26:50.256',-0.072,0.207,-,-,-,-,47.200
'14:26:50.264',-0.088,0.231,-,-,-,-,49.600
'14:26:50.272',-0.088,0.240,-,-,-,-,52.800
'14:26:50.280',-0.096,0.248,-,-,-,-,56.800
'14:26:50.288',-0.104,0.256,-,-,-,-,62.400
'14:26:50.296',-0.112,0.248,-,-,-,-,67.200
'14:26:50.304',-0.104,0.281,-,-,-,-,71.200
'14:26:50.312',-0.128,0.273,-,-,-,-,75.200
'14:26:50.320',-0.128,0.273,-,-,-,-,78.400
'14:26:50.328',-0.136,0.256,-,-,-,-,80.800
'14:26:50.336',-0.128,0.248,-,-,-,-,82.400
'14:26:50.344',-0.144,0.248,-,-,-,-,83.200
'14:26:50.352',-0.136,0.231,-,-,-,-,82.400
'14:26:50.360',-0.144,0.215,-,-,-,-,81.600
'14:26:50.368',-0.128,0.215,-,-,-,-,80.000
'14:26:50.376',-0.128,0.182,-,-,-,-,78.400
'14:26:50.384',-0.112,0.165,-,-,-,-,76.800
'14:26:50.392',-0.128,0.132,-,-,-,-,75.200
'14:26:50.400',-0.096,0.124,-,-,-,-,73.600
'14:26:50.408',-0.088,0.099,-,-,-,-,71.200
'14:26:50.416',-0.072,0.091,-,-,-,-,69.600
'14:26:50.424',-0.072,0.066,-,-,-,-,67.200
'14:26:50.432',-0.064,0.050,-,-,-,-,65.600
'14:26:50.440',-0.056,0.041,-,-,-,-,64.000
'14:26:50.448',-0.048,0.025,-,-,-,-,63.200
'14:26:50.456',-0.040,0.017,-,-,-,-,63.200
'14:26:50.464',-0.016,0.000,-,-,-,-,63.200
'14:26:50.472',-0.024,-0.017,-,-,-,-,64.000
'14:26:50.480',-0.008,-0.025,-,-,-,-,64.000
'14:26:50.488',-0.008,-0.050,-,-,-,-,63.200
'14:26:50.496',0.000,-0.058,-,-,-,-,63.200
'14:26:50.504',0.000,-0.058,-,-,-,-,62.400
'14:26:50.512',0.000,-0.066,-,-,-,-,62.400
'14:26:50.520',0.008,-0.074,-,-,-,-,61.600
'14:26:50.528',0.000,-0.099,-,-,-,-,60.800
'14:26:50.536',0.000,-0.074,-,-,-,-,60.800
'14:26:50.544',-0.008,-0.091,-,-,-,-,60.000
'14:26:50.552',0.000,-0.074,-,-,-,-,60.000
'14:26:50.560',0.000,-0.091,-,-,-,-,59.200
'14:26:50.568',0.000,-0.074,-,-,-,-,59.200
'14:26:50.576',0.000,-0.074,-,-,-,-,59.200
'14:26:50.584',0.000,-0.074,-,-,-,-,58.400
'14:26:50.592',0.000,-0.066,-,-,-,-,58.400
'14:26:50.600',0.000,-0.058,-,-,-,-,58.400
'14:26:50.608',0.000,-0.058,-,-,-,-,58.400
'14:26:50.616',0.000,-0.058,-,-,-,-,57.600
'14:26:50.624',0.000,-0.058,-,-,-,-,57.600
'14:26:50.632',0.000,-0.050,-,-,-,-,56.800
'14:26:50.640',0.000,-0.041,-,-,-,-,56.800
'14:26:50.648',0.000,-0.058,-,-,-,-,56.800
'14:26:50.656',0.000,-0.041,-,-,-,-,56.000
'14:26:50.664',0.008,-0.041,-,-,-,-,56.000
'14:26:50.672',0.008,-0.025,-,-,-,-,56.000
'14:26:50.680',0.000,-0.033,-,-,-,-,56.000
'14:26:50.688',0.008,-0.033,-,-,-,-,55.200
'14:26:50.696',0.000,-0.025,-,-,-,-,55.200
'14:26:50.704',0.016,-0.025,-,-,-,-,55.200
'14:26:50.712',0.000,-0.025,-,-,-,-,54.400
'14:26:50.720',0.016,-0.017,-,-,-,-,54.400
'14:26:50.728',0.000,-0.025,-,-,-,-,54.400
'14:26:50.736',0.008,-0.017,-,-,-,-,54.400
'14:26:50.744',0.000,-0.017,-,-,-,-,53.600
'14:26:50.752',0.008,-0.017,-,-,-,-,53.600
'14:26:50.760',0.000,-0.017,-,-,-,-,53.600
'14:26:50.768',0.008,-0.017,-,-,-,-,53.600
'14:26:50.776',0.000,-0.017,-,-,-,-,52.800
'14:26:50.784',0.008,-0.017,-,-,-,-,52.800
'14:26:50.792',0.000,-0.017,-,-,-,-,52.800
'14:26:50.800',0.008,-0.017,-,-,-,-,52.000
'14:26:50.808',0.000,-0.017,-,-,-,-,52.000
'14:26:50.816',0.008,-0.017,-,-,-,-,52.000
'14:26:50.824',-0.032,-0.273,-,-,-,-,52.000
'14:26:50.832',0.008,0.008,-,-,-,-,51.200
'14:26:50.840',0.016,0.017,-,-,-,-,51.200
'14:26:50.848',0.008,-0.008,-,-,-,-,51.200
'14:26:50.856',0.040,-0.033,-,-,-,-,51.200
'14:26:50.864',0.048,-0.107,-,-,-,-,50.400
'14:26:50.872',0.040,-0.140,-,-,-,-,50.400
'14:26:50.880',0.048,-0.207,-,-,-,-,50.400
'14:26:50.888',0.064,-0.240,-,-,-,-,50.400
'14:26:50.896',0.088,-0.273,-,-,-,-,50.400
'14:26:50.904',0.120,-0.298,-,-,-,-,50.400
'14:26:50.912',0.152,-0.306,-,-,-,-,49.600
'14:26:50.920',0.184,-0.281,-,-,-,-,49.600
'14:26:50.928',0.208,-0.182,-,-,-,-,49.600
'14:26:50.936',0.240,-0.066,-,-,-,-,49.600
'14:26:50.944',0.224,-0.017,-,-,-,-,49.600
'14:26:50.952',0.184,-0.017,-,-,-,-,49.600
'14:26:50.960',0.120,-0.017,-,-,-,-,49.600
'14:26:50.968',0.088,0.000,-,-,-,-,49.600
'14:26:50.976',0.080,0.017,-,-,-,-,49.600
'14:26:50.984',0.088,0.050,-,-,-,-,49.600
'14:26:50.992',0.088,0.058,-,-,-,-,49.600
'14:26:51.000',0.080,0.066,-,-,-,-,49.600
'14:26:51.008',0.056,0.058,-,-,-,-,49.600
'14:26:51.016',0.016,0.116,-,-,-,-,48.800
'14:26:51.024',-0.016,0.140,-,-,-,-,48.800
'14:26:51.032',-0.056,0.207,-,-,-,-,48.800
'14:26:51.040',-0.072,0.215,-,-,-,-,48.800
'14:26:51.048',-0.072,0.207,-,-,-,-,48.800
'14:26:51.056',-0.088,0.215,-,-,-,-,48.800
'14:26:51.064',-0.096,0.215,-,-,-,-,49.600
'14:26:51.072',-0.104,0.231,-,-,-,-,51.200
'14:26:51.080',-0.112,0.215,-,-,-,-,54.400
'14:26:51.088',-0.128,0.231,-,-,-,-,59.200
'14:26:51.096',-0.128,0.215,-,-,-,-,64.000
'14:26:51.104',-0.136,0.215,-,-,-,-,68.000
'14:26:51.112',-0.144,0.207,-,-,-,-,71.200
'14:26:51.120',-0.136,0.198,-,-,-,-,72.800
'14:26:51.128',-0.144,0.182,-,-,-,-,73.600
'14:26:51.136',-0.136,0.165,-,-,-,-,73.600
'14:26:51.144',-0.136,0.149,-,-,-,-,72.800
'14:26:51.152',-0.128,0.132,-,-,-,-,72.000
'14:26:51.160',-0.112,0.116,-,-,-,-,70.400
'14:26:51.168',-0.128,0.099,-,-,-,-,68.000
'14:26:51.176',-0.096,0.066,-,-,-,-,66.400
'14:26:51.184',-0.088,0.050,-,-,-,-,64.800
'14:26:51.192',-0.072,0.025,-,-,-,-,62.400
'14:26:51.200',-0.064,0.008,-,-,-,-,60.800
'14:26:51.208',-0.056,0.000,-,-,-,-,58.400
'14:26:51.216',-0.040,-0.017,-,-,-,-,56.800
'14:26:51.224',-0.032,-0.033,-,-,-,-,55.200
'14:26:51.232',-0.040,-0.041,-,-,-,-,55.200
'14:26:51.240',-0.024,-0.050,-,-,-,-,56.000
'14:26:51.248',-0.016,-0.058,-,-,-,-,56.800
'14:26:51.256',-0.008,-0.058,-,-,-,-,58.400
'14:26:51.264',-0.016,-0.066,-,-,-,-,59.200
'14:26:51.272',0.000,-0.066,-,-,-,-,59.200
'14:26:51.280',-0.008,-0.066,-,-,-,-,58.400
'14:26:51.288',0.000,-0.066,-,-,-,-,58.400
'14:26:51.296',0.000,-0.066,-,-,-,-,58.400
'14:26:51.304',0.008,-0.066,-,-,-,-,57.600
'14:26:51.312',0.000,-0.066,-,-,-,-,56.800
'14:26:51.320',0.008,-0.058,-,-,-,-,56.800
'14:26:51.328',0.016,-0.066,-,-,-,-,56.000
'14:26:51.336',0.000,-0.058,-,-,-,-,56.000
'14:26:51.344',0.016,-0.058,-,-,-,-,55.200
'14:26:51.352',0.008,-0.058,-,-,-,-,55.200
'14:26:51.360',0.016,-0.058,-,-,-,-,55.200
'14:26:51.368',0.024,-0.058,-,-,-,-,54.400
'14:26:51.376',0.016,-0.058,-,-,-,-,54.400
'14:26:51.384',0.024,-0.050,-,-,-,-,54.400
'14:26:51.392',0.032,-0.050,-,-,-,-,54.400
'14:26:51.400',0.016,-0.050,-,-,-,-,53.600
'14:26:51.408',0.032,-0.050,-,-,-,-,53.600
'14:26:51.416',0.016,-0.041,-,-,-,-,53.600
'14:26:51.424',0.024,-0.041,-,-,-,-,53.600
'14:26:51.432',0.016,-0.041,-,-,-,-,52.800
'14:26:51.440',0.024,-0.033,-,-,-,-,52.800
'14:26:51.448',0.016,-0.041,-,-,-,-,52.800
'14:26:51.456',0.024,-0.033,-,-,-,-,52.800
'14:26:51.464',0.016,-0.033,-,-,-,-,52.000
'14:26:51.472',0.024,-0.025,-,-,-,-,52.000
'14:26:51.480',0.016,-0.017,-,-,-,-,52.000
'14:26:51.488',0.024,-0.017,-,-,-,-,52.000
'14:26:51.496',0.008,-0.008,-,-,-,-,51.200
'14:26:51.504',0.016,0.000,-,-,-,-,51.200
'14:26:51.512',0.016,0.000,-,-,-,-,51.200
'14:26:51.520',0.024,0.000,-,-,-,-,51.200
'14:26:51.528',0.016,0.000,-,-,-,-,50.400
'14:26:51.536',0.032,-0.008,-,-,-,-,50.400
'14:26:51.544',0.024,-0.017,-,-,-,-,50.400
'14:26:51.552',0.024,-0.017,-,-,-,-,50.400
'14:26:51.560',0.024,-0.025,-,-,-,-,50.400
'14:26:51.568',0.032,-0.025,-,-,-,-,50.400
'14:26:51.576',0.024,-0.033,-,-,-,-,49.600
'14:26:51.584',0.032,-0.033,-,-,-,-,49.600
'14:26:51.592',-0.024,-0.256,-,-,-,-,49.600
'14:26:51.600',0.016,-0.033,-,-,-,-,49.600
'14:26:51.608',0.000,-0.008,-,-,-,-,49.600
'14:26:51.616',0.016,0.000,-,-,-,-,49.600
'14:26:51.624',0.032,-0.066,-,-,-,-,49.600
'14:26:51.632',0.064,-0.223,-,-,-,-,48.800
'14:26:51.640',0.064,-0.380,-,-,-,-,48.800
'14:26:51.648',0.080,-0.479,-,-,-,-,48.800
'14:26:51.656',0.088,-0.496,-,-,-,-,48.000
'14:26:51.664',0.120,-0.430,-,-,-,-,48.000
'14:26:51.672',0.144,-0.388,-,-,-,-,48.000
'14:26:51.680',0.176,-0.314,-,-,-,-,48.000
'14:26:51.688',0.192,-0.231,-,-,-,-,48.000
'14:26:51.696',0.168,-0.099,-,-,-,-,48.000
'14:26:51.704',0.136,-0.017,-,-,-,-,48.000
'14:26:51.712',0.080,0.066,-,-,-,-,48.000
'14:26:51.720',0.016,0.124,-,-,-,-,48.000
'14:26:51.728',-0.008,0.132,-,-,-,-,48.000
'14:26:51.736',-0.024,0.124,-,-,-,-,48.800
'14:26:51.744',-0.040,0.124,-,-,-,-,48.800
'14:26:51.752',-0.024,0.124,-,-,-,-,49.600
'14:26:51.760',-0.040,0.132,-,-,-,-,51.200
'14:26:51.768',-0.032,0.124,-,-,-,-,54.400
'14:26:51.776',-0.024,0.132,-,-,-,-,60.800
'14:26:51.784',-0.040,0.132,-,-,-,-,68.800
'14:26:51.792',-0.040,0.149,-,-,-,-,77.600
'14:26:51.800',-0.048,0.140,-,-,-,-,83.200
'14:26:51.808',-0.040,0.182,-,-,-,-,85.600
'14:26:51.816',-0.056,0.198,-,-,-,-,85.600
'14:26:51.824',-0.072,0.215,-,-,-,-,85.600
'14:26:51.832',-0.072,0.215,-,-,-,-,85.600
'14:26:51.840',-0.088,0.231,-,-,-,-,84.000
'14:26:51.848',-0.088,0.215,-,-,-,-,82.400
'14:26:51.856',-0.088,0.198,-,-,-,-,80.800
'14:26:51.864',-0.104,0.165,-,-,-,-,79.200
'14:26:51.872',-0.088,0.132,-,-,-,-,78.400
'14:26:51.880',-0.096,0.116,-,-,-,-,76.800
'14:26:51.888',-0.088,0.074,-,-,-,-,74.400
'14:26:51.896',-0.072,0.041,-,-,-,-,72.800
'14:26:51.904',-0.072,0.017,-,-,-,-,71.200
'14:26:51.912',-0.064,0.000,-,-,-,-,68.800
'14:26:51.920',-0.056,-0.017,-,-,-,-,67.200
'14:26:51.928',-0.048,-0.025,-,-,-,-,65.600
'14:26:51.936',-0.032,-0.033,-,-,-,-,64.800
'14:26:51.944',-0.032,-0.041,-,-,-,-,64.800
'14:26:51.952',-0.016,-0.058,-,-,-,-,65.600
'14:26:51.960',-0.024,-0.058,-,-,-,-,65.600
'14:26:51.968',-0.008,-0.058,-,-,-,-,65.600
'14:26:51.976',-0.016,-0.058,-,-,-,-,64.800
'14:26:51.984',0.000,-0.058,-,-,-,-,64.000
'14:26:51.992',-0.008,-0.058,-,-,-,-,63.200
'14:26:52.000',0.000,-0.058,-,-,-,-,62.400
'14:26:52.008',0.000,-0.050,-,-,-,-,62.400
'14:26:52.016',-0.008,-0.041,-,-,-,-,61.600
'14:26:52.024',0.000,-0.033,-,-,-,-,61.600
'14:26:52.032',0.000,-0.033,-,-,-,-,60.800
'14:26:52.040',0.000,-0.017,-,-,-,-,60.800
'14:26:52.048',0.016,-0.025,-,-,-,-,60.800
'14:26:52.056',0.000,-0.017,-,-,-,-,60.000
'14:26:52.064',0.016,-0.025,-,-,-,-,60.000
'14:26:52.072',0.008,-0.033,-,-,-,-,60.000
'14:26:52.080',0.016,-0.041,-,-,-,-,60.000
'14:26:52.088',0.024,-0.050,-,-,-,-,59.200
'14:26:52.096',0.016,-0.050,-,-,-,-,59.200
'14:26:52.104',0.032,-0.050,-,-,-,-,59.200
'14:26:52.112',0.008,-0.058,-,-,-,-,59.200
'14:26:52.120',0.024,-0.058,-,-,-,-,59.200
