'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'5:47:02.816',0.008,-,-1.408,-,73.600,-
'5:47:02.824',0.032,-,-1.408,-,72.800,-
'5:47:02.832',0.032,-,-1.432,-,72.000,-
'5:47:02.840',0.024,-,-1.432,-,70.400,-
'5:47:02.848',0.008,-,-1.432,-,68.800,-
'5:47:02.856',0.000,-,-1.456,-,67.200,-
'5:47:02.864',0.000,-,-1.456,-,64.800,-
'5:47:02.872',0.000,-,-1.472,-,63.200,-
'5:47:02.880',0.000,-,-1.472,-,60.800,-
'5:47:02.888',0.000,-,-1.496,-,59.200,-
'5:47:02.896',0.000,-,-1.520,-,56.800,-
'5:47:02.904',0.000,-,-1.520,-,55.200,-
'5:47:02.912',0.000,-,-1.536,-,54.400,-
'5:47:02.920',0.000,-,-1.560,-,53.600,-
'5:47:02.928',0.000,-,-1.584,-,52.800,-
'5:47:02.936',0.000,-,-1.608,-,52.000,-
'5:47:02.944',0.000,-,-1.624,-,51.200,-
'5:47:02.952',0.000,-,-1.648,-,50.400,-
'5:47:02.960',0.000,-,-1.672,-,50.400,-
'5:47:02.968',0.000,-,-1.688,-,49.600,-
'5:47:02.976',0.000,-,-1.712,-,48.800,-
'5:47:02.984',0.000,-,-1.736,-,48.800,-
'5:47:02.992',0.000,-,-1.736,-,48.800,-
'5:47:03.000',0.008,-,-1.760,-,48.000,-
'5:47:03.008',0.008,-,-1.776,-,48.000,-
'5:47:03.016',0.008,-,-1.800,-,48.000,-
'5:47:03.024',0.008,-,-1.800,-,48.000,-
'5:47:03.032',0.008,-,-1.824,-,47.200,-
'5:47:03.040',0.024,-,-1.840,-,47.200,-
'5:47:03.048',0.032,-,-1.864,-,47.200,-
'5:47:03.056',0.032,-,-1.888,-,47.200,-
'5:47:03.064',0.024,-,-1.912,-,47.200,-
'5:47:03.072',-0.032,-,-1.928,-,47.200,-
'5:47:03.080',-0.168,-,-1.952,-,47.200,-
'5:47:03.088',-0.272,-,-1.976,-,46.400,-
'5:47:03.096',-0.328,-,-1.976,-,46.400,-
'5:47:03.104',-0.328,-,-2.000,-,46.400,-
'5:47:03.112',-0.288,-,-2.000,-,46.400,-
'5:47:03.120',-0.216,-,-2.016,-,46.400,-
'5:47:03.128',-0.128,-,-2.016,-,45.600,-
'5:47:03.136',-0.048,-,-2.016,-,45.600,-
'5:47:03.144',0.000,-,-2.040,-,45.600,-
'5:47:03.152',0.008,-,-2.040,-,44.800,-
'5:47:03.160',0.032,-,-2.040,-,44.800,-
'5:47:03.168',0.032,-,-2.040,-,44.800,-
'5:47:03.176',0.048,-,-2.040,-,44.800,-
'5:47:03.184',0.048,-,-2.040,-,44.000,-
'5:47:03.192',0.048,-,-2.040,-,44.000,-
'5:47:03.200',0.048,-,-2.040,-,44.000,-
'5:47:03.208',0.064,-,-2.064,-,44.000,-
'5:47:03.216',0.064,-,-2.064,-,44.000,-
'5:47:03.224',0.072,-,-2.064,-,44.000,-
'5:47:03.232',0.072,-,-2.064,-,44.800,-
'5:47:03.240',0.072,-,-2.064,-,45.600,-
'5:47:03.248',0.072,-,-2.064,-,48.000,-
'5:47:03.256',0.088,-,-2.040,-,50.400,-
'5:47:03.264',0.088,-,-2.040,-,53.600,-
'5:47:03.272',0.088,-,-2.040,-,56.000,-
'5:47:03.280',0.088,-,-2.016,-,58.400,-
'5:47:03.288',0.088,-,-2.016,-,60.000,-
'5:47:03.296',0.072,-,-2.016,-,61.600,-
'5:47:03.304',0.072,-,-2.000,-,63.200,-
'5:47:03.312',0.064,-,-2.000,-,64.000,-
'5:47:03.320',0.032,-,-1.976,-,65.600,-
'5:47:03.328',0.024,-,-1.952,-,65.600,-
'5:47:03.336',0.024,-,-1.952,-,66.400,-
'5:47:03.344',0.024,-,-1.928,-,65.600,-
'5:47:03.352',0.008,-,-1.928,-,65.600,-
'5:47:03.360',0.008,-,-1.912,-,64.800,-
'5:47:03.368',0.008,-,-1.912,-,64.000,-
'5:47:03.376',0.000,-,-1.912,-,62.400,-
'5:47:03.384',0.000,-,-1.888,-,60.800,-
'5:47:03.392',0.000,-,-1.888,-,59.200,-
'5:47:03.400',0.000,-,-1.888,-,57.600,-
'5:47:03.408',0.000,-,-1.888,-,56.000,-
'5:47:03.416',-0.008,-,-1.888,-,54.400,-
'5:47:03.424',-0.008,-,-1.888,-,52.800,-
'5:47:03.432',-0.008,-,-1.888,-,51.200,-
'5:47:03.440',0.000,-,-1.888,-,50.400,-
'5:47:03.448',-0.008,-,-1.888,-,49.600,-
'5:47:03.456',-0.008,-,-1.912,-,48.800,-
'5:47:03.464',-0.008,-,-1.912,-,48.800,-
'5:47:03.472',0.000,-,-1.912,-,48.000,-
'5:47:03.480',0.000,-,-1.928,-,47.200,-
'5:47:03.488',0.000,-,-1.928,-,47.200,-
'5:47:03.496',0.000,-,-1.952,-,46.400,-
'5:47:03.504',0.008,-,-1.952,-,46.400,-
'5:47:03.512',0.008,-,-1.952,-,45.600,-
'5:47:03.520',0.008,-,-1.976,-,45.600,-
'5:47:03.528',0.024,-,-1.976,-,44.800,-
'5:47:03.536',0.024,-,-2.000,-,44.800,-
'5:47:03.544',0.024,-,-2.000,-,44.800,-
'5:47:03.552',0.008,-,-2.016,-,44.000,-
'5:47:03.560',0.008,-,-2.040,-,44.000,-
'5:47:03.568',0.024,-,-2.040,-,44.000,-
'5:47:03.576',0.032,-,-2.064,-,44.000,-
'5:47:03.584',0.048,-,-2.080,-,43.200,-
'5:47:03.592',0.024,-,-2.080,-,43.200,-
'5:47:03.600',-0.048,-,-2.104,-,43.200,-
'5:47:03.608',-0.192,-,-2.128,-,43.200,-
'5:47:03.616',-0.296,-,-2.128,-,42.400,-
'5:47:03.624',-0.336,-,-2.128,-,42.400,-
'5:47:03.632',-0.328,-,-2.152,-,42.400,-
'5:47:03.640',-0.288,-,-2.152,-,41.600,-
'5:47:03.648',-0.208,-,-2.152,-,41.600,-
'5:47:03.656',-0.112,-,-2.152,-,40.800,-
'5:47:03.664',-0.048,-,-2.152,-,40.800,-
'5:47:03.672',-0.008,-,-2.152,-,40.000,-
'5:47:03.680',0.008,-,-2.152,-,40.000,-
'5:47:03.688',0.024,-,-2.128,-,39.200,-
'5:47:03.696',0.032,-,-2.104,-,39.200,-
'5:47:03.704',0.032,-,-2.104,-,38.400,-
'5:47:03.712',0.032,-,-2.080,-,38.400,-
'5:47:03.720',0.048,-,-2.040,-,38.400,-
'5:47:03.728',0.048,-,-2.016,-,38.400,-
'5:47:03.736',0.064,-,-2.000,-,38.400,-
'5:47:03.744',0.072,-,-1.952,-,38.400,-
'5:47:03.752',0.072,-,-1.928,-,38.400,-
'5:47:03.760',0.072,-,-1.888,-,40.000,-
'5:47:03.768',0.072,-,-1.840,-,41.600,-
'5:47:03.776',0.072,-,-1.800,-,44.800,-
'5:47:03.784',0.072,-,-1.760,-,48.000,-
'5:47:03.792',0.088,-,-1.688,-,51.200,-
'5:47:03.800',0.088,-,-1.648,-,53.600,-
'5:47:03.808',0.088,-,-1.584,-,55.200,-
'5:47:03.816',0.088,-,-1.520,-,56.800,-
'5:47:03.824',0.072,-,-1.472,-,58.400,-
'5:47:03.832',0.064,-,-1.408,-,59.200,-
'5:47:03.840',0.064,-,-1.344,-,60.800,-
'5:47:03.848',0.048,-,-1.280,-,61.600,-
'5:47:03.856',0.024,-,-1.216,-,61.600,-
'5:47:03.864',0.008,-,-1.168,-,61.600,-
'5:47:03.872',0.024,-,-1.104,-,61.600,-
'5:47:03.880',0.024,-,-1.040,-,60.800,-
'5:47:03.888',0.024,-,-0.976,-,60.000,-
'5:47:03.896',0.008,-,-0.928,-,59.200,-
'5:47:03.904',0.008,-,-0.864,-,57.600,-
'5:47:03.912',0.000,-,-0.824,-,56.000,-
'5:47:03.920',0.000,-,-0.760,-,54.400,-
'5:47:03.928',0.000,-,-0.712,-,52.000,-
'5:47:03.936',-0.008,-,-0.672,-,50.400,-
'5:47:03.944',0.000,-,-0.608,-,48.800,-
'5:47:03.952',0.000,-,-0.560,-,47.200,-
'5:47:03.960',0.000,-,-0.520,-,46.400,-
'5:47:03.968',0.000,-,-0.472,-,45.600,-
'5:47:03.976',-0.008,-,-0.432,-,44.800,-
'5:47:03.984',-0.008,-,-0.384,-,44.800,-
'5:47:03.992',-0.008,-,-0.344,-,44.000,-
'5:47:04.000',-0.008,-,-0.320,-,43.200,-
'5:47:04.008',0.000,-,-0.280,-,43.200,-
'5:47:04.016',0.000,-,-0.232,-,42.400,-
'5:47:04.024',0.000,-,-0.192,-,42.400,-
'5:47:04.032',0.000,-,-0.152,-,41.600,-
'5:47:04.040',0.000,-,-0.104,-,41.600,-
'5:47:04.048',0.000,-,-0.064,-,41.600,-
'5:47:04.056',0.000,-,-0.016,-,40.800,-
'5:47:04.064',0.000,-,0.016,-,40.800,-
'5:47:04.072',0.000,-,0.064,-,40.800,-
'5:47:04.080',0.000,-,0.104,-,40.800,-
'5:47:04.088',0.008,-,0.152,-,40.800,-
'5:47:04.096',0.024,-,0.192,-,40.800,-
'5:47:04.104',0.048,-,0.232,-,40.800,-
'5:47:04.112',0.048,-,0.280,-,40.800,-
'5:47:04.120',0.008,-,0.320,-,40.800,-
'5:47:04.128',-0.104,-,0.344,-,40.000,-
'5:47:04.136',-0.256,-,0.384,-,40.000,-
'5:47:04.144',-0.336,-,0.432,-,40.000,-
'5:47:04.152',-0.376,-,0.456,-,39.200,-
'5:47:04.160',-0.368,-,0.496,-,39.200,-
'5:47:04.168',-0.288,-,0.536,-,39.200,-
'5:47:04.176',-0.184,-,0.584,-,39.200,-
'5:47:04.184',-0.072,-,0.624,-,39.200,-
'5:47:04.192',-0.024,-,0.672,-,39.200,-
'5:47:04.200',0.000,-,0.712,-,38.400,-
'5:47:04.208',0.024,-,0.760,-,38.400,-
'5:47:04.216',0.048,-,0.800,-,38.400,-
'5:47:04.224',0.048,-,0.840,-,37.600,-
'5:47:04.232',0.048,-,0.888,-,37.600,-
'5:47:04.240',0.048,-,0.912,-,37.600,-
'5:47:04.248',0.048,-,0.952,-,37.600,-
'5:47:04.256',0.048,-,1.000,-,37.600,-
'5:47:04.264',0.064,-,1.016,-,37.600,-
'5:47:04.272',0.064,-,1.064,-,37.600,-
'5:47:04.280',0.072,-,1.080,-,37.600,-
'5:47:04.288',0.088,-,1.128,-,37.600,-
'5:47:04.296',0.088,-,1.168,-,39.200,-
'5:47:04.304',0.088,-,1.192,-,41.600,-
'5:47:04.312',0.088,-,1.232,-,44.000,-
'5:47:04.320',0.088,-,1.256,-,46.400,-
'5:47:04.328',0.104,-,1.304,-,48.800,-
'5:47:04.336',0.104,-,1.320,-,50.400,-
'5:47:04.344',0.088,-,1.368,-,52.000,-
'5:47:04.352',0.088,-,1.384,-,52.800,-
'5:47:04.360',0.072,-,1.432,-,54.400,-
'5:47:04.368',0.064,-,1.456,-,55.200,-
'5:47:04.376',0.048,-,1.496,-,56.000,-
'5:47:04.384',0.024,-,1.520,-,56.800,-
'5:47:04.392',0.008,-,1.560,-,56.800,-
'5:47:04.400',0.024,-,1.608,-,56.800,-
'5:47:04.408',0.024,-,1.624,-,56.000,-
'5:47:04.416',0.032,-,1.648,-,56.000,-
'5:47:04.424',0.008,-,1.688,-,54.400,-
'5:47:04.432',0.008,-,1.712,-,53.600,-
'5:47:04.440',0.000,-,1.736,-,52.000,-
'5:47:04.448',0.000,-,1.760,-,50.400,-
'5:47:04.456',0.000,-,1.760,-,48.800,-
'5:47:04.464',0.000,-,1.776,-,47.200,-
'5:47:04.472',0.000,-,1.800,-,46.400,-
'5:47:04.480',0.000,-,1.824,-,44.800,-
'5:47:04.488',0.000,-,1.824,-,44.800,-
'5:47:04.496',0.008,-,1.840,-,44.000,-
'5:47:04.504',0.008,-,1.840,-,44.000,-
'5:47:04.512',0.032,-,1.840,-,43.200,-
'5:47:04.520',0.064,-,1.840,-,42.400,-
'5:47:04.528',0.064,-,1.840,-,42.400,-
'5:47:04.536',-0.064,-,1.840,-,41.600,-
'5:47:04.544',-0.256,-,1.840,-,41.600,-
'5:47:04.552',-0.440,-,1.840,-,40.800,-
'5:47:04.560',-0.576,-,1.840,-,40.800,-
'5:47:04.568',-0.680,-,1.840,-,40.800,-
'5:47:04.576',-0.720,-,1.824,-,40.800,-
'5:47:04.584',-0.680,-,1.824,-,40.800,-
'5:47:04.592',-0.600,-,1.824,-,40.800,-
'5:47:04.600',-0.536,-,1.824,-,40.800,-
'5:47:04.608',-0.472,-,1.800,-,40.800,-
'5:47:04.616',-0.376,-,1.800,-,40.800,-
'5:47:04.624',-0.232,-,1.776,-,40.800,-
'5:47:04.632',-0.072,-,1.760,-,40.800,-
'5:47:04.640',0.064,-,1.760,-,40.800,-
'5:47:04.648',0.152,-,1.736,-,40.800,-
'5:47:04.656',0.216,-,1.712,-,40.800,-
'5:47:04.664',0.256,-,1.712,-,40.800,-
'5:47:04.672',0.288,-,1.688,-,40.800,-
'5:47:04.680',0.296,-,1.672,-,40.800,-
'5:47:04.688',0.312,-,1.648,-,40.800,-
'5:47:04.696',0.312,-,1.624,-,40.800,-
'5:47:04.704',0.312,-,1.608,-,41.600,-
'5:47:04.712',0.328,-,1.584,-,43.200,-
'5:47:04.720',0.336,-,1.536,-,44.800,-
'5:47:04.728',0.352,-,1.520,-,47.200,-
'5:47:04.736',0.352,-,1.472,-,49.600,-
'5:47:04.744',0.352,-,1.456,-,52.000,-
'5:47:04.752',0.352,-,1.408,-,53.600,-
'5:47:04.760',0.368,-,1.368,-,55.200,-
'5:47:04.768',0.352,-,1.344,-,56.000,-
'5:47:04.776',0.336,-,1.320,-,57.600,-
'5:47:04.784',0.336,-,1.280,-,58.400,-
'5:47:04.792',0.328,-,1.232,-,59.200,-
'5:47:04.800',0.312,-,1.216,-,60.000,-
'5:47:04.808',0.288,-,1.168,-,60.000,-
'5:47:04.816',0.256,-,1.128,-,60.000,-
'5:47:04.824',0.216,-,1.104,-,60.000,-
'5:47:04.832',0.184,-,1.064,-,60.000,-
'5:47:04.840',0.152,-,1.016,-,58.400,-
'5:47:04.848',0.144,-,0.976,-,57.600,-
'5:47:04.856',0.112,-,0.952,-,56.800,-
'5:47:04.864',0.088,-,0.912,-,55.200,-
'5:47:04.872',0.072,-,0.864,-,53.600,-
'5:47:04.880',0.048,-,0.840,-,52.000,-
'5:47:04.888',0.032,-,0.800,-,51.200,-
'5:47:04.896',0.008,-,0.760,-,49.600,-
'5:47:04.904',0.000,-,0.688,-,48.800,-
'5:47:04.912',-0.008,-,0.648,-,48.000,-
'5:47:04.920',-0.008,-,0.608,-,47.200,-
'5:47:04.928',0.000,-,0.560,-,47.200,-
'5:47:04.936',0.000,-,0.496,-,46.400,-
'5:47:04.944',0.008,-,0.456,-,45.600,-
'5:47:04.952',0.000,-,0.408,-,44.800,-
'5:47:04.960',0.000,-,0.368,-,44.800,-
'5:47:04.968',0.000,-,0.320,-,44.000,-
'5:47:04.976',0.000,-,0.280,-,44.000,-
'5:47:04.984',0.000,-,0.232,-,44.000,-
'5:47:04.992',0.000,-,0.216,-,43.200,-
'5:47:05.000',0.000,-,0.168,-,43.200,-
'5:47:05.008',0.000,-,0.152,-,43.200,-
'5:47:05.016',0.000,-,0.128,-,43.200,-
'5:47:05.024',0.008,-,0.104,-,43.200,-
'5:47:05.032',0.024,-,0.080,-,43.200,-
'5:47:05.040',0.072,-,0.064,-,43.200,-
'5:47:05.048',0.072,-,0.040,-,43.200,-
'5:47:05.056',-0.008,-,0.040,-,43.200,-
'5:47:05.064',-0.152,-,0.016,-,43.200,-
'5:47:05.072',-0.328,-,0.016,-,42.400,-
'5:47:05.080',-0.472,-,0.000,-,42.400,-
'5:47:05.088',-0.576,-,-0.016,-,42.400,-
'5:47:05.096',-0.616,-,-0.016,-,42.400,-
'5:47:05.104',-0.624,-,-0.040,-,42.400,-
'5:47:05.112',-0.624,-,-0.040,-,42.400,-
'5:47:05.120',-0.576,-,-0.064,-,42.400,-
'5:47:05.128',-0.472,-,-0.064,-,41.600,-
'5:47:05.136',-0.328,-,-0.064,-,41.600,-
'5:47:05.144',-0.192,-,-0.080,-,41.600,-
'5:47:05.152',-0.048,-,-0.080,-,41.600,-
'5:47:05.160',0.048,-,-0.080,-,41.600,-
'5:47:05.168',0.128,-,-0.104,-,41.600,-
'5:47:05.176',0.152,-,-0.104,-,40.800,-
'5:47:05.184',0.168,-,-0.128,-,40.800,-
'5:47:05.192',0.192,-,-0.152,-,40.800,-
'5:47:05.200',0.216,-,-0.152,-,40.800,-
'5:47:05.208',0.232,-,-0.168,-,40.800,-
'5:47:05.216',0.232,-,-0.192,-,41.600,-
'5:47:05.224',0.232,-,-0.192,-,42.400,-
'5:47:05.232',0.232,-,-0.216,-,44.000,-
'5:47:05.240',0.248,-,-0.232,-,47.200,-
'5:47:05.248',0.248,-,-0.232,-,52.000,-
'5:47:05.256',0.248,-,-0.256,-,55.200,-
'5:47:05.264',0.248,-,-0.280,-,58.400,-
'5:47:05.272',0.256,-,-0.304,-,60.800,-
'5:47:05.280',0.256,-,-0.304,-,63.200,-
'5:47:05.288',0.256,-,-0.320,-,64.800,-
'5:47:05.296',0.248,-,-0.320,-,66.400,-
'5:47:05.304',0.248,-,-0.320,-,68.000,-
'5:47:05.312',0.232,-,-0.344,-,68.800,-
'5:47:05.320',0.232,-,-0.344,-,70.400,-
'5:47:05.328',0.216,-,-0.368,-,70.400,-
'5:47:05.336',0.192,-,-0.368,-,70.400,-
'5:47:05.344',0.184,-,-0.384,-,70.400,-
'5:47:05.352',0.152,-,-0.384,-,69.600,-
'5:47:05.360',0.128,-,-0.408,-,68.800,-
'5:47:05.368',0.104,-,-0.408,-,67.200,-
'5:47:05.376',0.072,-,-0.432,-,65.600,-
'5:47:05.384',0.064,-,-0.432,-,64.800,-
'5:47:05.392',0.048,-,-0.456,-,62.400,-
'5:47:05.400',0.024,-,-0.472,-,60.800,-
'5:47:05.408',0.008,-,-0.472,-,59.200,-
'5:47:05.416',0.008,-,-0.520,-,56.800,-
'5:47:05.424',0.000,-,-0.536,-,55.200,-
'5:47:05.432',-0.008,-,-0.560,-,54.400,-
'5:47:05.440',-0.032,-,-0.584,-,52.800,-
'5:47:05.448',-0.048,-,-0.624,-,52.000,-
'5:47:05.456',-0.032,-,-0.648,-,51.200,-
'5:47:05.464',-0.008,-,-0.672,-,50.400,-
'5:47:05.472',-0.008,-,-0.712,-,50.400,-
'5:47:05.480',-0.008,-,-0.736,-,49.600,-
'5:47:05.488',-0.008,-,-0.760,-,48.800,-
'5:47:05.496',-0.024,-,-0.776,-,48.800,-
'5:47:05.504',-0.024,-,-0.800,-,48.000,-
'5:47:05.512',-0.024,-,-0.824,-,48.000,-
'5:47:05.520',-0.024,-,-0.864,-,47.200,-
'5:47:05.528',-0.024,-,-0.888,-,47.200,-
'5:47:05.536',-0.024,-,-0.912,-,47.200,-
'5:47:05.544',-0.024,-,-0.928,-,46.400,-
'5:47:05.552',-0.024,-,-0.952,-,46.400,-
'5:47:05.560',-0.024,-,-0.976,-,46.400,-
'5:47:05.568',-0.024,-,-1.016,-,46.400,-
'5:47:05.576',-0.024,-,-1.040,-,46.400,-
'5:47:05.584',-0.024,-,-1.064,-,46.400,-
'5:47:05.592',-0.024,-,-1.080,-,46.400,-
'5:47:05.600',-0.024,-,-1.128,-,46.400,-
'5:47:05.608',-0.008,-,-1.152,-,45.600,-
'5:47:05.616',-0.024,-,-1.168,-,45.600,-
'5:47:05.624',-0.008,-,-1.192,-,45.600,-
'5:47:05.632',0.000,-,-1.216,-,45.600,-
'5:47:05.640',0.000,-,-1.232,-,45.600,-
'5:47:05.648',-0.008,-,-1.256,-,44.800,-
'5:47:05.656',-0.008,-,-1.256,-,44.800,-
'5:47:05.664',-0.008,-,-1.280,-,44.800,-
'5:47:05.672',0.000,-,-1.304,-,44.800,-
'5:47:05.680',0.008,-,-1.304,-,44.000,-
'5:47:05.688',0.024,-,-1.320,-,44.000,-
'5:47:05.696',0.032,-,-1.344,-,44.000,-
'5:47:05.704',-0.008,-,-1.368,-,44.000,-
'5:47:05.712',-0.144,-,-1.384,-,43.200,-
'5:47:05.720',-0.272,-,-1.408,-,43.200,-
'5:47:05.728',-0.352,-,-1.432,-,43.200,-
'5:47:05.736',-0.368,-,-1.432,-,43.200,-
'5:47:05.744',-0.336,-,-1.456,-,42.400,-
'5:47:05.752',-0.256,-,-1.472,-,42.400,-
'5:47:05.760',-0.168,-,-1.496,-,42.400,-
'5:47:05.768',-0.088,-,-1.496,-,42.400,-
'5:47:05.776',-0.024,-,-1.520,-,41.600,-
'5:47:05.784',0.008,-,-1.520,-,41.600,-
'5:47:05.792',0.024,-,-1.536,-,41.600,-
'5:47:05.800',0.032,-,-1.536,-,41.600,-
'5:47:05.808',0.032,-,-1.560,-,40.800,-
'5:47:05.816',0.032,-,-1.560,-,40.800,-
'5:47:05.824',0.048,-,-1.584,-,40.800,-
'5:47:05.832',0.048,-,-1.608,-,40.800,-
'5:47:05.840',0.064,-,-1.608,-,40.800,-
'5:47:05.848',0.064,-,-1.624,-,41.600,-
'5:47:05.856',0.064,-,-1.648,-,42.400,-
'5:47:05.864',0.072,-,-1.672,-,44.000,-
'5:47:05.872',0.072,-,-1.688,-,46.400,-
'5:47:05.880',0.072,-,-1.712,-,50.400,-
'5:47:05.888',0.072,-,-1.712,-,55.200,-
'5:47:05.896',0.072,-,-1.736,-,58.400,-
'5:47:05.904',0.072,-,-1.736,-,60.800,-
'5:47:05.912',0.088,-,-1.736,-,63.200,-
'5:47:05.920',0.072,-,-1.736,-,65.600,-
'5:47:05.928',0.072,-,-1.736,-,68.000,-
'5:47:05.936',0.072,-,-1.736,-,69.600,-
'5:47:05.944',0.064,-,-1.736,-,71.200,-
'5:47:05.952',0.048,-,-1.736,-,72.000,-
'5:47:05.960',0.032,-,-1.736,-,72.800,-
'5:47:05.968',0.024,-,-1.736,-,72.800,-
'5:47:05.976',0.024,-,-1.736,-,72.800,-
'5:47:05.984',0.024,-,-1.736,-,72.000,-
'5:47:05.992',0.032,-,-1.736,-,71.200,-
'5:47:06.000',0.024,-,-1.736,-,70.400,-
'5:47:06.008',0.008,-,-1.736,-,68.800,-
'5:47:06.016',0.008,-,-1.736,-,66.400,-
'5:47:06.024',0.000,-,-1.736,-,64.800,-
'5:47:06.032',0.000,-,-1.736,-,62.400,-
