'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'6:02:29.512',0.088,-,-0.608,-,44.000,-
'6:02:29.520',0.088,-,-0.608,-,44.000,-
'6:02:29.528',0.088,-,-0.584,-,44.000,-
'6:02:29.536',0.104,-,-0.560,-,45.600,-
'6:02:29.544',0.104,-,-0.536,-,47.200,-
'6:02:29.552',0.104,-,-0.520,-,50.400,-
'6:02:29.560',0.104,-,-0.496,-,52.800,-
'6:02:29.568',0.104,-,-0.472,-,55.200,-
'6:02:29.576',0.088,-,-0.456,-,57.600,-
'6:02:29.584',0.072,-,-0.432,-,59.200,-
'6:02:29.592',0.072,-,-0.408,-,60.800,-
'6:02:29.600',0.064,-,-0.384,-,61.600,-
'6:02:29.608',0.048,-,-0.368,-,63.200,-
'6:02:29.616',0.024,-,-0.344,-,64.000,-
'6:02:29.624',0.008,-,-0.304,-,64.800,-
'6:02:29.632',0.008,-,-0.280,-,64.800,-
'6:02:29.640',0.024,-,-0.256,-,64.800,-
'6:02:29.648',0.024,-,-0.232,-,64.800,-
'6:02:29.656',0.024,-,-0.216,-,64.000,-
'6:02:29.664',0.008,-,-0.168,-,63.200,-
'6:02:29.672',0.008,-,-0.152,-,61.600,-
'6:02:29.680',0.008,-,-0.128,-,60.000,-
'6:02:29.688',0.000,-,-0.104,-,58.400,-
'6:02:29.696',0.000,-,-0.080,-,56.800,-
'6:02:29.704',0.000,-,-0.064,-,55.200,-
'6:02:29.712',0.000,-,-0.040,-,53.600,-
'6:02:29.720',0.000,-,-0.040,-,52.800,-
'6:02:29.728',0.000,-,-0.016,-,51.200,-
'6:02:29.736',0.000,-,0.000,-,51.200,-
'6:02:29.744',0.000,-,0.000,-,50.400,-
'6:02:29.752',0.008,-,0.016,-,49.600,-
'6:02:29.760',0.024,-,0.016,-,48.800,-
'6:02:29.768',0.064,-,0.040,-,48.800,-
'6:02:29.776',0.064,-,0.040,-,48.000,-
'6:02:29.784',-0.032,-,0.040,-,48.000,-
'6:02:29.792',-0.216,-,0.064,-,47.200,-
'6:02:29.800',-0.400,-,0.064,-,47.200,-
'6:02:29.808',-0.536,-,0.080,-,46.400,-
'6:02:29.816',-0.624,-,0.080,-,46.400,-
'6:02:29.824',-0.696,-,0.080,-,46.400,-
'6:02:29.832',-0.664,-,0.104,-,46.400,-
'6:02:29.840',-0.600,-,0.128,-,46.400,-
'6:02:29.848',-0.536,-,0.128,-,46.400,-
'6:02:29.856',-0.496,-,0.128,-,46.400,-
'6:02:29.864',-0.416,-,0.152,-,46.400,-
'6:02:29.872',-0.288,-,0.152,-,46.400,-
'6:02:29.880',-0.144,-,0.168,-,46.400,-
'6:02:29.888',0.000,-,0.168,-,46.400,-
'6:02:29.896',0.128,-,0.192,-,46.400,-
'6:02:29.904',0.208,-,0.216,-,45.600,-
'6:02:29.912',0.248,-,0.232,-,45.600,-
'6:02:29.920',0.256,-,0.232,-,45.600,-
'6:02:29.928',0.272,-,0.256,-,45.600,-
'6:02:29.936',0.288,-,0.280,-,45.600,-
'6:02:29.944',0.296,-,0.280,-,45.600,-
'6:02:29.952',0.296,-,0.304,-,45.600,-
'6:02:29.960',0.312,-,0.304,-,46.400,-
'6:02:29.968',0.312,-,0.320,-,47.200,-
'6:02:29.976',0.312,-,0.320,-,48.800,-
'6:02:29.984',0.328,-,0.344,-,51.200,-
'6:02:29.992',0.328,-,0.344,-,53.600,-
'6:02:30.000',0.328,-,0.368,-,55.200,-
'6:02:30.008',0.328,-,0.368,-,56.000,-
'6:02:30.016',0.328,-,0.384,-,57.600,-
'6:02:30.024',0.328,-,0.384,-,58.400,-
'6:02:30.032',0.328,-,0.384,-,59.200,-
'6:02:30.040',0.312,-,0.384,-,60.000,-
'6:02:30.048',0.288,-,0.384,-,60.800,-
'6:02:30.056',0.256,-,0.384,-,60.800,-
'6:02:30.064',0.232,-,0.384,-,61.600,-
'6:02:30.072',0.208,-,0.368,-,60.800,-
'6:02:30.080',0.184,-,0.368,-,60.800,-
'6:02:30.088',0.152,-,0.344,-,60.000,-
'6:02:30.096',0.128,-,0.344,-,59.200,-
'6:02:30.104',0.088,-,0.320,-,58.400,-
'6:02:30.112',0.064,-,0.320,-,56.800,-
'6:02:30.120',0.032,-,0.304,-,56.000,-
'6:02:30.128',0.008,-,0.304,-,54.400,-
'6:02:30.136',0.000,-,0.280,-,52.800,-
'6:02:30.144',-0.024,-,0.256,-,52.000,-
'6:02:30.152',-0.024,-,0.232,-,51.200,-
'6:02:30.160',-0.024,-,0.216,-,51.200,-
'6:02:30.168',-0.008,-,0.216,-,50.400,-
'6:02:30.176',-0.008,-,0.192,-,50.400,-
'6:02:30.184',-0.008,-,0.168,-,49.600,-
'6:02:30.192',-0.008,-,0.152,-,48.800,-
'6:02:30.200',-0.008,-,0.128,-,48.800,-
'6:02:30.208',-0.008,-,0.104,-,48.000,-
'6:02:30.216',-0.024,-,0.080,-,48.000,-
'6:02:30.224',-0.024,-,0.064,-,48.000,-
'6:02:30.232',-0.024,-,0.016,-,47.200,-
'6:02:30.240',-0.024,-,0.000,-,47.200,-
'6:02:30.248',-0.024,-,-0.016,-,47.200,-
'6:02:30.256',-0.032,-,-0.040,-,47.200,-
'6:02:30.264',-0.032,-,-0.064,-,47.200,-
'6:02:30.272',-0.032,-,-0.080,-,46.400,-
'6:02:30.280',-0.024,-,-0.104,-,46.400,-
'6:02:30.288',-0.024,-,-0.128,-,46.400,-
'6:02:30.296',-0.024,-,-0.128,-,46.400,-
'6:02:30.304',-0.008,-,-0.152,-,46.400,-
'6:02:30.312',-0.008,-,-0.168,-,46.400,-
'6:02:30.320',-0.008,-,-0.192,-,46.400,-
'6:02:30.328',-0.008,-,-0.216,-,46.400,-
'6:02:30.336',-0.008,-,-0.232,-,46.400,-
'6:02:30.344',0.000,-,-0.256,-,46.400,-
'6:02:30.352',0.000,-,-0.280,-,46.400,-
'6:02:30.360',0.000,-,-0.280,-,46.400,-
'6:02:30.368',0.000,-,-0.304,-,46.400,-
'6:02:30.376',0.000,-,-0.304,-,45.600,-
'6:02:30.384',0.000,-,-0.304,-,45.600,-
'6:02:30.392',0.008,-,-0.304,-,45.600,-
'6:02:30.400',0.024,-,-0.304,-,45.600,-
'6:02:30.408',0.032,-,-0.304,-,45.600,-
'6:02:30.416',0.000,-,-0.304,-,44.800,-
'6:02:30.424',-0.128,-,-0.320,-,44.800,-
'6:02:30.432',-0.256,-,-0.320,-,44.800,-
'6:02:30.440',-0.336,-,-0.320,-,44.800,-
'6:02:30.448',-0.352,-,-0.320,-,44.800,-
'6:02:30.456',-0.328,-,-0.320,-,44.800,-
'6:02:30.464',-0.256,-,-0.344,-,44.000,-
'6:02:30.472',-0.152,-,-0.344,-,44.000,-
'6:02:30.480',-0.072,-,-0.344,-,44.000,-
'6:02:30.488',-0.024,-,-0.344,-,44.000,-
'6:02:30.496',0.000,-,-0.344,-,44.000,-
'6:02:30.504',0.024,-,-0.344,-,43.200,-
'6:02:30.512',0.032,-,-0.368,-,43.200,-
'6:02:30.520',0.048,-,-0.368,-,43.200,-
'6:02:30.528',0.048,-,-0.368,-,43.200,-
'6:02:30.536',0.032,-,-0.384,-,43.200,-
'6:02:30.544',0.048,-,-0.384,-,43.200,-
'6:02:30.552',0.064,-,-0.408,-,43.200,-
'6:02:30.560',0.072,-,-0.408,-,44.000,-
'6:02:30.568',0.072,-,-0.432,-,44.800,-
'6:02:30.576',0.072,-,-0.432,-,47.200,-
'6:02:30.584',0.064,-,-0.456,-,51.200,-
'6:02:30.592',0.064,-,-0.456,-,55.200,-
'6:02:30.600',0.064,-,-0.456,-,60.000,-
'6:02:30.608',0.072,-,-0.472,-,63.200,-
'6:02:30.616',0.072,-,-0.472,-,65.600,-
'6:02:30.624',0.072,-,-0.472,-,68.000,-
'6:02:30.632',0.072,-,-0.472,-,70.400,-
'6:02:30.640',0.064,-,-0.472,-,72.000,-
'6:02:30.648',0.032,-,-0.472,-,74.400,-
'6:02:30.656',0.032,-,-0.456,-,76.000,-
'6:02:30.664',0.024,-,-0.456,-,76.800,-
'6:02:30.672',0.008,-,-0.456,-,77.600,-
'6:02:30.680',0.000,-,-0.456,-,78.400,-
'6:02:30.688',0.000,-,-0.456,-,77.600,-
'6:02:30.696',0.000,-,-0.456,-,77.600,-
'6:02:30.704',0.000,-,-0.432,-,76.000,-
'6:02:30.712',0.000,-,-0.432,-,75.200,-
'6:02:30.720',0.000,-,-0.456,-,73.600,-
'6:02:30.728',0.000,-,-0.456,-,72.000,-
'6:02:30.736',0.000,-,-0.456,-,69.600,-
'6:02:30.744',0.000,-,-0.456,-,67.200,-
'6:02:30.752',0.000,-,-0.472,-,65.600,-
'6:02:30.760',-0.008,-,-0.472,-,63.200,-
'6:02:30.768',0.000,-,-0.496,-,60.800,-
'6:02:30.776',0.000,-,-0.496,-,59.200,-
'6:02:30.784',0.000,-,-0.520,-,58.400,-
'6:02:30.792',0.000,-,-0.536,-,56.800,-
'6:02:30.800',-0.008,-,-0.536,-,56.000,-
'6:02:30.808',-0.008,-,-0.560,-,56.000,-
'6:02:30.816',-0.008,-,-0.584,-,55.200,-
'6:02:30.824',0.000,-,-0.584,-,54.400,-
'6:02:30.832',0.000,-,-0.608,-,53.600,-
'6:02:30.840',0.000,-,-0.608,-,53.600,-
'6:02:30.848',0.000,-,-0.624,-,52.800,-
'6:02:30.856',0.000,-,-0.624,-,52.800,-
'6:02:30.864',0.000,-,-0.648,-,52.000,-
'6:02:30.872',0.000,-,-0.648,-,52.000,-
'6:02:30.880',0.008,-,-0.672,-,52.000,-
'6:02:30.888',0.008,-,-0.688,-,51.200,-
'6:02:30.896',0.000,-,-0.688,-,51.200,-
'6:02:30.904',0.000,-,-0.712,-,51.200,-
'6:02:30.912',0.000,-,-0.736,-,51.200,-
'6:02:30.920',0.008,-,-0.760,-,51.200,-
'6:02:30.928',0.008,-,-0.776,-,51.200,-
'6:02:30.936',0.008,-,-0.800,-,51.200,-
'6:02:30.944',0.008,-,-0.840,-,51.200,-
'6:02:30.952',-0.048,-,-0.864,-,51.200,-
'6:02:30.960',-0.184,-,-0.888,-,50.400,-
'6:02:30.968',-0.272,-,-0.912,-,50.400,-
'6:02:30.976',-0.312,-,-0.928,-,50.400,-
'6:02:30.984',-0.296,-,-0.952,-,50.400,-
'6:02:30.992',-0.256,-,-0.976,-,50.400,-
'6:02:31.000',-0.192,-,-0.976,-,49.600,-
'6:02:31.008',-0.104,-,-1.000,-,49.600,-
'6:02:31.016',-0.032,-,-1.016,-,49.600,-
'6:02:31.024',0.000,-,-1.016,-,49.600,-
'6:02:31.032',0.024,-,-1.040,-,48.800,-
'6:02:31.040',0.032,-,-1.040,-,48.800,-
'6:02:31.048',0.048,-,-1.064,-,48.800,-
'6:02:31.056',0.048,-,-1.064,-,48.000,-
'6:02:31.064',0.048,-,-1.080,-,48.000,-
'6:02:31.072',0.048,-,-1.080,-,48.000,-
'6:02:31.080',0.064,-,-1.104,-,48.000,-
'6:02:31.088',0.072,-,-1.104,-,48.000,-
'6:02:31.096',0.072,-,-1.128,-,48.000,-
'6:02:31.104',0.072,-,-1.128,-,48.000,-
'6:02:31.112',0.072,-,-1.152,-,48.800,-
'6:02:31.120',0.088,-,-1.152,-,49.600,-
'6:02:31.128',0.088,-,-1.168,-,51.200,-
'6:02:31.136',0.088,-,-1.168,-,53.600,-
'6:02:31.144',0.088,-,-1.192,-,56.800,-
'6:02:31.152',0.088,-,-1.192,-,59.200,-
'6:02:31.160',0.088,-,-1.192,-,61.600,-
'6:02:31.168',0.072,-,-1.192,-,63.200,-
'6:02:31.176',0.072,-,-1.192,-,64.800,-
'6:02:31.184',0.064,-,-1.192,-,65.600,-
'6:02:31.192',0.048,-,-1.192,-,67.200,-
'6:02:31.200',0.024,-,-1.192,-,68.000,-
'6:02:31.208',0.008,-,-1.192,-,68.800,-
'6:02:31.216',0.024,-,-1.192,-,68.800,-
'6:02:31.224',0.024,-,-1.192,-,68.800,-
'6:02:31.232',0.024,-,-1.192,-,68.800,-
'6:02:31.240',0.024,-,-1.192,-,68.000,-
'6:02:31.248',0.008,-,-1.168,-,67.200,-
'6:02:31.256',0.008,-,-1.168,-,66.400,-
'6:02:31.264',0.000,-,-1.168,-,64.800,-
'6:02:31.272',0.000,-,-1.168,-,63.200,-
'6:02:31.280',0.000,-,-1.168,-,61.600,-
'6:02:31.288',0.000,-,-1.168,-,59.200,-
'6:02:31.296',0.000,-,-1.168,-,57.600,-
'6:02:31.304',0.000,-,-1.192,-,56.800,-
'6:02:31.312',0.000,-,-1.192,-,55.200,-
'6:02:31.320',-0.008,-,-1.216,-,54.400,-
'6:02:31.328',-0.008,-,-1.216,-,53.600,-
'6:02:31.336',0.000,-,-1.232,-,52.800,-
'6:02:31.344',0.000,-,-1.256,-,52.800,-
'6:02:31.352',0.000,-,-1.256,-,52.000,-
'6:02:31.360',0.000,-,-1.280,-,51.200,-
'6:02:31.368',0.000,-,-1.304,-,51.200,-
'6:02:31.376',0.000,-,-1.304,-,50.400,-
'6:02:31.384',0.000,-,-1.320,-,50.400,-
'6:02:31.392',0.000,-,-1.320,-,49.600,-
'6:02:31.400',0.008,-,-1.344,-,49.600,-
'6:02:31.408',0.008,-,-1.368,-,49.600,-
'6:02:31.416',0.008,-,-1.368,-,49.600,-
'6:02:31.424',0.008,-,-1.384,-,49.600,-
'6:02:31.432',0.008,-,-1.408,-,49.600,-
'6:02:31.440',0.000,-,-1.408,-,48.800,-
'6:02:31.448',0.008,-,-1.432,-,48.800,-
'6:02:31.456',0.024,-,-1.432,-,48.800,-
'6:02:31.464',0.024,-,-1.456,-,48.800,-
'6:02:31.472',0.024,-,-1.472,-,48.800,-
'6:02:31.480',-0.032,-,-1.472,-,48.800,-
'6:02:31.488',-0.168,-,-1.496,-,48.800,-
'6:02:31.496',-0.272,-,-1.496,-,48.800,-
'6:02:31.504',-0.312,-,-1.520,-,48.000,-
'6:02:31.512',-0.296,-,-1.520,-,48.000,-
'6:02:31.520',-0.272,-,-1.536,-,48.000,-
'6:02:31.528',-0.192,-,-1.536,-,48.000,-
'6:02:31.536',-0.104,-,-1.536,-,48.000,-
'6:02:31.544',-0.032,-,-1.560,-,47.200,-
'6:02:31.552',0.000,-,-1.560,-,47.200,-
'6:02:31.560',0.024,-,-1.560,-,47.200,-
'6:02:31.568',0.048,-,-1.560,-,47.200,-
'6:02:31.576',0.048,-,-1.560,-,46.400,-
'6:02:31.584',0.064,-,-1.584,-,46.400,-
'6:02:31.592',0.064,-,-1.584,-,46.400,-
'6:02:31.600',0.064,-,-1.584,-,46.400,-
'6:02:31.608',0.072,-,-1.584,-,46.400,-
'6:02:31.616',0.072,-,-1.584,-,46.400,-
'6:02:31.624',0.088,-,-1.608,-,46.400,-
'6:02:31.632',0.088,-,-1.608,-,46.400,-
'6:02:31.640',0.088,-,-1.608,-,48.000,-
'6:02:31.648',0.088,-,-1.608,-,49.600,-
'6:02:31.656',0.088,-,-1.624,-,52.800,-
'6:02:31.664',0.088,-,-1.624,-,56.000,-
'6:02:31.672',0.104,-,-1.624,-,59.200,-
'6:02:31.680',0.104,-,-1.624,-,62.400,-
'6:02:31.688',0.088,-,-1.624,-,64.000,-
'6:02:31.696',0.088,-,-1.608,-,65.600,-
'6:02:31.704',0.072,-,-1.608,-,67.200,-
'6:02:31.712',0.072,-,-1.608,-,68.800,-
'6:02:31.720',0.048,-,-1.584,-,70.400,-
'6:02:31.728',0.032,-,-1.584,-,71.200,-
'6:02:31.736',0.024,-,-1.560,-,72.000,-
'6:02:31.744',0.024,-,-1.560,-,72.800,-
'6:02:31.752',0.032,-,-1.536,-,72.800,-
'6:02:31.760',0.024,-,-1.536,-,72.000,-
'6:02:31.768',0.024,-,-1.520,-,71.200,-
'6:02:31.776',0.008,-,-1.520,-,70.400,-
'6:02:31.784',0.008,-,-1.496,-,68.800,-
'6:02:31.792',0.008,-,-1.496,-,67.200,-
'6:02:31.800',0.000,-,-1.496,-,65.600,-
'6:02:31.808',0.000,-,-1.472,-,64.000,-
'6:02:31.816',0.000,-,-1.472,-,61.600,-
'6:02:31.824',0.000,-,-1.472,-,60.000,-
'6:02:31.832',0.000,-,-1.472,-,58.400,-
'6:02:31.840',0.000,-,-1.472,-,56.800,-
'6:02:31.848',0.000,-,-1.472,-,56.000,-
'6:02:31.856',0.000,-,-1.496,-,55.200,-
'6:02:31.864',0.000,-,-1.496,-,54.400,-
'6:02:31.872',0.000,-,-1.520,-,53.600,-
'6:02:31.880',0.000,-,-1.520,-,53.600,-
'6:02:31.888',0.000,-,-1.520,-,52.800,-
'6:02:31.896',0.000,-,-1.536,-,52.000,-
'6:02:31.904',0.000,-,-1.536,-,52.000,-
'6:02:31.912',0.008,-,-1.560,-,51.200,-
'6:02:31.920',0.008,-,-1.560,-,51.200,-
'6:02:31.928',0.008,-,-1.560,-,50.400,-
'6:02:31.936',0.008,-,-1.584,-,50.400,-
'6:02:31.944',0.008,-,-1.584,-,50.400,-
'6:02:31.952',0.008,-,-1.608,-,50.400,-
'6:02:31.960',0.008,-,-1.608,-,49.600,-
'6:02:31.968',0.000,-,-1.624,-,49.600,-
'6:02:31.976',0.008,-,-1.624,-,49.600,-
'6:02:31.984',0.024,-,-1.648,-,49.600,-
'6:02:31.992',0.024,-,-1.648,-,49.600,-
'6:02:32.000',0.024,-,-1.672,-,49.600,-
'6:02:32.008',-0.048,-,-1.672,-,49.600,-
'6:02:32.016',-0.184,-,-1.672,-,49.600,-
'6:02:32.024',-0.296,-,-1.688,-,49.600,-
'6:02:32.032',-0.328,-,-1.688,-,49.600,-
'6:02:32.040',-0.312,-,-1.712,-,48.800,-
'6:02:32.048',-0.256,-,-1.712,-,48.800,-
'6:02:32.056',-0.184,-,-1.712,-,48.800,-
'6:02:32.064',-0.104,-,-1.712,-,48.800,-
'6:02:32.072',-0.032,-,-1.712,-,48.800,-
'6:02:32.080',0.000,-,-1.712,-,48.000,-
'6:02:32.088',0.024,-,-1.712,-,48.000,-
'6:02:32.096',0.048,-,-1.712,-,47.200,-
'6:02:32.104',0.064,-,-1.712,-,47.200,-
'6:02:32.112',0.048,-,-1.712,-,47.200,-
'6:02:32.120',0.064,-,-1.712,-,47.200,-
'6:02:32.128',0.064,-,-1.712,-,47.200,-
'6:02:32.136',0.064,-,-1.736,-,47.200,-
'6:02:32.144',0.072,-,-1.736,-,46.400,-
'6:02:32.152',0.072,-,-1.736,-,46.400,-
'6:02:32.160',0.088,-,-1.736,-,47.200,-
'6:02:32.168',0.088,-,-1.736,-,48.000,-
'6:02:32.176',0.088,-,-1.736,-,49.600,-
'6:02:32.184',0.088,-,-1.736,-,51.200,-
'6:02:32.192',0.104,-,-1.736,-,54.400,-
'6:02:32.200',0.104,-,-1.736,-,57.600,-
'6:02:32.208',0.112,-,-1.712,-,60.000,-
'6:02:32.216',0.104,-,-1.712,-,61.600,-
'6:02:32.224',0.088,-,-1.712,-,63.200,-
'6:02:32.232',0.072,-,-1.712,-,64.800,-
'6:02:32.240',0.064,-,-1.712,-,66.400,-
'6:02:32.248',0.048,-,-1.688,-,67.200,-
'6:02:32.256',0.032,-,-1.688,-,68.000,-
'6:02:32.264',0.024,-,-1.688,-,68.800,-
'6:02:32.272',0.024,-,-1.672,-,68.800,-
'6:02:32.280',0.032,-,-1.672,-,68.800,-
'6:02:32.288',0.024,-,-1.672,-,68.800,-
'6:02:32.296',0.024,-,-1.672,-,67.200,-
'6:02:32.304',0.008,-,-1.672,-,66.400,-
'6:02:32.312',0.008,-,-1.672,-,64.800,-
'6:02:32.320',0.008,-,-1.688,-,64.000,-
'6:02:32.328',0.000,-,-1.688,-,62.400,-
'6:02:32.336',0.000,-,-1.688,-,60.000,-
'6:02:32.344',0.000,-,-1.688,-,58.400,-
'6:02:32.352',0.000,-,-1.712,-,56.800,-
'6:02:32.360',0.000,-,-1.736,-,55.200,-
'6:02:32.368',0.000,-,-1.736,-,53.600,-
'6:02:32.376',0.000,-,-1.760,-,52.800,-
'6:02:32.384',0.000,-,-1.776,-,52.000,-
'6:02:32.392',0.008,-,-1.800,-,51.200,-
'6:02:32.400',0.024,-,-1.824,-,50.400,-
'6:02:32.408',0.048,-,-1.824,-,50.400,-
'6:02:32.416',0.064,-,-1.840,-,49.600,-
'6:02:32.424',-0.024,-,-1.840,-,48.800,-
'6:02:32.432',-0.184,-,-1.840,-,48.800,-
'6:02:32.440',-0.368,-,-1.864,-,48.000,-
'6:02:32.448',-0.512,-,-1.864,-,48.000,-
'6:02:32.456',-0.600,-,-1.864,-,47.200,-
'6:02:32.464',-0.656,-,-1.840,-,47.200,-
'6:02:32.472',-0.664,-,-1.840,-,47.200,-
'6:02:32.480',-0.616,-,-1.840,-,47.200,-
'6:02:32.488',-0.552,-,-1.840,-,47.200,-
'6:02:32.496',-0.496,-,-1.824,-,47.200,-
'6:02:32.504',-0.440,-,-1.824,-,47.200,-
'6:02:32.512',-0.328,-,-1.800,-,46.400,-
'6:02:32.520',-0.184,-,-1.776,-,46.400,-
'6:02:32.528',-0.008,-,-1.760,-,46.400,-
'6:02:32.536',0.112,-,-1.760,-,46.400,-
'6:02:32.544',0.192,-,-1.736,-,46.400,-
'6:02:32.552',0.232,-,-1.712,-,46.400,-
'6:02:32.560',0.256,-,-1.688,-,46.400,-
'6:02:32.568',0.272,-,-1.672,-,46.400,-
'6:02:32.576',0.272,-,-1.648,-,46.400,-
'6:02:32.584',0.288,-,-1.624,-,46.400,-
'6:02:32.592',0.288,-,-1.608,-,46.400,-
'6:02:32.600',0.296,-,-1.584,-,46.400,-
'6:02:32.608',0.312,-,-1.560,-,47.200,-
'6:02:32.616',0.312,-,-1.536,-,48.800,-
'6:02:32.624',0.312,-,-1.520,-,51.200,-
'6:02:32.632',0.312,-,-1.496,-,53.600,-
'6:02:32.640',0.312,-,-1.456,-,55.200,-
'6:02:32.648',0.312,-,-1.432,-,56.800,-
'6:02:32.656',0.312,-,-1.408,-,57.600,-
'6:02:32.664',0.312,-,-1.384,-,59.200,-
'6:02:32.672',0.296,-,-1.344,-,60.000,-
'6:02:32.680',0.296,-,-1.304,-,60.800,-
'6:02:32.688',0.288,-,-1.280,-,61.600,-
'6:02:32.696',0.248,-,-1.232,-,61.600,-
'6:02:32.704',0.216,-,-1.216,-,61.600,-
'6:02:32.712',0.192,-,-1.168,-,61.600,-
'6:02:32.720',0.168,-,-1.128,-,60.800,-
'6:02:32.728',0.144,-,-1.104,-,60.000,-
'6:02:32.736',0.112,-,-1.080,-,59.200,-
'6:02:32.744',0.088,-,-1.040,-,58.400,-
'6:02:32.752',0.048,-,-1.016,-,56.800,-
'6:02:32.760',0.024,-,-1.000,-,56.000,-
'6:02:32.768',0.000,-,-0.976,-,54.400,-
'6:02:32.776',-0.008,-,-0.952,-,52.800,-
'6:02:32.784',-0.032,-,-0.928,-,51.200,-
'6:02:32.792',-0.048,-,-0.912,-,50.400,-
'6:02:32.800',-0.032,-,-0.888,-,50.400,-
'6:02:32.808',-0.024,-,-0.888,-,49.600,-
'6:02:32.816',-0.024,-,-0.864,-,48.800,-
'6:02:32.824',-0.024,-,-0.840,-,48.800,-
'6:02:32.832',-0.024,-,-0.840,-,48.000,-
'6:02:32.840',-0.024,-,-0.824,-,47.200,-
'6:02:32.848',-0.024,-,-0.800,-,47.200,-
'6:02:32.856',-0.032,-,-0.776,-,46.400,-
'6:02:32.864',-0.032,-,-0.736,-,46.400,-
'6:02:32.872',-0.032,-,-0.712,-,45.600,-
'6:02:32.880',-0.032,-,-0.688,-,45.600,-
'6:02:32.888',-0.032,-,-0.672,-,45.600,-
'6:02:32.896',-0.024,-,-0.648,-,45.600,-
'6:02:32.904',-0.032,-,-0.624,-,44.800,-
'6:02:32.912',-0.032,-,-0.608,-,44.800,-
'6:02:32.920',-0.048,-,-0.584,-,44.800,-
'6:02:32.928',-0.032,-,-0.560,-,44.800,-
'6:02:32.936',-0.024,-,-0.536,-,44.800,-
'6:02:32.944',-0.024,-,-0.520,-,44.800,-
'6:02:32.952',-0.008,-,-0.496,-,44.800,-
'6:02:32.960',-0.008,-,-0.472,-,44.800,-
'6:02:32.968',-0.008,-,-0.456,-,44.800,-
'6:02:32.976',-0.008,-,-0.432,-,44.800,-
'6:02:32.984',-0.008,-,-0.408,-,44.800,-
'6:02:32.992',-0.008,-,-0.384,-,44.800,-
'6:02:33.000',-0.008,-,-0.344,-,44.000,-
