'Elapsed time','II','V','ABP','PAP'
'38:46.496',0.042,-0.488,151.200,45.000
'38:46.504',-0.092,-0.408,152.000,45.000
'38:46.512',0.252,-0.272,152.800,45.000
'38:46.520',0.034,-0.176,154.400,45.000
'38:46.528',-0.134,-0.040,155.200,45.000
'38:46.536',0.151,0.056,156.000,45.000
'38:46.544',0.244,0.080,156.000,45.000
'38:46.552',-0.042,0.128,156.800,45.000
'38:46.560',0.151,0.120,156.800,45.000
'38:46.568',-0.185,0.232,156.800,45.000
'38:46.576',-0.218,0.240,156.800,45.000
'38:46.584',0.252,0.160,157.600,45.000
'38:46.592',-0.092,0.216,157.600,45.000
'38:46.600',0.025,0.240,158.400,45.000
'38:46.608',0.109,0.232,159.200,45.000
'38:46.616',-0.076,0.280,160.000,45.000
'38:46.624',0.084,0.256,160.000,45.000
'38:46.632',-0.050,0.240,160.800,45.000
'38:46.640',0.059,0.296,162.400,45.000
'38:46.648',0.160,0.296,164.000,45.000
'38:46.656',0.008,0.344,165.600,45.000
'38:46.664',0.118,0.320,167.200,45.000
'38:46.672',-0.076,0.400,168.000,45.000
'38:46.680',0.092,0.400,168.000,45.000
'38:46.688',0.050,0.472,168.000,45.000
'38:46.696',0.176,0.424,168.000,45.000
'38:46.704',-0.101,0.472,168.000,45.000
'38:46.712',-0.126,0.504,167.200,45.000
'38:46.720',0.143,0.392,166.400,45.000
'38:46.728',0.143,0.360,164.800,45.000
'38:46.736',-0.050,0.320,164.000,45.000
'38:46.744',0.118,0.184,163.200,45.000
'38:46.752',0.185,0.104,162.400,45.000
'38:46.760',0.034,0.104,162.400,45.000
'38:46.768',0.034,0.072,161.600,45.000
'38:46.776',-0.059,0.032,160.000,45.000
'38:46.784',0.050,0.000,157.600,45.000
'38:46.792',-0.008,-0.040,155.200,45.000
'38:46.800',0.067,-0.032,152.800,45.000
'38:46.808',-0.126,-0.056,150.400,45.000
'38:46.816',-0.017,-0.032,148.800,45.000
'38:46.824',-0.067,-0.016,146.400,45.000
'38:46.832',-0.042,-0.016,144.800,45.000
'38:46.840',0.025,0.000,143.200,45.000
'38:46.848',0.050,-0.040,141.600,45.000
'38:46.856',-0.092,-0.016,140.000,45.000
'38:46.864',0.034,-0.032,137.600,45.000
'38:46.872',-0.151,-0.008,136.000,45.000
'38:46.880',0.000,-0.040,133.600,45.000
'38:46.888',0.084,-0.064,131.200,45.000
'38:46.896',0.126,-0.016,128.800,45.000
'38:46.904',-0.092,0.000,126.400,45.000
'38:46.912',-0.151,0.008,124.800,45.000
'38:46.920',0.101,-0.016,124.800,45.000
'38:46.928',0.000,-0.040,124.800,45.000
'38:46.936',0.067,-0.040,125.600,45.000
'38:46.944',-0.134,0.008,124.800,45.000
'38:46.952',0.101,-0.016,124.000,45.000
'38:46.960',0.034,-0.016,124.000,45.000
'38:46.968',0.050,-0.008,124.800,45.000
'38:46.976',-0.067,-0.040,125.600,45.000
'38:46.984',0.025,-0.040,126.400,45.000
'38:46.992',-0.017,0.008,127.200,45.000
'38:47.000',0.034,0.024,127.200,45.000
'38:47.008',-0.017,0.000,126.400,45.000
'38:47.016',0.050,-0.040,126.400,45.000
'38:47.024',-0.034,0.000,125.600,45.000
'38:47.032',0.109,0.000,124.800,45.000
'38:47.040',0.126,0.000,123.200,45.000
'38:47.048',0.034,-0.016,120.800,45.000
'38:47.056',0.042,-0.040,119.200,45.000
'38:47.064',-0.017,-0.040,116.800,45.000
'38:47.072',0.042,-0.040,113.600,45.000
'38:47.080',-0.042,-0.056,111.200,45.000
'38:47.088',0.000,-0.040,108.800,45.000
'38:47.096',0.017,-0.016,106.400,45.000
'38:47.104',-0.034,-0.008,104.000,45.000
'38:47.112',0.017,-0.016,101.600,45.000
'38:47.120',-0.059,-0.016,100.000,45.000
'38:47.128',0.000,-0.032,97.600,45.000
'38:47.136',-0.050,-0.016,95.200,45.000
'38:47.144',-0.008,-0.008,93.600,45.000
'38:47.152',-0.017,-0.016,91.200,45.000
'38:47.160',0.025,-0.008,89.600,45.000
'38:47.168',0.067,-0.016,88.000,45.000
'38:47.176',0.042,-0.008,85.600,45.000
'38:47.184',0.202,-0.096,84.000,45.000
'38:47.192',0.328,-0.208,82.400,45.000
'38:47.200',0.361,-0.544,80.000,45.000
'38:47.208',0.235,-0.800,78.400,45.000
'38:47.216',0.403,-0.880,76.800,45.000
'38:47.224',0.403,-0.768,75.200,45.000
'38:47.232',0.361,-0.616,74.400,45.000
'38:47.240',0.378,-0.504,73.600,45.000
'38:47.248',0.235,-0.424,72.800,45.000
'38:47.256',0.202,-0.336,72.000,45.000
'38:47.264',0.269,-0.248,71.200,45.000
'38:47.272',0.143,-0.152,71.200,45.000
'38:47.280',0.092,-0.040,70.400,45.000
'38:47.288',0.042,0.048,69.600,45.000
'38:47.296',0.084,0.104,69.600,45.000
'38:47.304',0.034,0.112,68.800,45.000
'38:47.312',0.067,0.144,68.000,45.000
'38:47.320',0.017,0.136,67.200,45.000
'38:47.328',0.034,0.168,66.400,45.000
'38:47.336',-0.017,0.168,65.600,45.000
'38:47.344',0.084,0.152,64.800,45.000
'38:47.352',0.034,0.168,64.000,45.000
'38:47.360',0.025,0.192,63.200,45.000
'38:47.368',-0.017,0.208,62.400,45.000
'38:47.376',-0.034,0.232,61.600,45.000
'38:47.384',0.017,0.256,60.800,45.000
'38:47.392',0.042,0.240,61.600,45.000
'38:47.400',0.067,0.264,62.400,45.000
'38:47.408',0.025,0.288,64.800,45.000
'38:47.416',0.034,0.304,67.200,45.000
'38:47.424',-0.017,0.352,69.600,45.000
'38:47.432',0.017,0.376,71.200,45.000
'38:47.440',-0.034,0.392,72.000,45.000
'38:47.448',-0.042,0.384,72.000,45.000
'38:47.456',0.034,0.400,72.000,45.000
'38:47.464',0.017,0.384,72.000,45.000
'38:47.472',-0.042,0.368,72.000,45.000
'38:47.480',0.008,0.328,72.000,45.000
'38:47.488',0.042,0.256,71.200,45.000
'38:47.496',-0.008,0.208,71.200,45.000
'38:47.504',0.109,0.144,70.400,45.000
'38:47.512',0.126,0.080,70.400,45.000
'38:47.520',0.034,0.048,69.600,45.000
'38:47.528',0.126,0.000,69.600,45.000
'38:47.536',0.067,-0.008,69.600,45.000
'38:47.544',0.109,0.000,69.600,45.000
'38:47.552',0.034,-0.032,69.600,45.000
'38:47.560',0.084,-0.040,70.400,45.000
'38:47.568',0.025,-0.032,70.400,44.400
'38:47.576',0.042,-0.016,70.400,43.800
'38:47.584',0.126,-0.056,70.400,43.400
'38:47.592',-0.017,-0.032,70.400,43.400
'38:47.600',0.151,-0.056,70.400,43.600
'38:47.608',0.034,-0.040,68.800,44.000
'38:47.616',0.067,-0.040,68.000,44.400
'38:47.624',-0.008,-0.016,66.400,45.000
'38:47.632',0.118,-0.040,65.600,45.000
'38:47.640',0.008,-0.032,65.600,45.000
'38:47.648',0.067,-0.040,65.600,45.000
'38:47.656',0.084,-0.040,67.200,45.000
'38:47.664',0.118,-0.056,68.800,45.000
'38:47.672',0.034,-0.032,71.200,45.000
'38:47.680',0.025,-0.040,74.400,45.000
'38:47.688',0.084,-0.040,79.200,45.000
'38:47.696',0.092,-0.056,83.200,45.000
'38:47.704',0.000,-0.040,88.000,45.000
'38:47.712',0.050,-0.032,91.200,45.000
'38:47.720',0.000,-0.016,94.400,45.000
'38:47.728',0.067,-0.016,96.800,45.000
'38:47.736',0.092,-0.056,99.200,45.000
'38:47.744',0.101,-0.056,100.800,45.000
'38:47.752',0.025,-0.032,102.400,45.000
'38:47.760',0.042,-0.016,104.000,45.000
'38:47.768',0.025,-0.032,104.800,45.000
'38:47.776',0.084,-0.016,105.600,45.000
'38:47.784',0.118,-0.040,104.800,45.000
'38:47.792',0.059,-0.016,104.800,45.000
'38:47.800',0.034,0.000,104.000,45.000
'38:47.808',0.101,-0.016,102.400,44.800
'38:47.816',0.092,-0.040,100.800,44.600
'38:47.824',0.151,-0.016,99.200,44.400
'38:47.832',0.109,-0.008,97.600,44.400
'38:47.840',0.160,-0.040,95.200,44.400
'38:47.848',0.067,-0.056,93.600,44.800
'38:47.856',0.101,-0.040,92.000,45.000
'38:47.864',0.084,-0.056,90.400,44.800
'38:47.872',0.067,-0.040,88.800,44.400
'38:47.880',0.034,-0.032,87.200,44.000
'38:47.888',0.034,-0.040,85.600,43.600
'38:47.896',0.059,-0.056,84.000,43.200
'38:47.904',0.067,-0.064,82.400,42.800
'38:47.912',0.084,-0.016,80.800,42.200
'38:47.920',0.025,-0.008,80.000,41.600
'38:47.928',0.034,-0.016,79.200,41.000
'38:47.936',0.008,-0.016,78.400,40.600
'38:47.944',0.034,-0.008,77.600,40.000
'38:47.952',0.092,-0.040,77.600,39.800
'38:47.960',0.118,-0.056,76.800,39.600
'38:47.968',0.168,-0.016,76.800,39.400
'38:47.976',0.286,-0.056,76.000,39.600
'38:47.984',0.345,-0.192,76.000,39.600
'38:47.992',0.370,-0.440,75.200,39.800
'38:48.000',0.294,-0.768,74.400,40.000
'38:48.008',0.454,-0.904,74.400,40.000
'38:48.016',0.471,-0.840,73.600,40.200
'38:48.024',0.445,-0.680,72.800,40.600
'38:48.032',0.462,-0.544,72.000,40.800
'38:48.040',0.269,-0.448,71.200,41.000
'38:48.048',0.210,-0.368,70.400,40.800
'38:48.056',0.261,-0.288,68.800,40.400
'38:48.064',0.244,-0.216,67.200,40.200
'38:48.072',0.227,-0.128,65.600,40.000
'38:48.080',0.176,-0.008,63.200,40.200
'38:48.088',0.126,0.064,61.600,40.600
'38:48.096',0.160,0.096,59.200,41.000
'38:48.104',0.092,0.104,56.800,41.200
'38:48.112',0.109,0.112,54.400,41.200
'38:48.120',0.059,0.120,52.800,40.600
'38:48.128',0.084,0.168,51.200,39.600
'38:48.136',0.025,0.168,49.600,37.800
'38:48.144',0.008,0.192,48.000,35.400
'38:48.152',0.067,0.184,46.400,32.600
'38:48.160',-0.008,0.216,44.800,29.200
'38:48.168',0.025,0.232,44.000,25.600
'38:48.176',0.000,0.240,44.000,22.000
'38:48.184',0.025,0.240,44.000,18.400
'38:48.192',0.034,0.256,44.800,15.000
'38:48.200',0.000,0.280,47.200,12.000
'38:48.208',0.034,0.312,49.600,9.000
'38:48.216',0.000,0.328,52.000,6.600
'38:48.224',0.000,0.368,53.600,4.200
'38:48.232',-0.042,0.368,54.400,2.200
'38:48.240',-0.126,0.384,55.200,0.600
'38:48.248',-0.034,0.376,55.200,-1.000
'38:48.256',-0.109,0.424,55.200,-2.600
'38:48.264',-0.017,0.392,55.200,-3.600
'38:48.272',0.025,0.344,55.200,-4.600
'38:48.280',-0.092,0.280,55.200,-5.000
'38:48.288',-0.042,0.232,55.200,-5.000
'38:48.296',-0.076,0.192,55.200,-5.000
'38:48.304',0.227,0.064,55.200,-5.000
'38:48.312',0.034,0.048,55.200,-5.000
'38:48.320',0.126,0.008,55.200,-5.000
'38:48.328',0.034,0.000,54.400,-4.800
'38:48.336',0.168,-0.040,53.600,-2.600
'38:48.344',0.101,-0.040,53.600,0.000
'38:48.352',0.202,-0.064,53.600,3.000
'38:48.360',0.000,-0.056,52.800,6.200
'38:48.368',-0.017,-0.016,52.000,9.800
'38:48.376',0.227,-0.056,51.200,13.600
'38:48.384',0.244,-0.064,51.200,18.000
'38:48.392',0.067,-0.032,51.200,22.400
'38:48.400',0.126,-0.016,52.000,26.800
'38:48.408',0.126,-0.040,54.400,31.400
'38:48.416',-0.050,0.008,58.400,35.800
'38:48.424',0.084,-0.016,62.400,40.000
'38:48.432',0.017,-0.008,67.200,44.000
'38:48.440',0.218,-0.040,72.000,45.000
'38:48.448',-0.050,-0.008,76.800,45.000
'38:48.456',0.034,0.000,82.400,45.000
'38:48.464',0.244,-0.056,87.200,45.000
'38:48.472',0.000,0.000,92.800,45.000
'38:48.480',-0.042,0.000,97.600,45.000
'38:48.488',0.160,-0.056,100.800,45.000
'38:48.496',0.034,-0.008,104.000,45.000
'38:48.504',0.176,-0.040,104.800,45.000
'38:48.512',-0.126,0.016,105.600,45.000
'38:48.520',0.235,0.032,105.600,45.000
'38:48.528',0.050,-0.032,105.600,45.000
'38:48.536',-0.008,0.000,104.800,45.000
'38:48.544',0.109,-0.016,104.000,45.000
'38:48.552',-0.034,-0.056,103.200,45.000
'38:48.560',0.092,0.000,101.600,45.000
'38:48.568',-0.008,0.016,100.000,45.000
'38:48.576',0.034,-0.016,98.400,45.000
'38:48.584',0.000,0.016,96.800,45.000
'38:48.592',0.210,-0.056,96.000,45.000
'38:48.600',-0.008,0.016,95.200,45.000
'38:48.608',0.118,0.032,95.200,45.000
'38:48.616',-0.034,0.000,96.000,45.000
'38:48.624',0.227,-0.016,97.600,45.000
'38:48.632',0.067,0.016,99.200,45.000
'38:48.640',0.176,-0.040,101.600,45.000
'38:48.648',0.185,-0.008,104.000,45.000
'38:48.656',-0.017,0.008,106.400,45.000
'38:48.664',0.143,-0.056,108.800,45.000
'38:48.672',-0.042,-0.008,112.000,45.000
'38:48.680',-0.076,-0.040,115.200,45.000
'38:48.688',0.067,-0.016,118.400,45.000
'38:48.696',0.151,-0.016,121.600,45.000
'38:48.704',0.000,0.000,124.800,45.000
'38:48.712',-0.126,0.024,127.200,45.000
'38:48.720',0.101,-0.032,130.400,45.000
'38:48.728',0.160,-0.040,133.600,45.000
'38:48.736',-0.151,0.032,136.000,45.000
'38:48.744',0.092,-0.056,138.400,45.000
'38:48.752',-0.050,-0.040,140.800,45.000
'38:48.760',0.151,-0.056,142.400,45.000
'38:48.768',0.000,0.000,144.000,45.000
'38:48.776',-0.101,0.032,145.600,45.000
'38:48.784',0.176,-0.056,147.200,45.000
'38:48.792',-0.126,0.000,149.600,45.000
'38:48.800',0.168,0.008,151.200,45.000
'38:48.808',0.025,-0.016,153.600,45.000
'38:48.816',0.218,-0.040,155.200,45.000
'38:48.824',-0.126,0.016,157.600,45.000
'38:48.832',0.034,-0.040,159.200,45.000
'38:48.840',-0.151,0.008,160.000,45.000
'38:48.848',0.143,-0.016,160.800,45.000
'38:48.856',-0.076,0.080,161.600,45.000
'38:48.864',0.202,0.088,161.600,45.000
'38:48.872',0.176,-0.008,161.600,45.000
'38:48.880',0.546,-0.080,160.800,45.000
'38:48.888',0.429,0.064,160.800,45.000
'38:48.896',0.042,0.096,160.000,45.000
'38:48.904',-0.092,-0.088,159.200,45.000
'38:48.912',0.092,-0.152,157.600,45.000
'38:48.920',0.143,-0.120,156.800,45.000
'38:48.928',0.000,-0.056,156.000,45.000
'38:48.936',-0.076,-0.040,155.200,45.000
'38:48.944',0.202,-0.104,155.200,45.000
'38:48.952',0.210,-0.104,154.400,45.000
'38:48.960',0.000,-0.032,152.000,45.000
'38:48.968',0.126,-0.056,150.400,45.000
'38:48.976',0.034,-0.072,147.200,45.000
'38:48.984',0.025,-0.064,144.800,45.000
'38:48.992',0.109,-0.040,141.600,45.000
'38:49.000',0.126,-0.032,139.200,45.000
'38:49.008',0.000,-0.064,135.200,45.000
'38:49.016',0.143,-0.040,132.000,45.000
'38:49.024',0.050,-0.056,129.600,45.000
'38:49.032',0.160,-0.040,128.000,45.000
'38:49.040',0.050,-0.056,126.400,45.000
'38:49.048',0.185,-0.056,125.600,45.000
'38:49.056',0.034,-0.016,124.000,45.000
'38:49.064',0.101,-0.040,122.400,45.000
'38:49.072',0.160,-0.032,120.000,45.000
'38:49.080',0.092,-0.040,118.400,45.000
'38:49.088',0.252,-0.056,115.200,45.000
'38:49.096',0.151,-0.016,112.800,45.000
'38:49.104',0.227,-0.040,109.600,45.000
'38:49.112',0.176,-0.016,106.400,45.000
'38:49.120',0.227,-0.008,104.000,45.000
'38:49.128',0.202,-0.016,100.800,45.000
'38:49.136',0.303,-0.016,98.400,45.000
'38:49.144',0.319,-0.040,96.000,45.000
'38:49.152',0.118,0.008,92.800,45.000
'38:49.160',0.210,0.016,90.400,45.000
'38:49.168',0.084,0.000,88.800,45.000
'38:49.176',0.126,0.008,86.400,45.000
'38:49.184',0.176,-0.016,84.800,45.000
'38:49.192',0.092,-0.016,84.000,45.000
'38:49.200',0.034,0.024,81.600,45.000
'38:49.208',0.101,0.000,80.000,45.000
'38:49.216',0.017,0.016,78.400,45.000
'38:49.224',0.101,0.000,77.600,45.000
'38:49.232',0.042,0.000,76.800,45.000
'38:49.240',0.084,0.008,76.000,45.000
'38:49.248',0.092,0.000,75.200,45.000
'38:49.256',0.025,0.008,74.400,45.000
'38:49.264',0.042,0.016,74.400,45.000
'38:49.272',0.025,0.000,73.600,45.000
'38:49.280',0.092,0.000,72.800,45.000
'38:49.288',0.118,0.000,72.000,45.000
'38:49.296',0.025,0.008,71.200,45.000
'38:49.304',0.084,0.000,69.600,45.000
'38:49.312',0.101,0.000,68.800,45.000
'38:49.320',0.034,0.000,68.000,45.000
'38:49.328',0.000,0.008,68.000,45.000
'38:49.336',0.034,0.000,68.800,45.000
'38:49.344',0.067,0.016,69.600,45.000
'38:49.352',0.017,0.000,69.600,45.000
'38:49.360',-0.008,0.008,70.400,45.000
'38:49.368',0.109,-0.016,70.400,45.000
'38:49.376',0.118,0.000,72.000,45.000
'38:49.384',0.092,0.024,73.600,45.000
'38:49.392',0.101,0.008,75.200,44.400
'38:49.400',0.042,0.000,76.800,44.000
'38:49.408',0.143,0.008,78.400,43.200
'38:49.416',0.202,0.000,79.200,42.600
'38:49.424',0.126,0.000,80.000,42.400
'38:49.432',0.143,-0.016,81.600,42.600
'38:49.440',0.067,-0.040,82.400,42.800
'38:49.448',0.092,-0.040,83.200,42.400
'38:49.456',0.050,-0.016,84.000,41.600
'38:49.464',0.067,-0.016,84.000,40.600
'38:49.472',0.050,-0.008,84.000,40.000
'38:49.480',0.059,-0.032,84.800,39.400
'38:49.488',0.034,-0.016,84.000,38.800
'38:49.496',0.034,-0.016,84.000,38.400
'38:49.504',0.092,-0.016,84.000,37.800
'38:49.512',0.101,0.000,84.000,37.000
'38:49.520',0.025,-0.016,83.200,36.000
'38:49.528',0.034,0.000,82.400,35.200
'38:49.536',-0.008,-0.016,81.600,34.600
'38:49.544',0.084,-0.008,80.000,33.800
'38:49.552',0.034,-0.016,78.400,33.200
'38:49.560',0.000,0.000,77.600,32.600
'38:49.568',0.067,0.000,75.200,32.200
'38:49.576',0.126,-0.016,73.600,31.800
'38:49.584',0.059,-0.008,72.000,31.400
'38:49.592',0.034,-0.016,69.600,31.200
'38:49.600',0.000,0.000,67.200,31.200
'38:49.608',0.034,-0.008,65.600,31.400
'38:49.616',0.025,0.008,64.000,31.800
'38:49.624',0.143,-0.016,62.400,32.200
'38:49.632',-0.017,0.048,61.600,32.400
'38:49.640',-0.101,0.088,60.800,32.600
'38:49.648',0.185,0.120,60.000,32.800
'38:49.656',0.445,-0.016,59.200,33.000
'38:49.664',0.647,-0.104,59.200,33.000
'38:49.672',0.403,0.016,59.200,33.200
'38:49.680',0.025,0.048,59.200,33.400
'38:49.688',-0.059,-0.088,60.000,33.600
'38:49.696',0.176,-0.144,60.000,33.800
'38:49.704',0.227,-0.104,60.000,34.200
'38:49.712',0.034,-0.056,60.800,34.600
'38:49.720',0.109,-0.056,60.800,35.200
