'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'47:42:31.064',-0.064,-,-,-0.056,-,-
'47:42:31.072',-0.064,-,-,-0.048,-,-
'47:42:31.080',-0.064,-,-,-0.048,-,-
'47:42:31.088',-0.064,-,-,-0.048,-,-
'47:42:31.096',-0.064,-,-,-0.048,-,-
'47:42:31.104',-0.056,-,-,-0.048,-,-
'47:42:31.112',-0.056,-,-,-0.040,-,-
'47:42:31.120',-0.056,-,-,-0.048,-,-
'47:42:31.128',-0.048,-,-,-0.056,-,-
'47:42:31.136',0.008,-,-,-0.072,-,-
'47:42:31.144',0.168,-,-,-0.088,-,-
'47:42:31.152',0.448,-,-,-0.064,-,-
'47:42:31.160',0.720,-,-,0.056,-,-
'47:42:31.168',0.784,-,-,0.232,-,-
'47:42:31.176',0.616,-,-,0.344,-,-
'47:42:31.184',0.424,-,-,0.352,-,-
'47:42:31.192',0.240,-,-,0.264,-,-
'47:42:31.200',0.088,-,-,0.152,-,-
'47:42:31.208',-0.032,-,-,0.048,-,-
'47:42:31.216',-0.120,-,-,-0.032,-,-
'47:42:31.224',-0.152,-,-,-0.056,-,-
'47:42:31.232',-0.152,-,-,-0.056,-,-
'47:42:31.240',-0.144,-,-,-0.056,-,-
'47:42:31.248',-0.144,-,-,-0.056,-,-
'47:42:31.256',-0.144,-,-,-0.056,-,-
'47:42:31.264',-0.144,-,-,-0.056,-,-
'47:42:31.272',-0.136,-,-,-0.056,-,-
'47:42:31.280',-0.136,-,-,-0.048,-,-
'47:42:31.288',-0.128,-,-,-0.048,-,-
'47:42:31.296',-0.128,-,-,-0.040,-,-
'47:42:31.304',-0.128,-,-,-0.040,-,-
'47:42:31.312',-0.128,-,-,-0.040,-,-
'47:42:31.320',-0.120,-,-,-0.040,-,-
'47:42:31.328',-0.120,-,-,-0.040,-,-
'47:42:31.336',-0.120,-,-,-0.040,-,-
'47:42:31.344',-0.120,-,-,-0.032,-,-
'47:42:31.352',-0.120,-,-,-0.040,-,-
'47:42:31.360',-0.120,-,-,-0.040,-,-
'47:42:31.368',-0.120,-,-,-0.040,-,-
'47:42:31.376',-0.120,-,-,-0.040,-,-
'47:42:31.384',-0.120,-,-,-0.048,-,-
'47:42:31.392',-0.120,-,-,-0.048,-,-
'47:42:31.400',-0.112,-,-,-0.048,-,-
'47:42:31.408',-0.112,-,-,-0.048,-,-
'47:42:31.416',-0.104,-,-,-0.056,-,-
'47:42:31.424',-0.096,-,-,-0.056,-,-
'47:42:31.432',-0.080,-,-,-0.048,-,-
'47:42:31.440',-0.056,-,-,-0.040,-,-
'47:42:31.448',-0.032,-,-,-0.024,-,-
'47:42:31.456',-0.016,-,-,-0.008,-,-
'47:42:31.464',0.000,-,-,0.000,-,-
'47:42:31.472',0.008,-,-,0.000,-,-
'47:42:31.480',0.008,-,-,0.008,-,-
'47:42:31.488',0.008,-,-,0.008,-,-
'47:42:31.496',0.008,-,-,0.008,-,-
'47:42:31.504',0.008,-,-,0.008,-,-
'47:42:31.512',0.008,-,-,0.008,-,-
'47:42:31.520',0.008,-,-,0.008,-,-
'47:42:31.528',0.008,-,-,0.008,-,-
'47:42:31.536',0.008,-,-,0.008,-,-
'47:42:31.544',0.008,-,-,0.008,-,-
'47:42:31.552',0.008,-,-,0.008,-,-
'47:42:31.560',0.008,-,-,0.016,-,-
'47:42:31.568',0.008,-,-,0.008,-,-
'47:42:31.576',0.008,-,-,0.008,-,-
'47:42:31.584',0.008,-,-,0.008,-,-
'47:42:31.592',0.008,-,-,0.016,-,-
'47:42:31.600',0.008,-,-,0.016,-,-
'47:42:31.608',0.008,-,-,0.008,-,-
'47:42:31.616',0.008,-,-,0.016,-,-
'47:42:31.624',0.008,-,-,0.008,-,-
'47:42:31.632',0.008,-,-,0.008,-,-
'47:42:31.640',0.008,-,-,0.008,-,-
'47:42:31.648',0.008,-,-,0.008,-,-
'47:42:31.656',0.008,-,-,0.008,-,-
'47:42:31.664',0.008,-,-,0.008,-,-
'47:42:31.672',0.008,-,-,0.008,-,-
'47:42:31.680',0.016,-,-,0.008,-,-
'47:42:31.688',0.008,-,-,0.008,-,-
'47:42:31.696',0.008,-,-,0.008,-,-
'47:42:31.704',0.008,-,-,0.008,-,-
'47:42:31.712',0.008,-,-,0.008,-,-
'47:42:31.720',0.008,-,-,0.008,-,-
'47:42:31.728',0.016,-,-,0.008,-,-
'47:42:31.736',0.016,-,-,0.008,-,-
'47:42:31.744',0.016,-,-,0.016,-,-
'47:42:31.752',0.024,-,-,0.016,-,-
'47:42:31.760',0.040,-,-,0.032,-,-
'47:42:31.768',0.056,-,-,0.048,-,-
'47:42:31.776',0.072,-,-,0.056,-,-
'47:42:31.784',0.080,-,-,0.072,-,-
'47:42:31.792',0.104,-,-,0.080,-,-
'47:42:31.800',0.120,-,-,0.088,-,-
'47:42:31.808',0.128,-,-,0.088,-,-
'47:42:31.816',0.096,-,-,0.064,-,-
'47:42:31.824',0.072,-,-,0.040,-,-
'47:42:31.832',0.056,-,-,0.024,-,-
'47:42:31.840',0.032,-,-,0.008,-,-
'47:42:31.848',0.000,-,-,0.000,-,-
'47:42:31.856',-0.024,-,-,-0.016,-,-
'47:42:31.864',-0.032,-,-,-0.016,-,-
'47:42:31.872',-0.040,-,-,-0.024,-,-
'47:42:31.880',-0.048,-,-,-0.024,-,-
'47:42:31.888',-0.048,-,-,-0.024,-,-
'47:42:31.896',-0.048,-,-,-0.024,-,-
'47:42:31.904',-0.040,-,-,-0.024,-,-
'47:42:31.912',-0.040,-,-,-0.024,-,-
'47:42:31.920',-0.048,-,-,-0.024,-,-
'47:42:31.928',-0.064,-,-,-0.016,-,-
'47:42:31.936',-0.072,-,-,-0.040,-,-
'47:42:31.944',-0.056,-,-,-0.104,-,-
'47:42:31.952',-0.008,-,-,-0.224,-,-
'47:42:31.960',0.032,-,-,-0.352,-,-
'47:42:31.968',0.048,-,-,-0.408,-,-
'47:42:31.976',0.040,-,-,-0.328,-,-
'47:42:31.984',0.016,-,-,-0.144,-,-
'47:42:31.992',-0.008,-,-,0.000,-,-
'47:42:32.000',-0.080,-,-,0.024,-,-
'47:42:32.008',-0.128,-,-,-0.024,-,-
'47:42:32.016',-0.088,-,-,-0.032,-,-
'47:42:32.024',-0.040,-,-,0.024,-,-
'47:42:32.032',-0.024,-,-,0.032,-,-
'47:42:32.040',-0.024,-,-,0.040,-,-
'47:42:32.048',-0.016,-,-,0.040,-,-
'47:42:32.056',-0.016,-,-,0.040,-,-
'47:42:32.064',-0.008,-,-,0.040,-,-
'47:42:32.072',0.000,-,-,0.040,-,-
'47:42:32.080',0.000,-,-,0.040,-,-
'47:42:32.088',0.000,-,-,0.048,-,-
'47:42:32.096',0.008,-,-,0.048,-,-
'47:42:32.104',0.008,-,-,0.048,-,-
'47:42:32.112',0.008,-,-,0.056,-,-
'47:42:32.120',0.016,-,-,0.056,-,-
'47:42:32.128',0.016,-,-,0.056,-,-
'47:42:32.136',0.024,-,-,0.056,-,-
'47:42:32.144',0.032,-,-,0.064,-,-
'47:42:32.152',0.040,-,-,0.072,-,-
'47:42:32.160',0.056,-,-,0.080,-,-
'47:42:32.168',0.064,-,-,0.088,-,-
'47:42:32.176',0.072,-,-,0.096,-,-
'47:42:32.184',0.096,-,-,0.112,-,-
'47:42:32.192',0.120,-,-,0.128,-,-
'47:42:32.200',0.144,-,-,0.144,-,-
'47:42:32.208',0.160,-,-,0.160,-,-
'47:42:32.216',0.184,-,-,0.168,-,-
'47:42:32.224',0.200,-,-,0.184,-,-
'47:42:32.232',0.208,-,-,0.184,-,-
'47:42:32.240',0.200,-,-,0.168,-,-
'47:42:32.248',0.184,-,-,0.144,-,-
'47:42:32.256',0.152,-,-,0.120,-,-
'47:42:32.264',0.120,-,-,0.088,-,-
'47:42:32.272',0.088,-,-,0.064,-,-
'47:42:32.280',0.056,-,-,0.040,-,-
'47:42:32.288',0.032,-,-,0.024,-,-
'47:42:32.296',0.008,-,-,0.016,-,-
'47:42:32.304',-0.008,-,-,0.008,-,-
'47:42:32.312',-0.016,-,-,0.000,-,-
'47:42:32.320',-0.024,-,-,-0.008,-,-
'47:42:32.328',-0.032,-,-,-0.008,-,-
'47:42:32.336',-0.040,-,-,-0.008,-,-
'47:42:32.344',-0.040,-,-,-0.008,-,-
'47:42:32.352',-0.032,-,-,-0.008,-,-
'47:42:32.360',-0.032,-,-,-0.016,-,-
'47:42:32.368',-0.040,-,-,-0.064,-,-
'47:42:32.376',-0.088,-,-,-0.144,-,-
'47:42:32.384',-0.168,-,-,-0.280,-,-
'47:42:32.392',-0.296,-,-,-0.472,-,-
'47:42:32.400',-0.480,-,-,-0.704,-,-
'47:42:32.408',-0.648,-,-,-0.864,-,-
'47:42:32.416',-0.736,-,-,-0.896,-,-
'47:42:32.424',-0.808,-,-,-0.800,-,-
'47:42:32.432',-0.840,-,-,-0.680,-,-
'47:42:32.440',-0.744,-,-,-0.528,-,-
'47:42:32.448',-0.568,-,-,-0.352,-,-
'47:42:32.456',-0.432,-,-,-0.216,-,-
'47:42:32.464',-0.392,-,-,-0.176,-,-
'47:42:32.472',-0.360,-,-,-0.160,-,-
'47:42:32.480',-0.248,-,-,-0.104,-,-
'47:42:32.488',-0.088,-,-,0.000,-,-
'47:42:32.496',0.064,-,-,0.112,-,-
'47:42:32.504',0.168,-,-,0.192,-,-
'47:42:32.512',0.200,-,-,0.232,-,-
'47:42:32.520',0.208,-,-,0.240,-,-
'47:42:32.528',0.224,-,-,0.248,-,-
'47:42:32.536',0.232,-,-,0.256,-,-
'47:42:32.544',0.240,-,-,0.264,-,-
'47:42:32.552',0.256,-,-,0.272,-,-
'47:42:32.560',0.272,-,-,0.288,-,-
'47:42:32.568',0.288,-,-,0.296,-,-
'47:42:32.576',0.304,-,-,0.312,-,-
'47:42:32.584',0.328,-,-,0.328,-,-
'47:42:32.592',0.360,-,-,0.352,-,-
'47:42:32.600',0.400,-,-,0.384,-,-
'47:42:32.608',0.440,-,-,0.416,-,-
'47:42:32.616',0.488,-,-,0.456,-,-
'47:42:32.624',0.536,-,-,0.480,-,-
'47:42:32.632',0.592,-,-,0.512,-,-
'47:42:32.640',0.640,-,-,0.544,-,-
'47:42:32.648',0.664,-,-,0.552,-,-
'47:42:32.656',0.656,-,-,0.528,-,-
'47:42:32.664',0.632,-,-,0.488,-,-
'47:42:32.672',0.592,-,-,0.440,-,-
'47:42:32.680',0.528,-,-,0.376,-,-
'47:42:32.688',0.448,-,-,0.320,-,-
'47:42:32.696',0.360,-,-,0.256,-,-
'47:42:32.704',0.272,-,-,0.192,-,-
'47:42:32.712',0.192,-,-,0.136,-,-
'47:42:32.720',0.112,-,-,0.088,-,-
'47:42:32.728',0.056,-,-,0.048,-,-
'47:42:32.736',0.000,-,-,0.008,-,-
'47:42:32.744',-0.040,-,-,-0.016,-,-
'47:42:32.752',-0.064,-,-,-0.032,-,-
'47:42:32.760',-0.080,-,-,-0.040,-,-
'47:42:32.768',-0.096,-,-,-0.056,-,-
'47:42:32.776',-0.104,-,-,-0.056,-,-
'47:42:32.784',-0.112,-,-,-0.064,-,-
'47:42:32.792',-0.112,-,-,-0.064,-,-
'47:42:32.800',-0.120,-,-,-0.064,-,-
'47:42:32.808',-0.120,-,-,-0.064,-,-
'47:42:32.816',-0.112,-,-,-0.064,-,-
'47:42:32.824',-0.112,-,-,-0.064,-,-
'47:42:32.832',-0.120,-,-,-0.064,-,-
'47:42:32.840',-0.120,-,-,-0.064,-,-
'47:42:32.848',-0.120,-,-,-0.072,-,-
'47:42:32.856',-0.120,-,-,-0.072,-,-
'47:42:32.864',-0.112,-,-,-0.064,-,-
'47:42:32.872',-0.112,-,-,-0.064,-,-
'47:42:32.880',-0.104,-,-,-0.072,-,-
'47:42:32.888',-0.104,-,-,-0.072,-,-
'47:42:32.896',-0.104,-,-,-0.064,-,-
'47:42:32.904',-0.096,-,-,-0.064,-,-
'47:42:32.912',-0.096,-,-,-0.064,-,-
'47:42:32.920',-0.088,-,-,-0.064,-,-
'47:42:32.928',-0.088,-,-,-0.064,-,-
'47:42:32.936',-0.088,-,-,-0.064,-,-
'47:42:32.944',-0.088,-,-,-0.056,-,-
'47:42:32.952',-0.080,-,-,-0.056,-,-
'47:42:32.960',-0.080,-,-,-0.056,-,-
'47:42:32.968',-0.080,-,-,-0.048,-,-
'47:42:32.976',-0.072,-,-,-0.048,-,-
'47:42:32.984',-0.064,-,-,-0.048,-,-
'47:42:32.992',-0.064,-,-,-0.040,-,-
'47:42:33.000',-0.064,-,-,-0.040,-,-
'47:42:33.008',-0.064,-,-,-0.040,-,-
'47:42:33.016',-0.056,-,-,-0.040,-,-
'47:42:33.024',-0.056,-,-,-0.040,-,-
'47:42:33.032',-0.056,-,-,-0.032,-,-
'47:42:33.040',-0.048,-,-,-0.032,-,-
'47:42:33.048',-0.048,-,-,-0.024,-,-
'47:42:33.056',-0.040,-,-,-0.024,-,-
'47:42:33.064',-0.040,-,-,-0.024,-,-
'47:42:33.072',-0.040,-,-,-0.024,-,-
'47:42:33.080',-0.040,-,-,-0.024,-,-
'47:42:33.088',-0.032,-,-,-0.024,-,-
'47:42:33.096',-0.032,-,-,-0.024,-,-
'47:42:33.104',-0.032,-,-,-0.024,-,-
'47:42:33.112',-0.032,-,-,-0.024,-,-
'47:42:33.120',-0.024,-,-,-0.016,-,-
'47:42:33.128',-0.024,-,-,-0.016,-,-
'47:42:33.136',-0.024,-,-,-0.016,-,-
'47:42:33.144',-0.024,-,-,-0.016,-,-
'47:42:33.152',-0.024,-,-,-0.016,-,-
'47:42:33.160',-0.024,-,-,-0.016,-,-
'47:42:33.168',-0.024,-,-,-0.016,-,-
'47:42:33.176',-0.024,-,-,-0.016,-,-
'47:42:33.184',-0.024,-,-,-0.016,-,-
'47:42:33.192',-0.024,-,-,-0.016,-,-
'47:42:33.200',-0.024,-,-,-0.016,-,-
'47:42:33.208',-0.016,-,-,-0.016,-,-
'47:42:33.216',-0.016,-,-,-0.008,-,-
'47:42:33.224',-0.008,-,-,-0.008,-,-
'47:42:33.232',-0.008,-,-,-0.008,-,-
'47:42:33.240',-0.008,-,-,-0.008,-,-
'47:42:33.248',-0.008,-,-,-0.008,-,-
'47:42:33.256',-0.008,-,-,-0.008,-,-
'47:42:33.264',-0.008,-,-,-0.008,-,-
'47:42:33.272',-0.008,-,-,-0.008,-,-
'47:42:33.280',-0.008,-,-,0.000,-,-
'47:42:33.288',-0.008,-,-,0.000,-,-
'47:42:33.296',-0.008,-,-,0.000,-,-
'47:42:33.304',-0.008,-,-,-0.008,-,-
'47:42:33.312',-0.008,-,-,-0.008,-,-
'47:42:33.320',-0.008,-,-,0.000,-,-
'47:42:33.328',-0.008,-,-,0.000,-,-
'47:42:33.336',0.000,-,-,0.000,-,-
'47:42:33.344',0.000,-,-,0.000,-,-
'47:42:33.352',0.000,-,-,0.000,-,-
'47:42:33.360',-0.008,-,-,0.000,-,-
'47:42:33.368',-0.008,-,-,0.000,-,-
'47:42:33.376',-0.008,-,-,0.000,-,-
'47:42:33.384',0.000,-,-,0.000,-,-
'47:42:33.392',0.000,-,-,-0.008,-,-
'47:42:33.400',0.000,-,-,0.000,-,-
'47:42:33.408',0.000,-,-,0.000,-,-
'47:42:33.416',0.000,-,-,0.000,-,-
'47:42:33.424',0.000,-,-,-0.008,-,-
'47:42:33.432',0.000,-,-,-0.008,-,-
'47:42:33.440',0.000,-,-,0.000,-,-
'47:42:33.448',0.008,-,-,0.008,-,-
'47:42:33.456',0.024,-,-,0.016,-,-
'47:42:33.464',0.040,-,-,0.032,-,-
'47:42:33.472',0.048,-,-,0.040,-,-
'47:42:33.480',0.056,-,-,0.056,-,-
'47:42:33.488',0.064,-,-,0.064,-,-
'47:42:33.496',0.088,-,-,0.040,-,-
'47:42:33.504',0.136,-,-,-0.048,-,-
'47:42:33.512',0.152,-,-,-0.184,-,-
'47:42:33.520',0.144,-,-,-0.304,-,-
'47:42:33.528',0.120,-,-,-0.320,-,-
'47:42:33.536',0.056,-,-,-0.216,-,-
'47:42:33.544',-0.016,-,-,-0.088,-,-
'47:42:33.552',-0.080,-,-,0.000,-,-
'47:42:33.560',-0.152,-,-,0.008,-,-
'47:42:33.568',-0.200,-,-,-0.064,-,-
'47:42:33.576',-0.160,-,-,-0.072,-,-
'47:42:33.584',-0.088,-,-,-0.016,-,-
'47:42:33.592',-0.072,-,-,0.000,-,-
'47:42:33.600',-0.064,-,-,0.000,-,-
'47:42:33.608',-0.056,-,-,0.008,-,-
'47:42:33.616',-0.048,-,-,0.008,-,-
'47:42:33.624',-0.048,-,-,0.008,-,-
'47:42:33.632',-0.040,-,-,0.008,-,-
'47:42:33.640',-0.032,-,-,0.016,-,-
'47:42:33.648',-0.032,-,-,0.016,-,-
'47:42:33.656',-0.024,-,-,0.024,-,-
'47:42:33.664',-0.024,-,-,0.024,-,-
'47:42:33.672',-0.016,-,-,0.024,-,-
'47:42:33.680',-0.016,-,-,0.032,-,-
'47:42:33.688',-0.008,-,-,0.032,-,-
'47:42:33.696',0.000,-,-,0.040,-,-
'47:42:33.704',0.008,-,-,0.048,-,-
'47:42:33.712',0.016,-,-,0.056,-,-
'47:42:33.720',0.024,-,-,0.064,-,-
'47:42:33.728',0.040,-,-,0.072,-,-
'47:42:33.736',0.056,-,-,0.088,-,-
'47:42:33.744',0.072,-,-,0.104,-,-
'47:42:33.752',0.104,-,-,0.128,-,-
'47:42:33.760',0.128,-,-,0.144,-,-
'47:42:33.768',0.144,-,-,0.160,-,-
'47:42:33.776',0.168,-,-,0.168,-,-
'47:42:33.784',0.192,-,-,0.184,-,-
'47:42:33.792',0.208,-,-,0.192,-,-
'47:42:33.800',0.208,-,-,0.176,-,-
'47:42:33.808',0.200,-,-,0.160,-,-
'47:42:33.816',0.176,-,-,0.128,-,-
'47:42:33.824',0.152,-,-,0.096,-,-
'47:42:33.832',0.120,-,-,0.072,-,-
'47:42:33.840',0.080,-,-,0.048,-,-
'47:42:33.848',0.056,-,-,0.024,-,-
'47:42:33.856',0.032,-,-,0.008,-,-
'47:42:33.864',0.016,-,-,0.000,-,-
'47:42:33.872',0.000,-,-,-0.008,-,-
'47:42:33.880',-0.008,-,-,-0.008,-,-
'47:42:33.888',-0.008,-,-,-0.008,-,-
'47:42:33.896',-0.016,-,-,-0.008,-,-
'47:42:33.904',-0.016,-,-,-0.008,-,-
'47:42:33.912',-0.016,-,-,-0.008,-,-
'47:42:33.920',-0.008,-,-,-0.008,-,-
'47:42:33.928',-0.008,-,-,0.000,-,-
'47:42:33.936',-0.008,-,-,0.000,-,-
'47:42:33.944',-0.008,-,-,0.000,-,-
'47:42:33.952',-0.008,-,-,0.000,-,-
'47:42:33.960',-0.008,-,-,0.000,-,-
'47:42:33.968',0.000,-,-,0.000,-,-
'47:42:33.976',0.000,-,-,0.000,-,-
'47:42:33.984',0.000,-,-,0.000,-,-
'47:42:33.992',0.000,-,-,0.000,-,-
'47:42:34.000',0.000,-,-,0.000,-,-
'47:42:34.008',0.000,-,-,0.000,-,-
'47:42:34.016',0.000,-,-,0.000,-,-
'47:42:34.024',-0.008,-,-,0.000,-,-
'47:42:34.032',-0.008,-,-,0.000,-,-
'47:42:34.040',-0.016,-,-,-0.008,-,-
'47:42:34.048',-0.016,-,-,-0.008,-,-
'47:42:34.056',-0.016,-,-,-0.008,-,-
'47:42:34.064',-0.008,-,-,0.000,-,-
'47:42:34.072',-0.008,-,-,0.000,-,-
'47:42:34.080',-0.016,-,-,-0.008,-,-
'47:42:34.088',-0.016,-,-,-0.008,-,-
'47:42:34.096',-0.016,-,-,-0.008,-,-
'47:42:34.104',-0.016,-,-,-0.008,-,-
'47:42:34.112',-0.016,-,-,-0.008,-,-
'47:42:34.120',-0.016,-,-,-0.008,-,-
'47:42:34.128',-0.016,-,-,-0.008,-,-
'47:42:34.136',-0.016,-,-,-0.008,-,-
'47:42:34.144',-0.016,-,-,-0.008,-,-
'47:42:34.152',-0.016,-,-,-0.008,-,-
'47:42:34.160',-0.016,-,-,-0.008,-,-
'47:42:34.168',-0.016,-,-,-0.008,-,-
'47:42:34.176',-0.024,-,-,-0.008,-,-
'47:42:34.184',-0.024,-,-,-0.008,-,-
'47:42:34.192',-0.024,-,-,-0.008,-,-
'47:42:34.200',-0.016,-,-,-0.008,-,-
'47:42:34.208',-0.016,-,-,-0.008,-,-
'47:42:34.216',-0.016,-,-,-0.008,-,-
'47:42:34.224',-0.008,-,-,0.000,-,-
'47:42:34.232',-0.008,-,-,-0.008,-,-
'47:42:34.240',-0.008,-,-,0.000,-,-
'47:42:34.248',-0.008,-,-,0.000,-,-
'47:42:34.256',-0.008,-,-,0.000,-,-
'47:42:34.264',-0.008,-,-,0.000,-,-
'47:42:34.272',-0.008,-,-,0.000,-,-
'47:42:34.280',-0.008,-,-,0.000,-,-
'47:42:34.288',-0.008,-,-,0.000,-,-
'47:42:34.296',-0.008,-,-,0.000,-,-
'47:42:34.304',0.000,-,-,0.000,-,-
'47:42:34.312',0.000,-,-,0.008,-,-
'47:42:34.320',0.016,-,-,0.016,-,-
'47:42:34.328',0.032,-,-,0.032,-,-
'47:42:34.336',0.048,-,-,0.040,-,-
'47:42:34.344',0.064,-,-,0.048,-,-
'47:42:34.352',0.080,-,-,0.056,-,-
'47:42:34.360',0.096,-,-,0.064,-,-
'47:42:34.368',0.088,-,-,0.056,-,-
'47:42:34.376',0.056,-,-,0.032,-,-
'47:42:34.384',0.032,-,-,0.008,-,-
'47:42:34.392',0.016,-,-,-0.008,-,-
'47:42:34.400',-0.008,-,-,-0.016,-,-
'47:42:34.408',-0.032,-,-,-0.024,-,-
'47:42:34.416',-0.048,-,-,-0.024,-,-
'47:42:34.424',-0.056,-,-,-0.032,-,-
'47:42:34.432',-0.064,-,-,-0.040,-,-
'47:42:34.440',-0.064,-,-,-0.040,-,-
'47:42:34.448',-0.072,-,-,-0.040,-,-
'47:42:34.456',-0.064,-,-,-0.040,-,-
'47:42:34.464',-0.064,-,-,-0.040,-,-
'47:42:34.472',-0.064,-,-,-0.032,-,-
'47:42:34.480',-0.056,-,-,-0.032,-,-
'47:42:34.488',-0.064,-,-,-0.032,-,-
'47:42:34.496',-0.064,-,-,-0.032,-,-
'47:42:34.504',-0.056,-,-,-0.032,-,-
'47:42:34.512',-0.048,-,-,-0.040,-,-
'47:42:34.520',-0.016,-,-,-0.064,-,-
'47:42:34.528',0.096,-,-,-0.088,-,-
'47:42:34.536',0.344,-,-,-0.096,-,-
'47:42:34.544',0.648,-,-,0.000,-,-
'47:42:34.552',0.792,-,-,0.176,-,-
'47:42:34.560',0.680,-,-,0.320,-,-
'47:42:34.568',0.488,-,-,0.360,-,-
'47:42:34.576',0.296,-,-,0.296,-,-
'47:42:34.584',0.120,-,-,0.184,-,-
'47:42:34.592',-0.016,-,-,0.072,-,-
'47:42:34.600',-0.104,-,-,-0.008,-,-
'47:42:34.608',-0.144,-,-,-0.048,-,-
'47:42:34.616',-0.152,-,-,-0.048,-,-
'47:42:34.624',-0.152,-,-,-0.048,-,-
'47:42:34.632',-0.152,-,-,-0.056,-,-
'47:42:34.640',-0.144,-,-,-0.056,-,-
'47:42:34.648',-0.144,-,-,-0.048,-,-
'47:42:34.656',-0.136,-,-,-0.048,-,-
'47:42:34.664',-0.136,-,-,-0.048,-,-
'47:42:34.672',-0.128,-,-,-0.048,-,-
'47:42:34.680',-0.128,-,-,-0.048,-,-
'47:42:34.688',-0.128,-,-,-0.040,-,-
'47:42:34.696',-0.128,-,-,-0.048,-,-
'47:42:34.704',-0.128,-,-,-0.048,-,-
'47:42:34.712',-0.128,-,-,-0.040,-,-
'47:42:34.720',-0.128,-,-,-0.040,-,-
'47:42:34.728',-0.128,-,-,-0.048,-,-
'47:42:34.736',-0.128,-,-,-0.048,-,-
'47:42:34.744',-0.136,-,-,-0.056,-,-
'47:42:34.752',-0.136,-,-,-0.056,-,-
'47:42:34.760',-0.144,-,-,-0.064,-,-
'47:42:34.768',-0.144,-,-,-0.064,-,-
'47:42:34.776',-0.144,-,-,-0.064,-,-
'47:42:34.784',-0.144,-,-,-0.064,-,-
'47:42:34.792',-0.144,-,-,-0.072,-,-
'47:42:34.800',-0.152,-,-,-0.080,-,-
'47:42:34.808',-0.136,-,-,-0.080,-,-
'47:42:34.816',-0.120,-,-,-0.072,-,-
'47:42:34.824',-0.104,-,-,-0.064,-,-
'47:42:34.832',-0.080,-,-,-0.056,-,-
'47:42:34.840',-0.056,-,-,-0.040,-,-
'47:42:34.848',-0.032,-,-,-0.024,-,-
'47:42:34.856',-0.016,-,-,-0.008,-,-
'47:42:34.864',0.000,-,-,0.000,-,-
'47:42:34.872',0.000,-,-,0.008,-,-
'47:42:34.880',0.000,-,-,0.008,-,-
'47:42:34.888',0.008,-,-,0.008,-,-
'47:42:34.896',0.008,-,-,0.008,-,-
'47:42:34.904',0.008,-,-,0.016,-,-
'47:42:34.912',0.008,-,-,0.016,-,-
'47:42:34.920',0.008,-,-,0.016,-,-
'47:42:34.928',0.008,-,-,0.016,-,-
'47:42:34.936',0.008,-,-,0.016,-,-
'47:42:34.944',0.008,-,-,0.016,-,-
'47:42:34.952',0.008,-,-,0.016,-,-
