'Elapsed time','II','III','AVR','V','MCL1','ABP','PAP'
'96:22:52.048',0.224,-,-,-,-,87.200,46.800
'96:22:52.056',0.200,-,-,-,-,88.800,45.600
'96:22:52.064',0.168,-,-,-,-,90.400,44.400
'96:22:52.072',0.152,-,-,-,-,90.400,42.800
'96:22:52.080',0.120,-,-,-,-,90.400,40.800
'96:22:52.088',0.096,-,-,-,-,90.400,38.800
'96:22:52.096',0.072,-,-,-,-,88.800,38.000
'96:22:52.104',0.032,-,-,-,-,88.000,38.400
'96:22:52.112',0.032,-,-,-,-,86.400,40.000
'96:22:52.120',0.024,-,-,-,-,84.800,41.200
'96:22:52.128',0.032,-,-,-,-,83.200,42.000
'96:22:52.136',0.000,-,-,-,-,81.600,41.600
'96:22:52.144',0.008,-,-,-,-,79.200,41.200
'96:22:52.152',0.000,-,-,-,-,76.800,40.800
'96:22:52.160',0.008,-,-,-,-,74.400,40.400
'96:22:52.168',0.000,-,-,-,-,71.200,40.000
'96:22:52.176',0.024,-,-,-,-,68.800,39.600
'96:22:52.184',0.000,-,-,-,-,66.400,39.600
'96:22:52.192',0.000,-,-,-,-,64.000,40.000
'96:22:52.200',0.000,-,-,-,-,61.600,40.400
'96:22:52.208',0.000,-,-,-,-,60.000,40.800
'96:22:52.216',-0.024,-,-,-,-,58.400,41.200
'96:22:52.224',0.000,-,-,-,-,56.800,41.200
'96:22:52.232',0.000,-,-,-,-,55.200,40.800
'96:22:52.240',-0.008,-,-,-,-,55.200,40.400
'96:22:52.248',0.000,-,-,-,-,54.400,39.600
'96:22:52.256',-0.008,-,-,-,-,54.400,38.400
'96:22:52.264',0.000,-,-,-,-,54.400,37.600
'96:22:52.272',-0.024,-,-,-,-,54.400,36.000
'96:22:52.280',-0.008,-,-,-,-,55.200,34.800
'96:22:52.288',0.000,-,-,-,-,56.000,33.600
'96:22:52.296',-0.024,-,-,-,-,56.000,32.400
'96:22:52.304',-0.024,-,-,-,-,56.000,31.200
'96:22:52.312',-0.024,-,-,-,-,56.000,30.800
'96:22:52.320',-0.024,-,-,-,-,56.000,30.400
'96:22:52.328',-0.024,-,-,-,-,56.800,30.400
'96:22:52.336',-0.032,-,-,-,-,56.800,30.400
'96:22:52.344',-0.024,-,-,-,-,57.600,30.800
'96:22:52.352',-0.008,-,-,-,-,57.600,31.600
'96:22:52.360',0.000,-,-,-,-,57.600,32.000
'96:22:52.368',-0.024,-,-,-,-,57.600,32.000
'96:22:52.376',0.000,-,-,-,-,57.600,32.000
'96:22:52.384',-0.024,-,-,-,-,58.400,31.600
'96:22:52.392',-0.024,-,-,-,-,58.400,30.800
'96:22:52.400',0.000,-,-,-,-,58.400,30.000
'96:22:52.408',0.000,-,-,-,-,58.400,29.200
'96:22:52.416',0.000,-,-,-,-,58.400,28.400
'96:22:52.424',0.000,-,-,-,-,57.600,28.000
'96:22:52.432',-0.024,-,-,-,-,57.600,27.200
'96:22:52.440',0.000,-,-,-,-,57.600,27.200
'96:22:52.448',0.000,-,-,-,-,57.600,26.800
'96:22:52.456',0.000,-,-,-,-,56.800,26.800
'96:22:52.464',-0.384,-,-,-,-,56.800,26.800
'96:22:52.472',0.072,-,-,-,-,56.000,26.800
'96:22:52.480',0.008,-,-,-,-,55.200,26.800
'96:22:52.488',0.000,-,-,-,-,54.400,26.800
'96:22:52.496',-0.024,-,-,-,-,53.600,27.200
'96:22:52.504',-0.056,-,-,-,-,52.800,27.200
'96:22:52.512',-0.096,-,-,-,-,52.000,27.200
'96:22:52.520',-0.120,-,-,-,-,52.000,27.600
'96:22:52.528',-0.104,-,-,-,-,51.200,27.200
'96:22:52.536',-0.192,-,-,-,-,51.200,27.200
'96:22:52.544',-0.240,-,-,-,-,51.200,26.800
'96:22:52.552',-0.216,-,-,-,-,51.200,26.800
'96:22:52.560',-0.200,-,-,-,-,50.400,26.800
'96:22:52.568',-0.264,-,-,-,-,50.400,26.800
'96:22:52.576',-0.288,-,-,-,-,49.600,26.800
'96:22:52.584',-0.424,-,-,-,-,49.600,26.800
'96:22:52.592',-0.520,-,-,-,-,49.600,27.600
'96:22:52.600',-0.544,-,-,-,-,48.800,28.400
'96:22:52.608',-0.480,-,-,-,-,48.800,30.000
'96:22:52.616',-0.376,-,-,-,-,48.800,32.000
'96:22:52.624',-0.288,-,-,-,-,48.000,34.000
'96:22:52.632',-0.224,-,-,-,-,48.000,36.400
'96:22:52.640',-0.152,-,-,-,-,48.000,38.400
'96:22:52.648',-0.096,-,-,-,-,47.200,39.200
'96:22:52.656',-0.024,-,-,-,-,47.200,39.600
'96:22:52.664',0.000,-,-,-,-,48.000,38.400
'96:22:52.672',0.056,-,-,-,-,48.000,36.000
'96:22:52.680',0.120,-,-,-,-,48.000,34.000
'96:22:52.688',0.192,-,-,-,-,48.800,32.800
'96:22:52.696',0.224,-,-,-,-,48.800,32.800
'96:22:52.704',0.264,-,-,-,-,49.600,34.000
'96:22:52.712',0.288,-,-,-,-,49.600,36.800
'96:22:52.720',0.288,-,-,-,-,49.600,40.800
'96:22:52.728',0.312,-,-,-,-,48.800,45.200
'96:22:52.736',0.336,-,-,-,-,49.600,49.600
'96:22:52.744',0.336,-,-,-,-,50.400,53.600
'96:22:52.752',0.336,-,-,-,-,52.000,56.400
'96:22:52.760',0.352,-,-,-,-,54.400,58.400
'96:22:52.768',0.336,-,-,-,-,56.800,59.200
'96:22:52.776',0.352,-,-,-,-,60.000,59.200
'96:22:52.784',0.336,-,-,-,-,63.200,58.400
'96:22:52.792',0.336,-,-,-,-,68.000,57.200
'96:22:52.800',0.312,-,-,-,-,72.000,55.200
'96:22:52.808',0.336,-,-,-,-,76.800,53.200
'96:22:52.816',0.312,-,-,-,-,80.800,51.200
'96:22:52.824',0.304,-,-,-,-,84.000,49.200
'96:22:52.832',0.280,-,-,-,-,86.400,47.600
'96:22:52.840',0.264,-,-,-,-,88.800,46.000
'96:22:52.848',0.224,-,-,-,-,90.400,44.800
'96:22:52.856',0.216,-,-,-,-,91.200,43.600
'96:22:52.864',0.176,-,-,-,-,92.000,42.400
'96:22:52.872',0.152,-,-,-,-,92.000,41.200
'96:22:52.880',0.128,-,-,-,-,92.000,40.400
'96:22:52.888',0.104,-,-,-,-,91.200,40.000
'96:22:52.896',0.080,-,-,-,-,91.200,40.000
'96:22:52.904',0.056,-,-,-,-,90.400,40.400
'96:22:52.912',0.072,-,-,-,-,88.800,40.400
'96:22:52.920',0.048,-,-,-,-,87.200,40.800
'96:22:52.928',0.032,-,-,-,-,84.800,41.200
'96:22:52.936',0.024,-,-,-,-,83.200,42.000
'96:22:52.944',0.024,-,-,-,-,80.800,42.400
'96:22:52.952',0.008,-,-,-,-,77.600,42.800
'96:22:52.960',0.024,-,-,-,-,74.400,42.800
'96:22:52.968',0.000,-,-,-,-,71.200,42.800
'96:22:52.976',0.000,-,-,-,-,68.000,42.800
'96:22:52.984',0.000,-,-,-,-,65.600,42.800
'96:22:52.992',0.000,-,-,-,-,63.200,42.800
'96:22:53.000',0.000,-,-,-,-,60.800,42.800
'96:22:53.008',0.008,-,-,-,-,59.200,42.400
'96:22:53.016',0.000,-,-,-,-,58.400,42.400
'96:22:53.024',0.000,-,-,-,-,57.600,42.400
'96:22:53.032',0.000,-,-,-,-,56.800,42.000
'96:22:53.040',-0.008,-,-,-,-,56.800,41.200
'96:22:53.048',0.000,-,-,-,-,56.800,40.400
'96:22:53.056',-0.032,-,-,-,-,56.800,39.200
'96:22:53.064',-0.024,-,-,-,-,56.800,38.400
'96:22:53.072',-0.024,-,-,-,-,56.800,37.600
'96:22:53.080',-0.024,-,-,-,-,57.600,36.800
'96:22:53.088',-0.048,-,-,-,-,58.400,35.600
'96:22:53.096',-0.024,-,-,-,-,59.200,34.800
'96:22:53.104',-0.056,-,-,-,-,59.200,34.000
'96:22:53.112',-0.032,-,-,-,-,59.200,33.200
'96:22:53.120',-0.024,-,-,-,-,60.000,32.800
'96:22:53.128',-0.008,-,-,-,-,60.800,32.000
'96:22:53.136',-0.024,-,-,-,-,60.800,31.600
'96:22:53.144',-0.024,-,-,-,-,60.800,31.200
'96:22:53.152',-0.056,-,-,-,-,60.000,30.800
'96:22:53.160',-0.032,-,-,-,-,60.000,30.800
'96:22:53.168',-0.032,-,-,-,-,60.000,30.400
'96:22:53.176',-0.024,-,-,-,-,60.000,30.400
'96:22:53.184',-0.032,-,-,-,-,59.200,29.600
'96:22:53.192',-0.024,-,-,-,-,58.400,28.800
'96:22:53.200',-0.048,-,-,-,-,57.600,28.400
'96:22:53.208',-0.024,-,-,-,-,56.800,27.600
'96:22:53.216',-0.032,-,-,-,-,56.800,27.200
'96:22:53.224',-0.024,-,-,-,-,56.800,26.800
'96:22:53.232',-0.032,-,-,-,-,56.000,26.400
'96:22:53.240',-0.024,-,-,-,-,56.000,26.400
'96:22:53.248',-0.024,-,-,-,-,56.000,26.800
'96:22:53.256',-0.024,-,-,-,-,56.000,26.800
'96:22:53.264',-0.304,-,-,-,-,56.000,27.200
'96:22:53.272',0.048,-,-,-,-,56.000,27.200
'96:22:53.280',0.000,-,-,-,-,55.200,27.600
'96:22:53.288',-0.008,-,-,-,-,55.200,27.600
'96:22:53.296',-0.048,-,-,-,-,54.400,27.600
'96:22:53.304',-0.080,-,-,-,-,53.600,27.200
'96:22:53.312',-0.128,-,-,-,-,53.600,27.200
'96:22:53.320',-0.152,-,-,-,-,52.800,27.200
'96:22:53.328',-0.176,-,-,-,-,52.800,26.800
'96:22:53.336',-0.240,-,-,-,-,52.000,26.800
'96:22:53.344',-0.240,-,-,-,-,52.000,26.400
'96:22:53.352',-0.216,-,-,-,-,51.200,26.000
'96:22:53.360',-0.200,-,-,-,-,51.200,25.600
'96:22:53.368',-0.240,-,-,-,-,50.400,25.200
'96:22:53.376',-0.224,-,-,-,-,49.600,24.400
'96:22:53.384',-0.424,-,-,-,-,49.600,23.200
'96:22:53.392',-0.472,-,-,-,-,48.800,22.400
'96:22:53.400',-0.480,-,-,-,-,48.800,21.600
'96:22:53.408',-0.400,-,-,-,-,48.800,21.200
'96:22:53.416',-0.352,-,-,-,-,48.800,21.600
'96:22:53.424',-0.264,-,-,-,-,48.800,23.200
'96:22:53.432',-0.240,-,-,-,-,48.800,25.200
'96:22:53.440',-0.200,-,-,-,-,48.800,28.000
'96:22:53.448',-0.120,-,-,-,-,48.000,30.800
'96:22:53.456',-0.056,-,-,-,-,48.000,33.600
'96:22:53.464',0.000,-,-,-,-,47.200,35.200
'96:22:53.472',0.048,-,-,-,-,46.400,36.000
'96:22:53.480',0.104,-,-,-,-,46.400,36.000
'96:22:53.488',0.176,-,-,-,-,45.600,34.400
'96:22:53.496',0.200,-,-,-,-,44.800,32.800
'96:22:53.504',0.192,-,-,-,-,44.000,30.800
'96:22:53.512',0.256,-,-,-,-,44.000,29.200
'96:22:53.520',0.240,-,-,-,-,43.200,28.800
'96:22:53.528',0.256,-,-,-,-,43.200,28.800
'96:22:53.536',0.256,-,-,-,-,43.200,30.000
'96:22:53.544',0.264,-,-,-,-,43.200,32.000
'96:22:53.552',0.264,-,-,-,-,44.800,34.400
'96:22:53.560',0.288,-,-,-,-,46.400,36.800
'96:22:53.568',0.288,-,-,-,-,48.800,38.800
'96:22:53.576',0.288,-,-,-,-,52.800,39.600
'96:22:53.584',0.288,-,-,-,-,56.800,40.000
'96:22:53.592',0.288,-,-,-,-,62.400,39.200
'96:22:53.600',0.288,-,-,-,-,67.200,37.600
'96:22:53.608',0.312,-,-,-,-,71.200,35.600
'96:22:53.616',0.288,-,-,-,-,75.200,32.800
'96:22:53.624',0.280,-,-,-,-,78.400,30.400
'96:22:53.632',0.224,-,-,-,-,81.600,28.000
'96:22:53.640',0.216,-,-,-,-,83.200,26.000
'96:22:53.648',0.192,-,-,-,-,84.000,24.000
'96:22:53.656',0.176,-,-,-,-,84.800,22.000
'96:22:53.664',0.144,-,-,-,-,84.800,20.400
'96:22:53.672',0.128,-,-,-,-,84.800,19.600
'96:22:53.680',0.104,-,-,-,-,84.000,19.200
'96:22:53.688',0.080,-,-,-,-,83.200,19.200
'96:22:53.696',0.048,-,-,-,-,81.600,19.600
'96:22:53.704',0.032,-,-,-,-,79.200,20.000
'96:22:53.712',0.024,-,-,-,-,77.600,20.800
'96:22:53.720',0.000,-,-,-,-,75.200,22.000
'96:22:53.728',0.000,-,-,-,-,72.800,23.200
'96:22:53.736',0.000,-,-,-,-,70.400,24.000
'96:22:53.744',0.000,-,-,-,-,68.000,24.800
'96:22:53.752',-0.024,-,-,-,-,65.600,25.200
'96:22:53.760',0.000,-,-,-,-,62.400,25.600
'96:22:53.768',-0.008,-,-,-,-,60.000,25.600
'96:22:53.776',0.000,-,-,-,-,57.600,25.200
'96:22:53.784',-0.024,-,-,-,-,55.200,24.400
'96:22:53.792',-0.008,-,-,-,-,53.600,23.600
'96:22:53.800',-0.024,-,-,-,-,52.000,22.800
'96:22:53.808',0.000,-,-,-,-,51.200,21.600
'96:22:53.816',0.000,-,-,-,-,50.400,20.400
'96:22:53.824',-0.056,-,-,-,-,50.400,19.600
'96:22:53.832',-0.072,-,-,-,-,49.600,18.800
'96:22:53.840',-0.056,-,-,-,-,49.600,18.800
'96:22:53.848',-0.072,-,-,-,-,48.800,18.800
'96:22:53.856',-0.080,-,-,-,-,48.800,19.200
'96:22:53.864',-0.056,-,-,-,-,48.800,19.600
'96:22:53.872',-0.056,-,-,-,-,49.600,19.200
'96:22:53.880',-0.056,-,-,-,-,50.400,18.800
'96:22:53.888',-0.056,-,-,-,-,51.200,18.400
'96:22:53.896',-0.048,-,-,-,-,52.000,17.600
'96:22:53.904',-0.056,-,-,-,-,52.000,16.800
'96:22:53.912',-0.056,-,-,-,-,52.800,16.000
'96:22:53.920',-0.056,-,-,-,-,53.600,15.200
'96:22:53.928',-0.048,-,-,-,-,53.600,14.800
'96:22:53.936',-0.056,-,-,-,-,53.600,14.000
'96:22:53.944',-0.032,-,-,-,-,53.600,13.600
'96:22:53.952',-0.056,-,-,-,-,52.800,13.200
'96:22:53.960',-0.048,-,-,-,-,52.800,12.800
'96:22:53.968',-0.056,-,-,-,-,52.000,13.200
'96:22:53.976',-0.056,-,-,-,-,52.000,13.600
'96:22:53.984',-0.056,-,-,-,-,51.200,14.000
'96:22:53.992',-0.048,-,-,-,-,51.200,14.000
'96:22:54.000',-0.032,-,-,-,-,50.400,14.000
'96:22:54.008',-0.048,-,-,-,-,50.400,14.000
'96:22:54.016',-0.056,-,-,-,-,50.400,14.000
'96:22:54.024',-0.048,-,-,-,-,49.600,13.600
'96:22:54.032',-0.032,-,-,-,-,49.600,14.000
'96:22:54.040',-0.056,-,-,-,-,49.600,14.400
'96:22:54.048',-0.056,-,-,-,-,48.800,15.200
'96:22:54.056',-0.352,-,-,-,-,48.800,16.000
'96:22:54.064',0.024,-,-,-,-,48.000,17.200
'96:22:54.072',0.000,-,-,-,-,47.200,17.600
'96:22:54.080',-0.024,-,-,-,-,47.200,18.000
'96:22:54.088',-0.024,-,-,-,-,46.400,18.000
'96:22:54.096',-0.024,-,-,-,-,45.600,17.600
'96:22:54.104',-0.120,-,-,-,-,45.600,17.600
'96:22:54.112',-0.152,-,-,-,-,45.600,17.200
'96:22:54.120',-0.144,-,-,-,-,45.600,16.800
'96:22:54.128',-0.200,-,-,-,-,45.600,16.400
'96:22:54.136',-0.256,-,-,-,-,45.600,16.000
'96:22:54.144',-0.240,-,-,-,-,45.600,16.000
'96:22:54.152',-0.216,-,-,-,-,45.600,16.400
'96:22:54.160',-0.264,-,-,-,-,44.800,16.800
'96:22:54.168',-0.264,-,-,-,-,44.800,17.200
'96:22:54.176',-0.264,-,-,-,-,44.800,17.200
'96:22:54.184',-0.376,-,-,-,-,44.800,17.600
'96:22:54.192',-0.408,-,-,-,-,44.800,18.400
'96:22:54.200',-0.432,-,-,-,-,44.800,19.200
'96:22:54.208',-0.352,-,-,-,-,44.800,20.000
'96:22:54.216',-0.288,-,-,-,-,44.800,20.800
'96:22:54.224',-0.240,-,-,-,-,44.000,22.000
'96:22:54.232',-0.176,-,-,-,-,44.000,23.600
'96:22:54.240',-0.144,-,-,-,-,44.000,25.600
'96:22:54.248',-0.104,-,-,-,-,44.000,28.000
'96:22:54.256',-0.056,-,-,-,-,44.800,30.800
'96:22:54.264',-0.024,-,-,-,-,44.800,33.600
'96:22:54.272',0.048,-,-,-,-,44.800,36.800
'96:22:54.280',0.104,-,-,-,-,44.800,39.600
'96:22:54.288',0.152,-,-,-,-,44.800,42.000
'96:22:54.296',0.168,-,-,-,-,44.800,43.200
'96:22:54.304',0.200,-,-,-,-,44.000,43.200
'96:22:54.312',0.200,-,-,-,-,44.000,42.400
'96:22:54.320',0.224,-,-,-,-,44.000,40.800
'96:22:54.328',0.240,-,-,-,-,44.000,39.600
'96:22:54.336',0.224,-,-,-,-,43.200,38.800
'96:22:54.344',0.240,-,-,-,-,44.000,38.400
'96:22:54.352',0.256,-,-,-,-,44.800,38.400
'96:22:54.360',0.256,-,-,-,-,46.400,39.200
'96:22:54.368',0.264,-,-,-,-,48.800,40.400
'96:22:54.376',0.280,-,-,-,-,52.800,41.600
'96:22:54.384',0.256,-,-,-,-,56.800,43.200
'96:22:54.392',0.264,-,-,-,-,60.800,45.200
'96:22:54.400',0.224,-,-,-,-,65.600,46.800
'96:22:54.408',0.224,-,-,-,-,70.400,47.600
'96:22:54.416',0.216,-,-,-,-,75.200,47.600
'96:22:54.424',0.200,-,-,-,-,79.200,47.200
'96:22:54.432',0.176,-,-,-,-,82.400,46.400
'96:22:54.440',0.168,-,-,-,-,84.800,45.200
'96:22:54.448',0.152,-,-,-,-,86.400,44.000
'96:22:54.456',0.120,-,-,-,-,88.000,42.800
'96:22:54.464',0.096,-,-,-,-,88.000,41.200
'96:22:54.472',0.048,-,-,-,-,88.800,39.600
'96:22:54.480',0.056,-,-,-,-,88.000,38.400
'96:22:54.488',0.024,-,-,-,-,88.000,38.000
'96:22:54.496',0.008,-,-,-,-,86.400,37.600
'96:22:54.504',0.000,-,-,-,-,85.600,38.000
'96:22:54.512',0.000,-,-,-,-,84.000,38.000
'96:22:54.520',0.000,-,-,-,-,82.400,38.000
'96:22:54.528',-0.008,-,-,-,-,80.000,38.000
'96:22:54.536',-0.032,-,-,-,-,78.400,38.400
'96:22:54.544',-0.024,-,-,-,-,76.000,38.800
'96:22:54.552',-0.032,-,-,-,-,73.600,39.600
'96:22:54.560',-0.008,-,-,-,-,71.200,40.000
'96:22:54.568',-0.024,-,-,-,-,68.800,41.200
'96:22:54.576',-0.024,-,-,-,-,65.600,42.000
'96:22:54.584',-0.032,-,-,-,-,63.200,42.400
'96:22:54.592',-0.056,-,-,-,-,60.800,42.800
'96:22:54.600',-0.056,-,-,-,-,58.400,42.800
'96:22:54.608',-0.024,-,-,-,-,56.800,42.400
'96:22:54.616',-0.032,-,-,-,-,55.200,41.600
'96:22:54.624',-0.032,-,-,-,-,53.600,40.800
'96:22:54.632',-0.048,-,-,-,-,52.800,39.600
'96:22:54.640',-0.032,-,-,-,-,52.800,38.000
'96:22:54.648',-0.056,-,-,-,-,52.000,36.800
'96:22:54.656',-0.032,-,-,-,-,52.800,35.600
'96:22:54.664',-0.056,-,-,-,-,52.800,34.400
'96:22:54.672',-0.032,-,-,-,-,53.600,33.200
'96:22:54.680',-0.048,-,-,-,-,53.600,32.400
'96:22:54.688',-0.056,-,-,-,-,53.600,31.600
'96:22:54.696',-0.032,-,-,-,-,54.400,31.200
'96:22:54.704',-0.056,-,-,-,-,54.400,31.200
'96:22:54.712',-0.032,-,-,-,-,54.400,31.200
'96:22:54.720',-0.056,-,-,-,-,55.200,31.200
'96:22:54.728',-0.032,-,-,-,-,55.200,31.200
'96:22:54.736',-0.048,-,-,-,-,56.000,31.200
'96:22:54.744',-0.024,-,-,-,-,56.000,31.200
'96:22:54.752',-0.048,-,-,-,-,56.000,30.800
'96:22:54.760',-0.032,-,-,-,-,56.000,30.800
'96:22:54.768',-0.032,-,-,-,-,56.000,30.000
'96:22:54.776',-0.024,-,-,-,-,56.000,29.600
'96:22:54.784',-0.048,-,-,-,-,56.000,28.800
'96:22:54.792',-0.024,-,-,-,-,55.200,28.400
'96:22:54.800',-0.048,-,-,-,-,55.200,28.000
'96:22:54.808',-0.024,-,-,-,-,54.400,27.200
'96:22:54.816',-0.024,-,-,-,-,54.400,26.800
'96:22:54.824',-0.032,-,-,-,-,53.600,26.400
'96:22:54.832',-0.024,-,-,-,-,53.600,26.400
'96:22:54.840',-0.008,-,-,-,-,53.600,26.000
'96:22:54.848',-0.024,-,-,-,-,52.800,25.600
'96:22:54.856',-0.400,-,-,-,-,52.800,25.600
'96:22:54.864',0.048,-,-,-,-,52.000,25.600
'96:22:54.872',0.000,-,-,-,-,52.000,25.600
'96:22:54.880',-0.024,-,-,-,-,51.200,25.600
'96:22:54.888',-0.032,-,-,-,-,50.400,25.600
'96:22:54.896',-0.080,-,-,-,-,49.600,26.000
'96:22:54.904',-0.120,-,-,-,-,49.600,25.600
'96:22:54.912',-0.128,-,-,-,-,48.800,25.600
'96:22:54.920',-0.152,-,-,-,-,48.800,25.600
'96:22:54.928',-0.216,-,-,-,-,48.800,25.200
'96:22:54.936',-0.240,-,-,-,-,48.000,24.800
'96:22:54.944',-0.216,-,-,-,-,48.000,24.800
'96:22:54.952',-0.216,-,-,-,-,48.000,24.400
'96:22:54.960',-0.264,-,-,-,-,48.000,24.000
'96:22:54.968',-0.288,-,-,-,-,48.000,23.600
'96:22:54.976',-0.400,-,-,-,-,48.000,23.200
'96:22:54.984',-0.472,-,-,-,-,48.000,22.800
'96:22:54.992',-0.480,-,-,-,-,48.000,22.800
'96:22:55.000',-0.432,-,-,-,-,47.200,23.600
'96:22:55.008',-0.312,-,-,-,-,47.200,24.800
'96:22:55.016',-0.288,-,-,-,-,47.200,27.200
'96:22:55.024',-0.216,-,-,-,-,48.000,30.000
'96:22:55.032',-0.200,-,-,-,-,48.000,33.200
'96:22:55.040',-0.120,-,-,-,-,48.800,36.400
'96:22:55.048',-0.072,-,-,-,-,48.800,38.800
'96:22:55.056',0.000,-,-,-,-,48.800,40.000
'96:22:55.064',0.024,-,-,-,-,48.000,40.000
'96:22:55.072',0.072,-,-,-,-,48.000,39.600
'96:22:55.080',0.128,-,-,-,-,48.000,39.200
'96:22:55.088',0.192,-,-,-,-,47.200,39.600
'96:22:55.096',0.216,-,-,-,-,47.200,40.000
'96:22:55.104',0.224,-,-,-,-,46.400,40.400
'96:22:55.112',0.256,-,-,-,-,45.600,41.600
'96:22:55.120',0.264,-,-,-,-,45.600,42.800
'96:22:55.128',0.280,-,-,-,-,44.800,44.400
'96:22:55.136',0.264,-,-,-,-,45.600,45.600
'96:22:55.144',0.288,-,-,-,-,46.400,47.200
'96:22:55.152',0.288,-,-,-,-,48.000,48.400
'96:22:55.160',0.288,-,-,-,-,50.400,48.800
'96:22:55.168',0.288,-,-,-,-,54.400,49.200
'96:22:55.176',0.288,-,-,-,-,58.400,49.600
'96:22:55.184',0.288,-,-,-,-,63.200,49.200
'96:22:55.192',0.288,-,-,-,-,68.000,48.800
'96:22:55.200',0.280,-,-,-,-,73.600,48.000
'96:22:55.208',0.288,-,-,-,-,78.400,47.200
'96:22:55.216',0.240,-,-,-,-,82.400,45.600
'96:22:55.224',0.256,-,-,-,-,86.400,44.000
'96:22:55.232',0.216,-,-,-,-,88.800,42.400
'96:22:55.240',0.200,-,-,-,-,89.600,40.400
'96:22:55.248',0.176,-,-,-,-,90.400,38.400
'96:22:55.256',0.152,-,-,-,-,90.400,36.800
'96:22:55.264',0.120,-,-,-,-,90.400,36.000
'96:22:55.272',0.104,-,-,-,-,90.400,35.200
'96:22:55.280',0.072,-,-,-,-,89.600,35.200
'96:22:55.288',0.056,-,-,-,-,88.000,36.000
'96:22:55.296',0.048,-,-,-,-,87.200,36.400
'96:22:55.304',0.032,-,-,-,-,84.800,36.800
