'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:47:03.528',0.000,-0.058,-,-,-,-,72.800
'14:47:03.536',0.000,-0.066,-,-,-,-,72.000
'14:47:03.544',0.008,-0.066,-,-,-,-,70.400
'14:47:03.552',0.000,-0.074,-,-,-,-,69.600
'14:47:03.560',0.008,-0.066,-,-,-,-,69.600
'14:47:03.568',-0.008,-0.058,-,-,-,-,68.800
'14:47:03.576',0.000,-0.066,-,-,-,-,68.800
'14:47:03.584',0.000,-0.058,-,-,-,-,68.000
'14:47:03.592',0.000,-0.066,-,-,-,-,68.000
'14:47:03.600',0.000,-0.058,-,-,-,-,67.200
'14:47:03.608',0.000,-0.058,-,-,-,-,67.200
'14:47:03.616',-0.008,-0.058,-,-,-,-,66.400
'14:47:03.624',0.000,-0.058,-,-,-,-,66.400
'14:47:03.632',0.000,-0.050,-,-,-,-,66.400
'14:47:03.640',0.000,-0.058,-,-,-,-,65.600
'14:47:03.648',0.000,-0.041,-,-,-,-,65.600
'14:47:03.656',0.000,-0.041,-,-,-,-,64.800
'14:47:03.664',0.000,-0.033,-,-,-,-,64.800
'14:47:03.672',0.000,-0.033,-,-,-,-,64.000
'14:47:03.680',0.000,-0.025,-,-,-,-,64.000
'14:47:03.688',0.000,-0.025,-,-,-,-,64.000
'14:47:03.696',0.000,-0.017,-,-,-,-,63.200
'14:47:03.704',0.000,-0.008,-,-,-,-,63.200
'14:47:03.712',0.008,0.000,-,-,-,-,63.200
'14:47:03.720',0.016,0.000,-,-,-,-,62.400
'14:47:03.728',0.032,0.008,-,-,-,-,62.400
'14:47:03.736',0.040,-0.050,-,-,-,-,62.400
'14:47:03.744',0.064,-0.099,-,-,-,-,62.400
'14:47:03.752',0.064,-0.149,-,-,-,-,62.400
'14:47:03.760',0.064,-0.198,-,-,-,-,61.600
'14:47:03.768',0.056,-0.215,-,-,-,-,61.600
'14:47:03.776',0.064,-0.190,-,-,-,-,61.600
'14:47:03.784',0.088,-0.182,-,-,-,-,60.800
'14:47:03.792',0.104,-0.149,-,-,-,-,60.800
'14:47:03.800',0.080,-0.132,-,-,-,-,60.800
'14:47:03.808',0.064,-0.099,-,-,-,-,60.000
'14:47:03.816',0.064,-0.017,-,-,-,-,60.000
'14:47:03.824',0.056,0.033,-,-,-,-,60.000
'14:47:03.832',0.016,0.074,-,-,-,-,60.000
'14:47:03.840',0.000,0.132,-,-,-,-,60.000
'14:47:03.848',-0.016,0.140,-,-,-,-,60.000
'14:47:03.856',-0.024,0.124,-,-,-,-,60.000
'14:47:03.864',-0.016,0.116,-,-,-,-,60.000
'14:47:03.872',-0.032,0.116,-,-,-,-,62.400
'14:47:03.880',-0.040,0.099,-,-,-,-,65.600
'14:47:03.888',-0.040,0.116,-,-,-,-,72.000
'14:47:03.896',-0.032,0.116,-,-,-,-,80.800
'14:47:03.904',-0.048,0.116,-,-,-,-,88.800
'14:47:03.912',-0.056,0.132,-,-,-,-,93.600
'14:47:03.920',-0.064,0.132,-,-,-,-,95.200
'14:47:03.928',-0.056,0.140,-,-,-,-,95.200
'14:47:03.936',-0.072,0.149,-,-,-,-,94.400
'14:47:03.944',-0.064,0.149,-,-,-,-,92.800
'14:47:03.952',-0.088,0.132,-,-,-,-,91.200
'14:47:03.960',-0.072,0.132,-,-,-,-,88.800
'14:47:03.968',-0.088,0.116,-,-,-,-,86.400
'14:47:03.976',-0.072,0.116,-,-,-,-,84.000
'14:47:03.984',-0.088,0.099,-,-,-,-,81.600
'14:47:03.992',-0.072,0.074,-,-,-,-,79.200
'14:47:04.000',-0.072,0.058,-,-,-,-,76.000
'14:47:04.008',-0.056,0.050,-,-,-,-,73.600
'14:47:04.016',-0.048,0.041,-,-,-,-,72.800
'14:47:04.024',-0.032,0.017,-,-,-,-,72.000
'14:47:04.032',-0.032,0.000,-,-,-,-,72.800
'14:47:04.040',-0.016,0.000,-,-,-,-,72.800
'14:47:04.048',-0.008,-0.017,-,-,-,-,72.800
'14:47:04.056',-0.016,-0.025,-,-,-,-,72.000
'14:47:04.064',0.000,-0.017,-,-,-,-,71.200
'14:47:04.072',-0.008,-0.041,-,-,-,-,70.400
'14:47:04.080',0.000,-0.033,-,-,-,-,69.600
'14:47:04.088',-0.008,-0.050,-,-,-,-,68.800
'14:47:04.096',0.000,-0.033,-,-,-,-,68.000
'14:47:04.104',-0.016,-0.041,-,-,-,-,67.200
'14:47:04.112',-0.008,-0.050,-,-,-,-,67.200
'14:47:04.120',-0.016,-0.041,-,-,-,-,67.200
'14:47:04.128',0.000,-0.033,-,-,-,-,66.400
'14:47:04.136',-0.016,-0.041,-,-,-,-,66.400
'14:47:04.144',0.000,-0.025,-,-,-,-,66.400
'14:47:04.152',0.000,-0.033,-,-,-,-,65.600
'14:47:04.160',0.000,-0.033,-,-,-,-,65.600
'14:47:04.168',0.000,-0.025,-,-,-,-,65.600
'14:47:04.176',0.000,-0.017,-,-,-,-,64.800
'14:47:04.184',0.000,-0.017,-,-,-,-,64.800
'14:47:04.192',0.000,-0.017,-,-,-,-,64.800
'14:47:04.200',0.000,-0.017,-,-,-,-,64.000
'14:47:04.208',0.000,-0.008,-,-,-,-,64.000
'14:47:04.216',0.000,-0.008,-,-,-,-,63.200
'14:47:04.224',0.000,0.000,-,-,-,-,63.200
'14:47:04.232',0.000,-0.008,-,-,-,-,63.200
'14:47:04.240',0.008,0.008,-,-,-,-,63.200
'14:47:04.248',0.000,0.017,-,-,-,-,62.400
'14:47:04.256',0.024,0.017,-,-,-,-,62.400
'14:47:04.264',0.032,-0.017,-,-,-,-,62.400
'14:47:04.272',0.056,-0.050,-,-,-,-,61.600
'14:47:04.280',0.064,-0.099,-,-,-,-,61.600
'14:47:04.288',0.064,-0.157,-,-,-,-,61.600
'14:47:04.296',0.064,-0.207,-,-,-,-,61.600
'14:47:04.304',0.056,-0.190,-,-,-,-,60.800
'14:47:04.312',0.080,-0.165,-,-,-,-,60.800
'14:47:04.320',0.088,-0.165,-,-,-,-,60.800
'14:47:04.328',0.104,-0.140,-,-,-,-,60.000
'14:47:04.336',0.064,-0.107,-,-,-,-,60.000
'14:47:04.344',0.064,-0.066,-,-,-,-,60.000
'14:47:04.352',0.080,0.008,-,-,-,-,60.000
'14:47:04.360',0.048,0.050,-,-,-,-,59.200
'14:47:04.368',0.016,0.116,-,-,-,-,59.200
'14:47:04.376',0.000,0.140,-,-,-,-,59.200
'14:47:04.384',-0.024,0.140,-,-,-,-,59.200
'14:47:04.392',-0.024,0.124,-,-,-,-,60.000
'14:47:04.400',-0.032,0.116,-,-,-,-,60.800
'14:47:04.408',-0.024,0.116,-,-,-,-,63.200
'14:47:04.416',-0.040,0.116,-,-,-,-,68.000
'14:47:04.424',-0.032,0.116,-,-,-,-,75.200
'14:47:04.432',-0.048,0.116,-,-,-,-,83.200
'14:47:04.440',-0.048,0.124,-,-,-,-,89.600
'14:47:04.448',-0.056,0.132,-,-,-,-,93.600
'14:47:04.456',-0.064,0.132,-,-,-,-,94.400
'14:47:04.464',-0.072,0.140,-,-,-,-,94.400
'14:47:04.472',-0.072,0.132,-,-,-,-,93.600
'14:47:04.480',-0.072,0.140,-,-,-,-,92.000
'14:47:04.488',-0.088,0.132,-,-,-,-,89.600
'14:47:04.496',-0.088,0.116,-,-,-,-,87.200
'14:47:04.504',-0.088,0.116,-,-,-,-,84.800
'14:47:04.512',-0.072,0.099,-,-,-,-,83.200
'14:47:04.520',-0.088,0.091,-,-,-,-,80.000
'14:47:04.528',-0.072,0.058,-,-,-,-,77.600
'14:47:04.536',-0.088,0.050,-,-,-,-,75.200
'14:47:04.544',-0.056,0.033,-,-,-,-,72.800
'14:47:04.552',-0.040,0.017,-,-,-,-,72.000
'14:47:04.560',-0.032,0.008,-,-,-,-,72.000
'14:47:04.568',-0.032,-0.008,-,-,-,-,72.800
'14:47:04.576',-0.008,-0.017,-,-,-,-,72.800
'14:47:04.584',-0.016,-0.041,-,-,-,-,72.800
'14:47:04.592',0.000,-0.033,-,-,-,-,72.000
'14:47:04.600',-0.008,-0.050,-,-,-,-,70.400
'14:47:04.608',0.000,-0.058,-,-,-,-,69.600
'14:47:04.616',-0.008,-0.058,-,-,-,-,68.800
'14:47:04.624',0.000,-0.058,-,-,-,-,68.000
'14:47:04.632',-0.008,-0.058,-,-,-,-,67.200
'14:47:04.640',-0.008,-0.058,-,-,-,-,67.200
'14:47:04.648',0.000,-0.058,-,-,-,-,66.400
'14:47:04.656',-0.016,-0.058,-,-,-,-,66.400
'14:47:04.664',0.000,-0.058,-,-,-,-,66.400
'14:47:04.672',-0.016,-0.058,-,-,-,-,65.600
'14:47:04.680',0.000,-0.058,-,-,-,-,65.600
'14:47:04.688',-0.008,-0.050,-,-,-,-,65.600
'14:47:04.696',0.000,-0.050,-,-,-,-,64.800
'14:47:04.704',-0.008,-0.041,-,-,-,-,64.800
'14:47:04.712',0.000,-0.041,-,-,-,-,64.800
'14:47:04.720',0.000,-0.033,-,-,-,-,64.000
'14:47:04.728',0.000,-0.033,-,-,-,-,64.000
'14:47:04.736',-0.008,-0.041,-,-,-,-,63.200
'14:47:04.744',0.000,-0.025,-,-,-,-,63.200
'14:47:04.752',0.000,-0.017,-,-,-,-,63.200
'14:47:04.760',0.000,-0.025,-,-,-,-,62.400
'14:47:04.768',0.000,-0.017,-,-,-,-,62.400
'14:47:04.776',0.008,0.000,-,-,-,-,62.400
'14:47:04.784',0.016,0.008,-,-,-,-,62.400
'14:47:04.792',0.040,0.000,-,-,-,-,61.600
'14:47:04.800',0.032,-0.025,-,-,-,-,61.600
'14:47:04.808',0.080,-0.066,-,-,-,-,61.600
'14:47:04.816',0.088,-0.132,-,-,-,-,61.600
'14:47:04.824',0.064,-0.182,-,-,-,-,60.800
'14:47:04.832',0.064,-0.215,-,-,-,-,60.800
'14:47:04.840',0.080,-0.182,-,-,-,-,60.800
'14:47:04.848',0.088,-0.182,-,-,-,-,60.800
'14:47:04.856',0.104,-0.165,-,-,-,-,60.000
'14:47:04.864',0.120,-0.124,-,-,-,-,60.000
'14:47:04.872',0.064,-0.099,-,-,-,-,60.000
'14:47:04.880',0.064,-0.033,-,-,-,-,59.200
'14:47:04.888',0.080,0.025,-,-,-,-,59.200
'14:47:04.896',0.032,0.066,-,-,-,-,59.200
'14:47:04.904',0.016,0.124,-,-,-,-,59.200
'14:47:04.912',-0.008,0.140,-,-,-,-,59.200
'14:47:04.920',-0.024,0.124,-,-,-,-,59.200
'14:47:04.928',-0.016,0.116,-,-,-,-,60.000
'14:47:04.936',-0.040,0.116,-,-,-,-,61.600
'14:47:04.944',-0.032,0.099,-,-,-,-,64.800
'14:47:04.952',-0.040,0.099,-,-,-,-,71.200
'14:47:04.960',-0.040,0.116,-,-,-,-,79.200
'14:47:04.968',-0.056,0.099,-,-,-,-,87.200
'14:47:04.976',-0.048,0.116,-,-,-,-,92.800
'14:47:04.984',-0.064,0.124,-,-,-,-,95.200
'14:47:04.992',-0.056,0.132,-,-,-,-,95.200
'14:47:05.000',-0.072,0.132,-,-,-,-,94.400
'14:47:05.008',-0.072,0.132,-,-,-,-,92.800
'14:47:05.016',-0.088,0.132,-,-,-,-,91.200
'14:47:05.024',-0.088,0.116,-,-,-,-,88.800
'14:47:05.032',-0.096,0.099,-,-,-,-,86.400
'14:47:05.040',-0.088,0.099,-,-,-,-,84.800
'14:47:05.048',-0.088,0.091,-,-,-,-,82.400
'14:47:05.056',-0.088,0.058,-,-,-,-,80.000
'14:47:05.064',-0.072,0.050,-,-,-,-,76.800
'14:47:05.072',-0.064,0.041,-,-,-,-,74.400
'14:47:05.080',-0.056,0.025,-,-,-,-,72.800
'14:47:05.088',-0.040,0.008,-,-,-,-,72.000
'14:47:05.096',-0.024,0.000,-,-,-,-,72.000
'14:47:05.104',-0.016,-0.017,-,-,-,-,72.000
'14:47:05.112',-0.016,-0.025,-,-,-,-,72.800
'14:47:05.120',-0.008,-0.041,-,-,-,-,72.000
'14:47:05.128',0.000,-0.033,-,-,-,-,71.200
'14:47:05.136',-0.008,-0.050,-,-,-,-,70.400
'14:47:05.144',0.000,-0.058,-,-,-,-,68.800
'14:47:05.152',-0.008,-0.058,-,-,-,-,68.000
'14:47:05.160',0.000,-0.058,-,-,-,-,67.200
'14:47:05.168',-0.008,-0.066,-,-,-,-,67.200
'14:47:05.176',0.000,-0.058,-,-,-,-,66.400
'14:47:05.184',-0.008,-0.058,-,-,-,-,66.400
'14:47:05.192',0.000,-0.058,-,-,-,-,66.400
'14:47:05.200',-0.008,-0.058,-,-,-,-,66.400
'14:47:05.208',0.000,-0.058,-,-,-,-,65.600
'14:47:05.216',-0.008,-0.058,-,-,-,-,65.600
'14:47:05.224',0.000,-0.050,-,-,-,-,65.600
'14:47:05.232',0.000,-0.050,-,-,-,-,64.800
'14:47:05.240',0.000,-0.050,-,-,-,-,64.800
'14:47:05.248',0.000,-0.041,-,-,-,-,64.800
'14:47:05.256',0.000,-0.041,-,-,-,-,64.000
'14:47:05.264',0.000,-0.033,-,-,-,-,64.000
'14:47:05.272',0.000,-0.041,-,-,-,-,63.200
'14:47:05.280',0.008,-0.025,-,-,-,-,63.200
'14:47:05.288',0.000,-0.033,-,-,-,-,63.200
'14:47:05.296',0.000,-0.025,-,-,-,-,62.400
'14:47:05.304',0.008,-0.017,-,-,-,-,62.400
'14:47:05.312',0.016,0.000,-,-,-,-,62.400
'14:47:05.320',0.000,0.000,-,-,-,-,62.400
'14:47:05.328',0.040,-0.017,-,-,-,-,61.600
'14:47:05.336',0.056,-0.058,-,-,-,-,61.600
'14:47:05.344',0.088,-0.107,-,-,-,-,61.600
'14:47:05.352',0.064,-0.165,-,-,-,-,61.600
'14:47:05.360',0.080,-0.207,-,-,-,-,60.800
'14:47:05.368',0.064,-0.215,-,-,-,-,60.800
'14:47:05.376',0.088,-0.182,-,-,-,-,60.800
'14:47:05.384',0.104,-0.182,-,-,-,-,60.000
'14:47:05.392',0.120,-0.149,-,-,-,-,60.000
'14:47:05.400',0.088,-0.132,-,-,-,-,60.000
'14:47:05.408',0.064,-0.099,-,-,-,-,59.200
'14:47:05.416',0.080,-0.017,-,-,-,-,59.200
'14:47:05.424',0.064,0.041,-,-,-,-,59.200
'14:47:05.432',0.016,0.091,-,-,-,-,59.200
'14:47:05.440',0.000,0.132,-,-,-,-,59.200
'14:47:05.448',-0.024,0.132,-,-,-,-,59.200
'14:47:05.456',-0.024,0.116,-,-,-,-,59.200
'14:47:05.464',-0.016,0.116,-,-,-,-,60.000
'14:47:05.472',-0.032,0.099,-,-,-,-,62.400
'14:47:05.480',-0.032,0.099,-,-,-,-,67.200
'14:47:05.488',-0.040,0.099,-,-,-,-,74.400
'14:47:05.496',-0.032,0.116,-,-,-,-,82.400
'14:47:05.504',-0.048,0.099,-,-,-,-,89.600
'14:47:05.512',-0.040,0.124,-,-,-,-,93.600
'14:47:05.520',-0.064,0.132,-,-,-,-,95.200
'14:47:05.528',-0.056,0.132,-,-,-,-,94.400
'14:47:05.536',-0.072,0.132,-,-,-,-,93.600
'14:47:05.544',-0.072,0.132,-,-,-,-,92.800
'14:47:05.552',-0.088,0.124,-,-,-,-,90.400
'14:47:05.560',-0.088,0.116,-,-,-,-,88.000
'14:47:05.568',-0.088,0.099,-,-,-,-,85.600
'14:47:05.576',-0.088,0.099,-,-,-,-,84.000
'14:47:05.584',-0.072,0.074,-,-,-,-,81.600
'14:47:05.592',-0.088,0.050,-,-,-,-,78.400
'14:47:05.600',-0.072,0.050,-,-,-,-,76.000
'14:47:05.608',-0.048,0.033,-,-,-,-,73.600
'14:47:05.616',-0.040,0.017,-,-,-,-,72.000
'14:47:05.624',-0.024,0.000,-,-,-,-,72.000
'14:47:05.632',-0.016,-0.008,-,-,-,-,72.000
'14:47:05.640',-0.024,-0.017,-,-,-,-,72.800
'14:47:05.648',0.000,-0.033,-,-,-,-,72.800
'14:47:05.656',0.008,-0.041,-,-,-,-,72.000
'14:47:05.664',0.000,-0.033,-,-,-,-,71.200
'14:47:05.672',0.000,-0.058,-,-,-,-,69.600
'14:47:05.680',0.008,-0.050,-,-,-,-,68.800
'14:47:05.688',0.000,-0.058,-,-,-,-,68.000
'14:47:05.696',0.000,-0.066,-,-,-,-,67.200
'14:47:05.704',0.000,-0.058,-,-,-,-,67.200
'14:47:05.712',0.000,-0.066,-,-,-,-,67.200
'14:47:05.720',0.000,-0.058,-,-,-,-,67.200
'14:47:05.728',0.000,-0.066,-,-,-,-,66.400
'14:47:05.736',0.000,-0.058,-,-,-,-,66.400
'14:47:05.744',0.000,-0.066,-,-,-,-,66.400
'14:47:05.752',0.008,-0.058,-,-,-,-,65.600
'14:47:05.760',0.008,-0.050,-,-,-,-,65.600
'14:47:05.768',0.000,-0.058,-,-,-,-,65.600
'14:47:05.776',0.016,-0.050,-,-,-,-,64.800
'14:47:05.784',0.000,-0.050,-,-,-,-,64.800
'14:47:05.792',0.016,-0.050,-,-,-,-,64.800
'14:47:05.800',0.008,-0.041,-,-,-,-,64.000
'14:47:05.808',0.016,-0.033,-,-,-,-,64.000
'14:47:05.816',0.008,-0.025,-,-,-,-,64.000
'14:47:05.824',0.016,-0.033,-,-,-,-,63.200
'14:47:05.832',0.008,-0.017,-,-,-,-,63.200
'14:47:05.840',0.024,-0.008,-,-,-,-,63.200
'14:47:05.848',0.016,-0.008,-,-,-,-,63.200
'14:47:05.856',0.048,0.000,-,-,-,-,62.400
'14:47:05.864',0.056,-0.033,-,-,-,-,62.400
'14:47:05.872',0.080,-0.074,-,-,-,-,62.400
'14:47:05.880',0.088,-0.132,-,-,-,-,61.600
'14:47:05.888',0.088,-0.182,-,-,-,-,61.600
'14:47:05.896',0.080,-0.215,-,-,-,-,61.600
'14:47:05.904',0.080,-0.207,-,-,-,-,61.600
'14:47:05.912',0.104,-0.182,-,-,-,-,60.800
'14:47:05.920',0.120,-0.182,-,-,-,-,60.800
'14:47:05.928',0.128,-0.132,-,-,-,-,60.800
'14:47:05.936',0.080,-0.116,-,-,-,-,60.000
'14:47:05.944',0.080,-0.066,-,-,-,-,60.000
'14:47:05.952',0.088,0.008,-,-,-,-,60.000
'14:47:05.960',0.056,0.050,-,-,-,-,60.000
'14:47:05.968',0.024,0.099,-,-,-,-,60.000
'14:47:05.976',0.000,0.132,-,-,-,-,60.000
'14:47:05.984',-0.016,0.132,-,-,-,-,60.000
'14:47:05.992',0.000,0.116,-,-,-,-,60.000
'14:47:06.000',-0.016,0.099,-,-,-,-,61.600
'14:47:06.008',-0.016,0.099,-,-,-,-,64.800
'14:47:06.016',-0.024,0.099,-,-,-,-,70.400
'14:47:06.024',-0.016,0.099,-,-,-,-,77.600
'14:47:06.032',-0.032,0.116,-,-,-,-,86.400
'14:47:06.040',-0.040,0.116,-,-,-,-,92.800
'14:47:06.048',-0.032,0.124,-,-,-,-,95.200
'14:47:06.056',-0.048,0.132,-,-,-,-,96.000
'14:47:06.064',-0.056,0.132,-,-,-,-,95.200
'14:47:06.072',-0.064,0.124,-,-,-,-,94.400
'14:47:06.080',-0.056,0.132,-,-,-,-,92.800
'14:47:06.088',-0.072,0.116,-,-,-,-,90.400
'14:47:06.096',-0.064,0.099,-,-,-,-,88.000
'14:47:06.104',-0.072,0.099,-,-,-,-,85.600
'14:47:06.112',-0.064,0.074,-,-,-,-,83.200
