'Elapsed time','I','II','V','ABP','PAP'
'47:31:00.968',-,-0.096,-,99.200,56.000
'47:31:00.976',-,-0.056,-,94.400,55.200
'47:31:00.984',-,-0.040,-,90.400,53.600
'47:31:00.992',-,0.000,-,85.600,51.200
'47:31:01.000',-,0.016,-,81.600,48.400
'47:31:01.008',-,0.040,-,76.800,45.200
'47:31:01.016',-,0.040,-,72.000,42.400
'47:31:01.024',-,0.056,-,67.200,39.600
'47:31:01.032',-,0.056,-,63.200,37.200
'47:31:01.040',-,0.056,-,58.400,35.200
'47:31:01.048',-,0.056,-,54.400,33.200
'47:31:01.056',-,0.056,-,51.200,31.600
'47:31:01.064',-,0.056,-,48.000,30.400
'47:31:01.072',-,0.056,-,45.600,28.800
'47:31:01.080',-,0.056,-,43.200,28.000
'47:31:01.088',-,0.080,-,41.600,28.000
'47:31:01.096',-,0.136,-,40.800,28.800
'47:31:01.104',-,0.240,-,40.000,29.600
'47:31:01.112',-,0.360,-,40.000,30.400
'47:31:01.120',-,0.488,-,39.200,30.800
'47:31:01.128',-,0.584,-,39.200,31.200
'47:31:01.136',-,0.608,-,39.200,31.600
'47:31:01.144',-,0.528,-,39.200,31.600
'47:31:01.152',-,0.360,-,40.000,31.600
'47:31:01.160',-,0.136,-,40.000,31.200
'47:31:01.168',-,0.000,-,40.800,31.200
'47:31:01.176',-,-0.080,-,40.800,31.200
'47:31:01.184',-,-0.096,-,41.600,31.600
'47:31:01.192',-,-0.096,-,42.400,32.400
'47:31:01.200',-,-0.096,-,42.400,32.400
'47:31:01.208',-,-0.080,-,43.200,32.000
'47:31:01.216',-,-0.080,-,44.000,31.200
'47:31:01.224',-,-0.056,-,45.600,30.400
'47:31:01.232',-,-0.080,-,49.600,29.200
'47:31:01.240',-,-0.080,-,55.200,28.000
'47:31:01.248',-,-0.096,-,64.800,27.200
'47:31:01.256',-,-0.096,-,76.800,26.800
'47:31:01.264',-,-0.120,-,90.400,27.200
'47:31:01.272',-,-0.136,-,102.400,28.800
'47:31:01.280',-,-0.136,-,112.000,30.400
'47:31:01.288',-,-0.160,-,117.600,33.200
'47:31:01.296',-,-0.176,-,121.600,36.000
'47:31:01.304',-,-0.200,-,122.400,39.600
'47:31:01.312',-,-0.224,-,122.400,43.200
'47:31:01.320',-,-0.224,-,120.800,47.200
'47:31:01.328',-,-0.224,-,117.600,50.400
'47:31:01.336',-,-0.200,-,114.400,53.200
'47:31:01.344',-,-0.176,-,110.400,55.600
'47:31:01.352',-,-0.160,-,106.400,57.200
'47:31:01.360',-,-0.136,-,102.400,58.000
'47:31:01.368',-,-0.096,-,98.400,58.000
'47:31:01.376',-,-0.080,-,93.600,57.200
'47:31:01.384',-,-0.056,-,89.600,55.600
'47:31:01.392',-,-0.040,-,84.800,53.600
'47:31:01.400',-,0.000,-,80.000,50.800
'47:31:01.408',-,0.016,-,75.200,48.000
'47:31:01.416',-,0.040,-,71.200,45.200
'47:31:01.424',-,0.040,-,66.400,42.400
'47:31:01.432',-,0.056,-,62.400,39.600
'47:31:01.440',-,0.056,-,58.400,37.600
'47:31:01.448',-,0.056,-,54.400,36.000
'47:31:01.456',-,0.056,-,51.200,34.800
'47:31:01.464',-,0.056,-,48.000,33.200
'47:31:01.472',-,0.056,-,45.600,32.400
'47:31:01.480',-,0.056,-,44.000,31.600
'47:31:01.488',-,0.056,-,42.400,31.600
'47:31:01.496',-,0.096,-,41.600,32.400
'47:31:01.504',-,0.160,-,41.600,33.200
'47:31:01.512',-,0.264,-,40.800,34.000
'47:31:01.520',-,0.408,-,40.800,34.800
'47:31:01.528',-,0.528,-,40.800,35.600
'47:31:01.536',-,0.584,-,40.800,35.600
'47:31:01.544',-,0.608,-,40.800,36.000
'47:31:01.552',-,0.504,-,40.800,36.000
'47:31:01.560',-,0.304,-,41.600,36.000
'47:31:01.568',-,0.080,-,42.400,36.000
'47:31:01.576',-,-0.040,-,42.400,35.600
'47:31:01.584',-,-0.080,-,43.200,36.000
'47:31:01.592',-,-0.096,-,44.000,36.400
'47:31:01.600',-,-0.096,-,44.800,37.600
'47:31:01.608',-,-0.080,-,44.800,38.000
'47:31:01.616',-,-0.080,-,45.600,38.000
'47:31:01.624',-,-0.080,-,46.400,37.600
'47:31:01.632',-,-0.080,-,48.800,37.600
'47:31:01.640',-,-0.080,-,52.000,37.200
'47:31:01.648',-,-0.080,-,59.200,36.800
'47:31:01.656',-,-0.096,-,68.800,36.400
'47:31:01.664',-,-0.096,-,81.600,36.400
'47:31:01.672',-,-0.120,-,95.200,36.400
'47:31:01.680',-,-0.136,-,107.200,36.800
'47:31:01.688',-,-0.136,-,116.800,37.600
'47:31:01.696',-,-0.160,-,122.400,38.800
'47:31:01.704',-,-0.176,-,125.600,40.800
'47:31:01.712',-,-0.200,-,127.200,43.600
'47:31:01.720',-,-0.224,-,126.400,46.800
'47:31:01.728',-,-0.224,-,124.000,50.000
'47:31:01.736',-,-0.224,-,121.600,53.600
'47:31:01.744',-,-0.200,-,117.600,56.800
'47:31:01.752',-,-0.176,-,113.600,59.200
'47:31:01.760',-,-0.160,-,108.800,61.200
'47:31:01.768',-,-0.136,-,104.800,62.800
'47:31:01.776',-,-0.120,-,100.000,63.200
'47:31:01.784',-,-0.096,-,95.200,63.200
'47:31:01.792',-,-0.056,-,91.200,62.000
'47:31:01.800',-,-0.040,-,86.400,60.000
'47:31:01.808',-,-0.016,-,81.600,57.600
'47:31:01.816',-,0.016,-,76.800,54.400
'47:31:01.824',-,0.016,-,72.000,51.600
'47:31:01.832',-,0.016,-,68.000,49.200
'47:31:01.840',-,0.016,-,64.000,46.800
'47:31:01.848',-,0.040,-,60.000,44.400
'47:31:01.856',-,0.040,-,56.800,42.400
'47:31:01.864',-,0.040,-,53.600,40.800
'47:31:01.872',-,0.040,-,51.200,40.000
'47:31:01.880',-,0.040,-,48.800,39.600
'47:31:01.888',-,0.040,-,47.200,40.000
'47:31:01.896',-,0.040,-,45.600,40.800
'47:31:01.904',-,0.056,-,44.800,41.600
'47:31:01.912',-,0.136,-,44.000,42.400
'47:31:01.920',-,0.240,-,44.000,43.200
'47:31:01.928',-,0.384,-,44.000,43.600
'47:31:01.936',-,0.504,-,44.000,43.600
'47:31:01.944',-,0.584,-,44.800,43.600
'47:31:01.952',-,0.584,-,44.800,43.200
'47:31:01.960',-,0.464,-,44.800,42.400
'47:31:01.968',-,0.264,-,44.800,41.600
'47:31:01.976',-,0.056,-,44.800,40.400
'47:31:01.984',-,-0.056,-,45.600,39.600
'47:31:01.992',-,-0.096,-,45.600,38.400
'47:31:02.000',-,-0.120,-,46.400,38.000
'47:31:02.008',-,-0.120,-,46.400,37.600
'47:31:02.016',-,-0.096,-,47.200,37.600
'47:31:02.024',-,-0.080,-,47.200,37.200
'47:31:02.032',-,-0.080,-,48.800,37.200
'47:31:02.040',-,-0.080,-,50.400,37.600
'47:31:02.048',-,-0.096,-,54.400,38.400
'47:31:02.056',-,-0.096,-,61.600,38.800
'47:31:02.064',-,-0.096,-,71.200,39.200
'47:31:02.072',-,-0.096,-,83.200,39.600
'47:31:02.080',-,-0.120,-,96.000,38.800
'47:31:02.088',-,-0.136,-,108.000,38.000
'47:31:02.096',-,-0.136,-,117.600,37.200
'47:31:02.104',-,-0.160,-,123.200,37.200
'47:31:02.112',-,-0.176,-,127.200,38.400
'47:31:02.120',-,-0.200,-,128.000,40.000
'47:31:02.128',-,-0.224,-,127.200,41.600
'47:31:02.136',-,-0.224,-,125.600,44.000
'47:31:02.144',-,-0.224,-,122.400,46.800
'47:31:02.152',-,-0.200,-,118.400,49.200
'47:31:02.160',-,-0.176,-,114.400,52.000
'47:31:02.168',-,-0.160,-,109.600,54.400
'47:31:02.176',-,-0.136,-,105.600,56.000
'47:31:02.184',-,-0.120,-,100.800,57.200
'47:31:02.192',-,-0.080,-,96.000,57.600
'47:31:02.200',-,-0.056,-,91.200,56.800
'47:31:02.208',-,-0.016,-,86.400,55.200
'47:31:02.216',-,0.000,-,81.600,52.800
'47:31:02.224',-,0.016,-,76.000,50.400
'47:31:02.232',-,0.016,-,72.000,48.000
'47:31:02.240',-,0.016,-,67.200,46.000
'47:31:02.248',-,0.040,-,63.200,44.000
'47:31:02.256',-,0.040,-,59.200,42.000
'47:31:02.264',-,0.040,-,55.200,40.000
'47:31:02.272',-,0.040,-,52.000,38.800
'47:31:02.280',-,0.040,-,49.600,38.400
'47:31:02.288',-,0.040,-,47.200,38.400
'47:31:02.296',-,0.040,-,45.600,38.800
'47:31:02.304',-,0.056,-,44.800,39.200
'47:31:02.312',-,0.080,-,44.000,40.000
'47:31:02.320',-,0.136,-,43.200,40.400
'47:31:02.328',-,0.240,-,42.400,40.400
'47:31:02.336',-,0.384,-,42.400,40.800
'47:31:02.344',-,0.504,-,42.400,40.800
'47:31:02.352',-,0.568,-,43.200,40.400
'47:31:02.360',-,0.584,-,44.000,40.400
'47:31:02.368',-,0.488,-,44.000,40.000
'47:31:02.376',-,0.264,-,44.800,39.200
'47:31:02.384',-,0.056,-,44.800,38.400
'47:31:02.392',-,-0.040,-,44.800,37.600
'47:31:02.400',-,-0.080,-,45.600,37.200
'47:31:02.408',-,-0.096,-,46.400,36.800
'47:31:02.416',-,-0.096,-,47.200,36.400
'47:31:02.424',-,-0.080,-,47.200,36.400
'47:31:02.432',-,-0.056,-,48.000,36.000
'47:31:02.440',-,-0.056,-,49.600,36.000
'47:31:02.448',-,-0.056,-,52.000,36.000
'47:31:02.456',-,-0.080,-,56.800,36.400
'47:31:02.464',-,-0.080,-,64.000,36.800
'47:31:02.472',-,-0.080,-,74.400,36.400
'47:31:02.480',-,-0.080,-,86.400,36.000
'47:31:02.488',-,-0.096,-,99.200,35.200
'47:31:02.496',-,-0.120,-,110.400,34.800
'47:31:02.504',-,-0.136,-,119.200,35.200
'47:31:02.512',-,-0.160,-,124.800,36.400
'47:31:02.520',-,-0.176,-,128.000,38.000
'47:31:02.528',-,-0.200,-,128.800,40.400
'47:31:02.536',-,-0.200,-,128.000,42.800
'47:31:02.544',-,-0.200,-,126.400,45.600
'47:31:02.552',-,-0.200,-,123.200,48.400
'47:31:02.560',-,-0.176,-,119.200,51.200
'47:31:02.568',-,-0.160,-,115.200,53.600
'47:31:02.576',-,-0.136,-,110.400,56.000
'47:31:02.584',-,-0.120,-,106.400,57.600
'47:31:02.592',-,-0.096,-,101.600,58.400
'47:31:02.600',-,-0.080,-,96.800,58.800
'47:31:02.608',-,-0.056,-,92.000,57.600
'47:31:02.616',-,-0.040,-,87.200,56.000
'47:31:02.624',-,-0.016,-,82.400,53.200
'47:31:02.632',-,0.016,-,77.600,50.400
'47:31:02.640',-,0.016,-,72.800,48.000
'47:31:02.648',-,0.040,-,68.800,45.600
'47:31:02.656',-,0.040,-,64.000,43.200
'47:31:02.664',-,0.056,-,60.000,41.200
'47:31:02.672',-,0.056,-,56.800,38.800
'47:31:02.680',-,0.056,-,53.600,37.600
'47:31:02.688',-,0.056,-,50.400,36.800
'47:31:02.696',-,0.056,-,48.000,36.800
'47:31:02.704',-,0.056,-,46.400,37.200
'47:31:02.712',-,0.056,-,44.800,38.000
'47:31:02.720',-,0.056,-,44.000,38.800
'47:31:02.728',-,0.096,-,43.200,39.600
'47:31:02.736',-,0.176,-,42.400,40.000
'47:31:02.744',-,0.320,-,42.400,40.400
'47:31:02.752',-,0.448,-,42.400,40.400
'47:31:02.760',-,0.544,-,43.200,40.400
'47:31:02.768',-,0.608,-,44.000,40.000
'47:31:02.776',-,0.568,-,44.800,40.000
'47:31:02.784',-,0.408,-,44.800,39.200
'47:31:02.792',-,0.176,-,44.800,38.400
'47:31:02.800',-,0.016,-,45.600,37.600
'47:31:02.808',-,-0.056,-,45.600,36.800
'47:31:02.816',-,-0.080,-,46.400,36.400
'47:31:02.824',-,-0.080,-,47.200,36.400
'47:31:02.832',-,-0.080,-,47.200,36.400
'47:31:02.840',-,-0.056,-,48.000,36.000
'47:31:02.848',-,-0.056,-,48.800,35.600
'47:31:02.856',-,-0.056,-,50.400,35.600
'47:31:02.864',-,-0.056,-,53.600,36.000
'47:31:02.872',-,-0.080,-,59.200,36.000
'47:31:02.880',-,-0.080,-,68.000,36.000
'47:31:02.888',-,-0.080,-,79.200,35.600
'47:31:02.896',-,-0.080,-,91.200,34.800
'47:31:02.904',-,-0.096,-,104.000,34.000
'47:31:02.912',-,-0.120,-,113.600,34.400
'47:31:02.920',-,-0.136,-,120.800,35.200
'47:31:02.928',-,-0.160,-,125.600,36.800
'47:31:02.936',-,-0.176,-,128.000,38.800
'47:31:02.944',-,-0.176,-,128.000,41.200
'47:31:02.952',-,-0.200,-,126.400,44.000
'47:31:02.960',-,-0.200,-,124.000,47.200
'47:31:02.968',-,-0.176,-,120.800,50.000
'47:31:02.976',-,-0.160,-,116.800,52.800
'47:31:02.984',-,-0.120,-,112.800,55.200
'47:31:02.992',-,-0.080,-,108.000,56.800
'47:31:03.000',-,-0.056,-,104.000,58.000
'47:31:03.008',-,-0.016,-,99.200,58.400
'47:31:03.016',-,0.000,-,94.400,58.000
'47:31:03.024',-,0.000,-,89.600,56.800
'47:31:03.032',-,0.016,-,84.800,54.400
'47:31:03.040',-,0.016,-,80.000,51.600
'47:31:03.048',-,0.016,-,75.200,49.200
'47:31:03.056',-,0.016,-,70.400,46.800
'47:31:03.064',-,0.040,-,66.400,44.800
'47:31:03.072',-,0.040,-,62.400,42.800
'47:31:03.080',-,0.040,-,58.400,40.400
'47:31:03.088',-,0.040,-,55.200,38.800
'47:31:03.096',-,0.040,-,52.000,37.200
'47:31:03.104',-,0.040,-,49.600,36.000
'47:31:03.112',-,0.040,-,47.200,35.600
'47:31:03.120',-,0.040,-,45.600,35.600
'47:31:03.128',-,0.040,-,44.800,36.000
'47:31:03.136',-,0.040,-,43.200,36.400
'47:31:03.144',-,0.040,-,43.200,37.600
'47:31:03.152',-,0.056,-,42.400,38.800
'47:31:03.160',-,0.056,-,42.400,40.000
'47:31:03.168',-,0.040,-,42.400,40.800
'47:31:03.176',-,0.056,-,43.200,41.200
'47:31:03.184',-,0.056,-,44.000,41.600
'47:31:03.192',-,0.056,-,44.000,41.200
'47:31:03.200',-,0.056,-,44.800,40.800
'47:31:03.208',-,0.040,-,45.600,40.000
'47:31:03.216',-,0.056,-,45.600,39.200
'47:31:03.224',-,0.056,-,45.600,38.400
'47:31:03.232',-,0.056,-,45.600,37.600
'47:31:03.240',-,0.056,-,46.400,36.800
'47:31:03.248',-,0.056,-,45.600,36.000
'47:31:03.256',-,0.056,-,45.600,35.200
'47:31:03.264',-,0.040,-,45.600,34.400
'47:31:03.272',-,0.040,-,44.800,34.000
'47:31:03.280',-,0.040,-,44.800,33.200
'47:31:03.288',-,0.040,-,44.000,33.200
'47:31:03.296',-,0.016,-,43.200,33.200
'47:31:03.304',-,0.016,-,42.400,33.200
'47:31:03.312',-,0.040,-,41.600,33.200
'47:31:03.320',-,0.040,-,41.600,33.600
'47:31:03.328',-,0.040,-,40.800,34.000
'47:31:03.336',-,0.040,-,40.000,34.800
'47:31:03.344',-,0.040,-,39.200,35.200
'47:31:03.352',-,0.040,-,39.200,35.200
'47:31:03.360',-,0.040,-,38.400,35.200
'47:31:03.368',-,0.040,-,37.600,34.400
'47:31:03.376',-,0.040,-,37.600,34.000
'47:31:03.384',-,0.040,-,36.800,33.200
'47:31:03.392',-,0.040,-,36.800,32.800
'47:31:03.400',-,0.040,-,36.800,32.800
'47:31:03.408',-,0.040,-,36.000,32.400
'47:31:03.416',-,0.040,-,36.000,32.400
'47:31:03.424',-,0.040,-,36.000,32.400
'47:31:03.432',-,0.096,-,35.200,32.400
'47:31:03.440',-,0.176,-,35.200,32.400
'47:31:03.448',-,0.304,-,35.200,32.400
'47:31:03.456',-,0.424,-,35.200,32.400
'47:31:03.464',-,0.504,-,35.200,32.800
'47:31:03.472',-,0.528,-,35.200,33.200
'47:31:03.480',-,0.448,-,35.200,33.600
'47:31:03.488',-,0.224,-,36.000,34.000
'47:31:03.496',-,0.040,-,36.000,34.400
'47:31:03.504',-,-0.056,-,36.800,34.400
'47:31:03.512',-,-0.096,-,36.800,34.800
'47:31:03.520',-,-0.120,-,37.600,35.200
'47:31:03.528',-,-0.120,-,37.600,35.200
'47:31:03.536',-,-0.096,-,38.400,35.600
'47:31:03.544',-,-0.080,-,39.200,36.400
'47:31:03.552',-,-0.080,-,39.200,37.600
'47:31:03.560',-,-0.080,-,40.000,38.400
'47:31:03.568',-,-0.080,-,42.400,39.600
'47:31:03.576',-,-0.080,-,44.800,40.400
'47:31:03.584',-,-0.080,-,49.600,40.800
'47:31:03.592',-,-0.096,-,57.600,40.400
'47:31:03.600',-,-0.096,-,68.000,40.000
'47:31:03.608',-,-0.096,-,80.000,39.600
'47:31:03.616',-,-0.096,-,92.000,40.000
'47:31:03.624',-,-0.120,-,103.200,41.200
'47:31:03.632',-,-0.120,-,112.000,43.200
'47:31:03.640',-,-0.136,-,117.600,45.600
'47:31:03.648',-,-0.160,-,121.600,48.400
'47:31:03.656',-,-0.160,-,122.400,51.600
'47:31:03.664',-,-0.160,-,122.400,54.800
'47:31:03.672',-,-0.160,-,120.000,58.000
'47:31:03.680',-,-0.160,-,116.800,60.800
'47:31:03.688',-,-0.136,-,112.800,62.800
'47:31:03.696',-,-0.120,-,108.800,64.000
'47:31:03.704',-,-0.096,-,104.000,64.800
'47:31:03.712',-,-0.080,-,98.400,64.400
'47:31:03.720',-,-0.056,-,93.600,63.200
'47:31:03.728',-,-0.040,-,88.000,61.200
'47:31:03.736',-,-0.016,-,83.200,58.800
'47:31:03.744',-,0.000,-,77.600,56.000
'47:31:03.752',-,0.000,-,72.000,53.600
'47:31:03.760',-,0.016,-,67.200,51.200
'47:31:03.768',-,0.016,-,62.400,48.800
'47:31:03.776',-,0.016,-,58.400,46.800
'47:31:03.784',-,0.016,-,54.400,44.400
'47:31:03.792',-,0.040,-,51.200,42.800
'47:31:03.800',-,0.040,-,48.000,41.200
'47:31:03.808',-,0.040,-,45.600,40.400
'47:31:03.816',-,0.040,-,44.000,40.000
'47:31:03.824',-,0.040,-,42.400,40.000
'47:31:03.832',-,0.040,-,41.600,40.400
'47:31:03.840',-,0.040,-,41.600,40.800
'47:31:03.848',-,0.040,-,41.600,41.200
'47:31:03.856',-,0.040,-,41.600,41.600
'47:31:03.864',-,0.056,-,42.400,41.600
'47:31:03.872',-,0.056,-,42.400,41.600
'47:31:03.880',-,0.056,-,43.200,41.200
'47:31:03.888',-,0.080,-,44.000,40.400
'47:31:03.896',-,0.080,-,44.000,39.600
'47:31:03.904',-,0.096,-,44.800,38.400
'47:31:03.912',-,0.096,-,44.800,37.200
'47:31:03.920',-,0.080,-,44.800,36.000
'47:31:03.928',-,0.080,-,44.000,35.200
'47:31:03.936',-,0.056,-,44.000,34.000
'47:31:03.944',-,0.056,-,44.000,33.200
'47:31:03.952',-,0.040,-,43.200,32.400
'47:31:03.960',-,0.040,-,43.200,31.600
'47:31:03.968',-,0.040,-,42.400,30.800
'47:31:03.976',-,0.040,-,42.400,30.400
'47:31:03.984',-,0.016,-,41.600,29.600
'47:31:03.992',-,0.016,-,40.800,28.800
'47:31:04.000',-,0.016,-,40.000,28.400
'47:31:04.008',-,0.016,-,39.200,27.600
'47:31:04.016',-,0.016,-,38.400,27.200
'47:31:04.024',-,0.016,-,37.600,26.800
'47:31:04.032',-,0.016,-,36.000,26.400
'47:31:04.040',-,0.016,-,35.200,26.000
'47:31:04.048',-,0.016,-,34.400,26.000
'47:31:04.056',-,0.056,-,33.600,26.000
'47:31:04.064',-,0.136,-,32.800,26.000
'47:31:04.072',-,0.264,-,32.000,26.400
'47:31:04.080',-,0.384,-,31.200,26.800
'47:31:04.088',-,0.488,-,30.400,27.200
'47:31:04.096',-,0.504,-,30.400,27.600
'47:31:04.104',-,0.448,-,30.400,28.000
'47:31:04.112',-,0.264,-,30.400,28.400
'47:31:04.120',-,0.056,-,30.400,28.400
'47:31:04.128',-,-0.056,-,30.400,28.400
'47:31:04.136',-,-0.120,-,30.400,28.800
'47:31:04.144',-,-0.136,-,31.200,29.200
'47:31:04.152',-,-0.136,-,31.200,29.600
'47:31:04.160',-,-0.120,-,32.000,30.400
'47:31:04.168',-,-0.096,-,32.800,31.200
'47:31:04.176',-,-0.096,-,33.600,31.600
'47:31:04.184',-,-0.096,-,34.400,32.000
'47:31:04.192',-,-0.096,-,36.000,31.600
'47:31:04.200',-,-0.096,-,38.400,30.800
'47:31:04.208',-,-0.096,-,42.400,30.000
'47:31:04.216',-,-0.096,-,48.800,29.200
'47:31:04.224',-,-0.096,-,57.600,29.200
'47:31:04.232',-,-0.096,-,68.000,30.000
'47:31:04.240',-,-0.096,-,79.200,31.600
'47:31:04.248',-,-0.120,-,88.800,34.000
'47:31:04.256',-,-0.120,-,96.800,37.600
'47:31:04.264',-,-0.136,-,102.400,41.200
'47:31:04.272',-,-0.160,-,106.400,45.200
'47:31:04.280',-,-0.160,-,108.000,48.800
'47:31:04.288',-,-0.160,-,108.800,52.000
'47:31:04.296',-,-0.160,-,108.000,54.800
'47:31:04.304',-,-0.160,-,106.400,56.800
'47:31:04.312',-,-0.136,-,104.000,58.400
'47:31:04.320',-,-0.120,-,100.800,58.800
'47:31:04.328',-,-0.096,-,97.600,58.400
'47:31:04.336',-,-0.056,-,93.600,57.200
'47:31:04.344',-,-0.040,-,88.800,55.600
'47:31:04.352',-,-0.016,-,84.800,53.200
'47:31:04.360',-,0.000,-,80.000,50.400
'47:31:04.368',-,0.000,-,75.200,47.600
'47:31:04.376',-,0.016,-,70.400,44.800
'47:31:04.384',-,0.016,-,65.600,42.400
'47:31:04.392',-,0.016,-,60.800,40.000
'47:31:04.400',-,0.016,-,56.000,38.000
'47:31:04.408',-,0.040,-,52.000,36.400
'47:31:04.416',-,0.040,-,48.800,34.800
'47:31:04.424',-,0.056,-,45.600,34.000
'47:31:04.432',-,0.056,-,42.400,32.800
'47:31:04.440',-,0.080,-,40.800,32.400
'47:31:04.448',-,0.080,-,39.200,31.600
'47:31:04.456',-,0.080,-,38.400,30.800
'47:31:04.464',-,0.080,-,37.600,30.800
'47:31:04.472',-,0.080,-,37.600,30.800
'47:31:04.480',-,0.056,-,37.600,31.600
'47:31:04.488',-,0.056,-,38.400,32.800
'47:31:04.496',-,0.056,-,38.400,34.000
'47:31:04.504',-,0.040,-,39.200,34.800
'47:31:04.512',-,0.040,-,39.200,34.800
'47:31:04.520',-,0.040,-,40.000,34.400
'47:31:04.528',-,0.040,-,40.800,34.000
'47:31:04.536',-,0.016,-,40.800,33.200
'47:31:04.544',-,0.016,-,40.800,32.000
'47:31:04.552',-,0.016,-,41.600,30.800
'47:31:04.560',-,0.016,-,41.600,30.000
'47:31:04.568',-,0.016,-,41.600,28.800
'47:31:04.576',-,0.016,-,41.600,28.000
'47:31:04.584',-,0.016,-,40.800,27.200
'47:31:04.592',-,0.016,-,40.800,26.400
'47:31:04.600',-,0.040,-,40.000,26.000
'47:31:04.608',-,0.096,-,39.200,26.000
'47:31:04.616',-,0.200,-,38.400,26.400
'47:31:04.624',-,0.320,-,37.600,26.400
'47:31:04.632',-,0.448,-,36.800,26.800
'47:31:04.640',-,0.528,-,36.000,27.600
'47:31:04.648',-,0.528,-,35.200,27.600
'47:31:04.656',-,0.360,-,35.200,28.000
'47:31:04.664',-,0.160,-,34.400,28.400
'47:31:04.672',-,-0.016,-,34.400,28.400
'47:31:04.680',-,-0.096,-,33.600,29.200
'47:31:04.688',-,-0.136,-,33.600,29.600
'47:31:04.696',-,-0.136,-,33.600,30.400
'47:31:04.704',-,-0.136,-,34.400,31.200
'47:31:04.712',-,-0.120,-,34.400,31.600
'47:31:04.720',-,-0.096,-,34.400,32.000
'47:31:04.728',-,-0.096,-,35.200,32.000
'47:31:04.736',-,-0.080,-,36.800,31.600
'47:31:04.744',-,-0.080,-,39.200,31.600
'47:31:04.752',-,-0.080,-,43.200,31.200
'47:31:04.760',-,-0.080,-,49.600,31.600
'47:31:04.768',-,-0.080,-,58.400,32.400
'47:31:04.776',-,-0.096,-,68.800,34.000
'47:31:04.784',-,-0.096,-,80.000,36.800
'47:31:04.792',-,-0.120,-,90.400,39.600
'47:31:04.800',-,-0.120,-,99.200,43.200
'47:31:04.808',-,-0.120,-,105.600,47.200
