'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'44:52:35.736',0.057,-,-,0.047,-,-,-
'44:52:35.744',0.057,-,-,0.038,-,-,-
'44:52:35.752',0.057,-,-,0.057,-,-,-
'44:52:35.760',0.057,-,-,0.038,-,-,-
'44:52:35.768',0.047,-,-,0.028,-,-,-
'44:52:35.776',0.009,-,-,0.019,-,-,-
'44:52:35.784',0.009,-,-,0.000,-,-,-
'44:52:35.792',0.000,-,-,-0.009,-,-,-
'44:52:35.800',0.000,-,-,0.000,-,-,-
'44:52:35.808',0.000,-,-,-0.019,-,-,-
'44:52:35.816',0.000,-,-,-0.009,-,-,-
'44:52:35.824',0.000,-,-,0.000,-,-,-
'44:52:35.832',0.000,-,-,0.000,-,-,-
'44:52:35.840',0.000,-,-,-0.009,-,-,-
'44:52:35.848',0.000,-,-,0.000,-,-,-
'44:52:35.856',0.000,-,-,-0.009,-,-,-
'44:52:35.864',0.009,-,-,0.000,-,-,-
'44:52:35.872',0.028,-,-,-0.009,-,-,-
'44:52:35.880',0.094,-,-,0.019,-,-,-
'44:52:35.888',0.208,-,-,0.123,-,-,-
'44:52:35.896',0.358,-,-,0.236,-,-,-
'44:52:35.904',0.472,-,-,0.377,-,-,-
'44:52:35.912',0.500,-,-,0.406,-,-,-
'44:52:35.920',0.519,-,-,0.340,-,-,-
'44:52:35.928',0.434,-,-,0.377,-,-,-
'44:52:35.936',0.255,-,-,0.179,-,-,-
'44:52:35.944',0.094,-,-,0.000,-,-,-
'44:52:35.952',-0.009,-,-,-0.047,-,-,-
'44:52:35.960',-0.142,-,-,-0.170,-,-,-
'44:52:35.968',-0.208,-,-,-0.255,-,-,-
'44:52:35.976',-0.226,-,-,-0.274,-,-,-
'44:52:35.984',-0.160,-,-,-0.189,-,-,-
'44:52:35.992',-0.113,-,-,-0.132,-,-,-
'44:52:36.000',-0.057,-,-,-0.047,-,-,-
'44:52:36.008',-0.047,-,-,-0.019,-,-,-
'44:52:36.016',-0.028,-,-,-0.019,-,-,-
'44:52:36.024',-0.028,-,-,-0.009,-,-,-
'44:52:36.032',-0.028,-,-,-0.009,-,-,-
'44:52:36.040',-0.028,-,-,0.000,-,-,-
'44:52:36.048',-0.028,-,-,-0.019,-,-,-
'44:52:36.056',-0.028,-,-,-0.009,-,-,-
'44:52:36.064',-0.028,-,-,-0.019,-,-,-
'44:52:36.072',-0.028,-,-,-0.019,-,-,-
'44:52:36.080',-0.028,-,-,-0.009,-,-,-
'44:52:36.088',-0.047,-,-,-0.019,-,-,-
'44:52:36.096',-0.047,-,-,-0.019,-,-,-
'44:52:36.104',-0.047,-,-,-0.028,-,-,-
'44:52:36.112',-0.047,-,-,-0.019,-,-,-
'44:52:36.120',-0.047,-,-,-0.019,-,-,-
'44:52:36.128',-0.057,-,-,-0.028,-,-,-
'44:52:36.136',-0.057,-,-,-0.047,-,-,-
'44:52:36.144',-0.057,-,-,-0.038,-,-,-
'44:52:36.152',-0.057,-,-,-0.047,-,-,-
'44:52:36.160',-0.028,-,-,-0.038,-,-,-
'44:52:36.168',-0.009,-,-,-0.019,-,-,-
'44:52:36.176',0.009,-,-,0.009,-,-,-
'44:52:36.184',0.047,-,-,0.028,-,-,-
'44:52:36.192',0.075,-,-,0.038,-,-,-
'44:52:36.200',0.094,-,-,0.066,-,-,-
'44:52:36.208',0.113,-,-,0.094,-,-,-
'44:52:36.216',0.113,-,-,0.085,-,-,-
'44:52:36.224',0.094,-,-,0.066,-,-,-
'44:52:36.232',0.094,-,-,0.085,-,-,-
'44:52:36.240',0.075,-,-,0.057,-,-,-
'44:52:36.248',0.057,-,-,0.047,-,-,-
'44:52:36.256',0.057,-,-,0.057,-,-,-
'44:52:36.264',0.047,-,-,0.038,-,-,-
'44:52:36.272',0.047,-,-,0.028,-,-,-
'44:52:36.280',0.047,-,-,0.038,-,-,-
'44:52:36.288',0.057,-,-,0.047,-,-,-
'44:52:36.296',0.075,-,-,0.057,-,-,-
'44:52:36.304',0.075,-,-,0.066,-,-,-
'44:52:36.312',0.075,-,-,0.057,-,-,-
'44:52:36.320',0.075,-,-,0.057,-,-,-
'44:52:36.328',0.094,-,-,0.085,-,-,-
'44:52:36.336',0.094,-,-,0.085,-,-,-
'44:52:36.344',0.075,-,-,0.057,-,-,-
'44:52:36.352',0.057,-,-,0.047,-,-,-
'44:52:36.360',0.057,-,-,0.038,-,-,-
'44:52:36.368',0.047,-,-,0.028,-,-,-
'44:52:36.376',0.028,-,-,0.019,-,-,-
'44:52:36.384',0.009,-,-,0.000,-,-,-
'44:52:36.392',0.000,-,-,-0.019,-,-,-
'44:52:36.400',0.000,-,-,-0.009,-,-,-
'44:52:36.408',0.000,-,-,-0.019,-,-,-
'44:52:36.416',0.000,-,-,0.000,-,-,-
'44:52:36.424',0.000,-,-,-0.019,-,-,-
'44:52:36.432',0.000,-,-,-0.009,-,-,-
'44:52:36.440',0.000,-,-,0.000,-,-,-
'44:52:36.448',0.000,-,-,-0.009,-,-,-
'44:52:36.456',0.000,-,-,0.000,-,-,-
'44:52:36.464',0.000,-,-,-0.019,-,-,-
'44:52:36.472',0.009,-,-,-0.009,-,-,-
'44:52:36.480',0.057,-,-,-0.019,-,-,-
'44:52:36.488',0.179,-,-,0.094,-,-,-
'44:52:36.496',0.311,-,-,0.198,-,-,-
'44:52:36.504',0.406,-,-,0.321,-,-,-
'44:52:36.512',0.434,-,-,0.368,-,-,-
'44:52:36.520',0.453,-,-,0.283,-,-,-
'44:52:36.528',0.368,-,-,0.321,-,-,-
'44:52:36.536',0.208,-,-,0.123,-,-,-
'44:52:36.544',0.047,-,-,-0.028,-,-,-
'44:52:36.552',-0.057,-,-,-0.094,-,-,-
'44:52:36.560',-0.179,-,-,-0.198,-,-,-
'44:52:36.568',-0.245,-,-,-0.264,-,-,-
'44:52:36.576',-0.255,-,-,-0.302,-,-,-
'44:52:36.584',-0.189,-,-,-0.217,-,-,-
'44:52:36.592',-0.123,-,-,-0.132,-,-,-
'44:52:36.600',-0.075,-,-,-0.066,-,-,-
'44:52:36.608',-0.057,-,-,-0.028,-,-,-
'44:52:36.616',-0.047,-,-,-0.038,-,-,-
'44:52:36.624',-0.047,-,-,-0.019,-,-,-
'44:52:36.632',-0.047,-,-,-0.019,-,-,-
'44:52:36.640',-0.047,-,-,-0.028,-,-,-
'44:52:36.648',-0.047,-,-,-0.019,-,-,-
'44:52:36.656',-0.047,-,-,-0.028,-,-,-
'44:52:36.664',-0.047,-,-,-0.009,-,-,-
'44:52:36.672',-0.047,-,-,-0.019,-,-,-
'44:52:36.680',-0.047,-,-,-0.028,-,-,-
'44:52:36.688',-0.047,-,-,-0.019,-,-,-
'44:52:36.696',-0.057,-,-,-0.019,-,-,-
'44:52:36.704',-0.057,-,-,-0.038,-,-,-
'44:52:36.712',-0.057,-,-,-0.028,-,-,-
'44:52:36.720',-0.057,-,-,-0.019,-,-,-
'44:52:36.728',-0.057,-,-,-0.047,-,-,-
'44:52:36.736',-0.057,-,-,-0.047,-,-,-
'44:52:36.744',-0.057,-,-,-0.047,-,-,-
'44:52:36.752',-0.057,-,-,-0.047,-,-,-
'44:52:36.760',-0.047,-,-,-0.047,-,-,-
'44:52:36.768',-0.009,-,-,-0.028,-,-,-
'44:52:36.776',0.009,-,-,0.000,-,-,-
'44:52:36.784',0.047,-,-,0.019,-,-,-
'44:52:36.792',0.075,-,-,0.038,-,-,-
'44:52:36.800',0.094,-,-,0.057,-,-,-
'44:52:36.808',0.113,-,-,0.085,-,-,-
'44:52:36.816',0.094,-,-,0.066,-,-,-
'44:52:36.824',0.075,-,-,0.085,-,-,-
'44:52:36.832',0.057,-,-,0.047,-,-,-
'44:52:36.840',0.047,-,-,0.057,-,-,-
'44:52:36.848',0.028,-,-,0.038,-,-,-
'44:52:36.856',0.028,-,-,0.028,-,-,-
'44:52:36.864',0.009,-,-,0.009,-,-,-
'44:52:36.872',0.009,-,-,0.019,-,-,-
'44:52:36.880',0.009,-,-,0.019,-,-,-
'44:52:36.888',0.028,-,-,0.028,-,-,-
'44:52:36.896',0.047,-,-,0.038,-,-,-
'44:52:36.904',0.047,-,-,0.047,-,-,-
'44:52:36.912',0.047,-,-,0.038,-,-,-
'44:52:36.920',0.057,-,-,0.047,-,-,-
'44:52:36.928',0.075,-,-,0.057,-,-,-
'44:52:36.936',0.057,-,-,0.057,-,-,-
'44:52:36.944',0.047,-,-,0.038,-,-,-
'44:52:36.952',0.047,-,-,0.047,-,-,-
'44:52:36.960',0.028,-,-,0.028,-,-,-
'44:52:36.968',0.009,-,-,0.019,-,-,-
'44:52:36.976',0.009,-,-,0.000,-,-,-
'44:52:36.984',0.000,-,-,-0.019,-,-,-
'44:52:36.992',0.000,-,-,-0.019,-,-,-
'44:52:37.000',-0.009,-,-,-0.019,-,-,-
'44:52:37.008',-0.009,-,-,-0.019,-,-,-
'44:52:37.016',-0.009,-,-,-0.019,-,-,-
'44:52:37.024',-0.009,-,-,-0.038,-,-,-
'44:52:37.032',-0.009,-,-,-0.019,-,-,-
'44:52:37.040',-0.009,-,-,-0.028,-,-,-
'44:52:37.048',-0.009,-,-,-0.019,-,-,-
'44:52:37.056',-0.009,-,-,-0.028,-,-,-
'44:52:37.064',0.000,-,-,-0.028,-,-,-
'44:52:37.072',0.000,-,-,-0.019,-,-,-
'44:52:37.080',0.047,-,-,-0.009,-,-,-
'44:52:37.088',0.123,-,-,0.057,-,-,-
'44:52:37.096',0.274,-,-,0.142,-,-,-
'44:52:37.104',0.387,-,-,0.274,-,-,-
'44:52:37.112',0.434,-,-,0.340,-,-,-
'44:52:37.120',0.434,-,-,0.274,-,-,-
'44:52:37.128',0.387,-,-,0.292,-,-,-
'44:52:37.136',0.226,-,-,0.151,-,-,-
'44:52:37.144',0.057,-,-,-0.038,-,-,-
'44:52:37.152',-0.047,-,-,-0.104,-,-,-
'44:52:37.160',-0.160,-,-,-0.179,-,-,-
'44:52:37.168',-0.255,-,-,-0.264,-,-,-
'44:52:37.176',-0.274,-,-,-0.311,-,-,-
'44:52:37.184',-0.208,-,-,-0.255,-,-,-
'44:52:37.192',-0.142,-,-,-0.170,-,-,-
'44:52:37.200',-0.075,-,-,-0.085,-,-,-
'44:52:37.208',-0.057,-,-,-0.038,-,-,-
'44:52:37.216',-0.057,-,-,-0.019,-,-,-
'44:52:37.224',-0.057,-,-,-0.038,-,-,-
'44:52:37.232',-0.047,-,-,-0.019,-,-,-
'44:52:37.240',-0.047,-,-,-0.028,-,-,-
'44:52:37.248',-0.047,-,-,-0.019,-,-,-
'44:52:37.256',-0.047,-,-,-0.019,-,-,-
'44:52:37.264',-0.047,-,-,-0.019,-,-,-
'44:52:37.272',-0.057,-,-,-0.028,-,-,-
'44:52:37.280',-0.057,-,-,-0.019,-,-,-
'44:52:37.288',-0.057,-,-,-0.028,-,-,-
'44:52:37.296',-0.057,-,-,-0.019,-,-,-
'44:52:37.304',-0.057,-,-,-0.038,-,-,-
'44:52:37.312',-0.057,-,-,-0.047,-,-,-
'44:52:37.320',-0.075,-,-,-0.047,-,-,-
'44:52:37.328',-0.075,-,-,-0.047,-,-,-
'44:52:37.336',-0.075,-,-,-0.047,-,-,-
'44:52:37.344',-0.075,-,-,-0.047,-,-,-
'44:52:37.352',-0.075,-,-,-0.047,-,-,-
'44:52:37.360',-0.057,-,-,-0.047,-,-,-
'44:52:37.368',-0.028,-,-,-0.028,-,-,-
'44:52:37.376',0.000,-,-,-0.009,-,-,-
'44:52:37.384',0.028,-,-,0.009,-,-,-
'44:52:37.392',0.057,-,-,0.038,-,-,-
'44:52:37.400',0.075,-,-,0.057,-,-,-
'44:52:37.408',0.094,-,-,0.057,-,-,-
'44:52:37.416',0.075,-,-,0.085,-,-,-
'44:52:37.424',0.075,-,-,0.057,-,-,-
'44:52:37.432',0.057,-,-,0.047,-,-,-
'44:52:37.440',0.047,-,-,0.038,-,-,-
'44:52:37.448',0.028,-,-,0.028,-,-,-
'44:52:37.456',0.028,-,-,0.019,-,-,-
'44:52:37.464',0.047,-,-,0.038,-,-,-
'44:52:37.472',0.057,-,-,0.047,-,-,-
'44:52:37.480',0.057,-,-,0.047,-,-,-
'44:52:37.488',0.075,-,-,0.057,-,-,-
'44:52:37.496',0.057,-,-,0.057,-,-,-
'44:52:37.504',0.047,-,-,0.038,-,-,-
'44:52:37.512',0.028,-,-,0.028,-,-,-
'44:52:37.520',0.009,-,-,0.009,-,-,-
'44:52:37.528',0.000,-,-,0.000,-,-,-
'44:52:37.536',-0.028,-,-,-0.028,-,-,-
'44:52:37.544',-0.047,-,-,-0.047,-,-,-
'44:52:37.552',-0.057,-,-,-0.057,-,-,-
'44:52:37.560',-0.057,-,-,-0.057,-,-,-
'44:52:37.568',-0.057,-,-,-0.066,-,-,-
'44:52:37.576',-0.057,-,-,-0.066,-,-,-
'44:52:37.584',-0.057,-,-,-0.057,-,-,-
'44:52:37.592',-0.047,-,-,-0.066,-,-,-
'44:52:37.600',-0.057,-,-,-0.057,-,-,-
'44:52:37.608',-0.057,-,-,-0.057,-,-,-
'44:52:37.616',-0.057,-,-,-0.066,-,-,-
'44:52:37.624',-0.047,-,-,-0.047,-,-,-
'44:52:37.632',-0.047,-,-,-0.066,-,-,-
'44:52:37.640',0.009,-,-,-0.047,-,-,-
'44:52:37.648',0.113,-,-,0.038,-,-,-
'44:52:37.656',0.245,-,-,0.132,-,-,-
'44:52:37.664',0.340,-,-,0.264,-,-,-
'44:52:37.672',0.368,-,-,0.292,-,-,-
'44:52:37.680',0.406,-,-,0.217,-,-,-
'44:52:37.688',0.321,-,-,0.274,-,-,-
'44:52:37.696',0.142,-,-,0.085,-,-,-
'44:52:37.704',-0.009,-,-,-0.066,-,-,-
'44:52:37.712',-0.142,-,-,-0.132,-,-,-
'44:52:37.720',-0.274,-,-,-0.274,-,-,-
'44:52:37.728',-0.340,-,-,-0.368,-,-,-
'44:52:37.736',-0.321,-,-,-0.387,-,-,-
'44:52:37.744',-0.245,-,-,-0.283,-,-,-
'44:52:37.752',-0.179,-,-,-0.189,-,-,-
'44:52:37.760',-0.123,-,-,-0.104,-,-,-
'44:52:37.768',-0.113,-,-,-0.066,-,-,-
'44:52:37.776',-0.113,-,-,-0.066,-,-,-
'44:52:37.784',-0.094,-,-,-0.066,-,-,-
'44:52:37.792',-0.094,-,-,-0.066,-,-,-
'44:52:37.800',-0.094,-,-,-0.066,-,-,-
'44:52:37.808',-0.094,-,-,-0.066,-,-,-
'44:52:37.816',-0.094,-,-,-0.066,-,-,-
'44:52:37.824',-0.094,-,-,-0.085,-,-,-
'44:52:37.832',-0.094,-,-,-0.085,-,-,-
'44:52:37.840',-0.094,-,-,-0.066,-,-,-
'44:52:37.848',-0.094,-,-,-0.094,-,-,-
'44:52:37.856',-0.094,-,-,-0.066,-,-,-
'44:52:37.864',-0.113,-,-,-0.094,-,-,-
'44:52:37.872',-0.113,-,-,-0.094,-,-,-
'44:52:37.880',-0.123,-,-,-0.104,-,-,-
'44:52:37.888',-0.123,-,-,-0.113,-,-,-
'44:52:37.896',-0.123,-,-,-0.104,-,-,-
'44:52:37.904',-0.123,-,-,-0.113,-,-,-
'44:52:37.912',-0.113,-,-,-0.113,-,-,-
'44:52:37.920',-0.075,-,-,-0.094,-,-,-
'44:52:37.928',-0.047,-,-,-0.066,-,-,-
'44:52:37.936',-0.009,-,-,-0.047,-,-,-
'44:52:37.944',0.009,-,-,0.000,-,-,-
'44:52:37.952',0.028,-,-,0.000,-,-,-
'44:52:37.960',0.047,-,-,0.019,-,-,-
'44:52:37.968',0.057,-,-,0.038,-,-,-
'44:52:37.976',0.047,-,-,0.047,-,-,-
'44:52:37.984',0.028,-,-,0.019,-,-,-
'44:52:37.992',0.028,-,-,0.019,-,-,-
'44:52:38.000',0.009,-,-,0.000,-,-,-
'44:52:38.008',0.000,-,-,0.009,-,-,-
'44:52:38.016',0.000,-,-,-0.009,-,-,-
'44:52:38.024',0.000,-,-,-0.019,-,-,-
'44:52:38.032',0.000,-,-,-0.019,-,-,-
'44:52:38.040',-0.009,-,-,-0.019,-,-,-
'44:52:38.048',-0.009,-,-,-0.019,-,-,-
'44:52:38.056',-0.028,-,-,-0.038,-,-,-
'44:52:38.064',-0.028,-,-,-0.028,-,-,-
'44:52:38.072',-0.028,-,-,-0.038,-,-,-
'44:52:38.080',-0.028,-,-,-0.047,-,-,-
'44:52:38.088',0.000,-,-,-0.028,-,-,-
'44:52:38.096',0.000,-,-,-0.009,-,-,-
'44:52:38.104',0.009,-,-,0.000,-,-,-
'44:52:38.112',0.009,-,-,0.000,-,-,-
'44:52:38.120',0.009,-,-,0.019,-,-,-
'44:52:38.128',0.028,-,-,0.000,-,-,-
'44:52:38.136',0.028,-,-,0.028,-,-,-
'44:52:38.144',0.009,-,-,0.019,-,-,-
'44:52:38.152',0.009,-,-,0.000,-,-,-
'44:52:38.160',0.009,-,-,0.009,-,-,-
'44:52:38.168',0.009,-,-,-0.019,-,-,-
'44:52:38.176',0.000,-,-,-0.019,-,-,-
'44:52:38.184',-0.009,-,-,-0.028,-,-,-
'44:52:38.192',-0.028,-,-,-0.047,-,-,-
'44:52:38.200',-0.047,-,-,-0.047,-,-,-
'44:52:38.208',-0.047,-,-,-0.057,-,-,-
'44:52:38.216',-0.047,-,-,-0.047,-,-,-
'44:52:38.224',-0.047,-,-,-0.066,-,-,-
'44:52:38.232',-0.047,-,-,-0.047,-,-,-
'44:52:38.240',-0.047,-,-,-0.057,-,-,-
'44:52:38.248',-0.047,-,-,-0.066,-,-,-
'44:52:38.256',-0.047,-,-,-0.057,-,-,-
'44:52:38.264',-0.047,-,-,-0.047,-,-,-
'44:52:38.272',-0.047,-,-,-0.047,-,-,-
'44:52:38.280',-0.047,-,-,-0.057,-,-,-
'44:52:38.288',-0.009,-,-,-0.047,-,-,-
'44:52:38.296',0.047,-,-,-0.009,-,-,-
'44:52:38.304',0.179,-,-,0.085,-,-,-
'44:52:38.312',0.340,-,-,0.208,-,-,-
'44:52:38.320',0.491,-,-,0.387,-,-,-
'44:52:38.328',0.566,-,-,0.472,-,-,-
'44:52:38.336',0.604,-,-,0.453,-,-,-
'44:52:38.344',0.519,-,-,0.509,-,-,-
'44:52:38.352',0.321,-,-,0.311,-,-,-
'44:52:38.360',0.123,-,-,0.094,-,-,-
'44:52:38.368',-0.028,-,-,-0.019,-,-,-
'44:52:38.376',-0.179,-,-,-0.170,-,-,-
'44:52:38.384',-0.274,-,-,-0.274,-,-,-
'44:52:38.392',-0.274,-,-,-0.311,-,-,-
'44:52:38.400',-0.245,-,-,-0.264,-,-,-
'44:52:38.408',-0.208,-,-,-0.226,-,-,-
'44:52:38.416',-0.160,-,-,-0.151,-,-,-
'44:52:38.424',-0.123,-,-,-0.113,-,-,-
'44:52:38.432',-0.123,-,-,-0.113,-,-,-
'44:52:38.440',-0.123,-,-,-0.104,-,-,-
'44:52:38.448',-0.123,-,-,-0.113,-,-,-
'44:52:38.456',-0.123,-,-,-0.113,-,-,-
'44:52:38.464',-0.123,-,-,-0.104,-,-,-
'44:52:38.472',-0.123,-,-,-0.104,-,-,-
'44:52:38.480',-0.123,-,-,-0.113,-,-,-
'44:52:38.488',-0.113,-,-,-0.104,-,-,-
'44:52:38.496',-0.113,-,-,-0.104,-,-,-
'44:52:38.504',-0.123,-,-,-0.104,-,-,-
'44:52:38.512',-0.123,-,-,-0.104,-,-,-
'44:52:38.520',-0.123,-,-,-0.113,-,-,-
'44:52:38.528',-0.142,-,-,-0.104,-,-,-
'44:52:38.536',-0.123,-,-,-0.123,-,-,-
'44:52:38.544',-0.142,-,-,-0.113,-,-,-
'44:52:38.552',-0.142,-,-,-0.123,-,-,-
'44:52:38.560',-0.142,-,-,-0.132,-,-,-
'44:52:38.568',-0.142,-,-,-0.123,-,-,-
'44:52:38.576',-0.113,-,-,-0.132,-,-,-
'44:52:38.584',-0.094,-,-,-0.104,-,-,-
'44:52:38.592',-0.047,-,-,-0.066,-,-,-
'44:52:38.600',-0.009,-,-,-0.047,-,-,-
'44:52:38.608',0.009,-,-,-0.019,-,-,-
'44:52:38.616',0.028,-,-,0.009,-,-,-
'44:52:38.624',0.057,-,-,0.038,-,-,-
'44:52:38.632',0.057,-,-,0.038,-,-,-
'44:52:38.640',0.057,-,-,0.038,-,-,-
'44:52:38.648',0.047,-,-,0.038,-,-,-
'44:52:38.656',0.047,-,-,0.028,-,-,-
'44:52:38.664',0.028,-,-,0.019,-,-,-
'44:52:38.672',0.028,-,-,0.028,-,-,-
'44:52:38.680',0.028,-,-,0.019,-,-,-
'44:52:38.688',0.028,-,-,0.028,-,-,-
'44:52:38.696',0.028,-,-,0.019,-,-,-
'44:52:38.704',0.047,-,-,0.019,-,-,-
'44:52:38.712',0.047,-,-,0.038,-,-,-
'44:52:38.720',0.047,-,-,0.047,-,-,-
'44:52:38.728',0.057,-,-,0.038,-,-,-
'44:52:38.736',0.075,-,-,0.057,-,-,-
'44:52:38.744',0.075,-,-,0.057,-,-,-
'44:52:38.752',0.075,-,-,0.085,-,-,-
'44:52:38.760',0.075,-,-,0.047,-,-,-
'44:52:38.768',0.057,-,-,0.057,-,-,-
'44:52:38.776',0.057,-,-,0.038,-,-,-
'44:52:38.784',0.057,-,-,0.047,-,-,-
'44:52:38.792',0.047,-,-,0.028,-,-,-
'44:52:38.800',0.009,-,-,0.009,-,-,-
'44:52:38.808',0.009,-,-,0.000,-,-,-
'44:52:38.816',0.000,-,-,0.000,-,-,-
'44:52:38.824',0.000,-,-,-0.009,-,-,-
'44:52:38.832',0.000,-,-,-0.019,-,-,-
'44:52:38.840',0.000,-,-,0.000,-,-,-
'44:52:38.848',0.000,-,-,0.000,-,-,-
'44:52:38.856',0.000,-,-,0.000,-,-,-
'44:52:38.864',0.000,-,-,-0.009,-,-,-
'44:52:38.872',0.000,-,-,0.000,-,-,-
'44:52:38.880',0.000,-,-,0.000,-,-,-
'44:52:38.888',0.009,-,-,0.000,-,-,-
'44:52:38.896',0.057,-,-,0.009,-,-,-
'44:52:38.904',0.179,-,-,0.094,-,-,-
'44:52:38.912',0.311,-,-,0.179,-,-,-
'44:52:38.920',0.425,-,-,0.311,-,-,-
'44:52:38.928',0.491,-,-,0.396,-,-,-
'44:52:38.936',0.519,-,-,0.340,-,-,-
'44:52:38.944',0.472,-,-,0.368,-,-,-
'44:52:38.952',0.311,-,-,0.255,-,-,-
'44:52:38.960',0.123,-,-,0.019,-,-,-
'44:52:38.968',0.000,-,-,-0.057,-,-,-
'44:52:38.976',-0.113,-,-,-0.123,-,-,-
'44:52:38.984',-0.208,-,-,-0.217,-,-,-
'44:52:38.992',-0.226,-,-,-0.274,-,-,-
'44:52:39.000',-0.179,-,-,-0.198,-,-,-
'44:52:39.008',-0.113,-,-,-0.132,-,-,-
'44:52:39.016',-0.057,-,-,-0.066,-,-,-
'44:52:39.024',-0.028,-,-,-0.019,-,-,-
'44:52:39.032',-0.028,-,-,-0.009,-,-,-
'44:52:39.040',-0.028,-,-,-0.019,-,-,-
'44:52:39.048',-0.009,-,-,-0.009,-,-,-
'44:52:39.056',-0.009,-,-,0.000,-,-,-
'44:52:39.064',-0.009,-,-,-0.009,-,-,-
'44:52:39.072',-0.009,-,-,0.000,-,-,-
'44:52:39.080',-0.009,-,-,0.000,-,-,-
'44:52:39.088',-0.028,-,-,0.000,-,-,-
'44:52:39.096',-0.028,-,-,-0.009,-,-,-
'44:52:39.104',-0.028,-,-,-0.019,-,-,-
'44:52:39.112',-0.028,-,-,-0.009,-,-,-
'44:52:39.120',-0.028,-,-,0.000,-,-,-
'44:52:39.128',-0.028,-,-,-0.019,-,-,-
'44:52:39.136',-0.028,-,-,-0.009,-,-,-
'44:52:39.144',-0.047,-,-,-0.019,-,-,-
