'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'47:25:51.160',0.040,-,-,0.016,-,-
'47:25:51.168',0.016,-,-,0.000,-,-
'47:25:51.176',-0.016,-,-,-0.016,-,-
'47:25:51.184',-0.040,-,-,-0.024,-,-
'47:25:51.192',-0.048,-,-,-0.032,-,-
'47:25:51.200',-0.056,-,-,-0.040,-,-
'47:25:51.208',-0.056,-,-,-0.040,-,-
'47:25:51.216',-0.056,-,-,-0.040,-,-
'47:25:51.224',-0.056,-,-,-0.040,-,-
'47:25:51.232',-0.056,-,-,-0.032,-,-
'47:25:51.240',-0.056,-,-,-0.032,-,-
'47:25:51.248',-0.056,-,-,-0.040,-,-
'47:25:51.256',-0.056,-,-,-0.040,-,-
'47:25:51.264',-0.056,-,-,-0.040,-,-
'47:25:51.272',-0.056,-,-,-0.040,-,-
'47:25:51.280',-0.056,-,-,-0.040,-,-
'47:25:51.288',-0.056,-,-,-0.048,-,-
'47:25:51.296',-0.024,-,-,-0.072,-,-
'47:25:51.304',0.104,-,-,-0.096,-,-
'47:25:51.312',0.360,-,-,-0.104,-,-
'47:25:51.320',0.656,-,-,0.024,-,-
'47:25:51.328',0.784,-,-,0.232,-,-
'47:25:51.336',0.648,-,-,0.360,-,-
'47:25:51.344',0.440,-,-,0.376,-,-
'47:25:51.352',0.256,-,-,0.272,-,-
'47:25:51.360',0.096,-,-,0.160,-,-
'47:25:51.368',-0.040,-,-,0.040,-,-
'47:25:51.376',-0.128,-,-,-0.040,-,-
'47:25:51.384',-0.160,-,-,-0.072,-,-
'47:25:51.392',-0.160,-,-,-0.072,-,-
'47:25:51.400',-0.152,-,-,-0.064,-,-
'47:25:51.408',-0.152,-,-,-0.072,-,-
'47:25:51.416',-0.152,-,-,-0.072,-,-
'47:25:51.424',-0.144,-,-,-0.072,-,-
'47:25:51.432',-0.144,-,-,-0.072,-,-
'47:25:51.440',-0.144,-,-,-0.072,-,-
'47:25:51.448',-0.144,-,-,-0.072,-,-
'47:25:51.456',-0.136,-,-,-0.072,-,-
'47:25:51.464',-0.136,-,-,-0.072,-,-
'47:25:51.472',-0.136,-,-,-0.072,-,-
'47:25:51.480',-0.136,-,-,-0.072,-,-
'47:25:51.488',-0.136,-,-,-0.072,-,-
'47:25:51.496',-0.128,-,-,-0.072,-,-
'47:25:51.504',-0.128,-,-,-0.072,-,-
'47:25:51.512',-0.136,-,-,-0.072,-,-
'47:25:51.520',-0.136,-,-,-0.072,-,-
'47:25:51.528',-0.128,-,-,-0.072,-,-
'47:25:51.536',-0.128,-,-,-0.072,-,-
'47:25:51.544',-0.128,-,-,-0.080,-,-
'47:25:51.552',-0.128,-,-,-0.080,-,-
'47:25:51.560',-0.128,-,-,-0.080,-,-
'47:25:51.568',-0.128,-,-,-0.080,-,-
'47:25:51.576',-0.120,-,-,-0.080,-,-
'47:25:51.584',-0.104,-,-,-0.080,-,-
'47:25:51.592',-0.088,-,-,-0.072,-,-
'47:25:51.600',-0.072,-,-,-0.064,-,-
'47:25:51.608',-0.048,-,-,-0.048,-,-
'47:25:51.616',-0.032,-,-,-0.032,-,-
'47:25:51.624',-0.016,-,-,-0.024,-,-
'47:25:51.632',-0.008,-,-,-0.008,-,-
'47:25:51.640',-0.008,-,-,-0.008,-,-
'47:25:51.648',0.000,-,-,0.000,-,-
'47:25:51.656',-0.008,-,-,0.000,-,-
'47:25:51.664',-0.008,-,-,0.000,-,-
'47:25:51.672',-0.008,-,-,0.000,-,-
'47:25:51.680',0.000,-,-,0.008,-,-
'47:25:51.688',0.000,-,-,0.008,-,-
'47:25:51.696',0.000,-,-,0.008,-,-
'47:25:51.704',0.000,-,-,0.008,-,-
'47:25:51.712',0.000,-,-,0.008,-,-
'47:25:51.720',0.000,-,-,0.008,-,-
'47:25:51.728',0.000,-,-,0.008,-,-
'47:25:51.736',0.000,-,-,0.008,-,-
'47:25:51.744',-0.008,-,-,0.008,-,-
'47:25:51.752',0.000,-,-,0.000,-,-
'47:25:51.760',0.000,-,-,0.000,-,-
'47:25:51.768',-0.008,-,-,0.000,-,-
'47:25:51.776',-0.008,-,-,0.000,-,-
'47:25:51.784',0.000,-,-,0.000,-,-
'47:25:51.792',0.000,-,-,0.000,-,-
'47:25:51.800',0.000,-,-,0.000,-,-
'47:25:51.808',0.000,-,-,0.000,-,-
'47:25:51.816',0.000,-,-,0.000,-,-
'47:25:51.824',0.000,-,-,0.000,-,-
'47:25:51.832',0.000,-,-,0.000,-,-
'47:25:51.840',0.000,-,-,0.000,-,-
'47:25:51.848',0.000,-,-,0.000,-,-
'47:25:51.856',-0.008,-,-,0.000,-,-
'47:25:51.864',-0.008,-,-,0.000,-,-
'47:25:51.872',0.000,-,-,0.000,-,-
'47:25:51.880',0.000,-,-,0.000,-,-
'47:25:51.888',0.000,-,-,0.000,-,-
'47:25:51.896',0.000,-,-,0.000,-,-
'47:25:51.904',0.000,-,-,0.000,-,-
'47:25:51.912',0.000,-,-,0.000,-,-
'47:25:51.920',0.000,-,-,0.000,-,-
'47:25:51.928',0.008,-,-,0.008,-,-
'47:25:51.936',0.016,-,-,0.016,-,-
'47:25:51.944',0.032,-,-,0.032,-,-
'47:25:51.952',0.048,-,-,0.048,-,-
'47:25:51.960',0.064,-,-,0.048,-,-
'47:25:51.968',0.080,-,-,0.056,-,-
'47:25:51.976',0.096,-,-,0.064,-,-
'47:25:51.984',0.096,-,-,0.064,-,-
'47:25:51.992',0.072,-,-,0.040,-,-
'47:25:52.000',0.048,-,-,0.016,-,-
'47:25:52.008',0.032,-,-,0.000,-,-
'47:25:52.016',0.008,-,-,-0.008,-,-
'47:25:52.024',-0.024,-,-,-0.024,-,-
'47:25:52.032',-0.048,-,-,-0.032,-,-
'47:25:52.040',-0.056,-,-,-0.040,-,-
'47:25:52.048',-0.064,-,-,-0.048,-,-
'47:25:52.056',-0.064,-,-,-0.048,-,-
'47:25:52.064',-0.072,-,-,-0.048,-,-
'47:25:52.072',-0.064,-,-,-0.048,-,-
'47:25:52.080',-0.080,-,-,-0.040,-,-
'47:25:52.088',-0.088,-,-,-0.040,-,-
'47:25:52.096',-0.096,-,-,-0.064,-,-
'47:25:52.104',-0.056,-,-,-0.144,-,-
'47:25:52.112',-0.008,-,-,-0.256,-,-
'47:25:52.120',0.016,-,-,-0.368,-,-
'47:25:52.128',0.024,-,-,-0.400,-,-
'47:25:52.136',0.000,-,-,-0.296,-,-
'47:25:52.144',-0.040,-,-,-0.136,-,-
'47:25:52.152',-0.072,-,-,-0.008,-,-
'47:25:52.160',-0.128,-,-,0.016,-,-
'47:25:52.168',-0.192,-,-,-0.040,-,-
'47:25:52.176',-0.168,-,-,-0.064,-,-
'47:25:52.184',-0.088,-,-,-0.016,-,-
'47:25:52.192',-0.048,-,-,0.008,-,-
'47:25:52.200',-0.040,-,-,0.016,-,-
'47:25:52.208',-0.040,-,-,0.016,-,-
'47:25:52.216',-0.032,-,-,0.016,-,-
'47:25:52.224',-0.024,-,-,0.024,-,-
'47:25:52.232',-0.024,-,-,0.024,-,-
'47:25:52.240',-0.016,-,-,0.032,-,-
'47:25:52.248',-0.016,-,-,0.032,-,-
'47:25:52.256',-0.008,-,-,0.032,-,-
'47:25:52.264',0.000,-,-,0.032,-,-
'47:25:52.272',0.000,-,-,0.040,-,-
'47:25:52.280',0.008,-,-,0.040,-,-
'47:25:52.288',0.008,-,-,0.048,-,-
'47:25:52.296',0.016,-,-,0.056,-,-
'47:25:52.304',0.032,-,-,0.064,-,-
'47:25:52.312',0.040,-,-,0.072,-,-
'47:25:52.320',0.056,-,-,0.080,-,-
'47:25:52.328',0.072,-,-,0.088,-,-
'47:25:52.336',0.088,-,-,0.104,-,-
'47:25:52.344',0.112,-,-,0.120,-,-
'47:25:52.352',0.136,-,-,0.136,-,-
'47:25:52.360',0.160,-,-,0.152,-,-
'47:25:52.368',0.192,-,-,0.176,-,-
'47:25:52.376',0.216,-,-,0.184,-,-
'47:25:52.384',0.232,-,-,0.192,-,-
'47:25:52.392',0.240,-,-,0.192,-,-
'47:25:52.400',0.232,-,-,0.176,-,-
'47:25:52.408',0.208,-,-,0.152,-,-
'47:25:52.416',0.184,-,-,0.120,-,-
'47:25:52.424',0.144,-,-,0.096,-,-
'47:25:52.432',0.104,-,-,0.064,-,-
'47:25:52.440',0.064,-,-,0.040,-,-
'47:25:52.448',0.040,-,-,0.016,-,-
'47:25:52.456',0.016,-,-,0.008,-,-
'47:25:52.464',-0.008,-,-,0.000,-,-
'47:25:52.472',-0.016,-,-,-0.008,-,-
'47:25:52.480',-0.024,-,-,-0.016,-,-
'47:25:52.488',-0.032,-,-,-0.016,-,-
'47:25:52.496',-0.032,-,-,-0.016,-,-
'47:25:52.504',-0.040,-,-,-0.024,-,-
'47:25:52.512',-0.040,-,-,-0.016,-,-
'47:25:52.520',-0.040,-,-,-0.016,-,-
'47:25:52.528',-0.032,-,-,-0.016,-,-
'47:25:52.536',-0.032,-,-,-0.008,-,-
'47:25:52.544',-0.032,-,-,-0.008,-,-
'47:25:52.552',-0.024,-,-,-0.008,-,-
'47:25:52.560',-0.024,-,-,-0.008,-,-
'47:25:52.568',-0.016,-,-,0.000,-,-
'47:25:52.576',-0.016,-,-,0.000,-,-
'47:25:52.584',-0.016,-,-,0.000,-,-
'47:25:52.592',-0.008,-,-,0.000,-,-
'47:25:52.600',-0.008,-,-,0.000,-,-
'47:25:52.608',-0.008,-,-,0.000,-,-
'47:25:52.616',-0.008,-,-,0.000,-,-
'47:25:52.624',0.000,-,-,0.000,-,-
'47:25:52.632',0.000,-,-,-0.008,-,-
'47:25:52.640',0.000,-,-,-0.040,-,-
'47:25:52.648',-0.024,-,-,-0.104,-,-
'47:25:52.656',-0.072,-,-,-0.192,-,-
'47:25:52.664',-0.168,-,-,-0.352,-,-
'47:25:52.672',-0.336,-,-,-0.576,-,-
'47:25:52.680',-0.520,-,-,-0.776,-,-
'47:25:52.688',-0.656,-,-,-0.864,-,-
'47:25:52.696',-0.752,-,-,-0.824,-,-
'47:25:52.704',-0.816,-,-,-0.712,-,-
'47:25:52.712',-0.760,-,-,-0.576,-,-
'47:25:52.720',-0.584,-,-,-0.392,-,-
'47:25:52.728',-0.424,-,-,-0.224,-,-
'47:25:52.736',-0.368,-,-,-0.144,-,-
'47:25:52.744',-0.336,-,-,-0.136,-,-
'47:25:52.752',-0.272,-,-,-0.112,-,-
'47:25:52.760',-0.144,-,-,-0.040,-,-
'47:25:52.768',0.008,-,-,0.072,-,-
'47:25:52.776',0.144,-,-,0.176,-,-
'47:25:52.784',0.216,-,-,0.240,-,-
'47:25:52.792',0.256,-,-,0.264,-,-
'47:25:52.800',0.280,-,-,0.280,-,-
'47:25:52.808',0.304,-,-,0.296,-,-
'47:25:52.816',0.328,-,-,0.312,-,-
'47:25:52.824',0.352,-,-,0.328,-,-
'47:25:52.832',0.360,-,-,0.328,-,-
'47:25:52.840',0.344,-,-,0.312,-,-
'47:25:52.848',0.336,-,-,0.304,-,-
'47:25:52.856',0.336,-,-,0.304,-,-
'47:25:52.864',0.328,-,-,0.304,-,-
'47:25:52.872',0.320,-,-,0.320,-,-
'47:25:52.880',0.336,-,-,0.336,-,-
'47:25:52.888',0.368,-,-,0.360,-,-
'47:25:52.896',0.408,-,-,0.392,-,-
'47:25:52.904',0.448,-,-,0.416,-,-
'47:25:52.912',0.488,-,-,0.440,-,-
'47:25:52.920',0.520,-,-,0.456,-,-
'47:25:52.928',0.544,-,-,0.456,-,-
'47:25:52.936',0.552,-,-,0.456,-,-
'47:25:52.944',0.552,-,-,0.432,-,-
'47:25:52.952',0.528,-,-,0.400,-,-
'47:25:52.960',0.496,-,-,0.360,-,-
'47:25:52.968',0.440,-,-,0.312,-,-
'47:25:52.976',0.368,-,-,0.264,-,-
'47:25:52.984',0.296,-,-,0.216,-,-
'47:25:52.992',0.216,-,-,0.160,-,-
'47:25:53.000',0.144,-,-,0.112,-,-
'47:25:53.008',0.080,-,-,0.064,-,-
'47:25:53.016',0.032,-,-,0.032,-,-
'47:25:53.024',-0.008,-,-,0.008,-,-
'47:25:53.032',-0.040,-,-,-0.008,-,-
'47:25:53.040',-0.064,-,-,-0.016,-,-
'47:25:53.048',-0.072,-,-,-0.024,-,-
'47:25:53.056',-0.080,-,-,-0.024,-,-
'47:25:53.064',-0.080,-,-,-0.024,-,-
'47:25:53.072',-0.088,-,-,-0.024,-,-
'47:25:53.080',-0.080,-,-,-0.032,-,-
'47:25:53.088',-0.080,-,-,-0.032,-,-
'47:25:53.096',-0.080,-,-,-0.032,-,-
'47:25:53.104',-0.080,-,-,-0.032,-,-
'47:25:53.112',-0.072,-,-,-0.032,-,-
'47:25:53.120',-0.064,-,-,-0.024,-,-
'47:25:53.128',-0.064,-,-,-0.024,-,-
'47:25:53.136',-0.064,-,-,-0.024,-,-
'47:25:53.144',-0.056,-,-,-0.024,-,-
'47:25:53.152',-0.048,-,-,-0.024,-,-
'47:25:53.160',-0.048,-,-,-0.024,-,-
'47:25:53.168',-0.056,-,-,-0.024,-,-
'47:25:53.176',-0.056,-,-,-0.024,-,-
'47:25:53.184',-0.048,-,-,-0.024,-,-
'47:25:53.192',-0.040,-,-,-0.016,-,-
'47:25:53.200',-0.032,-,-,-0.016,-,-
'47:25:53.208',-0.032,-,-,-0.016,-,-
'47:25:53.216',-0.032,-,-,-0.016,-,-
'47:25:53.224',-0.040,-,-,-0.016,-,-
'47:25:53.232',-0.040,-,-,-0.016,-,-
'47:25:53.240',-0.040,-,-,-0.016,-,-
'47:25:53.248',-0.040,-,-,-0.016,-,-
'47:25:53.256',-0.032,-,-,-0.016,-,-
'47:25:53.264',-0.024,-,-,-0.008,-,-
'47:25:53.272',-0.024,-,-,-0.008,-,-
'47:25:53.280',-0.024,-,-,-0.008,-,-
'47:25:53.288',-0.024,-,-,-0.008,-,-
'47:25:53.296',-0.024,-,-,-0.008,-,-
'47:25:53.304',-0.024,-,-,-0.008,-,-
'47:25:53.312',-0.024,-,-,-0.008,-,-
'47:25:53.320',-0.016,-,-,-0.008,-,-
'47:25:53.328',-0.016,-,-,0.000,-,-
'47:25:53.336',-0.016,-,-,0.000,-,-
'47:25:53.344',-0.024,-,-,-0.008,-,-
'47:25:53.352',-0.032,-,-,-0.016,-,-
'47:25:53.360',-0.024,-,-,-0.008,-,-
'47:25:53.368',-0.024,-,-,-0.008,-,-
'47:25:53.376',-0.016,-,-,0.000,-,-
'47:25:53.384',-0.016,-,-,0.000,-,-
'47:25:53.392',-0.008,-,-,0.000,-,-
'47:25:53.400',-0.008,-,-,0.000,-,-
'47:25:53.408',-0.016,-,-,0.000,-,-
'47:25:53.416',-0.016,-,-,0.000,-,-
'47:25:53.424',-0.008,-,-,0.000,-,-
'47:25:53.432',-0.008,-,-,0.000,-,-
'47:25:53.440',-0.008,-,-,0.000,-,-
'47:25:53.448',-0.008,-,-,0.000,-,-
'47:25:53.456',-0.008,-,-,0.000,-,-
'47:25:53.464',-0.008,-,-,0.000,-,-
'47:25:53.472',-0.008,-,-,0.000,-,-
'47:25:53.480',-0.008,-,-,0.000,-,-
'47:25:53.488',-0.008,-,-,0.000,-,-
'47:25:53.496',0.000,-,-,0.008,-,-
'47:25:53.504',-0.008,-,-,0.000,-,-
'47:25:53.512',-0.008,-,-,0.000,-,-
'47:25:53.520',-0.008,-,-,0.000,-,-
'47:25:53.528',0.000,-,-,0.000,-,-
'47:25:53.536',0.000,-,-,0.000,-,-
'47:25:53.544',0.000,-,-,0.008,-,-
'47:25:53.552',0.000,-,-,0.008,-,-
'47:25:53.560',0.000,-,-,0.008,-,-
'47:25:53.568',0.000,-,-,0.008,-,-
'47:25:53.576',-0.008,-,-,0.000,-,-
'47:25:53.584',-0.008,-,-,0.000,-,-
'47:25:53.592',-0.008,-,-,0.000,-,-
'47:25:53.600',0.000,-,-,0.008,-,-
'47:25:53.608',0.000,-,-,0.008,-,-
'47:25:53.616',0.008,-,-,0.008,-,-
'47:25:53.624',0.008,-,-,0.008,-,-
'47:25:53.632',0.016,-,-,0.024,-,-
'47:25:53.640',0.032,-,-,0.040,-,-
'47:25:53.648',0.048,-,-,0.048,-,-
'47:25:53.656',0.064,-,-,0.056,-,-
'47:25:53.664',0.080,-,-,0.072,-,-
'47:25:53.672',0.088,-,-,0.088,-,-
'47:25:53.680',0.072,-,-,0.064,-,-
'47:25:53.688',0.056,-,-,-0.016,-,-
'47:25:53.696',0.072,-,-,-0.152,-,-
'47:25:53.704',0.080,-,-,-0.296,-,-
'47:25:53.712',0.056,-,-,-0.368,-,-
'47:25:53.720',0.040,-,-,-0.296,-,-
'47:25:53.728',0.016,-,-,-0.128,-,-
'47:25:53.736',-0.016,-,-,0.000,-,-
'47:25:53.744',-0.064,-,-,0.048,-,-
'47:25:53.752',-0.144,-,-,0.008,-,-
'47:25:53.760',-0.200,-,-,-0.064,-,-
'47:25:53.768',-0.160,-,-,-0.072,-,-
'47:25:53.776',-0.088,-,-,-0.016,-,-
'47:25:53.784',-0.064,-,-,0.008,-,-
'47:25:53.792',-0.056,-,-,0.008,-,-
'47:25:53.800',-0.056,-,-,0.008,-,-
'47:25:53.808',-0.048,-,-,0.008,-,-
'47:25:53.816',-0.048,-,-,0.008,-,-
'47:25:53.824',-0.040,-,-,0.008,-,-
'47:25:53.832',-0.040,-,-,0.008,-,-
'47:25:53.840',-0.040,-,-,0.008,-,-
'47:25:53.848',-0.040,-,-,0.016,-,-
'47:25:53.856',-0.032,-,-,0.016,-,-
'47:25:53.864',-0.024,-,-,0.024,-,-
'47:25:53.872',-0.024,-,-,0.024,-,-
'47:25:53.880',-0.016,-,-,0.024,-,-
'47:25:53.888',-0.008,-,-,0.032,-,-
'47:25:53.896',0.000,-,-,0.040,-,-
'47:25:53.904',0.008,-,-,0.048,-,-
'47:25:53.912',0.016,-,-,0.056,-,-
'47:25:53.920',0.032,-,-,0.064,-,-
'47:25:53.928',0.048,-,-,0.080,-,-
'47:25:53.936',0.072,-,-,0.096,-,-
'47:25:53.944',0.104,-,-,0.112,-,-
'47:25:53.952',0.128,-,-,0.136,-,-
'47:25:53.960',0.160,-,-,0.152,-,-
'47:25:53.968',0.184,-,-,0.160,-,-
'47:25:53.976',0.208,-,-,0.168,-,-
'47:25:53.984',0.208,-,-,0.160,-,-
'47:25:53.992',0.208,-,-,0.144,-,-
'47:25:54.000',0.184,-,-,0.120,-,-
'47:25:54.008',0.144,-,-,0.080,-,-
'47:25:54.016',0.104,-,-,0.056,-,-
'47:25:54.024',0.072,-,-,0.024,-,-
'47:25:54.032',0.040,-,-,0.008,-,-
'47:25:54.040',0.008,-,-,-0.008,-,-
'47:25:54.048',-0.008,-,-,-0.016,-,-
'47:25:54.056',-0.016,-,-,-0.024,-,-
'47:25:54.064',-0.024,-,-,-0.024,-,-
'47:25:54.072',-0.024,-,-,-0.024,-,-
'47:25:54.080',-0.024,-,-,-0.024,-,-
'47:25:54.088',-0.024,-,-,-0.024,-,-
'47:25:54.096',-0.024,-,-,-0.024,-,-
'47:25:54.104',-0.024,-,-,-0.016,-,-
'47:25:54.112',-0.024,-,-,-0.016,-,-
'47:25:54.120',-0.024,-,-,-0.016,-,-
'47:25:54.128',-0.024,-,-,-0.016,-,-
'47:25:54.136',-0.024,-,-,-0.016,-,-
'47:25:54.144',-0.024,-,-,-0.016,-,-
'47:25:54.152',-0.024,-,-,-0.016,-,-
'47:25:54.160',-0.024,-,-,-0.016,-,-
'47:25:54.168',-0.024,-,-,-0.016,-,-
'47:25:54.176',-0.024,-,-,-0.016,-,-
'47:25:54.184',-0.024,-,-,-0.024,-,-
'47:25:54.192',-0.024,-,-,-0.024,-,-
'47:25:54.200',-0.024,-,-,-0.024,-,-
'47:25:54.208',-0.024,-,-,-0.024,-,-
'47:25:54.216',-0.032,-,-,-0.024,-,-
'47:25:54.224',-0.032,-,-,-0.024,-,-
'47:25:54.232',-0.032,-,-,-0.024,-,-
'47:25:54.240',-0.032,-,-,-0.024,-,-
'47:25:54.248',-0.024,-,-,-0.024,-,-
'47:25:54.256',-0.024,-,-,-0.024,-,-
'47:25:54.264',-0.024,-,-,-0.024,-,-
'47:25:54.272',-0.024,-,-,-0.016,-,-
'47:25:54.280',-0.024,-,-,-0.016,-,-
'47:25:54.288',-0.024,-,-,-0.016,-,-
'47:25:54.296',-0.024,-,-,-0.016,-,-
'47:25:54.304',-0.024,-,-,-0.016,-,-
'47:25:54.312',-0.016,-,-,-0.016,-,-
'47:25:54.320',-0.016,-,-,-0.016,-,-
'47:25:54.328',-0.016,-,-,-0.016,-,-
'47:25:54.336',-0.016,-,-,-0.016,-,-
'47:25:54.344',-0.016,-,-,-0.016,-,-
'47:25:54.352',-0.016,-,-,-0.008,-,-
'47:25:54.360',-0.016,-,-,-0.008,-,-
'47:25:54.368',-0.016,-,-,-0.008,-,-
'47:25:54.376',-0.016,-,-,-0.008,-,-
'47:25:54.384',-0.016,-,-,-0.008,-,-
'47:25:54.392',-0.016,-,-,-0.008,-,-
'47:25:54.400',-0.016,-,-,-0.008,-,-
'47:25:54.408',-0.016,-,-,-0.008,-,-
'47:25:54.416',-0.016,-,-,-0.008,-,-
'47:25:54.424',-0.016,-,-,-0.008,-,-
'47:25:54.432',-0.016,-,-,-0.008,-,-
'47:25:54.440',-0.016,-,-,-0.008,-,-
'47:25:54.448',-0.008,-,-,-0.008,-,-
'47:25:54.456',-0.008,-,-,0.000,-,-
'47:25:54.464',-0.008,-,-,0.000,-,-
'47:25:54.472',0.000,-,-,0.000,-,-
'47:25:54.480',0.008,-,-,0.008,-,-
'47:25:54.488',0.016,-,-,0.024,-,-
'47:25:54.496',0.040,-,-,0.040,-,-
'47:25:54.504',0.056,-,-,0.048,-,-
'47:25:54.512',0.064,-,-,0.056,-,-
'47:25:54.520',0.088,-,-,0.064,-,-
'47:25:54.528',0.104,-,-,0.072,-,-
'47:25:54.536',0.096,-,-,0.064,-,-
'47:25:54.544',0.072,-,-,0.040,-,-
'47:25:54.552',0.048,-,-,0.016,-,-
'47:25:54.560',0.024,-,-,0.000,-,-
'47:25:54.568',0.000,-,-,-0.016,-,-
'47:25:54.576',-0.024,-,-,-0.024,-,-
'47:25:54.584',-0.048,-,-,-0.032,-,-
'47:25:54.592',-0.056,-,-,-0.040,-,-
'47:25:54.600',-0.064,-,-,-0.048,-,-
'47:25:54.608',-0.064,-,-,-0.048,-,-
'47:25:54.616',-0.072,-,-,-0.048,-,-
'47:25:54.624',-0.064,-,-,-0.048,-,-
'47:25:54.632',-0.064,-,-,-0.048,-,-
'47:25:54.640',-0.064,-,-,-0.048,-,-
'47:25:54.648',-0.064,-,-,-0.040,-,-
'47:25:54.656',-0.064,-,-,-0.040,-,-
'47:25:54.664',-0.064,-,-,-0.040,-,-
'47:25:54.672',-0.064,-,-,-0.040,-,-
'47:25:54.680',-0.056,-,-,-0.040,-,-
'47:25:54.688',-0.024,-,-,-0.056,-,-
'47:25:54.696',0.080,-,-,-0.072,-,-
'47:25:54.704',0.304,-,-,-0.080,-,-
'47:25:54.712',0.616,-,-,-0.016,-,-
'47:25:54.720',0.784,-,-,0.144,-,-
'47:25:54.728',0.696,-,-,0.296,-,-
'47:25:54.736',0.512,-,-,0.352,-,-
'47:25:54.744',0.320,-,-,0.312,-,-
'47:25:54.752',0.152,-,-,0.208,-,-
'47:25:54.760',0.016,-,-,0.096,-,-
'47:25:54.768',-0.096,-,-,0.000,-,-
'47:25:54.776',-0.144,-,-,-0.048,-,-
'47:25:54.784',-0.152,-,-,-0.048,-,-
'47:25:54.792',-0.152,-,-,-0.048,-,-
'47:25:54.800',-0.152,-,-,-0.048,-,-
'47:25:54.808',-0.144,-,-,-0.048,-,-
'47:25:54.816',-0.144,-,-,-0.048,-,-
'47:25:54.824',-0.144,-,-,-0.048,-,-
'47:25:54.832',-0.136,-,-,-0.040,-,-
'47:25:54.840',-0.136,-,-,-0.040,-,-
'47:25:54.848',-0.128,-,-,-0.040,-,-
'47:25:54.856',-0.128,-,-,-0.048,-,-
'47:25:54.864',-0.120,-,-,-0.040,-,-
'47:25:54.872',-0.120,-,-,-0.040,-,-
'47:25:54.880',-0.120,-,-,-0.040,-,-
'47:25:54.888',-0.120,-,-,-0.040,-,-
'47:25:54.896',-0.120,-,-,-0.040,-,-
'47:25:54.904',-0.120,-,-,-0.040,-,-
'47:25:54.912',-0.120,-,-,-0.040,-,-
'47:25:54.920',-0.120,-,-,-0.040,-,-
'47:25:54.928',-0.120,-,-,-0.040,-,-
'47:25:54.936',-0.120,-,-,-0.040,-,-
'47:25:54.944',-0.120,-,-,-0.040,-,-
'47:25:54.952',-0.112,-,-,-0.040,-,-
'47:25:54.960',-0.112,-,-,-0.040,-,-
