'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP'
'23:50:36.608',-,-,-,-,-,0.581,118.800
'23:50:36.616',-,-,-,-,-,0.645,127.200
'23:50:36.624',-,-,-,-,-,0.645,134.400
'23:50:36.632',-,-,-,-,-,0.645,140.400
'23:50:36.640',-,-,-,-,-,0.581,145.200
'23:50:36.648',-,-,-,-,-,0.516,148.800
'23:50:36.656',-,-,-,-,-,0.468,151.200
'23:50:36.664',-,-,-,-,-,0.339,151.200
'23:50:36.672',-,-,-,-,-,0.226,151.200
'23:50:36.680',-,-,-,-,-,0.113,150.000
'23:50:36.688',-,-,-,-,-,0.048,148.800
'23:50:36.696',-,-,-,-,-,0.000,146.400
'23:50:36.704',-,-,-,-,-,0.000,144.000
'23:50:36.712',-,-,-,-,-,0.000,140.400
'23:50:36.720',-,-,-,-,-,-0.048,136.800
'23:50:36.728',-,-,-,-,-,-0.048,133.200
'23:50:36.736',-,-,-,-,-,-0.048,128.400
'23:50:36.744',-,-,-,-,-,0.000,123.600
'23:50:36.752',-,-,-,-,-,0.000,118.800
'23:50:36.760',-,-,-,-,-,0.000,114.000
'23:50:36.768',-,-,-,-,-,0.000,109.200
'23:50:36.776',-,-,-,-,-,0.048,105.600
'23:50:36.784',-,-,-,-,-,0.048,102.000
'23:50:36.792',-,-,-,-,-,0.000,98.400
'23:50:36.800',-,-,-,-,-,0.000,96.000
'23:50:36.808',-,-,-,-,-,0.000,94.800
'23:50:36.816',-,-,-,-,-,0.000,94.800
'23:50:36.824',-,-,-,-,-,-0.113,94.800
'23:50:36.832',-,-,-,-,-,-0.113,96.000
'23:50:36.840',-,-,-,-,-,-0.048,96.000
'23:50:36.848',-,-,-,-,-,-0.113,97.200
'23:50:36.856',-,-,-,-,-,-0.113,97.200
'23:50:36.864',-,-,-,-,-,-0.113,98.400
'23:50:36.872',-,-,-,-,-,-0.113,98.400
'23:50:36.880',-,-,-,-,-,-0.113,98.400
'23:50:36.888',-,-,-,-,-,-0.113,98.400
'23:50:36.896',-,-,-,-,-,-0.113,97.200
'23:50:36.904',-,-,-,-,-,-0.048,97.200
'23:50:36.912',-,-,-,-,-,0.000,96.000
'23:50:36.920',-,-,-,-,-,-0.516,96.000
'23:50:36.928',-,-,-,-,-,-1.403,96.000
'23:50:36.936',-,-,-,-,-,-2.468,94.800
'23:50:36.944',-,-,-,-,-,-2.581,94.800
'23:50:36.952',-,-,-,-,-,-1.935,93.600
'23:50:36.960',-,-,-,-,-,-1.468,92.400
'23:50:36.968',-,-,-,-,-,-0.935,91.200
'23:50:36.976',-,-,-,-,-,-0.290,90.000
'23:50:36.984',-,-,-,-,-,0.048,88.800
'23:50:36.992',-,-,-,-,-,0.161,87.600
'23:50:37.000',-,-,-,-,-,0.290,86.400
'23:50:37.008',-,-,-,-,-,0.226,84.000
'23:50:37.016',-,-,-,-,-,0.290,84.000
'23:50:37.024',-,-,-,-,-,0.226,82.800
'23:50:37.032',-,-,-,-,-,0.290,81.600
'23:50:37.040',-,-,-,-,-,0.290,81.600
'23:50:37.048',-,-,-,-,-,0.290,81.600
'23:50:37.056',-,-,-,-,-,0.339,82.800
'23:50:37.064',-,-,-,-,-,0.339,85.200
'23:50:37.072',-,-,-,-,-,0.339,88.800
'23:50:37.080',-,-,-,-,-,0.403,94.800
'23:50:37.088',-,-,-,-,-,0.468,100.800
'23:50:37.096',-,-,-,-,-,0.468,108.000
'23:50:37.104',-,-,-,-,-,0.581,116.400
'23:50:37.112',-,-,-,-,-,0.645,124.800
'23:50:37.120',-,-,-,-,-,0.645,132.000
'23:50:37.128',-,-,-,-,-,0.645,139.200
'23:50:37.136',-,-,-,-,-,0.645,145.200
'23:50:37.144',-,-,-,-,-,0.645,148.800
'23:50:37.152',-,-,-,-,-,0.516,151.200
'23:50:37.160',-,-,-,-,-,0.468,152.400
'23:50:37.168',-,-,-,-,-,0.339,152.400
'23:50:37.176',-,-,-,-,-,0.226,152.400
'23:50:37.184',-,-,-,-,-,0.161,151.200
'23:50:37.192',-,-,-,-,-,0.113,150.000
'23:50:37.200',-,-,-,-,-,0.000,147.600
'23:50:37.208',-,-,-,-,-,0.000,144.000
'23:50:37.216',-,-,-,-,-,0.000,141.600
'23:50:37.224',-,-,-,-,-,0.000,138.000
'23:50:37.232',-,-,-,-,-,0.000,133.200
'23:50:37.240',-,-,-,-,-,0.000,129.600
'23:50:37.248',-,-,-,-,-,0.000,124.800
'23:50:37.256',-,-,-,-,-,0.000,120.000
'23:50:37.264',-,-,-,-,-,0.000,115.200
'23:50:37.272',-,-,-,-,-,0.048,110.400
'23:50:37.280',-,-,-,-,-,0.048,105.600
'23:50:37.288',-,-,-,-,-,0.048,102.000
'23:50:37.296',-,-,-,-,-,0.000,99.600
'23:50:37.304',-,-,-,-,-,0.000,97.200
'23:50:37.312',-,-,-,-,-,0.000,96.000
'23:50:37.320',-,-,-,-,-,-0.048,96.000
'23:50:37.328',-,-,-,-,-,-0.113,96.000
'23:50:37.336',-,-,-,-,-,-0.048,96.000
'23:50:37.344',-,-,-,-,-,-0.048,97.200
'23:50:37.352',-,-,-,-,-,-0.048,97.200
'23:50:37.360',-,-,-,-,-,-0.048,98.400
'23:50:37.368',-,-,-,-,-,-0.048,98.400
'23:50:37.376',-,-,-,-,-,-0.113,98.400
'23:50:37.384',-,-,-,-,-,-0.048,98.400
'23:50:37.392',-,-,-,-,-,-0.048,98.400
'23:50:37.400',-,-,-,-,-,-0.048,98.400
'23:50:37.408',-,-,-,-,-,0.000,97.200
'23:50:37.416',-,-,-,-,-,-0.226,97.200
'23:50:37.424',-,-,-,-,-,-1.048,97.200
'23:50:37.432',-,-,-,-,-,-2.048,96.000
'23:50:37.440',-,-,-,-,-,-2.468,96.000
'23:50:37.448',-,-,-,-,-,-2.048,94.800
'23:50:37.456',-,-,-,-,-,-1.581,93.600
'23:50:37.464',-,-,-,-,-,-1.113,92.400
'23:50:37.472',-,-,-,-,-,-0.516,91.200
'23:50:37.480',-,-,-,-,-,0.000,90.000
'23:50:37.488',-,-,-,-,-,0.161,88.800
'23:50:37.496',-,-,-,-,-,0.290,87.600
'23:50:37.504',-,-,-,-,-,0.339,86.400
'23:50:37.512',-,-,-,-,-,0.290,85.200
'23:50:37.520',-,-,-,-,-,0.339,84.000
'23:50:37.528',-,-,-,-,-,0.339,84.000
'23:50:37.536',-,-,-,-,-,0.339,82.800
'23:50:37.544',-,-,-,-,-,0.339,82.800
'23:50:37.552',-,-,-,-,-,0.339,84.000
'23:50:37.560',-,-,-,-,-,0.339,85.200
'23:50:37.568',-,-,-,-,-,0.403,88.800
'23:50:37.576',-,-,-,-,-,0.468,93.600
'23:50:37.584',-,-,-,-,-,0.468,99.600
'23:50:37.592',-,-,-,-,-,0.516,106.800
'23:50:37.600',-,-,-,-,-,0.581,114.000
'23:50:37.608',-,-,-,-,-,0.645,122.400
'23:50:37.616',-,-,-,-,-,0.645,130.800
'23:50:37.624',-,-,-,-,-,0.694,138.000
'23:50:37.632',-,-,-,-,-,0.694,144.000
'23:50:37.640',-,-,-,-,-,0.694,147.600
'23:50:37.648',-,-,-,-,-,0.645,151.200
'23:50:37.656',-,-,-,-,-,0.516,152.400
'23:50:37.664',-,-,-,-,-,0.403,152.400
'23:50:37.672',-,-,-,-,-,0.339,152.400
'23:50:37.680',-,-,-,-,-,0.226,151.200
'23:50:37.688',-,-,-,-,-,0.113,150.000
'23:50:37.696',-,-,-,-,-,0.048,148.800
'23:50:37.704',-,-,-,-,-,0.000,145.200
'23:50:37.712',-,-,-,-,-,0.000,142.800
'23:50:37.720',-,-,-,-,-,0.000,139.200
'23:50:37.728',-,-,-,-,-,0.000,135.600
'23:50:37.736',-,-,-,-,-,0.000,130.800
'23:50:37.744',-,-,-,-,-,0.000,126.000
'23:50:37.752',-,-,-,-,-,0.000,121.200
'23:50:37.760',-,-,-,-,-,0.000,116.400
'23:50:37.768',-,-,-,-,-,0.113,111.600
'23:50:37.776',-,-,-,-,-,0.113,106.800
'23:50:37.784',-,-,-,-,-,0.113,103.200
'23:50:37.792',-,-,-,-,-,0.048,99.600
'23:50:37.800',-,-,-,-,-,0.000,97.200
'23:50:37.808',-,-,-,-,-,0.000,96.000
'23:50:37.816',-,-,-,-,-,0.000,94.800
'23:50:37.824',-,-,-,-,-,-0.113,96.000
'23:50:37.832',-,-,-,-,-,-0.048,96.000
'23:50:37.840',-,-,-,-,-,0.000,97.200
'23:50:37.848',-,-,-,-,-,-0.048,97.200
'23:50:37.856',-,-,-,-,-,-0.048,98.400
'23:50:37.864',-,-,-,-,-,-0.048,98.400
'23:50:37.872',-,-,-,-,-,-0.048,98.400
'23:50:37.880',-,-,-,-,-,-0.048,98.400
'23:50:37.888',-,-,-,-,-,0.000,98.400
'23:50:37.896',-,-,-,-,-,-0.048,97.200
'23:50:37.904',-,-,-,-,-,0.000,97.200
'23:50:37.912',-,-,-,-,-,0.048,97.200
'23:50:37.920',-,-,-,-,-,-0.403,96.000
'23:50:37.928',-,-,-,-,-,-1.290,96.000
'23:50:37.936',-,-,-,-,-,-2.339,94.800
'23:50:37.944',-,-,-,-,-,-2.581,94.800
'23:50:37.952',-,-,-,-,-,-1.935,93.600
'23:50:37.960',-,-,-,-,-,-1.468,92.400
'23:50:37.968',-,-,-,-,-,-0.935,91.200
'23:50:37.976',-,-,-,-,-,-0.290,90.000
'23:50:37.984',-,-,-,-,-,0.048,88.800
'23:50:37.992',-,-,-,-,-,0.226,87.600
'23:50:38.000',-,-,-,-,-,0.339,86.400
'23:50:38.008',-,-,-,-,-,0.339,85.200
'23:50:38.016',-,-,-,-,-,0.339,84.000
'23:50:38.024',-,-,-,-,-,0.339,82.800
'23:50:38.032',-,-,-,-,-,0.339,82.800
'23:50:38.040',-,-,-,-,-,0.339,82.800
'23:50:38.048',-,-,-,-,-,0.339,82.800
'23:50:38.056',-,-,-,-,-,0.339,82.800
'23:50:38.064',-,-,-,-,-,0.403,85.200
'23:50:38.072',-,-,-,-,-,0.403,88.800
'23:50:38.080',-,-,-,-,-,0.468,92.400
'23:50:38.088',-,-,-,-,-,0.468,98.400
'23:50:38.096',-,-,-,-,-,0.516,105.600
'23:50:38.104',-,-,-,-,-,0.581,112.800
'23:50:38.112',-,-,-,-,-,0.645,121.200
'23:50:38.120',-,-,-,-,-,0.694,128.400
'23:50:38.128',-,-,-,-,-,0.694,135.600
'23:50:38.136',-,-,-,-,-,0.694,141.600
'23:50:38.144',-,-,-,-,-,0.645,146.400
'23:50:38.152',-,-,-,-,-,0.581,148.800
'23:50:38.160',-,-,-,-,-,0.468,151.200
'23:50:38.168',-,-,-,-,-,0.403,151.200
'23:50:38.176',-,-,-,-,-,0.290,151.200
'23:50:38.184',-,-,-,-,-,0.226,150.000
'23:50:38.192',-,-,-,-,-,0.113,147.600
'23:50:38.200',-,-,-,-,-,0.048,146.400
'23:50:38.208',-,-,-,-,-,0.000,142.800
'23:50:38.216',-,-,-,-,-,0.000,139.200
'23:50:38.224',-,-,-,-,-,0.000,135.600
'23:50:38.232',-,-,-,-,-,0.000,132.000
'23:50:38.240',-,-,-,-,-,0.000,127.200
'23:50:38.248',-,-,-,-,-,0.000,122.400
'23:50:38.256',-,-,-,-,-,0.000,117.600
'23:50:38.264',-,-,-,-,-,0.048,112.800
'23:50:38.272',-,-,-,-,-,0.048,108.000
'23:50:38.280',-,-,-,-,-,0.113,104.400
'23:50:38.288',-,-,-,-,-,0.113,100.800
'23:50:38.296',-,-,-,-,-,0.113,97.200
'23:50:38.304',-,-,-,-,-,0.048,96.000
'23:50:38.312',-,-,-,-,-,0.000,94.800
'23:50:38.320',-,-,-,-,-,-0.048,93.600
'23:50:38.328',-,-,-,-,-,-0.113,94.800
'23:50:38.336',-,-,-,-,-,-0.048,94.800
'23:50:38.344',-,-,-,-,-,0.000,96.000
'23:50:38.352',-,-,-,-,-,0.000,96.000
'23:50:38.360',-,-,-,-,-,0.048,97.200
'23:50:38.368',-,-,-,-,-,0.161,97.200
'23:50:38.376',-,-,-,-,-,0.403,97.200
'23:50:38.384',-,-,-,-,-,0.694,97.200
'23:50:38.392',-,-,-,-,-,0.984,97.200
'23:50:38.400',-,-,-,-,-,1.290,97.200
'23:50:38.408',-,-,-,-,-,1.516,96.000
'23:50:38.416',-,-,-,-,-,1.581,96.000
'23:50:38.424',-,-,-,-,-,0.823,94.800
'23:50:38.432',-,-,-,-,-,0.000,94.800
'23:50:38.440',-,-,-,-,-,-0.758,93.600
'23:50:38.448',-,-,-,-,-,-0.823,92.400
'23:50:38.456',-,-,-,-,-,-0.403,92.400
'23:50:38.464',-,-,-,-,-,-0.468,91.200
'23:50:38.472',-,-,-,-,-,-0.403,90.000
'23:50:38.480',-,-,-,-,-,-0.403,88.800
'23:50:38.488',-,-,-,-,-,-0.339,87.600
'23:50:38.496',-,-,-,-,-,-0.339,87.600
'23:50:38.504',-,-,-,-,-,-0.339,86.400
'23:50:38.512',-,-,-,-,-,-0.403,87.600
'23:50:38.520',-,-,-,-,-,-0.403,88.800
'23:50:38.528',-,-,-,-,-,-0.403,91.200
'23:50:38.536',-,-,-,-,-,-0.516,93.600
'23:50:38.544',-,-,-,-,-,-0.516,98.400
'23:50:38.552',-,-,-,-,-,-0.645,102.000
'23:50:38.560',-,-,-,-,-,-0.645,106.800
'23:50:38.568',-,-,-,-,-,-0.758,111.600
'23:50:38.576',-,-,-,-,-,-0.823,115.200
'23:50:38.584',-,-,-,-,-,-0.871,118.800
'23:50:38.592',-,-,-,-,-,-0.935,122.400
'23:50:38.600',-,-,-,-,-,-0.935,123.600
'23:50:38.608',-,-,-,-,-,-0.823,123.600
'23:50:38.616',-,-,-,-,-,-0.758,123.600
'23:50:38.624',-,-,-,-,-,-0.694,121.200
'23:50:38.632',-,-,-,-,-,-0.581,118.800
'23:50:38.640',-,-,-,-,-,-0.468,116.400
'23:50:38.648',-,-,-,-,-,-0.339,114.000
'23:50:38.656',-,-,-,-,-,-0.226,110.400
'23:50:38.664',-,-,-,-,-,-0.113,108.000
'23:50:38.672',-,-,-,-,-,0.000,104.400
'23:50:38.680',-,-,-,-,-,0.339,100.800
'23:50:38.688',-,-,-,-,-,0.758,98.400
'23:50:38.696',-,-,-,-,-,1.113,94.800
'23:50:38.704',-,-,-,-,-,1.226,92.400
'23:50:38.712',-,-,-,-,-,1.403,88.800
'23:50:38.720',-,-,-,-,-,1.645,86.400
'23:50:38.728',-,-,-,-,-,1.823,85.200
'23:50:38.736',-,-,-,-,-,1.758,82.800
'23:50:38.744',-,-,-,-,-,1.581,81.600
'23:50:38.752',-,-,-,-,-,1.339,81.600
'23:50:38.760',-,-,-,-,-,1.226,81.600
'23:50:38.768',-,-,-,-,-,0.645,81.600
'23:50:38.776',-,-,-,-,-,0.000,81.600
'23:50:38.784',-,-,-,-,-,-0.403,81.600
'23:50:38.792',-,-,-,-,-,-0.516,82.800
'23:50:38.800',-,-,-,-,-,-0.581,82.800
'23:50:38.808',-,-,-,-,-,-0.581,82.800
'23:50:38.816',-,-,-,-,-,-0.645,82.800
'23:50:38.824',-,-,-,-,-,-0.645,82.800
'23:50:38.832',-,-,-,-,-,-0.694,82.800
'23:50:38.840',-,-,-,-,-,-0.694,82.800
'23:50:38.848',-,-,-,-,-,-0.758,84.000
'23:50:38.856',-,-,-,-,-,-0.758,85.200
'23:50:38.864',-,-,-,-,-,-0.871,86.400
'23:50:38.872',-,-,-,-,-,-0.935,88.800
'23:50:38.880',-,-,-,-,-,-0.984,92.400
'23:50:38.888',-,-,-,-,-,-1.048,96.000
'23:50:38.896',-,-,-,-,-,-1.048,99.600
'23:50:38.904',-,-,-,-,-,-1.048,103.200
'23:50:38.912',-,-,-,-,-,-1.048,106.800
'23:50:38.920',-,-,-,-,-,-0.984,109.200
'23:50:38.928',-,-,-,-,-,-0.935,110.400
'23:50:38.936',-,-,-,-,-,-0.758,110.400
'23:50:38.944',-,-,-,-,-,-0.645,109.200
'23:50:38.952',-,-,-,-,-,-0.516,106.800
'23:50:38.960',-,-,-,-,-,-0.403,103.200
'23:50:38.968',-,-,-,-,-,-0.290,99.600
'23:50:38.976',-,-,-,-,-,-0.161,94.800
'23:50:38.984',-,-,-,-,-,-0.113,91.200
'23:50:38.992',-,-,-,-,-,0.000,87.600
'23:50:39.000',-,-,-,-,-,0.000,84.000
'23:50:39.008',-,-,-,-,-,0.000,80.400
'23:50:39.016',-,-,-,-,-,0.048,78.000
'23:50:39.024',-,-,-,-,-,0.048,75.600
'23:50:39.032',-,-,-,-,-,0.048,74.400
'23:50:39.040',-,-,-,-,-,0.048,74.400
'23:50:39.048',-,-,-,-,-,0.048,73.200
'23:50:39.056',-,-,-,-,-,0.048,73.200
'23:50:39.064',-,-,-,-,-,0.048,74.400
'23:50:39.072',-,-,-,-,-,0.048,74.400
'23:50:39.080',-,-,-,-,-,0.048,75.600
'23:50:39.088',-,-,-,-,-,0.048,75.600
'23:50:39.096',-,-,-,-,-,0.048,76.800
'23:50:39.104',-,-,-,-,-,0.048,76.800
'23:50:39.112',-,-,-,-,-,0.048,76.800
'23:50:39.120',-,-,-,-,-,0.048,76.800
'23:50:39.128',-,-,-,-,-,0.048,76.800
'23:50:39.136',-,-,-,-,-,0.048,78.000
'23:50:39.144',-,-,-,-,-,0.048,78.000
'23:50:39.152',-,-,-,-,-,0.048,78.000
'23:50:39.160',-,-,-,-,-,0.048,76.800
'23:50:39.168',-,-,-,-,-,0.048,76.800
'23:50:39.176',-,-,-,-,-,0.048,76.800
'23:50:39.184',-,-,-,-,-,0.048,76.800
'23:50:39.192',-,-,-,-,-,0.048,75.600
'23:50:39.200',-,-,-,-,-,0.048,75.600
'23:50:39.208',-,-,-,-,-,0.048,75.600
'23:50:39.216',-,-,-,-,-,0.000,74.400
'23:50:39.224',-,-,-,-,-,0.048,74.400
'23:50:39.232',-,-,-,-,-,0.048,73.200
'23:50:39.240',-,-,-,-,-,0.048,73.200
'23:50:39.248',-,-,-,-,-,0.048,72.000
'23:50:39.256',-,-,-,-,-,0.000,72.000
'23:50:39.264',-,-,-,-,-,0.048,70.800
'23:50:39.272',-,-,-,-,-,0.048,70.800
'23:50:39.280',-,-,-,-,-,0.113,70.800
'23:50:39.288',-,-,-,-,-,0.113,70.800
'23:50:39.296',-,-,-,-,-,0.113,69.600
'23:50:39.304',-,-,-,-,-,0.113,69.600
'23:50:39.312',-,-,-,-,-,0.113,69.600
'23:50:39.320',-,-,-,-,-,0.113,69.600
'23:50:39.328',-,-,-,-,-,0.113,68.400
'23:50:39.336',-,-,-,-,-,0.000,68.400
'23:50:39.344',-,-,-,-,-,0.000,68.400
'23:50:39.352',-,-,-,-,-,0.000,68.400
'23:50:39.360',-,-,-,-,-,0.000,68.400
'23:50:39.368',-,-,-,-,-,0.000,67.200
'23:50:39.376',-,-,-,-,-,0.000,67.200
'23:50:39.384',-,-,-,-,-,0.000,67.200
'23:50:39.392',-,-,-,-,-,0.000,67.200
'23:50:39.400',-,-,-,-,-,0.000,67.200
'23:50:39.408',-,-,-,-,-,0.000,67.200
'23:50:39.416',-,-,-,-,-,0.000,67.200
'23:50:39.424',-,-,-,-,-,0.113,67.200
'23:50:39.432',-,-,-,-,-,0.113,67.200
'23:50:39.440',-,-,-,-,-,-0.758,67.200
'23:50:39.448',-,-,-,-,-,-1.694,67.200
'23:50:39.456',-,-,-,-,-,-2.339,67.200
'23:50:39.464',-,-,-,-,-,-2.048,67.200
'23:50:39.472',-,-,-,-,-,-1.516,67.200
'23:50:39.480',-,-,-,-,-,-1.113,67.200
'23:50:39.488',-,-,-,-,-,-0.581,67.200
'23:50:39.496',-,-,-,-,-,0.000,66.000
'23:50:39.504',-,-,-,-,-,0.226,66.000
'23:50:39.512',-,-,-,-,-,0.339,66.000
'23:50:39.520',-,-,-,-,-,0.403,64.800
'23:50:39.528',-,-,-,-,-,0.403,64.800
'23:50:39.536',-,-,-,-,-,0.403,64.800
'23:50:39.544',-,-,-,-,-,0.403,63.600
'23:50:39.552',-,-,-,-,-,0.403,63.600
'23:50:39.560',-,-,-,-,-,0.403,64.800
'23:50:39.568',-,-,-,-,-,0.468,67.200
'23:50:39.576',-,-,-,-,-,0.468,70.800
'23:50:39.584',-,-,-,-,-,0.468,76.800
'23:50:39.592',-,-,-,-,-,0.468,84.000
'23:50:39.600',-,-,-,-,-,0.516,92.400
'23:50:39.608',-,-,-,-,-,0.581,100.800
'23:50:39.616',-,-,-,-,-,0.645,109.200
'23:50:39.624',-,-,-,-,-,0.645,115.200
'23:50:39.632',-,-,-,-,-,0.694,117.600
'23:50:39.640',-,-,-,-,-,0.758,118.800
'23:50:39.648',-,-,-,-,-,0.758,118.800
'23:50:39.656',-,-,-,-,-,0.758,118.800
'23:50:39.664',-,-,-,-,-,0.758,118.800
'23:50:39.672',-,-,-,-,-,0.694,118.800
'23:50:39.680',-,-,-,-,-,0.645,118.800
'23:50:39.688',-,-,-,-,-,0.516,118.800
'23:50:39.696',-,-,-,-,-,0.468,118.800
'23:50:39.704',-,-,-,-,-,0.339,118.800
'23:50:39.712',-,-,-,-,-,0.226,118.800
'23:50:39.720',-,-,-,-,-,0.161,118.800
'23:50:39.728',-,-,-,-,-,0.113,118.800
'23:50:39.736',-,-,-,-,-,0.048,118.800
'23:50:39.744',-,-,-,-,-,0.000,117.600
'23:50:39.752',-,-,-,-,-,0.000,117.600
'23:50:39.760',-,-,-,-,-,0.000,116.400
'23:50:39.768',-,-,-,-,-,0.000,114.000
'23:50:39.776',-,-,-,-,-,0.000,111.600
'23:50:39.784',-,-,-,-,-,0.048,108.000
'23:50:39.792',-,-,-,-,-,0.113,105.600
'23:50:39.800',-,-,-,-,-,0.113,102.000
'23:50:39.808',-,-,-,-,-,0.113,99.600
'23:50:39.816',-,-,-,-,-,0.113,97.200
'23:50:39.824',-,-,-,-,-,0.048,96.000
'23:50:39.832',-,-,-,-,-,0.000,96.000
