'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:36:11.880',0.000,-0.091,-,-,-,-,56.800
'14:36:11.888',0.008,-0.099,-,-,-,-,56.800
'14:36:11.896',0.000,-0.074,-,-,-,-,56.000
'14:36:11.904',0.008,-0.058,-,-,-,-,55.200
'14:36:11.912',0.000,-0.058,-,-,-,-,54.400
'14:36:11.920',0.008,-0.050,-,-,-,-,53.600
'14:36:11.928',0.000,-0.050,-,-,-,-,53.600
'14:36:11.936',0.008,-0.041,-,-,-,-,53.600
'14:36:11.944',0.000,-0.033,-,-,-,-,52.800
'14:36:11.952',0.008,-0.041,-,-,-,-,52.800
'14:36:11.960',0.000,-0.017,-,-,-,-,52.800
'14:36:11.968',0.016,-0.017,-,-,-,-,52.800
'14:36:11.976',0.000,-0.017,-,-,-,-,52.000
'14:36:11.984',0.016,-0.017,-,-,-,-,52.000
'14:36:11.992',0.008,-0.008,-,-,-,-,52.000
'14:36:12.000',0.016,-0.008,-,-,-,-,52.000
'14:36:12.008',0.008,-0.008,-,-,-,-,52.000
'14:36:12.016',0.016,0.000,-,-,-,-,51.200
'14:36:12.024',0.024,-0.008,-,-,-,-,51.200
'14:36:12.032',0.008,0.000,-,-,-,-,51.200
'14:36:12.040',0.024,-0.008,-,-,-,-,51.200
'14:36:12.048',0.016,0.017,-,-,-,-,51.200
'14:36:12.056',0.032,0.017,-,-,-,-,51.200
'14:36:12.064',0.048,0.033,-,-,-,-,50.400
'14:36:12.072',0.064,0.041,-,-,-,-,50.400
'14:36:12.080',0.088,0.058,-,-,-,-,50.400
'14:36:12.088',0.104,0.091,-,-,-,-,50.400
'14:36:12.096',0.088,0.074,-,-,-,-,50.400
'14:36:12.104',0.120,0.066,-,-,-,-,49.600
'14:36:12.112',0.136,0.116,-,-,-,-,49.600
'14:36:12.120',0.168,0.132,-,-,-,-,49.600
'14:36:12.128',0.200,0.190,-,-,-,-,49.600
'14:36:12.136',0.208,0.256,-,-,-,-,48.800
'14:36:12.144',0.168,0.289,-,-,-,-,48.800
'14:36:12.152',0.160,0.273,-,-,-,-,48.800
'14:36:12.160',0.128,0.314,-,-,-,-,48.000
'14:36:12.168',0.104,0.231,-,-,-,-,48.000
'14:36:12.176',0.056,0.165,-,-,-,-,48.000
'14:36:12.184',0.016,0.124,-,-,-,-,48.000
'14:36:12.192',0.000,0.050,-,-,-,-,48.000
'14:36:12.200',0.000,0.017,-,-,-,-,48.000
'14:36:12.208',-0.024,-0.017,-,-,-,-,48.000
'14:36:12.216',-0.032,-0.033,-,-,-,-,48.000
'14:36:12.224',-0.048,-0.050,-,-,-,-,48.000
'14:36:12.232',-0.048,-0.058,-,-,-,-,48.800
'14:36:12.240',-0.064,-0.066,-,-,-,-,51.200
'14:36:12.248',-0.064,-0.066,-,-,-,-,54.400
'14:36:12.256',-0.056,-0.066,-,-,-,-,60.000
'14:36:12.264',-0.072,-0.074,-,-,-,-,65.600
'14:36:12.272',-0.072,-0.074,-,-,-,-,70.400
'14:36:12.280',-0.088,-0.091,-,-,-,-,73.600
'14:36:12.288',-0.088,-0.091,-,-,-,-,74.400
'14:36:12.296',-0.104,-0.099,-,-,-,-,74.400
'14:36:12.304',-0.112,-0.107,-,-,-,-,74.400
'14:36:12.312',-0.128,-0.124,-,-,-,-,72.800
'14:36:12.320',-0.104,-0.132,-,-,-,-,71.200
'14:36:12.328',-0.112,-0.140,-,-,-,-,69.600
'14:36:12.336',-0.088,-0.157,-,-,-,-,67.200
'14:36:12.344',-0.096,-0.182,-,-,-,-,65.600
'14:36:12.352',-0.072,-0.182,-,-,-,-,63.200
'14:36:12.360',-0.072,-0.182,-,-,-,-,60.800
'14:36:12.368',-0.048,-0.182,-,-,-,-,58.400
'14:36:12.376',-0.040,-0.165,-,-,-,-,56.800
'14:36:12.384',-0.024,-0.157,-,-,-,-,55.200
'14:36:12.392',-0.016,-0.157,-,-,-,-,54.400
'14:36:12.400',-0.024,-0.149,-,-,-,-,54.400
'14:36:12.408',0.000,-0.140,-,-,-,-,56.000
'14:36:12.416',-0.008,-0.124,-,-,-,-,57.600
'14:36:12.424',0.000,-0.116,-,-,-,-,58.400
'14:36:12.432',-0.008,-0.099,-,-,-,-,57.600
'14:36:12.440',0.000,-0.099,-,-,-,-,56.800
'14:36:12.448',-0.008,-0.091,-,-,-,-,56.000
'14:36:12.456',0.000,-0.074,-,-,-,-,56.000
'14:36:12.464',0.000,-0.058,-,-,-,-,55.200
'14:36:12.472',0.000,-0.058,-,-,-,-,55.200
'14:36:12.480',-0.008,-0.050,-,-,-,-,54.400
'14:36:12.488',0.000,-0.033,-,-,-,-,54.400
'14:36:12.496',0.000,-0.041,-,-,-,-,54.400
'14:36:12.504',0.008,-0.025,-,-,-,-,53.600
'14:36:12.512',0.000,-0.017,-,-,-,-,53.600
'14:36:12.520',0.008,-0.025,-,-,-,-,52.800
'14:36:12.528',0.000,-0.017,-,-,-,-,52.800
'14:36:12.536',0.008,-0.017,-,-,-,-,52.800
'14:36:12.544',0.000,-0.008,-,-,-,-,52.000
'14:36:12.552',0.016,-0.008,-,-,-,-,52.000
'14:36:12.560',0.000,-0.008,-,-,-,-,52.000
'14:36:12.568',0.016,-0.008,-,-,-,-,52.000
'14:36:12.576',0.000,0.000,-,-,-,-,52.000
'14:36:12.584',0.016,0.000,-,-,-,-,52.000
'14:36:12.592',0.024,0.000,-,-,-,-,52.000
'14:36:12.600',0.000,0.000,-,-,-,-,51.200
'14:36:12.608',0.016,0.000,-,-,-,-,51.200
'14:36:12.616',0.000,0.000,-,-,-,-,51.200
'14:36:12.624',-0.008,-0.033,-,-,-,-,51.200
'14:36:12.632',-0.024,-0.099,-,-,-,-,51.200
'14:36:12.640',-0.024,-0.107,-,-,-,-,51.200
'14:36:12.648',0.000,-0.066,-,-,-,-,50.400
'14:36:12.656',0.024,-0.041,-,-,-,-,50.400
'14:36:12.664',0.064,-0.033,-,-,-,-,50.400
'14:36:12.672',0.080,-0.058,-,-,-,-,49.600
'14:36:12.680',0.104,-0.041,-,-,-,-,49.600
'14:36:12.688',0.128,-0.017,-,-,-,-,49.600
'14:36:12.696',0.104,0.000,-,-,-,-,48.800
'14:36:12.704',0.120,0.050,-,-,-,-,48.800
'14:36:12.712',0.120,0.099,-,-,-,-,48.800
'14:36:12.720',0.128,0.140,-,-,-,-,48.800
'14:36:12.728',0.128,0.157,-,-,-,-,48.000
'14:36:12.736',0.144,0.124,-,-,-,-,48.000
'14:36:12.744',0.128,0.074,-,-,-,-,48.000
'14:36:12.752',0.120,0.050,-,-,-,-,48.000
'14:36:12.760',0.128,0.050,-,-,-,-,48.000
'14:36:12.768',0.120,0.091,-,-,-,-,48.000
'14:36:12.776',0.064,0.116,-,-,-,-,48.000
'14:36:12.784',0.048,0.132,-,-,-,-,48.000
'14:36:12.792',0.008,0.132,-,-,-,-,48.000
'14:36:12.800',0.000,0.132,-,-,-,-,48.000
'14:36:12.808',-0.024,0.132,-,-,-,-,48.800
'14:36:12.816',-0.024,0.124,-,-,-,-,51.200
'14:36:12.824',-0.048,0.116,-,-,-,-,54.400
'14:36:12.832',-0.040,0.124,-,-,-,-,60.000
'14:36:12.840',-0.064,0.116,-,-,-,-,64.800
'14:36:12.848',-0.072,0.116,-,-,-,-,68.800
'14:36:12.856',-0.072,0.116,-,-,-,-,70.400
'14:36:12.864',-0.072,0.099,-,-,-,-,71.200
'14:36:12.872',-0.072,0.074,-,-,-,-,71.200
'14:36:12.880',-0.088,0.050,-,-,-,-,71.200
'14:36:12.888',-0.088,0.025,-,-,-,-,70.400
'14:36:12.896',-0.096,0.008,-,-,-,-,68.800
'14:36:12.904',-0.096,0.000,-,-,-,-,67.200
'14:36:12.912',-0.104,-0.017,-,-,-,-,64.800
'14:36:12.920',-0.096,-0.033,-,-,-,-,62.400
'14:36:12.928',-0.104,-0.025,-,-,-,-,60.000
'14:36:12.936',-0.096,-0.058,-,-,-,-,57.600
'14:36:12.944',-0.104,-0.074,-,-,-,-,55.200
'14:36:12.952',-0.088,-0.091,-,-,-,-,53.600
'14:36:12.960',-0.088,-0.074,-,-,-,-,52.000
'14:36:12.968',-0.072,-0.099,-,-,-,-,52.000
'14:36:12.976',-0.072,-0.091,-,-,-,-,52.000
'14:36:12.984',-0.056,-0.091,-,-,-,-,53.600
'14:36:12.992',-0.048,-0.091,-,-,-,-,55.200
'14:36:13.000',-0.056,-0.074,-,-,-,-,55.200
'14:36:13.008',-0.032,-0.066,-,-,-,-,55.200
'14:36:13.016',-0.024,-0.066,-,-,-,-,54.400
'14:36:13.024',-0.016,-0.058,-,-,-,-,54.400
'14:36:13.032',-0.024,-0.058,-,-,-,-,53.600
'14:36:13.040',-0.016,-0.050,-,-,-,-,53.600
'14:36:13.048',-0.032,-0.050,-,-,-,-,52.800
'14:36:13.056',-0.016,-0.033,-,-,-,-,52.000
'14:36:13.064',-0.016,-0.041,-,-,-,-,52.000
'14:36:13.072',-0.008,-0.025,-,-,-,-,52.000
'14:36:13.080',-0.016,-0.017,-,-,-,-,52.000
'14:36:13.088',0.000,-0.017,-,-,-,-,51.200
'14:36:13.096',-0.008,-0.017,-,-,-,-,51.200
'14:36:13.104',0.000,-0.017,-,-,-,-,50.400
'14:36:13.112',-0.008,-0.008,-,-,-,-,50.400
'14:36:13.120',0.000,-0.008,-,-,-,-,50.400
'14:36:13.128',-0.008,-0.008,-,-,-,-,49.600
'14:36:13.136',0.000,0.000,-,-,-,-,49.600
'14:36:13.144',0.000,-0.008,-,-,-,-,49.600
'14:36:13.152',0.008,0.000,-,-,-,-,49.600
'14:36:13.160',0.000,0.000,-,-,-,-,49.600
'14:36:13.168',0.008,0.000,-,-,-,-,49.600
'14:36:13.176',0.000,0.000,-,-,-,-,49.600
'14:36:13.184',0.008,0.000,-,-,-,-,49.600
'14:36:13.192',0.000,0.000,-,-,-,-,49.600
'14:36:13.200',0.016,0.000,-,-,-,-,49.600
'14:36:13.208',0.000,0.000,-,-,-,-,49.600
'14:36:13.216',0.008,0.000,-,-,-,-,48.800
'14:36:13.224',0.000,0.008,-,-,-,-,48.800
'14:36:13.232',0.008,0.000,-,-,-,-,48.800
'14:36:13.240',0.016,0.000,-,-,-,-,48.800
'14:36:13.248',0.000,0.000,-,-,-,-,48.000
'14:36:13.256',0.008,0.008,-,-,-,-,48.000
'14:36:13.264',0.000,0.008,-,-,-,-,48.000
'14:36:13.272',0.008,0.017,-,-,-,-,47.200
'14:36:13.280',0.000,0.008,-,-,-,-,47.200
'14:36:13.288',0.016,0.000,-,-,-,-,47.200
'14:36:13.296',0.000,0.008,-,-,-,-,47.200
'14:36:13.304',0.000,0.008,-,-,-,-,46.400
'14:36:13.312',0.000,0.008,-,-,-,-,46.400
'14:36:13.320',0.008,0.017,-,-,-,-,46.400
'14:36:13.328',0.000,0.008,-,-,-,-,46.400
'14:36:13.336',0.008,0.017,-,-,-,-,46.400
'14:36:13.344',0.000,0.008,-,-,-,-,45.600
'14:36:13.352',0.008,0.017,-,-,-,-,45.600
'14:36:13.360',0.000,0.008,-,-,-,-,45.600
'14:36:13.368',0.000,0.025,-,-,-,-,45.600
'14:36:13.376',-0.008,0.033,-,-,-,-,44.800
'14:36:13.384',0.000,0.041,-,-,-,-,44.800
'14:36:13.392',-0.008,0.033,-,-,-,-,44.800
'14:36:13.400',0.000,0.041,-,-,-,-,44.800
'14:36:13.408',-0.016,0.025,-,-,-,-,44.800
'14:36:13.416',-0.024,0.008,-,-,-,-,44.800
'14:36:13.424',-0.032,-0.017,-,-,-,-,44.000
'14:36:13.432',-0.008,-0.058,-,-,-,-,44.000
'14:36:13.440',0.000,-0.107,-,-,-,-,44.000
'14:36:13.448',0.032,-0.198,-,-,-,-,44.000
'14:36:13.456',0.064,-0.298,-,-,-,-,44.000
'14:36:13.464',0.080,-0.322,-,-,-,-,44.000
'14:36:13.472',0.088,-0.289,-,-,-,-,44.000
'14:36:13.480',0.104,-0.281,-,-,-,-,44.000
'14:36:13.488',0.120,-0.281,-,-,-,-,44.000
'14:36:13.496',0.104,-0.256,-,-,-,-,43.200
'14:36:13.504',0.104,-0.215,-,-,-,-,43.200
'14:36:13.512',0.056,-0.149,-,-,-,-,43.200
'14:36:13.520',0.016,-0.124,-,-,-,-,43.200
'14:36:13.528',0.000,-0.017,-,-,-,-,42.400
'14:36:13.536',0.024,0.066,-,-,-,-,42.400
'14:36:13.544',0.000,0.116,-,-,-,-,42.400
'14:36:13.552',-0.016,0.149,-,-,-,-,42.400
'14:36:13.560',-0.032,0.165,-,-,-,-,42.400
'14:36:13.568',-0.016,0.190,-,-,-,-,42.400
'14:36:13.576',-0.032,0.190,-,-,-,-,42.400
'14:36:13.584',-0.024,0.207,-,-,-,-,43.200
'14:36:13.592',-0.040,0.207,-,-,-,-,44.000
'14:36:13.600',-0.032,0.215,-,-,-,-,47.200
'14:36:13.608',-0.032,0.231,-,-,-,-,52.000
'14:36:13.616',-0.032,0.231,-,-,-,-,58.400
'14:36:13.624',-0.048,0.240,-,-,-,-,65.600
'14:36:13.632',-0.048,0.248,-,-,-,-,71.200
'14:36:13.640',-0.056,0.256,-,-,-,-,73.600
'14:36:13.648',-0.064,0.248,-,-,-,-,74.400
'14:36:13.656',-0.072,0.256,-,-,-,-,74.400
'14:36:13.664',-0.072,0.248,-,-,-,-,73.600
'14:36:13.672',-0.072,0.231,-,-,-,-,72.800
'14:36:13.680',-0.088,0.215,-,-,-,-,70.400
'14:36:13.688',-0.072,0.182,-,-,-,-,68.800
'14:36:13.696',-0.088,0.165,-,-,-,-,66.400
'14:36:13.704',-0.072,0.132,-,-,-,-,64.800
'14:36:13.712',-0.088,0.099,-,-,-,-,62.400
'14:36:13.720',-0.072,0.066,-,-,-,-,60.000
'14:36:13.728',-0.072,0.050,-,-,-,-,57.600
'14:36:13.736',-0.056,0.017,-,-,-,-,55.200
'14:36:13.744',-0.056,0.008,-,-,-,-,53.600
'14:36:13.752',-0.040,0.000,-,-,-,-,52.800
'14:36:13.760',-0.040,-0.017,-,-,-,-,52.800
'14:36:13.768',-0.032,-0.017,-,-,-,-,53.600
'14:36:13.776',-0.040,-0.017,-,-,-,-,55.200
'14:36:13.784',-0.024,-0.025,-,-,-,-,56.000
'14:36:13.792',-0.024,-0.025,-,-,-,-,56.000
'14:36:13.800',-0.016,-0.017,-,-,-,-,56.000
'14:36:13.808',-0.008,-0.025,-,-,-,-,55.200
'14:36:13.816',-0.016,-0.025,-,-,-,-,54.400
'14:36:13.824',-0.008,-0.025,-,-,-,-,53.600
'14:36:13.832',0.000,-0.033,-,-,-,-,53.600
'14:36:13.840',-0.008,-0.025,-,-,-,-,52.800
'14:36:13.848',0.000,-0.033,-,-,-,-,52.800
'14:36:13.856',0.000,-0.025,-,-,-,-,52.800
'14:36:13.864',-0.008,-0.025,-,-,-,-,52.000
'14:36:13.872',0.000,-0.033,-,-,-,-,52.000
'14:36:13.880',-0.008,-0.017,-,-,-,-,52.000
'14:36:13.888',0.000,-0.025,-,-,-,-,52.000
'14:36:13.896',0.000,-0.017,-,-,-,-,51.200
'14:36:13.904',0.000,-0.008,-,-,-,-,51.200
'14:36:13.912',0.000,0.000,-,-,-,-,51.200
'14:36:13.920',0.000,0.000,-,-,-,-,51.200
'14:36:13.928',0.000,0.008,-,-,-,-,50.400
'14:36:13.936',0.008,0.008,-,-,-,-,50.400
'14:36:13.944',0.000,0.017,-,-,-,-,50.400
'14:36:13.952',0.008,0.000,-,-,-,-,49.600
'14:36:13.960',0.000,0.000,-,-,-,-,49.600
'14:36:13.968',0.008,0.000,-,-,-,-,49.600
'14:36:13.976',0.000,-0.017,-,-,-,-,49.600
'14:36:13.984',0.016,-0.017,-,-,-,-,49.600
'14:36:13.992',0.016,-0.017,-,-,-,-,48.800
'14:36:14.000',0.008,-0.017,-,-,-,-,48.800
'14:36:14.008',0.000,-0.033,-,-,-,-,48.800
'14:36:14.016',0.008,-0.033,-,-,-,-,48.800
'14:36:14.024',0.000,-0.041,-,-,-,-,48.800
'14:36:14.032',0.000,-0.025,-,-,-,-,48.800
'14:36:14.040',-0.008,-0.033,-,-,-,-,48.800
'14:36:14.048',0.000,-0.041,-,-,-,-,48.000
'14:36:14.056',0.000,-0.025,-,-,-,-,48.000
'14:36:14.064',-0.008,-0.033,-,-,-,-,47.200
'14:36:14.072',0.000,-0.025,-,-,-,-,47.200
'14:36:14.080',-0.008,-0.033,-,-,-,-,46.400
'14:36:14.088',0.000,-0.025,-,-,-,-,46.400
'14:36:14.096',-0.008,-0.017,-,-,-,-,46.400
'14:36:14.104',0.000,-0.025,-,-,-,-,46.400
'14:36:14.112',-0.008,-0.017,-,-,-,-,46.400
'14:36:14.120',0.000,-0.025,-,-,-,-,46.400
'14:36:14.128',-0.016,-0.017,-,-,-,-,46.400
'14:36:14.136',0.000,-0.017,-,-,-,-,46.400
'14:36:14.144',-0.008,-0.017,-,-,-,-,46.400
'14:36:14.152',0.000,-0.017,-,-,-,-,45.600
'14:36:14.160',-0.032,-0.033,-,-,-,-,45.600
'14:36:14.168',-0.040,-0.025,-,-,-,-,45.600
'14:36:14.176',-0.056,-0.066,-,-,-,-,45.600
'14:36:14.184',-0.016,-0.140,-,-,-,-,45.600
'14:36:14.192',0.000,-0.256,-,-,-,-,44.800
'14:36:14.200',0.016,-0.380,-,-,-,-,44.800
'14:36:14.208',0.024,-0.413,-,-,-,-,44.800
'14:36:14.216',0.064,-0.347,-,-,-,-,44.800
'14:36:14.224',0.080,-0.331,-,-,-,-,44.000
'14:36:14.232',0.088,-0.322,-,-,-,-,44.000
'14:36:14.240',0.104,-0.306,-,-,-,-,44.000
'14:36:14.248',0.088,-0.273,-,-,-,-,44.000
'14:36:14.256',0.104,-0.240,-,-,-,-,44.000
'14:36:14.264',0.064,-0.190,-,-,-,-,44.000
'14:36:14.272',0.032,-0.124,-,-,-,-,44.000
'14:36:14.280',0.024,0.008,-,-,-,-,44.000
'14:36:14.288',0.008,0.099,-,-,-,-,44.000
'14:36:14.296',0.000,0.140,-,-,-,-,44.000
'14:36:14.304',-0.016,0.165,-,-,-,-,44.000
'14:36:14.312',-0.016,0.190,-,-,-,-,44.000
'14:36:14.320',-0.008,0.207,-,-,-,-,44.800
'14:36:14.328',-0.024,0.215,-,-,-,-,46.400
'14:36:14.336',-0.008,0.231,-,-,-,-,48.800
'14:36:14.344',-0.016,0.215,-,-,-,-,53.600
'14:36:14.352',-0.008,0.240,-,-,-,-,60.000
'14:36:14.360',-0.024,0.248,-,-,-,-,67.200
'14:36:14.368',-0.016,0.273,-,-,-,-,72.000
'14:36:14.376',-0.032,0.281,-,-,-,-,74.400
'14:36:14.384',-0.024,0.289,-,-,-,-,75.200
'14:36:14.392',-0.048,0.289,-,-,-,-,76.000
'14:36:14.400',-0.048,0.289,-,-,-,-,75.200
'14:36:14.408',-0.064,0.289,-,-,-,-,74.400
'14:36:14.416',-0.064,0.281,-,-,-,-,73.600
'14:36:14.424',-0.072,0.256,-,-,-,-,72.000
'14:36:14.432',-0.088,0.248,-,-,-,-,70.400
'14:36:14.440',-0.072,0.231,-,-,-,-,68.800
'14:36:14.448',-0.072,0.207,-,-,-,-,67.200
'14:36:14.456',-0.088,0.165,-,-,-,-,65.600
'14:36:14.464',-0.072,0.140,-,-,-,-,63.200
'14:36:14.472',-0.064,0.116,-,-,-,-,61.600
'14:36:14.480',-0.048,0.091,-,-,-,-,59.200
'14:36:14.488',-0.048,0.050,-,-,-,-,57.600
'14:36:14.496',-0.032,0.025,-,-,-,-,56.000
'14:36:14.504',-0.024,0.008,-,-,-,-,56.000
'14:36:14.512',-0.032,-0.008,-,-,-,-,56.800
'14:36:14.520',-0.008,-0.017,-,-,-,-,57.600
'14:36:14.528',0.000,-0.017,-,-,-,-,58.400
'14:36:14.536',0.000,-0.033,-,-,-,-,58.400
'14:36:14.544',-0.008,-0.050,-,-,-,-,57.600
'14:36:14.552',0.000,-0.058,-,-,-,-,56.800
'14:36:14.560',-0.008,-0.058,-,-,-,-,56.000
'14:36:14.568',0.000,-0.058,-,-,-,-,56.000
'14:36:14.576',-0.008,-0.066,-,-,-,-,55.200
'14:36:14.584',0.000,-0.058,-,-,-,-,55.200
'14:36:14.592',-0.008,-0.058,-,-,-,-,54.400
'14:36:14.600',0.000,-0.058,-,-,-,-,54.400
'14:36:14.608',-0.008,-0.058,-,-,-,-,53.600
'14:36:14.616',0.000,-0.066,-,-,-,-,53.600
'14:36:14.624',0.000,-0.058,-,-,-,-,53.600
'14:36:14.632',-0.008,-0.058,-,-,-,-,52.800
'14:36:14.640',0.000,-0.058,-,-,-,-,52.800
'14:36:14.648',-0.008,-0.058,-,-,-,-,52.800
'14:36:14.656',0.000,-0.058,-,-,-,-,52.800
'14:36:14.664',0.000,-0.050,-,-,-,-,52.800
'14:36:14.672',0.000,-0.041,-,-,-,-,52.800
'14:36:14.680',0.000,-0.050,-,-,-,-,52.800
'14:36:14.688',0.000,-0.041,-,-,-,-,52.000
'14:36:14.696',0.000,-0.033,-,-,-,-,52.000
'14:36:14.704',0.000,-0.041,-,-,-,-,51.200
'14:36:14.712',-0.008,-0.033,-,-,-,-,51.200
'14:36:14.720',0.000,-0.041,-,-,-,-,51.200
'14:36:14.728',0.000,-0.017,-,-,-,-,51.200
'14:36:14.736',0.008,-0.008,-,-,-,-,50.400
'14:36:14.744',0.000,0.000,-,-,-,-,50.400
'14:36:14.752',0.040,0.017,-,-,-,-,50.400
'14:36:14.760',0.064,0.017,-,-,-,-,49.600
'14:36:14.768',0.088,0.050,-,-,-,-,49.600
'14:36:14.776',0.088,0.050,-,-,-,-,49.600
'14:36:14.784',0.104,0.033,-,-,-,-,49.600
'14:36:14.792',0.120,0.050,-,-,-,-,49.600
'14:36:14.800',0.152,0.074,-,-,-,-,48.800
'14:36:14.808',0.168,0.116,-,-,-,-,48.800
'14:36:14.816',0.208,0.165,-,-,-,-,48.800
'14:36:14.824',0.208,0.231,-,-,-,-,48.800
'14:36:14.832',0.160,0.231,-,-,-,-,48.000
'14:36:14.840',0.136,0.248,-,-,-,-,48.000
'14:36:14.848',0.120,0.190,-,-,-,-,48.000
'14:36:14.856',0.064,0.124,-,-,-,-,48.000
'14:36:14.864',0.032,0.091,-,-,-,-,48.000
'14:36:14.872',-0.008,0.041,-,-,-,-,47.200
'14:36:14.880',-0.032,0.017,-,-,-,-,47.200
'14:36:14.888',-0.048,-0.008,-,-,-,-,47.200
'14:36:14.896',-0.064,-0.017,-,-,-,-,47.200
'14:36:14.904',-0.072,-0.050,-,-,-,-,48.000
'14:36:14.912',-0.064,-0.058,-,-,-,-,48.000
'14:36:14.920',-0.072,-0.058,-,-,-,-,48.800
'14:36:14.928',-0.088,-0.058,-,-,-,-,51.200
'14:36:14.936',-0.088,-0.058,-,-,-,-,55.200
'14:36:14.944',-0.088,-0.058,-,-,-,-,60.000
'14:36:14.952',-0.096,-0.058,-,-,-,-,65.600
'14:36:14.960',-0.104,-0.066,-,-,-,-,69.600
'14:36:14.968',-0.112,-0.074,-,-,-,-,72.000
'14:36:14.976',-0.128,-0.091,-,-,-,-,72.000
'14:36:14.984',-0.112,-0.074,-,-,-,-,72.000
'14:36:14.992',-0.136,-0.099,-,-,-,-,72.000
'14:36:15.000',-0.128,-0.116,-,-,-,-,70.400
'14:36:15.008',-0.136,-0.132,-,-,-,-,69.600
'14:36:15.016',-0.128,-0.132,-,-,-,-,67.200
'14:36:15.024',-0.112,-0.149,-,-,-,-,65.600
'14:36:15.032',-0.104,-0.157,-,-,-,-,64.000
'14:36:15.040',-0.088,-0.165,-,-,-,-,61.600
'14:36:15.048',-0.072,-0.165,-,-,-,-,59.200
'14:36:15.056',-0.056,-0.165,-,-,-,-,57.600
'14:36:15.064',-0.040,-0.157,-,-,-,-,55.200
'14:36:15.072',-0.016,-0.140,-,-,-,-,54.400
'14:36:15.080',-0.024,-0.140,-,-,-,-,53.600
'14:36:15.088',0.000,-0.140,-,-,-,-,53.600
'14:36:15.096',-0.008,-0.140,-,-,-,-,55.200
'14:36:15.104',0.000,-0.116,-,-,-,-,56.000
