'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'6:15:01.072',0.296,-,2.496,-,58.400,-
'6:15:01.080',0.312,-,2.496,-,60.000,-
'6:15:01.088',0.312,-,2.496,-,60.800,-
'6:15:01.096',0.312,-,2.520,-,62.400,-
'6:15:01.104',0.296,-,2.520,-,63.200,-
'6:15:01.112',0.272,-,2.520,-,64.000,-
'6:15:01.120',0.256,-,2.520,-,64.800,-
'6:15:01.128',0.216,-,2.536,-,64.800,-
'6:15:01.136',0.192,-,2.536,-,65.600,-
'6:15:01.144',0.168,-,2.560,-,65.600,-
'6:15:01.152',0.144,-,2.584,-,64.800,-
'6:15:01.160',0.112,-,2.608,-,64.800,-
'6:15:01.168',0.088,-,2.624,-,64.000,-
'6:15:01.176',0.064,-,2.648,-,62.400,-
'6:15:01.184',0.032,-,2.688,-,61.600,-
'6:15:01.192',0.024,-,2.736,-,60.000,-
'6:15:01.200',0.008,-,2.760,-,58.400,-
'6:15:01.208',0.000,-,2.760,-,56.800,-
'6:15:01.216',0.000,-,2.760,-,55.200,-
'6:15:01.224',-0.008,-,2.760,-,54.400,-
'6:15:01.232',-0.024,-,2.760,-,53.600,-
'6:15:01.240',-0.048,-,2.760,-,52.800,-
'6:15:01.248',-0.088,-,2.760,-,52.000,-
'6:15:01.256',-0.112,-,2.760,-,50.400,-
'6:15:01.264',-0.144,-,2.760,-,49.600,-
'6:15:01.272',-0.184,-,2.760,-,48.800,-
'6:15:01.280',-0.216,-,2.760,-,48.000,-
'6:15:01.288',-0.288,-,2.760,-,47.200,-
'6:15:01.296',-0.352,-,2.760,-,47.200,-
'6:15:01.304',-0.376,-,2.760,-,46.400,-
'6:15:01.312',-0.352,-,2.760,-,45.600,-
'6:15:01.320',-0.352,-,2.760,-,45.600,-
'6:15:01.328',-0.376,-,2.760,-,44.800,-
'6:15:01.336',-0.368,-,2.760,-,44.800,-
'6:15:01.344',-0.352,-,2.760,-,44.800,-
'6:15:01.352',-0.328,-,2.760,-,44.800,-
'6:15:01.360',-0.288,-,2.760,-,44.800,-
'6:15:01.368',-0.216,-,2.760,-,44.000,-
'6:15:01.376',-0.128,-,2.760,-,44.000,-
'6:15:01.384',-0.048,-,2.760,-,43.200,-
'6:15:01.392',0.008,-,2.760,-,43.200,-
'6:15:01.400',0.048,-,2.760,-,44.000,-
'6:15:01.408',0.064,-,2.760,-,44.000,-
'6:15:01.416',0.072,-,2.760,-,43.200,-
'6:15:01.424',0.104,-,2.760,-,44.000,-
'6:15:01.432',0.128,-,2.760,-,44.800,-
'6:15:01.440',0.168,-,2.760,-,46.400,-
'6:15:01.448',0.184,-,2.760,-,48.800,-
'6:15:01.456',0.192,-,2.760,-,52.000,-
'6:15:01.464',0.208,-,2.760,-,54.400,-
'6:15:01.472',0.208,-,2.760,-,56.000,-
'6:15:01.480',0.208,-,2.760,-,56.800,-
'6:15:01.488',0.208,-,2.760,-,57.600,-
'6:15:01.496',0.208,-,2.760,-,58.400,-
'6:15:01.504',0.192,-,2.760,-,59.200,-
'6:15:01.512',0.192,-,2.760,-,59.200,-
'6:15:01.520',0.192,-,2.760,-,60.000,-
'6:15:01.528',0.208,-,2.760,-,60.000,-
'6:15:01.536',0.208,-,2.760,-,59.200,-
'6:15:01.544',0.192,-,2.760,-,58.400,-
'6:15:01.552',0.168,-,2.760,-,57.600,-
'6:15:01.560',0.144,-,2.760,-,56.800,-
'6:15:01.568',0.128,-,2.760,-,55.200,-
'6:15:01.576',0.104,-,2.760,-,54.400,-
'6:15:01.584',0.072,-,2.760,-,52.800,-
'6:15:01.592',0.032,-,2.760,-,52.000,-
'6:15:01.600',0.024,-,2.760,-,50.400,-
'6:15:01.608',0.008,-,2.760,-,49.600,-
'6:15:01.616',0.008,-,2.760,-,48.800,-
'6:15:01.624',0.008,-,2.760,-,48.000,-
'6:15:01.632',0.000,-,2.760,-,47.200,-
'6:15:01.640',0.000,-,2.760,-,46.400,-
'6:15:01.648',-0.008,-,2.760,-,45.600,-
'6:15:01.656',-0.024,-,2.760,-,44.800,-
'6:15:01.664',-0.024,-,2.760,-,44.800,-
'6:15:01.672',-0.024,-,2.760,-,44.000,-
'6:15:01.680',-0.024,-,2.760,-,43.200,-
'6:15:01.688',-0.032,-,2.760,-,43.200,-
'6:15:01.696',-0.048,-,2.760,-,43.200,-
'6:15:01.704',-0.048,-,2.760,-,43.200,-
'6:15:01.712',-0.032,-,2.760,-,42.400,-
'6:15:01.720',-0.032,-,2.760,-,42.400,-
'6:15:01.728',-0.032,-,2.760,-,42.400,-
'6:15:01.736',-0.032,-,2.760,-,42.400,-
'6:15:01.744',-0.024,-,2.760,-,41.600,-
'6:15:01.752',-0.032,-,2.760,-,41.600,-
'6:15:01.760',-0.032,-,2.760,-,41.600,-
'6:15:01.768',-0.032,-,2.760,-,41.600,-
'6:15:01.776',-0.032,-,2.760,-,41.600,-
'6:15:01.784',-0.024,-,2.760,-,41.600,-
'6:15:01.792',-0.008,-,2.760,-,42.400,-
'6:15:01.800',0.000,-,2.760,-,42.400,-
'6:15:01.808',0.032,-,2.760,-,42.400,-
'6:15:01.816',0.072,-,2.760,-,41.600,-
'6:15:01.824',0.072,-,2.760,-,41.600,-
'6:15:01.832',-0.048,-,2.760,-,41.600,-
'6:15:01.840',-0.216,-,2.760,-,41.600,-
'6:15:01.848',-0.392,-,2.760,-,41.600,-
'6:15:01.856',-0.552,-,2.760,-,41.600,-
'6:15:01.864',-0.624,-,2.760,-,41.600,-
'6:15:01.872',-0.664,-,2.760,-,41.600,-
'6:15:01.880',-0.664,-,2.760,-,41.600,-
'6:15:01.888',-0.664,-,2.760,-,41.600,-
'6:15:01.896',-0.592,-,2.760,-,40.800,-
'6:15:01.904',-0.472,-,2.760,-,40.800,-
'6:15:01.912',-0.352,-,2.760,-,40.800,-
'6:15:01.920',-0.208,-,2.760,-,40.800,-
'6:15:01.928',-0.072,-,2.760,-,40.000,-
'6:15:01.936',0.024,-,2.760,-,40.000,-
'6:15:01.944',0.112,-,2.760,-,40.000,-
'6:15:01.952',0.168,-,2.760,-,39.200,-
'6:15:01.960',0.184,-,2.760,-,39.200,-
'6:15:01.968',0.192,-,2.760,-,39.200,-
'6:15:01.976',0.208,-,2.760,-,39.200,-
'6:15:01.984',0.216,-,2.760,-,39.200,-
'6:15:01.992',0.216,-,2.760,-,39.200,-
'6:15:02.000',0.216,-,2.760,-,39.200,-
'6:15:02.008',0.232,-,2.760,-,40.000,-
'6:15:02.016',0.248,-,2.760,-,41.600,-
'6:15:02.024',0.272,-,2.760,-,44.000,-
'6:15:02.032',0.288,-,2.760,-,47.200,-
'6:15:02.040',0.272,-,2.760,-,49.600,-
'6:15:02.048',0.272,-,2.760,-,52.000,-
'6:15:02.056',0.296,-,2.760,-,53.600,-
'6:15:02.064',0.312,-,2.760,-,54.400,-
'6:15:02.072',0.312,-,2.760,-,56.000,-
'6:15:02.080',0.296,-,2.760,-,57.600,-
'6:15:02.088',0.288,-,2.760,-,58.400,-
'6:15:02.096',0.256,-,2.760,-,59.200,-
'6:15:02.104',0.232,-,2.760,-,60.000,-
'6:15:02.112',0.216,-,2.760,-,60.800,-
'6:15:02.120',0.192,-,2.760,-,60.800,-
'6:15:02.128',0.144,-,2.760,-,60.800,-
'6:15:02.136',0.112,-,2.760,-,60.000,-
'6:15:02.144',0.104,-,2.760,-,59.200,-
'6:15:02.152',0.088,-,2.760,-,58.400,-
'6:15:02.160',0.072,-,2.760,-,57.600,-
'6:15:02.168',0.064,-,2.760,-,56.000,-
'6:15:02.176',0.032,-,2.760,-,54.400,-
'6:15:02.184',0.032,-,2.760,-,52.800,-
'6:15:02.192',0.032,-,2.760,-,51.200,-
'6:15:02.200',0.024,-,2.760,-,49.600,-
'6:15:02.208',0.008,-,2.760,-,48.800,-
'6:15:02.216',0.000,-,2.760,-,48.000,-
'6:15:02.224',0.000,-,2.760,-,47.200,-
'6:15:02.232',0.000,-,2.760,-,47.200,-
'6:15:02.240',0.000,-,2.760,-,46.400,-
'6:15:02.248',0.008,-,2.760,-,45.600,-
'6:15:02.256',0.008,-,2.760,-,44.800,-
'6:15:02.264',0.008,-,2.760,-,44.800,-
'6:15:02.272',0.008,-,2.760,-,44.000,-
'6:15:02.280',0.000,-,2.760,-,44.000,-
'6:15:02.288',0.000,-,2.760,-,44.000,-
'6:15:02.296',0.008,-,2.760,-,44.000,-
'6:15:02.304',0.024,-,2.760,-,44.000,-
'6:15:02.312',0.024,-,2.760,-,44.000,-
'6:15:02.320',0.024,-,2.760,-,44.000,-
'6:15:02.328',0.032,-,2.760,-,44.000,-
'6:15:02.336',0.032,-,2.760,-,44.000,-
'6:15:02.344',0.048,-,2.760,-,44.000,-
'6:15:02.352',0.048,-,2.760,-,44.000,-
'6:15:02.360',0.032,-,2.760,-,44.000,-
'6:15:02.368',0.032,-,2.760,-,44.000,-
'6:15:02.376',0.032,-,2.760,-,44.000,-
'6:15:02.384',0.024,-,2.760,-,44.000,-
'6:15:02.392',0.008,-,2.760,-,44.000,-
'6:15:02.400',0.008,-,2.760,-,44.000,-
'6:15:02.408',0.024,-,2.760,-,44.000,-
'6:15:02.416',0.032,-,2.760,-,44.000,-
'6:15:02.424',0.032,-,2.760,-,44.000,-
'6:15:02.432',0.032,-,2.760,-,44.000,-
'6:15:02.440',0.032,-,2.760,-,44.000,-
'6:15:02.448',0.032,-,2.760,-,44.000,-
'6:15:02.456',0.032,-,2.760,-,44.000,-
'6:15:02.464',0.032,-,2.760,-,44.000,-
'6:15:02.472',0.032,-,2.760,-,44.000,-
'6:15:02.480',0.032,-,2.760,-,43.200,-
'6:15:02.488',0.048,-,2.760,-,43.200,-
'6:15:02.496',0.048,-,2.760,-,43.200,-
'6:15:02.504',0.064,-,2.760,-,43.200,-
'6:15:02.512',0.048,-,2.760,-,43.200,-
'6:15:02.520',0.048,-,2.760,-,43.200,-
'6:15:02.528',0.048,-,2.760,-,43.200,-
'6:15:02.536',0.064,-,2.760,-,43.200,-
'6:15:02.544',0.064,-,2.760,-,43.200,-
'6:15:02.552',0.072,-,2.760,-,43.200,-
'6:15:02.560',0.072,-,2.760,-,43.200,-
'6:15:02.568',0.088,-,2.760,-,43.200,-
'6:15:02.576',0.112,-,2.760,-,43.200,-
'6:15:02.584',0.152,-,2.760,-,42.400,-
'6:15:02.592',0.192,-,2.760,-,42.400,-
'6:15:02.600',0.128,-,2.760,-,42.400,-
'6:15:02.608',-0.048,-,2.760,-,43.200,-
'6:15:02.616',-0.216,-,2.760,-,43.200,-
'6:15:02.624',-0.312,-,2.760,-,43.200,-
'6:15:02.632',-0.336,-,2.760,-,43.200,-
'6:15:02.640',-0.296,-,2.760,-,44.000,-
'6:15:02.648',-0.216,-,2.760,-,44.000,-
'6:15:02.656',-0.128,-,2.760,-,44.000,-
'6:15:02.664',-0.048,-,2.760,-,44.000,-
'6:15:02.672',0.000,-,2.760,-,44.000,-
'6:15:02.680',0.048,-,2.760,-,44.000,-
'6:15:02.688',0.088,-,2.760,-,44.000,-
'6:15:02.696',0.128,-,2.760,-,44.000,-
'6:15:02.704',0.144,-,2.760,-,44.000,-
'6:15:02.712',0.128,-,2.760,-,44.000,-
'6:15:02.720',0.128,-,2.760,-,44.000,-
'6:15:02.728',0.128,-,2.760,-,44.000,-
'6:15:02.736',0.128,-,2.760,-,44.000,-
'6:15:02.744',0.128,-,2.760,-,44.800,-
'6:15:02.752',0.128,-,2.760,-,45.600,-
'6:15:02.760',0.144,-,2.760,-,48.000,-
'6:15:02.768',0.144,-,2.760,-,52.000,-
'6:15:02.776',0.144,-,2.760,-,56.800,-
'6:15:02.784',0.152,-,2.760,-,60.800,-
'6:15:02.792',0.144,-,2.760,-,64.000,-
'6:15:02.800',0.144,-,2.760,-,65.600,-
'6:15:02.808',0.144,-,2.760,-,68.000,-
'6:15:02.816',0.144,-,2.760,-,69.600,-
'6:15:02.824',0.144,-,2.760,-,72.000,-
'6:15:02.832',0.144,-,2.760,-,73.600,-
'6:15:02.840',0.144,-,2.760,-,75.200,-
'6:15:02.848',0.144,-,2.760,-,76.800,-
'6:15:02.856',0.144,-,2.760,-,77.600,-
'6:15:02.864',0.144,-,2.760,-,78.400,-
'6:15:02.872',0.144,-,2.760,-,78.400,-
'6:15:02.880',0.128,-,2.760,-,77.600,-
'6:15:02.888',0.112,-,2.760,-,76.800,-
'6:15:02.896',0.088,-,2.760,-,75.200,-
'6:15:02.904',0.072,-,2.760,-,74.400,-
'6:15:02.912',0.048,-,2.760,-,72.000,-
'6:15:02.920',0.024,-,2.760,-,70.400,-
'6:15:02.928',0.008,-,2.760,-,68.000,-
'6:15:02.936',0.000,-,2.760,-,66.400,-
'6:15:02.944',0.008,-,2.760,-,64.000,-
'6:15:02.952',0.008,-,2.760,-,61.600,-
'6:15:02.960',0.008,-,2.760,-,60.000,-
'6:15:02.968',0.008,-,2.760,-,58.400,-
'6:15:02.976',0.008,-,2.760,-,57.600,-
'6:15:02.984',0.000,-,2.760,-,56.000,-
'6:15:02.992',0.000,-,2.760,-,55.200,-
'6:15:03.000',0.000,-,2.760,-,54.400,-
'6:15:03.008',-0.008,-,2.760,-,53.600,-
'6:15:03.016',-0.008,-,2.760,-,52.800,-
'6:15:03.024',-0.008,-,2.760,-,52.800,-
'6:15:03.032',0.000,-,2.760,-,52.000,-
'6:15:03.040',-0.008,-,2.760,-,51.200,-
'6:15:03.048',-0.008,-,2.760,-,51.200,-
'6:15:03.056',-0.008,-,2.760,-,50.400,-
'6:15:03.064',-0.008,-,2.760,-,50.400,-
'6:15:03.072',-0.008,-,2.760,-,50.400,-
'6:15:03.080',-0.008,-,2.760,-,49.600,-
'6:15:03.088',0.000,-,2.760,-,49.600,-
