'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'6:05:13.376',0.000,-,-1.608,-,63.200,-
'6:05:13.384',0.000,-,-1.584,-,60.800,-
'6:05:13.392',0.000,-,-1.560,-,59.200,-
'6:05:13.400',0.000,-,-1.536,-,56.800,-
'6:05:13.408',0.000,-,-1.536,-,56.000,-
'6:05:13.416',0.000,-,-1.520,-,55.200,-
'6:05:13.424',0.000,-,-1.496,-,54.400,-
'6:05:13.432',0.000,-,-1.496,-,53.600,-
'6:05:13.440',-0.008,-,-1.496,-,52.800,-
'6:05:13.448',0.000,-,-1.472,-,52.000,-
'6:05:13.456',0.000,-,-1.472,-,52.000,-
'6:05:13.464',0.000,-,-1.472,-,51.200,-
'6:05:13.472',0.000,-,-1.472,-,51.200,-
'6:05:13.480',0.000,-,-1.456,-,50.400,-
'6:05:13.488',0.000,-,-1.456,-,49.600,-
'6:05:13.496',0.000,-,-1.432,-,49.600,-
'6:05:13.504',0.000,-,-1.408,-,49.600,-
'6:05:13.512',0.008,-,-1.408,-,49.600,-
'6:05:13.520',0.008,-,-1.384,-,49.600,-
'6:05:13.528',0.008,-,-1.368,-,49.600,-
'6:05:13.536',0.008,-,-1.344,-,49.600,-
'6:05:13.544',0.024,-,-1.320,-,48.800,-
'6:05:13.552',0.048,-,-1.320,-,48.800,-
'6:05:13.560',0.064,-,-1.304,-,48.800,-
'6:05:13.568',0.064,-,-1.280,-,48.800,-
'6:05:13.576',-0.024,-,-1.256,-,48.800,-
'6:05:13.584',-0.184,-,-1.256,-,48.800,-
'6:05:13.592',-0.296,-,-1.232,-,48.800,-
'6:05:13.600',-0.352,-,-1.216,-,48.000,-
'6:05:13.608',-0.352,-,-1.192,-,48.000,-
'6:05:13.616',-0.312,-,-1.168,-,48.000,-
'6:05:13.624',-0.216,-,-1.152,-,48.000,-
'6:05:13.632',-0.112,-,-1.104,-,47.200,-
'6:05:13.640',-0.032,-,-1.080,-,47.200,-
'6:05:13.648',0.000,-,-1.064,-,47.200,-
'6:05:13.656',0.008,-,-1.040,-,47.200,-
'6:05:13.664',0.032,-,-1.000,-,46.400,-
'6:05:13.672',0.048,-,-0.976,-,46.400,-
'6:05:13.680',0.064,-,-0.952,-,46.400,-
'6:05:13.688',0.064,-,-0.928,-,45.600,-
'6:05:13.696',0.064,-,-0.912,-,45.600,-
'6:05:13.704',0.064,-,-0.888,-,45.600,-
'6:05:13.712',0.064,-,-0.864,-,45.600,-
'6:05:13.720',0.072,-,-0.840,-,44.800,-
'6:05:13.728',0.072,-,-0.824,-,44.800,-
'6:05:13.736',0.072,-,-0.776,-,45.600,-
'6:05:13.744',0.088,-,-0.760,-,46.400,-
'6:05:13.752',0.088,-,-0.736,-,47.200,-
'6:05:13.760',0.072,-,-0.712,-,49.600,-
'6:05:13.768',0.072,-,-0.672,-,52.000,-
'6:05:13.776',0.088,-,-0.648,-,54.400,-
'6:05:13.784',0.104,-,-0.608,-,56.000,-
'6:05:13.792',0.088,-,-0.584,-,57.600,-
'6:05:13.800',0.088,-,-0.536,-,58.400,-
'6:05:13.808',0.072,-,-0.520,-,60.000,-
'6:05:13.816',0.064,-,-0.472,-,61.600,-
'6:05:13.824',0.048,-,-0.456,-,62.400,-
'6:05:13.832',0.032,-,-0.408,-,63.200,-
'6:05:13.840',0.008,-,-0.384,-,63.200,-
'6:05:13.848',0.000,-,-0.368,-,63.200,-
'6:05:13.856',0.000,-,-0.320,-,63.200,-
'6:05:13.864',0.008,-,-0.304,-,62.400,-
'6:05:13.872',0.008,-,-0.280,-,61.600,-
'6:05:13.880',0.000,-,-0.256,-,60.000,-
'6:05:13.888',0.000,-,-0.232,-,59.200,-
'6:05:13.896',0.000,-,-0.192,-,57.600,-
'6:05:13.904',0.000,-,-0.168,-,56.000,-
'6:05:13.912',0.000,-,-0.152,-,54.400,-
'6:05:13.920',0.000,-,-0.128,-,53.600,-
'6:05:13.928',0.000,-,-0.104,-,52.000,-
'6:05:13.936',0.000,-,-0.104,-,51.200,-
'6:05:13.944',0.000,-,-0.080,-,50.400,-
'6:05:13.952',-0.008,-,-0.064,-,49.600,-
'6:05:13.960',0.000,-,-0.064,-,49.600,-
'6:05:13.968',-0.008,-,-0.040,-,48.800,-
'6:05:13.976',-0.008,-,-0.040,-,48.800,-
'6:05:13.984',0.000,-,-0.016,-,48.000,-
'6:05:13.992',0.000,-,-0.016,-,47.200,-
'6:05:14.000',0.000,-,0.000,-,47.200,-
'6:05:14.008',0.000,-,0.016,-,46.400,-
'6:05:14.016',0.000,-,0.016,-,46.400,-
'6:05:14.024',0.000,-,0.040,-,46.400,-
'6:05:14.032',0.000,-,0.064,-,46.400,-
'6:05:14.040',0.008,-,0.080,-,46.400,-
'6:05:14.048',0.008,-,0.104,-,46.400,-
'6:05:14.056',0.008,-,0.104,-,46.400,-
'6:05:14.064',0.024,-,0.104,-,46.400,-
'6:05:14.072',0.032,-,0.128,-,46.400,-
'6:05:14.080',0.048,-,0.128,-,45.600,-
'6:05:14.088',0.064,-,0.128,-,45.600,-
'6:05:14.096',0.048,-,0.152,-,45.600,-
'6:05:14.104',-0.064,-,0.152,-,45.600,-
'6:05:14.112',-0.216,-,0.152,-,45.600,-
'6:05:14.120',-0.328,-,0.152,-,45.600,-
'6:05:14.128',-0.368,-,0.168,-,46.400,-
'6:05:14.136',-0.352,-,0.168,-,46.400,-
'6:05:14.144',-0.288,-,0.168,-,45.600,-
'6:05:14.152',-0.192,-,0.168,-,45.600,-
'6:05:14.160',-0.088,-,0.168,-,44.800,-
'6:05:14.168',-0.024,-,0.168,-,44.800,-
'6:05:14.176',0.008,-,0.168,-,44.800,-
'6:05:14.184',0.024,-,0.168,-,44.800,-
'6:05:14.192',0.048,-,0.152,-,44.800,-
'6:05:14.200',0.064,-,0.152,-,44.800,-
'6:05:14.208',0.064,-,0.152,-,44.800,-
'6:05:14.216',0.064,-,0.168,-,44.000,-
'6:05:14.224',0.064,-,0.168,-,44.000,-
'6:05:14.232',0.064,-,0.168,-,44.000,-
'6:05:14.240',0.072,-,0.168,-,44.800,-
'6:05:14.248',0.088,-,0.192,-,44.800,-
'6:05:14.256',0.088,-,0.192,-,45.600,-
'6:05:14.264',0.088,-,0.192,-,46.400,-
'6:05:14.272',0.088,-,0.216,-,48.800,-
'6:05:14.280',0.104,-,0.216,-,51.200,-
'6:05:14.288',0.104,-,0.232,-,54.400,-
'6:05:14.296',0.104,-,0.232,-,57.600,-
'6:05:14.304',0.104,-,0.232,-,60.000,-
'6:05:14.312',0.104,-,0.232,-,61.600,-
'6:05:14.320',0.104,-,0.232,-,64.000,-
'6:05:14.328',0.104,-,0.216,-,65.600,-
'6:05:14.336',0.104,-,0.216,-,67.200,-
'6:05:14.344',0.088,-,0.216,-,68.800,-
'6:05:14.352',0.072,-,0.216,-,69.600,-
'6:05:14.360',0.048,-,0.216,-,70.400,-
'6:05:14.368',0.024,-,0.216,-,70.400,-
'6:05:14.376',0.024,-,0.216,-,70.400,-
'6:05:14.384',0.024,-,0.216,-,69.600,-
'6:05:14.392',0.024,-,0.216,-,69.600,-
'6:05:14.400',0.024,-,0.216,-,68.000,-
'6:05:14.408',0.024,-,0.216,-,67.200,-
'6:05:14.416',0.008,-,0.192,-,65.600,-
'6:05:14.424',0.008,-,0.192,-,64.000,-
'6:05:14.432',0.008,-,0.192,-,62.400,-
'6:05:14.440',0.008,-,0.192,-,60.800,-
'6:05:14.448',0.008,-,0.192,-,59.200,-
'6:05:14.456',0.008,-,0.168,-,57.600,-
'6:05:14.464',0.000,-,0.168,-,56.000,-
'6:05:14.472',0.000,-,0.152,-,55.200,-
'6:05:14.480',0.000,-,0.152,-,54.400,-
'6:05:14.488',0.000,-,0.128,-,53.600,-
'6:05:14.496',0.000,-,0.104,-,53.600,-
'6:05:14.504',0.000,-,0.104,-,52.800,-
'6:05:14.512',0.000,-,0.080,-,52.000,-
'6:05:14.520',0.000,-,0.064,-,52.000,-
'6:05:14.528',0.008,-,0.064,-,51.200,-
'6:05:14.536',0.008,-,0.040,-,51.200,-
'6:05:14.544',0.008,-,0.040,-,50.400,-
'6:05:14.552',0.008,-,0.016,-,50.400,-
'6:05:14.560',0.008,-,0.000,-,50.400,-
'6:05:14.568',0.008,-,0.000,-,50.400,-
'6:05:14.576',0.024,-,-0.016,-,49.600,-
'6:05:14.584',0.024,-,-0.016,-,49.600,-
'6:05:14.592',0.024,-,-0.040,-,49.600,-
'6:05:14.600',0.032,-,-0.064,-,49.600,-
'6:05:14.608',0.048,-,-0.064,-,49.600,-
'6:05:14.616',0.064,-,-0.064,-,49.600,-
'6:05:14.624',0.048,-,-0.080,-,49.600,-
'6:05:14.632',-0.032,-,-0.080,-,49.600,-
'6:05:14.640',-0.184,-,-0.080,-,49.600,-
'6:05:14.648',-0.288,-,-0.080,-,49.600,-
'6:05:14.656',-0.312,-,-0.104,-,49.600,-
'6:05:14.664',-0.312,-,-0.104,-,48.800,-
'6:05:14.672',-0.256,-,-0.104,-,48.800,-
'6:05:14.680',-0.184,-,-0.104,-,48.800,-
'6:05:14.688',-0.088,-,-0.104,-,48.800,-
'6:05:14.696',-0.024,-,-0.104,-,48.800,-
'6:05:14.704',0.008,-,-0.104,-,48.000,-
'6:05:14.712',0.024,-,-0.104,-,48.000,-
'6:05:14.720',0.032,-,-0.104,-,48.000,-
'6:05:14.728',0.048,-,-0.104,-,48.000,-
'6:05:14.736',0.064,-,-0.104,-,47.200,-
'6:05:14.744',0.064,-,-0.104,-,47.200,-
'6:05:14.752',0.064,-,-0.104,-,47.200,-
'6:05:14.760',0.064,-,-0.128,-,47.200,-
'6:05:14.768',0.064,-,-0.128,-,47.200,-
'6:05:14.776',0.072,-,-0.128,-,47.200,-
'6:05:14.784',0.072,-,-0.152,-,48.000,-
'6:05:14.792',0.088,-,-0.152,-,48.800,-
'6:05:14.800',0.088,-,-0.168,-,50.400,-
'6:05:14.808',0.072,-,-0.168,-,53.600,-
'6:05:14.816',0.088,-,-0.168,-,56.800,-
'6:05:14.824',0.088,-,-0.192,-,60.000,-
'6:05:14.832',0.088,-,-0.192,-,62.400,-
'6:05:14.840',0.088,-,-0.192,-,64.000,-
'6:05:14.848',0.088,-,-0.192,-,65.600,-
'6:05:14.856',0.104,-,-0.168,-,68.000,-
'6:05:14.864',0.072,-,-0.168,-,69.600,-
'6:05:14.872',0.064,-,-0.168,-,70.400,-
'6:05:14.880',0.048,-,-0.168,-,71.200,-
'6:05:14.888',0.048,-,-0.152,-,72.000,-
'6:05:14.896',0.024,-,-0.152,-,72.000,-
'6:05:14.904',0.008,-,-0.152,-,72.000,-
'6:05:14.912',0.008,-,-0.152,-,71.200,-
'6:05:14.920',0.008,-,-0.128,-,70.400,-
'6:05:14.928',0.000,-,-0.128,-,69.600,-
'6:05:14.936',0.000,-,-0.128,-,68.000,-
'6:05:14.944',0.008,-,-0.128,-,66.400,-
'6:05:14.952',0.008,-,-0.128,-,64.800,-
'6:05:14.960',0.000,-,-0.128,-,63.200,-
'6:05:14.968',0.000,-,-0.152,-,60.800,-
'6:05:14.976',0.000,-,-0.152,-,59.200,-
'6:05:14.984',0.000,-,-0.152,-,57.600,-
'6:05:14.992',0.000,-,-0.168,-,56.800,-
'6:05:15.000',0.000,-,-0.168,-,56.000,-
'6:05:15.008',0.000,-,-0.192,-,55.200,-
'6:05:15.016',0.008,-,-0.192,-,54.400,-
'6:05:15.024',0.024,-,-0.216,-,53.600,-
'6:05:15.032',0.048,-,-0.232,-,53.600,-
'6:05:15.040',0.048,-,-0.232,-,52.800,-
'6:05:15.048',-0.024,-,-0.256,-,52.800,-
'6:05:15.056',-0.192,-,-0.280,-,52.000,-
'6:05:15.064',-0.368,-,-0.304,-,52.000,-
'6:05:15.072',-0.496,-,-0.320,-,51.200,-
'6:05:15.080',-0.600,-,-0.320,-,51.200,-
'6:05:15.088',-0.656,-,-0.344,-,51.200,-
'6:05:15.096',-0.664,-,-0.368,-,51.200,-
'6:05:15.104',-0.592,-,-0.384,-,50.400,-
'6:05:15.112',-0.536,-,-0.408,-,50.400,-
'6:05:15.120',-0.496,-,-0.432,-,50.400,-
'6:05:15.128',-0.416,-,-0.456,-,50.400,-
'6:05:15.136',-0.288,-,-0.456,-,50.400,-
'6:05:15.144',-0.128,-,-0.472,-,50.400,-
'6:05:15.152',0.024,-,-0.496,-,50.400,-
'6:05:15.160',0.128,-,-0.496,-,50.400,-
'6:05:15.168',0.184,-,-0.520,-,50.400,-
'6:05:15.176',0.216,-,-0.520,-,49.600,-
'6:05:15.184',0.248,-,-0.520,-,49.600,-
'6:05:15.192',0.256,-,-0.520,-,49.600,-
'6:05:15.200',0.272,-,-0.536,-,49.600,-
'6:05:15.208',0.288,-,-0.536,-,50.400,-
'6:05:15.216',0.296,-,-0.536,-,50.400,-
'6:05:15.224',0.296,-,-0.560,-,51.200,-
'6:05:15.232',0.296,-,-0.560,-,53.600,-
'6:05:15.240',0.296,-,-0.560,-,55.200,-
'6:05:15.248',0.312,-,-0.560,-,58.400,-
'6:05:15.256',0.312,-,-0.584,-,60.800,-
'6:05:15.264',0.312,-,-0.584,-,62.400,-
'6:05:15.272',0.312,-,-0.584,-,64.000,-
'6:05:15.280',0.296,-,-0.584,-,64.800,-
'6:05:15.288',0.296,-,-0.584,-,66.400,-
'6:05:15.296',0.296,-,-0.584,-,67.200,-
'6:05:15.304',0.288,-,-0.584,-,68.000,-
'6:05:15.312',0.272,-,-0.584,-,68.800,-
'6:05:15.320',0.256,-,-0.584,-,68.800,-
'6:05:15.328',0.232,-,-0.584,-,68.800,-
'6:05:15.336',0.192,-,-0.584,-,68.000,-
'6:05:15.344',0.168,-,-0.584,-,68.000,-
'6:05:15.352',0.144,-,-0.584,-,67.200,-
'6:05:15.360',0.128,-,-0.584,-,65.600,-
'6:05:15.368',0.104,-,-0.584,-,64.800,-
'6:05:15.376',0.072,-,-0.584,-,63.200,-
'6:05:15.384',0.048,-,-0.584,-,61.600,-
'6:05:15.392',0.024,-,-0.584,-,60.000,-
'6:05:15.400',0.000,-,-0.584,-,58.400,-
'6:05:15.408',-0.032,-,-0.608,-,56.800,-
'6:05:15.416',-0.088,-,-0.608,-,56.000,-
'6:05:15.424',-0.152,-,-0.624,-,55.200,-
'6:05:15.432',-0.192,-,-0.624,-,54.400,-
'6:05:15.440',-0.192,-,-0.624,-,53.600,-
'6:05:15.448',-0.216,-,-0.648,-,53.600,-
'6:05:15.456',-0.272,-,-0.648,-,52.800,-
'6:05:15.464',-0.328,-,-0.648,-,52.000,-
'6:05:15.472',-0.328,-,-0.672,-,52.000,-
'6:05:15.480',-0.312,-,-0.672,-,51.200,-
'6:05:15.488',-0.328,-,-0.688,-,51.200,-
'6:05:15.496',-0.368,-,-0.688,-,51.200,-
'6:05:15.504',-0.376,-,-0.688,-,50.400,-
'6:05:15.512',-0.376,-,-0.712,-,50.400,-
'6:05:15.520',-0.368,-,-0.712,-,50.400,-
'6:05:15.528',-0.328,-,-0.736,-,50.400,-
'6:05:15.536',-0.248,-,-0.736,-,50.400,-
'6:05:15.544',-0.152,-,-0.736,-,49.600,-
'6:05:15.552',-0.048,-,-0.736,-,49.600,-
'6:05:15.560',0.024,-,-0.760,-,49.600,-
'6:05:15.568',0.072,-,-0.760,-,49.600,-
'6:05:15.576',0.112,-,-0.760,-,49.600,-
'6:05:15.584',0.128,-,-0.776,-,49.600,-
'6:05:15.592',0.152,-,-0.776,-,50.400,-
'6:05:15.600',0.184,-,-0.776,-,51.200,-
'6:05:15.608',0.216,-,-0.776,-,52.000,-
'6:05:15.616',0.232,-,-0.776,-,54.400,-
'6:05:15.624',0.256,-,-0.776,-,56.800,-
'6:05:15.632',0.256,-,-0.776,-,58.400,-
'6:05:15.640',0.272,-,-0.776,-,60.800,-
'6:05:15.648',0.256,-,-0.800,-,62.400,-
'6:05:15.656',0.248,-,-0.800,-,63.200,-
'6:05:15.664',0.232,-,-0.800,-,64.000,-
'6:05:15.672',0.216,-,-0.824,-,64.800,-
'6:05:15.680',0.192,-,-0.824,-,65.600,-
'6:05:15.688',0.184,-,-0.840,-,65.600,-
'6:05:15.696',0.168,-,-0.864,-,65.600,-
'6:05:15.704',0.168,-,-0.864,-,65.600,-
'6:05:15.712',0.168,-,-0.888,-,64.800,-
'6:05:15.720',0.168,-,-0.888,-,64.000,-
'6:05:15.728',0.152,-,-0.912,-,63.200,-
'6:05:15.736',0.144,-,-0.928,-,61.600,-
'6:05:15.744',0.128,-,-0.928,-,60.000,-
'6:05:15.752',0.112,-,-0.952,-,58.400,-
'6:05:15.760',0.088,-,-0.952,-,57.600,-
'6:05:15.768',0.072,-,-0.976,-,56.000,-
'6:05:15.776',0.048,-,-0.976,-,55.200,-
'6:05:15.784',0.032,-,-1.000,-,54.400,-
'6:05:15.792',0.024,-,-1.000,-,53.600,-
'6:05:15.800',0.008,-,-1.000,-,52.800,-
'6:05:15.808',0.008,-,-1.000,-,52.000,-
'6:05:15.816',0.000,-,-1.016,-,52.000,-
'6:05:15.824',0.000,-,-1.016,-,51.200,-
'6:05:15.832',0.000,-,-1.016,-,50.400,-
'6:05:15.840',0.000,-,-1.016,-,50.400,-
'6:05:15.848',0.000,-,-1.040,-,49.600,-
'6:05:15.856',0.000,-,-1.040,-,49.600,-
'6:05:15.864',0.000,-,-1.040,-,49.600,-
'6:05:15.872',0.024,-,-1.064,-,49.600,-
'6:05:15.880',0.048,-,-1.064,-,48.800,-
'6:05:15.888',0.048,-,-1.080,-,48.800,-
'6:05:15.896',-0.072,-,-1.080,-,48.800,-
'6:05:15.904',-0.248,-,-1.104,-,48.800,-
'6:05:15.912',-0.416,-,-1.128,-,48.000,-
'6:05:15.920',-0.552,-,-1.128,-,48.000,-
'6:05:15.928',-0.656,-,-1.152,-,48.000,-
'6:05:15.936',-0.704,-,-1.168,-,48.000,-
'6:05:15.944',-0.720,-,-1.192,-,48.000,-
'6:05:15.952',-0.664,-,-1.216,-,48.000,-
'6:05:15.960',-0.600,-,-1.216,-,48.000,-
'6:05:15.968',-0.520,-,-1.232,-,48.000,-
'6:05:15.976',-0.432,-,-1.256,-,48.000,-
'6:05:15.984',-0.272,-,-1.256,-,47.200,-
'6:05:15.992',-0.104,-,-1.280,-,47.200,-
'6:05:16.000',0.032,-,-1.280,-,47.200,-
'6:05:16.008',0.152,-,-1.280,-,47.200,-
'6:05:16.016',0.216,-,-1.304,-,47.200,-
'6:05:16.024',0.232,-,-1.304,-,46.400,-
'6:05:16.032',0.248,-,-1.304,-,46.400,-
'6:05:16.040',0.248,-,-1.304,-,46.400,-
'6:05:16.048',0.256,-,-1.304,-,46.400,-
'6:05:16.056',0.256,-,-1.304,-,46.400,-
'6:05:16.064',0.272,-,-1.320,-,47.200,-
'6:05:16.072',0.272,-,-1.320,-,48.000,-
'6:05:16.080',0.272,-,-1.320,-,50.400,-
'6:05:16.088',0.288,-,-1.344,-,52.800,-
'6:05:16.096',0.288,-,-1.344,-,56.000,-
'6:05:16.104',0.296,-,-1.368,-,58.400,-
'6:05:16.112',0.296,-,-1.384,-,60.000,-
'6:05:16.120',0.312,-,-1.384,-,61.600,-
'6:05:16.128',0.312,-,-1.408,-,63.200,-
'6:05:16.136',0.296,-,-1.432,-,64.000,-
'6:05:16.144',0.312,-,-1.456,-,64.800,-
'6:05:16.152',0.288,-,-1.472,-,65.600,-
'6:05:16.160',0.272,-,-1.496,-,66.400,-
'6:05:16.168',0.248,-,-1.520,-,66.400,-
'6:05:16.176',0.216,-,-1.536,-,66.400,-
'6:05:16.184',0.184,-,-1.560,-,65.600,-
'6:05:16.192',0.152,-,-1.608,-,64.800,-
'6:05:16.200',0.112,-,-1.624,-,63.200,-
'6:05:16.208',0.072,-,-1.648,-,62.400,-
'6:05:16.216',0.032,-,-1.672,-,60.800,-
'6:05:16.224',0.008,-,-1.688,-,59.200,-
'6:05:16.232',0.008,-,-1.712,-,57.600,-
'6:05:16.240',0.008,-,-1.712,-,56.000,-
'6:05:16.248',0.000,-,-1.736,-,54.400,-
'6:05:16.256',0.000,-,-1.760,-,52.800,-
'6:05:16.264',-0.008,-,-1.760,-,52.000,-
'6:05:16.272',-0.024,-,-1.776,-,51.200,-
'6:05:16.280',-0.024,-,-1.776,-,51.200,-
'6:05:16.288',-0.024,-,-1.800,-,50.400,-
'6:05:16.296',-0.024,-,-1.800,-,49.600,-
'6:05:16.304',-0.024,-,-1.800,-,48.800,-
'6:05:16.312',-0.024,-,-1.800,-,48.000,-
'6:05:16.320',-0.032,-,-1.800,-,47.200,-
'6:05:16.328',-0.032,-,-1.800,-,47.200,-
'6:05:16.336',-0.032,-,-1.800,-,46.400,-
'6:05:16.344',-0.048,-,-1.800,-,46.400,-
'6:05:16.352',-0.032,-,-1.776,-,46.400,-
'6:05:16.360',-0.032,-,-1.776,-,46.400,-
'6:05:16.368',-0.032,-,-1.760,-,45.600,-
'6:05:16.376',-0.032,-,-1.760,-,45.600,-
'6:05:16.384',-0.024,-,-1.736,-,45.600,-
'6:05:16.392',-0.024,-,-1.736,-,45.600,-
'6:05:16.400',-0.024,-,-1.712,-,45.600,-
'6:05:16.408',-0.024,-,-1.712,-,45.600,-
'6:05:16.416',-0.024,-,-1.688,-,45.600,-
'6:05:16.424',-0.008,-,-1.688,-,45.600,-
'6:05:16.432',-0.008,-,-1.672,-,44.800,-
'6:05:16.440',-0.024,-,-1.648,-,44.800,-
'6:05:16.448',-0.024,-,-1.624,-,44.800,-
'6:05:16.456',-0.032,-,-1.608,-,44.800,-
'6:05:16.464',-0.048,-,-1.584,-,44.800,-
'6:05:16.472',-0.048,-,-1.536,-,44.800,-
'6:05:16.480',-0.064,-,-1.520,-,44.800,-
'6:05:16.488',-0.064,-,-1.496,-,44.800,-
'6:05:16.496',-0.048,-,-1.456,-,44.000,-
'6:05:16.504',-0.032,-,-1.432,-,44.000,-
'6:05:16.512',-0.024,-,-1.408,-,44.000,-
'6:05:16.520',-0.032,-,-1.368,-,44.000,-
'6:05:16.528',-0.024,-,-1.344,-,44.000,-
'6:05:16.536',-0.024,-,-1.320,-,43.200,-
'6:05:16.544',-0.024,-,-1.304,-,43.200,-
'6:05:16.552',-0.032,-,-1.256,-,43.200,-
'6:05:16.560',-0.032,-,-1.232,-,42.400,-
'6:05:16.568',-0.032,-,-1.192,-,42.400,-
'6:05:16.576',-0.024,-,-1.168,-,42.400,-
'6:05:16.584',-0.024,-,-1.128,-,42.400,-
'6:05:16.592',-0.032,-,-1.104,-,41.600,-
'6:05:16.600',-0.032,-,-1.064,-,41.600,-
'6:05:16.608',-0.032,-,-1.016,-,41.600,-
'6:05:16.616',-0.032,-,-0.976,-,41.600,-
'6:05:16.624',-0.024,-,-0.952,-,41.600,-
'6:05:16.632',-0.024,-,-0.912,-,40.800,-
'6:05:16.640',-0.024,-,-0.864,-,40.800,-
'6:05:16.648',-0.024,-,-0.824,-,40.800,-
'6:05:16.656',-0.008,-,-0.800,-,40.800,-
'6:05:16.664',0.000,-,-0.760,-,40.800,-
'6:05:16.672',0.008,-,-0.736,-,40.800,-
'6:05:16.680',0.024,-,-0.712,-,40.000,-
'6:05:16.688',0.048,-,-0.672,-,40.000,-
'6:05:16.696',0.064,-,-0.648,-,40.000,-
'6:05:16.704',0.000,-,-0.624,-,40.000,-
'6:05:16.712',-0.184,-,-0.608,-,40.000,-
'6:05:16.720',-0.352,-,-0.584,-,39.200,-
'6:05:16.728',-0.432,-,-0.560,-,39.200,-
'6:05:16.736',-0.440,-,-0.520,-,39.200,-
'6:05:16.744',-0.392,-,-0.496,-,39.200,-
'6:05:16.752',-0.288,-,-0.472,-,39.200,-
'6:05:16.760',-0.168,-,-0.456,-,39.200,-
'6:05:16.768',-0.072,-,-0.432,-,39.200,-
'6:05:16.776',-0.024,-,-0.384,-,39.200,-
'6:05:16.784',0.000,-,-0.368,-,39.200,-
'6:05:16.792',0.032,-,-0.344,-,39.200,-
'6:05:16.800',0.048,-,-0.320,-,38.400,-
'6:05:16.808',0.032,-,-0.304,-,38.400,-
'6:05:16.816',0.032,-,-0.280,-,38.400,-
'6:05:16.824',0.032,-,-0.256,-,38.400,-
'6:05:16.832',0.032,-,-0.256,-,38.400,-
'6:05:16.840',0.048,-,-0.232,-,38.400,-
'6:05:16.848',0.048,-,-0.216,-,39.200,-
'6:05:16.856',0.048,-,-0.192,-,40.800,-
'6:05:16.864',0.032,-,-0.168,-,43.200,-
'6:05:16.872',0.032,-,-0.152,-,48.000,-
'6:05:16.880',0.048,-,-0.104,-,52.800,-
'6:05:16.888',0.048,-,-0.080,-,56.800,-
'6:05:16.896',0.064,-,-0.064,-,59.200,-
'6:05:16.904',0.064,-,-0.016,-,61.600,-
'6:05:16.912',0.064,-,0.000,-,63.200,-
'6:05:16.920',0.064,-,0.040,-,65.600,-
'6:05:16.928',0.064,-,0.064,-,68.000,-
'6:05:16.936',0.064,-,0.104,-,69.600,-
'6:05:16.944',0.072,-,0.128,-,71.200,-
'6:05:16.952',0.072,-,0.168,-,72.000,-
'6:05:16.960',0.072,-,0.192,-,72.800,-
'6:05:16.968',0.064,-,0.216,-,73.600,-
'6:05:16.976',0.048,-,0.232,-,73.600,-
'6:05:16.984',0.032,-,0.256,-,72.800,-
'6:05:16.992',0.024,-,0.280,-,72.000,-
'6:05:17.000',0.000,-,0.304,-,70.400,-
'6:05:17.008',-0.008,-,0.320,-,68.800,-
