'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:19:46.152',-0.064,0.140,-,-,-,-,73.600
'15:19:46.160',-0.056,0.140,-,-,-,-,76.800
'15:19:46.168',-0.072,0.132,-,-,-,-,78.400
'15:19:46.176',-0.072,0.116,-,-,-,-,78.400
'15:19:46.184',-0.088,0.091,-,-,-,-,77.600
'15:19:46.192',-0.072,0.058,-,-,-,-,77.600
'15:19:46.200',-0.096,0.041,-,-,-,-,76.000
'15:19:46.208',-0.088,0.025,-,-,-,-,73.600
'15:19:46.216',-0.096,0.008,-,-,-,-,71.200
'15:19:46.224',-0.096,-0.008,-,-,-,-,68.800
'15:19:46.232',-0.112,-0.033,-,-,-,-,66.400
'15:19:46.240',-0.104,-0.041,-,-,-,-,64.000
'15:19:46.248',-0.112,-0.050,-,-,-,-,61.600
'15:19:46.256',-0.104,-0.066,-,-,-,-,59.200
'15:19:46.264',-0.104,-0.074,-,-,-,-,57.600
'15:19:46.272',-0.088,-0.074,-,-,-,-,57.600
'15:19:46.280',-0.088,-0.091,-,-,-,-,58.400
'15:19:46.288',-0.072,-0.091,-,-,-,-,60.000
'15:19:46.296',-0.072,-0.074,-,-,-,-,60.800
'15:19:46.304',-0.056,-0.091,-,-,-,-,60.800
'15:19:46.312',-0.048,-0.066,-,-,-,-,60.000
'15:19:46.320',-0.056,-0.058,-,-,-,-,59.200
'15:19:46.328',-0.032,-0.058,-,-,-,-,58.400
'15:19:46.336',-0.024,-0.058,-,-,-,-,58.400
'15:19:46.344',-0.016,-0.050,-,-,-,-,57.600
'15:19:46.352',-0.024,-0.058,-,-,-,-,56.800
'15:19:46.360',-0.008,-0.033,-,-,-,-,56.800
'15:19:46.368',-0.016,-0.041,-,-,-,-,56.000
'15:19:46.376',-0.008,-0.025,-,-,-,-,56.000
'15:19:46.384',-0.016,-0.033,-,-,-,-,56.000
'15:19:46.392',-0.008,-0.017,-,-,-,-,56.000
'15:19:46.400',-0.008,-0.025,-,-,-,-,55.200
'15:19:46.408',0.000,-0.017,-,-,-,-,55.200
'15:19:46.416',0.000,-0.017,-,-,-,-,55.200
'15:19:46.424',0.000,-0.017,-,-,-,-,54.400
'15:19:46.432',0.000,-0.008,-,-,-,-,54.400
'15:19:46.440',0.000,-0.008,-,-,-,-,54.400
'15:19:46.448',0.000,-0.008,-,-,-,-,54.400
'15:19:46.456',0.000,-0.008,-,-,-,-,54.400
'15:19:46.464',0.008,0.000,-,-,-,-,54.400
'15:19:46.472',0.000,-0.008,-,-,-,-,54.400
'15:19:46.480',0.008,0.000,-,-,-,-,54.400
'15:19:46.488',0.000,-0.008,-,-,-,-,53.600
'15:19:46.496',0.016,0.000,-,-,-,-,53.600
'15:19:46.504',0.008,0.000,-,-,-,-,53.600
'15:19:46.512',0.008,0.000,-,-,-,-,53.600
'15:19:46.520',0.000,-0.008,-,-,-,-,53.600
'15:19:46.528',0.016,0.000,-,-,-,-,52.800
'15:19:46.536',0.000,-0.008,-,-,-,-,52.800
'15:19:46.544',0.008,0.000,-,-,-,-,52.800
'15:19:46.552',0.000,-0.008,-,-,-,-,52.000
'15:19:46.560',0.008,0.000,-,-,-,-,52.000
'15:19:46.568',0.000,0.000,-,-,-,-,52.000
'15:19:46.576',0.008,0.000,-,-,-,-,52.000
'15:19:46.584',0.000,0.000,-,-,-,-,51.200
'15:19:46.592',0.008,0.000,-,-,-,-,51.200
'15:19:46.600',0.000,0.000,-,-,-,-,51.200
'15:19:46.608',0.000,0.000,-,-,-,-,51.200
'15:19:46.616',0.000,0.000,-,-,-,-,50.400
'15:19:46.624',0.008,0.000,-,-,-,-,50.400
'15:19:46.632',0.000,0.000,-,-,-,-,50.400
'15:19:46.640',0.000,0.000,-,-,-,-,49.600
'15:19:46.648',0.000,0.008,-,-,-,-,49.600
'15:19:46.656',0.000,0.000,-,-,-,-,49.600
'15:19:46.664',0.000,0.017,-,-,-,-,49.600
'15:19:46.672',0.000,0.025,-,-,-,-,49.600
'15:19:46.680',-0.008,0.025,-,-,-,-,48.800
'15:19:46.688',0.000,0.033,-,-,-,-,48.800
'15:19:46.696',0.000,0.041,-,-,-,-,48.800
'15:19:46.704',0.008,0.033,-,-,-,-,48.800
'15:19:46.712',0.000,0.025,-,-,-,-,48.000
'15:19:46.720',0.008,0.025,-,-,-,-,48.000
'15:19:46.728',0.000,0.008,-,-,-,-,48.000
'15:19:46.736',0.000,0.000,-,-,-,-,48.000
'15:19:46.744',0.008,0.008,-,-,-,-,48.000
'15:19:46.752',0.000,0.000,-,-,-,-,48.000
'15:19:46.760',0.008,-0.008,-,-,-,-,48.000
'15:19:46.768',0.000,-0.017,-,-,-,-,48.000
'15:19:46.776',0.008,-0.017,-,-,-,-,48.000
'15:19:46.784',0.000,-0.008,-,-,-,-,48.000
'15:19:46.792',0.000,-0.017,-,-,-,-,47.200
'15:19:46.800',0.000,-0.025,-,-,-,-,47.200
'15:19:46.808',-0.008,-0.017,-,-,-,-,47.200
'15:19:46.816',0.000,-0.017,-,-,-,-,46.400
'15:19:46.824',-0.008,-0.017,-,-,-,-,46.400
'15:19:46.832',0.000,-0.256,-,-,-,-,46.400
'15:19:46.840',-0.056,-0.017,-,-,-,-,45.600
'15:19:46.848',0.000,0.008,-,-,-,-,45.600
'15:19:46.856',0.000,0.017,-,-,-,-,45.600
'15:19:46.864',0.008,-0.017,-,-,-,-,45.600
'15:19:46.872',0.024,-0.091,-,-,-,-,45.600
'15:19:46.880',0.032,-0.124,-,-,-,-,45.600
'15:19:46.888',0.024,-0.182,-,-,-,-,45.600
'15:19:46.896',0.040,-0.240,-,-,-,-,45.600
'15:19:46.904',0.064,-0.273,-,-,-,-,45.600
'15:19:46.912',0.064,-0.306,-,-,-,-,45.600
'15:19:46.920',0.104,-0.331,-,-,-,-,45.600
'15:19:46.928',0.120,-0.339,-,-,-,-,45.600
'15:19:46.936',0.160,-0.248,-,-,-,-,45.600
'15:19:46.944',0.192,-0.140,-,-,-,-,44.800
'15:19:46.952',0.176,-0.091,-,-,-,-,44.800
'15:19:46.960',0.144,-0.033,-,-,-,-,44.800
'15:19:46.968',0.104,-0.017,-,-,-,-,44.800
'15:19:46.976',0.080,-0.017,-,-,-,-,44.800
'15:19:46.984',0.064,-0.025,-,-,-,-,44.800
'15:19:46.992',0.080,0.000,-,-,-,-,44.800
'15:19:47.000',0.064,0.008,-,-,-,-,44.800
'15:19:47.008',0.056,0.017,-,-,-,-,44.800
'15:19:47.016',0.024,0.050,-,-,-,-,44.800
'15:19:47.024',-0.016,0.099,-,-,-,-,45.600
'15:19:47.032',-0.064,0.132,-,-,-,-,45.600
'15:19:47.040',-0.072,0.182,-,-,-,-,47.200
'15:19:47.048',-0.088,0.207,-,-,-,-,48.800
'15:19:47.056',-0.088,0.198,-,-,-,-,52.000
'15:19:47.064',-0.088,0.231,-,-,-,-,56.800
'15:19:47.072',-0.096,0.240,-,-,-,-,62.400
'15:19:47.080',-0.104,0.248,-,-,-,-,67.200
'15:19:47.088',-0.104,0.248,-,-,-,-,71.200
'15:19:47.096',-0.128,0.248,-,-,-,-,75.200
'15:19:47.104',-0.112,0.248,-,-,-,-,77.600
'15:19:47.112',-0.128,0.248,-,-,-,-,80.000
'15:19:47.120',-0.128,0.240,-,-,-,-,81.600
'15:19:47.128',-0.136,0.231,-,-,-,-,81.600
'15:19:47.136',-0.128,0.215,-,-,-,-,81.600
'15:19:47.144',-0.128,0.207,-,-,-,-,80.800
'15:19:47.152',-0.128,0.182,-,-,-,-,79.200
'15:19:47.160',-0.128,0.165,-,-,-,-,77.600
'15:19:47.168',-0.104,0.140,-,-,-,-,76.000
'15:19:47.176',-0.088,0.124,-,-,-,-,74.400
'15:19:47.184',-0.096,0.099,-,-,-,-,72.000
'15:19:47.192',-0.072,0.091,-,-,-,-,70.400
'15:19:47.200',-0.072,0.066,-,-,-,-,68.000
'15:19:47.208',-0.064,0.050,-,-,-,-,66.400
'15:19:47.216',-0.048,0.041,-,-,-,-,64.000
'15:19:47.224',-0.040,0.025,-,-,-,-,62.400
'15:19:47.232',-0.032,0.017,-,-,-,-,62.400
'15:19:47.240',-0.024,0.000,-,-,-,-,62.400
'15:19:47.248',-0.016,-0.017,-,-,-,-,63.200
'15:19:47.256',-0.008,-0.033,-,-,-,-,63.200
'15:19:47.264',-0.016,-0.050,-,-,-,-,63.200
'15:19:47.272',0.000,-0.058,-,-,-,-,62.400
'15:19:47.280',-0.008,-0.066,-,-,-,-,62.400
'15:19:47.288',0.000,-0.091,-,-,-,-,61.600
'15:19:47.296',0.000,-0.091,-,-,-,-,60.800
'15:19:47.304',0.000,-0.099,-,-,-,-,60.800
'15:19:47.312',0.000,-0.091,-,-,-,-,60.000
'15:19:47.320',-0.008,-0.099,-,-,-,-,60.000
'15:19:47.328',0.000,-0.099,-,-,-,-,59.200
'15:19:47.336',-0.008,-0.099,-,-,-,-,59.200
'15:19:47.344',0.000,-0.099,-,-,-,-,58.400
'15:19:47.352',-0.008,-0.091,-,-,-,-,58.400
'15:19:47.360',0.000,-0.074,-,-,-,-,58.400
'15:19:47.368',0.000,-0.091,-,-,-,-,57.600
'15:19:47.376',0.000,-0.066,-,-,-,-,57.600
'15:19:47.384',0.000,-0.058,-,-,-,-,57.600
'15:19:47.392',0.000,-0.066,-,-,-,-,57.600
'15:19:47.400',0.000,-0.058,-,-,-,-,56.800
'15:19:47.408',0.008,-0.058,-,-,-,-,56.800
'15:19:47.416',0.000,-0.058,-,-,-,-,56.000
'15:19:47.424',0.008,-0.058,-,-,-,-,56.000
'15:19:47.432',0.000,-0.050,-,-,-,-,56.000
'15:19:47.440',0.008,-0.041,-,-,-,-,56.000
'15:19:47.448',0.000,-0.050,-,-,-,-,55.200
'15:19:47.456',0.008,-0.041,-,-,-,-,55.200
'15:19:47.464',0.008,-0.033,-,-,-,-,55.200
'15:19:47.472',0.000,-0.041,-,-,-,-,54.400
'15:19:47.480',0.016,-0.033,-,-,-,-,54.400
'15:19:47.488',0.000,-0.041,-,-,-,-,54.400
'15:19:47.496',0.008,-0.025,-,-,-,-,53.600
'15:19:47.504',0.008,-0.025,-,-,-,-,53.600
'15:19:47.512',0.016,-0.033,-,-,-,-,53.600
'15:19:47.520',0.000,-0.025,-,-,-,-,53.600
'15:19:47.528',0.008,-0.025,-,-,-,-,53.600
'15:19:47.536',0.000,-0.025,-,-,-,-,53.600
'15:19:47.544',0.016,-0.025,-,-,-,-,52.800
'15:19:47.552',0.008,-0.017,-,-,-,-,52.800
'15:19:47.560',0.016,-0.017,-,-,-,-,52.000
'15:19:47.568',0.008,-0.017,-,-,-,-,52.000
'15:19:47.576',0.016,-0.017,-,-,-,-,52.000
'15:19:47.584',0.000,-0.017,-,-,-,-,52.000
'15:19:47.592',0.016,-0.017,-,-,-,-,51.200
'15:19:47.600',0.008,-0.017,-,-,-,-,51.200
'15:19:47.608',-0.032,-0.223,-,-,-,-,51.200
'15:19:47.616',0.008,0.000,-,-,-,-,50.400
'15:19:47.624',0.024,0.017,-,-,-,-,50.400
'15:19:47.632',0.016,0.000,-,-,-,-,50.400
'15:19:47.640',0.040,-0.033,-,-,-,-,50.400
'15:19:47.648',0.048,-0.099,-,-,-,-,49.600
'15:19:47.656',0.056,-0.140,-,-,-,-,49.600
'15:19:47.664',0.032,-0.207,-,-,-,-,49.600
'15:19:47.672',0.048,-0.240,-,-,-,-,49.600
'15:19:47.680',0.064,-0.273,-,-,-,-,49.600
'15:19:47.688',0.104,-0.298,-,-,-,-,48.800
'15:19:47.696',0.144,-0.306,-,-,-,-,48.800
'15:19:47.704',0.168,-0.314,-,-,-,-,48.800
'15:19:47.712',0.208,-0.182,-,-,-,-,48.800
'15:19:47.720',0.224,-0.074,-,-,-,-,48.800
'15:19:47.728',0.224,-0.025,-,-,-,-,48.800
'15:19:47.736',0.160,-0.041,-,-,-,-,48.800
'15:19:47.744',0.120,-0.017,-,-,-,-,48.800
'15:19:47.752',0.080,-0.008,-,-,-,-,48.800
'15:19:47.760',0.088,0.008,-,-,-,-,48.800
'15:19:47.768',0.064,0.025,-,-,-,-,48.800
'15:19:47.776',0.088,0.050,-,-,-,-,48.800
'15:19:47.784',0.064,0.041,-,-,-,-,48.800
'15:19:47.792',0.048,0.058,-,-,-,-,48.000
'15:19:47.800',0.008,0.099,-,-,-,-,48.000
'15:19:47.808',-0.024,0.140,-,-,-,-,48.000
'15:19:47.816',-0.072,0.182,-,-,-,-,48.000
'15:19:47.824',-0.088,0.190,-,-,-,-,48.000
'15:19:47.832',-0.088,0.190,-,-,-,-,48.000
'15:19:47.840',-0.088,0.207,-,-,-,-,48.000
'15:19:47.848',-0.112,0.215,-,-,-,-,48.000
'15:19:47.856',-0.128,0.207,-,-,-,-,49.600
'15:19:47.864',-0.112,0.215,-,-,-,-,52.000
'15:19:47.872',-0.136,0.207,-,-,-,-,56.800
'15:19:47.880',-0.152,0.215,-,-,-,-,60.800
'15:19:47.888',-0.152,0.207,-,-,-,-,65.600
'15:19:47.896',-0.160,0.190,-,-,-,-,68.000
'15:19:47.904',-0.152,0.182,-,-,-,-,69.600
'15:19:47.912',-0.160,0.165,-,-,-,-,70.400
'15:19:47.920',-0.144,0.157,-,-,-,-,71.200
'15:19:47.928',-0.152,0.132,-,-,-,-,70.400
'15:19:47.936',-0.136,0.124,-,-,-,-,69.600
'15:19:47.944',-0.128,0.116,-,-,-,-,68.000
'15:19:47.952',-0.112,0.091,-,-,-,-,66.400
'15:19:47.960',-0.104,0.058,-,-,-,-,64.800
'15:19:47.968',-0.096,0.041,-,-,-,-,63.200
'15:19:47.976',-0.072,0.025,-,-,-,-,60.800
'15:19:47.984',-0.072,0.008,-,-,-,-,59.200
'15:19:47.992',-0.056,0.000,-,-,-,-,57.600
'15:19:48.000',-0.048,-0.017,-,-,-,-,55.200
'15:19:48.008',-0.032,-0.025,-,-,-,-,54.400
'15:19:48.016',-0.040,-0.033,-,-,-,-,53.600
'15:19:48.024',-0.024,-0.050,-,-,-,-,53.600
'15:19:48.032',-0.016,-0.058,-,-,-,-,55.200
'15:19:48.040',-0.008,-0.058,-,-,-,-,56.800
'15:19:48.048',0.000,-0.066,-,-,-,-,57.600
'15:19:48.056',-0.016,-0.074,-,-,-,-,57.600
'15:19:48.064',0.000,-0.066,-,-,-,-,56.800
'15:19:48.072',0.000,-0.074,-,-,-,-,56.800
'15:19:48.080',0.000,-0.066,-,-,-,-,56.800
'15:19:48.088',0.008,-0.066,-,-,-,-,56.000
'15:19:48.096',0.000,-0.058,-,-,-,-,56.000
'15:19:48.104',0.008,-0.066,-,-,-,-,55.200
'15:19:48.112',0.016,-0.058,-,-,-,-,55.200
'15:19:48.120',0.008,-0.058,-,-,-,-,54.400
'15:19:48.128',0.016,-0.058,-,-,-,-,54.400
'15:19:48.136',0.016,-0.058,-,-,-,-,54.400
'15:19:48.144',0.032,-0.041,-,-,-,-,53.600
'15:19:48.152',0.016,-0.058,-,-,-,-,53.600
'15:19:48.160',0.024,-0.050,-,-,-,-,53.600
'15:19:48.168',0.008,-0.050,-,-,-,-,52.800
'15:19:48.176',0.024,-0.041,-,-,-,-,52.800
'15:19:48.184',0.016,-0.033,-,-,-,-,52.800
'15:19:48.192',0.024,-0.041,-,-,-,-,52.000
'15:19:48.200',0.024,-0.025,-,-,-,-,52.000
'15:19:48.208',0.016,-0.033,-,-,-,-,52.000
'15:19:48.216',0.032,-0.025,-,-,-,-,52.000
'15:19:48.224',0.024,-0.017,-,-,-,-,52.000
'15:19:48.232',0.016,-0.017,-,-,-,-,51.200
'15:19:48.240',0.024,-0.017,-,-,-,-,51.200
'15:19:48.248',0.016,-0.017,-,-,-,-,51.200
'15:19:48.256',0.032,-0.008,-,-,-,-,51.200
'15:19:48.264',0.016,0.000,-,-,-,-,50.400
'15:19:48.272',0.024,0.000,-,-,-,-,50.400
'15:19:48.280',0.016,0.017,-,-,-,-,50.400
'15:19:48.288',0.024,0.008,-,-,-,-,50.400
'15:19:48.296',0.024,0.017,-,-,-,-,50.400
'15:19:48.304',0.032,0.017,-,-,-,-,49.600
'15:19:48.312',0.016,0.008,-,-,-,-,49.600
'15:19:48.320',0.024,0.000,-,-,-,-,49.600
'15:19:48.328',0.016,0.000,-,-,-,-,49.600
'15:19:48.336',0.024,-0.017,-,-,-,-,49.600
'15:19:48.344',0.032,-0.008,-,-,-,-,48.800
'15:19:48.352',0.024,-0.008,-,-,-,-,48.800
'15:19:48.360',0.016,-0.017,-,-,-,-,48.800
'15:19:48.368',0.016,-0.025,-,-,-,-,48.800
'15:19:48.376',0.008,-0.058,-,-,-,-,48.800
'15:19:48.384',-0.040,-0.256,-,-,-,-,48.800
'15:19:48.392',0.008,0.008,-,-,-,-,48.800
'15:19:48.400',0.000,0.017,-,-,-,-,48.800
'15:19:48.408',0.040,-0.033,-,-,-,-,48.000
'15:19:48.416',0.064,-0.190,-,-,-,-,48.000
'15:19:48.424',0.088,-0.331,-,-,-,-,48.000
'15:19:48.432',0.064,-0.430,-,-,-,-,47.200
'15:19:48.440',0.088,-0.455,-,-,-,-,47.200
'15:19:48.448',0.120,-0.388,-,-,-,-,47.200
'15:19:48.456',0.144,-0.331,-,-,-,-,47.200
'15:19:48.464',0.168,-0.281,-,-,-,-,47.200
'15:19:48.472',0.184,-0.207,-,-,-,-,47.200
'15:19:48.480',0.136,-0.116,-,-,-,-,47.200
'15:19:48.488',0.104,-0.008,-,-,-,-,47.200
'15:19:48.496',0.048,0.091,-,-,-,-,47.200
'15:19:48.504',0.000,0.124,-,-,-,-,47.200
'15:19:48.512',-0.024,0.132,-,-,-,-,47.200
'15:19:48.520',-0.032,0.124,-,-,-,-,48.000
'15:19:48.528',-0.032,0.116,-,-,-,-,48.000
'15:19:48.536',-0.040,0.116,-,-,-,-,48.800
'15:19:48.544',-0.032,0.124,-,-,-,-,50.400
'15:19:48.552',-0.040,0.116,-,-,-,-,53.600
'15:19:48.560',-0.032,0.132,-,-,-,-,60.000
'15:19:48.568',-0.040,0.132,-,-,-,-,68.000
'15:19:48.576',-0.048,0.140,-,-,-,-,76.000
'15:19:48.584',-0.048,0.157,-,-,-,-,81.600
'15:19:48.592',-0.040,0.165,-,-,-,-,84.000
'15:19:48.600',-0.064,0.198,-,-,-,-,83.200
'15:19:48.608',-0.056,0.215,-,-,-,-,83.200
'15:19:48.616',-0.072,0.215,-,-,-,-,83.200
'15:19:48.624',-0.072,0.215,-,-,-,-,82.400
'15:19:48.632',-0.088,0.207,-,-,-,-,80.800
'15:19:48.640',-0.088,0.190,-,-,-,-,79.200
'15:19:48.648',-0.096,0.157,-,-,-,-,77.600
'15:19:48.656',-0.088,0.132,-,-,-,-,76.800
'15:19:48.664',-0.096,0.099,-,-,-,-,75.200
'15:19:48.672',-0.088,0.066,-,-,-,-,73.600
'15:19:48.680',-0.072,0.041,-,-,-,-,71.200
'15:19:48.688',-0.064,0.017,-,-,-,-,68.800
'15:19:48.696',-0.056,0.000,-,-,-,-,67.200
'15:19:48.704',-0.048,-0.008,-,-,-,-,64.800
'15:19:48.712',-0.040,-0.017,-,-,-,-,64.000
'15:19:48.720',-0.024,-0.025,-,-,-,-,63.200
'15:19:48.728',-0.016,-0.033,-,-,-,-,63.200
'15:19:48.736',-0.024,-0.041,-,-,-,-,64.000
'15:19:48.744',-0.008,-0.033,-,-,-,-,64.800
'15:19:48.752',-0.008,-0.041,-,-,-,-,64.000
'15:19:48.760',0.000,-0.050,-,-,-,-,63.200
'15:19:48.768',0.000,-0.041,-,-,-,-,62.400
'15:19:48.776',0.000,-0.050,-,-,-,-,61.600
'15:19:48.784',0.000,-0.041,-,-,-,-,61.600
'15:19:48.792',0.000,-0.033,-,-,-,-,60.800
'15:19:48.800',0.000,-0.025,-,-,-,-,60.800
'15:19:48.808',0.000,-0.017,-,-,-,-,60.000
'15:19:48.816',0.000,-0.017,-,-,-,-,60.000
'15:19:48.824',0.008,-0.017,-,-,-,-,60.000
'15:19:48.832',0.000,-0.008,-,-,-,-,60.000
'15:19:48.840',0.008,-0.017,-,-,-,-,59.200
'15:19:48.848',0.000,-0.017,-,-,-,-,59.200
'15:19:48.856',0.016,-0.033,-,-,-,-,59.200
'15:19:48.864',0.008,-0.025,-,-,-,-,58.400
'15:19:48.872',0.016,-0.041,-,-,-,-,58.400
'15:19:48.880',0.024,-0.033,-,-,-,-,58.400
'15:19:48.888',0.008,-0.050,-,-,-,-,58.400
'15:19:48.896',0.016,-0.058,-,-,-,-,57.600
'15:19:48.904',0.016,-0.058,-,-,-,-,57.600
'15:19:48.912',0.024,-0.058,-,-,-,-,57.600
'15:19:48.920',0.000,-0.058,-,-,-,-,57.600
'15:19:48.928',0.016,-0.058,-,-,-,-,56.800
'15:19:48.936',0.000,-0.058,-,-,-,-,56.800
'15:19:48.944',0.008,-0.050,-,-,-,-,56.800
'15:19:48.952',0.000,-0.058,-,-,-,-,56.000
'15:19:48.960',0.008,-0.058,-,-,-,-,56.000
'15:19:48.968',0.000,-0.050,-,-,-,-,55.200
'15:19:48.976',0.008,-0.058,-,-,-,-,55.200
'15:19:48.984',0.000,-0.050,-,-,-,-,55.200
'15:19:48.992',0.000,-0.050,-,-,-,-,54.400
'15:19:49.000',0.000,-0.050,-,-,-,-,54.400
'15:19:49.008',0.008,-0.041,-,-,-,-,54.400
'15:19:49.016',0.000,-0.041,-,-,-,-,54.400
'15:19:49.024',0.000,-0.033,-,-,-,-,53.600
'15:19:49.032',0.000,-0.041,-,-,-,-,53.600
'15:19:49.040',0.000,-0.033,-,-,-,-,53.600
'15:19:49.048',-0.008,-0.041,-,-,-,-,53.600
'15:19:49.056',-0.016,-0.058,-,-,-,-,53.600
'15:19:49.064',-0.024,-0.058,-,-,-,-,52.800
'15:19:49.072',0.000,-0.116,-,-,-,-,52.800
'15:19:49.080',0.008,-0.223,-,-,-,-,52.800
'15:19:49.088',0.024,-0.331,-,-,-,-,52.000
'15:19:49.096',0.040,-0.397,-,-,-,-,52.000
'15:19:49.104',0.064,-0.380,-,-,-,-,52.000
'15:19:49.112',0.064,-0.339,-,-,-,-,52.000
