'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:50:57.040',0.000,-0.058,-,-,-,-,64.000
'14:50:57.048',0.000,-0.058,-,-,-,-,64.000
'14:50:57.056',0.008,-0.050,-,-,-,-,64.000
'14:50:57.064',0.000,-0.041,-,-,-,-,63.200
'14:50:57.072',0.008,-0.050,-,-,-,-,63.200
'14:50:57.080',0.000,-0.041,-,-,-,-,63.200
'14:50:57.088',0.000,-0.050,-,-,-,-,62.400
'14:50:57.096',0.008,-0.025,-,-,-,-,62.400
'14:50:57.104',0.008,-0.017,-,-,-,-,62.400
'14:50:57.112',0.024,-0.008,-,-,-,-,62.400
'14:50:57.120',0.040,-0.025,-,-,-,-,61.600
'14:50:57.128',0.048,-0.074,-,-,-,-,61.600
'14:50:57.136',0.064,-0.140,-,-,-,-,61.600
'14:50:57.144',0.064,-0.190,-,-,-,-,61.600
'14:50:57.152',0.056,-0.231,-,-,-,-,60.800
'14:50:57.160',0.048,-0.240,-,-,-,-,60.800
'14:50:57.168',0.064,-0.215,-,-,-,-,60.800
'14:50:57.176',0.080,-0.207,-,-,-,-,60.000
'14:50:57.184',0.104,-0.165,-,-,-,-,60.000
'14:50:57.192',0.080,-0.140,-,-,-,-,60.000
'14:50:57.200',0.064,-0.107,-,-,-,-,59.200
'14:50:57.208',0.080,-0.017,-,-,-,-,59.200
'14:50:57.216',0.064,0.033,-,-,-,-,59.200
'14:50:57.224',0.032,0.074,-,-,-,-,58.400
'14:50:57.232',0.000,0.124,-,-,-,-,58.400
'14:50:57.240',-0.008,0.132,-,-,-,-,58.400
'14:50:57.248',-0.016,0.116,-,-,-,-,58.400
'14:50:57.256',-0.008,0.099,-,-,-,-,59.200
'14:50:57.264',-0.024,0.099,-,-,-,-,60.800
'14:50:57.272',-0.016,0.099,-,-,-,-,64.800
'14:50:57.280',-0.032,0.091,-,-,-,-,72.000
'14:50:57.288',-0.024,0.099,-,-,-,-,80.000
'14:50:57.296',-0.040,0.116,-,-,-,-,88.000
'14:50:57.304',-0.040,0.124,-,-,-,-,92.800
'14:50:57.312',-0.048,0.132,-,-,-,-,94.400
'14:50:57.320',-0.056,0.140,-,-,-,-,94.400
'14:50:57.328',-0.048,0.132,-,-,-,-,93.600
'14:50:57.336',-0.072,0.140,-,-,-,-,92.000
'14:50:57.344',-0.072,0.132,-,-,-,-,89.600
'14:50:57.352',-0.072,0.132,-,-,-,-,87.200
'14:50:57.360',-0.088,0.132,-,-,-,-,84.000
'14:50:57.368',-0.072,0.116,-,-,-,-,81.600
'14:50:57.376',-0.088,0.099,-,-,-,-,79.200
'14:50:57.384',-0.064,0.074,-,-,-,-,76.800
'14:50:57.392',-0.056,0.050,-,-,-,-,74.400
'14:50:57.400',-0.048,0.033,-,-,-,-,72.000
'14:50:57.408',-0.032,0.008,-,-,-,-,70.400
'14:50:57.416',-0.024,0.000,-,-,-,-,70.400
'14:50:57.424',-0.016,-0.017,-,-,-,-,71.200
'14:50:57.432',0.000,-0.017,-,-,-,-,72.000
'14:50:57.440',-0.008,-0.017,-,-,-,-,72.000
'14:50:57.448',0.000,-0.033,-,-,-,-,71.200
'14:50:57.456',0.000,-0.050,-,-,-,-,69.600
'14:50:57.464',0.000,-0.058,-,-,-,-,68.800
'14:50:57.472',-0.008,-0.050,-,-,-,-,68.000
'14:50:57.480',-0.016,-0.058,-,-,-,-,67.200
'14:50:57.488',-0.016,-0.058,-,-,-,-,66.400
'14:50:57.496',-0.008,-0.050,-,-,-,-,65.600
'14:50:57.504',-0.016,-0.050,-,-,-,-,65.600
'14:50:57.512',-0.008,-0.050,-,-,-,-,65.600
'14:50:57.520',-0.024,-0.050,-,-,-,-,65.600
'14:50:57.528',-0.008,-0.050,-,-,-,-,64.800
'14:50:57.536',0.000,-0.041,-,-,-,-,64.800
'14:50:57.544',0.000,-0.033,-,-,-,-,64.000
'14:50:57.552',0.000,-0.025,-,-,-,-,64.000
'14:50:57.560',0.000,-0.033,-,-,-,-,64.000
'14:50:57.568',0.000,-0.025,-,-,-,-,63.200
'14:50:57.576',0.000,-0.017,-,-,-,-,63.200
'14:50:57.584',0.008,-0.017,-,-,-,-,63.200
'14:50:57.592',0.000,-0.017,-,-,-,-,62.400
'14:50:57.600',0.008,-0.008,-,-,-,-,62.400
'14:50:57.608',0.000,-0.017,-,-,-,-,62.400
'14:50:57.616',0.000,-0.008,-,-,-,-,61.600
'14:50:57.624',0.000,0.000,-,-,-,-,61.600
'14:50:57.632',0.008,0.008,-,-,-,-,61.600
'14:50:57.640',0.024,0.008,-,-,-,-,60.800
'14:50:57.648',0.032,-0.017,-,-,-,-,60.800
'14:50:57.656',0.048,-0.066,-,-,-,-,60.800
'14:50:57.664',0.080,-0.124,-,-,-,-,60.800
'14:50:57.672',0.064,-0.182,-,-,-,-,60.000
'14:50:57.680',0.056,-0.207,-,-,-,-,60.000
'14:50:57.688',0.048,-0.215,-,-,-,-,60.000
'14:50:57.696',0.080,-0.182,-,-,-,-,60.000
'14:50:57.704',0.088,-0.165,-,-,-,-,59.200
'14:50:57.712',0.104,-0.182,-,-,-,-,59.200
'14:50:57.720',0.088,-0.124,-,-,-,-,58.400
'14:50:57.728',0.064,-0.091,-,-,-,-,58.400
'14:50:57.736',0.080,0.000,-,-,-,-,58.400
'14:50:57.744',0.056,0.050,-,-,-,-,58.400
'14:50:57.752',0.024,0.116,-,-,-,-,58.400
'14:50:57.760',0.000,0.140,-,-,-,-,57.600
'14:50:57.768',-0.016,0.165,-,-,-,-,57.600
'14:50:57.776',-0.024,0.140,-,-,-,-,58.400
'14:50:57.784',-0.016,0.132,-,-,-,-,59.200
'14:50:57.792',-0.032,0.124,-,-,-,-,60.800
'14:50:57.800',-0.024,0.124,-,-,-,-,64.800
'14:50:57.808',-0.040,0.132,-,-,-,-,72.000
'14:50:57.816',-0.048,0.124,-,-,-,-,80.000
'14:50:57.824',-0.040,0.140,-,-,-,-,87.200
'14:50:57.832',-0.056,0.149,-,-,-,-,92.000
'14:50:57.840',-0.064,0.165,-,-,-,-,93.600
'14:50:57.848',-0.056,0.157,-,-,-,-,92.800
'14:50:57.856',-0.072,0.165,-,-,-,-,92.000
'14:50:57.864',-0.072,0.165,-,-,-,-,90.400
'14:50:57.872',-0.088,0.157,-,-,-,-,88.800
'14:50:57.880',-0.072,0.149,-,-,-,-,86.400
'14:50:57.888',-0.096,0.132,-,-,-,-,84.000
'14:50:57.896',-0.088,0.124,-,-,-,-,81.600
'14:50:57.904',-0.096,0.116,-,-,-,-,79.200
'14:50:57.912',-0.072,0.099,-,-,-,-,76.000
'14:50:57.920',-0.072,0.074,-,-,-,-,73.600
'14:50:57.928',-0.056,0.050,-,-,-,-,72.000
'14:50:57.936',-0.048,0.025,-,-,-,-,70.400
'14:50:57.944',-0.032,0.017,-,-,-,-,70.400
'14:50:57.952',-0.024,0.000,-,-,-,-,71.200
'14:50:57.960',-0.016,-0.017,-,-,-,-,71.200
'14:50:57.968',-0.008,-0.017,-,-,-,-,71.200
'14:50:57.976',-0.008,-0.033,-,-,-,-,70.400
'14:50:57.984',0.000,-0.041,-,-,-,-,69.600
'14:50:57.992',-0.008,-0.050,-,-,-,-,68.000
'14:50:58.000',0.000,-0.041,-,-,-,-,67.200
'14:50:58.008',-0.024,-0.058,-,-,-,-,66.400
'14:50:58.016',-0.016,-0.050,-,-,-,-,65.600
'14:50:58.024',-0.016,-0.058,-,-,-,-,65.600
'14:50:58.032',-0.008,-0.041,-,-,-,-,65.600
'14:50:58.040',-0.016,-0.050,-,-,-,-,64.800
'14:50:58.048',-0.008,-0.050,-,-,-,-,64.800
'14:50:58.056',-0.008,-0.041,-,-,-,-,64.800
'14:50:58.064',0.000,-0.033,-,-,-,-,64.000
'14:50:58.072',-0.016,-0.025,-,-,-,-,64.000
'14:50:58.080',0.000,-0.033,-,-,-,-,64.000
'14:50:58.088',-0.008,-0.025,-,-,-,-,63.200
'14:50:58.096',0.000,-0.017,-,-,-,-,63.200
'14:50:58.104',0.000,-0.025,-,-,-,-,63.200
'14:50:58.112',0.000,-0.017,-,-,-,-,62.400
'14:50:58.120',0.000,-0.017,-,-,-,-,62.400
'14:50:58.128',0.000,-0.008,-,-,-,-,62.400
'14:50:58.136',0.000,-0.017,-,-,-,-,61.600
'14:50:58.144',0.000,-0.017,-,-,-,-,61.600
'14:50:58.152',0.000,0.000,-,-,-,-,61.600
'14:50:58.160',0.008,0.000,-,-,-,-,60.800
'14:50:58.168',0.016,0.008,-,-,-,-,60.800
'14:50:58.176',0.032,-0.017,-,-,-,-,60.800
'14:50:58.184',0.048,-0.058,-,-,-,-,60.800
'14:50:58.192',0.080,-0.124,-,-,-,-,60.000
'14:50:58.200',0.064,-0.165,-,-,-,-,60.000
'14:50:58.208',0.056,-0.207,-,-,-,-,60.000
'14:50:58.216',0.064,-0.215,-,-,-,-,60.000
'14:50:58.224',0.064,-0.182,-,-,-,-,59.200
'14:50:58.232',0.088,-0.182,-,-,-,-,59.200
'14:50:58.240',0.104,-0.182,-,-,-,-,58.400
'14:50:58.248',0.120,-0.132,-,-,-,-,58.400
'14:50:58.256',0.064,-0.099,-,-,-,-,58.400
'14:50:58.264',0.088,-0.008,-,-,-,-,57.600
'14:50:58.272',0.056,0.041,-,-,-,-,57.600
'14:50:58.280',0.032,0.099,-,-,-,-,57.600
'14:50:58.288',0.000,0.132,-,-,-,-,57.600
'14:50:58.296',-0.016,0.149,-,-,-,-,57.600
'14:50:58.304',-0.024,0.132,-,-,-,-,57.600
'14:50:58.312',-0.024,0.116,-,-,-,-,58.400
'14:50:58.320',-0.016,0.116,-,-,-,-,60.800
'14:50:58.328',-0.032,0.116,-,-,-,-,65.600
'14:50:58.336',-0.024,0.124,-,-,-,-,72.800
'14:50:58.344',-0.040,0.132,-,-,-,-,80.800
'14:50:58.352',-0.048,0.132,-,-,-,-,88.000
'14:50:58.360',-0.056,0.140,-,-,-,-,92.000
'14:50:58.368',-0.048,0.157,-,-,-,-,92.800
'14:50:58.376',-0.064,0.157,-,-,-,-,92.800
'14:50:58.384',-0.072,0.157,-,-,-,-,92.000
'14:50:58.392',-0.088,0.149,-,-,-,-,90.400
'14:50:58.400',-0.072,0.140,-,-,-,-,88.000
'14:50:58.408',-0.088,0.132,-,-,-,-,85.600
'14:50:58.416',-0.088,0.132,-,-,-,-,83.200
'14:50:58.424',-0.088,0.116,-,-,-,-,81.600
'14:50:58.432',-0.072,0.099,-,-,-,-,78.400
'14:50:58.440',-0.072,0.074,-,-,-,-,76.000
'14:50:58.448',-0.056,0.058,-,-,-,-,73.600
'14:50:58.456',-0.056,0.041,-,-,-,-,71.200
'14:50:58.464',-0.032,0.017,-,-,-,-,70.400
'14:50:58.472',-0.032,0.000,-,-,-,-,69.600
'14:50:58.480',-0.016,-0.017,-,-,-,-,70.400
'14:50:58.488',-0.016,-0.025,-,-,-,-,71.200
'14:50:58.496',0.000,-0.033,-,-,-,-,71.200
'14:50:58.504',-0.008,-0.041,-,-,-,-,70.400
'14:50:58.512',0.000,-0.050,-,-,-,-,69.600
'14:50:58.520',-0.008,-0.058,-,-,-,-,68.000
'14:50:58.528',-0.008,-0.050,-,-,-,-,67.200
'14:50:58.536',-0.016,-0.058,-,-,-,-,66.400
'14:50:58.544',-0.008,-0.058,-,-,-,-,65.600
'14:50:58.552',0.000,-0.058,-,-,-,-,64.800
'14:50:58.560',-0.016,-0.058,-,-,-,-,64.800
'14:50:58.568',-0.008,-0.058,-,-,-,-,64.800
'14:50:58.576',-0.016,-0.058,-,-,-,-,64.800
'14:50:58.584',0.000,-0.050,-,-,-,-,64.000
'14:50:58.592',-0.008,-0.058,-,-,-,-,64.000
'14:50:58.600',0.000,-0.041,-,-,-,-,64.000
'14:50:58.608',-0.008,-0.041,-,-,-,-,64.000
'14:50:58.616',0.000,-0.033,-,-,-,-,63.200
'14:50:58.624',0.000,-0.033,-,-,-,-,63.200
'14:50:58.632',0.000,-0.025,-,-,-,-,62.400
'14:50:58.640',0.000,-0.017,-,-,-,-,62.400
'14:50:58.648',0.000,-0.025,-,-,-,-,61.600
'14:50:58.656',0.000,-0.017,-,-,-,-,61.600
'14:50:58.664',0.000,-0.017,-,-,-,-,61.600
'14:50:58.672',0.000,-0.017,-,-,-,-,60.800
'14:50:58.680',0.008,0.000,-,-,-,-,60.800
'14:50:58.688',0.000,0.000,-,-,-,-,60.800
'14:50:58.696',0.024,0.000,-,-,-,-,60.800
'14:50:58.704',0.032,-0.033,-,-,-,-,60.800
'14:50:58.712',0.056,-0.074,-,-,-,-,60.000
'14:50:58.720',0.080,-0.140,-,-,-,-,60.000
'14:50:58.728',0.064,-0.182,-,-,-,-,60.000
'14:50:58.736',0.056,-0.215,-,-,-,-,60.000
'14:50:58.744',0.064,-0.215,-,-,-,-,59.200
'14:50:58.752',0.088,-0.182,-,-,-,-,59.200
'14:50:58.760',0.088,-0.190,-,-,-,-,58.400
'14:50:58.768',0.104,-0.165,-,-,-,-,58.400
'14:50:58.776',0.088,-0.140,-,-,-,-,58.400
'14:50:58.784',0.064,-0.099,-,-,-,-,57.600
'14:50:58.792',0.088,-0.017,-,-,-,-,57.600
'14:50:58.800',0.064,0.041,-,-,-,-,57.600
'14:50:58.808',0.024,0.099,-,-,-,-,57.600
'14:50:58.816',0.000,0.140,-,-,-,-,57.600
'14:50:58.824',-0.016,0.140,-,-,-,-,57.600
'14:50:58.832',-0.024,0.124,-,-,-,-,57.600
'14:50:58.840',-0.024,0.116,-,-,-,-,58.400
'14:50:58.848',-0.032,0.116,-,-,-,-,60.800
'14:50:58.856',-0.024,0.116,-,-,-,-,65.600
'14:50:58.864',-0.040,0.116,-,-,-,-,72.800
'14:50:58.872',-0.040,0.124,-,-,-,-,81.600
'14:50:58.880',-0.040,0.132,-,-,-,-,88.800
'14:50:58.888',-0.048,0.132,-,-,-,-,92.000
'14:50:58.896',-0.048,0.149,-,-,-,-,93.600
'14:50:58.904',-0.072,0.157,-,-,-,-,92.800
'14:50:58.912',-0.064,0.165,-,-,-,-,92.000
'14:50:58.920',-0.072,0.149,-,-,-,-,90.400
'14:50:58.928',-0.088,0.140,-,-,-,-,88.000
'14:50:58.936',-0.088,0.132,-,-,-,-,85.600
'14:50:58.944',-0.088,0.124,-,-,-,-,83.200
'14:50:58.952',-0.088,0.116,-,-,-,-,80.800
'14:50:58.960',-0.088,0.099,-,-,-,-,78.400
'14:50:58.968',-0.072,0.066,-,-,-,-,76.000
'14:50:58.976',-0.064,0.058,-,-,-,-,73.600
'14:50:58.984',-0.056,0.033,-,-,-,-,71.200
'14:50:58.992',-0.040,0.008,-,-,-,-,69.600
'14:50:59.000',-0.024,0.000,-,-,-,-,69.600
'14:50:59.008',-0.032,-0.017,-,-,-,-,70.400
'14:50:59.016',-0.016,-0.033,-,-,-,-,71.200
'14:50:59.024',-0.008,-0.025,-,-,-,-,71.200
'14:50:59.032',0.000,-0.050,-,-,-,-,70.400
'14:50:59.040',-0.008,-0.041,-,-,-,-,68.800
'14:50:59.048',0.000,-0.058,-,-,-,-,68.000
'14:50:59.056',-0.016,-0.066,-,-,-,-,67.200
'14:50:59.064',-0.008,-0.058,-,-,-,-,66.400
'14:50:59.072',-0.016,-0.066,-,-,-,-,65.600
'14:50:59.080',0.000,-0.066,-,-,-,-,64.800
'14:50:59.088',-0.008,-0.058,-,-,-,-,64.800
'14:50:59.096',-0.016,-0.066,-,-,-,-,64.800
'14:50:59.104',0.000,-0.058,-,-,-,-,64.800
'14:50:59.112',-0.008,-0.058,-,-,-,-,64.000
'14:50:59.120',0.000,-0.058,-,-,-,-,64.000
'14:50:59.128',0.000,-0.058,-,-,-,-,64.000
'14:50:59.136',0.000,-0.050,-,-,-,-,64.000
'14:50:59.144',0.000,-0.050,-,-,-,-,64.000
'14:50:59.152',0.000,-0.041,-,-,-,-,63.200
'14:50:59.160',0.000,-0.050,-,-,-,-,63.200
'14:50:59.168',0.008,-0.033,-,-,-,-,62.400
'14:50:59.176',0.000,-0.033,-,-,-,-,62.400
'14:50:59.184',0.000,-0.025,-,-,-,-,62.400
'14:50:59.192',0.000,-0.025,-,-,-,-,61.600
'14:50:59.200',0.000,-0.017,-,-,-,-,61.600
'14:50:59.208',0.008,-0.008,-,-,-,-,61.600
'14:50:59.216',0.016,0.000,-,-,-,-,60.800
'14:50:59.224',0.024,-0.008,-,-,-,-,60.800
'14:50:59.232',0.040,0.000,-,-,-,-,60.800
'14:50:59.240',0.064,-0.074,-,-,-,-,60.800
'14:50:59.248',0.080,-0.140,-,-,-,-,60.000
'14:50:59.256',0.064,-0.182,-,-,-,-,60.000
'14:50:59.264',0.064,-0.215,-,-,-,-,60.000
'14:50:59.272',0.056,-0.207,-,-,-,-,60.000
'14:50:59.280',0.088,-0.182,-,-,-,-,59.200
'14:50:59.288',0.104,-0.190,-,-,-,-,59.200
'14:50:59.296',0.120,-0.165,-,-,-,-,59.200
'14:50:59.304',0.104,-0.140,-,-,-,-,58.400
'14:50:59.312',0.088,-0.099,-,-,-,-,58.400
'14:50:59.320',0.088,-0.017,-,-,-,-,58.400
'14:50:59.328',0.064,0.033,-,-,-,-,58.400
'14:50:59.336',0.032,0.099,-,-,-,-,58.400
'14:50:59.344',0.000,0.132,-,-,-,-,58.400
'14:50:59.352',-0.008,0.140,-,-,-,-,58.400
'14:50:59.360',-0.016,0.132,-,-,-,-,58.400
'14:50:59.368',-0.008,0.124,-,-,-,-,59.200
'14:50:59.376',-0.024,0.116,-,-,-,-,61.600
'14:50:59.384',-0.016,0.116,-,-,-,-,66.400
'14:50:59.392',-0.040,0.116,-,-,-,-,73.600
'14:50:59.400',-0.032,0.124,-,-,-,-,82.400
'14:50:59.408',-0.048,0.124,-,-,-,-,88.800
'14:50:59.416',-0.048,0.132,-,-,-,-,92.800
'14:50:59.424',-0.056,0.149,-,-,-,-,94.400
'14:50:59.432',-0.064,0.140,-,-,-,-,93.600
'14:50:59.440',-0.072,0.157,-,-,-,-,92.800
'14:50:59.448',-0.064,0.140,-,-,-,-,91.200
'14:50:59.456',-0.088,0.132,-,-,-,-,88.800
'14:50:59.464',-0.072,0.140,-,-,-,-,86.400
'14:50:59.472',-0.088,0.116,-,-,-,-,84.800
'14:50:59.480',-0.088,0.124,-,-,-,-,82.400
'14:50:59.488',-0.072,0.091,-,-,-,-,80.000
'14:50:59.496',-0.064,0.066,-,-,-,-,77.600
'14:50:59.504',-0.056,0.050,-,-,-,-,74.400
'14:50:59.512',-0.048,0.017,-,-,-,-,72.800
'14:50:59.520',-0.032,0.008,-,-,-,-,71.200
'14:50:59.528',-0.024,-0.008,-,-,-,-,71.200
'14:50:59.536',-0.024,-0.017,-,-,-,-,72.000
'14:50:59.544',0.000,-0.033,-,-,-,-,72.000
'14:50:59.552',0.000,-0.041,-,-,-,-,72.000
'14:50:59.560',0.008,-0.058,-,-,-,-,71.200
'14:50:59.568',0.000,-0.066,-,-,-,-,70.400
'14:50:59.576',0.000,-0.066,-,-,-,-,69.600
'14:50:59.584',0.008,-0.058,-,-,-,-,68.000
'14:50:59.592',0.000,-0.074,-,-,-,-,67.200
'14:50:59.600',0.000,-0.074,-,-,-,-,66.400
'14:50:59.608',-0.008,-0.074,-,-,-,-,66.400
'14:50:59.616',0.000,-0.074,-,-,-,-,66.400
'14:50:59.624',-0.008,-0.066,-,-,-,-,65.600
'14:50:59.632',0.000,-0.058,-,-,-,-,65.600
'14:50:59.640',0.008,-0.066,-,-,-,-,65.600
'14:50:59.648',0.000,-0.058,-,-,-,-,64.800
'14:50:59.656',0.000,-0.058,-,-,-,-,64.800
'14:50:59.664',0.016,-0.058,-,-,-,-,64.800
'14:50:59.672',0.000,-0.058,-,-,-,-,64.800
'14:50:59.680',0.016,-0.050,-,-,-,-,64.000
'14:50:59.688',0.008,-0.041,-,-,-,-,64.000
'14:50:59.696',0.016,-0.041,-,-,-,-,63.200
'14:50:59.704',0.000,-0.041,-,-,-,-,63.200
'14:50:59.712',0.016,-0.025,-,-,-,-,63.200
'14:50:59.720',0.000,-0.033,-,-,-,-,63.200
'14:50:59.728',0.008,-0.041,-,-,-,-,62.400
'14:50:59.736',0.016,-0.017,-,-,-,-,62.400
'14:50:59.744',0.024,-0.017,-,-,-,-,62.400
'14:50:59.752',0.016,-0.017,-,-,-,-,61.600
'14:50:59.760',0.040,-0.050,-,-,-,-,61.600
'14:50:59.768',0.064,-0.099,-,-,-,-,61.600
'14:50:59.776',0.088,-0.157,-,-,-,-,61.600
'14:50:59.784',0.080,-0.207,-,-,-,-,60.800
'14:50:59.792',0.064,-0.231,-,-,-,-,60.800
'14:50:59.800',0.064,-0.240,-,-,-,-,60.800
'14:50:59.808',0.088,-0.207,-,-,-,-,60.800
'14:50:59.816',0.104,-0.198,-,-,-,-,60.000
'14:50:59.824',0.120,-0.165,-,-,-,-,60.000
'14:50:59.832',0.104,-0.140,-,-,-,-,59.200
'14:50:59.840',0.080,-0.116,-,-,-,-,59.200
'14:50:59.848',0.088,-0.025,-,-,-,-,59.200
'14:50:59.856',0.056,0.017,-,-,-,-,59.200
'14:50:59.864',0.040,0.066,-,-,-,-,59.200
'14:50:59.872',0.008,0.116,-,-,-,-,59.200
'14:50:59.880',0.000,0.124,-,-,-,-,59.200
'14:50:59.888',-0.016,0.099,-,-,-,-,59.200
'14:50:59.896',-0.008,0.099,-,-,-,-,60.000
'14:50:59.904',-0.024,0.091,-,-,-,-,62.400
'14:50:59.912',-0.016,0.091,-,-,-,-,66.400
'14:50:59.920',-0.032,0.091,-,-,-,-,73.600
'14:50:59.928',-0.032,0.099,-,-,-,-,82.400
'14:50:59.936',-0.040,0.116,-,-,-,-,89.600
'14:50:59.944',-0.032,0.124,-,-,-,-,93.600
'14:50:59.952',-0.048,0.132,-,-,-,-,95.200
'14:50:59.960',-0.040,0.132,-,-,-,-,95.200
'14:50:59.968',-0.056,0.140,-,-,-,-,93.600
'14:50:59.976',-0.056,0.132,-,-,-,-,92.000
'14:50:59.984',-0.064,0.132,-,-,-,-,90.400
'14:50:59.992',-0.072,0.124,-,-,-,-,88.000
'14:51:00.000',-0.064,0.116,-,-,-,-,85.600
'14:51:00.008',-0.072,0.091,-,-,-,-,83.200
'14:51:00.016',-0.072,0.074,-,-,-,-,80.000
'14:51:00.024',-0.064,0.050,-,-,-,-,77.600
'14:51:00.032',-0.048,0.033,-,-,-,-,75.200
'14:51:00.040',-0.040,0.017,-,-,-,-,72.800
'14:51:00.048',-0.024,-0.008,-,-,-,-,71.200
'14:51:00.056',-0.032,-0.025,-,-,-,-,71.200
'14:51:00.064',-0.016,-0.050,-,-,-,-,72.000
'14:51:00.072',-0.008,-0.058,-,-,-,-,72.800
'14:51:00.080',0.000,-0.058,-,-,-,-,72.800
'14:51:00.088',0.000,-0.091,-,-,-,-,72.000
'14:51:00.096',0.000,-0.091,-,-,-,-,71.200
'14:51:00.104',0.000,-0.074,-,-,-,-,69.600
