'Elapsed time','I','II','V','ABP','PAP'
'47:42:19.000',-,0.040,-,62.400,39.200
'47:42:19.008',-,0.056,-,57.600,38.400
'47:42:19.016',-,0.056,-,54.400,37.200
'47:42:19.024',-,0.056,-,50.400,36.000
'47:42:19.032',-,0.056,-,47.200,35.200
'47:42:19.040',-,0.080,-,44.800,34.400
'47:42:19.048',-,0.136,-,43.200,34.000
'47:42:19.056',-,0.240,-,40.800,34.000
'47:42:19.064',-,0.360,-,40.000,34.000
'47:42:19.072',-,0.504,-,38.400,34.400
'47:42:19.080',-,0.608,-,37.600,34.800
'47:42:19.088',-,0.632,-,37.600,35.200
'47:42:19.096',-,0.544,-,37.600,35.200
'47:42:19.104',-,0.360,-,38.400,35.200
'47:42:19.112',-,0.136,-,38.400,35.200
'47:42:19.120',-,0.000,-,39.200,34.800
'47:42:19.128',-,-0.056,-,39.200,34.800
'47:42:19.136',-,-0.056,-,40.000,34.800
'47:42:19.144',-,-0.080,-,40.800,35.200
'47:42:19.152',-,-0.056,-,41.600,36.000
'47:42:19.160',-,-0.040,-,42.400,36.000
'47:42:19.168',-,-0.040,-,44.000,36.000
'47:42:19.176',-,-0.040,-,46.400,35.200
'47:42:19.184',-,-0.056,-,49.600,34.800
'47:42:19.192',-,-0.056,-,56.000,34.800
'47:42:19.200',-,-0.080,-,65.600,34.400
'47:42:19.208',-,-0.080,-,78.400,33.600
'47:42:19.216',-,-0.080,-,92.000,32.800
'47:42:19.224',-,-0.096,-,105.600,32.000
'47:42:19.232',-,-0.120,-,116.800,32.000
'47:42:19.240',-,-0.136,-,124.000,32.400
'47:42:19.248',-,-0.160,-,128.800,34.000
'47:42:19.256',-,-0.176,-,130.400,36.000
'47:42:19.264',-,-0.200,-,129.600,38.400
'47:42:19.272',-,-0.224,-,128.000,41.200
'47:42:19.280',-,-0.240,-,124.800,44.400
'47:42:19.288',-,-0.240,-,120.800,47.200
'47:42:19.296',-,-0.224,-,116.000,50.000
'47:42:19.304',-,-0.200,-,112.000,52.800
'47:42:19.312',-,-0.160,-,107.200,54.800
'47:42:19.320',-,-0.120,-,101.600,56.400
'47:42:19.328',-,-0.080,-,96.800,57.200
'47:42:19.336',-,-0.040,-,92.000,56.800
'47:42:19.344',-,0.000,-,87.200,55.200
'47:42:19.352',-,0.016,-,82.400,53.200
'47:42:19.360',-,0.040,-,77.600,50.000
'47:42:19.368',-,0.040,-,72.800,47.600
'47:42:19.376',-,0.040,-,68.000,45.200
'47:42:19.384',-,0.056,-,64.000,42.800
'47:42:19.392',-,0.056,-,60.000,41.200
'47:42:19.400',-,0.056,-,56.800,39.600
'47:42:19.408',-,0.056,-,53.600,38.000
'47:42:19.416',-,0.056,-,50.400,37.200
'47:42:19.424',-,0.056,-,48.000,36.400
'47:42:19.432',-,0.080,-,46.400,36.400
'47:42:19.440',-,0.120,-,44.800,36.400
'47:42:19.448',-,0.224,-,43.200,36.800
'47:42:19.456',-,0.344,-,42.400,37.200
'47:42:19.464',-,0.488,-,41.600,37.600
'47:42:19.472',-,0.584,-,40.800,38.000
'47:42:19.480',-,0.632,-,40.800,38.000
'47:42:19.488',-,0.544,-,41.600,38.000
'47:42:19.496',-,0.344,-,41.600,38.000
'47:42:19.504',-,0.136,-,42.400,38.000
'47:42:19.512',-,0.000,-,42.400,37.600
'47:42:19.520',-,-0.056,-,42.400,37.200
'47:42:19.528',-,-0.080,-,43.200,37.200
'47:42:19.536',-,-0.080,-,44.000,37.200
'47:42:19.544',-,-0.056,-,44.800,37.600
'47:42:19.552',-,-0.040,-,45.600,37.600
'47:42:19.560',-,-0.040,-,47.200,36.800
'47:42:19.568',-,-0.056,-,48.800,36.400
'47:42:19.576',-,-0.056,-,52.000,36.000
'47:42:19.584',-,-0.056,-,58.400,35.600
'47:42:19.592',-,-0.080,-,67.200,35.200
'47:42:19.600',-,-0.080,-,80.000,34.400
'47:42:19.608',-,-0.080,-,93.600,33.600
'47:42:19.616',-,-0.096,-,107.200,32.800
'47:42:19.624',-,-0.120,-,117.600,33.200
'47:42:19.632',-,-0.120,-,125.600,34.000
'47:42:19.640',-,-0.136,-,129.600,35.600
'47:42:19.648',-,-0.160,-,131.200,38.000
'47:42:19.656',-,-0.176,-,131.200,40.400
'47:42:19.664',-,-0.224,-,128.800,43.600
'47:42:19.672',-,-0.224,-,126.400,46.400
'47:42:19.680',-,-0.240,-,122.400,49.600
'47:42:19.688',-,-0.224,-,118.400,52.400
'47:42:19.696',-,-0.200,-,113.600,54.800
'47:42:19.704',-,-0.160,-,108.800,56.400
'47:42:19.712',-,-0.120,-,104.000,57.600
'47:42:19.720',-,-0.080,-,98.400,58.000
'47:42:19.728',-,-0.040,-,93.600,57.600
'47:42:19.736',-,0.000,-,88.800,56.400
'47:42:19.744',-,0.016,-,84.000,54.000
'47:42:19.752',-,0.016,-,79.200,51.200
'47:42:19.760',-,0.040,-,74.400,48.000
'47:42:19.768',-,0.040,-,70.400,45.600
'47:42:19.776',-,0.040,-,65.600,43.600
'47:42:19.784',-,0.056,-,61.600,41.600
'47:42:19.792',-,0.056,-,58.400,40.000
'47:42:19.800',-,0.056,-,54.400,38.800
'47:42:19.808',-,0.056,-,52.000,37.600
'47:42:19.816',-,0.056,-,49.600,37.200
'47:42:19.824',-,0.056,-,47.200,36.800
'47:42:19.832',-,0.096,-,45.600,36.800
'47:42:19.840',-,0.176,-,44.000,37.200
'47:42:19.848',-,0.304,-,43.200,37.600
'47:42:19.856',-,0.448,-,42.400,38.000
'47:42:19.864',-,0.544,-,41.600,38.000
'47:42:19.872',-,0.608,-,41.600,38.400
'47:42:19.880',-,0.568,-,42.400,38.400
'47:42:19.888',-,0.408,-,42.400,38.400
'47:42:19.896',-,0.176,-,42.400,38.000
'47:42:19.904',-,0.016,-,42.400,37.600
'47:42:19.912',-,-0.040,-,43.200,37.200
'47:42:19.920',-,-0.080,-,43.200,37.200
'47:42:19.928',-,-0.080,-,44.000,37.200
'47:42:19.936',-,-0.056,-,44.800,37.600
'47:42:19.944',-,-0.056,-,45.600,37.600
'47:42:19.952',-,-0.056,-,46.400,37.200
'47:42:19.960',-,-0.056,-,48.000,36.400
'47:42:19.968',-,-0.056,-,51.200,36.000
'47:42:19.976',-,-0.056,-,56.800,36.000
'47:42:19.984',-,-0.080,-,65.600,35.600
'47:42:19.992',-,-0.080,-,77.600,34.800
'47:42:20.000',-,-0.080,-,91.200,34.000
'47:42:20.008',-,-0.096,-,105.600,33.200
'47:42:20.016',-,-0.096,-,116.800,33.200
'47:42:20.024',-,-0.120,-,124.800,34.000
'47:42:20.032',-,-0.136,-,129.600,35.600
'47:42:20.040',-,-0.176,-,132.000,37.600
'47:42:20.048',-,-0.200,-,132.000,40.000
'47:42:20.056',-,-0.224,-,130.400,43.200
'47:42:20.064',-,-0.240,-,127.200,46.000
'47:42:20.072',-,-0.240,-,123.200,48.800
'47:42:20.080',-,-0.224,-,119.200,51.600
'47:42:20.088',-,-0.200,-,114.400,53.600
'47:42:20.096',-,-0.176,-,109.600,55.200
'47:42:20.104',-,-0.136,-,104.800,56.400
'47:42:20.112',-,-0.096,-,99.200,56.800
'47:42:20.120',-,-0.056,-,94.400,56.000
'47:42:20.128',-,-0.016,-,89.600,54.400
'47:42:20.136',-,0.016,-,84.800,52.400
'47:42:20.144',-,0.016,-,79.200,49.200
'47:42:20.152',-,0.040,-,74.400,45.600
'47:42:20.160',-,0.040,-,69.600,42.800
'47:42:20.168',-,0.056,-,65.600,40.000
'47:42:20.176',-,0.056,-,60.800,38.000
'47:42:20.184',-,0.056,-,56.800,36.000
'47:42:20.192',-,0.056,-,53.600,34.400
'47:42:20.200',-,0.056,-,50.400,32.800
'47:42:20.208',-,0.056,-,48.000,32.000
'47:42:20.216',-,0.080,-,45.600,31.200
'47:42:20.224',-,0.096,-,43.200,30.800
'47:42:20.232',-,0.176,-,41.600,30.800
'47:42:20.240',-,0.280,-,40.800,30.800
'47:42:20.248',-,0.424,-,40.000,31.200
'47:42:20.256',-,0.544,-,39.200,31.600
'47:42:20.264',-,0.608,-,39.200,31.600
'47:42:20.272',-,0.608,-,39.200,31.600
'47:42:20.280',-,0.464,-,39.200,31.600
'47:42:20.288',-,0.240,-,40.000,31.200
'47:42:20.296',-,0.056,-,40.000,30.800
'47:42:20.304',-,-0.040,-,40.000,30.400
'47:42:20.312',-,-0.080,-,40.800,30.800
'47:42:20.320',-,-0.080,-,41.600,31.200
'47:42:20.328',-,-0.080,-,41.600,31.600
'47:42:20.336',-,-0.056,-,42.400,32.000
'47:42:20.344',-,-0.056,-,43.200,31.200
'47:42:20.352',-,-0.056,-,44.800,30.000
'47:42:20.360',-,-0.056,-,47.200,29.200
'47:42:20.368',-,-0.080,-,52.000,28.000
'47:42:20.376',-,-0.080,-,60.000,26.800
'47:42:20.384',-,-0.080,-,71.200,26.000
'47:42:20.392',-,-0.080,-,84.800,25.600
'47:42:20.400',-,-0.080,-,98.400,26.000
'47:42:20.408',-,-0.096,-,109.600,26.800
'47:42:20.416',-,-0.120,-,117.600,28.800
'47:42:20.424',-,-0.136,-,123.200,31.200
'47:42:20.432',-,-0.176,-,125.600,34.400
'47:42:20.440',-,-0.200,-,126.400,37.600
'47:42:20.448',-,-0.224,-,124.800,41.200
'47:42:20.456',-,-0.240,-,123.200,44.800
'47:42:20.464',-,-0.240,-,120.000,48.000
'47:42:20.472',-,-0.224,-,116.000,51.200
'47:42:20.480',-,-0.224,-,112.000,53.200
'47:42:20.488',-,-0.176,-,107.200,54.800
'47:42:20.496',-,-0.136,-,103.200,55.600
'47:42:20.504',-,-0.096,-,98.400,55.600
'47:42:20.512',-,-0.056,-,93.600,54.400
'47:42:20.520',-,-0.016,-,88.800,52.800
'47:42:20.528',-,0.016,-,84.000,50.400
'47:42:20.536',-,0.040,-,79.200,47.600
'47:42:20.544',-,0.040,-,74.400,44.400
'47:42:20.552',-,0.040,-,69.600,41.600
'47:42:20.560',-,0.056,-,64.800,38.800
'47:42:20.568',-,0.056,-,60.800,36.800
'47:42:20.576',-,0.056,-,56.800,35.200
'47:42:20.584',-,0.056,-,53.600,33.600
'47:42:20.592',-,0.056,-,50.400,31.600
'47:42:20.600',-,0.056,-,47.200,30.000
'47:42:20.608',-,0.056,-,44.800,28.400
'47:42:20.616',-,0.096,-,43.200,27.600
'47:42:20.624',-,0.160,-,41.600,27.600
'47:42:20.632',-,0.264,-,40.000,28.400
'47:42:20.640',-,0.408,-,40.000,28.800
'47:42:20.648',-,0.528,-,39.200,29.600
'47:42:20.656',-,0.608,-,39.200,30.400
'47:42:20.664',-,0.608,-,39.200,30.800
'47:42:20.672',-,0.528,-,39.200,30.800
'47:42:20.680',-,0.304,-,39.200,30.800
'47:42:20.688',-,0.096,-,39.200,30.800
'47:42:20.696',-,-0.016,-,39.200,30.800
'47:42:20.704',-,-0.056,-,40.000,30.800
'47:42:20.712',-,-0.080,-,40.800,31.600
'47:42:20.720',-,-0.096,-,41.600,32.400
'47:42:20.728',-,-0.080,-,42.400,32.400
'47:42:20.736',-,-0.056,-,43.200,32.000
'47:42:20.744',-,-0.056,-,44.000,31.200
'47:42:20.752',-,-0.056,-,45.600,30.400
'47:42:20.760',-,-0.056,-,49.600,29.200
'47:42:20.768',-,-0.080,-,56.800,28.000
'47:42:20.776',-,-0.080,-,68.000,26.800
'47:42:20.784',-,-0.080,-,80.800,26.800
'47:42:20.792',-,-0.096,-,95.200,27.600
'47:42:20.800',-,-0.096,-,107.200,29.200
'47:42:20.808',-,-0.120,-,116.000,31.200
'47:42:20.816',-,-0.136,-,121.600,34.000
'47:42:20.824',-,-0.160,-,124.800,37.200
'47:42:20.832',-,-0.176,-,125.600,40.800
'47:42:20.840',-,-0.200,-,124.800,44.800
'47:42:20.848',-,-0.224,-,123.200,48.400
'47:42:20.856',-,-0.224,-,120.000,52.000
'47:42:20.864',-,-0.224,-,116.800,54.400
'47:42:20.872',-,-0.200,-,112.800,56.800
'47:42:20.880',-,-0.176,-,108.800,58.000
'47:42:20.888',-,-0.136,-,104.800,58.400
'47:42:20.896',-,-0.096,-,100.000,58.000
'47:42:20.904',-,-0.056,-,95.200,57.200
'47:42:20.912',-,-0.016,-,90.400,55.200
'47:42:20.920',-,0.000,-,85.600,52.800
'47:42:20.928',-,0.040,-,80.800,50.400
'47:42:20.936',-,0.056,-,75.200,47.600
'47:42:20.944',-,0.056,-,70.400,44.400
'47:42:20.952',-,0.056,-,65.600,41.600
'47:42:20.960',-,0.056,-,61.600,38.800
'47:42:20.968',-,0.080,-,56.800,36.800
'47:42:20.976',-,0.080,-,53.600,35.200
'47:42:20.984',-,0.080,-,50.400,33.600
'47:42:20.992',-,0.080,-,47.200,32.400
'47:42:21.000',-,0.080,-,44.800,31.200
'47:42:21.008',-,0.080,-,43.200,30.400
'47:42:21.016',-,0.120,-,41.600,30.400
'47:42:21.024',-,0.224,-,40.800,30.800
'47:42:21.032',-,0.360,-,40.800,31.200
'47:42:21.040',-,0.504,-,40.000,32.000
'47:42:21.048',-,0.584,-,40.000,32.800
'47:42:21.056',-,0.632,-,40.000,33.200
'47:42:21.064',-,0.584,-,40.000,34.000
'47:42:21.072',-,0.424,-,40.000,34.400
'47:42:21.080',-,0.176,-,40.000,34.400
'47:42:21.088',-,0.016,-,40.800,34.400
'47:42:21.096',-,-0.056,-,41.600,34.400
'47:42:21.104',-,-0.080,-,41.600,34.800
'47:42:21.112',-,-0.080,-,42.400,36.000
'47:42:21.120',-,-0.080,-,43.200,36.800
'47:42:21.128',-,-0.056,-,44.000,37.200
'47:42:21.136',-,-0.056,-,44.800,36.400
'47:42:21.144',-,-0.056,-,46.400,36.000
'47:42:21.152',-,-0.056,-,49.600,35.200
'47:42:21.160',-,-0.056,-,54.400,34.400
'47:42:21.168',-,-0.080,-,63.200,33.600
'47:42:21.176',-,-0.080,-,75.200,33.200
'47:42:21.184',-,-0.080,-,89.600,33.200
'47:42:21.192',-,-0.096,-,104.000,33.600
'47:42:21.200',-,-0.120,-,115.200,34.800
'47:42:21.208',-,-0.136,-,122.400,36.400
'47:42:21.216',-,-0.160,-,127.200,38.800
'47:42:21.224',-,-0.176,-,128.800,41.600
'47:42:21.232',-,-0.200,-,128.800,44.400
'47:42:21.240',-,-0.224,-,127.200,48.000
'47:42:21.248',-,-0.240,-,124.000,51.600
'47:42:21.256',-,-0.240,-,120.800,54.800
'47:42:21.264',-,-0.224,-,116.000,57.600
'47:42:21.272',-,-0.200,-,112.000,59.600
'47:42:21.280',-,-0.160,-,107.200,61.200
'47:42:21.288',-,-0.136,-,102.400,62.000
'47:42:21.296',-,-0.096,-,97.600,62.000
'47:42:21.304',-,-0.056,-,92.800,61.200
'47:42:21.312',-,-0.016,-,88.000,59.600
'47:42:21.320',-,0.016,-,83.200,57.200
'47:42:21.328',-,0.016,-,78.400,54.400
'47:42:21.336',-,0.040,-,73.600,51.600
'47:42:21.344',-,0.040,-,68.800,48.800
'47:42:21.352',-,0.040,-,64.800,46.400
'47:42:21.360',-,0.040,-,60.800,44.400
'47:42:21.368',-,0.056,-,56.800,42.400
'47:42:21.376',-,0.056,-,53.600,40.800
'47:42:21.384',-,0.056,-,51.200,40.000
'47:42:21.392',-,0.040,-,48.800,39.200
'47:42:21.400',-,0.040,-,47.200,38.800
'47:42:21.408',-,0.056,-,45.600,39.200
'47:42:21.416',-,0.120,-,44.000,40.000
'47:42:21.424',-,0.224,-,44.000,40.800
'47:42:21.432',-,0.360,-,43.200,41.600
'47:42:21.440',-,0.488,-,43.200,42.000
'47:42:21.448',-,0.568,-,44.000,42.400
'47:42:21.456',-,0.608,-,44.000,42.400
'47:42:21.464',-,0.528,-,44.000,42.000
'47:42:21.472',-,0.320,-,44.000,41.600
'47:42:21.480',-,0.096,-,44.000,40.800
'47:42:21.488',-,-0.040,-,44.000,40.000
'47:42:21.496',-,-0.080,-,44.800,39.200
'47:42:21.504',-,-0.120,-,44.800,38.400
'47:42:21.512',-,-0.120,-,45.600,38.400
'47:42:21.520',-,-0.096,-,46.400,38.400
'47:42:21.528',-,-0.080,-,47.200,38.400
'47:42:21.536',-,-0.080,-,48.000,38.000
'47:42:21.544',-,-0.080,-,49.600,38.000
'47:42:21.552',-,-0.080,-,53.600,38.400
'47:42:21.560',-,-0.096,-,60.000,38.800
'47:42:21.568',-,-0.096,-,70.400,38.800
'47:42:21.576',-,-0.096,-,83.200,38.800
'47:42:21.584',-,-0.120,-,97.600,38.400
'47:42:21.592',-,-0.120,-,111.200,37.600
'47:42:21.600',-,-0.136,-,121.600,37.200
'47:42:21.608',-,-0.136,-,128.000,37.600
'47:42:21.616',-,-0.176,-,132.000,38.800
'47:42:21.624',-,-0.200,-,132.800,40.800
'47:42:21.632',-,-0.224,-,132.000,42.800
'47:42:21.640',-,-0.240,-,130.400,45.600
'47:42:21.648',-,-0.240,-,127.200,48.400
'47:42:21.656',-,-0.240,-,123.200,51.600
'47:42:21.664',-,-0.224,-,118.400,54.000
'47:42:21.672',-,-0.200,-,113.600,56.400
'47:42:21.680',-,-0.160,-,108.800,58.400
'47:42:21.688',-,-0.120,-,104.000,59.600
'47:42:21.696',-,-0.080,-,99.200,60.000
'47:42:21.704',-,-0.040,-,94.400,59.200
'47:42:21.712',-,-0.016,-,88.800,58.000
'47:42:21.720',-,0.016,-,84.000,55.600
'47:42:21.728',-,0.016,-,79.200,52.400
'47:42:21.736',-,0.016,-,74.400,49.600
'47:42:21.744',-,0.040,-,70.400,47.600
'47:42:21.752',-,0.040,-,65.600,45.600
'47:42:21.760',-,0.040,-,61.600,43.600
'47:42:21.768',-,0.040,-,58.400,42.000
'47:42:21.776',-,0.040,-,55.200,40.800
'47:42:21.784',-,0.040,-,52.000,40.000
'47:42:21.792',-,0.040,-,49.600,39.200
'47:42:21.800',-,0.040,-,48.000,39.200
'47:42:21.808',-,0.080,-,46.400,39.200
'47:42:21.816',-,0.136,-,44.800,39.600
'47:42:21.824',-,0.240,-,44.000,40.000
'47:42:21.832',-,0.384,-,43.200,40.000
'47:42:21.840',-,0.504,-,43.200,40.400
'47:42:21.848',-,0.568,-,43.200,40.400
'47:42:21.856',-,0.584,-,44.000,40.400
'47:42:21.864',-,0.464,-,44.000,40.400
'47:42:21.872',-,0.240,-,44.000,40.000
'47:42:21.880',-,0.056,-,44.000,39.600
'47:42:21.888',-,-0.040,-,44.000,38.800
'47:42:21.896',-,-0.096,-,44.800,38.000
'47:42:21.904',-,-0.096,-,44.800,38.000
'47:42:21.912',-,-0.096,-,45.600,38.000
'47:42:21.920',-,-0.080,-,46.400,38.000
'47:42:21.928',-,-0.080,-,47.200,37.200
'47:42:21.936',-,-0.080,-,48.800,36.800
'47:42:21.944',-,-0.080,-,51.200,36.800
'47:42:21.952',-,-0.080,-,56.000,37.200
'47:42:21.960',-,-0.080,-,64.800,37.600
'47:42:21.968',-,-0.096,-,76.800,37.600
'47:42:21.976',-,-0.096,-,90.400,36.800
'47:42:21.984',-,-0.096,-,104.000,35.600
'47:42:21.992',-,-0.120,-,116.000,34.800
'47:42:22.000',-,-0.120,-,124.800,34.800
'47:42:22.008',-,-0.136,-,130.400,36.000
'47:42:22.016',-,-0.160,-,132.800,37.600
'47:42:22.024',-,-0.176,-,132.800,39.600
'47:42:22.032',-,-0.200,-,132.000,42.000
'47:42:22.040',-,-0.224,-,129.600,44.800
'47:42:22.048',-,-0.224,-,125.600,47.600
'47:42:22.056',-,-0.224,-,121.600,50.400
'47:42:22.064',-,-0.200,-,116.800,52.800
'47:42:22.072',-,-0.176,-,112.000,55.200
'47:42:22.080',-,-0.136,-,107.200,56.800
'47:42:22.088',-,-0.120,-,102.400,58.000
'47:42:22.096',-,-0.080,-,97.600,58.000
'47:42:22.104',-,-0.040,-,92.800,57.200
'47:42:22.112',-,0.000,-,88.000,55.600
'47:42:22.120',-,0.016,-,83.200,52.800
'47:42:22.128',-,0.016,-,78.400,50.000
'47:42:22.136',-,0.040,-,73.600,47.600
'47:42:22.144',-,0.040,-,68.800,45.200
'47:42:22.152',-,0.040,-,64.800,43.200
'47:42:22.160',-,0.056,-,60.800,41.600
'47:42:22.168',-,0.056,-,56.800,40.000
'47:42:22.176',-,0.056,-,54.400,38.800
'47:42:22.184',-,0.056,-,51.200,38.000
'47:42:22.192',-,0.056,-,48.800,37.600
'47:42:22.200',-,0.056,-,47.200,37.600
'47:42:22.208',-,0.080,-,45.600,38.000
'47:42:22.216',-,0.160,-,44.000,38.400
'47:42:22.224',-,0.264,-,43.200,38.800
'47:42:22.232',-,0.408,-,42.400,38.800
'47:42:22.240',-,0.528,-,42.400,39.200
'47:42:22.248',-,0.584,-,42.400,39.200
'47:42:22.256',-,0.608,-,43.200,39.200
'47:42:22.264',-,0.448,-,43.200,39.200
'47:42:22.272',-,0.224,-,43.200,38.800
'47:42:22.280',-,0.040,-,44.000,38.400
'47:42:22.288',-,-0.040,-,44.000,38.000
'47:42:22.296',-,-0.080,-,44.800,37.600
'47:42:22.304',-,-0.080,-,44.800,37.600
'47:42:22.312',-,-0.096,-,45.600,37.600
'47:42:22.320',-,-0.080,-,46.400,37.600
'47:42:22.328',-,-0.056,-,47.200,36.800
'47:42:22.336',-,-0.056,-,49.600,36.400
'47:42:22.344',-,-0.056,-,52.000,36.000
'47:42:22.352',-,-0.080,-,58.400,36.000
'47:42:22.360',-,-0.080,-,67.200,36.000
'47:42:22.368',-,-0.080,-,80.000,35.600
'47:42:22.376',-,-0.096,-,94.400,34.800
'47:42:22.384',-,-0.096,-,108.000,34.000
'47:42:22.392',-,-0.096,-,119.200,34.000
'47:42:22.400',-,-0.120,-,127.200,34.800
'47:42:22.408',-,-0.136,-,132.000,36.000
'47:42:22.416',-,-0.160,-,134.400,38.400
'47:42:22.424',-,-0.176,-,133.600,40.800
'47:42:22.432',-,-0.200,-,132.000,43.600
'47:42:22.440',-,-0.200,-,129.600,46.800
'47:42:22.448',-,-0.224,-,125.600,49.600
'47:42:22.456',-,-0.200,-,120.800,52.400
'47:42:22.464',-,-0.176,-,116.000,55.200
'47:42:22.472',-,-0.160,-,111.200,57.200
'47:42:22.480',-,-0.136,-,106.400,58.800
'47:42:22.488',-,-0.096,-,102.400,59.200
'47:42:22.496',-,-0.056,-,97.600,59.200
'47:42:22.504',-,-0.040,-,92.800,58.400
'47:42:22.512',-,0.000,-,88.000,56.000
'47:42:22.520',-,0.016,-,83.200,53.200
'47:42:22.528',-,0.040,-,78.400,50.400
'47:42:22.536',-,0.040,-,73.600,47.600
'47:42:22.544',-,0.040,-,68.800,45.200
'47:42:22.552',-,0.056,-,64.800,42.800
'47:42:22.560',-,0.056,-,60.800,41.200
'47:42:22.568',-,0.056,-,56.800,39.600
'47:42:22.576',-,0.056,-,53.600,38.400
'47:42:22.584',-,0.056,-,51.200,37.600
'47:42:22.592',-,0.056,-,48.800,37.600
'47:42:22.600',-,0.056,-,47.200,37.600
'47:42:22.608',-,0.080,-,45.600,38.000
'47:42:22.616',-,0.160,-,44.000,38.400
'47:42:22.624',-,0.264,-,43.200,38.800
'47:42:22.632',-,0.408,-,42.400,39.200
'47:42:22.640',-,0.528,-,42.400,39.600
'47:42:22.648',-,0.584,-,42.400,39.600
'47:42:22.656',-,0.584,-,43.200,39.600
'47:42:22.664',-,0.448,-,43.200,39.200
'47:42:22.672',-,0.224,-,44.000,38.800
'47:42:22.680',-,0.040,-,44.000,38.400
'47:42:22.688',-,-0.056,-,44.000,37.600
'47:42:22.696',-,-0.080,-,44.800,37.200
'47:42:22.704',-,-0.096,-,44.800,37.200
'47:42:22.712',-,-0.080,-,45.600,37.600
'47:42:22.720',-,-0.080,-,46.400,37.200
'47:42:22.728',-,-0.056,-,47.200,36.800
'47:42:22.736',-,-0.056,-,48.800,36.000
'47:42:22.744',-,-0.056,-,52.000,36.000
'47:42:22.752',-,-0.080,-,57.600,36.000
'47:42:22.760',-,-0.080,-,66.400,36.000
'47:42:22.768',-,-0.080,-,79.200,35.600
'47:42:22.776',-,-0.096,-,92.800,34.800
'47:42:22.784',-,-0.096,-,106.400,34.000
'47:42:22.792',-,-0.120,-,118.400,33.600
