'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:04:21.720',0.160,0.289,-,-,-,-,48.000
'15:04:21.728',0.152,0.331,-,-,-,-,48.000
'15:04:21.736',0.128,0.347,-,-,-,-,47.200
'15:04:21.744',0.088,0.273,-,-,-,-,47.200
'15:04:21.752',0.048,0.231,-,-,-,-,47.200
'15:04:21.760',0.008,0.165,-,-,-,-,47.200
'15:04:21.768',-0.008,0.099,-,-,-,-,47.200
'15:04:21.776',-0.008,0.050,-,-,-,-,47.200
'15:04:21.784',-0.024,0.008,-,-,-,-,47.200
'15:04:21.792',-0.040,-0.008,-,-,-,-,47.200
'15:04:21.800',-0.056,-0.017,-,-,-,-,48.000
'15:04:21.808',-0.064,-0.025,-,-,-,-,49.600
'15:04:21.816',-0.072,-0.033,-,-,-,-,52.000
'15:04:21.824',-0.072,-0.025,-,-,-,-,56.800
'15:04:21.832',-0.088,-0.041,-,-,-,-,63.200
'15:04:21.840',-0.088,-0.050,-,-,-,-,68.800
'15:04:21.848',-0.104,-0.058,-,-,-,-,72.000
'15:04:21.856',-0.104,-0.058,-,-,-,-,73.600
'15:04:21.864',-0.128,-0.091,-,-,-,-,73.600
'15:04:21.872',-0.128,-0.099,-,-,-,-,73.600
'15:04:21.880',-0.128,-0.124,-,-,-,-,72.800
'15:04:21.888',-0.136,-0.132,-,-,-,-,71.200
'15:04:21.896',-0.128,-0.132,-,-,-,-,69.600
'15:04:21.904',-0.112,-0.124,-,-,-,-,67.200
'15:04:21.912',-0.104,-0.132,-,-,-,-,65.600
'15:04:21.920',-0.088,-0.116,-,-,-,-,63.200
'15:04:21.928',-0.088,-0.107,-,-,-,-,60.800
'15:04:21.936',-0.064,-0.099,-,-,-,-,58.400
'15:04:21.944',-0.064,-0.099,-,-,-,-,56.800
'15:04:21.952',-0.048,-0.099,-,-,-,-,54.400
'15:04:21.960',-0.032,-0.091,-,-,-,-,53.600
'15:04:21.968',-0.024,-0.091,-,-,-,-,53.600
'15:04:21.976',-0.016,-0.074,-,-,-,-,54.400
'15:04:21.984',0.000,-0.058,-,-,-,-,55.200
'15:04:21.992',-0.008,-0.058,-,-,-,-,56.800
'15:04:22.000',0.000,-0.058,-,-,-,-,56.800
'15:04:22.008',0.000,-0.058,-,-,-,-,56.800
'15:04:22.016',-0.008,-0.050,-,-,-,-,56.000
'15:04:22.024',0.000,-0.041,-,-,-,-,55.200
'15:04:22.032',-0.016,-0.050,-,-,-,-,54.400
'15:04:22.040',0.000,-0.033,-,-,-,-,54.400
'15:04:22.048',-0.016,-0.025,-,-,-,-,53.600
'15:04:22.056',0.000,-0.017,-,-,-,-,53.600
'15:04:22.064',-0.008,-0.017,-,-,-,-,52.800
'15:04:22.072',0.000,-0.017,-,-,-,-,52.000
'15:04:22.080',-0.008,-0.008,-,-,-,-,52.000
'15:04:22.088',0.000,0.000,-,-,-,-,52.000
'15:04:22.096',0.000,-0.008,-,-,-,-,51.200
'15:04:22.104',0.008,0.000,-,-,-,-,51.200
'15:04:22.112',0.000,0.008,-,-,-,-,51.200
'15:04:22.120',0.000,0.000,-,-,-,-,51.200
'15:04:22.128',0.000,0.008,-,-,-,-,51.200
'15:04:22.136',0.000,0.000,-,-,-,-,50.400
'15:04:22.144',0.000,0.017,-,-,-,-,50.400
'15:04:22.152',0.008,0.017,-,-,-,-,50.400
'15:04:22.160',0.000,0.008,-,-,-,-,50.400
'15:04:22.168',0.000,0.017,-,-,-,-,50.400
'15:04:22.176',0.008,0.033,-,-,-,-,50.400
'15:04:22.184',0.024,0.050,-,-,-,-,49.600
'15:04:22.192',0.040,0.058,-,-,-,-,49.600
'15:04:22.200',0.056,0.058,-,-,-,-,49.600
'15:04:22.208',0.088,0.099,-,-,-,-,48.800
'15:04:22.216',0.088,0.116,-,-,-,-,48.800
'15:04:22.224',0.104,0.116,-,-,-,-,48.800
'15:04:22.232',0.120,0.099,-,-,-,-,48.800
'15:04:22.240',0.144,0.132,-,-,-,-,48.800
'15:04:22.248',0.160,0.157,-,-,-,-,48.000
'15:04:22.256',0.200,0.207,-,-,-,-,48.000
'15:04:22.264',0.208,0.273,-,-,-,-,48.000
'15:04:22.272',0.168,0.298,-,-,-,-,47.200
'15:04:22.280',0.160,0.331,-,-,-,-,47.200
'15:04:22.288',0.136,0.347,-,-,-,-,47.200
'15:04:22.296',0.088,0.289,-,-,-,-,47.200
'15:04:22.304',0.056,0.240,-,-,-,-,47.200
'15:04:22.312',0.008,0.182,-,-,-,-,46.400
'15:04:22.320',-0.008,0.116,-,-,-,-,46.400
'15:04:22.328',-0.016,0.058,-,-,-,-,46.400
'15:04:22.336',-0.024,0.017,-,-,-,-,46.400
'15:04:22.344',-0.056,0.000,-,-,-,-,46.400
'15:04:22.352',-0.064,-0.017,-,-,-,-,47.200
'15:04:22.360',-0.072,-0.017,-,-,-,-,48.800
'15:04:22.368',-0.072,-0.025,-,-,-,-,52.000
'15:04:22.376',-0.088,-0.017,-,-,-,-,56.000
'15:04:22.384',-0.088,-0.025,-,-,-,-,62.400
'15:04:22.392',-0.088,-0.041,-,-,-,-,68.000
'15:04:22.400',-0.104,-0.033,-,-,-,-,71.200
'15:04:22.408',-0.128,-0.058,-,-,-,-,72.800
'15:04:22.416',-0.128,-0.074,-,-,-,-,72.800
'15:04:22.424',-0.128,-0.099,-,-,-,-,72.800
'15:04:22.432',-0.144,-0.116,-,-,-,-,72.000
'15:04:22.440',-0.136,-0.124,-,-,-,-,71.200
'15:04:22.448',-0.128,-0.132,-,-,-,-,68.800
'15:04:22.456',-0.128,-0.124,-,-,-,-,67.200
'15:04:22.464',-0.112,-0.132,-,-,-,-,64.800
'15:04:22.472',-0.104,-0.140,-,-,-,-,63.200
'15:04:22.480',-0.088,-0.116,-,-,-,-,60.800
'15:04:22.488',-0.072,-0.107,-,-,-,-,58.400
'15:04:22.496',-0.064,-0.107,-,-,-,-,56.000
'15:04:22.504',-0.040,-0.099,-,-,-,-,54.400
'15:04:22.512',-0.040,-0.099,-,-,-,-,53.600
'15:04:22.520',-0.024,-0.099,-,-,-,-,52.800
'15:04:22.528',-0.016,-0.099,-,-,-,-,53.600
'15:04:22.536',0.000,-0.074,-,-,-,-,55.200
'15:04:22.544',-0.008,-0.066,-,-,-,-,56.000
'15:04:22.552',-0.008,-0.074,-,-,-,-,56.800
'15:04:22.560',0.000,-0.066,-,-,-,-,56.000
'15:04:22.568',0.000,-0.058,-,-,-,-,55.200
'15:04:22.576',-0.008,-0.050,-,-,-,-,54.400
'15:04:22.584',-0.008,-0.058,-,-,-,-,54.400
'15:04:22.592',0.000,-0.050,-,-,-,-,53.600
'15:04:22.600',-0.008,-0.041,-,-,-,-,53.600
'15:04:22.608',0.000,-0.033,-,-,-,-,52.800
'15:04:22.616',-0.008,-0.033,-,-,-,-,52.000
'15:04:22.624',0.000,-0.025,-,-,-,-,52.000
'15:04:22.632',0.000,-0.017,-,-,-,-,52.000
'15:04:22.640',0.000,-0.017,-,-,-,-,51.200
'15:04:22.648',0.000,-0.017,-,-,-,-,51.200
'15:04:22.656',0.000,-0.017,-,-,-,-,51.200
'15:04:22.664',0.000,-0.008,-,-,-,-,51.200
'15:04:22.672',0.008,-0.017,-,-,-,-,51.200
'15:04:22.680',0.000,0.000,-,-,-,-,51.200
'15:04:22.688',0.008,0.000,-,-,-,-,50.400
'15:04:22.696',0.000,0.000,-,-,-,-,50.400
'15:04:22.704',0.008,0.000,-,-,-,-,50.400
'15:04:22.712',0.000,0.000,-,-,-,-,50.400
'15:04:22.720',0.008,0.017,-,-,-,-,49.600
'15:04:22.728',0.000,0.017,-,-,-,-,49.600
'15:04:22.736',0.016,0.033,-,-,-,-,49.600
'15:04:22.744',0.040,0.050,-,-,-,-,49.600
'15:04:22.752',0.064,0.058,-,-,-,-,48.800
'15:04:22.760',0.088,0.091,-,-,-,-,48.800
'15:04:22.768',0.104,0.099,-,-,-,-,48.800
'15:04:22.776',0.104,0.116,-,-,-,-,48.800
'15:04:22.784',0.120,0.091,-,-,-,-,48.000
'15:04:22.792',0.144,0.116,-,-,-,-,48.000
'15:04:22.800',0.160,0.132,-,-,-,-,48.000
'15:04:22.808',0.200,0.182,-,-,-,-,48.000
'15:04:22.816',0.208,0.248,-,-,-,-,47.200
'15:04:22.824',0.176,0.281,-,-,-,-,47.200
'15:04:22.832',0.168,0.314,-,-,-,-,47.200
'15:04:22.840',0.136,0.331,-,-,-,-,46.400
'15:04:22.848',0.104,0.273,-,-,-,-,46.400
'15:04:22.856',0.064,0.231,-,-,-,-,46.400
'15:04:22.864',0.008,0.165,-,-,-,-,46.400
'15:04:22.872',-0.016,0.099,-,-,-,-,46.400
'15:04:22.880',-0.024,0.050,-,-,-,-,46.400
'15:04:22.888',-0.032,0.008,-,-,-,-,46.400
'15:04:22.896',-0.064,-0.017,-,-,-,-,46.400
'15:04:22.904',-0.072,-0.025,-,-,-,-,47.200
'15:04:22.912',-0.088,-0.033,-,-,-,-,48.800
'15:04:22.920',-0.088,-0.033,-,-,-,-,51.200
'15:04:22.928',-0.088,-0.041,-,-,-,-,56.000
'15:04:22.936',-0.096,-0.033,-,-,-,-,62.400
'15:04:22.944',-0.088,-0.050,-,-,-,-,68.000
'15:04:22.952',-0.112,-0.058,-,-,-,-,71.200
'15:04:22.960',-0.104,-0.058,-,-,-,-,72.800
'15:04:22.968',-0.128,-0.091,-,-,-,-,72.800
'15:04:22.976',-0.136,-0.099,-,-,-,-,72.800
'15:04:22.984',-0.144,-0.116,-,-,-,-,72.000
'15:04:22.992',-0.144,-0.132,-,-,-,-,71.200
'15:04:23.000',-0.128,-0.140,-,-,-,-,69.600
'15:04:23.008',-0.136,-0.132,-,-,-,-,67.200
'15:04:23.016',-0.128,-0.140,-,-,-,-,64.800
'15:04:23.024',-0.096,-0.132,-,-,-,-,63.200
'15:04:23.032',-0.088,-0.124,-,-,-,-,60.800
'15:04:23.040',-0.072,-0.107,-,-,-,-,59.200
'15:04:23.048',-0.056,-0.107,-,-,-,-,56.800
'15:04:23.056',-0.064,-0.107,-,-,-,-,54.400
'15:04:23.064',-0.032,-0.099,-,-,-,-,53.600
'15:04:23.072',-0.016,-0.099,-,-,-,-,53.600
'15:04:23.080',-0.008,-0.099,-,-,-,-,53.600
'15:04:23.088',0.000,-0.091,-,-,-,-,55.200
'15:04:23.096',0.000,-0.074,-,-,-,-,56.000
'15:04:23.104',0.000,-0.074,-,-,-,-,56.800
'15:04:23.112',-0.008,-0.074,-,-,-,-,56.000
'15:04:23.120',0.000,-0.066,-,-,-,-,55.200
'15:04:23.128',0.000,-0.058,-,-,-,-,54.400
'15:04:23.136',-0.008,-0.058,-,-,-,-,54.400
'15:04:23.144',0.000,-0.058,-,-,-,-,53.600
'15:04:23.152',-0.008,-0.050,-,-,-,-,53.600
'15:04:23.160',0.000,-0.041,-,-,-,-,52.800
'15:04:23.168',0.000,-0.033,-,-,-,-,52.800
'15:04:23.176',0.000,-0.025,-,-,-,-,52.000
'15:04:23.184',0.000,-0.033,-,-,-,-,52.000
'15:04:23.192',0.000,-0.017,-,-,-,-,51.200
'15:04:23.200',0.000,-0.017,-,-,-,-,51.200
'15:04:23.208',0.000,-0.017,-,-,-,-,51.200
'15:04:23.216',0.000,-0.017,-,-,-,-,51.200
'15:04:23.224',0.008,-0.017,-,-,-,-,51.200
'15:04:23.232',0.000,-0.008,-,-,-,-,51.200
'15:04:23.240',0.008,0.000,-,-,-,-,50.400
'15:04:23.248',0.000,-0.008,-,-,-,-,50.400
'15:04:23.256',0.008,0.000,-,-,-,-,50.400
'15:04:23.264',0.000,-0.008,-,-,-,-,50.400
'15:04:23.272',0.008,0.008,-,-,-,-,49.600
'15:04:23.280',0.000,0.017,-,-,-,-,49.600
'15:04:23.288',0.024,0.033,-,-,-,-,49.600
'15:04:23.296',0.040,0.050,-,-,-,-,49.600
'15:04:23.304',0.064,0.050,-,-,-,-,48.800
'15:04:23.312',0.088,0.074,-,-,-,-,48.800
'15:04:23.320',0.104,0.099,-,-,-,-,48.800
'15:04:23.328',0.104,0.091,-,-,-,-,48.800
'15:04:23.336',0.128,0.099,-,-,-,-,48.000
'15:04:23.344',0.144,0.116,-,-,-,-,48.000
'15:04:23.352',0.176,0.140,-,-,-,-,48.000
'15:04:23.360',0.208,0.190,-,-,-,-,48.000
'15:04:23.368',0.208,0.248,-,-,-,-,47.200
'15:04:23.376',0.176,0.281,-,-,-,-,47.200
'15:04:23.384',0.168,0.314,-,-,-,-,47.200
'15:04:23.392',0.136,0.331,-,-,-,-,47.200
'15:04:23.400',0.104,0.256,-,-,-,-,46.400
'15:04:23.408',0.048,0.231,-,-,-,-,46.400
'15:04:23.416',0.008,0.165,-,-,-,-,46.400
'15:04:23.424',-0.008,0.099,-,-,-,-,46.400
'15:04:23.432',-0.024,0.033,-,-,-,-,46.400
'15:04:23.440',-0.032,0.008,-,-,-,-,46.400
'15:04:23.448',-0.064,-0.017,-,-,-,-,46.400
'15:04:23.456',-0.072,-0.025,-,-,-,-,47.200
'15:04:23.464',-0.088,-0.033,-,-,-,-,48.800
'15:04:23.472',-0.072,-0.041,-,-,-,-,52.000
'15:04:23.480',-0.088,-0.033,-,-,-,-,57.600
'15:04:23.488',-0.096,-0.050,-,-,-,-,63.200
'15:04:23.496',-0.088,-0.058,-,-,-,-,68.800
'15:04:23.504',-0.112,-0.058,-,-,-,-,72.000
'15:04:23.512',-0.128,-0.074,-,-,-,-,73.600
'15:04:23.520',-0.128,-0.091,-,-,-,-,73.600
'15:04:23.528',-0.144,-0.107,-,-,-,-,72.800
'15:04:23.536',-0.144,-0.132,-,-,-,-,72.000
'15:04:23.544',-0.136,-0.124,-,-,-,-,71.200
'15:04:23.552',-0.144,-0.140,-,-,-,-,69.600
'15:04:23.560',-0.128,-0.140,-,-,-,-,67.200
'15:04:23.568',-0.112,-0.140,-,-,-,-,65.600
'15:04:23.576',-0.104,-0.140,-,-,-,-,63.200
'15:04:23.584',-0.088,-0.124,-,-,-,-,60.800
'15:04:23.592',-0.072,-0.116,-,-,-,-,59.200
'15:04:23.600',-0.056,-0.124,-,-,-,-,56.800
'15:04:23.608',-0.048,-0.107,-,-,-,-,55.200
'15:04:23.616',-0.032,-0.116,-,-,-,-,53.600
'15:04:23.624',-0.024,-0.099,-,-,-,-,53.600
'15:04:23.632',-0.016,-0.107,-,-,-,-,54.400
'15:04:23.640',0.000,-0.099,-,-,-,-,55.200
'15:04:23.648',0.000,-0.091,-,-,-,-,56.800
'15:04:23.656',-0.008,-0.091,-,-,-,-,56.800
'15:04:23.664',0.000,-0.074,-,-,-,-,56.800
'15:04:23.672',0.008,-0.091,-,-,-,-,56.000
'15:04:23.680',-0.008,-0.058,-,-,-,-,55.200
'15:04:23.688',0.000,-0.066,-,-,-,-,54.400
'15:04:23.696',0.000,-0.058,-,-,-,-,54.400
'15:04:23.704',0.000,-0.058,-,-,-,-,53.600
'15:04:23.712',0.000,-0.050,-,-,-,-,53.600
'15:04:23.720',0.000,-0.041,-,-,-,-,52.800
'15:04:23.728',0.000,-0.033,-,-,-,-,52.800
'15:04:23.736',0.008,-0.025,-,-,-,-,52.000
'15:04:23.744',0.000,-0.025,-,-,-,-,52.000
'15:04:23.752',0.008,-0.017,-,-,-,-,52.000
'15:04:23.760',0.008,-0.017,-,-,-,-,52.000
'15:04:23.768',0.000,-0.017,-,-,-,-,51.200
'15:04:23.776',0.016,-0.008,-,-,-,-,51.200
'15:04:23.784',0.008,-0.017,-,-,-,-,51.200
'15:04:23.792',0.016,-0.008,-,-,-,-,51.200
'15:04:23.800',0.000,-0.008,-,-,-,-,51.200
'15:04:23.808',0.016,0.000,-,-,-,-,50.400
'15:04:23.816',0.000,-0.008,-,-,-,-,50.400
'15:04:23.824',0.016,0.000,-,-,-,-,50.400
'15:04:23.832',0.000,0.008,-,-,-,-,50.400
'15:04:23.840',0.024,0.025,-,-,-,-,50.400
'15:04:23.848',0.040,0.041,-,-,-,-,49.600
'15:04:23.856',0.064,0.050,-,-,-,-,49.600
'15:04:23.864',0.088,0.066,-,-,-,-,49.600
'15:04:23.872',0.104,0.099,-,-,-,-,49.600
'15:04:23.880',0.104,0.091,-,-,-,-,48.800
'15:04:23.888',0.120,0.074,-,-,-,-,48.800
'15:04:23.896',0.136,0.099,-,-,-,-,48.800
'15:04:23.904',0.168,0.140,-,-,-,-,48.800
'15:04:23.912',0.192,0.165,-,-,-,-,48.000
'15:04:23.920',0.208,0.248,-,-,-,-,48.000
'15:04:23.928',0.168,0.281,-,-,-,-,48.000
'15:04:23.936',0.168,0.314,-,-,-,-,48.000
'15:04:23.944',0.136,0.322,-,-,-,-,47.200
'15:04:23.952',0.104,0.273,-,-,-,-,47.200
'15:04:23.960',0.064,0.215,-,-,-,-,47.200
'15:04:23.968',0.024,0.165,-,-,-,-,47.200
'15:04:23.976',-0.008,0.116,-,-,-,-,47.200
'15:04:23.984',-0.016,0.041,-,-,-,-,47.200
'15:04:23.992',-0.008,0.000,-,-,-,-,47.200
'15:04:24.000',-0.040,-0.017,-,-,-,-,47.200
'15:04:24.008',-0.056,-0.041,-,-,-,-,48.000
'15:04:24.016',-0.064,-0.041,-,-,-,-,48.800
'15:04:24.024',-0.056,-0.058,-,-,-,-,52.000
'15:04:24.032',-0.072,-0.058,-,-,-,-,56.800
'15:04:24.040',-0.072,-0.058,-,-,-,-,62.400
'15:04:24.048',-0.088,-0.058,-,-,-,-,68.800
'15:04:24.056',-0.088,-0.074,-,-,-,-,72.800
'15:04:24.064',-0.104,-0.066,-,-,-,-,74.400
'15:04:24.072',-0.104,-0.099,-,-,-,-,74.400
'15:04:24.080',-0.128,-0.116,-,-,-,-,74.400
'15:04:24.088',-0.112,-0.140,-,-,-,-,73.600
'15:04:24.096',-0.128,-0.140,-,-,-,-,72.800
'15:04:24.104',-0.104,-0.149,-,-,-,-,70.400
'15:04:24.112',-0.112,-0.149,-,-,-,-,68.800
'15:04:24.120',-0.096,-0.157,-,-,-,-,66.400
'15:04:24.128',-0.088,-0.149,-,-,-,-,64.800
'15:04:24.136',-0.072,-0.140,-,-,-,-,62.400
'15:04:24.144',-0.064,-0.140,-,-,-,-,60.000
'15:04:24.152',-0.056,-0.132,-,-,-,-,58.400
'15:04:24.160',-0.040,-0.132,-,-,-,-,56.000
'15:04:24.168',-0.024,-0.124,-,-,-,-,54.400
'15:04:24.176',-0.016,-0.124,-,-,-,-,54.400
'15:04:24.184',-0.024,-0.124,-,-,-,-,54.400
'15:04:24.192',0.000,-0.107,-,-,-,-,56.000
'15:04:24.200',0.000,-0.099,-,-,-,-,57.600
'15:04:24.208',0.008,-0.107,-,-,-,-,57.600
'15:04:24.216',0.000,-0.099,-,-,-,-,57.600
'15:04:24.224',0.008,-0.099,-,-,-,-,56.800
'15:04:24.232',0.000,-0.091,-,-,-,-,56.000
'15:04:24.240',0.008,-0.074,-,-,-,-,55.200
'15:04:24.248',0.000,-0.074,-,-,-,-,55.200
'15:04:24.256',0.000,-0.066,-,-,-,-,54.400
'15:04:24.264',0.000,-0.058,-,-,-,-,54.400
'15:04:24.272',0.000,-0.058,-,-,-,-,53.600
'15:04:24.280',0.000,-0.050,-,-,-,-,53.600
'15:04:24.288',0.008,-0.041,-,-,-,-,53.600
'15:04:24.296',0.000,-0.050,-,-,-,-,52.800
'15:04:24.304',0.008,-0.033,-,-,-,-,52.800
'15:04:24.312',0.016,-0.025,-,-,-,-,52.000
'15:04:24.320',0.000,-0.033,-,-,-,-,52.000
'15:04:24.328',0.016,-0.017,-,-,-,-,52.000
'15:04:24.336',0.008,-0.025,-,-,-,-,52.000
'15:04:24.344',0.016,-0.017,-,-,-,-,51.200
'15:04:24.352',0.000,-0.017,-,-,-,-,51.200
'15:04:24.360',0.016,-0.017,-,-,-,-,51.200
'15:04:24.368',0.008,-0.017,-,-,-,-,51.200
'15:04:24.376',0.016,-0.008,-,-,-,-,51.200
'15:04:24.384',0.000,0.000,-,-,-,-,50.400
'15:04:24.392',0.024,0.017,-,-,-,-,50.400
'15:04:24.400',0.032,0.025,-,-,-,-,50.400
'15:04:24.408',0.048,0.033,-,-,-,-,50.400
'15:04:24.416',0.088,0.050,-,-,-,-,50.400
'15:04:24.424',0.088,0.074,-,-,-,-,49.600
'15:04:24.432',0.088,0.066,-,-,-,-,49.600
'15:04:24.440',0.120,0.058,-,-,-,-,49.600
'15:04:24.448',0.128,0.099,-,-,-,-,49.600
'15:04:24.456',0.152,0.124,-,-,-,-,49.600
'15:04:24.464',0.176,0.165,-,-,-,-,48.800
'15:04:24.472',0.200,0.240,-,-,-,-,48.800
'15:04:24.480',0.160,0.256,-,-,-,-,48.800
'15:04:24.488',0.152,0.298,-,-,-,-,48.000
'15:04:24.496',0.160,0.314,-,-,-,-,48.000
'15:04:24.504',0.104,0.256,-,-,-,-,48.000
'15:04:24.512',0.056,0.215,-,-,-,-,48.000
'15:04:24.520',0.024,0.165,-,-,-,-,48.000
'15:04:24.528',0.000,0.099,-,-,-,-,47.200
'15:04:24.536',-0.016,0.033,-,-,-,-,47.200
'15:04:24.544',-0.008,-0.008,-,-,-,-,47.200
'15:04:24.552',-0.040,-0.033,-,-,-,-,48.000
'15:04:24.560',-0.048,-0.050,-,-,-,-,48.000
'15:04:24.568',-0.064,-0.058,-,-,-,-,49.600
'15:04:24.576',-0.056,-0.058,-,-,-,-,52.000
'15:04:24.584',-0.072,-0.058,-,-,-,-,56.800
'15:04:24.592',-0.064,-0.058,-,-,-,-,63.200
'15:04:24.600',-0.088,-0.066,-,-,-,-,68.800
'15:04:24.608',-0.088,-0.074,-,-,-,-,72.800
'15:04:24.616',-0.104,-0.099,-,-,-,-,75.200
'15:04:24.624',-0.096,-0.107,-,-,-,-,75.200
'15:04:24.632',-0.128,-0.132,-,-,-,-,75.200
'15:04:24.640',-0.128,-0.140,-,-,-,-,74.400
'15:04:24.648',-0.128,-0.157,-,-,-,-,72.800
'15:04:24.656',-0.112,-0.165,-,-,-,-,71.200
'15:04:24.664',-0.128,-0.157,-,-,-,-,68.800
'15:04:24.672',-0.104,-0.149,-,-,-,-,67.200
'15:04:24.680',-0.096,-0.157,-,-,-,-,64.800
'15:04:24.688',-0.072,-0.140,-,-,-,-,62.400
'15:04:24.696',-0.072,-0.140,-,-,-,-,60.000
'15:04:24.704',-0.056,-0.132,-,-,-,-,58.400
'15:04:24.712',-0.048,-0.124,-,-,-,-,56.000
'15:04:24.720',-0.032,-0.132,-,-,-,-,54.400
'15:04:24.728',-0.024,-0.124,-,-,-,-,54.400
'15:04:24.736',-0.032,-0.132,-,-,-,-,54.400
'15:04:24.744',-0.016,-0.107,-,-,-,-,56.000
'15:04:24.752',0.000,-0.099,-,-,-,-,57.600
'15:04:24.760',-0.008,-0.099,-,-,-,-,58.400
'15:04:24.768',0.000,-0.099,-,-,-,-,57.600
'15:04:24.776',0.000,-0.074,-,-,-,-,56.800
'15:04:24.784',-0.008,-0.066,-,-,-,-,56.000
'15:04:24.792',0.000,-0.066,-,-,-,-,56.000
'15:04:24.800',-0.008,-0.066,-,-,-,-,55.200
'15:04:24.808',0.000,-0.058,-,-,-,-,55.200
'15:04:24.816',-0.008,-0.050,-,-,-,-,54.400
'15:04:24.824',0.000,-0.050,-,-,-,-,53.600
'15:04:24.832',-0.008,-0.041,-,-,-,-,53.600
'15:04:24.840',0.000,-0.033,-,-,-,-,53.600
'15:04:24.848',0.000,-0.041,-,-,-,-,52.800
'15:04:24.856',0.000,-0.025,-,-,-,-,52.000
'15:04:24.864',-0.008,-0.033,-,-,-,-,52.000
'15:04:24.872',0.000,-0.017,-,-,-,-,52.000
'15:04:24.880',0.000,-0.017,-,-,-,-,51.200
'15:04:24.888',0.000,-0.017,-,-,-,-,51.200
'15:04:24.896',0.000,-0.008,-,-,-,-,51.200
'15:04:24.904',0.000,-0.008,-,-,-,-,51.200
'15:04:24.912',0.000,0.000,-,-,-,-,50.400
'15:04:24.920',0.008,0.000,-,-,-,-,50.400
'15:04:24.928',0.000,0.000,-,-,-,-,50.400
'15:04:24.936',0.000,0.000,-,-,-,-,50.400
'15:04:24.944',0.008,0.017,-,-,-,-,50.400
'15:04:24.952',0.000,0.025,-,-,-,-,50.400
'15:04:24.960',0.032,0.041,-,-,-,-,49.600
'15:04:24.968',0.024,0.050,-,-,-,-,49.600
'15:04:24.976',0.080,0.074,-,-,-,-,49.600
'15:04:24.984',0.088,0.099,-,-,-,-,49.600
'15:04:24.992',0.088,0.116,-,-,-,-,48.800
'15:04:25.000',0.104,0.099,-,-,-,-,48.800
'15:04:25.008',0.120,0.116,-,-,-,-,48.800
'15:04:25.016',0.136,0.132,-,-,-,-,48.800
'15:04:25.024',0.168,0.182,-,-,-,-,48.000
'15:04:25.032',0.192,0.248,-,-,-,-,48.000
'15:04:25.040',0.152,0.289,-,-,-,-,48.000
'15:04:25.048',0.136,0.289,-,-,-,-,47.200
'15:04:25.056',0.144,0.331,-,-,-,-,47.200
'15:04:25.064',0.088,0.281,-,-,-,-,47.200
'15:04:25.072',0.064,0.240,-,-,-,-,47.200
'15:04:25.080',0.016,0.182,-,-,-,-,47.200
'15:04:25.088',-0.008,0.116,-,-,-,-,46.400
'15:04:25.096',-0.024,0.050,-,-,-,-,46.400
'15:04:25.104',-0.016,0.017,-,-,-,-,46.400
