'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:10:06.984',0.000,-0.058,-,-,-,-,57.600
'15:10:06.992',-0.008,-0.050,-,-,-,-,57.600
'15:10:07.000',0.000,-0.058,-,-,-,-,56.800
'15:10:07.008',0.000,-0.033,-,-,-,-,56.800
'15:10:07.016',0.000,-0.025,-,-,-,-,56.800
'15:10:07.024',0.000,-0.017,-,-,-,-,56.800
'15:10:07.032',0.000,-0.017,-,-,-,-,56.800
'15:10:07.040',0.000,-0.017,-,-,-,-,56.800
'15:10:07.048',0.008,-0.008,-,-,-,-,56.800
'15:10:07.056',0.008,0.000,-,-,-,-,56.800
'15:10:07.064',0.008,-0.008,-,-,-,-,56.000
'15:10:07.072',0.008,0.000,-,-,-,-,56.000
'15:10:07.080',0.008,-0.008,-,-,-,-,56.000
'15:10:07.088',0.008,-0.008,-,-,-,-,55.200
'15:10:07.096',0.016,0.008,-,-,-,-,55.200
'15:10:07.104',0.024,0.025,-,-,-,-,55.200
'15:10:07.112',0.040,0.041,-,-,-,-,55.200
'15:10:07.120',0.056,0.050,-,-,-,-,54.400
'15:10:07.128',0.080,0.058,-,-,-,-,54.400
'15:10:07.136',0.104,0.091,-,-,-,-,54.400
'15:10:07.144',0.120,0.099,-,-,-,-,54.400
'15:10:07.152',0.120,0.099,-,-,-,-,53.600
'15:10:07.160',0.128,0.116,-,-,-,-,53.600
'15:10:07.168',0.152,0.124,-,-,-,-,53.600
'15:10:07.176',0.184,0.140,-,-,-,-,53.600
'15:10:07.184',0.224,0.215,-,-,-,-,52.800
'15:10:07.192',0.208,0.273,-,-,-,-,52.800
'15:10:07.200',0.184,0.289,-,-,-,-,52.000
'15:10:07.208',0.168,0.331,-,-,-,-,52.000
'15:10:07.216',0.136,0.331,-,-,-,-,52.000
'15:10:07.224',0.088,0.248,-,-,-,-,52.000
'15:10:07.232',0.048,0.215,-,-,-,-,52.000
'15:10:07.240',0.008,0.165,-,-,-,-,52.000
'15:10:07.248',-0.008,0.099,-,-,-,-,52.000
'15:10:07.256',-0.016,0.041,-,-,-,-,52.000
'15:10:07.264',-0.024,0.008,-,-,-,-,52.000
'15:10:07.272',-0.056,-0.017,-,-,-,-,52.800
'15:10:07.280',-0.064,-0.017,-,-,-,-,54.400
'15:10:07.288',-0.056,-0.025,-,-,-,-,57.600
'15:10:07.296',-0.072,-0.033,-,-,-,-,64.000
'15:10:07.304',-0.088,-0.033,-,-,-,-,70.400
'15:10:07.312',-0.088,-0.041,-,-,-,-,76.800
'15:10:07.320',-0.088,-0.050,-,-,-,-,80.800
'15:10:07.328',-0.104,-0.058,-,-,-,-,81.600
'15:10:07.336',-0.128,-0.066,-,-,-,-,81.600
'15:10:07.344',-0.128,-0.091,-,-,-,-,80.800
'15:10:07.352',-0.128,-0.099,-,-,-,-,80.000
'15:10:07.360',-0.136,-0.099,-,-,-,-,78.400
'15:10:07.368',-0.136,-0.116,-,-,-,-,76.800
'15:10:07.376',-0.136,-0.132,-,-,-,-,74.400
'15:10:07.384',-0.112,-0.132,-,-,-,-,72.000
'15:10:07.392',-0.104,-0.124,-,-,-,-,69.600
'15:10:07.400',-0.088,-0.140,-,-,-,-,67.200
'15:10:07.408',-0.072,-0.140,-,-,-,-,65.600
'15:10:07.416',-0.056,-0.140,-,-,-,-,63.200
'15:10:07.424',-0.048,-0.140,-,-,-,-,61.600
'15:10:07.432',-0.024,-0.140,-,-,-,-,61.600
'15:10:07.440',-0.008,-0.116,-,-,-,-,62.400
'15:10:07.448',-0.008,-0.124,-,-,-,-,63.200
'15:10:07.456',0.000,-0.107,-,-,-,-,64.000
'15:10:07.464',0.000,-0.116,-,-,-,-,64.000
'15:10:07.472',0.000,-0.099,-,-,-,-,63.200
'15:10:07.480',0.000,-0.099,-,-,-,-,62.400
'15:10:07.488',0.000,-0.091,-,-,-,-,61.600
'15:10:07.496',0.000,-0.074,-,-,-,-,60.800
'15:10:07.504',0.008,-0.066,-,-,-,-,60.000
'15:10:07.512',0.000,-0.058,-,-,-,-,59.200
'15:10:07.520',0.000,-0.058,-,-,-,-,58.400
'15:10:07.528',0.000,-0.050,-,-,-,-,58.400
'15:10:07.536',0.008,-0.041,-,-,-,-,58.400
'15:10:07.544',0.000,-0.041,-,-,-,-,57.600
'15:10:07.552',0.008,-0.033,-,-,-,-,57.600
'15:10:07.560',0.000,-0.025,-,-,-,-,57.600
'15:10:07.568',0.016,-0.017,-,-,-,-,57.600
'15:10:07.576',0.008,-0.017,-,-,-,-,57.600
'15:10:07.584',0.016,-0.017,-,-,-,-,57.600
'15:10:07.592',0.008,-0.008,-,-,-,-,57.600
'15:10:07.600',0.024,0.000,-,-,-,-,56.800
'15:10:07.608',0.016,0.000,-,-,-,-,56.800
'15:10:07.616',0.024,0.000,-,-,-,-,56.800
'15:10:07.624',0.008,0.000,-,-,-,-,56.000
'15:10:07.632',0.016,0.000,-,-,-,-,56.000
'15:10:07.640',0.016,0.017,-,-,-,-,56.000
'15:10:07.648',0.024,0.025,-,-,-,-,56.000
'15:10:07.656',0.040,0.041,-,-,-,-,55.200
'15:10:07.664',0.064,0.050,-,-,-,-,55.200
'15:10:07.672',0.064,0.058,-,-,-,-,55.200
'15:10:07.680',0.104,0.091,-,-,-,-,55.200
'15:10:07.688',0.104,0.099,-,-,-,-,55.200
'15:10:07.696',0.120,0.074,-,-,-,-,54.400
'15:10:07.704',0.128,0.116,-,-,-,-,54.400
'15:10:07.712',0.160,0.132,-,-,-,-,54.400
'15:10:07.720',0.184,0.165,-,-,-,-,53.600
'15:10:07.728',0.208,0.240,-,-,-,-,53.600
'15:10:07.736',0.184,0.289,-,-,-,-,53.600
'15:10:07.744',0.160,0.298,-,-,-,-,52.800
'15:10:07.752',0.176,0.331,-,-,-,-,52.800
'15:10:07.760',0.120,0.289,-,-,-,-,52.800
'15:10:07.768',0.080,0.231,-,-,-,-,52.800
'15:10:07.776',0.032,0.198,-,-,-,-,52.800
'15:10:07.784',0.000,0.132,-,-,-,-,52.800
'15:10:07.792',-0.008,0.058,-,-,-,-,52.000
'15:10:07.800',-0.008,0.017,-,-,-,-,52.800
'15:10:07.808',-0.032,-0.017,-,-,-,-,52.800
'15:10:07.816',-0.048,-0.033,-,-,-,-,53.600
'15:10:07.824',-0.056,-0.050,-,-,-,-,56.000
'15:10:07.832',-0.064,-0.050,-,-,-,-,60.000
'15:10:07.840',-0.056,-0.058,-,-,-,-,66.400
'15:10:07.848',-0.072,-0.058,-,-,-,-,73.600
'15:10:07.856',-0.088,-0.058,-,-,-,-,79.200
'15:10:07.864',-0.088,-0.066,-,-,-,-,82.400
'15:10:07.872',-0.104,-0.074,-,-,-,-,83.200
'15:10:07.880',-0.104,-0.091,-,-,-,-,83.200
'15:10:07.888',-0.128,-0.099,-,-,-,-,82.400
'15:10:07.896',-0.128,-0.107,-,-,-,-,81.600
'15:10:07.904',-0.128,-0.124,-,-,-,-,79.200
'15:10:07.912',-0.128,-0.140,-,-,-,-,76.800
'15:10:07.920',-0.112,-0.132,-,-,-,-,74.400
'15:10:07.928',-0.112,-0.149,-,-,-,-,72.000
'15:10:07.936',-0.088,-0.165,-,-,-,-,70.400
'15:10:07.944',-0.096,-0.182,-,-,-,-,68.000
'15:10:07.952',-0.072,-0.165,-,-,-,-,65.600
'15:10:07.960',-0.072,-0.182,-,-,-,-,63.200
'15:10:07.968',-0.040,-0.157,-,-,-,-,62.400
'15:10:07.976',-0.032,-0.149,-,-,-,-,62.400
'15:10:07.984',-0.024,-0.157,-,-,-,-,63.200
'15:10:07.992',-0.016,-0.140,-,-,-,-,64.800
'15:10:08.000',0.000,-0.140,-,-,-,-,64.800
'15:10:08.008',-0.016,-0.124,-,-,-,-,64.800
'15:10:08.016',-0.008,-0.124,-,-,-,-,64.000
'15:10:08.024',-0.016,-0.116,-,-,-,-,62.400
'15:10:08.032',0.000,-0.099,-,-,-,-,61.600
'15:10:08.040',-0.008,-0.099,-,-,-,-,60.800
'15:10:08.048',0.000,-0.074,-,-,-,-,60.000
'15:10:08.056',-0.008,-0.074,-,-,-,-,60.000
'15:10:08.064',0.000,-0.066,-,-,-,-,59.200
'15:10:08.072',-0.008,-0.058,-,-,-,-,59.200
'15:10:08.080',0.000,-0.058,-,-,-,-,59.200
'15:10:08.088',0.000,-0.033,-,-,-,-,59.200
'15:10:08.096',0.000,-0.041,-,-,-,-,58.400
'15:10:08.104',0.000,-0.025,-,-,-,-,58.400
'15:10:08.112',-0.008,-0.017,-,-,-,-,58.400
'15:10:08.120',0.008,-0.017,-,-,-,-,58.400
'15:10:08.128',0.000,-0.017,-,-,-,-,57.600
'15:10:08.136',0.008,-0.008,-,-,-,-,57.600
'15:10:08.144',0.000,-0.017,-,-,-,-,57.600
'15:10:08.152',0.016,0.000,-,-,-,-,56.800
'15:10:08.160',0.000,-0.008,-,-,-,-,56.800
'15:10:08.168',0.008,0.000,-,-,-,-,56.800
'15:10:08.176',0.008,0.000,-,-,-,-,56.800
'15:10:08.184',0.016,0.000,-,-,-,-,56.800
'15:10:08.192',0.008,0.000,-,-,-,-,56.000
'15:10:08.200',0.016,0.000,-,-,-,-,56.000
'15:10:08.208',0.008,0.000,-,-,-,-,56.000
'15:10:08.216',0.016,0.000,-,-,-,-,56.000
'15:10:08.224',0.008,0.000,-,-,-,-,56.000
'15:10:08.232',0.016,0.008,-,-,-,-,56.000
'15:10:08.240',0.008,0.008,-,-,-,-,55.200
'15:10:08.248',0.016,0.000,-,-,-,-,55.200
'15:10:08.256',0.008,0.000,-,-,-,-,54.400
'15:10:08.264',0.016,0.008,-,-,-,-,54.400
'15:10:08.272',0.008,0.000,-,-,-,-,54.400
'15:10:08.280',0.016,0.008,-,-,-,-,53.600
'15:10:08.288',0.008,0.000,-,-,-,-,53.600
'15:10:08.296',0.016,0.000,-,-,-,-,53.600
'15:10:08.304',0.008,0.008,-,-,-,-,53.600
'15:10:08.312',0.016,0.000,-,-,-,-,52.800
'15:10:08.320',0.008,0.008,-,-,-,-,52.800
'15:10:08.328',0.000,0.000,-,-,-,-,52.800
'15:10:08.336',0.008,0.008,-,-,-,-,52.800
'15:10:08.344',0.008,0.000,-,-,-,-,52.000
'15:10:08.352',0.016,0.008,-,-,-,-,52.000
'15:10:08.360',0.008,0.000,-,-,-,-,52.000
'15:10:08.368',0.016,0.000,-,-,-,-,52.000
'15:10:08.376',0.008,0.000,-,-,-,-,51.200
'15:10:08.384',0.008,0.000,-,-,-,-,51.200
'15:10:08.392',0.008,0.000,-,-,-,-,51.200
'15:10:08.400',0.008,0.000,-,-,-,-,51.200
'15:10:08.408',0.000,0.000,-,-,-,-,51.200
'15:10:08.416',0.016,0.017,-,-,-,-,50.400
'15:10:08.424',0.024,0.017,-,-,-,-,50.400
'15:10:08.432',0.000,0.017,-,-,-,-,50.400
'15:10:08.440',0.008,0.025,-,-,-,-,50.400
'15:10:08.448',0.000,0.033,-,-,-,-,50.400
'15:10:08.456',0.016,0.025,-,-,-,-,49.600
'15:10:08.464',0.008,0.025,-,-,-,-,49.600
'15:10:08.472',0.016,0.017,-,-,-,-,49.600
'15:10:08.480',0.008,0.008,-,-,-,-,49.600
'15:10:08.488',0.016,0.000,-,-,-,-,49.600
'15:10:08.496',0.008,-0.008,-,-,-,-,49.600
'15:10:08.504',0.024,0.000,-,-,-,-,49.600
'15:10:08.512',0.016,-0.017,-,-,-,-,48.800
'15:10:08.520',0.008,-0.017,-,-,-,-,48.800
'15:10:08.528',0.008,-0.017,-,-,-,-,48.800
'15:10:08.536',0.016,-0.017,-,-,-,-,48.800
'15:10:08.544',-0.040,-0.240,-,-,-,-,48.800
'15:10:08.552',0.008,-0.008,-,-,-,-,48.800
'15:10:08.560',0.000,0.000,-,-,-,-,48.000
'15:10:08.568',0.008,0.017,-,-,-,-,48.000
'15:10:08.576',0.016,-0.033,-,-,-,-,48.000
'15:10:08.584',0.032,-0.074,-,-,-,-,47.200
'15:10:08.592',0.040,-0.132,-,-,-,-,47.200
'15:10:08.600',0.032,-0.182,-,-,-,-,47.200
'15:10:08.608',0.048,-0.223,-,-,-,-,46.400
'15:10:08.616',0.088,-0.240,-,-,-,-,46.400
'15:10:08.624',0.104,-0.273,-,-,-,-,46.400
'15:10:08.632',0.120,-0.256,-,-,-,-,46.400
'15:10:08.640',0.152,-0.215,-,-,-,-,46.400
'15:10:08.648',0.168,-0.107,-,-,-,-,46.400
'15:10:08.656',0.176,-0.017,-,-,-,-,46.400
'15:10:08.664',0.168,0.000,-,-,-,-,46.400
'15:10:08.672',0.120,-0.017,-,-,-,-,46.400
'15:10:08.680',0.088,-0.041,-,-,-,-,46.400
'15:10:08.688',0.064,-0.050,-,-,-,-,46.400
'15:10:08.696',0.048,-0.025,-,-,-,-,46.400
'15:10:08.704',0.064,0.008,-,-,-,-,46.400
'15:10:08.712',0.056,0.025,-,-,-,-,46.400
'15:10:08.720',0.032,0.041,-,-,-,-,46.400
'15:10:08.728',0.016,0.058,-,-,-,-,46.400
'15:10:08.736',-0.016,0.116,-,-,-,-,46.400
'15:10:08.744',-0.048,0.140,-,-,-,-,48.000
'15:10:08.752',-0.072,0.207,-,-,-,-,49.600
'15:10:08.760',-0.088,0.215,-,-,-,-,52.800
'15:10:08.768',-0.088,0.215,-,-,-,-,56.800
'15:10:08.776',-0.096,0.231,-,-,-,-,61.600
'15:10:08.784',-0.104,0.231,-,-,-,-,67.200
'15:10:08.792',-0.112,0.231,-,-,-,-,71.200
'15:10:08.800',-0.128,0.240,-,-,-,-,74.400
'15:10:08.808',-0.128,0.231,-,-,-,-,77.600
'15:10:08.816',-0.128,0.231,-,-,-,-,80.000
'15:10:08.824',-0.128,0.231,-,-,-,-,81.600
'15:10:08.832',-0.136,0.215,-,-,-,-,83.200
'15:10:08.840',-0.128,0.207,-,-,-,-,83.200
'15:10:08.848',-0.128,0.198,-,-,-,-,82.400
'15:10:08.856',-0.128,0.182,-,-,-,-,81.600
'15:10:08.864',-0.128,0.165,-,-,-,-,80.800
'15:10:08.872',-0.104,0.149,-,-,-,-,79.200
'15:10:08.880',-0.112,0.132,-,-,-,-,77.600
'15:10:08.888',-0.096,0.116,-,-,-,-,76.000
'15:10:08.896',-0.088,0.116,-,-,-,-,73.600
'15:10:08.904',-0.072,0.066,-,-,-,-,72.000
'15:10:08.912',-0.064,0.050,-,-,-,-,70.400
'15:10:08.920',-0.072,0.033,-,-,-,-,68.000
'15:10:08.928',-0.048,0.017,-,-,-,-,66.400
'15:10:08.936',-0.040,0.008,-,-,-,-,64.800
'15:10:08.944',-0.040,0.008,-,-,-,-,63.200
'15:10:08.952',-0.032,0.000,-,-,-,-,63.200
'15:10:08.960',-0.048,0.000,-,-,-,-,64.000
'15:10:08.968',-0.024,0.000,-,-,-,-,64.800
'15:10:08.976',-0.032,0.000,-,-,-,-,64.800
'15:10:08.984',-0.016,0.000,-,-,-,-,64.000
'15:10:08.992',-0.024,-0.008,-,-,-,-,63.200
'15:10:09.000',-0.008,-0.017,-,-,-,-,62.400
'15:10:09.008',-0.016,-0.025,-,-,-,-,62.400
'15:10:09.016',0.000,-0.041,-,-,-,-,61.600
'15:10:09.024',-0.016,-0.050,-,-,-,-,60.800
'15:10:09.032',0.000,-0.041,-,-,-,-,60.800
'15:10:09.040',0.000,-0.033,-,-,-,-,60.000
'15:10:09.048',0.000,-0.058,-,-,-,-,60.000
'15:10:09.056',0.000,-0.058,-,-,-,-,60.000
'15:10:09.064',0.000,-0.058,-,-,-,-,60.000
'15:10:09.072',0.000,-0.050,-,-,-,-,60.000
'15:10:09.080',-0.008,-0.058,-,-,-,-,59.200
'15:10:09.088',0.000,-0.050,-,-,-,-,59.200
'15:10:09.096',0.000,-0.058,-,-,-,-,59.200
'15:10:09.104',-0.008,-0.041,-,-,-,-,58.400
'15:10:09.112',0.000,-0.041,-,-,-,-,57.600
