'Elapsed time','I','II','V','MCL1','ABP','CVP'
'172:21:27.848',-,-0.072,-,-0.759,54.000,-
'172:21:27.856',-,-0.024,-,-0.851,54.000,-
'172:21:27.864',-,0.024,-,-0.897,54.000,-
'172:21:27.872',-,0.056,-,-0.943,54.000,-
'172:21:27.880',-,0.056,-,-1.000,54.000,-
'172:21:27.888',-,0.056,-,-1.046,54.000,-
'172:21:27.896',-,0.072,-,-1.092,54.000,-
'172:21:27.904',-,0.072,-,-1.138,54.000,-
'172:21:27.912',-,0.088,-,-1.184,54.000,-
'172:21:27.920',-,0.104,-,-1.230,54.000,-
'172:21:27.928',-,0.104,-,-1.276,55.000,-
'172:21:27.936',-,0.120,-,-1.379,56.000,-
'172:21:27.944',-,0.120,-,-1.471,57.000,-
'172:21:27.952',-,0.136,-,-1.563,60.000,-
'172:21:27.960',-,0.144,-,-1.667,62.000,-
'172:21:27.968',-,0.160,-,-1.759,66.000,-
'172:21:27.976',-,0.176,-,-1.897,68.000,-
'172:21:27.984',-,0.208,-,-2.046,72.000,-
'172:21:27.992',-,0.208,-,-2.138,75.000,-
'172:21:28.000',-,0.224,-,-2.276,79.000,-
'172:21:28.008',-,0.240,-,-2.425,81.000,-
'172:21:28.016',-,0.256,-,-2.517,85.000,-
'172:21:28.024',-,0.256,-,-2.609,88.000,-
'172:21:28.032',-,0.256,-,-2.759,91.000,-
'172:21:28.040',-,0.256,-,-2.851,94.000,-
'172:21:28.048',-,0.240,-,-2.897,97.000,-
'172:21:28.056',-,0.224,-,-3.000,99.000,-
'172:21:28.064',-,0.208,-,-3.092,102.000,-
'172:21:28.072',-,0.176,-,-3.138,103.000,-
'172:21:28.080',-,0.144,-,-3.184,104.000,-
'172:21:28.088',-,0.120,-,-3.230,105.000,-
'172:21:28.096',-,0.088,-,-3.333,105.000,-
'172:21:28.104',-,0.072,-,-3.379,105.000,-
'172:21:28.112',-,0.040,-,-3.425,104.000,-
'172:21:28.120',-,0.024,-,-3.471,103.000,-
'172:21:28.128',-,0.024,-,-3.517,102.000,-
'172:21:28.136',-,0.024,-,-3.563,99.000,-
'172:21:28.144',-,0.024,-,-3.609,98.000,-
'172:21:28.152',-,0.024,-,-3.667,96.000,-
'172:21:28.160',-,0.008,-,-3.713,94.000,-
'172:21:28.168',-,0.008,-,-3.713,92.000,-
'172:21:28.176',-,0.008,-,-3.759,91.000,-
'172:21:28.184',-,0.008,-,-3.805,90.000,-
'172:21:28.192',-,0.024,-,-3.851,88.000,-
'172:21:28.200',-,0.024,-,-3.897,87.000,-
'172:21:28.208',-,0.024,-,-3.943,86.000,-
'172:21:28.216',-,0.024,-,-4.000,85.000,-
'172:21:28.224',-,0.024,-,-4.046,84.000,-
'172:21:28.232',-,0.024,-,-4.092,84.000,-
'172:21:28.240',-,0.056,-,-4.138,82.000,-
'172:21:28.248',-,0.088,-,-4.230,82.000,-
'172:21:28.256',-,0.104,-,-4.276,81.000,-
'172:21:28.264',-,0.104,-,-4.333,81.000,-
'172:21:28.272',-,0.120,-,-4.379,80.000,-
'172:21:28.280',-,0.120,-,-4.425,80.000,-
'172:21:28.288',-,0.104,-,-4.471,80.000,-
'172:21:28.296',-,0.088,-,-4.471,79.000,-
'172:21:28.304',-,0.088,-,-4.517,79.000,-
'172:21:28.312',-,0.056,-,-4.563,78.000,-
'172:21:28.320',-,0.008,-,-4.563,78.000,-
'172:21:28.328',-,-0.008,-,-4.609,76.000,-
'172:21:28.336',-,-0.024,-,-4.609,76.000,-
'172:21:28.344',-,-0.040,-,-4.609,76.000,-
'172:21:28.352',-,-0.040,-,-4.667,76.000,-
'172:21:28.360',-,-0.040,-,-4.713,75.000,-
'172:21:28.368',-,-0.040,-,-4.713,75.000,-
'172:21:28.376',-,-0.040,-,-4.759,75.000,-
'172:21:28.384',-,-0.040,-,-4.805,75.000,-
'172:21:28.392',-,-0.008,-,-4.851,75.000,-
'172:21:28.400',-,0.104,-,-4.897,74.000,-
'172:21:28.408',-,0.192,-,-4.943,74.000,-
'172:21:28.416',-,0.208,-,-5.000,74.000,-
'172:21:28.424',-,-0.024,-,-5.046,73.000,-
'172:21:28.432',-,-0.224,-,-5.092,73.000,-
'172:21:28.440',-,-0.280,-,-5.092,73.000,-
'172:21:28.448',-,-0.272,-,-5.138,72.000,-
'172:21:28.456',-,-0.240,-,-5.184,72.000,-
'172:21:28.464',-,-0.208,-,-5.184,72.000,-
'172:21:28.472',-,-0.208,-,-5.230,70.000,-
'172:21:28.480',-,-0.208,-,-5.230,70.000,-
'172:21:28.488',-,-0.176,-,-5.276,70.000,-
'172:21:28.496',-,-0.120,-,-5.333,69.000,-
'172:21:28.504',-,-0.040,-,-5.333,69.000,-
'172:21:28.512',-,0.000,-,-5.379,69.000,-
'172:21:28.520',-,0.008,-,-5.425,69.000,-
'172:21:28.528',-,0.024,-,-5.425,68.000,-
'172:21:28.536',-,0.040,-,-5.425,68.000,-
'172:21:28.544',-,0.040,-,-5.471,68.000,-
'172:21:28.552',-,0.040,-,-5.471,67.000,-
'172:21:28.560',-,0.056,-,-5.471,67.000,-
'172:21:28.568',-,0.056,-,-5.471,67.000,-
'172:21:28.576',-,0.072,-,-5.471,66.000,-
'172:21:28.584',-,0.088,-,-5.471,66.000,-
'172:21:28.592',-,0.104,-,-5.471,67.000,-
'172:21:28.600',-,0.120,-,-5.471,68.000,-
'172:21:28.608',-,0.120,-,-5.471,70.000,-
'172:21:28.616',-,0.136,-,-5.471,73.000,-
'172:21:28.624',-,0.136,-,-5.425,75.000,-
'172:21:28.632',-,0.136,-,-5.425,79.000,-
'172:21:28.640',-,0.144,-,-5.379,82.000,-
'172:21:28.648',-,0.160,-,-5.379,85.000,-
'172:21:28.656',-,0.160,-,-5.333,88.000,-
'172:21:28.664',-,0.160,-,-5.276,91.000,-
'172:21:28.672',-,0.176,-,-5.276,94.000,-
'172:21:28.680',-,0.176,-,-5.230,97.000,-
'172:21:28.688',-,0.160,-,-5.230,100.000,-
'172:21:28.696',-,0.144,-,-5.230,103.000,-
'172:21:28.704',-,0.120,-,-5.230,105.000,-
'172:21:28.712',-,0.088,-,-5.230,106.000,-
'172:21:28.720',-,0.072,-,-5.276,109.000,-
'172:21:28.728',-,0.040,-,-5.333,109.000,-
'172:21:28.736',-,0.024,-,-5.333,110.000,-
'172:21:28.744',-,0.008,-,-5.379,110.000,-
'172:21:28.752',-,0.000,-,-5.425,110.000,-
'172:21:28.760',-,-0.008,-,-5.471,109.000,-
'172:21:28.768',-,-0.008,-,-5.517,108.000,-
'172:21:28.776',-,-0.024,-,-5.517,106.000,-
'172:21:28.784',-,-0.024,-,-5.563,105.000,-
'172:21:28.792',-,-0.040,-,-5.563,103.000,-
'172:21:28.800',-,-0.024,-,-5.563,100.000,-
'172:21:28.808',-,-0.024,-,-5.563,98.000,-
'172:21:28.816',-,-0.040,-,-5.563,96.000,-
'172:21:28.824',-,-0.040,-,-5.563,93.000,-
'172:21:28.832',-,-0.040,-,-5.517,91.000,-
'172:21:28.840',-,-0.040,-,-5.471,88.000,-
'172:21:28.848',-,-0.040,-,-5.425,86.000,-
'172:21:28.856',-,-0.024,-,-5.333,85.000,-
'172:21:28.864',-,-0.024,-,-5.276,82.000,-
'172:21:28.872',-,-0.008,-,-5.184,81.000,-
'172:21:28.880',-,0.000,-,-5.092,80.000,-
'172:21:28.888',-,0.008,-,-5.000,79.000,-
'172:21:28.896',-,0.040,-,-4.897,78.000,-
'172:21:28.904',-,0.040,-,-4.805,76.000,-
'172:21:28.912',-,0.056,-,-4.713,75.000,-
'172:21:28.920',-,0.072,-,-4.609,75.000,-
'172:21:28.928',-,0.072,-,-4.517,74.000,-
'172:21:28.936',-,0.056,-,-4.425,74.000,-
'172:21:28.944',-,0.056,-,-4.333,73.000,-
'172:21:28.952',-,0.040,-,-4.230,73.000,-
'172:21:28.960',-,0.008,-,-4.184,72.000,-
'172:21:28.968',-,-0.024,-,-4.092,72.000,-
'172:21:28.976',-,-0.056,-,-4.046,70.000,-
'172:21:28.984',-,-0.056,-,-3.943,70.000,-
'172:21:28.992',-,-0.056,-,-3.851,70.000,-
'172:21:29.000',-,-0.056,-,-3.759,70.000,-
'172:21:29.008',-,-0.056,-,-3.667,70.000,-
'172:21:29.016',-,-0.056,-,-3.563,69.000,-
'172:21:29.024',-,-0.056,-,-3.471,69.000,-
'172:21:29.032',-,-0.040,-,-3.333,69.000,-
'172:21:29.040',-,0.000,-,-3.184,68.000,-
'172:21:29.048',-,0.088,-,-3.046,68.000,-
'172:21:29.056',-,0.160,-,-2.897,68.000,-
'172:21:29.064',-,0.104,-,-2.759,67.000,-
'172:21:29.072',-,-0.072,-,-2.609,67.000,-
'172:21:29.080',-,-0.240,-,-2.517,67.000,-
'172:21:29.088',-,-0.272,-,-2.425,66.000,-
'172:21:29.096',-,-0.224,-,-2.333,66.000,-
'172:21:29.104',-,-0.160,-,-2.276,66.000,-
'172:21:29.112',-,-0.144,-,-2.276,66.000,-
'172:21:29.120',-,-0.176,-,-2.230,66.000,-
'172:21:29.128',-,-0.176,-,-2.230,64.000,-
'172:21:29.136',-,-0.144,-,-2.230,64.000,-
'172:21:29.144',-,-0.104,-,-2.276,64.000,-
'172:21:29.152',-,-0.040,-,-2.276,64.000,-
'172:21:29.160',-,-0.008,-,-2.276,63.000,-
'172:21:29.168',-,0.000,-,-2.276,63.000,-
'172:21:29.176',-,0.000,-,-2.276,62.000,-
'172:21:29.184',-,0.000,-,-2.276,62.000,-
'172:21:29.192',-,0.008,-,-2.276,62.000,-
'172:21:29.200',-,0.008,-,-2.230,62.000,-
'172:21:29.208',-,0.008,-,-2.230,62.000,-
'172:21:29.216',-,0.024,-,-2.230,61.000,-
'172:21:29.224',-,0.024,-,-2.230,61.000,-
'172:21:29.232',-,0.040,-,-2.184,61.000,-
'172:21:29.240',-,0.056,-,-2.184,62.000,-
'172:21:29.248',-,0.072,-,-2.184,63.000,-
'172:21:29.256',-,0.072,-,-2.138,66.000,-
'172:21:29.264',-,0.072,-,-2.138,68.000,-
'172:21:29.272',-,0.088,-,-2.092,70.000,-
'172:21:29.280',-,0.104,-,-2.046,74.000,-
'172:21:29.288',-,0.104,-,-2.000,76.000,-
'172:21:29.296',-,0.104,-,-1.897,80.000,-
'172:21:29.304',-,0.120,-,-1.805,84.000,-
'172:21:29.312',-,0.136,-,-1.713,87.000,-
'172:21:29.320',-,0.136,-,-1.563,91.000,-
'172:21:29.328',-,0.136,-,-1.425,94.000,-
'172:21:29.336',-,0.136,-,-1.230,97.000,-
'172:21:29.344',-,0.120,-,-1.046,99.000,-
'172:21:29.352',-,0.088,-,-0.851,102.000,-
'172:21:29.360',-,0.072,-,-0.609,104.000,-
'172:21:29.368',-,0.056,-,-0.379,105.000,-
'172:21:29.376',-,0.040,-,-0.184,106.000,-
'172:21:29.384',-,0.008,-,0.046,106.000,-
'172:21:29.392',-,-0.008,-,0.276,106.000,-
'172:21:29.400',-,-0.024,-,0.471,106.000,-
'172:21:29.408',-,-0.024,-,0.667,106.000,-
'172:21:29.416',-,-0.040,-,0.759,105.000,-
'172:21:29.424',-,-0.040,-,0.851,104.000,-
'172:21:29.432',-,-0.024,-,0.897,102.000,-
'172:21:29.440',-,-0.024,-,0.897,100.000,-
'172:21:29.448',-,-0.024,-,0.851,98.000,-
'172:21:29.456',-,-0.008,-,0.759,96.000,-
'172:21:29.464',-,-0.008,-,0.667,93.000,-
'172:21:29.472',-,-0.008,-,0.517,91.000,-
'172:21:29.480',-,-0.008,-,0.333,88.000,-
'172:21:29.488',-,-0.008,-,0.092,87.000,-
'172:21:29.496',-,-0.008,-,-0.092,85.000,-
'172:21:29.504',-,0.000,-,-0.333,84.000,-
'172:21:29.512',-,0.024,-,-0.563,84.000,-
'172:21:29.520',-,0.056,-,-0.805,82.000,-
'172:21:29.528',-,0.072,-,-1.046,82.000,-
'172:21:29.536',-,0.072,-,-1.230,82.000,-
'172:21:29.544',-,0.088,-,-1.471,81.000,-
'172:21:29.552',-,0.088,-,-1.667,81.000,-
'172:21:29.560',-,0.088,-,-1.897,81.000,-
'172:21:29.568',-,0.088,-,-2.092,81.000,-
'172:21:29.576',-,0.088,-,-2.333,80.000,-
'172:21:29.584',-,0.072,-,-2.517,80.000,-
'172:21:29.592',-,0.040,-,-2.713,80.000,-
'172:21:29.600',-,0.008,-,-2.897,80.000,-
'172:21:29.608',-,0.000,-,-3.092,80.000,-
'172:21:29.616',-,-0.024,-,-3.230,81.000,-
'172:21:29.624',-,-0.056,-,-3.425,81.000,-
'172:21:29.632',-,-0.056,-,-3.563,81.000,-
'172:21:29.640',-,-0.040,-,-3.713,81.000,-
'172:21:29.648',-,-0.040,-,-3.851,81.000,-
'172:21:29.656',-,-0.040,-,-3.943,81.000,-
'172:21:29.664',-,-0.024,-,-4.092,80.000,-
'172:21:29.672',-,0.040,-,-4.184,81.000,-
'172:21:29.680',-,0.144,-,-4.276,81.000,-
'172:21:29.688',-,0.192,-,-4.425,81.000,-
'172:21:29.696',-,0.072,-,-4.517,81.000,-
'172:21:29.704',-,-0.144,-,-4.609,81.000,-
'172:21:29.712',-,-0.280,-,-4.759,81.000,-
'172:21:29.720',-,-0.312,-,-4.851,80.000,-
'172:21:29.728',-,-0.272,-,-4.943,80.000,-
'172:21:29.736',-,-0.224,-,-5.046,80.000,-
'172:21:29.744',-,-0.192,-,-5.184,79.000,-
'172:21:29.752',-,-0.160,-,-5.276,79.000,-
'172:21:29.760',-,-0.136,-,-5.379,78.000,-
'172:21:29.768',-,-0.072,-,-5.471,78.000,-
'172:21:29.776',-,0.000,-,-5.563,76.000,-
'172:21:29.784',-,0.056,-,-5.667,76.000,-
'172:21:29.792',-,0.088,-,-5.759,75.000,-
'172:21:29.800',-,0.120,-,-5.805,75.000,-
'172:21:29.808',-,0.104,-,-5.851,75.000,-
'172:21:29.816',-,0.024,-,-5.897,74.000,-
'172:21:29.824',-,-0.008,-,-5.943,74.000,-
'172:21:29.832',-,0.008,-,-6.000,74.000,-
'172:21:29.840',-,0.040,-,-6.046,74.000,-
'172:21:29.848',-,0.056,-,-6.046,74.000,-
'172:21:29.856',-,0.072,-,-,74.000,-
'172:21:29.864',-,0.104,-,-,74.000,-
'172:21:29.872',-,0.144,-,-,75.000,-
'172:21:29.880',-,0.144,-,-,76.000,-
'172:21:29.888',-,0.120,-,-6.046,78.000,-
'172:21:29.896',-,0.120,-,-5.943,81.000,-
'172:21:29.904',-,0.144,-,-5.897,84.000,-
'172:21:29.912',-,0.176,-,-5.759,87.000,-
'172:21:29.920',-,0.160,-,-5.667,90.000,-
'172:21:29.928',-,0.160,-,-5.517,93.000,-
'172:21:29.936',-,0.192,-,-5.379,96.000,-
'172:21:29.944',-,0.192,-,-5.184,98.000,-
'172:21:29.952',-,0.144,-,-5.046,100.000,-
'172:21:29.960',-,0.160,-,-4.897,103.000,-
'172:21:29.968',-,0.176,-,-4.759,104.000,-
'172:21:29.976',-,0.136,-,-4.609,106.000,-
'172:21:29.984',-,0.120,-,-4.517,108.000,-
'172:21:29.992',-,0.120,-,-4.471,109.000,-
'172:21:30.000',-,0.088,-,-4.471,110.000,-
'172:21:30.008',-,0.072,-,-4.471,110.000,-
'172:21:30.016',-,0.104,-,-4.471,111.000,-
'172:21:30.024',-,0.104,-,-4.517,110.000,-
'172:21:30.032',-,0.160,-,-4.517,110.000,-
'172:21:30.040',-,0.280,-,-4.563,109.000,-
'172:21:30.048',-,0.280,-,-4.563,108.000,-
'172:21:30.056',-,0.120,-,-4.609,106.000,-
'172:21:30.064',-,0.088,-,-4.609,104.000,-
'172:21:30.072',-,0.144,-,-4.609,102.000,-
'172:21:30.080',-,0.176,-,-4.667,99.000,-
'172:21:30.088',-,0.024,-,-4.667,97.000,-
'172:21:30.096',-,0.000,-,-4.713,94.000,-
'172:21:30.104',-,0.040,-,-4.713,93.000,-
'172:21:30.112',-,0.008,-,-4.759,92.000,-
'172:21:30.120',-,0.008,-,-4.759,91.000,-
'172:21:30.128',-,-0.040,-,-4.805,90.000,-
'172:21:30.136',-,-0.104,-,-4.851,88.000,-
'172:21:30.144',-,-0.056,-,-4.897,88.000,-
'172:21:30.152',-,0.008,-,-5.046,88.000,-
'172:21:30.160',-,0.056,-,-5.184,87.000,-
'172:21:30.168',-,0.088,-,-5.379,87.000,-
'172:21:30.176',-,0.104,-,-5.609,87.000,-
'172:21:30.184',-,0.144,-,-5.897,87.000,-
'172:21:30.192',-,0.160,-,-,87.000,-
'172:21:30.200',-,0.176,-,-,88.000,-
'172:21:30.208',-,0.176,-,-,88.000,-
'172:21:30.216',-,0.144,-,-,88.000,-
'172:21:30.224',-,0.136,-,-,88.000,-
'172:21:30.232',-,0.136,-,-,88.000,-
'172:21:30.240',-,0.104,-,-,88.000,-
'172:21:30.248',-,0.056,-,-,88.000,-
'172:21:30.256',-,0.040,-,-,88.000,-
'172:21:30.264',-,0.024,-,-,88.000,-
'172:21:30.272',-,0.088,-,-,88.000,-
'172:21:30.280',-,0.136,-,-,88.000,-
'172:21:30.288',-,0.056,-,-,87.000,-
'172:21:30.296',-,0.040,-,-,86.000,-
'172:21:30.304',-,0.144,-,-,85.000,-
'172:21:30.312',-,0.224,-,-,84.000,-
'172:21:30.320',-,0.256,-,-,84.000,-
'172:21:30.328',-,0.136,-,-,82.000,-
'172:21:30.336',-,-0.136,-,-5.667,82.000,-
'172:21:30.344',-,-0.360,-,-5.184,81.000,-
'172:21:30.352',-,-0.392,-,-4.667,80.000,-
'172:21:30.360',-,-0.296,-,-4.230,79.000,-
'172:21:30.368',-,-0.272,-,-3.851,78.000,-
'172:21:30.376',-,-0.272,-,-3.609,76.000,-
'172:21:30.384',-,-0.256,-,-3.471,75.000,-
'172:21:30.392',-,-0.224,-,-3.425,74.000,-
'172:21:30.400',-,-0.144,-,-3.517,74.000,-
'172:21:30.408',-,-0.072,-,-3.713,73.000,-
'172:21:30.416',-,-0.008,-,-4.000,73.000,-
'172:21:30.424',-,0.024,-,-4.333,72.000,-
'172:21:30.432',-,0.040,-,-4.713,72.000,-
'172:21:30.440',-,0.072,-,-5.046,72.000,-
'172:21:30.448',-,0.144,-,-5.333,70.000,-
'172:21:30.456',-,0.224,-,-5.563,70.000,-
'172:21:30.464',-,0.240,-,-5.759,70.000,-
'172:21:30.472',-,0.056,-,-5.805,70.000,-
'172:21:30.480',-,0.008,-,-5.759,70.000,-
'172:21:30.488',-,0.072,-,-5.609,70.000,-
'172:21:30.496',-,0.176,-,-5.425,72.000,-
'172:21:30.504',-,0.280,-,-5.184,72.000,-
'172:21:30.512',-,0.280,-,-4.851,74.000,-
'172:21:30.520',-,0.176,-,-4.517,75.000,-
'172:21:30.528',-,0.144,-,-4.138,78.000,-
'172:21:30.536',-,0.160,-,-3.759,81.000,-
'172:21:30.544',-,0.136,-,-3.425,85.000,-
'172:21:30.552',-,0.120,-,-3.046,88.000,-
'172:21:30.560',-,0.072,-,-2.713,91.000,-
'172:21:30.568',-,0.024,-,-2.517,94.000,-
'172:21:30.576',-,0.000,-,-2.333,98.000,-
'172:21:30.584',-,0.072,-,-2.230,102.000,-
'172:21:30.592',-,0.136,-,-2.276,104.000,-
'172:21:30.600',-,0.072,-,-2.425,106.000,-
'172:21:30.608',-,0.008,-,-2.759,109.000,-
'172:21:30.616',-,0.040,-,-3.138,111.000,-
'172:21:30.624',-,0.088,-,-3.609,112.000,-
'172:21:30.632',-,0.088,-,-4.138,115.000,-
'172:21:30.640',-,0.088,-,-4.713,116.000,-
'172:21:30.648',-,0.072,-,-5.333,116.000,-
'172:21:30.656',-,0.056,-,-5.897,116.000,-
'172:21:30.664',-,0.040,-,-,116.000,-
'172:21:30.672',-,0.024,-,-,115.000,-
'172:21:30.680',-,0.008,-,-,114.000,-
'172:21:30.688',-,0.008,-,-,111.000,-
'172:21:30.696',-,0.040,-,-,110.000,-
'172:21:30.704',-,0.088,-,-,108.000,-
'172:21:30.712',-,0.176,-,-,105.000,-
'172:21:30.720',-,0.192,-,-6.046,102.000,-
'172:21:30.728',-,0.144,-,-5.667,99.000,-
'172:21:30.736',-,0.088,-,-5.230,96.000,-
'172:21:30.744',-,0.072,-,-4.759,93.000,-
'172:21:30.752',-,0.040,-,-4.276,91.000,-
'172:21:30.760',-,-0.008,-,-3.805,90.000,-
'172:21:30.768',-,-0.024,-,-3.425,87.000,-
'172:21:30.776',-,0.000,-,-3.046,86.000,-
'172:21:30.784',-,-0.024,-,-2.713,84.000,-
'172:21:30.792',-,-0.056,-,-2.425,82.000,-
'172:21:30.800',-,-0.072,-,-2.184,81.000,-
'172:21:30.808',-,-0.072,-,-2.000,81.000,-
'172:21:30.816',-,-0.056,-,-1.897,80.000,-
'172:21:30.824',-,-0.104,-,-1.943,80.000,-
'172:21:30.832',-,-0.040,-,-2.092,80.000,-
'172:21:30.840',-,0.008,-,-2.333,79.000,-
'172:21:30.848',-,0.040,-,-2.667,79.000,-
'172:21:30.856',-,0.024,-,-3.092,79.000,-
'172:21:30.864',-,0.000,-,-3.563,79.000,-
'172:21:30.872',-,-0.024,-,-4.184,78.000,-
'172:21:30.880',-,-0.024,-,-4.759,78.000,-
'172:21:30.888',-,-0.040,-,-5.230,78.000,-
'172:21:30.896',-,-0.040,-,-5.667,78.000,-
'172:21:30.904',-,-0.040,-,-6.046,78.000,-
'172:21:30.912',-,-0.024,-,-,76.000,-
'172:21:30.920',-,-0.024,-,-,76.000,-
'172:21:30.928',-,-0.008,-,-,76.000,-
'172:21:30.936',-,0.000,-,-,76.000,-
'172:21:30.944',-,0.056,-,-,76.000,-
'172:21:30.952',-,0.192,-,-5.805,75.000,-
'172:21:30.960',-,0.312,-,-5.471,75.000,-
'172:21:30.968',-,0.328,-,-5.046,74.000,-
'172:21:30.976',-,0.000,-,-4.609,74.000,-
'172:21:30.984',-,-0.256,-,-4.138,73.000,-
'172:21:30.992',-,-0.280,-,-3.713,73.000,-
'172:21:31.000',-,-0.160,-,-3.230,73.000,-
'172:21:31.008',-,-0.240,-,-2.805,72.000,-
'172:21:31.016',-,-0.344,-,-2.425,72.000,-
'172:21:31.024',-,-0.296,-,-2.000,70.000,-
'172:21:31.032',-,-0.280,-,-1.609,70.000,-
'172:21:31.040',-,-0.344,-,-1.276,69.000,-
'172:21:31.048',-,-0.344,-,-1.000,69.000,-
'172:21:31.056',-,-0.240,-,-0.759,68.000,-
'172:21:31.064',-,-0.136,-,-0.517,68.000,-
'172:21:31.072',-,-0.072,-,-0.425,68.000,-
'172:21:31.080',-,-0.040,-,-0.425,68.000,-
'172:21:31.088',-,-0.024,-,-0.609,68.000,-
'172:21:31.096',-,-0.008,-,-0.897,67.000,-
'172:21:31.104',-,-0.008,-,-1.276,67.000,-
'172:21:31.112',-,0.000,-,-1.759,67.000,-
'172:21:31.120',-,0.008,-,-2.276,66.000,-
'172:21:31.128',-,0.024,-,-2.897,67.000,-
'172:21:31.136',-,0.040,-,-3.517,67.000,-
'172:21:31.144',-,0.056,-,-4.000,68.000,-
'172:21:31.152',-,0.072,-,-4.425,70.000,-
'172:21:31.160',-,0.072,-,-4.759,73.000,-
'172:21:31.168',-,0.088,-,-5.000,75.000,-
'172:21:31.176',-,0.104,-,-5.092,79.000,-
'172:21:31.184',-,0.120,-,-5.046,81.000,-
'172:21:31.192',-,0.136,-,-4.897,85.000,-
'172:21:31.200',-,0.176,-,-4.667,88.000,-
'172:21:31.208',-,0.240,-,-4.333,92.000,-
'172:21:31.216',-,0.256,-,-3.943,96.000,-
'172:21:31.224',-,0.192,-,-3.471,98.000,-
'172:21:31.232',-,0.120,-,-2.943,102.000,-
'172:21:31.240',-,0.088,-,-2.471,104.000,-
'172:21:31.248',-,0.136,-,-2.000,106.000,-
'172:21:31.256',-,0.072,-,-1.471,108.000,-
'172:21:31.264',-,-0.120,-,-1.000,109.000,-
'172:21:31.272',-,-0.176,-,-0.563,110.000,-
'172:21:31.280',-,-0.136,-,-0.184,111.000,-
'172:21:31.288',-,-0.104,-,0.138,111.000,-
'172:21:31.296',-,-0.104,-,0.425,111.000,-
'172:21:31.304',-,-0.104,-,0.563,110.000,-
'172:21:31.312',-,-0.120,-,0.609,109.000,-
'172:21:31.320',-,-0.088,-,0.563,108.000,-
'172:21:31.328',-,-0.072,-,0.425,105.000,-
'172:21:31.336',-,-0.056,-,0.138,103.000,-
'172:21:31.344',-,-0.056,-,-0.230,100.000,-
'172:21:31.352',-,-0.056,-,-0.759,98.000,-
'172:21:31.360',-,-0.040,-,-1.276,96.000,-
'172:21:31.368',-,-0.040,-,-1.805,93.000,-
'172:21:31.376',-,-0.040,-,-2.333,91.000,-
'172:21:31.384',-,-0.040,-,-2.851,88.000,-
'172:21:31.392',-,-0.040,-,-3.333,86.000,-
'172:21:31.400',-,-0.040,-,-3.667,85.000,-
'172:21:31.408',-,-0.024,-,-3.851,82.000,-
