'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'47:46:01.368',-0.056,-,-,-0.032,-,-
'47:46:01.376',-0.056,-,-,-0.032,-,-
'47:46:01.384',-0.064,-,-,-0.040,-,-
'47:46:01.392',-0.064,-,-,-0.040,-,-
'47:46:01.400',-0.048,-,-,-0.056,-,-
'47:46:01.408',0.024,-,-,-0.072,-,-
'47:46:01.416',0.216,-,-,-0.096,-,-
'47:46:01.424',0.520,-,-,-0.040,-,-
'47:46:01.432',0.768,-,-,0.144,-,-
'47:46:01.440',0.800,-,-,0.344,-,-
'47:46:01.448',0.560,-,-,0.400,-,-
'47:46:01.456',0.352,-,-,0.336,-,-
'47:46:01.464',0.168,-,-,0.216,-,-
'47:46:01.472',0.032,-,-,0.104,-,-
'47:46:01.480',-0.072,-,-,0.016,-,-
'47:46:01.488',-0.128,-,-,-0.040,-,-
'47:46:01.496',-0.136,-,-,-0.048,-,-
'47:46:01.504',-0.136,-,-,-0.048,-,-
'47:46:01.512',-0.136,-,-,-0.048,-,-
'47:46:01.520',-0.136,-,-,-0.056,-,-
'47:46:01.528',-0.136,-,-,-0.048,-,-
'47:46:01.536',-0.136,-,-,-0.048,-,-
'47:46:01.544',-0.136,-,-,-0.048,-,-
'47:46:01.552',-0.128,-,-,-0.048,-,-
'47:46:01.560',-0.128,-,-,-0.048,-,-
'47:46:01.568',-0.120,-,-,-0.040,-,-
'47:46:01.576',-0.120,-,-,-0.040,-,-
'47:46:01.584',-0.120,-,-,-0.040,-,-
'47:46:01.592',-0.120,-,-,-0.040,-,-
'47:46:01.600',-0.120,-,-,-0.040,-,-
'47:46:01.608',-0.120,-,-,-0.048,-,-
'47:46:01.616',-0.120,-,-,-0.048,-,-
'47:46:01.624',-0.120,-,-,-0.048,-,-
'47:46:01.632',-0.120,-,-,-0.048,-,-
'47:46:01.640',-0.120,-,-,-0.048,-,-
'47:46:01.648',-0.120,-,-,-0.056,-,-
'47:46:01.656',-0.120,-,-,-0.056,-,-
'47:46:01.664',-0.120,-,-,-0.064,-,-
'47:46:01.672',-0.120,-,-,-0.064,-,-
'47:46:01.680',-0.120,-,-,-0.064,-,-
'47:46:01.688',-0.104,-,-,-0.064,-,-
'47:46:01.696',-0.096,-,-,-0.064,-,-
'47:46:01.704',-0.080,-,-,-0.056,-,-
'47:46:01.712',-0.056,-,-,-0.048,-,-
'47:46:01.720',-0.040,-,-,-0.032,-,-
'47:46:01.728',-0.016,-,-,-0.016,-,-
'47:46:01.736',-0.008,-,-,0.000,-,-
'47:46:01.744',0.000,-,-,0.000,-,-
'47:46:01.752',0.000,-,-,0.000,-,-
'47:46:01.760',0.000,-,-,0.000,-,-
'47:46:01.768',-0.008,-,-,0.000,-,-
'47:46:01.776',-0.008,-,-,0.008,-,-
'47:46:01.784',-0.008,-,-,0.008,-,-
'47:46:01.792',-0.008,-,-,0.008,-,-
'47:46:01.800',-0.008,-,-,0.000,-,-
'47:46:01.808',-0.008,-,-,0.000,-,-
'47:46:01.816',-0.008,-,-,0.000,-,-
'47:46:01.824',-0.008,-,-,0.000,-,-
'47:46:01.832',-0.008,-,-,0.000,-,-
'47:46:01.840',-0.008,-,-,0.000,-,-
'47:46:01.848',-0.008,-,-,0.000,-,-
'47:46:01.856',-0.008,-,-,0.000,-,-
'47:46:01.864',-0.008,-,-,-0.008,-,-
'47:46:01.872',-0.008,-,-,-0.008,-,-
'47:46:01.880',-0.008,-,-,-0.008,-,-
'47:46:01.888',-0.008,-,-,-0.008,-,-
'47:46:01.896',0.000,-,-,-0.008,-,-
'47:46:01.904',-0.008,-,-,-0.008,-,-
'47:46:01.912',-0.008,-,-,-0.008,-,-
'47:46:01.920',0.000,-,-,-0.008,-,-
'47:46:01.928',0.000,-,-,-0.008,-,-
'47:46:01.936',0.000,-,-,-0.008,-,-
'47:46:01.944',0.000,-,-,-0.008,-,-
'47:46:01.952',0.000,-,-,-0.008,-,-
'47:46:01.960',0.000,-,-,-0.008,-,-
'47:46:01.968',0.000,-,-,-0.008,-,-
'47:46:01.976',-0.008,-,-,-0.016,-,-
'47:46:01.984',0.000,-,-,-0.008,-,-
'47:46:01.992',0.000,-,-,-0.008,-,-
'47:46:02.000',-0.008,-,-,-0.008,-,-
'47:46:02.008',0.000,-,-,-0.008,-,-
'47:46:02.016',0.000,-,-,0.000,-,-
'47:46:02.024',0.008,-,-,0.000,-,-
'47:46:02.032',0.016,-,-,0.008,-,-
'47:46:02.040',0.040,-,-,0.024,-,-
'47:46:02.048',0.056,-,-,0.032,-,-
'47:46:02.056',0.072,-,-,0.040,-,-
'47:46:02.064',0.088,-,-,0.056,-,-
'47:46:02.072',0.096,-,-,0.064,-,-
'47:46:02.080',0.088,-,-,0.056,-,-
'47:46:02.088',0.056,-,-,0.024,-,-
'47:46:02.096',0.032,-,-,0.008,-,-
'47:46:02.104',0.016,-,-,-0.008,-,-
'47:46:02.112',-0.008,-,-,-0.024,-,-
'47:46:02.120',-0.040,-,-,-0.032,-,-
'47:46:02.128',-0.056,-,-,-0.040,-,-
'47:46:02.136',-0.064,-,-,-0.048,-,-
'47:46:02.144',-0.064,-,-,-0.048,-,-
'47:46:02.152',-0.064,-,-,-0.048,-,-
'47:46:02.160',-0.064,-,-,-0.056,-,-
'47:46:02.168',-0.064,-,-,-0.056,-,-
'47:46:02.176',-0.064,-,-,-0.056,-,-
'47:46:02.184',-0.064,-,-,-0.056,-,-
'47:46:02.192',-0.064,-,-,-0.056,-,-
'47:46:02.200',-0.064,-,-,-0.048,-,-
'47:46:02.208',-0.072,-,-,-0.040,-,-
'47:46:02.216',-0.088,-,-,-0.040,-,-
'47:46:02.224',-0.072,-,-,-0.080,-,-
'47:46:02.232',0.000,-,-,-0.168,-,-
'47:46:02.240',0.096,-,-,-0.296,-,-
'47:46:02.248',0.184,-,-,-0.376,-,-
'47:46:02.256',0.240,-,-,-0.296,-,-
'47:46:02.264',0.176,-,-,-0.152,-,-
'47:46:02.272',0.024,-,-,-0.088,-,-
'47:46:02.280',-0.032,-,-,-0.048,-,-
'47:46:02.288',-0.008,-,-,0.016,-,-
'47:46:02.296',-0.024,-,-,0.032,-,-
'47:46:02.304',-0.056,-,-,0.016,-,-
'47:46:02.312',-0.056,-,-,0.016,-,-
'47:46:02.320',-0.056,-,-,0.024,-,-
'47:46:02.328',-0.048,-,-,0.024,-,-
'47:46:02.336',-0.040,-,-,0.024,-,-
'47:46:02.344',-0.040,-,-,0.024,-,-
'47:46:02.352',-0.040,-,-,0.032,-,-
'47:46:02.360',-0.032,-,-,0.032,-,-
'47:46:02.368',-0.024,-,-,0.032,-,-
'47:46:02.376',-0.024,-,-,0.032,-,-
'47:46:02.384',-0.024,-,-,0.040,-,-
'47:46:02.392',-0.016,-,-,0.040,-,-
'47:46:02.400',-0.016,-,-,0.048,-,-
'47:46:02.408',-0.008,-,-,0.048,-,-
'47:46:02.416',-0.008,-,-,0.056,-,-
'47:46:02.424',0.000,-,-,0.056,-,-
'47:46:02.432',0.008,-,-,0.064,-,-
'47:46:02.440',0.008,-,-,0.072,-,-
'47:46:02.448',0.016,-,-,0.072,-,-
'47:46:02.456',0.032,-,-,0.088,-,-
'47:46:02.464',0.048,-,-,0.096,-,-
'47:46:02.472',0.064,-,-,0.112,-,-
'47:46:02.480',0.080,-,-,0.128,-,-
'47:46:02.488',0.096,-,-,0.152,-,-
'47:46:02.496',0.120,-,-,0.168,-,-
'47:46:02.504',0.136,-,-,0.176,-,-
'47:46:02.512',0.144,-,-,0.176,-,-
'47:46:02.520',0.144,-,-,0.168,-,-
'47:46:02.528',0.136,-,-,0.152,-,-
'47:46:02.536',0.112,-,-,0.128,-,-
'47:46:02.544',0.088,-,-,0.096,-,-
'47:46:02.552',0.064,-,-,0.064,-,-
'47:46:02.560',0.040,-,-,0.040,-,-
'47:46:02.568',0.016,-,-,0.016,-,-
'47:46:02.576',0.000,-,-,0.000,-,-
'47:46:02.584',-0.016,-,-,-0.008,-,-
'47:46:02.592',-0.024,-,-,-0.016,-,-
'47:46:02.600',-0.032,-,-,-0.016,-,-
'47:46:02.608',-0.040,-,-,-0.024,-,-
'47:46:02.616',-0.040,-,-,-0.024,-,-
'47:46:02.624',-0.040,-,-,-0.024,-,-
'47:46:02.632',-0.040,-,-,-0.024,-,-
'47:46:02.640',-0.040,-,-,-0.024,-,-
'47:46:02.648',-0.040,-,-,-0.024,-,-
'47:46:02.656',-0.040,-,-,-0.024,-,-
'47:46:02.664',-0.032,-,-,-0.032,-,-
'47:46:02.672',-0.048,-,-,-0.072,-,-
'47:46:02.680',-0.080,-,-,-0.160,-,-
'47:46:02.688',-0.144,-,-,-0.280,-,-
'47:46:02.696',-0.256,-,-,-0.464,-,-
'47:46:02.704',-0.424,-,-,-0.672,-,-
'47:46:02.712',-0.576,-,-,-0.824,-,-
'47:46:02.720',-0.656,-,-,-0.840,-,-
'47:46:02.728',-0.736,-,-,-0.736,-,-
'47:46:02.736',-0.784,-,-,-0.624,-,-
'47:46:02.744',-0.704,-,-,-0.496,-,-
'47:46:02.752',-0.536,-,-,-0.328,-,-
'47:46:02.760',-0.408,-,-,-0.200,-,-
'47:46:02.768',-0.376,-,-,-0.160,-,-
'47:46:02.776',-0.344,-,-,-0.152,-,-
'47:46:02.784',-0.240,-,-,-0.112,-,-
'47:46:02.792',-0.088,-,-,-0.016,-,-
'47:46:02.800',0.048,-,-,0.080,-,-
'47:46:02.808',0.144,-,-,0.152,-,-
'47:46:02.816',0.184,-,-,0.192,-,-
'47:46:02.824',0.192,-,-,0.208,-,-
'47:46:02.832',0.208,-,-,0.216,-,-
'47:46:02.840',0.216,-,-,0.224,-,-
'47:46:02.848',0.232,-,-,0.232,-,-
'47:46:02.856',0.248,-,-,0.256,-,-
'47:46:02.864',0.280,-,-,0.280,-,-
'47:46:02.872',0.312,-,-,0.304,-,-
'47:46:02.880',0.344,-,-,0.328,-,-
'47:46:02.888',0.368,-,-,0.352,-,-
'47:46:02.896',0.416,-,-,0.376,-,-
'47:46:02.904',0.456,-,-,0.408,-,-
'47:46:02.912',0.496,-,-,0.424,-,-
'47:46:02.920',0.512,-,-,0.432,-,-
'47:46:02.928',0.520,-,-,0.432,-,-
'47:46:02.936',0.544,-,-,0.440,-,-
'47:46:02.944',0.544,-,-,0.440,-,-
'47:46:02.952',0.536,-,-,0.432,-,-
'47:46:02.960',0.520,-,-,0.416,-,-
'47:46:02.968',0.496,-,-,0.384,-,-
'47:46:02.976',0.472,-,-,0.344,-,-
'47:46:02.984',0.432,-,-,0.304,-,-
'47:46:02.992',0.384,-,-,0.256,-,-
'47:46:03.000',0.320,-,-,0.208,-,-
'47:46:03.008',0.256,-,-,0.160,-,-
'47:46:03.016',0.184,-,-,0.112,-,-
'47:46:03.024',0.112,-,-,0.064,-,-
'47:46:03.032',0.048,-,-,0.032,-,-
'47:46:03.040',0.000,-,-,0.000,-,-
'47:46:03.048',-0.048,-,-,-0.024,-,-
'47:46:03.056',-0.072,-,-,-0.040,-,-
'47:46:03.064',-0.096,-,-,-0.056,-,-
'47:46:03.072',-0.104,-,-,-0.064,-,-
'47:46:03.080',-0.112,-,-,-0.072,-,-
'47:46:03.088',-0.120,-,-,-0.072,-,-
'47:46:03.096',-0.120,-,-,-0.072,-,-
'47:46:03.104',-0.120,-,-,-0.072,-,-
'47:46:03.112',-0.120,-,-,-0.072,-,-
'47:46:03.120',-0.120,-,-,-0.064,-,-
'47:46:03.128',-0.112,-,-,-0.064,-,-
'47:46:03.136',-0.112,-,-,-0.064,-,-
'47:46:03.144',-0.112,-,-,-0.064,-,-
'47:46:03.152',-0.104,-,-,-0.064,-,-
'47:46:03.160',-0.104,-,-,-0.064,-,-
'47:46:03.168',-0.096,-,-,-0.064,-,-
'47:46:03.176',-0.096,-,-,-0.064,-,-
'47:46:03.184',-0.088,-,-,-0.064,-,-
'47:46:03.192',-0.088,-,-,-0.064,-,-
'47:46:03.200',-0.088,-,-,-0.056,-,-
'47:46:03.208',-0.080,-,-,-0.056,-,-
'47:46:03.216',-0.080,-,-,-0.056,-,-
'47:46:03.224',-0.080,-,-,-0.048,-,-
'47:46:03.232',-0.072,-,-,-0.048,-,-
'47:46:03.240',-0.072,-,-,-0.048,-,-
'47:46:03.248',-0.064,-,-,-0.040,-,-
'47:46:03.256',-0.064,-,-,-0.040,-,-
'47:46:03.264',-0.064,-,-,-0.032,-,-
'47:46:03.272',-0.056,-,-,-0.032,-,-
'47:46:03.280',-0.056,-,-,-0.032,-,-
'47:46:03.288',-0.056,-,-,-0.024,-,-
'47:46:03.296',-0.048,-,-,-0.024,-,-
'47:46:03.304',-0.048,-,-,-0.024,-,-
'47:46:03.312',-0.048,-,-,-0.024,-,-
'47:46:03.320',-0.040,-,-,-0.024,-,-
'47:46:03.328',-0.040,-,-,-0.024,-,-
'47:46:03.336',-0.040,-,-,-0.024,-,-
'47:46:03.344',-0.040,-,-,-0.024,-,-
'47:46:03.352',-0.040,-,-,-0.016,-,-
'47:46:03.360',-0.040,-,-,-0.016,-,-
'47:46:03.368',-0.040,-,-,-0.024,-,-
'47:46:03.376',-0.032,-,-,-0.016,-,-
'47:46:03.384',-0.032,-,-,-0.016,-,-
'47:46:03.392',-0.032,-,-,-0.016,-,-
'47:46:03.400',-0.032,-,-,-0.016,-,-
'47:46:03.408',-0.024,-,-,-0.016,-,-
'47:46:03.416',-0.024,-,-,-0.016,-,-
'47:46:03.424',-0.024,-,-,-0.008,-,-
'47:46:03.432',-0.016,-,-,-0.008,-,-
'47:46:03.440',-0.024,-,-,-0.008,-,-
'47:46:03.448',-0.016,-,-,-0.016,-,-
'47:46:03.456',-0.016,-,-,-0.008,-,-
'47:46:03.464',-0.008,-,-,0.000,-,-
'47:46:03.472',-0.016,-,-,-0.008,-,-
'47:46:03.480',-0.016,-,-,-0.016,-,-
'47:46:03.488',-0.016,-,-,-0.008,-,-
'47:46:03.496',-0.016,-,-,-0.008,-,-
'47:46:03.504',-0.016,-,-,-0.008,-,-
'47:46:03.512',-0.024,-,-,-0.008,-,-
'47:46:03.520',-0.016,-,-,-0.008,-,-
'47:46:03.528',-0.016,-,-,-0.008,-,-
'47:46:03.536',-0.016,-,-,-0.008,-,-
'47:46:03.544',-0.008,-,-,-0.008,-,-
'47:46:03.552',-0.008,-,-,0.000,-,-
'47:46:03.560',-0.008,-,-,-0.008,-,-
'47:46:03.568',-0.016,-,-,-0.008,-,-
'47:46:03.576',-0.016,-,-,-0.008,-,-
'47:46:03.584',-0.016,-,-,-0.008,-,-
'47:46:03.592',-0.008,-,-,-0.008,-,-
'47:46:03.600',-0.008,-,-,0.000,-,-
'47:46:03.608',-0.008,-,-,0.000,-,-
'47:46:03.616',0.000,-,-,0.000,-,-
'47:46:03.624',-0.008,-,-,-0.008,-,-
'47:46:03.632',-0.008,-,-,-0.008,-,-
'47:46:03.640',-0.016,-,-,-0.008,-,-
'47:46:03.648',-0.008,-,-,-0.008,-,-
'47:46:03.656',-0.008,-,-,-0.008,-,-
'47:46:03.664',-0.008,-,-,-0.008,-,-
'47:46:03.672',0.000,-,-,0.000,-,-
'47:46:03.680',0.000,-,-,0.000,-,-
'47:46:03.688',0.000,-,-,0.000,-,-
'47:46:03.696',0.000,-,-,0.000,-,-
'47:46:03.704',0.008,-,-,0.008,-,-
'47:46:03.712',0.024,-,-,0.024,-,-
'47:46:03.720',0.040,-,-,0.040,-,-
'47:46:03.728',0.056,-,-,0.040,-,-
'47:46:03.736',0.072,-,-,0.056,-,-
'47:46:03.744',0.088,-,-,0.064,-,-
'47:46:03.752',0.104,-,-,0.072,-,-
'47:46:03.760',0.096,-,-,0.064,-,-
'47:46:03.768',0.064,-,-,0.040,-,-
'47:46:03.776',0.024,-,-,0.016,-,-
'47:46:03.784',0.000,-,-,-0.016,-,-
'47:46:03.792',-0.016,-,-,-0.080,-,-
'47:46:03.800',-0.008,-,-,-0.200,-,-
'47:46:03.808',0.000,-,-,-0.336,-,-
'47:46:03.816',-0.008,-,-,-0.416,-,-
'47:46:03.824',-0.008,-,-,-0.352,-,-
'47:46:03.832',-0.024,-,-,-0.200,-,-
'47:46:03.840',-0.056,-,-,-0.056,-,-
'47:46:03.848',-0.096,-,-,0.008,-,-
'47:46:03.856',-0.176,-,-,-0.016,-,-
'47:46:03.864',-0.224,-,-,-0.080,-,-
'47:46:03.872',-0.176,-,-,-0.096,-,-
'47:46:03.880',-0.096,-,-,-0.024,-,-
'47:46:03.888',-0.072,-,-,0.000,-,-
'47:46:03.896',-0.064,-,-,0.000,-,-
'47:46:03.904',-0.064,-,-,0.000,-,-
'47:46:03.912',-0.056,-,-,0.008,-,-
'47:46:03.920',-0.048,-,-,0.008,-,-
'47:46:03.928',-0.040,-,-,0.008,-,-
'47:46:03.936',-0.032,-,-,0.016,-,-
'47:46:03.944',-0.032,-,-,0.016,-,-
'47:46:03.952',-0.024,-,-,0.024,-,-
'47:46:03.960',-0.024,-,-,0.024,-,-
'47:46:03.968',-0.024,-,-,0.024,-,-
'47:46:03.976',-0.016,-,-,0.032,-,-
'47:46:03.984',-0.008,-,-,0.040,-,-
'47:46:03.992',0.000,-,-,0.048,-,-
'47:46:04.000',0.008,-,-,0.056,-,-
'47:46:04.008',0.024,-,-,0.056,-,-
'47:46:04.016',0.032,-,-,0.064,-,-
'47:46:04.024',0.040,-,-,0.072,-,-
'47:46:04.032',0.048,-,-,0.080,-,-
'47:46:04.040',0.064,-,-,0.088,-,-
'47:46:04.048',0.088,-,-,0.104,-,-
'47:46:04.056',0.112,-,-,0.120,-,-
'47:46:04.064',0.136,-,-,0.136,-,-
'47:46:04.072',0.168,-,-,0.152,-,-
'47:46:04.080',0.184,-,-,0.168,-,-
'47:46:04.088',0.192,-,-,0.160,-,-
'47:46:04.096',0.184,-,-,0.144,-,-
'47:46:04.104',0.168,-,-,0.120,-,-
'47:46:04.112',0.144,-,-,0.096,-,-
'47:46:04.120',0.104,-,-,0.064,-,-
'47:46:04.128',0.072,-,-,0.040,-,-
'47:46:04.136',0.040,-,-,0.016,-,-
'47:46:04.144',0.016,-,-,0.008,-,-
'47:46:04.152',0.000,-,-,0.000,-,-
'47:46:04.160',-0.008,-,-,-0.008,-,-
'47:46:04.168',-0.016,-,-,-0.008,-,-
'47:46:04.176',-0.032,-,-,-0.016,-,-
'47:46:04.184',-0.032,-,-,-0.024,-,-
'47:46:04.192',-0.040,-,-,-0.016,-,-
'47:46:04.200',-0.032,-,-,-0.016,-,-
'47:46:04.208',-0.024,-,-,-0.016,-,-
'47:46:04.216',-0.016,-,-,-0.008,-,-
'47:46:04.224',-0.016,-,-,-0.008,-,-
'47:46:04.232',-0.016,-,-,-0.008,-,-
'47:46:04.240',-0.016,-,-,-0.008,-,-
'47:46:04.248',-0.024,-,-,-0.008,-,-
'47:46:04.256',-0.024,-,-,-0.008,-,-
'47:46:04.264',-0.016,-,-,-0.008,-,-
'47:46:04.272',-0.016,-,-,-0.008,-,-
'47:46:04.280',-0.016,-,-,-0.008,-,-
'47:46:04.288',-0.016,-,-,-0.008,-,-
'47:46:04.296',-0.016,-,-,-0.008,-,-
'47:46:04.304',-0.016,-,-,-0.008,-,-
'47:46:04.312',-0.008,-,-,0.000,-,-
'47:46:04.320',-0.008,-,-,0.000,-,-
'47:46:04.328',-0.008,-,-,0.000,-,-
'47:46:04.336',-0.008,-,-,0.000,-,-
'47:46:04.344',-0.016,-,-,0.000,-,-
'47:46:04.352',-0.016,-,-,0.000,-,-
'47:46:04.360',-0.008,-,-,0.000,-,-
'47:46:04.368',-0.016,-,-,0.000,-,-
'47:46:04.376',-0.016,-,-,-0.008,-,-
'47:46:04.384',-0.008,-,-,0.000,-,-
'47:46:04.392',-0.008,-,-,0.000,-,-
'47:46:04.400',-0.016,-,-,-0.008,-,-
'47:46:04.408',-0.016,-,-,-0.008,-,-
'47:46:04.416',-0.016,-,-,-0.008,-,-
'47:46:04.424',-0.024,-,-,-0.016,-,-
'47:46:04.432',-0.024,-,-,-0.016,-,-
'47:46:04.440',-0.024,-,-,-0.016,-,-
'47:46:04.448',-0.024,-,-,-0.016,-,-
'47:46:04.456',-0.024,-,-,-0.016,-,-
'47:46:04.464',-0.024,-,-,-0.016,-,-
'47:46:04.472',-0.024,-,-,-0.024,-,-
'47:46:04.480',-0.024,-,-,-0.024,-,-
'47:46:04.488',-0.032,-,-,-0.024,-,-
'47:46:04.496',-0.024,-,-,-0.024,-,-
'47:46:04.504',-0.024,-,-,-0.024,-,-
'47:46:04.512',-0.024,-,-,-0.024,-,-
'47:46:04.520',-0.032,-,-,-0.024,-,-
'47:46:04.528',-0.024,-,-,-0.024,-,-
'47:46:04.536',-0.024,-,-,-0.024,-,-
'47:46:04.544',-0.008,-,-,-0.016,-,-
'47:46:04.552',0.008,-,-,0.000,-,-
'47:46:04.560',0.024,-,-,0.008,-,-
'47:46:04.568',0.032,-,-,0.016,-,-
'47:46:04.576',0.048,-,-,0.024,-,-
'47:46:04.584',0.072,-,-,0.040,-,-
'47:46:04.592',0.080,-,-,0.040,-,-
'47:46:04.600',0.056,-,-,0.024,-,-
'47:46:04.608',0.032,-,-,0.000,-,-
'47:46:04.616',0.016,-,-,-0.016,-,-
'47:46:04.624',0.000,-,-,-0.032,-,-
'47:46:04.632',-0.032,-,-,-0.048,-,-
'47:46:04.640',-0.056,-,-,-0.056,-,-
'47:46:04.648',-0.064,-,-,-0.064,-,-
'47:46:04.656',-0.072,-,-,-0.064,-,-
'47:46:04.664',-0.080,-,-,-0.064,-,-
'47:46:04.672',-0.080,-,-,-0.064,-,-
'47:46:04.680',-0.080,-,-,-0.064,-,-
'47:46:04.688',-0.080,-,-,-0.064,-,-
'47:46:04.696',-0.080,-,-,-0.064,-,-
'47:46:04.704',-0.080,-,-,-0.064,-,-
'47:46:04.712',-0.080,-,-,-0.064,-,-
'47:46:04.720',-0.080,-,-,-0.064,-,-
'47:46:04.728',-0.080,-,-,-0.064,-,-
'47:46:04.736',-0.072,-,-,-0.064,-,-
'47:46:04.744',-0.056,-,-,-0.072,-,-
'47:46:04.752',0.008,-,-,-0.080,-,-
'47:46:04.760',0.184,-,-,-0.088,-,-
'47:46:04.768',0.480,-,-,-0.056,-,-
'47:46:04.776',0.752,-,-,0.088,-,-
'47:46:04.784',0.792,-,-,0.264,-,-
'47:46:04.792',0.584,-,-,0.344,-,-
'47:46:04.800',0.376,-,-,0.328,-,-
'47:46:04.808',0.200,-,-,0.232,-,-
'47:46:04.816',0.056,-,-,0.120,-,-
'47:46:04.824',-0.064,-,-,0.016,-,-
'47:46:04.832',-0.136,-,-,-0.048,-,-
'47:46:04.840',-0.160,-,-,-0.064,-,-
'47:46:04.848',-0.152,-,-,-0.064,-,-
'47:46:04.856',-0.152,-,-,-0.064,-,-
'47:46:04.864',-0.152,-,-,-0.064,-,-
'47:46:04.872',-0.144,-,-,-0.064,-,-
'47:46:04.880',-0.144,-,-,-0.064,-,-
'47:46:04.888',-0.144,-,-,-0.064,-,-
'47:46:04.896',-0.136,-,-,-0.056,-,-
'47:46:04.904',-0.136,-,-,-0.056,-,-
'47:46:04.912',-0.128,-,-,-0.056,-,-
'47:46:04.920',-0.128,-,-,-0.056,-,-
'47:46:04.928',-0.128,-,-,-0.056,-,-
'47:46:04.936',-0.120,-,-,-0.048,-,-
