'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP'
'24:36:32.168',-,-,-,-,-,0.339,139.200
'24:36:32.176',-,-,-,-,-,0.339,144.000
'24:36:32.184',-,-,-,-,-,0.290,146.400
'24:36:32.192',-,-,-,-,-,0.226,148.800
'24:36:32.200',-,-,-,-,-,0.226,148.800
'24:36:32.208',-,-,-,-,-,0.113,147.600
'24:36:32.216',-,-,-,-,-,0.048,146.400
'24:36:32.224',-,-,-,-,-,0.000,144.000
'24:36:32.232',-,-,-,-,-,0.000,141.600
'24:36:32.240',-,-,-,-,-,0.000,139.200
'24:36:32.248',-,-,-,-,-,-0.048,135.600
'24:36:32.256',-,-,-,-,-,0.000,133.200
'24:36:32.264',-,-,-,-,-,0.000,129.600
'24:36:32.272',-,-,-,-,-,0.000,124.800
'24:36:32.280',-,-,-,-,-,-0.048,121.200
'24:36:32.288',-,-,-,-,-,-0.113,116.400
'24:36:32.296',-,-,-,-,-,-0.048,112.800
'24:36:32.304',-,-,-,-,-,0.000,108.000
'24:36:32.312',-,-,-,-,-,0.000,104.400
'24:36:32.320',-,-,-,-,-,0.000,100.800
'24:36:32.328',-,-,-,-,-,0.000,98.400
'24:36:32.336',-,-,-,-,-,0.000,96.000
'24:36:32.344',-,-,-,-,-,0.000,94.800
'24:36:32.352',-,-,-,-,-,0.000,94.800
'24:36:32.360',-,-,-,-,-,0.000,94.800
'24:36:32.368',-,-,-,-,-,-0.113,94.800
'24:36:32.376',-,-,-,-,-,-0.113,94.800
'24:36:32.384',-,-,-,-,-,-0.161,96.000
'24:36:32.392',-,-,-,-,-,-0.113,96.000
'24:36:32.400',-,-,-,-,-,-0.161,97.200
'24:36:32.408',-,-,-,-,-,-0.113,97.200
'24:36:32.416',-,-,-,-,-,-0.113,97.200
'24:36:32.424',-,-,-,-,-,-0.113,97.200
'24:36:32.432',-,-,-,-,-,-0.161,97.200
'24:36:32.440',-,-,-,-,-,-0.161,97.200
'24:36:32.448',-,-,-,-,-,-0.161,97.200
'24:36:32.456',-,-,-,-,-,-0.161,97.200
'24:36:32.464',-,-,-,-,-,-0.161,97.200
'24:36:32.472',-,-,-,-,-,-0.113,97.200
'24:36:32.480',-,-,-,-,-,-0.161,96.000
'24:36:32.488',-,-,-,-,-,-0.645,96.000
'24:36:32.496',-,-,-,-,-,-1.290,94.800
'24:36:32.504',-,-,-,-,-,-2.048,94.800
'24:36:32.512',-,-,-,-,-,-2.048,93.600
'24:36:32.520',-,-,-,-,-,-1.290,92.400
'24:36:32.528',-,-,-,-,-,-1.048,91.200
'24:36:32.536',-,-,-,-,-,-0.758,91.200
'24:36:32.544',-,-,-,-,-,-0.290,90.000
'24:36:32.552',-,-,-,-,-,0.000,88.800
'24:36:32.560',-,-,-,-,-,0.000,87.600
'24:36:32.568',-,-,-,-,-,0.048,86.400
'24:36:32.576',-,-,-,-,-,0.113,86.400
'24:36:32.584',-,-,-,-,-,0.113,85.200
'24:36:32.592',-,-,-,-,-,0.113,85.200
'24:36:32.600',-,-,-,-,-,0.113,85.200
'24:36:32.608',-,-,-,-,-,0.113,85.200
'24:36:32.616',-,-,-,-,-,0.113,85.200
'24:36:32.624',-,-,-,-,-,0.113,86.400
'24:36:32.632',-,-,-,-,-,0.113,88.800
'24:36:32.640',-,-,-,-,-,0.113,91.200
'24:36:32.648',-,-,-,-,-,0.113,96.000
'24:36:32.656',-,-,-,-,-,0.226,102.000
'24:36:32.664',-,-,-,-,-,0.226,108.000
'24:36:32.672',-,-,-,-,-,0.226,114.000
'24:36:32.680',-,-,-,-,-,0.290,121.200
'24:36:32.688',-,-,-,-,-,0.339,128.400
'24:36:32.696',-,-,-,-,-,0.226,135.600
'24:36:32.704',-,-,-,-,-,0.226,141.600
'24:36:32.712',-,-,-,-,-,0.339,147.600
'24:36:32.720',-,-,-,-,-,0.290,151.200
'24:36:32.728',-,-,-,-,-,0.339,154.800
'24:36:32.736',-,-,-,-,-,0.161,156.000
'24:36:32.744',-,-,-,-,-,0.161,156.000
'24:36:32.752',-,-,-,-,-,0.113,156.000
'24:36:32.760',-,-,-,-,-,0.048,154.800
'24:36:32.768',-,-,-,-,-,0.000,152.400
'24:36:32.776',-,-,-,-,-,0.048,150.000
'24:36:32.784',-,-,-,-,-,-0.161,146.400
'24:36:32.792',-,-,-,-,-,-0.113,144.000
'24:36:32.800',-,-,-,-,-,-0.113,140.400
'24:36:32.808',-,-,-,-,-,0.000,138.000
'24:36:32.816',-,-,-,-,-,-0.048,133.200
'24:36:32.824',-,-,-,-,-,-0.113,129.600
'24:36:32.832',-,-,-,-,-,-0.113,124.800
'24:36:32.840',-,-,-,-,-,-0.113,121.200
'24:36:32.848',-,-,-,-,-,-0.161,116.400
'24:36:32.856',-,-,-,-,-,-0.048,114.000
'24:36:32.864',-,-,-,-,-,0.000,110.400
'24:36:32.872',-,-,-,-,-,0.000,108.000
'24:36:32.880',-,-,-,-,-,0.000,105.600
'24:36:32.888',-,-,-,-,-,0.000,104.400
'24:36:32.896',-,-,-,-,-,0.048,103.200
'24:36:32.904',-,-,-,-,-,0.113,103.200
'24:36:32.912',-,-,-,-,-,-0.048,103.200
'24:36:32.920',-,-,-,-,-,-0.161,104.400
'24:36:32.928',-,-,-,-,-,-0.113,104.400
'24:36:32.936',-,-,-,-,-,-0.113,105.600
'24:36:32.944',-,-,-,-,-,-0.113,105.600
'24:36:32.952',-,-,-,-,-,-0.113,105.600
'24:36:32.960',-,-,-,-,-,-0.113,105.600
'24:36:32.968',-,-,-,-,-,-0.161,105.600
'24:36:32.976',-,-,-,-,-,-0.161,105.600
'24:36:32.984',-,-,-,-,-,-0.113,105.600
'24:36:32.992',-,-,-,-,-,-0.161,105.600
'24:36:33.000',-,-,-,-,-,-0.113,105.600
'24:36:33.008',-,-,-,-,-,-0.226,104.400
'24:36:33.016',-,-,-,-,-,-0.113,103.200
'24:36:33.024',-,-,-,-,-,-0.113,102.000
'24:36:33.032',-,-,-,-,-,-1.161,100.800
'24:36:33.040',-,-,-,-,-,-2.048,99.600
'24:36:33.048',-,-,-,-,-,-2.161,98.400
'24:36:33.056',-,-,-,-,-,-1.516,97.200
'24:36:33.064',-,-,-,-,-,-1.161,96.000
'24:36:33.072',-,-,-,-,-,-0.935,94.800
'24:36:33.080',-,-,-,-,-,-0.403,92.400
'24:36:33.088',-,-,-,-,-,-0.048,91.200
'24:36:33.096',-,-,-,-,-,0.048,90.000
'24:36:33.104',-,-,-,-,-,0.161,90.000
'24:36:33.112',-,-,-,-,-,0.113,90.000
'24:36:33.120',-,-,-,-,-,0.161,88.800
'24:36:33.128',-,-,-,-,-,0.113,88.800
'24:36:33.136',-,-,-,-,-,0.000,88.800
'24:36:33.144',-,-,-,-,-,0.161,90.000
'24:36:33.152',-,-,-,-,-,0.226,90.000
'24:36:33.160',-,-,-,-,-,0.000,90.000
'24:36:33.168',-,-,-,-,-,0.000,91.200
'24:36:33.176',-,-,-,-,-,0.113,92.400
'24:36:33.184',-,-,-,-,-,0.161,94.800
'24:36:33.192',-,-,-,-,-,0.048,97.200
'24:36:33.200',-,-,-,-,-,0.000,102.000
'24:36:33.208',-,-,-,-,-,0.226,108.000
'24:36:33.216',-,-,-,-,-,0.226,115.200
'24:36:33.224',-,-,-,-,-,0.290,121.200
'24:36:33.232',-,-,-,-,-,0.226,128.400
'24:36:33.240',-,-,-,-,-,0.339,135.600
'24:36:33.248',-,-,-,-,-,0.226,141.600
'24:36:33.256',-,-,-,-,-,0.290,146.400
'24:36:33.264',-,-,-,-,-,0.339,151.200
'24:36:33.272',-,-,-,-,-,0.113,154.800
'24:36:33.280',-,-,-,-,-,0.000,157.200
'24:36:33.288',-,-,-,-,-,0.113,158.400
'24:36:33.296',-,-,-,-,-,0.048,157.200
'24:36:33.304',-,-,-,-,-,0.000,156.000
'24:36:33.312',-,-,-,-,-,0.000,153.600
'24:36:33.320',-,-,-,-,-,0.000,151.200
'24:36:33.328',-,-,-,-,-,-0.290,147.600
'24:36:33.336',-,-,-,-,-,-0.290,145.200
'24:36:33.344',-,-,-,-,-,-0.113,141.600
'24:36:33.352',-,-,-,-,-,0.000,138.000
'24:36:33.360',-,-,-,-,-,-0.048,133.200
'24:36:33.368',-,-,-,-,-,-0.161,129.600
'24:36:33.376',-,-,-,-,-,-0.113,126.000
'24:36:33.384',-,-,-,-,-,0.048,122.400
'24:36:33.392',-,-,-,-,-,0.161,118.800
'24:36:33.400',-,-,-,-,-,-0.113,115.200
'24:36:33.408',-,-,-,-,-,-0.113,111.600
'24:36:33.416',-,-,-,-,-,-0.048,109.200
'24:36:33.424',-,-,-,-,-,0.113,106.800
'24:36:33.432',-,-,-,-,-,-0.048,105.600
'24:36:33.440',-,-,-,-,-,-0.113,105.600
'24:36:33.448',-,-,-,-,-,0.000,106.800
'24:36:33.456',-,-,-,-,-,-0.290,108.000
'24:36:33.464',-,-,-,-,-,0.161,109.200
'24:36:33.472',-,-,-,-,-,0.226,110.400
'24:36:33.480',-,-,-,-,-,0.403,110.400
'24:36:33.488',-,-,-,-,-,0.339,110.400
'24:36:33.496',-,-,-,-,-,0.694,109.200
'24:36:33.504',-,-,-,-,-,0.758,109.200
'24:36:33.512',-,-,-,-,-,1.226,109.200
'24:36:33.520',-,-,-,-,-,1.403,109.200
'24:36:33.528',-,-,-,-,-,1.290,109.200
'24:36:33.536',-,-,-,-,-,1.161,109.200
'24:36:33.544',-,-,-,-,-,0.871,109.200
'24:36:33.552',-,-,-,-,-,0.113,110.400
'24:36:33.560',-,-,-,-,-,-0.516,110.400
'24:36:33.568',-,-,-,-,-,-0.871,109.200
'24:36:33.576',-,-,-,-,-,-0.758,109.200
'24:36:33.584',-,-,-,-,-,-0.581,108.000
'24:36:33.592',-,-,-,-,-,-0.581,108.000
'24:36:33.600',-,-,-,-,-,-0.403,108.000
'24:36:33.608',-,-,-,-,-,-0.339,108.000
'24:36:33.616',-,-,-,-,-,-0.645,106.800
'24:36:33.624',-,-,-,-,-,-0.581,105.600
'24:36:33.632',-,-,-,-,-,-0.403,105.600
'24:36:33.640',-,-,-,-,-,-0.290,105.600
'24:36:33.648',-,-,-,-,-,-0.758,106.800
'24:36:33.656',-,-,-,-,-,-0.823,108.000
'24:36:33.664',-,-,-,-,-,-0.290,109.200
'24:36:33.672',-,-,-,-,-,-1.048,112.800
'24:36:33.680',-,-,-,-,-,-1.113,115.200
'24:36:33.688',-,-,-,-,-,-0.871,117.600
'24:36:33.696',-,-,-,-,-,-0.823,120.000
'24:36:33.704',-,-,-,-,-,-0.984,122.400
'24:36:33.712',-,-,-,-,-,-0.758,123.600
'24:36:33.720',-,-,-,-,-,-0.694,126.000
'24:36:33.728',-,-,-,-,-,-0.984,128.400
'24:36:33.736',-,-,-,-,-,-1.113,129.600
'24:36:33.744',-,-,-,-,-,-1.048,129.600
'24:36:33.752',-,-,-,-,-,-0.758,128.400
'24:36:33.760',-,-,-,-,-,-0.468,126.000
'24:36:33.768',-,-,-,-,-,-0.403,122.400
'24:36:33.776',-,-,-,-,-,-0.339,120.000
'24:36:33.784',-,-,-,-,-,0.000,116.400
'24:36:33.792',-,-,-,-,-,0.468,112.800
'24:36:33.800',-,-,-,-,-,0.984,109.200
'24:36:33.808',-,-,-,-,-,1.161,106.800
'24:36:33.816',-,-,-,-,-,1.226,102.000
'24:36:33.824',-,-,-,-,-,1.516,98.400
'24:36:33.832',-,-,-,-,-,1.823,96.000
'24:36:33.840',-,-,-,-,-,1.871,92.400
'24:36:33.848',-,-,-,-,-,1.758,90.000
'24:36:33.856',-,-,-,-,-,1.645,88.800
'24:36:33.864',-,-,-,-,-,1.339,87.600
'24:36:33.872',-,-,-,-,-,0.871,86.400
'24:36:33.880',-,-,-,-,-,0.161,85.200
'24:36:33.888',-,-,-,-,-,-0.339,84.000
'24:36:33.896',-,-,-,-,-,-0.581,82.800
'24:36:33.904',-,-,-,-,-,-0.645,82.800
'24:36:33.912',-,-,-,-,-,-0.645,82.800
'24:36:33.920',-,-,-,-,-,-0.758,84.000
'24:36:33.928',-,-,-,-,-,-0.581,84.000
'24:36:33.936',-,-,-,-,-,-0.516,84.000
'24:36:33.944',-,-,-,-,-,-0.581,84.000
'24:36:33.952',-,-,-,-,-,-0.403,84.000
'24:36:33.960',-,-,-,-,-,-0.823,82.800
'24:36:33.968',-,-,-,-,-,-0.871,82.800
'24:36:33.976',-,-,-,-,-,-0.758,84.000
'24:36:33.984',-,-,-,-,-,-0.645,84.000
'24:36:33.992',-,-,-,-,-,-0.581,85.200
'24:36:34.000',-,-,-,-,-,-0.984,86.400
'24:36:34.008',-,-,-,-,-,-0.984,88.800
'24:36:34.016',-,-,-,-,-,-0.758,91.200
'24:36:34.024',-,-,-,-,-,-0.984,92.400
'24:36:34.032',-,-,-,-,-,-1.048,94.800
'24:36:34.040',-,-,-,-,-,-0.823,97.200
'24:36:34.048',-,-,-,-,-,-0.871,98.400
'24:36:34.056',-,-,-,-,-,-0.581,98.400
'24:36:34.064',-,-,-,-,-,-0.468,98.400
'24:36:34.072',-,-,-,-,-,-0.226,96.000
'24:36:34.080',-,-,-,-,-,-0.161,93.600
'24:36:34.088',-,-,-,-,-,-0.290,91.200
'24:36:34.096',-,-,-,-,-,-0.113,88.800
'24:36:34.104',-,-,-,-,-,0.113,86.400
'24:36:34.112',-,-,-,-,-,0.161,84.000
'24:36:34.120',-,-,-,-,-,0.048,81.600
'24:36:34.128',-,-,-,-,-,0.000,79.200
'24:36:34.136',-,-,-,-,-,0.339,78.000
'24:36:34.144',-,-,-,-,-,0.290,75.600
'24:36:34.152',-,-,-,-,-,0.000,74.400
'24:36:34.160',-,-,-,-,-,0.113,73.200
'24:36:34.168',-,-,-,-,-,0.113,73.200
'24:36:34.176',-,-,-,-,-,0.226,72.000
'24:36:34.184',-,-,-,-,-,0.339,72.000
'24:36:34.192',-,-,-,-,-,0.339,72.000
'24:36:34.200',-,-,-,-,-,0.113,70.800
'24:36:34.208',-,-,-,-,-,0.048,70.800
'24:36:34.216',-,-,-,-,-,0.113,72.000
'24:36:34.224',-,-,-,-,-,0.339,72.000
'24:36:34.232',-,-,-,-,-,0.468,72.000
'24:36:34.240',-,-,-,-,-,0.161,72.000
'24:36:34.248',-,-,-,-,-,0.113,72.000
'24:36:34.256',-,-,-,-,-,0.226,73.200
'24:36:34.264',-,-,-,-,-,0.468,73.200
'24:36:34.272',-,-,-,-,-,0.226,73.200
'24:36:34.280',-,-,-,-,-,0.290,74.400
'24:36:34.288',-,-,-,-,-,0.113,74.400
'24:36:34.296',-,-,-,-,-,0.113,75.600
'24:36:34.304',-,-,-,-,-,0.226,75.600
'24:36:34.312',-,-,-,-,-,0.226,75.600
'24:36:34.320',-,-,-,-,-,0.226,75.600
'24:36:34.328',-,-,-,-,-,0.226,74.400
'24:36:34.336',-,-,-,-,-,0.226,74.400
'24:36:34.344',-,-,-,-,-,0.290,74.400
'24:36:34.352',-,-,-,-,-,0.226,74.400
'24:36:34.360',-,-,-,-,-,0.339,73.200
'24:36:34.368',-,-,-,-,-,0.339,73.200
'24:36:34.376',-,-,-,-,-,0.226,72.000
'24:36:34.384',-,-,-,-,-,0.226,72.000
'24:36:34.392',-,-,-,-,-,0.226,70.800
'24:36:34.400',-,-,-,-,-,0.226,69.600
'24:36:34.408',-,-,-,-,-,0.290,69.600
'24:36:34.416',-,-,-,-,-,0.339,69.600
'24:36:34.424',-,-,-,-,-,0.290,68.400
'24:36:34.432',-,-,-,-,-,0.226,67.200
'24:36:34.440',-,-,-,-,-,0.226,67.200
'24:36:34.448',-,-,-,-,-,0.226,66.000
'24:36:34.456',-,-,-,-,-,0.161,66.000
'24:36:34.464',-,-,-,-,-,0.226,64.800
'24:36:34.472',-,-,-,-,-,0.226,64.800
'24:36:34.480',-,-,-,-,-,0.226,63.600
'24:36:34.488',-,-,-,-,-,0.339,63.600
'24:36:34.496',-,-,-,-,-,0.339,63.600
'24:36:34.504',-,-,-,-,-,0.339,62.400
'24:36:34.512',-,-,-,-,-,0.226,62.400
'24:36:34.520',-,-,-,-,-,0.226,62.400
'24:36:34.528',-,-,-,-,-,0.113,62.400
'24:36:34.536',-,-,-,-,-,0.113,62.400
'24:36:34.544',-,-,-,-,-,0.048,61.200
'24:36:34.552',-,-,-,-,-,0.113,61.200
'24:36:34.560',-,-,-,-,-,0.161,61.200
'24:36:34.568',-,-,-,-,-,0.113,61.200
'24:36:34.576',-,-,-,-,-,0.113,61.200
'24:36:34.584',-,-,-,-,-,0.113,60.000
'24:36:34.592',-,-,-,-,-,0.113,60.000
'24:36:34.600',-,-,-,-,-,0.113,60.000
'24:36:34.608',-,-,-,-,-,0.113,60.000
'24:36:34.616',-,-,-,-,-,0.161,60.000
'24:36:34.624',-,-,-,-,-,0.226,60.000
'24:36:34.632',-,-,-,-,-,-0.645,58.800
'24:36:34.640',-,-,-,-,-,-1.403,58.800
'24:36:34.648',-,-,-,-,-,-1.871,58.800
'24:36:34.656',-,-,-,-,-,-1.516,58.800
'24:36:34.664',-,-,-,-,-,-1.048,58.800
'24:36:34.672',-,-,-,-,-,-0.694,58.800
'24:36:34.680',-,-,-,-,-,-0.113,57.600
'24:36:34.688',-,-,-,-,-,0.161,57.600
'24:36:34.696',-,-,-,-,-,0.290,57.600
'24:36:34.704',-,-,-,-,-,0.339,57.600
'24:36:34.712',-,-,-,-,-,0.339,57.600
'24:36:34.720',-,-,-,-,-,0.339,57.600
'24:36:34.728',-,-,-,-,-,0.339,56.400
'24:36:34.736',-,-,-,-,-,0.339,56.400
'24:36:34.744',-,-,-,-,-,0.339,57.600
'24:36:34.752',-,-,-,-,-,0.339,57.600
'24:36:34.760',-,-,-,-,-,0.339,60.000
'24:36:34.768',-,-,-,-,-,0.339,62.400
'24:36:34.776',-,-,-,-,-,0.339,67.200
'24:36:34.784',-,-,-,-,-,0.339,72.000
'24:36:34.792',-,-,-,-,-,0.403,79.200
'24:36:34.800',-,-,-,-,-,0.403,86.400
'24:36:34.808',-,-,-,-,-,0.403,94.800
'24:36:34.816',-,-,-,-,-,0.468,104.400
'24:36:34.824',-,-,-,-,-,0.468,114.000
'24:36:34.832',-,-,-,-,-,0.468,122.400
'24:36:34.840',-,-,-,-,-,0.468,129.600
'24:36:34.848',-,-,-,-,-,0.516,136.800
'24:36:34.856',-,-,-,-,-,0.516,141.600
'24:36:34.864',-,-,-,-,-,0.516,145.200
'24:36:34.872',-,-,-,-,-,0.468,147.600
'24:36:34.880',-,-,-,-,-,0.468,148.800
'24:36:34.888',-,-,-,-,-,0.468,147.600
'24:36:34.896',-,-,-,-,-,0.339,146.400
'24:36:34.904',-,-,-,-,-,0.290,144.000
'24:36:34.912',-,-,-,-,-,0.226,141.600
'24:36:34.920',-,-,-,-,-,0.161,139.200
'24:36:34.928',-,-,-,-,-,0.113,136.800
'24:36:34.936',-,-,-,-,-,0.048,133.200
'24:36:34.944',-,-,-,-,-,0.048,129.600
'24:36:34.952',-,-,-,-,-,0.048,126.000
'24:36:34.960',-,-,-,-,-,0.000,122.400
'24:36:34.968',-,-,-,-,-,0.000,117.600
'24:36:34.976',-,-,-,-,-,0.000,114.000
'24:36:34.984',-,-,-,-,-,0.000,109.200
'24:36:34.992',-,-,-,-,-,0.000,105.600
'24:36:35.000',-,-,-,-,-,0.048,100.800
'24:36:35.008',-,-,-,-,-,0.048,97.200
'24:36:35.016',-,-,-,-,-,0.113,94.800
'24:36:35.024',-,-,-,-,-,0.113,92.400
'24:36:35.032',-,-,-,-,-,0.113,90.000
'24:36:35.040',-,-,-,-,-,0.113,88.800
'24:36:35.048',-,-,-,-,-,0.113,88.800
'24:36:35.056',-,-,-,-,-,0.113,88.800
'24:36:35.064',-,-,-,-,-,0.048,88.800
'24:36:35.072',-,-,-,-,-,0.000,90.000
'24:36:35.080',-,-,-,-,-,0.000,90.000
'24:36:35.088',-,-,-,-,-,0.000,90.000
'24:36:35.096',-,-,-,-,-,0.000,90.000
'24:36:35.104',-,-,-,-,-,0.000,90.000
'24:36:35.112',-,-,-,-,-,0.000,91.200
'24:36:35.120',-,-,-,-,-,0.000,91.200
'24:36:35.128',-,-,-,-,-,0.000,91.200
'24:36:35.136',-,-,-,-,-,0.000,90.000
'24:36:35.144',-,-,-,-,-,0.000,90.000
'24:36:35.152',-,-,-,-,-,0.000,90.000
'24:36:35.160',-,-,-,-,-,0.000,90.000
'24:36:35.168',-,-,-,-,-,0.000,88.800
'24:36:35.176',-,-,-,-,-,-0.516,87.600
'24:36:35.184',-,-,-,-,-,-1.226,87.600
'24:36:35.192',-,-,-,-,-,-2.048,86.400
'24:36:35.200',-,-,-,-,-,-2.048,86.400
'24:36:35.208',-,-,-,-,-,-1.339,85.200
'24:36:35.216',-,-,-,-,-,-0.935,84.000
'24:36:35.224',-,-,-,-,-,-0.468,82.800
'24:36:35.232',-,-,-,-,-,0.000,82.800
'24:36:35.240',-,-,-,-,-,0.113,81.600
'24:36:35.248',-,-,-,-,-,0.226,80.400
'24:36:35.256',-,-,-,-,-,0.226,79.200
'24:36:35.264',-,-,-,-,-,0.226,78.000
'24:36:35.272',-,-,-,-,-,0.226,78.000
'24:36:35.280',-,-,-,-,-,0.226,76.800
'24:36:35.288',-,-,-,-,-,0.226,75.600
'24:36:35.296',-,-,-,-,-,0.226,75.600
'24:36:35.304',-,-,-,-,-,0.226,75.600
'24:36:35.312',-,-,-,-,-,0.226,75.600
'24:36:35.320',-,-,-,-,-,0.226,76.800
'24:36:35.328',-,-,-,-,-,0.226,78.000
'24:36:35.336',-,-,-,-,-,0.226,80.400
'24:36:35.344',-,-,-,-,-,0.290,84.000
'24:36:35.352',-,-,-,-,-,0.339,87.600
'24:36:35.360',-,-,-,-,-,0.339,92.400
'24:36:35.368',-,-,-,-,-,0.339,98.400
'24:36:35.376',-,-,-,-,-,0.339,104.400
'24:36:35.384',-,-,-,-,-,0.403,110.400
'24:36:35.392',-,-,-,-,-,0.403,116.400
'24:36:35.400',-,-,-,-,-,0.403,122.400
'24:36:35.408',-,-,-,-,-,0.339,127.200
'24:36:35.416',-,-,-,-,-,0.339,130.800
'24:36:35.424',-,-,-,-,-,0.290,134.400
'24:36:35.432',-,-,-,-,-,0.226,135.600
'24:36:35.440',-,-,-,-,-,0.161,136.800
'24:36:35.448',-,-,-,-,-,0.113,135.600
'24:36:35.456',-,-,-,-,-,0.048,134.400
'24:36:35.464',-,-,-,-,-,0.000,132.000
'24:36:35.472',-,-,-,-,-,0.000,129.600
'24:36:35.480',-,-,-,-,-,0.000,127.200
'24:36:35.488',-,-,-,-,-,0.000,124.800
'24:36:35.496',-,-,-,-,-,0.000,121.200
'24:36:35.504',-,-,-,-,-,0.000,117.600
'24:36:35.512',-,-,-,-,-,0.000,112.800
'24:36:35.520',-,-,-,-,-,0.000,109.200
'24:36:35.528',-,-,-,-,-,0.000,104.400
'24:36:35.536',-,-,-,-,-,0.000,100.800
'24:36:35.544',-,-,-,-,-,0.000,97.200
'24:36:35.552',-,-,-,-,-,0.000,93.600
'24:36:35.560',-,-,-,-,-,0.000,90.000
'24:36:35.568',-,-,-,-,-,0.048,87.600
'24:36:35.576',-,-,-,-,-,0.048,86.400
'24:36:35.584',-,-,-,-,-,0.048,85.200
'24:36:35.592',-,-,-,-,-,0.000,84.000
'24:36:35.600',-,-,-,-,-,0.000,84.000
'24:36:35.608',-,-,-,-,-,-0.048,84.000
'24:36:35.616',-,-,-,-,-,-0.048,85.200
'24:36:35.624',-,-,-,-,-,-0.113,85.200
'24:36:35.632',-,-,-,-,-,-0.048,85.200
'24:36:35.640',-,-,-,-,-,0.000,86.400
'24:36:35.648',-,-,-,-,-,-0.048,86.400
'24:36:35.656',-,-,-,-,-,-0.048,86.400
'24:36:35.664',-,-,-,-,-,-0.048,87.600
'24:36:35.672',-,-,-,-,-,-0.048,87.600
'24:36:35.680',-,-,-,-,-,-0.048,87.600
'24:36:35.688',-,-,-,-,-,-0.048,87.600
'24:36:35.696',-,-,-,-,-,0.000,87.600
'24:36:35.704',-,-,-,-,-,0.000,87.600
'24:36:35.712',-,-,-,-,-,-0.403,86.400
'24:36:35.720',-,-,-,-,-,-1.048,86.400
'24:36:35.728',-,-,-,-,-,-1.823,86.400
'24:36:35.736',-,-,-,-,-,-1.935,85.200
'24:36:35.744',-,-,-,-,-,-1.403,84.000
'24:36:35.752',-,-,-,-,-,-1.113,84.000
'24:36:35.760',-,-,-,-,-,-0.758,82.800
'24:36:35.768',-,-,-,-,-,-0.226,81.600
'24:36:35.776',-,-,-,-,-,0.000,80.400
'24:36:35.784',-,-,-,-,-,0.161,79.200
'24:36:35.792',-,-,-,-,-,0.226,78.000
'24:36:35.800',-,-,-,-,-,0.226,78.000
'24:36:35.808',-,-,-,-,-,0.226,76.800
'24:36:35.816',-,-,-,-,-,0.226,75.600
'24:36:35.824',-,-,-,-,-,0.226,75.600
'24:36:35.832',-,-,-,-,-,0.226,74.400
