'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'44:31:20.296',0.123,-,-,0.113,-,-,-
'44:31:20.304',0.113,-,-,0.132,-,-,-
'44:31:20.312',0.057,-,-,0.057,-,-,-
'44:31:20.320',0.028,-,-,0.019,-,-,-
'44:31:20.328',0.009,-,-,-0.019,-,-,-
'44:31:20.336',-0.009,-,-,-0.009,-,-,-
'44:31:20.344',-0.009,-,-,-0.028,-,-,-
'44:31:20.352',-0.009,-,-,-0.019,-,-,-
'44:31:20.360',-0.009,-,-,0.000,-,-,-
'44:31:20.368',-0.009,-,-,-0.019,-,-,-
'44:31:20.376',0.000,-,-,-0.038,-,-,-
'44:31:20.384',0.009,-,-,0.000,-,-,-
'44:31:20.392',0.028,-,-,0.038,-,-,-
'44:31:20.400',0.009,-,-,0.019,-,-,-
'44:31:20.408',0.000,-,-,0.019,-,-,-
'44:31:20.416',-0.009,-,-,-0.047,-,-,-
'44:31:20.424',0.000,-,-,0.019,-,-,-
'44:31:20.432',0.000,-,-,-0.019,-,-,-
'44:31:20.440',-0.009,-,-,-0.038,-,-,-
'44:31:20.448',0.000,-,-,-0.009,-,-,-
'44:31:20.456',0.009,-,-,-0.019,-,-,-
'44:31:20.464',0.009,-,-,0.019,-,-,-
'44:31:20.472',0.009,-,-,0.009,-,-,-
'44:31:20.480',0.009,-,-,-0.009,-,-,-
'44:31:20.488',0.000,-,-,0.047,-,-,-
'44:31:20.496',0.000,-,-,-0.047,-,-,-
'44:31:20.504',0.009,-,-,0.009,-,-,-
'44:31:20.512',0.009,-,-,0.038,-,-,-
'44:31:20.520',0.000,-,-,0.000,-,-,-
'44:31:20.528',-0.009,-,-,0.000,-,-,-
'44:31:20.536',-0.009,-,-,-0.028,-,-,-
'44:31:20.544',-0.009,-,-,0.000,-,-,-
'44:31:20.552',-0.009,-,-,0.009,-,-,-
'44:31:20.560',-0.009,-,-,-0.085,-,-,-
'44:31:20.568',-0.009,-,-,0.000,-,-,-
'44:31:20.576',-0.047,-,-,-0.047,-,-,-
'44:31:20.584',-0.057,-,-,-0.113,-,-,-
'44:31:20.592',-0.075,-,-,-0.085,-,-,-
'44:31:20.600',-0.113,-,-,-0.047,-,-,-
'44:31:20.608',-0.123,-,-,-0.094,-,-,-
'44:31:20.616',-0.113,-,-,-0.113,-,-,-
'44:31:20.624',-0.057,-,-,-0.066,-,-,-
'44:31:20.632',-0.047,-,-,0.000,-,-,-
'44:31:20.640',-0.057,-,-,0.009,-,-,-
'44:31:20.648',-0.057,-,-,-0.113,-,-,-
'44:31:20.656',-0.047,-,-,-0.113,-,-,-
'44:31:20.664',0.009,-,-,-0.047,-,-,-
'44:31:20.672',0.057,-,-,0.198,-,-,-
'44:31:20.680',0.094,-,-,0.057,-,-,-
'44:31:20.688',0.208,-,-,0.226,-,-,-
'44:31:20.696',0.311,-,-,0.189,-,-,-
'44:31:20.704',0.321,-,-,0.311,-,-,-
'44:31:20.712',0.255,-,-,0.274,-,-,-
'44:31:20.720',0.179,-,-,0.151,-,-,-
'44:31:20.728',0.123,-,-,0.009,-,-,-
'44:31:20.736',0.113,-,-,0.000,-,-,-
'44:31:20.744',0.057,-,-,0.057,-,-,-
'44:31:20.752',0.009,-,-,-0.057,-,-,-
'44:31:20.760',0.000,-,-,-0.094,-,-,-
'44:31:20.768',-0.028,-,-,-0.066,-,-,-
'44:31:20.776',-0.028,-,-,-0.113,-,-,-
'44:31:20.784',-0.009,-,-,-0.047,-,-,-
'44:31:20.792',-0.028,-,-,-0.019,-,-,-
'44:31:20.800',-0.057,-,-,-0.066,-,-,-
'44:31:20.808',-0.075,-,-,-0.047,-,-,-
'44:31:20.816',-0.123,-,-,-0.038,-,-,-
'44:31:20.824',-0.189,-,-,-0.104,-,-,-
'44:31:20.832',-0.189,-,-,-0.179,-,-,-
'44:31:20.840',-0.123,-,-,-0.113,-,-,-
'44:31:20.848',-0.075,-,-,-0.047,-,-,-
'44:31:20.856',-0.057,-,-,0.000,-,-,-
'44:31:20.864',-0.075,-,-,-0.057,-,-,-
'44:31:20.872',-0.113,-,-,-0.038,-,-,-
'44:31:20.880',-0.113,-,-,-0.113,-,-,-
'44:31:20.888',-0.075,-,-,-0.094,-,-,-
'44:31:20.896',-0.047,-,-,-0.094,-,-,-
'44:31:20.904',0.028,-,-,-0.009,-,-,-
'44:31:20.912',0.189,-,-,-0.094,-,-,-
'44:31:20.920',0.226,-,-,0.151,-,-,-
'44:31:20.928',0.047,-,-,-0.019,-,-,-
'44:31:20.936',0.009,-,-,-0.047,-,-,-
'44:31:20.944',0.047,-,-,-0.066,-,-,-
'44:31:20.952',0.000,-,-,-0.019,-,-,-
'44:31:20.960',-0.094,-,-,-0.066,-,-,-
'44:31:20.968',-0.123,-,-,-0.170,-,-,-
'44:31:20.976',-0.113,-,-,-0.094,-,-,-
'44:31:20.984',-0.113,-,-,-0.094,-,-,-
'44:31:20.992',-0.113,-,-,-0.085,-,-,-
'44:31:21.000',-0.113,-,-,-0.113,-,-,-
'44:31:21.008',-0.094,-,-,-0.047,-,-,-
'44:31:21.016',-0.075,-,-,0.000,-,-,-
'44:31:21.024',-0.142,-,-,-0.066,-,-,-
'44:31:21.032',-0.189,-,-,-0.113,-,-,-
'44:31:21.040',-0.179,-,-,-0.123,-,-,-
'44:31:21.048',-0.094,-,-,-0.028,-,-,-
'44:31:21.056',0.028,-,-,0.009,-,-,-
'44:31:21.064',0.142,-,-,0.104,-,-,-
'44:31:21.072',0.179,-,-,0.170,-,-,-
'44:31:21.080',0.208,-,-,0.113,-,-,-
'44:31:21.088',0.226,-,-,0.179,-,-,-
'44:31:21.096',0.142,-,-,0.085,-,-,-
'44:31:21.104',-0.028,-,-,-0.066,-,-,-
'44:31:21.112',-0.274,-,-,-0.236,-,-,-
'44:31:21.120',-0.434,-,-,-0.406,-,-,-
'44:31:21.128',-0.434,-,-,-0.453,-,-,-
'44:31:21.136',-0.321,-,-,-0.321,-,-,-
'44:31:21.144',-0.208,-,-,-0.217,-,-,-
'44:31:21.152',-0.075,-,-,-0.019,-,-,-
'44:31:21.160',-0.009,-,-,0.085,-,-,-
'44:31:21.168',0.000,-,-,-0.038,-,-,-
'44:31:21.176',0.009,-,-,-0.019,-,-,-
'44:31:21.184',0.000,-,-,0.009,-,-,-
'44:31:21.192',-0.028,-,-,0.019,-,-,-
'44:31:21.200',-0.075,-,-,-0.019,-,-,-
'44:31:21.208',-0.075,-,-,-0.113,-,-,-
'44:31:21.216',-0.028,-,-,0.009,-,-,-
'44:31:21.224',-0.009,-,-,0.038,-,-,-
'44:31:21.232',-0.009,-,-,0.038,-,-,-
'44:31:21.240',0.000,-,-,0.019,-,-,-
'44:31:21.248',0.000,-,-,0.000,-,-,-
'44:31:21.256',-0.009,-,-,0.085,-,-,-
'44:31:21.264',-0.028,-,-,-0.028,-,-,-
'44:31:21.272',-0.028,-,-,-0.047,-,-,-
'44:31:21.280',0.009,-,-,0.038,-,-,-
'44:31:21.288',0.057,-,-,0.066,-,-,-
'44:31:21.296',0.094,-,-,0.047,-,-,-
'44:31:21.304',0.123,-,-,0.132,-,-,-
'44:31:21.312',0.160,-,-,0.142,-,-,-
'44:31:21.320',0.142,-,-,0.113,-,-,-
'44:31:21.328',0.123,-,-,0.094,-,-,-
'44:31:21.336',0.094,-,-,0.142,-,-,-
'44:31:21.344',0.075,-,-,0.085,-,-,-
'44:31:21.352',0.047,-,-,0.057,-,-,-
'44:31:21.360',0.075,-,-,0.066,-,-,-
'44:31:21.368',0.113,-,-,0.132,-,-,-
'44:31:21.376',0.075,-,-,0.085,-,-,-
'44:31:21.384',0.047,-,-,0.009,-,-,-
'44:31:21.392',0.028,-,-,-0.019,-,-,-
'44:31:21.400',0.047,-,-,0.019,-,-,-
'44:31:21.408',0.028,-,-,-0.019,-,-,-
'44:31:21.416',0.028,-,-,-0.028,-,-,-
'44:31:21.424',0.009,-,-,0.047,-,-,-
'44:31:21.432',-0.009,-,-,-0.038,-,-,-
'44:31:21.440',-0.028,-,-,-0.047,-,-,-
'44:31:21.448',-0.009,-,-,-0.028,-,-,-
'44:31:21.456',0.000,-,-,-0.019,-,-,-
'44:31:21.464',0.009,-,-,0.009,-,-,-
'44:31:21.472',0.009,-,-,-0.019,-,-,-
'44:31:21.480',0.000,-,-,0.000,-,-,-
'44:31:21.488',-0.028,-,-,0.009,-,-,-
'44:31:21.496',-0.047,-,-,-0.057,-,-,-
'44:31:21.504',-0.047,-,-,-0.038,-,-,-
'44:31:21.512',-0.028,-,-,-0.047,-,-,-
'44:31:21.520',-0.009,-,-,-0.009,-,-,-
'44:31:21.528',-0.009,-,-,-0.057,-,-,-
'44:31:21.536',0.009,-,-,0.019,-,-,-
'44:31:21.544',0.057,-,-,0.000,-,-,-
'44:31:21.552',0.123,-,-,0.038,-,-,-
'44:31:21.560',0.189,-,-,0.113,-,-,-
'44:31:21.568',0.208,-,-,0.170,-,-,-
'44:31:21.576',0.189,-,-,0.085,-,-,-
'44:31:21.584',0.255,-,-,0.047,-,-,-
'44:31:21.592',0.208,-,-,0.179,-,-,-
'44:31:21.600',0.047,-,-,-0.047,-,-,-
'44:31:21.608',-0.047,-,-,-0.170,-,-,-
'44:31:21.616',-0.113,-,-,-0.104,-,-,-
'44:31:21.624',-0.160,-,-,-0.208,-,-,-
'44:31:21.632',-0.179,-,-,-0.226,-,-,-
'44:31:21.640',-0.142,-,-,-0.170,-,-,-
'44:31:21.648',-0.113,-,-,-0.189,-,-,-
'44:31:21.656',-0.057,-,-,-0.085,-,-,-
'44:31:21.664',-0.009,-,-,-0.028,-,-,-
'44:31:21.672',-0.009,-,-,-0.028,-,-,-
'44:31:21.680',0.000,-,-,0.019,-,-,-
'44:31:21.688',0.000,-,-,0.019,-,-,-
'44:31:21.696',-0.028,-,-,0.000,-,-,-
'44:31:21.704',-0.057,-,-,0.000,-,-,-
'44:31:21.712',-0.075,-,-,-0.057,-,-,-
'44:31:21.720',-0.075,-,-,-0.085,-,-,-
'44:31:21.728',-0.094,-,-,-0.047,-,-,-
'44:31:21.736',-0.057,-,-,-0.094,-,-,-
'44:31:21.744',-0.028,-,-,0.000,-,-,-
'44:31:21.752',-0.047,-,-,-0.009,-,-,-
'44:31:21.760',-0.057,-,-,-0.047,-,-,-
'44:31:21.768',-0.075,-,-,-0.047,-,-,-
'44:31:21.776',-0.094,-,-,-0.047,-,-,-
'44:31:21.784',-0.075,-,-,-0.094,-,-,-
'44:31:21.792',-0.028,-,-,-0.057,-,-,-
'44:31:21.800',-0.028,-,-,-0.028,-,-,-
'44:31:21.808',-0.028,-,-,-0.019,-,-,-
'44:31:21.816',0.000,-,-,-0.066,-,-,-
'44:31:21.824',0.009,-,-,0.000,-,-,-
'44:31:21.832',0.009,-,-,0.009,-,-,-
'44:31:21.840',0.047,-,-,0.000,-,-,-
'44:31:21.848',0.075,-,-,0.038,-,-,-
'44:31:21.856',0.094,-,-,0.094,-,-,-
'44:31:21.864',0.094,-,-,0.057,-,-,-
'44:31:21.872',0.075,-,-,0.085,-,-,-
'44:31:21.880',0.057,-,-,0.066,-,-,-
'44:31:21.888',0.047,-,-,0.047,-,-,-
'44:31:21.896',0.009,-,-,0.057,-,-,-
'44:31:21.904',0.009,-,-,0.009,-,-,-
'44:31:21.912',0.009,-,-,0.000,-,-,-
'44:31:21.920',0.009,-,-,0.000,-,-,-
'44:31:21.928',0.047,-,-,-0.009,-,-,-
'44:31:21.936',0.094,-,-,0.047,-,-,-
'44:31:21.944',0.189,-,-,0.019,-,-,-
'44:31:21.952',0.245,-,-,0.132,-,-,-
'44:31:21.960',0.123,-,-,0.179,-,-,-
'44:31:21.968',-0.009,-,-,0.000,-,-,-
'44:31:21.976',-0.075,-,-,-0.019,-,-,-
'44:31:21.984',-0.094,-,-,-0.066,-,-,-
'44:31:21.992',-0.047,-,-,-0.094,-,-,-
'44:31:22.000',-0.009,-,-,0.038,-,-,-
'44:31:22.008',-0.028,-,-,-0.028,-,-,-
'44:31:22.016',-0.028,-,-,-0.047,-,-,-
'44:31:22.024',0.028,-,-,-0.057,-,-,-
'44:31:22.032',0.094,-,-,0.028,-,-,-
'44:31:22.040',0.113,-,-,0.085,-,-,-
'44:31:22.048',0.057,-,-,0.038,-,-,-
'44:31:22.056',0.028,-,-,0.028,-,-,-
'44:31:22.064',0.028,-,-,0.019,-,-,-
'44:31:22.072',0.028,-,-,0.000,-,-,-
'44:31:22.080',0.047,-,-,0.019,-,-,-
'44:31:22.088',0.057,-,-,0.009,-,-,-
'44:31:22.096',0.075,-,-,0.057,-,-,-
'44:31:22.104',0.094,-,-,0.028,-,-,-
'44:31:22.112',0.123,-,-,0.085,-,-,-
'44:31:22.120',0.113,-,-,0.113,-,-,-
'44:31:22.128',0.113,-,-,0.057,-,-,-
'44:31:22.136',0.113,-,-,0.085,-,-,-
'44:31:22.144',0.113,-,-,0.094,-,-,-
'44:31:22.152',0.057,-,-,0.057,-,-,-
'44:31:22.160',0.028,-,-,0.019,-,-,-
'44:31:22.168',0.000,-,-,-0.009,-,-,-
'44:31:22.176',0.000,-,-,0.009,-,-,-
'44:31:22.184',0.009,-,-,0.028,-,-,-
'44:31:22.192',0.047,-,-,0.000,-,-,-
'44:31:22.200',0.075,-,-,-0.009,-,-,-
'44:31:22.208',0.057,-,-,0.094,-,-,-
'44:31:22.216',0.009,-,-,0.019,-,-,-
'44:31:22.224',0.000,-,-,-0.028,-,-,-
'44:31:22.232',-0.009,-,-,-0.009,-,-,-
'44:31:22.240',-0.009,-,-,-0.047,-,-,-
'44:31:22.248',0.047,-,-,0.028,-,-,-
'44:31:22.256',0.123,-,-,0.094,-,-,-
'44:31:22.264',0.208,-,-,0.151,-,-,-
'44:31:22.272',0.358,-,-,0.292,-,-,-
'44:31:22.280',0.519,-,-,0.453,-,-,-
'44:31:22.288',0.651,-,-,0.594,-,-,-
'44:31:22.296',0.698,-,-,0.642,-,-,-
'44:31:22.304',0.670,-,-,0.594,-,-,-
'44:31:22.312',0.538,-,-,0.538,-,-,-
'44:31:22.320',0.358,-,-,0.311,-,-,-
'44:31:22.328',0.179,-,-,0.085,-,-,-
'44:31:22.336',-0.009,-,-,0.113,-,-,-
'44:31:22.344',-0.189,-,-,-0.151,-,-,-
'44:31:22.352',-0.274,-,-,-0.226,-,-,-
'44:31:22.360',-0.255,-,-,-0.170,-,-,-
'44:31:22.368',-0.274,-,-,-0.189,-,-,-
'44:31:22.376',-0.274,-,-,-0.208,-,-,-
'44:31:22.384',-0.255,-,-,-0.151,-,-,-
'44:31:22.392',-0.274,-,-,-0.113,-,-,-
'44:31:22.400',-0.255,-,-,-0.283,-,-,-
'44:31:22.408',-0.189,-,-,-0.349,-,-,-
'44:31:22.416',-0.113,-,-,-0.179,-,-,-
'44:31:22.424',-0.057,-,-,-0.113,-,-,-
'44:31:22.432',-0.057,-,-,-0.094,-,-,-
'44:31:22.440',-0.047,-,-,-0.132,-,-,-
'44:31:22.448',-0.028,-,-,-0.047,-,-,-
'44:31:22.456',-0.057,-,-,-0.038,-,-,-
'44:31:22.464',-0.113,-,-,-0.104,-,-,-
'44:31:22.472',-0.142,-,-,-0.170,-,-,-
'44:31:22.480',-0.142,-,-,-0.132,-,-,-
'44:31:22.488',-0.123,-,-,-0.104,-,-,-
'44:31:22.496',-0.123,-,-,-0.113,-,-,-
'44:31:22.504',-0.142,-,-,-0.132,-,-,-
'44:31:22.512',-0.208,-,-,-0.123,-,-,-
'44:31:22.520',-0.245,-,-,-0.189,-,-,-
'44:31:22.528',-0.208,-,-,-0.208,-,-,-
'44:31:22.536',-0.179,-,-,-0.170,-,-,-
'44:31:22.544',-0.160,-,-,-0.151,-,-,-
'44:31:22.552',-0.142,-,-,-0.142,-,-,-
'44:31:22.560',-0.142,-,-,-0.132,-,-,-
'44:31:22.568',-0.123,-,-,-0.142,-,-,-
'44:31:22.576',-0.057,-,-,-0.085,-,-,-
'44:31:22.584',0.009,-,-,-0.019,-,-,-
'44:31:22.592',0.028,-,-,0.019,-,-,-
'44:31:22.600',0.057,-,-,0.009,-,-,-
'44:31:22.608',0.160,-,-,0.085,-,-,-
'44:31:22.616',0.226,-,-,0.132,-,-,-
'44:31:22.624',0.208,-,-,0.151,-,-,-
'44:31:22.632',0.189,-,-,0.113,-,-,-
'44:31:22.640',0.113,-,-,0.189,-,-,-
'44:31:22.648',0.009,-,-,0.028,-,-,-
'44:31:22.656',0.028,-,-,0.009,-,-,-
'44:31:22.664',-0.009,-,-,0.085,-,-,-
'44:31:22.672',-0.094,-,-,0.000,-,-,-
'44:31:22.680',-0.113,-,-,-0.019,-,-,-
'44:31:22.688',-0.047,-,-,0.000,-,-,-
'44:31:22.696',0.009,-,-,0.066,-,-,-
'44:31:22.704',0.047,-,-,0.085,-,-,-
'44:31:22.712',0.057,-,-,0.057,-,-,-
'44:31:22.720',0.047,-,-,0.085,-,-,-
'44:31:22.728',0.028,-,-,0.057,-,-,-
'44:31:22.736',0.009,-,-,0.066,-,-,-
'44:31:22.744',-0.009,-,-,0.009,-,-,-
'44:31:22.752',-0.047,-,-,0.019,-,-,-
'44:31:22.760',-0.075,-,-,-0.019,-,-,-
'44:31:22.768',-0.057,-,-,-0.028,-,-,-
'44:31:22.776',-0.047,-,-,0.000,-,-,-
'44:31:22.784',-0.057,-,-,0.009,-,-,-
'44:31:22.792',-0.075,-,-,-0.019,-,-,-
'44:31:22.800',-0.094,-,-,-0.038,-,-,-
'44:31:22.808',-0.113,-,-,-0.047,-,-,-
'44:31:22.816',-0.160,-,-,-0.009,-,-,-
'44:31:22.824',-0.179,-,-,-0.094,-,-,-
'44:31:22.832',-0.123,-,-,-0.094,-,-,-
'44:31:22.840',-0.057,-,-,0.009,-,-,-
'44:31:22.848',0.000,-,-,0.000,-,-,-
'44:31:22.856',0.075,-,-,0.104,-,-,-
'44:31:22.864',0.179,-,-,0.198,-,-,-
'44:31:22.872',0.226,-,-,0.321,-,-,-
'44:31:22.880',0.208,-,-,0.349,-,-,-
'44:31:22.888',0.189,-,-,0.226,-,-,-
'44:31:22.896',0.113,-,-,0.302,-,-,-
'44:31:22.904',-0.057,-,-,0.094,-,-,-
'44:31:22.912',-0.245,-,-,-0.189,-,-,-
'44:31:22.920',-0.292,-,-,-0.255,-,-,-
'44:31:22.928',-0.274,-,-,-0.226,-,-,-
'44:31:22.936',-0.274,-,-,-0.208,-,-,-
'44:31:22.944',-0.321,-,-,-0.236,-,-,-
'44:31:22.952',-0.340,-,-,-0.236,-,-,-
'44:31:22.960',-0.274,-,-,-0.189,-,-,-
'44:31:22.968',-0.189,-,-,-0.094,-,-,-
'44:31:22.976',-0.160,-,-,-0.047,-,-,-
'44:31:22.984',-0.208,-,-,-0.057,-,-,-
'44:31:22.992',-0.274,-,-,-0.113,-,-,-
'44:31:23.000',-0.311,-,-,-0.179,-,-,-
'44:31:23.008',-0.340,-,-,-0.113,-,-,-
'44:31:23.016',-0.406,-,-,-0.104,-,-,-
'44:31:23.024',-0.491,-,-,-0.170,-,-,-
'44:31:23.032',-0.538,-,-,-0.132,-,-,-
'44:31:23.040',-0.566,-,-,-0.255,-,-,-
'44:31:23.048',-0.557,-,-,-0.274,-,-,-
'44:31:23.056',-0.519,-,-,-0.226,-,-,-
'44:31:23.064',-0.500,-,-,-0.208,-,-,-
'44:31:23.072',-0.538,-,-,-0.189,-,-,-
'44:31:23.080',-0.566,-,-,-0.264,-,-,-
'44:31:23.088',-0.557,-,-,-0.274,-,-,-
'44:31:23.096',-0.557,-,-,-0.236,-,-,-
'44:31:23.104',-0.557,-,-,-0.274,-,-,-
'44:31:23.112',-0.557,-,-,-0.283,-,-,-
'44:31:23.120',-0.519,-,-,-0.255,-,-,-
'44:31:23.128',-0.500,-,-,-0.208,-,-,-
'44:31:23.136',-0.491,-,-,-0.217,-,-,-
'44:31:23.144',-0.491,-,-,-0.208,-,-,-
'44:31:23.152',-0.453,-,-,-0.226,-,-,-
