'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'14:54:33.752',-0.128,-0.157,-,-,-,-,68.000
'14:54:33.760',-0.096,-0.149,-,-,-,-,66.400
'14:54:33.768',-0.088,-0.157,-,-,-,-,64.000
'14:54:33.776',-0.056,-0.140,-,-,-,-,61.600
'14:54:33.784',-0.048,-0.132,-,-,-,-,59.200
'14:54:33.792',-0.056,-0.140,-,-,-,-,56.800
'14:54:33.800',-0.024,-0.124,-,-,-,-,55.200
'14:54:33.808',-0.008,-0.116,-,-,-,-,54.400
'14:54:33.816',-0.016,-0.124,-,-,-,-,54.400
'14:54:33.824',0.000,-0.107,-,-,-,-,56.000
'14:54:33.832',-0.008,-0.107,-,-,-,-,57.600
'14:54:33.840',0.000,-0.099,-,-,-,-,58.400
'14:54:33.848',0.000,-0.099,-,-,-,-,58.400
'14:54:33.856',0.000,-0.074,-,-,-,-,57.600
'14:54:33.864',0.000,-0.091,-,-,-,-,56.800
'14:54:33.872',0.016,-0.066,-,-,-,-,56.000
'14:54:33.880',0.000,-0.058,-,-,-,-,56.000
'14:54:33.888',-0.008,-0.058,-,-,-,-,55.200
'14:54:33.896',0.000,-0.050,-,-,-,-,55.200
'14:54:33.904',-0.016,-0.050,-,-,-,-,54.400
'14:54:33.912',-0.008,-0.041,-,-,-,-,54.400
'14:54:33.920',-0.056,-0.041,-,-,-,-,53.600
'14:54:33.928',-0.040,-0.033,-,-,-,-,53.600
'14:54:33.936',0.008,-0.041,-,-,-,-,52.800
'14:54:33.944',0.000,-0.017,-,-,-,-,52.000
'14:54:33.952',0.016,0.000,-,-,-,-,52.000
'14:54:33.960',0.040,0.017,-,-,-,-,51.200
'14:54:33.968',0.008,0.008,-,-,-,-,51.200
'14:54:33.976',-0.016,0.017,-,-,-,-,50.400
'14:54:33.984',-0.024,-0.008,-,-,-,-,50.400
'14:54:33.992',-0.008,0.000,-,-,-,-,49.600
'14:54:34.000',-0.032,-0.008,-,-,-,-,49.600
'14:54:34.008',-0.032,0.017,-,-,-,-,49.600
'14:54:34.016',0.000,0.033,-,-,-,-,49.600
'14:54:34.024',0.024,0.050,-,-,-,-,48.800
'14:54:34.032',0.032,0.058,-,-,-,-,48.800
'14:54:34.040',0.056,0.074,-,-,-,-,48.800
'14:54:34.048',0.080,0.099,-,-,-,-,48.000
'14:54:34.056',0.088,0.124,-,-,-,-,48.000
'14:54:34.064',0.088,0.099,-,-,-,-,48.000
'14:54:34.072',0.120,0.116,-,-,-,-,48.000
'14:54:34.080',0.128,0.132,-,-,-,-,48.000
'14:54:34.088',0.160,0.165,-,-,-,-,48.000
'14:54:34.096',0.192,0.231,-,-,-,-,47.200
'14:54:34.104',0.160,0.289,-,-,-,-,47.200
'14:54:34.112',0.136,0.298,-,-,-,-,47.200
'14:54:34.120',0.152,0.347,-,-,-,-,47.200
'14:54:34.128',0.128,0.364,-,-,-,-,47.200
'14:54:34.136',0.080,0.248,-,-,-,-,47.200
'14:54:34.144',0.032,0.207,-,-,-,-,46.400
'14:54:34.152',-0.008,0.132,-,-,-,-,46.400
'14:54:34.160',-0.032,0.074,-,-,-,-,46.400
'14:54:34.168',-0.032,0.033,-,-,-,-,46.400
'14:54:34.176',-0.064,0.000,-,-,-,-,47.200
'14:54:34.184',-0.104,-0.017,-,-,-,-,47.200
'14:54:34.192',-0.112,-0.033,-,-,-,-,48.800
'14:54:34.200',-0.088,-0.041,-,-,-,-,51.200
'14:54:34.208',-0.104,-0.025,-,-,-,-,55.200
'14:54:34.216',-0.088,-0.041,-,-,-,-,60.800
'14:54:34.224',-0.088,-0.033,-,-,-,-,67.200
'14:54:34.232',-0.104,-0.025,-,-,-,-,71.200
'14:54:34.240',-0.112,-0.041,-,-,-,-,73.600
'14:54:34.248',-0.128,-0.050,-,-,-,-,74.400
'14:54:34.256',-0.144,-0.066,-,-,-,-,74.400
'14:54:34.264',-0.128,-0.099,-,-,-,-,73.600
'14:54:34.272',-0.128,-0.099,-,-,-,-,72.800
'14:54:34.280',-0.136,-0.099,-,-,-,-,70.400
'14:54:34.288',-0.144,-0.107,-,-,-,-,68.800
'14:54:34.296',-0.136,-0.099,-,-,-,-,66.400
'14:54:34.304',-0.112,-0.116,-,-,-,-,64.000
'14:54:34.312',-0.104,-0.099,-,-,-,-,61.600
'14:54:34.320',-0.088,-0.099,-,-,-,-,59.200
'14:54:34.328',-0.088,-0.099,-,-,-,-,56.800
'14:54:34.336',-0.072,-0.107,-,-,-,-,54.400
'14:54:34.344',-0.064,-0.099,-,-,-,-,52.800
'14:54:34.352',-0.048,-0.099,-,-,-,-,52.000
'14:54:34.360',-0.032,-0.066,-,-,-,-,52.000
'14:54:34.368',-0.008,-0.058,-,-,-,-,52.800
'14:54:34.376',0.000,-0.058,-,-,-,-,54.400
'14:54:34.384',0.000,-0.050,-,-,-,-,55.200
'14:54:34.392',-0.016,-0.058,-,-,-,-,55.200
'14:54:34.400',-0.032,-0.050,-,-,-,-,55.200
'14:54:34.408',-0.008,-0.050,-,-,-,-,54.400
'14:54:34.416',-0.032,-0.033,-,-,-,-,53.600
'14:54:34.424',0.008,-0.008,-,-,-,-,53.600
'14:54:34.432',-0.016,-0.017,-,-,-,-,52.800
'14:54:34.440',-0.032,-0.033,-,-,-,-,52.800
'14:54:34.448',-0.040,-0.025,-,-,-,-,52.000
'14:54:34.456',-0.016,-0.017,-,-,-,-,52.000
'14:54:34.464',-0.016,-0.008,-,-,-,-,52.000
'14:54:34.472',-0.008,0.000,-,-,-,-,52.000
'14:54:34.480',-0.008,0.000,-,-,-,-,51.200
'14:54:34.488',-0.008,0.000,-,-,-,-,51.200
'14:54:34.496',-0.016,0.000,-,-,-,-,51.200
'14:54:34.504',0.000,0.008,-,-,-,-,51.200
'14:54:34.512',-0.016,0.000,-,-,-,-,50.400
'14:54:34.520',0.000,0.008,-,-,-,-,50.400
'14:54:34.528',-0.008,0.000,-,-,-,-,49.600
'14:54:34.536',0.000,0.008,-,-,-,-,49.600
'14:54:34.544',-0.008,0.008,-,-,-,-,49.600
'14:54:34.552',0.000,0.025,-,-,-,-,48.800
'14:54:34.560',0.016,0.050,-,-,-,-,48.800
'14:54:34.568',0.032,0.066,-,-,-,-,48.800
'14:54:34.576',0.064,0.099,-,-,-,-,48.800
'14:54:34.584',0.080,0.091,-,-,-,-,48.800
'14:54:34.592',0.088,0.099,-,-,-,-,48.800
'14:54:34.600',0.088,0.124,-,-,-,-,48.800
'14:54:34.608',0.080,0.099,-,-,-,-,48.800
'14:54:34.616',0.088,0.074,-,-,-,-,48.800
'14:54:34.624',0.128,0.116,-,-,-,-,48.800
'14:54:34.632',0.168,0.140,-,-,-,-,48.800
'14:54:34.640',0.208,0.207,-,-,-,-,48.000
'14:54:34.648',0.224,0.281,-,-,-,-,48.000
'14:54:34.656',0.200,0.298,-,-,-,-,47.200
'14:54:34.664',0.184,0.331,-,-,-,-,47.200
'14:54:34.672',0.168,0.347,-,-,-,-,46.400
'14:54:34.680',0.120,0.273,-,-,-,-,46.400
'14:54:34.688',0.064,0.231,-,-,-,-,46.400
'14:54:34.696',0.032,0.165,-,-,-,-,45.600
'14:54:34.704',0.000,0.116,-,-,-,-,45.600
'14:54:34.712',-0.016,0.050,-,-,-,-,45.600
'14:54:34.720',-0.032,0.017,-,-,-,-,45.600
'14:54:34.728',-0.064,0.000,-,-,-,-,45.600
'14:54:34.736',-0.064,-0.017,-,-,-,-,47.200
'14:54:34.744',-0.072,-0.017,-,-,-,-,49.600
'14:54:34.752',-0.064,-0.017,-,-,-,-,53.600
'14:54:34.760',-0.072,-0.017,-,-,-,-,60.000
'14:54:34.768',-0.088,-0.017,-,-,-,-,66.400
'14:54:34.776',-0.104,-0.025,-,-,-,-,71.200
'14:54:34.784',-0.096,-0.050,-,-,-,-,74.400
'14:54:34.792',-0.136,-0.058,-,-,-,-,75.200
'14:54:34.800',-0.144,-0.074,-,-,-,-,75.200
'14:54:34.808',-0.176,-0.116,-,-,-,-,74.400
'14:54:34.816',-0.160,-0.099,-,-,-,-,72.800
'14:54:34.824',-0.144,-0.116,-,-,-,-,71.200
'14:54:34.832',-0.152,-0.124,-,-,-,-,68.800
'14:54:34.840',-0.136,-0.132,-,-,-,-,66.400
'14:54:34.848',-0.128,-0.124,-,-,-,-,64.800
'14:54:34.856',-0.104,-0.132,-,-,-,-,62.400
'14:54:34.864',-0.096,-0.124,-,-,-,-,60.000
'14:54:34.872',-0.088,-0.124,-,-,-,-,57.600
'14:54:34.880',-0.072,-0.116,-,-,-,-,56.000
'14:54:34.888',-0.072,-0.124,-,-,-,-,54.400
'14:54:34.896',-0.072,-0.107,-,-,-,-,53.600
'14:54:34.904',-0.072,-0.116,-,-,-,-,53.600
'14:54:34.912',-0.048,-0.099,-,-,-,-,54.400
'14:54:34.920',-0.024,-0.099,-,-,-,-,55.200
'14:54:34.928',0.000,-0.074,-,-,-,-,56.000
'14:54:34.936',0.008,-0.066,-,-,-,-,56.000
'14:54:34.944',0.000,-0.058,-,-,-,-,55.200
'14:54:34.952',-0.008,-0.050,-,-,-,-,54.400
'14:54:34.960',0.000,-0.058,-,-,-,-,53.600
'14:54:34.968',-0.008,-0.050,-,-,-,-,53.600
'14:54:34.976',-0.008,-0.041,-,-,-,-,52.800
'14:54:34.984',0.000,-0.025,-,-,-,-,52.800
'14:54:34.992',0.000,-0.033,-,-,-,-,52.000
'14:54:35.000',0.000,-0.017,-,-,-,-,52.000
'14:54:35.008',0.016,-0.017,-,-,-,-,51.200
'14:54:35.016',0.000,-0.008,-,-,-,-,51.200
'14:54:35.024',0.016,0.000,-,-,-,-,51.200
'14:54:35.032',0.008,0.000,-,-,-,-,51.200
'14:54:35.040',0.016,0.000,-,-,-,-,50.400
'14:54:35.048',0.000,0.000,-,-,-,-,50.400
'14:54:35.056',0.016,0.000,-,-,-,-,50.400
'14:54:35.064',0.000,0.000,-,-,-,-,50.400
'14:54:35.072',0.024,0.008,-,-,-,-,49.600
'14:54:35.080',0.008,0.008,-,-,-,-,49.600
'14:54:35.088',0.040,0.017,-,-,-,-,49.600
'14:54:35.096',0.048,0.000,-,-,-,-,49.600
'14:54:35.104',0.024,0.017,-,-,-,-,49.600
'14:54:35.112',0.032,0.033,-,-,-,-,48.800
'14:54:35.120',0.048,0.041,-,-,-,-,48.800
'14:54:35.128',0.032,0.050,-,-,-,-,48.800
'14:54:35.136',0.056,0.041,-,-,-,-,48.000
'14:54:35.144',0.088,0.091,-,-,-,-,48.000
'14:54:35.152',0.104,0.099,-,-,-,-,48.000
'14:54:35.160',0.104,0.099,-,-,-,-,48.000
'14:54:35.168',0.128,0.091,-,-,-,-,47.200
'14:54:35.176',0.152,0.116,-,-,-,-,47.200
'14:54:35.184',0.184,0.140,-,-,-,-,47.200
'14:54:35.192',0.208,0.165,-,-,-,-,47.200
'14:54:35.200',0.240,0.248,-,-,-,-,46.400
'14:54:35.208',0.184,0.281,-,-,-,-,46.400
'14:54:35.216',0.168,0.314,-,-,-,-,46.400
'14:54:35.224',0.176,0.331,-,-,-,-,46.400
'14:54:35.232',0.104,0.273,-,-,-,-,46.400
'14:54:35.240',0.064,0.231,-,-,-,-,45.600
'14:54:35.248',0.032,0.182,-,-,-,-,45.600
'14:54:35.256',-0.008,0.116,-,-,-,-,45.600
'14:54:35.264',-0.032,0.050,-,-,-,-,45.600
'14:54:35.272',-0.024,0.017,-,-,-,-,45.600
'14:54:35.280',-0.064,0.000,-,-,-,-,46.400
'14:54:35.288',-0.072,-0.017,-,-,-,-,47.200
'14:54:35.296',-0.072,-0.008,-,-,-,-,48.800
'14:54:35.304',-0.088,-0.025,-,-,-,-,52.800
'14:54:35.312',-0.096,-0.017,-,-,-,-,57.600
'14:54:35.320',-0.088,-0.033,-,-,-,-,64.000
'14:54:35.328',-0.128,-0.041,-,-,-,-,68.800
'14:54:35.336',-0.128,-0.050,-,-,-,-,72.000
'14:54:35.344',-0.144,-0.066,-,-,-,-,73.600
'14:54:35.352',-0.152,-0.091,-,-,-,-,73.600
'14:54:35.360',-0.168,-0.099,-,-,-,-,72.800
'14:54:35.368',-0.176,-0.091,-,-,-,-,72.000
'14:54:35.376',-0.160,-0.107,-,-,-,-,70.400
'14:54:35.384',-0.168,-0.124,-,-,-,-,68.000
'14:54:35.392',-0.152,-0.116,-,-,-,-,66.400
'14:54:35.400',-0.128,-0.124,-,-,-,-,64.000
'14:54:35.408',-0.112,-0.116,-,-,-,-,62.400
'14:54:35.416',-0.096,-0.132,-,-,-,-,60.000
'14:54:35.424',-0.088,-0.132,-,-,-,-,57.600
'14:54:35.432',-0.072,-0.132,-,-,-,-,55.200
'14:54:35.440',-0.048,-0.124,-,-,-,-,53.600
'14:54:35.448',-0.040,-0.116,-,-,-,-,52.800
'14:54:35.456',-0.024,-0.107,-,-,-,-,52.800
'14:54:35.464',-0.032,-0.107,-,-,-,-,52.800
'14:54:35.472',-0.016,-0.099,-,-,-,-,54.400
'14:54:35.480',-0.024,-0.091,-,-,-,-,55.200
'14:54:35.488',-0.008,-0.074,-,-,-,-,55.200
'14:54:35.496',-0.024,-0.066,-,-,-,-,55.200
'14:54:35.504',-0.008,-0.058,-,-,-,-,54.400
'14:54:35.512',-0.032,-0.058,-,-,-,-,53.600
'14:54:35.520',-0.024,-0.058,-,-,-,-,52.800
'14:54:35.528',-0.024,-0.050,-,-,-,-,52.000
'14:54:35.536',-0.008,-0.041,-,-,-,-,52.000
'14:54:35.544',-0.016,-0.033,-,-,-,-,52.000
'14:54:35.552',0.000,-0.033,-,-,-,-,51.200
'14:54:35.560',-0.008,-0.017,-,-,-,-,51.200
'14:54:35.568',0.000,-0.025,-,-,-,-,51.200
'14:54:35.576',-0.008,-0.017,-,-,-,-,51.200
'14:54:35.584',0.000,-0.025,-,-,-,-,51.200
'14:54:35.592',-0.024,-0.017,-,-,-,-,50.400
'14:54:35.600',0.000,-0.017,-,-,-,-,50.400
'14:54:35.608',0.008,-0.008,-,-,-,-,50.400
'14:54:35.616',0.024,0.000,-,-,-,-,49.600
'14:54:35.624',0.016,0.008,-,-,-,-,49.600
'14:54:35.632',0.008,0.000,-,-,-,-,48.800
'14:54:35.640',0.016,0.000,-,-,-,-,48.800
'14:54:35.648',0.008,0.000,-,-,-,-,48.800
'14:54:35.656',0.000,-0.008,-,-,-,-,48.800
'14:54:35.664',0.000,-0.017,-,-,-,-,48.000
'14:54:35.672',0.000,-0.008,-,-,-,-,48.000
'14:54:35.680',0.000,0.000,-,-,-,-,48.000
'14:54:35.688',0.016,0.008,-,-,-,-,47.200
'14:54:35.696',0.008,0.017,-,-,-,-,47.200
'14:54:35.704',0.016,0.008,-,-,-,-,47.200
'14:54:35.712',0.000,0.017,-,-,-,-,47.200
'14:54:35.720',0.024,0.017,-,-,-,-,47.200
'14:54:35.728',0.008,0.017,-,-,-,-,46.400
'14:54:35.736',0.016,0.000,-,-,-,-,46.400
'14:54:35.744',0.024,0.008,-,-,-,-,46.400
'14:54:35.752',0.008,0.008,-,-,-,-,46.400
'14:54:35.760',0.016,0.000,-,-,-,-,46.400
'14:54:35.768',0.008,0.000,-,-,-,-,46.400
'14:54:35.776',0.016,0.017,-,-,-,-,45.600
'14:54:35.784',0.040,0.017,-,-,-,-,45.600
'14:54:35.792',0.056,0.041,-,-,-,-,45.600
'14:54:35.800',0.064,0.066,-,-,-,-,45.600
'14:54:35.808',0.000,0.074,-,-,-,-,44.800
'14:54:35.816',-0.072,0.017,-,-,-,-,44.800
'14:54:35.824',-0.024,0.000,-,-,-,-,44.800
'14:54:35.832',0.016,0.000,-,-,-,-,44.800
'14:54:35.840',0.024,0.008,-,-,-,-,44.800
'14:54:35.848',0.008,0.000,-,-,-,-,44.000
'14:54:35.856',0.016,0.000,-,-,-,-,44.000
'14:54:35.864',-0.024,-0.017,-,-,-,-,44.000
'14:54:35.872',-0.008,0.000,-,-,-,-,44.000
'14:54:35.880',0.000,0.000,-,-,-,-,44.000
'14:54:35.888',0.000,0.000,-,-,-,-,43.200
'14:54:35.896',0.000,0.008,-,-,-,-,43.200
'14:54:35.904',0.000,0.017,-,-,-,-,43.200
'14:54:35.912',0.000,0.025,-,-,-,-,43.200
'14:54:35.920',-0.008,0.025,-,-,-,-,43.200
'14:54:35.928',0.000,0.025,-,-,-,-,43.200
'14:54:35.936',-0.008,0.033,-,-,-,-,43.200
'14:54:35.944',0.000,0.041,-,-,-,-,43.200
'14:54:35.952',0.000,0.033,-,-,-,-,43.200
'14:54:35.960',0.008,0.050,-,-,-,-,43.200
'14:54:35.968',0.024,0.041,-,-,-,-,42.400
'14:54:35.976',0.000,0.025,-,-,-,-,42.400
'14:54:35.984',0.016,0.017,-,-,-,-,42.400
'14:54:35.992',0.024,0.025,-,-,-,-,42.400
'14:54:36.000',0.016,0.017,-,-,-,-,42.400
'14:54:36.008',0.000,0.000,-,-,-,-,41.600
'14:54:36.016',-0.056,-0.256,-,-,-,-,41.600
'14:54:36.024',0.000,-0.008,-,-,-,-,41.600
'14:54:36.032',0.008,0.017,-,-,-,-,41.600
'14:54:36.040',0.008,0.000,-,-,-,-,40.800
'14:54:36.048',0.024,-0.025,-,-,-,-,40.800
'14:54:36.056',0.032,-0.099,-,-,-,-,40.800
'14:54:36.064',0.040,-0.132,-,-,-,-,40.000
'14:54:36.072',0.040,-0.182,-,-,-,-,40.000
'14:54:36.080',0.032,-0.215,-,-,-,-,40.000
'14:54:36.088',0.064,-0.240,-,-,-,-,40.000
'14:54:36.096',0.088,-0.256,-,-,-,-,40.000
'14:54:36.104',0.120,-0.273,-,-,-,-,40.000
