'Elapsed time','I','II','III','AVF','V','MCL1','ABP'
'15:15:02.000',0.000,-0.033,-,-,-,-,56.800
'15:15:02.008',0.000,-0.041,-,-,-,-,56.800
'15:15:02.016',0.000,-0.025,-,-,-,-,56.000
'15:15:02.024',0.000,-0.017,-,-,-,-,56.000
'15:15:02.032',0.008,-0.017,-,-,-,-,56.000
'15:15:02.040',0.000,-0.017,-,-,-,-,56.000
'15:15:02.048',0.016,-0.008,-,-,-,-,55.200
'15:15:02.056',0.008,-0.017,-,-,-,-,55.200
'15:15:02.064',0.016,-0.008,-,-,-,-,55.200
'15:15:02.072',0.008,-0.017,-,-,-,-,55.200
'15:15:02.080',0.016,-0.008,-,-,-,-,54.400
'15:15:02.088',0.000,-0.017,-,-,-,-,54.400
'15:15:02.096',0.016,0.000,-,-,-,-,54.400
'15:15:02.104',0.008,0.017,-,-,-,-,54.400
'15:15:02.112',0.032,0.025,-,-,-,-,54.400
'15:15:02.120',0.048,0.033,-,-,-,-,53.600
'15:15:02.128',0.064,0.050,-,-,-,-,53.600
'15:15:02.136',0.088,0.074,-,-,-,-,53.600
'15:15:02.144',0.104,0.091,-,-,-,-,53.600
'15:15:02.152',0.104,0.066,-,-,-,-,53.600
'15:15:02.160',0.120,0.091,-,-,-,-,53.600
'15:15:02.168',0.144,0.124,-,-,-,-,52.800
'15:15:02.176',0.176,0.157,-,-,-,-,52.800
'15:15:02.184',0.192,0.231,-,-,-,-,52.000
'15:15:02.192',0.176,0.281,-,-,-,-,52.000
'15:15:02.200',0.152,0.273,-,-,-,-,52.000
'15:15:02.208',0.136,0.322,-,-,-,-,51.200
'15:15:02.216',0.104,0.281,-,-,-,-,51.200
'15:15:02.224',0.064,0.215,-,-,-,-,51.200
'15:15:02.232',0.024,0.165,-,-,-,-,51.200
'15:15:02.240',-0.008,0.099,-,-,-,-,51.200
'15:15:02.248',0.000,0.041,-,-,-,-,50.400
'15:15:02.256',-0.016,0.000,-,-,-,-,50.400
'15:15:02.264',-0.040,-0.017,-,-,-,-,50.400
'15:15:02.272',-0.056,-0.033,-,-,-,-,51.200
'15:15:02.280',-0.056,-0.041,-,-,-,-,52.000
'15:15:02.288',-0.072,-0.050,-,-,-,-,55.200
'15:15:02.296',-0.064,-0.041,-,-,-,-,60.000
'15:15:02.304',-0.072,-0.058,-,-,-,-,66.400
'15:15:02.312',-0.072,-0.050,-,-,-,-,73.600
'15:15:02.320',-0.088,-0.058,-,-,-,-,77.600
'15:15:02.328',-0.088,-0.066,-,-,-,-,80.000
'15:15:02.336',-0.104,-0.058,-,-,-,-,80.000
'15:15:02.344',-0.104,-0.074,-,-,-,-,79.200
'15:15:02.352',-0.128,-0.091,-,-,-,-,78.400
'15:15:02.360',-0.128,-0.107,-,-,-,-,76.800
'15:15:02.368',-0.128,-0.116,-,-,-,-,75.200
'15:15:02.376',-0.112,-0.124,-,-,-,-,72.800
'15:15:02.384',-0.112,-0.124,-,-,-,-,70.400
'15:15:02.392',-0.096,-0.140,-,-,-,-,68.000
'15:15:02.400',-0.088,-0.140,-,-,-,-,65.600
'15:15:02.408',-0.072,-0.140,-,-,-,-,63.200
'15:15:02.416',-0.072,-0.140,-,-,-,-,60.800
'15:15:02.424',-0.056,-0.140,-,-,-,-,59.200
'15:15:02.432',-0.032,-0.132,-,-,-,-,58.400
'15:15:02.440',-0.040,-0.124,-,-,-,-,58.400
'15:15:02.448',-0.024,-0.116,-,-,-,-,60.000
'15:15:02.456',-0.032,-0.124,-,-,-,-,61.600
'15:15:02.464',-0.016,-0.099,-,-,-,-,62.400
'15:15:02.472',-0.024,-0.099,-,-,-,-,61.600
'15:15:02.480',-0.008,-0.074,-,-,-,-,60.800
'15:15:02.488',-0.016,-0.066,-,-,-,-,59.200
'15:15:02.496',-0.008,-0.058,-,-,-,-,58.400
'15:15:02.504',-0.016,-0.050,-,-,-,-,58.400
'15:15:02.512',-0.008,-0.050,-,-,-,-,57.600
'15:15:02.520',-0.016,-0.041,-,-,-,-,56.800
'15:15:02.528',-0.008,-0.033,-,-,-,-,56.800
'15:15:02.536',-0.016,-0.017,-,-,-,-,56.000
'15:15:02.544',0.000,-0.025,-,-,-,-,56.000
'15:15:02.552',-0.008,-0.017,-,-,-,-,56.000
'15:15:02.560',0.000,-0.008,-,-,-,-,56.000
'15:15:02.568',-0.008,0.000,-,-,-,-,55.200
'15:15:02.576',0.000,0.000,-,-,-,-,55.200
'15:15:02.584',-0.008,0.000,-,-,-,-,55.200
'15:15:02.592',0.000,0.000,-,-,-,-,55.200
'15:15:02.600',0.000,0.008,-,-,-,-,54.400
'15:15:02.608',0.000,0.017,-,-,-,-,54.400
'15:15:02.616',0.000,0.008,-,-,-,-,54.400
'15:15:02.624',0.000,0.017,-,-,-,-,54.400
'15:15:02.632',0.008,0.017,-,-,-,-,53.600
'15:15:02.640',0.000,0.017,-,-,-,-,53.600
'15:15:02.648',0.008,0.017,-,-,-,-,53.600
'15:15:02.656',0.000,0.017,-,-,-,-,53.600
'15:15:02.664',0.000,0.017,-,-,-,-,53.600
'15:15:02.672',0.000,0.017,-,-,-,-,52.800
'15:15:02.680',-0.016,0.017,-,-,-,-,52.800
'15:15:02.688',-0.024,-0.041,-,-,-,-,52.800
'15:15:02.696',-0.032,-0.066,-,-,-,-,52.800
'15:15:02.704',-0.008,-0.050,-,-,-,-,52.800
'15:15:02.712',0.008,-0.025,-,-,-,-,52.000
'15:15:02.720',0.056,-0.017,-,-,-,-,52.000
'15:15:02.728',0.080,-0.017,-,-,-,-,51.200
'15:15:02.736',0.088,-0.017,-,-,-,-,51.200
'15:15:02.744',0.120,0.000,-,-,-,-,51.200
'15:15:02.752',0.104,0.017,-,-,-,-,51.200
'15:15:02.760',0.120,0.050,-,-,-,-,50.400
'15:15:02.768',0.120,0.116,-,-,-,-,50.400
'15:15:02.776',0.128,0.149,-,-,-,-,50.400
'15:15:02.784',0.120,0.165,-,-,-,-,49.600
'15:15:02.792',0.136,0.182,-,-,-,-,49.600
'15:15:02.800',0.144,0.116,-,-,-,-,49.600
'15:15:02.808',0.120,0.091,-,-,-,-,49.600
'15:15:02.816',0.136,0.074,-,-,-,-,49.600
'15:15:02.824',0.144,0.099,-,-,-,-,49.600
'15:15:02.832',0.088,0.132,-,-,-,-,49.600
'15:15:02.840',0.048,0.157,-,-,-,-,49.600
'15:15:02.848',0.056,0.165,-,-,-,-,49.600
'15:15:02.856',0.000,0.165,-,-,-,-,50.400
'15:15:02.864',-0.016,0.165,-,-,-,-,52.000
'15:15:02.872',-0.032,0.157,-,-,-,-,55.200
'15:15:02.880',-0.040,0.165,-,-,-,-,60.000
'15:15:02.888',-0.056,0.157,-,-,-,-,65.600
'15:15:02.896',-0.064,0.157,-,-,-,-,71.200
'15:15:02.904',-0.072,0.149,-,-,-,-,75.200
'15:15:02.912',-0.072,0.157,-,-,-,-,76.000
'15:15:02.920',-0.088,0.140,-,-,-,-,76.000
'15:15:02.928',-0.088,0.116,-,-,-,-,76.000
'15:15:02.936',-0.096,0.099,-,-,-,-,75.200
'15:15:02.944',-0.088,0.058,-,-,-,-,73.600
'15:15:02.952',-0.112,0.041,-,-,-,-,72.000
'15:15:02.960',-0.104,0.025,-,-,-,-,68.800
'15:15:02.968',-0.104,0.017,-,-,-,-,67.200
'15:15:02.976',-0.112,0.000,-,-,-,-,64.800
'15:15:02.984',-0.104,-0.017,-,-,-,-,62.400
'15:15:02.992',-0.128,-0.041,-,-,-,-,60.000
'15:15:03.000',-0.104,-0.050,-,-,-,-,57.600
'15:15:03.008',-0.104,-0.058,-,-,-,-,56.000
'15:15:03.016',-0.088,-0.058,-,-,-,-,56.000
'15:15:03.024',-0.072,-0.066,-,-,-,-,56.000
'15:15:03.032',-0.072,-0.066,-,-,-,-,57.600
'15:15:03.040',-0.072,-0.074,-,-,-,-,58.400
'15:15:03.048',-0.048,-0.066,-,-,-,-,58.400
'15:15:03.056',-0.048,-0.066,-,-,-,-,58.400
'15:15:03.064',-0.032,-0.058,-,-,-,-,56.800
'15:15:03.072',-0.024,-0.058,-,-,-,-,56.800
'15:15:03.080',-0.016,-0.058,-,-,-,-,56.000
'15:15:03.088',-0.024,-0.058,-,-,-,-,56.000
'15:15:03.096',-0.016,-0.050,-,-,-,-,55.200
'15:15:03.104',-0.024,-0.041,-,-,-,-,55.200
'15:15:03.112',0.000,-0.033,-,-,-,-,54.400
'15:15:03.120',-0.008,-0.033,-,-,-,-,54.400
'15:15:03.128',-0.008,-0.033,-,-,-,-,54.400
'15:15:03.136',-0.016,-0.025,-,-,-,-,54.400
'15:15:03.144',0.000,-0.017,-,-,-,-,53.600
'15:15:03.152',0.000,-0.017,-,-,-,-,53.600
'15:15:03.160',0.000,-0.017,-,-,-,-,53.600
'15:15:03.168',0.000,-0.017,-,-,-,-,53.600
'15:15:03.176',0.008,-0.008,-,-,-,-,52.800
'15:15:03.184',0.008,-0.017,-,-,-,-,52.800
'15:15:03.192',0.000,-0.008,-,-,-,-,52.800
'15:15:03.200',0.016,-0.017,-,-,-,-,52.800
'15:15:03.208',0.000,-0.008,-,-,-,-,52.800
'15:15:03.216',0.008,0.000,-,-,-,-,52.800
'15:15:03.224',0.000,-0.008,-,-,-,-,52.800
'15:15:03.232',0.008,-0.008,-,-,-,-,52.800
'15:15:03.240',0.000,-0.008,-,-,-,-,52.000
'15:15:03.248',0.016,-0.008,-,-,-,-,52.000
'15:15:03.256',0.008,-0.008,-,-,-,-,52.000
'15:15:03.264',0.024,0.000,-,-,-,-,52.000
'15:15:03.272',0.008,-0.008,-,-,-,-,52.000
'15:15:03.280',0.008,-0.008,-,-,-,-,51.200
'15:15:03.288',0.000,0.000,-,-,-,-,51.200
'15:15:03.296',0.008,-0.008,-,-,-,-,51.200
'15:15:03.304',0.000,0.000,-,-,-,-,50.400
'15:15:03.312',0.008,-0.008,-,-,-,-,50.400
'15:15:03.320',0.000,0.000,-,-,-,-,50.400
'15:15:03.328',0.008,0.000,-,-,-,-,50.400
'15:15:03.336',0.000,0.000,-,-,-,-,49.600
'15:15:03.344',0.008,0.000,-,-,-,-,49.600
'15:15:03.352',0.000,-0.008,-,-,-,-,49.600
'15:15:03.360',0.008,0.000,-,-,-,-,49.600
'15:15:03.368',0.000,0.000,-,-,-,-,48.800
'15:15:03.376',0.008,-0.008,-,-,-,-,48.800
'15:15:03.384',0.000,0.000,-,-,-,-,48.800
'15:15:03.392',0.000,-0.008,-,-,-,-,48.800
'15:15:03.400',0.008,0.000,-,-,-,-,48.000
'15:15:03.408',0.000,0.000,-,-,-,-,48.000
'15:15:03.416',0.016,0.008,-,-,-,-,48.000
'15:15:03.424',0.000,0.017,-,-,-,-,48.000
'15:15:03.432',0.008,0.017,-,-,-,-,47.200
'15:15:03.440',0.000,0.017,-,-,-,-,47.200
'15:15:03.448',0.008,0.025,-,-,-,-,47.200
'15:15:03.456',0.000,0.041,-,-,-,-,47.200
'15:15:03.464',0.016,0.025,-,-,-,-,47.200
'15:15:03.472',0.000,0.017,-,-,-,-,46.400
'15:15:03.480',0.016,0.017,-,-,-,-,46.400
'15:15:03.488',0.008,0.000,-,-,-,-,46.400
'15:15:03.496',0.016,0.000,-,-,-,-,46.400
'15:15:03.504',0.008,0.000,-,-,-,-,46.400
'15:15:03.512',0.024,-0.008,-,-,-,-,46.400
'15:15:03.520',0.008,-0.017,-,-,-,-,46.400
'15:15:03.528',0.008,-0.017,-,-,-,-,46.400
'15:15:03.536',0.000,-0.017,-,-,-,-,46.400
'15:15:03.544',0.008,-0.017,-,-,-,-,46.400
'15:15:03.552',0.000,-0.025,-,-,-,-,45.600
'15:15:03.560',0.000,-0.033,-,-,-,-,45.600
'15:15:03.568',-0.008,-0.017,-,-,-,-,45.600
'15:15:03.576',0.000,-0.281,-,-,-,-,45.600
'15:15:03.584',-0.056,-0.017,-,-,-,-,44.800
'15:15:03.592',0.000,0.000,-,-,-,-,44.800
'15:15:03.600',0.000,-0.008,-,-,-,-,44.000
'15:15:03.608',0.024,-0.025,-,-,-,-,44.000
'15:15:03.616',0.032,-0.099,-,-,-,-,44.000
'15:15:03.624',0.032,-0.140,-,-,-,-,44.000
'15:15:03.632',0.040,-0.182,-,-,-,-,44.000
'15:15:03.640',0.032,-0.231,-,-,-,-,44.000
'15:15:03.648',0.064,-0.256,-,-,-,-,44.000
'15:15:03.656',0.088,-0.298,-,-,-,-,44.000
'15:15:03.664',0.120,-0.314,-,-,-,-,44.000
'15:15:03.672',0.136,-0.331,-,-,-,-,44.000
'15:15:03.680',0.176,-0.231,-,-,-,-,44.000
'15:15:03.688',0.200,-0.132,-,-,-,-,44.000
'15:15:03.696',0.200,-0.066,-,-,-,-,44.000
'15:15:03.704',0.152,-0.091,-,-,-,-,44.000
'15:15:03.712',0.120,-0.058,-,-,-,-,44.000
'15:15:03.720',0.080,-0.050,-,-,-,-,44.000
'15:15:03.728',0.064,-0.033,-,-,-,-,44.000
'15:15:03.736',0.064,0.000,-,-,-,-,44.000
'15:15:03.744',0.080,0.017,-,-,-,-,44.000
'15:15:03.752',0.064,0.017,-,-,-,-,44.000
'15:15:03.760',0.040,0.050,-,-,-,-,44.000
'15:15:03.768',0.000,0.074,-,-,-,-,44.000
'15:15:03.776',-0.032,0.124,-,-,-,-,44.800
'15:15:03.784',-0.072,0.165,-,-,-,-,45.600
'15:15:03.792',-0.088,0.207,-,-,-,-,47.200
'15:15:03.800',-0.096,0.215,-,-,-,-,50.400
'15:15:03.808',-0.088,0.215,-,-,-,-,54.400
'15:15:03.816',-0.096,0.231,-,-,-,-,59.200
'15:15:03.824',-0.112,0.248,-,-,-,-,64.000
'15:15:03.832',-0.104,0.240,-,-,-,-,68.000
'15:15:03.840',-0.128,0.248,-,-,-,-,71.200
'15:15:03.848',-0.128,0.248,-,-,-,-,74.400
'15:15:03.856',-0.128,0.240,-,-,-,-,76.800
'15:15:03.864',-0.136,0.231,-,-,-,-,78.400
'15:15:03.872',-0.144,0.231,-,-,-,-,79.200
'15:15:03.880',-0.136,0.215,-,-,-,-,79.200
'15:15:03.888',-0.136,0.198,-,-,-,-,79.200
'15:15:03.896',-0.128,0.182,-,-,-,-,77.600
'15:15:03.904',-0.128,0.165,-,-,-,-,76.800
'15:15:03.912',-0.112,0.140,-,-,-,-,75.200
'15:15:03.920',-0.112,0.124,-,-,-,-,72.800
'15:15:03.928',-0.096,0.116,-,-,-,-,71.200
'15:15:03.936',-0.088,0.074,-,-,-,-,69.600
'15:15:03.944',-0.072,0.058,-,-,-,-,68.000
'15:15:03.952',-0.064,0.050,-,-,-,-,65.600
'15:15:03.960',-0.048,0.033,-,-,-,-,64.000
'15:15:03.968',-0.048,0.041,-,-,-,-,61.600
'15:15:03.976',-0.032,0.017,-,-,-,-,60.800
'15:15:03.984',-0.032,0.008,-,-,-,-,60.000
'15:15:03.992',-0.024,0.000,-,-,-,-,60.000
'15:15:04.000',-0.016,-0.017,-,-,-,-,60.800
'15:15:04.008',-0.008,-0.025,-,-,-,-,61.600
'15:15:04.016',0.000,-0.041,-,-,-,-,61.600
'15:15:04.024',-0.008,-0.058,-,-,-,-,60.800
'15:15:04.032',0.000,-0.058,-,-,-,-,60.000
'15:15:04.040',0.000,-0.066,-,-,-,-,60.000
'15:15:04.048',0.008,-0.074,-,-,-,-,59.200
'15:15:04.056',0.000,-0.091,-,-,-,-,59.200
'15:15:04.064',0.008,-0.099,-,-,-,-,58.400
'15:15:04.072',0.000,-0.091,-,-,-,-,58.400
'15:15:04.080',0.000,-0.091,-,-,-,-,58.400
'15:15:04.088',0.000,-0.099,-,-,-,-,57.600
'15:15:04.096',0.008,-0.091,-,-,-,-,57.600
'15:15:04.104',0.000,-0.074,-,-,-,-,56.800
'15:15:04.112',0.008,-0.066,-,-,-,-,56.800
'15:15:04.120',0.000,-0.074,-,-,-,-,56.800
'15:15:04.128',0.008,-0.066,-,-,-,-,56.000
'15:15:04.136',0.000,-0.058,-,-,-,-,56.000
'15:15:04.144',0.008,-0.066,-,-,-,-,55.200
'15:15:04.152',0.008,-0.058,-,-,-,-,55.200
'15:15:04.160',0.016,-0.058,-,-,-,-,55.200
'15:15:04.168',0.008,-0.050,-,-,-,-,54.400
'15:15:04.176',0.000,-0.050,-,-,-,-,54.400
'15:15:04.184',0.008,-0.041,-,-,-,-,54.400
'15:15:04.192',0.000,-0.050,-,-,-,-,54.400
'15:15:04.200',0.016,-0.033,-,-,-,-,54.400
'15:15:04.208',0.008,-0.041,-,-,-,-,53.600
'15:15:04.216',0.016,-0.025,-,-,-,-,53.600
'15:15:04.224',0.008,-0.033,-,-,-,-,53.600
'15:15:04.232',0.016,-0.025,-,-,-,-,52.800
'15:15:04.240',0.000,-0.033,-,-,-,-,52.800
'15:15:04.248',0.008,-0.025,-,-,-,-,52.800
'15:15:04.256',0.000,-0.025,-,-,-,-,52.800
'15:15:04.264',0.016,-0.017,-,-,-,-,52.000
'15:15:04.272',0.008,-0.017,-,-,-,-,52.000
'15:15:04.280',0.016,-0.025,-,-,-,-,52.000
'15:15:04.288',0.008,-0.017,-,-,-,-,52.000
'15:15:04.296',0.016,-0.017,-,-,-,-,52.000
'15:15:04.304',0.008,-0.017,-,-,-,-,52.000
'15:15:04.312',0.016,-0.025,-,-,-,-,51.200
'15:15:04.320',0.000,-0.017,-,-,-,-,51.200
'15:15:04.328',0.016,-0.017,-,-,-,-,51.200
'15:15:04.336',0.008,-0.017,-,-,-,-,51.200
'15:15:04.344',0.016,-0.017,-,-,-,-,50.400
'15:15:04.352',-0.032,-0.240,-,-,-,-,50.400
'15:15:04.360',0.016,0.008,-,-,-,-,50.400
'15:15:04.368',0.008,0.017,-,-,-,-,49.600
'15:15:04.376',0.032,0.000,-,-,-,-,49.600
'15:15:04.384',0.040,-0.033,-,-,-,-,49.600
'15:15:04.392',0.056,-0.099,-,-,-,-,49.600
'15:15:04.400',0.048,-0.140,-,-,-,-,48.800
'15:15:04.408',0.056,-0.207,-,-,-,-,48.800
'15:15:04.416',0.064,-0.240,-,-,-,-,48.800
'15:15:04.424',0.088,-0.273,-,-,-,-,48.800
'15:15:04.432',0.120,-0.298,-,-,-,-,48.800
'15:15:04.440',0.152,-0.298,-,-,-,-,48.800
'15:15:04.448',0.176,-0.281,-,-,-,-,48.000
'15:15:04.456',0.208,-0.182,-,-,-,-,48.000
'15:15:04.464',0.224,-0.074,-,-,-,-,48.000
'15:15:04.472',0.208,-0.041,-,-,-,-,48.000
'15:15:04.480',0.168,-0.050,-,-,-,-,48.000
'15:15:04.488',0.120,-0.025,-,-,-,-,48.000
'15:15:04.496',0.088,-0.017,-,-,-,-,48.000
'15:15:04.504',0.064,0.000,-,-,-,-,48.000
'15:15:04.512',0.080,0.041,-,-,-,-,48.000
'15:15:04.520',0.088,0.058,-,-,-,-,48.000
'15:15:04.528',0.064,0.066,-,-,-,-,48.000
'15:15:04.536',0.048,0.091,-,-,-,-,48.000
'15:15:04.544',0.024,0.124,-,-,-,-,48.000
'15:15:04.552',-0.024,0.149,-,-,-,-,48.000
'15:15:04.560',-0.056,0.198,-,-,-,-,48.000
'15:15:04.568',-0.072,0.207,-,-,-,-,47.200
'15:15:04.576',-0.072,0.215,-,-,-,-,47.200
'15:15:04.584',-0.088,0.215,-,-,-,-,47.200
'15:15:04.592',-0.088,0.215,-,-,-,-,48.000
'15:15:04.600',-0.104,0.215,-,-,-,-,49.600
'15:15:04.608',-0.112,0.215,-,-,-,-,52.000
'15:15:04.616',-0.128,0.215,-,-,-,-,56.000
'15:15:04.624',-0.128,0.215,-,-,-,-,60.800
'15:15:04.632',-0.144,0.207,-,-,-,-,64.800
'15:15:04.640',-0.136,0.198,-,-,-,-,68.000
'15:15:04.648',-0.144,0.182,-,-,-,-,70.400
'15:15:04.656',-0.136,0.165,-,-,-,-,71.200
'15:15:04.664',-0.128,0.165,-,-,-,-,71.200
'15:15:04.672',-0.136,0.140,-,-,-,-,70.400
'15:15:04.680',-0.128,0.124,-,-,-,-,69.600
'15:15:04.688',-0.104,0.116,-,-,-,-,68.000
'15:15:04.696',-0.096,0.099,-,-,-,-,66.400
'15:15:04.704',-0.104,0.050,-,-,-,-,64.800
'15:15:04.712',-0.072,0.058,-,-,-,-,62.400
'15:15:04.720',-0.088,0.025,-,-,-,-,60.800
'15:15:04.728',-0.056,0.017,-,-,-,-,58.400
'15:15:04.736',-0.048,0.000,-,-,-,-,56.800
'15:15:04.744',-0.040,-0.017,-,-,-,-,54.400
'15:15:04.752',-0.040,-0.017,-,-,-,-,52.800
'15:15:04.760',-0.032,-0.033,-,-,-,-,52.000
'15:15:04.768',-0.024,-0.050,-,-,-,-,52.000
'15:15:04.776',-0.016,-0.041,-,-,-,-,53.600
'15:15:04.784',-0.016,-0.058,-,-,-,-,55.200
'15:15:04.792',-0.008,-0.058,-,-,-,-,56.800
'15:15:04.800',-0.008,-0.058,-,-,-,-,56.800
'15:15:04.808',0.000,-0.066,-,-,-,-,56.800
'15:15:04.816',0.000,-0.058,-,-,-,-,56.000
'15:15:04.824',0.000,-0.066,-,-,-,-,56.000
'15:15:04.832',0.008,-0.058,-,-,-,-,56.000
'15:15:04.840',0.000,-0.058,-,-,-,-,55.200
'15:15:04.848',0.008,-0.058,-,-,-,-,55.200
'15:15:04.856',0.000,-0.058,-,-,-,-,54.400
'15:15:04.864',0.008,-0.058,-,-,-,-,54.400
'15:15:04.872',0.016,-0.058,-,-,-,-,53.600
'15:15:04.880',0.008,-0.058,-,-,-,-,53.600
'15:15:04.888',0.016,-0.050,-,-,-,-,53.600
'15:15:04.896',0.008,-0.041,-,-,-,-,52.800
'15:15:04.904',0.024,-0.050,-,-,-,-,52.800
'15:15:04.912',0.024,-0.050,-,-,-,-,52.000
'15:15:04.920',0.016,-0.041,-,-,-,-,52.000
'15:15:04.928',0.024,-0.041,-,-,-,-,52.000
'15:15:04.936',0.016,-0.041,-,-,-,-,52.000
'15:15:04.944',0.024,-0.033,-,-,-,-,51.200
'15:15:04.952',0.016,-0.041,-,-,-,-,51.200
'15:15:04.960',0.024,-0.033,-,-,-,-,51.200
'15:15:04.968',0.016,-0.025,-,-,-,-,51.200
'15:15:04.976',0.024,-0.033,-,-,-,-,51.200
'15:15:04.984',0.016,-0.025,-,-,-,-,50.400
'15:15:04.992',0.024,-0.025,-,-,-,-,50.400
'15:15:05.000',0.016,-0.025,-,-,-,-,50.400
'15:15:05.008',0.016,-0.025,-,-,-,-,50.400
'15:15:05.016',0.024,-0.025,-,-,-,-,50.400
'15:15:05.024',0.016,-0.008,-,-,-,-,49.600
'15:15:05.032',0.032,0.000,-,-,-,-,49.600
'15:15:05.040',0.008,0.000,-,-,-,-,49.600
'15:15:05.048',0.016,0.000,-,-,-,-,49.600
'15:15:05.056',0.024,0.008,-,-,-,-,48.800
'15:15:05.064',0.024,0.017,-,-,-,-,48.800
'15:15:05.072',0.016,0.000,-,-,-,-,48.800
'15:15:05.080',0.024,0.000,-,-,-,-,48.800
'15:15:05.088',0.016,-0.008,-,-,-,-,48.800
'15:15:05.096',0.024,-0.017,-,-,-,-,48.000
'15:15:05.104',0.016,-0.017,-,-,-,-,48.000
'15:15:05.112',0.032,-0.017,-,-,-,-,48.000
