'Elapsed time','II','III','AVR','AVF','ABP','PAP'
'46:57:33.200',-0.048,-,-,-0.064,-,-
'46:57:33.208',-0.040,-,-,-0.064,-,-
'46:57:33.216',-0.040,-,-,-0.064,-,-
'46:57:33.224',-0.032,-,-,-0.064,-,-
'46:57:33.232',-0.040,-,-,-0.064,-,-
'46:57:33.240',-0.040,-,-,-0.056,-,-
'46:57:33.248',-0.032,-,-,-0.056,-,-
'46:57:33.256',-0.024,-,-,-0.048,-,-
'46:57:33.264',-0.024,-,-,-0.040,-,-
'46:57:33.272',-0.024,-,-,-0.032,-,-
'46:57:33.280',-0.016,-,-,-0.024,-,-
'46:57:33.288',-0.016,-,-,-0.024,-,-
'46:57:33.296',-0.016,-,-,-0.032,-,-
'46:57:33.304',-0.008,-,-,-0.032,-,-
'46:57:33.312',-0.008,-,-,-0.024,-,-
'46:57:33.320',-0.016,-,-,-0.024,-,-
'46:57:33.328',-0.016,-,-,-0.024,-,-
'46:57:33.336',-0.008,-,-,-0.016,-,-
'46:57:33.344',-0.008,-,-,-0.016,-,-
'46:57:33.352',-0.008,-,-,-0.016,-,-
'46:57:33.360',-0.016,-,-,-0.016,-,-
'46:57:33.368',-0.008,-,-,-0.016,-,-
'46:57:33.376',-0.008,-,-,-0.016,-,-
'46:57:33.384',-0.008,-,-,-0.016,-,-
'46:57:33.392',-0.016,-,-,-0.016,-,-
'46:57:33.400',-0.008,-,-,-0.008,-,-
'46:57:33.408',-0.008,-,-,0.000,-,-
'46:57:33.416',-0.008,-,-,0.000,-,-
'46:57:33.424',-0.016,-,-,0.000,-,-
'46:57:33.432',-0.008,-,-,0.000,-,-
'46:57:33.440',0.000,-,-,0.000,-,-
'46:57:33.448',0.000,-,-,0.000,-,-
'46:57:33.456',-0.008,-,-,0.000,-,-
'46:57:33.464',0.000,-,-,0.000,-,-
'46:57:33.472',0.000,-,-,0.000,-,-
'46:57:33.480',0.000,-,-,0.008,-,-
'46:57:33.488',-0.008,-,-,0.008,-,-
'46:57:33.496',-0.008,-,-,0.000,-,-
'46:57:33.504',0.000,-,-,0.008,-,-
'46:57:33.512',0.000,-,-,0.016,-,-
'46:57:33.520',0.000,-,-,0.008,-,-
'46:57:33.528',0.000,-,-,0.000,-,-
'46:57:33.536',0.008,-,-,0.000,-,-
'46:57:33.544',0.008,-,-,0.008,-,-
'46:57:33.552',0.024,-,-,0.032,-,-
'46:57:33.560',0.048,-,-,0.048,-,-
'46:57:33.568',0.064,-,-,0.056,-,-
'46:57:33.576',0.088,-,-,0.072,-,-
'46:57:33.584',0.104,-,-,0.088,-,-
'46:57:33.592',0.120,-,-,0.096,-,-
'46:57:33.600',0.104,-,-,0.088,-,-
'46:57:33.608',0.072,-,-,0.056,-,-
'46:57:33.616',0.048,-,-,0.040,-,-
'46:57:33.624',0.040,-,-,0.032,-,-
'46:57:33.632',0.016,-,-,0.024,-,-
'46:57:33.640',-0.008,-,-,0.008,-,-
'46:57:33.648',-0.016,-,-,0.000,-,-
'46:57:33.656',-0.024,-,-,0.000,-,-
'46:57:33.664',-0.048,-,-,-0.024,-,-
'46:57:33.672',-0.056,-,-,-0.032,-,-
'46:57:33.680',-0.032,-,-,0.000,-,-
'46:57:33.688',-0.016,-,-,0.008,-,-
'46:57:33.696',-0.016,-,-,0.000,-,-
'46:57:33.704',-0.032,-,-,-0.008,-,-
'46:57:33.712',-0.032,-,-,-0.008,-,-
'46:57:33.720',-0.016,-,-,0.008,-,-
'46:57:33.728',-0.008,-,-,0.016,-,-
'46:57:33.736',-0.008,-,-,0.008,-,-
'46:57:33.744',0.024,-,-,-0.008,-,-
'46:57:33.752',0.136,-,-,0.016,-,-
'46:57:33.760',0.376,-,-,0.152,-,-
'46:57:33.768',0.648,-,-,0.344,-,-
'46:57:33.776',0.720,-,-,0.448,-,-
'46:57:33.784',0.592,-,-,0.456,-,-
'46:57:33.792',0.432,-,-,0.432,-,-
'46:57:33.800',0.272,-,-,0.344,-,-
'46:57:33.808',0.128,-,-,0.200,-,-
'46:57:33.816',0.008,-,-,0.080,-,-
'46:57:33.824',-0.056,-,-,0.000,-,-
'46:57:33.832',-0.072,-,-,-0.024,-,-
'46:57:33.840',-0.064,-,-,-0.016,-,-
'46:57:33.848',-0.056,-,-,0.000,-,-
'46:57:33.856',-0.048,-,-,-0.008,-,-
'46:57:33.864',-0.056,-,-,-0.016,-,-
'46:57:33.872',-0.064,-,-,-0.016,-,-
'46:57:33.880',-0.064,-,-,-0.008,-,-
'46:57:33.888',-0.056,-,-,-0.008,-,-
'46:57:33.896',-0.040,-,-,0.000,-,-
'46:57:33.904',-0.032,-,-,0.000,-,-
'46:57:33.912',-0.040,-,-,-0.008,-,-
'46:57:33.920',-0.056,-,-,-0.024,-,-
'46:57:33.928',-0.064,-,-,-0.040,-,-
'46:57:33.936',-0.064,-,-,-0.040,-,-
'46:57:33.944',-0.072,-,-,-0.048,-,-
'46:57:33.952',-0.088,-,-,-0.056,-,-
'46:57:33.960',-0.096,-,-,-0.072,-,-
'46:57:33.968',-0.096,-,-,-0.072,-,-
'46:57:33.976',-0.096,-,-,-0.080,-,-
'46:57:33.984',-0.104,-,-,-0.096,-,-
'46:57:33.992',-0.104,-,-,-0.096,-,-
'46:57:34.000',-0.120,-,-,-0.104,-,-
'46:57:34.008',-0.120,-,-,-0.112,-,-
'46:57:34.016',-0.112,-,-,-0.112,-,-
'46:57:34.024',-0.112,-,-,-0.112,-,-
'46:57:34.032',-0.104,-,-,-0.096,-,-
'46:57:34.040',-0.088,-,-,-0.080,-,-
'46:57:34.048',-0.072,-,-,-0.064,-,-
'46:57:34.056',-0.072,-,-,-0.072,-,-
'46:57:34.064',-0.072,-,-,-0.072,-,-
'46:57:34.072',-0.064,-,-,-0.064,-,-
'46:57:34.080',-0.048,-,-,-0.032,-,-
'46:57:34.088',-0.032,-,-,-0.008,-,-
'46:57:34.096',-0.016,-,-,0.008,-,-
'46:57:34.104',-0.008,-,-,0.008,-,-
'46:57:34.112',0.000,-,-,0.016,-,-
'46:57:34.120',0.008,-,-,0.024,-,-
'46:57:34.128',0.016,-,-,0.040,-,-
'46:57:34.136',0.024,-,-,0.048,-,-
'46:57:34.144',0.032,-,-,0.048,-,-
'46:57:34.152',0.040,-,-,0.032,-,-
'46:57:34.160',0.048,-,-,-0.024,-,-
'46:57:34.168',0.040,-,-,-0.112,-,-
'46:57:34.176',0.072,-,-,-0.184,-,-
'46:57:34.184',0.144,-,-,-0.192,-,-
'46:57:34.192',0.160,-,-,-0.192,-,-
'46:57:34.200',-0.040,-,-,-0.360,-,-
'46:57:34.208',-0.344,-,-,-0.560,-,-
'46:57:34.216',-0.560,-,-,-0.640,-,-
'46:57:34.224',-0.600,-,-,-0.568,-,-
'46:57:34.232',-0.560,-,-,-0.464,-,-
'46:57:34.240',-0.472,-,-,-0.368,-,-
'46:57:34.248',-0.360,-,-,-0.264,-,-
'46:57:34.256',-0.240,-,-,-0.168,-,-
'46:57:34.264',-0.176,-,-,-0.104,-,-
'46:57:34.272',-0.152,-,-,-0.040,-,-
'46:57:34.280',-0.088,-,-,0.056,-,-
'46:57:34.288',0.016,-,-,0.160,-,-
'46:57:34.296',0.128,-,-,0.232,-,-
'46:57:34.304',0.216,-,-,0.296,-,-
'46:57:34.312',0.256,-,-,0.328,-,-
'46:57:34.320',0.272,-,-,0.344,-,-
'46:57:34.328',0.280,-,-,0.344,-,-
'46:57:34.336',0.288,-,-,0.344,-,-
'46:57:34.344',0.296,-,-,0.352,-,-
'46:57:34.352',0.304,-,-,0.376,-,-
'46:57:34.360',0.320,-,-,0.408,-,-
'46:57:34.368',0.360,-,-,0.448,-,-
'46:57:34.376',0.424,-,-,0.496,-,-
'46:57:34.384',0.472,-,-,0.528,-,-
'46:57:34.392',0.488,-,-,0.560,-,-
'46:57:34.400',0.536,-,-,0.600,-,-
'46:57:34.408',0.584,-,-,0.648,-,-
'46:57:34.416',0.608,-,-,0.664,-,-
'46:57:34.424',0.624,-,-,0.664,-,-
'46:57:34.432',0.648,-,-,0.664,-,-
'46:57:34.440',0.616,-,-,0.632,-,-
'46:57:34.448',0.584,-,-,0.592,-,-
'46:57:34.456',0.584,-,-,0.568,-,-
'46:57:34.464',0.544,-,-,0.520,-,-
'46:57:34.472',0.472,-,-,0.448,-,-
'46:57:34.480',0.408,-,-,0.384,-,-
'46:57:34.488',0.360,-,-,0.320,-,-
'46:57:34.496',0.304,-,-,0.256,-,-
'46:57:34.504',0.240,-,-,0.192,-,-
'46:57:34.512',0.176,-,-,0.144,-,-
'46:57:34.520',0.136,-,-,0.120,-,-
'46:57:34.528',0.088,-,-,0.096,-,-
'46:57:34.536',0.040,-,-,0.056,-,-
'46:57:34.544',0.016,-,-,0.032,-,-
'46:57:34.552',0.008,-,-,0.032,-,-
'46:57:34.560',-0.008,-,-,0.016,-,-
'46:57:34.568',-0.016,-,-,0.016,-,-
'46:57:34.576',0.008,-,-,0.024,-,-
'46:57:34.584',0.024,-,-,0.040,-,-
'46:57:34.592',0.000,-,-,0.024,-,-
'46:57:34.600',-0.040,-,-,0.008,-,-
'46:57:34.608',-0.056,-,-,0.000,-,-
'46:57:34.616',-0.040,-,-,0.008,-,-
'46:57:34.624',-0.016,-,-,0.024,-,-
'46:57:34.632',0.000,-,-,0.032,-,-
'46:57:34.640',0.016,-,-,0.032,-,-
'46:57:34.648',0.016,-,-,0.040,-,-
'46:57:34.656',0.000,-,-,0.032,-,-
'46:57:34.664',0.000,-,-,0.048,-,-
'46:57:34.672',0.024,-,-,0.072,-,-
'46:57:34.680',0.024,-,-,0.072,-,-
'46:57:34.688',0.024,-,-,0.064,-,-
'46:57:34.696',0.040,-,-,0.064,-,-
'46:57:34.704',0.032,-,-,0.056,-,-
'46:57:34.712',0.016,-,-,0.048,-,-
'46:57:34.720',0.024,-,-,0.064,-,-
'46:57:34.728',0.056,-,-,0.080,-,-
'46:57:34.736',0.064,-,-,0.088,-,-
'46:57:34.744',0.032,-,-,0.064,-,-
'46:57:34.752',0.016,-,-,0.048,-,-
'46:57:34.760',0.024,-,-,0.056,-,-
'46:57:34.768',0.040,-,-,0.056,-,-
'46:57:34.776',0.032,-,-,0.048,-,-
'46:57:34.784',0.032,-,-,0.048,-,-
'46:57:34.792',0.032,-,-,0.048,-,-
'46:57:34.800',0.016,-,-,0.032,-,-
'46:57:34.808',0.008,-,-,0.024,-,-
'46:57:34.816',0.008,-,-,0.024,-,-
'46:57:34.824',0.008,-,-,0.024,-,-
'46:57:34.832',0.000,-,-,0.016,-,-
'46:57:34.840',-0.008,-,-,0.008,-,-
'46:57:34.848',-0.008,-,-,0.008,-,-
'46:57:34.856',-0.016,-,-,0.000,-,-
'46:57:34.864',-0.016,-,-,0.000,-,-
'46:57:34.872',-0.008,-,-,0.008,-,-
'46:57:34.880',0.000,-,-,0.016,-,-
'46:57:34.888',0.000,-,-,0.016,-,-
'46:57:34.896',0.000,-,-,0.008,-,-
'46:57:34.904',0.000,-,-,0.008,-,-
'46:57:34.912',0.000,-,-,0.008,-,-
'46:57:34.920',0.000,-,-,0.016,-,-
'46:57:34.928',0.000,-,-,0.016,-,-
'46:57:34.936',-0.008,-,-,0.008,-,-
'46:57:34.944',-0.008,-,-,0.008,-,-
'46:57:34.952',-0.008,-,-,0.008,-,-
'46:57:34.960',-0.008,-,-,0.008,-,-
'46:57:34.968',-0.008,-,-,0.008,-,-
'46:57:34.976',-0.008,-,-,0.008,-,-
'46:57:34.984',-0.008,-,-,0.008,-,-
'46:57:34.992',-0.008,-,-,0.008,-,-
'46:57:35.000',0.000,-,-,0.008,-,-
'46:57:35.008',-0.008,-,-,0.016,-,-
'46:57:35.016',0.000,-,-,0.024,-,-
'46:57:35.024',0.000,-,-,0.024,-,-
'46:57:35.032',0.000,-,-,0.024,-,-
'46:57:35.040',0.000,-,-,0.024,-,-
'46:57:35.048',0.008,-,-,0.032,-,-
'46:57:35.056',0.008,-,-,0.032,-,-
'46:57:35.064',0.016,-,-,0.040,-,-
'46:57:35.072',0.024,-,-,0.040,-,-
'46:57:35.080',0.024,-,-,0.040,-,-
'46:57:35.088',0.024,-,-,0.032,-,-
'46:57:35.096',0.024,-,-,0.032,-,-
'46:57:35.104',0.016,-,-,0.024,-,-
'46:57:35.112',0.008,-,-,0.024,-,-
'46:57:35.120',0.008,-,-,0.016,-,-
'46:57:35.128',0.000,-,-,0.008,-,-
'46:57:35.136',0.000,-,-,0.008,-,-
'46:57:35.144',-0.008,-,-,0.000,-,-
'46:57:35.152',-0.008,-,-,0.000,-,-
'46:57:35.160',-0.008,-,-,0.000,-,-
'46:57:35.168',0.000,-,-,0.008,-,-
'46:57:35.176',0.016,-,-,0.024,-,-
'46:57:35.184',0.024,-,-,0.024,-,-
'46:57:35.192',0.040,-,-,0.032,-,-
'46:57:35.200',0.064,-,-,0.056,-,-
'46:57:35.208',0.080,-,-,0.064,-,-
'46:57:35.216',0.064,-,-,0.056,-,-
'46:57:35.224',0.040,-,-,0.032,-,-
'46:57:35.232',0.024,-,-,0.016,-,-
'46:57:35.240',0.008,-,-,0.000,-,-
'46:57:35.248',-0.024,-,-,-0.016,-,-
'46:57:35.256',-0.056,-,-,-0.040,-,-
'46:57:35.264',-0.072,-,-,-0.048,-,-
'46:57:35.272',-0.072,-,-,-0.056,-,-
'46:57:35.280',-0.072,-,-,-0.048,-,-
'46:57:35.288',-0.088,-,-,-0.064,-,-
'46:57:35.296',-0.096,-,-,-0.072,-,-
'46:57:35.304',-0.080,-,-,-0.056,-,-
'46:57:35.312',-0.088,-,-,-0.056,-,-
'46:57:35.320',-0.104,-,-,-0.080,-,-
'46:57:35.328',-0.104,-,-,-0.136,-,-
'46:57:35.336',-0.080,-,-,-0.208,-,-
'46:57:35.344',-0.056,-,-,-0.304,-,-
'46:57:35.352',-0.056,-,-,-0.392,-,-
'46:57:35.360',-0.072,-,-,-0.416,-,-
'46:57:35.368',-0.088,-,-,-0.264,-,-
'46:57:35.376',-0.104,-,-,-0.120,-,-
'46:57:35.384',-0.136,-,-,-0.072,-,-
'46:57:35.392',-0.208,-,-,-0.128,-,-
'46:57:35.400',-0.240,-,-,-0.168,-,-
'46:57:35.408',-0.168,-,-,-0.128,-,-
'46:57:35.416',-0.104,-,-,-0.064,-,-
'46:57:35.424',-0.080,-,-,-0.040,-,-
'46:57:35.432',-0.080,-,-,-0.040,-,-
'46:57:35.440',-0.072,-,-,-0.032,-,-
'46:57:35.448',-0.064,-,-,-0.032,-,-
'46:57:35.456',-0.056,-,-,-0.024,-,-
'46:57:35.464',-0.048,-,-,-0.016,-,-
'46:57:35.472',-0.048,-,-,-0.016,-,-
'46:57:35.480',-0.056,-,-,-0.024,-,-
'46:57:35.488',-0.048,-,-,-0.016,-,-
'46:57:35.496',-0.032,-,-,-0.008,-,-
'46:57:35.504',-0.024,-,-,0.000,-,-
'46:57:35.512',-0.024,-,-,0.000,-,-
'46:57:35.520',-0.016,-,-,0.000,-,-
'46:57:35.528',-0.016,-,-,0.000,-,-
'46:57:35.536',-0.008,-,-,0.008,-,-
'46:57:35.544',0.000,-,-,0.016,-,-
'46:57:35.552',0.016,-,-,0.024,-,-
'46:57:35.560',0.024,-,-,0.032,-,-
'46:57:35.568',0.032,-,-,0.040,-,-
'46:57:35.576',0.040,-,-,0.048,-,-
'46:57:35.584',0.064,-,-,0.064,-,-
'46:57:35.592',0.080,-,-,0.080,-,-
'46:57:35.600',0.104,-,-,0.088,-,-
'46:57:35.608',0.120,-,-,0.104,-,-
'46:57:35.616',0.144,-,-,0.120,-,-
'46:57:35.624',0.152,-,-,0.120,-,-
'46:57:35.632',0.144,-,-,0.112,-,-
'46:57:35.640',0.136,-,-,0.096,-,-
'46:57:35.648',0.120,-,-,0.072,-,-
'46:57:35.656',0.096,-,-,0.048,-,-
'46:57:35.664',0.072,-,-,0.024,-,-
'46:57:35.672',0.040,-,-,0.008,-,-
'46:57:35.680',0.024,-,-,0.000,-,-
'46:57:35.688',0.008,-,-,-0.016,-,-
'46:57:35.696',-0.008,-,-,-0.024,-,-
'46:57:35.704',-0.024,-,-,-0.032,-,-
'46:57:35.712',-0.032,-,-,-0.040,-,-
'46:57:35.720',-0.024,-,-,-0.048,-,-
'46:57:35.728',-0.024,-,-,-0.072,-,-
'46:57:35.736',-0.032,-,-,-0.128,-,-
'46:57:35.744',-0.048,-,-,-0.216,-,-
'46:57:35.752',-0.032,-,-,-0.288,-,-
'46:57:35.760',0.000,-,-,-0.328,-,-
'46:57:35.768',-0.048,-,-,-0.416,-,-
'46:57:35.776',-0.264,-,-,-0.640,-,-
'46:57:35.784',-0.552,-,-,-0.856,-,-
'46:57:35.792',-0.704,-,-,-0.896,-,-
'46:57:35.800',-0.712,-,-,-0.744,-,-
'46:57:35.808',-0.608,-,-,-0.568,-,-
'46:57:35.816',-0.528,-,-,-0.448,-,-
'46:57:35.824',-0.440,-,-,-0.376,-,-
'46:57:35.832',-0.360,-,-,-0.312,-,-
'46:57:35.840',-0.312,-,-,-0.256,-,-
'46:57:35.848',-0.280,-,-,-0.192,-,-
'46:57:35.856',-0.208,-,-,-0.096,-,-
'46:57:35.864',-0.072,-,-,0.024,-,-
'46:57:35.872',0.040,-,-,0.104,-,-
'46:57:35.880',0.096,-,-,0.144,-,-
'46:57:35.888',0.120,-,-,0.152,-,-
'46:57:35.896',0.128,-,-,0.168,-,-
'46:57:35.904',0.144,-,-,0.176,-,-
'46:57:35.912',0.152,-,-,0.184,-,-
'46:57:35.920',0.160,-,-,0.200,-,-
'46:57:35.928',0.168,-,-,0.208,-,-
'46:57:35.936',0.184,-,-,0.224,-,-
'46:57:35.944',0.208,-,-,0.240,-,-
'46:57:35.952',0.232,-,-,0.272,-,-
'46:57:35.960',0.256,-,-,0.304,-,-
'46:57:35.968',0.288,-,-,0.344,-,-
'46:57:35.976',0.328,-,-,0.384,-,-
'46:57:35.984',0.376,-,-,0.416,-,-
'46:57:35.992',0.416,-,-,0.448,-,-
'46:57:36.000',0.464,-,-,0.480,-,-
'46:57:36.008',0.496,-,-,0.496,-,-
'46:57:36.016',0.504,-,-,0.488,-,-
'46:57:36.024',0.480,-,-,0.448,-,-
'46:57:36.032',0.456,-,-,0.400,-,-
'46:57:36.040',0.416,-,-,0.344,-,-
'46:57:36.048',0.352,-,-,0.280,-,-
'46:57:36.056',0.288,-,-,0.216,-,-
'46:57:36.064',0.216,-,-,0.128,-,-
'46:57:36.072',0.144,-,-,0.024,-,-
'46:57:36.080',0.048,-,-,-0.112,-,-
'46:57:36.088',-0.056,-,-,-0.296,-,-
'46:57:36.096',-0.200,-,-,-0.520,-,-
'46:57:36.104',-0.376,-,-,-0.784,-,-
'46:57:36.112',-0.560,-,-,-1.000,-,-
'46:57:36.120',-0.728,-,-,-,-,-
'46:57:36.128',-0.864,-,-,-,-,-
'46:57:36.136',-0.872,-,-,-,-,-
'46:57:36.144',-0.704,-,-,-0.888,-,-
'46:57:36.152',-0.592,-,-,-0.640,-,-
'46:57:36.160',-0.552,-,-,-0.496,-,-
'46:57:36.168',-0.528,-,-,-0.432,-,-
'46:57:36.176',-0.416,-,-,-0.328,-,-
'46:57:36.184',-0.232,-,-,-0.152,-,-
'46:57:36.192',-0.072,-,-,0.016,-,-
'46:57:36.200',0.008,-,-,0.120,-,-
'46:57:36.208',0.040,-,-,0.160,-,-
'46:57:36.216',0.064,-,-,0.184,-,-
'46:57:36.224',0.080,-,-,0.200,-,-
'46:57:36.232',0.096,-,-,0.216,-,-
'46:57:36.240',0.112,-,-,0.232,-,-
'46:57:36.248',0.128,-,-,0.256,-,-
'46:57:36.256',0.152,-,-,0.280,-,-
'46:57:36.264',0.176,-,-,0.304,-,-
'46:57:36.272',0.200,-,-,0.336,-,-
'46:57:36.280',0.224,-,-,0.368,-,-
'46:57:36.288',0.248,-,-,0.400,-,-
'46:57:36.296',0.280,-,-,0.440,-,-
'46:57:36.304',0.312,-,-,0.480,-,-
'46:57:36.312',0.336,-,-,0.520,-,-
'46:57:36.320',0.360,-,-,0.544,-,-
'46:57:36.328',0.376,-,-,0.552,-,-
'46:57:36.336',0.368,-,-,0.536,-,-
'46:57:36.344',0.352,-,-,0.504,-,-
'46:57:36.352',0.328,-,-,0.456,-,-
'46:57:36.360',0.288,-,-,0.392,-,-
'46:57:36.368',0.248,-,-,0.328,-,-
'46:57:36.376',0.192,-,-,0.248,-,-
'46:57:36.384',0.136,-,-,0.168,-,-
'46:57:36.392',0.080,-,-,0.104,-,-
'46:57:36.400',0.040,-,-,0.056,-,-
'46:57:36.408',0.008,-,-,0.024,-,-
'46:57:36.416',-0.016,-,-,-0.008,-,-
'46:57:36.424',-0.040,-,-,-0.024,-,-
'46:57:36.432',-0.056,-,-,-0.048,-,-
'46:57:36.440',-0.064,-,-,-0.056,-,-
'46:57:36.448',-0.072,-,-,-0.056,-,-
'46:57:36.456',-0.072,-,-,-0.064,-,-
'46:57:36.464',-0.072,-,-,-0.064,-,-
'46:57:36.472',-0.072,-,-,-0.064,-,-
'46:57:36.480',-0.072,-,-,-0.064,-,-
'46:57:36.488',-0.072,-,-,-0.064,-,-
'46:57:36.496',-0.064,-,-,-0.064,-,-
'46:57:36.504',-0.064,-,-,-0.064,-,-
'46:57:36.512',-0.072,-,-,-0.064,-,-
'46:57:36.520',-0.064,-,-,-0.064,-,-
'46:57:36.528',-0.072,-,-,-0.064,-,-
'46:57:36.536',-0.064,-,-,-0.064,-,-
'46:57:36.544',-0.064,-,-,-0.064,-,-
'46:57:36.552',-0.064,-,-,-0.056,-,-
'46:57:36.560',-0.064,-,-,-0.056,-,-
'46:57:36.568',-0.064,-,-,-0.056,-,-
'46:57:36.576',-0.064,-,-,-0.056,-,-
'46:57:36.584',-0.056,-,-,-0.048,-,-
'46:57:36.592',-0.056,-,-,-0.048,-,-
'46:57:36.600',-0.056,-,-,-0.048,-,-
'46:57:36.608',-0.056,-,-,-0.048,-,-
'46:57:36.616',-0.056,-,-,-0.048,-,-
'46:57:36.624',-0.048,-,-,-0.040,-,-
'46:57:36.632',-0.040,-,-,-0.032,-,-
'46:57:36.640',-0.040,-,-,-0.032,-,-
'46:57:36.648',-0.040,-,-,-0.032,-,-
'46:57:36.656',-0.040,-,-,-0.032,-,-
'46:57:36.664',-0.032,-,-,-0.024,-,-
'46:57:36.672',-0.024,-,-,-0.024,-,-
'46:57:36.680',-0.024,-,-,-0.024,-,-
'46:57:36.688',-0.024,-,-,-0.024,-,-
'46:57:36.696',-0.032,-,-,-0.024,-,-
'46:57:36.704',-0.024,-,-,-0.024,-,-
'46:57:36.712',-0.024,-,-,-0.024,-,-
'46:57:36.720',-0.024,-,-,-0.024,-,-
'46:57:36.728',-0.024,-,-,-0.024,-,-
'46:57:36.736',-0.024,-,-,-0.016,-,-
'46:57:36.744',-0.016,-,-,-0.016,-,-
'46:57:36.752',-0.008,-,-,-0.008,-,-
'46:57:36.760',0.000,-,-,0.000,-,-
'46:57:36.768',0.016,-,-,0.008,-,-
'46:57:36.776',0.032,-,-,0.008,-,-
'46:57:36.784',0.048,-,-,0.016,-,-
'46:57:36.792',0.072,-,-,0.032,-,-
'46:57:36.800',0.088,-,-,0.048,-,-
'46:57:36.808',0.080,-,-,0.048,-,-
'46:57:36.816',0.064,-,-,0.032,-,-
'46:57:36.824',0.032,-,-,0.008,-,-
'46:57:36.832',0.016,-,-,-0.016,-,-
'46:57:36.840',-0.008,-,-,-0.032,-,-
'46:57:36.848',-0.040,-,-,-0.056,-,-
'46:57:36.856',-0.056,-,-,-0.064,-,-
'46:57:36.864',-0.056,-,-,-0.064,-,-
'46:57:36.872',-0.064,-,-,-0.064,-,-
'46:57:36.880',-0.072,-,-,-0.072,-,-
'46:57:36.888',-0.088,-,-,-0.088,-,-
'46:57:36.896',-0.088,-,-,-0.144,-,-
'46:57:36.904',-0.080,-,-,-0.224,-,-
'46:57:36.912',-0.072,-,-,-0.320,-,-
'46:57:36.920',-0.080,-,-,-0.416,-,-
'46:57:36.928',-0.080,-,-,-0.432,-,-
'46:57:36.936',-0.072,-,-,-0.280,-,-
'46:57:36.944',-0.072,-,-,-0.128,-,-
'46:57:36.952',-0.080,-,-,-0.056,-,-
'46:57:36.960',-0.128,-,-,-0.056,-,-
'46:57:36.968',-0.192,-,-,-0.128,-,-
