'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP'
'23:56:01.048',-,-,-,-,-,0.000,153.600
'23:56:01.056',-,-,-,-,-,0.000,150.000
'23:56:01.064',-,-,-,-,-,0.000,146.400
'23:56:01.072',-,-,-,-,-,0.000,142.800
'23:56:01.080',-,-,-,-,-,-0.048,138.000
'23:56:01.088',-,-,-,-,-,0.048,133.200
'23:56:01.096',-,-,-,-,-,0.113,128.400
'23:56:01.104',-,-,-,-,-,0.048,123.600
'23:56:01.112',-,-,-,-,-,0.113,118.800
'23:56:01.120',-,-,-,-,-,0.048,115.200
'23:56:01.128',-,-,-,-,-,0.000,112.800
'23:56:01.136',-,-,-,-,-,0.000,111.600
'23:56:01.144',-,-,-,-,-,-0.048,110.400
'23:56:01.152',-,-,-,-,-,-0.113,109.200
'23:56:01.160',-,-,-,-,-,-0.048,109.200
'23:56:01.168',-,-,-,-,-,-0.113,109.200
'23:56:01.176',-,-,-,-,-,0.000,109.200
'23:56:01.184',-,-,-,-,-,-0.113,109.200
'23:56:01.192',-,-,-,-,-,-0.048,108.000
'23:56:01.200',-,-,-,-,-,-0.113,108.000
'23:56:01.208',-,-,-,-,-,-0.113,108.000
'23:56:01.216',-,-,-,-,-,-0.048,108.000
'23:56:01.224',-,-,-,-,-,-0.113,108.000
'23:56:01.232',-,-,-,-,-,0.000,109.200
'23:56:01.240',-,-,-,-,-,0.000,109.200
'23:56:01.248',-,-,-,-,-,-0.984,109.200
'23:56:01.256',-,-,-,-,-,-1.823,108.000
'23:56:01.264',-,-,-,-,-,-2.516,108.000
'23:56:01.272',-,-,-,-,-,-2.581,106.800
'23:56:01.280',-,-,-,-,-,-1.581,105.600
'23:56:01.288',-,-,-,-,-,-1.113,104.400
'23:56:01.296',-,-,-,-,-,-0.516,103.200
'23:56:01.304',-,-,-,-,-,0.000,103.200
'23:56:01.312',-,-,-,-,-,0.048,102.000
'23:56:01.320',-,-,-,-,-,0.290,102.000
'23:56:01.328',-,-,-,-,-,0.339,100.800
'23:56:01.336',-,-,-,-,-,0.290,99.600
'23:56:01.344',-,-,-,-,-,0.226,99.600
'23:56:01.352',-,-,-,-,-,0.226,98.400
'23:56:01.360',-,-,-,-,-,0.290,98.400
'23:56:01.368',-,-,-,-,-,0.339,98.400
'23:56:01.376',-,-,-,-,-,0.290,98.400
'23:56:01.384',-,-,-,-,-,0.161,99.600
'23:56:01.392',-,-,-,-,-,0.339,102.000
'23:56:01.400',-,-,-,-,-,0.403,105.600
'23:56:01.408',-,-,-,-,-,0.468,110.400
'23:56:01.416',-,-,-,-,-,0.339,116.400
'23:56:01.424',-,-,-,-,-,0.468,122.400
'23:56:01.432',-,-,-,-,-,0.468,128.400
'23:56:01.440',-,-,-,-,-,0.581,134.400
'23:56:01.448',-,-,-,-,-,0.468,140.400
'23:56:01.456',-,-,-,-,-,0.645,146.400
'23:56:01.464',-,-,-,-,-,0.581,151.200
'23:56:01.472',-,-,-,-,-,0.645,154.800
'23:56:01.480',-,-,-,-,-,0.516,158.400
'23:56:01.488',-,-,-,-,-,0.468,159.600
'23:56:01.496',-,-,-,-,-,0.290,159.600
'23:56:01.504',-,-,-,-,-,0.226,160.800
'23:56:01.512',-,-,-,-,-,0.161,159.600
'23:56:01.520',-,-,-,-,-,0.048,159.600
'23:56:01.528',-,-,-,-,-,0.000,158.400
'23:56:01.536',-,-,-,-,-,0.048,157.200
'23:56:01.544',-,-,-,-,-,0.000,154.800
'23:56:01.552',-,-,-,-,-,0.000,152.400
'23:56:01.560',-,-,-,-,-,0.000,148.800
'23:56:01.568',-,-,-,-,-,0.000,144.000
'23:56:01.576',-,-,-,-,-,0.000,140.400
'23:56:01.584',-,-,-,-,-,0.113,135.600
'23:56:01.592',-,-,-,-,-,0.113,130.800
'23:56:01.600',-,-,-,-,-,0.113,126.000
'23:56:01.608',-,-,-,-,-,0.048,122.400
'23:56:01.616',-,-,-,-,-,0.113,118.800
'23:56:01.624',-,-,-,-,-,0.113,116.400
'23:56:01.632',-,-,-,-,-,0.000,114.000
'23:56:01.640',-,-,-,-,-,-0.113,112.800
'23:56:01.648',-,-,-,-,-,0.000,111.600
'23:56:01.656',-,-,-,-,-,-0.048,111.600
'23:56:01.664',-,-,-,-,-,-0.113,111.600
'23:56:01.672',-,-,-,-,-,0.000,111.600
'23:56:01.680',-,-,-,-,-,0.000,111.600
'23:56:01.688',-,-,-,-,-,-0.048,111.600
'23:56:01.696',-,-,-,-,-,-0.113,112.800
'23:56:01.704',-,-,-,-,-,0.000,112.800
'23:56:01.712',-,-,-,-,-,-0.113,112.800
'23:56:01.720',-,-,-,-,-,0.000,114.000
'23:56:01.728',-,-,-,-,-,0.113,114.000
'23:56:01.736',-,-,-,-,-,-0.113,112.800
'23:56:01.744',-,-,-,-,-,-1.048,112.800
'23:56:01.752',-,-,-,-,-,-1.935,111.600
'23:56:01.760',-,-,-,-,-,-2.516,111.600
'23:56:01.768',-,-,-,-,-,-2.048,110.400
'23:56:01.776',-,-,-,-,-,-1.694,110.400
'23:56:01.784',-,-,-,-,-,-1.048,109.200
'23:56:01.792',-,-,-,-,-,-0.290,108.000
'23:56:01.800',-,-,-,-,-,0.113,108.000
'23:56:01.808',-,-,-,-,-,0.226,106.800
'23:56:01.816',-,-,-,-,-,0.226,105.600
'23:56:01.824',-,-,-,-,-,0.339,104.400
'23:56:01.832',-,-,-,-,-,0.226,103.200
'23:56:01.840',-,-,-,-,-,0.339,102.000
'23:56:01.848',-,-,-,-,-,0.226,100.800
'23:56:01.856',-,-,-,-,-,0.339,100.800
'23:56:01.864',-,-,-,-,-,0.226,100.800
'23:56:01.872',-,-,-,-,-,0.339,102.000
'23:56:01.880',-,-,-,-,-,0.290,103.200
'23:56:01.888',-,-,-,-,-,0.339,106.800
'23:56:01.896',-,-,-,-,-,0.290,110.400
'23:56:01.904',-,-,-,-,-,0.468,114.000
'23:56:01.912',-,-,-,-,-,0.403,120.000
'23:56:01.920',-,-,-,-,-,0.468,124.800
'23:56:01.928',-,-,-,-,-,0.468,132.000
'23:56:01.936',-,-,-,-,-,0.516,138.000
'23:56:01.944',-,-,-,-,-,0.581,144.000
'23:56:01.952',-,-,-,-,-,0.339,148.800
'23:56:01.960',-,-,-,-,-,0.645,153.600
'23:56:01.968',-,-,-,-,-,0.516,157.200
'23:56:01.976',-,-,-,-,-,0.468,159.600
'23:56:01.984',-,-,-,-,-,0.339,160.800
'23:56:01.992',-,-,-,-,-,0.403,160.800
'23:56:02.000',-,-,-,-,-,0.226,160.800
'23:56:02.008',-,-,-,-,-,0.226,160.800
'23:56:02.016',-,-,-,-,-,0.048,159.600
'23:56:02.024',-,-,-,-,-,0.113,157.200
'23:56:02.032',-,-,-,-,-,0.000,156.000
'23:56:02.040',-,-,-,-,-,-0.048,152.400
'23:56:02.048',-,-,-,-,-,0.000,148.800
'23:56:02.056',-,-,-,-,-,0.048,145.200
'23:56:02.064',-,-,-,-,-,0.000,140.400
'23:56:02.072',-,-,-,-,-,0.048,135.600
'23:56:02.080',-,-,-,-,-,0.113,130.800
'23:56:02.088',-,-,-,-,-,0.113,126.000
'23:56:02.096',-,-,-,-,-,0.113,122.400
'23:56:02.104',-,-,-,-,-,0.113,118.800
'23:56:02.112',-,-,-,-,-,0.000,116.400
'23:56:02.120',-,-,-,-,-,0.048,114.000
'23:56:02.128',-,-,-,-,-,-0.113,112.800
'23:56:02.136',-,-,-,-,-,0.000,111.600
'23:56:02.144',-,-,-,-,-,-0.048,110.400
'23:56:02.152',-,-,-,-,-,0.000,110.400
'23:56:02.160',-,-,-,-,-,0.000,110.400
'23:56:02.168',-,-,-,-,-,-0.113,110.400
'23:56:02.176',-,-,-,-,-,0.000,110.400
'23:56:02.184',-,-,-,-,-,-0.048,110.400
'23:56:02.192',-,-,-,-,-,0.000,110.400
'23:56:02.200',-,-,-,-,-,-0.113,109.200
'23:56:02.208',-,-,-,-,-,-0.048,109.200
'23:56:02.216',-,-,-,-,-,-0.113,109.200
'23:56:02.224',-,-,-,-,-,0.000,109.200
'23:56:02.232',-,-,-,-,-,-0.516,109.200
'23:56:02.240',-,-,-,-,-,-1.339,109.200
'23:56:02.248',-,-,-,-,-,-2.339,108.000
'23:56:02.256',-,-,-,-,-,-2.468,108.000
'23:56:02.264',-,-,-,-,-,-1.694,108.000
'23:56:02.272',-,-,-,-,-,-1.290,106.800
'23:56:02.280',-,-,-,-,-,-0.645,105.600
'23:56:02.288',-,-,-,-,-,-0.048,105.600
'23:56:02.296',-,-,-,-,-,0.161,104.400
'23:56:02.304',-,-,-,-,-,0.290,103.200
'23:56:02.312',-,-,-,-,-,0.339,102.000
'23:56:02.320',-,-,-,-,-,0.161,100.800
'23:56:02.328',-,-,-,-,-,0.226,99.600
'23:56:02.336',-,-,-,-,-,0.290,99.600
'23:56:02.344',-,-,-,-,-,0.161,98.400
'23:56:02.352',-,-,-,-,-,0.339,98.400
'23:56:02.360',-,-,-,-,-,0.290,98.400
'23:56:02.368',-,-,-,-,-,0.339,98.400
'23:56:02.376',-,-,-,-,-,0.226,99.600
'23:56:02.384',-,-,-,-,-,0.290,102.000
'23:56:02.392',-,-,-,-,-,0.339,105.600
'23:56:02.400',-,-,-,-,-,0.339,109.200
'23:56:02.408',-,-,-,-,-,0.290,114.000
'23:56:02.416',-,-,-,-,-,0.468,120.000
'23:56:02.424',-,-,-,-,-,0.403,124.800
'23:56:02.432',-,-,-,-,-,0.581,129.600
'23:56:02.440',-,-,-,-,-,0.516,135.600
'23:56:02.448',-,-,-,-,-,0.468,140.400
'23:56:02.456',-,-,-,-,-,0.581,145.200
'23:56:02.464',-,-,-,-,-,0.468,150.000
'23:56:02.472',-,-,-,-,-,0.339,152.400
'23:56:02.480',-,-,-,-,-,0.403,154.800
'23:56:02.488',-,-,-,-,-,0.226,156.000
'23:56:02.496',-,-,-,-,-,0.048,156.000
'23:56:02.504',-,-,-,-,-,0.113,154.800
'23:56:02.512',-,-,-,-,-,0.048,153.600
'23:56:02.520',-,-,-,-,-,0.000,152.400
'23:56:02.528',-,-,-,-,-,0.000,150.000
'23:56:02.536',-,-,-,-,-,-0.048,146.400
'23:56:02.544',-,-,-,-,-,-0.113,142.800
'23:56:02.552',-,-,-,-,-,0.048,139.200
'23:56:02.560',-,-,-,-,-,0.000,134.400
'23:56:02.568',-,-,-,-,-,0.000,129.600
'23:56:02.576',-,-,-,-,-,0.000,124.800
'23:56:02.584',-,-,-,-,-,0.113,121.200
'23:56:02.592',-,-,-,-,-,0.000,117.600
'23:56:02.600',-,-,-,-,-,0.000,114.000
'23:56:02.608',-,-,-,-,-,0.113,111.600
'23:56:02.616',-,-,-,-,-,0.000,110.400
'23:56:02.624',-,-,-,-,-,0.000,109.200
'23:56:02.632',-,-,-,-,-,-0.113,108.000
'23:56:02.640',-,-,-,-,-,0.000,108.000
'23:56:02.648',-,-,-,-,-,0.000,106.800
'23:56:02.656',-,-,-,-,-,-0.113,106.800
'23:56:02.664',-,-,-,-,-,0.000,106.800
'23:56:02.672',-,-,-,-,-,-0.048,105.600
'23:56:02.680',-,-,-,-,-,-0.113,105.600
'23:56:02.688',-,-,-,-,-,-0.048,105.600
'23:56:02.696',-,-,-,-,-,-0.048,105.600
'23:56:02.704',-,-,-,-,-,-0.048,105.600
'23:56:02.712',-,-,-,-,-,0.000,105.600
'23:56:02.720',-,-,-,-,-,-0.113,105.600
'23:56:02.728',-,-,-,-,-,-0.758,106.800
'23:56:02.736',-,-,-,-,-,-1.694,106.800
'23:56:02.744',-,-,-,-,-,-2.290,105.600
'23:56:02.752',-,-,-,-,-,-2.290,105.600
'23:56:02.760',-,-,-,-,-,-1.516,105.600
'23:56:02.768',-,-,-,-,-,-1.048,105.600
'23:56:02.776',-,-,-,-,-,-0.403,104.400
'23:56:02.784',-,-,-,-,-,0.048,104.400
'23:56:02.792',-,-,-,-,-,0.113,103.200
'23:56:02.800',-,-,-,-,-,0.161,103.200
'23:56:02.808',-,-,-,-,-,0.290,102.000
'23:56:02.816',-,-,-,-,-,0.226,102.000
'23:56:02.824',-,-,-,-,-,0.290,100.800
'23:56:02.832',-,-,-,-,-,0.161,100.800
'23:56:02.840',-,-,-,-,-,0.290,100.800
'23:56:02.848',-,-,-,-,-,0.226,100.800
'23:56:02.856',-,-,-,-,-,0.226,102.000
'23:56:02.864',-,-,-,-,-,0.226,103.200
'23:56:02.872',-,-,-,-,-,0.226,105.600
'23:56:02.880',-,-,-,-,-,0.290,109.200
'23:56:02.888',-,-,-,-,-,0.339,114.000
'23:56:02.896',-,-,-,-,-,0.339,120.000
'23:56:02.904',-,-,-,-,-,0.403,126.000
'23:56:02.912',-,-,-,-,-,0.339,132.000
'23:56:02.920',-,-,-,-,-,0.468,138.000
'23:56:02.928',-,-,-,-,-,0.468,144.000
'23:56:02.936',-,-,-,-,-,0.468,148.800
'23:56:02.944',-,-,-,-,-,0.581,153.600
'23:56:02.952',-,-,-,-,-,0.468,156.000
'23:56:02.960',-,-,-,-,-,0.403,157.200
'23:56:02.968',-,-,-,-,-,0.339,157.200
'23:56:02.976',-,-,-,-,-,0.226,157.200
'23:56:02.984',-,-,-,-,-,0.290,158.400
'23:56:02.992',-,-,-,-,-,0.048,158.400
'23:56:03.000',-,-,-,-,-,0.113,157.200
'23:56:03.008',-,-,-,-,-,0.000,157.200
'23:56:03.016',-,-,-,-,-,-0.048,156.000
'23:56:03.024',-,-,-,-,-,0.000,153.600
'23:56:03.032',-,-,-,-,-,0.000,151.200
'23:56:03.040',-,-,-,-,-,-0.048,148.800
'23:56:03.048',-,-,-,-,-,0.000,145.200
'23:56:03.056',-,-,-,-,-,-0.048,140.400
'23:56:03.064',-,-,-,-,-,0.000,135.600
'23:56:03.072',-,-,-,-,-,0.048,132.000
'23:56:03.080',-,-,-,-,-,0.113,127.200
'23:56:03.088',-,-,-,-,-,0.000,124.800
'23:56:03.096',-,-,-,-,-,0.000,121.200
'23:56:03.104',-,-,-,-,-,0.000,118.800
'23:56:03.112',-,-,-,-,-,0.000,117.600
'23:56:03.120',-,-,-,-,-,-0.161,116.400
'23:56:03.128',-,-,-,-,-,-0.048,115.200
'23:56:03.136',-,-,-,-,-,-0.113,115.200
'23:56:03.144',-,-,-,-,-,-0.048,115.200
'23:56:03.152',-,-,-,-,-,-0.113,115.200
'23:56:03.160',-,-,-,-,-,0.000,115.200
'23:56:03.168',-,-,-,-,-,-0.113,115.200
'23:56:03.176',-,-,-,-,-,-0.048,115.200
'23:56:03.184',-,-,-,-,-,-0.113,115.200
'23:56:03.192',-,-,-,-,-,-0.161,115.200
'23:56:03.200',-,-,-,-,-,0.000,116.400
'23:56:03.208',-,-,-,-,-,-0.048,116.400
'23:56:03.216',-,-,-,-,-,-0.516,116.400
'23:56:03.224',-,-,-,-,-,-1.290,116.400
'23:56:03.232',-,-,-,-,-,-2.226,115.200
'23:56:03.240',-,-,-,-,-,-2.290,115.200
'23:56:03.248',-,-,-,-,-,-1.581,114.000
'23:56:03.256',-,-,-,-,-,-1.161,112.800
'23:56:03.264',-,-,-,-,-,-0.758,111.600
'23:56:03.272',-,-,-,-,-,-0.113,110.400
'23:56:03.280',-,-,-,-,-,0.048,109.200
'23:56:03.288',-,-,-,-,-,0.226,108.000
'23:56:03.296',-,-,-,-,-,0.226,108.000
'23:56:03.304',-,-,-,-,-,0.113,106.800
'23:56:03.312',-,-,-,-,-,0.226,106.800
'23:56:03.320',-,-,-,-,-,0.161,105.600
'23:56:03.328',-,-,-,-,-,0.226,104.400
'23:56:03.336',-,-,-,-,-,0.226,104.400
'23:56:03.344',-,-,-,-,-,0.226,105.600
'23:56:03.352',-,-,-,-,-,0.113,106.800
'23:56:03.360',-,-,-,-,-,0.226,109.200
'23:56:03.368',-,-,-,-,-,0.339,111.600
'23:56:03.376',-,-,-,-,-,0.226,116.400
'23:56:03.384',-,-,-,-,-,0.290,121.200
'23:56:03.392',-,-,-,-,-,0.226,126.000
'23:56:03.400',-,-,-,-,-,0.403,132.000
'23:56:03.408',-,-,-,-,-,0.339,138.000
'23:56:03.416',-,-,-,-,-,0.516,142.800
'23:56:03.424',-,-,-,-,-,0.339,148.800
'23:56:03.432',-,-,-,-,-,0.468,152.400
'23:56:03.440',-,-,-,-,-,0.339,154.800
'23:56:03.448',-,-,-,-,-,0.339,157.200
'23:56:03.456',-,-,-,-,-,0.468,157.200
'23:56:03.464',-,-,-,-,-,0.290,158.400
'23:56:03.472',-,-,-,-,-,0.113,158.400
'23:56:03.480',-,-,-,-,-,0.048,159.600
'23:56:03.488',-,-,-,-,-,0.000,159.600
'23:56:03.496',-,-,-,-,-,-0.048,158.400
'23:56:03.504',-,-,-,-,-,0.000,158.400
'23:56:03.512',-,-,-,-,-,0.000,156.000
'23:56:03.520',-,-,-,-,-,-0.113,154.800
'23:56:03.528',-,-,-,-,-,0.000,152.400
'23:56:03.536',-,-,-,-,-,-0.113,148.800
'23:56:03.544',-,-,-,-,-,0.000,145.200
'23:56:03.552',-,-,-,-,-,0.048,140.400
'23:56:03.560',-,-,-,-,-,0.113,135.600
'23:56:03.568',-,-,-,-,-,0.113,130.800
'23:56:03.576',-,-,-,-,-,0.000,126.000
'23:56:03.584',-,-,-,-,-,0.000,122.400
'23:56:03.592',-,-,-,-,-,0.000,120.000
'23:56:03.600',-,-,-,-,-,0.000,118.800
'23:56:03.608',-,-,-,-,-,-0.113,117.600
'23:56:03.616',-,-,-,-,-,-0.113,116.400
'23:56:03.624',-,-,-,-,-,-0.113,116.400
'23:56:03.632',-,-,-,-,-,0.000,115.200
'23:56:03.640',-,-,-,-,-,-0.161,115.200
'23:56:03.648',-,-,-,-,-,-0.113,115.200
'23:56:03.656',-,-,-,-,-,0.000,116.400
'23:56:03.664',-,-,-,-,-,-0.161,116.400
'23:56:03.672',-,-,-,-,-,-0.226,116.400
'23:56:03.680',-,-,-,-,-,0.000,116.400
'23:56:03.688',-,-,-,-,-,-0.048,116.400
'23:56:03.696',-,-,-,-,-,0.000,115.200
'23:56:03.704',-,-,-,-,-,-0.516,115.200
'23:56:03.712',-,-,-,-,-,-1.161,115.200
'23:56:03.720',-,-,-,-,-,-1.984,115.200
'23:56:03.728',-,-,-,-,-,-2.161,114.000
'23:56:03.736',-,-,-,-,-,-1.581,114.000
'23:56:03.744',-,-,-,-,-,-1.290,112.800
'23:56:03.752',-,-,-,-,-,-0.758,111.600
'23:56:03.760',-,-,-,-,-,-0.161,110.400
'23:56:03.768',-,-,-,-,-,0.161,109.200
'23:56:03.776',-,-,-,-,-,0.000,108.000
'23:56:03.784',-,-,-,-,-,0.226,108.000
'23:56:03.792',-,-,-,-,-,0.339,108.000
'23:56:03.800',-,-,-,-,-,0.113,108.000
'23:56:03.808',-,-,-,-,-,0.290,106.800
'23:56:03.816',-,-,-,-,-,0.339,105.600
'23:56:03.824',-,-,-,-,-,0.226,105.600
'23:56:03.832',-,-,-,-,-,0.339,105.600
'23:56:03.840',-,-,-,-,-,0.048,106.800
'23:56:03.848',-,-,-,-,-,0.403,109.200
'23:56:03.856',-,-,-,-,-,0.226,112.800
'23:56:03.864',-,-,-,-,-,0.468,116.400
'23:56:03.872',-,-,-,-,-,0.339,121.200
'23:56:03.880',-,-,-,-,-,0.468,127.200
'23:56:03.888',-,-,-,-,-,0.290,133.200
'23:56:03.896',-,-,-,-,-,0.581,139.200
'23:56:03.904',-,-,-,-,-,0.468,145.200
'23:56:03.912',-,-,-,-,-,0.758,150.000
'23:56:03.920',-,-,-,-,-,0.468,153.600
'23:56:03.928',-,-,-,-,-,0.645,156.000
'23:56:03.936',-,-,-,-,-,0.468,158.400
'23:56:03.944',-,-,-,-,-,0.403,158.400
'23:56:03.952',-,-,-,-,-,0.581,159.600
'23:56:03.960',-,-,-,-,-,0.226,159.600
'23:56:03.968',-,-,-,-,-,0.048,159.600
'23:56:03.976',-,-,-,-,-,0.161,159.600
'23:56:03.984',-,-,-,-,-,0.290,159.600
'23:56:03.992',-,-,-,-,-,0.048,158.400
'23:56:04.000',-,-,-,-,-,-0.113,157.200
'23:56:04.008',-,-,-,-,-,0.113,154.800
'23:56:04.016',-,-,-,-,-,0.113,151.200
'23:56:04.024',-,-,-,-,-,-0.048,147.600
'23:56:04.032',-,-,-,-,-,0.048,144.000
'23:56:04.040',-,-,-,-,-,0.000,139.200
'23:56:04.048',-,-,-,-,-,0.048,134.400
'23:56:04.056',-,-,-,-,-,0.000,130.800
'23:56:04.064',-,-,-,-,-,0.226,126.000
'23:56:04.072',-,-,-,-,-,0.226,122.400
'23:56:04.080',-,-,-,-,-,0.113,120.000
'23:56:04.088',-,-,-,-,-,0.113,117.600
'23:56:04.096',-,-,-,-,-,-0.113,117.600
'23:56:04.104',-,-,-,-,-,0.000,117.600
'23:56:04.112',-,-,-,-,-,0.000,116.400
'23:56:04.120',-,-,-,-,-,-0.113,116.400
'23:56:04.128',-,-,-,-,-,0.000,117.600
'23:56:04.136',-,-,-,-,-,0.048,117.600
'23:56:04.144',-,-,-,-,-,-0.113,117.600
'23:56:04.152',-,-,-,-,-,0.000,117.600
'23:56:04.160',-,-,-,-,-,-0.161,117.600
'23:56:04.168',-,-,-,-,-,0.000,117.600
'23:56:04.176',-,-,-,-,-,0.000,117.600
'23:56:04.184',-,-,-,-,-,0.226,117.600
'23:56:04.192',-,-,-,-,-,-0.645,118.800
'23:56:04.200',-,-,-,-,-,-1.403,118.800
'23:56:04.208',-,-,-,-,-,-1.823,116.400
'23:56:04.216',-,-,-,-,-,-1.935,115.200
'23:56:04.224',-,-,-,-,-,-1.161,112.800
'23:56:04.232',-,-,-,-,-,-0.871,112.800
'23:56:04.240',-,-,-,-,-,-0.403,112.800
'23:56:04.248',-,-,-,-,-,-0.048,111.600
'23:56:04.256',-,-,-,-,-,0.290,110.400
'23:56:04.264',-,-,-,-,-,0.226,109.200
'23:56:04.272',-,-,-,-,-,0.290,108.000
'23:56:04.280',-,-,-,-,-,0.339,106.800
'23:56:04.288',-,-,-,-,-,0.113,106.800
'23:56:04.296',-,-,-,-,-,0.339,106.800
'23:56:04.304',-,-,-,-,-,0.226,106.800
'23:56:04.312',-,-,-,-,-,0.290,105.600
'23:56:04.320',-,-,-,-,-,0.339,105.600
'23:56:04.328',-,-,-,-,-,0.226,106.800
'23:56:04.336',-,-,-,-,-,0.113,109.200
'23:56:04.344',-,-,-,-,-,0.290,112.800
'23:56:04.352',-,-,-,-,-,0.339,117.600
'23:56:04.360',-,-,-,-,-,0.516,122.400
'23:56:04.368',-,-,-,-,-,0.290,128.400
'23:56:04.376',-,-,-,-,-,0.468,134.400
'23:56:04.384',-,-,-,-,-,0.581,140.400
'23:56:04.392',-,-,-,-,-,0.468,146.400
'23:56:04.400',-,-,-,-,-,0.581,150.000
'23:56:04.408',-,-,-,-,-,0.339,153.600
'23:56:04.416',-,-,-,-,-,0.645,154.800
'23:56:04.424',-,-,-,-,-,0.403,156.000
'23:56:04.432',-,-,-,-,-,0.339,157.200
'23:56:04.440',-,-,-,-,-,0.339,158.400
'23:56:04.448',-,-,-,-,-,0.290,158.400
'23:56:04.456',-,-,-,-,-,0.048,158.400
'23:56:04.464',-,-,-,-,-,0.113,157.200
'23:56:04.472',-,-,-,-,-,0.113,157.200
'23:56:04.480',-,-,-,-,-,0.113,156.000
'23:56:04.488',-,-,-,-,-,0.000,154.800
'23:56:04.496',-,-,-,-,-,-0.113,152.400
'23:56:04.504',-,-,-,-,-,0.000,150.000
'23:56:04.512',-,-,-,-,-,-0.048,146.400
'23:56:04.520',-,-,-,-,-,0.290,141.600
'23:56:04.528',-,-,-,-,-,0.161,138.000
'23:56:04.536',-,-,-,-,-,0.226,133.200
'23:56:04.544',-,-,-,-,-,-0.048,128.400
'23:56:04.552',-,-,-,-,-,0.113,124.800
'23:56:04.560',-,-,-,-,-,0.226,121.200
'23:56:04.568',-,-,-,-,-,0.000,118.800
'23:56:04.576',-,-,-,-,-,0.000,116.400
'23:56:04.584',-,-,-,-,-,0.048,115.200
'23:56:04.592',-,-,-,-,-,-0.113,115.200
'23:56:04.600',-,-,-,-,-,0.000,115.200
'23:56:04.608',-,-,-,-,-,-0.161,115.200
'23:56:04.616',-,-,-,-,-,0.000,115.200
'23:56:04.624',-,-,-,-,-,-0.161,115.200
'23:56:04.632',-,-,-,-,-,0.000,115.200
'23:56:04.640',-,-,-,-,-,-0.048,115.200
'23:56:04.648',-,-,-,-,-,-0.113,114.000
'23:56:04.656',-,-,-,-,-,-0.161,114.000
'23:56:04.664',-,-,-,-,-,-0.048,114.000
'23:56:04.672',-,-,-,-,-,0.000,114.000
'23:56:04.680',-,-,-,-,-,-0.645,114.000
'23:56:04.688',-,-,-,-,-,-1.161,114.000
'23:56:04.696',-,-,-,-,-,-1.935,114.000
'23:56:04.704',-,-,-,-,-,-1.694,114.000
'23:56:04.712',-,-,-,-,-,-0.984,112.800
'23:56:04.720',-,-,-,-,-,-0.935,111.600
'23:56:04.728',-,-,-,-,-,-0.984,110.400
'23:56:04.736',-,-,-,-,-,-0.161,109.200
'23:56:04.744',-,-,-,-,-,0.113,108.000
'23:56:04.752',-,-,-,-,-,0.048,106.800
'23:56:04.760',-,-,-,-,-,0.290,105.600
'23:56:04.768',-,-,-,-,-,0.113,105.600
'23:56:04.776',-,-,-,-,-,0.290,104.400
'23:56:04.784',-,-,-,-,-,0.226,103.200
'23:56:04.792',-,-,-,-,-,0.339,103.200
'23:56:04.800',-,-,-,-,-,0.048,103.200
'23:56:04.808',-,-,-,-,-,0.226,103.200
'23:56:04.816',-,-,-,-,-,0.468,103.200
'23:56:04.824',-,-,-,-,-,0.161,105.600
'23:56:04.832',-,-,-,-,-,0.048,108.000
'23:56:04.840',-,-,-,-,-,0.339,111.600
