'Elapsed time','I','II','III','AVF','MCL1','ABP','PAP'
'33:14:25.104',-,0.000,-,-,-0.040,-,-
'33:14:25.112',-,-0.020,-,-,-0.040,-,-
'33:14:25.120',-,0.000,-,-,-0.040,-,-
'33:14:25.128',-,0.000,-,-,-0.040,-,-
'33:14:25.136',-,0.000,-,-,-0.040,-,-
'33:14:25.144',-,0.000,-,-,-0.040,-,-
'33:14:25.152',-,0.020,-,-,-0.040,-,-
'33:14:25.160',-,0.020,-,-,-0.020,-,-
'33:14:25.168',-,0.020,-,-,-0.040,-,-
'33:14:25.176',-,0.040,-,-,-0.040,-,-
'33:14:25.184',-,0.020,-,-,-0.040,-,-
'33:14:25.192',-,0.040,-,-,-0.040,-,-
'33:14:25.200',-,0.080,-,-,-0.020,-,-
'33:14:25.208',-,0.060,-,-,-0.020,-,-
'33:14:25.216',-,0.080,-,-,0.000,-,-
'33:14:25.224',-,0.080,-,-,0.000,-,-
'33:14:25.232',-,0.080,-,-,0.020,-,-
'33:14:25.240',-,0.080,-,-,0.040,-,-
'33:14:25.248',-,0.120,-,-,0.040,-,-
'33:14:25.256',-,0.100,-,-,0.040,-,-
'33:14:25.264',-,0.080,-,-,0.040,-,-
'33:14:25.272',-,0.080,-,-,0.040,-,-
'33:14:25.280',-,0.040,-,-,0.040,-,-
'33:14:25.288',-,0.000,-,-,0.040,-,-
'33:14:25.296',-,0.000,-,-,0.000,-,-
'33:14:25.304',-,-0.020,-,-,0.000,-,-
'33:14:25.312',-,0.000,-,-,0.000,-,-
'33:14:25.320',-,-0.040,-,-,0.000,-,-
'33:14:25.328',-,-0.020,-,-,0.000,-,-
'33:14:25.336',-,-0.040,-,-,0.000,-,-
'33:14:25.344',-,-0.040,-,-,0.000,-,-
'33:14:25.352',-,-0.040,-,-,0.000,-,-
'33:14:25.360',-,-0.060,-,-,0.000,-,-
'33:14:25.368',-,-0.040,-,-,0.000,-,-
'33:14:25.376',-,-0.060,-,-,0.000,-,-
'33:14:25.384',-,-0.060,-,-,-0.020,-,-
'33:14:25.392',-,-0.100,-,-,-0.020,-,-
'33:14:25.400',-,-0.100,-,-,-0.020,-,-
'33:14:25.408',-,-0.100,-,-,-0.020,-,-
'33:14:25.416',-,-0.100,-,-,-0.040,-,-
'33:14:25.424',-,-0.140,-,-,-0.040,-,-
'33:14:25.432',-,-0.140,-,-,-0.040,-,-
'33:14:25.440',-,-0.140,-,-,-0.040,-,-
'33:14:25.448',-,-0.120,-,-,-0.040,-,-
'33:14:25.456',-,-0.140,-,-,-0.040,-,-
'33:14:25.464',-,-0.120,-,-,-0.040,-,-
'33:14:25.472',-,-0.120,-,-,-0.040,-,-
'33:14:25.480',-,-0.120,-,-,-0.040,-,-
'33:14:25.488',-,-0.160,-,-,-0.040,-,-
'33:14:25.496',-,-0.180,-,-,-0.040,-,-
'33:14:25.504',-,-0.160,-,-,-0.040,-,-
'33:14:25.512',-,-0.180,-,-,-0.040,-,-
'33:14:25.520',-,-0.180,-,-,-0.040,-,-
'33:14:25.528',-,-0.160,-,-,-0.040,-,-
'33:14:25.536',-,-0.180,-,-,-0.040,-,-
'33:14:25.544',-,-0.160,-,-,-0.020,-,-
'33:14:25.552',-,-0.180,-,-,-0.020,-,-
'33:14:25.560',-,-0.180,-,-,-0.020,-,-
'33:14:25.568',-,-0.180,-,-,0.000,-,-
'33:14:25.576',-,-0.160,-,-,0.000,-,-
'33:14:25.584',-,-0.180,-,-,0.000,-,-
'33:14:25.592',-,-0.140,-,-,0.000,-,-
'33:14:25.600',-,-0.200,-,-,-0.020,-,-
'33:14:25.608',-,-0.260,-,-,-0.040,-,-
'33:14:25.616',-,-0.260,-,-,-0.040,-,-
'33:14:25.624',-,-0.260,-,-,-0.040,-,-
'33:14:25.632',-,-0.260,-,-,-0.060,-,-
'33:14:25.640',-,-0.280,-,-,-0.040,-,-
'33:14:25.648',-,-0.260,-,-,-0.060,-,-
'33:14:25.656',-,-0.300,-,-,-0.040,-,-
'33:14:25.664',-,-0.320,-,-,-0.080,-,-
'33:14:25.672',-,-0.180,-,-,0.040,-,-
'33:14:25.680',-,0.460,-,-,0.680,-,-
'33:14:25.688',-,0.620,-,-,0.780,-,-
'33:14:25.696',-,0.240,-,-,0.260,-,-
'33:14:25.704',-,-0.060,-,-,0.120,-,-
'33:14:25.712',-,-0.040,-,-,0.100,-,-
'33:14:25.720',-,-0.140,-,-,0.000,-,-
'33:14:25.728',-,-0.220,-,-,-0.040,-,-
'33:14:25.736',-,-0.240,-,-,-0.060,-,-
'33:14:25.744',-,-0.260,-,-,-0.080,-,-
'33:14:25.752',-,-0.240,-,-,-0.080,-,-
'33:14:25.760',-,-0.260,-,-,-0.080,-,-
'33:14:25.768',-,-0.260,-,-,-0.080,-,-
'33:14:25.776',-,-0.260,-,-,-0.080,-,-
'33:14:25.784',-,-0.260,-,-,-0.080,-,-
'33:14:25.792',-,-0.240,-,-,-0.080,-,-
'33:14:25.800',-,-0.240,-,-,-0.080,-,-
'33:14:25.808',-,-0.240,-,-,-0.060,-,-
'33:14:25.816',-,-0.220,-,-,-0.060,-,-
'33:14:25.824',-,-0.220,-,-,-0.060,-,-
'33:14:25.832',-,-0.180,-,-,-0.060,-,-
'33:14:25.840',-,-0.180,-,-,-0.060,-,-
'33:14:25.848',-,-0.180,-,-,-0.060,-,-
'33:14:25.856',-,-0.180,-,-,-0.060,-,-
'33:14:25.864',-,-0.140,-,-,-0.060,-,-
'33:14:25.872',-,-0.160,-,-,-0.060,-,-
'33:14:25.880',-,-0.180,-,-,-0.060,-,-
'33:14:25.888',-,-0.140,-,-,-0.040,-,-
'33:14:25.896',-,-0.120,-,-,-0.060,-,-
'33:14:25.904',-,-0.140,-,-,-0.040,-,-
'33:14:25.912',-,-0.100,-,-,-0.040,-,-
'33:14:25.920',-,-0.100,-,-,-0.040,-,-
'33:14:25.928',-,-0.100,-,-,-0.020,-,-
'33:14:25.936',-,-0.100,-,-,0.000,-,-
'33:14:25.944',-,-0.120,-,-,0.000,-,-
'33:14:25.952',-,-0.100,-,-,0.000,-,-
'33:14:25.960',-,-0.140,-,-,0.000,-,-
'33:14:25.968',-,-0.140,-,-,0.000,-,-
'33:14:25.976',-,-0.160,-,-,0.000,-,-
'33:14:25.984',-,-0.180,-,-,-0.020,-,-
'33:14:25.992',-,-0.180,-,-,0.000,-,-
'33:14:26.000',-,-0.180,-,-,-0.020,-,-
'33:14:26.008',-,-0.220,-,-,-0.020,-,-
'33:14:26.016',-,-0.200,-,-,-0.040,-,-
'33:14:26.024',-,-0.220,-,-,-0.040,-,-
'33:14:26.032',-,-0.180,-,-,-0.040,-,-
'33:14:26.040',-,-0.200,-,-,-0.040,-,-
'33:14:26.048',-,-0.180,-,-,-0.040,-,-
'33:14:26.056',-,-0.220,-,-,-0.040,-,-
'33:14:26.064',-,-0.220,-,-,-0.040,-,-
'33:14:26.072',-,-0.220,-,-,-0.040,-,-
'33:14:26.080',-,-0.200,-,-,-0.040,-,-
'33:14:26.088',-,-0.220,-,-,-0.040,-,-
'33:14:26.096',-,-0.220,-,-,-0.040,-,-
'33:14:26.104',-,-0.240,-,-,-0.060,-,-
'33:14:26.112',-,-0.220,-,-,-0.060,-,-
'33:14:26.120',-,-0.220,-,-,-0.040,-,-
'33:14:26.128',-,-0.220,-,-,-0.040,-,-
'33:14:26.136',-,-0.160,-,-,0.000,-,-
'33:14:26.144',-,-0.020,-,-,0.060,-,-
'33:14:26.152',-,0.080,-,-,0.120,-,-
'33:14:26.160',-,0.220,-,-,0.220,-,-
'33:14:26.168',-,0.420,-,-,0.340,-,-
'33:14:26.176',-,0.620,-,-,0.480,-,-
'33:14:26.184',-,0.860,-,-,0.700,-,-
'33:14:26.192',-,1.040,-,-,0.980,-,-
'33:14:26.200',-,1.320,-,-,1.400,-,-
'33:14:26.208',-,1.700,-,-,2.000,-,-
'33:14:26.216',-,1.780,-,-,2.140,-,-
'33:14:26.224',-,0.700,-,-,1.000,-,-
'33:14:26.232',-,-0.160,-,-,0.000,-,-
'33:14:26.240',-,-0.420,-,-,-0.260,-,-
'33:14:26.248',-,-0.440,-,-,-0.320,-,-
'33:14:26.256',-,-0.440,-,-,-0.360,-,-
'33:14:26.264',-,-0.480,-,-,-0.360,-,-
'33:14:26.272',-,-0.520,-,-,-0.400,-,-
'33:14:26.280',-,-0.520,-,-,-0.400,-,-
'33:14:26.288',-,-0.520,-,-,-0.400,-,-
'33:14:26.296',-,-0.560,-,-,-0.420,-,-
'33:14:26.304',-,-0.600,-,-,-0.420,-,-
'33:14:26.312',-,-0.600,-,-,-0.440,-,-
'33:14:26.320',-,-0.620,-,-,-0.440,-,-
'33:14:26.328',-,-0.640,-,-,-0.480,-,-
'33:14:26.336',-,-0.700,-,-,-0.500,-,-
'33:14:26.344',-,-0.720,-,-,-0.520,-,-
'33:14:26.352',-,-0.720,-,-,-0.580,-,-
'33:14:26.360',-,-0.740,-,-,-0.620,-,-
'33:14:26.368',-,-0.780,-,-,-0.660,-,-
'33:14:26.376',-,-0.840,-,-,-0.700,-,-
'33:14:26.384',-,-0.860,-,-,-0.740,-,-
'33:14:26.392',-,-0.880,-,-,-0.780,-,-
'33:14:26.400',-,-0.880,-,-,-0.780,-,-
'33:14:26.408',-,-0.880,-,-,-0.780,-,-
'33:14:26.416',-,-0.840,-,-,-0.780,-,-
'33:14:26.424',-,-0.780,-,-,-0.720,-,-
'33:14:26.432',-,-0.700,-,-,-0.660,-,-
'33:14:26.440',-,-0.620,-,-,-0.580,-,-
'33:14:26.448',-,-0.520,-,-,-0.480,-,-
'33:14:26.456',-,-0.440,-,-,-0.380,-,-
'33:14:26.464',-,-0.340,-,-,-0.280,-,-
'33:14:26.472',-,-0.260,-,-,-0.180,-,-
'33:14:26.480',-,-0.180,-,-,-0.100,-,-
'33:14:26.488',-,-0.160,-,-,-0.040,-,-
'33:14:26.496',-,-0.120,-,-,0.000,-,-
'33:14:26.504',-,-0.100,-,-,0.020,-,-
'33:14:26.512',-,-0.100,-,-,0.040,-,-
'33:14:26.520',-,-0.080,-,-,0.040,-,-
'33:14:26.528',-,-0.080,-,-,0.040,-,-
'33:14:26.536',-,-0.100,-,-,0.040,-,-
'33:14:26.544',-,-0.080,-,-,0.040,-,-
'33:14:26.552',-,-0.040,-,-,0.040,-,-
'33:14:26.560',-,-0.040,-,-,0.040,-,-
'33:14:26.568',-,-0.020,-,-,0.040,-,-
'33:14:26.576',-,-0.040,-,-,0.040,-,-
'33:14:26.584',-,-0.020,-,-,0.040,-,-
'33:14:26.592',-,-0.060,-,-,0.040,-,-
'33:14:26.600',-,-0.060,-,-,0.040,-,-
'33:14:26.608',-,-0.080,-,-,0.040,-,-
'33:14:26.616',-,-0.040,-,-,0.040,-,-
'33:14:26.624',-,-0.100,-,-,0.040,-,-
'33:14:26.632',-,-0.040,-,-,0.040,-,-
'33:14:26.640',-,-0.060,-,-,0.040,-,-
'33:14:26.648',-,-0.040,-,-,0.040,-,-
'33:14:26.656',-,-0.040,-,-,0.040,-,-
'33:14:26.664',-,0.000,-,-,0.040,-,-
'33:14:26.672',-,0.000,-,-,0.040,-,-
'33:14:26.680',-,0.000,-,-,0.040,-,-
'33:14:26.688',-,0.020,-,-,0.040,-,-
'33:14:26.696',-,0.000,-,-,0.020,-,-
'33:14:26.704',-,0.000,-,-,0.040,-,-
'33:14:26.712',-,0.000,-,-,0.040,-,-
'33:14:26.720',-,0.040,-,-,0.040,-,-
'33:14:26.728',-,0.020,-,-,0.040,-,-
'33:14:26.736',-,0.040,-,-,0.040,-,-
'33:14:26.744',-,0.020,-,-,0.040,-,-
'33:14:26.752',-,0.000,-,-,0.040,-,-
'33:14:26.760',-,0.000,-,-,0.040,-,-
'33:14:26.768',-,0.020,-,-,0.040,-,-
'33:14:26.776',-,0.040,-,-,0.040,-,-
'33:14:26.784',-,0.040,-,-,0.040,-,-
'33:14:26.792',-,0.040,-,-,0.020,-,-
'33:14:26.800',-,0.040,-,-,0.020,-,-
'33:14:26.808',-,0.020,-,-,0.020,-,-
'33:14:26.816',-,0.060,-,-,0.040,-,-
'33:14:26.824',-,0.040,-,-,0.040,-,-
'33:14:26.832',-,0.040,-,-,0.020,-,-
'33:14:26.840',-,0.040,-,-,0.040,-,-
'33:14:26.848',-,0.020,-,-,0.020,-,-
'33:14:26.856',-,0.040,-,-,0.020,-,-
'33:14:26.864',-,0.060,-,-,0.020,-,-
'33:14:26.872',-,0.040,-,-,0.020,-,-
'33:14:26.880',-,0.040,-,-,0.020,-,-
'33:14:26.888',-,0.020,-,-,0.020,-,-
'33:14:26.896',-,0.040,-,-,0.020,-,-
'33:14:26.904',-,0.060,-,-,0.020,-,-
'33:14:26.912',-,0.040,-,-,0.000,-,-
'33:14:26.920',-,0.080,-,-,0.020,-,-
'33:14:26.928',-,0.060,-,-,0.020,-,-
'33:14:26.936',-,0.080,-,-,0.040,-,-
'33:14:26.944',-,0.080,-,-,0.040,-,-
'33:14:26.952',-,0.100,-,-,0.040,-,-
'33:14:26.960',-,0.120,-,-,0.040,-,-
'33:14:26.968',-,0.080,-,-,0.040,-,-
'33:14:26.976',-,0.160,-,-,0.040,-,-
'33:14:26.984',-,0.180,-,-,0.060,-,-
'33:14:26.992',-,0.160,-,-,0.060,-,-
'33:14:27.000',-,0.160,-,-,0.040,-,-
'33:14:27.008',-,0.100,-,-,0.020,-,-
'33:14:27.016',-,0.080,-,-,0.020,-,-
'33:14:27.024',-,0.060,-,-,0.000,-,-
'33:14:27.032',-,0.040,-,-,0.000,-,-
'33:14:27.040',-,0.060,-,-,0.000,-,-
'33:14:27.048',-,0.040,-,-,0.000,-,-
'33:14:27.056',-,0.040,-,-,0.000,-,-
'33:14:27.064',-,-0.020,-,-,-0.040,-,-
'33:14:27.072',-,-0.040,-,-,0.000,-,-
'33:14:27.080',-,0.500,-,-,0.480,-,-
'33:14:27.088',-,0.900,-,-,0.780,-,-
'33:14:27.096',-,0.700,-,-,0.400,-,-
'33:14:27.104',-,0.320,-,-,0.180,-,-
'33:14:27.112',-,0.240,-,-,0.120,-,-
'33:14:27.120',-,0.180,-,-,0.060,-,-
'33:14:27.128',-,0.100,-,-,0.000,-,-
'33:14:27.136',-,0.080,-,-,-0.020,-,-
'33:14:27.144',-,0.060,-,-,-0.040,-,-
'33:14:27.152',-,0.080,-,-,-0.040,-,-
'33:14:27.160',-,0.040,-,-,-0.040,-,-
'33:14:27.168',-,0.040,-,-,-0.040,-,-
'33:14:27.176',-,0.040,-,-,-0.040,-,-
'33:14:27.184',-,0.020,-,-,-0.040,-,-
'33:14:27.192',-,0.020,-,-,-0.040,-,-
'33:14:27.200',-,0.040,-,-,-0.040,-,-
'33:14:27.208',-,0.040,-,-,-0.040,-,-
'33:14:27.216',-,0.040,-,-,-0.040,-,-
'33:14:27.224',-,0.040,-,-,-0.040,-,-
'33:14:27.232',-,0.040,-,-,-0.040,-,-
'33:14:27.240',-,0.040,-,-,-0.020,-,-
'33:14:27.248',-,0.060,-,-,-0.040,-,-
'33:14:27.256',-,0.080,-,-,-0.020,-,-
'33:14:27.264',-,0.080,-,-,-0.040,-,-
'33:14:27.272',-,0.060,-,-,-0.020,-,-
'33:14:27.280',-,0.080,-,-,-0.040,-,-
'33:14:27.288',-,0.060,-,-,-0.020,-,-
'33:14:27.296',-,0.120,-,-,-0.020,-,-
'33:14:27.304',-,0.100,-,-,-0.020,-,-
'33:14:27.312',-,0.120,-,-,0.000,-,-
'33:14:27.320',-,0.120,-,-,0.000,-,-
'33:14:27.328',-,0.120,-,-,0.000,-,-
'33:14:27.336',-,0.120,-,-,0.020,-,-
'33:14:27.344',-,0.120,-,-,0.020,-,-
'33:14:27.352',-,0.140,-,-,0.040,-,-
'33:14:27.360',-,0.120,-,-,0.040,-,-
'33:14:27.368',-,0.100,-,-,0.040,-,-
'33:14:27.376',-,0.080,-,-,0.040,-,-
'33:14:27.384',-,0.060,-,-,0.040,-,-
'33:14:27.392',-,0.040,-,-,0.020,-,-
'33:14:27.400',-,0.040,-,-,0.020,-,-
'33:14:27.408',-,0.020,-,-,0.000,-,-
'33:14:27.416',-,0.020,-,-,0.000,-,-
'33:14:27.424',-,0.000,-,-,0.000,-,-
'33:14:27.432',-,0.000,-,-,0.000,-,-
'33:14:27.440',-,0.000,-,-,0.000,-,-
'33:14:27.448',-,-0.020,-,-,0.000,-,-
'33:14:27.456',-,-0.020,-,-,0.000,-,-
'33:14:27.464',-,0.000,-,-,0.000,-,-
'33:14:27.472',-,-0.020,-,-,0.000,-,-
'33:14:27.480',-,0.000,-,-,0.000,-,-
'33:14:27.488',-,-0.040,-,-,0.000,-,-
'33:14:27.496',-,-0.040,-,-,-0.020,-,-
'33:14:27.504',-,-0.080,-,-,-0.040,-,-
'33:14:27.512',-,-0.040,-,-,-0.020,-,-
'33:14:27.520',-,-0.020,-,-,-0.040,-,-
'33:14:27.528',-,-0.040,-,-,-0.040,-,-
'33:14:27.536',-,-0.060,-,-,-0.040,-,-
'33:14:27.544',-,-0.060,-,-,-0.040,-,-
'33:14:27.552',-,-0.060,-,-,-0.060,-,-
'33:14:27.560',-,-0.080,-,-,-0.040,-,-
'33:14:27.568',-,-0.060,-,-,-0.060,-,-
'33:14:27.576',-,-0.060,-,-,-0.060,-,-
'33:14:27.584',-,-0.060,-,-,-0.080,-,-
'33:14:27.592',-,-0.080,-,-,-0.060,-,-
'33:14:27.600',-,-0.060,-,-,-0.080,-,-
'33:14:27.608',-,-0.060,-,-,-0.060,-,-
'33:14:27.616',-,-0.060,-,-,-0.060,-,-
'33:14:27.624',-,-0.060,-,-,-0.040,-,-
'33:14:27.632',-,-0.040,-,-,-0.040,-,-
'33:14:27.640',-,-0.040,-,-,-0.040,-,-
'33:14:27.648',-,-0.020,-,-,-0.040,-,-
'33:14:27.656',-,0.000,-,-,-0.020,-,-
'33:14:27.664',-,0.000,-,-,-0.020,-,-
'33:14:27.672',-,-0.040,-,-,0.000,-,-
'33:14:27.680',-,0.000,-,-,0.000,-,-
'33:14:27.688',-,0.000,-,-,0.000,-,-
'33:14:27.696',-,0.020,-,-,0.000,-,-
'33:14:27.704',-,-0.020,-,-,0.000,-,-
'33:14:27.712',-,-0.040,-,-,-0.020,-,-
'33:14:27.720',-,-0.080,-,-,-0.020,-,-
'33:14:27.728',-,-0.100,-,-,-0.040,-,-
'33:14:27.736',-,-0.100,-,-,-0.040,-,-
'33:14:27.744',-,-0.080,-,-,-0.040,-,-
'33:14:27.752',-,-0.100,-,-,-0.040,-,-
'33:14:27.760',-,-0.100,-,-,-0.040,-,-
'33:14:27.768',-,-0.120,-,-,-0.060,-,-
'33:14:27.776',-,-0.040,-,-,0.020,-,-
'33:14:27.784',-,0.520,-,-,0.580,-,-
'33:14:27.792',-,0.800,-,-,0.780,-,-
'33:14:27.800',-,0.520,-,-,0.340,-,-
'33:14:27.808',-,0.160,-,-,0.140,-,-
'33:14:27.816',-,0.180,-,-,0.120,-,-
'33:14:27.824',-,0.080,-,-,0.040,-,-
'33:14:27.832',-,0.000,-,-,-0.020,-,-
'33:14:27.840',-,-0.060,-,-,-0.040,-,-
'33:14:27.848',-,-0.060,-,-,-0.060,-,-
'33:14:27.856',-,-0.060,-,-,-0.060,-,-
'33:14:27.864',-,-0.040,-,-,-0.060,-,-
'33:14:27.872',-,-0.080,-,-,-0.060,-,-
'33:14:27.880',-,-0.040,-,-,-0.060,-,-
'33:14:27.888',-,-0.060,-,-,-0.060,-,-
'33:14:27.896',-,-0.040,-,-,-0.060,-,-
'33:14:27.904',-,-0.040,-,-,-0.060,-,-
'33:14:27.912',-,-0.020,-,-,-0.040,-,-
'33:14:27.920',-,0.000,-,-,-0.060,-,-
'33:14:27.928',-,-0.040,-,-,-0.060,-,-
'33:14:27.936',-,-0.020,-,-,-0.040,-,-
'33:14:27.944',-,0.000,-,-,-0.060,-,-
'33:14:27.952',-,0.000,-,-,-0.040,-,-
'33:14:27.960',-,0.000,-,-,-0.040,-,-
'33:14:27.968',-,0.020,-,-,-0.060,-,-
'33:14:27.976',-,0.040,-,-,-0.040,-,-
'33:14:27.984',-,0.040,-,-,-0.040,-,-
'33:14:27.992',-,0.040,-,-,-0.040,-,-
'33:14:28.000',-,0.060,-,-,-0.040,-,-
'33:14:28.008',-,0.040,-,-,-0.020,-,-
'33:14:28.016',-,0.080,-,-,-0.020,-,-
'33:14:28.024',-,0.060,-,-,0.000,-,-
'33:14:28.032',-,0.080,-,-,0.000,-,-
'33:14:28.040',-,0.080,-,-,0.000,-,-
'33:14:28.048',-,0.080,-,-,0.000,-,-
'33:14:28.056',-,0.060,-,-,0.020,-,-
'33:14:28.064',-,0.040,-,-,0.000,-,-
'33:14:28.072',-,0.040,-,-,0.000,-,-
'33:14:28.080',-,0.020,-,-,0.000,-,-
'33:14:28.088',-,0.000,-,-,0.000,-,-
'33:14:28.096',-,0.000,-,-,0.000,-,-
'33:14:28.104',-,-0.020,-,-,-0.020,-,-
'33:14:28.112',-,0.000,-,-,-0.020,-,-
'33:14:28.120',-,0.000,-,-,-0.020,-,-
'33:14:28.128',-,-0.020,-,-,-0.020,-,-
'33:14:28.136',-,-0.040,-,-,-0.020,-,-
'33:14:28.144',-,-0.040,-,-,-0.020,-,-
'33:14:28.152',-,-0.040,-,-,-0.020,-,-
'33:14:28.160',-,-0.040,-,-,-0.040,-,-
'33:14:28.168',-,-0.040,-,-,-0.020,-,-
'33:14:28.176',-,-0.060,-,-,-0.040,-,-
'33:14:28.184',-,-0.080,-,-,-0.040,-,-
'33:14:28.192',-,-0.100,-,-,-0.040,-,-
'33:14:28.200',-,-0.060,-,-,-0.040,-,-
'33:14:28.208',-,-0.080,-,-,-0.040,-,-
'33:14:28.216',-,-0.060,-,-,-0.040,-,-
'33:14:28.224',-,-0.060,-,-,-0.040,-,-
'33:14:28.232',-,-0.060,-,-,-0.040,-,-
'33:14:28.240',-,-0.100,-,-,-0.040,-,-
'33:14:28.248',-,-0.060,-,-,-0.040,-,-
'33:14:28.256',-,-0.100,-,-,-0.040,-,-
'33:14:28.264',-,-0.080,-,-,-0.040,-,-
'33:14:28.272',-,-0.100,-,-,-0.040,-,-
'33:14:28.280',-,-0.100,-,-,-0.040,-,-
'33:14:28.288',-,-0.100,-,-,-0.040,-,-
'33:14:28.296',-,-0.060,-,-,-0.040,-,-
'33:14:28.304',-,-0.080,-,-,-0.040,-,-
'33:14:28.312',-,-0.080,-,-,-0.040,-,-
'33:14:28.320',-,-0.080,-,-,-0.040,-,-
'33:14:28.328',-,-0.040,-,-,-0.020,-,-
'33:14:28.336',-,-0.040,-,-,-0.040,-,-
'33:14:28.344',-,0.000,-,-,-0.020,-,-
'33:14:28.352',-,0.000,-,-,-0.020,-,-
'33:14:28.360',-,0.020,-,-,-0.020,-,-
'33:14:28.368',-,0.040,-,-,0.000,-,-
'33:14:28.376',-,0.000,-,-,-0.020,-,-
'33:14:28.384',-,-0.040,-,-,-0.020,-,-
'33:14:28.392',-,-0.060,-,-,-0.040,-,-
'33:14:28.400',-,-0.080,-,-,-0.040,-,-
'33:14:28.408',-,-0.100,-,-,-0.040,-,-
'33:14:28.416',-,-0.100,-,-,-0.040,-,-
'33:14:28.424',-,-0.120,-,-,-0.040,-,-
'33:14:28.432',-,-0.100,-,-,-0.060,-,-
'33:14:28.440',-,-0.120,-,-,-0.040,-,-
'33:14:28.448',-,-0.100,-,-,-0.040,-,-
'33:14:28.456',-,-0.120,-,-,-0.060,-,-
'33:14:28.464',-,0.080,-,-,0.120,-,-
'33:14:28.472',-,0.660,-,-,0.700,-,-
'33:14:28.480',-,0.740,-,-,0.720,-,-
