'Elapsed time','II','III','AVF','V','ABP'
'13:40:46.792',0.125,-,-,0.085,56.800
'13:40:46.800',0.375,-,-,0.268,56.800
'13:40:46.808',0.528,-,-,0.451,56.800
'13:40:46.816',0.528,-,-,0.225,56.800
'13:40:46.824',0.125,-,-,-0.239,56.000
'13:40:46.832',-0.056,-,-,-0.380,56.000
'13:40:46.840',-0.181,-,-,-0.310,56.000
'13:40:46.848',-0.236,-,-,-0.268,56.000
'13:40:46.856',-0.181,-,-,-0.127,55.200
'13:40:46.864',-0.153,-,-,-0.056,55.200
'13:40:46.872',-0.167,-,-,-0.042,55.200
'13:40:46.880',-0.153,-,-,-0.056,54.400
'13:40:46.888',-0.153,-,-,-0.042,54.400
'13:40:46.896',-0.153,-,-,-0.070,53.600
'13:40:46.904',-0.139,-,-,-0.070,53.600
'13:40:46.912',-0.097,-,-,-0.056,54.400
'13:40:46.920',-0.083,-,-,-0.056,55.200
'13:40:46.928',-0.167,-,-,-0.070,59.200
'13:40:46.936',-0.181,-,-,-0.085,65.600
'13:40:46.944',-0.167,-,-,-0.085,76.000
'13:40:46.952',-0.153,-,-,-0.113,87.200
'13:40:46.960',-0.125,-,-,-0.113,97.600
'13:40:46.968',-0.125,-,-,-0.127,104.800
'13:40:46.976',-0.153,-,-,-0.141,108.000
'13:40:46.984',-0.167,-,-,-0.183,108.000
'13:40:46.992',-0.153,-,-,-0.169,104.800
'13:40:47.000',-0.139,-,-,-0.183,101.600
'13:40:47.008',-0.125,-,-,-0.197,97.600
'13:40:47.016',-0.125,-,-,-0.197,93.600
'13:40:47.024',-0.139,-,-,-0.183,90.400
'13:40:47.032',-0.139,-,-,-0.197,88.000
'13:40:47.040',-0.083,-,-,-0.197,86.400
'13:40:47.048',-0.056,-,-,-0.169,84.800
'13:40:47.056',-0.028,-,-,-0.169,84.000
'13:40:47.064',-0.014,-,-,-0.141,83.200
'13:40:47.072',0.000,-,-,-0.113,82.400
'13:40:47.080',0.000,-,-,-0.113,80.800
'13:40:47.088',0.000,-,-,-0.056,79.200
'13:40:47.096',0.014,-,-,-0.028,78.400
'13:40:47.104',0.028,-,-,0.000,76.800
'13:40:47.112',0.028,-,-,0.000,74.400
'13:40:47.120',0.028,-,-,0.000,72.800
'13:40:47.128',0.028,-,-,0.028,71.200
'13:40:47.136',0.028,-,-,0.028,69.600
'13:40:47.144',0.042,-,-,0.056,69.600
'13:40:47.152',0.042,-,-,0.056,68.800
'13:40:47.160',0.014,-,-,0.042,69.600
'13:40:47.168',0.028,-,-,0.056,69.600
'13:40:47.176',0.056,-,-,0.085,70.400
'13:40:47.184',0.083,-,-,0.113,70.400
'13:40:47.192',0.139,-,-,0.085,70.400
'13:40:47.200',0.153,-,-,0.268,70.400
'13:40:47.208',-0.083,-,-,0.296,70.400
'13:40:47.216',-0.208,-,-,0.155,70.400
'13:40:47.224',-0.208,-,-,0.225,69.600
'13:40:47.232',-0.125,-,-,0.465,68.800
'13:40:47.240',-0.097,-,-,0.690,68.000
'13:40:47.248',-0.167,-,-,0.507,67.200
'13:40:47.256',-0.167,-,-,0.282,66.400
'13:40:47.264',-0.097,-,-,0.113,65.600
'13:40:47.272',-0.069,-,-,0.000,65.600
'13:40:47.280',-0.056,-,-,-0.070,64.800
'13:40:47.288',-0.028,-,-,-0.085,64.000
'13:40:47.296',-0.014,-,-,-0.113,64.000
'13:40:47.304',0.000,-,-,-0.070,63.200
'13:40:47.312',-0.042,-,-,-0.113,62.400
'13:40:47.320',-0.069,-,-,-0.169,61.600
'13:40:47.328',-0.069,-,-,-0.197,61.600
'13:40:47.336',-0.056,-,-,-0.225,60.800
'13:40:47.344',-0.042,-,-,-0.239,61.600
'13:40:47.352',-0.014,-,-,-0.254,61.600
'13:40:47.360',-0.014,-,-,-0.254,62.400
'13:40:47.368',-0.056,-,-,-0.282,63.200
'13:40:47.376',-0.056,-,-,-0.282,65.600
'13:40:47.384',-0.042,-,-,-0.310,68.000
'13:40:47.392',-0.042,-,-,-0.310,71.200
'13:40:47.400',-0.042,-,-,-0.366,74.400
'13:40:47.408',-0.014,-,-,-0.352,77.600
'13:40:47.416',0.000,-,-,-0.338,80.000
'13:40:47.424',0.014,-,-,-0.338,80.800
'13:40:47.432',0.014,-,-,-0.352,80.800
'13:40:47.440',0.028,-,-,-0.296,79.200
'13:40:47.448',-0.014,-,-,-0.282,77.600
'13:40:47.456',-0.014,-,-,-0.296,75.200
'13:40:47.464',0.000,-,-,-0.239,72.800
'13:40:47.472',0.000,-,-,-0.197,69.600
'13:40:47.480',0.000,-,-,-0.169,67.200
'13:40:47.488',-0.014,-,-,-0.141,64.800
'13:40:47.496',-0.028,-,-,-0.113,62.400
'13:40:47.504',-0.014,-,-,-0.070,61.600
'13:40:47.512',-0.014,-,-,-0.028,60.800
'13:40:47.520',0.000,-,-,-0.014,60.000
'13:40:47.528',0.014,-,-,-0.028,60.000
'13:40:47.536',0.028,-,-,0.028,60.800
'13:40:47.544',0.028,-,-,0.042,60.800
'13:40:47.552',0.000,-,-,0.042,61.600
'13:40:47.560',0.000,-,-,0.056,62.400
'13:40:47.568',0.042,-,-,0.085,62.400
'13:40:47.576',0.042,-,-,0.113,62.400
'13:40:47.584',0.056,-,-,0.113,62.400
'13:40:47.592',0.056,-,-,0.113,61.600
'13:40:47.600',0.042,-,-,0.127,61.600
'13:40:47.608',0.028,-,-,0.085,60.800
'13:40:47.616',0.056,-,-,0.113,60.800
'13:40:47.624',0.056,-,-,0.127,60.000
'13:40:47.632',0.028,-,-,0.127,60.000
'13:40:47.640',0.000,-,-,0.113,59.200
'13:40:47.648',0.014,-,-,0.113,59.200
'13:40:47.656',0.014,-,-,0.127,58.400
'13:40:47.664',0.028,-,-,0.127,58.400
'13:40:47.672',0.014,-,-,0.113,57.600
'13:40:47.680',0.014,-,-,0.085,57.600
'13:40:47.688',0.028,-,-,0.113,56.800
'13:40:47.696',0.042,-,-,0.113,56.800
'13:40:47.704',0.042,-,-,0.113,56.800
'13:40:47.712',0.000,-,-,0.127,56.800
'13:40:47.720',0.000,-,-,0.056,56.000
'13:40:47.728',0.014,-,-,0.070,56.000
'13:40:47.736',0.042,-,-,0.056,56.000
'13:40:47.744',0.069,-,-,0.113,56.000
'13:40:47.752',0.056,-,-,0.085,56.000
'13:40:47.760',0.042,-,-,0.085,55.200
'13:40:47.768',0.153,-,-,0.155,55.200
'13:40:47.776',0.389,-,-,0.380,55.200
'13:40:47.784',0.583,-,-,0.563,54.400
'13:40:47.792',0.597,-,-,0.296,54.400
'13:40:47.800',0.181,-,-,-0.183,54.400
'13:40:47.808',-0.028,-,-,-0.338,54.400
'13:40:47.816',-0.125,-,-,-0.254,53.600
'13:40:47.824',-0.153,-,-,-0.155,53.600
'13:40:47.832',-0.125,-,-,-0.042,53.600
'13:40:47.840',-0.097,-,-,0.000,53.600
'13:40:47.848',-0.083,-,-,0.000,53.600
'13:40:47.856',-0.069,-,-,0.000,53.600
'13:40:47.864',-0.056,-,-,0.000,53.600
'13:40:47.872',-0.042,-,-,0.000,53.600
'13:40:47.880',-0.083,-,-,0.000,53.600
'13:40:47.888',-0.125,-,-,-0.014,54.400
'13:40:47.896',-0.125,-,-,-0.028,57.600
'13:40:47.904',-0.097,-,-,-0.014,64.800
'13:40:47.912',-0.069,-,-,-0.028,74.400
'13:40:47.920',-0.056,-,-,-0.028,86.400
'13:40:47.928',-0.056,-,-,-0.028,99.200
'13:40:47.936',-0.056,-,-,-0.070,108.000
'13:40:47.944',-0.056,-,-,-0.070,113.600
'13:40:47.952',-0.069,-,-,-0.070,115.200
'13:40:47.960',-0.083,-,-,-0.113,113.600
'13:40:47.968',-0.083,-,-,-0.113,111.200
'13:40:47.976',-0.069,-,-,-0.113,107.200
'13:40:47.984',-0.069,-,-,-0.127,104.000
'13:40:47.992',-0.069,-,-,-0.141,100.800
'13:40:48.000',-0.056,-,-,-0.141,98.400
'13:40:48.008',-0.069,-,-,-0.155,96.000
'13:40:48.016',-0.056,-,-,-0.169,95.200
'13:40:48.024',-0.042,-,-,-0.127,93.600
'13:40:48.032',-0.042,-,-,-0.127,92.800
'13:40:48.040',-0.028,-,-,-0.113,91.200
'13:40:48.048',-0.014,-,-,-0.113,89.600
'13:40:48.056',0.000,-,-,-0.070,88.000
'13:40:48.064',0.000,-,-,-0.056,85.600
'13:40:48.072',0.014,-,-,-0.014,84.000
'13:40:48.080',0.028,-,-,0.000,81.600
'13:40:48.088',0.056,-,-,0.028,79.200
'13:40:48.096',0.056,-,-,0.028,76.800
'13:40:48.104',0.069,-,-,0.056,74.400
'13:40:48.112',0.069,-,-,0.085,72.000
'13:40:48.120',0.069,-,-,0.085,71.200
'13:40:48.128',0.083,-,-,0.085,70.400
'13:40:48.136',0.056,-,-,0.113,70.400
'13:40:48.144',0.042,-,-,0.056,71.200
'13:40:48.152',0.028,-,-,0.056,72.000
'13:40:48.160',0.014,-,-,0.070,72.000
'13:40:48.168',0.000,-,-,0.042,72.000
'13:40:48.176',0.000,-,-,0.056,72.000
'13:40:48.184',0.014,-,-,0.042,72.000
'13:40:48.192',0.042,-,-,0.056,71.200
'13:40:48.200',0.125,-,-,0.085,70.400
'13:40:48.208',0.319,-,-,0.282,69.600
'13:40:48.216',0.486,-,-,0.479,68.800
'13:40:48.224',0.500,-,-,0.479,68.000
'13:40:48.232',0.125,-,-,-0.197,67.200
'13:40:48.240',-0.042,-,-,-0.352,66.400
'13:40:48.248',-0.097,-,-,-0.239,65.600
'13:40:48.256',-0.125,-,-,-0.127,64.800
'13:40:48.264',-0.125,-,-,-0.014,64.000
'13:40:48.272',-0.139,-,-,0.014,64.000
'13:40:48.280',-0.139,-,-,0.000,63.200
'13:40:48.288',-0.139,-,-,0.014,62.400
'13:40:48.296',-0.125,-,-,0.000,62.400
'13:40:48.304',-0.125,-,-,0.000,61.600
'13:40:48.312',-0.097,-,-,0.000,61.600
'13:40:48.320',-0.139,-,-,0.000,60.800
'13:40:48.328',-0.153,-,-,-0.014,60.800
'13:40:48.336',-0.167,-,-,-0.028,60.800
'13:40:48.344',-0.167,-,-,-0.042,61.600
'13:40:48.352',-0.181,-,-,-0.070,63.200
'13:40:48.360',-0.181,-,-,-0.085,67.200
'13:40:48.368',-0.194,-,-,-0.113,72.800
'13:40:48.376',-0.236,-,-,-0.127,80.000
'13:40:48.384',-0.250,-,-,-0.141,87.200
'13:40:48.392',-0.264,-,-,-0.127,93.600
'13:40:48.400',-0.278,-,-,-0.169,97.600
'13:40:48.408',-0.264,-,-,-0.169,99.200
'13:40:48.416',-0.236,-,-,-0.155,98.400
'13:40:48.424',-0.208,-,-,-0.169,96.000
'13:40:48.432',-0.194,-,-,-0.141,93.600
'13:40:48.440',-0.167,-,-,-0.141,90.400
'13:40:48.448',-0.139,-,-,-0.141,87.200
'13:40:48.456',-0.125,-,-,-0.113,84.800
'13:40:48.464',-0.125,-,-,-0.070,82.400
'13:40:48.472',-0.083,-,-,-0.085,80.800
'13:40:48.480',-0.069,-,-,-0.042,79.200
'13:40:48.488',-0.056,-,-,-0.028,77.600
'13:40:48.496',-0.056,-,-,0.000,76.000
'13:40:48.504',-0.042,-,-,0.000,73.600
'13:40:48.512',-0.069,-,-,0.028,72.000
'13:40:48.520',-0.056,-,-,0.014,69.600
'13:40:48.528',-0.042,-,-,0.028,68.000
'13:40:48.536',-0.028,-,-,0.042,67.200
'13:40:48.544',-0.042,-,-,0.042,67.200
'13:40:48.552',-0.056,-,-,0.028,67.200
'13:40:48.560',-0.069,-,-,0.028,67.200
'13:40:48.568',-0.083,-,-,0.028,67.200
'13:40:48.576',-0.069,-,-,0.014,67.200
'13:40:48.584',-0.056,-,-,0.028,67.200
'13:40:48.592',-0.042,-,-,0.028,67.200
'13:40:48.600',-0.042,-,-,0.028,66.400
'13:40:48.608',-0.056,-,-,0.056,66.400
'13:40:48.616',-0.083,-,-,0.028,65.600
'13:40:48.624',-0.083,-,-,0.028,65.600
'13:40:48.632',-0.083,-,-,0.042,64.800
'13:40:48.640',-0.097,-,-,0.028,64.000
'13:40:48.648',-0.097,-,-,0.028,64.000
'13:40:48.656',-0.097,-,-,0.028,63.200
'13:40:48.664',-0.083,-,-,0.028,63.200
'13:40:48.672',-0.069,-,-,0.056,62.400
'13:40:48.680',-0.097,-,-,0.028,62.400
'13:40:48.688',-0.097,-,-,0.014,61.600
'13:40:48.696',-0.083,-,-,0.028,61.600
'13:40:48.704',-0.083,-,-,0.028,61.600
'13:40:48.712',-0.097,-,-,0.042,60.800
'13:40:48.720',-0.069,-,-,0.028,60.800
'13:40:48.728',-0.056,-,-,0.042,60.800
'13:40:48.736',-0.056,-,-,0.028,60.000
'13:40:48.744',-0.083,-,-,0.028,60.000
'13:40:48.752',-0.125,-,-,0.000,59.200
'13:40:48.760',-0.139,-,-,0.000,59.200
'13:40:48.768',-0.125,-,-,0.000,58.400
'13:40:48.776',-0.097,-,-,0.000,58.400
'13:40:48.784',-0.083,-,-,0.000,57.600
'13:40:48.792',-0.069,-,-,0.014,57.600
'13:40:48.800',-0.083,-,-,0.028,57.600
'13:40:48.808',-0.125,-,-,0.000,56.800
'13:40:48.816',-0.139,-,-,0.000,56.800
'13:40:48.824',-0.097,-,-,0.000,56.800
'13:40:48.832',-0.083,-,-,0.000,56.000
'13:40:48.840',-0.069,-,-,0.000,56.000
'13:40:48.848',-0.083,-,-,0.085,56.000
'13:40:48.856',-0.056,-,-,0.000,56.000
'13:40:48.864',-0.042,-,-,0.028,56.000
'13:40:48.872',-0.042,-,-,0.014,56.000
'13:40:48.880',-0.028,-,-,0.000,56.000
'13:40:48.888',-0.014,-,-,0.028,56.000
'13:40:48.896',-0.014,-,-,0.028,56.000
'13:40:48.904',-0.014,-,-,0.028,55.200
'13:40:48.912',-0.014,-,-,0.028,55.200
'13:40:48.920',0.000,-,-,0.028,55.200
'13:40:48.928',0.000,-,-,0.028,55.200
'13:40:48.936',0.000,-,-,0.028,55.200
'13:40:48.944',-0.014,-,-,0.028,54.400
'13:40:48.952',-0.028,-,-,0.000,54.400
'13:40:48.960',-0.028,-,-,0.000,54.400
'13:40:48.968',-0.042,-,-,0.000,54.400
'13:40:48.976',-0.028,-,-,0.000,54.400
'13:40:48.984',-0.014,-,-,0.000,53.600
'13:40:48.992',0.000,-,-,0.014,53.600
'13:40:49.000',-0.014,-,-,0.028,53.600
'13:40:49.008',-0.042,-,-,0.014,53.600
'13:40:49.016',-0.042,-,-,0.000,52.800
'13:40:49.024',-0.028,-,-,0.014,52.800
'13:40:49.032',-0.014,-,-,0.028,52.800
'13:40:49.040',0.000,-,-,0.028,52.000
'13:40:49.048',0.000,-,-,0.042,52.000
'13:40:49.056',-0.028,-,-,0.042,52.000
'13:40:49.064',-0.014,-,-,-0.014,52.000
'13:40:49.072',-0.014,-,-,0.042,52.000
'13:40:49.080',-0.083,-,-,0.056,51.200
'13:40:49.088',-0.194,-,-,0.056,51.200
'13:40:49.096',-0.306,-,-,0.000,51.200
'13:40:49.104',-0.389,-,-,-0.070,51.200
'13:40:49.112',-0.458,-,-,-0.296,50.400
'13:40:49.120',-0.514,-,-,-0.704,50.400
'13:40:49.128',-0.514,-,-,-0.761,50.400
'13:40:49.136',-0.319,-,-,-0.521,50.400
'13:40:49.144',-0.153,-,-,-0.254,50.400
'13:40:49.152',-0.042,-,-,-0.028,49.600
'13:40:49.160',0.000,-,-,0.000,49.600
'13:40:49.168',0.000,-,-,0.014,49.600
'13:40:49.176',0.014,-,-,0.000,49.600
'13:40:49.184',0.014,-,-,0.028,49.600
'13:40:49.192',0.014,-,-,0.014,49.600
'13:40:49.200',0.028,-,-,0.000,49.600
'13:40:49.208',0.042,-,-,0.028,49.600
'13:40:49.216',0.042,-,-,0.028,51.200
'13:40:49.224',0.028,-,-,0.000,55.200
'13:40:49.232',0.014,-,-,0.000,62.400
'13:40:49.240',0.028,-,-,0.000,72.800
'13:40:49.248',0.042,-,-,0.000,85.600
'13:40:49.256',0.056,-,-,0.000,96.800
'13:40:49.264',0.069,-,-,-0.014,105.600
'13:40:49.272',0.083,-,-,0.000,110.400
'13:40:49.280',0.069,-,-,-0.014,112.000
'13:40:49.288',0.069,-,-,-0.028,111.200
'13:40:49.296',0.083,-,-,-0.028,108.000
'13:40:49.304',0.097,-,-,-0.056,104.800
'13:40:49.312',0.083,-,-,-0.070,101.600
'13:40:49.320',0.097,-,-,-0.056,98.400
'13:40:49.328',0.125,-,-,-0.070,96.000
'13:40:49.336',0.153,-,-,-0.056,93.600
'13:40:49.344',0.167,-,-,-0.028,92.000
'13:40:49.352',0.181,-,-,-0.028,90.400
'13:40:49.360',0.194,-,-,-0.014,89.600
'13:40:49.368',0.167,-,-,-0.028,88.000
'13:40:49.376',0.167,-,-,-0.014,86.400
'13:40:49.384',0.153,-,-,0.000,85.600
'13:40:49.392',0.153,-,-,-0.014,84.000
'13:40:49.400',0.153,-,-,0.000,82.400
'13:40:49.408',0.153,-,-,0.028,81.600
'13:40:49.416',0.125,-,-,0.028,80.000
'13:40:49.424',0.083,-,-,0.042,78.400
'13:40:49.432',0.056,-,-,0.042,76.800
'13:40:49.440',0.042,-,-,0.028,75.200
'13:40:49.448',0.028,-,-,0.042,72.800
'13:40:49.456',0.028,-,-,0.042,72.000
'13:40:49.464',0.042,-,-,0.056,70.400
'13:40:49.472',0.056,-,-,0.070,70.400
'13:40:49.480',0.028,-,-,0.056,69.600
'13:40:49.488',0.014,-,-,0.056,70.400
'13:40:49.496',0.014,-,-,0.056,70.400
'13:40:49.504',0.028,-,-,0.042,71.200
'13:40:49.512',0.014,-,-,0.056,71.200
'13:40:49.520',0.014,-,-,0.042,71.200
'13:40:49.528',0.028,-,-,0.042,71.200
'13:40:49.536',0.042,-,-,0.042,70.400
'13:40:49.544',0.042,-,-,0.056,69.600
'13:40:49.552',0.042,-,-,0.056,69.600
'13:40:49.560',0.042,-,-,0.042,68.800
'13:40:49.568',0.042,-,-,0.056,68.000
'13:40:49.576',0.028,-,-,0.056,67.200
'13:40:49.584',0.028,-,-,0.056,66.400
'13:40:49.592',0.014,-,-,0.127,66.400
'13:40:49.600',-0.014,-,-,0.028,65.600
'13:40:49.608',-0.014,-,-,0.042,64.800
'13:40:49.616',0.000,-,-,0.056,64.000
'13:40:49.624',0.014,-,-,0.056,64.000
'13:40:49.632',0.028,-,-,0.056,63.200
'13:40:49.640',0.028,-,-,0.042,63.200
'13:40:49.648',0.000,-,-,0.056,62.400
'13:40:49.656',-0.014,-,-,0.028,62.400
'13:40:49.664',0.000,-,-,0.042,62.400
'13:40:49.672',0.000,-,-,0.042,61.600
'13:40:49.680',0.000,-,-,0.056,61.600
'13:40:49.688',0.014,-,-,0.042,61.600
'13:40:49.696',0.028,-,-,0.028,60.800
'13:40:49.704',0.028,-,-,0.056,60.800
'13:40:49.712',0.014,-,-,0.028,60.000
'13:40:49.720',0.000,-,-,0.028,60.000
'13:40:49.728',0.000,-,-,0.028,60.000
'13:40:49.736',0.000,-,-,0.014,59.200
'13:40:49.744',0.000,-,-,0.028,59.200
'13:40:49.752',0.000,-,-,0.014,58.400
'13:40:49.760',0.014,-,-,0.028,58.400
'13:40:49.768',0.042,-,-,0.028,58.400
'13:40:49.776',0.028,-,-,0.042,58.400
'13:40:49.784',0.014,-,-,0.028,57.600
'13:40:49.792',0.014,-,-,0.028,57.600
'13:40:49.800',0.000,-,-,0.042,57.600
'13:40:49.808',-0.014,-,-,0.028,57.600
'13:40:49.816',0.042,-,-,-0.014,56.800
'13:40:49.824',0.042,-,-,0.056,56.800
'13:40:49.832',-0.083,-,-,0.056,56.800
'13:40:49.840',-0.278,-,-,0.028,56.000
'13:40:49.848',-0.514,-,-,-0.169,56.000
'13:40:49.856',-0.750,-,-,-0.521,56.000
'13:40:49.864',-1.014,-,-,-0.873,55.200
'13:40:49.872',-1.139,-,-,-1.085,55.200
'13:40:49.880',-1.153,-,-,-1.155,55.200
'13:40:49.888',-0.722,-,-,-0.958,54.400
'13:40:49.896',-0.319,-,-,-0.648,54.400
'13:40:49.904',-0.028,-,-,-0.183,54.400
'13:40:49.912',0.097,-,-,0.056,54.400
'13:40:49.920',0.153,-,-,0.113,53.600
'13:40:49.928',0.194,-,-,0.141,53.600
'13:40:49.936',0.208,-,-,0.169,53.600
'13:40:49.944',0.194,-,-,0.155,53.600
'13:40:49.952',0.194,-,-,0.127,53.600
'13:40:49.960',0.208,-,-,0.155,53.600
'13:40:49.968',0.236,-,-,0.127,52.800
'13:40:49.976',0.236,-,-,0.127,53.600
'13:40:49.984',0.250,-,-,0.113,54.400
'13:40:49.992',0.264,-,-,0.127,56.000
'13:40:50.000',0.292,-,-,0.113,60.800
'13:40:50.008',0.292,-,-,0.127,68.000
'13:40:50.016',0.278,-,-,0.085,77.600
'13:40:50.024',0.292,-,-,0.085,88.000
'13:40:50.032',0.292,-,-,0.113,96.800
'13:40:50.040',0.306,-,-,0.085,103.200
'13:40:50.048',0.306,-,-,0.113,107.200
'13:40:50.056',0.306,-,-,0.085,108.000
'13:40:50.064',0.306,-,-,0.113,107.200
'13:40:50.072',0.306,-,-,0.070,105.600
'13:40:50.080',0.319,-,-,0.085,103.200
'13:40:50.088',0.319,-,-,0.113,100.800
'13:40:50.096',0.319,-,-,0.085,99.200
'13:40:50.104',0.319,-,-,0.127,97.600
'13:40:50.112',0.292,-,-,0.113,96.000
'13:40:50.120',0.264,-,-,0.085,94.400
'13:40:50.128',0.208,-,-,0.085,93.600
'13:40:50.136',0.181,-,-,0.056,92.000
'13:40:50.144',0.153,-,-,0.042,90.400
'13:40:50.152',0.125,-,-,0.014,88.800
'13:40:50.160',0.083,-,-,0.000,87.200
'13:40:50.168',0.069,-,-,0.028,84.800
'13:40:50.176',0.056,-,-,0.014,83.200
'13:40:50.184',0.028,-,-,0.042,80.800
'13:40:50.192',0.028,-,-,0.028,77.600
'13:40:50.200',0.014,-,-,0.028,75.200
'13:40:50.208',0.014,-,-,0.028,72.800
'13:40:50.216',0.014,-,-,0.028,71.200
'13:40:50.224',0.014,-,-,0.028,70.400
'13:40:50.232',0.028,-,-,0.042,69.600
'13:40:50.240',0.028,-,-,0.056,70.400
'13:40:50.248',0.028,-,-,0.042,70.400
'13:40:50.256',0.028,-,-,0.028,71.200
'13:40:50.264',0.014,-,-,0.042,71.200
'13:40:50.272',0.014,-,-,0.042,71.200
'13:40:50.280',0.014,-,-,0.042,71.200
'13:40:50.288',0.042,-,-,0.070,71.200
'13:40:50.296',0.056,-,-,0.056,70.400
'13:40:50.304',0.042,-,-,0.070,69.600
'13:40:50.312',0.028,-,-,0.056,68.800
'13:40:50.320',0.014,-,-,0.056,68.000
'13:40:50.328',0.000,-,-,0.042,67.200
'13:40:50.336',0.000,-,-,0.042,67.200
'13:40:50.344',-0.014,-,-,0.042,66.400
'13:40:50.352',-0.014,-,-,0.028,65.600
'13:40:50.360',-0.028,-,-,0.028,64.800
'13:40:50.368',-0.056,-,-,0.000,64.800
'13:40:50.376',-0.056,-,-,0.000,64.000
'13:40:50.384',-0.056,-,-,0.000,64.000
'13:40:50.392',-0.056,-,-,0.000,63.200
'13:40:50.400',-0.056,-,-,0.000,63.200
'13:40:50.408',-0.042,-,-,0.000,62.400
'13:40:50.416',-0.042,-,-,0.014,61.600
'13:40:50.424',-0.056,-,-,0.000,61.600
'13:40:50.432',-0.014,-,-,0.028,60.800
'13:40:50.440',0.139,-,-,0.169,60.800
'13:40:50.448',0.375,-,-,0.366,60.000
'13:40:50.456',0.458,-,-,0.423,60.000
'13:40:50.464',0.236,-,-,-0.028,59.200
'13:40:50.472',0.000,-,-,-0.338,59.200
'13:40:50.480',-0.139,-,-,-0.352,58.400
'13:40:50.488',-0.208,-,-,-0.239,58.400
'13:40:50.496',-0.236,-,-,-0.113,58.400
'13:40:50.504',-0.194,-,-,-0.028,57.600
'13:40:50.512',-0.194,-,-,-0.014,57.600
'13:40:50.520',-0.208,-,-,-0.028,57.600
'13:40:50.528',-0.250,-,-,-0.028,57.600
'13:40:50.536',-0.292,-,-,-0.056,56.800
'13:40:50.544',-0.306,-,-,-0.070,56.800
'13:40:50.552',-0.306,-,-,-0.070,56.800
'13:40:50.560',-0.347,-,-,-0.113,56.800
'13:40:50.568',-0.361,-,-,-0.141,58.400
'13:40:50.576',-0.361,-,-,-0.127,60.800
'13:40:50.584',-0.375,-,-,-0.169,66.400
'13:40:50.592',-0.361,-,-,-0.183,74.400
'13:40:50.600',-0.361,-,-,-0.197,84.800
'13:40:50.608',-0.375,-,-,-0.183,95.200
'13:40:50.616',-0.361,-,-,-0.197,103.200
'13:40:50.624',-0.361,-,-,-0.239,108.000
'13:40:50.632',-0.361,-,-,-0.225,109.600
'13:40:50.640',-0.375,-,-,-0.239,109.600
'13:40:50.648',-0.403,-,-,-0.268,108.000
'13:40:50.656',-0.417,-,-,-0.282,105.600
'13:40:50.664',-0.389,-,-,-0.268,103.200
'13:40:50.672',-0.389,-,-,-0.282,100.800
'13:40:50.680',-0.375,-,-,-0.254,99.200
'13:40:50.688',-0.361,-,-,-0.254,97.600
'13:40:50.696',-0.347,-,-,-0.254,96.800
'13:40:50.704',-0.306,-,-,-0.239,95.200
'13:40:50.712',-0.278,-,-,-0.197,94.400
'13:40:50.720',-0.264,-,-,-0.169,92.800
