'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'14:28.928',-0.035,-,-,-,-,60.800,44.880
'14:28.936',-0.035,-,-,-,-,58.400,44.880
'14:28.944',-0.043,-,-,-,-,55.200,44.880
'14:28.952',-0.096,-,-,-,-,52.000,44.880
'14:28.960',-0.139,-,-,-,-,48.000,44.880
'14:28.968',-0.139,-,-,-,-,44.800,44.880
'14:28.976',-0.035,-,-,-,-,41.600,44.880
'14:28.984',0.070,-,-,-,-,38.400,44.880
'14:28.992',0.096,-,-,-,-,36.000,44.880
'14:29.000',0.052,-,-,-,-,32.800,44.880
'14:29.008',0.035,-,-,-,-,30.400,44.880
'14:29.016',0.035,-,-,-,-,28.000,44.880
'14:29.024',0.035,-,-,-,-,25.600,44.880
'14:29.032',0.017,-,-,-,-,24.000,44.880
'14:29.040',0.017,-,-,-,-,22.400,44.880
'14:29.048',0.009,-,-,-,-,21.600,44.880
'14:29.056',0.009,-,-,-,-,20.800,44.880
'14:29.064',0.009,-,-,-,-,21.600,44.880
'14:29.072',0.017,-,-,-,-,22.400,44.880
'14:29.080',0.017,-,-,-,-,24.000,44.880
'14:29.088',0.017,-,-,-,-,25.600,44.880
'14:29.096',0.017,-,-,-,-,28.000,44.880
'14:29.104',0.017,-,-,-,-,30.400,44.880
'14:29.112',0.035,-,-,-,-,32.800,44.880
'14:29.120',0.035,-,-,-,-,35.200,44.880
'14:29.128',0.043,-,-,-,-,37.600,44.880
'14:29.136',0.035,-,-,-,-,40.000,44.880
'14:29.144',0.009,-,-,-,-,41.600,44.880
'14:29.152',0.000,-,-,-,-,43.200,44.880
'14:29.160',-0.009,-,-,-,-,44.800,44.880
'14:29.168',-0.009,-,-,-,-,46.400,44.880
'14:29.176',0.000,-,-,-,-,47.200,44.880
'14:29.184',0.000,-,-,-,-,48.000,44.880
'14:29.192',0.000,-,-,-,-,48.800,44.880
'14:29.200',0.000,-,-,-,-,48.800,44.880
'14:29.208',0.000,-,-,-,-,48.800,44.880
'14:29.216',0.000,-,-,-,-,48.800,44.880
'14:29.224',0.009,-,-,-,-,48.000,44.880
'14:29.232',0.009,-,-,-,-,47.200,44.880
'14:29.240',0.009,-,-,-,-,47.200,44.880
'14:29.248',0.009,-,-,-,-,45.600,44.880
'14:29.256',0.009,-,-,-,-,44.800,44.880
'14:29.264',0.017,-,-,-,-,43.200,44.880
'14:29.272',0.017,-,-,-,-,42.400,44.880
'14:29.280',0.009,-,-,-,-,41.600,44.880
'14:29.288',0.017,-,-,-,-,41.600,44.880
'14:29.296',0.017,-,-,-,-,42.400,44.880
'14:29.304',0.017,-,-,-,-,43.200,44.880
'14:29.312',0.017,-,-,-,-,44.000,44.880
'14:29.320',0.035,-,-,-,-,45.600,44.880
'14:29.328',0.035,-,-,-,-,47.200,44.880
'14:29.336',0.043,-,-,-,-,48.800,44.880
'14:29.344',0.070,-,-,-,-,50.400,44.880
'14:29.352',0.078,-,-,-,-,52.000,44.880
'14:29.360',0.078,-,-,-,-,54.400,44.880
'14:29.368',0.070,-,-,-,-,56.000,44.880
'14:29.376',0.043,-,-,-,-,57.600,44.880
'14:29.384',0.017,-,-,-,-,60.000,44.880
'14:29.392',0.009,-,-,-,-,61.600,44.880
'14:29.400',0.000,-,-,-,-,63.200,44.880
'14:29.408',0.000,-,-,-,-,64.000,44.880
'14:29.416',0.000,-,-,-,-,64.800,44.880
'14:29.424',-0.009,-,-,-,-,64.800,44.880
'14:29.432',0.000,-,-,-,-,64.000,44.880
'14:29.440',0.000,-,-,-,-,62.400,44.880
'14:29.448',0.000,-,-,-,-,60.000,44.880
'14:29.456',0.000,-,-,-,-,56.800,44.880
'14:29.464',-0.017,-,-,-,-,54.400,44.880
'14:29.472',-0.052,-,-,-,-,51.200,44.880
'14:29.480',-0.096,-,-,-,-,47.200,44.880
'14:29.488',-0.104,-,-,-,-,44.000,44.880
'14:29.496',-0.017,-,-,-,-,40.800,44.880
'14:29.504',0.052,-,-,-,-,37.600,44.880
'14:29.512',0.096,-,-,-,-,34.400,44.880
'14:29.520',0.078,-,-,-,-,31.200,44.880
'14:29.528',0.070,-,-,-,-,28.000,44.880
'14:29.536',0.070,-,-,-,-,25.600,44.880
'14:29.544',0.070,-,-,-,-,23.200,44.880
'14:29.552',0.070,-,-,-,-,20.800,44.880
'14:29.560',0.070,-,-,-,-,19.200,44.880
'14:29.568',0.070,-,-,-,-,17.600,44.880
'14:29.576',0.070,-,-,-,-,16.800,44.880
'14:29.584',0.070,-,-,-,-,16.800,44.880
'14:29.592',0.052,-,-,-,-,17.600,44.880
'14:29.600',0.043,-,-,-,-,19.200,44.880
'14:29.608',0.043,-,-,-,-,20.800,44.880
'14:29.616',0.043,-,-,-,-,22.400,44.880
'14:29.624',0.052,-,-,-,-,24.800,44.880
'14:29.632',0.052,-,-,-,-,27.200,44.880
'14:29.640',0.052,-,-,-,-,29.600,44.880
'14:29.648',0.043,-,-,-,-,32.000,44.880
'14:29.656',0.035,-,-,-,-,33.600,44.880
'14:29.664',0.035,-,-,-,-,35.200,44.880
'14:29.672',0.035,-,-,-,-,36.800,44.880
'14:29.680',0.009,-,-,-,-,38.400,44.880
'14:29.688',0.009,-,-,-,-,40.000,44.880
'14:29.696',0.000,-,-,-,-,40.800,44.880
'14:29.704',0.000,-,-,-,-,41.600,44.880
'14:29.712',0.009,-,-,-,-,42.400,44.880
'14:29.720',0.009,-,-,-,-,43.200,44.880
'14:29.728',0.009,-,-,-,-,43.200,44.880
'14:29.736',0.009,-,-,-,-,43.200,44.880
'14:29.744',0.009,-,-,-,-,43.200,44.880
'14:29.752',0.017,-,-,-,-,43.200,44.880
'14:29.760',0.017,-,-,-,-,42.400,44.880
'14:29.768',0.009,-,-,-,-,41.600,44.880
'14:29.776',0.009,-,-,-,-,40.800,44.880
'14:29.784',0.017,-,-,-,-,40.000,44.880
'14:29.792',0.009,-,-,-,-,39.200,44.880
'14:29.800',0.009,-,-,-,-,38.400,44.880
'14:29.808',0.000,-,-,-,-,37.600,44.880
'14:29.816',0.009,-,-,-,-,37.600,44.880
'14:29.824',0.009,-,-,-,-,38.400,44.880
'14:29.832',0.017,-,-,-,-,40.000,44.880
'14:29.840',0.017,-,-,-,-,40.800,44.880
'14:29.848',0.017,-,-,-,-,42.400,44.880
'14:29.856',0.009,-,-,-,-,44.000,44.880
'14:29.864',0.035,-,-,-,-,46.400,44.880
'14:29.872',0.035,-,-,-,-,48.000,44.880
'14:29.880',0.043,-,-,-,-,50.400,44.880
'14:29.888',0.035,-,-,-,-,52.800,44.880
'14:29.896',0.009,-,-,-,-,54.400,44.880
'14:29.904',0.000,-,-,-,-,56.800,44.880
'14:29.912',-0.009,-,-,-,-,59.200,44.880
'14:29.920',-0.017,-,-,-,-,60.800,44.880
'14:29.928',-0.017,-,-,-,-,63.200,44.880
'14:29.936',-0.017,-,-,-,-,64.000,44.880
'14:29.944',-0.017,-,-,-,-,65.600,44.880
'14:29.952',-0.017,-,-,-,-,65.600,44.880
'14:29.960',-0.009,-,-,-,-,65.600,44.880
'14:29.968',-0.009,-,-,-,-,64.800,44.880
'14:29.976',-0.017,-,-,-,-,63.200,44.880
'14:29.984',-0.035,-,-,-,-,60.800,44.880
'14:29.992',-0.070,-,-,-,-,58.400,44.880
'14:30.000',-0.096,-,-,-,-,55.200,44.880
'14:30.008',-0.104,-,-,-,-,52.000,44.880
'14:30.016',-0.017,-,-,-,-,48.000,44.880
'14:30.024',0.043,-,-,-,-,44.800,44.880
'14:30.032',0.070,-,-,-,-,41.600,44.880
'14:30.040',0.052,-,-,-,-,37.600,44.880
'14:30.048',0.052,-,-,-,-,34.400,44.880
'14:30.056',0.070,-,-,-,-,31.200,44.880
'14:30.064',0.052,-,-,-,-,28.800,44.880
'14:30.072',0.035,-,-,-,-,25.600,44.880
'14:30.080',0.043,-,-,-,-,24.000,44.880
'14:30.088',0.043,-,-,-,-,21.600,44.880
'14:30.096',0.035,-,-,-,-,20.800,44.880
'14:30.104',0.035,-,-,-,-,20.000,44.880
'14:30.112',0.035,-,-,-,-,20.000,44.880
'14:30.120',0.035,-,-,-,-,20.800,44.880
'14:30.128',0.035,-,-,-,-,22.400,44.880
'14:30.136',0.043,-,-,-,-,24.800,44.880
'14:30.144',0.043,-,-,-,-,26.400,44.880
'14:30.152',0.035,-,-,-,-,28.800,44.880
'14:30.160',0.017,-,-,-,-,31.200,44.880
'14:30.168',0.017,-,-,-,-,33.600,44.880
'14:30.176',0.017,-,-,-,-,35.200,44.880
'14:30.184',0.009,-,-,-,-,36.800,44.880
'14:30.192',0.009,-,-,-,-,38.400,44.880
'14:30.200',0.009,-,-,-,-,40.000,44.880
'14:30.208',0.000,-,-,-,-,40.800,44.880
'14:30.216',0.000,-,-,-,-,41.600,44.880
'14:30.224',0.000,-,-,-,-,42.400,44.880
'14:30.232',0.000,-,-,-,-,43.200,44.880
'14:30.240',0.000,-,-,-,-,44.000,44.880
'14:30.248',0.000,-,-,-,-,44.000,44.880
'14:30.256',0.000,-,-,-,-,44.000,31.920
'14:30.264',-0.009,-,-,-,-,44.000,30.480
'14:30.272',0.000,-,-,-,-,43.200,42.480
'14:30.280',0.000,-,-,-,-,43.200,44.880
'14:30.288',0.000,-,-,-,-,42.400,44.880
'14:30.296',0.009,-,-,-,-,41.600,44.880
'14:30.304',0.009,-,-,-,-,40.000,44.880
'14:30.312',0.009,-,-,-,-,39.200,44.880
'14:30.320',0.009,-,-,-,-,38.400,44.880
'14:30.328',0.009,-,-,-,-,38.400,44.880
'14:30.336',0.009,-,-,-,-,39.200,44.880
'14:30.344',0.009,-,-,-,-,40.000,44.880
'14:30.352',0.017,-,-,-,-,40.800,44.880
'14:30.360',0.017,-,-,-,-,42.400,44.880
'14:30.368',0.017,-,-,-,-,44.000,44.880
'14:30.376',0.035,-,-,-,-,45.600,44.880
'14:30.384',0.035,-,-,-,-,47.200,44.880
'14:30.392',0.035,-,-,-,-,49.600,44.880
'14:30.400',0.035,-,-,-,-,51.200,44.880
'14:30.408',0.009,-,-,-,-,53.600,44.880
'14:30.416',0.000,-,-,-,-,56.000,44.880
'14:30.424',-0.009,-,-,-,-,58.400,44.880
'14:30.432',-0.009,-,-,-,-,60.800,44.880
'14:30.440',-0.017,-,-,-,-,62.400,44.880
'14:30.448',-0.017,-,-,-,-,64.000,44.880
'14:30.456',-0.017,-,-,-,-,65.600,44.880
'14:30.464',-0.017,-,-,-,-,66.400,44.880
'14:30.472',-0.017,-,-,-,-,66.400,44.880
'14:30.480',-0.017,-,-,-,-,65.600,44.880
'14:30.488',-0.017,-,-,-,-,64.000,44.880
'14:30.496',-0.043,-,-,-,-,61.600,44.880
'14:30.504',-0.070,-,-,-,-,59.200,44.880
'14:30.512',-0.104,-,-,-,-,56.000,44.880
'14:30.520',-0.130,-,-,-,-,52.800,44.880
'14:30.528',-0.052,-,-,-,-,49.600,44.880
'14:30.536',0.035,-,-,-,-,45.600,44.880
'14:30.544',0.070,-,-,-,-,42.400,44.880
'14:30.552',0.052,-,-,-,-,39.200,44.880
'14:30.560',0.052,-,-,-,-,36.000,44.880
'14:30.568',0.052,-,-,-,-,32.800,44.880
'14:30.576',0.043,-,-,-,-,30.400,44.880
'14:30.584',0.043,-,-,-,-,28.000,44.880
'14:30.592',0.043,-,-,-,-,25.600,44.880
'14:30.600',0.043,-,-,-,-,23.200,44.880
'14:30.608',0.043,-,-,-,-,22.400,44.880
'14:30.616',0.035,-,-,-,-,21.600,44.880
'14:30.624',0.035,-,-,-,-,22.400,44.880
'14:30.632',0.043,-,-,-,-,23.200,44.880
'14:30.640',0.052,-,-,-,-,24.800,44.880
'14:30.648',0.043,-,-,-,-,26.400,44.880
'14:30.656',0.043,-,-,-,-,28.800,44.880
'14:30.664',0.043,-,-,-,-,31.200,44.880
'14:30.672',0.035,-,-,-,-,33.600,44.880
'14:30.680',0.035,-,-,-,-,36.000,44.880
'14:30.688',0.035,-,-,-,-,38.400,44.880
'14:30.696',0.017,-,-,-,-,40.000,44.880
'14:30.704',0.009,-,-,-,-,41.600,44.880
'14:30.712',0.009,-,-,-,-,43.200,44.880
'14:30.720',0.009,-,-,-,-,44.800,44.880
'14:30.728',0.000,-,-,-,-,45.600,44.880
'14:30.736',-0.009,-,-,-,-,46.400,44.880
'14:30.744',-0.009,-,-,-,-,47.200,44.880
'14:30.752',0.000,-,-,-,-,48.000,44.880
'14:30.760',-0.009,-,-,-,-,48.000,44.880
'14:30.768',-0.009,-,-,-,-,48.000,44.880
'14:30.776',-0.009,-,-,-,-,48.000,44.880
'14:30.784',0.000,-,-,-,-,47.200,44.880
'14:30.792',0.000,-,-,-,-,47.200,44.880
'14:30.800',0.009,-,-,-,-,46.400,44.880
'14:30.808',0.009,-,-,-,-,45.600,44.880
'14:30.816',0.000,-,-,-,-,44.800,44.880
'14:30.824',0.000,-,-,-,-,44.000,41.880
'14:30.832',0.000,-,-,-,-,44.000,31.560
'14:30.840',0.000,-,-,-,-,44.000,25.080
'14:30.848',0.000,-,-,-,-,44.800,22.560
'14:30.856',0.009,-,-,-,-,45.600,22.080
'14:30.864',0.009,-,-,-,-,47.200,23.520
'14:30.872',0.009,-,-,-,-,48.000,36.360
'14:30.880',0.009,-,-,-,-,49.600,44.880
'14:30.888',0.035,-,-,-,-,51.200,44.880
'14:30.896',0.043,-,-,-,-,53.600,44.880
'14:30.904',0.043,-,-,-,-,55.200,44.880
'14:30.912',0.043,-,-,-,-,57.600,44.880
'14:30.920',0.035,-,-,-,-,59.200,44.880
'14:30.928',0.017,-,-,-,-,61.600,30.480
'14:30.936',0.000,-,-,-,-,63.200,35.160
'14:30.944',-0.017,-,-,-,-,64.800,44.880
'14:30.952',-0.035,-,-,-,-,66.400,44.880
'14:30.960',-0.035,-,-,-,-,67.200,44.880
'14:30.968',-0.035,-,-,-,-,68.000,33.720
'14:30.976',-0.035,-,-,-,-,67.200,30.360
'14:30.984',-0.043,-,-,-,-,66.400,27.480
'14:30.992',-0.043,-,-,-,-,64.800,23.280
'14:31.000',-0.052,-,-,-,-,62.400,24.480
'14:31.008',-0.052,-,-,-,-,60.000,32.520
'14:31.016',-0.070,-,-,-,-,56.800,41.880
'14:31.024',-0.104,-,-,-,-,53.600,44.880
'14:31.032',-0.157,-,-,-,-,50.400,44.880
'14:31.040',-0.165,-,-,-,-,46.400,44.880
'14:31.048',-0.070,-,-,-,-,43.200,44.880
'14:31.056',0.035,-,-,-,-,40.000,44.880
'14:31.064',0.070,-,-,-,-,37.600,44.880
'14:31.072',0.043,-,-,-,-,34.400,44.880
'14:31.080',0.035,-,-,-,-,32.000,44.880
'14:31.088',0.035,-,-,-,-,29.600,44.880
'14:31.096',0.017,-,-,-,-,27.200,44.880
'14:31.104',0.017,-,-,-,-,24.800,44.880
'14:31.112',0.009,-,-,-,-,23.200,44.880
'14:31.120',0.009,-,-,-,-,21.600,44.880
'14:31.128',0.017,-,-,-,-,20.800,44.880
'14:31.136',0.017,-,-,-,-,21.600,44.880
'14:31.144',0.017,-,-,-,-,22.400,44.880
'14:31.152',0.017,-,-,-,-,24.000,44.880
'14:31.160',0.035,-,-,-,-,25.600,44.880
'14:31.168',0.017,-,-,-,-,28.000,44.880
'14:31.176',0.017,-,-,-,-,30.400,44.880
'14:31.184',0.035,-,-,-,-,32.800,44.880
'14:31.192',0.035,-,-,-,-,35.200,44.880
'14:31.200',0.035,-,-,-,-,37.600,44.880
'14:31.208',0.017,-,-,-,-,39.200,44.880
'14:31.216',0.009,-,-,-,-,41.600,44.880
'14:31.224',-0.009,-,-,-,-,43.200,44.880
'14:31.232',-0.017,-,-,-,-,44.800,35.520
'14:31.240',-0.017,-,-,-,-,46.400,12.000
'14:31.248',-0.009,-,-,-,-,47.200,-1.560
'14:31.256',-0.017,-,-,-,-,48.000,-4.920
'14:31.264',-0.009,-,-,-,-,48.800,-4.920
'14:31.272',-0.009,-,-,-,-,49.600,-4.920
'14:31.280',0.000,-,-,-,-,49.600,-4.920
'14:31.288',0.000,-,-,-,-,49.600,-4.920
'14:31.296',0.009,-,-,-,-,49.600,2.640
'14:31.304',0.009,-,-,-,-,48.800,35.280
'14:31.312',0.009,-,-,-,-,48.000,44.880
'14:31.320',0.009,-,-,-,-,47.200,44.880
'14:31.328',0.009,-,-,-,-,46.400,44.880
'14:31.336',0.009,-,-,-,-,45.600,44.880
'14:31.344',0.009,-,-,-,-,44.800,44.880
'14:31.352',0.009,-,-,-,-,44.000,13.320
'14:31.360',0.009,-,-,-,-,43.200,1.680
'14:31.368',0.009,-,-,-,-,44.000,7.200
'14:31.376',0.009,-,-,-,-,44.800,15.120
'14:31.384',0.017,-,-,-,-,45.600,29.880
'14:31.392',0.017,-,-,-,-,46.400,44.880
'14:31.400',0.035,-,-,-,-,48.000,44.880
'14:31.408',0.043,-,-,-,-,49.600,44.880
'14:31.416',0.070,-,-,-,-,51.200,44.880
'14:31.424',0.078,-,-,-,-,52.800,44.880
'14:31.432',0.096,-,-,-,-,55.200,44.880
'14:31.440',0.104,-,-,-,-,56.800,44.880
'14:31.448',0.096,-,-,-,-,58.400,44.880
'14:31.456',0.078,-,-,-,-,60.800,44.880
'14:31.464',0.070,-,-,-,-,62.400,44.160
'14:31.472',0.043,-,-,-,-,64.000,31.320
'14:31.480',0.017,-,-,-,-,65.600,22.080
'14:31.488',0.009,-,-,-,-,66.400,15.120
'14:31.496',0.017,-,-,-,-,67.200,10.440
'14:31.504',0.017,-,-,-,-,67.200,9.240
'14:31.512',0.009,-,-,-,-,66.400,13.680
'14:31.520',0.009,-,-,-,-,64.800,25.320
'14:31.528',0.009,-,-,-,-,62.400,42.120
'14:31.536',0.009,-,-,-,-,60.000,44.880
'14:31.544',0.009,-,-,-,-,56.800,44.880
'14:31.552',-0.017,-,-,-,-,53.600,44.880
'14:31.560',-0.070,-,-,-,-,50.400,44.880
'14:31.568',-0.096,-,-,-,-,47.200,44.880
'14:31.576',-0.035,-,-,-,-,44.000,44.880
'14:31.584',0.078,-,-,-,-,40.800,44.880
'14:31.592',0.157,-,-,-,-,37.600,35.280
'14:31.600',0.139,-,-,-,-,35.200,31.920
'14:31.608',0.104,-,-,-,-,32.000,35.880
'14:31.616',0.078,-,-,-,-,29.600,44.880
'14:31.624',0.078,-,-,-,-,27.200,44.880
'14:31.632',0.070,-,-,-,-,24.800,44.880
'14:31.640',0.070,-,-,-,-,23.200,44.880
'14:31.648',0.070,-,-,-,-,21.600,44.880
'14:31.656',0.070,-,-,-,-,20.800,44.880
'14:31.664',0.070,-,-,-,-,20.800,44.880
'14:31.672',0.070,-,-,-,-,20.800,44.880
'14:31.680',0.070,-,-,-,-,22.400,44.880
'14:31.688',0.070,-,-,-,-,24.000,44.880
'14:31.696',0.070,-,-,-,-,25.600,44.880
'14:31.704',0.052,-,-,-,-,28.000,44.880
'14:31.712',0.043,-,-,-,-,30.400,44.880
'14:31.720',0.043,-,-,-,-,32.800,41.160
'14:31.728',0.035,-,-,-,-,35.200,34.680
'14:31.736',0.017,-,-,-,-,37.600,32.760
'14:31.744',0.009,-,-,-,-,40.000,35.160
'14:31.752',0.000,-,-,-,-,41.600,40.560
'14:31.760',0.000,-,-,-,-,43.200,44.880
'14:31.768',-0.009,-,-,-,-,44.800,44.880
'14:31.776',-0.017,-,-,-,-,46.400,44.880
'14:31.784',-0.017,-,-,-,-,47.200,44.880
'14:31.792',-0.017,-,-,-,-,48.000,44.880
'14:31.800',-0.017,-,-,-,-,48.000,44.880
'14:31.808',-0.017,-,-,-,-,48.800,44.880
'14:31.816',-0.017,-,-,-,-,48.800,44.880
'14:31.824',-0.017,-,-,-,-,48.000,44.880
'14:31.832',-0.017,-,-,-,-,48.000,37.320
'14:31.840',-0.017,-,-,-,-,47.200,25.920
'14:31.848',-0.017,-,-,-,-,47.200,22.920
'14:31.856',-0.017,-,-,-,-,45.600,28.560
'14:31.864',-0.017,-,-,-,-,44.800,38.880
'14:31.872',-0.017,-,-,-,-,44.000,44.880
'14:31.880',-0.017,-,-,-,-,43.200,44.880
'14:31.888',-0.017,-,-,-,-,42.400,44.880
'14:31.896',-0.017,-,-,-,-,42.400,44.880
'14:31.904',-0.017,-,-,-,-,43.200,44.880
'14:31.912',-0.017,-,-,-,-,44.000,40.560
'14:31.920',-0.017,-,-,-,-,45.600,28.920
'14:31.928',-0.009,-,-,-,-,46.400,25.080
'14:31.936',0.000,-,-,-,-,48.000,30.480
'14:31.944',0.009,-,-,-,-,49.600,42.480
'14:31.952',0.017,-,-,-,-,51.200,44.880
'14:31.960',0.043,-,-,-,-,52.800,44.880
'14:31.968',0.052,-,-,-,-,55.200,44.880
'14:31.976',0.052,-,-,-,-,56.800,44.880
'14:31.984',0.052,-,-,-,-,58.400,44.880
'14:31.992',0.043,-,-,-,-,60.800,44.880
'14:32.000',0.017,-,-,-,-,62.400,41.280
'14:32.008',0.000,-,-,-,-,64.000,37.080
'14:32.016',0.000,-,-,-,-,64.800,35.520
'14:32.024',-0.009,-,-,-,-,65.600,34.920
'14:32.032',-0.017,-,-,-,-,66.400,34.680
'14:32.040',-0.017,-,-,-,-,66.400,35.160
'14:32.048',-0.017,-,-,-,-,64.800,35.880
'14:32.056',-0.017,-,-,-,-,63.200,36.960
'14:32.064',-0.017,-,-,-,-,60.800,37.560
'14:32.072',-0.017,-,-,-,-,58.400,37.560
'14:32.080',-0.035,-,-,-,-,55.200,36.960
'14:32.088',-0.070,-,-,-,-,52.000,35.760
'14:32.096',-0.113,-,-,-,-,48.800,35.160
'14:32.104',-0.130,-,-,-,-,44.800,35.280
'14:32.112',-0.052,-,-,-,-,41.600,36.720
'14:32.120',0.043,-,-,-,-,38.400,38.280
'14:32.128',0.078,-,-,-,-,35.200,40.320
'14:32.136',0.052,-,-,-,-,32.000,42.360
'14:32.144',0.043,-,-,-,-,29.600,44.880
'14:32.152',0.035,-,-,-,-,26.400,44.880
'14:32.160',0.017,-,-,-,-,24.000,44.880
'14:32.168',0.009,-,-,-,-,21.600,44.880
'14:32.176',0.009,-,-,-,-,19.200,44.880
'14:32.184',0.009,-,-,-,-,17.600,38.280
'14:32.192',0.009,-,-,-,-,16.800,34.680
'14:32.200',0.009,-,-,-,-,16.800,35.520
'14:32.208',0.009,-,-,-,-,16.800,39.480
'14:32.216',0.009,-,-,-,-,18.400,44.880
'14:32.224',0.009,-,-,-,-,20.000,44.880
'14:32.232',0.009,-,-,-,-,21.600,44.880
'14:32.240',0.000,-,-,-,-,24.000,44.880
'14:32.248',0.000,-,-,-,-,26.400,44.880
'14:32.256',0.000,-,-,-,-,28.800,41.880
