'Elapsed time','II','III','AVF','V','ABP'
'14:02:14.072',-0.472,-,-,-0.282,120.800
'14:02:14.080',-0.472,-,-,-0.282,119.200
'14:02:14.088',-0.500,-,-,-0.254,117.600
'14:02:14.096',-0.528,-,-,-0.282,116.000
'14:02:14.104',-0.514,-,-,-0.310,115.200
'14:02:14.112',-0.472,-,-,-0.310,113.600
'14:02:14.120',-0.472,-,-,-0.282,112.000
'14:02:14.128',-0.500,-,-,-0.310,110.400
'14:02:14.136',-0.514,-,-,-0.282,108.800
'14:02:14.144',-0.514,-,-,-0.268,106.400
'14:02:14.152',-0.514,-,-,-0.254,104.800
'14:02:14.160',-0.514,-,-,-0.197,102.400
'14:02:14.168',-0.486,-,-,-0.155,100.000
'14:02:14.176',-0.472,-,-,-0.141,96.800
'14:02:14.184',-0.486,-,-,-0.155,93.600
'14:02:14.192',-0.500,-,-,-0.141,90.400
'14:02:14.200',-0.472,-,-,-0.127,87.200
'14:02:14.208',-0.431,-,-,-0.085,84.800
'14:02:14.216',-0.417,-,-,-0.085,83.200
'14:02:14.224',-0.417,-,-,-0.113,82.400
'14:02:14.232',-0.417,-,-,-0.056,82.400
'14:02:14.240',-0.431,-,-,-0.056,83.200
'14:02:14.248',-0.417,-,-,-0.070,83.200
'14:02:14.256',-0.403,-,-,-0.042,84.000
'14:02:14.264',-0.389,-,-,-0.113,84.000
'14:02:14.272',-0.375,-,-,-0.070,83.200
'14:02:14.280',-0.375,-,-,-0.056,82.400
'14:02:14.288',-0.389,-,-,-0.070,81.600
'14:02:14.296',-0.375,-,-,-0.028,80.800
'14:02:14.304',-0.417,-,-,-0.056,80.000
'14:02:14.312',-0.458,-,-,-0.113,79.200
'14:02:14.320',-0.472,-,-,-0.113,78.400
'14:02:14.328',-0.417,-,-,-0.070,78.400
'14:02:14.336',-0.389,-,-,-0.085,77.600
'14:02:14.344',-0.389,-,-,-0.127,76.800
'14:02:14.352',-0.403,-,-,-0.070,76.800
'14:02:14.360',-0.403,-,-,-0.070,76.000
'14:02:14.368',-0.403,-,-,-0.113,76.000
'14:02:14.376',-0.403,-,-,-0.056,75.200
'14:02:14.384',-0.417,-,-,-0.113,74.400
'14:02:14.392',-0.417,-,-,-0.113,74.400
'14:02:14.400',-0.389,-,-,-0.070,73.600
'14:02:14.408',-0.389,-,-,-0.070,72.800
'14:02:14.416',-0.417,-,-,-0.056,72.800
'14:02:14.424',-0.458,-,-,-0.113,72.000
'14:02:14.432',-0.458,-,-,-0.127,71.200
'14:02:14.440',-0.403,-,-,-0.085,71.200
'14:02:14.448',-0.389,-,-,-0.070,70.400
'14:02:14.456',-0.375,-,-,-0.070,70.400
'14:02:14.464',-0.389,-,-,-0.085,69.600
'14:02:14.472',-0.347,-,-,-0.028,69.600
'14:02:14.480',-0.389,-,-,-0.070,68.800
'14:02:14.488',-0.431,-,-,-0.127,68.000
'14:02:14.496',-0.458,-,-,-0.113,68.000
'14:02:14.504',-0.403,-,-,-0.070,67.200
'14:02:14.512',-0.375,-,-,-0.056,67.200
'14:02:14.520',-0.375,-,-,-0.028,67.200
'14:02:14.528',-0.361,-,-,-0.042,66.400
'14:02:14.536',-0.319,-,-,-0.056,66.400
'14:02:14.544',-0.278,-,-,-0.070,65.600
'14:02:14.552',-0.264,-,-,-0.042,65.600
'14:02:14.560',-0.306,-,-,-0.014,65.600
'14:02:14.568',-0.319,-,-,-0.014,64.800
'14:02:14.576',-0.097,-,-,0.113,64.800
'14:02:14.584',0.125,-,-,0.310,64.800
'14:02:14.592',0.181,-,-,0.394,64.800
'14:02:14.600',-0.083,-,-,-0.239,64.000
'14:02:14.608',-0.306,-,-,-0.563,64.000
'14:02:14.616',-0.417,-,-,-0.577,64.000
'14:02:14.624',-0.500,-,-,-0.465,63.200
'14:02:14.632',-0.514,-,-,-0.310,63.200
'14:02:14.640',-0.486,-,-,-0.183,63.200
'14:02:14.648',-0.417,-,-,-0.141,62.400
'14:02:14.656',-0.389,-,-,-0.141,62.400
'14:02:14.664',-0.403,-,-,-0.141,62.400
'14:02:14.672',-0.431,-,-,-0.127,61.600
'14:02:14.680',-0.458,-,-,-0.169,61.600
'14:02:14.688',-0.458,-,-,-0.169,61.600
'14:02:14.696',-0.403,-,-,-0.155,63.200
'14:02:14.704',-0.375,-,-,-0.169,68.000
'14:02:14.712',-0.375,-,-,-0.169,76.800
'14:02:14.720',-0.403,-,-,-0.127,88.000
'14:02:14.728',-0.417,-,-,-0.183,101.600
'14:02:14.736',-0.431,-,-,-0.225,113.600
'14:02:14.744',-0.458,-,-,-0.183,122.400
'14:02:14.752',-0.458,-,-,-0.239,127.200
'14:02:14.760',-0.431,-,-,-0.254,128.000
'14:02:14.768',-0.431,-,-,-0.254,126.400
'14:02:14.776',-0.431,-,-,-0.268,124.800
'14:02:14.784',-0.431,-,-,-0.310,123.200
'14:02:14.792',-0.458,-,-,-0.338,121.600
'14:02:14.800',-0.458,-,-,-0.352,120.000
'14:02:14.808',-0.458,-,-,-0.310,119.200
'14:02:14.816',-0.417,-,-,-0.296,118.400
'14:02:14.824',-0.389,-,-,-0.338,116.800
'14:02:14.832',-0.361,-,-,-0.352,115.200
'14:02:14.840',-0.361,-,-,-0.296,113.600
'14:02:14.848',-0.347,-,-,-0.310,111.200
'14:02:14.856',-0.319,-,-,-0.282,109.600
'14:02:14.864',-0.306,-,-,-0.254,107.200
'14:02:14.872',-0.278,-,-,-0.197,105.600
'14:02:14.880',-0.250,-,-,-0.169,103.200
'14:02:14.888',-0.208,-,-,-0.127,100.000
'14:02:14.896',-0.181,-,-,-0.070,97.600
'14:02:14.904',-0.181,-,-,-0.056,94.400
'14:02:14.912',-0.181,-,-,-0.070,92.000
'14:02:14.920',-0.181,-,-,0.000,88.800
'14:02:14.928',-0.167,-,-,0.000,86.400
'14:02:14.936',-0.153,-,-,0.000,84.800
'14:02:14.944',-0.125,-,-,0.014,84.800
'14:02:14.952',-0.083,-,-,0.028,84.800
'14:02:14.960',-0.125,-,-,0.056,85.600
'14:02:14.968',-0.153,-,-,0.000,85.600
'14:02:14.976',-0.167,-,-,0.000,85.600
'14:02:14.984',-0.153,-,-,-0.014,85.600
'14:02:14.992',-0.139,-,-,0.000,84.800
'14:02:15.000',-0.125,-,-,0.000,84.000
'14:02:15.008',-0.125,-,-,0.014,83.200
'14:02:15.016',-0.097,-,-,0.000,82.400
'14:02:15.024',-0.083,-,-,0.000,81.600
'14:02:15.032',-0.083,-,-,0.000,80.800
'14:02:15.040',-0.125,-,-,0.014,80.000
'14:02:15.048',-0.153,-,-,0.000,79.200
'14:02:15.056',-0.167,-,-,0.000,78.400
'14:02:15.064',-0.125,-,-,0.000,77.600
'14:02:15.072',-0.097,-,-,0.000,76.800
'14:02:15.080',-0.083,-,-,0.000,76.000
'14:02:15.088',-0.069,-,-,0.000,75.200
'14:02:15.096',-0.069,-,-,0.042,75.200
'14:02:15.104',-0.069,-,-,0.028,74.400
'14:02:15.112',-0.083,-,-,0.028,73.600
'14:02:15.120',-0.083,-,-,0.042,72.800
'14:02:15.128',-0.083,-,-,0.028,72.000
'14:02:15.136',-0.069,-,-,0.028,72.000
'14:02:15.144',-0.056,-,-,0.028,71.200
'14:02:15.152',-0.056,-,-,0.028,71.200
'14:02:15.160',-0.069,-,-,0.028,70.400
'14:02:15.168',-0.069,-,-,0.014,70.400
'14:02:15.176',-0.056,-,-,0.014,70.400
'14:02:15.184',-0.042,-,-,0.000,69.600
'14:02:15.192',-0.028,-,-,0.014,69.600
'14:02:15.200',-0.042,-,-,0.028,68.800
'14:02:15.208',-0.042,-,-,0.014,68.800
'14:02:15.216',-0.028,-,-,0.028,68.000
'14:02:15.224',-0.014,-,-,0.028,68.000
'14:02:15.232',0.000,-,-,0.028,67.200
'14:02:15.240',0.014,-,-,0.042,67.200
'14:02:15.248',0.014,-,-,0.042,66.400
'14:02:15.256',0.014,-,-,0.056,66.400
'14:02:15.264',0.014,-,-,0.042,65.600
'14:02:15.272',0.028,-,-,0.042,65.600
'14:02:15.280',0.042,-,-,0.056,64.800
'14:02:15.288',0.042,-,-,0.042,64.800
'14:02:15.296',0.056,-,-,0.042,64.000
'14:02:15.304',0.069,-,-,0.056,64.000
'14:02:15.312',0.083,-,-,0.056,63.200
'14:02:15.320',0.097,-,-,0.056,63.200
'14:02:15.328',0.097,-,-,0.056,63.200
'14:02:15.336',0.125,-,-,0.056,63.200
'14:02:15.344',0.139,-,-,0.056,62.400
'14:02:15.352',0.125,-,-,0.070,62.400
'14:02:15.360',0.125,-,-,0.056,62.400
'14:02:15.368',0.181,-,-,0.000,62.400
'14:02:15.376',0.194,-,-,0.085,62.400
'14:02:15.384',0.069,-,-,0.085,61.600
'14:02:15.392',-0.056,-,-,0.113,61.600
'14:02:15.400',-0.236,-,-,-0.070,61.600
'14:02:15.408',-0.431,-,-,-0.366,60.800
'14:02:15.416',-0.653,-,-,-0.732,60.800
'14:02:15.424',-0.847,-,-,-1.056,60.000
'14:02:15.432',-0.875,-,-,-1.183,60.000
'14:02:15.440',-0.639,-,-,-1.183,60.000
'14:02:15.448',-0.292,-,-,-0.845,59.200
'14:02:15.456',0.042,-,-,-0.423,59.200
'14:02:15.464',0.306,-,-,-0.113,58.400
'14:02:15.472',0.486,-,-,0.127,58.400
'14:02:15.480',0.583,-,-,0.268,58.400
'14:02:15.488',0.639,-,-,0.338,58.400
'14:02:15.496',0.653,-,-,0.310,57.600
'14:02:15.504',0.681,-,-,0.338,57.600
'14:02:15.512',0.694,-,-,0.352,57.600
'14:02:15.520',0.708,-,-,0.310,57.600
'14:02:15.528',0.722,-,-,0.310,57.600
'14:02:15.536',0.750,-,-,0.296,59.200
'14:02:15.544',0.764,-,-,0.310,60.800
'14:02:15.552',0.806,-,-,0.310,65.600
'14:02:15.560',0.819,-,-,0.296,72.000
'14:02:15.568',0.847,-,-,0.310,81.600
'14:02:15.576',0.861,-,-,0.338,92.000
'14:02:15.584',0.903,-,-,0.352,101.600
'14:02:15.592',0.944,-,-,0.338,109.600
'14:02:15.600',0.972,-,-,0.366,114.400
'14:02:15.608',0.986,-,-,0.380,116.800
'14:02:15.616',1.014,-,-,0.380,117.600
'14:02:15.624',1.028,-,-,0.394,117.600
'14:02:15.632',1.028,-,-,0.423,116.800
'14:02:15.640',1.028,-,-,0.408,115.200
'14:02:15.648',1.014,-,-,0.408,114.400
'14:02:15.656',0.986,-,-,0.423,113.600
'14:02:15.664',0.958,-,-,0.408,112.800
'14:02:15.672',0.931,-,-,0.408,112.000
'14:02:15.680',0.903,-,-,0.380,110.400
'14:02:15.688',0.847,-,-,0.338,108.800
